DIST COUNTY AREA TOTAL DEM REP LIB OTH1 OTH2
DIST COUNTY AREA TOTAL DEM REP LIB OTH1 OTH2
3 Collin 0850098 0 249 442 11 0 0
3 Collin 0850099 0 71 69 3 0 0
3 Collin 0850100 0 3 7 0 0 0
3 Collin 0850101 0 938 1120 42 0 0
3 Collin 0850102 0 505 1193 21 0 0
3 Collin 0850103 0 377 272 12 0 0
3 Collin 0850104 0 803 342 19 0 0
3 Collin 0850105 0 283 419 11 0 0
3 Collin 0850106 0 510 612 25 0 0
3 Collin 0850107 0 1040 1064 24 0 0
3 Collin 0850108 0 911 821 28 0 0
3 Collin 0850109 0 914 1300 27 0 0
3 Collin 0850110 0 772 928 29 0 0
3 Collin 0850111 0 1053 1716 27 0 0
3 Collin 0850112 0 854 997 19 0 0
3 Collin 0850113 0 835 933 42 0 0
3 Collin 0850114 0 190 651 14 0 0
3 Collin 0850115 0 963 926 25 0 0
3 Collin 0850116 0 1268 1689 28 0 0
3 Collin 0850117 0 1103 1184 35 0 0
3 Collin 0850118 0 953 1589 34 0 0
3 Collin 0850119 0 1525 1871 33 0 0
3 Collin 0850120 0 862 1332 32 0 0
3 Collin 0850121 0 1061 604 19 0 0
3 Collin 0850122 0 920 2113 36 0 0
3 Collin 0850123 0 537 728 14 0 0
3 Collin 0850124 0 870 865 23 0 0
3 Collin 0850125 0 1616 1300 48 0 0
3 Collin 0850126 0 1157 1400 48 0 0
3 Collin 0850127 0 993 1089 34 0 0
3 Collin 0850128 0 738 2359 58 0 0
3 Collin 0850129 0 969 1277 22 0 0
3 Collin 0850130 0 1127 1071 36 0 0
3 Collin 0850131 0 712 1285 33 0 0
3 Collin 0850132 0 883 807 19 0 0
3 Collin 0850134 0 1661 1482 42 0 0
3 Collin 0850135 0 1210 1088 46 0 0
3 Collin 0850136 0 544 712 17 0 0
3 Collin 0850137 0 487 748 8 0 0
3 Collin 0850138 0 305 576 17 0 0
3 Collin 0850139 0 1350 1056 41 0 0
3 Collin 0850140 0 872 1884 47 0 0
3 Collin 0850141 0 967 1057 26 0 0
3 Collin 0850142 0 924 911 25 0 0
3 Collin 0850143 0 466 776 10 0 0
3 Collin 0850144 0 700 932 20 0 0
3 Collin 0850145 0 500 439 18 0 0
3 Collin 0850146 0 1263 1295 50 0 0
3 Collin 0850147 0 497 509 11 0 0
3 Collin 0850148 0 2 0 0 0 0
3 Collin 0850149 0 998 1392 31 0 0
3 Collin 0850150 0 246 384 5 0 0
3 Collin 0850151 0 496 441 9 0 0
3 Collin 0850152 0 34 12 0 0 0
3 Collin 0850155 0 613 880 24 0 0
3 Collin 0850156 0 884 1148 24 0 0
3 Collin 0850157 0 1137 1177 22 0 0
3 Collin 0850158 0 817 680 14 0 0
3 Collin 0850163 0 994 1110 46 0 0
3 Collin 0850164 0 277 515 4 0 0
3 Collin 0850165 0 210 389 10 0 0
3 Collin 0850166 0 1062 1218 31 0 0
3 Collin 0850167 0 1553 1226 32 0 0
3 Collin 0850168 0 346 794 20 0 0
3 Collin 0850169 0 881 861 30 0 0
3 Collin 0850171 0 1278 1577 32 0 0
3 Collin 0850172 0 584 1103 33 0 0
3 Collin 0850173 0 126 293 4 0 0
3 Collin 0850175 0 359 622 16 0 0
3 Collin 0850176 0 1006 653 38 0 0
3 Collin 0850177 0 1044 1300 33 0 0
3 Collin 0850178 0 294 959 12 0 0
3 Collin 0850179 0 750 2506 35 0 0
