COUNTY AREA TOTAL DEM REP Other
Brevard 529 1602 496 670 436
Brevard 530 924 254 389 281
Brevard 531 5 0 5 0
Brevard 999 974 212 515 247
Broward A001 4194 1187 1691 1316
Broward A002 1315 516 329 470
Broward A003 1781 850 465 466
Broward A004 1544 602 388 554
Broward A005 1576 464 576 536
Broward A006 2038 1041 320 677
Broward A007 1664 623 504 537
Broward A008 585 431 45 109
Broward A009 3037 1514 740 783
Broward A010 1119 351 412 356
Broward A011 2133 1741 80 312
Broward A012 1989 892 505 592
Broward A013 3136 1222 896 1018
Broward A014 3345 1494 708 1143
Broward A015 2067 1569 110 388
Broward A016 1870 746 557 567
Broward A017 487 218 133 136
Broward A018 1369 921 134 314
Broward A019 1657 663 509 485
Broward A020 1926 932 400 594
Broward A021 1603 830 199 574
Broward A022 1562 1084 112 366
Broward A023 912 587 104 221
Broward A024 1059 668 122 269
Broward B001 1159 180 712 267
Broward B002 1774 437 867 470
Broward B003 1259 322 616 321
Broward B004 2397 481 1328 588
Broward B005 836 262 288 286
Broward B006 740 208 321 211
Broward C001 2943 922 1156 865
Broward C002 1000 276 415 309
Broward C003 1002 403 329 270
Broward C004 1471 467 535 469
Broward C005 2253 1929 49 275
Broward C006 3126 2428 129 569
Broward C007 514 175 213 126
Broward C008 1149 371 439 339
Broward C009 828 431 154 243
Broward C010 2326 892 733 701
Broward C011 1806 583 662 561
Broward C012 1573 494 590 489
Broward C013 1107 361 401 345
Broward C014 1165 364 442 359
Broward C015 2508 1862 131 515
Broward C016 3002 1016 1107 879
Broward C017 1173 329 505 339
Broward C018 1585 516 621 448
Broward C019 1492 446 625 421
Broward C020 989 587 85 317
Broward C021 1695 733 460 502
Broward C022 1572 452 678 442
Broward C023 5398 2577 1317 1504
Broward C024 2557 1205 599 753
Broward C025 826 557 69 200
Broward C026 711 328 99 284
Broward C027 433 291 49 93
Broward C028 2895 2369 90 436
Broward C029 793 278 405 110
Broward C030 2125 933 504 688
Broward C031 2224 1072 458 694
Broward C032 540 301 67 172
Broward C033 1013 471 200 342
Broward C034 2733 1211 611 911
Broward C035 1472 1000 120 352
Broward C036 485 280 42 163
Broward C037 1015 441 302 272
Broward C038 186 64 71 51
Broward D001 1578 696 456 426
Broward D002 1905 982 345 578
Broward D003 1694 794 476 424
Broward D004 1327 730 256 341
Broward D005 2276 1442 268 566
Broward D006 1559 766 357 436
Broward D007 1213 833 116 264
Broward D008 1681 881 371 429
Broward D009 2507 1632 237 638
Broward D010 885 556 98 231
Broward D011 334 211 31 92
Broward D012 513 343 50 120
Broward D013 1284 818 148 318
Broward D014 1417 659 286 472
Broward D015 2077 974 508 595
Broward D016 3287 1494 743 1050
Broward E001 599 389 54 156
Broward E002 2157 1103 385 669
Broward E003 2115 833 672 610
Broward E004 3653 1867 702 1084
Broward E005 2312 1099 439 774
Broward E006 4863 2128 1284 1451
Broward E007 3831 1827 859 1145
Broward E008 3085 1477 614 994
Broward E009 1616 672 452 492
Broward E010 4077 1858 1010 1209
Broward E011 3395 1530 771 1094
Broward E012 1565 791 251 523
Broward E013 2371 1048 642 681
Broward E014 3662 1463 1156 1043
Broward E015 1474 612 436 426
Broward E016 1686 708 485 493
Broward E017 3077 1354 788 935
Broward E018 1121 410 431 280
Broward E019 1841 895 386 560
Broward E020 3568 1751 721 1096
Broward E021 1915 832 469 614
Broward E022 3058 1338 857 863
Broward E023 2063 879 565 619
Broward E024 3516 1540 894 1082
Broward E025 1296 625 269 402
Broward E026 1772 801 440 531
Broward E027 3480 1634 799 1047
Broward E028 1746 910 312 524
Broward E029 1323 731 158 434
Broward E030 642 359 65 218
Broward E031 2215 867 671 677
Broward E032 2261 952 600 709
Broward E033 2127 924 518 685
Broward E034 993 378 317 298
Broward F001 2147 943 585 619
Broward F002 1559 751 301 507
Broward F003 1404 673 275 456
Broward F004 4704 2642 912 1150
Broward F005 4342 1877 1039 1426
Broward F006 2462 1216 459 787
Broward F007 2765 1197 594 974
Broward F008 2309 1096 488 725
Broward F009 2073 1067 406 600
Broward F010 2747 1188 643 916
Broward F011 1373 498 432 443
Broward F012 4334 1812 1041 1481
Broward F013 1158 548 240 370
Broward F014 1667 798 338 531
Broward G001 2014 1081 293 640
Broward G002 3014 1373 725 916
Broward G003 2614 1308 521 785
Broward G004 2977 1565 603 809
Broward G005 1774 917 327 530
Broward G006 3243 1620 666 957
Broward G007 676 340 127 209
Broward G008 3144 1850 445 849
Broward G009 881 541 87 253
Broward G010 2248 999 561 688
Broward G011 2395 1155 489 751
Broward G012 1906 978 359 569
Broward G013 1023 594 132 297
Broward G014 2375 1176 417 782
Broward G015 1893 1035 396 462
Broward G016 3421 1742 710 969
Broward H001 2744 1781 228 735
Broward H002 1015 694 80 241
Broward H003 3479 2346 237 896
Broward H004 1377 846 142 389
Broward H005 2996 2039 218 739
Broward H006 1943 1256 220 467
Broward H007 2272 1455 216 601
Broward H008 1756 1212 138 406
Broward H009 1063 698 101 264
Broward H010 429 244 41 144
Broward H011 2818 1683 316 819
Broward J001 1715 983 287 445
Broward J002 1826 896 325 605
Broward J003 1791 925 371 495
Broward J004 2123 1148 311 664
Broward J005 1851 1080 245 526
Broward J006 779 439 149 191
Broward J007 1990 1274 256 460
Broward J008 482 284 109 89
Broward J009 1701 974 293 434
Broward J010 1640 853 290 497
Broward J011 3470 1800 565 1105
Broward J012 4448 2726 695 1027
Broward J013 1980 1199 273 508
Broward J014 1653 950 358 345
Broward J015 1707 941 339 427
Broward J016 717 389 99 229
Broward J017 1833 1146 191 496
Broward J018 2025 1099 325 601
Broward J019 3838 1997 668 1173
Broward J020 1445 928 176 341
Broward J021 2445 1248 496 701
Broward J022 1967 1257 302 408
Broward J023 1541 744 323 474
Broward J024 1090 731 169 190
Broward K001 1430 1093 51 286
Broward K002 1564 1217 64 283
Broward K003 2634 2091 107 436
Broward K004 2155 1671 76 408
Broward K005 1515 1154 51 310
Broward K006 1698 1341 74 283
Broward K007 1936 1553 37 346
Broward K008 1608 1211 80 317
Broward K009 1707 1248 106 353
Broward K010 614 454 30 130
Broward K011 1895 1458 90 347
Broward L001 4898 3021 623 1254
Broward L002 1300 1047 32 221
Broward L003 1184 917 70 197
Broward L004 5353 4171 152 1030
Broward L005 1713 1335 72 306
Broward L006 3142 2477 106 559
Broward L007 1150 798 105 247
Broward L008 2211 1780 88 343
Broward L009 2046 1357 216 473
Broward L010 4454 3024 395 1035
Broward L011 1335 924 80 331
Broward L012 1410 1088 59 263
Broward L013 3675 2501 416 758
Broward L014 1454 1232 26 196
Broward L015 956 833 17 106
Broward L016 1688 1444 46 198
Broward L017 993 830 21 142
Broward L018 1704 1417 48 239
Broward L019 632 482 27 123
Broward M001 2178 1026 482 670
Broward M002 2829 1989 155 685
Broward M003 3229 2386 176 667
Broward M004 1473 1026 86 361
Broward M005 1708 1044 240 424
Broward M006 1066 537 207 322
Broward M007 1080 640 174 266
Broward M008 1672 986 243 443
Broward M009 2345 1364 342 639
Broward M010 1038 633 146 259
Broward M011 1083 623 183 277
Broward M012 2451 1192 537 722
Broward M013 1551 937 188 426
Broward M014 2467 1168 559 740
Broward M015 2380 1284 385 711
Broward M016 661 384 107 170
Broward M017 931 548 160 223
Broward M018 1057 588 163 306
Broward M019 1434 753 268 413
Broward M020 3168 1768 429 971
Broward M021 1109 659 187 263
Broward M022 2602 1122 538 942
Broward M023 2184 1281 386 517
Broward M024 1660 973 251 436
Broward M025 3488 1363 945 1180
Broward M026 2391 1359 379 653
Broward M027 1013 532 199 282
Broward M028 2090 1162 281 647
Broward M029 1968 925 429 614
Broward M030 4090 1833 881 1376
Broward M031 993 659 104 230
Broward M032 1378 799 126 453
Broward N001 2117 1513 167 437
Broward N002 2011 1365 166 480
Broward N003 1356 624 326 406
Broward N004 2992 1254 749 989
Broward N005 787 360 191 236
Broward N006 2150 738 823 589
Broward N007 1835 765 615 455
Broward N008 3216 1516 844 856
Broward N009 1225 596 229 400
Broward N010 1659 741 516 402
Broward N011 1474 555 569 350
Broward N012 1729 911 344 474
Broward N013 1352 708 319 325
Broward N014 2701 1493 418 790
Broward N015 4032 2106 930 996
Broward N016 1906 719 658 529
Broward N017 2073 952 459 662
Broward N018 2364 1161 509 694
Broward N019 1351 682 311 358
Broward N020 2109 953 631 525
Broward N021 1858 698 616 544
Broward N022 3756 1753 911 1092
Broward N023 2712 1223 689 800
Broward N024 1946 890 571 485
Broward N025 3256 1491 808 957
Broward N026 2342 1170 430 742
Broward N027 529 219 200 110
Broward N028 1879 731 596 552
Broward N029 2965 1331 775 859
Broward P001 1564 973 207 384
Broward P002 1406 912 201 293
Broward P003 2256 1405 366 485
Broward P004 1458 925 218 315
Broward P005 1126 573 267 286
Broward P006 1081 642 225 214
Broward Q010 1600 459 698 443
Broward Q020 453 81 259 113
Broward Q030 2942 875 1198 869
Broward Q031 2374 702 941 731
Broward Q040 3503 1252 1222 1029
Broward Q041 3920 1484 1199 1237
Broward Q042 1481 539 541 401
Broward Q043 2244 682 877 685
Broward Q044 8737 3093 2781 2863
Broward Q045 1638 625 574 439
Broward Q050 1925 1398 120 407
Broward Q051 732 355 118 259
Broward Q060 4191 1572 1055 1564
Broward Q061 4541 1733 1241 1567
Broward Q062 3439 1507 641 1291
Broward Q063 1507 571 408 528
Broward Q064 2188 910 508 770
Broward Q065 6231 2165 1420 2646
Broward Q066 2040 645 728 667
Broward Q067 2585 912 728 945
Broward Q068 2642 1014 733 895
Broward Q069 1973 674 468 831
Broward Q070 3860 1437 829 1594
Broward Q071 2972 1091 859 1022
Broward Q072 2574 947 759 868
Broward Q080 3223 1878 424 921
Broward Q081 1978 1182 243 553
Broward Q082 1984 1559 84 341
Broward Q083 2167 1805 56 306
Broward Q090 1627 549 652 426
Broward Q091 4154 1270 1775 1109
Broward R001 2131 643 859 629
Broward R002 2587 924 937 726
Broward R003 1325 440 515 370
Broward R004 2049 686 746 617
Broward R005 1122 360 433 329
Broward R006 1072 422 358 292
Broward R007 1341 475 526 340
Broward R008 1335 452 534 349
Broward R009 1762 641 625 496
Broward R010 1209 430 479 300
Broward R011 1511 539 578 394
Broward R012 1620 628 578 414
Broward R013 3879 1204 1712 963
Broward R014 1525 606 434 485
Broward R015 3276 1069 1307 900
Broward R016 1815 891 490 434
Broward R017 555 292 109 154
Broward R018 2518 1237 445 836
Broward R019 1460 677 343 440
Broward R020 914 398 208 308
Broward R021 1764 1141 198 425
Broward R022 1423 955 158 310
Broward R023 1553 1258 46 249
Broward R024 1212 995 35 182
Broward R025 2122 1762 72 288
Broward R026 2031 1653 61 317
Broward R027 1906 1333 166 407
Broward R028 2105 1814 48 243
Broward R029 1312 1090 36 186
Broward R030 2327 1943 54 330
Broward R031 1935 1187 223 525
Broward R032 4337 1614 1322 1401
Broward R033 1810 1250 155 405
Broward R034 3074 1311 804 959
Broward R035 1396 498 449 449
Broward R036 1397 391 606 400
Broward R037 1389 401 630 358
Broward R038 534 123 279 132
Broward R039 2013 587 851 575
Broward R040 3680 1022 1557 1101
Broward R041 1461 728 299 434
Broward R042 793 312 271 210
Broward R043 2261 899 679 683
Broward R044 362 186 66 110
Broward R045 1597 693 409 495
Broward R046 2569 938 861 770
Broward R047 1881 869 422 590
Broward R048 1696 751 390 555
Broward R049 1944 828 529 587
Broward R050 1905 1377 146 382
Broward R051 1290 1043 37 210
Broward R052 1235 627 265 343
Broward R053 2423 906 828 689
Broward R054 1087 429 324 334
Broward R055 1052 332 369 351
Broward R056 993 741 44 208
Broward R057 977 624 107 246
Broward R058 1125 496 278 351
Broward R059 1133 435 363 335
Broward R060 1911 841 401 669
Broward R061 943 358 261 324
Broward R062 941 756 40 145
Broward R063 4998 3793 259 946
Broward R064 1178 812 110 256
Broward R065 632 213 201 218
Broward R066 834 324 255 255
Broward R067 1462 642 405 415
Broward R068 1165 433 408 324
Broward R069 2345 1980 58 307
Broward S001 2057 1291 238 528
Broward S002 1645 1287 71 287
Broward S003 2404 1102 530 772
Broward S004 2870 1263 658 949
Broward S005 1890 775 496 619
Broward S006 1258 595 266 397
Broward S007 1285 512 343 430
Broward S008 2748 1292 567 889
Broward S009 1747 774 420 553
Broward T001 2402 1128 451 823
Broward T002 1875 878 374 623
Broward T003 3631 1531 970 1130
Broward T004 2054 877 377 800
Broward T005 842 378 155 309
Broward T006 747 308 265 174
Broward T007 1758 691 495 572
Broward T008 2196 874 595 727
Broward T009 3391 1798 521 1072
Broward T010 3427 1366 1143 918
Broward T011 1885 768 546 571
Broward T012 1300 569 319 412
Broward T013 1223 506 320 397
Broward T014 2417 1006 639 772
Broward T015 2252 916 659 677
Broward T016 322 139 66 117
Broward T017 1599 626 504 469
Broward T018 6756 2217 2612 1927
Broward T019 1879 768 406 705
Broward T020 2054 866 650 538
Broward T021 1755 598 671 486
Broward T022 765 285 246 234
Broward T023 2028 922 441 665
Broward T024 1378 514 465 399
Broward T025 2261 938 531 792
Broward T026 2409 924 764 721
Broward T027 991 332 374 285
Broward T028 4214 1934 1027 1253
Broward T029 2322 981 614 727
Broward T030 610 245 223 142
Broward U001 1246 507 342 397
Broward U002 1499 605 498 396
Broward U003 2920 1182 946 792
Broward U004 4165 1597 1292 1276
Broward U005 1702 750 502 450
Broward U006 3790 1925 908 957
Broward U007 2070 833 660 577
Broward U008 795 306 273 216
Broward U009 999 439 246 314
Broward U010 1978 860 537 581
Broward U011 2967 1201 683 1083
Broward V001 1206 408 384 414
Broward V002 4137 1469 1285 1383
Broward V003 1813 877 364 572
Broward V004 1534 776 264 494
Broward V005 1219 514 333 372
Broward V006 1307 614 287 406
Broward V007 2233 973 592 668
Broward V008 961 780 35 146
Broward V009 1914 983 251 680
Broward V010 536 275 93 168
Broward V011 1901 1393 111 397
Broward V012 3085 1634 462 989
Broward V013 1297 700 175 422
Broward V014 1542 741 344 457
Broward V015 1508 794 318 396
Broward V016 1901 917 390 594
Broward V017 752 403 106 243
Broward V018 3839 2317 448 1074
Broward V019 1467 967 124 376
Broward V020 1080 542 176 362
Broward V021 1796 847 474 475
Broward V022 1653 728 428 497
Broward V023 816 422 181 213
Broward V024 2053 1034 407 612
Broward V025 1398 605 443 350
Broward V026 1368 663 263 442
Broward V027 838 380 209 249
Broward V028 1095 525 289 281
Broward V029 571 274 179 118
Broward V030 1583 738 445 400
Broward V031 1337 624 359 354
Broward V032 1871 983 362 526
Broward V033 1471 724 348 399
Broward V034 2313 1218 410 685
Broward V035 573 300 113 160
Broward V036 710 421 97 192
Broward V037 1017 556 154 307
Broward V038 1602 896 206 500
Broward V039 1431 678 254 499
Broward V040 1732 812 359 561
Broward V041 1189 639 163 387
Broward V042 2461 1348 360 753
Broward V043 1420 717 261 442
Broward V044 2021 1029 330 662
Broward V045 1523 723 281 519
Broward V046 746 362 153 231
Broward V047 1243 584 312 347
Broward V048 1211 568 231 412
Broward V049 1373 659 249 465
Broward V050 1830 920 356 554
Broward V051 1514 775 338 401
Broward V052 1939 978 367 594
Broward V053 2130 1024 522 584
Broward V054 1114 568 220 326
Broward V055 2014 726 621 667
Broward V056 996 507 161 328
Broward V057 3210 1352 794 1064
Broward V058 775 332 214 229
Broward W001 3869 2774 247 848
Broward W002 2300 1540 206 554
Broward W003 1348 912 125 311
Broward W004 1692 1252 129 311
Broward W005 1657 1214 113 330
Broward W006 1390 865 162 363
Broward W007 2140 1459 164 517
Broward W008 3367 2367 207 793
Broward W009 2447 1146 619 682
Broward W010 1302 836 130 336
Broward W011 2389 1637 207 545
Broward W012 2962 2069 188 705
Broward W013 4425 3019 374 1032
Broward W014 4594 2122 1005 1467
Broward W015 1374 508 413 453
Broward W016 7047 2998 1706 2343
Broward W017 4166 1971 742 1453
Broward W018 2933 1418 588 927
Broward W019 4090 2085 662 1343
Broward W020 4338 2142 694 1502
Broward W021 4427 2058 1010 1359
Broward W022 3356 1741 539 1076
Broward W023 7229 4211 849 2169
Broward W024 3170 2064 291 815
Broward W025 3842 2753 222 867
Broward X001 1948 1027 329 592
Broward X002 1489 800 236 453
Broward X003 1864 1017 267 580
Broward X004 1426 662 330 434
Broward X005 1709 760 521 428
Broward X006 2485 1266 507 712
Broward X007 2473 1065 643 765
Broward X008 1367 705 313 349
Broward X009 3037 1860 469 708
Broward X010 2947 1308 870 769
Broward X011 847 308 227 312
Broward X012 1489 869 260 360
Broward X013 2737 1330 601 806
Broward X014 2342 1247 396 699
Broward X015 1058 420 369 269
Broward X016 1923 879 471 573
Broward X017 2570 1253 592 725
Broward X018 1201 576 258 367
Broward X019 2280 1136 648 496
Broward X020 3146 1585 898 663
Broward X021 4142 2354 501 1287
Broward X022 2400 1559 288 553
Broward X023 2530 1392 325 813
Broward X024 3880 1620 1036 1224
Broward X025 785 390 218 177
Broward X026 1625 757 360 508
Broward X027 2759 1154 617 988
Broward X028 1898 692 617 589
Broward X029 3798 1575 1181 1042
Broward X030 1486 582 449 455
Broward X031 3742 1851 970 921
Broward X032 1538 551 478 509
Broward X033 3149 1287 857 1005
Broward X034 1606 590 494 522
Broward X035 2556 1169 534 853
Broward X036 2231 1022 446 763
Broward X037 629 215 252 162
Broward X038 4038 1696 1131 1211
Broward X039 1253 572 313 368
Broward X040 3592 1404 964 1224
Broward X041 2373 1033 597 743
Broward X042 2585 975 764 846
Broward X043 3288 1432 821 1035
Broward X044 2533 1107 649 777
Broward X045 1881 948 326 607
Broward X046 1715 831 285 599
Broward X047 838 465 94 279
Broward X048 1110 600 194 316
Broward X049 2140 1030 405 705
Broward X050 1653 966 267 420
Broward Y001 1401 411 536 454
Broward Y002 2906 994 954 958
Broward Y003 1896 785 452 659
Broward Y004 2797 1217 622 958
Broward Y005 2319 908 592 819
Broward Y006 4524 2091 875 1558
Broward Y007 3424 1877 494 1053
Broward Y008 2926 2149 139 638
Broward Z001 1628 1338 47 243
Broward Z002 2820 2355 76 389
Broward Z003 2067 889 447 731
Broward Z004 463 192 93 178
Broward Z005 688 364 92 232
Broward Z073 1818 643 507 668
Calhoun 101 564 318 192 54
Calhoun 101C 611 378 174 59
Calhoun 102 784 439 254 91
Calhoun 201 728 434 214 80
Calhoun 201C 358 215 91 52
