COUNTY AREA TOTAL DEM REP None ACN Green LBT PSL None
COUNTY AREA TOTAL Biden Trump Boddie Cummings Hawkins Jorgensen LaRiva Simmons
Maricopa "0043 BEARDSLEY" 0 1668 2365 0 0 0 36 0 0
Maricopa "0044 BERYL" 0 741 655 0 0 0 28 0 0
Maricopa "0045 BETHANY" 0 861 635 0 0 0 15 0 0
Maricopa "0046 BETHANY PARK" 0 439 177 0 0 0 12 0 0
Maricopa "0047 BETHUNE" 0 804 164 0 0 0 15 0 0
Maricopa "0048 BILTMORE" 0 1281 998 0 0 0 18 0 0
Maricopa "0049 BISCUIT FLAT" 0 869 1717 0 0 0 29 0 0
Maricopa "0050 BLACK CANYON" 0 2349 1332 0 0 0 72 0 0
Maricopa "0051 BLACK GOLD" 0 895 1404 0 0 0 8 0 0
Maricopa "0052 BLACKHAWK" 0 1343 1271 0 0 0 64 0 0
Maricopa "0053 BLOOM" 0 718 993 0 0 0 43 0 0
Maricopa "0054 BLUE SKY" 0 358 584 0 0 0 4 0 0
Maricopa "0055 BLUEBIRD" 0 2429 1849 0 0 0 76 0 0
Maricopa "0056 BLUEFIELD" 0 1146 1316 0 0 0 44 0 0
Maricopa "0057 BONANZA" 0 667 962 0 0 0 6 0 0
Maricopa "0058 BONSALL PARK" 0 349 125 0 0 0 14 0 0
Maricopa "0059 BREWER" 0 1174 1528 0 0 0 34 0 0
Maricopa "0060 BRONCO" 0 1348 1786 0 0 0 23 0 0
Maricopa "0061 BROOKS FARM" 0 2140 3342 0 0 0 71 0 0
Maricopa "0062 BUCKEYE" 0 470 614 0 0 0 18 0 0
Maricopa "0063 BUCKLEY" 0 1104 714 0 0 0 41 0 0
Maricopa "0064 BUFFALO RIDGE" 0 1658 1513 0 0 0 54 0 0
Maricopa "0065 BULLARD" 0 26 67 0 0 0 2 0 0
Maricopa "0066 BULLMOOSE" 0 812 785 0 0 0 39 0 0
Maricopa "0067 BUNKER PEAK" 0 99 198 0 0 0 7 0 0
Maricopa "0068 BURGESS" 0 1380 427 0 0 0 23 0 0
Maricopa "0069 BUTLER" 0 2586 1829 0 0 0 95 0 0
Maricopa "0070 CACTUS GLEN" 0 1106 1311 0 0 0 12 0 0
Maricopa "0071 CAIRO" 0 1631 573 0 0 0 38 0 0
Maricopa "0072 CALAVAR" 0 576 589 0 0 0 19 0 0
Maricopa "0073 CALAVEROS" 0 830 533 0 0 0 11 0 0
Maricopa "0074 CALYPSO" 0 1021 1334 0 0 0 27 0 0
Maricopa "0075 CAMBRIDGE" 0 376 77 0 0 0 12 0 0
Maricopa "0076 CAMELOT" 0 2407 1885 0 0 0 43 0 0
Maricopa "0077 CAMEO" 0 1173 1588 0 0 0 17 0 0
Maricopa "0078 CAMPBELL" 0 1166 2009 0 0 0 49 0 0
Maricopa "0079 CAMPBELL PARK" 0 1055 569 0 0 0 22 0 0
Maricopa "0080 CANDLELIGHT" 0 1310 2481 0 0 0 70 0 0
Maricopa "0081 CANTERBURY" 0 1366 1104 0 0 0 33 0 0
Maricopa "0082 CANYON" 0 94 127 0 0 0 0 0 0
Maricopa "0083 CANYON RIM" 0 1153 1681 0 0 0 61 0 0
Maricopa "0084 CAPITOL SCHOOL" 0 1139 365 0 0 0 20 0 0
Maricopa "0085 CARDINAL" 0 1765 1127 0 0 0 37 0 0
Maricopa "0086 CAREFREE" 0 1104 1718 0 0 0 19 0 0
Maricopa "0087 CARL" 0 1523 536 0 0 0 41 0 0
