DIST COUNTY AREA TOTAL DEM REP LIB OTH1 OTH2
1 Panola 9 0 52 327 3 0 0
1 Panola 10 0 47 148 2 0 0
1 Panola 12 0 6 251 3 0 0
1 Panola 13 0 46 135 1 0 0
1 Panola 14 0 18 238 2 0 0
1 Panola 18 0 173 1015 6 0 0
1 Panola 19 0 12 179 0 0 0
1 Panola 20 0 2 176 1 0 0
1 Panola 22 0 84 100 1 0 0
1 Panola 26 0 30 74 0 0 0
1 Panola 27 0 231 308 0 0 0
1 Panola 28 0 171 940 6 0 0
1 Panola 29 0 10 188 2 0 0
1 Rusk 111 0 77 429 6 0 0
1 Rusk 112 0 156 786 11 0 0
1 Rusk 113 0 301 1198 18 0 0
1 Rusk 114 0 134 665 10 0 0
1 Rusk 201 0 83 384 6 0 0
1 Rusk 212 0 76 429 7 0 0
1 Rusk 213 0 177 835 7 0 0
1 Rusk 214 0 347 1139 15 0 0
1 Rusk 215 0 289 821 9 0 0
1 Rusk 302 0 254 294 3 0 0
1 Rusk 303 0 309 382 12 0 0
1 Rusk 314a 0 52 484 5 0 0
1 Rusk 314b 0 3 44 0 0 0
1 Rusk 315 0 37 410 5 0 0
1 Rusk 316 0 16 244 5 0 0
1 Rusk 317 0 117 178 3 0 0
1 Rusk 318 0 124 474 10 0 0
1 Rusk 319 0 86 114 4 0 0
1 Rusk 404 0 151 821 14 0 0
1 Rusk 405 0 126 580 18 0 0
1 Rusk 416 0 78 405 9 0 0
1 Rusk 417 0 154 581 8 0 0
1 Rusk 418 0 227 967 7 0 0
1 Sabine 1 0 96 918 7 0 0
1 Sabine 2 0 81 758 5 0 0
1 Sabine 3 0 71 153 5 0 0
1 Sabine 4 0 8 137 1 0 0
1 Sabine 5 0 45 486 1 0 0
1 Sabine 6 0 121 778 4 0 0
1 Sabine 7 0 49 45 0 0 0
1 Sabine 8 0 16 146 1 0 0
1 "San Augustine" 1 0 216 430 8 0 0
1 "San Augustine" 2 0 85 107 2 0 0
1 "San Augustine" 3 0 35 96 0 0 0
1 "San Augustine" 4 0 56 155 1 0 0
1 "San Augustine" 5 0 25 168 2 0 0
1 "San Augustine" 6 0 25 149 2 0 0
1 "San Augustine" 7 0 35 161 0 0 0
1 "San Augustine" 8 0 25 338 2 0 0
1 "San Augustine" 9 0 54 446 3 0 0
1 "San Augustine" 10 0 19 192 1 0 0
1 "San Augustine" 11 0 151 5 1 0 0
1 Shelby 2 0 41 391 0 0 0
1 Shelby 3 0 11 167 0 0 0
1 Shelby 4 0 53 337 2 0 0
1 Shelby 5 0 87 917 6 0 0
1 Shelby 6 0 53 261 4 0 0
1 Shelby 7 0 116 303 3 0 0
1 Shelby 8 0 181 371 4 0 0
1 Shelby 1n 0 107 593 6 0 0
1 Shelby 1s 0 167 712 6 0 0
1 Shelby 1w 0 32 205 5 0 0
1 Shelby 9n 0 111 474 4 0 0
1 Shelby 9s 0 78 412 4 0 0
1 Shelby 1se 0 347 269 7 0 0
1 Shelby 1sw 0 83 586 5 0 0
1 Smith 1 0 96 58 2 0 0
1 Smith 2 0 228 59 3 0 0
1 Smith 3 0 378 1035 48 0 0
1 Smith 4 0 333 376 3 0 0
1 Smith 5 0 316 2077 35 0 0
1 Smith 6 0 86 376 8 0 0
1 Smith 7 0 234 804 15 0 0
1 Smith 8 0 177 591 8 0 0
1 Smith 9 0 95 44 0 0 0
1 Smith 10 0 783 703 12 0 0
1 Smith 11 0 628 106 9 0 0
1 Smith 12 0 675 167 9 0 0
1 Smith 13 0 669 27 1 0 0
1 Smith 14 0 315 561 15 0 0
1 Smith 15 0 355 2601 42 0 0
1 Smith 16 0 502 64 6 0 0
1 Smith 17 0 51 477 3 0 0
1 Smith 18 0 574 40 2 0 0
1 Smith 19 0 389 2303 41 0 0
1 Smith 20 0 151 116 6 0 0
1 Smith 21 0 220 719 14 0 0
1 Smith 22 0 109 136 4 0 0
1 Smith 23 0 376 904 29 0 0
1 Smith 25 0 282 971 36 0 0
1 Smith 26 0 228 1231 14 0 0
1 Smith 27 0 331 612 15 0 0
1 Smith 28 0 326 1779 37 0 0
1 Smith 29 0 212 812 21 0 0
1 Smith 30 0 366 2169 40 0 0
1 Smith 31 0 331 1876 32 0 0
1 Smith 32 0 327 1182 22 0 0
1 Smith 34 0 496 166 4 0 0
1 Smith 35 0 761 511 23 0 0
1 Smith 36 0 972 256 16 0 0
1 Smith 37 0 191 950 19 0 0
1 Smith 38 0 400 823 34 0 0
1 Smith 39 0 130 121 7 0 0
1 Smith 40 0 447 2581 45 0 0
1 Smith 41 0 313 1813 35 0 0
1 Smith 42 0 401 1964 44 0 0
1 Smith 43 0 187 383 29 0 0
1 Smith 44 0 736 1179 35 0 0
1 Smith 45 0 80 707 4 0 0
1 Smith 46 0 167 406 5 0 0
1 Smith 47 0 60 142 2 0 0
1 Smith 48 0 82 123 6 0 0
1 Smith 49 0 70 41 2 0 0
1 Smith 50 0 351 1111 44 0 0
1 Smith 52 0 187 1025 13 0 0
1 Smith 54 0 510 1335 39 0 0
1 Smith 55 0 847 1668 45 0 0
1 Smith 56 0 498 1494 52 0 0
1 Smith 58 0 411 1512 38 0 0
1 Smith 59 0 459 1598 39 0 0
1 Smith 60 0 146 91 2 0 0
1 Smith 61 0 479 600 33 0 0
1 Smith 63 0 29 7 0 0 0
1 Smith 64 0 37 48 0 0 0
1 Smith 65 0 36 35 1 0 0
1 Smith 66 0 148 173 2 0 0
1 Smith 70 0 107 178 10 0 0
1 Smith 71 0 474 1976 40 0 0
1 Smith 72 0 42 73 0 0 0
1 Smith 73 0 142 160 5 0 0
1 Smith 74 0 32 161 7 0 0
1 Smith 75 0 247 1679 20 0 0
1 Smith 76 0 174 67 2 0 0
1 Smith 77 0 90 119 8 0 0
1 Smith 78 0 17 73 4 0 0
1 Smith 79 0 409 1598 43 0 0
1 Smith 80 0 3 9 0 0 0
1 Smith 81 0 84 42 1 0 0
1 Smith 82 0 11 9 0 0 0
1 Upshur 9 0 180 792 14 0 0
1 Upshur 10 0 126 1108 20 0 0
1 Upshur 11 0 75 270 7 0 0
1 Upshur 17 0 286 839 15 0 0
1 Upshur 18 0 86 189 4 0 0
1 Upshur 19 0 1 4 0 0 0
1 Wood 2-1 0 18 212 6 0 0
1 Wood 3-1 0 94 573 6 0 0
1 Wood 3-2 0 289 1723 13 0 0
1 Wood 3-3 0 349 1425 21 0 0
1 Wood 4-1 0 51 408 2 0 0
1 Wood 4-2 0 185 1185 16 0 0
2 Harris 32 0 1329 538 43 15 0
2 Harris 33 0 1884 707 35 23 0
2 Harris 34 0 1716 359 37 14 0
2 Harris 37 0 1384 510 17 17 0
2 Harris 38 0 1623 597 21 22 0
2 Harris 39 0 1805 464 23 14 0
2 Harris 40 0 245 150 2 3 0
2 Harris 41 0 360 236 5 2 0
2 Harris 43 0 627 414 10 9 0
2 Harris 52 0 1135 612 17 19 0
2 Harris 54 0 729 486 20 9 0
2 Harris 56 0 425 507 13 8 0
2 Harris 58 0 1442 832 35 18 0
2 Harris 60 0 1647 406 24 18 0
2 Harris 70 0 1388 1371 29 14 0
2 Harris 71 0 2199 1528 63 35 0
2 Harris 82 0 621 1377 22 12 0
2 Harris 98 0 291 1436 17 7 0
2 Harris 108 0 773 729 12 9 0
2 Harris 110 0 888 1014 16 9 0
2 Harris 112 0 689 1092 22 12 0
2 Harris 113 0 773 730 15 8 0
2 Harris 117 0 551 266 7 8 0
2 Harris 120 0 1064 1222 33 23 0
2 Harris 123 0 779 182 14 15 0
2 Harris 125 0 647 662 14 6 0
2 Harris 148 0 1354 551 8 6 0
2 Harris 155 0 1074 1564 16 17 0
2 Harris 165 0 668 806 15 12 0
2 Harris 179A 0 601 435 12 15 0
2 Harris 179B 0 0 0 0 0 0
2 Harris 199 0 597 1718 21 26 0
2 Harris 200 0 1640 1029 32 30 0
2 Harris 204 0 1278 1143 28 24 0
2 Harris 222 0 1353 762 14 5 0
2 Harris 224 0 1071 598 11 6 0
2 Harris 244 0 941 769 9 15 0
2 Harris 246 0 1054 1439 26 16 0
2 Harris 260 0 425 336 8 10 0
2 Harris 262 0 1100 1116 32 29 0
2 Harris 263 0 847 1738 13 16 0
2 Harris 274 0 637 832 14 12 0
2 Harris 299 0 443 181 9 9 0
2 Harris 310 0 341 556 13 14 0
2 Harris 313 0 13 14 0 0 0
2 Harris 323 0 589 319 9 6 0
2 Harris 330 0 685 499 14 10 0
2 Harris 340 0 738 1677 14 23 0
2 Harris 350 0 1359 523 21 14 0
2 Harris 351 0 802 2335 15 13 0
2 Harris 357 0 667 1560 8 34 0
2 Harris 361 0 1214 102 9 3 0
2 Harris 363 0 1393 765 13 16 0
2 Harris 380 0 1694 1444 24 32 0
2 Harris 388 0 1784 1494 22 16 0
2 Harris 398 0 1182 889 23 21 0
2 Harris 407 0 1032 1253 18 48 0
2 Harris 421 0 769 569 9 11 0
2 Harris 424 0 393 338 5 5 0
2 Harris 444 0 1010 1132 20 25 0
2 Harris 445 0 564 692 12 21 0
2 Harris 446 0 77 36 1 0 0
2 Harris 447 0 1165 1638 30 21 0
2 Harris 451 0 454 1409 8 11 0
2 Harris 459 0 681 1847 15 17 0
2 Harris 464 0 594 743 11 17 0
2 Harris 469 0 416 1335 17 9 0
2 Harris 472 0 537 238 8 0 0
2 Harris 477 0 874 1597 20 19 0
2 Harris 478 0 1044 1434 30 18 0
2 Harris 479 0 647 1649 19 13 0
2 Harris 482 0 941 1500 22 18 0
2 Harris 484 0 899 1329 28 7 0
2 Harris 493 0 1081 594 17 9 0
2 Harris 496 0 799 331 6 5 0
2 Harris 500 0 904 1289 21 22 0
2 Harris 513 0 646 1340 15 9 0
2 Harris 514 0 919 1633 30 15 0
2 Harris 515 0 508 1630 13 9 0
2 Harris 516 0 799 684 13 7 0
2 Harris 523 0 816 1034 16 16 0
2 Harris 546 0 386 1569 13 15 0
2 Harris 548 0 675 464 11 11 0
2 Harris 551 0 892 2301 20 14 0
2 Harris 563 0 575 1625 13 19 0
2 Harris 577 0 557 605 17 6 0
2 Harris 586 0 966 1095 22 15 0
2 Harris 588 0 1018 1464 14 19 0
2 Harris 590 0 393 1083 15 8 0
2 Harris 593 0 1384 919 24 12 0
2 Harris 597 0 993 518 17 10 0
2 Harris 599 0 1103 507 14 7 0
2 Harris 601 0 848 1817 20 14 0
2 Harris 604 0 308 1651 17 7 0
2 Harris 609 0 1136 1334 22 16 0
2 Harris 610 0 654 349 8 6 0
2 Harris 612 0 590 1599 19 16 0
2 Harris 621 0 414 240 10 5 0
2 Harris 622 0 1236 1271 36 12 0
2 Harris 623 0 882 1210 14 18 0
2 Harris 628 0 638 313 4 7 0
2 Harris 631 0 627 1063 14 5 0
2 Harris 633 0 936 1675 20 12 0
2 Harris 634 0 763 843 12 16 0
2 Harris 635 0 534 1342 20 25 0
2 Harris 636 0 322 2605 9 7 0
2 Harris 648 0 730 1358 29 10 0
2 Harris 658 0 637 911 14 18 0
2 Harris 659 0 1005 2127 13 16 0
2 Harris 661 0 1327 1087 17 17 0
2 Harris 666 0 0 0 0 0 0
2 Harris 668 0 943 1184 24 16 0
2 Harris 669 0 788 1462 13 7 0
2 Harris 670 0 525 1638 11 19 0
2 Harris 671 0 860 847 34 7 0
2 Harris 674 0 822 1858 18 11 0
2 Harris 684 0 881 1115 14 7 0
2 Harris 687 0 685 1080 17 11 0
2 Harris 689 0 798 482 11 8 0
2 Harris 694 0 740 415 12 4 0
2 Harris 700 0 145 689 1 2 0
2 Harris 701 0 158 89 5 3 0
2 Harris 707 0 202 246 5 3 0
2 Harris 710 0 782 664 6 9 0
2 Harris 730 0 669 908 13 11 0
2 Harris 758 0 662 1935 24 15 0
2 Harris 759 0 748 819 16 16 0
2 Harris 760 0 232 840 9 4 0
2 Harris 761 0 400 777 9 6 0
2 Harris 764 0 1289 1551 18 16 0
2 Harris 771 0 365 233 6 6 0
2 Harris 776 0 760 908 20 11 0
2 Harris 802 0 12 5 0 0 0
2 Harris 809 0 9 19 0 0 0
2 Harris 823 0 782 747 18 10 0
2 Harris 841 0 1295 386 12 11 0
2 Harris 853 0 534 1348 22 11 0
2 Harris 874 0 651 1427 15 11 0
2 Harris 876 0 867 1629 13 16 0
2 Harris 880 0 510 1205 8 7 0
2 Harris 885 0 799 907 12 10 0
2 Harris 888 0 727 329 8 12 0
2 Harris 895 0 429 206 1 3 0
2 Harris 896 0 888 351 7 5 0
2 Harris 902 0 973 846 29 13 0
2 Harris 904 0 0 0 0 0 0
2 Harris 906 0 8 12 0 0 0
2 Harris 911 0 123 175 5 2 0
2 Harris 939 0 1 0 0 0 0
2 Harris 942 0 43 76 3 0 0
2 Harris 964 0 1224 1399 20 10 0
2 Harris 967 0 60 16 1 0 0
2 Harris 968 0 580 124 4 4 0
2 Harris 971 0 0 0 0 0 0
2 Harris 973 0 298 364 8 6 0
2 Harris 979 0 0 0 0 0 0
2 Harris 983 0 69 37 0 2 0
2 Harris 1003 0 0 0 0 0 0
3 Collin 1 0 670 793 27 0 0
3 Collin 2 0 1042 1049 31 0 0
3 Collin 3 0 679 160 8 0 0
3 Collin 4 0 234 636 19 0 0
3 Collin 5 0 187 425 12 0 0
3 Collin 6 0 407 427 15 0 0
3 Collin 7 0 388 438 20 0 0
3 Collin 8 0 347 1002 23 0 0
3 Collin 9 0 568 817 34 0 0
3 Collin 10 0 80 337 7 0 0
3 Collin 12 0 420 774 18 0 0
3 Collin 14 0 911 644 15 0 0
3 Collin 15 0 430 425 22 0 0
3 Collin 16 0 491 1116 23 0 0
3 Collin 19 0 425 633 23 0 0
3 Collin 21 0 1249 1382 46 0 0
3 Collin 23 0 866 294 23 0 0
3 Collin 24 0 771 384 19 0 0
3 Collin 25 0 1589 1695 43 0 0
3 Collin 26 0 464 484 16 0 0
3 Collin 28 0 756 783 28 0 0
3 Collin 30 0 1012 1513 52 0 0
3 Collin 31 0 590 867 20 0 0
3 Collin 32 0 679 927 25 0 0
3 Collin 34 0 1456 1109 22 0 0
3 Collin 36 0 466 824 17 0 0
3 Collin 38 0 426 394 9 0 0
3 Collin 39 0 916 695 24 0 0
3 Collin 40 0 737 1391 37 0 0
3 Collin 41 0 618 1622 26 0 0
3 Collin 43 0 898 919 26 0 0
3 Collin 44 0 339 329 14 0 0
3 Collin 45 0 587 1027 15 0 0
3 Collin 46 0 853 573 30 0 0
3 Collin 47 0 749 782 43 0 0
3 Collin 48 0 1051 1071 30 0 0
3 Collin 49 0 581 916 13 0 0
3 Collin 50 0 997 453 25 0 0
3 Collin 51 0 526 269 29 0 0
3 Collin 52 0 1374 639 27 0 0
3 Collin 53 0 603 868 34 0 0
3 Collin 54 0 986 661 38 0 0
3 Collin 55 0 1233 824 43 0 0
3 Collin 57 0 1057 1374 49 0 0
3 Collin 58 0 1010 967 32 0 0
3 Collin 59 0 926 1349 42 0 0
3 Collin 60 0 402 1064 17 0 0
3 Collin 61 0 443 680 12 0 0
3 Collin 62 0 763 737 27 0 0
3 Collin 63 0 516 875 19 0 0
3 Collin 64 0 772 798 24 0 0
3 Collin 65 0 327 389 19 0 0
3 Collin 66 0 592 658 16 0 0
3 Collin 67 0 727 799 28 0 0
3 Collin 68 0 527 569 26 0 0
3 Collin 69 0 1117 1322 32 0 0
3 Collin 70 0 480 764 23 0 0
3 Collin 71 0 539 634 14 0 0
3 Collin 72 0 402 541 16 0 0
3 Collin 73 0 604 370 20 0 0
3 Collin 74 0 536 580 21 0 0
3 Collin 75 0 430 825 12 0 0
3 Collin 76 0 926 1216 31 0 0
3 Collin 77 0 1108 911 28 0 0
3 Collin 78 0 867 849 47 0 0
3 Collin 79 0 675 727 19 0 0
3 Collin 80 0 959 1079 37 0 0
3 Collin 81 0 926 789 24 0 0
3 Collin 82 0 684 752 28 0 0
3 Collin 84 0 681 781 14 0 0
3 Collin 85 0 964 821 24 0 0
3 Collin 86 0 812 964 24 0 0
3 Collin 87 0 1788 1560 48 0 0
3 Collin 88 0 782 258 19 0 0
3 Collin 89 0 980 949 19 0 0
3 Collin 90 0 712 1360 23 0 0
3 Collin 91 0 667 723 26 0 0
3 Collin 92 0 837 842 43 0 0
3 Collin 94 0 1314 1203 25 0 0
3 Collin 95 0 910 900 39 0 0
3 Collin 96 0 314 266 14 0 0
3 Collin 97 0 240 720 9 0 0
3 Collin 98 0 249 442 11 0 0
3 Collin 99 0 71 69 3 0 0
3 Collin 100 0 3 7 0 0 0
3 Collin 101 0 938 1120 42 0 0
3 Collin 102 0 505 1193 21 0 0
3 Collin 103 0 377 272 12 0 0
3 Collin 104 0 803 342 19 0 0
3 Collin 105 0 283 419 11 0 0
3 Collin 106 0 510 612 25 0 0
3 Collin 107 0 1040 1064 24 0 0
3 Collin 108 0 911 821 28 0 0
3 Collin 109 0 914 1300 27 0 0
3 Collin 110 0 772 928 29 0 0
3 Collin 111 0 1053 1716 27 0 0
3 Collin 112 0 854 997 19 0 0
3 Collin 113 0 835 933 42 0 0
3 Collin 114 0 190 651 14 0 0
3 Collin 115 0 963 926 25 0 0
3 Collin 116 0 1268 1689 28 0 0
3 Collin 117 0 1103 1184 35 0 0
3 Collin 118 0 953 1589 34 0 0
3 Collin 119 0 1525 1871 33 0 0
3 Collin 120 0 862 1332 32 0 0
3 Collin 121 0 1061 604 19 0 0
3 Collin 122 0 920 2113 36 0 0
3 Collin 123 0 537 728 14 0 0
3 Collin 124 0 870 865 23 0 0
3 Collin 125 0 1616 1300 48 0 0
3 Collin 126 0 1157 1400 48 0 0
3 Collin 127 0 993 1089 34 0 0
3 Collin 128 0 738 2359 58 0 0
3 Collin 129 0 969 1277 22 0 0
3 Collin 130 0 1127 1071 36 0 0
3 Collin 131 0 712 1285 33 0 0
3 Collin 132 0 883 807 19 0 0
3 Collin 134a 0 1478 1326 39 0 0
3 Collin 134b 0 4 4 0 0 0
3 Collin 134c 0 0 0 0 0 0
3 Collin 135 0 1210 1088 46 0 0
3 Collin 136 0 544 712 17 0 0
3 Collin 137 0 487 748 8 0 0
3 Collin 138 0 305 576 17 0 0
3 Collin 139 0 1350 1056 41 0 0
3 Collin 140 0 872 1884 47 0 0
3 Collin 141 0 967 1057 26 0 0
3 Collin 142 0 924 911 25 0 0
3 Collin 143 0 466 776 10 0 0
3 Collin 144 0 700 932 20 0 0
3 Collin 145 0 500 439 18 0 0
3 Collin 146 0 1263 1295 50 0 0
3 Collin 147 0 497 509 11 0 0
3 Collin 148 0 2 0 0 0 0
3 Collin 149 0 998 1392 31 0 0
3 Collin 150 0 246 384 5 0 0
3 Collin 151 0 496 441 9 0 0
3 Collin 152 0 34 12 0 0 0
3 Collin 155 0 613 880 24 0 0
3 Collin 156 0 884 1148 24 0 0
3 Collin 157 0 1122 1162 22 0 0
3 Collin 158 0 817 680 14 0 0
3 Collin 163 0 994 1110 46 0 0
3 Collin 164 0 277 515 4 0 0
3 Collin 165 0 210 388 10 0 0
3 Collin 166 0 1062 1218 31 0 0
3 Collin 167 0 1553 1226 32 0 0
3 Collin 168 0 346 794 20 0 0
3 Collin 169 0 881 861 30 0 0
3 Collin 171 0 1278 1577 32 0 0
3 Collin 172 0 584 1103 33 0 0
3 Collin 173 0 126 293 4 0 0
3 Collin 175 0 359 622 16 0 0
3 Collin 176 0 1006 653 38 0 0
3 Collin 177 0 1044 1300 33 0 0
3 Collin 178 0 294 959 12 0 0
3 Collin 179 0 750 2506 35 0 0
3 Collin 182 0 2 1 1 0 0
3 Collin 183 0 7 48 2 0 0
3 Collin 184 0 0 0 0 0 0
3 Collin 185 0 14 18 1 0 0
3 Collin 186 0 4 56 1 0 0
3 Collin 187 0 34 241 2 0 0
3 Collin 188 0 4 34 2 0 0
3 Collin 189 0 52 360 7 0 0
3 Collin 191 0 38 161 1 0 0
3 Collin 193 0 90 380 10 0 0
3 Collin 194 0 3 14 0 0 0
3 Collin 195 0 81 430 17 0 0
3 Collin 197 0 417 303 13 0 0
3 Collin 198 0 16 60 1 0 0
3 Collin 199 0 204 653 12 0 0
3 Collin 201 0 1 2 0 0 0
3 Collin 203 0 607 1298 26 0 0
3 Collin 204 0 80 153 2 0 0
3 Collin 205 0 3 14 0 0 0
3 Collin 206 0 325 603 5 0 0
3 Collin 207 0 848 1277 28 0 0
3 Collin 208 0 252 582 12 0 0
3 Collin 209 0 205 252 6 0 0
3 Collin 210 0 543 417 16 0 0
3 Collin 211 0 865 970 29 0 0
3 Collin 212 0 1060 973 22 0 0
3 Collin 213 0 900 914 29 0 0
3 Collin 214 0 423 1713 17 0 0
3 Collin 215 0 295 674 15 0 0
3 Collin 216 0 789 1916 36 0 0
3 Collin 218 0 956 1073 17 0 0
3 Collin 219 0 650 900 15 0 0
3 Collin 220 0 948 821 18 0 0
3 Collin 221 0 894 1809 29 0 0
3 Collin 222 0 904 870 21 0 0
3 Collin 223 0 459 692 12 0 0
3 Collin 224 0 286 849 10 0 0
3 Collin 225 0 1084 944 27 0 0
3 Collin 226 0 1136 1229 42 0 0
3 Collin 227 0 1168 1241 41 0 0
3 Collin 228 0 585 837 36 0 0
3 Collin 229 0 194 288 9 0 0
3 Collin 230 0 1574 1457 48 0 0
3 Collin 231 0 567 581 17 0 0
3 Collin 234 0 223 192 3 0 0
3 Collin 235 0 570 556 11 0 0
3 Collin 236 0 517 934 19 0 0
3 Collin 238a 0 710 795 24 0 0
3 Collin 238b 0 2 2 0 0 0
3 Collin 239 0 570 1685 20 0 0
4 Bowie 7 0 638 1257 19 0 0
4 Bowie 9 0 421 876 12 0 0
4 Bowie 10 0 207 931 11 0 0
4 Bowie 11 0 169 1245 15 0 0
4 Bowie 12 0 173 1118 16 0 0
4 Bowie 13 0 18 69 1 0 0
4 Bowie 14 0 427 1150 14 0 0
4 Bowie 15 0 30 280 2 0 0
4 Bowie 16 0 89 640 9 0 0
4 Bowie 17 0 109 769 7 0 0
4 Bowie 18 0 185 1051 15 0 0
4 Bowie 19 0 23 403 0 0 0
4 Bowie 1a 0 368 58 6 0 0
4 Bowie 1b 0 355 129 5 0 0
4 Bowie 20 0 110 221 1 0 0
4 Bowie 21 0 23 124 2 0 0
4 Bowie 22 0 30 164 1 0 0
4 Bowie 24 0 47 253 2 0 0
4 Bowie 25 0 107 573 10 0 0
4 Bowie 27 0 21 336 3 0 0
4 Bowie 28 0 26 409 2 0 0
4 Bowie 29 0 19 165 3 0 0
4 Bowie 2a 0 341 124 3 0 0
