COUNTY AREA TOTAL DEM REP IND1 IND2
COUNTY AREA TOTAL Hegar Cornyn McKennon Collins
Comal 0910205 0 1241 3208 68 16
Comal 0910206 0 1100 4056 92 22
Comal 0910207 0 524 1904 44 8
Comal 0910208 0 393 1399 23 5
Comal 0910301 0 1294 1546 77 32
Comal 0910302 0 1260 2266 91 19
Comal 0910303 0 329 321 24 10
Comal 0910304 0 1179 1874 112 19
Comal 0910305 0 736 1729 83 9
Comal 0910306 0 616 1084 50 18
Comal 0910401 0 504 1239 34 11
Comal 0910402 0 955 2873 87 13
Comal 0910403 0 1102 3886 74 28
Comal 0910404 0 735 2467 60 14
Comal 0910405 0 726 2797 68 21
Comal 0910406 0 1139 2886 86 17
Comal 0910407 0 525 1975 44 11
Comanche 0930001 0 131 875 17 4
Comanche 0930002 0 141 919 15 7
Comanche 0930004 0 10 55 2 1
Comanche 0930005 0 68 406 7 6
Comanche 0930006 0 33 228 5 1
Comanche 0930007 0 29 178 3 1
Comanche 0930009 0 12 101 1 0
Comanche 0930010 0 37 260 7 2
Comanche 0930011 0 79 316 8 0
Comanche 0930012 0 212 1107 12 4
Comanche 0930013 0 29 150 3 2
Comanche 0930014 0 15 81 1 0
Comanche 0930015 0 32 303 8 2
Comanche 0930016 0 3 74 1 0
Concho 0950101 0 41 276 8 2
Concho 0950102 0 15 59 3 1
Concho 0950203 0 4 107 3 0
Concho 0950204 0 15 71 0 0
Concho 0950205 0 19 99 1 0
Concho 0950306 0 52 173 1 1
Concho 0950407 0 1 80 0 0
Concho 0950408 0 46 164 4 1
Cooke 0970001 0 258 639 19 5
Cooke 0970002 0 39 116 1 0
Cooke 0970003 0 56 261 3 1
Cooke 0970004 0 69 291 3 0
Cooke 0970005 0 200 575 23 4
Cooke 0970006 0 46 329 8 2
Cooke 0970007 0 145 979 14 9
Cooke 0970008 0 78 621 14 2
Cooke 0970009 0 131 968 16 6
Cooke 0970010 0 196 1313 20 6
Cooke 0970011 0 315 1545 22 12
Cooke 0970012 0 84 548 10 1
Cooke 0970014 0 28 215 5 0
Cooke 0970015 0 21 188 0 1
Cooke 0970017 0 20 347 3 2
Cooke 0970018 0 122 1329 17 5
Cooke 0970019 0 50 298 3 1
Cooke 0970020 0 49 301 5 0
Cooke 0970021 0 62 932 4 2
Cooke 0970022 0 225 1432 24 5
Cooke 0970026 0 92 240 7 2
Cooke 0970027 0 55 163 4 0
Cooke 0970028 0 17 52 1 2
Cooke 0970030 0 42 100 0 2
Cooke 0970031 0 35 67 5 1
Cooke 0970033 0 36 308 9 1
Cooke 0970034 0 141 214 12 4
Cooke 0970035 0 154 326 12 4
Cooke 0970037 0 233 819 13 5
Coryell 0990101 0 1428 2066 118 28
Coryell 0990102 0 109 861 19 1
Coryell 0990103 0 24 220 4 0
Coryell 0990104 0 1043 1664 87 23
Coryell 0990205 0 245 1327 28 7
Coryell 0990206 0 589 630 52 8
Coryell 0990207 0 992 1348 58 15
Coryell 0990308 0 412 2248 58 15
Coryell 0990309 0 50 420 5 0
Coryell 0990310 0 83 491 11 1
Coryell 0990311 0 127 106 10 1
Coryell 0990412 0 902 1285 68 18
Coryell 0990413 0 294 1325 24 14
Coryell 0990414 0 18 285 3 0
Coryell 0990415 0 19 162 3 0
Coryell 0990416 0 761 865 53 15
Cottle 1010101 0 27 183 4 1
Cottle 1010201 0 16 157 2 3
Cottle 1010301 0 35 83 0 1
Cottle 1010401 0 32 111 1 0
Crane 1030001 0 52 400 6 3
Crane 1030002 0 63 308 5 3
Crane 1030003 0 64 259 7 2
Crane 1030004 0 50 246 6 5
Crockett 1050001 0 103 231 3 3
Crockett 1050002 0 67 340 9 1
Crockett 1050003 0 64 366 4 4
Crockett 1050004 0 80 209 5 4
Crosby 1070011 0 88 249 4 2
Crosby 1070027 0 140 392 10 2
Crosby 1070039 0 123 308 3 2
Crosby 1070044 0 135 407 8 8
Culberson 1090001 0 87 73 4 1
Culberson 1090002 0 112 98 4 2
Culberson 1090004 0 92 64 2 1
Culberson 10903-3 0 10 19 1 1
Culberson 10903-5 0 84 113 8 1
Dallam 1110001 0 21 223 1 0
Dallam 1110002 0 2 55 0 0
Dallam 1110003 0 0 24 0 0
Dallam 1110004 0 0 30 0 0
Dallam 1110005 0 2 22 0 0
Dallam 1110006 0 21 162 3 1
Dallam 1110007 0 58 221 5 1
Dallam 1110008 0 46 368 5 0
Dallam 1110009 0 50 264 7 3
Dallas 1131000 0 315 70 9 8
Dallas 1131001 0 383 91 23 7
Dallas 1131002 0 552 132 18 14
Dallas 1131003 0 1786 208 40 32
Dallas 1131004 0 674 630 16 3
Dallas 1131005 0 1076 622 29 21
Dallas 1131006 0 579 826 19 3
Dallas 1131007 0 123 222 4 0
Dallas 1131008 0 951 445 32 10
Dallas 1131009 0 548 150 13 12
Dallas 1131010 0 892 218 38 13
Dallas 1131011 0 341 92 16 4
Dallas 1131012 0 185 127 10 4
Dallas 1131013 0 1843 1501 61 18
Dallas 1131014 0 1157 541 39 20
Dallas 1131015 0 1422 921 57 16
Dallas 1131016 0 135 57 7 1
Dallas 1131017 0 675 529 27 3
Dallas 1131018 0 130 82 2 0
Dallas 1131019 0 1447 748 47 17
Dallas 1131020 0 667 503 29 7
Dallas 1131021 0 762 527 21 8
Dallas 1131022 0 2011 806 39 19
Dallas 1131023 0 922 661 25 5
Dallas 1131026 0 321 137 14 5
Dallas 1131027 0 1627 759 38 22
Dallas 1131028 0 682 309 17 13
Dallas 1131029 0 767 241 8 14
Dallas 1131030 0 907 483 19 14
Dallas 1131032 0 298 250 19 3
Dallas 1131033 0 474 458 19 12
Dallas 1131035 0 90 59 5 3
Dallas 1131036 0 369 140 12 8
Dallas 1131037 0 571 213 10 7
Dallas 1131038 0 990 232 21 17
Dallas 1131039 0 146 19 2 1
Dallas 1131040 0 1261 531 35 16
Dallas 1131041 0 360 78 4 7
Dallas 1131042 0 559 78 15 8
Dallas 1131043 0 865 870 27 8
Dallas 1131044 0 828 972 34 7
Dallas 1131045 0 854 215 31 17
Dallas 1131046 0 149 74 7 3
Dallas 1131047 0 595 337 25 12
Dallas 1131048 0 1157 985 50 8
Dallas 1131049 0 1074 814 26 14
Dallas 1131050 0 61 69 2 0
Dallas 1131051 0 85 59 5 4
Dallas 1131052 0 1634 950 57 20
Dallas 1131054 0 696 240 16 9
Dallas 1131055 0 331 116 9 3
Dallas 1131056 0 416 269 14 6
Dallas 1131057 0 893 378 21 16
Dallas 1131058 0 972 462 34 12
Dallas 1131059 0 687 532 26 5
Dallas 1131060 0 2082 1381 65 17
Dallas 1131061 0 739 390 24 7
Dallas 1131062 0 16 7 1 1
Dallas 1131063 0 738 308 28 6
Dallas 1131064 0 62 17 1 1
Dallas 1131065a 0 1220 317 31 22
Dallas 1131065b 0 0 0 0 0
Dallas 1131065c 0 0 0 0 0
Dallas 1131067 0 4 4 0 0
Dallas 1131068 0 19 18 1 1
Dallas 1131069 0 22 9 0 0
Dallas 1131070 0 940 258 18 18
Dallas 1131071a 0 1439 646 39 26
Dallas 1131071b 0 0 0 0 0
Dallas 1131073 0 1299 402 49 34
Dallas 1131074 0 684 148 13 16
Dallas 1131075a 0 889 336 28 17
Dallas 1131075b 0 0 0 0 0
Dallas 1131076 0 1098 594 40 9
Dallas 1131077 0 0 0 0 0
Dallas 1131078 0 546 104 14 7
Dallas 1131079 0 894 341 23 10
Dallas 1131080 0 366 69 10 3
Dallas 1131081 0 1498 613 39 14
Dallas 1131082 0 143 24 5 4
Dallas 1131083 0 744 225 18 7
Dallas 1131084 0 1803 463 38 21
Dallas 1131085 0 545 151 11 11
Dallas 1131086 0 221 76 4 1
Dallas 1131087a 0 1705 275 38 24
Dallas 1131087b 0 0 0 0 0
Dallas 1131087c 0 0 0 0 0
Dallas 1131087d 0 0 0 0 0
Dallas 1131088 0 816 227 19 15
Dallas 1131089 0 1011 131 24 14
Dallas 1131090 0 1078 244 21 19
Dallas 1131091 0 895 244 19 15
Dallas 1131092 0 1532 233 25 30
Dallas 1131093 0 780 116 12 9
Dallas 1131094 0 618 74 7 7
Dallas 1131095 0 612 135 17 14
Dallas 1131096 0 588 124 7 8
Dallas 1131097 0 1089 295 26 14
Dallas 1131098 0 901 176 17 21
Dallas 1131099 0 34 11 0 0
Dallas 1131100 0 1245 133 25 23
Dallas 1131101 0 675 194 14 13
Dallas 1131102 0 750 211 11 14
Dallas 1131103 0 204 63 5 4
Dallas 1131104 0 1129 232 22 20
Dallas 1131105 0 24 3 0 0
Dallas 1131106 0 110 27 2 2
Dallas 1131107 0 288 110 7 11
Dallas 1131108 0 1091 234 19 27
Dallas 1131109 0 163 79 5 7
Dallas 1131110 0 15 3 0 0
Dallas 1131111 0 580 174 19 14
Dallas 1131112 0 218 52 6 3
Dallas 1131113 0 122 19 1 0
Dallas 1131114 0 325 42 4 8
Dallas 1131115 0 629 238 23 15
Dallas 1131116 0 586 261 26 8
Dallas 1131117 0 1043 994 19 0
Dallas 1131118 0 974 260 32 12
Dallas 1131119 0 882 115 12 19
Dallas 1131120 0 788 476 29 13
Dallas 1131121 0 855 362 26 15
Dallas 1131122 0 251 61 8 2
Dallas 1131124 0 2 1 1 0
Dallas 1131125 0 747 407 20 15
Dallas 1131126 0 353 105 14 6
Dallas 1131127 0 254 86 6 4
Dallas 1131128 0 164 405 4 4
Dallas 1131129 0 54 9 1 0
Dallas 1131130 0 806 330 26 6
Dallas 1131131 0 627 258 23 6
Dallas 1131132 0 16 8 0 0
Dallas 1131133 0 173 111 8 1
Dallas 1131134 0 241 36 5 3
Dallas 1131135 0 714 123 13 6
Dallas 1131136 0 2 0 0 0
Dallas 1131137 0 15 10 0 1
Dallas 1131138 0 0 0 0 0
Dallas 1131139 0 3 5 0 0
Dallas 1131140 0 0 0 0 0
Dallas 1131141a 0 0 0 0 0
Dallas 1131141b 0 0 0 0 0
Dallas 1131300 0 856 648 39 19
Dallas 1131301 0 872 654 30 17
Dallas 1131302 0 958 515 26 18
Dallas 1131303 0 58 3 1 0
Dallas 1131304 0 535 412 22 14
Dallas 1131305 0 546 341 22 14
Dallas 1131307 0 89 8 3 1
Dallas 1131308a 0 617 407 17 10
Dallas 1131308b 0 0 0 0 0
Dallas 1131309 0 170 19 5 5
Dallas 1131310 0 1003 712 40 15
Dallas 1131311 0 765 688 27 15
Dallas 1131312 0 321 277 8 15
Dallas 1131313 0 191 39 2 2
Dallas 1131314 0 818 479 29 13
Dallas 1131315 0 4 3 1 1
Dallas 1131316 0 377 113 4 3
Dallas 1131317 0 0 0 0 0
Dallas 1131500 0 1023 550 35 16
Dallas 1131501 0 938 674 39 15
Dallas 1131502 0 1650 852 42 19
Dallas 1131503 0 1243 465 28 16
Dallas 1131504 0 770 674 27 13
Dallas 1131700 0 763 512 34 16
Dallas 1131701 0 671 561 18 20
Dallas 1131702 0 980 724 30 23
Dallas 1131703 0 1076 681 25 30
Dallas 1131704 0 513 347 11 16
Dallas 1131705 0 792 513 20 21
Dallas 1131706 0 1071 675 30 35
Dallas 1131707 0 238 103 7 4
Dallas 1131708 0 254 184 9 6
Dallas 1131709 0 1495 581 37 34
Dallas 1131710 0 681 139 14 16
Dallas 1131711 0 757 473 26 30
Dallas 1131712a 0 650 735 33 17
Dallas 1131712b 0 0 0 0 0
Dallas 1131713 0 288 384 16 10
Dallas 1131714 0 641 543 23 25
Dallas 1131715 0 580 286 21 15
Dallas 1131716 0 644 919 27 16
Dallas 1131717 0 1209 798 49 28
Dallas 1131718 0 502 528 17 17
Dallas 1131719 0 1012 584 29 31
Dallas 1131720 0 1034 793 33 20
Dallas 1131721 0 765 747 27 15
Dallas 1131722 0 1158 564 43 28
Dallas 1131723 0 70 34 7 4
Dallas 1131724 0 50 14 1 2
Dallas 1131725 0 153 213 5 0
Dallas 1131726 0 677 504 21 23
Dallas 1131727 0 93 54 6 3
Dallas 1131728 0 474 372 18 9
Dallas 1131729 0 622 330 19 19
Dallas 1131730 0 0 0 0 0
Dallas 1131731 0 0 0 0 0
Dallas 1132000 0 3 2 0 0
Dallas 1132001 0 15 3 0 0
Dallas 1132002 0 567 440 21 3
Dallas 1132003 0 1042 1168 17 6
Dallas 1132004 0 614 957 20 3
Dallas 1132005 0 400 406 16 4
Dallas 1132006 0 574 698 14 4
Dallas 1132007 0 977 1550 24 5
Dallas 1132008 0 483 723 9 3
Dallas 1132009 0 820 833 26 7
Dallas 1132010 0 568 673 15 4
Dallas 1132011 0 709 1008 15 5
Dallas 1132012 0 639 789 17 3
Dallas 1132013 0 402 710 11 4
Dallas 1132014 0 133 289 3 4
Dallas 1132015 0 422 411 4 2
Dallas 1132016 0 1109 1803 16 13
Dallas 1132017 0 887 413 45 12
Dallas 1132018 0 323 446 12 3
Dallas 1132019 0 605 873 9 3
Dallas 1132020 0 1095 868 21 11
Dallas 1132021 0 1067 1915 22 6
Dallas 1132022 0 290 356 6 0
Dallas 1132023 0 487 520 14 15
Dallas 1132024 0 701 696 8 2
Dallas 1132025 0 828 1410 17 5
Dallas 1132026 0 793 1679 17 7
Dallas 1132027 0 471 856 20 5
Dallas 1132028a 0 1 0 0 0
Dallas 1132028b 0 0 0 0 0
Dallas 1132029 0 435 1049 9 1
Dallas 1132030 0 428 1387 16 4
Dallas 1132031 0 1769 1110 63 22
Dallas 1132032 0 996 541 42 20
Dallas 1132033 0 929 734 31 8
Dallas 1132034 0 507 800 19 4
Dallas 1132035 0 827 580 32 9
Dallas 1132036 0 878 1031 31 9
Dallas 1132037 0 459 623 14 4
Dallas 1132038 0 1493 1203 32 4
Dallas 1132039 0 1314 1015 38 12
Dallas 1132040 0 731 709 20 1
Dallas 1132041 0 1520 1988 50 15
Dallas 1132042 0 1319 1132 22 9
Dallas 1132043 0 915 838 19 4
Dallas 1132044 0 400 412 8 1
Dallas 1132045 0 841 714 22 3
Dallas 1132046 0 643 827 23 8
Dallas 1132047 0 886 1006 28 10
Dallas 1132048 0 1905 1135 72 32
Dallas 1132049 0 656 598 13 7
Dallas 1132050 0 610 636 18 18
Dallas 1132051 0 909 1028 26 9
Dallas 1132052 0 418 756 7 4
Dallas 1132053 0 1210 519 46 21
Dallas 1132054 0 1258 476 45 13
Dallas 1132055 0 629 266 23 15
Dallas 1132056 0 461 654 8 6
Dallas 1132057 0 192 277 2 2
Dallas 1132058 0 492 373 16 8
Dallas 1132059 0 466 554 17 2
Dallas 1132060 0 862 1368 33 6
Dallas 1132061 0 1133 1204 33 8
Dallas 1132062 0 837 919 32 2
Dallas 1132063 0 247 356 5 2
Dallas 1132064 0 884 657 30 9
Dallas 1132065 0 1234 832 34 15
Dallas 1132066 0 504 752 11 5
Dallas 1132067 0 641 470 16 5
Dallas 1132068 0 1200 750 31 9
Dallas 1132069 0 1239 1173 33 6
Dallas 1132070 0 576 570 22 1
Dallas 1132071 0 861 897 20 4
Dallas 1132072 0 1264 1110 30 13
Dallas 1132073 0 497 357 13 4
Dallas 1132074 0 477 246 8 3
Dallas 1132076 0 0 3 0 0
Dallas 1132077 0 481 592 7 3
Dallas 1132078 0 0 0 0 0
Dallas 1132079 0 980 296 37 11
Dallas 1132200 0 401 1123 12 2
Dallas 1132201 0 432 1111 5 4
Dallas 1132202 0 444 1160 11 5
Dallas 1132203 0 414 941 16 7
Dallas 1132220 0 305 1235 7 1
Dallas 1132221 0 691 2315 31 4
Dallas 1132222 0 639 1870 21 7
Dallas 1132223 0 463 895 14 3
Dallas 1132224 0 670 814 26 11
Dallas 1132225 0 409 1029 10 10
Dallas 1132226 0 653 1692 23 5
Dallas 1132300 0 555 346 23 17
Dallas 1132301 0 762 1109 19 16
Dallas 1132302 0 856 358 20 21
Dallas 1132303 0 934 787 35 15
Dallas 1132305 0 1600 1305 62 29
Dallas 1132306 0 538 486 24 4
Dallas 1132307 0 288 234 10 2
Dallas 1132308 0 579 325 14 8
Dallas 1132309 0 818 403 28 11
Dallas 1132310 0 772 865 27 10
Dallas 1132311 0 176 92 6 3
Dallas 1132312 0 27 9 2 1
Dallas 1132400 0 38 92 4 1
Dallas 1132401 0 1244 1265 44 25
Dallas 1132402 0 1236 983 48 22
Dallas 1132403 0 1 3 0 0
Dallas 1132404 0 780 493 38 13
Dallas 1132405 0 1261 1396 56 16
Dallas 1132406 0 1408 934 43 15
Dallas 1132407 0 1490 1114 63 25
Dallas 1132408 0 660 392 27 13
Dallas 1132409 0 874 473 38 20
Dallas 1132410 0 697 394 25 16
Dallas 1132411 0 282 133 8 5
Dallas 1132500 0 1108 874 36 11
Dallas 1132501 0 484 636 32 7
Dallas 1132502 0 544 1023 10 3
Dallas 1132503 0 846 1335 20 3
Dallas 1132504 0 474 542 26 10
Dallas 1132505 0 1181 950 39 17
Dallas 1132506 0 849 944 44 15
Dallas 1132507 0 807 890 35 5
Dallas 1132508 0 1473 842 82 25
Dallas 1132509 0 1083 1206 33 23
Dallas 1132510 0 712 568 36 10
Dallas 1132511 0 779 750 20 8
Dallas 1132512 0 568 563 16 7
Dallas 1132513 0 1103 874 27 18
Dallas 1132514 0 1056 950 37 17
Dallas 1132601 0 920 456 34 23
Dallas 1132602 0 1482 710 34 9
Dallas 1132603 0 1507 826 28 14
Dallas 1132604 0 1312 692 47 15
Dallas 1132605 0 1398 698 24 5
Dallas 1132606 0 0 0 0 0
Dallas 1132700 0 1289 1003 41 24
Dallas 1132701 0 1909 1711 68 21
Dallas 1132702 0 1441 2402 59 23
Dallas 1132703 0 481 384 15 8
Dallas 1132704 0 1426 951 46 34
Dallas 1132705 0 809 525 22 21
Dallas 1132706 0 971 1035 22 21
Dallas 1132707 0 1267 999 45 27
Dallas 1132708 0 1564 1747 35 30
Dallas 1132709 0 456 518 22 16
Dallas 1132710 0 895 807 36 26
Dallas 1132711 0 1019 892 36 22
Dallas 1132712 0 1636 1199 64 36
Dallas 1132713 0 500 889 24 14
Dallas 1132714 0 1751 1450 58 35
Dallas 1132715 0 1088 945 30 28
Dallas 1132716 0 644 445 19 13
Dallas 1132717 0 0 4 0 0
Dallas 1132800 0 0 0 0 0
Dallas 1132801 0 1100 1554 51 13
Dallas 1132802 0 1571 1937 41 19
Dallas 1132803 0 377 714 15 4
Dallas 1132804 0 836 1115 36 13
Dallas 1132805 0 1577 1755 52 16
Dallas 1132806 0 866 1076 30 10
Dallas 1132807a 0 953 996 27 9
Dallas 1132807b 0 0 0 0 0
Dallas 1132808 0 1136 1404 36 18
Dallas 1132809 0 1210 989 36 21
Dallas 1132810a 0 4 17 1 0
Dallas 1132810b 0 0 0 0 0
Dallas 1132900 0 1140 1250 35 16
Dallas 1132901 0 730 366 37 10
Dallas 1132902 0 870 433 25 13
Dallas 1132903 0 1265 757 53 12
Dallas 1132904 0 1 4 0 0
Dallas 1132905 0 134 270 4 1
Dallas 1132910 0 12 17 0 0
Dallas 1132911 0 97 111 0 0
Dallas 1132920 0 1244 1272 54 22
Dallas 1132921 0 1524 1848 60 19
Dallas 1132922 0 1957 2368 84 32
Dallas 1132923 0 1234 1399 57 19
Dallas 1132924 0 748 759 30 16
Dallas 1132925 0 968 1586 48 17
Dallas 1132926 0 920 1028 51 26
Dallas 1132927 0 2048 2172 98 43
Dallas 1132928 0 756 1459 28 11
Dallas 1132929 0 455 520 13 7
Dallas 1132940 0 377 809 35 7
Dallas 1132941 0 1491 2056 68 29
Dallas 1132942 0 1538 2424 69 23
Dallas 1133000 0 1550 1406 56 22
Dallas 1133001 0 241 24 6 3
Dallas 1133002 0 704 129 14 11
Dallas 1133003 0 1043 150 22 9
Dallas 1133004 0 1166 269 12 21
Dallas 1133005 0 284 191 9 2
Dallas 1133006 0 1623 1592 64 8
Dallas 1133007 0 550 590 19 9
Dallas 1133008a 0 3383 1499 118 46
Dallas 1133008b 0 0 0 0 0
Dallas 1133009 0 1218 577 51 9
Dallas 1133010 0 121 139 4 3
Dallas 1133011 0 1039 280 33 14
Dallas 1133012 0 65 19 2 1
Dallas 1133013 0 336 124 7 4
Dallas 1133014 0 872 461 17 19
Dallas 1133015 0 85 60 1 3
Dallas 1133016a 0 885 217 36 10
Dallas 1133016b 0 0 0 0 0
Dallas 1133017 0 334 36 6 8
Dallas 1133018 0 837 66 13 13
Dallas 1133019 0 348 17 9 5
Dallas 1133020 0 137 29 5 1
Dallas 1133021 0 420 25 7 6
Dallas 1133022 0 785 41 10 8
Dallas 1133023 0 575 32 9 10
Dallas 1133024 0 630 38 10 7
Dallas 1133025 0 85 9 5 0
Dallas 1133026 0 344 16 9 1
Dallas 1133027 0 600 38 9 11
Dallas 1133028 0 453 32 7 5
Dallas 1133029 0 416 28 4 9
Dallas 1133030 0 7 2 0 0
Dallas 1133031 0 275 120 7 4
Dallas 1133032 0 509 84 16 13
Dallas 1133033 0 164 14 5 3
Dallas 1133034 0 677 50 19 10
Dallas 1133035 0 657 59 12 6
Dallas 1133036 0 6 5 0 0
Dallas 1133037 0 182 17 0 1
Dallas 1133038 0 467 27 6 8
Dallas 1133039 0 1078 62 16 16
Dallas 1133040 0 545 45 13 9
Dallas 1133041 0 72 5 1 4
Dallas 1133042 0 644 32 15 6
Dallas 1133043 0 902 54 13 16
Dallas 1133044 0 1158 69 18 23
Dallas 1133045 0 312 27 5 5
Dallas 1133046 0 1223 208 25 23
Dallas 1133047 0 725 258 22 12
Dallas 1133048 0 1236 78 18 15
Dallas 1133049 0 1007 58 14 11
Dallas 1133050 0 795 74 17 13
Dallas 1133051 0 381 23 4 6
Dallas 1133052 0 1165 67 24 18
Dallas 1133053 0 1262 126 22 14
Dallas 1133054 0 1588 107 23 19
Dallas 1133055 0 1442 130 18 13
Dallas 1133056 0 1414 121 29 12
Dallas 1133057 0 1280 155 22 14
Dallas 1133058 0 1217 63 12 15
Dallas 1133059 0 753 32 8 9
Dallas 1133060 0 839 37 11 11
Dallas 1133061 0 762 43 15 11
Dallas 1133062 0 1226 80 22 20
Dallas 1133063 0 1903 165 31 27
Dallas 1133064 0 1494 82 18 12
Dallas 1133065 0 1177 78 17 11
Dallas 1133066 0 1069 74 11 17
Dallas 1133067 0 1289 89 25 9
Dallas 1133068 0 2097 151 39 23
Dallas 1133069 0 915 53 19 11
Dallas 1133070 0 1601 95 35 27
Dallas 1133071 0 1288 73 28 15
Dallas 1133072 0 24 4 0 0
Dallas 1133073 0 92 6 2 2
Dallas 1133074 0 277 79 7 3
Dallas 1133075 0 84 15 4 0
Dallas 1133076 0 0 0 0 0
Dallas 1133077 0 1614 466 32 21
Dallas 1133078 0 1482 299 43 23
Dallas 1133079 0 185 113 13 1
Dallas 1133080 0 485 213 18 8
Dallas 1133081 0 708 542 21 4
Dallas 1133082 0 1272 132 21 17
Dallas 1133083 0 601 283 20 13
Dallas 1133084 0 695 163 21 5
Dallas 1133086 0 1553 1288 58 16
Dallas 1133087 0 0 0 0 0
Dallas 1133088 0 20 12 1 1
Dallas 1133089 0 18 42 0 0
Dallas 1133090 0 841 256 31 9
Dallas 1133091 0 0 0 0 0
Dallas 1133092 0 777 71 13 12
Dallas 1133093 0 6 1 0 0
Dallas 1133094 0 1 0 0 0
Dallas 1133095 0 0 0 0 0
Dallas 1133096 0 0 0 0 0
Dallas 1133097 0 97 2 0 0
Dallas 1133098 0 145 2 1 0
Dallas 1133099 0 139 14 0 3
Dallas 1133100 0 1266 394 27 18
Dallas 1133101 0 452 167 4 2
Dallas 1133102 0 1525 337 35 25
Dallas 1133103 0 1739 370 40 13
Dallas 1133104 0 2691 736 42 29
Dallas 1133105 0 1246 520 37 14
Dallas 1133106 0 1934 469 55 28
Dallas 1133107 0 1545 256 24 26
Dallas 1133108 0 985 723 41 17
Dallas 1133109 0 1491 1248 44 19
Dallas 1133110 0 1796 340 33 22
Dallas 1133111 0 1 5 1 0
Dallas 1133112 0 19 6 0 0
Dallas 1133113 0 5 0 0 0
Dallas 1133200 0 938 736 31 9
Dallas 1133201 0 687 524 27 16
Dallas 1133202 0 1102 391 26 10
Dallas 1133203 0 936 431 21 11
Dallas 1133204 0 1032 569 41 21
Dallas 1133205 0 1074 165 29 13
Dallas 1133206 0 963 768 22 18
Dallas 1133207 0 1092 683 39 15
Dallas 1133208 0 741 385 25 21
Dallas 1133209 0 64 70 3 1
Dallas 1133210 0 872 545 35 18
Dallas 1133211 0 501 228 21 9
Dallas 1133300 0 992 970 37 19
Dallas 1133301 0 878 906 20 17
Dallas 1133302 0 515 455 15 7
Dallas 1133303 0 1195 547 40 21
Dallas 1133304 0 998 899 35 13
Dallas 1133305 0 1494 1262 62 23
Dallas 1133306 0 580 419 18 12
Dallas 1133307 0 728 387 16 17
Dallas 1133308 0 729 488 30 21
Dallas 1133309 0 763 622 25 18
Dallas 1133310 0 857 810 40 15
Dallas 1133311 0 710 747 30 8
Dallas 1133312 0 1285 881 32 17
Dallas 1133313 0 2519 1135 47 31
Dallas 1133314 0 1820 807 45 24
Dallas 1133315 0 548 284 20 7
Dallas 1133316 0 1088 800 34 15
Dallas 1133317 0 996 400 11 21
Dallas 1133318 0 667 406 21 10
Dallas 1133400 0 344 84 17 2
Dallas 1133401 0 1 3 0 0
Dallas 1133402 0 161 67 3 5
Dallas 1133404 0 892 379 30 14
Dallas 1133405 0 1282 529 34 20
Dallas 1133406 0 3 17 0 0
Dallas 1133407 0 108 102 5 3
Dallas 1133408 0 746 299 14 10
Dallas 1133409 0 224 120 7 7
Dallas 1133410 0 120 60 2 2
Dallas 1133411 0 1 1 0 0
Dallas 1133500 0 1395 2912 57 24
Dallas 1133501 0 1 7 0 0
Dallas 1133600 0 1343 274 17 17
Dallas 1133601 0 1268 309 20 20
Dallas 1133602 0 413 88 3 5
Dallas 1133603 0 162 48 2 0
Dallas 1133604 0 1591 388 26 16
Dallas 1133605 0 1722 329 28 15
Dallas 1133606 0 1496 178 32 18
Dallas 1133607 0 2631 348 48 30
Dallas 1133608 0 2245 181 28 24
Dallas 1133609 0 1938 387 33 26
Dallas 1133610 0 264 109 9 3
Dallas 1133611 0 589 210 11 4
Dallas 1133612 0 1911 325 36 28
Dallas 1133613 0 339 123 11 7
Dallas 1133614 0 572 71 14 11
Dallas 1133615 0 1571 233 36 14
Dallas 1133616 0 395 51 7 4
Dallas 1133617 0 1627 147 28 12
Dallas 1133618 0 367 44 4 2
Dallas 1133619 0 101 52 8 1
Dallas 1133620 0 865 126 16 8
Dallas 1133621 0 0 0 0 0
Dallas 1133700 0 1868 1103 52 25
Dallas 1133701 0 1537 1188 53 33
Dallas 1133702 0 1000 820 29 17
Dallas 1133703 0 16 30 4 0
Dallas 1133800 0 2926 232 55 36
Dallas 1133801 0 192 49 1 3
Dallas 1133802 0 2252 271 43 32
Dallas 1133803 0 2110 221 35 28
Dallas 1133805 0 3051 252 66 45
Dallas 1133806 0 641 51 11 10
Dallas 1133807 0 1453 262 29 17
Dallas 1133808 0 1842 841 65 29
Dallas 1133809 0 184 38 4 1
Dallas 1133900 0 3502 656 64 49
Dallas 1133920 0 600 875 21 18
Dallas 1133921 0 1593 1292 49 29
Dallas 1133922 0 34 12 2 1
Dallas 1133940a 0 860 389 24 20
Dallas 1133940b 0 0 0 0 0
Dallas 1133950 0 952 273 24 18
Dallas 1134000a 0 178 77 4 2
Dallas 1134000b 0 0 0 0 0
Dallas 1134000c 0 0 0 0 0
Dallas 1134001a 0 559 166 9 11
Dallas 1134001b 0 0 0 0 0
Dallas 1134001c 0 0 0 0 0
Dallas 1134002 0 471 306 11 4
Dallas 1134003a 0 151 36 1 2
Dallas 1134003b 0 0 0 0 0
Dallas 1134004 0 772 302 15 14
Dallas 1134005 0 390 193 10 10
Dallas 1134006a 0 557 356 16 4
Dallas 1134006b 0 0 0 0 0
Dallas 1134007 0 101 71 2 1
Dallas 1134008 0 237 56 10 2
Dallas 1134009 0 658 184 18 12
Dallas 1134010 0 624 423 15 7
