COUNTY AREA TOTAL DEM REP IND1 IND2
COUNTY AREA TOTAL Hegar Cornyn McKennon Collins
Harris 2010542 0 1435 192 31 21
Harris 2010543 0 586 314 20 22
Harris 2010544 0 113 18 2 4
Harris 2010545 0 1666 1716 58 28
Harris 2010546 0 429 1601 26 3
Harris 2010547 0 634 1113 40 14
Harris 2010548 0 837 676 35 25
Harris 2010549 0 1407 310 34 15
Harris 2010550 0 1137 631 44 24
Harris 2010551 0 1300 2935 67 14
Harris 2010552 0 771 2436 68 14
Harris 2010553 0 1158 772 37 30
Harris 2010554 0 739 242 14 15
Harris 2010555 0 816 224 15 13
Harris 2010556 0 969 416 26 12
Harris 2010557 0 948 731 28 15
Harris 2010558 0 1935 1000 68 28
Harris 2010559 0 2335 659 70 30
Harris 2010560 0 372 151 7 8
Harris 2010561 0 745 1184 56 15
Harris 2010562 0 293 57 5 4
Harris 2010563 0 841 2034 42 7
Harris 2010564 0 2047 537 51 28
Harris 2010565 0 397 158 9 5
Harris 2010566 0 1283 480 49 21
Harris 2010567 0 1038 482 24 14
Harris 2010568 0 1229 1549 40 18
Harris 2010569 0 1986 1422 64 22
Harris 2010570 0 803 320 19 8
Harris 2010571 0 543 321 15 12
Harris 2010572 0 1462 820 43 17
Harris 2010573 0 757 41 16 6
Harris 2010574 0 141 40 1 5
Harris 2010575 0 1589 1562 61 16
Harris 2010576 0 1465 166 30 20
Harris 2010577 0 693 877 17 8
Harris 2010578 0 712 842 18 9
Harris 2010579 0 410 141 11 12
Harris 2010580 0 455 42 6 6
Harris 2010581 0 520 33 7 5
Harris 2010582 0 730 84 17 7
Harris 2010583 0 568 47 4 3
Harris 2010584 0 436 56 12 8
Harris 2010585 0 1040 126 30 14
Harris 2010586 0 1385 1428 64 24
Harris 2010587 0 1511 661 45 21
Harris 2010588 0 1258 1650 73 23
Harris 2010589 0 1486 1060 64 35
Harris 2010590 0 489 1205 24 7
Harris 2010591 0 721 376 23 11
Harris 2010592 0 626 226 19 13
Harris 2010593 0 1554 1402 58 29
Harris 2010594 0 1188 420 30 18
Harris 2010595 0 832 201 25 15
Harris 2010596 0 1277 913 62 21
Harris 2010597 0 1417 859 61 19
Harris 2010598 0 2558 1400 92 38
Harris 2010599 0 1620 715 51 23
Harris 2010600 0 1788 1001 40 26
Harris 2010601 0 1060 2140 55 10
Harris 2010602 0 416 781 21 5
Harris 2010603 0 1849 1996 87 26
Harris 2010604 0 431 2157 45 10
Harris 2010605 0 1804 744 48 53
Harris 2010606 0 417 25 11 3
Harris 2010607 0 450 58 11 7
Harris 2010608 0 173 112 7 7
Harris 2010609 0 1423 1778 44 17
Harris 2010610 0 758 587 25 12
Harris 2010611 0 1139 88 32 10
Harris 2010612 0 747 1816 42 11
Harris 2010613 0 1236 378 40 22
Harris 2010614 0 2029 940 43 27
Harris 2010615 0 914 759 21 23
Harris 2010616 0 1151 1595 81 27
Harris 2010617 0 1837 919 70 20
Harris 2010618 0 1629 1094 82 25
Harris 2010619 0 1325 2503 75 23
Harris 2010620 0 1376 1235 34 16
Harris 2010621 0 547 406 15 5
Harris 2010622 0 1559 1750 48 32
Harris 2010623 0 1376 1574 57 24
Harris 2010624 0 273 619 18 1
Harris 2010625 0 776 710 22 9
Harris 2010626 0 1834 1594 57 24
Harris 2010627 0 1148 589 33 23
Harris 2010628 0 824 546 37 18
Harris 2010629 0 285 31 8 3
Harris 2010630 0 3616 425 68 44
Harris 2010631 0 933 1335 33 17
Harris 2010632 0 3 0 0 0
Harris 2010633 0 1203 1974 60 23
Harris 2010634 0 1062 1117 40 19
Harris 2010635 0 748 1623 61 16
Harris 2010636 0 489 3338 80 19
Harris 2010637 0 1209 478 40 15
Harris 2010638 0 1170 154 16 18
Harris 2010639 0 452 1336 39 12
Harris 2010640 0 1267 1419 65 21
Harris 2010641 0 1189 1519 48 19
Harris 2010642 0 390 1011 19 2
Harris 2010643 0 1552 1280 62 28
Harris 2010644 0 1560 1764 71 32
Harris 2010645 0 2393 1223 84 32
Harris 2010646 0 944 633 20 15
Harris 2010647 0 1546 1173 32 20
Harris 2010648 0 1035 1661 42 17
Harris 2010649 0 1885 911 48 27
Harris 2010650 0 1260 1895 46 24
Harris 2010651 0 1328 1351 61 30
Harris 2010652 0 1594 416 18 27
Harris 2010653 0 247 79 7 2
Harris 2010654 0 1904 2024 72 38
Harris 2010655 0 1523 1695 71 23
Harris 2010656 0 1306 122 17 24
Harris 2010657 0 741 381 26 14
Harris 2010658 0 837 1092 59 20
Harris 2010659 0 1363 2575 58 27
Harris 2010660 0 1952 350 29 19
Harris 2010661 0 1715 1509 57 33
Harris 2010662 0 737 2412 47 11
Harris 2010663 0 1139 844 45 16
Harris 2010664 0 1021 398 31 25
Harris 2010665 0 422 1597 36 13
Harris 2010666 0 0 0 0 0
Harris 2010667 0 551 1079 29 13
Harris 2010668 0 1376 1604 73 14
Harris 2010669 0 1073 1638 54 13
Harris 2010670 0 686 1943 39 10
Harris 2010671 0 1179 1083 53 23
Harris 2010672 0 966 1617 61 14
Harris 2010673 0 445 1665 44 9
Harris 2010674 0 1165 2302 66 19
Harris 2010675 0 0 0 0 0
Harris 2010676 0 1086 738 46 21
Harris 2010677 0 485 200 19 6
Harris 2010678 0 1311 175 24 9
Harris 2010679 0 911 1790 42 16
Harris 2010680 0 115 27 4 1
Harris 2010681 0 71 27 7 1
Harris 2010682 0 929 2278 68 16
Harris 2010683 0 103 52 0 2
Harris 2010684 0 1341 1754 57 20
Harris 2010685 0 57 63 1 0
Harris 2010686 0 71 28 2 1
Harris 2010687 0 866 1383 20 8
Harris 2010688 0 963 2535 65 13
Harris 2010689 0 889 763 27 14
Harris 2010690 0 993 2151 65 14
Harris 2010691 0 969 2457 53 21
Harris 2010692 0 713 1557 58 14
Harris 2010693 0 362 120 11 3
Harris 2010694 0 1097 651 32 20
Harris 2010695 0 405 654 30 12
Harris 2010696 0 512 767 28 13
Harris 2010697 0 1390 610 43 28
Harris 2010698 0 1616 358 40 27
Harris 2010699 0 744 1066 30 8
Harris 2010700 0 176 974 16 8
Harris 2010701 0 186 152 8 5
Harris 2010702 0 212 57 7 2
Harris 2010703 0 512 1032 18 11
Harris 2010704 0 541 1916 36 16
Harris 2010705 0 491 80 10 8
Harris 2010706 0 1264 775 31 24
Harris 2010707 0 262 338 14 5
Harris 2010708 0 168 109 10 6
Harris 2010709 0 1664 1717 58 23
Harris 2010710 0 1028 944 23 5
Harris 2010711 0 1914 1480 55 21
Harris 2010712 0 1820 1055 69 35
Harris 2010713 0 767 612 25 12
Harris 2010714 0 75 77 2 1
Harris 2010715 0 534 429 22 5
Harris 2010716 0 576 1258 41 12
Harris 2010717 0 1043 222 14 25
Harris 2010718 0 1574 2407 70 22
Harris 2010719 0 438 483 17 12
Harris 2010720 0 1568 2260 77 26
Harris 2010721 0 986 1240 54 8
Harris 2010722 0 2331 262 39 31
Harris 2010723 0 975 310 26 15
Harris 2010724 0 404 579 15 6
Harris 2010725 0 793 543 21 14
Harris 2010726 0 237 1464 30 6
Harris 2010727 0 1204 375 29 15
Harris 2010728 0 267 319 10 8
Harris 2010729 0 175 163 4 4
Harris 2010730 0 780 1094 32 10
Harris 2010731a 0 1259 861 59 21
Harris 2010731b 0 622 421 27 8
Harris 2010732 0 657 779 40 10
Harris 2010733 0 108 50 1 1
Harris 2010734 0 1450 2253 70 19
Harris 2010735 0 244 300 11 5
Harris 2010736 0 10 3 0 0
Harris 2010737 0 9 14 0 0
Harris 2010738 0 573 158 12 16
Harris 2010739 0 887 660 38 16
Harris 2010740 0 254 287 11 3
Harris 2010741 0 893 474 26 21
Harris 2010742 0 1099 1654 39 18
Harris 2010743 0 66 36 3 1
Harris 2010744 0 745 832 41 13
Harris 2010745 0 836 994 45 12
Harris 2010746 0 258 215 8 7
Harris 2010747 0 2037 1235 69 31
Harris 2010748 0 554 412 34 10
Harris 2010749 0 131 43 10 0
Harris 2010750 0 241 254 16 7
Harris 2010751 0 2218 2750 108 43
Harris 2010752 0 356 641 21 4
Harris 2010753 0 233 120 10 4
Harris 2010754 0 577 59 22 9
Harris 2010755 0 2095 1408 62 43
Harris 2010756 0 758 390 23 16
Harris 2010757 0 2804 653 76 48
Harris 2010758 0 1001 2550 48 19
Harris 2010759 0 948 1097 39 16
Harris 2010760a 0 0 0 0 0
Harris 2010760b 0 392 1265 23 5
Harris 2010761 0 489 977 15 7
Harris 2010762 0 1213 1045 31 18
Harris 2010763 0 395 267 16 9
Harris 2010764a 0 684 820 26 9
Harris 2010764b 0 1019 1226 37 6
Harris 2010765 0 2302 1008 69 39
Harris 2010766 0 164 60 4 3
Harris 2010767 0 24 26 1 0
Harris 2010768 0 624 1467 37 8
Harris 2010769 0 89 14 2 1
Harris 2010770 0 127 74 5 1
Harris 2010771 0 519 368 22 13
Harris 2010772 0 1241 2386 53 10
Harris 2010773 0 1753 1098 39 25
Harris 2010774 0 267 86 6 3
Harris 2010775 0 53 7 1 0
Harris 2010776 0 1037 1093 61 15
Harris 2010777 0 192 90 8 7
Harris 2010778 0 0 0 0 0
Harris 2010779 0 268 135 1 7
Harris 2010780 0 203 113 6 3
Harris 2010781 0 1239 915 39 23
Harris 2010782 0 698 964 38 9
Harris 2010783 0 437 75 9 3
Harris 2010784 0 484 33 7 7
Harris 2010785 0 1887 1762 78 25
Harris 2010786 0 405 224 9 8
Harris 2010787 0 183 88 11 7
Harris 2010788 0 3 1 0 0
Harris 2010789 0 1004 1094 33 23
Harris 2010790 0 1181 639 35 21
Harris 2010791 0 14 1 0 0
Harris 2010792 0 747 328 24 8
Harris 2010793 0 746 788 26 9
Harris 2010794a 0 944 168 31 17
Harris 2010794b 0 0 0 0 0
Harris 2010795 0 391 239 16 9
Harris 2010796 0 1303 856 38 26
Harris 2010797 0 0 0 0 0
Harris 2010798 0 251 148 17 7
Harris 2010799 0 84 25 1 1
Harris 2010800 0 1215 1528 77 19
Harris 2010801 0 116 54 3 4
Harris 2010802 0 11 3 0 0
Harris 2010803 0 1379 2224 53 15
Harris 2010804 0 2441 2129 81 40
Harris 2010805 0 602 1591 44 14
Harris 2010806 0 859 1274 46 13
Harris 2010807 0 880 215 24 14
Harris 2010808 0 366 120 8 5
Harris 2010809 0 18 29 0 0
Harris 2010810 0 48 21 0 1
Harris 2010811 0 98 47 1 0
Harris 2010812 0 1 0 0 0
Harris 2010813 0 1709 1192 61 41
Harris 2010814 0 2437 844 63 29
Harris 2010815 0 0 0 0 0
Harris 2010816 0 14 7 1 0
Harris 2010817 0 1400 2787 77 24
Harris 2010818 0 241 87 7 4
Harris 2010819 0 67 79 1 0
Harris 2010820 0 1 0 0 0
Harris 2010821 0 434 111 18 9
Harris 2010822 0 734 77 9 10
Harris 2010823 0 1004 1128 46 23
Harris 2010824 0 1230 404 35 19
Harris 2010825 0 10 5 1 0
Harris 2010826 0 171 137 1 0
Harris 2010827 0 259 188 10 8
Harris 2010828 0 405 1175 27 9
Harris 2010829 0 33 28 1 0
Harris 2010830 0 58 24 1 0
Harris 2010831 0 9 3 0 0
Harris 2010832 0 139 51 6 2
Harris 2010833 0 10 1 0 1
Harris 2010834 0 206 24 3 1
Harris 2010835 0 109 58 4 3
Harris 2010836 0 141 22 3 1
Harris 2010837 0 45 28 2 0
Harris 2010838 0 0 0 0 0
Harris 2010839 0 508 173 12 9
Harris 2010840 0 761 436 25 11
Harris 2010841 0 1833 613 41 32
Harris 2010842 0 1178 797 41 25
Harris 2010843 0 758 224 18 12
Harris 2010844 0 3 0 1 0
Harris 2010845 0 84 127 1 1
Harris 2010846 0 103 24 3 1
Harris 2010847 0 1228 430 28 19
Harris 2010848 0 863 370 19 11
Harris 2010849 0 908 528 25 25
Harris 2010850 0 95 61 3 2
Harris 2010851 0 1203 1785 71 20
Harris 2010852 0 0 0 0 0
Harris 2010853 0 746 1584 40 8
Harris 2010854 0 68 11 1 0
Harris 2010855 0 3 6 0 0
Harris 2010856 0 0 0 0 0
Harris 2010857 0 0 0 0 0
Harris 2010858 0 180 6 4 5
Harris 2010859 0 445 137 16 9
Harris 2010860 0 1 0 0 0
Harris 2010861 0 889 238 21 13
Harris 2010862a 0 1144 1451 40 18
Harris 2010862b 0 72 93 3 1
Harris 2010862c 0 98 126 4 2
Harris 2010862d 0 0 0 0 0
Harris 2010863 0 275 27 5 4
Harris 2010864 0 983 395 26 20
Harris 2010865 0 10 0 0 0
Harris 2010866 0 0 0 0 0
Harris 2010867 0 0 0 0 0
Harris 2010868 0 925 451 27 14
Harris 2010869 0 168 50 2 2
Harris 2010870 0 0 0 0 0
Harris 2010871 0 4 1 0 0
Harris 2010872 0 11 13 0 1
Harris 2010873 0 370 166 15 5
Harris 2010874 0 804 1644 42 9
Harris 2010875 0 1678 1541 55 31
Harris 2010876 0 1492 2510 71 26
Harris 2010877 0 2427 1377 73 41
Harris 2010878 0 351 882 22 3
Harris 2010879 0 1104 894 34 16
Harris 2010880 0 729 1554 23 6
Harris 2010881 0 3847 1459 99 55
Harris 2010882 0 2123 1200 60 34
Harris 2010883 0 2690 736 54 37
Harris 2010884 0 177 46 5 2
Harris 2010885 0 1158 1263 43 17
Harris 2010886 0 409 285 16 2
Harris 2010887 0 229 139 13 2
Harris 2010888 0 1090 512 34 13
Harris 2010889 0 114 24 7 1
Harris 2010890 0 792 538 30 6
Harris 2010891 0 650 375 11 4
Harris 2010892 0 726 249 26 6
Harris 2010893 0 2 0 0 0
Harris 2010894 0 1262 243 35 19
Harris 2010895 0 469 241 12 6
Harris 2010896 0 960 443 13 7
Harris 2010897 0 816 672 40 14
Harris 2010898 0 885 502 40 17
Harris 2010899 0 467 613 12 4
Harris 2010900 0 6 4 0 0
Harris 2010901 0 0 0 0 0
Harris 2010902 0 1381 1180 53 19
Harris 2010903 0 672 1635 44 10
Harris 2010904 0 2 1 0 0
Harris 2010905 0 294 251 13 3
Harris 2010906 0 11 18 0 0
Harris 2010907 0 104 14 3 0
Harris 2010908 0 1 0 0 0
Harris 2010909 0 12 1 1 1
Harris 2010910 0 64 38 9 2
Harris 2010911 0 131 211 6 5
Harris 2010912 0 497 546 27 13
Harris 2010913 0 135 47 1 3
Harris 2010914 0 40 20 1 0
Harris 2010915 0 0 0 0 0
Harris 2010916 0 816 2133 72 13
Harris 2010917 0 25 4 0 1
Harris 2010918 0 2 2 0 0
Harris 2010919 0 0 0 0 0
Harris 2010920 0 27 40 2 0
Harris 2010921 0 39 5 0 0
Harris 2010922 0 0 0 0 0
Harris 2010923 0 1042 2320 50 11
Harris 2010924 0 0 0 0 0
Harris 2010925 0 0 0 0 0
Harris 2010926 0 335 621 17 3
Harris 2010927 0 810 724 35 5
Harris 2010928 0 6 0 0 0
Harris 2010929 0 0 0 0 0
Harris 2010930 0 262 46 2 8
Harris 2010931 0 52 50 0 0
Harris 2010932 0 0 0 0 0
Harris 2010933 0 405 142 12 3
Harris 2010934 0 22 3 0 1
Harris 2010935 0 16 9 0 0
Harris 2010936 0 37 14 2 2
Harris 2010937 0 0 0 0 0
Harris 2010938 0 93 27 6 3
Harris 2010939 0 1 0 0 0
Harris 2010940 0 12 0 0 0
Harris 2010941 0 359 263 19 6
Harris 2010942 0 43 106 2 0
Harris 2010943 0 203 107 4 9
Harris 2010944 0 0 0 0 0
Harris 2010945 0 8 3 0 1
Harris 2010946 0 4 5 0 0
Harris 2010947 0 382 280 12 5
Harris 2010948 0 0 0 0 0
Harris 2010949 0 80 70 0 2
Harris 2010950a 0 0 0 0 0
Harris 2010950b 0 0 0 0 0
Harris 2010951 0 151 65 5 8
Harris 2010952 0 25 33 2 0
Harris 2010953 0 2 3 0 0
Harris 2010954 0 0 0 0 0
Harris 2010955 0 2172 4252 95 17
Harris 2010956 0 0 0 0 0
Harris 2010957 0 329 61 13 1
Harris 2010958 0 543 166 16 6
Harris 2010959 0 0 0 0 0
Harris 2010960 0 1059 277 24 10
Harris 2010961 0 1018 318 27 18
Harris 2010962 0 59 7 2 0
Harris 2010963 0 311 228 12 7
Harris 2010964 0 2136 2121 60 21
Harris 2010965 0 60 122 4 1
Harris 2010966 0 487 178 19 6
Harris 2010967 0 85 26 8 0
Harris 2010968 0 1417 353 35 13
Harris 2010969 0 391 11 12 2
Harris 2010970 0 316 49 8 9
Harris 2010971 0 0 0 0 0
Harris 2010972 0 0 0 0 0
Harris 2010973 0 379 490 8 3
Harris 2010974 0 0 0 0 0
Harris 2010975 0 75 62 4 2
Harris 2010976 0 196 185 14 5
Harris 2010977 0 241 204 8 5
Harris 2010978 0 0 0 0 0
Harris 2010979 0 0 0 0 0
Harris 2010980 0 353 736 10 9
Harris 2010981 0 12 2 0 0
Harris 2010982 0 1398 3481 86 20
Harris 2010983 0 88 51 3 0
Harris 2010984 0 100 16 0 2
Harris 2010985 0 130 113 4 0
Harris 2010986 0 215 43 1 3
Harris 2010987 0 584 80 12 3
Harris 2010988 0 8 72 0 0
Harris 2010989 0 0 0 0 0
Harris 2010990 0 15 23 0 0
Harris 2010991 0 1 3 0 0
Harris 2010992 0 366 323 10 10
Harris 2010993 0 0 0 0 0
Harris 2010994 0 158 61 2 2
Harris 2010995 0 1179 166 27 11
Harris 2010996 0 250 271 15 3
Harris 2010997 0 724 124 23 16
Harris 2010998 0 21 40 3 0
Harris 2010999 0 0 0 0 0
Harris 2011000 0 159 45 2 5
Harris 2011001 0 638 258 16 12
Harris 2011002 0 573 183 17 17
Harris 2011003 0 1 0 0 0
Harris 2011004 0 312 252 16 2
Harris 2011005 0 0 0 0 0
Harris 2011006 0 0 0 0 0
Harris 2011007 0 962 314 39 9
Harris 2011008 0 214 756 10 6
Harris 2011009 0 0 0 0 0
Harris 2011010 0 594 175 8 8
Harris 2011011 0 6 11 1 0
Harris 2011012 0 667 376 29 14
Harrison 2030001 0 498 947 21 5
Harrison 2030002 0 681 376 11 9
Harrison 2030003 0 852 96 14 8
Harrison 2030004 0 431 656 11 2
Harrison 2030005 0 126 540 11 3
Harrison 2030006 0 192 924 20 7
Harrison 2030007 0 172 454 8 1
Harrison 2030008 0 502 1287 21 6
Harrison 2030009 0 256 764 13 3
Harrison 2030010 0 175 603 9 1
Harrison 2030011 0 130 211 5 0
Harrison 2030012 0 484 3082 72 13
Harrison 2030013 0 122 988 11 2
Harrison 2030014 0 206 760 17 0
Harrison 2030015 0 78 742 8 1
Harrison 2030016 0 62 380 8 1
Harrison 2030017 0 481 562 18 3
Harrison 2030018 0 108 488 7 1
Harrison 2030019 0 429 1947 46 4
Harrison 2030020 0 339 1327 20 11
Harrison 2030021 0 145 373 5 1
Harrison 2030022 0 590 377 15 6
Harrison 2030023 0 30 410 2 0
Harrison 2030024 0 64 364 6 2
Harrison 2030025 0 376 2261 57 8
Harrison 2030026 0 76 302 4 2
Hartley 2050101 0 17 213 3 2
Hartley 2050102 0 8 129 4 1
Hartley 2050201 0 13 187 3 0
Hartley 2050202 0 25 389 5 1
Hartley 2050301 0 59 498 4 3
Hartley 2050401 0 54 443 8 3
Haskell 2070001 0 28 236 3 2
Haskell 2070002 0 64 384 4 4
Haskell 2070003 0 54 299 4 1
Haskell 2070004 0 32 140 0 2
Haskell 2070005 0 47 170 2 2
Haskell 2070006 0 35 193 1 0
Haskell 2070007 0 13 63 0 0
Haskell 2070008 0 29 66 0 1
Haskell 2070009 0 29 162 1 1
Haskell 2070010 0 16 95 0 0
Hays 2090110 0 836 675 38 9
Hays 2090111 0 155 61 4 2
Hays 2090112 0 998 371 57 27
Hays 2090113 0 526 211 23 11
Hays 2090114 0 737 324 38 8
Hays 2090115 0 934 368 52 16
Hays 2090120 0 516 347 24 6
Hays 2090121 0 1041 221 50 28
Hays 2090122 0 512 125 30 11
Hays 2090123 0 512 164 32 13
Hays 2090125 0 1319 856 42 29
Hays 2090126 0 1199 952 62 12
Hays 2090127 0 396 307 17 12
Hays 2090128 0 1078 812 44 14
Hays 2090129 0 1044 632 44 16
Hays 2090130 0 1278 745 75 21
Hays 2090220 0 1117 1039 79 20
Hays 2090221 0 1061 713 46 18
Hays 2090222 0 725 538 39 8
Hays 2090223 0 1005 711 55 16
Hays 2090224 0 906 1011 38 13
Hays 2090225 0 471 735 19 2
Hays 2090226 0 1051 1139 31 12
Hays 2090227 0 1284 852 46 15
Hays 2090228 0 1743 1120 77 10
Hays 2090229 0 774 446 25 15
Hays 2090230 0 503 571 21 5
Hays 2090231 0 1414 824 67 22
Hays 2090232 0 648 963 36 9
Hays 2090233 0 506 346 27 13
Hays 2090234 0 431 323 15 5
Hays 2090235 0 1342 1462 72 9
Hays 2090236 0 501 784 23 6
Hays 2090238 0 166 73 4 0
Hays 2090301 0 0 0 0 0
Hays 2090315 0 1173 1857 46 11
Hays 2090316 0 676 544 39 14
Hays 2090317 0 224 64 10 10
Hays 2090318 0 64 21 4 0
Hays 2090330 0 887 358 56 16
Hays 2090332 0 1677 800 97 36
Hays 2090333 0 1410 2042 48 24
Hays 2090334 0 1184 382 63 36
Hays 2090335 0 1115 1640 50 9
Hays 2090336 0 1032 719 47 24
Hays 2090337 0 863 1506 41 11
Hays 2090338 0 813 1073 25 6
Hays 2090339 0 335 681 14 4
Hays 2090340 0 828 478 41 13
Hays 2090413 0 524 136 31 13
Hays 2090414 0 696 245 34 17
Hays 2090415 0 1139 355 53 28
Hays 2090416 0 64 35 4 0
Hays 2090417 0 917 896 43 9
Hays 2090418 0 1 2 0 0
Hays 2090419 0 773 777 48 7
Hays 2090420 0 417 533 17 5
Hays 2090421a 0 14 20 0 0
Hays 2090421b 0 5 9 0 0
Hays 2090440 0 668 1128 37 10
Hays 2090441a 0 999 1598 53 8
Hays 2090441b 0 2 2 0 0
Hays 2090442 0 1358 1300 42 12
Hays 2090443 0 1507 1908 62 15
Hays 2090444 0 959 1411 42 3
Hays 2090445 0 799 998 28 3
Hays 2090446 0 850 1088 24 3
Hays 2090447 0 807 730 49 18
Hays 2090448 0 628 954 31 2
Hays 2090449 0 1460 2428 64 14
Hemphill 2110101 0 49 282 6 2
Hemphill 2110201 0 52 310 5 2
Hemphill 2110202 0 0 25 0 0
Hemphill 2110301 0 48 413 6 4
Hemphill 2110302 0 0 31 0 0
Hemphill 2110303 0 14 70 0 0
Hemphill 2110401 0 17 250 4 0
Hemphill 2110402 0 17 84 1 1
Henderson 2130002 0 86 345 10 1
Henderson 2130003 0 456 284 13 14
Henderson 2130004 0 493 1674 36 6
Henderson 213001a 0 199 1077 24 6
Henderson 213001m 0 376 983 23 9
Henderson 213001t 0 228 900 10 5
Henderson 213002e 0 210 1180 28 8
Henderson 213003b 0 228 1718 21 9
Henderson 213003c 0 502 2537 32 8
Henderson 213003m 0 150 926 13 3
Henderson 213003n 0 190 1114 15 3
Henderson 213004a 0 182 342 12 4
Henderson 213004w 0 136 637 12 4
Henderson 21301cr 0 260 1586 37 9
Henderson 21301mn 0 193 713 13 1
Henderson 21301tc 0 340 1590 39 18
Henderson 21303ws 0 148 896 16 8
Henderson 21304bv 0 90 513 4 1
Henderson 21304cc 0 255 948 21 6
Henderson 21304ms 0 163 163 7 1
Henderson 21304pf 0 57 282 4 3
Henderson 21304se 0 426 1980 22 10
Henderson 2132gbn 0 442 1831 37 6
Henderson 2132gbs 0 242 1238 29 12
Henderson 2132psn 0 383 1717 33 12
Henderson 2132pss 0 157 828 9 10
Henderson 2134nyl 0 80 715 6 3
Hidalgo 2150001 0 218 124 15 6
Hidalgo 2150002 0 521 458 26 17
Hidalgo 2150003 0 327 162 12 15
Hidalgo 2150004 0 1619 950 66 41
Hidalgo 2150005 0 520 323 45 21
Hidalgo 2150006 0 661 613 24 15
Hidalgo 2150007 0 968 786 41 19
Hidalgo 2150008 0 512 576 18 13
Hidalgo 2150009 0 1051 843 33 23
Hidalgo 2150010 0 725 445 25 12
Hidalgo 2150011 0 610 362 29 16
Hidalgo 2150012 0 89 63 2 4
Hidalgo 2150013 0 1395 1001 59 28
Hidalgo 2150014 0 394 248 15 15
Hidalgo 2150015 0 194 134 10 5
Hidalgo 2150016 0 866 263 17 13
Hidalgo 2150017 0 437 226 23 19
Hidalgo 2150018 0 83 65 3 3
Hidalgo 2150019 0 44 76 1 0
Hidalgo 2150020 0 258 210 23 16
Hidalgo 2150021 0 139 88 6 0
Hidalgo 2150022 0 216 113 8 7
Hidalgo 2150023 0 610 338 29 25
Hidalgo 2150024 0 23 53 0 2
Hidalgo 2150025 0 810 576 36 16
Hidalgo 2150026 0 284 132 11 5
Hidalgo 2150027 0 278 140 12 5
Hidalgo 2150028 0 791 559 35 21
Hidalgo 2150029 0 282 328 18 7
Hidalgo 2150030 0 1373 815 64 21
Hidalgo 2150031 0 529 435 25 17
Hidalgo 2150032 0 780 453 33 11
Hidalgo 2150033 0 539 251 12 18
Hidalgo 2150034 0 302 189 5 4
Hidalgo 2150035 0 1066 546 51 27
Hidalgo 2150036 0 1062 619 38 26
Hidalgo 2150037 0 293 188 16 4
Hidalgo 2150038 0 1076 959 43 25
Hidalgo 2150039 0 636 317 32 27
Hidalgo 2150040 0 656 374 46 30
Hidalgo 2150041 0 952 502 54 37
Hidalgo 2150042 0 956 701 34 22
Hidalgo 2150043 0 1371 948 54 33
Hidalgo 2150044 0 292 160 14 12
Hidalgo 2150045 0 460 404 17 12
Hidalgo 2150046 0 111 76 4 4
Hidalgo 2150047 0 480 275 14 13
Hidalgo 2150048 0 929 638 31 24
Hidalgo 2150049 0 811 507 18 23
Hidalgo 2150050 0 661 548 46 30
Hidalgo 2150051 0 617 328 29 20
Hidalgo 2150052 0 1525 1260 39 19
Hidalgo 2150053 0 1783 1313 70 48
Hidalgo 2150054 0 543 545 16 4
Hidalgo 2150055 0 724 402 34 40
Hidalgo 2150056 0 805 442 32 22
Hidalgo 2150057 0 244 146 11 7
Hidalgo 2150058 0 1014 734 44 24
Hidalgo 2150059 0 712 403 48 25
Hidalgo 2150060 0 957 681 40 24
Hidalgo 2150061 0 632 358 30 21
Hidalgo 2150062 0 1008 1111 28 9
Hidalgo 2150063 0 203 131 10 6
Hidalgo 2150064 0 557 359 34 28
Hidalgo 2150065 0 344 233 13 4
Hidalgo 2150066 0 414 207 24 5
Hidalgo 2150067 0 689 485 24 10
Hidalgo 2150068 0 940 735 40 18
Hidalgo 2150069 0 931 741 46 28
Hidalgo 2150070 0 485 313 24 14
Hidalgo 2150071a 0 39 19 1 1
Hidalgo 2150071b 0 14 7 0 1
Hidalgo 2150072 0 463 296 18 5
Hidalgo 2150073 0 896 1021 22 6
Hidalgo 2150074 0 310 269 15 8
Hidalgo 2150075 0 16 32 0 0
Hidalgo 2150076 0 3 12 0 0
Hidalgo 2150077 0 600 395 17 23
Hidalgo 2150078 0 601 426 31 25
Hidalgo 2150079 0 398 184 20 16
Hidalgo 2150080 0 214 151 15 13
Hidalgo 2150081 0 1630 1269 58 18
Hidalgo 2150082 0 4 1 0 0
Hidalgo 2150083 0 1132 1268 33 23
Hidalgo 2150084 0 348 253 12 3
Hidalgo 2150085 0 1069 620 53 38
Hidalgo 2150086 0 197 179 4 2
Hidalgo 2150087 0 1090 630 52 35
Hidalgo 2150088 0 1305 769 62 28
Hidalgo 2150089 0 3 1 1 0
Hidalgo 2150090 0 1424 525 36 19
Hidalgo 2150091 0 278 206 14 11
Hidalgo 2150092 0 80 50 8 4
Hidalgo 2150093 0 49 66 5 1
Hidalgo 2150094 0 606 405 27 26
Hidalgo 2150095 0 1161 649 39 36
Hidalgo 2150096 0 935 831 34 15
Hidalgo 2150097a 0 706 439 24 14
Hidalgo 2150097b 0 47 28 2 1
Hidalgo 2150098 0 1177 711 31 31
Hidalgo 2150099 0 1413 946 84 57
Hidalgo 2150100 0 747 638 35 25
Hidalgo 2150101 0 284 434 7 5
Hidalgo 2150102 0 303 395 5 4
