COUNTY AREA TOTAL DEM REP WI
COUNTY AREA TOTAL Siegelman James WRITEIN
Jefferson "0341 Norwood Comm. Center" 0 485 11 0
Jefferson "0342 Hudson School" 0 339 7 0
Jefferson "0343 Hudson School" 0 665 13 0
Jefferson "0344 North Bham Rec. Center" 0 191 4 0
Jefferson "0345 North Bham Rec. Center" 0 590 14 0
Jefferson "0346 Harriman Park Rec. Center" 0 4 1 0
Jefferson "0347 Harriman Park Rec. Center" 0 320 6 0
Jefferson "0348 Inglenook School" 0 476 110 1
Jefferson "0349 Inglenook School" 0 0 0 0
Jefferson "0350 First Baptist Mt. Park" 0 226 14 0
Jefferson "0351 First Baptist Mt. Park" 0 182 12 0
Jefferson "0352 Dupuy School" 0 199 6 0
Jefferson "0353 Dupuy School" 0 0 0 0
Jefferson "0354 Forestdale Square" 0 178 127 1
Jefferson "0355 Forestdale Square" 0 713 508 2
Jefferson "0356 Hillview F.S. #1" 0 1 0 0
Jefferson "0357 Hillview F.S. #1" 0 698 181 1
Jefferson "0358 George Scott School" 0 1129 19 0
Jefferson "0359 George Scott School" 0 593 13 0
Jefferson "0360 Mt. Hebron Baptist" 0 401 25 0
Jefferson "0361 Mt. Hebron Baptist" 0 198 14 1
Jefferson "0362 Mccaw School" 0 340 4 0
Jefferson "0363 Mccaw School" 0 336 4 0
Jefferson "0364 Fairview School" 0 609 49 1
Jefferson "0365 Fairview School" 0 560 55 1
Jefferson "0366 Ensley H.S. Library" 0 0 0 0
Jefferson "0367 Ensley H.S. Library" 0 621 9 0
Jefferson "0368 East Ensley Library" 0 422 7 0
Jefferson "0369 East Ensley Library" 0 281 4 0
Jefferson "0370 Morningstar Baptist" 0 147 15 0
Jefferson "0371 Morningstar Baptist" 0 0 0 0
Jefferson "0372 F.S. #18 Pratt City" 0 510 19 1
Jefferson "0373 F.S. #18 Pratt City" 0 799 29 1
Jefferson "0374 Sandusky C. Sr. CIT Pk." 0 58 78 0
Jefferson "0375 Sandusky C. Sr. CIT Pk." 0 158 218 0
Jefferson "0376 Westwood Crumly Chapel" 0 347 357 5
Jefferson "0377 Westwood Crumly Chapel" 0 271 304 4
Jefferson "0378 JC BHAM #1" 0 933 1196 9
Jefferson "0379 JC BHAM #2" 0 348 82 0
Jefferson "0380 JC Bess. At #1" 0 128 243 0
Jefferson "0381 JC Bess. At #2" 0 653 87 0
Jefferson "Absentee Votes" 0 NA NA NA
Jefferson "Challenged Votes" 0 8 2 0
Lamar "001 Vernon East" 0 196 174 0
Lamar "002 Vernon West" 0 361 313 0
Lamar "003 Crossville Lawrence" 0 115 78 0
Lamar "004 Fairview Sizemore" 0 35 21 0
Lamar "005 Beaverton Brown N" 0 22 13 0
Lamar "006 Beaverton Brown S" 0 108 36 0
Lamar "007 Crews Goode" 0 92 49 0
Lamar "008 Henson Springs" 0 32 11 0
Lamar "009 Detroit Millville" 0 125 69 0
Lamar "010 Pine Springs" 0 58 34 0
Lamar "011 Sulligent Moscow N" 0 348 189 0
Lamar "012 Sulligent Moscow S" 0 137 78 2
Lamar "013 Bedford Military" 0 77 41 0
Lamar "014 Molloy Betts" 0 55 76 0
Lamar "015 Trull" 0 31 35 0
Lamar "016 Vails" 0 16 72 0
Lamar "017 Millport" 0 237 162 0
Lamar "018 Kennedy Steens" 0 154 156 2
Lamar "019 Strickland Kindvil" 0 27 44 1
Lamar "020 Fernbank Wilson" 0 49 41 0
Lamar "021 Hightogy Ridge" 0 77 62 0
Lamar "022 Mt. Pleasant Curry" 0 21 36 0
Lamar "023 Mt. Olive Guin" 0 24 42 0
Lamar "024 Blooming Grove" 0 28 27 0
Lamar "025 Star" 0 15 44 0
Lamar "Absentee Votes" 0 57 46 1
Lauderdale "0010 Mitchell Anderson Town Hall" 0 267 194 1
Lauderdale "0020 Rogersville SR. CIT Bldg. #1" 0 626 476 3
Lauderdale "0021 Rogersville SR. CIT Bldg. #2" 0 74 50 0
Lauderdale "0030 Lexington Fire Station" 0 409 351 0
Lauderdale "0040 Crossroads Sr. CIT Bldg." 0 414 324 1
Lauderdale "0050 Greenhill Comm. Center #1" 0 459 352 0
Lauderdale "0051 Greenhill Comm. Center #2" 0 412 355 2
Lauderdale "0060 Center Star Col. Bank Rm." 0 675 428 4
Lauderdale "0070 Killen Baptist Church #1" 0 457 403 1
Lauderdale "0071 Killen Baptist Church #2" 0 350 331 2
Lauderdale "0080 Blackburn ZIP City Comm. Ctr." 0 284 231 0
Lauderdale "0090 St. Florian Town Hall" 0 398 376 0
Lauderdale "0100 Florence Richards Center" 0 213 129 1
Lauderdale "0110 Florence 1st Presby. Church" 0 264 127 1
Lauderdale "0120 Florence Handy Recreation Ctr." 0 406 11 1
Lauderdale "0130 Florence Sherrod Ave. Church" 0 507 165 0
Lauderdale "0140 Florence Coffee High School" 0 280 162 1
Lauderdale "0150 Florence Coliseum" 0 100 11 0
Lauderdale "0160 Florence East Cntrl. Baptist" 0 338 127 2
Lauderdale "0170 Florence Hibbett School" 0 376 269 3
Lauderdale "0180 Florence Harlan School" 0 422 279 2
Lauderdale "0190 Florence Blvd. Church of Christ" 0 386 313 2
Lauderdale "0200 Broadway Recreation Center" 0 437 231 4
Lauderdale "0210 Highland Baptist Church #1" 0 489 327 4
Lauderdale "0211 Highland Baptist Church #2" 0 242 188 1
Lauderdale "0220 Florence Forest Hills School 1" 0 415 352 1
Lauderdale "0221 Florence Forest Hills School 2" 0 373 341 4
Lauderdale "0230 Darby Drive Church of Christ" 0 357 266 1
Lauderdale "0240 Florence Bradshaw High School" 0 540 402 4
Lauderdale "0250 Florence Mars Hill School" 0 605 622 3
Lauderdale "0260 Florence Underwood Comm. Ctr #1" 0 179 118 2
Lauderdale "0261 Florence Underwood Comm. Ctr #2" 0 482 443 3
Lauderdale "0280 Co. Board of Ed. Adm. Bldg." 0 493 518 5
Lauderdale "0290 Cloverdale Community Center" 0 344 316 1
Lauderdale "0300 Central Comm. Center" 0 427 296 1
Lauderdale "0310 Oakland Fire Station" 0 387 287 1
Lauderdale "0350 Chapel Stewartville Church" 0 174 158 0
Lauderdale "0390 Waterloo Sr. Citizens Bldg." 0 79 88 0
Lauderdale "9001 Absentee Votes" 0 323 263 1
Lawrence "0010 Hillsboro City Hall" 0 235 35 1
Lawrence "0020 Hillsboro V.F.O." 0 219 92 0
Lawrence "0040 N. Courtland Senior" 0 294 35 0
Lawrence "0060 Red Bank Fire Station" 0 245 38 0
Lawrence "0090 Town Creek SR. Center" 0 236 52 0
Lawrence "0110 Courtland Firestation" 0 181 103 1
Lawrence "0125 Donald Church" 0 208 108 1
Lawrence "0145 Wolf Springs Comm. Center" 0 199 146 0
Lawrence "0165 Flat Rock Comm. Center" 0 89 60 0
Lawrence "0175 Hatton Masonic Hall" 0 374 217 0
Lawrence "0190 Mt. Hope Fire Station" 0 177 81 0
Lawrence "0210 Landersville Meth." 0 182 118 0
Lawrence "0220 Caddo Fire Station" 0 387 328 1
Lawrence "0250 Caddo Senior Citizen Site" 0 337 276 0
Lawrence "0280 Kitchens Mill Mas. Hall North" 0 108 80 1
Lawrence "0281 Kitchens Mill Hall South" 0 128 67 1
Lawrence "0320 Faith Baptist Church" 0 161 131 0
Lawrence "0340 Mt. Moriah Fellowship" 0 297 137 0
Lawrence "0360 Aycock Building" 0 224 133 2
Lawrence "0380 Loosier Church of Christ" 0 158 39 0
Lawrence "0390 Chalybeate Fire Station" 0 288 202 0
Lawrence "0400 Moulton Armory" 0 443 233 2
Lawrence "0430 Fairfield Church" 0 114 63 0
Lawrence "0440 Pleasant Grove Ch." 0 164 119 0
Lawrence "0450 Oakville Store Bldg." 0 163 61 0
Lawrence "0460 Speake Volunteer Fire" 0 156 69 0
Lawrence "0480 Lindsey Hall Church" 0 24 12 0
Lawrence "0490 Piney Grove Church" 0 34 21 0
Lawrence "0510 Pinhook Comm. Center" 0 58 46 1
Lawrence "0520 Moulton City Hall" 0 92 87 1
Lawrence "0550 Board of Education" 0 509 313 4
Lawrence "0590 Freeman Tab. Bapt. Church" 0 134 7 0
Lawrence "9001 Absentee Votes" 0 156 95 0
Lee "01/Box 0" 0 183 147 3
Lee "02/Box 1" 0 1037 99 5
Lee "02/Box 2" 0 906 146 2
Lee "02/Box 3" 0 560 985 7
Lee "02/Box 4" 0 856 851 2
Lee "02/Box 5" 0 1241 1339 3
Lee "03/Box 0" 0 103 114 1
Lee "04/Box 0" 0 111 52 0
Lee "05/Box 0" 0 457 150 2
Lee "06/Box 0" 0 844 83 2
Lee "06/Box 1" 0 1132 629 10
Lee "06/Box 2" 0 1152 663 13
Lee "06/Box 3" 0 1954 1429 17
Lee "06/Box 4" 0 2271 1814 40
Lee "07/Box 0" 0 642 429 2
Lee "08/Box 0" 0 126 56 0
Lee "09/Box 0" 0 294 128 2
Lee "10/Box 0" 0 102 64 0
Lee "11/Box 0" 0 300 224 1
Lee "12/Box 0" 0 273 200 1
Lee "13/Box 0" 0 212 222 1
Lee "14/Box 0" 0 1534 1246 7
Lee "15/Box 0" 0 132 99 1
Lee "Absentee Votes" 0 345 246 2
Limestone "0015 Athens Rec. Center #1" 0 307 333 2
Limestone "0016 Athens Rec. Center #2" 0 652 564 7
Limestone "0030 National Guard Armory #1" 0 349 325 1
Limestone "0031 National Guard Armory #2" 0 554 606 3
Limestone "0050 Trinity 7th Day Adventist #1" 0 69 30 0
Limestone "0051 Trinity 7th Day Adventist #2" 0 664 201 0
Limestone "0060 W Hobbs St Church of Christ 1" 0 316 308 2
Limestone "0061 W Hobbs St Church of Christ 2" 0 387 389 5
Limestone "0080 Senior Citizen Center 1" 0 312 250 0
Limestone "0081 Senior Citizen Center 2" 0 181 168 1
Limestone "0096 Piney Chapel" 0 107 99 0
Limestone "0150 Bethel Church of Christ" 0 325 284 1
Limestone "0160 East Limestone Fire Dept. #1" 0 353 370 5
Limestone "0161 East Limestone Fire Dept. #2" 0 644 623 4
Limestone "0280 Ardmore Town Hall" 0 443 391 3
Limestone "0310 Johnson Elementary School" 0 356 307 0
Limestone "0340 Oak Grove Fire Dept." 0 275 295 3
Limestone "0350 Elkmont Fire Dept." 0 429 381 2
Limestone "0380 Leggtown" 0 106 100 1
Limestone "0390 Goodsprings Comm. Center" 0 109 125 1
Limestone "0400 West Limestone Fire Dept." 0 155 107 0
Limestone "0410 Lester Post Office" 0 56 42 0
Limestone "0420 Pleasant Grove Fire Dept." 0 269 233 1
Limestone "0430 Owens Elementary School #1" 0 255 242 0
Limestone "0431 Owens Elementary School #2" 0 586 580 2
Limestone "0480 Clements Fire Dept." 0 437 300 1
Limestone "0500 Ripley WOW Hall" 0 220 154 0
Limestone "0510 Reid Elem. School" 0 492 207 1
Limestone "0550 Blackburn Comm. Bldg." 0 417 360 0
Limestone "0570 Belmore Baptist Church" 0 205 101 0
Limestone "0580 Segars Road Fire Department" 0 193 137 1
Limestone "0600 Tanner Fire Department" 0 373 189 0
Limestone "9001 Absentee Votes" 0 300 215 3
Lowndes "0010 Whitehall Town Hall" 0 668 62 0
Lowndes "0030 Lowndesboro Town Hall" 0 123 183 0
Lowndes "0040 Burkeville GE Bldg." 0 111 55 0
Lowndes "0050 Bethel Church" 0 225 33 1
Lowndes "0060 Mossess Town Hall" 0 610 23 1
Lowndes "0080 Hayneville Courthouse" 0 417 116 0
Lowndes "0100 GE Activities Building" 0 195 89 0
Lowndes "0120 Letohatchee Old Post Office" 0 109 61 0
Lowndes "0130 Old Masonic Building Hwy 7" 0 306 97 0
Lowndes "0140 Fort Deposit Natl Guard Armory" 0 418 226 1
Lowndes "0150 Benevolent Hall Calhoun Cutoff" 0 273 15 2
Lowndes "0170 Sandy Ridge Community Hall" 0 173 126 0
Lowndes "0175 New Pleasant Valley Church" 0 83 77 0
Lowndes "9001 Absentee Votes" 0 156 29 0
Macon "0010 Natl Guard Armory #1" 0 661 10 0
Macon "0011 Natl Guard Armory #2" 0 718 21 1
Macon "0150 Little Texas Voting CNTR" 0 145 66 0
Macon "0160 Brownville VOL Fire" 0 180 42 0
Macon "0170 Warrior Stand" 0 249 11 0
Macon "0180 Old County Shop" 0 443 87 0
Macon "0190 Hartaway Traylor" 0 197 27 0
Macon "0200 CO Shop Dist 3 Shorter" 0 203 31 0
Macon "0210 Franklin Town Hall" 0 435 77 0
Macon "0220 Woodland Comm. Center" 0 143 108 1
Macon "0250 Notasulga City Hall" 0 394 190 1
Macon "0260 Tuskegee MNCPL COM #1" 0 599 25 0
Macon "0261 Tuskegee MNCPL COM #2" 0 699 37 0
Macon "0270 Seasha #1" 0 657 10 0
Macon "0271 SeaSha #2" 0 440 16 0
Macon "0280 Chewhaw" 0 247 10 0
Macon "9001 Absentee Votes" 0 185 22 0
Madison "0010 A & M University Gym" 0 960 25 0
Madison "0020 Charles Stone Ag. Center" 0 280 39 1
Madison "0030 Huntsville Fire Academy" 0 497 172 1
Madison "0040 Lee High School" 0 513 296 0
Madison "0050 Chapman Middle Sch. #1" 0 1203 811 5
Madison "0051 Chapman Middle Sch. #2" 0 0 0 0
Madison "0070 Huntsville Middle School" 0 446 271 4
Madison "0080 Philips CME Church" 0 31 0 0
Madison "0090 Mountain View Baptist Ch." 0 581 337 4
Madison "0100 Blossomwood School" 0 846 761 7
Madison "0110 Monte Sano Fire St. #4" 0 434 281 2
Madison "0120 Cove Comm. Church" 0 701 706 3
Madison "0135 Eastridge Comm. Center" 0 99 39 0
Madison "0140 Randolph School" 0 847 697 0
Madison "0150 Calvary Bible Church" 0 568 554 7
Madison "0160 Woodmen of the World #1" 0 832 692 7
Madison "0161 Woodmen of the World #2" 0 1086 952 7
Madison "0170 Westside Neighborhood" 0 56 14 0
Madison "0180 Mayfair Ch. Of Christ" 0 563 380 0
Madison "0190 Whitesburg Middle Church" 0 541 460 4
Madison "0200 S.E. Branch YMCA #1" 0 652 524 1
Madison "0201 S.E. Branch YMCA #2" 0 758 520 4
Madison "0210 Mountain Gap School #1" 0 697 528 4
Madison "0211 Mountain Gap School #2" 0 647 472 4
Madison "0220 Farley School" 0 1029 829 5
Madison "0230 Whitesburg Baptist Church" 0 726 746 7
Madison "0245 Hillwood Baptist Church 1" 0 548 418 2
Madison "0246 Hillwood Baptist Church 2" 0 540 431 5
Madison "0250 Huntsville High School" 0 627 405 1
Madison "0260 Airport Road Fire St#6" 0 367 112 1
Madison "0270 Chaffee School" 0 738 603 4
Madison "0284 Oakland College" 0 158 12 0
Madison "0310 Green Mtn. Nature Trl." 0 101 97 2
Madison "0320 Ed White Middle School" 0 1037 326 3
Madison "0330 Old Naval Reserve Center" 0 539 163 0
Madison "0340 University Place School" 0 767 392 7
Madison "0350 Highlands School" 0 521 267 1
Madison "0360 West Mastin Lake Sch." 0 553 118 1
Madison "0370 First Miss Baptist Church" 0 1249 255 0
Madison "0380 Blue Springs Rec. Center" 0 934 100 1
Madison "0390 F.O.P. Lodge" 0 792 115 1
Madison "0400 Johnson School" 0 1251 181 1
Madison "0410 Ctr. Develop. Learning" 0 209 4 1
Madison "0420 Lewis Chapel C.P. Church" 0 285 37 0
Madison "0430 Terry Heights School" 0 230 8 1
Madison "0460 Pleasant Springs Baptist" 0 96 32 0
Madison "0470 Lakewood Comm. Center" 0 601 218 2
Madison "0480 Westlawn Middle School" 0 198 94 0
Madison "0490 W. Huntsville Elem. School" 0 433 133 4
Madison "0495 Senior Center" 0 257 61 3
Madison "0510 Ridgecrest School" 0 634 303 2
Madison "0520 Central Assembly of God" 0 949 307 4
Madison "0530 Messiah Luthran Church" 0 303 184 1
Madison "0550 McDonnell School" 0 629 249 1
Madison "0560 J.E. Williams Elem. School" 0 352 238 1
Madison "0570 Sherwood Bapt. Church" 0 853 563 5
Madison "0585 New Market Fire Sta." 0 349 243 2
Madison "0590 Maysville Central fire" 0 582 411 3
Madison "0610 Big Cove Fire Station" 0 373 177 2
Madison "0620 Monrovia School" 0 687 664 5
Madison "0630 Whitesburg Boat Harbour" 0 116 45 0
Madison "0640 Triana City Hall" 0 261 22 0
Madison "0655 Keel Mt. Vol. Fire Out" 0 82 59 0
Madison "0670 Plumbers and Steam 377" 0 617 470 3
Madison "0680 Co Comm. Dist. 4 Office #1" 0 335 255 2
Madison "0681 Co Comm. Dist. 4 Office #2" 0 894 653 4
Madison "0690 Toney Fire Station" 0 663 487 1
Madison "0700 Meridianville Lions Cl." 0 352 190 0
Madison "0710 Plainview Church of Christ" 0 882 798 3
Madison "0720 Poplar Ridge Comm. Center" 0 153 90 0
Madison "0730 Madison Ch. Of Christ 1" 0 1057 845 2
Madison "0731 Madison Ch. Of Christ 2" 0 1158 1026 6
Madison "0740 Gurley City Hall" 0 330 162 0
Madison "0750 Madison Hall #1" 0 1133 849 11
Madison "0751 Madison Hall #2" 0 552 339 4
Madison "0770 Locust Grove Baptist Church" 0 254 147 1
Madison "0780 Plevna Fire Station" 0 171 105 2
Madison "0790 Elon Water Gardens" 0 80 29 0
Madison "0800 Owens Cross Roads C.H." 0 375 225 3
Madison "0810 Meridiansville Fire Dept." 0 406 279 3
Madison "0820 Central School" 0 637 409 3
Madison "0840 Monrovia Fire St#1" 0 793 769 6
Madison "0841 Monrovia Fire St#2" 0 525 506 2
Madison "0850 Hurricane Creek C.C." 0 91 64 0
Madison "0860 Co Comm Dist 1 Office" 0 471 398 3
Madison "0870 Bobo W.O.W. Hall" 0 551 404 0
Madison "0880 New Hope City Hall" 0 602 304 3
Madison "0890 Church of Christ Merdnvl" 0 484 408 1
Madison "0900 Blackburn Chapel C.P." 0 167 44 2
Madison "0920 Madison Co. TCHR Ctr. #1" 0 114 57 0
Madison "0921 Madison Co. TCHR Ctr. #2" 0 966 683 3
Madison "Absentee Votes" 0 992 729 1
Marengo "0010 Demopolis Civic Center" 0 573 154 2
Marengo "0090 Demopolis Natl Guard Armory" 0 426 53 0
Marengo "0120 Demopolis Westside Elementary" 0 423 848 3
Marengo "0180 Demopolis High School" 0 231 192 1
Marengo "0210 Jefferson Voting Booth" 0 118 57 1
Marengo "0230 Springhill Voting Booth" 0 52 41 0
Marengo "0240 Gallion Community Center" 0 28 58 0
Marengo "0250 Faunsdale Town office" 0 170 49 0
Marengo "0270 Dayton Town office" 0 57 20 0
Marengo "0280 Quinney Store Building" 0 242 135 0
Marengo "0300 Old Linden Armory" 0 503 358 0
Marengo "0360 Range Line Voting Booth" 0 53 82 0
Marengo "0370 Thomaston Lunch Room" 0 207 135 0
Marengo "0400 Mickenley Voting Booth" 0 68 7 0
Marengo "0410 Flatwood Voting Booth" 0 78 1 0
Marengo "0420 Sardis Voting Booth" 0 8 27 0
Marengo "0430 Magnolia Community Center" 0 122 39 0
Marengo "0450 Vineland Voting Booth" 0 87 66 0
Marengo "0460 Surginer Voting Booth" 0 59 51 1
Marengo "0470 Dixons Mills VOL Fire Station" 0 349 65 0
Marengo "0489 Old Couthouse Building" 0 137 196 0
Marengo "0510 Octagon Voting Booth" 0 121 57 1
Marengo "0520 Wayne Voting Booth" 0 17 39 0
Marengo "0529 Sweet Water Town Office" 0 241 138 0
Marengo "0550 Hoboken Voting Booth" 0 67 44 0
Marengo "0560 Lasca Harrison Store" 0 11 10 0
Marengo "0570 Putman Voting Booth" 0 87 27 0
Marengo "0580 Nanafalia Masonic Lodge Bldg." 0 135 69 0
Marengo "0590 Aimwell Voting Booth" 0 29 33 0
Marengo "0600 Half Acre Community Center" 0 28 79 0
Marengo "0610 Myrtlewood Community Center" 0 128 42 1
Marengo "9001 Absentee Voters" 0 284 174 0
Marion "0010 Hamilton #1" 0 672 428 2
Marion "0011 Hamilton #2" 0 852 471 1
Marion "0050 Rye" 0 120 36 0
Marion "0060 Kemp" 0 22 16 0
Marion "0070 Bexar" 0 139 63 0
Marion "0090 Shottsville" 0 191 66 0
Marion "0100 Shiloh" 0 165 109 0
Marion "0110 Hackelburg" 0 375 206 1
Marion "0120 Bear Creek" 0 345 317 2
Marion "0130 Kimbrough" 0 261 178 0
Marion "0150 Howell" 0 80 87 0
Marion "0170 Pearces Hall" 0 64 72 1
Marion "0190 Clark" 0 151 93 1
Marion "0200 Baccus" 0 93 67 0
Marion "0210 Winfield" 0 809 666 2
Marion "0220 Guin" 0 583 439 0
Marion "0240 Pikeville" 0 44 44 0
Marion "0260 Barnsville" 0 134 70 0
Marion "0280 Brilliant" 0 321 144 0
Marion "0300 Wiginton" 0 39 43 0
Marion "Absentee Votes" 0 123 92 0
Marshall "0010 Guntersville Rec Center #1" 0 378 286 1
Marshall "0011 Guntersville Rec Center #2" 0 425 344 4
Marshall "0012 Guntersville Rec Center #3" 0 488 326 3
Marshall "0060 Crossroads Tom Lawsons Str." 0 186 117 1
Marshall "0070 Big Spring Valley Old Str." 0 59 47 0
Marshall "0080 Albertville Neighborhood Ctr. #1" 0 507 451 0
Marshall "0081 Albertville Neighborhood Ctr. #2" 0 335 280 0
Marshall "0082 Albertville Neighborhood Ctr. #3" 0 190 199 0
Marshall "0083 Albertville Neighborhood Ctr. #4" 0 411 332 1
Marshall "0100 Albertville First Baptist #1" 0 106 123 1
Marshall "0101 Albertville First Baptist #2" 0 515 417 3
Marshall "0102 Albertville First Baptist #3" 0 418 363 1
Marshall "0160 Albertville Mrshl. Gas Shop" 0 98 67 0
Marshall "0170 Jaybird Shope Dist. #4" 0 211 207 1
Marshall "0180 Wakefield Fire Department" 0 90 99 0
Marshall "0190 Claysville Henryville Methodist" 0 300 191 2
Marshall "0200 Boshart Prospect Cemetery" 0 204 127 0
Marshall "0210 Voting Booth Kennamer" 0 48 36 0
Marshall "0220 Honeycomb Water Plant" 0 100 71 0
Marshall "0230 Paint Rock Hebron Rec. Ctr." 0 163 51 0
Marshall "0240 Oleander Methodist Church" 0 408 328 0
Marshall "0250 Rock Springs Church" 0 57 73 0
Marshall "0260 Warrenton Community House" 0 270 193 1
Marshall "0270 Red Hill Whitakers Store" 0 47 36 0
Marshall "0280 Friendship Fire Hall" 0 111 110 0
Marshall "0290 Friendship Pine Grove School" 0 163 159 0
Marshall "0310 Thompson Martling Comm. Ctr." 0 64 21 0
Marshall "0320 Thompson Childress Store" 0 107 59 0
Marshall "0330 Thompson Asbury Fire Station" 0 117 93 0
Marshall "0340 Bucksnort Comm. Center" 0 147 99 0
Marshall "0350 Boaz Rec. Center #1" 0 384 350 2
Marshall "0351 Boaz Rec. Center #2" 0 311 294 1
Marshall "0352 Boaz Rec. Center #3" 0 438 386 2
Marshall "0390 Cranford Ruth VOL Fire Dept." 0 227 212 1
Marshall "0400 Reedbrake Douglas City Hall" 0 188 192 1
Marshall "0410 Reedbrake Nixon Chapel F.D." 0 93 75 0
Marshall "0420 Reedbrake Liberty Hill Church" 0 196 158 1
Marshall "0430 Wrights Swearengin School" 0 159 78 0
Marshall "0440 Hooper Brashers Chapel Church" 0 264 260 0
Marshall "0460 Grassy School Gym." 0 401 259 1
Marshall "0470 Arab Senior Citizen Center #1" 0 397 328 3
Marshall "0471 Arab Senior Citizen Center #2" 0 352 347 0
Marshall "0480 Arab New Recreation Center #1" 0 202 196 0
Marshall "0481 Arab New Recreation Center #2" 0 424 356 3
Marshall "0520 Union Grove Comm. Center" 0 277 192 0
Marshall "0530 Mt. High Lattiwood Comm. Center" 0 95 118 0
Marshall "0540 Georgia Mountain Rec. Center" 0 155 120 1
Marshall "0550 Grant City Hall" 0 176 88 0
Marshall "0560 Grant Mt. Shade Church" 0 313 157 0
Marshall "9001 Absentee Votes" 0 312 263 3
Mobile 32-096-01 0 1064 1015 1
Mobile 32-096-02 0 484 325 1
Mobile 32-096-03 0 560 127 0
Mobile 32-096-04 0 274 10 0
Mobile 32-096-05 0 114 93 0
Mobile 32-096-06 0 342 382 0
Mobile 32-096-07 0 97 75 0
Mobile 32-096-08 0 109 97 0
Mobile 32-096-09 0 319 528 0
Mobile 32-096-10 0 895 704 2
Mobile 32-096-11 0 687 636 0
Mobile 32-096-12 0 984 922 5
Mobile 33-097-01 0 588 406 0
Mobile 33-097-02 0 748 27 0
Mobile 33-097-03 0 367 276 4
Mobile 33-097-04 0 610 168 2
Mobile 33-097-05 0 821 219 2
Mobile 33-097-06 0 602 54 0
Mobile 33-097-07 0 1664 78 0
Mobile 33-097-08 0 746 162 1
Mobile 33-097-09 0 441 292 0
Mobile 33-097-10 0 64 24 0
Mobile 33-098-01 0 357 77 1
Mobile 33-098-02 0 1060 56 0
Mobile 33-098-03 0 1587 72 0
Mobile 33-098-04 0 950 57 0
Mobile 33-098-05 0 1018 252 1
Mobile 33-098-06 0 310 350 0
Mobile 33-098-07 0 216 239 0
Mobile 33-098-08 0 464 322 0
Mobile 33-098-09 0 106 104 1
Mobile 33-098-10 0 337 9 0
Mobile 33-099-01 0 379 13 0
Mobile 33-099-02 0 112 7 0
Mobile 33-099-03 0 876 30 0
Mobile 33-099-04 0 2815 105 0
Mobile 33-099-05 0 540 48 0
Mobile 33-099-06 0 235 23 0
Mobile 33-099-07 0 471 16 0
Mobile 33-099-08 0 793 391 3
Mobile 33-099-09 0 1359 991 5
Mobile 33-099-10 0 424 71 0
Mobile 33-099-11 0 194 19 0
Mobile 34-100-01 0 521 789 2
Mobile 34-100-02 0 611 623 3
Mobile 34-100-03 0 551 354 6
Mobile 34-100-04 0 1542 1661 10
Mobile 34-100-05 0 1712 1728 7
Mobile 34-100-06 0 1264 1461 3
Mobile 34-101-01 0 434 408 4
Mobile 34-101-02 0 451 656 1
Mobile 34-101-03 0 1065 1598 8
Mobile 34-101-04 0 785 685 4
Mobile 34-101-05 0 739 467 0
Mobile 34-101-06 0 634 753 2
Mobile 34-101-07 0 652 903 4
Mobile 34-101-08 0 693 548 1
Mobile 34-101-09 0 479 464 2
Mobile 34-102-01 0 766 485 1
Mobile 34-102-02 0 71 48 0
Mobile 34-102-03 0 143 146 0
Mobile 34-102-04 0 280 352 0
Mobile 34-102-05 0 301 407 0
Mobile 34-102-06 0 1098 1450 3
Mobile 34-102-07 0 751 818 2
Mobile 34-102-08 0 138 381 0
Mobile 34-102-09 0 1682 1875 2
Mobile 35-103-01 0 393 21 0
Mobile 35-103-02 0 544 17 0
Mobile 35-103-03 0 768 20 0
Mobile 35-103-04 0 457 16 0
Mobile 35-103-05 0 213 111 0
Mobile 35-103-06 0 313 250 3
Mobile 35-103-07 0 1496 298 2
Mobile 35-103-08 0 89 47 0
Mobile 35-103-09 0 1080 487 1
Mobile 35-103-10 0 1264 109 0
Mobile 35-104-01 0 1325 1162 2
Mobile 35-104-02 0 382 328 0
Mobile 35-104-03 0 497 408 0
Mobile 35-104-04 0 298 204 1
Mobile 35-104-05 0 644 338 0
Mobile 35-104-06 0 142 143 0
Mobile 35-104-07 0 138 132 0
Mobile 35-104-08 0 1144 1255 4
Mobile 35-104-09 0 1168 955 5
Mobile 35-104-10 0 556 585 2
Mobile 35-105-01 0 1019 581 2
Mobile 35-105-02 0 329 263 1
Mobile 35-105-03 0 229 161 0
Mobile 35-105-04 0 651 492 1
Mobile 35-105-05 0 718 652 2
Mobile 35-105-06 0 276 297 0
Mobile 35-105-07 0 897 925 2
Mobile 35-105-08 0 461 426 1
Mobile 35-105-09 0 224 152 0
Mobile 35-105-10 0 387 205 4
Mobile "Absentee Votes" 0 741 612 6
Mobile "Challenged Votes" 0 30 8 0
Monroe "1A Eliska" 0 88 35 0
Monroe "1B Mcgill" 0 33 54 0
Monroe "2A Perdue Hill" 0 143 65 0
Monroe "3A Monroeville Dept of Revenue" 0 84 90 0
Monroe "3B Monroeville Armory #1" 0 275 355 0
Monroe "3B Monroeville Armory #2" 0 250 310 0
Monroe "3C Mexia Fire Station" 0 179 226 0
Monroe "3D Bethel Church" 0 374 9 0
Monroe "3F Monroeville Fire Station" 0 199 207 0
Monroe "3J Monroeville Coliseum" 0 261 140 0
Monroe "4A Burnt Corn" 0 78 19 1
