COUNTY AREA TOTAL DEM REP WI
COUNTY AREA TOTAL Siegelman James WRITEIN
Colbert "17-4 Muscle Shoals - Webster Sch." 0 334 229 0
Colbert "17-5 Muscle Shoals First Baptist Ch." 0 596 426 2
Colbert "18-1 Colbert Heights School" 0 380 286 4
Colbert "Absentee Votes" 0 215 137 1
Colbert "Calcuated Totals" 0 10581 7063 28
Conecuh "1-1 Annex" 0 61 33 0
Conecuh "2-1 Lyeffion" 0 88 104 0
Conecuh "2-2 Skinnerton" 0 28 28 0
Conecuh "3-2 Robinson Mill" 0 120 34 0
Conecuh "4-1A Belleville" 0 225 93 0
Conecuh "4-2A Old Field AME" 0 132 79 0
Conecuh "5-1 Range Fire House" 0 51 30 0
Conecuh "5-2 Lenox Community Center" 0 52 77 0
Conecuh "5-3 Sandcutt Fire House" 0 75 97 0
Conecuh "6-1 Castleberry Fire House" 0 263 185 0
Conecuh "7-1 Brooklyn Fire House" 0 38 28 0
Conecuh "7-2 Paul Fire House" 0 54 58 0
Conecuh "7-3 Johnsonville Fire House" 0 79 7 0
Conecuh "8-1 Antioch Voting House" 0 109 90 0
Conecuh "9-2 Mt. Union Church" 0 60 61 0
Conecuh "10-1A Brownville Fire House" 0 67 88 0
Conecuh "10-2 Flatrock" 0 36 35 0
Conecuh "11-1 David Burt Bldg." 0 268 399 2
Conecuh "11-3A National Guard" 0 427 109 0
Conecuh "11-4A Health Dept." 0 147 59 0
Conecuh "12-1 Nazarene Baptist Church" 0 172 51 0
Conecuh "13-1 Repton City Hall" 0 182 103 0
Conecuh "14-1A Woaten Voting Center" 0 133 59 0
Conecuh "14-2 Mt. Zion Church" 0 103 22 0
Conecuh "15-2A Bermuda Fire House" 0 55 74 0
Conecuh "16-1A Little Zion Church" 0 96 45 0
Conecuh "Absentee Votes" 0 93 85 0
Coosa "0010 Equality" 0 141 140 0
Coosa "0016 Mt. Olive" 0 76 38 0
Coosa "0020 Kelleyton Comm. Center" 0 323 174 3
Coosa "0030 Goodwater" 0 556 166 0
Coosa "0050 Hanover" 0 85 42 0
Coosa "0065 Rockford" 0 315 157 0
Coosa "0067 Wedgufka" 0 193 170 0
Coosa "0070 Stewartville" 0 313 271 1
Coosa "0090 Marble Valley" 0 56 52 0
Coosa "0100 Richville" 0 99 114 0
Coosa "0110 Ray" 0 151 88 0
Coosa "0120 Cottage Grove" 0 159 9 0
Coosa "9001 Absentee Votes" 0 35 48 0
Covington "1-1 Andalusia" 0 124 197 0
Covington "1-2 Andalusia" 0 133 184 0
Covington "1-3 Andalusia" 0 128 198 0
Covington "1-4 Andalusia" 0 143 216 0
Covington "1-5 Andalusia" 0 145 166 0
Covington "1-6 Andalusia" 0 137 170 0
Covington "1-7 Andalusia" 0 89 142 0
Covington "1-8 Andalusia" 0 142 184 0
Covington "1-9 Andalusia" 0 172 159 0
Covington "1-10 Andalusia" 0 174 169 0
Covington "1-21 Libertyville" 0 55 109 0
Covington "2-1 Fairfiled" 0 47 64 0
Covington "2-2 Shadybend" 0 20 39 0
Covington "3-1 Opp" 0 54 76 0
Covington "3-2 Opp" 0 149 157 0
Covington "3-3 Opp" 0 171 223 0
Covington "3-4 Opp" 0 190 231 0
Covington "3-5 Opp" 0 168 214 0
Covington "3-6 Opp" 0 170 221 0
Covington "4-1 Rose Hill" 0 44 61 0
Covington "4-2 Rodger's Voting House" 0 15 20 0
Covington "5-1 Marvin Odomo Voting House" 0 49 19 0
Covington "6-1 Leango" 0 79 54 0
Covington "7-1 McAdams Store" 0 41 51 0
Covington "7-2 Goolsby's Place" 0 27 34 0
Covington "8-1 Babbie" 0 91 78 0
Covington "8-2 Cedar Grove" 0 56 86 0
Covington "9-1 Florala" 0 93 55 0
Covington "9-2 Florala" 0 103 56 0
Covington "9-3 Florala" 0 88 64 0
Covington "9-4 Florala" 0 100 71 0
Covington "10-1 Wing" 0 56 115 0
Covington "10-2 Catoe's Store" 0 26 63 0
Covington "11-1 Pigeons Creek" 0 118 97 0
Covington "11-2 Brooks" 0 30 38 0
Covington "12-1 Red Level" 0 73 112 0
Covington "12-2 Red Level" 0 89 87 0
Covington "13-1 Blue Springs" 0 109 102 0
Covington "14-1 Valley Grove" 0 57 70 0
Covington "14-2 Friendship" 0 32 49 0
Covington "15-1 Gantt" 0 113 99 0
Covington "15-2 Gantt" 0 118 110 0
Covington "16-1 Straughm" 0 101 172 0
Covington "16-2 Heath" 0 123 172 0
Covington "17-1 Wiggins Store" 0 40 28 0
Covington "18-1 River Falls" 0 175 126 0
Covington "19-1 Carter School" 0 40 14 0
Covington "19-2 Stanley School" 0 55 77 0
Covington "20-1 Sanford" 0 90 125 0
Covington "20-2 Harmony" 0 45 48 0
Covington "20-3 Oakey Ridge" 0 40 57 0
Covington "21-1 Carolina" 0 136 200 0
Covington "22-1 Bole's Mill" 0 48 61 0
Covington "23-1 Beulah" 0 72 65 0
Covington "24-1 Lockhart" 0 69 32 0
Covington "24-2 Lockhart" 0 85 34 0
Covington "Absentee Votes" 0 129 204 0
Crenshaw "0010 Panola Community Center" 0 92 95 1
Crenshaw "0020 Danielville School House" 0 103 105 0
Crenshaw "0030 Petrey Community Center" 0 312 61 0
Crenshaw "0050 Honoraville School" 0 122 177 0
Crenshaw "0070 Patsburg Depot Building" 0 57 57 0
Crenshaw "0080 Rutledge Community Center" 0 153 145 0
Crenshaw "0100 Vidette Community Center" 0 38 70 0
Crenshaw "0110 Bushs Grocery - Brantley" 0 71 63 0
Crenshaw "0120 Brantley Community Center" 0 271 212 0
Crenshaw "0140 Glenwood City Hall" 0 109 117 0
Crenshaw "0150 Weeds Store Brantley" 0 62 97 0
Crenshaw "0160 Pleasant Home School - Rutledge" 0 68 29 0
Crenshaw "0170 To -New Fire Department" 0 194 193 0
Crenshaw "0190 County Courthouse" 0 280 446 2
Crenshaw "0220 Dozier City Hall" 0 93 34 0
Crenshaw "0230 Harbin Farm-Luverne" 0 300 55 0
Crenshaw "0250 Lillers Store - Brantley" 0 91 82 0
Crenshaw "0260 Chapel Hill Community Center" 0 54 78 0
Crenshaw "9001 Absentee Voters" 0 48 39 0
Cullman "0110 Cullman Civic Center" 0 256 211 1
Cullman "0120 Cullman Civic Center" 0 525 467 5
Cullman "0130 Cullman Civic Center" 0 429 345 4
Cullman "0140 Cullman County Office Bldg." 0 413 417 2
Cullman "0150 Cullman City Hall" 0 261 214 1
Cullman "0160 Cullman Courthouse Basement" 0 266 175 0
Cullman "0170 Cullman County Office Bldg." 0 504 386 7
Cullman "0210 Good Hope Town Hall" 0 388 342 3
Cullman "0220 Dodge City Fire Dept." 0 211 216 1
Cullman "0310 Hanceville City Hall" 0 530 419 0
Cullman "0320 Steppville Fire Station" 0 281 197 5
Cullman "0400 Garden City Town Hall" 0 136 158 2
Cullman "0500 Stouts Mountain Church" 0 64 43 0
Cullman "0610 Moody Town Union Hill Ch." 0 57 30 0
Cullman "0620 Colony Town Hall" 0 197 24 0
Cullman "0700 Arkadelphia Community Ctr." 0 83 95 0
Cullman "0800 Antioch Community Center" 0 71 75 0
Cullman "0900 Cold Springs Fire Dept." 0 160 163 0
Cullman "1000 Bremen Community Center" 0 203 230 3
Cullman "1110 Trimble Fire Station" 0 153 181 0
Cullman "1120 Valley Grove Comm. Center" 0 235 237 1
Cullman "1200 Crane Hill Fire Department" 0 333 312 0
Cullman "1300 Bethsadia Fire Department" 0 118 157 0
Cullman "1410 Logan Fire Department" 0 107 105 1
Cullman "1420 Bethel Community Center" 0 125 120 1
Cullman "1510 Jones Chapel Fire Dept." 0 339 324 2
Cullman "1600 Battleground Fire Dept." 0 216 138 1
Cullman "1710 West Point Comm. Center" 0 361 387 0
Cullman "1720 Friendship Methodist Church" 0 305 328 1
Cullman "1810 Vinemont Providence Fire Dept." 0 514 391 0
Cullman "1820 Providence Fire Department" 0 257 268 1
Cullman "1900 Gold Ridge Comm. Center" 0 280 306 1
Cullman "2010 Baileytown Town Hall" 0 311 261 2
Cullman "2020 Brooklyn Comm. Center" 0 138 133 1
Cullman "2110 Joppa Volunteer Fire Dept." 0 163 124 1
Cullman "2120 New Canaan FMX Bldg." 0 139 142 0
Cullman "2210 Holly Pond Town Hall" 0 431 492 4
Cullman "2300 Berlin Comm. Center" 0 251 226 0
Cullman "2400 Walter Community Center" 0 185 188 1
Cullman "2500 Welti School" 0 156 125 0
Cullman "2600 Brushy Pond Comm. Center" 0 117 142 1
Cullman "2700 White City Comm. Center" 0 264 291 3
Cullman "2810 Fairview Fire Dept." 0 251 195 0
Cullman "2820 Fairview Town Hall" 0 180 171 0
Cullman "2910 Grandview Comm. Center" 0 114 110 2
Cullman "3010 Kelley Comm. Center" 0 304 285 1
Cullman "3100 Center Hill Community Center" 0 96 78 0
Cullman "3200 Simcoe Comm. Center" 0 187 172 1
Cullman "3300 Baldwin Comm. Center" 0 154 160 0
Cullman "3400 Cullman County Health Dept." 0 165 155 1
Cullman "3510 East Point Comm. Center" 0 167 170 1
Cullman "3600 Bolte-White Grove Church" 0 182 137 0
Cullman "9001 Absentee Votes" 0 351 272 2
Dale "0010 Ozark Center 1 #1" 0 0 0 0
Dale "0011 Ozark Center 2 #2" 0 844 569 5
Dale "0050 Ozark Center 2" 0 458 317 1
Dale "0090 Ozark Center 3 #1" 0 0 0 0
Dale "0091 Ozark Center 3 #2" 0 945 672 4
Dale "0135 Clathatchee-Comm. House" 0 130 143 0
Dale "0140 Daleville City Hall 1" 0 0 0 0
Dale "0141 Daleville City Hall 2" 0 723 446 1
Dale "0150 Newton City Hall" 0 284 313 1
Dale "0160 Arguta Voting House" 0 51 39 0
Dale "0165 Pinckard City Hall" 0 231 308 1
Dale "0170 Rocky Head Comm. House" 0 133 177 0
Dale "0180 Rocky Head Ft. Rucker" 0 15 17 0
Dale "0185 Midland City-V Hall" 0 295 197 0
Dale "0190 Grimes Comm. Center" 0 180 153 0
Dale "0195 Sylvan Grove Voting Hall" 0 72 96 0
Dale "0200 Echo Voting Hall" 0 158 298 0
Dale "0215 Clopton Voting Hall" 0 35 35 0
Dale "0220 Skipperville Voting Hall" 0 169 186 1
Dale "0225 Ariton City Hall" 0 256 235 1
Dale "0230 Bertha Voting Hall" 0 95 106 0
Dale "0235 Ewell Voting Hall" 0 304 254 0
Dale "0265 Marley Hill Forestry" 0 304 351 0
Dale "0280 Level Plains Comm. Center" 0 443 357 0
Dale "9001 Absentee Votes" 0 147 128 2
Dale "Calculated Votes" 0 6272 5397 17
Dallas "0010 Plantersville Fire Department" 0 149 109 0
Dallas "0020 Summerfield Voting Center" 0 206 184 0
Dallas "0040 Woodlawn Valley Gr. Comm. Center" 0 487 534 2
Dallas "0060 Orrville High School" 0 572 189 0
Dallas "0070 Beliot Community Center" 0 112 8 0
Dallas "0080 Tipton" 0 1212 117 1
Dallas "0090 Selmont Water Works" 0 153 81 0
Dallas "0100 Tyler Community Center" 0 94 128 1
Dallas "0110 Pleasant Hill Good Hope Church" 0 38 46 0
Dallas "0120 Burnsville Mt. Zion Church" 0 353 155 0
Dallas "0130 Union Armory" 0 439 475 1
Dallas "0140 Union Dallas Air/Con." 0 212 333 2
Dallas "0150 Safford Community Center" 0 126 53 0
Dallas "0160 Marion JCT. Blackbelt Exper. St." 0 166 76 0
Dallas "0170 Sardis Shiloh Middle School" 0 328 119 0
Dallas "0190 Browns New Friendship Church" 0 40 21 0
Dallas "0200 Minter Boys and Girls Ranch" 0 216 62 0
Dallas "0210 Courthouse" 0 143 124 0
Dallas "0220 Eastend Fire Station" 0 536 15 0
Dallas "0230 Carver Neighborhood Center" 0 346 17 0
Dallas "0240 Selma Mall" 0 254 44 0
Dallas "0260 Woodrow Ave. Fire Station" 0 622 251 1
Dallas "0270 Rangedale Center" 0 578 19 1
Dallas "0280 Northern Hts. Pres. Church" 0 739 26 0
Dallas "0290 Broad Street Fire Station" 0 345 11 0
Dallas "0300 Memorial Stadium" 0 169 451 2
Dallas "0310 Armory" 0 234 469 2
Dallas "0320 Cahaba Road Fire Station" 0 495 320 1
Dallas "0330 Byrd School" 0 632 246 3
Dallas "0345 Queen of Peace School" 0 171 126 0
Dallas "9001 Absentee Votes" 0 256 153 1
Dallas "9002 Challenged Absentee Votes" 0 130 3 0
DeKalb "1-1 Mt. Vernon Church" 0 98 78 0
DeKalb "2-1 Dog Town Fire Department" 0 154 137 1
DeKalb "3-1 Gravel Hill Church\Colbran" 0 15 28 0
DeKalb "4-1 Prov. Hill Church/Hendrixville" 0 40 48 0
DeKalb "5-1 Copeland Bridge Church" 0 36 26 0
DeKalb "6-1 Town Hall\Collinsvile" 0 165 92 0
DeKalb "6-2 Meth. Church\Collinsville" 0 79 61 0
DeKalb "7-1 Baptist Church\Lebanon" 0 65 36 0
DeKalb "8-1 Comm. Center Pineridge" 0 53 81 0
DeKalb "9-1A Courthouse Lobby" 0 94 89 0
DeKalb "9-1B Courthouse lobby" 0 96 84 1
DeKalb "9-1C Courthouse Lobby" 0 93 101 0
DeKalb "9-2A Senior Citizen Center" 0 49 44 0
DeKalb "9-2B Senior Citizen Center" 0 54 47 0
DeKalb "9-3A Fire Hall #2" 0 114 62 0
DeKalb "9-3B Fire Hall #2" 0 107 90 0
DeKalb "9-4A Saddle Club\Wills Valley" 0 77 77 0
DeKalb "9-5A Log Cabin Antiques" 0 100 94 0
DeKalb "9-6A Rec Center Lobby" 0 115 77 0
DeKalb "9-6B Rec Center Lobby" 0 108 55 0
DeKalb "9-7A VFW Hall Ft. Payne" 0 115 110 0
DeKalb "9-7B VFW Hall Ft. Payne" 0 146 100 0
DeKalb "9-8A Forrest Avenue\School Library" 0 118 109 1
DeKalb "9-9A Garrett Carpet\Five Points" 0 113 121 0
DeKalb "10-1 Fort Payne Armory" 0 196 208 0
DeKalb "11-1 Town Hall\Valley Head" 0 228 93 0
DeKalb "11-2 Armory\Hammondville" 0 109 91 0
DeKalb "12-1 Lee's Chapel" 0 17 18 0
DeKalb "13-1 Sulpher Springs\Community Center" 0 51 30 0
DeKalb "14-1 Cartersville F.D." 0 141 186 0
DeKalb "14-2 Paynes Chapel" 0 65 151 0
DeKalb "15-1 Mount Olive Advent" 0 99 135 0
DeKalb "15-2A Town Hall Sylvania" 0 129 147 0
DeKalb "15-2B Town Hall\Sylvania" 0 150 127 0
DeKalb "15-3A Ruritan Bldg." 0 140 181 0
DeKalb "15-3B Ruritan Bldg." 0 138 163 0
DeKalb "16-1 Blake community center" 0 112 157 1
DeKalb "16-2 R'Ville Burnt Ch." 0 38 34 0
DeKalb "16-3A Civic Center\Rainsville" 0 178 204 0
DeKalb "16-3B Civic Center\Rainsville" 0 168 185 0
DeKalb "16-3C Civic Center" 0 161 186 0
DeKalb "16-3D Civic Center" 0 200 215 0
DeKalb "16-4A Town Hall Powell" 0 183 135 0
DeKalb "17-1 Tenbroeck Comm. Center" 0 117 110 0
DeKalb "17-2 Clubhouse\Grove Oak" 0 67 57 0
DeKalb "17-3 Old School" 0 39 35 0
DeKalb "17-4 School Lobby\Grove Oak" 0 63 43 0
DeKalb "18-1 Town Hall\Crossville" 0 209 177 0
DeKalb "18-2 Kilpatrick Church" 0 126 109 0
DeKalb "18-3 Aroney Chevron St." 0 166 138 0
DeKalb "18-4 Community House\Rodentown" 0 138 96 0
DeKalb "18-5 Crossville School" 0 79 123 0
DeKalb "18-6 Lathemville Meth. Church" 0 43 31 0
DeKalb "19-1 Pea Ridge Church" 0 56 55 0
DeKalb "19-2A Town Hall Ider" 0 178 184 0
DeKalb "19-2B Town Hall Ider" 0 136 181 0
DeKalb "19-3A Mt. Home Church" 0 63 97 0
DeKalb "20-1 Adamsburg VFD" 0 71 84 0
DeKalb "20-2 F H #3 E Highland" 0 127 148 0
DeKalb "21-1 Town Hall Mentone" 0 221 179 0
DeKalb "22-1 Clubhouse P'Ville" 0 30 16 0
DeKalb "23-1 Fairveiw Comm. Center" 0 87 69 0
DeKalb "23-2 McKestes Comm. Center" 0 76 80 0
DeKalb "24-1 Whilton Old School" 0 78 40 0
DeKalb "24-2 Painter Comm. Center" 0 155 134 0
DeKalb "24-3 Harmony Masonic LDG." 0 59 37 0
DeKalb "25-1 Antioch Barrys BBQ" 0 69 71 0
DeKalb "25-2A Fyffe Town Hall" 0 278 189 0
DeKalb "25-2B Shiloh Town Hall" 0 101 56 0
DeKalb "25-3A Fyffe City Hall" 0 20 48 0
DeKalb "26-1 Pleasant Hill\Comm. Center" 0 131 122 0
DeKalb "26-2 Guest McKestes" 0 67 35 0
DeKalb "27-1 A to Z Ctr. Gr'Dine" 0 82 83 0
DeKalb "27-2 Geraldine Town Hall" 0 211 201 0
DeKalb "27-3 Oak Hill Meth. Church" 0 56 47 0
DeKalb "28-1 Fischer Crossroads" 0 150 112 0
DeKalb "29-1 Loveless McNutt Church" 0 19 13 0
DeKalb "30-1 Skirum Comm. Center" 0 131 50 0
DeKalb "Absentee Votes" 0 792 413 0
Elmore "0010 Tallassee Recreation Center #1" 0 0 0 0
Elmore "0011 Tallassee Recreation Center #2" 0 511 666 5
Elmore "0020 Southside School Tallassee" 0 192 15 1
Elmore "0040 Friendship Fire Dept." 0 156 179 2
Elmore "0080 Asbury Kent Comm. Center" 0 172 252 1
Elmore "0100 Kowaliga Fire Dept." 0 178 288 1
Elmore "0110 Redhill Voting House" 0 156 223 2
Elmore "0120 Eclectic Fire Station" 0 327 329 2
Elmore "0140 Seman Comm. Center" 0 200 269 0
Elmore "0160 Santuck Comm. Center" 0 308 297 3
Elmore "0210 Wallsboro Fire Dept." 0 313 338 0
Elmore "0240 Weoka Voting House" 0 82 151 0
Elmore "0245 Buyck Fire Department" 0 210 358 1
Elmore "0280 Titus Community Center" 0 112 164 4
Elmore "0290 Lightwood Fire Station" 0 180 279 1
Elmore "0300 Holtville Fire Station" 0 364 626 0
Elmore "0325 Deatsville Masonic Lodge" 0 73 142 1
Elmore "0350 Crenshaw Park" 0 267 51 1
Elmore "0370 Fitzpatrick Comm. House" 0 279 333 1
Elmore "0390 Coosada City Hall" 0 313 291 2
Elmore "0445 Victory Baptist School #1" 0 456 726 7
Elmore "0446 Victory Baptist School #2" 0 434 662 5
Elmore "0480 Millbrook Memorial Park #1" 0 436 186 0
Elmore "0481 Millbrook Memorial Park #2" 0 427 533 2
Elmore "0520 Fain Park Wetumpka" 0 485 411 1
Elmore "0530 Wetumpka Armory #1" 0 239 362 1
Elmore "0531 Wetumpka Armory #2" 0 356 493 2
Elmore "0580 Pleasant Hill Comm. Center" 0 179 368 2
Elmore "0590 Blue Ridge Voting House" 0 249 437 4
Elmore "0610 Redland Fire Station #1" 0 280 396 1
Elmore "0611 Redland Fire Station #2" 0 291 359 2
Elmore "0620 Rock Springs" 0 102 181 1
Elmore "9001 Absentee Votes" 0 158 218 2
Escambia "0010 Dixie Volunteer Fire Dept." 0 19 8 0
Escambia "0020 Bethel Roberts Voting House" 0 27 29 0
Escambia "0040 East Brewton Neal School" 0 232 183 0
Escambia "0050 Brewton Courthouse" 0 132 54 0
Escambia "0060 East Brewton City Hall" 0 178 141 0
Escambia "0080 Riverview Town Hall" 0 92 91 0
Escambia "0090 Pollard Town Hall" 0 96 58 0
Escambia "0100 Alco J.D. JC Museum" 0 232 148 2
Escambia "0120 Brewton Elementary School #1" 0 490 324 3
Escambia "0121 Brewton Elementary School #2" 0 352 317 2
Escambia "0130 McCall School" 0 179 242 1
Escambia "0140 Flomaton City Hall" 0 117 111 1
Escambia "0150 Flomaton Community House" 0 175 228 1
Escambia "0160 Little Escambia Voting House" 0 68 55 0
Escambia "0170 Pineview Voting House" 0 61 37 0
Escambia "0190 Barnetts Cross Roads" 0 24 48 1
Escambia "0200 Huxford Masonic Lodge" 0 36 47 0
Escambia "0220 Butler Street Blacks Mill" 0 30 23 0
Escambia "0260 McCullogh VFD" 0 91 63 1
Escambia "0310 Canoe Civic Club Bldg." 0 94 121 0
Escambia "0370 Atmore Rachel Patterson Sch." 0 159 268 1
Escambia "0401 Atmore City Hall #1" 0 424 29 0
Escambia "0402 Atmore City Hall #2" 0 240 23 1
Escambia "0425 Little Rock Allens Store" 0 31 22 0
Escambia "0450 Atmore County Road Dept." 0 305 196 0
Escambia "0490 Atmore Staff Chevrolet #1" 0 224 300 3
Escambia "0491 Atmore Staff Chevrolet #2" 0 115 194 0
Escambia "0500 Nokomis Voting House" 0 46 41 0
Escambia "0520 Bradley VOL. Fire Dept." 0 18 36 0
Escambia "0530 Damascus Boykin School" 0 127 59 0
Escambia "0550 Kirkland North Brewton School" 0 164 156 0
Escambia "0570 Appleton VOL. Fire Dept." 0 94 111 0
Escambia "0620 Rock Hill Ridge Rd. Fire Dept." 0 79 44 0
Escambia "0640 Wallace Methodist Church" 0 60 30 0
Escambia "9001 Absentee Votes" 0 51 73 0
Etowah "0010 Noccalula Kiwanis PVLN #1" 0 609 542 2
Etowah "0011 Noccalula Kiwanis PVLN #2" 0 356 336 0
Etowah "0030 Elliott Community Center #1" 0 408 169 1
Etowah "0031 Elliott Community Center #2" 0 412 166 0
Etowah "0070 Carver Community Center #1" 0 361 12 0
Etowah "0071 Carver Community Center #2" 0 637 10 1
Etowah "0080 North Gadsden Baptist Church" 0 66 32 0
Etowah "0100 North Gadsden Rec. Center" 0 529 241 3
Etowah "0115 12th Street Baptist Church" 0 190 50 0
Etowah "0140 Walnut Park Rec. Center" 0 532 193 1
Etowah "0180 Gadsden Convention Hall #1" 0 242 174 1
Etowah "0181 Gadsden Convention Hall #2" 0 395 218 2
Etowah "0182 Gadsden Convention Hall #3" 0 234 118 2
Etowah "0200 Jessie Dean Smith Rec. Center" 0 255 136 1
Etowah "0210 Alabama Tech College" 0 407 200 1
Etowah "0230 Meadow Brook Baptist Church" 0 593 837 1
Etowah "0240 College Heights Baptist Church" 0 844 197 1
Etowah "0270 Corey School New Gym." 0 625 94 0
Etowah "0290 East Gadsden Rec. Center" 0 433 192 0
Etowah "0310 Southside City Hall #1" 0 336 298 0
Etowah "0311 Southside City Hall #2" 0 487 424 0
Etowah "0312 Southside City Hall #3" 0 542 527 1
Etowah "0320 Tillison Bend Water Authority" 0 270 197 2
Etowah "0330 George Wallace Senior Cntr. #1" 0 685 500 3
Etowah "0331 George Wallace Senior Cntr. #2" 0 502 329 0
Etowah "0340 Hokes Bluff Community Center #1" 0 527 337 3
Etowah "0341 Hokes Bluff Community Center #2" 0 573 414 2
Etowah "0350 Liberty Methodist Church" 0 111 75 0
Etowah "0360 Yougs Chapel Church" 0 202 119 0
Etowah "0370 Union #3 Baptist Church" 0 106 73 0
Etowah "0380 Union Hill Methodist Church" 0 218 214 1
Etowah "0390 Coates Bend Fire Department" 0 257 141 3
Etowah "0400 Gaston High School" 0 116 104 0
Etowah "0410 Black Creek Volunteer Fire" 0 101 73 0
Etowah "0420 Highland School" 0 470 305 0
Etowah "0430 Reece City Town Hall" 0 142 137 0
Etowah "0440 Duck Springs School" 0 113 81 0
Etowah "0450 Keener Community Center" 0 63 34 0
Etowah "0460 Cave Springs Community House" 0 108 85 0
Etowah "0470 Attalla Fire Department" 0 269 50 0
Etowah "0496 Attalla City Hall" 0 222 55 0
Etowah "0510 Etowah Middle School" 0 280 194 0
Etowah "0516 Attalla Fire Department #3" 0 292 162 2
Etowah "0545 Carnes Rec Center" 0 415 320 0
Etowah "0560 Mountainboro City Hall" 0 294 265 0
Etowah "0570 Sardis City Hall" 0 236 241 0
Etowah "0580 District #3 Maintenance Shop" 0 225 232 0
Etowah "0590 New Union Community Center" 0 217 210 0
Etowah "0610 Aurora Baptist Church" 0 105 63 1
Etowah "0620 Egypt Volunteer Fire" 0 104 76 2
Etowah "0630 Morton Chapel Church" 0 185 158 2
Etowah "0640 Walnut Grove Fire Department" 0 182 139 0
Etowah "0650 Altoona Rec Center" 0 181 119 0
Etowah "0660 West Etowah Volunteer Fire" 0 70 70 0
Etowah "0670 Gallant Community Center" 0 76 166 0
Etowah "0680 Clear Creek Methodist Church" 0 53 55 0
Etowah "0690 Rainbow City Community Center #1" 0 174 179 0
Etowah "0691 Rainbow City Community Center #2" 0 522 452 2
Etowah "0692 Rainbow City Community Center #3" 0 648 578 3
Etowah "0710 Whorton Bend Fire Station" 0 242 308 3
Etowah "0720 Riddles Bend Baptist Church" 0 223 141 2
Etowah "0730 Ivalee Volunteer Fire" 0 174 168 2
Etowah "0750 Ridgeville Town Hall" 0 81 19 0
Etowah "9001 Absentee Votes" 0 420 296 0
Fayette "01/01 Fayette Civic Center" 0 755 694 10
Fayette "01/02 Fayette Youth Center" 0 559 414 0
Fayette "01/03 Town Covin" 0 126 61 0
Fayette "02/01 Ridge Concord Church" 0 68 65 0
Fayette "03/01 North River - Studdards Crossroads" 0 18 22 0
Fayette "03/02 North River - Pleasant Grove Church" 0 59 41 0
Fayette "04/01 Stough Voting Center" 0 144 134 0
Fayette "05/01 Russell - Bobo School" 0 250 147 2
Fayette "06/01 Cole-Killingsworth Church" 0 57 64 0
Fayette "06/02 Cole-New River Church" 0 79 39 0
Fayette "07/01 Hico- Newtonville" 0 110 56 0
Fayette "08/01 Collins - Mt. Vernon" 0 100 135 0
Fayette "09/01 Berry-National Guard Armory" 0 344 242 1
Fayette "10/01 Lee-Belk Community Center" 0 101 85 0
Fayette "10/02 Lee-Oak Ridge" 0 51 31 0
Fayette "11/01 Browns-Glen Allen" 0 136 45 0
Fayette "11/02 Browns-Whites Chapel" 0 158 69 0
Fayette "12/01 Webster-Wayside" 0 64 55 1
Fayette "13/01 Boley Springs Church" 0 121 83 0
Fayette "14/01 Gilpen-Lawrence Mill" 0 128 151 1
Fayette "15/01 Clear Creek - Philadelphi Church" 0 107 63 0
Fayette "16/01 Thompson-Kirkland School" 0 72 77 2
Fayette "17/01 Stonewall-Cannan School" 0 150 46 0
Fayette "18/01 Bylor-Bankston" 0 186 143 1
Fayette "19/01 Fords-Bruce Turner Store" 0 49 56 0
Fayette "20/01 Georges Creek-Pea Ridge" 0 78 67 0
Fayette "22/01 Sugar-Creek-Experiment Station" 0 33 43 0
Fayette "Absentee Votes" 0 89 78 0
Franklin "0010 Union" 0 121 156 0
Franklin "0020 Russellville H.S." 0 394 345 0
Franklin "0030 College Ave. Elem. School" 0 309 172 0
Franklin "0040 Courthouse" 0 238 139 1
Franklin "0050 Chuckie Mullins Center" 0 270 53 0
Franklin "0060 Russellville Elementary WHS" 0 375 231 0
Franklin "0070 Frankfort" 0 58 46 0
Franklin "0080 Pleasant Site" 0 45 55 1
Franklin "0100 Red Bay" 0 561 458 1
Franklin "0120 Vina" 0 105 136 1
Franklin "0130 Belgreen" 0 224 158 1
Franklin "0150 Hodges" 0 93 83 0
Franklin "0160 Phil Campbell" 0 447 280 1
Franklin "0170 Rockwood" 0 192 106 0
Franklin "0190 Mt. Star Hills" 0 123 88 1
Franklin "0210 St. Cross Road" 0 78 83 0
Franklin "0220 Tharptown" 0 126 142 1
Franklin "0230 Halltown" 0 134 155 0
Franklin "0260 Lawlers" 0 165 134 0
Franklin "0280 Waco" 0 131 60 0
Franklin "0310 Jonesboro" 0 129 115 0
Franklin "0320 Spruce Pine" 0 190 171 1
Franklin "0340 Trapptown E. Frkln. J.H." 0 212 217 0
Franklin "0370 Newburg" 0 85 40 0
Franklin "9001 Absentee Votes" 0 306 97 0
Geneva "0010 Malvern" 0 195 275 0
Geneva "0020 Hughes Voting House" 0 69 104 0
Geneva "0030 Fadette Voting house" 0 132 229 1
Geneva "0050 Slocomb Community Room" 0 530 394 1
Geneva "0060 Tate School" 0 65 70 0
Geneva "0080 Dundee Voting House" 0 84 136 0
Geneva "0090 Hurricane Voting House" 0 33 39 0
Geneva "0100 Sardis Voting House" 0 35 50 0
Geneva "0110 Hartford National Guard Armory" 0 428 402 1
Geneva "0120 St. Paul Voting House" 0 55 65 1
