COUNTY AREA TOTAL DEM REP LIB
COUNTY AREA TOTAL Biden Trump Jorgensen
Stillwater "FISHTAIL PRECINCT 11" 0 63 125 1
Stillwater "MOLT PRECINCT 7" 0 7 64 0
Stillwater "NYE PRECINCT 10" 0 48 91 6
Stillwater "PARK CITY PRECINCT 2" 0 271 1054 24
Stillwater "RAPELJE PRECINCT 9" 0 23 150 5
Stillwater "REED POINT PRECINCT 4" 0 46 182 4
"Sweet Grass" "PRECINCT 1" 0 124 379 22
"Sweet Grass" "PRECINCT 2" 0 130 317 13
"Sweet Grass" "PRECINCT 3" 0 118 401 5
"Sweet Grass" "PRECINCT 4" 0 140 460 13
"Sweet Grass" "PRECINCT 5" 0 37 283 4
Teton "PRECINCT #1" 0 483 1115 33
Teton "PRECINCT #11" 0 36 140 3
Teton "PRECINCT #17" 0 113 231 7
Teton "PRECINCT #6" 0 99 262 4
Teton "PRECINCT #7" 0 276 860 17
Toole DEVON-GALATA 0 28 98 5
Toole KEVIN 0 17 121 3
Toole "SHELBY CITY" 0 301 912 35
Toole "SHELBY RURAL" 0 30 132 2
Toole SUNBURST 0 91 333 11
Treasure "Precinct 1" 0 78 373 9
Valley "31 FTP FRZ" 0 298 562 19
Valley "33 GLS HIN" 0 433 1277 52
Valley "34 LUS OPH NAS GNE" 0 299 1296 25
Wheatland "PRECINCT 1" 0 15 70 1
Wheatland "PRECINCT 2" 0 110 320 10
Wheatland "PRECINCT 3" 0 15 99 0
Wheatland "PRECINCT 4" 0 29 106 3
Wheatland "PRECINCT 9" 0 56 228 6
Wibaux "PRECINCT #1" 0 77 516 5
Yellowstone 39.1 0 23 160 3
Yellowstone 39.200000000000003 0 373 1505 34
Yellowstone 40-45 0 284 843 22
Yellowstone 40.1 0 366 1713 51
Yellowstone 40.299999999999997 0 79 340 7
Yellowstone 40.4 0 69 264 5
Yellowstone 40.5 0 31 202 3
Yellowstone 42.1 0 33 91 2
Yellowstone 42.2 0 65 211 7
Yellowstone 43.1 0 141 486 10
Yellowstone 43.2 0 226 656 25
Yellowstone 43.3 0 1364 2394 124
Yellowstone 44.1 0 359 697 31
Yellowstone 44.2 0 881 1445 73
Yellowstone 44.3 0 675 1050 53
Yellowstone 45.2 0 1769 3229 118
Yellowstone 46.1 0 79 212 11
Yellowstone 46.2 0 2566 3458 140
Yellowstone 47.1 0 937 690 52
Yellowstone 47.2 0 1495 1325 75
Yellowstone 48.1 0 1541 1257 96
Yellowstone 48.2 0 1073 1239 57
Yellowstone 49.1 0 1031 667 84
Yellowstone 49.2 0 1035 1039 79
Yellowstone 50.1 0 994 961 88
Yellowstone 50.2 0 962 1249 81
Yellowstone 51.1 0 587 778 55
Yellowstone 51.2 0 754 846 50
Yellowstone 51.3 0 824 1157 66
Yellowstone 52.1 0 787 1061 77
Yellowstone 52.2 0 956 1363 78
Yellowstone 53.1 0 2078 4275 134
Yellowstone 53.2 0 407 1422 68
Yellowstone 53.3 0 273 963 40
Yellowstone 54.1 0 2192 3517 138
Yellowstone 54.2 0 271 729 26
Yellowstone 55.1 0 139 440 14
Yellowstone 55.2 0 29 91 2
Yellowstone 55.3 0 278 976 33
Yellowstone 55.4 0 472 862 62
Yellowstone 55.5 0 647 1243 45
Yellowstone 56.1 0 95 298 5
Yellowstone 56.2 0 1141 2680 130
Yellowstone 56.3 0 298 688 16
