COUNTY AREA TOTAL DEM REP LIB
Bexar 0291009 0 495 281 9
Bexar 0291010 0 262 51 0
Bexar 0291011 0 141 48 0
Bexar 0291012 0 591 251 7
Bexar 0291013 0 807 139 7
Bexar 0291014 0 390 69 4
Bexar 0291015 0 381 89 3
Bexar 0291016 0 364 69 2
Bexar 0291017 0 54 30 0
Bexar 0291018 0 674 166 8
Bexar 0291019 0 245 61 5
Bexar 0291020 0 748 219 10
Bexar 0291021 0 523 133 7
Bexar 0291022 0 296 78 1
Bexar 0291023 0 736 120 7
Bexar 0291024 0 965 482 15
Bexar 0291025 0 154 24 1
Bexar 0291026 0 382 76 3
Bexar 0291027 0 72 45 1
Bexar 0291028 0 290 90 5
Bexar 0291029 0 611 138 6
Bexar 0291030 0 9 8 0
Bexar 0291031 0 445 92 2
Bexar 0291032 0 695 115 9
Bexar 0291033 0 471 210 7
Bexar 0291034 0 948 745 14
Bexar 0291035 0 106 104 3
Bexar 0291036 0 937 556 17
Bexar 0291037 0 667 238 10
Bexar 0291038 0 865 380 16
Bexar 0291039 0 679 162 6
Bexar 0291040 0 792 174 11
Bexar 0291041 0 590 127 5
Bexar 0291042 0 350 84 3
Bexar 0291043 0 409 194 6
Bexar 0291044 0 707 184 7
Bexar 0291045 0 1048 257 5
Bexar 0291046 0 678 147 6
Bexar 0291047 0 495 130 9
Bexar 0291048 0 666 187 7
Bexar 0291049 0 723 224 8
Bexar 0291050 0 428 172 1
Bexar 0291051 0 545 276 1
Bexar 0291052 0 561 224 6
Bexar 0291053 0 67 23 2
Bexar 0291054 0 720 230 9
Bexar 0291055 0 701 348 12
Bexar 0291056 0 794 359 21
Bexar 0291057 0 472 403 10
Bexar 0291058 0 541 464 5
Bexar 0291059 0 89 49 1
Bexar 0291060 0 837 196 3
Bexar 0291061 0 695 164 11
Bexar 0291062 0 29 33 0
Bexar 0291063 0 384 363 7
Bexar 0291064a 0 273 231 5
Bexar 0291064b 0 0 0 0
Bexar 0291065 0 537 409 9
Bexar 0291066 0 191 97 2
Bexar 0291067 0 582 743 11
Bexar 0291068 0 322 208 6
Bexar 0291069 0 161 142 2
Bexar 0291070 0 290 137 2
Bexar 0291071 0 582 285 11
Bexar 0291072 0 640 212 11
Bexar 0291073a 0 914 610 13
Bexar 0291073b 0 118 79 3
Bexar 0291074 0 4 4 1
Bexar 0291075 0 553 164 7
Bexar 0291076 0 844 414 12
Bexar 0291077 0 553 128 2
Bexar 0291078 0 178 23 2
Bexar 0291079 0 789 360 10
Bexar 0291080a 0 1323 389 9
Bexar 0291080b 0 14 4 0
Bexar 0291081 0 301 567 9
Bexar 0291082 0 1336 607 30
Bexar 0291083 0 947 547 17
Bexar 0291084 0 520 221 7
Bexar 0291085 0 469 160 6
Bexar 0291086 0 765 317 5
Bexar 0291087 0 425 158 4
Bexar 0291088 0 270 67 3
Bexar 0291089 0 394 271 3
Bexar 0291090 0 0 0 0
Bexar 0291091 0 713 240 13
Bexar 0291092 0 257 64 0
Bexar 0291093 0 283 164 3
Bexar 0291094 0 555 213 5
Bexar 0291095 0 49 34 2
Bexar 0291096 0 7 2 0
Bexar 0291097 0 249 76 2
Bexar 0291098 0 279 50 1
Bexar 0291099 0 889 399 12
Bexar 0291100 0 882 441 6
Bexar 0291101 0 0 0 0
Bexar 0291102 0 195 228 8
Bexar 0291103 0 108 126 4
Bexar 0291104 0 1030 597 18
Bexar 0291105 0 150 81 8
Bexar 0291106 0 0 0 0
Bexar 0291107 0 665 449 12
Bexar 0291108a 0 1356 1032 36
Bexar 0291108b 0 9 7 0
Bexar 0291108c 0 27 21 1
Bexar 0291109 0 1 2 0
Bexar 0291110a 0 384 210 7
Bexar 0291110b 0 12 7 0
Bexar 0291111 0 1580 883 27
Bexar 0291112 0 1301 494 20
Bexar 0291113 0 938 462 16
Bexar 0291114 0 0 0 0
Bexar 0291115 0 52 38 2
Bexar 0291116 0 313 273 4
Bexar 0291117 0 97 54 2
Bexar 0291118 0 708 541 20
Bexar 0291119 0 37 12 0
Bexar 0291120 0 38 3 0
Bexar 0291121 0 943 636 20
Bexar 0291122a 0 1338 927 20
Bexar 0291122b 0 14 9 0
Bexar 0291122c 0 25 16 0
Bexar 0291123 0 138 111 2
Bexar 0291124 0 195 100 5
Bexar 0291125a 0 601 421 12
Bexar 0291125b 0 1 0 0
Bexar 0291125c 0 12 8 0
Bexar 0291126 0 0 0 0
Bexar 0291127 0 177 43 4
Bexar 0291128 0 372 185 8
Bexar 0291129 0 473 261 9
Bexar 0291130 0 0 0 0
Bexar 0291131 0 0 0 0
Bexar 0291132 0 2 0 0
Bexar 0291133 0 0 1 0
Bexar 0291134 0 0 0 0
Bexar 0291135 0 0 0 0
Bexar 0291136 0 85 51 2
Bexar 0291137 0 0 0 0
Bexar 0291138 0 165 55 3
Bexar 0291139 0 331 118 5
Bexar 0291140 0 370 184 10
Bexar 0291141 0 515 291 14
Bexar 0291142 0 576 224 8
Bexar 0291143 0 814 630 16
Bexar 0291144a 0 614 1042 5
Bexar 0291144b 0 38 65 0
Bexar 0291144c 0 30 52 0
Bexar 0291145 0 174 240 5
Bexar 0291146 0 36 41 1
Bexar 0291147 0 804 363 12
Bexar 0291148 0 125 56 2
Bexar 0291149 0 778 347 10
Bexar 0291150 0 1027 560 14
Bexar 0291151 0 629 425 13
Bexar 0292001 0 214 34 4
Bexar 0292002 0 379 56 2
Bexar 0292003 0 586 87 3
Bexar 0292004 0 774 130 6
Bexar 0292005 0 364 83 6
Bexar 0292006 0 5 0 0
Bexar 0292007 0 502 105 3
Bexar 0292008 0 298 60 2
Bexar 0292009 0 614 215 10
Bexar 0292010 0 436 256 14
Bexar 0292011 0 592 101 8
Bexar 0292012 0 408 68 3
Bexar 0292013 0 419 97 2
Bexar 0292014 0 409 105 4
Bexar 0292015 0 487 84 2
Bexar 0292016 0 336 39 3
Bexar 0292017 0 289 44 3
Bexar 0292018 0 439 105 2
Bexar 0292019 0 480 65 3
Bexar 0292020 0 724 88 10
Bexar 0292021 0 769 158 2
Bexar 0292022 0 427 88 6
Bexar 0292023 0 1036 232 9
Bexar 0292024 0 551 183 6
Bexar 0292025 0 883 238 11
Bexar 0292026 0 802 308 4
Bexar 0292027 0 522 206 5
Bexar 0292028 0 911 351 9
Bexar 0292029 0 353 76 3
Bexar 0292030 0 426 77 3
Bexar 0292031 0 433 67 6
Bexar 0292032 0 169 35 0
Bexar 0292033 0 172 46 1
Bexar 0292034 0 219 49 8
Bexar 0292035 0 704 172 7
Bexar 0292036 0 793 333 7
Bexar 0292037 0 467 396 6
Bexar 0292038 0 547 286 7
Bexar 0292039 0 583 117 7
Bexar 0292040 0 810 283 15
Bexar 0292041 0 962 286 5
Bexar 0292042 0 487 104 6
Bexar 0292043 0 570 118 8
Bexar 0292044 0 607 178 10
Bexar 0292045 0 966 230 9
Bexar 0292046 0 925 300 9
Bexar 0292047 0 660 239 9
Bexar 0292048 0 549 108 11
Bexar 0292049 0 909 314 6
Bexar 0292050 0 625 243 18
Bexar 0292051 0 188 73 7
Bexar 0292052 0 320 75 0
Bexar 0292053 0 422 97 1
Bexar 0292054 0 945 186 6
Bexar 0292055 0 1067 247 10
Bexar 0292056 0 462 146 8
Bexar 0292057 0 676 187 7
Bexar 0292058 0 676 223 13
Bexar 0292059 0 695 217 11
Bexar 0292060 0 487 153 6
Bexar 0292061 0 353 206 0
Bexar 0292062 0 401 191 4
Bexar 0292063a 0 212 321 5
Bexar 0292063b 0 231 353 8
Bexar 0292063c 0 8 12 0
Bexar 0292064 0 768 367 16
Bexar 0292065 0 1393 620 10
Bexar 0292066 0 1220 1005 22
Bexar 0292067 0 134 29 0
Bexar 0292068 0 1317 958 23
Bexar 0292069 0 930 426 17
Bexar 0292070 0 609 95 5
Bexar 0292071 0 195 44 1
Bexar 0292072 0 1025 614 25
Bexar 0292073 0 387 143 4
Bexar 0292074 0 239 67 2
Bexar 0292075 0 295 37 6
Bexar 0292076 0 742 543 16
Bexar 0292077 0 770 548 14
Bexar 0292078 0 769 371 8
Bexar 0292079 0 188 23 1
Bexar 0292080 0 424 163 3
Bexar 0292081 0 304 108 3
Bexar 0292082 0 486 184 8
Bexar 0292083 0 326 79 3
Bexar 0292084 0 1009 1101 18
Bexar 0292085 0 489 163 6
Bexar 0292086 0 1052 683 13
Bexar 0292087 0 558 518 6
Bexar 0292088 0 1296 657 22
Bexar 0292089 0 124 32 1
Bexar 0292090 0 597 204 9
Bexar 0292091 0 988 318 11
Bexar 0292092 0 138 84 0
Bexar 0292093 0 336 183 4
Bexar 0292094 0 61 66 0
Bexar 0292095a 0 436 626 7
Bexar 0292095b 0 155 226 1
Bexar 0292095c 0 0 0 0
Bexar 0292096 0 742 257 9
Bexar 0292097 0 821 382 14
Bexar 0292098 0 411 186 3
Bexar 0292099 0 516 378 8
Bexar 0292100 0 392 179 10
Bexar 0292101 0 386 408 11
Bexar 0292102 0 854 585 17
Bexar 0292103 0 91 12 1
Bexar 0292104 0 91 11 2
Bexar 0292105 0 184 32 0
Bexar 0292106 0 159 66 2
Bexar 0292107 0 897 491 14
Bexar 0292108 0 360 355 4
Bexar 0292109 0 3 0 0
Bexar 0292110 0 371 235 4
Bexar 0292111 0 346 168 8
Bexar 0292112 0 572 356 7
Bexar 0292113 0 24 10 0
Bexar 0292114 0 707 296 15
Bexar 0292115 0 1204 1123 16
Bexar 0292116 0 2 0 0
Bexar 0292117 0 211 36 0
Bexar 0292118 0 13 0 0
Bexar 0292119 0 117 24 2
Bexar 0292120 0 347 233 3
Bexar 0292121 0 142 86 4
Bexar 0292122 0 552 131 8
Bexar 0292123 0 547 536 8
Bexar 0292124 0 253 170 2
Bexar 0292125 0 958 648 19
Bexar 0292126 0 404 232 9
Bexar 0292127 0 844 551 24
Bexar 0292128 0 632 129 5
Bexar 0292129 0 2 1 0
Bexar 0292130 0 734 376 14
Bexar 0292131 0 131 54 4
Bexar 0292132 0 1 0 0
Bexar 0292133 0 110 74 2
Bexar 0292134 0 388 147 4
Bexar 0292135 0 218 68 4
Bexar 0292136 0 1236 866 22
Bexar 0292137 0 360 199 4
Bexar 0292138 0 324 156 6
Bexar 0292139 0 609 435 12
Bexar 0292140 0 489 204 13
Bexar 0292141 0 459 277 12
Bexar 0292142 0 187 64 0
Bexar 0292143 0 611 465 12
Bexar 0292144 0 703 334 11
Bexar 0292145 0 118 88 3
Bexar 0292146 0 27 8 0
Bexar 0292147 0 155 81 2
Bexar 0292148a 0 1211 434 16
Bexar 0292148b 0 0 0 0
Bexar 0292149 0 618 224 8
Bexar 0292150 0 3 0 0
Bexar 0292151 0 6 3 0
Bexar 0292152 0 213 47 0
Bexar 0292153 0 108 50 4
Bexar 0292154a 0 469 317 11
Bexar 0292154b 0 188 127 5
Bexar 0292154c 0 29 20 0
Bexar 0292154d 0 46 32 1
Bexar 0292155 0 0 1 0
Bexar 0292156 0 436 150 5
Bexar 0292157 0 0 0 0
Bexar 0292158 0 0 0 0
Bexar 0292159 0 62 42 0
Bexar 0292160 0 2 0 0
Bexar 0293001 0 859 1004 19
Bexar 0293002 0 701 625 16
Bexar 0293003 0 17 27 2
Bexar 0293004 0 1 0 0
Bexar 0293005 0 476 956 9
Bexar 0293006 0 364 348 7
Bexar 0293007 0 782 785 10
Bexar 0293008 0 20 42 1
Bexar 0293009 0 2 8 0
Bexar 0293010 0 186 93 4
Bexar 0293011 0 350 342 5
Bexar 0293012 0 227 451 1
Bexar 0293013 0 664 420 12
Bexar 0293014 0 176 151 2
Bexar 0293015 0 344 264 5
Bexar 0293016 0 65 65 2
Bexar 0293017a 0 450 1050 8
Bexar 0293017b 0 18 41 1
Bexar 0293018 0 606 657 18
Bexar 0293019 0 228 99 4
Bexar 0293020 0 1012 789 21
Bexar 0293021 0 571 1197 13
Bexar 0293022 0 565 517 13
Bexar 0293023 0 850 527 16
Bexar 0293024 0 0 0 0
Bexar 0293025 0 592 590 8
Bexar 0293026 0 512 562 7
Bexar 0293027 0 478 499 10
Bexar 0293028 0 558 563 9
Bexar 0293029 0 429 312 9
Bexar 0293030 0 656 840 8
Bexar 0293031 0 9 6 0
Bexar 0293032 0 758 353 13
Bexar 0293033 0 496 872 15
Bexar 0293034 0 405 1442 8
Bexar 0293035 0 273 212 3
Bexar 0293036 0 1361 675 12
Bexar 0293037 0 938 699 13
Bexar 0293038 0 415 372 5
Bexar 0293039 0 907 1473 20
Bexar 0293040 0 675 594 15
Bexar 0293041 0 177 191 4
Bexar 0293042 0 586 739 9
Bexar 0293043 0 565 1102 10
Bexar 0293044 0 487 446 9
Bexar 0293045 0 421 617 12
Bexar 0293046 0 516 473 5
Bexar 0293047 0 676 603 13
Bexar 0293048 0 600 469 9
Bexar 0293049 0 686 819 10
Bexar 0293050 0 323 382 6
Bexar 0293051 0 96 161 4
Bexar 0293052 0 1251 1415 15
Bexar 0293053 0 571 586 13
Bexar 0293054 0 595 367 15
Bexar 0293055 0 515 1310 22
Bexar 0293056 0 656 346 9
Bexar 0293057 0 188 192 0
Bexar 0293058 0 1113 608 17
Bexar 0293059 0 477 500 5
Bexar 0293060 0 642 521 12
Bexar 0293061 0 602 428 13
Bexar 0293062 0 13 13 0
Bexar 0293063 0 658 574 9
Bexar 0293064 0 158 121 6
Bexar 0293065 0 26 10 0
Bexar 0293066 0 657 564 5
Bexar 0293067 0 529 511 15
Bexar 0293068 0 884 341 10
Bexar 0293069 0 1076 976 11
Bexar 0293070 0 855 879 11
Bexar 0293071 0 881 550 9
Bexar 0293072 0 994 1271 16
Bexar 0293073 0 563 431 8
Bexar 0293074 0 854 855 15
Bexar 0293075 0 829 1337 18
Bexar 0293076 0 387 595 9
Bexar 0293077 0 804 832 12
Bexar 0293078 0 864 916 26
Bexar 0293079 0 982 1082 7
Bexar 0293080 0 338 367 5
Bexar 0293081 0 717 653 10
Bexar 0293082 0 732 647 13
Bexar 0293083 0 437 524 14
Bexar 0293084 0 897 901 27
Bexar 0293085 0 402 368 9
Bexar 0293086a 0 562 619 8
Bexar 0293086b 0 0 0 0
Bexar 0293087 0 403 528 8
Bexar 0293088 0 871 1091 10
Bexar 0293089 0 886 1911 27
Bexar 0293090 0 853 971 16
Bexar 0293091 0 184 428 8
Bexar 0293092 0 643 1257 16
Bexar 0293093 0 1193 1586 26
Bexar 0293094 0 867 1198 6
Bexar 0293095 0 923 399 15
Bexar 0293096a 0 909 1168 20
Bexar 0293096b 0 0 0 0
Bexar 0293097 0 1 3 0
Bexar 0293098 0 400 400 11
Bexar 0293099 0 986 995 19
Bexar 0293100 0 940 767 9
Bexar 0293101 0 777 789 16
Bexar 0293102 0 889 1086 22
Bexar 0293103 0 221 134 3
Bexar 0293104 0 762 924 15
Bexar 0293105 0 859 889 21
Bexar 0293106 0 405 684 8
Bexar 0293107 0 594 277 11
Bexar 0293108 0 400 599 7
Bexar 0293109 0 941 579 14
Bexar 0293110 0 919 791 13
Bexar 0293111 0 2 0 0
Bexar 0293112 0 532 240 9
Bexar 0293113 0 367 158 4
Bexar 0293114 0 533 1012 11
Bexar 0293115 0 587 735 7
Bexar 0293116 0 544 372 13
Bexar 0293117 0 915 1086 13
Bexar 0293118 0 306 279 4
Bexar 0293119 0 1194 944 24
Bexar 0293120 0 1013 803 21
Bexar 0293121 0 1195 1276 18
Bexar 0293122 0 662 692 14
Bexar 0293123 0 130 196 2
Bexar 0293124 0 846 978 7
Bexar 0293125 0 853 1162 16
Bexar 0293126 0 434 578 5
Bexar 0293127 0 1149 789 16
Bexar 0293128 0 21 20 1
Bexar 0293129 0 1100 699 25
Bexar 0293130 0 469 769 11
Bexar 0293131 0 3 0 0
Bexar 0293132 0 442 224 4
Bexar 0293133 0 0 0 0
Bexar 0293134 0 1139 369 10
Bexar 0293135 0 327 206 3
Bexar 0293136 0 170 144 3
Bexar 0293137 0 1158 1296 24
Bexar 0293138 0 9 28 0
Bexar 0293139 0 490 292 11
Bexar 0293140 0 155 82 3
Bexar 0293141 0 461 284 7
Bexar 0293142 0 116 58 1
Bexar 0293143 0 506 386 5
Bexar 0293144 0 81 62 0
Bexar 0293145 0 889 936 13
Bexar 0293146 0 1165 702 19
Bexar 0293147 0 863 616 14
Bexar 0293148 0 314 433 2
Bexar 0293149 0 1406 210 8
Bexar 0293150 0 8 8 0
Bexar 0293151 0 1029 1034 11
Bexar 0293152 0 548 240 14
Bexar 0293153 0 470 449 10
Bexar 0293154 0 437 666 10
Bexar 0293155 0 720 885 22
Bexar 0293156 0 8 9 0
Bexar 0293157 0 844 867 19
Bexar 0293158a 0 13 18 0
Bexar 0293158b 0 3 6 0
Bexar 0293159 0 624 396 10
Bexar 0293160 0 420 486 7
Bexar 0293161 0 814 517 9
Bexar 0293162 0 410 265 7
Bexar 0293163 0 705 855 11
Bexar 0293164 0 461 727 9
Bexar 0293165 0 1012 1179 21
Bexar 0293166 0 187 128 4
Bexar 0293167 0 2 4 0
Bexar 0293168a 0 0 0 0
Bexar 0293168b 0 0 0 0
Bexar 0293169 0 30 48 2
Bexar 0293170 0 0 0 0
Bexar 0293171 0 1 0 0
Bexar 0293172 0 182 102 2
Bexar 0293173 0 976 1057 16
Bexar 0293174 0 1083 1586 25
Bexar 0293175 0 212 182 3
Bexar 0293176 0 19 19 0
Bexar 0293177 0 0 0 0
Bexar 0293178 0 0 0 0
Bexar 0293179 0 1 1 0
Bexar 0293180 0 380 285 5
Bexar 0293181 0 520 766 20
Bexar 0293182 0 269 247 4
Bexar 0293183 0 2 9 0
Bexar 0293184 0 47 58 1
Bexar 0293185a 0 63 68 0
Bexar 0293185b 0 15 16 0
Bexar 0293186 0 0 1 0
Bexar 0293187 0 0 0 0
Bexar 0293188a 0 0 0 0
Bexar 0293188b 0 0 0 0
Bexar 0293189 0 360 262 0
Bexar 0293190 0 290 194 5
Bexar 0293191a 0 57 71 1
Bexar 0293191b 0 0 0 0
Bexar 0293191c 0 0 0 0
Bexar 0293193 0 58 65 1
Bexar 0293194 0 814 1282 18
Bexar 0293195 0 916 228 6
Bexar 0293198 0 208 196 2
Bexar 0293199 0 797 1041 11
Bexar 0293201 0 894 1482 18
Bexar 0293202 0 260 325 1
Bexar 0293203 0 118 185 3
Bexar 0293204 0 0 0 0
Bexar 0293205 0 0 0 0
Bexar 0293206 0 56 5 1
Bexar 0293207 0 3 1 0
Bexar 0293208 0 30 11 1
Bexar 0293209a 0 112 157 3
Bexar 0293209b 0 72 103 1
Bexar 0293210 0 422 422 6
Bexar 0294001 0 980 377 10
Bexar 0294002 0 270 47 1
Bexar 0294003 0 361 56 7
Bexar 0294004 0 316 99 1
Bexar 0294005 0 662 104 7
Bexar 0294006 0 246 37 4
Bexar 0294007 0 196 173 6
Bexar 0294008 0 263 171 4
Bexar 0294009 0 254 49 2
Bexar 0294010 0 336 32 4
Bexar 0294011 0 412 39 1
Bexar 0294012 0 210 43 3
Bexar 0294013 0 294 88 5
Bexar 0294014 0 133 26 3
Bexar 0294015 0 664 130 12
Bexar 0294016 0 835 210 12
Bexar 0294017 0 950 179 8
Bexar 0294018 0 528 147 12
Bexar 0294019 0 724 253 14
Bexar 0294020 0 373 179 5
