COUNTY AREA TOTAL DEM REP LIB UPC
COUNTY AREA TOTAL Polis Stapleton Helker Hammons
Denver 1340516517 0 435 184 6 5
Denver 1340516518 0 429 142 15 5
Denver 1340516519 0 632 166 11 9
Denver 1340516522 0 1009 231 29 12
Denver 1340516523 0 877 289 26 2
Denver 1340516524 0 712 237 18 8
Denver 1340516525 0 666 173 31 7
Denver 1340516526 0 359 117 14 4
Denver 1340516527 0 615 69 21 13
Denver 1340516528 0 852 148 25 10
Denver 1340516529 0 1175 253 22 6
Denver 1340516531 0 689 133 22 21
Denver 1340516540 0 768 196 27 5
Denver 1340516541 0 1039 177 30 9
Denver 1340516542 0 624 149 18 9
Denver 1340516543 0 680 49 18 5
Denver 1340816809 0 409 120 14 3
Dolores 3065817001 0 119 42 5 1
Dolores 3065817002 0 39 203 8 4
Dolores 3065817003 0 47 239 6 3
Dolores 3065817004 0 65 384 10 9
Douglas 4043918106 0 59 159 5 3
Douglas 4043918107 0 210 414 14 5
Douglas 4043918306 0 248 606 19 3
Douglas 4043918317 0 210 469 24 6
Douglas 4043918332 0 326 784 18 12
Douglas 4043918345 0 237 666 24 7
Douglas 4043918346 0 235 570 26 5
Douglas 4043918358 0 184 352 11 1
Douglas 4043918401 0 258 590 28 4
Douglas 4043918402 0 217 488 20 1
Douglas 4043918403 0 56 122 1 4
Douglas 4043918404 0 471 819 44 8
Douglas 4043918405 0 394 865 22 10
Douglas 4043918406 0 188 455 26 7
Douglas 4043918508 0 376 992 24 15
Douglas 4043918511 0 249 617 22 0
Douglas 4043918512 0 252 838 26 7
Douglas 4044418302 0 672 630 59 23
Douglas 4044418303 0 320 306 41 6
Douglas 4044418304 0 430 506 47 11
Douglas 4044418309 0 555 605 34 13
Douglas 4044418315 0 564 721 31 4
Douglas 4044418316 0 354 443 22 4
Douglas 4044418318 0 378 593 35 13
Douglas 4044418319 0 352 431 31 2
Douglas 4044418320 0 377 433 30 12
Douglas 4044418321 0 390 504 38 16
Douglas 4044418322 0 443 597 37 8
Douglas 4044418323 0 312 468 22 6
Douglas 4044418324 0 498 666 43 13
Douglas 4044418325 0 326 527 22 6
Douglas 4044418326 0 558 772 30 6
Douglas 4044418327 0 411 637 25 8
Douglas 4044418328 0 334 513 26 11
Douglas 4044418329 0 584 942 42 7
Douglas 4044418330 0 597 926 38 12
Douglas 4044418331 0 489 851 30 10
Douglas 4044418334 0 526 740 59 17
Douglas 4044418350 0 436 513 52 13
Douglas 4044418352 0 424 594 17 10
Douglas 4044418353 0 341 526 29 12
Douglas 4044418356 0 299 298 35 13
Douglas 4044418357 0 366 554 28 9
Douglas 4044518108 0 316 565 18 9
Douglas 4044518109 0 464 680 39 7
Douglas 4044518110 0 519 654 46 11
Douglas 4044518111 0 312 543 19 10
Douglas 4044518112 0 624 770 56 5
Douglas 4044518113 0 516 774 37 7
Douglas 4044518114 0 585 907 35 5
Douglas 4044518116 0 344 489 21 8
Douglas 4044518117 0 413 670 38 6
Douglas 4044518118 0 369 512 38 11
Douglas 4044518261 0 548 719 24 5
Douglas 4044518262 0 516 652 34 3
Douglas 4044518263 0 405 970 19 4
Douglas 4044518264 0 298 378 24 7
Douglas 4044518269 0 352 761 10 5
Douglas 4044518333 0 344 858 39 5
Douglas 4044518335 0 222 351 15 10
Douglas 4044518336 0 391 629 25 9
Douglas 4044518337 0 322 472 21 14
Douglas 4044518338 0 283 482 26 10
Douglas 4044518339 0 421 680 26 6
Douglas 4044518340 0 395 759 14 12
Douglas 4044518341 0 405 644 24 11
Douglas 4044518342 0 438 787 15 3
Douglas 4044518343 0 455 714 34 8
Douglas 4044518344 0 487 901 45 9
Douglas 4044518347 0 231 365 26 10
Douglas 4044518348 0 509 778 34 11
Douglas 4044518349 0 476 620 29 1
Douglas 4044518354 0 571 891 57 13
Douglas 4044518359 0 234 515 14 5
Douglas 4044518360 0 341 443 13 3
Douglas 4044518501 0 209 218 26 7
Douglas 4044518502 0 363 572 54 13
Douglas 4044518503 0 412 605 49 12
Douglas 4044518504 0 400 751 44 14
Douglas 4044518505 0 350 561 55 14
Douglas 4044518506 0 265 392 31 8
Douglas 4044518507 0 393 757 32 11
Douglas 4044518509 0 447 839 26 10
Douglas 4044518510 0 525 1187 42 11
Douglas 4044518513 0 464 705 29 10
Douglas 4044518514 0 338 559 49 8
Douglas 4303918101 0 399 692 31 5
Douglas 4303918102 0 613 768 46 22
Douglas 4303918103 0 568 672 40 15
Douglas 4303918104 0 126 323 13 5
Douglas 4303918105 0 659 716 35 9
Douglas 4303918115 0 463 522 47 20
Douglas 4304418206 0 312 430 42 14
Douglas 4304418207 0 434 402 43 12
Douglas 4304418208 0 484 284 40 9
Douglas 4304418232 0 386 478 21 9
Douglas 4304418233 0 519 911 21 4
Douglas 4304418245 0 640 904 41 9
Douglas 4304418257 0 444 383 25 9
Douglas 4304418266 0 504 826 23 4
Douglas 4304418267 0 355 439 11 4
Douglas 4304418301 0 600 386 40 12
Douglas 4304418307 0 434 552 31 15
Douglas 4304418308 0 541 589 36 5
Douglas 4304418311 0 405 478 27 6
Douglas 4304418312 0 397 528 19 5
Douglas 4304418313 0 340 492 17 4
Douglas 4304418314 0 319 479 27 5
Douglas 4304418351 0 526 711 35 4
Douglas 4304418355 0 405 405 17 11
Douglas 4304518258 0 436 875 26 7
Douglas 4304518259 0 451 825 33 7
Douglas 4304518260 0 341 555 24 5
Douglas 4304518268 0 245 478 7 6
Douglas 6043918305 0 535 837 30 12
Douglas 6043918310 0 225 401 12 2
Douglas 6303918243 0 604 756 29 6
Douglas 6303918247 0 476 770 15 1
Douglas 6303918249 0 481 668 22 4
Douglas 6303918250 0 436 447 24 8
Douglas 6303918251 0 590 648 18 11
Douglas 6303918252 0 564 549 34 12
Douglas 6303918253 0 355 351 18 2
Douglas 6303918254 0 583 595 23 1
Douglas 6303918255 0 369 450 8 7
Douglas 6303918256 0 336 402 15 3
Douglas 6303918265 0 408 679 16 5
Douglas 6304318201 0 565 726 10 5
Douglas 6304318202 0 539 759 27 3
Douglas 6304318203 0 511 541 30 4
Douglas 6304318204 0 389 337 21 7
Douglas 6304318205 0 602 611 21 10
Douglas 6304318209 0 535 644 28 4
Douglas 6304318210 0 664 592 21 4
Douglas 6304318211 0 746 620 38 3
Douglas 6304318212 0 494 544 35 11
Douglas 6304318213 0 446 567 11 3
Douglas 6304318214 0 237 354 12 2
Douglas 6304318215 0 393 494 11 6
Douglas 6304318216 0 311 426 9 5
Douglas 6304318217 0 427 424 35 7
Douglas 6304318218 0 383 461 18 8
Douglas 6304318219 0 372 393 16 5
Douglas 6304318220 0 432 375 26 4
Douglas 6304318221 0 371 412 17 2
Douglas 6304318222 0 574 532 34 8
Douglas 6304318223 0 671 695 30 15
Douglas 6304318224 0 600 701 21 11
Douglas 6304318225 0 726 663 48 10
Douglas 6304318226 0 461 533 19 6
Douglas 6304318227 0 738 839 16 10
Douglas 6304318228 0 344 432 7 3
Douglas 6304318229 0 483 464 17 7
Douglas 6304318230 0 368 467 15 8
Douglas 6304318231 0 589 548 28 6
Douglas 6304318234 0 386 423 16 8
Douglas 6304318235 0 608 689 30 11
Douglas 6304318236 0 720 811 43 7
Douglas 6304318237 0 455 655 27 5
Douglas 6304318238 0 453 590 20 4
Douglas 6304318239 0 717 769 33 6
Douglas 6304318240 0 437 395 40 5
Douglas 6304318241 0 475 493 21 10
Douglas 6304318242 0 413 348 24 7
Douglas 6304318244 0 528 608 15 5
Douglas 6304318246 0 603 617 38 11
Douglas 6304318248 0 402 464 13 1
Douglas 6304318270 0 319 270 11 5
Eagle 2052619001 0 88 28 1 3
Eagle 2052619002 0 370 148 19 5
Eagle 2052619003 0 384 116 22 8
Eagle 2052619011 0 297 115 14 4
Eagle 2052619012 0 650 248 27 10
Eagle 2052619013 0 417 226 15 5
Eagle 2052619014 0 327 135 10 6
Eagle 2052619015 0 633 262 30 7
Eagle 2052619019 0 691 304 17 6
Eagle 3052619004 0 461 271 11 3
Eagle 3052619005 0 839 480 33 6
Eagle 3052619006 0 292 245 26 14
Eagle 3052619007 0 734 268 17 6
Eagle 3052619008 0 307 102 13 4
Eagle 3052619009 0 329 326 26 11
Eagle 3052619010 0 30 83 8 2
Eagle 3052619016 0 262 218 12 2
Eagle 3052619017 0 420 197 11 2
Eagle 3052619018 0 362 219 16 9
Eagle 3052619020 0 555 498 15 2
Eagle 3052619021 0 94 121 8 0
Eagle 3052619022 0 495 323 13 6
Eagle 3052619023 0 452 352 29 4
Eagle 3052619024 0 838 286 22 5
Eagle 3052619025 0 694 308 10 8
Eagle 3052619026 0 388 470 28 9
Eagle 3052619027 0 778 618 34 14
Eagle 3052619028 0 487 231 15 6
Eagle 3052619029 0 606 316 18 5
Eagle 3052619030 0 522 290 22 6
"El Paso" 5021821745 0 92 113 6 4
"El Paso" 5021921452 0 266 776 40 14
"El Paso" 5021921500 0 55 210 13 4
"El Paso" 5021921501 0 130 567 29 8
"El Paso" 5021921502 0 127 484 14 16
"El Paso" 5021921521 0 170 534 29 17
"El Paso" 5021921522 0 186 719 46 21
"El Paso" 5021921523 0 165 625 34 11
"El Paso" 5021921524 0 201 946 32 18
"El Paso" 5021921554 0 28 87 3 1
"El Paso" 5021921560 0 146 642 26 20
"El Paso" 5021921653 0 36 122 3 2
"El Paso" 5021921828 0 67 240 20 7
"El Paso" 5022021740 0 690 787 34 16
"El Paso" 5022121632 0 450 524 51 15
"El Paso" 5022121639 0 467 586 50 22
"El Paso" 5022121652 0 316 445 25 13
"El Paso" 5022121801 0 234 398 43 18
"El Paso" 5022121802 0 313 386 48 24
"El Paso" 5022121803 0 335 392 46 20
"El Paso" 5022121804 0 235 392 24 9
"El Paso" 5022121805 0 363 336 36 15
"El Paso" 5022121806 0 255 379 39 10
"El Paso" 5022121807 0 290 285 26 19
"El Paso" 5022121808 0 344 377 35 24
"El Paso" 5022121839 0 225 401 28 10
"El Paso" 5091421215 0 401 1055 28 3
"El Paso" 5091421216 0 530 1064 45 6
"El Paso" 5091421217 0 226 589 9 3
"El Paso" 5091421220 0 416 777 31 8
"El Paso" 5091421221 0 348 886 19 14
"El Paso" 5091421222 0 448 1008 42 13
"El Paso" 5091421223 0 408 689 29 9
"El Paso" 5091421224 0 392 708 33 9
"El Paso" 5091421225 0 488 851 35 11
"El Paso" 5091421227 0 246 689 22 6
"El Paso" 5091421230 0 350 902 27 4
"El Paso" 5091421231 0 360 754 26 17
"El Paso" 5091421232 0 384 740 28 8
"El Paso" 5091421233 0 384 821 26 15
"El Paso" 5091421234 0 439 819 21 7
"El Paso" 5091421236 0 305 541 32 8
"El Paso" 5091421237 0 281 493 29 6
"El Paso" 5091421238 0 301 560 34 7
"El Paso" 5091421246 0 366 461 31 7
"El Paso" 5091421247 0 294 459 24 8
"El Paso" 5091521445 0 365 549 26 4
"El Paso" 5091521454 0 326 568 30 10
"El Paso" 5091821107 0 545 402 43 9
"El Paso" 5091821108 0 492 443 26 20
"El Paso" 5091821109 0 84 67 7 2
"El Paso" 5091921209 0 343 869 30 2
"El Paso" 5091921210 0 337 865 28 6
"El Paso" 5091921211 0 318 692 23 6
"El Paso" 5091921212 0 335 991 32 8
"El Paso" 5091921213 0 228 793 22 5
"El Paso" 5091921214 0 304 1007 38 8
"El Paso" 5091921218 0 185 631 20 6
"El Paso" 5091921219 0 208 817 37 11
"El Paso" 5091921303 0 300 783 25 9
"El Paso" 5091921304 0 320 679 33 9
"El Paso" 5091921310 0 426 920 32 12
"El Paso" 5091921311 0 433 1022 43 8
"El Paso" 5091921312 0 461 986 40 8
"El Paso" 5091921313 0 338 799 33 13
"El Paso" 5091921314 0 321 849 26 6
"El Paso" 5091921315 0 287 749 29 7
"El Paso" 5091921316 0 249 761 31 7
"El Paso" 5091921317 0 446 1066 22 13
"El Paso" 5091921318 0 305 806 19 6
"El Paso" 5091921319 0 344 671 16 5
"El Paso" 5091921320 0 277 889 25 2
"El Paso" 5091921321 0 305 1003 35 7
"El Paso" 5091921322 0 259 927 20 8
"El Paso" 5091921440 0 287 1006 43 7
"El Paso" 5091921441 0 245 735 20 8
"El Paso" 5091921442 0 294 988 26 13
"El Paso" 5091921443 0 232 652 28 5
"El Paso" 5091921444 0 296 1031 33 9
"El Paso" 5091921446 0 310 704 39 16
"El Paso" 5091921447 0 278 636 22 15
"El Paso" 5091921448 0 230 660 19 5
"El Paso" 5091921449 0 217 495 28 5
"El Paso" 5091921450 0 237 625 29 7
"El Paso" 5091921525 0 28 135 2 0
"El Paso" 5092021101 0 470 582 32 8
"El Paso" 5092021102 0 736 686 45 11
"El Paso" 5092021103 0 511 728 37 9
"El Paso" 5092021104 0 699 734 38 13
"El Paso" 5092021105 0 394 837 10 8
"El Paso" 5092021106 0 568 556 26 24
"El Paso" 5092021116 0 475 891 37 9
"El Paso" 5092021117 0 433 521 45 12
"El Paso" 5092021200 0 115 172 5 3
"El Paso" 5092021201 0 487 963 12 3
"El Paso" 5092021202 0 418 872 19 4
"El Paso" 5092021203 0 422 748 17 5
"El Paso" 5092021204 0 479 788 23 6
"El Paso" 5092021205 0 490 753 30 11
"El Paso" 5092021206 0 361 409 20 7
"El Paso" 5092021207 0 610 894 40 5
"El Paso" 5092021208 0 529 678 40 6
"El Paso" 5092021226 0 252 408 24 6
"El Paso" 5092021301 0 268 466 18 4
"El Paso" 5092021302 0 577 866 61 18
"El Paso" 5092021741 0 149 243 4 0
"El Paso" 5101421134 0 321 403 28 8
"El Paso" 5101421135 0 171 233 8 4
"El Paso" 5101421141 0 385 601 37 15
"El Paso" 5101421142 0 506 794 49 7
"El Paso" 5101421143 0 223 445 23 1
"El Paso" 5101421144 0 379 622 45 9
"El Paso" 5101421145 0 494 806 41 13
"El Paso" 5101421146 0 240 418 18 7
"El Paso" 5101421163 0 349 485 18 7
"El Paso" 5101421164 0 424 561 46 12
"El Paso" 5101421235 0 418 828 42 11
"El Paso" 5101421239 0 398 692 31 9
"El Paso" 5101421240 0 404 729 28 10
"El Paso" 5101421241 0 470 831 40 14
"El Paso" 5101421242 0 449 660 25 8
"El Paso" 5101421243 0 458 657 46 10
"El Paso" 5101421244 0 425 773 34 5
"El Paso" 5101421245 0 407 844 36 16
"El Paso" 5101521159 0 88 183 6 4
"El Paso" 5101521401 0 344 612 33 11
"El Paso" 5101521402 0 454 629 41 10
"El Paso" 5101521403 0 378 696 32 15
"El Paso" 5101521404 0 310 513 38 9
"El Paso" 5101521405 0 305 558 36 20
"El Paso" 5101521406 0 369 609 29 18
"El Paso" 5101521407 0 383 676 46 7
"El Paso" 5101521408 0 409 750 36 10
"El Paso" 5101521417 0 368 490 39 15
"El Paso" 5101521423 0 325 587 33 10
"El Paso" 5101621120 0 319 481 22 7
"El Paso" 5101621121 0 535 816 39 19
"El Paso" 5101621122 0 483 540 58 24
"El Paso" 5101621123 0 596 646 46 18
"El Paso" 5101621124 0 282 256 9 7
"El Paso" 5101621125 0 533 762 31 12
"El Paso" 5101621126 0 628 613 53 22
"El Paso" 5101621127 0 604 751 30 18
"El Paso" 5101621128 0 516 788 47 19
"El Paso" 5101621129 0 564 482 45 12
"El Paso" 5101621130 0 487 526 35 16
"El Paso" 5101621131 0 520 585 42 16
"El Paso" 5101621132 0 477 621 35 11
"El Paso" 5101621136 0 335 487 29 8
"El Paso" 5101621138 0 269 359 23 1
"El Paso" 5101621140 0 406 645 43 11
"El Paso" 5101621147 0 379 566 52 16
"El Paso" 5101621148 0 512 725 47 28
"El Paso" 5101621149 0 477 830 40 10
"El Paso" 5101621150 0 333 755 34 10
"El Paso" 5101621151 0 537 787 45 8
"El Paso" 5101621152 0 447 648 42 18
"El Paso" 5101621153 0 413 798 37 11
"El Paso" 5101621154 0 472 521 36 20
"El Paso" 5101621157 0 399 549 34 11
"El Paso" 5101621160 0 509 658 44 13
"El Paso" 5101621165 0 415 932 28 9
"El Paso" 5101621166 0 419 513 45 17
"El Paso" 5101621175 0 267 378 38 9
"El Paso" 5101621198 0 273 309 28 11
"El Paso" 5101821171 0 641 398 32 8
"El Paso" 5101821174 0 328 255 21 7
"El Paso" 5101821181 0 51 73 7 4
"El Paso" 5101821197 0 349 343 25 19
"El Paso" 5111721137 0 227 188 28 7
"El Paso" 5111721182 0 486 330 32 18
"El Paso" 5111721183 0 287 261 21 11
"El Paso" 5111721184 0 280 208 32 13
"El Paso" 5111721187 0 428 409 42 31
"El Paso" 5111721190 0 260 212 24 14
"El Paso" 5111721193 0 270 308 18 11
"El Paso" 5111721194 0 291 196 25 7
"El Paso" 5111721199 0 321 212 20 7
"El Paso" 5111721610 0 435 313 32 8
"El Paso" 5111721611 0 501 404 43 28
"El Paso" 5111721612 0 517 286 45 16
"El Paso" 5111721613 0 468 464 38 28
"El Paso" 5111721614 0 544 219 47 15
"El Paso" 5111721615 0 247 232 28 9
"El Paso" 5111721616 0 456 258 42 23
"El Paso" 5111721619 0 279 197 21 21
"El Paso" 5111721620 0 248 236 16 6
"El Paso" 5111721621 0 507 337 51 15
"El Paso" 5111721622 0 529 347 35 17
"El Paso" 5111721623 0 626 429 43 21
"El Paso" 5111721624 0 471 331 24 20
"El Paso" 5111721625 0 543 420 34 11
"El Paso" 5111721626 0 257 142 19 7
"El Paso" 5111721627 0 351 313 37 10
"El Paso" 5111721901 0 177 200 15 7
"El Paso" 5111821110 0 640 348 34 13
"El Paso" 5111821111 0 453 313 41 15
"El Paso" 5111821112 0 725 349 31 16
"El Paso" 5111821113 0 641 373 36 15
"El Paso" 5111821114 0 652 575 48 6
"El Paso" 5111821118 0 569 508 43 14
"El Paso" 5111821119 0 709 321 35 14
"El Paso" 5111821133 0 361 343 24 9
"El Paso" 5111821168 0 758 399 18 8
"El Paso" 5111821169 0 502 266 37 23
"El Paso" 5111821170 0 630 452 30 12
"El Paso" 5111821172 0 820 322 25 7
"El Paso" 5111821173 0 682 418 37 12
"El Paso" 5111821176 0 1084 137 22 7
"El Paso" 5111821177 0 633 243 27 6
"El Paso" 5111821178 0 690 342 38 9
"El Paso" 5111821179 0 792 345 27 9
"El Paso" 5111821180 0 476 409 44 19
"El Paso" 5111821185 0 544 241 30 10
"El Paso" 5111821186 0 561 407 49 30
"El Paso" 5111821188 0 553 434 45 25
"El Paso" 5111821189 0 532 245 30 24
"El Paso" 5111821742 0 658 226 24 9
"El Paso" 5111821743 0 666 299 39 7
"El Paso" 5111821744 0 595 384 22 6
"El Paso" 5112021601 0 349 281 35 16
"El Paso" 5112021605 0 396 285 51 27
"El Paso" 5121521139 0 251 289 32 11
"El Paso" 5121521158 0 423 731 39 10
"El Paso" 5121521161 0 431 821 32 14
"El Paso" 5121521162 0 324 634 35 9
"El Paso" 5121521167 0 355 554 48 16
"El Paso" 5121521191 0 443 692 28 14
"El Paso" 5121521192 0 410 551 45 14
"El Paso" 5121521195 0 345 404 41 20
"El Paso" 5121521196 0 70 66 3 3
"El Paso" 5121521409 0 359 705 35 15
"El Paso" 5121521410 0 399 655 30 13
"El Paso" 5121521411 0 492 718 67 14
"El Paso" 5121521412 0 331 454 44 16
"El Paso" 5121521413 0 361 454 38 11
"El Paso" 5121521414 0 336 477 34 19
"El Paso" 5121521415 0 315 410 27 13
"El Paso" 5121521416 0 328 533 33 17
"El Paso" 5121521418 0 316 508 44 19
"El Paso" 5121521419 0 357 457 32 13
"El Paso" 5121521420 0 327 632 26 8
"El Paso" 5121521421 0 256 343 27 11
"El Paso" 5121521422 0 264 317 37 13
"El Paso" 5121521424 0 328 512 35 5
"El Paso" 5121521650 0 373 532 49 11
"El Paso" 5121621155 0 322 485 29 19
"El Paso" 5121621156 0 219 443 20 9
"El Paso" 5121721631 0 134 119 12 6
"El Paso" 5121821115 0 297 375 12 9
"El Paso" 5121821721 0 537 721 18 7
"El Paso" 5121821722 0 650 684 30 6
"El Paso" 5121821723 0 647 567 42 13
"El Paso" 5121821724 0 751 526 40 18
"El Paso" 5121921451 0 241 725 33 11
"El Paso" 5121921453 0 203 808 34 17
"El Paso" 5121921520 0 22 80 3 2
"El Paso" 5121921651 0 396 483 33 14
"El Paso" 5122021602 0 416 513 24 4
"El Paso" 5122021603 0 409 324 40 10
"El Paso" 5122021604 0 354 266 27 9
"El Paso" 5122021606 0 449 431 37 12
"El Paso" 5122021725 0 629 745 41 3
"El Paso" 5122021726 0 487 915 18 3
"El Paso" 5122021727 0 448 824 26 1
"El Paso" 5122021728 0 457 869 17 3
"El Paso" 5122021729 0 534 919 39 7
"El Paso" 5122021730 0 486 672 22 11
"El Paso" 5122121630 0 414 478 48 18
"El Paso" 5122121633 0 398 570 62 27
"El Paso" 5122121634 0 423 611 41 18
"El Paso" 5122121635 0 445 632 62 19
"El Paso" 5122121636 0 460 620 59 21
"El Paso" 5122121637 0 428 585 38 19
"El Paso" 5122121638 0 333 464 37 10
"El Paso" 5122121640 0 329 450 32 13
"El Paso" 5122121641 0 385 589 19 12
"El Paso" 5122121642 0 297 400 31 14
"El Paso" 5122121643 0 336 469 37 17
"El Paso" 5122121644 0 407 423 24 17
"El Paso" 5122121648 0 188 183 16 12
"El Paso" 5122121800 0 132 106 9 5
Elbert 4016420001 0 136 417 24 7
Elbert 4016420002 0 342 858 41 12
Elbert 4016420003 0 268 789 20 8
Elbert 4016420004 0 255 879 32 7
Elbert 4016420005 0 190 685 17 7
Elbert 4016420006 0 285 903 28 15
Elbert 4016420007 0 313 858 36 7
Elbert 4016420008 0 143 430 12 1
Elbert 4016420009 0 237 820 34 4
Elbert 4016420010 0 275 745 27 9
Elbert 4016420011 0 154 678 19 7
Elbert 4016420012 0 193 738 35 11
Elbert 4016420013 0 110 659 21 6
Elbert 4016420014 0 228 824 34 8
Elbert 4016420015 0 113 576 22 6
Fremont 5024722001 0 192 502 14 9
Fremont 5024722002 0 191 490 36 22
Fremont 5024722003 0 205 622 22 7
Fremont 5024722025 0 36 90 5 3
Fremont 5024722026 0 112 275 13 2
Fremont 5024722028 0 32 104 6 5
Fremont 5026022004 0 183 408 21 11
Fremont 5026022005 0 167 260 18 7
Fremont 5026022006 0 173 290 13 7
Fremont 5026022007 0 316 705 52 26
Fremont 5026022008 0 170 377 13 11
Fremont 5026022009 0 183 439 21 8
Fremont 5026022010 0 238 592 30 18
Fremont 5026022011 0 349 861 46 14
Fremont 5026022012 0 412 513 52 26
Fremont 5026022013 0 256 423 22 4
Fremont 5026022014 0 206 367 19 8
Fremont 5026022015 0 156 298 15 3
Fremont 5026022016 0 191 432 22 14
Fremont 5026022017 0 218 370 18 14
Fremont 5026022018 0 274 510 21 14
Fremont 5026022019 0 373 756 45 17
Fremont 5026022020 0 254 573 32 18
Fremont 5026022021 0 135 316 17 6
Fremont 5026022022 0 336 755 39 19
Fremont 5026022023 0 114 214 11 0
Fremont 5026022024 0 243 296 18 6
Fremont 5026022027 0 57 114 8 1
Fremont 5026022029 0 120 275 9 5
Fremont 5026022030 0 130 347 17 5
Garfield 3085723001 0 961 233 26 8
Garfield 3085723002 0 1026 275 24 10
Garfield 3085723003 0 930 289 22 9
Garfield 3085723004 0 820 418 27 6
Garfield 3085723005 0 618 478 33 8
Garfield 3085723006 0 453 257 21 7
Garfield 3085723007 0 463 146 22 7
Garfield 3085723008 0 438 188 26 12
Garfield 3085723009 0 554 246 19 9
Garfield 3085723010 0 666 521 21 5
Garfield 3085723011 0 406 309 11 5
Garfield 3085723012 0 439 350 19 5
Garfield 3085723013 0 212 264 11 6
Garfield 3085723014 0 579 577 26 14
Garfield 3085723015 0 564 527 30 8
Garfield 3085723016 0 404 656 24 11
Garfield 3085723017 0 232 726 13 13
Garfield 3085723018 0 156 369 14 10
Garfield 3085723019 0 291 749 32 8
Garfield 3085723020 0 267 603 39 10
Garfield 3085723021 0 298 627 24 11
Garfield 3085723022 0 202 476 25 9
Garfield 3085723023 0 188 401 18 9
Garfield 3085723024 0 90 342 9 4
Garfield 3085723025 0 100 322 14 6
Garfield 3085723026 0 245 697 27 7
Garfield 3085723027 0 189 390 24 13
Gilpin 2161324001 0 238 218 16 8
Gilpin 2161324002 0 250 312 19 8
Gilpin 2161324003 0 316 338 27 8
Gilpin 2161324004 0 294 186 17 5
Gilpin 2161324005 0 280 193 5 6
Gilpin 2161324006 0 431 160 28 5
Grand 2081325001 0 237 287 10 7
Grand 2081325002 0 344 516 29 9
Grand 2081325003 0 467 592 30 9
Grand 2081325004 0 124 359 16 2
Grand 2081325005 0 209 478 23 2
Grand 2081325006 0 324 126 21 8
Grand 2081325007 0 449 227 27 7
Grand 2081325008 0 183 333 18 5
Grand 2081325009 0 340 150 20 6
Grand 2081325010 0 253 293 19 6
Grand 2081325011 0 291 160 11 7
Grand 2081325012 0 375 316 15 5
Gunnison 3055926008 0 233 340 20 6
Gunnison 3055926009 0 431 227 26 4
Gunnison 3055926010 0 265 106 21 11
Gunnison 3055926012 0 57 93 7 4
Gunnison 3055926013 0 508 407 23 6
Gunnison 3055926014 0 504 288 38 11
Gunnison 3055926015 0 290 88 19 4
Gunnison 3056126001 0 11 40 1 0
Gunnison 3056126002 0 136 87 4 1
Gunnison 3056126003 0 951 102 24 9
Gunnison 3056126004 0 429 123 11 2
Gunnison 3056126005 0 1077 311 36 6
Gunnison 3056126006 0 283 249 15 3
Gunnison 3056126007 0 284 277 11 3
Gunnison 3056126011 0 67 189 6 0
Hinsdale 3055927001 0 218 318 19 1
Huerfano 3356228001 0 186 122 6 0
Huerfano 3356228002 0 257 291 13 6
Huerfano 3356228003 0 225 119 14 9
Huerfano 3356228004 0 296 161 21 13
Huerfano 3356228005 0 45 123 8 3
Huerfano 3356228006 0 254 163 21 3
Huerfano 3356228007 0 59 95 1 6
Huerfano 3356228008 0 25 46 3 4
Huerfano 3356228009 0 219 283 12 10
Huerfano 3356228010 0 191 173 7 5
Huerfano 3356228011 0 41 71 1 0
Jackson 3081329001 0 62 216 13 2
Jackson 3081329002 0 15 39 0 1
Jackson 3081329003 0 15 96 2 0
Jackson 3081329004 0 9 20 1 1
Jackson 3081329005 0 75 193 17 1
Jefferson 1160130001 0 94 96 4 1
Jefferson 1162230002 0 455 435 19 6
Jefferson 1162230003 0 474 531 40 9
Jefferson 1162230004 0 551 670 48 7
Jefferson 1162230005 0 480 672 39 14
Jefferson 1162230006 0 572 745 36 15
Jefferson 1162230007 0 672 597 49 13
Jefferson 1162230008 0 551 592 26 9
Jefferson 1162230009 0 625 767 42 15
Jefferson 1162230010 0 274 414 11 4
Jefferson 1162230011 0 375 464 19 7
Jefferson 1162230012 0 620 753 47 11
Jefferson 1162230013 0 326 315 20 4
Jefferson 1162230014 0 392 471 30 11
Jefferson 1202230015 0 162 129 15 3
Jefferson 1222230016 0 648 626 45 14
Jefferson 1222230017 0 397 395 16 5
Jefferson 1222230018 0 661 721 16 7
Jefferson 1222230019 0 690 742 25 10
Jefferson 1222230020 0 741 674 36 20
Jefferson 1222230021 0 617 708 40 8
Jefferson 1222230022 0 326 552 41 6
Jefferson 1222230023 0 663 643 34 10
Jefferson 1222230024 0 668 682 33 13
Jefferson 1222230025 0 516 501 32 10
Jefferson 1222230026 0 526 794 49 21
Jefferson 1222230027 0 551 753 24 10
Jefferson 1222230028 0 397 312 18 4
Jefferson 1222230029 0 585 539 36 14
Jefferson 1222230030 0 638 723 37 14
Jefferson 1222230031 0 446 459 43 17
Jefferson 1222230032 0 564 366 35 6
Jefferson 1222230033 0 675 639 49 26
Jefferson 1222230034 0 564 783 51 17
Jefferson 1222230035 0 455 469 22 7
Jefferson 2162530036 0 776 647 40 9
Jefferson 2162530037 0 618 365 14 1
Jefferson 2162530038 0 616 393 26 7
Jefferson 2162530039 0 515 592 19 5
Jefferson 2162530040 0 687 722 23 2
Jefferson 2162530041 0 459 400 13 1
Jefferson 2162530042 0 523 490 16 4
