COUNTY AREA TOTAL DEM REP LIB UPC
COUNTY AREA TOTAL Polis Stapleton Helker Hammons
Arapahoe 6295603356 0 333 316 10 5
Arapahoe 6295603375 0 348 383 10 9
Arapahoe 6295603376 0 470 658 23 7
Arapahoe 6295603377 0 531 732 16 4
Arapahoe 6295603379 0 334 379 14 4
Arapahoe 6295603380 0 310 264 11 5
Archuleta 3065904001 0 346 418 18 15
Archuleta 3065904002 0 303 390 15 10
Archuleta 3065904003 0 214 369 4 6
Archuleta 3065904004 0 107 163 8 4
Archuleta 3065904005 0 228 387 25 10
Archuleta 3065904006 0 571 676 28 15
Archuleta 3065904007 0 541 604 33 7
Archuleta 3065904008 0 490 729 30 12
Baca 4356405001 0 37 185 2 4
Baca 4356405002 0 40 196 12 5
Baca 4356405003 0 20 112 4 2
Baca 4356405004 0 39 224 13 6
Baca 4356405005 0 14 88 0 3
Baca 4356405006 0 25 105 3 4
Baca 4356405007 0 74 245 12 8
Baca 4356405008 0 78 236 8 0
Baca 4356405009 0 4 63 2 0
Bent 4356406001 0 76 226 14 10
Bent 4356406002 0 70 311 10 6
Bent 4356406003 0 202 175 22 24
Bent 4356406004 0 153 134 14 15
Bent 4356406005 0 137 248 13 11
Boulder 2161307900 0 369 44 4 5
Boulder 2161307901 0 351 153 22 6
Boulder 2161307902 0 175 49 6 1
Boulder 2163307100 0 760 345 20 9
Boulder 2163307101 0 735 305 23 4
Boulder 2163307102 0 537 160 26 5
Boulder 2163307103 0 637 284 20 6
Boulder 2163307104 0 637 268 22 6
Boulder 2163307105 0 283 89 11 0
Boulder 2163307106 0 654 195 12 3
Boulder 2163307107 0 484 143 8 3
Boulder 2171207200 0 370 161 5 1
Boulder 2171207201 0 440 120 7 1
Boulder 2171207202 0 656 235 15 6
Boulder 2171207203 0 682 189 9 2
Boulder 2171207204 0 634 172 14 3
Boulder 2171207205 0 657 137 13 12
Boulder 2171207206 0 410 82 6 1
Boulder 2171207207 0 647 152 27 6
Boulder 2171207208 0 776 139 18 6
Boulder 2171207209 0 410 132 5 2
Boulder 2171207210 0 635 159 12 1
Boulder 2171207211 0 664 198 17 13
Boulder 2171207212 0 877 203 23 5
Boulder 2171207213 0 882 188 11 3
Boulder 2171207214 0 828 225 18 4
Boulder 2171207215 0 567 167 17 7
Boulder 2171207300 0 832 361 31 5
Boulder 2171207301 0 1076 231 25 21
Boulder 2171207302 0 980 276 21 10
Boulder 2171207303 0 593 131 15 3
Boulder 2171207304 0 596 160 17 1
Boulder 2171207305 0 695 155 20 11
Boulder 2171207306 0 762 182 15 7
Boulder 2171207307 0 457 119 12 8
Boulder 2171207308 0 627 161 25 7
Boulder 2171207309 0 698 197 22 9
Boulder 2171207310 0 870 193 15 6
Boulder 2171207311 0 552 112 12 6
Boulder 2171207312 0 606 225 13 1
Boulder 2171207313 0 861 221 17 8
Boulder 2171207314 0 978 222 15 1
Boulder 2171207315 0 514 179 7 4
Boulder 2171207316 0 707 310 10 4
Boulder 2171207407 0 197 169 13 1
Boulder 2173307400 0 58 53 0 0
Boulder 2173307408 0 633 376 16 8
Boulder 2173307409 0 845 396 43 8
Boulder 2173307410 0 573 362 22 5
Boulder 2173307411 0 689 343 21 3
Boulder 2173307412 0 954 442 32 6
Boulder 2173307413 0 685 317 27 5
Boulder 2181007500 0 654 95 10 4
Boulder 2181007501 0 575 203 14 3
Boulder 2181007502 0 573 293 12 2
Boulder 2181007503 0 1009 275 31 6
Boulder 2181007504 0 495 137 14 2
Boulder 2181007800 0 543 188 11 2
Boulder 2181007801 0 572 84 10 4
Boulder 2181007802 0 661 112 20 3
Boulder 2181007803 0 706 58 24 2
Boulder 2181007804 0 907 183 16 3
Boulder 2181007805 0 345 72 4 2
Boulder 2181007806 0 834 134 19 5
Boulder 2181007807 0 885 94 9 9
Boulder 2181007808 0 1403 116 24 7
Boulder 2181007809 0 825 77 7 6
Boulder 2181007810 0 759 105 6 3
Boulder 2181007811 0 944 163 14 4
Boulder 2181007812 0 834 109 15 3
Boulder 2181007813 0 576 117 23 6
Boulder 2181007814 0 820 77 18 4
Boulder 2181007815 0 605 43 11 3
Boulder 2181007816 0 837 82 17 6
Boulder 2181007817 0 604 107 6 0
Boulder 2181007818 0 795 90 6 10
Boulder 2181007819 0 675 56 10 2
Boulder 2181007820 0 531 53 5 4
Boulder 2181007821 0 825 53 7 2
Boulder 2181007822 0 648 66 28 4
Boulder 2181007823 0 1218 126 19 6
Boulder 2181007824 0 817 74 14 10
Boulder 2181007825 0 486 46 4 3
Boulder 2181007826 0 649 49 5 2
Boulder 2181007827 0 672 50 8 0
Boulder 2181007828 0 495 40 5 2
Boulder 2181007829 0 514 40 6 1
Boulder 2181007830 0 491 29 15 1
Boulder 2181007831 0 551 38 8 4
Boulder 2181007832 0 213 31 2 0
Boulder 2181007833 0 432 51 11 2
Boulder 2181007834 0 470 91 12 4
Boulder 2181007835 0 290 34 4 2
Boulder 2181007836 0 348 49 10 3
Boulder 2181007837 0 579 62 10 4
Boulder 2181007838 0 289 31 9 3
Boulder 2181007839 0 457 75 7 2
Boulder 2181007840 0 431 70 9 3
Boulder 2181007841 0 407 73 7 3
Boulder 2181007842 0 792 144 15 2
Boulder 2181007843 0 967 127 17 2
Boulder 2181007844 0 521 47 11 2
Boulder 2181007845 0 630 48 20 2
Boulder 2181007846 0 689 111 15 8
Boulder 2181007847 0 449 63 9 6
Boulder 2181007848 0 489 31 3 1
Boulder 2181007849 0 384 50 6 0
Boulder 2181007850 0 450 127 5 0
Boulder 2181007851 0 717 113 9 1
Boulder 2181007852 0 764 114 18 3
Boulder 2181007853 0 576 67 16 4
Boulder 2181107505 0 558 154 10 4
Boulder 2181107506 0 309 173 9 1
Boulder 2181107507 0 582 398 16 1
Boulder 2181107508 0 523 133 9 4
Boulder 2181107700 0 579 215 12 4
Boulder 2181107701 0 319 173 9 3
Boulder 2181107702 0 178 130 4 2
Boulder 2181107703 0 247 145 10 1
Boulder 2181107704 0 187 99 5 1
Boulder 2181107705 0 308 221 9 4
Boulder 2181107912 0 786 197 20 3
Boulder 2181107913 0 453 118 8 1
Boulder 2181107916 0 236 133 13 1
Boulder 2181107917 0 848 270 33 11
Boulder 2181107918 0 749 218 22 7
Boulder 2181207401 0 399 192 8 1
Boulder 2181207402 0 393 144 14 2
Boulder 2181207403 0 645 144 15 3
Boulder 2181207404 0 588 231 13 4
Boulder 2181207405 0 269 134 4 3
Boulder 2181207406 0 350 235 11 3
Boulder 2181307854 0 678 57 13 5
Boulder 2181307855 0 602 58 11 4
Boulder 2181307856 0 491 40 8 1
Boulder 2181307857 0 604 116 11 3
Boulder 2181307858 0 729 89 8 4
Boulder 2181307859 0 651 82 5 1
Boulder 2181307860 0 485 65 8 1
Boulder 2181307861 0 468 66 2 2
Boulder 2181307862 0 517 48 4 3
Boulder 2181307863 0 590 89 9 4
Boulder 2181307864 0 484 79 5 3
Boulder 2181307865 0 468 44 8 2
Boulder 2181307866 0 678 57 6 3
Boulder 2181307867 0 619 46 11 4
Boulder 2181307868 0 672 107 13 1
Boulder 2181307869 0 450 49 8 2
Boulder 2181307870 0 462 49 9 4
Boulder 2181307871 0 589 38 12 4
Boulder 2181307872 0 413 69 15 0
Boulder 2181307873 0 333 60 3 3
Boulder 2181307874 0 752 87 3 3
Boulder 2181307875 0 288 54 8 2
Boulder 2181307876 0 351 61 4 0
Boulder 2181307877 0 495 73 12 1
Boulder 2181307878 0 496 38 8 3
Boulder 2181307879 0 490 38 12 1
Boulder 2181307880 0 480 82 7 1
Boulder 2181307881 0 462 60 6 2
Boulder 2181307882 0 486 62 5 1
Boulder 2181307883 0 647 43 6 1
Boulder 2181307884 0 656 50 9 3
Boulder 2181307885 0 497 43 3 1
Boulder 2181307886 0 633 71 8 2
Boulder 2181307887 0 711 105 12 5
Boulder 2181307888 0 627 115 5 2
Boulder 2181307903 0 1277 213 40 13
Boulder 2181307904 0 371 41 11 1
Boulder 2181307905 0 182 61 2 0
Boulder 2181307906 0 353 100 6 4
Boulder 2181307908 0 684 136 8 8
Boulder 2181307909 0 422 49 12 0
Boulder 2181307910 0 506 110 12 4
Boulder 2181307911 0 653 139 16 5
Boulder 2181307914 0 421 74 16 1
Boulder 2181307915 0 227 73 6 3
Boulder 4171107616 0 582 307 22 1
Boulder 4171107617 0 1150 447 49 11
Boulder 4171107618 0 1064 463 41 9
Boulder 4171107619 0 823 226 29 15
Boulder 4171107620 0 764 342 26 4
Boulder 4171107621 0 632 206 20 12
Boulder 4171107622 0 411 119 16 9
Boulder 4171107623 0 664 176 22 9
Boulder 4171107624 0 518 158 22 12
Boulder 4171107625 0 554 130 21 7
Boulder 4171107626 0 553 276 30 13
Boulder 4171107627 0 300 163 23 8
Boulder 4171107628 0 530 233 23 6
Boulder 4171107629 0 361 106 18 5
Boulder 4171107630 0 438 178 22 13
Boulder 4171107631 0 307 144 19 7
Boulder 4171107632 0 538 359 41 10
Boulder 4171107633 0 352 138 38 10
Boulder 4171107634 0 357 196 23 11
Boulder 4171107635 0 319 279 23 2
Boulder 4171107636 0 526 363 32 5
Boulder 4171107637 0 630 294 28 9
Boulder 4171107638 0 449 356 15 6
Boulder 4171107639 0 447 280 13 7
Boulder 4171107640 0 428 271 11 4
Boulder 4171107641 0 374 236 19 6
Boulder 4171107642 0 621 314 22 10
Boulder 4171107643 0 340 199 19 7
Boulder 4171107644 0 376 145 22 13
Boulder 4171107645 0 375 255 21 10
Boulder 4171107646 0 390 359 10 7
Boulder 4171107647 0 654 491 40 4
Boulder 4171107648 0 384 325 25 16
Boulder 4171107649 0 352 175 26 3
Boulder 4171107650 0 326 223 30 4
Boulder 4171107651 0 478 217 23 16
Boulder 4171107652 0 484 218 21 5
Boulder 4171107653 0 334 266 13 4
Boulder 4171107654 0 661 339 26 7
Boulder 4171207600 0 791 624 28 7
Boulder 4171207601 0 774 471 42 10
Boulder 4171207602 0 366 256 17 10
Boulder 4171207603 0 625 402 17 7
Boulder 4171207604 0 392 334 21 11
Boulder 4171207605 0 479 240 37 12
Boulder 4171207606 0 409 223 24 13
Boulder 4171207607 0 494 261 27 5
Boulder 4171207608 0 417 191 25 9
Boulder 4171207609 0 232 61 10 4
Boulder 4171207610 0 875 291 26 15
Boulder 4171207611 0 551 264 23 5
Boulder 4171207612 0 533 232 31 7
Boulder 4171207613 0 420 211 16 12
Boulder 4171207614 0 806 414 31 8
Boulder 4171207615 0 456 206 9 4
Boulder 4181107706 0 92 57 6 1
Boulder 4181107707 0 231 294 25 7
Boulder 4181107708 0 199 346 20 12
Broomfield 2233364001 0 582 313 10 6
Broomfield 2233364002 0 968 325 26 15
Broomfield 2233364003 0 688 250 12 6
Broomfield 2233364004 0 815 444 27 14
Broomfield 2233364005 0 35 8 3 2
Broomfield 2233364006 0 1028 333 46 11
Broomfield 2233364007 0 413 176 15 5
Broomfield 2233364008 0 286 190 16 4
Broomfield 2233364009 0 409 206 14 7
Broomfield 2233364010 0 512 376 25 6
Broomfield 2233364011 0 498 335 26 2
Broomfield 2233364012 0 545 436 11 17
Broomfield 2233364013 0 431 213 34 9
Broomfield 2233364014 0 486 284 19 9
Broomfield 2233364015 0 517 365 19 6
Broomfield 2233364016 0 479 461 24 4
Broomfield 2233364017 0 634 575 21 3
Broomfield 2233364018 0 392 224 26 6
Broomfield 2233364019 0 507 337 44 12
Broomfield 2233364020 0 391 313 24 7
Broomfield 2233364021 0 868 465 45 10
Broomfield 2233364022 0 579 368 25 7
Broomfield 2233364023 0 537 319 17 5
Broomfield 2233364024 0 900 653 41 16
Broomfield 2233364025 0 866 636 30 12
Broomfield 2233364026 0 521 408 24 3
Broomfield 2233364027 0 683 387 34 11
Broomfield 2233364028 0 156 104 13 7
Broomfield 2233364029 0 484 354 30 7
Broomfield 2233364030 0 437 325 28 11
Broomfield 2233364031 0 386 306 21 11
Broomfield 2233364032 0 985 636 34 7
Broomfield 2233364033 0 816 472 20 4
Broomfield 2233364034 0 152 317 7 1
Broomfield 2233364035 0 1137 733 14 10
Broomfield 2233364036 0 1036 753 33 9
Broomfield 2233364037 0 246 182 13 8
Chaffee 5056008001 0 459 648 32 12
Chaffee 5056008002 0 540 764 36 30
Chaffee 5056008003 0 671 770 54 23
Chaffee 5056008004 0 312 528 18 11
Chaffee 5056008005 0 624 639 25 18
Chaffee 5056008006 0 730 685 31 24
Chaffee 5056008007 0 701 412 35 10
Chaffee 5056008008 0 819 271 23 15
Chaffee 5056008009 0 605 301 37 20
Cheyenne 4016509001 0 8 93 1 1
Cheyenne 4016509002 0 32 225 6 4
Cheyenne 4016509003 0 45 261 10 5
Cheyenne 4016509004 0 41 185 3 3
Cheyenne 4016509005 0 12 45 0 0
"Clear Creek" 2021310001 0 461 241 26 14
"Clear Creek" 2021310002 0 136 95 10 4
"Clear Creek" 2021310003 0 166 126 9 7
"Clear Creek" 2021310004 0 344 248 26 9
"Clear Creek" 2021310005 0 335 234 25 5
"Clear Creek" 2021310006 0 212 140 20 2
"Clear Creek" 2021310007 0 480 440 26 4
"Clear Creek" 2021310008 0 338 260 6 3
"Clear Creek" 2021310009 0 460 431 23 10
Conejos 3356211001 0 210 63 9 7
Conejos 3356211002 0 181 172 9 3
Conejos 3356211003 0 170 105 4 9
Conejos 3356211004 0 265 62 8 4
Conejos 3356211005 0 169 164 11 7
Conejos 3356211006 0 169 317 14 5
Conejos 3356211007 0 108 139 5 5
Conejos 3356211008 0 124 393 14 2
Conejos 3356211009 0 116 206 7 1
Conejos 3356211010 0 140 135 5 4
Costilla 3356212001 0 129 11 0 3
Costilla 3356212002 0 126 30 3 0
Costilla 3356212003 0 96 13 5 4
Costilla 3356212004 0 143 30 5 6
Costilla 3356212005 0 57 50 5 0
Costilla 3356212006 0 49 20 1 0
Costilla 3356212007 0 269 211 18 9
Costilla 3356212008 0 143 145 21 7
Crowley 4356413001 0 77 182 7 8
Crowley 4356413002 0 80 147 7 8
Crowley 4356413003 0 53 121 11 6
Crowley 4356413004 0 53 158 15 5
Crowley 4356413005 0 80 147 4 12
Crowley 4356413006 0 57 133 13 4
Custer 3356014001 0 458 946 34 10
Custer 3356014002 0 87 201 5 0
Custer 3356014003 0 350 722 28 22
Delta 3055415001 0 149 729 15 5
Delta 3055415002 0 115 340 17 12
Delta 3055415003 0 139 296 18 4
Delta 3055415004 0 241 417 32 13
Delta 3055415005 0 184 345 18 11
Delta 3055415006 0 199 510 20 7
Delta 3055415007 0 171 547 18 13
Delta 3056115008 0 131 624 17 13
Delta 3056115009 0 209 652 37 11
Delta 3056115010 0 175 577 28 9
Delta 3056115011 0 277 476 17 6
Delta 3056115012 0 151 390 23 6
Delta 3056115013 0 176 557 25 4
Delta 3056115014 0 281 583 32 4
Delta 3056115015 0 358 660 30 13
Delta 3056115016 0 274 490 26 11
Delta 3056115017 0 247 485 20 7
Delta 3056115018 0 441 447 23 6
Delta 3056115019 0 426 212 15 5
Delta 3056115020 0 473 362 14 5
Denver 1160116112 0 496 265 25 10
Denver 1160116113 0 493 253 23 6
Denver 1160116114 0 552 305 26 11
Denver 1160116120 0 638 278 26 11
Denver 1160116122 0 517 375 18 13
Denver 1160116123 0 499 489 14 8
Denver 1160116124 0 451 363 32 13
Denver 1160116125 0 533 355 26 11
Denver 1160116126 0 559 352 27 9
Denver 1160116127 0 644 399 28 12
Denver 1160116128 0 388 355 16 7
Denver 1160116129 0 389 305 10 7
Denver 1160116130 0 471 300 28 17
Denver 1160116131 0 484 340 37 23
Denver 1160116132 0 483 483 27 8
Denver 1310216204 0 995 90 23 6
Denver 1310216205 0 962 72 21 5
Denver 1310216206 0 1113 137 28 5
Denver 1310216207 0 912 134 21 10
Denver 1310216208 0 997 59 34 5
Denver 1310216209 0 772 104 17 10
Denver 1310216210 0 954 107 20 2
Denver 1310216211 0 838 72 18 5
Denver 1310516530 0 67 4 3 0
Denver 1310616605 0 604 113 12 3
Denver 1310616606 0 682 113 20 5
Denver 1310616607 0 515 129 6 3
Denver 1310616609 0 203 67 2 1
Denver 1310616610 0 276 64 4 4
Denver 1310616611 0 560 112 8 2
Denver 1310616612 0 745 149 18 4
Denver 1310616613 0 757 199 13 6
Denver 1310616614 0 463 145 16 2
Denver 1310616615 0 623 183 17 1
Denver 1310616617 0 515 322 8 1
Denver 1310616618 0 490 272 13 4
Denver 1310616619 0 559 286 16 0
Denver 1310616622 0 722 272 10 1
Denver 1310616623 0 728 339 12 1
Denver 1310616624 0 743 312 10 11
Denver 1310616625 0 534 152 9 1
Denver 1310616626 0 512 132 11 3
Denver 1310616627 0 676 293 12 0
Denver 1310616628 0 864 197 8 4
Denver 1310616629 0 686 241 15 3
Denver 1310616630 0 518 156 10 3
Denver 1310616631 0 954 220 23 12
Denver 1310616641 0 790 250 20 12
Denver 1310616642 0 586 260 18 7
Denver 1310616643 0 465 98 18 10
Denver 1310616644 0 601 285 16 12
Denver 1310616645 0 554 234 27 8
Denver 1310616646 0 686 181 34 11
Denver 1310616647 0 679 205 19 12
Denver 1310616648 0 727 208 32 5
Denver 1310616649 0 845 173 27 15
Denver 1310616650 0 599 194 20 5
Denver 1310616651 0 585 166 26 8
Denver 1310616652 0 610 290 14 11
Denver 1310816841 0 893 64 35 5
Denver 1310816842 0 708 95 15 4
Denver 1310816843 0 791 70 17 3
Denver 1310816844 0 969 93 26 11
Denver 1310816845 0 777 82 17 7
Denver 1310816846 0 823 93 20 3
Denver 1310816848 0 869 92 9 4
Denver 1310816849 0 932 114 17 7
Denver 1310816850 0 784 149 7 1
Denver 1310816851 0 984 90 18 7
Denver 1310816852 0 747 89 9 5
Denver 1310816853 0 673 161 7 5
Denver 1310816854 0 759 128 17 4
Denver 1310816855 0 416 58 11 5
Denver 1310816856 0 920 125 31 10
Denver 1310916901 0 867 179 29 7
Denver 1310916903 0 800 235 26 5
Denver 1310916904 0 763 237 25 11
Denver 1310916905 0 183 53 5 5
Denver 1310916906 0 649 221 18 4
Denver 1310916908 0 720 256 22 10
Denver 1310916909 0 830 259 17 6
Denver 1310916910 0 928 252 25 13
Denver 1310916911 0 807 250 36 18
Denver 1310916912 0 632 302 22 14
Denver 1310916916 0 909 382 36 11
Denver 1310916917 0 802 359 28 11
Denver 1310916918 0 759 324 21 9
Denver 1310916919 0 764 348 21 5
Denver 1310916920 0 658 329 26 9
Denver 1310916921 0 721 243 32 5
Denver 1310916922 0 844 307 43 12
Denver 1310916923 0 643 301 35 9
Denver 1310916924 0 468 94 20 4
Denver 1310916927 0 527 287 10 5
Denver 1310916928 0 500 220 11 4
Denver 1310916929 0 472 213 19 7
Denver 1310916930 0 481 194 17 10
Denver 1310916931 0 385 272 11 2
Denver 1310916932 0 603 218 14 10
Denver 1310916933 0 437 199 14 5
Denver 1310916934 0 494 159 12 13
Denver 1310916935 0 709 224 40 6
Denver 1310916936 0 503 189 19 8
Denver 1310916937 0 566 327 20 8
Denver 1310916938 0 591 323 26 7
Denver 1310916940 0 422 254 16 2
Denver 1320116103 0 637 199 32 15
Denver 1320116104 0 468 142 28 7
Denver 1320116105 0 672 238 29 20
Denver 1320116106 0 728 208 36 11
Denver 1320116107 0 704 290 27 29
Denver 1320116108 0 770 241 37 26
Denver 1320116109 0 400 122 24 7
Denver 1320116110 0 704 288 34 21
Denver 1320116111 0 789 254 32 21
Denver 1320116115 0 203 113 12 12
Denver 1320116116 0 563 320 26 15
Denver 1320116117 0 552 259 18 11
Denver 1320116118 0 501 189 20 7
Denver 1320116119 0 489 184 19 10
Denver 1320116121 0 575 260 27 16
Denver 1320216212 0 988 135 20 6
Denver 1320216213 0 660 73 16 9
Denver 1320216214 0 732 97 6 5
Denver 1320216215 0 1065 156 25 11
Denver 1320216216 0 936 122 18 5
Denver 1320216217 0 829 156 23 4
Denver 1320216218 0 597 65 15 6
Denver 1320216219 0 1371 345 27 10
Denver 1320216220 0 1261 130 30 6
Denver 1320216221 0 1197 175 38 13
Denver 1320216222 0 723 107 19 3
Denver 1320216223 0 558 139 17 3
Denver 1320216224 0 835 160 24 13
Denver 1320216225 0 538 146 17 1
Denver 1320216226 0 559 128 18 3
Denver 1320216227 0 566 171 15 6
Denver 1320216228 0 386 143 16 1
Denver 1320216229 0 483 193 13 5
Denver 1320216230 0 517 224 13 4
Denver 1320216231 0 514 226 17 2
Denver 1320216232 0 535 111 24 5
Denver 1320216233 0 1208 277 45 12
Denver 1320216234 0 1076 269 34 6
Denver 1320216235 0 948 240 21 6
Denver 1320216236 0 720 216 24 4
Denver 1320216237 0 791 117 22 10
Denver 1320216238 0 1058 299 26 5
Denver 1320216239 0 700 268 29 5
Denver 1320216240 0 576 125 27 4
Denver 1320216241 0 622 177 30 5
Denver 1320216242 0 569 192 17 6
Denver 1320216243 0 756 178 26 5
Denver 1320216244 0 733 151 24 4
Denver 1320216245 0 644 308 11 6
Denver 1320216246 0 663 282 11 3
Denver 1320216247 0 406 201 17 9
Denver 1320216248 0 608 221 15 2
Denver 1320216249 0 740 408 14 9
Denver 1320216250 0 733 303 15 5
Denver 1320216251 0 744 100 15 1
Denver 1320516532 0 429 51 9 5
Denver 1320516533 0 726 138 24 21
Denver 1320516534 0 643 142 27 16
Denver 1320516535 0 720 175 24 10
Denver 1320516536 0 501 147 24 17
Denver 1320516537 0 577 156 21 10
Denver 1320516538 0 469 160 22 11
Denver 1320516539 0 483 121 15 6
Denver 1320616608 0 906 217 17 4
Denver 1320616616 0 668 400 16 6
Denver 1320616620 0 664 252 18 2
Denver 1320616621 0 646 276 15 5
Denver 1320616632 0 677 246 12 7
Denver 1320616633 0 708 258 16 1
Denver 1320616634 0 457 283 12 2
Denver 1320616635 0 655 443 11 1
Denver 1320616636 0 728 252 10 6
Denver 1320616637 0 613 372 13 2
Denver 1320616638 0 369 192 9 1
Denver 1320616639 0 662 226 14 2
Denver 1320616640 0 791 381 16 7
Denver 1320916902 0 664 105 31 4
Denver 1320916907 0 688 210 30 18
Denver 1320916913 0 781 292 27 20
Denver 1320916914 0 595 272 23 9
Denver 1320916915 0 600 239 25 5
Denver 1320916925 0 364 237 8 5
Denver 1320916926 0 393 205 15 8
Denver 1320916939 0 407 130 14 7
Denver 1330516516 0 425 27 15 6
Denver 1330516520 0 500 100 24 12
Denver 1330516521 0 634 77 17 6
Denver 1330616601 0 438 69 19 1
Denver 1330616602 0 600 106 13 9
Denver 1330616603 0 607 99 18 8
Denver 1330616604 0 745 121 19 12
Denver 1330716701 0 688 57 19 15
Denver 1330716702 0 912 207 22 3
Denver 1330716703 0 449 101 13 3
Denver 1330716704 0 535 53 15 6
Denver 1330716705 0 927 188 25 4
Denver 1330716706 0 806 123 15 2
Denver 1330716707 0 583 132 9 2
Denver 1330716708 0 998 197 20 9
Denver 1330716709 0 573 45 12 9
Denver 1330716710 0 623 103 10 5
Denver 1330716711 0 301 33 9 3
Denver 1330716712 0 169 21 7 3
Denver 1330716713 0 705 130 9 5
Denver 1330716714 0 511 69 19 8
Denver 1330716715 0 459 77 5 14
Denver 1330716716 0 374 73 12 12
Denver 1330716717 0 493 72 15 9
Denver 1330716718 0 471 72 14 6
Denver 1330716719 0 465 44 9 11
Denver 1330716720 0 475 57 12 11
Denver 1330716721 0 494 61 7 11
Denver 1330716722 0 531 78 17 13
Denver 1330716723 0 469 66 11 12
Denver 1330716724 0 505 69 14 7
Denver 1330716725 0 482 60 22 12
Denver 1330716726 0 541 68 15 4
Denver 1330716727 0 539 122 12 12
Denver 1330716728 0 687 160 23 11
Denver 1330716729 0 1084 255 37 22
Denver 1330716730 0 849 303 26 27
Denver 1330716731 0 773 160 21 7
Denver 1330716732 0 475 82 9 14
Denver 1330716733 0 706 190 27 16
Denver 1330716734 0 537 114 12 16
Denver 1330716735 0 503 123 12 6
Denver 1330716736 0 416 99 11 10
Denver 1330716737 0 479 114 20 6
Denver 1330716738 0 497 112 15 11
Denver 1330716739 0 462 120 25 4
Denver 1330716740 0 509 107 8 8
Denver 1330716741 0 499 95 25 9
Denver 1330716742 0 326 94 6 4
Denver 1330716743 0 659 144 10 3
Denver 1330716744 0 1051 280 21 3
Denver 1330716745 0 1137 272 20 7
Denver 1330716746 0 495 123 15 1
Denver 1330816801 0 551 47 10 10
Denver 1330816802 0 617 45 16 0
Denver 1330816803 0 495 66 7 11
Denver 1330816804 0 558 47 11 5
Denver 1330816805 0 484 43 24 4
Denver 1330816806 0 718 90 23 10
Denver 1330816807 0 947 54 15 13
Denver 1330816808 0 896 64 16 17
Denver 1330816810 0 959 112 25 8
Denver 1330816811 0 697 53 10 9
Denver 1330816812 0 699 85 9 8
Denver 1330816813 0 645 53 16 6
Denver 1330816814 0 611 47 11 9
Denver 1330816815 0 636 50 10 1
Denver 1330816816 0 573 67 14 6
Denver 1330816817 0 691 51 12 7
Denver 1330816818 0 531 35 16 4
Denver 1330816819 0 564 50 12 11
Denver 1330816820 0 743 82 6 3
Denver 1330816821 0 646 67 21 4
Denver 1330816822 0 699 56 20 9
Denver 1330816823 0 821 80 9 3
Denver 1330816824 0 772 78 16 6
Denver 1330816825 0 709 82 13 1
Denver 1330816826 0 706 84 15 10
Denver 1330816827 0 946 94 12 2
Denver 1330816828 0 1030 124 25 15
Denver 1330816829 0 1115 166 21 5
Denver 1330816830 0 818 80 14 5
Denver 1330816831 0 761 104 8 7
Denver 1330816832 0 762 107 10 3
Denver 1330816833 0 803 136 12 4
Denver 1330816834 0 753 129 11 7
Denver 1330816835 0 774 153 13 2
Denver 1330816836 0 825 122 12 4
Denver 1330816837 0 732 109 24 4
Denver 1330816838 0 629 97 24 6
Denver 1330816839 0 393 67 6 2
Denver 1330816840 0 408 85 7 0
Denver 1330816847 0 393 75 7 5
Denver 1340116101 0 613 127 28 11
Denver 1340116102 0 556 130 27 22
Denver 1340216201 0 1182 165 28 8
Denver 1340216202 0 837 130 20 7
Denver 1340216203 0 683 94 6 2
Denver 1340416401 0 748 230 28 17
Denver 1340416402 0 926 161 31 11
Denver 1340416403 0 704 148 25 11
Denver 1340416404 0 904 161 31 7
Denver 1340416405 0 830 185 12 8
Denver 1340416406 0 608 136 22 10
Denver 1340416407 0 940 185 29 10
Denver 1340416408 0 961 203 34 6
Denver 1340416409 0 857 150 12 8
Denver 1340416410 0 719 112 21 7
Denver 1340416411 0 703 117 19 6
Denver 1340416412 0 927 157 30 5
Denver 1340416413 0 987 212 27 7
Denver 1340416414 0 902 195 23 9
Denver 1340416415 0 1185 211 18 10
Denver 1340416416 0 858 135 33 5
Denver 1340416417 0 737 125 20 10
Denver 1340416418 0 996 189 23 9
Denver 1340416419 0 913 224 19 2
Denver 1340416420 0 760 167 17 18
Denver 1340416421 0 990 178 30 14
Denver 1340416422 0 899 213 18 4
Denver 1340416423 0 554 192 21 12
Denver 1340416424 0 816 212 27 7
Denver 1340416425 0 560 107 20 11
Denver 1340416426 0 905 195 38 16
Denver 1340416427 0 110 18 2 4
Denver 1340416428 0 590 122 28 17
Denver 1340416429 0 662 114 39 17
Denver 1340416430 0 617 81 21 16
Denver 1340416431 0 727 159 24 14
Denver 1340416432 0 678 88 23 17
Denver 1340416433 0 646 157 30 6
Denver 1340416434 0 629 119 22 15
Denver 1340416435 0 470 110 26 12
Denver 1340416436 0 458 80 12 9
Denver 1340516501 0 679 141 18 15
Denver 1340516502 0 432 55 11 13
Denver 1340516503 0 518 82 25 7
Denver 1340516504 0 461 64 24 8
Denver 1340516505 0 587 104 10 12
Denver 1340516506 0 802 77 15 4
Denver 1340516507 0 716 107 10 10
Denver 1340516508 0 599 134 18 10
Denver 1340516509 0 803 193 28 5
Denver 1340516510 0 410 64 13 10
Denver 1340516511 0 775 180 22 4
Denver 1340516512 0 918 209 22 3
Denver 1340516513 0 820 262 30 1
Denver 1340516514 0 896 212 23 5
Denver 1340516515 0 919 140 35 5
