DIST COUNTY AREA TOTAL DEM REP IND OTHER
DIST COUNTY AREA TOTAL Dem Rep Ind Other
14 Waushara "Town Of Springwater Wards 1-2" 0 304 574 0 0
14 Waushara "Town Of Warren Ward 1" 0 119 246 0 0
14 Waushara "Village Of Lohrville Ward 1" 0 63 143 0 0
14 Waushara "Village Of Redgranite Wards 1-3" 0 130 315 0 0
14 Waushara "Village Of Wild Rose Ward 1" 0 172 225 0 0
16 Dane "City Of Fitchburg Wards 1-4" 0 2134 487 0 2
16 Dane "City Of Fitchburg Wards 10-13" 0 2104 445 0 4
16 Dane "City Of Fitchburg Wards 15,18-19" 0 2764 951 0 1
16 Dane "City Of Fitchburg Wards 5-9" 0 3350 1102 0 2
16 Dane "City Of Madison Ward 1" 0 1364 476 0 3
16 Dane "City Of Madison Ward 10" 0 1138 353 0 2
16 Dane "City Of Madison Ward 11" 0 632 129 0 1
16 Dane "City Of Madison Ward 113" 0 0 0 0 0
16 Dane "City Of Madison Ward 12" 0 1375 344 0 0
16 Dane "City Of Madison Ward 123" 0 0 0 0 0
16 Dane "City Of Madison Ward 128" 0 1 2 0 0
16 Dane "City Of Madison Ward 129" 0 3 2 0 0
16 Dane "City Of Madison Ward 13" 0 449 94 0 3
16 Dane "City Of Madison Ward 130" 0 0 0 0 0
16 Dane "City Of Madison Ward 131" 0 3 0 0 0
16 Dane "City Of Madison Ward 132" 0 4 0 0 0
16 Dane "City Of Madison Ward 133" 0 1 1 0 0
16 Dane "City Of Madison Ward 134" 0 12 7 0 0
16 Dane "City Of Madison Ward 139" 0 0 0 0 0
16 Dane "City Of Madison Ward 14" 0 442 74 0 0
16 Dane "City Of Madison Ward 15" 0 936 141 0 0
16 Dane "City Of Madison Ward 16" 0 2221 334 0 1
16 Dane "City Of Madison Ward 17" 0 618 120 0 0
16 Dane "City Of Madison Ward 18" 0 682 114 0 2
16 Dane "City Of Madison Ward 19" 0 636 99 0 1
16 Dane "City Of Madison Ward 2" 0 831 192 0 1
16 Dane "City Of Madison Ward 21" 0 737 165 0 0
16 Dane "City Of Madison Ward 22" 0 1102 307 0 0
16 Dane "City Of Madison Ward 23" 0 842 296 0 3
16 Dane "City Of Madison Ward 24" 0 843 348 0 0
16 Dane "City Of Madison Ward 25" 0 1615 302 0 2
16 Dane "City Of Madison Ward 26" 0 823 242 0 3
16 Dane "City Of Madison Ward 27" 0 6 1 0 0
16 Dane "City Of Madison Ward 3" 0 622 176 0 0
16 Dane "City Of Madison Ward 31" 0 959 126 0 0
16 Dane "City Of Madison Ward 32" 0 567 95 0 1
16 Dane "City Of Madison Ward 33" 0 823 160 0 2
16 Dane "City Of Madison Ward 34" 0 739 109 0 3
16 Dane "City Of Madison Ward 35" 0 885 162 0 1
16 Dane "City Of Madison Ward 36" 0 934 228 0 1
16 Dane "City Of Madison Ward 37" 0 1203 234 0 2
16 Dane "City Of Madison Ward 38" 0 1988 566 0 5
16 Dane "City Of Madison Ward 4" 0 433 155 0 0
16 Dane "City Of Madison Ward 5" 0 721 232 0 1
16 Dane "City Of Madison Ward 6" 0 1334 339 0 1
16 Dane "City Of Madison Ward 7" 0 791 275 0 2
16 Dane "City Of Madison Ward 8" 0 1431 469 0 3
16 Dane "City Of Madison Ward 9" 0 2262 648 0 1
16 Dane "City Of Monona Wards 1-5" 0 2399 612 0 3
16 Dane "City Of Monona Wards 6-10" 0 2226 614 0 2
16 Dane "City Of Stoughton Ward 16" 0 0 0 0 0
16 Dane "City Of Stoughton Wards 1-2" 0 1273 672 0 1
16 Dane "City Of Stoughton Wards 3-4,12" 0 1310 582 0 0
16 Dane "City Of Stoughton Wards 5-6" 0 1447 622 0 2
16 Dane "City Of Stoughton Wards 7-8,15" 0 1368 665 0 2
16 Dane "City Of Sun Prairie Wards 1-19,26" 0 13184 6475 0 19
16 Dane "Town Of Blooming Grove Wards 1-3" 0 756 284 0 0
16 Dane "Town Of Cottage Grove Wards 1-2,4-5,7" 0 958 705 0 2
16 Dane "Town Of Cottage Grove Wards 3,6" 0 597 364 0 0
16 Dane "Town Of Dunkirk Wards 1,3,5" 0 520 334 0 1
16 Dane "Town Of Dunn Wards 1-7" 0 2191 1338 0 3
16 Dane "Town Of Madison Wards 1-9" 0 2317 330 0 5
16 Dane "Town Of Pleasant Springs Wards 1-4" 0 1273 961 0 1
16 Dane "Town Of Sun Prairie Wards 1-3" 0 877 676 0 0
16 Dane "Village Of Cottage Grove Wards 1-10,13" 0 2765 1544 0 8
16 Dane "Village Of Cottage Grove Wards 11-12" 0 1 1 0 0
16 Dane "Village Of Maple Bluff Wards 1-2" 0 703 362 0 2
16 Dane "Village Of Mcfarland Ward 14" 0 0 0 0 0
16 Dane "Village Of Mcfarland Wards 1-13" 0 4001 1878 0 3
18 Dodge "City Of Waupun Wards 1-8" 0 815 1566 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 1" 0 336 434 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 10" 0 401 573 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 11" 0 293 308 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 12" 0 409 517 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 13" 0 295 336 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 14" 0 379 640 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 15" 0 297 509 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 16" 0 308 378 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 17" 0 97 120 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 18" 0 16 57 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 19" 0 300 402 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 2" 0 310 337 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 20" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 21" 0 438 584 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 22" 0 405 710 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 23" 0 455 710 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 24" 0 509 734 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 25" 0 451 981 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 26" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 27" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 28" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 29" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 3" 0 435 644 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 30" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 31" 0 0 0 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 4" 0 336 433 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 5" 0 626 720 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 6" 0 394 590 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 7" 0 303 443 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 8" 0 397 622 0 0
18 "Fond du Lac" "City Of Fond Du Lac Ward 9" 0 313 348 0 0
18 "Fond du Lac" "City Of Waupun Wards 9-9A,10-12" 0 536 1389 0 0
18 "Fond du Lac" "Town Of Byron Wards 1-2" 0 238 841 0 0
18 "Fond du Lac" "Town Of Calumet Ward 1" 0 137 405 0 0
18 "Fond du Lac" "Town Of Eldorado Wards 1-3" 0 196 670 0 0
18 "Fond du Lac" "Town Of Empire Wards 1-4" 0 575 1349 0 0
18 "Fond du Lac" "Town Of Fond Du Lac Ward 1A" 0 0 0 0 0
18 "Fond du Lac" "Town Of Fond Du Lac Wards 1,2-8" 0 744 1565 0 0
18 "Fond du Lac" "Town Of Friendship Wards 1-3" 0 432 1036 0 0
18 "Fond du Lac" "Town Of Lamartine Wards 1-2" 0 256 875 0 0
18 "Fond du Lac" "Town Of Oakfield Wards 1-2" 0 99 328 0 0
18 "Fond du Lac" "Town Of Rosendale Ward 1" 0 111 327 0 0
18 "Fond du Lac" "Town Of Springvale Ward 1" 0 96 339 0 0
18 "Fond du Lac" "Town Of Taycheedah Wards 1-5" 0 811 2329 0 0
18 "Fond du Lac" "Town Of Waupun Wards 1-2" 0 206 695 0 0
18 "Fond du Lac" "Village Of North Fond Du Lac Wards 1-7" 0 1038 1484 0 0
18 "Fond du Lac" "Village Of Oakfield Wards 1-2" 0 165 483 0 0
18 "Fond du Lac" "Village Of Rosendale Wards 1-2" 0 152 462 0 0
18 Winnebago "City Of Omro Wards 1-9" 0 695 1233 0 2
18 Winnebago "City Of Oshkosh Ward 1" 0 708 610 0 2
18 Winnebago "City Of Oshkosh Ward 10" 0 686 565 0 3
18 Winnebago "City Of Oshkosh Ward 11" 0 590 535 0 3
18 Winnebago "City Of Oshkosh Ward 12" 0 528 497 0 2
18 Winnebago "City Of Oshkosh Ward 13" 0 575 659 0 1
18 Winnebago "City Of Oshkosh Ward 14" 0 621 695 0 1
18 Winnebago "City Of Oshkosh Ward 15" 0 565 567 0 1
18 Winnebago "City Of Oshkosh Ward 16" 0 678 775 0 1
18 Winnebago "City Of Oshkosh Ward 17" 0 630 517 0 0
18 Winnebago "City Of Oshkosh Ward 18" 0 641 733 0 2
18 Winnebago "City Of Oshkosh Ward 19" 0 450 529 0 1
18 Winnebago "City Of Oshkosh Ward 2" 0 628 432 0 1
18 Winnebago "City Of Oshkosh Ward 20" 0 256 350 0 0
18 Winnebago "City Of Oshkosh Ward 21" 0 554 473 0 1
18 Winnebago "City Of Oshkosh Ward 22A" 0 677 804 0 1
18 Winnebago "City Of Oshkosh Ward 22B" 0 0 0 0 0
18 Winnebago "City Of Oshkosh Ward 23A" 0 589 480 0 1
18 Winnebago "City Of Oshkosh Ward 23B" 0 43 17 0 0
18 Winnebago "City Of Oshkosh Ward 24" 0 288 335 0 0
18 Winnebago "City Of Oshkosh Ward 25A" 0 179 128 0 0
18 Winnebago "City Of Oshkosh Ward 25B" 0 516 405 0 3
18 Winnebago "City Of Oshkosh Ward 26" 0 382 424 0 3
18 Winnebago "City Of Oshkosh Ward 27" 0 588 530 0 2
18 Winnebago "City Of Oshkosh Ward 28A" 0 492 534 0 4
18 Winnebago "City Of Oshkosh Ward 28B" 0 136 169 0 0
18 Winnebago "City Of Oshkosh Ward 29A" 0 267 301 0 1
18 Winnebago "City Of Oshkosh Ward 29B" 0 2 13 0 0
18 Winnebago "City Of Oshkosh Ward 3" 0 184 141 0 0
18 Winnebago "City Of Oshkosh Ward 30" 0 34 57 0 0
18 Winnebago "City Of Oshkosh Ward 31" 0 201 207 0 1
18 Winnebago "City Of Oshkosh Ward 32" 0 0 0 0 0
18 Winnebago "City Of Oshkosh Ward 33" 0 45 66 0 0
18 Winnebago "City Of Oshkosh Ward 34" 0 4 1 0 0
18 Winnebago "City Of Oshkosh Ward 35" 0 7 17 0 0
18 Winnebago "City Of Oshkosh Ward 36" 0 2 4 0 0
18 Winnebago "City Of Oshkosh Ward 37" 0 1 8 0 0
18 Winnebago "City Of Oshkosh Ward 38" 0 4 6 0 0
18 Winnebago "City Of Oshkosh Ward 39" 0 2 0 0 0
18 Winnebago "City Of Oshkosh Ward 4" 0 279 194 0 1
18 Winnebago "City Of Oshkosh Ward 40" 0 0 5 0 0
18 Winnebago "City Of Oshkosh Ward 41" 0 4 3 0 0
18 Winnebago "City Of Oshkosh Ward 42" 0 0 0 0 0
18 Winnebago "City Of Oshkosh Ward 43" 0 0 1 0 0
18 Winnebago "City Of Oshkosh Ward 5" 0 487 293 0 2
18 Winnebago "City Of Oshkosh Ward 6" 0 562 356 0 2
18 Winnebago "City Of Oshkosh Ward 7" 0 751 513 0 4
18 Winnebago "City Of Oshkosh Ward 8" 0 646 505 0 3
18 Winnebago "City Of Oshkosh Ward 9" 0 538 348 0 2
18 Winnebago "Town Of Algoma Wards 1-2,7-10" 0 854 1281 0 4
18 Winnebago "Town Of Algoma Wards 3-6" 0 967 1370 0 1
18 Winnebago "Town Of Black Wolf Wards 1-3" 0 594 1085 0 2
18 Winnebago "Town Of Nekimi Wards 1-2" 0 254 638 0 2
18 Winnebago "Town Of Nepeuskun Ward 1" 0 128 328 0 0
18 Winnebago "Town Of Omro Wards 1-3" 0 493 1056 0 0
18 Winnebago "Town Of Oshkosh Ward 1B" 0 18 26 0 0
18 Winnebago "Town Of Oshkosh Wards 1A,2-5" 0 639 1043 0 1
18 Winnebago "Town Of Rushford Wards 1-2" 0 263 735 0 1
18 Winnebago "Town Of Utica Wards 1-2" 0 239 620 0 0
20 Calumet "City Of Kiel Ward 10" 0 0 1 0 0
20 Calumet "City Of New Holstein Wards 1-5" 0 0 1431 0 0
20 Calumet "Town Of Brothertown Wards 1-2" 0 0 723 0 3
20 Calumet "Town Of New Holstein Wards 1-3" 0 0 761 0 4
20 "Fond du Lac" "Town Of Ashford Wards 1-3" 0 0 985 0 0
20 "Fond du Lac" "Town Of Auburn Wards 1-3" 0 0 1467 0 0
20 "Fond du Lac" "Town Of Calumet Ward 2" 0 0 328 0 0
20 "Fond du Lac" "Town Of Eden Wards 1-2" 0 0 568 0 0
20 "Fond du Lac" "Town Of Forest Wards 1-2" 0 0 586 0 0
20 "Fond du Lac" "Town Of Marshfield Wards 1-2" 0 0 605 0 0
20 "Fond du Lac" "Town Of Osceola Wards 1-2" 0 0 1016 0 0
20 "Fond du Lac" "Village Of Campbellsport Wards 1-4" 0 0 904 0 0
20 "Fond du Lac" "Village Of Eden Ward 1" 0 0 392 0 0
20 "Fond du Lac" "Village Of Kewaskum Ward 6" 0 0 0 0 0
20 "Fond du Lac" "Village Of Mount Calvary Ward 1" 0 0 259 0 0
20 "Fond du Lac" "Village Of St. Cloud Ward 1" 0 0 282 0 0
20 Ozaukee "City Of Cedarburg Ward 1" 0 0 870 0 75
20 Ozaukee "City Of Cedarburg Ward 3" 0 0 736 0 52
20 Ozaukee "City Of Cedarburg Ward 5" 0 0 725 0 48
20 Ozaukee "City Of Cedarburg Ward 6" 0 0 774 0 53
20 Ozaukee "City Of Cedarburg Ward 7" 0 0 746 0 51
20 Ozaukee "City Of Cedarburg Wards 2,9" 0 0 877 0 76
20 Ozaukee "City Of Cedarburg Wards 4,8" 0 0 704 0 41
20 Ozaukee "City Of Port Washington Ward 1" 0 0 745 0 20
20 Ozaukee "City Of Port Washington Ward 2" 0 0 670 0 47
20 Ozaukee "City Of Port Washington Ward 3" 0 0 657 0 51
20 Ozaukee "City Of Port Washington Ward 4" 0 0 883 0 53
20 Ozaukee "City Of Port Washington Ward 5" 0 0 875 0 46
20 Ozaukee "City Of Port Washington Ward 6" 0 0 643 0 41
20 Ozaukee "City Of Port Washington Ward 7" 0 0 675 0 43
20 Ozaukee "Town Of Belgium Wards 1-3" 0 0 772 0 18
20 Ozaukee "Town Of Cedarburg Wards 1-2" 0 0 670 0 28
20 Ozaukee "Town Of Cedarburg Wards 3-4" 0 0 822 0 32
20 Ozaukee "Town Of Cedarburg Wards 5-6,10" 0 0 976 0 50
20 Ozaukee "Town Of Cedarburg Wards 7-9" 0 0 967 0 46
20 Ozaukee "Town Of Fredonia Wards 1-4" 0 0 1162 0 19
20 Ozaukee "Town Of Port Washington Wards 1-2" 0 0 778 0 28
20 Ozaukee "Town Of Saukville Wards 1-3" 0 0 1003 0 22
20 Ozaukee "Village Of Belgium Wards 1-3" 0 0 1178 0 20
20 Ozaukee "Village Of Fredonia Wards 1-3" 0 0 1122 0 27
20 Ozaukee "Village Of Newburg Ward 3" 0 0 46 0 0
20 Ozaukee "Village Of Saukville Wards 1,6-7" 0 0 973 0 52
20 Ozaukee "Village Of Saukville Wards 2-5" 0 0 888 0 50
20 Sheboygan "Town Of Greenbush Wards 1-3" 0 0 784 0 16
20 Sheboygan "Town Of Lyndon Wards 1-3" 0 0 816 0 18
20 Sheboygan "Town Of Mitchell Wards 1-3" 0 0 658 0 13
20 Sheboygan "Town Of Russell Ward 1" 0 0 214 0 0
20 Sheboygan "Town Of Scott Wards 1-3" 0 0 1001 0 14
20 Sheboygan "Village Of Cascade Ward 1" 0 0 362 0 5
20 Sheboygan "Village Of Waldo Ward 1" 0 0 259 0 4
20 Washington "City Of Hartford Wards 11-14,21-22,26-27,29-30" 0 0 2486 0 0
20 Washington "City Of Hartford Wards 3-5,31-32,34" 0 0 1220 0 0
20 Washington "City Of Hartford Wards 6,9-10,15-17,20,23-25,28,33,35-36" 0 0 1837 0 0
20 Washington "City Of West Bend Ward 29" 0 0 0 0 0
20 Washington "City Of West Bend Wards 1-3" 0 0 1605 0 0
20 Washington "City Of West Bend Wards 11-14,28" 0 0 1636 0 0
20 Washington "City Of West Bend Wards 15-19" 0 0 1676 0 0
20 Washington "City Of West Bend Wards 20-22" 0 0 1628 0 0
20 Washington "City Of West Bend Wards 23-24,26,33" 0 0 1780 0 0
20 Washington "City Of West Bend Wards 25,27" 0 0 3 0 0
20 Washington "City Of West Bend Wards 30-31,34-35" 0 0 0 0 0
20 Washington "City Of West Bend Wards 4-6" 0 0 1633 0 0
20 Washington "City Of West Bend Wards 7-8" 0 0 2030 0 0
20 Washington "City Of West Bend Wards 9-10,32,36" 0 0 1652 0 0
20 Washington "Town Of Addison Wards 1-6" 0 0 1930 0 0
20 Washington "Town Of Barton Wards 1-4" 0 0 1629 0 0
20 Washington "Town Of Farmington Wards 1-5" 0 0 2091 0 0
20 Washington "Town Of Hartford Wards 1-5" 0 0 2036 0 0
20 Washington "Town Of Jackson Wards 1-6" 0 0 2714 0 0
20 Washington "Town Of Kewaskum Wards 1-2" 0 0 680 0 0
20 Washington "Town Of Polk Wards 1-6" 0 0 2397 0 0
20 Washington "Town Of Trenton Wards 1-2,8" 0 0 629 0 0
20 Washington "Town Of Trenton Wards 3-7" 0 0 2107 0 0
20 Washington "Town Of Wayne Wards 1-3" 0 0 1291 0 0
20 Washington "Town Of West Bend Wards 1-8" 0 0 2642 0 0
20 Washington "Village Of Jackson Wards 1-9" 0 0 3654 0 0
20 Washington "Village Of Jackson Wards 10-13" 0 0 1 0 0
20 Washington "Village Of Kewaskum Wards 1-5,7" 0 0 2099 0 0
20 Washington "Village Of Newburg Wards 1-2" 0 0 547 0 0
20 Washington "Village Of Richfield Ward 4" 0 0 881 0 0
20 Washington "Village Of Richfield Wards 5-6" 0 0 1963 0 0
20 Washington "Village Of Slinger Ward 9" 0 0 0 0 0
20 Washington "Village Of Slinger Wards 1-8" 0 0 2899 0 0
22 Kenosha "City Of Kenosha Ward 1" 0 468 0 0 11
22 Kenosha "City Of Kenosha Ward 10" 0 323 0 0 6
22 Kenosha "City Of Kenosha Ward 100" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 101" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 102" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 103" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 105" 0 1 0 0 0
22 Kenosha "City Of Kenosha Ward 106" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 107" 0 2 0 0 0
22 Kenosha "City Of Kenosha Ward 108" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 109" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 11" 0 346 0 0 18
22 Kenosha "City Of Kenosha Ward 110" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 112" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 113" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 114" 0 1 0 0 0
22 Kenosha "City Of Kenosha Ward 116" 0 2 0 0 0
22 Kenosha "City Of Kenosha Ward 12" 0 463 0 0 20
22 Kenosha "City Of Kenosha Ward 13" 0 502 0 0 20
22 Kenosha "City Of Kenosha Ward 14" 0 545 0 0 13
22 Kenosha "City Of Kenosha Ward 15" 0 746 0 0 23
22 Kenosha "City Of Kenosha Ward 16" 0 313 0 0 17
22 Kenosha "City Of Kenosha Ward 17" 0 140 0 0 2
22 Kenosha "City Of Kenosha Ward 18" 0 567 0 0 19
22 Kenosha "City Of Kenosha Ward 19" 0 214 0 0 10
22 Kenosha "City Of Kenosha Ward 2" 0 369 0 0 15
22 Kenosha "City Of Kenosha Ward 20" 0 438 0 0 13
22 Kenosha "City Of Kenosha Ward 21" 0 198 0 0 15
22 Kenosha "City Of Kenosha Ward 22" 0 1112 0 0 56
22 Kenosha "City Of Kenosha Ward 23" 0 271 0 0 15
22 Kenosha "City Of Kenosha Ward 24" 0 525 0 0 12
22 Kenosha "City Of Kenosha Ward 25" 0 577 0 0 22
22 Kenosha "City Of Kenosha Ward 26" 0 266 0 0 8
22 Kenosha "City Of Kenosha Ward 27" 0 460 0 0 8
22 Kenosha "City Of Kenosha Ward 28" 0 306 0 0 4
22 Kenosha "City Of Kenosha Ward 29" 0 302 0 0 6
22 Kenosha "City Of Kenosha Ward 3" 0 192 0 0 3
22 Kenosha "City Of Kenosha Ward 30" 0 315 0 0 9
22 Kenosha "City Of Kenosha Ward 31" 0 603 0 0 21
22 Kenosha "City Of Kenosha Ward 32" 0 229 0 0 10
22 Kenosha "City Of Kenosha Ward 33" 0 23 0 0 1
22 Kenosha "City Of Kenosha Ward 34" 0 305 0 0 18
22 Kenosha "City Of Kenosha Ward 35" 0 583 0 0 25
22 Kenosha "City Of Kenosha Ward 36" 0 216 0 0 5
22 Kenosha "City Of Kenosha Ward 37" 0 579 0 0 22
22 Kenosha "City Of Kenosha Ward 38" 0 766 0 0 18
22 Kenosha "City Of Kenosha Ward 39" 0 458 0 0 24
22 Kenosha "City Of Kenosha Ward 4" 0 618 0 0 16
22 Kenosha "City Of Kenosha Ward 40" 0 228 0 0 6
22 Kenosha "City Of Kenosha Ward 41" 0 332 0 0 17
22 Kenosha "City Of Kenosha Ward 42" 0 309 0 0 15
22 Kenosha "City Of Kenosha Ward 43" 0 605 0 0 25
22 Kenosha "City Of Kenosha Ward 44" 0 375 0 0 14
22 Kenosha "City Of Kenosha Ward 45" 0 320 0 0 10
22 Kenosha "City Of Kenosha Ward 46" 0 335 0 0 7
22 Kenosha "City Of Kenosha Ward 47" 0 183 0 0 6
22 Kenosha "City Of Kenosha Ward 48" 0 251 0 0 7
22 Kenosha "City Of Kenosha Ward 49" 0 307 0 0 10
22 Kenosha "City Of Kenosha Ward 5" 0 372 0 0 9
22 Kenosha "City Of Kenosha Ward 50" 0 402 0 0 9
22 Kenosha "City Of Kenosha Ward 51" 0 288 0 0 11
22 Kenosha "City Of Kenosha Ward 52" 0 547 0 0 21
22 Kenosha "City Of Kenosha Ward 53" 0 191 0 0 17
22 Kenosha "City Of Kenosha Ward 54" 0 567 0 0 27
22 Kenosha "City Of Kenosha Ward 55" 0 283 0 0 16
22 Kenosha "City Of Kenosha Ward 56" 0 394 0 0 14
22 Kenosha "City Of Kenosha Ward 57" 0 586 0 0 23
22 Kenosha "City Of Kenosha Ward 58" 0 40 0 0 3
22 Kenosha "City Of Kenosha Ward 59" 0 711 0 0 24
22 Kenosha "City Of Kenosha Ward 6" 0 401 0 0 12
22 Kenosha "City Of Kenosha Ward 60" 0 577 0 0 27
22 Kenosha "City Of Kenosha Ward 61" 0 294 0 0 17
22 Kenosha "City Of Kenosha Ward 62" 0 646 0 0 31
22 Kenosha "City Of Kenosha Ward 63" 0 467 0 0 7
22 Kenosha "City Of Kenosha Ward 64" 0 498 0 0 19
22 Kenosha "City Of Kenosha Ward 65" 0 25 0 0 1
22 Kenosha "City Of Kenosha Ward 66" 0 881 0 0 35
22 Kenosha "City Of Kenosha Ward 67" 0 558 0 0 18
22 Kenosha "City Of Kenosha Ward 68" 0 271 0 0 13
22 Kenosha "City Of Kenosha Ward 69" 0 52 0 0 0
22 Kenosha "City Of Kenosha Ward 7" 0 310 0 0 6
22 Kenosha "City Of Kenosha Ward 70" 0 18 0 0 1
22 Kenosha "City Of Kenosha Ward 71" 0 246 0 0 5
22 Kenosha "City Of Kenosha Ward 72" 0 564 0 0 28
22 Kenosha "City Of Kenosha Ward 73" 0 468 0 0 25
22 Kenosha "City Of Kenosha Ward 74" 0 5 0 0 0
22 Kenosha "City Of Kenosha Ward 75" 0 470 0 0 38
22 Kenosha "City Of Kenosha Ward 76" 0 359 0 0 33
22 Kenosha "City Of Kenosha Ward 77" 0 663 0 0 41
22 Kenosha "City Of Kenosha Ward 78" 0 637 0 0 28
22 Kenosha "City Of Kenosha Ward 79" 0 692 0 0 40
22 Kenosha "City Of Kenosha Ward 8" 0 786 0 0 20
22 Kenosha "City Of Kenosha Ward 80" 0 156 0 0 5
22 Kenosha "City Of Kenosha Ward 81" 0 245 0 0 9
22 Kenosha "City Of Kenosha Ward 82" 0 114 0 0 4
22 Kenosha "City Of Kenosha Ward 83" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 84" 0 237 0 0 17
22 Kenosha "City Of Kenosha Ward 85" 0 25 0 0 0
22 Kenosha "City Of Kenosha Ward 86" 0 171 0 0 4
22 Kenosha "City Of Kenosha Ward 87" 0 302 0 0 17
22 Kenosha "City Of Kenosha Ward 9" 0 347 0 0 8
22 Kenosha "City Of Kenosha Ward 92" 0 3 0 0 0
22 Kenosha "City Of Kenosha Ward 93" 0 1 0 0 0
22 Kenosha "City Of Kenosha Ward 94" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 96" 0 0 0 0 1
22 Kenosha "City Of Kenosha Ward 98" 0 0 0 0 0
22 Kenosha "City Of Kenosha Ward 99" 0 3 0 0 0
22 Kenosha "Town Of Somers Ward 2" 0 306 0 0 14
22 Kenosha "Village Of Somers Ward 12" 0 322 0 0 13
22 Kenosha "Village Of Somers Wards 5-6,9-10" 0 947 0 0 30
22 Kenosha "Village Of Somers Wards 7-8" 0 534 0 0 24
22 Racine "City Of Racine Ward 1" 0 672 0 0 25
22 Racine "City Of Racine Ward 10" 0 663 0 0 21
22 Racine "City Of Racine Ward 11" 0 648 0 0 28
22 Racine "City Of Racine Ward 12" 0 618 0 0 34
22 Racine "City Of Racine Ward 14" 0 867 0 0 47
22 Racine "City Of Racine Ward 15" 0 729 0 0 30
22 Racine "City Of Racine Ward 17" 0 358 0 0 15
22 Racine "City Of Racine Ward 18" 0 311 0 0 5
22 Racine "City Of Racine Ward 19" 0 265 0 0 6
22 Racine "City Of Racine Ward 2" 0 549 0 0 10
22 Racine "City Of Racine Ward 21" 0 710 0 0 32
22 Racine "City Of Racine Ward 22" 0 1107 0 0 55
22 Racine "City Of Racine Ward 23" 0 921 0 0 45
22 Racine "City Of Racine Ward 24" 0 828 0 0 29
22 Racine "City Of Racine Ward 25" 0 829 0 0 24
22 Racine "City Of Racine Ward 26" 0 110 0 0 6
22 Racine "City Of Racine Ward 29" 0 841 0 0 48
22 Racine "City Of Racine Ward 3" 0 986 0 0 35
22 Racine "City Of Racine Ward 30" 0 741 0 0 23
22 Racine "City Of Racine Ward 31" 0 411 0 0 22
22 Racine "City Of Racine Ward 32" 0 545 0 0 16
22 Racine "City Of Racine Ward 33" 0 606 0 0 26
22 Racine "City Of Racine Ward 4" 0 515 0 0 3
22 Racine "City Of Racine Ward 5" 0 412 0 0 3
22 Racine "City Of Racine Ward 6" 0 495 0 0 14
22 Racine "City Of Racine Ward 7" 0 385 0 0 9
22 Racine "City Of Racine Ward 8" 0 492 0 0 14
22 Racine "City Of Racine Ward 9" 0 616 0 0 22
22 Racine "Village Of Elmwood Park Ward 1" 0 209 0 0 5
22 Racine "Village Of Mount Pleasant Wards 18,23" 0 606 0 0 22
22 Racine "Village Of Mount Pleasant Wards 19,21-22" 0 1598 0 0 110
