DIST COUNTY AREA TOTAL DEM REP IND OTHER
DIST COUNTY AREA TOTAL Dem Rep Ind Other
10 Dunn "Village Of Downing Ward 1" 0 28 94 0 0
10 Dunn "Village Of Knapp Ward 1" 0 61 184 0 0
10 Pierce "City Of River Falls Ward 5" 0 169 164 0 0
10 Pierce "City Of River Falls Wards 12-14" 0 911 776 0 0
10 Pierce "City Of River Falls Wards 6-8" 0 1218 849 0 0
10 Pierce "City Of River Falls Wards 9-11" 0 658 590 0 0
10 Pierce "Town Of River Falls Wards 1-3" 0 691 823 0 0
10 Polk "City Of Amery Wards 1-5" 0 671 873 0 0
10 Polk "City Of St. Croix Falls Wards 1-4" 0 623 637 0 0
10 Polk "Town Of Alden Wards 1-4" 0 621 1181 0 0
10 Polk "Town Of Apple River Wards 1-2" 0 214 452 0 0
10 Polk "Town Of Balsam Lake Wards 1-2" 0 296 609 0 0
10 Polk "Town Of Beaver Ward 1" 0 178 340 0 0
10 Polk "Town Of Black Brook Wards 1-2" 0 257 598 0 0
10 Polk "Town Of Bone Lake Ward 1" 0 159 273 0 0
10 Polk "Town Of Clam Falls Ward 1" 0 118 197 0 0
10 Polk "Town Of Clayton Ward 1" 0 182 377 0 0
10 Polk "Town Of Eureka Wards 1-2" 0 344 730 0 0
10 Polk "Town Of Farmington Wards 1-2" 0 374 838 0 0
10 Polk "Town Of Garfield Wards 1-3" 0 342 655 0 0
10 Polk "Town Of Georgetown Wards 1-2" 0 237 381 0 0
10 Polk "Town Of Laketown Ward 1" 0 215 392 0 0
10 Polk "Town Of Lincoln Wards 1-4" 0 484 914 0 0
10 Polk "Town Of Lorain Ward 1" 0 63 134 0 0
10 Polk "Town Of Luck Wards 1-2" 0 192 339 0 0
10 Polk "Town Of Milltown Wards 1-2" 0 250 501 0 0
10 Polk "Town Of Osceola Wards 1-5" 0 639 1266 0 0
10 Polk "Town Of St. Croix Falls Wards 1-2" 0 251 476 0 0
10 Polk "Town Of Sterling Ward 1" 0 112 291 0 0
10 Polk "Town Of West Sweden Ward 1" 0 158 278 0 0
10 Polk "Village Of Balsam Lake Wards 1-2" 0 162 333 0 0
10 Polk "Village Of Centuria Ward 1" 0 99 245 0 0
10 Polk "Village Of Clayton Ward 1" 0 60 169 0 0
10 Polk "Village Of Dresser Ward 1" 0 140 321 0 0
10 Polk "Village Of Frederic Wards 1-2" 0 242 320 0 0
10 Polk "Village Of Luck Wards 1-2" 0 236 349 0 0
10 Polk "Village Of Milltown Ward 1" 0 144 312 0 0
10 Polk "Village Of Osceola Wards 1-3" 0 655 849 0 0
10 Polk "Village Of Turtle Lake Ward 2B" 0 0 0 0 0
10 "St. Croix" "City Of Glenwood City Wards 1-2" 0 177 467 0 1
10 "St. Croix" "City Of Hudson Wards 1-2" 0 533 565 0 1
10 "St. Croix" "City Of Hudson Wards 11-12" 0 688 625 0 0
10 "St. Croix" "City Of Hudson Wards 3-4" 0 926 1086 0 1
10 "St. Croix" "City Of Hudson Wards 5-6" 0 694 639 0 1
10 "St. Croix" "City Of Hudson Wards 7-8" 0 792 812 0 0
10 "St. Croix" "City Of Hudson Wards 9-10" 0 790 550 0 0
10 "St. Croix" "City Of New Richmond Wards 1-6" 0 1043 1481 0 2
10 "St. Croix" "City Of New Richmond Wards 7-12" 0 1177 1466 0 2
10 "St. Croix" "City Of River Falls Wards 1-4,15" 0 1190 1096 0 2
10 "St. Croix" "Town Of Baldwin Wards 1-2" 0 150 456 0 0
10 "St. Croix" "Town Of Cady Ward 1" 0 139 360 0 0
10 "St. Croix" "Town Of Cylon Ward 1" 0 103 307 0 0
10 "St. Croix" "Town Of Eau Galle Wards 1-2" 0 222 534 0 0
10 "St. Croix" "Town Of Emerald Ward 1" 0 136 374 0 0
10 "St. Croix" "Town Of Erin Prairie Ward 1" 0 138 314 0 0
10 "St. Croix" "Town Of Glenwood Ward 1" 0 105 356 0 0
10 "St. Croix" "Town Of Hammond Wards 1-3" 0 430 1079 0 1
10 "St. Croix" "Town Of Hudson Wards 1-14" 0 2251 3393 0 3
10 "St. Croix" "Town Of Kinnickinnic Wards 1-3" 0 460 737 0 2
10 "St. Croix" "Town Of Pleasant Valley Ward 1" 0 118 225 0 0
10 "St. Croix" "Town Of Richmond Wards 1-2" 0 419 850 0 0
10 "St. Croix" "Town Of Richmond Wards 3-5" 0 391 712 0 0
10 "St. Croix" "Town Of Rush River Ward 1" 0 98 224 0 0
10 "St. Croix" "Town Of Somerset Wards 1-6" 0 1015 1854 0 1
10 "St. Croix" "Town Of Springfield Ward 1" 0 180 402 0 0
10 "St. Croix" "Town Of St. Joseph Wards 1-6" 0 1178 1660 0 0
10 "St. Croix" "Town Of Stanton Ward 1" 0 197 364 0 1
10 "St. Croix" "Town Of Star Prairie Wards 1-6" 0 729 1483 0 0
10 "St. Croix" "Town Of Troy Wards 1-7" 0 1526 2266 0 2
10 "St. Croix" "Town Of Warren Wards 1-3" 0 383 747 0 1
10 "St. Croix" "Village Of Baldwin Wards 1-6" 0 816 1381 0 0
10 "St. Croix" "Village Of Deer Park Ward 1" 0 29 98 0 0
10 "St. Croix" "Village Of Hammond Wards 1-4" 0 419 611 0 1
10 "St. Croix" "Village Of North Hudson Wards 1-6" 0 1145 1379 0 2
10 "St. Croix" "Village Of Roberts Wards 1-4" 0 437 667 0 1
10 "St. Croix" "Village Of Somerset Wards 1-4" 0 573 912 0 3
10 "St. Croix" "Village Of Star Prairie Ward 1" 0 133 236 0 0
10 "St. Croix" "Village Of Wilson Ward 1" 0 29 83 0 1
10 "St. Croix" "Village Of Woodville Wards 1-2" 0 225 473 0 0
12 Florence "Town Of Aurora Wards 1-3" 0 146 436 0 0
12 Florence "Town Of Commonwealth Wards 1-3" 0 70 189 0 0
12 Florence "Town Of Fence Ward 1" 0 24 98 0 0
12 Florence "Town Of Fern Ward 1" 0 25 102 0 0
12 Florence "Town Of Florence Wards 1-7" 0 386 899 0 0
12 Florence "Town Of Homestead Ward 1" 0 59 188 0 0
12 Florence "Town Of Long Lake Ward 1" 0 29 93 0 0
12 Florence "Town Of Tipler Ward 1" 0 18 80 0 0
12 Forest "City Of Crandon Wards 1-4" 0 259 529 0 0
12 Forest "Town Of Alvin Ward 1" 0 26 73 0 0
12 Forest "Town Of Argonne Wards 1-3" 0 80 205 0 0
12 Forest "Town Of Armstrong Creek Ward 1" 0 69 183 0 1
12 Forest "Town Of Blackwell Ward 1" 0 14 41 0 0
12 Forest "Town Of Caswell Ward 1" 0 12 36 0 0
12 Forest "Town Of Crandon Wards 1-3" 0 115 231 0 1
12 Forest "Town Of Freedom Ward 1" 0 76 169 0 0
12 Forest "Town Of Hiles Ward 1" 0 85 175 0 0
12 Forest "Town Of Laona Wards 1-3" 0 221 421 0 0
12 Forest "Town Of Lincoln Wards 1-3" 0 228 333 0 0
12 Forest "Town Of Nashville Ward 1" 0 60 159 0 0
12 Forest "Town Of Nashville Ward 2" 0 138 42 0 0
12 Forest "Town Of Nashville Ward 3" 0 76 168 0 0
12 Forest "Town Of Popple River Ward 1" 0 8 15 0 0
12 Forest "Town Of Ross Ward 1" 0 10 73 0 0
12 Forest "Town Of Wabeno Wards 1-5" 0 212 291 0 0
12 Langlade "City Of Antigo Ward 1" 0 157 227 0 0
12 Langlade "City Of Antigo Ward 2" 0 189 308 0 0
12 Langlade "City Of Antigo Ward 3" 0 124 237 0 0
12 Langlade "City Of Antigo Ward 4" 0 177 224 0 0
12 Langlade "City Of Antigo Ward 5" 0 116 186 0 0
12 Langlade "City Of Antigo Ward 6" 0 108 249 0 0
12 Langlade "City Of Antigo Ward 7" 0 208 341 0 0
12 Langlade "City Of Antigo Ward 8" 0 126 250 0 0
12 Langlade "City Of Antigo Ward 9" 0 164 309 0 0
12 Langlade "Town Of Ackley Ward 1" 0 80 222 0 0
12 Langlade "Town Of Ainsworth Ward 1" 0 66 246 0 0
12 Langlade "Town Of Antigo Wards 1-2" 0 216 613 0 0
12 Langlade "Town Of Elcho Wards 1-2" 0 255 529 0 0
12 Langlade "Town Of Evergreen Ward 1" 0 78 235 0 0
12 Langlade "Town Of Langlade Wards 1-2" 0 91 206 0 0
12 Langlade "Town Of Neva Ward 1" 0 138 384 0 0
12 Langlade "Town Of Norwood Ward 1" 0 139 423 0 0
12 Langlade "Town Of Parrish Ward 1" 0 19 53 0 0
12 Langlade "Town Of Peck Ward 1" 0 45 149 0 0
12 Langlade "Town Of Polar Wards 1-2" 0 167 477 0 0
12 Langlade "Town Of Price Wards 1-2" 0 43 90 0 0
12 Langlade "Town Of Rolling Wards 1-2" 0 242 604 0 0
12 Langlade "Town Of Summit Ward 1" 0 25 67 0 0
12 Langlade "Town Of Upham Ward 1" 0 152 372 0 0
12 Langlade "Town Of Vilas Ward 1" 0 22 104 0 0
12 Langlade "Town Of Wolf River Wards 1-2" 0 154 360 0 0
12 Langlade "Village Of White Lake Ward 1" 0 64 98 0 0
12 Lincoln "City Of Merrill Wards 1-2" 0 235 350 0 0
12 Lincoln "City Of Merrill Wards 10-12" 0 247 341 0 0
12 Lincoln "City Of Merrill Wards 13-14" 0 249 378 0 0
12 Lincoln "City Of Merrill Wards 15-17" 0 289 338 0 0
12 Lincoln "City Of Merrill Wards 18-19" 0 184 288 0 0
12 Lincoln "City Of Merrill Wards 3-4" 0 229 358 0 0
12 Lincoln "City Of Merrill Wards 5-7" 0 209 268 0 0
12 Lincoln "City Of Merrill Wards 8-9" 0 191 336 0 0
12 Lincoln "City Of Tomahawk Wards 1-2" 0 222 304 0 0
12 Lincoln "City Of Tomahawk Wards 3-4" 0 232 384 0 0
12 Lincoln "City Of Tomahawk Wards 5-6" 0 208 369 0 0
12 Lincoln "Town Of Birch Ward 1" 0 89 175 0 0
12 Lincoln "Town Of Bradley Wards 1-5" 0 537 1045 0 0
12 Lincoln "Town Of Corning Wards 1-2" 0 128 371 0 0
12 Lincoln "Town Of Harding Ward 1" 0 76 182 0 0
12 Lincoln "Town Of Harrison Wards 1-3" 0 216 387 0 0
12 Lincoln "Town Of King Wards 1-2" 0 241 432 0 0
12 Lincoln "Town Of Merrill Wards 1-7" 0 519 1208 0 0
12 Lincoln "Town Of Pine River Wards 1-3" 0 345 828 0 0
12 Lincoln "Town Of Rock Falls Wards 1-2" 0 115 321 0 0
12 Lincoln "Town Of Russell Ward 1" 0 113 258 0 0
12 Lincoln "Town Of Schley Wards 1-2" 0 129 397 0 0
12 Lincoln "Town Of Scott Wards 1-2" 0 264 623 0 0
12 Lincoln "Town Of Skanawan Ward 1" 0 115 174 0 0
12 Lincoln "Town Of Somo Ward 1" 0 26 56 0 0
12 Lincoln "Town Of Tomahawk Ward 1" 0 94 215 0 0
12 Lincoln "Town Of Wilson Ward 1" 0 65 154 0 0
12 Marathon "Town Of Berlin Wards 1-2" 0 154 444 0 0
12 Marathon "Town Of Hamburg Ward 1" 0 125 358 0 0
12 Marathon "Town Of Harrison Ward 1" 0 48 148 0 0
12 Marathon "Town Of Hewitt Ward 1" 0 91 285 0 0
12 Marathon "Town Of Plover Ward 1" 0 105 307 0 0
12 Marathon "Village Of Birnamwood Ward 2" 0 5 7 0 0
12 Marinette "City Of Niagara Wards 1-3" 0 267 503 0 0
12 Marinette "Town Of Amberg Ward 1" 0 116 335 0 0
12 Marinette "Town Of Athelstane Wards 1-2" 0 93 242 0 0
12 Marinette "Town Of Beaver Wards 1-2" 0 150 483 0 0
12 Marinette "Town Of Beecher Ward 1" 0 129 333 0 0
12 Marinette "Town Of Dunbar Wards 1-2" 0 90 262 0 0
12 Marinette "Town Of Goodman Ward 1" 0 124 237 0 0
12 Marinette "Town Of Lake Wards 1-2" 0 198 502 0 0
12 Marinette "Town Of Middle Inlet Wards 1-2" 0 146 349 0 0
12 Marinette "Town Of Niagara Ward 1" 0 146 391 0 0
12 Marinette "Town Of Pembine Wards 1-2" 0 140 363 0 0
12 Marinette "Town Of Porterfield Wards 1-3" 0 365 793 0 0
12 Marinette "Town Of Silver Cliff Ward 1" 0 115 254 0 0
12 Marinette "Town Of Stephenson Wards 1-3" 0 410 927 0 0
12 Marinette "Town Of Stephenson Wards 4-5" 0 248 617 0 0
12 Marinette "Town Of Wagner Ward 1" 0 136 283 0 0
12 Marinette "Town Of Wausaukee Wards 1-2" 0 205 524 0 0
12 Marinette "Village Of Crivitz Ward 1" 0 143 367 0 0
12 Marinette "Village Of Wausaukee Ward 1" 0 63 165 0 0
12 Menominee "Town Of Menominee Ward 2" 0 166 28 0 0
12 Menominee "Town Of Menominee Wards 1,3-5" 0 964 292 0 0
12 Oconto "City Of Gillett Wards 1-3" 0 192 412 0 0
12 Oconto "City Of Oconto Falls Wards 1-5" 0 468 864 0 0
12 Oconto "Town Of Bagley Ward 1" 0 30 165 0 0
12 Oconto "Town Of Brazeau Wards 1-3" 0 215 667 0 0
12 Oconto "Town Of Breed Ward 1" 0 100 325 0 0
12 Oconto "Town Of Chase Wards 1-5" 0 490 1372 0 0
12 Oconto "Town Of Doty Ward 1" 0 77 166 0 0
12 Oconto "Town Of Gillett Wards 1-2" 0 112 503 0 0
12 Oconto "Town Of How Wards 1-2" 0 67 264 0 0
12 Oconto "Town Of Lakewood Ward 1" 0 190 417 0 0
12 Oconto "Town Of Lena Ward 1" 0 97 336 0 0
12 Oconto "Town Of Maple Valley Ward 1" 0 84 299 0 0
12 Oconto "Town Of Morgan Wards 1-2" 0 149 507 0 0
12 Oconto "Town Of Mountain Ward 1" 0 197 371 0 0
12 Oconto "Town Of Oconto Falls Wards 1-2" 0 197 536 0 0
12 Oconto "Town Of Riverview Wards 1-2" 0 212 345 0 0
12 Oconto "Town Of Spruce Wards 1-2" 0 132 393 0 0
12 Oconto "Town Of Townsend Ward 1" 0 237 495 0 0
12 Oconto "Town Of Underhill Ward 1" 0 144 339 0 0
12 Oconto "Village Of Lena Ward 1" 0 81 196 0 0
12 Oconto "Village Of Suring Ward 1" 0 48 184 0 0
12 Oneida "City Of Rhinelander Ward 1" 0 234 230 0 1
12 Oneida "City Of Rhinelander Ward 10" 0 238 226 0 0
12 Oneida "City Of Rhinelander Wards 11-12" 0 259 181 0 3
12 Oneida "City Of Rhinelander Wards 13-14" 0 233 222 0 1
12 Oneida "City Of Rhinelander Wards 2-3" 0 253 202 0 2
12 Oneida "City Of Rhinelander Wards 4-5" 0 236 190 0 1
12 Oneida "City Of Rhinelander Wards 6-7" 0 198 194 0 2
12 Oneida "City Of Rhinelander Wards 8-9" 0 332 293 0 2
12 Oneida "Town Of Cassian Wards 1-2" 0 283 449 0 4
12 Oneida "Town Of Crescent Wards 1-3" 0 601 769 0 4
12 Oneida "Town Of Enterprise Ward 1" 0 64 185 0 0
12 Oneida "Town Of Hazelhurst Wards 1-2" 0 365 542 0 1
12 Oneida "Town Of Lake Tomahawk Wards 1-2" 0 265 475 0 3
12 Oneida "Town Of Little Rice Ward 1" 0 78 177 0 0
12 Oneida "Town Of Lynne Ward 1" 0 24 62 0 0
12 Oneida "Town Of Minocqua Wards 1-7" 0 1309 2165 0 7
12 Oneida "Town Of Monico Ward 1" 0 52 122 0 0
12 Oneida "Town Of Newbold Ward 1" 0 97 163 0 0
12 Oneida "Town Of Newbold Wards 2-4" 0 693 934 0 11
12 Oneida "Town Of Nokomis Wards 1-2" 0 371 629 0 2
12 Oneida "Town Of Pelican Wards 1-4" 0 744 935 0 3
12 Oneida "Town Of Piehl Ward 1" 0 21 24 0 0
12 Oneida "Town Of Pine Lake Wards 1-4" 0 737 907 0 3
12 Oneida "Town Of Schoepke Ward 1" 0 104 185 0 0
12 Oneida "Town Of Stella Wards 1-2" 0 177 201 0 0
12 Oneida "Town Of Sugar Camp Wards 1-2" 0 399 828 0 2
12 Oneida "Town Of Three Lakes Wards 1-4" 0 551 1142 0 8
12 Oneida "Town Of Woodboro Ward 1" 0 228 341 0 0
12 Oneida "Town Of Woodruff Wards 1-3" 0 574 751 0 5
12 Shawano "Town Of Almon Ward 1" 0 67 253 0 0
12 Shawano "Town Of Aniwa Ward 1" 0 69 244 0 0
12 Shawano "Town Of Birnamwood Ward 1" 0 118 272 0 0
12 Shawano "Town Of Green Valley Wards 1-2" 0 140 454 0 0
12 Shawano "Town Of Hutchins Ward 1" 0 75 223 0 0
12 Shawano "Town Of Washington Wards 1-3" 0 300 767 0 0
12 Shawano "Village Of Aniwa Ward 1" 0 27 85 0 0
12 Shawano "Village Of Birnamwood Ward 1" 0 120 236 0 0
12 Shawano "Village Of Bowler Ward 1" 0 54 82 0 0
12 Shawano "Village Of Cecil Ward 1" 0 106 248 0 0
12 Shawano "Village Of Eland Ward 1" 0 58 66 0 0
12 Shawano "Village Of Mattoon Ward 1" 0 49 120 0 0
12 Vilas "City Of Eagle River Wards 1-5" 0 362 532 0 1
12 Vilas "Town Of Arbor Vitae Wards 1-7" 0 857 1384 0 0
12 Vilas "Town Of Boulder Junction Wards 1-2" 0 301 497 0 1
12 Vilas "Town Of Cloverland Wards 1-2" 0 255 542 0 0
12 Vilas "Town Of Conover Wards 1-2" 0 299 633 0 0
12 Vilas "Town Of Land O-Lakes Ward 1" 0 232 437 0 0
12 Vilas "Town Of Lincoln Wards 1-5" 0 535 1190 0 1
12 Vilas "Town Of Manitowish Waters Ward 1" 0 160 384 0 0
12 Vilas "Town Of Phelps Wards 1-2" 0 256 616 0 0
12 Vilas "Town Of Plum Lake Wards 1-2" 0 147 268 0 0
12 Vilas "Town Of Presque Isle Ward 1" 0 240 342 0 0
12 Vilas "Town Of St. Germain Wards 1-2" 0 487 912 0 0
12 Vilas "Town Of Washington Wards 1-3" 0 385 775 0 0
12 Vilas "Town Of Winchester Ward 1" 0 128 227 0 0
14 Adams "City Of Adams Wards 1-4" 0 297 467 0 1
14 Adams "City Of Wisconsin Dells Wards 5,9" 0 8 16 0 0
14 Adams "Town Of Adams Wards 1-3" 0 254 472 0 0
14 Adams "Town Of Dell Prairie Wards 1-3" 0 337 622 0 0
14 Adams "Town Of Easton Wards 1-2" 0 183 371 0 1
14 Adams "Town Of Jackson Wards 1-2" 0 252 404 0 0
14 Adams "Town Of Lincoln Ward 1" 0 67 142 0 0
14 Adams "Town Of New Chester Wards 1-3" 0 175 344 0 0
14 Adams "Town Of New Haven Ward 1" 0 149 247 0 1
14 Adams "Town Of Quincy Wards 1-3" 0 307 421 0 0
14 Adams "Town Of Springville Wards 1-2" 0 253 506 0 0
14 Adams "Village Of Friendship Ward 1" 0 105 171 0 0
14 Columbia "City Of Columbus Ward 10" 0 0 0 0 0
14 Columbia "City Of Lodi Wards 1-6" 0 1109 838 0 0
14 Columbia "City Of Portage Ward 11" 0 0 0 0 0
14 Columbia "City Of Wisconsin Dells Wards 1-3,6" 0 540 667 0 1
14 Columbia "Town Of Arlington Ward 1" 0 217 312 0 1
14 Columbia "Town Of Columbus Ward 1" 0 131 269 0 0
14 Columbia "Town Of Courtland Ward 1" 0 73 219 0 0
14 Columbia "Town Of Dekorra Wards 1-3" 0 751 906 0 3
14 Columbia "Town Of Fort Winnebago Ward 1" 0 196 368 0 0
14 Columbia "Town Of Fountain Prairie Wards 1-2" 0 212 325 0 0
14 Columbia "Town Of Hampden Ward 1" 0 157 215 0 0
14 Columbia "Town Of Leeds Wards 1-2" 0 210 295 0 0
14 Columbia "Town Of Lodi Wards 1-5" 0 1000 1242 0 2
14 Columbia "Town Of Lowville Wards 1-2" 0 273 408 0 0
14 Columbia "Town Of Marcellon Wards 1-2" 0 213 362 0 0
14 Columbia "Town Of Otsego Ward 1" 0 171 244 0 1
14 Columbia "Town Of Pacific Wards 1-4" 0 783 1043 0 2
14 Columbia "Town Of Randolph Ward 1" 0 81 383 0 0
14 Columbia "Town Of Scott Ward 1" 0 133 266 0 1
14 Columbia "Town Of Springvale Wards 1-2" 0 130 201 0 0
14 Columbia "Town Of Wyocena Wards 1-2" 0 470 594 0 0
14 Columbia "Village Of Arlington Ward 1" 0 217 307 0 1
14 Columbia "Village Of Cambria Ward 1" 0 187 210 0 1
14 Columbia "Village Of Doylestown Ward 1" 0 56 100 0 0
14 Columbia "Village Of Fall River Wards 1-2" 0 425 521 0 0
14 Columbia "Village Of Friesland Ward 1" 0 42 131 0 0
14 Columbia "Village Of Pardeeville Wards 1-3" 0 456 615 0 0
14 Columbia "Village Of Poynette Wards 1-4" 0 687 694 0 3
14 Columbia "Village Of Randolph Ward 3" 0 88 173 0 0
14 Columbia "Village Of Rio Wards 1-2" 0 296 316 0 0
14 Columbia "Village Of Wyocena Ward 1" 0 156 202 0 1
14 Dane "Town Of Dane Ward 1" 0 216 349 0 0
14 Dane "Village Of Dane Ward 1" 0 297 333 0 1
14 Dane "Village Of Deforest Wards 11,20" 0 304 196 0 0
14 Dane "Village Of Deforest Wards 2,21" 0 253 141 0 0
14 Dane "Village Of Windsor Wards 1-2" 0 227 217 0 0
14 Dodge "City Of Fox Lake Wards 1-3" 0 257 523 0 0
14 Dodge "City Of Waupun Wards 13-14" 0 6 22 0 0
14 Dodge "Town Of Burnett Wards 1-2" 0 139 403 0 0
14 Dodge "Town Of Calamus Wards 1-2" 0 223 359 0 0
14 Dodge "Town Of Chester Wards 1-2" 0 94 290 0 0
14 Dodge "Town Of Fox Lake Wards 1-4" 0 196 579 0 0
14 Dodge "Town Of Trenton Wards 1-2" 0 186 574 0 0
14 Dodge "Town Of Westford Wards 1-2" 0 310 516 0 0
14 Dodge "Village Of Randolph Wards 1-2" 0 197 448 0 0
14 "Fond du Lac" "City Of Ripon Wards 1-3" 0 363 602 0 0
14 "Fond du Lac" "City Of Ripon Wards 4-6" 0 350 450 0 0
14 "Fond du Lac" "City Of Ripon Wards 7-8" 0 370 559 0 0
14 "Fond du Lac" "City Of Ripon Wards 9-11" 0 463 667 0 0
14 "Fond du Lac" "City Of Waupun Ward 9B" 0 0 0 0 0
14 "Fond du Lac" "Town Of Alto Wards 1-2" 0 82 576 0 0
14 "Fond du Lac" "Town Of Metomen Wards 1-2" 0 82 364 0 0
14 "Fond du Lac" "Town Of Ripon Wards 1-2" 0 237 637 0 0
14 "Fond du Lac" "Village Of Brandon Ward 1" 0 112 375 0 0
14 "Fond du Lac" "Village Of Fairwater Ward 1" 0 39 138 0 0
14 "Green Lake" "City Of Berlin Wards 1-6" 0 795 1676 0 3
14 "Green Lake" "City Of Green Lake Wards 1-5" 0 216 398 0 1
14 "Green Lake" "City Of Markesan Wards 1-3" 0 155 587 0 0
14 "Green Lake" "City Of Princeton Wards 1-4" 0 217 477 0 0
14 "Green Lake" "Town Of Berlin Wards 1-3" 0 138 607 0 2
14 "Green Lake" "Town Of Brooklyn Wards 1-3" 0 386 937 0 1
14 "Green Lake" "Town Of Green Lake Wards 1-2" 0 175 649 0 0
14 "Green Lake" "Town Of Kingston Wards 1-2" 0 59 247 0 0
14 "Green Lake" "Town Of Mackford Ward 1" 0 43 269 0 0
14 "Green Lake" "Town Of Manchester Ward 1" 0 61 347 0 0
14 "Green Lake" "Town Of Marquette Ward 1" 0 73 242 0 0
14 "Green Lake" "Town Of Princeton Wards 1-4" 0 260 722 0 1
14 "Green Lake" "Town Of Seneca Ward 1" 0 68 190 0 0
14 "Green Lake" "Town Of St. Marie Wards 1-2" 0 53 187 0 0
14 "Green Lake" "Village Of Kingston Ward 1" 0 39 153 0 1
14 "Green Lake" "Village Of Marquette Ward 1" 0 32 67 0 0
14 Juneau "City Of Wisconsin Dells Ward 7" 0 0 0 0 0
14 Marquette "City Of Montello Wards 1-4" 0 313 425 0 1
14 Marquette "Town Of Buffalo Wards 1-2" 0 218 403 0 0
14 Marquette "Town Of Crystal Lake Ward 1" 0 122 224 0 0
14 Marquette "Town Of Douglas Ward 1" 0 180 349 0 0
14 Marquette "Town Of Harris Ward 1" 0 150 340 0 0
14 Marquette "Town Of Mecan Ward 1" 0 147 316 0 0
14 Marquette "Town Of Montello Wards 1-4" 0 215 506 0 0
14 Marquette "Town Of Moundville Wards 1-2" 0 101 190 0 0
14 Marquette "Town Of Neshkoro Wards 1-2" 0 91 267 0 0
14 Marquette "Town Of Newton Wards 1-2" 0 81 199 0 0
14 Marquette "Town Of Oxford Wards 1-2" 0 153 391 0 0
14 Marquette "Town Of Packwaukee Wards 1-3" 0 281 566 0 0
14 Marquette "Town Of Shields Ward 1" 0 119 254 0 0
14 Marquette "Town Of Springfield Ward 1" 0 150 358 0 1
14 Marquette "Town Of Westfield Wards 1-2" 0 183 349 0 0
14 Marquette "Village Of Endeavor Ward 1" 0 67 126 0 0
14 Marquette "Village Of Neshkoro Ward 1" 0 76 157 0 0
14 Marquette "Village Of Oxford Ward 1" 0 103 186 0 0
14 Marquette "Village Of Westfield Wards 1-2" 0 203 348 0 1
14 Outagamie "City Of New London Wards 1-2" 0 261 500 0 0
14 Sauk "City Of Wisconsin Dells Ward 4" 0 53 56 0 0
14 Sauk "Village Of Lake Delton Wards 1-3" 0 646 731 0 0
14 Shawano "City Of Marion Wards 4-6" 0 1 10 0 0
14 Waupaca "City Of Clintonville Wards 8-10" 0 0 1 0 0
14 Waupaca "City Of Manawa Wards 1-3" 0 158 443 0 0
14 Waupaca "City Of Marion Wards 1-3" 0 154 462 0 0
14 Waupaca "City Of New London Wards 11-12" 0 214 377 0 0
14 Waupaca "City Of New London Wards 3-4,8" 0 275 483 0 0
14 Waupaca "City Of New London Wards 6-7" 0 216 437 0 0
14 Waupaca "City Of New London Wards 9-10" 0 261 399 0 0
14 Waupaca "City Of Waupaca Wards 1-13" 0 1331 1638 0 3
14 Waupaca "City Of Weyauwega Wards 1-4" 0 270 563 0 0
14 Waupaca "Town Of Caledonia Wards 1-2" 0 297 781 0 0
14 Waupaca "Town Of Dayton Wards 1-4" 0 613 1082 0 7
14 Waupaca "Town Of Dupont Wards 1-2" 0 86 272 0 0
14 Waupaca "Town Of Farmington Wards 1-6" 0 849 1374 0 1
14 Waupaca "Town Of Fremont Wards 1-2" 0 109 332 0 0
14 Waupaca "Town Of Harrison Ward 1" 0 86 197 0 0
14 Waupaca "Town Of Helvetia Wards 1-2" 0 117 324 0 0
14 Waupaca "Town Of Iola Wards 1-2" 0 187 435 0 0
14 Waupaca "Town Of Larrabee Wards 1-2" 0 202 546 0 0
14 Waupaca "Town Of Lind Wards 1-3" 0 238 697 0 0
14 Waupaca "Town Of Little Wolf Wards 1-3" 0 182 665 0 0
14 Waupaca "Town Of Mukwa Wards 1-2" 0 197 427 0 1
14 Waupaca "Town Of Mukwa Wards 3-5" 0 392 816 0 0
14 Waupaca "Town Of Royalton Wards 1-3" 0 207 657 0 0
14 Waupaca "Town Of Saint Lawrence Wards 1-2" 0 133 302 0 0
14 Waupaca "Town Of Scandinavia Wards 1-2" 0 255 449 0 0
14 Waupaca "Town Of Union Wards 1-2" 0 112 335 0 0
14 Waupaca "Town Of Waupaca Wards 1-2" 0 218 488 0 0
14 Waupaca "Town Of Weyauwega Ward 1" 0 73 250 0 0
14 Waupaca "Town Of Wyoming Ward 1" 0 48 139 0 0
14 Waupaca "Village Of Big Falls Ward 1" 0 11 29 0 0
14 Waupaca "Village Of Fremont Ward 1" 0 119 360 0 0
14 Waupaca "Village Of Iola Wards 1-2" 0 282 435 0 1
14 Waupaca "Village Of Ogdensburg Ward 1" 0 27 70 0 0
14 Waupaca "Village Of Scandinavia Ward 1" 0 82 124 0 1
14 Waushara "City Of Berlin Ward 7" 0 15 47 0 0
14 Waushara "Town Of Aurora Ward 1" 0 139 462 0 0
14 Waushara "Town Of Bloomfield Wards 1-2" 0 143 518 0 0
14 Waushara "Town Of Leon Wards 1-3" 0 271 652 0 0
14 Waushara "Town Of Mount Morris Wards 1-2" 0 247 514 0 0
14 Waushara "Town Of Poy Sippi Ward 1" 0 116 425 0 0
14 Waushara "Town Of Saxeville Ward 1" 0 205 440 0 0
