COUNTY AREA TOTAL DEM REP CON IND LIB
COUNTY AREA TOTAL Biden Trump Blankenship Other Jorgensen
Clark 4645 0 0 0 0 0 0
Clark 4650 0 187 22 0 1 1
Clark 4651 0 0 0 0 0 0
Clark 4652 0 697 161 1 10 5
Clark 5003 0 97 42 0 3 0
Clark 5014 0 0 0 0 0 0
Clark 5029 0 643 273 2 17 8
Clark 5034 0 731 308 4 6 5
Clark 5036 0 549 345 2 7 6
Clark 5047 0 729 677 0 11 6
Clark 5056 0 355 113 0 9 3
Clark 5323 0 630 275 2 10 7
Clark 5324 0 494 378 0 7 8
Clark 5326 0 403 464 2 11 8
Clark 5330 0 850 561 3 11 11
Clark 5332 0 289 121 2 5 2
Clark 5333 0 579 265 1 11 10
Clark 5350 0 629 249 1 8 3
Clark 5356 0 280 142 0 2 1
Clark 5372 0 514 176 3 7 3
Clark 5384 0 390 178 3 2 6
Clark 5390 0 363 262 1 5 6
Clark 5393 0 420 359 4 12 7
Clark 5394 0 422 454 2 11 3
Clark 5395 0 242 267 1 1 1
Clark 5396 0 675 493 1 7 3
Clark 5397 0 729 622 3 14 4
Clark 5400 0 381 248 0 8 4
Clark 5403 0 351 179 3 10 8
Clark 5404 0 670 330 2 7 8
Clark 5405 0 756 383 6 21 6
Clark 5410 0 673 375 4 8 4
Clark 5412 0 710 372 0 12 5
Clark 5413 0 738 388 1 14 11
Clark 5417 0 500 231 4 11 6
Clark 5425 0 514 284 1 7 10
Clark 5430 0 646 354 2 13 9
Clark 5500 0 0 0 0 0 0
Clark 5501 0 194 187 1 2 2
Clark 5502 0 0 0 0 0 0
Clark 5503 0 0 0 0 0 0
Clark 5504 0 474 407 1 9 10
Clark 5505 0 639 437 1 12 5
Clark 5506 0 0 0 0 0 0
Clark 5511 0 344 191 0 5 3
Clark 5512 0 617 343 3 13 7
Clark 5513 0 810 464 2 8 21
Clark 5515 0 339 282 4 2 3
Clark 5521 0 287 194 1 4 5
Clark 5522 0 572 284 4 13 6
Clark 5523 0 582 413 1 6 8
Clark 5524 0 185 247 1 2 2
Clark 5525 0 126 206 1 1 2
Clark 5531 0 213 263 1 4 10
Clark 5532 0 339 213 2 5 3
Clark 5533 0 517 261 4 4 4
Clark 5534 0 334 184 0 5 8
Clark 5535 0 322 169 0 8 3
Clark 5536 0 647 309 0 10 11
Clark 5537 0 620 274 2 10 4
Clark 5541 0 65 37 1 3 1
Clark 5542 0 435 134 1 4 6
Clark 5543 0 286 80 1 3 7
Clark 5544 0 580 279 1 8 9
Clark 5545 0 858 553 3 13 12
Clark 5552 0 600 411 4 9 9
Clark 5553 0 445 262 0 5 6
Clark 5554 0 449 364 5 7 7
Clark 5555 0 299 228 2 4 4
Clark 5560 0 477 343 0 7 5
Clark 5561 0 0 0 0 0 0
Clark 5562 0 477 297 3 7 9
Clark 5563 0 0 0 0 0 0
Clark 5564 0 542 238 3 7 11
Clark 5565 0 612 293 2 16 12
Clark 5566 0 453 336 1 9 5
Clark 5567 0 533 355 3 11 7
Clark 5568 0 487 390 0 6 6
Clark 5569 0 441 356 4 10 9
Clark 5570 0 554 514 1 5 10
Clark 5571 0 650 367 2 6 6
Clark 5572 0 562 379 3 14 14
Clark 5573 0 465 306 0 12 4
Clark 5574 0 179 164 0 3 3
Clark 5575 0 280 174 1 6 11
Clark 5576 0 332 252 1 5 4
Clark 5577 0 383 240 2 2 4
Clark 5578 0 355 230 1 7 9
Clark 5579 0 239 121 4 2 2
Clark 5580 0 646 264 7 14 3
Clark 5581 0 718 194 1 5 11
Clark 5582 0 594 304 3 13 2
Clark 5583 0 471 184 2 9 7
Clark 5584 0 417 161 1 6 7
Clark 5585 0 632 260 2 10 12
Clark 5586 0 569 229 5 8 3
Clark 5587 0 584 511 0 9 9
Clark 5588 0 175 186 0 4 3
Clark 5589 0 184 234 0 3 3
Clark 5590 0 0 0 0 0 0
Clark 5591 0 350 197 0 3 6
Clark 5592 0 425 204 3 6 4
Clark 5593 0 485 276 0 9 9
Clark 5594 0 451 353 3 10 7
Clark 5595 0 387 196 4 10 11
Clark 5596 0 750 291 3 11 7
Clark 5597 0 253 93 2 4 9
Clark 5598 0 701 305 1 14 8
Clark 5599 0 13 14 0 0 0
Clark 5601 0 646 395 2 8 11
Clark 5603 0 669 515 1 16 19
Clark 5604 0 739 469 4 14 12
Clark 5612 0 337 193 3 13 4
Clark 5613 0 556 237 4 11 8
Clark 5614 0 438 108 4 5 12
Clark 5615 0 283 202 1 3 4
Clark 5616 0 469 368 7 6 7
Clark 5617 0 1005 388 1 9 6
Clark 5620 0 829 441 5 11 12
Clark 5621 0 437 241 1 5 9
Clark 5622 0 336 140 2 5 5
Clark 5623 0 654 367 6 15 10
Clark 5624 0 432 335 0 8 9
Clark 5625 0 406 284 1 7 5
Clark 5631 0 373 226 2 4 8
Clark 5632 0 540 247 2 9 4
Clark 5633 0 461 199 1 9 5
Clark 5634 0 283 177 1 5 3
Clark 5635 0 955 485 2 15 7
Clark 5636 0 459 310 0 6 8
Clark 5641 0 41 48 0 0 4
Clark 5642 0 274 186 1 6 4
Clark 5643 0 0 0 0 0 0
Clark 5644 0 0 0 0 0 0
Clark 5649 0 405 513 0 4 6
Clark 5650 0 915 986 3 21 17
Clark 5651 0 118 156 1 0 2
Clark 5652 0 386 734 2 5 4
Clark 5653 0 578 592 4 21 15
Clark 5654 0 366 314 3 10 9
Clark 5655 0 620 891 2 10 7
Clark 6040 0 381 341 4 9 6
Clark 6057 0 578 496 0 3 3
Clark 6062 0 395 313 3 6 6
Clark 6066 0 357 271 1 12 4
Clark 6109 0 879 489 4 10 12
Clark 6362 0 498 211 1 7 6
Clark 6424 0 572 351 4 9 15
Clark 6431 0 520 365 1 19 11
Clark 6434 0 279 214 0 5 6
Clark 6440 0 497 408 2 6 8
Clark 6463 0 563 340 0 14 8
Clark 6467 0 160 215 1 5 1
Clark 6468 0 877 778 0 13 11
Clark 6469 0 724 627 0 14 18
Clark 6470 0 795 618 3 12 8
Clark 6471 0 765 598 1 13 9
Clark 6475 0 775 477 2 15 13
Clark 6477 0 407 406 2 5 10
Clark 6484 0 294 351 1 4 6
Clark 6486 0 534 407 1 10 12
Clark 6487 0 257 531 1 6 3
Clark 6488 0 35 56 0 1 3
Clark 6490 0 393 532 1 5 5
Clark 6492 0 1444 1177 4 26 26
Clark 6493 0 562 585 1 10 7
Clark 6494 0 435 428 2 3 3
Clark 6496 0 0 0 0 0 0
Clark 6497 0 849 891 0 8 12
Clark 6498 0 38 137 0 1 0
Clark 6499 0 932 749 2 10 10
Clark 6500 0 18 22 0 0 0
Clark 6512 0 449 772 0 15 9
Clark 6513 0 203 335 1 7 4
Clark 6514 0 656 620 2 9 14
Clark 6515 0 372 479 0 6 1
Clark 6517 0 967 990 3 14 17
Clark 6520 0 503 491 0 8 5
Clark 6521 0 609 600 1 10 18
Clark 6522 0 379 497 0 7 4
Clark 6526 0 391 444 1 11 1
Clark 6527 0 1182 1180 3 31 19
Clark 6530 0 590 619 1 6 10
Clark 6531 0 1273 989 6 15 25
Clark 6533 0 587 419 1 8 10
Clark 6538 0 514 370 1 3 4
Clark 6539 0 710 595 3 8 7
Clark 6540 0 1010 775 3 11 19
Clark 6544 0 526 515 0 4 11
Clark 6545 0 643 449 2 8 11
Clark 6547 0 823 694 2 17 18
Clark 6548 0 624 579 5 10 9
Clark 6549 0 682 496 1 3 5
Clark 6600 0 642 684 2 10 4
Clark 6601 0 670 577 2 13 10
Clark 6602 0 648 497 4 10 14
Clark 6604 0 823 472 1 12 18
Clark 6605 0 98 59 0 0 0
Clark 6606 0 643 299 2 11 15
Clark 6607 0 645 382 4 14 12
Clark 6608 0 131 41 0 4 6
Clark 6609 0 943 627 2 24 20
Clark 6610 0 1027 1200 2 18 20
Clark 6611 0 399 388 1 7 4
Clark 6612 0 652 430 6 8 12
Clark 6613 0 373 378 1 10 7
Clark 6614 0 1 1 1 1 1
Clark 6615 0 167 224 1 3 0
Clark 6617 0 0 0 0 0 0
Clark 6621 0 522 428 1 10 12
Clark 6622 0 579 301 2 9 8
Clark 6625 0 352 436 1 4 5
Clark 6631 0 355 336 2 8 9
Clark 6632 0 364 318 1 7 8
Clark 6633 0 556 515 4 12 8
Clark 6634 0 367 462 2 11 3
Clark 6635 0 487 608 2 10 8
Clark 6642 0 421 401 1 4 3
Clark 6643 0 550 453 2 10 12
Clark 6644 0 697 607 2 11 8
Clark 6645 0 710 573 5 19 13
Clark 6648 0 760 526 3 13 13
Clark 6649 0 731 524 1 8 19
Clark 6651 0 618 567 1 13 7
Clark 6652 0 278 355 0 7 2
Clark 6653 0 613 550 1 8 8
Clark 6654 0 600 467 4 16 9
Clark 6655 0 532 585 2 9 7
Clark 6656 0 546 526 1 11 7
Clark 6657 0 659 643 4 8 7
Clark 6658 0 1051 1035 3 16 12
Clark 6661 0 527 501 1 11 8
Clark 6662 0 324 414 4 5 8
Clark 6663 0 373 292 2 3 16
Clark 6664 0 411 261 0 6 4
Clark 6665 0 508 470 3 10 6
Clark 6666 0 789 653 1 10 19
Clark 6667 0 515 590 1 9 20
Clark 6671 0 364 267 1 6 7
Clark 6672 0 450 354 1 4 8
Clark 6673 0 916 657 4 13 18
Clark 6674 0 545 404 0 16 7
Clark 6675 0 483 483 0 14 7
Clark 6681 0 474 685 1 6 6
Clark 6683 0 236 363 1 4 3
Clark 6684 0 212 304 0 3 5
Clark 6685 0 514 384 4 9 11
Clark 6686 0 453 316 0 4 7
Clark 6691 0 348 236 0 9 9
Clark 6692 0 351 314 0 7 5
Clark 6693 0 839 526 1 15 14
Clark 6694 0 379 348 1 5 9
Clark 6695 0 570 471 2 5 8
Clark 6700 0 155 93 0 1 0
Clark 6701 0 307 303 0 7 3
Clark 6702 0 516 382 2 6 7
Clark 6703 0 802 490 4 19 16
Clark 6704 0 584 333 1 9 9
Clark 6705 0 431 188 1 12 8
Clark 6706 0 458 233 2 8 6
Clark 6707 0 822 689 2 12 9
Clark 6708 0 586 480 2 11 6
Clark 6709 0 341 302 2 4 3
Clark 6710 0 986 485 2 11 15
Clark 6711 0 1 1 1 1 1
Clark 6712 0 163 310 0 5 4
Clark 6713 0 267 185 0 7 7
Clark 6714 0 288 185 1 9 5
Clark 6715 0 496 428 3 2 7
Clark 6716 0 849 782 1 13 14
Clark 6717 0 454 509 1 4 6
Clark 6718 0 505 393 2 6 5
Clark 6719 0 792 790 1 15 16
Clark 6720 0 334 330 0 5 10
Clark 6721 0 705 606 0 10 13
Clark 6722 0 1 1 1 1 1
Clark 6723 0 118 80 1 2 1
Clark 6724 0 861 555 1 8 5
Clark 6725 0 854 746 2 12 18
Clark 6726 0 364 527 0 7 3
Clark 6727 0 423 458 1 8 3
Clark 6728 0 915 1336 3 21 11
Clark 6729 0 283 256 0 5 3
Clark 6730 0 1165 761 4 26 17
Clark 6731 0 591 553 1 11 5
Clark 6732 0 655 516 4 8 15
Clark 6733 0 1047 743 2 21 16
Clark 6734 0 734 569 3 10 9
Clark 6735 0 1278 999 3 16 24
Clark 6736 0 434 355 1 9 2
Clark 6737 0 1320 989 2 12 16
Clark 6738 0 1009 741 2 19 11
Clark 6739 0 575 324 0 10 14
Clark 6740 0 761 567 1 9 10
Clark 6750 0 699 499 1 12 5
Clark 6751 0 948 769 4 14 13
Clark 6752 0 855 831 5 15 17
Clark 6753 0 629 544 4 9 15
Clark 7012 0 638 292 5 13 14
Clark 7047 0 534 390 3 6 11
Clark 7048 0 574 445 1 12 8
Clark 7049 0 428 303 2 9 3
Clark 7050 0 384 396 0 7 2
Clark 7054 0 530 271 5 4 8
Clark 7079 0 754 326 5 8 11
Clark 7097 0 565 280 2 10 13
Clark 7311 0 394 240 2 8 8
Clark 7312 0 655 271 3 9 11
Clark 7332 0 651 242 3 9 8
Clark 7334 0 266 113 0 4 5
Clark 7341 0 448 197 3 3 9
Clark 7351 0 323 519 2 6 6
Clark 7352 0 371 840 4 9 9
Clark 7354 0 438 563 2 14 9
Clark 7355 0 658 661 4 7 16
Clark 7356 0 244 454 2 7 12
Clark 7357 0 538 587 7 11 19
Clark 7358 0 166 178 0 4 4
Clark 7359 0 587 715 2 10 13
Clark 7360 0 299 531 3 8 4
Clark 7361 0 200 398 4 7 8
Clark 7366 0 1516 1395 3 25 32
Clark 7387 0 432 299 3 14 15
Clark 7395 0 559 368 0 16 8
Clark 7402 0 534 401 2 8 11
Clark 7403 0 629 552 1 14 11
Clark 7405 0 657 646 1 15 7
Clark 7410 0 538 561 3 7 18
Clark 7411 0 705 574 1 18 13
Clark 7413 0 1045 828 3 14 18
Clark 7414 0 1120 829 3 16 9
Clark 7415 0 706 627 1 19 15
Clark 7416 0 490 299 1 10 10
Clark 7417 0 552 357 3 6 16
Clark 7422 0 776 644 3 14 20
Clark 7430 0 627 631 5 15 11
Clark 7458 0 0 0 0 0 0
Clark 7500 0 852 701 6 16 17
Clark 7501 0 121 71 1 1 3
Clark 7502 0 511 460 3 7 5
Clark 7503 0 204 128 1 7 4
Clark 7504 0 72 49 0 2 6
Clark 7505 0 0 0 0 0 0
Clark 7506 0 306 154 1 7 4
Clark 7507 0 743 473 1 10 7
Clark 7508 0 256 166 3 2 3
Clark 7509 0 556 249 0 12 21
Clark 7511 0 0 0 0 0 0
Clark 7512 0 335 215 0 7 11
Clark 7513 0 945 449 6 13 11
Clark 7514 0 0 0 0 0 0
Clark 7515 0 620 592 1 6 4
Clark 7521 0 15 6 0 0 0
Clark 7522 0 1446 771 4 17 22
Clark 7523 0 167 110 0 1 0
Clark 7524 0 525 324 3 7 9
Clark 7525 0 431 229 3 7 9
Clark 7526 0 338 161 0 2 12
Clark 7527 0 432 233 1 8 10
Clark 7528 0 843 459 5 10 10
Clark 7529 0 502 274 4 7 10
Clark 7530 0 447 318 2 11 8
Clark 7531 0 541 303 1 6 8
Clark 7532 0 491 323 3 13 9
Clark 7533 0 0 0 0 0 0
Clark 7534 0 787 1653 4 24 7
Clark 7535 0 0 0 0 0 0
Clark 7536 0 336 844 1 9 6
Clark 7541 0 1 1 1 1 1
Clark 7542 0 12 22 0 0 1
Clark 7543 0 1 1 1 1 1
Clark 7545 0 377 738 1 12 10
Clark 7550 0 20 31 1 0 0
Clark 7551 0 245 666 2 8 14
Clark 7552 0 353 624 3 12 9
Clark 7553 0 385 471 2 10 17
Clark 7554 0 274 458 2 7 6
Clark 7555 0 446 810 5 15 17
Clark 7561 0 335 665 3 9 9
Clark 7562 0 310 648 2 5 12
Clark 7563 0 212 473 0 10 2
Clark 7564 0 287 660 1 9 8
Clark 7569 0 647 651 3 19 10
Clark 7570 0 353 396 2 9 5
Clark 7571 0 400 349 3 17 10
Clark 7572 0 461 458 7 13 18
Clark 7573 0 475 689 1 11 14
Clark 7574 0 452 659 2 9 14
Clark 7575 0 239 444 1 3 13
Clark 7581 0 502 880 3 10 10
Clark 7582 0 644 743 1 7 12
Clark 7583 0 546 916 6 14 8
Clark 7584 0 426 768 5 15 13
Clark 7585 0 306 762 1 8 3
Clark 7590 0 109 116 0 1 5
Clark 7591 0 355 494 3 9 9
Clark 7592 0 493 484 0 1 11
Clark 7593 0 575 981 4 12 24
Clark 7594 0 751 1018 4 19 19
Clark 7595 0 246 649 1 4 4
Clark 7596 0 245 401 1 9 2
Clark 7601 0 497 953 3 21 18
Clark 7602 0 565 888 1 10 16
Clark 7603 0 717 1217 2 16 22
Clark 7604 0 389 663 2 8 5
Clark 7605 0 509 833 1 10 22
Clark 7611 0 419 666 0 7 9
Clark 7612 0 347 448 1 10 11
Clark 7613 0 399 541 3 5 9
Clark 7614 0 459 450 3 17 12
Clark 7615 0 784 894 2 27 23
Clark 7622 0 285 266 1 3 10
Clark 7623 0 662 666 0 17 13
Clark 7624 0 737 568 3 11 11
Clark 7625 0 380 419 1 10 6
Clark 7631 0 697 903 2 17 20
Clark 7632 0 487 391 2 10 11
Clark 7633 0 476 497 0 7 7
Clark 7634 0 311 330 2 7 1
Clark 7635 0 448 407 4 6 7
Clark 7641 0 373 486 1 8 1
Clark 7642 0 345 377 0 4 0
Clark 7643 0 311 289 1 10 3
Clark 7644 0 508 593 0 16 10
Clark 7645 0 225 174 2 5 4
Clark 7651 0 955 925 1 20 10
Clark 7652 0 418 537 2 6 6
Clark 7653 0 342 539 2 8 9
Clark 7654 0 493 487 2 7 6
Clark 7661 0 404 272 2 5 6
Clark 7662 0 524 465 4 5 13
Clark 7663 0 624 548 0 11 8
Clark 7664 0 439 354 5 3 8
Clark 7665 0 466 403 1 11 5
Clark 7671 0 402 434 0 9 6
Clark 7672 0 419 374 0 4 17
Clark 7674 0 194 195 1 5 5
Clark 7675 0 342 439 0 6 6
Clark 7681 0 449 456 2 13 8
Clark 7682 0 338 278 1 2 3
Clark 7683 0 532 559 2 5 12
Clark 7684 0 412 320 3 9 9
Clark 7685 0 519 427 3 10 10
Clark 7691 0 287 351 0 6 0
Clark 7692 0 613 636 3 15 14
Clark 7693 0 747 589 4 8 13
Clark 7694 0 663 582 2 11 13
Clark 7695 0 518 502 1 8 10
Clark 7701 0 60 44 0 4 1
Clark 7702 0 695 495 3 13 15
Clark 7703 0 483 453 4 5 10
Clark 7704 0 262 237 2 9 2
Clark 7705 0 454 625 3 6 8
Clark 7706 0 503 479 3 6 8
Clark 7707 0 440 435 2 13 8
Clark 7712 0 410 380 2 7 7
Clark 7713 0 352 350 1 5 7
Clark 7714 0 482 325 1 6 5
Clark 7715 0 790 651 4 17 17
Clark 7720 0 41 19 0 0 2
Clark 7722 0 377 348 0 12 4
Clark 7723 0 569 520 2 10 12
Clark 7724 0 15 23 0 1 0
Clark 7726 0 866 523 3 14 11
Clark 7730 0 1056 901 3 14 14
Clark 7731 0 521 508 1 10 16
Clark 7732 0 652 570 3 8 11
Clark 7733 0 468 461 1 10 9
Clark 7734 0 0 0 0 0 0
Clark 7743 0 1 1 1 1 1
Clark 7745 0 0 0 0 0 0
Clark 9995 0 0 0 0 0 0
Clark 9996 0 35 25 0 0 0
Douglas 01-Centerville 0 213 648 2 6 5
Douglas "02-Fish Springs" 0 406 950 1 18 16
Douglas 03-Gardnerville 0 461 650 2 16 13
Douglas "04-Carson Valley Estates" 0 301 499 3 11 22
Douglas 05-Genoa 0 288 614 2 12 7
Douglas "06-Jacks Valley" 0 494 789 5 25 15
Douglas 07-Minden 0 340 489 2 9 16
Douglas "08-Ranchos I" 0 384 803 6 13 17
Douglas "09-Ranchos II" 0 335 642 2 9 11
Douglas 10-TRE 0 306 793 4 14 15
Douglas "11-Johnson Lane" 0 310 830 2 11 15
Douglas 12-Dresslerville 0 97 40 0 3 2
Douglas "13-Indian Hills - West" 0 496 748 2 16 19
Douglas 14-Pinenut 0 218 655 1 14 7
Douglas 15-Valley 0 113 305 1 3 3
Douglas 16-Mottsville 0 237 500 1 6 12
Douglas 17-Ruhenstroth 0 378 999 1 12 15
Douglas "18-Ranchos III-2" 0 215 435 2 8 5
Douglas "19-Ranchos IV" 0 339 595 2 15 16
Douglas 20-Birch/Ranchos 0 374 644 3 16 8
Douglas 21-Wildhorse 0 289 829 3 15 7
Douglas 22-Saratoga 0 376 820 2 17 9
Douglas "23-Indian Hills - East" 0 371 556 3 10 16
Douglas "24-Topaz Lake" 0 110 360 1 6 5
Douglas 25-Pleasantview 0 436 915 2 18 27
Douglas 26-Westwood 0 217 349 1 12 7
Douglas 27-Winhaven 0 318 497 1 13 5
Douglas "28-Orchard Road" 0 222 608 0 16 8
Douglas "29-Autumn Hils" 0 199 500 0 10 3
Douglas "30-East Fork" 0 1 1 1 1 1
Douglas 31-Chichester 0 267 429 0 9 7
Douglas "32-East Valley" 0 140 388 1 9 4
Douglas "33-Hot Springs" 0 157 343 2 13 11
Douglas 34-Sunridge 0 167 310 1 10 6
Douglas 35-Glenbrook 0 155 286 0 11 3
Douglas 36-Skyland 0 165 280 1 9 4
Douglas "37-Zephyr Cove" 0 229 301 0 9 5
Douglas "38-Round Hill" 0 353 301 2 4 9
Douglas 39-Edgewood 0 135 124 0 1 4
Douglas 40-Kingsbury 0 445 457 3 12 11
Douglas 41-Daggett 0 514 342 1 8 17
Douglas 88 0 1 1 1 1 1
Elko 1 0 134 361 4 7 12
Elko 10 0 232 712 5 7 9
Elko 11 0 183 342 1 13 21
Elko 12 0 220 750 5 10 17
Elko 13 0 83 443 1 5 2
Elko 14 0 292 928 3 17 23
Elko 15 0 67 376 3 3 5
Elko 16 0 31 342 0 3 5
Elko 17 0 1 1 1 1 1
Elko 18 0 76 233 1 7 1
Elko 19 0 52 190 0 4 2
Elko 2 0 156 295 4 7 13
Elko 20 0 327 321 5 18 13
Elko 21 0 100 96 0 7 7
Elko 22 0 203 1264 3 13 24
Elko 23 0 264 1270 1 11 23
Elko 24 0 101 741 0 7 8
Elko 25 0 123 695 1 1 3
Elko 26 0 99 514 2 4 9
Elko 27 0 41 381 0 1 1
Elko 28 0 9 82 0 2 1
Elko 29 0 98 29 1 3 1
Elko 3 0 168 347 0 12 19
Elko 30 0 5 47 1 0 0
Elko 31 0 12 24 1 0 0
Elko 32 0 75 750 3 6 10
Elko 33 0 18 101 0 0 1
Elko 34 0 10 114 0 1 2
Elko 35 0 11 97 1 0 0
Elko 36 0 22 97 1 2 1
Elko 37 0 16 103 0 0 2
Elko 38 0 125 92 0 2 5
Elko 39 0 18 99 1 0 1
Elko 4 0 154 323 0 9 15
Elko 40 0 168 1155 3 6 19
Elko 41 0 179 1024 6 6 22
Elko 5 0 124 337 2 8 13
Elko 6 0 136 515 1 4 21
Elko 7 0 104 341 1 7 6
Elko 8 0 188 524 1 6 20
Elko 88 0 0 0 0 0 0
Elko 9 0 131 279 5 8 17
Esmeralda 1 0 36 178 1 3 4
Esmeralda 2 0 4 42 0 1 0
Esmeralda 3 0 30 164 0 2 2
Esmeralda 4 0 2 11 0 0 0
Esmeralda 5 0 1 1 1 1 1
Esmeralda 88 0 1 1 1 1 1
Eureka 1 0 27 332 0 2 3
Eureka 2 0 41 247 2 3 0
Eureka 3 0 16 137 1 2 2
Eureka 4 0 20 171 0 1 1
Eureka 88 0 1 1 1 1 1
Humboldt 1 0 181 512 2 4 11
Humboldt 10 0 65 48 2 1 0
Humboldt 11 0 18 219 0 2 2
Humboldt 12 0 23 133 0 1 1
Humboldt 13 0 37 195 1 1 5
Humboldt 14 0 94 564 1 4 9
Humboldt 15 0 51 240 0 2 1
Humboldt 2 0 215 434 2 11 15
Humboldt 3 0 157 423 3 4 10
Humboldt 4 0 221 448 4 13 10
Humboldt 5 0 241 770 4 13 12
Humboldt 6 0 217 875 3 13 12
Humboldt 7 0 124 781 1 7 11
Humboldt 8 0 10 94 0 0 0
Humboldt 88 0 6 15 0 0 0
Humboldt 9 0 29 126 0 2 5
Lander 88 0 4 18 0 1 0
Lander "Argenta 01" 0 76 323 0 5 7
Lander "Argenta 02" 0 144 387 0 6 9
Lander "Argenta 03" 0 36 132 0 0 0
Lander "Argenta 04" 0 69 551 1 3 8
Lander "Argenta 05" 0 119 564 4 9 7
Lander "Austin 07" 0 13 84 0 2 0
Lander "Gillman Springs Ranch 08" 0 3 15 0 0 0
Lander "Kingston 09" 0 24 61 0 1 4
Lander "Southern Lander County 06" 0 8 63 0 3 1
Lincoln "1 - ALAMO" 0 49 576 2 1 4
Lincoln "233 - CALIENTE NORTH" 0 95 395 3 11 3
Lincoln "236 - CALIENTE SOUTH" 0 30 86 0 1 2
Lincoln "3 - PANACA" 0 45 470 2 4 4
Lincoln "4 - PIOCHE" 0 110 505 1 7 4
Lincoln "5 - RACHEL" 0 1 35 0 0 0
Lincoln 88 0 0 0 0 0 0
Lyon 88 0 1 1 1 1 1
Lyon "East Mason Valley 1" 0 169 480 4 5 8
Lyon "East Mason Valley 2" 0 158 530 5 8 6
Lyon "Fernley 1" 0 336 893 2 10 28
Lyon "Fernley 10" 0 109 247 1 4 1
Lyon "Fernley 11" 0 260 610 2 6 19
Lyon "Fernley 12" 0 274 714 10 12 24
Lyon "Fernley 13" 0 320 802 3 7 15
Lyon "Fernley 14" 0 233 523 4 10 19
Lyon "Fernley 2" 0 189 483 5 11 12
Lyon "Fernley 3" 0 116 321 1 4 8
Lyon "Fernley 4" 0 243 449 3 7 17
Lyon "Fernley 5" 0 196 488 1 0 14
Lyon "Fernley 6" 0 272 470 1 5 21
Lyon "Fernley 7" 0 392 701 5 17 36
Lyon "Fernley 8" 0 68 202 0 5 2
Lyon "Fernley 9" 0 78 185 0 3 4
Lyon "Mound House 1" 0 114 270 0 1 3
Lyon "Mound House 2" 0 175 260 2 6 4
Lyon "North Dayton 1" 0 406 1087 4 11 18
Lyon "North Dayton 2" 0 470 1168 4 11 17
Lyon "North Dayton 3" 0 318 556 2 12 10
Lyon "North Dayton 4" 0 375 758 7 18 9
Lyon "North Dayton 5" 0 207 626 2 6 5
Lyon "Silver City" 0 81 44 0 2 1
Lyon "Silver Springs 1" 0 230 554 1 12 19
Lyon "Silver Springs 2" 0 139 389 4 5 16
Lyon "Silver Springs 3" 0 211 541 1 7 13
Lyon "Silver Springs 4" 0 136 410 9 4 18
Lyon "Smith Valley 1" 0 184 790 0 9 12
Lyon "Smith Valley 2" 0 68 269 0 4 5
Lyon "South Dayton 1" 0 341 763 2 11 10
Lyon "South Dayton 2" 0 69 153 1 6 7
Lyon "South Dayton 3" 0 318 777 1 7 12
Lyon "South Dayton 4" 0 219 463 0 4 12
Lyon Spragg-Plummer 0 319 967 4 10 12
Lyon "Stagecoach 1" 0 250 830 5 6 17
Lyon "Stagecoach 2" 0 82 258 1 3 2
Lyon "West Mason Valley 1" 0 242 501 3 12 3
Lyon "West Mason Valley 2" 0 90 346 2 5 2
Lyon "West Mason Valley 3" 0 15 28 1 1 0
Mineral 1 0 108 227 2 6 7
Mineral 10 0 1 1 1 1 1
Mineral 11 0 239 109 4 12 9
Mineral 12 0 36 124 1 4 2
Mineral 2 0 92 239 1 3 2
Mineral 3 0 72 112 0 4 3
Mineral 4 0 71 115 1 3 6
Mineral 5 0 67 165 0 2 1
Mineral 6 0 96 163 1 2 3
Mineral 7 0 17 69 0 2 1
Mineral 8 0 4 24 0 0 0
Mineral 88 0 0 0 0 0 0
Mineral 9 0 22 73 0 0 1
Nye 88 0 13 20 0 0 0
Nye "AMARGOSA VLY 06" 0 133 256 1 2 5
Nye "BEATTY 01" 0 100 278 5 3 6
Nye "CURRANT 02" 0 5 50 0 0 0
Nye "DUCKWATER 03" 0 53 24 0 1 0
Nye "FORTY BAR 18" 0 14 29 1 0 0
Nye "GABBS 04" 0 17 56 0 0 1
Nye "IONE 05" 0 13 6 0 0 0
Nye "MANHATTAN 07" 0 13 49 0 2 0
Nye "MERCURY 08" 0 1 1 1 1 1
Nye "PAHRUMP 09" 0 481 1119 4 10 17
Nye "PAHRUMP 10" 0 201 433 2 3 8
Nye "PAHRUMP 11" 0 405 740 9 5 16
Nye "PAHRUMP 16" 0 420 833 4 10 10
Nye "PAHRUMP 17" 0 291 638 3 5 7
Nye "PAHRUMP 19" 0 783 1754 6 24 26
Nye "PAHRUMP 20" 0 361 812 2 9 9
Nye "PAHRUMP 21" 0 394 996 10 9 16
Nye "PAHRUMP 22" 0 238 629 4 12 12
Nye "PAHRUMP 23" 0 121 262 1 3 3
Nye "PAHRUMP 24" 0 320 720 4 8 5
Nye "PAHRUMP 25" 0 95 316 4 4 8
Nye "PAHRUMP 26" 0 201 476 6 9 10
Nye "PAHRUMP 27" 0 261 624 5 8 8
Nye "PAHRUMP 28" 0 412 954 2 8 5
Nye "PAHRUMP 29" 0 445 967 5 22 12
Nye "PAHRUMP 30" 0 336 813 2 15 12
Nye "PAHRUMP 31" 0 339 1009 5 12 11
Nye "PAHRUMP 32" 0 539 1182 5 28 11
