COUNTY AREA TOTAL DEM REP WRI
COUNTY AREA TOTAL Smith McMaster Writein
Oconee "Seneca 2" 1 286 504 1
Oconee "Seneca 3" 2 180 417 2
Oconee "Seneca 4" 0 474 578 0
Oconee Absentee 8 1984 3556 8
Oconee Emergency 0 0 0 0
Oconee Failsafe 0 0 0 0
Oconee Provisional 0 3 13 0
Oconee "Failsafe Provisional" 0 3 9 0
Orangeburg "ORANGEBURG WD 1" 0 161 104 0
Orangeburg "ORANGEBURG WD 2" 0 159 9 0
Orangeburg "ORANGEBURG WD 3" 0 364 22 0
Orangeburg "ORANGEBURG WD 4" 1 340 8 1
Orangeburg "ORANGEBURG WD 5" 0 161 11 0
Orangeburg "ORANGEBURG WD 6" 0 215 52 0
Orangeburg "ORNAGEBURG WD 7" 0 225 136 0
Orangeburg "ORANGEBURG WD 8" 0 150 118 0
Orangeburg "ORANGEBURG WD 9" 0 200 48 0
Orangeburg "ORANGEBURG WD 10" 0 251 120 0
Orangeburg "SUBURBAN 1" 0 210 11 0
Orangeburg "SUBURBAN 2" 0 249 3 0
Orangeburg "SUBURBAN 3" 1 484 43 1
Orangeburg "SUBURBAN 4" 0 124 61 0
Orangeburg "SUBURBAN 5" 0 379 99 0
Orangeburg "SUBURBAN 6" 1 204 132 1
Orangeburg "SUBURBAN 7" 1 358 336 1
Orangeburg "SUBURBAN 8" 0 232 151 0
Orangeburg "SUBURBAN 9" 0 457 104 0
Orangeburg BETHEL 0 195 86 0
Orangeburg "BOWMAN 1" 0 379 174 0
Orangeburg "BOWMAN 2" 0 197 161 0
Orangeburg "BRANCHVILLE 1" 0 225 267 0
Orangeburg "BRANCHVILLE 2" 1 95 148 1
Orangeburg BROOKDALE 0 518 22 0
Orangeburg COPE 1 139 184 1
Orangeburg "CORDOVA 1" 0 321 334 0
Orangeburg EDISTO 0 126 366 0
Orangeburg "ELLOREE 1" 0 197 228 0
Orangeburg "EUTAWVILLE 1" 0 314 369 0
Orangeburg "EUTAWVILLE 2" 0 682 152 0
Orangeburg "FOUR HOLES" 0 68 201 0
Orangeburg "HOLLY HILL 2" 2 590 115 2
Orangeburg "HOLLY HILL 1" 2 503 334 2
Orangeburg JAMISON 2 535 216 2
Orangeburg "LIMESTONE 1" 0 724 239 0
Orangeburg NEESES-LIVINGSTON 1 169 304 1
Orangeburg NIX 0 454 1 0
Orangeburg "NORTH 2" 1 303 321 1
Orangeburg "NORTH 1" 0 334 260 0
Orangeburg NORWAY 0 432 197 0
Orangeburg "PINE HILL" 0 302 200 0
Orangeburg PROVIDENCE 0 379 149 0
Orangeburg ROWESVILLE 1 162 115 1
Orangeburg "SANTEE 1" 0 288 388 0
Orangeburg SPRINGFIELD 0 290 256 0
Orangeburg VANCE 0 571 191 0
Orangeburg WHITTAKER 0 400 45 0
Orangeburg BOLENTOWN 0 289 277 0
Orangeburg "CORDOVA 2" 1 349 226 1
Orangeburg "ELLOREE 2" 0 246 73 0
Orangeburg "LIMESTONE 2" 0 284 142 0
Orangeburg "SANTEE 2" 1 479 29 1
Orangeburg Absentee 2 4874 869 2
Orangeburg Emergency 0 0 0 0
Orangeburg Failsafe 0 31 5 0
Orangeburg Provisional 0 26 8 0
Orangeburg "Failsafe Provisional" 0 9 2 0
Pickens "Stone Church" 1 363 271 1
Pickens University 0 175 154 0
Pickens Morrison 0 319 264 0
Pickens Abel 0 247 118 0
Pickens Calhoun 1 259 166 1
Pickens Clemson 1 491 489 1
Pickens Issaqueena 2 239 176 2
Pickens "West Central" 3 155 140 3
Pickens "North Central" 2 163 359 2
Pickens Pike 2 220 286 2
Pickens "Lawrence Chapel" 2 203 457 2
Pickens Norris 2 106 465 2
Pickens "Six Mile" 1 109 622 1
Pickens "Six Mile Mountain" 2 160 574 2
Pickens "Praters Creek" 0 46 391 0
Pickens "Mountain View" 1 136 529 1
Pickens "Albert R. Lewis" 1 93 543 1
Pickens "Holly Springs" 0 166 601 0
Pickens Pumpkintown 1 184 614 1
Pickens Griffin 0 135 636 0
Pickens "North Pickens" 0 98 508 0
Pickens "West Pickens" 4 127 481 4
Pickens "South Pickens" 2 144 333 2
Pickens "East Pickens" 0 75 532 0
Pickens "Glassy Mountain" 1 64 488 1
Pickens "Cedar Rock" 0 106 504 0
Pickens Skelton 1 72 493 1
Pickens "Rices Creek" 1 107 475 1
Pickens "West Liberty" 0 107 515 0
Pickens "East Liberty" 1 99 421 1
Pickens "Flat Rock" 2 110 514 2
Pickens Zion 0 102 423 0
Pickens "Smith Grove" 0 87 279 0
Pickens "Arial Mill" 3 89 358 3
Pickens Simpson 1 214 161 1
Pickens Woodside 5 231 433 5
Pickens "Brushy Creek" 3 221 583 3
Pickens Pickensville 1 133 367 1
Pickens Easley 0 148 365 0
Pickens "Forest Acres" 0 165 373 0
Pickens Crestview 2 134 517 2
Pickens Sitton 2 168 570 2
Pickens "Rock Springs" 1 146 493 1
Pickens Saluda 0 141 394 0
Pickens Crosswell 2 124 543 2
Pickens "Georges Creek" 3 144 424 3
Pickens McKissick 4 173 394 4
Pickens Vinland 0 73 422 0
Pickens Crossroads 0 97 405 0
Pickens Dacusville 1 55 321 1
Pickens "Nine Forks" 5 82 473 5
Pickens "South Central" 0 216 228 0
Pickens "Crescent Hill" 2 76 498 2
Pickens "North Liberty" 1 90 384 1
Pickens Pendleton 0 74 383 0
Pickens "Fruit Mountain" 0 79 268 0
Pickens "Pope Field" 2 131 285 2
Pickens Sheffield 2 159 570 2
Pickens "Tri County" 0 102 219 0
Pickens McAllister 1 130 377 1
Pickens Lenhart 1 114 324 1
Pickens Absentee 5 1235 2506 5
Pickens Emergency 1 130 570 1
Pickens Failsafe 0 17 42 0
Pickens Provisional 0 22 45 0
Pickens "Failsafe Provisional" 0 13 23 0
Richland "Ward 1" 1 384 128 1
Richland "Ward 2" 1 224 37 1
Richland "Ward 3" 1 576 158 1
Richland "Ward 4" 5 573 162 5
Richland "Ward 5" 4 275 121 4
Richland "Ward 6" 2 483 263 2
Richland "Ward 7" 0 390 6 0
Richland "Ward 8" 0 238 7 0
Richland "Ward 9" 1 335 13 1
Richland "Ward 10" 2 606 197 2
Richland "Ward 11" 0 470 123 0
Richland "Ward 12" 1 562 205 1
Richland "Ward 13" 2 841 282 2
Richland "Ward 14" 1 628 294 1
Richland "Ward 15" 0 327 240 0
Richland "Ward 16" 2 388 410 2
Richland "Ward 17" 2 511 432 2
Richland "Ward 18" 0 441 61 0
Richland "Ward 19" 0 442 14 0
Richland "Ward 20" 0 683 135 0
Richland "Ward 21" 0 591 19 0
Richland "Ward 22" 0 626 29 0
Richland "Ward 23" 0 354 155 0
Richland "Ward 24" 1 256 298 1
Richland "Ward 25" 0 390 567 0
Richland "Ward 26" 0 430 156 0
Richland "Ward 29" 1 504 22 1
Richland "Ward 30" 0 285 110 0
Richland "Ward 31" 0 326 18 0
Richland "Ward 32" 0 257 10 0
Richland "Ward 33" 0 339 60 0
Richland "Ward 34" 0 369 205 0
Richland Arcadia 0 470 312 0
Richland Ardincaple 0 231 7 0
Richland "Ballentine 1" 0 320 401 0
Richland "Ballentine 2" 1 259 645 1
Richland "Beatty Road" 0 291 24 0
Richland Bluff 0 841 30 0
Richland "Blythewood 1" 3 382 591 3
Richland "Blythewood 2" 0 647 553 0
Richland "Blythewood 3" 1 753 477 1
Richland Bookman 0 976 481 0
Richland "Brandon 1" 0 668 165 0
Richland "Brandon 2" 2 653 115 2
Richland Briarwood 1 833 261 1
Richland "Bridge Creek" 3 835 207 3
Richland "Caughman Road" 2 652 206 2
Richland "College Place" 0 556 22 0
Richland Cooper 1 319 341 1
Richland Dennyside 0 292 181 0
Richland Dentsville 0 740 66 0
Richland "Dutch Fork 1" 1 222 389 1
Richland "Dutch Fork 2" 1 382 329 1
Richland "Dutch Fork 3" 2 515 755 2
Richland "Dutch Fork 4" 2 417 494 2
Richland Eastover 1 557 49 1
Richland Edgewood 0 593 28 0
Richland Estates 3 656 409 3
Richland Fairlawn 0 1030 194 0
Richland Fairwold 0 356 10 0
Richland "East Forest Acres" 0 279 405 0
Richland "North Forest Acres" 4 392 259 4
Richland "South Forest Acres" 0 430 431 0
Richland "Friarsgate 1" 0 487 308 0
Richland "Friarsgate 2" 5 393 304 5
Richland "Old Friarsgate" 1 396 256 1
Richland Gadsden 1 640 44 1
Richland Garners 0 283 126 0
Richland Greenview 0 772 14 0
Richland "Gregg Park" 0 522 330 0
Richland Hampton 4 541 186 4
Richland "Harbison 1" 1 701 217 1
Richland "Harbison 2" 2 433 169 2
Richland "Hopkins 1" 2 551 58 2
Richland "Hopkins 2" 0 601 91 0
Richland "Horrell Hill" 4 556 391 4
Richland "Hunting Creek" 0 138 97 0
Richland "Keels 1" 0 641 78 0
Richland "Keels 2" 0 518 36 0
Richland Keenan 1 627 236 1
Richland "Kelly Mill" 0 592 334 0
Richland Killian 0 774 271 0
Richland Kingswood 2 1071 165 2
Richland "Lake Carolina" 1 919 526 1
Richland Lincolnshire 0 872 18 0
Richland Longcreek 7 1189 1095 7
Richland Longleaf 0 756 76 0
Richland Lykesland 0 628 225 0
Richland "Mallet Hill" 0 827 350 0
Richland Meadowfield 4 463 431 4
Richland Meadowlake 1 847 27 1
Richland McEntire 0 245 139 0
Richland Midway 2 879 137 2
Richland "Mill Creek" 0 442 115 0
Richland Monticello 0 487 342 0
Richland "North Springs 1" 0 417 239 0
Richland "North Springs 2" 1 870 447 1
Richland "North Springs 3" 1 799 155 1
Richland "Oak Pointe 1" 3 385 331 3
Richland "Oak Pointe 2" 0 194 201 0
Richland "Oak Pointe 3" 1 336 228 1
Richland Oakwood 0 289 223 0
Richland Olympia 0 508 147 0
Richland "Parkridge 1" 1 275 208 1
Richland "Parkridge 2" 0 195 124 0
Richland "Parkway 1" 1 928 162 1
Richland "Parkway 2" 2 852 254 2
Richland "Parkway 3" 0 808 90 0
Richland "Pennington 1" 4 249 446 4
Richland "Pennington 2" 1 447 364 1
Richland "Pine Grove" 0 639 75 0
Richland "Pine Lakes 1" 1 428 31 1
Richland "Pine Lakes 2" 1 588 54 1
Richland Pinewood 0 681 108 0
Richland "Polo Road" 4 792 262 4
Richland "Pontiac 1" 0 665 437 0
Richland "Pontiac 2" 0 456 362 0
Richland "Rice Creek 1" 1 641 90 1
Richland "Rice Creek 2" 2 1003 201 2
Richland "Ridge View 1" 4 837 230 4
Richland "Ridge View 2" 4 1030 269 4
Richland Ridgewood 0 293 9 0
Richland Riverside 0 344 96 0
Richland "Riversprings 1" 0 264 381 0
Richland "Riversprings 2" 0 415 301 0
Richland "Riversprings 3" 1 362 422 1
Richland Riverwalk 0 876 509 0
Richland "Round Top" 0 248 135 0
Richland "St. Andrews" 1 397 119 1
Richland Sandlapper 1 1175 217 1
Richland Satchelford 0 394 444 0
Richland Skyland 1 339 100 1
Richland "South Beltline" 1 434 147 1
Richland "Spring Hill" 3 271 906 3
Richland "Spring Valley" 1 828 453 1
Richland "Spring Valley West" 2 982 236 2
Richland "Springville 1" 1 319 744 1
Richland "Springville 2" 2 262 680 2
Richland "Trenholm Road" 2 255 292 2
Richland Trinity 2 417 178 2
Richland Valhalla 1 650 481 1
Richland "Valley State Park" 2 1226 151 2
Richland Walden 0 329 52 0
Richland Webber 0 359 145 0
Richland Westminster 1 516 90 1
Richland Whitewell 0 533 67 0
Richland Wildewood 1 667 621 1
Richland Woodfield 1 782 246 1
Richland Woodlands 1 627 681 1
Richland Absentee 13 10080 4767 13
Richland "Absentee 2" 5 8707 1352 5
Richland Emergency 0 0 0 0
Richland "Emergency 2" 0 0 0 0
Richland Failsafe 1 156 26 1
Richland "Failsafe 2" 0 144 10 0
Richland Provisional 0 2 0 0
Richland "Provisional 2" 0 7 3 0
Richland "Failsafe Provisional" 0 62 28 0
Saluda Centennial 0 57 196 0
Saluda Clyde 0 18 128 0
Saluda Delmar 0 40 192 0
Saluda "Fruit Hill" 0 210 138 0
Saluda Higgins/Zoar 0 148 172 0
Saluda Holly 0 79 450 0
Saluda Hollywood 0 114 573 0
Saluda Holstons 1 174 302 1
Saluda Mayson 0 72 169 0
Saluda "Mt. Willing" 0 35 94 0
Saluda "Pleasant Cross" 2 51 59 2
Saluda "Pleasant Grove" 0 92 323 0
Saluda Richland 0 61 227 0
Saluda "Ridge Spring/Monetta" 0 226 189 0
Saluda "Saluda No. 1" 0 317 174 0
Saluda "Saluda No. 2" 0 194 320 0
Saluda Sardis 0 34 268 0
Saluda Ward 0 108 102 0
Saluda Absentee 1 323 438 1
Saluda Emergency 0 0 0 0
Saluda Failsafe 0 3 2 0
Saluda Provisional 0 0 0 0
Saluda "Failsafe Provisional" 0 0 0 0
Spartanburg "Woodruff Leisure Center" 3 120 314 3
Spartanburg "Arcadia Elementary" 2 190 146 2
Spartanburg "Rebirth Missionary Baptist" 6 468 1022 6
Spartanburg "Morningside Baptist" 0 350 628 0
Spartanburg "Boiling Springs 9th Grade" 2 548 934 2
Spartanburg "Gable Middle School" 2 410 985 2
Spartanburg "Lake Bowen Baptist" 2 376 1462 2
Spartanburg "Cooley Springs Baptist" 1 246 716 1
Spartanburg "Landrum High School" 2 259 921 2
Spartanburg "Hendrix Elementary" 1 420 517 1
Spartanburg "Cannons Elementary" 2 159 295 2
Spartanburg "Cavins Hobbysville" 0 73 351 0
Spartanburg "E.P. Todd Elementary" 0 510 437 0
Spartanburg "Cherokee Springs Fire Station" 2 143 499 2
Spartanburg "Clifdale Elementary" 1 133 248 1
Spartanburg "Converse Fire Station" 3 151 347 3
Spartanburg "Cowpens Fire Station" 0 179 589 0
Spartanburg "Woodruff Fire Station" 3 112 489 3
Spartanburg "Cross Anchor Fire Station" 0 76 248 0
Spartanburg "Fairforest Elementary" 2 310 893 2
Spartanburg "Abner Creek Baptist" 1 202 633 1
Spartanburg "Dayton Fire Station" 0 222 217 0
Spartanburg "Cedar Grove Baptist" 1 428 81 1
Spartanburg "Enoree First Baptist" 1 132 434 1
Spartanburg "Fairforest Middle School" 4 431 626 4
Spartanburg "Travelers Rest Baptist" 2 657 750 2
Spartanburg "Glendale Fire Station" 2 123 488 2
Spartanburg "Gramling Methodist" 1 138 663 1
Spartanburg "Hayne Baptist" 0 225 200 0
Spartanburg "Holly Springs Baptist" 5 219 1187 5
Spartanburg "Chapman High School" 4 463 809 4
Spartanburg "Landrum United Methodist" 0 375 936 0
Spartanburg "Lyman Town Hall" 4 547 1197 4
Spartanburg "Mayo Elementary" 0 92 644 0
Spartanburg "Motlow Creek Baptist" 2 114 437 2
Spartanburg "R.D. Anderson Vocational" 1 152 697 1
Spartanburg "Swofford Career Center" 3 283 1176 3
Spartanburg "Pauline Glenn Springs Elementary" 2 96 407 2
Spartanburg "Pelham Fire Station" 6 371 619 6
Spartanburg "Poplar Springs Fire Station" 0 386 871 0
Spartanburg "Reidville Elementary" 2 439 1114 2
Spartanburg "Roebuck Elementary" 1 589 545 1
Spartanburg "Mt. Moriah Baptist" 1 465 73 1
Spartanburg "C.C. Woodson Recreation" 0 459 16 0
Spartanburg "St. John's Lutheran" 0 268 473 0
Spartanburg "Trinity Methodist" 1 423 482 1
Spartanburg "Southside Baptist" 1 341 55 1
Spartanburg "Spartanburg High School" 1 556 562 1
Spartanburg "Cornerstone Baptist" 1 480 237 1
Spartanburg "Woodland Heights Recreation Center" 2 431 355 2
Spartanburg "Holy Communion" 1 505 260 1
Spartanburg "Beaumont Methodist" 1 121 128 1
Spartanburg "Cleveland Elementary" 0 335 43 0
Spartanburg "Ebenezer Baptist" 0 311 12 0
Spartanburg "Startex Fire Station" 1 206 181 1
Spartanburg "Victor Mill Methodist" 2 298 402 2
Spartanburg "Mt. Calvary Presbyterian" 1 189 1095 1
Spartanburg "Wellford Fire Station" 4 499 564 4
Spartanburg "West View Elementary" 1 323 610 1
Spartanburg "Croft Baptist" 1 285 228 1
Spartanburg "Whitlock Jr. High" 2 256 398 2
Spartanburg "Bethany Baptist" 1 353 152 1
Spartanburg "Eastside Baptist" 0 322 438 0
Spartanburg "Mt. Zion Gospel Baptist" 0 186 119 0
Spartanburg "Jesse Bobo Elementary" 3 509 132 3
Spartanburg "White Stone Methodist" 0 160 239 0
Spartanburg "Cudd Memorial" 0 261 231 0
Spartanburg "Oakland Elementary" 2 207 750 2
Spartanburg "Boiling Springs Intermediate" 3 369 728 3
Spartanburg "Carlisle Fosters Grove" 0 172 806 0
Spartanburg "Cowpens Depot Museum" 2 192 333 2
Spartanburg "Beech Springs Intermediate" 3 283 575 3
Spartanburg "Greater St. James" 4 277 621 4
Spartanburg "Bethany Wesleyan" 1 426 905 1
Spartanburg "Reidville Fire Station" 3 507 879 3
Spartanburg "Roebuck Bethlehem" 0 335 348 0
Spartanburg "Jesse Boyd Elementary" 0 345 262 0
Spartanburg "Anderson Mill Elementary" 1 438 469 1
Spartanburg "Daniel Morgan Technology Center" 1 219 385 1
Spartanburg "Boiling Springs Elementary" 5 520 1015 5
Spartanburg "Boling Springs Jr. High" 0 103 410 0
Spartanburg "Chapman Elementary" 1 271 420 1
Spartanburg "Carlisle Wesleyan" 1 121 517 1
Spartanburg "Boiling Springs High School" 1 194 421 1
Spartanburg "Ben Avon Methodist" 1 226 488 1
Spartanburg "Pacolet Elementary" 0 317 651 0
Spartanburg "Chesnee Elementary" 1 312 827 1
Spartanburg "Park Hills Elementary" 0 512 109 0
Spartanburg Canaan 0 170 306 0
Spartanburg "Powell Saxon Una" 0 369 117 0
Spartanburg "Woodruff Elementary" 0 367 591 0
Spartanburg "Duncan United Methodist" 2 300 356 2
Spartanburg "River Ridge Elementary" 3 486 764 3
Spartanburg "D. R. Hill Middle School" 4 232 721 4
Spartanburg "Lyman Elementary" 5 189 614 5
Spartanburg "Anderson Mill Baptist" 4 284 631 4
Spartanburg Hope 1 205 176 1
Spartanburg "Trinity Presbyterian" 2 345 632 2
Spartanburg Absentee 12 4376 4999 12
Spartanburg "Absentee 2" 1 864 1006 1
Spartanburg "Absentee 3" 3 1017 1202 3
Spartanburg Emergency 0 2 2 0
Spartanburg "Emergency 2" 0 0 0 0
Spartanburg "Emergency 3" 0 0 0 0
Spartanburg Failsafe 0 109 31 0
Spartanburg "Failsafe 2" 0 11 12 0
Spartanburg "Failsafe 3" 0 22 8 0
Spartanburg Provisional 0 29 28 0
Spartanburg "Provisional 2" 0 14 8 0
Spartanburg "Provisional 3" 0 6 7 0
Spartanburg "Failsafe Provisional" 0 62 55 0
Sumter REMBERT 0 685 133 0
Sumter HORATIO 0 220 41 0
Sumter HILLCREST 0 221 156 0
Sumter "OAKLAND PLANTATION 1" 0 240 272 0
Sumter "DALZELL 1" 1 292 314 1
Sumter "DALZELL 2" 0 227 200 0
Sumter OSWEGO 0 230 331 0
Sumter MAYESVILLE 0 204 68 0
Sumter SALEM 0 165 36 0
Sumter "OAKLAND PLANTATION 2" 0 166 228 0
Sumter "MCCRAYS MILL 1" 1 276 354 1
Sumter ST.JOHN 0 309 234 0
Sumter MAYEWOOD 1 226 355 1
Sumter "TURKEY CREEK" 0 241 213 0
Sumter MULBERRY 0 234 99 0
Sumter SALTERSTOWN 0 153 214 0
Sumter "FOLSOM PARK" 0 353 71 0
Sumter "GREEN SWAMP" 1 421 378 1
Sumter "PALMETTO PARK" 0 260 198 0
Sumter BUNRS-DOWNS 0 137 278 0
Sumter "SECOND MILL" 0 175 597 0
Sumter "SWAN LAKE" 2 195 299 2
Sumter "MORRIS COLLEGE" 0 312 35 0
Sumter "HAMPTON PARK" 0 154 172 0
Sumter CROSSWELL 2 358 113 2
Sumter LORING 0 228 58 0
Sumter LEMIRA 0 357 67 0
Sumter MAGNOLIA-HARMONY 0 172 30 0
Sumter "STONE HILL" 0 201 2 0
Sumter "SOUTH RED BAY" 0 313 26 0
Sumter WILDER 0 328 31 0
Sumter "POCOTALIGO 1" 0 297 471 0
Sumter SAVAGE-GLOVER 0 186 3 0
Sumter BATES 0 250 9 0
Sumter BIRNIE 0 335 19 0
Sumter "SOUTH LIBERTY" 0 127 36 0
Sumter MILLWOOD 0 143 129 0
Sumter "CAUSEWAY BRANCH 1" 0 237 380 0
Sumter "MCCRAYS MILL 2" 1 327 467 1
Sumter "SUMTER HIGH 1" 0 97 157 0
Sumter SUNSET 0 323 323 0
Sumter DELAINE 0 462 128 0
Sumter CHERRYVALE 0 160 82 0
Sumter "MANCHESTER FOREST" 1 273 331 1
Sumter PINEWOOD 0 383 307 0
Sumter "POCOTALIGO 2" 1 225 206 1
Sumter PRIVATEER 0 235 469 0
Sumter "EBENEZER 1" 0 305 245 0
Sumter "WILSON HALL" 0 158 663 0
Sumter FURMAN 1 153 401 1
Sumter SPECTRUM 1 286 131 1
Sumter "ST. PAUL" 1 371 259 1
Sumter SHAW 0 20 27 0
Sumter "THOMAS SUMTER" 0 292 115 0
Sumter "SUMTER HIGH 2" 0 240 327 0
Sumter "EBENEZER 2" 0 296 292 0
Sumter "GREEN SWAMP 2" 0 110 357 0
Sumter "CAUSEWAY BRANCH 2" 2 158 236 2
Sumter "Absentee 1" 2 5304 2386 2
Sumter "Emergency 1" 0 0 0 0
Sumter "Failsafe 1" 0 19 10 0
Sumter "Provisional 1" 0 0 0 0
Sumter "Failsafe Provisional" 0 5 9 0
Union ADAMSBURG 0 54 288 0
Union "BLACK ROCK" 0 124 89 0
Union BONHAM 0 149 268 0
Union "BUFFALO BOX 1" 2 90 270 2
Union CARLISLE 0 217 32 0
Union "CROSS KEYS" 1 140 275 1
Union "EAST BUFFALO" 1 87 40 1
Union EXCELSIOR 0 231 359 0
Union "JONESVILLE BOX 1" 0 127 319 0
Union "JONESVILLE BOX 2" 1 193 321 1
Union KELTON 0 163 292 0
Union LOCKHART 1 67 207 1
Union "MONARCH BOX 1" 0 120 338 0
Union "MONARCH BOX 2" 0 45 87 0
Union PUTMAN 0 67 300 0
Union SANTUCK 0 215 148 0
Union "UNION WARD 1 BOX 1" 0 133 147 0
Union "UNION WARD 1 BOX 2" 0 309 159 0
Union "UNION WARD 2" 0 268 162 0
Union "UNION WARD 3" 0 167 73 0
Union "UNION WARD 4 BOX 1" 0 117 221 0
Union "UNION WARD 4 BOX 2" 0 74 29 0
Union "WEST SPRINGS" 1 59 128 1
Union Absentee 0 446 625 0
Union Emergency 0 0 0 0
Union Failsafe 0 66 30 0
Union Provisional 0 0 0 0
Union "Failsafe Provisional" 0 0 1 0
Williamsburg "BLACK RIVER" 0 92 64 0
Williamsburg BLOOMINGVALE 1 242 125 1
Williamsburg CADES 0 132 83 0
Williamsburg "CEDAR SWAMP" 1 72 80 1
Williamsburg CENTRAL 0 242 132 0
Williamsburg EARLES 0 75 205 0
Williamsburg GREELEYVILLE 0 442 101 0
Williamsburg HARMONY 0 49 120 0
Williamsburg HEBRON 0 12 50 0
Williamsburg HEMINGWAY 2 423 254 2
Williamsburg "HENRY-POPLAR HILL" 2 127 129 2
Williamsburg INDIANTOWN 0 486 99 0
Williamsburg "KINGSTREE NO.1" 2 551 536 2
Williamsburg "KINGSTREE NO.2" 0 234 10 0
Williamsburg "KINGSTREE NO.3" 0 621 62 0
Williamsburg "KINGSTREE NO.4" 0 333 104 0
Williamsburg LANE 1 371 30 1
Williamsburg MORRISVILLE 0 110 10 0
Williamsburg "MOUNT VERNON" 0 105 71 0
Williamsburg NESMITH 0 252 42 0
Williamsburg PERGAMOS 0 48 64 0
Williamsburg "PINEY FOREST" 0 8 191 0
Williamsburg SALTERS 0 399 71 0
Williamsburg "SANDY BAY" 0 55 116 0
Williamsburg SINGLETARY 0 114 23 0
Williamsburg SUTTONS 1 38 81 1
Williamsburg TRIO 0 333 44 0
Williamsburg "MUDDY CREEK" 0 145 266 0
Williamsburg Absentee 1 1618 457 1
Williamsburg Emergency 0 19 132 0
Williamsburg Failsafe 0 0 0 0
Williamsburg Provisional 0 16 20 0
Williamsburg "Failsafe Provisional" 0 5 2 0
York Bethany 0 149 804 0
York Bethel 0 256 488 0
York "River Hills" 1 360 783 1
York "Bethel School" 2 461 949 2
York "Bowling Green" 0 131 535 0
York "Bullocks Creek" 0 41 186 0
York "Cannon Mill" 0 170 418 0
York Catawba 0 355 921 0
York Clover 1 173 558 1
York "Hampton Mill" 2 162 403 2
York "Cotton Belt" 0 167 616 0
York Delphia 0 156 584 0
York Ebenezer 1 220 501 1
York Filbert 0 136 595 0
York "Fort Mill No. 1" 1 539 865 1
York Windjammer 0 390 612 0
York "Fort Mill No. 3" 1 458 475 1
York "Hickory Grove" 1 135 375 1
York "Highland Park" 0 358 210 0
York Lakeshore 0 424 665 0
York Independence 0 118 375 0
York McConnells 1 206 561 1
York "Mt. Holly" 1 699 688 1
York Newport 0 375 629 0
York "Mt. Gallant" 1 264 562 1
York Northside 0 311 217 0
York Oakridge 0 390 849 0
York Ogden 0 574 485 0
York Oakwood 0 367 516 0
York Airport 2 333 452 2
York "Rock Hill No. 2" 0 666 16 0
York "Rock Hill No. 3" 0 890 83 0
York "Rock Hill No. 4" 0 559 362 0
York "Rock Hill No. 5" 0 417 339 0
York "Rock Hill No. 6" 2 480 117 2
York "Rock Hill No. 7" 0 608 471 0
York "Rock Hill No. 8" 0 448 37 0
York Sharon 0 191 456 0
York Smyrna 0 32 284 0
York Tirzah 2 227 739 2
York "York No. 1" 0 390 325 0
York "York No. 2" 1 471 573 1
York "India Hook" 0 347 501 0
York Edgewood 1 1030 123 1
York "Fewell Park" 1 292 373 1
York "Fort Mill No. 4" 0 425 385 0
York Lesslie 0 168 549 0
York Rosewood 1 744 595 1
York Northwestern 0 398 816 0
York Shoreline 1 469 721 1
York Ebinport 0 595 775 0
York University 0 231 310 0
York "Fort Mill No. 5" 0 492 733 0
York "Fort Mill No. 6" 1 394 556 1
York "Allison Creek" 0 439 946 0
York "Anderson Road" 0 261 182 0
York "New Home" 3 282 766 3
York "Fort Mill No. 2" 0 763 1114 0
York "Dobys Bridge" 1 462 948 1
York Riverview 1 295 405 1
York "Orchard Park" 0 438 662 0
York Lakewood 1 222 464 1
York "Laurel Creek" 1 229 639 1
York "Steele Creek" 0 538 729 0
York "Pleasant Road" 2 553 817 2
York "Gold Hill" 2 513 760 2
York Waterstone 1 453 435 1
York Palmetto 0 628 875 0
York "Tega Cay" 0 296 407 0
York Adnah 0 109 304 0
York Harvest 0 236 349 0
York "Old Pointe" 0 406 411 0
York "Tools Fork" 2 332 539 2
York Carolina 0 220 409 0
York Fairgrounds 0 601 107 0
York "Ferry Branch" 0 126 333 0
York Friendship 0 121 227 0
York "Hollis Lakes" 1 454 453 1
York Hopewell 0 198 330 0
York Manchester 1 360 347 1
York "Mill Creek" 1 162 412 1
York "Nation Ford" 1 541 755 1
York "Neelys Creek" 1 148 330 1
York "Pole Branch" 1 322 649 1
York "Six Mile" 0 130 495 0
York Springdale 1 355 234 1
York Springfield 0 360 744 0
York Stateline 1 309 350 1
York Wylie 0 183 403 0
York Roosevelt 0 293 367 0
York Larne 0 215 375 0
York "Rock Creek" 0 192 567 0
York "River's Edge" 0 342 706 0
York Baxter 0 293 376 0
York Kanawha 0 413 573 0
York Celanese 2 602 486 2
York "Absentee 1" 4 3529 4714 4
York "Absentee 2" 1 1444 1778 1
York "Absentee 3" 0 71 95 0
York "Emergency 1" 0 5 1 0
York "Emergency 2" 0 0 0 0
York "Emergency 3" 0 0 0 0
York "Failsafe 1" 0 35 86 0
York "Failsafe 2" 0 31 19 0
York "Failsafe 3" 0 1 1 0
York "Provisional 1" 0 57 71 0
York "Provisional 2" 0 8 25 0
York "Provisional 3" 0 3 2 0
York "Failsafe Provisional" 0 150 217 0
