COUNTY AREA TOTAL DEM REP WRI
COUNTY AREA TOTAL Smith McMaster Writein
Charleston "St. Andrews 32" 3 241 282 3
Charleston "St. Andrews 33" 0 104 168 0
Charleston "St. Andrews 34" 1 361 507 1
Charleston "St. Andrews 35" 0 315 443 0
Charleston "St. Andrews 36" 0 310 397 0
Charleston "St. Andrews 37" 1 625 585 1
Charleston "North Charleston 1" 0 258 14 0
Charleston "North Charleston 2" 0 115 10 0
Charleston "North Charleston 3" 1 230 330 1
Charleston "North Charleston 4" 1 368 41 1
Charleston "North Charleston 5" 0 443 43 0
Charleston "North Charleston 6" 0 398 18 0
Charleston "North Charleston 7" 0 303 32 0
Charleston "North Charleston 8" 0 229 104 0
Charleston "North Charleston 9" 1 380 152 1
Charleston "North Charleston 10" 0 326 76 0
Charleston "North Charleston 11" 0 217 129 0
Charleston "North Charleston 12" 3 237 158 3
Charleston "North Charleston 13" 0 192 32 0
Charleston "North Charleston 14" 0 172 61 0
Charleston "North Charleston 15" 0 308 52 0
Charleston "North Charleston 16" 0 232 60 0
Charleston "North Charleston 17" 0 153 20 0
Charleston "North Charleston 18" 2 421 120 2
Charleston "North Charleston 19" 0 288 53 0
Charleston "North Charleston 20" 0 160 153 0
Charleston "North Charleston 21" 1 293 126 1
Charleston "North Charleston 22" 1 352 123 1
Charleston "North Charleston 23" 0 457 255 0
Charleston "North Charleston 24" 0 616 167 0
Charleston "North Charleston 25" 1 203 37 1
Charleston "North Charleston 26" 0 120 26 0
Charleston "North Charleston 27" 1 242 70 1
Charleston "North Charleston 28" 0 186 24 0
Charleston "North Charleston 29" 1 190 79 1
Charleston "North Charleston 30" 1 530 166 1
Charleston Absentee 36 24073 15429 36
Charleston Emergency 0 51 5 0
Charleston Failsafe 1 195 39 1
Charleston Provisional 0 108 65 0
Charleston Failsafe/Provisional 0 86 67 0
Cherokee Allens 0 41 366 0
Cherokee "Alma Mill" 1 301 282 1
Cherokee "Antioch and Kings Creek" 0 66 499 0
Cherokee Ashworth 0 67 494 0
Cherokee "Blacksburg Ward No. 1" 0 114 270 0
Cherokee "Blacksburg Ward No. 2" 2 100 497 2
Cherokee Draytonville 0 151 513 0
Cherokee "Ezells and Butler" 2 100 530 2
Cherokee "Gaffney Ward No. 1" 0 147 64 0
Cherokee "Gaffney Ward No. 2" 1 346 91 1
Cherokee "Gaffney Ward No. 3" 1 355 69 1
Cherokee "Gaffney Ward No. 4" 0 296 271 0
Cherokee "Gaffney Ward No. 5" 0 194 272 0
Cherokee "Gaffney Ward No. 6" 0 150 367 0
Cherokee "Grassy Pond" 1 182 820 1
Cherokee "Goucher and Thicketty" 0 85 444 0
Cherokee "Holly Grove-Buffalo" 1 79 460 1
Cherokee "Limestone Mill" 1 137 128 1
Cherokee "Littlejohn's and Sarratt's" 0 24 168 0
Cherokee Macedonia 2 131 534 2
Cherokee Morgan 0 78 484 0
Cherokee "Musgrove Mill" 0 169 426 0
Cherokee "Ninety Nine and Cherokee Falls" 1 44 362 1
Cherokee "Pleasant Grove" 0 224 218 0
Cherokee "Pleasant Meadows" 1 224 93 1
Cherokee "Timber Ridge" 0 62 395 0
Cherokee "White Plains" 1 80 482 1
Cherokee "Wilkinsville and Metcalf" 0 18 259 0
Cherokee Woods 0 76 409 0
Cherokee Absentee 2 870 1425 2
Cherokee Emergency 0 0 0 0
Cherokee Failsafe 0 53 38 0
Cherokee Provisional 0 0 0 0
Cherokee "Failsafe Provisional" 0 0 0 0
Chester "Baldwin Mill" 1 221 142 1
Chester "Baton Rouge" 0 70 235 0
Chester Beckhamville 0 221 264 0
Chester Blackstock 0 113 179 0
Chester Edgemoor 0 172 401 0
Chester "Eureka Mill" 0 339 194 0
Chester "Fort Lawn" 0 249 405 0
Chester Halsellville 0 54 53 0
Chester Hazelwood 0 102 233 0
Chester Lowrys 0 120 340 0
Chester Richburg 0 251 386 0
Chester Rodman 0 205 411 0
Chester Rossville 0 56 152 0
Chester Wilksburg 0 147 127 0
Chester "Chester Ward 1" 1 384 158 1
Chester "Chester Ward 2" 0 262 75 0
Chester "Chester Ward 3" 0 253 206 0
Chester "Chester Ward 4" 0 238 108 0
Chester "Chester Ward 5" 0 121 242 0
Chester Lando/Lansford 0 152 344 0
Chester "Great Falls" 0 214 205 0
Chester Absentee 1 1251 805 1
Chester Emergency 0 0 0 0
Chester Failsafe 0 0 0 0
Chester Provisional 0 0 0 0
Chester "Failsafe Provisional" 0 0 0 0
Chesterfield ANGELUS-CARARRH 0 107 194 0
Chesterfield "BAY SPRINGS" 0 30 127 0
Chesterfield "BLACK CREEK" 0 40 84 0
Chesterfield "BROCKS MILL" 0 351 237 0
Chesterfield CASH 0 261 200 0
Chesterfield "CENTER GROVE-WINZO" 0 204 169 0
Chesterfield "CHERAW NO. 1" 0 244 330 0
Chesterfield "CHERAW NO. 2" 0 205 175 0
Chesterfield "CHERAW NO. 3" 1 450 181 1
Chesterfield "CHERAW NO. 4" 1 301 215 1
Chesterfield COURTHOUSE 0 247 483 0
Chesterfield DUDLEY-MANGUM 0 79 265 0
Chesterfield "GRANTS MILL" 0 176 311 0
Chesterfield JEFFERSON 0 313 417 0
Chesterfield MCBEE 1 287 431 1
Chesterfield MIDDENDORF 0 50 260 0
Chesterfield "MT. GROGHAN" 0 42 135 0
Chesterfield OUSLEYDALE 0 44 237 0
Chesterfield "PAGELAND NO. 1" 1 325 398 1
Chesterfield "PAGELAND NO. 2" 0 245 363 0
Chesterfield PATRICK 0 122 165 0
Chesterfield "PEE DEE" 0 22 99 0
Chesterfield RUBY 0 177 228 0
Chesterfield SHILOH 1 85 193 1
Chesterfield "SNOW HILL-VAUGHN" 0 58 152 0
Chesterfield Absentee 1 774 676 1
Chesterfield Emergency 0 0 4 0
Chesterfield Failsafe 0 0 0 0
Chesterfield Provisional 0 2 1 0
Chesterfield "Failsafe Provisional" 0 0 0 0
Clarendon Alcolu 0 190 182 0
Clarendon Barrineau 0 29 216 0
Clarendon "Barrows Mill" 0 24 55 0
Clarendon Bloomville 0 65 102 0
Clarendon Calvary 0 193 47 0
Clarendon "Davis Station" 0 299 422 0
Clarendon Harmony 0 127 142 0
Clarendon Hicks 0 43 217 0
Clarendon "Home Branch" 0 41 139 0
Clarendon Jordan 1 208 621 1
Clarendon "Manning No. 1" 0 129 93 0
Clarendon "Manning No. 2" 0 200 181 0
Clarendon "Manning No. 3" 0 166 328 0
Clarendon "Manning No. 4" 0 370 86 0
Clarendon "Manning No. 5" 1 179 172 1
Clarendon "New Zion" 0 88 155 0
Clarendon Paxville 0 260 145 0
Clarendon Panola 0 83 26 0
Clarendon Sardina-Gable 0 117 63 0
Clarendon "Summerton No. 1" 0 300 488 0
Clarendon "Summerton No. 2" 0 101 32 0
Clarendon "Summerton No. 3" 0 277 73 0
Clarendon Turbeville 0 133 348 0
Clarendon "Wilson Foreston" 0 262 176 0
Clarendon Oakdale 0 74 69 0
Clarendon Absentee 0 2357 1079 0
Clarendon Emergency 1 37 62 1
Clarendon Failsafe 0 13 3 0
Clarendon Provisional 0 0 0 0
Clarendon "Failsafe Provisional" 0 0 0 0
Colleton BELLS 0 60 86 0
Colleton CANADYS 0 83 107 0
Colleton COTTAGEVILLE 1 156 350 1
Colleton EDISTO 0 82 34 0
Colleton "GREEN POND" 0 243 80 0
Colleton HENDERSONVILLE 0 220 121 0
Colleton "HORSE PEN" 0 74 156 0
Colleton "HUDSON MILL" 0 58 145 0
Colleton JACKSONBORO 0 114 35 0
Colleton "MAPLE CANE" 1 80 249 1
Colleton MASHAWVILLE 1 156 116 1
Colleton PEEPLES 0 164 225 0
Colleton PETITS 0 34 41 0
Colleton PENIEL 0 104 143 0
Colleton RITTER 0 133 43 0
Colleton "ROUND O" 0 124 197 0
Colleton "RICE PATCH" 0 56 112 0
Colleton RUFFIN 0 54 66 0
Colleton SIDNEYS 0 42 141 0
Colleton STOKES 0 58 191 0
Colleton SNIDERS 0 49 119 0
Colleton "WALTERBORO NO. 1" 1 165 173 1
Colleton "WALTERBORO NO. 2" 0 188 99 0
Colleton "WALTERBORO NO. 3" 0 287 58 0
Colleton "WALTERBORO NO. 4" 0 163 223 0
Colleton WILLIAMS 0 54 70 0
Colleton "WOLF CREEK" 0 21 111 0
Colleton "EDISTO BEACH" 1 120 390 1
Colleton "WALTERBORO NO. 5" 0 151 336 0
Colleton ASHTON-LODGE 0 40 86 0
Colleton BEREA-SMOAKS 0 247 121 0
Colleton "WALTERBORO NO. 6" 1 158 131 1
Colleton Absentee 4 1793 1306 4
Colleton Emergency 4 768 1005 4
Colleton Failsafe 0 12 17 0
Colleton Provisional 0 0 0 0
Colleton "Failsafe Provisional" 0 10 8 0
Darlington ANTIOCH 0 288 480 0
Darlington AUBURN 0 239 68 0
Darlington BETHEL 0 160 158 0
Darlington "BLACK CREEK-CLYDE" 0 135 377 0
Darlington "BURNT BRANCH" 0 110 228 0
Darlington "DARLINGTON NO. 1" 0 87 60 0
Darlington "DARLINGTON NO. 2" 1 348 157 1
Darlington "DARLINGTON NO. 4" 1 303 173 1
Darlington "DARLINGTON NO. 5" 0 516 40 0
Darlington DOVESVILLE 0 404 248 0
Darlington "HARTSVILLE NO. 1" 1 235 425 1
Darlington "HARTSVILLE NO. 4" 1 211 115 1
Darlington "HARTSVILLE NO. 5" 0 400 614 0
Darlington "HARTSVILLE NO. 6" 0 445 9 0
Darlington "HARTSVILLE NO. 7" 0 176 242 0
Darlington "HARTSVILLE NO. 8" 2 278 985 2
Darlington "HIGH HILL" 1 546 493 1
Darlington "INDIAN BRANCH" 0 82 194 0
Darlington KELLEYTOWN 1 190 763 1
Darlington "LAKE SWAMP" 0 267 317 0
Darlington "LAMAR NO. 1" 0 217 132 0
Darlington "LAMAR NO. 2" 0 273 446 0
Darlington LYDIA 0 230 104 0
Darlington MECHANICSVILLE 0 345 345 0
Darlington "NEW MARKET" 0 64 399 0
Darlington OATES 0 178 299 0
Darlington PALMETTO 0 432 401 0
Darlington "SOCIETY HILL" 0 273 119 0
Darlington "SWIFT CREEK" 0 141 282 0
Darlington "DARLINGTON NO. 3" 0 425 595 0
Darlington "DARLINGTON NO. 6" 0 285 305 0
Darlington "HARTSVILLE NO. 9" 0 305 438 0
Darlington Absentee 0 2835 1851 0
Darlington Emergency 0 4 2 0
Darlington Failsafe 0 1 0 0
Darlington Provisional 0 7 6 0
Darlington "Failsafe Provisional" 0 1 1 0
Dillon "East Dillon" 0 167 691 0
Dillon "West Dillon" 0 402 133 0
Dillon "South Dillon" 0 379 86 0
Dillon Latta 0 501 529 0
Dillon "New Holly" 0 46 105 0
Dillon "Lake View" 0 239 322 0
Dillon Kemper 0 113 88 0
Dillon "Gaddy's Mill" 0 29 62 0
Dillon "Mt. Calvary" 0 496 226 0
Dillon Bermuda 0 46 74 0
Dillon "Pleasant Hill" 0 28 50 0
Dillon Hamer 0 125 185 0
Dillon Oakland 0 232 147 0
Dillon Carolina 0 68 34 0
Dillon "Little Rock" 0 196 87 0
Dillon Minturn 0 56 41 0
Dillon "Oak Grove" 0 128 231 0
Dillon Manning 0 57 73 0
Dillon Floydale 0 76 224 0
Dillon Fork 0 51 174 0
Dillon Absentee 1 706 490 1
Dillon Emergency 0 0 0 0
Dillon Failsafe 0 0 0 0
Dillon Provisional 0 0 0 0
Dillon "Failsafe Provisional" 0 0 0 0
Dorchester Rosinville 1 284 283 1
Dorchester "St. George No. 2" 0 126 170 0
Dorchester "St. George No. 1" 2 211 220 2
Dorchester Grover 0 184 190 0
Dorchester Reevesville 0 226 217 0
Dorchester Harleyville 0 102 179 0
Dorchester "Four Hole" 0 207 280 0
Dorchester Rosses 0 183 288 0
Dorchester Ridgeville 0 164 185 0
Dorchester Givhans 0 133 292 0
Dorchester Delemars 0 280 97 0
Dorchester "Saul Dam" 0 47 129 0
Dorchester Coastal 1 284 155 1
Dorchester Trolley 1 252 188 1
Dorchester Tranquil 0 87 163 0
Dorchester "Beech Hill" 1 182 421 1
Dorchester Flowertown 0 200 433 0
Dorchester Knightsville 0 176 291 0
Dorchester Clemson 1 176 461 1
Dorchester Germantown 1 209 365 1
Dorchester Greenwave 0 155 209 0
Dorchester Newington 1 186 425 1
Dorchester Carolina 0 388 344 0
Dorchester Dorchester 0 174 282 0
Dorchester Archdale 0 273 208 0
Dorchester Stallsville 1 156 353 1
Dorchester "Indian Field" 0 142 72 0
Dorchester Spann 1 229 430 1
Dorchester "North Summerville" 0 97 115 0
Dorchester Tupperway 0 121 187 0
Dorchester Irongate 0 111 191 0
Dorchester Greenhurst 0 212 230 0
Dorchester "Ashborough East" 0 211 188 0
Dorchester "Ashborough West" 0 63 154 0
Dorchester "Ashley River" 0 529 560 0
Dorchester Windsor 1 255 230 1
Dorchester "Bacons Bridge" 1 339 497 1
Dorchester Brandymill 0 120 171 0
Dorchester Briarwood 1 225 249 1
Dorchester Butternut 1 340 521 1
Dorchester Central 0 223 401 0
Dorchester Coosaw 1 492 504 1
Dorchester Cypress 2 421 546 2
Dorchester "King's Grant" 0 418 471 0
Dorchester Lincoln 0 377 193 0
Dorchester Miles/Jamison 1 339 479 1
Dorchester Oakbrook 2 590 527 2
Dorchester Patriot 0 405 122 0
Dorchester "Sawmill Branch" 1 234 428 1
Dorchester "Coastal 2" 0 320 397 0
Dorchester "Coastal 3" 0 142 165 0
Dorchester "Archdale 2" 1 318 310 1
Dorchester "Ashborough East 2" 1 118 343 1
Dorchester "Ashborough West 2" 2 185 411 2
Dorchester "Beech Hill 2" 4 235 484 4
Dorchester "Brandymill 2" 0 224 277 0
Dorchester "Briarwood 2" 1 154 240 1
Dorchester "Briarwood 3" 0 111 234 0
Dorchester "Central 2" 1 228 317 1
Dorchester "Clemson 2" 6 329 484 6
Dorchester "Clemson 3" 1 245 279 1
Dorchester "Coosaw 2" 0 470 377 0
Dorchester "Dorchester 2" 1 164 338 1
Dorchester "Flowertown 2" 0 214 276 0
Dorchester "Givhans 2" 0 201 286 0
Dorchester "Indian Field 2" 1 177 154 1
Dorchester "Irongate 2" 0 71 96 0
Dorchester "Irongate 3" 0 102 177 0
Dorchester "King's Grant 2" 0 359 428 0
Dorchester "Newington 2" 1 85 241 1
Dorchester "North Summerville 2" 0 391 150 0
Dorchester "Ridgeville 2" 0 164 145 0
Dorchester "Tranquil 2" 2 320 271 2
Dorchester "Tupperway 2" 1 151 189 1
Dorchester "Tranquil 3" 1 270 183 1
Dorchester "Bacons Bridge 2" 0 106 153 0
Dorchester "Coosaw 3" 0 249 349 0
Dorchester "Cypress 2" 0 103 192 0
Dorchester "Flowertown 3" 0 214 241 0
Dorchester "Oakbrook 2" 1 281 267 1
Dorchester "Windsor 2" 0 248 126 0
Dorchester Absentee 11 4746 4644 11
Dorchester Emergency 0 0 0 0
Dorchester Failsafe 0 0 1 0
Dorchester Provisional 0 30 29 0
Dorchester Failsafe/Provisional 0 12 15 0
Edgefield "Edgefield No.1" 0 145 275 0
Edgefield "Edgefield No.2" 0 291 379 0
Edgefield "Johnston No.1" 2 316 216 2
Edgefield "Johnston No.2" 1 306 268 1
Edgefield "Trenton No.1" 1 222 267 1
Edgefield "Merriweather No.1" 1 251 991 1
Edgefield Westside 0 34 471 0
Edgefield Harmony 0 112 320 0
Edgefield "North Side" 0 123 112 0
Edgefield Brunson 0 155 101 0
Edgefield "Merriweather No.2" 0 307 1100 0
Edgefield "Trenton No.2" 1 481 311 1
Edgefield Absentee 3 988 821 3
Edgefield Emergency 0 0 0 0
Edgefield Failsafe 0 16 4 0
Edgefield Provisional 0 0 0 0
Edgefield "Failsafe Provisonal 1" 0 0 0 0
Fairfield BLACKSTOCK 0 27 5 0
Fairfield BLAIRS 0 191 35 0
Fairfield CENTERVILLE 0 44 104 0
Fairfield FEASTERVILLE 0 107 47 0
Fairfield GREENBRIER 0 563 242 0
Fairfield "GLADDE3N GROVE" 0 15 23 0
Fairfield JENKINSVILLE 0 259 47 0
Fairfield HOREB-GLENN 0 135 19 0
Fairfield "HICKORY RIDGE" 1 297 143 1
Fairfield LEBANON 0 171 189 0
Fairfield MITFORD 0 206 193 0
Fairfield MONTICELLO 0 198 63 0
Fairfield "NEW HOPE" 0 16 26 0
Fairfield RIDGEWAY 1 632 333 1
Fairfield SIMPSON 0 269 188 0
Fairfield "SOUTH WINNSBORO" 1 228 57 1
Fairfield "WINNSBORO MILLS" 0 142 126 0
Fairfield "WINNSBORO NO. 1" 1 441 131 1
Fairfield "WINNSBORO NO. 2" 0 285 205 0
Fairfield "WHITE OAK" 0 105 36 0
Fairfield WOODARD 0 58 11 0
Fairfield "DUTCHMANS CREEK" 0 200 537 0
Fairfield Absentee 1 1236 638 1
Fairfield Emergency 0 8 3 0
Fairfield Failsafe 0 32 8 0
Fairfield Provisional 0 0 0 0
Fairfield "Failsafe Provisional" 0 0 0 0
Florence "Back Swamp" 1 72 147 1
Florence Brookgreen 0 220 68 0
Florence Cartersville 1 152 222 1
Florence Claussen 0 316 568 0
Florence "Coles Crossroads" 2 472 632 2
Florence "Cowards No. 1" 0 110 247 0
Florence "Cowards No. 2" 0 90 256 0
Florence "Delmae No. 1" 0 457 343 0
Florence "Delmae No. 2" 0 253 622 0
Florence "Ebenezer No. 1" 6 508 1125 6
Florence "Ebenezer No. 2" 2 464 639 2
Florence "Ebenezer No. 3" 0 176 414 0
Florence Effingham 0 72 249 0
Florence Elim-Glenwood 2 189 533 2
Florence Evergreen 0 142 350 0
Florence "Florence Ward 1" 0 448 19 0
Florence "Florence Ward 2" 0 371 18 0
Florence "Florence Ward 3" 0 456 4 0
Florence "Florence Ward 4" 2 135 121 2
Florence "Florence Ward 5" 0 234 128 0
Florence "Florence Ward 6" 0 126 219 0
Florence "Florence Ward 7" 3 294 516 3
Florence "Florence Ward 8" 0 232 622 0
Florence "Florence Ward 9" 0 546 5 0
Florence "Florence Ward 10" 1 214 3 1
Florence "Florence Ward 11" 1 165 208 1
Florence "Florence Ward 12" 1 276 642 1
Florence "Florence Ward 14" 0 272 522 0
Florence "Florence Ward 15" 0 107 40 0
Florence Friendfield 0 33 208 0
Florence Gilbert 0 598 99 0
Florence Greenwood 2 425 380 2
Florence Hannah 0 41 285 0
Florence "High Hill" 0 55 166 0
Florence Johnsonville 0 220 516 0
Florence Kingsburg-Stone 0 237 178 0
Florence "Lake City No. 1" 0 396 130 0
Florence "Lake City No. 2" 1 198 282 1
Florence "Lake City No. 3" 1 332 200 1
Florence "Lake City No. 4" 0 541 33 0
Florence Leo 0 54 88 0
Florence "Mars Bluff No. 1" 0 437 453 0
Florence "Mars Bluff No. 2" 0 233 420 0
Florence "McAllister Mill" 1 91 221 1
Florence "Mill Branch" 0 183 88 0
Florence "Oak Grove-Sardis" 0 78 404 0
Florence Olanta 1 270 340 1
Florence "Pamplico No. 1" 0 139 334 0
Florence "Pamplico No. 2" 0 196 76 0
Florence Prospect 0 13 144 0
Florence Quinby 1 324 105 1
Florence Salem 0 28 209 0
Florence "Savannah Grove" 2 793 690 2
Florence Scranton 0 156 214 0
Florence "South Florence 1" 0 435 469 0
Florence "South Florence 2" 0 562 152 0
Florence Spaulding 0 446 19 0
Florence "Tans Bay" 1 316 388 1
Florence "Timmonsville 1" 0 464 110 0
Florence "Timmonsville 2" 0 234 247 0
Florence Vox 0 63 198 0
Florence "West Florence 1" 0 426 718 0
Florence "West Florence 2" 1 229 455 1
Florence "Absentee 1" 2 2778 1889 2
Florence "Absentee 2" 1 1583 1642 1
Florence "Absentee 3" 0 632 439 0
Florence "Absentee 4" 0 413 209 0
Florence "Absentee 5" 0 276 240 0
Florence "Emergency 1" 0 0 0 0
Florence "Emergency 2" 0 0 0 0
Florence "Emergency 3" 0 0 0 0
Florence "Emergency 4" 0 0 0 0
Florence "Emergency 5" 0 0 0 0
Florence "Failsafe 1" 0 3 0 0
Florence "Failsafe 2" 0 0 0 0
Florence "Failsafe 3" 0 0 0 0
Florence "Failsafe 4" 0 0 1 0
Florence "Failsafe 5" 0 6 3 0
Florence "Provisional 1" 0 0 0 0
Florence "Provisional 2" 0 1 0 0
Florence "Provisional 3" 0 0 1 0
Florence "Provisional 4" 0 0 0 0
Florence "Provisional 5" 0 0 0 0
Florence "Failsafe Provisional 1" 0 26 22 0
Georgetown ANDREWS 1 474 217 1
Georgetown "ANDREWS OUTSIDE" 0 242 175 0
Georgetown BETHEL 0 50 355 0
Georgetown "BLACK RIVER" 0 189 483 0
Georgetown "BROWN'S FERRY" 0 670 143 0
Georgetown "CARVER'S BAY" 0 20 80 0
Georgetown "LAMBERT TOWN" 0 51 192 0
Georgetown CHOPPEE 0 314 101 0
Georgetown "DREAM KEEPERS" 0 357 10 0
Georgetown "FOLLY GROVE" 0 105 325 0
Georgetown "GEORGETOWN NO. 1" 0 173 241 0
Georgetown "GEORGETOWN NO. 3" 1 348 53 1
Georgetown "GEORGETOWN NO. 4" 1 88 138 1
Georgetown "GEORGETOWN NO. 5" 0 282 416 0
Georgetown "PEE DEE" 0 213 62 0
Georgetown KENSINGTON 0 143 359 0
Georgetown "MURRELL'S INLET NO. 1" 1 479 1178 1
Georgetown "MURRELL'S INLET NO. 2" 1 327 718 1
Georgetown "PAWLEY'S ISLAND NO. 3" 0 114 283 0
Georgetown "MURRELL'S INLET NO. 4" 0 177 582 0
Georgetown MYERSVILLE 0 215 23 0
Georgetown "PAWLEY'S ISLAND NO. 1" 2 501 949 2
Georgetown "PAWLEY'S ISLAND NO. 2" 2 586 698 2
Georgetown "MURRELL'S INLET NO. 3" 1 410 763 1
Georgetown "PAWLEY'S ISLAND NO. 4" 0 345 838 0
Georgetown "PAWLEY'S ISLAND NO. 5" 1 376 919 1
Georgetown "PENNY ROYAL" 0 81 138 0
Georgetown PLANTERSVILLE 0 238 83 0
Georgetown "PLEASANT HILL" 0 154 254 0
Georgetown "POTATO BED FERRY" 2 139 180 2
Georgetown SAMPIT 0 353 77 0
Georgetown SANTEE 0 415 80 0
Georgetown "SPRING GULLY" 0 354 299 0
Georgetown "WINYAH BAY" 1 121 278 1
Georgetown Absentee 1 2627 2365 1
Georgetown Emergency 0 0 0 0
Georgetown Failsafe 0 14 11 0
Georgetown Provisional 0 8 6 0
Georgetown "Failsafe Provisional" 0 7 11 0
Greenville "GREENVILLE 1" 0 396 540 0
Greenville "GREENVILLE 3" 3 709 592 3
Greenville "GREENVILLE 4" 3 798 283 3
Greenville "GREENVILLE 5" 2 868 412 2
Greenville "GREENVILLE 6" 0 154 33 0
Greenville "GREENVILLE 7" 3 634 165 3
Greenville "GREENVILLE 8" 3 826 252 3
Greenville "GREENVILLE 10" 2 714 447 2
Greenville "GREENVILLE 14" 1 587 37 1
Greenville "GREENVILLE 16" 3 468 479 3
Greenville "GREENVILLE 17" 5 422 477 5
Greenville "GREENVILLE 18" 3 374 482 3
Greenville "GREENVILLE 19" 1 768 167 1
Greenville "GREENVILLE 20" 1 311 390 1
Greenville "GREENVILLE 21" 3 384 334 3
Greenville "GREENVILLE 22" 2 530 731 2
Greenville "GREENVILLE 23" 2 384 719 2
Greenville "GREENVILLE 24" 9 858 755 9
Greenville "GREENVILLE 25" 3 391 340 3
Greenville "GREENVILLE 26" 3 505 270 3
Greenville "GREENVILLE 27" 4 145 453 4
Greenville "GREENVILLE 28" 2 235 201 2
Greenville "GREENVILLE 29" 2 551 156 2
Greenville AIKEN 2 239 142 2
Greenville "ALTAMONT FOREST" 3 203 528 3
Greenville "ASHETON LAKES" 2 492 1122 2
Greenville AVON 5 287 554 5
Greenville "BELLE MEADE" 0 679 36 0
Greenville "BELLS CROSSING" 5 535 943 5
Greenville BELMONT 0 273 114 0
Greenville BEREA 0 271 300 0
Greenville "BOILING SPRINGS" 2 443 730 2
Greenville "BOTANY WOODS" 2 333 497 2
Greenville BROOKGLENN 0 237 376 0
Greenville CANEBRAKE 9 537 984 9
Greenville CAROLINA 0 434 120 0
Greenville "CHESTNUT HILLS" 1 400 321 1
Greenville "CIRCLE CREEK" 1 518 982 1
Greenville "CLEAR CREEK" 0 187 684 0
Greenville CONESTEE 2 565 499 2
Greenville "DARBY RIDGE" 2 287 1032 2
Greenville "DEL NORTE" 3 465 613 3
Greenville DEVENGER 2 346 711 2
Greenville DONALDSON 0 339 105 0
Greenville "DOVE TREE" 0 388 615 0
Greenville DUNKLIN 3 174 871 3
Greenville EASTSIDE 1 394 730 1
Greenville EBENEZER 3 237 845 3
Greenville "EDWARDS FOREST" 2 341 729 2
Greenville ENOREE 0 574 824 0
Greenville FEASTER 1 250 297 1
Greenville "FORK SHOALS" 2 169 797 2
Greenville "FOUNTAIN INN 1" 4 811 812 4
Greenville "FOUNTAIN INN 2" 1 241 400 1
Greenville FURMAN 1 562 886 1
Greenville GOWENSVILLE 4 248 840 4
Greenville GROVE 1 393 247 1
Greenville "JENNINGS MILL" 1 245 671 1
Greenville LAKEVIEW 2 532 433 2
Greenville "LAUREL RIDGE" 1 383 783 1
Greenville LEAWOOD 5 408 572 5
Greenville "MAPLE CREEK" 0 314 589 0
Greenville MARIDELL 0 221 723 0
Greenville "MAULDIN 1" 1 456 479 1
Greenville "MAULDIN 2" 1 782 968 1
Greenville "MAULDIN 3" 2 689 450 2
Greenville "MAULDIN 4" 3 636 817 3
Greenville "MAULDIN 5" 2 648 612 2
Greenville "MAULDIN 6" 2 531 594 2
Greenville "MAULDIN 7" 4 411 531 4
Greenville MISSION 4 479 819 4
Greenville MONAVIEW 2 351 365 2
Greenville "MOUNTAIN CREEK" 4 312 933 4
Greenville "MOUNTAIN VIEW" 5 167 950 5
Greenville "NEELY FARMS" 6 734 1086 6
Greenville NORTHWOOD 3 367 719 3
Greenville OAKVIEW 0 485 986 0
Greenville PALMETTO 2 410 502 2
Greenville "PARIS MOUNTAIN" 1 251 528 1
Greenville "PEBBLE CREEK" 8 337 760 8
Greenville "PELHAM FALLS" 2 213 411 2
Greenville PIEDMONT 0 427 710 0
Greenville PINEVIEW 0 117 447 0
Greenville POINSETT 7 477 792 7
Greenville RAINTREE 5 618 809 5
Greenville "REEDY FORK" 4 467 480 4
Greenville RIVERWALK 1 467 936 1
Greenville "ROCK HILL" 1 514 615 1
Greenville "ROCKY CREEK" 1 401 518 1
Greenville "ROLLING GREEN" 0 292 642 0
Greenville "ROYAL OAKS" 1 527 73 1
Greenville SALUDA 0 281 465 0
Greenville "SANDY FLAT" 5 404 1294 5
Greenville SEVIER 8 432 867 8
Greenville SILVERLEAF 2 409 775 2
Greenville "SIMPSONVILLE 1" 3 456 727 3
Greenville "SIMPSONVILLE 2" 2 337 464 2
Greenville "SIMPSONVILLE 3" 4 353 718 4
Greenville "SIMPSONVILLE 4" 3 386 460 3
Greenville "SIMPSONVILLE 5" 2 543 444 2
Greenville "SIMPSONVILLE 6" 3 554 730 3
Greenville SKYLAND 4 153 1109 4
Greenville "SLATER MARIETTA" 1 235 1061 1
Greenville SOUTHSIDE 2 552 424 2
Greenville "SPRING FOREST" 3 466 500 3
Greenville "STONE VALLEY" 3 379 611 3
Greenville STONEHAVEN 2 341 597 2
Greenville "SUBER MILL" 3 531 821 3
Greenville "SUGAR CREEK" 0 399 904 0
Greenville "SULPHUR SPRINGS" 0 320 701 0
Greenville SYCAMORE 1 401 932 1
Greenville TANGLEWOOD 1 496 433 1
Greenville TAYLORS 3 446 510 3
Greenville THORNBLADE 3 500 862 3
Greenville TIGERVILLE 7 311 1023 7
Greenville TIMBERLAKE 3 489 786 3
Greenville TRADE 2 411 454 2
Greenville "TUBBS MOUNTAIN" 0 248 977 0
Greenville "WADE HAMPTON" 3 339 630 3
Greenville "WALNUT SPRINGS" 3 853 1516 3
Greenville WELCOME 1 446 331 1
Greenville WELLINGTON 4 302 542 4
Greenville WESTCLIFFE 1 289 446 1
Greenville WESTSIDE 0 337 465 0
