COUNTY AREA TOTAL DEM REP DEM2
COUNTY AREA TOTAL Dem Rep Dem2
Orange 48257 67 15 47 0
Orange 48257A 436 201 224 0
Orange 48258 0 0 0 0
Orange 48258A 1 0 1 0
Orange 48259 0 0 0 0
Orange 48259A 0 0 0 0
Orange 49112 119 20 96 0
Orange 49112A 531 164 357 0
Orange 49113 0 0 0 0
Orange 49113A 0 0 0 0
Orange 49114 399 67 327 0
Orange 49114A 1618 663 917 0
Orange 49116 158 23 131 0
Orange 49116A 637 246 376 0
Orange 49118 231 51 177 0
Orange 49118A 802 357 413 0
Orange 49122 173 40 130 0
Orange 49122A 716 359 334 0
Orange 49125 210 31 173 0
Orange 49125A 960 409 530 0
Orange 49126 217 36 177 0
Orange 49126A 914 382 504 0
Orange 49129 237 85 145 0
Orange 49129A 989 577 384 0
Orange 49131 71 40 30 0
Orange 49131A 303 244 55 0
Orange 49132 0 0 0 0
Orange 49132A 0 0 0 0
Orange 49133 0 0 0 0
Orange 49133A 0 0 0 0
Orange 49134 3 1 1 0
Orange 49134A 28 5 22 0
Orange 49135 0 0 0 0
Orange 49135A 0 0 0 0
Orange 49136 0 0 0 0
Orange 49136A 0 0 0 0
Orange 49331 0 0 0 0
Orange 49331A 6 1 5 0
Orange 49332 0 0 0 0
Orange 49332A 0 0 0 0
Orange 49333 85 54 30 0
Orange 49333A 351 260 86 0
Orange 49335 348 90 248 0
Orange 49335A 1422 615 765 0
Orange 49338 388 89 289 0
Orange 49338A 1401 620 743 0
Orange 49341 195 91 100 0
Orange 49341A 649 430 198 0
Orange 49344 0 0 0 0
Orange 49344A 0 0 0 0
Orange 49346 285 137 140 0
Orange 49346A 1189 834 329 0
Orange 49348 183 32 147 0
Orange 49348A 1136 492 606 0
Orange 49349 208 59 142 0
Orange 49349A 805 378 400 0
Orange 49353 0 0 0 0
Orange 49353A 0 0 0 0
Orange 49354 0 0 0 0
Orange 49354A 0 0 0 0
Orange 49355 39 10 26 0
Orange 49355A 223 120 99 0
Orange 49356 0 0 0 0
Orange 49356A 0 0 0 0
Orange 49357 224 52 162 0
Orange 49357A 985 415 541 0
Orange 49358 0 0 0 0
Orange 49358A 0 0 0 0
Orange 50070 394 59 328 0
Orange 50070A 1699 587 1075 0
Orange 50072 0 0 0 0
Orange 50072A 0 0 0 0
Orange 50076 132 17 115 0
Orange 50076A 590 240 334 0
Orange 50077 238 29 208 0
Orange 50077A 896 306 573 0
Orange 50085 0 0 0 0
Orange 50085A 3 0 3 0
Orange 50086 0 0 0 0
Orange 50086A 0 0 0 0
Orange 50088 0 0 0 0
Orange 50088A 0 0 0 0
Orange 50090 0 0 0 0
Orange 50090A 2 2 0 0
Orange 50091 131 31 98 0
Orange 50091A 340 135 198 0
Orange 50092 429 73 350 0
Orange 50092A 1670 666 973 0
Orange 50093 109 27 81 0
Orange 50093A 323 141 171 0
Orange 50094 419 78 336 0
Orange 50094A 1756 689 1021 0
Orange 50096 0 0 0 0
Orange 50096A 3 0 3 0
Orange 50105 0 0 0 0
Orange 50105A 0 0 0 0
Orange 50106 0 0 0 0
Orange 50106A 0 0 0 0
Orange 50107 1 0 1 0
Orange 50107A 0 0 0 0
Orange 50108 1 0 1 0
Orange 50108A 1 0 1 0
Orange 50109 0 0 0 0
Orange 50109A 0 0 0 0
Orange 50110 3 0 3 0
Orange 50110A 3 0 2 0
Orange 50111 0 0 0 0
Orange 50111A 0 0 0 0
Orange 50112 0 0 0 0
Orange 50112A 0 0 0 0
Orange 50113 0 0 0 0
Orange 50113A 0 0 0 0
Orange 50114 0 0 0 0
Orange 50114A 0 0 0 0
Orange 50115 41 8 32 0
Orange 50115A 175 57 111 0
Orange 50116 0 0 0 0
Orange 50116A 0 0 0 0
Orange 50117 0 0 0 0
Orange 50117A 0 0 0 0
Orange 50118 0 0 0 0
Orange 50118A 0 0 0 0
Orange 51054 0 0 0 0
Orange 51054A 0 0 0 0
Orange 51063 0 0 0 0
Orange 51063A 0 0 0 0
Orange 51064 0 0 0 0
Orange 51064A 0 0 0 0
Orange 51066 0 0 0 0
Orange 51066A 0 0 0 0
Orange 51069 104 21 81 0
Orange 51069A 402 233 158 0
Orange 51072 0 0 0 0
Orange 51072A 0 0 0 0
Orange 51073 0 0 0 0
Orange 51073A 0 0 0 0
Orange 51165 0 0 0 0
Orange 51165A 0 0 0 0
Orange 51166 0 0 0 0
Orange 51166A 0 0 0 0
Orange 51167 0 0 0 0
Orange 51167A 0 0 0 0
Orange 51213 0 0 0 0
Orange 51213A 0 0 0 0
Orange 51215 0 0 0 0
Orange 51215A 0 0 0 0
Orange 52001 135 64 67 0
Orange 52001A 646 471 160 0
Orange 52002 129 60 67 0
Orange 52002A 595 397 169 0
Orange 52003 275 75 191 0
Orange 52003A 1041 601 407 0
Orange 52004 257 57 192 0
Orange 52004A 1025 549 457 0
Orange 52009 449 115 319 0
Orange 52009A 1878 1019 805 0
Orange 52010 107 44 60 0
Orange 52010A 407 301 99 0
Orange 52011 450 134 299 0
Orange 52011A 1869 1004 806 0
Orange 52013 0 0 0 0
Orange 52013A 0 0 0 0
Orange 52014 0 0 0 0
Orange 52014A 0 0 0 0
Orange 52016 163 106 45 0
Orange 52016A 635 508 119 0
Orange 52022 192 34 152 0
Orange 52022A 1160 587 540 0
Orange 52023 0 0 0 0
Orange 52023A 0 0 0 0
Orange 52024 173 69 100 0
Orange 52024A 923 580 309 0
Orange 52025 79 42 33 0
Orange 52025A 334 228 98 0
Orange 52026 76 22 45 0
Orange 52026A 302 168 124 0
Orange 52027 10 2 8 0
Orange 52027A 56 18 36 0
Orange 52029 45 12 32 0
Orange 52029A 100 54 44 0
Orange 52030 0 0 0 0
Orange 52030A 0 0 0 0
Orange 52031 242 66 168 0
Orange 52031A 1269 774 455 0
Orange 52032 182 84 93 0
Orange 52032A 877 610 248 0
Orange 52033 58 13 43 0
Orange 52033A 407 238 153 0
Orange 52034 320 83 228 0
Orange 52034A 1369 806 522 0
Orange 52035 243 79 158 0
Orange 52035A 1094 615 456 0
Orange 52036 0 0 0 0
Orange 52036A 0 0 0 0
Orange 52037 356 107 237 0
Orange 52037A 1693 920 711 0
Orange 52042 402 142 249 0
Orange 52042A 1735 1051 631 0
Orange 52043 296 111 179 0
Orange 52043A 1355 828 469 0
Orange 52044 132 35 92 0
Orange 52044A 657 403 242 0
Orange 52045 226 44 180 0
Orange 52045A 950 437 492 0
Orange 52047 19 0 18 0
Orange 52047A 63 28 34 0
Orange 52048 19 5 12 0
Orange 52048A 103 56 43 0
Orange 52049 17 2 15 0
Orange 52049A 59 33 24 0
Orange 52051 358 71 282 0
Orange 52051A 1398 674 687 0
Orange 52052 74 14 56 0
Orange 52052A 294 164 121 0
Orange 52053 197 67 123 0
Orange 52053A 1183 681 452 0
Orange 52057 24 15 9 0
Orange 52057A 111 88 22 0
Orange 52058 65 33 30 0
Orange 52058A 413 256 135 0
Orange 52059 211 64 142 0
Orange 52059A 789 483 285 0
Orange 52062 133 52 78 0
Orange 52062A 661 431 214 0
Orange 52063 52 8 43 0
Orange 52063A 205 124 74 0
Orange 52064 6 1 5 0
Orange 52064A 49 22 27 0
Orange 52065 288 68 215 0
Orange 52065A 1290 631 621 0
Orange 52066 8 4 4 0
Orange 52066A 16 14 1 0
Orange 52067 0 0 0 0
Orange 52067A 0 0 0 0
Orange 52068 0 0 0 0
Orange 52068A 0 0 0 0
Orange 52069 0 0 0 0
Orange 52069A 0 0 0 0
Orange 52131 453 122 320 0
Orange 52131A 1878 1031 804 0
Orange 52164 182 73 107 0
Orange 52164A 731 455 250 0
Orange 52167 291 71 212 0
Orange 52167A 1451 788 620 0
Orange 52179 120 35 83 0
Orange 52179A 566 311 238 0
Orange 52180 31 10 20 0
Orange 52180A 202 134 65 0
Orange 52184 332 74 245 0
Orange 52184A 1424 749 637 0
Orange 52186 350 95 247 0
Orange 52186A 1716 971 697 0
Orange 52188 31 9 22 0
Orange 52188A 187 117 65 0
Orange 52194 54 19 35 0
Orange 52194A 208 135 68 0
Orange 52195 100 45 51 0
Orange 52195A 477 358 104 0
Orange 52196 41 21 19 0
Orange 52196A 167 106 55 0
Orange 52197 245 63 174 0
Orange 52197A 1252 687 521 0
Orange 52198 0 0 0 0
Orange 52198A 0 0 0 0
Orange 52200 325 123 195 0
Orange 52200A 1699 1032 611 0
Orange 52202 0 0 0 0
Orange 52202A 2 0 2 0
Orange 52204 0 0 0 0
Orange 52204A 0 0 0 0
Orange 52205 0 0 0 0
Orange 52205A 0 0 0 0
Orange 52206 0 0 0 0
Orange 52206A 0 0 0 0
Orange 52207 76 36 35 0
Orange 52207A 419 276 130 0
Orange 52210 125 64 59 0
Orange 52210A 604 440 144 0
Orange 52211 39 31 8 0
Orange 52211A 193 155 35 0
Orange 52212 67 44 20 0
Orange 52212A 306 226 70 0
Orange 52213 79 19 58 0
Orange 52213A 282 143 129 0
Orange 52216 6 3 3 0
Orange 52216A 44 35 8 0
Orange 52224 215 76 127 0
Orange 52224A 1191 806 336 0
Orange 52226 0 0 0 0
Orange 52226A 0 0 0 0
Orange 52231 0 0 0 0
Orange 52231A 0 0 0 0
Orange 52232 0 0 0 0
Orange 52232A 0 0 0 0
Orange 52233 0 0 0 0
Orange 52233A 1 0 1 0
Orange 52234 27 10 16 0
Orange 52234A 150 79 64 0
Orange 52235 0 0 0 0
Orange 52235A 2 1 1 0
Orange 52236 0 0 0 0
Orange 52236A 0 0 0 0
Orange 52237 51 31 20 0
Orange 52237A 251 172 72 0
Orange 53046 0 0 0 0
Orange 53046A 0 0 0 0
Orange 53048 0 0 0 0
Orange 53048A 0 0 0 0
Orange 53049 6 0 6 0
Orange 53049A 6 1 5 0
Orange 53052 146 32 110 0
Orange 53052A 658 370 270 0
Orange 53055 10 0 10 0
Orange 53055A 31 13 16 0
Orange 53056 2 0 2 0
Orange 53056A 4 2 2 0
Orange 53057 135 34 100 0
Orange 53057A 472 195 264 0
Orange 53058 0 0 0 0
Orange 53058A 1 1 0 0
Orange 53059 198 43 152 0
Orange 53059A 1023 471 525 0
Orange 53062 279 53 221 0
Orange 53062A 1149 515 611 0
Orange 53064 263 51 207 0
Orange 53064A 1246 600 608 0
Orange 53065 14 3 11 0
Orange 53065A 69 34 34 0
Orange 53066 151 31 117 0
Orange 53066A 580 297 263 0
Orange 53067 0 0 0 0
Orange 53067A 6 3 2 0
Orange 53068 96 17 74 0
Orange 53068A 637 260 366 0
Orange 53069 238 46 190 0
Orange 53069A 1198 453 701 0
Orange 53071 74 16 57 0
Orange 53071A 335 151 177 0
Orange 53073 465 105 342 0
Orange 53073A 1515 667 803 0
Orange 53074 369 97 266 0
Orange 53074A 1190 606 547 0
Orange 53075 260 39 219 0
Orange 53075A 1148 391 744 0
Orange 53080 78 6 71 0
Orange 53080A 193 59 130 0
Orange 53081 197 49 146 0
Orange 53081A 772 373 377 0
Orange 53082 335 63 267 0
Orange 53082A 1564 607 908 0
Orange 53083 350 54 290 0
Orange 53083A 1678 680 958 0
Orange 53084 325 52 267 0
Orange 53084A 1357 633 698 0
Orange 53085 194 25 167 0
Orange 53085A 981 331 628 0
Orange 53087 0 0 0 0
Orange 53087A 0 0 0 0
Orange 53089 340 73 263 0
Orange 53089A 1379 610 744 0
Orange 53090 65 15 50 0
Orange 53090A 252 115 130 0
Orange 53091 70 8 62 0
Orange 53091A 434 162 264 0
Orange 53097 280 66 205 0
Orange 53097A 940 437 472 0
Orange 53098 137 25 109 0
Orange 53098A 823 311 489 0
Orange 53100 306 75 225 0
Orange 53100A 1073 498 536 0
Orange 53101 364 104 248 0
Orange 53101A 1502 890 561 0
Orange 53107 0 0 0 0
Orange 53107A 0 0 0 0
Orange 53108 135 23 109 0
Orange 53108A 584 263 311 0
Orange 53140 0 0 0 0
Orange 53140A 0 0 0 0
Orange 53142 188 46 139 0
Orange 53142A 916 424 476 0
Orange 53143 2 2 0 0
Orange 53143A 4 2 2 0
Orange 53144 0 0 0 0
Orange 53144A 0 0 0 0
Orange 53145 277 72 201 0
Orange 53145A 770 384 351 0
Orange 53146 329 77 248 0
Orange 53146A 1477 746 698 0
Orange 53148 368 88 273 0
Orange 53148A 1407 682 694 0
Orange 53150 0 0 0 0
Orange 53150A 0 0 0 0
Orange 53151 0 0 0 0
Orange 53151A 0 0 0 0
Orange 53152 0 0 0 0
Orange 53152A 0 0 0 0
Orange 53153 1 0 1 0
Orange 53153A 1 0 1 0
Orange 53154 400 73 320 0
Orange 53154A 1912 632 1234 0
Orange 53155 51 13 36 0
Orange 53155A 230 104 117 0
Orange 53156 2 0 2 0
Orange 53156A 38 14 23 0
Orange 53158 30 7 23 0
Orange 53158A 125 64 58 0
Orange 53159 0 0 0 0
Orange 53159A 2 2 0 0
Orange 53160 148 31 114 0
Orange 53160A 665 273 364 0
Orange 53162 33 5 27 0
Orange 53162A 165 84 79 0
Orange 53164 0 0 0 0
Orange 53164A 0 0 0 0
Orange 53165 0 0 0 0
Orange 53165A 0 0 0 0
Orange 53166 0 0 0 0
Orange 53166A 0 0 0 0
Orange 53167 0 0 0 0
Orange 53167A 0 0 0 0
Orange 53168 0 0 0 0
Orange 53168A 0 0 0 0
Orange 53169 0 0 0 0
Orange 53169A 0 0 0 0
Orange 53170 4 1 3 0
Orange 53170A 59 17 42 0
Orange 53171 205 50 152 0
Orange 53171A 1029 409 602 0
Orange 53172 0 0 0 0
Orange 53172A 0 0 0 0
Orange 53173 0 0 0 0
Orange 53173A 0 0 0 0
Orange 53174 96 21 74 0
Orange 53174A 486 238 228 0
Orange 53305 180 32 146 0
Orange 53305A 1069 436 608 0
Orange 53308 154 23 128 0
Orange 53308A 900 366 511 0
Orange 53313 0 0 0 0
Orange 53313A 0 0 0 0
Orange 53322 0 0 0 0
Orange 53322A 0 0 0 0
Orange 53343 0 0 0 0
Orange 53343A 0 0 0 0
Orange 53344 0 0 0 0
Orange 53344A 0 0 0 0
Orange 53345 0 0 0 0
Orange 53345A 0 0 0 0
Orange 53346 21 5 15 0
Orange 53346A 112 54 54 0
Orange 53347 14 5 8 0
Orange 53347A 144 82 59 0
Orange 53348 40 8 32 0
Orange 53348A 241 110 129 0
Orange 53349 0 0 0 0
Orange 53349A 1 0 1 0
Orange 53350 138 32 104 0
Orange 53350A 905 372 520 0
Orange 53353 218 56 154 0
Orange 53353A 1033 464 542 0
Orange 53356 0 0 0 0
Orange 53356A 0 0 0 0
Orange 53363 20 2 18 0
Orange 53363A 146 67 79 0
Orange 53366 246 69 163 0
Orange 53366A 961 510 425 0
Orange 53373 2 1 1 0
Orange 53373A 7 2 5 0
Orange 53375 80 19 61 0
Orange 53375A 286 134 138 0
Orange 53376 39 13 24 0
Orange 53376A 294 167 111 0
Orange 53380 457 118 327 0
Orange 53380A 2128 1101 966 0
Orange 53381 72 17 53 0
Orange 53381A 336 201 128 0
Orange 53384 122 29 90 0
Orange 53384A 833 402 414 0
Orange 53389 260 61 197 0
Orange 53389A 1434 713 700 0
Orange 53390 0 0 0 0
Orange 53390A 0 0 0 0
Orange 53393 199 82 114 0
Orange 53393A 631 399 209 0
Orange 53404 0 0 0 0
Orange 53404A 1 0 1 0
Orange 53405 0 0 0 0
Orange 53405A 0 0 0 0
Orange 54101 195 57 134 0
Orange 54101A 860 473 373 0
Orange 54102 375 73 296 0
Orange 54102A 1152 600 523 0
Orange 54103 216 58 153 0
Orange 54103A 739 399 325 0
Orange 54104 171 46 121 0
Orange 54104A 717 397 288 0
Orange 54107 181 35 142 0
Orange 54107A 695 371 308 0
Orange 54108 191 51 137 0
Orange 54108A 742 418 310 0
Orange 54109 320 72 242 0
Orange 54109A 1275 582 667 0
Orange 54111 200 48 150 0
Orange 54111A 856 467 366 0
Orange 54112 388 98 285 0
Orange 54112A 1430 705 694 0
Orange 54113 152 23 125 0
Orange 54113A 545 300 230 0
Orange 54114 213 74 139 0
Orange 54114A 869 429 423 0
Orange 54116 0 0 0 0
Orange 54116A 2 0 2 0
Orange 54117 0 0 0 0
Orange 54117A 0 0 0 0
Orange 54120 133 16 111 0
Orange 54120A 378 174 191 0
Orange 54121 204 51 148 0
Orange 54121A 1088 588 477 0
Orange 54122 222 58 163 0
Orange 54122A 956 488 438 0
Orange 54123 352 100 234 0
Orange 54123A 1385 762 585 0
Orange 54141 416 68 338 0
Orange 54141A 1427 680 728 0
Orange 54142 228 51 176 0
Orange 54142A 783 368 398 0
Orange 54144 391 93 291 0
Orange 54144A 1234 575 639 0
Orange 54161 132 17 110 0
Orange 54161A 631 302 313 0
Orange 54180 378 113 259 0
Orange 54180A 1464 797 633 0
Orange 54181 233 56 171 0
Orange 54181A 822 485 311 0
Orange 54183 240 41 197 0
Orange 54183A 689 321 355 0
Orange 54184 305 71 228 0
Orange 54184A 858 359 476 0
Orange 54185 144 37 99 0
Orange 54185A 667 349 299 0
Orange 54186 0 0 0 0
Orange 54186A 0 0 0 0
Orange 56064 0 0 0 0
Orange 56064A 0 0 0 0
Orange 56065 558 168 377 0
Orange 56065A 2677 1620 969 0
Orange 56066 285 69 210 0
Orange 56066A 1103 548 521 0
Orange 56069 164 31 128 0
Orange 56069A 827 434 372 0
Orange 56070 295 74 211 0
Orange 56070A 1051 617 407 0
Orange 56071 308 67 237 0
Orange 56071A 1573 872 666 0
Orange 56072 169 49 119 0
Orange 56072A 554 343 194 0
Orange 56073 255 87 163 0
Orange 56073A 1213 775 415 0
Orange 56078 143 51 89 0
Orange 56078A 711 474 218 0
Orange 56079 186 49 134 0
Orange 56079A 945 449 479 0
Orange 56081 13 6 7 0
Orange 56081A 44 33 9 0
Orange 56082 0 0 0 0
Orange 56082A 1 0 1 0
Orange 56083 92 34 56 0
Orange 56083A 392 245 139 0
Orange 56084 40 10 29 0
Orange 56084A 153 71 81 0
Orange 56090 133 22 110 0
Orange 56090A 589 293 278 0
Orange 56091 147 31 114 0
Orange 56091A 684 312 359 0
Orange 56093 38 14 23 0
Orange 56093A 208 125 78 0
Orange 56094 157 36 116 0
Orange 56094A 650 361 268 0
Orange 56095 129 32 96 0
Orange 56095A 639 397 229 0
Orange 56096 225 78 137 0
Orange 56096A 1126 655 438 0
Orange 56101 447 113 327 0
Orange 56101A 2095 1076 971 0
Orange 56102 84 27 54 0
Orange 56102A 341 202 134 0
Orange 56104 0 0 0 0
Orange 56104A 0 0 0 0
Orange 56105 0 0 0 0
Orange 56105A 0 0 0 0
Orange 56107 0 0 0 0
Orange 56107A 0 0 0 0
Orange 56108 2 1 1 0
Orange 56108A 269 127 133 0
Orange 56109 292 61 228 0
Orange 56109A 1015 493 508 0
Orange 56277 225 66 152 0
Orange 56277A 1050 621 400 0
Orange 56278 284 73 203 0
Orange 56278A 849 452 372 0
Orange 56279 381 75 303 0
Orange 56279A 1609 829 752 0
Orange 56282 461 123 325 0
Orange 56282A 2219 1174 973 0
Orange 56286 186 39 144 0
Orange 56286A 704 364 320 0
Orange 56287 483 139 327 0
Orange 56287A 1947 1038 855 0
Orange 56288 124 29 92 0
Orange 56288A 545 256 268 0
Orange 56290 258 80 174 0
Orange 56290A 1165 642 493 0
Orange 56292 202 44 157 0
Orange 56292A 1021 554 439 0
Orange 56293 110 30 78 0
Orange 56293A 629 327 290 0
Orange 56294 166 50 115 0
Orange 56294A 668 333 317 0
Orange 56295 99 43 55 0
Orange 56295A 421 246 159 0
Orange 56296 65 23 41 0
Orange 56296A 372 235 134 0
Orange 56298 0 0 0 0
Orange 56298A 1 0 1 0
Orange 56301 220 77 138 0
Orange 56301A 1166 666 461 0
Orange 56302 0 0 0 0
Orange 56302A 0 0 0 0
Orange 56303 51 18 33 0
Orange 56303A 199 111 81 0
Orange 56304 0 0 0 0
Orange 56304A 0 0 0 0
Orange 56305 0 0 0 0
Orange 56305A 0 0 0 0
Orange 56306 0 0 0 0
Orange 56306A 0 0 0 0
Orange 56307 63 13 50 0
Orange 56307A 388 200 181 0
Orange 56308 327 116 206 0
Orange 56308A 1715 985 698 0
Orange 56315 192 45 140 0
Orange 56315A 1286 587 672 0
Orange 56316 0 0 0 0
Orange 56316A 0 0 0 0
Orange 56381 41 19 22 0
Orange 56381A 168 103 60 0
Orange 56382 226 64 155 0
Orange 56382A 926 529 372 0
Orange 57002 35 22 13 0
Orange 57002A 240 176 60 0
Orange 57004 0 0 0 0
Orange 57004A 0 0 0 0
Orange 58106 0 0 0 0
Orange 58106A 0 0 0 0
Orange 58107 285 56 223 0
Orange 58107A 1974 968 946 0
Orange 58108 379 94 273 0
Orange 58108A 1766 964 761 0
Orange 58109 150 45 100 0
Orange 58109A 694 427 250 0
Orange 58111 121 24 95 0
Orange 58111A 829 412 386 0
Orange 58114 427 90 326 0
Orange 58114A 2048 1155 819 0
Orange 58118 170 57 111 0
Orange 58118A 937 499 412 0
Orange 58121 245 65 176 0
Orange 58121A 1218 704 468 0
Orange 58127 245 65 180 0
Orange 58127A 1258 638 569 0
Orange 58299 187 26 159 0
Orange 58299A 835 368 442 0
Orange 58314 209 37 166 0
Orange 58314A 1027 515 478 0
Orange 58317 100 34 63 0
Orange 58317A 884 455 396 0
Orange 58319 342 111 219 0
Orange 58319A 1432 796 585 0
Orange 58324 202 49 149 0
Orange 58324A 1271 668 562 0
Orange 58325 146 54 82 0
Orange 58325A 728 419 277 0
Orange 58327 122 36 80 0
Orange 58327A 461 250 188 0
Orange 58330 243 63 172 0
Orange 58330A 1237 676 518 0
Orange 58332 293 77 204 0
Orange 58332A 1288 682 571 0
Orange 58334 0 0 0 0
Orange 58334A 0 0 0 0
Orange 58335 1 1 0 0
Orange 58335A 0 0 0 0
Orange 58336 0 0 0 0
Orange 58336A 0 0 0 0
Orange 58350 277 80 191 0
Orange 58350A 1641 765 820 0
Orange 58354 270 51 213 0
Orange 58354A 1744 846 838 0
Orange 58355 257 47 203 0
Orange 58355A 1467 666 760 0
Orange 58356 1 0 1 0
Orange 58356A 6 2 4 0
Orange 58357 200 66 127 0
Orange 58357A 1098 578 465 0
Orange 58371 395 121 269 0
Orange 58371A 1908 1006 828 0
Orange 58372 183 37 141 0
Orange 58372A 676 375 281 0
Orange 58373 374 100 252 0
Orange 58373A 1759 1013 698 0
Orange 58374 343 88 252 0
Orange 58374A 1496 795 646 0
Orange 58376 321 99 212 0
Orange 58376A 1328 743 532 0
Orange 58378 155 40 107 0
Orange 58378A 851 456 367 0
Orange 59002 0 0 0 0
Orange 59002A 0 0 0 0
Orange 59006 94 43 50 0
Orange 59006A 470 314 147 0
Orange 59007 9 2 7 0
Orange 59007A 55 33 19 0
Orange 59009 241 126 108 0
Orange 59009A 1819 1276 499 0
Orange 59015 171 61 107 0
Orange 59015A 1384 969 377 0
Orange 59016 300 110 177 0
Orange 59016A 2053 1322 661 0
Orange 59018 233 76 153 0
Orange 59018A 1933 1200 687 0
Orange 59019 37 32 4 0
Orange 59019A 184 156 14 0
Orange 59020 260 124 132 0
Orange 59020A 1542 1000 496 0
Orange 59021 322 120 191 0
Orange 59021A 1915 1308 545 0
Orange 59022 266 78 186 0
Orange 59022A 1283 673 578 0
Orange 59026 273 89 169 0
Orange 59026A 1685 1051 598 0
Orange 59027 229 84 138 0
Orange 59027A 1442 981 428 0
Orange 59033 227 74 149 0
Orange 59033A 1493 952 495 0
Orange 59034 131 28 101 0
Orange 59034A 950 570 359 0
Orange 59036 202 65 134 0
Orange 59036A 1487 948 505 0
Orange 59037 67 24 39 0
Orange 59037A 493 309 163 0
Orange 59038 231 77 149 0
Orange 59038A 1520 936 546 0
Orange 59039 234 99 129 0
Orange 59039A 1437 961 441 0
Orange 59041 231 86 141 0
Orange 59041A 1507 942 531 0
Orange 59042 87 32 52 0
Orange 59042A 636 426 189 0
Orange 59043 300 87 210 0
Orange 59043A 2033 1051 930 0
Orange 59044 236 70 162 0
Orange 59044A 1306 750 527 0
Orange 59045 233 82 145 0
Orange 59045A 1746 1071 617 0
Orange 59047 204 67 133 0
Orange 59047A 1338 776 526 0
Orange 59054 152 56 94 0
Orange 59054A 943 588 325 0
Orange 59057 101 49 42 0
Orange 59057A 846 656 158 0
Orange 59058 250 174 70 0
Orange 59058A 2149 1917 218 0
Orange 59062 252 122 124 0
Orange 59062A 1248 879 324 0
Orange 59072 299 112 179 0
Orange 59072A 2070 1293 724 0
Orange 59074 187 90 92 0
Orange 59074A 1137 834 261 0
Orange 59075 88 27 60 0
Orange 59075A 423 270 135 0
Orange 59079 243 111 122 0
Orange 59079A 1418 949 428 0
Orange 59081 153 53 95 0
Orange 59081A 973 627 320 0
Orange 59082 236 89 143 0
Orange 59082A 1990 1227 711 0
Orange 59084 0 0 0 0
Orange 59084A 0 0 0 0
Orange 59088 251 108 137 0
Orange 59088A 2011 1307 655 0
Orange 59090 276 88 184 0
Orange 59090A 1914 1297 564 0
Orange 59092 275 99 171 0
Orange 59092A 1624 1031 545 0
Orange 59097 313 127 179 0
Orange 59097A 1991 1356 587 0
Orange 59099 206 101 91 0
Orange 59099A 1010 743 236 0
Orange 59100 234 87 138 0
Orange 59100A 1445 994 409 0
Orange 59101 218 96 111 0
Orange 59101A 1263 871 333 0
Orange 59103 243 118 111 0
Orange 59103A 1172 821 303 0
Orange 59106 301 97 198 0
Orange 59106A 2166 1346 776 0
Orange 59108 88 50 34 0
Orange 59108A 634 491 122 0
Orange 59111 170 64 103 0
Orange 59111A 998 636 339 0
Orange 59113 94 86 6 0
Orange 59113A 578 532 30 0
Orange 59118 346 119 213 0
Orange 59118A 2056 1246 744 0
Orange 59124 201 61 136 0
Orange 59124A 1632 972 604 0
Orange 59127 326 101 219 0
Orange 59127A 1804 1114 641 0
Orange 59129 504 191 300 0
Orange 59129A 2737 1845 815 0
Orange 59130 70 20 45 0
Orange 59130A 356 211 131 0
Orange 59131 485 206 259 0
Orange 59131A 2279 1640 554 0
Orange 59132 306 103 198 0
Orange 59132A 2055 1255 727 0
Orange 59133 115 94 20 0
Orange 59133A 1313 1227 71 0
Orange 59134 0 0 0 0
Orange 59134A 0 0 0 0
Orange 59136 366 112 241 0
Orange 59136A 1575 897 624 0
Orange 59137 77 13 63 0
Orange 59137A 563 240 307 0
Orange 59138 0 0 0 0
Orange 59138A 0 0 0 0
Orange 59141 213 63 139 0
Orange 59141A 1693 1071 559 0
Orange 59144 385 149 227 0
Orange 59144A 2306 1520 722 0
Orange 59146 285 113 164 0
Orange 59146A 1765 1167 529 0
Orange 59148 113 49 60 0
Orange 59148A 563 395 154 0
Orange 59149 460 158 286 0
Orange 59149A 3038 2114 810 0
Orange 59150 0 0 0 0
Orange 59150A 3 2 1 0
Orange 59151 394 121 261 0
Orange 59151A 2778 1817 866 0
Orange 59152 128 55 69 0
Orange 59152A 891 615 244 0
Orange 59153 382 140 225 0
Orange 59153A 2118 1387 645 0
Orange 59158 10 6 2 0
Orange 59158A 110 95 7 0
Orange 59162 0 0 0 0
Orange 59162A 0 0 0 0
Orange 59163 88 18 68 0
Orange 59163A 778 458 285 0
Orange 59164 101 36 61 0
Orange 59164A 783 468 286 0
Orange 59165 0 0 0 0
Orange 59165A 0 0 0 0
Orange 59168 316 119 190 0
Orange 59168A 2157 1497 590 0
Orange 59169 470 202 246 0
Orange 59169A 3675 2445 1103 0
Orange 59170 0 0 0 0
Orange 59170A 2 1 1 0
Orange 59171 1 1 0 0
Orange 59171A 0 0 0 0
Orange 59172 160 61 97 0
Orange 59172A 999 655 312 0
Orange 59173 23 9 13 0
Orange 59173A 253 165 78 0
Orange 59174 468 196 252 0
Orange 59174A 3236 2194 942 0
Orange 59175 176 70 104 0
Orange 59175A 1348 897 409 0
Orange 59176 275 105 157 0
Orange 59176A 1844 1222 541 0
Orange 59177 0 0 0 0
Orange 59177A 0 0 0 0
Orange 59178 3 0 2 0
Orange 59178A 82 43 35 0
Orange 59179 0 0 0 0
