COUNTY AREA TOTAL DEM REP Other
COUNTY AREA TOTAL Democrat Republican Other
Calhoun 202 1048 677 274 97
Calhoun 301 1433 751 459 223
Calhoun 302 653 382 210 61
Calhoun 401 242 198 29 15
Calhoun 401C 533 430 62 41
Calhoun 402 71 49 19 3
Calhoun 501 551 346 148 57
Calhoun 501C 329 197 107 25
Calhoun 502 206 137 48 21
Calhoun 503 507 309 138 60
Charlotte 1 465 121 199 145
Charlotte 10 1156 393 375 388
Charlotte 11 1865 458 860 547
Charlotte 12 2502 722 1051 729
Charlotte 13 1752 419 842 491
Charlotte 14 1936 551 818 567
Charlotte 15 2423 749 973 701
Charlotte 16 1272 463 363 446
Charlotte 17 1914 710 655 549
Charlotte 18 1813 506 787 520
Charlotte 19 805 256 329 220
Charlotte 2 660 175 307 178
Charlotte 20 1947 536 745 666
Charlotte 21 1195 410 467 318
Charlotte 22 3653 1230 1370 1053
Charlotte 23 1060 219 593 248
Charlotte 24 1798 619 647 532
Charlotte 25 1874 631 696 547
Charlotte 26 1085 348 410 327
Charlotte 27 3102 911 1393 798
Charlotte 28 2056 403 1155 498
Charlotte 29 3410 725 1837 848
Charlotte 3 656 285 178 193
Charlotte 30 1022 305 457 260
Charlotte 31 2610 637 1339 634
Charlotte 32 434 73 248 113
Charlotte 33 1721 480 707 534
Charlotte 34 1604 307 919 378
Charlotte 35 1016 278 455 283
Charlotte 36 2126 778 700 648
Charlotte 38 2278 828 786 664
Charlotte 39 2419 805 929 685
Charlotte 4 373 78 209 86
Charlotte 41 1862 345 1082 435
Charlotte 42 3177 730 1567 880
Charlotte 43 2568 846 998 724
Charlotte 44 3710 1005 1649 1056
Charlotte 45 2606 793 1095 718
Charlotte 46 2974 823 1296 855
Charlotte 47 5220 1335 2490 1395
Charlotte 48 2464 814 976 674
Charlotte 49 1245 375 478 392
Charlotte 5 2006 568 892 546
Charlotte 52 3276 1079 1226 971
Charlotte 53 2027 563 792 672
Charlotte 54 1190 351 532 307
Charlotte 55 2708 618 1476 614
Charlotte 56 1917 662 708 547
Charlotte 57 575 112 331 132
Charlotte 58 2691 778 1132 781
Charlotte 6 2574 606 1263 705
Charlotte 60 574 154 280 140
Charlotte 61 1447 342 692 413
Charlotte 63 5025 1530 2105 1390
Charlotte 64 3253 597 1899 757
Charlotte 66 955 325 322 308
Charlotte 67 299 85 119 95
Charlotte 68 1158 217 637 304
Charlotte 69 566 156 248 162
Charlotte 7 2608 683 1193 732
Charlotte 75 2841 977 1163 701
Charlotte 76 764 258 250 256
Charlotte 77 3413 770 1729 914
Charlotte 78 351 43 250 58
Charlotte 8 1114 338 491 285
Charlotte 80 2056 595 805 656
Charlotte 9 1116 278 504 334
Citrus 100 2573 677 1287 609
Citrus 101 3102 861 1429 812
Citrus 102 954 358 379 217
Citrus 104 2169 649 926 594
Citrus 105 2321 734 1043 544
Citrus 107 2667 763 1255 649
Citrus 108 3097 752 1633 712
Citrus 109 3142 696 1734 712
Citrus 110 6959 1985 3072 1902
Citrus 200 2885 877 1279 729
Citrus 201 3228 932 1465 831
Citrus 202 5745 1398 3068 1279
Citrus 203 2717 853 1195 669
Citrus 204 3095 742 1642 711
Citrus 205 2023 653 727 643
Citrus 206 2271 780 801 690
Citrus 208 1618 403 793 422
Citrus 300 2491 709 1068 714
Citrus 301 6319 1816 2881 1622
Citrus 302 5331 1588 2364 1379
Citrus 305 5005 1588 1946 1471
Citrus 307 8274 2076 4203 1995
Citrus 400 2127 586 1067 474
Citrus 401 1109 326 510 273
Citrus 402 2830 915 1217 698
Citrus 403 4942 1712 2054 1176
Citrus 404 2722 773 1328 621
Citrus 405 6101 1846 2891 1364
Citrus 406 2697 768 1284 645
Citrus 407 2364 770 1030 564
Citrus 408 2794 831 1323 640
Clay 100 2864 445 1874 545
Clay 102 3557 649 1978 930
Clay 106 4116 633 2451 1032
Clay 110 2354 437 1410 507
Clay 112 5514 1247 2943 1324
Clay 113 6964 2285 2610 2069
Clay 115 5153 1625 2018 1510
Clay 116 4664 1692 1727 1245
Clay 118 4080 887 2236 957
Clay 122 4127 1100 1994 1033
Clay 124 2186 392 1415 379
Clay 128 2641 922 963 756
Clay 202 3771 1100 1594 1077
Clay 204 2810 745 1281 784
Clay 206 1627 515 770 342
Clay 208 1475 360 783 332
Clay 210 3221 726 1778 717
Clay 216 4109 760 2537 812
Clay 218 3257 685 1796 776
Clay 302 4537 1067 2271 1199
Clay 304 3876 905 2012 959
Clay 308 2899 681 1461 757
Clay 310 2864 470 1830 564
Clay 400 2722 435 1804 483
Clay 406 2476 372 1567 537
Clay 408 4379 593 2913 873
Clay 410 6860 1307 3947 1606
Clay 412 3363 447 2327 589
Clay 414 2790 464 1710 616
Clay 500 3671 826 1863 982
Clay 503 1482 244 923 315
Clay 504 2412 288 1758 366
Clay 506 1657 255 1018 384
Clay 508 3599 530 2338 731
Clay 600 4883 898 2833 1152
Clay 601 830 155 512 163
Clay 602 1099 216 649 234
Clay 604 2269 309 1498 462
Clay 606 6625 1761 2854 2010
Clay 610 1022 144 669 209
Clay 612 798 144 481 173
Clay 700 325 50 253 22
Clay 702 2655 545 1642 468
Clay 704 1683 396 1001 286
Clay 706 3380 723 1946 711
Clay 708 1961 328 1220 413
Clay 710 1024 311 572 141
Collier 101 3032 912 1322 798
Collier 102 89 32 35 22
Collier 103 1935 565 795 575
Collier 135 4418 1225 2041 1152
Collier 139 2523 749 1118 656
Collier 141 2282 581 1104 597
Collier 142 1472 288 811 373
Collier 144 3761 885 1857 1019
Collier 155 5929 1238 3181 1510
Collier 156 4413 1583 1605 1225
Collier 159 1642 237 1065 340
Collier 189 283 84 129 70
Collier 190 3332 581 2104 647
Collier 193 5391 858 3340 1193
Collier 194 3625 520 2400 705
Collier 202 6185 1200 3486 1499
Collier 203 3519 682 1984 853
Collier 205 4756 1119 2517 1120
Collier 222 1987 364 1231 392
Collier 223 5592 1336 2718 1538
Collier 242 1093 263 577 253
Collier 251 6234 1403 3216 1615
Collier 252 2358 366 1506 486
Collier 255 5361 800 3516 1045
Collier 257 3090 622 1796 672
Collier 258 5309 1176 2777 1356
Collier 303 5427 910 3191 1326
Collier 310 5315 1106 2864 1345
Collier 313 3987 946 1906 1135
Collier 315 2466 573 1303 590
Collier 317 3074 525 1879 670
Collier 322 3455 643 1917 895
Collier 323 4771 2060 1131 1580
Collier 324 4425 1605 1549 1271
Collier 332 5418 1432 2452 1534
Collier 414 2543 677 1177 689
Collier 416 849 107 627 115
Collier 418 5879 1207 3220 1452
Collier 428 2318 520 1145 653
Collier 430 3134 846 1345 943
Collier 431 1739 432 862 445
Collier 434 4058 1174 1696 1188
Collier 438 2376 529 1235 612
Collier 440 3422 772 1685 965
Collier 450 150 56 50 44
Collier 462 3242 408 2205 629
Collier 464 3793 574 2434 785
Collier 472 543 255 149 139
Collier 475 1119 146 732 241
Collier 477 3839 567 2444 828
Collier 479 1990 396 1138 456
Collier 502 632 133 342 157
Collier 550 1642 347 850 445
Collier 551 6311 1353 3259 1699
Collier 552 2322 524 1150 648
Collier 554 3574 924 1435 1215
Collier 590 6090 1491 2969 1630
Collier 591 4806 1371 1924 1511
Collier 593 1759 260 1148 351
Collier 594 4628 2976 643 1009
Columbia 10 1409 1116 158 135
Columbia 12 575 464 51 60
Columbia 13 78 27 44 7
Columbia 14 357 169 123 65
Columbia 15 597 286 238 73
Columbia 16 1964 923 681 360
Columbia 17 1424 800 382 242
Columbia 21 1563 537 728 298
Columbia 22 1895 634 925 336
Columbia 23 5049 1638 2263 1148
Columbia 31 2992 906 1606 480
Columbia 32 426 167 174 85
Columbia 33 4250 1397 2114 739
Columbia 34 957 392 383 182
Columbia 41 2396 978 1004 414
Columbia 42 290 103 153 34
Columbia 43 2015 701 1003 311
Columbia 44 1798 572 840 386
Columbia 51 2434 843 1189 402
Columbia 52 2388 750 1246 392
Columbia 53 1524 644 529 351
Columbia 54 1004 383 477 144
Miami-Dade 0010 621 176 200 245
Miami-Dade 0020 1453 547 384 522
Miami-Dade 0030 2333 869 634 830
Miami-Dade 0040 2288 881 482 925
Miami-Dade 0050 2620 871 708 1041
Miami-Dade 0060 1732 508 596 628
Miami-Dade 0070 1826 808 393 625
Miami-Dade 0080 1193 536 222 435
Miami-Dade 0090 3373 1280 889 1204
Miami-Dade 0100 48 3 21 24
Miami-Dade 0110 1928 857 407 664
Miami-Dade 0130 2439 1058 466 915
Miami-Dade 0140 2815 1260 563 992
Miami-Dade 0150 889 396 186 307
Miami-Dade 0160 1416 608 253 555
Miami-Dade 0170 2389 1099 446 844
Miami-Dade 0180 2491 1183 394 914
Miami-Dade 0190 888 393 176 319
Miami-Dade 0200 1731 619 471 641
Miami-Dade 0230 2989 947 946 1096
Miami-Dade 0240 1608 693 444 471
Miami-Dade 0250 1563 515 498 550
Miami-Dade 0280 1556 630 422 504
Miami-Dade 0290 1544 595 440 509
Miami-Dade 0300 2989 1419 595 975
Miami-Dade 0310 1243 537 270 436
Miami-Dade 0320 2560 900 755 905
Miami-Dade 0330 1724 818 311 595
Miami-Dade 0360 2935 1371 476 1088
Miami-Dade 0370 1033 419 147 467
Miami-Dade 0380 434 158 127 149
Miami-Dade 0400 1731 762 342 627
Miami-Dade 0410 3446 1611 578 1257
Miami-Dade 0420 1861 886 302 673
Miami-Dade 0430 933 428 168 337
Miami-Dade 0470 359 100 124 135
Miami-Dade 0480 2742 961 801 980
Miami-Dade 0510 6836 1695 2408 2733
Miami-Dade 0520 1 0 0 1
Miami-Dade 0670 1579 509 474 596
Miami-Dade 0680 2 2 0 0
Miami-Dade 0690 575 324 65 186
Miami-Dade 0990 1449 483 470 496
Miami-Dade 1000 7365 3523 1513 2329
Miami-Dade 1010 2378 1071 514 793
Miami-Dade 1020 3510 1281 882 1347
Miami-Dade 1030 3046 1380 592 1074
Miami-Dade 1040 83 37 20 26
Miami-Dade 1050 1517 683 301 533
Miami-Dade 1060 1370 585 264 521
Miami-Dade 1070 930 472 137 321
Miami-Dade 1080 2356 1180 359 817
Miami-Dade 1090 2216 855 466 895
Miami-Dade 1100 1610 791 264 555
Miami-Dade 1110 3117 1419 551 1147
Miami-Dade 1120 522 265 76 181
Miami-Dade 1130 1097 546 241 310
Miami-Dade 1140 1942 770 497 675
Miami-Dade 1150 3317 1737 489 1091
Miami-Dade 1160 939 432 208 299
Miami-Dade 1170 2498 1730 183 585
Miami-Dade 1180 1122 651 157 314
Miami-Dade 1190 2133 1122 442 569
Miami-Dade 1200 712 343 171 198
Miami-Dade 1210 1194 697 154 343
Miami-Dade 1220 10 7 2 1
Miami-Dade 1230 3618 2154 415 1049
Miami-Dade 1240 3144 1254 745 1145
Miami-Dade 1250 564 301 81 182
Miami-Dade 1260 1902 1359 128 415
Miami-Dade 1270 3391 2482 218 691
Miami-Dade 1280 2208 1530 170 508
Miami-Dade 1290 2638 1866 155 617
Miami-Dade 1300 3679 2617 296 766
Miami-Dade 1310 2629 1747 272 610
Miami-Dade 1330 1619 1123 135 361
Miami-Dade 1340 2099 1595 141 363
Miami-Dade 1350 2577 1918 180 479
Miami-Dade 1360 2906 2079 204 623
Miami-Dade 1370 341 224 27 90
Miami-Dade 1380 1788 1282 119 387
Miami-Dade 1390 1233 899 78 256
Miami-Dade 1400 2905 2105 153 647
Miami-Dade 1410 1985 1463 109 413
Miami-Dade 1420 3377 2282 289 806
Miami-Dade 1430 3273 2117 294 862
Miami-Dade 1440 255 191 14 50
Miami-Dade 1450 611 474 18 119
Miami-Dade 1460 2774 1213 645 916
Miami-Dade 1480 2531 1165 522 844
Miami-Dade 1490 2087 1029 449 609
Miami-Dade 1500 641 431 29 181
Miami-Dade 1510 496 268 79 149
Miami-Dade 1520 1765 1182 154 429
Miami-Dade 1530 108 77 4 27
Miami-Dade 1540 1522 904 170 448
Miami-Dade 1550 1461 829 206 426
Miami-Dade 1560 1630 803 370 457
Miami-Dade 1570 1461 622 396 443
Miami-Dade 1580 339 172 68 99
Miami-Dade 1590 1608 1086 141 381
Miami-Dade 1600 1097 767 99 231
Miami-Dade 1610 1645 1154 116 375
Miami-Dade 1620 1585 1191 88 306
Miami-Dade 1630 1300 960 80 260
Miami-Dade 1640 1677 1132 128 417
Miami-Dade 1650 317 179 27 111
Miami-Dade 1660 373 260 32 81
Miami-Dade 1670 455 194 100 161
Miami-Dade 1680 2682 1305 432 945
Miami-Dade 1690 509 282 53 174
Miami-Dade 1700 32 21 4 7
Miami-Dade 1710 122 69 21 32
Miami-Dade 1720 184 149 4 31
Miami-Dade 1730 225 194 4 27
Miami-Dade 1740 160 121 7 32
Miami-Dade 1750 273 170 39 64
Miami-Dade 1760 508 312 55 141
Miami-Dade 1770 1550 776 266 508
Miami-Dade 1780 1099 834 66 199
Miami-Dade 1790 579 256 129 194
Miami-Dade 1810 265 111 80 74
Miami-Dade 1820 995 673 106 216
Miami-Dade 1840 2642 1110 576 956
Miami-Dade 1870 252 193 21 38
Miami-Dade 1910 983 361 316 306
Miami-Dade 1960 2648 2089 92 467
Miami-Dade 1980 1457 540 345 572
Miami-Dade 1990 1040 606 95 339
Miami-Dade 2000 2418 841 676 901
Miami-Dade 2010 2290 982 508 800
Miami-Dade 2020 2176 1279 389 508
Miami-Dade 2030 2840 2395 69 376
Miami-Dade 2050 1830 1450 51 329
Miami-Dade 2060 2263 1795 81 387
Miami-Dade 2070 3025 1942 255 828
Miami-Dade 2080 2638 1480 308 850
Miami-Dade 2090 3327 2211 258 858
Miami-Dade 2100 1812 1204 175 433
Miami-Dade 2120 2413 1814 121 478
Miami-Dade 2130 2813 2180 95 538
Miami-Dade 2140 2890 2226 112 552
Miami-Dade 2150 2615 2041 124 450
Miami-Dade 2160 2905 2288 87 530
Miami-Dade 2170 2192 1778 69 345
Miami-Dade 2180 1506 1278 43 185
Miami-Dade 2190 1201 977 48 176
Miami-Dade 2210 2406 1986 76 344
Miami-Dade 2220 2494 2045 64 385
Miami-Dade 2230 2237 1734 102 401
Miami-Dade 2240 2159 1610 147 402
Miami-Dade 2250 2778 2145 131 502
Miami-Dade 2260 1984 1600 92 292
Miami-Dade 2270 2460 1807 157 496
Miami-Dade 2280 2676 2115 111 450
Miami-Dade 2290 2459 1548 271 640
Miami-Dade 2300 2608 1233 599 776
Miami-Dade 2310 2239 932 615 692
Miami-Dade 2320 2282 1212 449 621
Miami-Dade 2330 2533 1569 297 667
Miami-Dade 2340 852 649 43 160
Miami-Dade 2350 793 458 105 230
Miami-Dade 2360 1803 1377 104 322
Miami-Dade 2370 1368 1045 77 246
Miami-Dade 2380 1214 945 68 201
Miami-Dade 2390 2798 2135 137 526
Miami-Dade 2400 2685 2086 140 459
Miami-Dade 2410 2638 1883 251 504
Miami-Dade 2420 2898 2137 233 528
Miami-Dade 2430 994 810 38 146
Miami-Dade 2440 2572 1944 156 472
Miami-Dade 2450 1734 1317 113 304
Miami-Dade 2460 2814 1246 715 853
Miami-Dade 2470 1443 803 249 391
Miami-Dade 2480 2854 1795 391 668
Miami-Dade 2490 2183 1680 155 348
Miami-Dade 2500 2454 2036 91 327
Miami-Dade 2510 2705 2247 89 369
Miami-Dade 2530 1368 1124 64 180
Miami-Dade 2540 2224 1798 100 326
Miami-Dade 2560 2136 1536 176 424
Miami-Dade 2570 2042 1705 59 278
Miami-Dade 2580 1052 864 28 160
Miami-Dade 2590 1559 1173 107 279
Miami-Dade 2600 874 688 30 156
Miami-Dade 2610 2198 1828 69 301
Miami-Dade 2620 1761 1377 112 272
Miami-Dade 2640 1383 1078 68 237
Miami-Dade 2650 92 65 8 19
Miami-Dade 2660 76 59 9 8
Miami-Dade 2670 1382 874 178 330
Miami-Dade 2690 1612 1335 56 221
Miami-Dade 2700 2468 1944 95 429
Miami-Dade 2720 2213 923 546 744
Miami-Dade 2740 1456 964 190 302
Miami-Dade 2750 354 284 17 53
Miami-Dade 2760 1578 1143 110 325
Miami-Dade 2780 204 90 46 68
Miami-Dade 2800 1177 948 32 197
Miami-Dade 2810 330 125 82 123
Miami-Dade 2820 2522 1990 126 406
Miami-Dade 2840 1396 548 397 451
Miami-Dade 2850 201 72 64 65
Miami-Dade 2880 10 4 3 3
Miami-Dade 2890 51 14 19 18
Miami-Dade 2910 2481 1583 417 481
Miami-Dade 2950 3061 2540 112 409
Miami-Dade 2960 2655 1722 323 610
Miami-Dade 2970 2910 887 1061 962
Miami-Dade 2980 2178 701 799 678
Miami-Dade 2990 1684 543 539 602
Miami-Dade 3000 3898 1487 973 1438
Miami-Dade 3010 1645 423 763 459
Miami-Dade 3020 1836 468 788 580
Miami-Dade 3030 3202 1218 1006 978
Miami-Dade 3040 3267 1377 595 1295
Miami-Dade 3050 2980 898 1147 935
Miami-Dade 3060 2052 657 764 631
Miami-Dade 3070 2176 537 1072 567
Miami-Dade 3080 1367 355 641 371
Miami-Dade 3090 2755 837 1033 885
Miami-Dade 3100 2348 603 999 746
Miami-Dade 3110 3345 1001 1228 1116
Miami-Dade 3120 2154 667 743 744
Miami-Dade 3140 217 50 96 71
Miami-Dade 3150 2049 496 945 608
Miami-Dade 3160 1750 429 814 507
Miami-Dade 3170 1561 352 768 441
Miami-Dade 3180 3180 786 1441 953
Miami-Dade 3190 1419 333 672 414
Miami-Dade 3200 3155 846 1311 998
Miami-Dade 3210 3560 1091 1245 1224
Miami-Dade 3220 2463 858 666 939
Miami-Dade 3230 1904 550 758 596
Miami-Dade 3240 1749 478 660 611
Miami-Dade 3250 1259 290 642 327
Miami-Dade 3260 1180 247 602 331
Miami-Dade 3270 2712 882 786 1044
Miami-Dade 3280 3044 747 1398 899
Miami-Dade 3290 21 17 1 3
Miami-Dade 3300 2731 664 1189 878
Miami-Dade 3310 3251 814 1470 967
Miami-Dade 3320 1943 546 749 648
Miami-Dade 3330 1888 544 752 592
Miami-Dade 3340 126 48 42 36
Miami-Dade 3350 1623 586 551 486
Miami-Dade 3360 822 227 358 237
Miami-Dade 3370 3075 827 1338 910
Miami-Dade 3380 1439 369 633 437
Miami-Dade 3390 3418 1010 1445 963
Miami-Dade 3400 4087 1340 1379 1368
Miami-Dade 3410 15 4 6 5
Miami-Dade 3420 1905 527 804 574
Miami-Dade 3430 2691 880 928 883
Miami-Dade 3440 2021 678 762 581
Miami-Dade 3450 3 2 1 0
Miami-Dade 3460 1849 564 762 523
Miami-Dade 3470 1468 491 505 472
Miami-Dade 3480 666 165 237 264
Miami-Dade 3490 2430 790 812 828
Miami-Dade 3500 1680 804 404 472
Miami-Dade 3510 3545 1628 664 1253
Miami-Dade 3520 3384 754 1761 869
Miami-Dade 3530 2285 536 922 827
Miami-Dade 3540 1234 244 610 380
Miami-Dade 3550 3692 1607 804 1281
Miami-Dade 3560 1332 629 220 483
Miami-Dade 3570 1713 463 719 531
Miami-Dade 3580 1811 479 627 705
Miami-Dade 3590 2117 708 643 766
Miami-Dade 3600 4127 1210 1377 1540
Miami-Dade 3620 2144 596 861 687
Miami-Dade 3630 3120 1039 946 1135
Miami-Dade 3640 3381 1171 1036 1174
Miami-Dade 3650 3215 1330 789 1096
Miami-Dade 3660 2570 670 603 1297
Miami-Dade 3670 2559 811 716 1032
Miami-Dade 3680 3547 892 1448 1207
Miami-Dade 3690 88 24 37 27
Miami-Dade 3700 1973 710 395 868
Miami-Dade 3710 3289 852 1046 1391
Miami-Dade 3720 1212 355 497 360
Miami-Dade 3730 3 1 0 2
Miami-Dade 3740 1 0 0 1
Miami-Dade 3750 1058 239 482 337
Miami-Dade 3760 3606 715 1753 1138
Miami-Dade 3770 3019 772 1358 889
Miami-Dade 3780 989 267 448 274
Miami-Dade 3790 2538 652 1119 767
Miami-Dade 3810 1738 466 743 529
Miami-Dade 3820 1704 481 716 507
Miami-Dade 3840 2636 736 952 948
Miami-Dade 3850 3724 901 1689 1134
Miami-Dade 3860 2451 729 967 755
Miami-Dade 3870 1898 656 516 726
Miami-Dade 3880 3614 1110 1175 1329
Miami-Dade 3890 3063 794 1324 945
Miami-Dade 3900 3189 590 1741 858
Miami-Dade 3960 2130 611 793 726
Miami-Dade 3980 1009 275 357 377
Miami-Dade 3990 908 225 334 349
Miami-Dade 4010 1936 701 414 821
Miami-Dade 4020 2772 541 1393 838
Miami-Dade 4030 1539 518 504 517
Miami-Dade 4050 2063 567 856 640
Miami-Dade 4060 2568 851 757 960
Miami-Dade 4070 1642 372 779 491
Miami-Dade 4080 1929 712 468 749
Miami-Dade 4090 2445 792 744 909
Miami-Dade 4100 2494 691 936 867
Miami-Dade 4110 2152 746 527 879
Miami-Dade 4120 2249 402 1186 661
Miami-Dade 4130 3224 582 1771 871
Miami-Dade 4140 2041 456 948 637
Miami-Dade 4150 3626 1073 1326 1227
Miami-Dade 4160 2153 596 771 786
Miami-Dade 4170 2224 586 994 644
Miami-Dade 4180 912 222 433 257
Miami-Dade 4190 1374 263 719 392
Miami-Dade 4200 2307 493 1182 632
Miami-Dade 4210 2266 500 1135 631
Miami-Dade 4220 1360 316 638 406
Miami-Dade 4230 1996 468 954 574
Miami-Dade 4240 2747 660 1212 875
Miami-Dade 4250 1094 323 456 315
Miami-Dade 4260 3466 892 1601 973
Miami-Dade 4270 1233 358 513 362
Miami-Dade 4280 1764 472 737 555
Miami-Dade 4290 1739 452 832 455
Miami-Dade 4300 2407 625 1108 674
Miami-Dade 4310 1527 430 649 448
Miami-Dade 4320 1864 504 759 601
Miami-Dade 4330 2046 469 996 581
Miami-Dade 4340 2076 526 978 572
Miami-Dade 4350 2454 611 1005 838
Miami-Dade 4360 2275 590 1036 649
Miami-Dade 4370 2054 446 989 619
Miami-Dade 4380 2652 599 1263 790
Miami-Dade 4390 1995 398 1048 549
Miami-Dade 4400 1908 385 952 571
Miami-Dade 4410 2434 607 1087 740
Miami-Dade 4420 1572 435 618 519
Miami-Dade 4430 2292 777 658 857
Miami-Dade 4440 2387 621 976 790
Miami-Dade 4450 1 0 1 0
Miami-Dade 4460 23 9 3 11
Miami-Dade 4470 2473 815 704 954
Miami-Dade 4480 2150 696 668 786
Miami-Dade 4490 1447 281 704 462
Miami-Dade 4500 1884 546 483 855
Miami-Dade 4510 2903 552 1531 820
Miami-Dade 4520 2591 821 516 1254
Miami-Dade 4530 54 34 4 16
Miami-Dade 4540 1707 521 445 741
Miami-Dade 4550 2365 718 712 935
Miami-Dade 4560 6 1 2 3
Miami-Dade 4570 1695 381 761 553
Miami-Dade 4580 1179 592 185 402
Miami-Dade 4590 844 164 454 226
Miami-Dade 4600 46 12 24 10
Miami-Dade 4610 3073 798 1159 1116
Miami-Dade 4620 2621 835 491 1295
Miami-Dade 4640 1156 249 572 335
Miami-Dade 4650 1908 498 902 508
Miami-Dade 4660 1540 473 491 576
Miami-Dade 4670 2143 508 978 657
Miami-Dade 4680 1421 433 306 682
Miami-Dade 4690 3585 973 1286 1326
Miami-Dade 4700 2094 761 536 797
Miami-Dade 4710 1890 433 887 570
Miami-Dade 4720 1846 359 966 521
Miami-Dade 4870 74 27 13 34
Miami-Dade 4880 3564 1162 1021 1381
Miami-Dade 4980 2166 1603 124 439
Miami-Dade 4990 31 23 0 8
Miami-Dade 5000 1423 326 712 385
Miami-Dade 5010 1560 1192 83 285
Miami-Dade 5020 2278 1277 329 672
Miami-Dade 5030 1049 370 381 298
Miami-Dade 5040 1841 983 220 638
Miami-Dade 5050 1615 1311 55 249
Miami-Dade 5060 1238 1001 56 181
Miami-Dade 5070 1191 998 42 151
Miami-Dade 5080 1985 1644 45 296
Miami-Dade 5090 1792 556 687 549
Miami-Dade 5100 999 289 364 346
Miami-Dade 5110 1599 1322 43 234
Miami-Dade 5120 1656 1352 55 249
Miami-Dade 5140 1640 1279 95 266
Miami-Dade 5150 1733 1194 111 428
Miami-Dade 5160 1343 637 287 419
Miami-Dade 5170 1308 833 106 369
Miami-Dade 5180 1733 1217 99 417
Miami-Dade 5190 2003 1522 93 388
Miami-Dade 5200 2667 2208 79 380
Miami-Dade 5210 2066 1724 68 274
Miami-Dade 5220 2817 2227 138 452
Miami-Dade 5230 1205 742 137 326
Miami-Dade 5240 1596 604 423 569
Miami-Dade 5260 605 218 198 189
Miami-Dade 5270 345 139 75 131
Miami-Dade 5280 1287 639 270 378
Miami-Dade 5290 3240 1812 451 977
Miami-Dade 5300 364 169 74 121
Miami-Dade 5310 2481 1600 232 649
Miami-Dade 5320 692 388 109 195
Miami-Dade 5330 2884 2266 95 523
Miami-Dade 5340 1491 649 264 578
Miami-Dade 5350 1257 726 170 361
Miami-Dade 5360 811 419 89 303
Miami-Dade 5370 819 459 118 242
Miami-Dade 5380 3880 1938 452 1490
Miami-Dade 5400 18 7 2 9
Miami-Dade 5410 3465 1115 820 1530
Miami-Dade 5420 8 6 0 2
Miami-Dade 5430 3026 1308 745 973
Miami-Dade 5440 2936 1223 556 1157
Miami-Dade 5450 3357 1225 970 1162
Miami-Dade 5460 1371 604 318 449
Miami-Dade 5470 491 150 188 153
Miami-Dade 5480 1868 521 757 590
Miami-Dade 5490 1811 598 676 537
Miami-Dade 5500 2201 651 819 731
Miami-Dade 5510 2018 731 610 677
Miami-Dade 5520 1179 322 496 361
Miami-Dade 5530 1739 444 759 536
Miami-Dade 5540 1699 433 745 521
Miami-Dade 5560 2473 732 903 838
Miami-Dade 5570 2977 804 1317 856
Miami-Dade 5580 1500 457 594 449
Miami-Dade 5590 1485 383 673 429
Miami-Dade 5600 1342 386 503 453
Miami-Dade 5610 3261 1096 1058 1107
Miami-Dade 5630 1572 643 362 567
Miami-Dade 5640 2271 937 571 763
Miami-Dade 5650 1957 708 555 694
Miami-Dade 5660 2792 1156 657 979
Miami-Dade 5670 2171 653 830 688
Miami-Dade 5680 1 0 0 1
Miami-Dade 5690 3922 1253 1106 1563
Miami-Dade 5700 1955 644 670 641
Miami-Dade 5710 412 151 119 142
Miami-Dade 5720 1460 429 533 498
Miami-Dade 5730 2297 715 892 690
Miami-Dade 5740 2320 688 868 764
Miami-Dade 5750 3076 905 1236 935
Miami-Dade 5760 2919 891 1107 921
Miami-Dade 5770 2573 929 785 859
Miami-Dade 5780 2069 654 733 682
Miami-Dade 5790 3176 1013 1154 1009
Miami-Dade 5800 201 141 15 45
Miami-Dade 5810 2017 772 565 680
Miami-Dade 5820 3712 1449 1135 1128
Miami-Dade 5830 1774 825 322 627
Miami-Dade 5840 1805 1122 254 429
Miami-Dade 5850 825 659 38 128
Miami-Dade 5860 1812 789 422 601
Miami-Dade 5870 2265 972 542 751
Miami-Dade 5880 36 19 8 9
Miami-Dade 5890 106 45 14 47
Miami-Dade 5910 2118 1053 418 647
Miami-Dade 5920 1702 649 452 601
Miami-Dade 5930 2605 1041 673 891
Miami-Dade 5940 1183 521 293 369
Miami-Dade 5950 598 267 159 172
Miami-Dade 5960 2456 811 812 833
Miami-Dade 5970 1 0 1 0
Miami-Dade 5980 442 231 100 111
Miami-Dade 5990 529 240 85 204
Miami-Dade 6010 1719 528 710 481
Miami-Dade 6020 1429 443 588 398
Miami-Dade 6030 387 151 116 120
Miami-Dade 6040 2165 813 593 759
Miami-Dade 6060 2437 1096 637 704
Miami-Dade 6070 1865 618 736 511
Miami-Dade 6080 2058 572 960 526
Miami-Dade 6090 1556 520 511 525
Miami-Dade 6110 1911 475 957 479
Miami-Dade 6120 1220 412 431 377
Miami-Dade 6130 1568 472 615 481
Miami-Dade 6140 1209 344 528 337
Miami-Dade 6150 1556 477 692 387
Miami-Dade 6160 1387 462 551 374
Miami-Dade 6170 3165 859 1474 832
Miami-Dade 6180 1153 322 507 324
Miami-Dade 6210 2619 1511 385 723
Miami-Dade 6220 147 51 62 34
Miami-Dade 6230 634 241 226 167
Miami-Dade 6240 1264 424 337 503
Miami-Dade 6250 2099 839 602 658
Miami-Dade 6260 588 182 245 161
Miami-Dade 6270 2027 683 771 573
