COUNTY AREA TOTAL DEM REP LIB WI
COUNTY AREA TOTAL Baxley Armistead Adams WRITEIN
Coffee "JOHNS CHAPEL AME CHURCH 2" 0 0 0 0 0
Coffee KINSTON 0 127 90 1 1
Coffee "LEE COMMUNITY" 0 78 32 0 0
Coffee "MOUNT PLEASANT" 0 203 225 4 0
Coffee "NATIONAL GUARD ARMORY - ELBA" 0 486 252 15 2
Coffee "NEW BROCKTON FARM CENTER" 0 177 202 10 0
Coffee "NEW BROCKTON NATIONAL GUARD" 0 200 81 2 0
Coffee NEWBIA 0 42 14 5 0
Coffee "PERRYS STORE" 0 77 59 2 0
Coffee "PINE LEVEL" 0 77 32 2 0
Coffee "PLEASANT RIDGE" 0 172 163 5 0
Coffee VICTORIA 0 122 87 4 0
Coffee "WISE MILL CHURCH" 0 44 31 0 0
Coffee "WISE MILL SCHOOL VOTING HOUSE" 0 62 22 1 1
Coffee "ZION CHAPEL" 0 198 99 5 0
Colbert Absentee 0 187 164 6 0
Colbert "1-1 Brick" 0 439 376 12 3
Colbert "1-2 Hatton School" 0 419 146 10 1
Colbert "2-1 Calvery" 0 203 109 5 0
Colbert "2-2 Tuscumbia Utilities Bldg." 0 542 157 6 0
Colbert "2-3 Tuscumbia Multi-purpose Center" 0 432 325 13 4
Colbert "2-4 Hope Haven" 0 332 260 5 2
Colbert "2-5 Thompson School" 0 138 119 2 1
Colbert "3-1 Barton First Baptist Church" 0 288 122 3 3
Colbert "4-1 Cherokee Lion Den" 0 277 112 5 1
Colbert "4-2 Cherokee City Hall" 0 155 76 2 0
Colbert "6-1 Margerum Methodist Church" 0 89 62 2 0
Colbert "7-1 Rock Creek Booth" 0 27 30 1 1
Colbert "8-1 HWY 247 Fire Dept." 0 52 37 1 0
Colbert "9-1 New Bethel Fire Dept." 0 196 163 7 0
Colbert "10-1 LaGrange Fire Department" 0 172 136 2 1
Colbert "11-1 Leighton Civic Center" 0 299 145 5 0
Colbert "11-2 Leighton Fire Station" 0 236 31 3 1
Colbert "12-1 Littleville City Hall" 0 300 231 4 2
Colbert "13-1 Locust Shores Fire Station" 0 274 213 9 1
Colbert "14-1 Spring Valley Fire Dept." 0 183 96 8 0
Colbert "14-2 County Highway Dept." 0 228 255 3 0
Colbert "14-3 Listerhill Credit Union" 0 142 9 0 1
Colbert "15-1 Harris Store" 0 29 43 4 0
Colbert "16-1 Sheffield Board of Education" 0 166 119 12 0
Colbert "16-3 Sheffield Fire Station" 0 376 168 16 2
Colbert "16-4 Sheffield Michael Center" 0 360 4 1 0
Colbert "16-5 Sheffield Recreation Center" 0 336 324 11 4
Colbert "16-6 Sheffield Fire Station Mont. Ave" 0 115 43 5 0
Colbert "16-7 Park Terrace Cumberland" 0 383 350 9 1
Colbert "17-1 First Southern Baptist Ch." 0 463 482 11 2
Colbert "17-2 Muscle Shoals - Fire Station" 0 460 393 11 0
Colbert "17-3 Muscle Shoals - South Gate" 0 535 320 16 2
Colbert "17-4 Muscle Shoals - Webster Sch." 0 321 206 7 1
Colbert "17-5 Muscle Shoals First Baptist Ch." 0 601 467 15 3
Colbert "18-1 Colbert Heights School" 0 399 309 14 0
Conecuh "ABSENTEE VOTERS" 0 94 39 0 0
Conecuh "ANNEX VOTING HOUSE" 0 87 13 0 0
Conecuh "ANTIOCH VOTING HOUSE" 0 110 75 2 1
Conecuh "BELLEVILLE FIRE DEPARTMENT" 0 226 59 4 0
Conecuh "BERMUDA COMMUNITY HOUSE" 0 55 71 2 0
Conecuh "BROOKLYN MASONIC LODGE" 0 48 16 1 0
Conecuh "BROWNVILLE FIRE DEPT" 0 80 58 1 1
Conecuh "CASTLEBERRY FIRE DEPT" 0 288 104 8 0
Conecuh "DAVID BURT BUILDING" 0 323 238 4 1
Conecuh "FLAT ROCK FIRE DEPT" 0 28 23 0 0
Conecuh "HEALTH DEPARTMENT" 0 173 34 1 3
Conecuh "JOHNSONVILLE FIRE DEPT" 0 91 3 0 0
Conecuh "LENOX COMMUNITY HOUSE" 0 37 94 2 2
Conecuh "LITTLE ZION CHURCH" 0 101 25 1 0
Conecuh "LYEFFION FIRE DEPT" 0 120 69 0 0
Conecuh "MT_ UNION CHURCH" 0 67 43 3 0
Conecuh "2ND MT_ ZION CHURCH" 0 103 5 1 0
Conecuh "NATIONAL GUARD ARMORY" 0 413 74 5 1
Conecuh "NAZARENE BAPTIST CHURCH" 0 159 40 5 1
Conecuh "OLD FIELD CHURCH" 0 135 52 0 2
Conecuh "PAUL FIRE HOUSE" 0 52 33 1 0
Conecuh "RANGE FIRE DEPARTMENT" 0 36 45 1 0
Conecuh "REPTON CITY HALL" 0 164 100 5 0
Conecuh "ROBINSON MILL VOTING HOUSE" 0 118 33 1 0
Conecuh "SANDCUTT FIRE DEPARTMENT" 0 66 74 0 2
Conecuh "SKINNERTON VOTING HOUSE" 0 33 15 0 1
Conecuh "WOOTEN VOTING HOUSE" 0 135 45 0 0
Conecuh CHALLENGED 0 0 0 0 0
Coosa "ABSENTEE VOTERS" 0 65 58 2 0
Coosa "COTTAGE GROVE DAY CARE CENTER" 0 187 8 1 0
Coosa COURTHOUSE 0 318 177 11 0
Coosa "EQUALITY FIRE DEPARTMENT" 0 133 153 3 1
Coosa HANOVER 0 73 59 7 0
Coosa "KELLEYTON FIRE DEPARTMENT" 0 406 199 7 2
Coosa "MARBLE VALLEY FIRE DEPARTMENT" 0 42 52 1 0
Coosa "MT_ OLIVE COMMUNITY CENTER" 0 88 44 3 1
Coosa "OLD RAILROAD DEPOT" 0 677 160 15 4
Coosa "RAY FIRE DEPARTMENT" 0 169 83 4 0
Coosa "RICHVILLE FIRE DEPARTMENT" 0 94 121 6 0
Coosa "WEOGUFKA VOTING HOUSE" 0 162 161 8 1
Coosa "WEST COOSA SENIOR CENTER" 0 293 271 10 1
Covington "ABSENTEE VOTERS" 0 160 135 2 1
Covington "ANDALUSIA KIWANIS FAIR BLDG_.1" 0 577 346 11 0
Covington "ANDALUSIA KIWANIS FAIR BLDG_.2" 0 433 313 7 0
Covington "ANDALUSIA KIWANIS FAIR BLDG_.3" 0 376 315 6 1
Covington "ANDALUSIA KIWANIS FAIR BLDG_.4" 0 380 336 13 1
Covington "BABBIE CITY HALL" 0 80 104 3 0
Covington "BECK VOTING HOUSE - SHADY BEND" 0 33 30 0 0
Covington "BEULAH VOTING HOUSE" 0 72 57 2 0
Covington "BLUE SPRINGS VOTING HOUSE" 0 127 88 0 1
Covington "BOLES MILL MCRAY VOTING HOUSE" 0 56 41 2 0
Covington "BROOK VOTING HOUSE - CHURCH" 0 28 38 0 0
Covington "CAROLINA CITY HALL" 0 178 154 5 2
Covington "CARTER SCHOOL VOTING HOUSE" 0 47 5 1 0
Covington "CATOES MASONIC LODGE 609" 0 36 53 0 0
Covington "CEDAR GROVE VOTING HOUSE" 0 72 49 1 0
Covington "FAIRFIELD VOTING HOUSE" 0 56 50 0 0
Covington "FLORALA-OLD NATIONAL GUARD" 0 401 196 7 1
Covington "FRIENDSHIP VOTING HOUSE" 0 41 58 1 0
Covington "GANTT CITY HALL" 0 276 167 9 0
Covington "GOOLSBY VOTING HOUSE-DAMASCUS" 0 28 35 0 0
Covington "HARMONY MASONIC LODGE" 0 61 54 1 0
Covington "HEATH CITY HALL" 0 135 147 2 0
Covington "LIBERTYVILLE CITY HALL" 0 69 87 3 0
Covington "LOANGO FIRE DEPARTMENT" 0 90 37 4 1
Covington "LOCKHART CITY HALL" 0 168 59 2 2
Covington "MARVIN ODEMS VOTING HOUSE" 0 30 14 5 0
Covington "MCADAMS STORE VOTING HOUSE" 0 45 39 1 1
Covington "OAKY RIDGE VOTING HOUSE" 0 48 58 2 0
Covington "OPP CHAMBER OF COMMERCE .1" 0 339 298 9 2
Covington "OPP CHAMBER OF COMMERCE .2" 0 478 449 8 2
Covington "OPP CHAMBER OF COMMERCE .3" 0 292 155 3 1
Covington "PIDGEON CREEK-BUCK CREEK FIRE" 0 120 69 1 1
Covington "RED LEVEL CITY HALL" 0 199 143 5 1
Covington "RIVER FALLS CITY HALL" 0 179 101 2 0
Covington "RODGERS VOTING HOUSE" 0 12 14 1 0
Covington "ROSE HILL COMMUNITY" 0 71 54 0 0
Covington "SANFORD CITY HALL" 0 85 121 0 0
Covington "STANLEY VOTING HOUSE" 0 60 73 1 0
Covington "STRAUGHN - AG BUILDING" 0 153 138 8 2
Covington "VALLEY GROVE VOTING HOUSE" 0 80 63 2 0
Covington "WIGGINS 5 POINTS VOTING HOUSE" 0 45 18 1 0
Covington "WING FIRE DEPARTMENT - BEDA" 0 82 95 3 0
Crenshaw "ABSENTEE VOTERS" 0 41 53 3 0
Crenshaw "BRANTLEY COMMUNITY CENTER" 0 256 178 7 2
Crenshaw "BUSHS GROCERY - BRANTLEY" 0 74 46 3 0
Crenshaw "CHAPEL HILL COMMUNITY CENTER" 0 76 56 2 0
Crenshaw "COUNTY COURTHOUSE" 0 354 320 4 3
Crenshaw "DANIELVILLE SCHOOL HOUSE" 0 125 91 3 0
Crenshaw "DOZIER CITY HALL" 0 55 37 4 1
Crenshaw "GLENWOOD CITY HALL" 0 106 99 3 0
Crenshaw "HARBIN FARM CENTER - LUVERNE" 0 236 31 4 0
Crenshaw "HIGHLAND HOME - NEW FIRE DEPT_" 0 204 172 4 0
Crenshaw "HONORAVILLE FIRE STATION" 0 145 156 4 0
Crenshaw "LILLERS STORE - BRANTLEY" 0 87 68 0 0
Crenshaw "PANOLA COMMUNITY CENTER" 0 97 74 5 1
Crenshaw "PATSBURG DEPOT BUILDING" 0 52 66 5 0
Crenshaw "PETREY COMMUNITY CENTER" 0 312 41 1 1
Crenshaw "PLEASANT HOME SCHOOL-RUTLEDGE" 0 63 13 1 0
Crenshaw "RUTLEDGE COMMUNITY CENTER" 0 163 103 3 1
Crenshaw "VIDETTE COMMUNITY CENTER" 0 47 50 0 0
Crenshaw "WEEDS STORE BRANTLEY" 0 69 67 2 1
Cullman Absentee 0 272 448 16 3
Cullman "0110 Cullman Civic Center" 0 310 344 17 1
Cullman "0120 Cullman Civic Center" 0 348 414 14 3
Cullman "0130 Cullman Civic Center" 0 345 353 17 5
Cullman "0140 Cullman County Office Bldg.Bsmnt." 0 320 434 12 1
Cullman "0150 Cullman City Hall" 0 260 334 13 2
Cullman "0160 Cullman Courthouse Basement" 0 270 329 16 3
Cullman "0170 Cullman County Office Bldg." 0 342 394 18 1
Cullman "0210 Good Hope Town Hall" 0 353 445 13 4
Cullman "0220 Dodge City Town Hall" 0 190 253 16 0
Cullman "0310 Hanceville City Hall" 0 458 484 19 1
Cullman "0320 Steppville Fire Station" 0 258 270 10 1
Cullman "0400 Garden City Town Hall" 0 152 155 4 2
Cullman "0500 Stouts Mountain Church" 0 72 47 4 0
Cullman "0610 Moody Town Union Hill Ch." 0 42 40 3 0
Cullman "0620 Colony Town Hall" 0 203 29 1 0
Cullman "0700 Arkadelphia Community Ctr." 0 90 101 6 1
Cullman "0800 Antioch Community Center" 0 82 73 10 0
Cullman "0900 Cold Springs Fire Dept." 0 188 151 12 0
Cullman "1000 Bremen Community Center" 0 190 255 7 1
Cullman "1110 Trimble Fire Station" 0 148 213 5 1
Cullman "1120 Valley Grove Comm. Center" 0 206 312 9 1
Cullman "1200 Crane Hill Fire Department" 0 327 360 14 1
Cullman "1300 Bethsadia Fire Department" 0 135 186 4 1
Cullman "1410 Logan Fire Department" 0 107 135 3 0
Cullman "1420 Bethel Community Center" 0 117 139 6 4
Cullman "1510 Jones Chapel Fire Dept." 0 298 395 22 1
Cullman "1600 Battleground Fire Dept." 0 195 155 8 0
Cullman "1710 West Point Comm. Center" 0 310 477 16 3
Cullman "1720 Friendship Methodist Church" 0 279 382 20 1
Cullman "1810 Vinemont Providence Fire Dept." 0 482 486 20 2
Cullman "1820 Providence Fire Department" 0 253 307 16 1
Cullman "1900 Gold Ridge Comm. Center" 0 277 311 5 1
Cullman "2010 Baileytown Town Hall" 0 293 277 8 1
Cullman "2020 Brooklyn Comm. Center" 0 126 163 6 0
Cullman "2110 Joppa Volunteer Fire Dept." 0 163 147 5 1
Cullman "2120 New Canaan FMX Bldg." 0 148 176 5 1
Cullman "2210 Holly Pond Town Hall" 0 385 616 29 2
Cullman "2300 Berlin Comm. Center" 0 233 295 9 1
Cullman "2400 Walter Community Center" 0 172 216 7 4
Cullman "2500 Welti Fire Sta." 0 125 141 8 2
Cullman "2600 Brushy Pond Comm. Center" 0 138 179 7 2
Cullman "2700 White City Comm. Center" 0 215 331 11 2
Cullman "2810 Fairview Fire Dept." 0 197 222 15 2
Cullman "2820 Fairview Town Hall" 0 186 173 4 1
Cullman "2910 Grandview Comm. Center" 0 100 108 3 0
Cullman "3010 Kelley Comm. Center" 0 250 341 10 0
Cullman "3100 Center Hill Community Center" 0 96 150 3 0
Cullman "3200 Simcoe Comm. Center" 0 170 201 23 1
Cullman "3300 Baldwin Comm. Center" 0 143 174 10 1
Cullman "3400 Cullman County Health Dept." 0 142 169 4 1
Cullman "3510 East Point Comm. Center" 0 157 233 8 0
Cullman "3600 Bolte-White Grove Church" 0 153 173 8 1
Cullman Challenged 0 0 0 0 0
Dale "ABSENTEE VOTERS" 0 158 137 4 1
Dale "ARGUTA-VOTING HOUSE" 0 48 39 5 0
Dale "ARITON-CITY HALL" 0 268 237 8 0
Dale "BERTHA-VOTING HALL" 0 71 84 5 1
Dale "CLAYHATCHEE-COMMUNITY HOUSE" 0 125 145 1 0
Dale "CLOPTON-VOTING HALL" 0 43 39 2 1
Dale "DALEVILLE-CITY HALL .1" 0 519 411 26 1
Dale "DALEVILLE-CITY HALL .2" 0 90 91 6 0
Dale "ECHO-VOTING HALL" 0 211 267 7 1
Dale "EWELL-VOTING HALL" 0 316 336 13 1
Dale "FORT RUCKER ELEMENTARY SCHOOL" 0 9 34 0 0
Dale "GRIMES-COMMUNITY CENTER" 0 185 153 8 1
Dale "LEVEL PLAINS-COMMUNITY CENTER" 0 434 423 11 2
Dale "MARLEY MILL-FORESTRY COMM_" 0 339 354 9 1
Dale "MIDLAND CITY-VOTING HALL" 0 281 190 11 1
Dale "NEWTON-CITY HALL" 0 302 311 17 1
Dale "OZARK CENTER 1 <EAST A-G> .1" 0 666 499 26 4
Dale "OZARK CENTER 1 <EAST A-G> .2" 0 45 57 1 0
Dale "OZARK CENTER 2 MEM_ LIB H-L" 0 418 297 6 1
Dale "OZARK CENTER 3 <WEST M-Z> .1" 0 217 222 9 0
Dale "OZARK CENTER 3 <WEST M-Z> .2" 0 687 498 13 7
Dale "PINCKARD-CITY HALL" 0 276 323 6 1
Dale "ROCKY HEAD-COMMUNITY HOUSE" 0 124 194 8 2
Dale "SKIPPERVILLE-VOTING HALL" 0 172 161 10 0
Dale "SYLVAN GROVE-VOTING HALL" 0 82 89 2 0
Dallas "ABSENTEE VOTERS" 0 387 209 3 1
Dallas "BELOIT COMMUNITY CENTER" 0 90 6 2 0
Dallas "BROAD STREET FIRE STATION" 0 294 6 2 0
Dallas "BROWNS-NEW FRIENDSHIP CHURCH" 0 35 27 0 1
Dallas "BYRD SCHOOL" 0 574 168 8 2
Dallas "CAHABA ROAD FIRE STATION" 0 495 267 11 2
Dallas "CARLOWVILLE MINTER-VFD" 0 202 42 3 0
Dallas "CARVER NEIGHBORHOOD CENTER" 0 293 12 5 1
Dallas "CHALLENGED ABSENTEE VOTERS" 0 95 14 0 0
Dallas COURTHOUSE 0 142 116 2 1
Dallas "EASTEND FIRE STATION" 0 511 8 4 2
Dallas "GOOD HOPE CHURCH" 0 41 35 0 0
Dallas "MARION JCT.-BLACKBELT EXPER.ST" 0 177 72 8 0
Dallas "MEMORIAL STADIUM" 0 147 464 3 2
Dallas "MT. ZION CHURCH" 0 344 201 9 2
Dallas "NORTHERN HTS. PRES. CHURCH" 0 684 22 10 1
Dallas "OLD NATIONAL GUARD ARMORY" 0 242 483 2 2
Dallas "ORRVILLE COMMUNITY CENTER" 0 536 180 11 0
Dallas "PLANTERSVILLE VOL. FIRE DEPT" 0 113 137 4 0
Dallas "QUEEN OF PEACE SCHOOL" 0 222 74 6 0
Dallas "RANGEDALE CENTER" 0 560 16 12 3
Dallas "SAFFORD COMMUNITY CENTER" 0 115 40 0 1
Dallas "SELMA MALL" 0 275 47 3 1
Dallas "SELMONT WATER WORKS" 0 202 78 7 0
Dallas "SHILOH SCHOOL BUILDING" 0 319 118 4 2
Dallas "SUMMERFIELD VOLUNTEER FIRE" 0 191 237 2 3
Dallas "TIPTON SCHOOL" 0 1280 77 14 1
Dallas "TYLER COMMUNITY CENTER" 0 95 140 1 1
Dallas "UNION-NEW NATIONAL GUARD" 0 211 375 5 1
Dallas "UNION-OLD NATIONAL GUARD" 0 458 521 14 3
Dallas "VALLEY GRANDE COMMUNITY CENTER" 0 531 715 15 3
Dallas "WOODROW AVE. FIRE STATION" 0 746 183 9 2
DeKalb Absentee 0 630 441 8 1
DeKalb "Mt. Vernon Ch." 0 101 98 5 0
DeKalb "Dog Town Fire Dept." 0 120 141 5 0
DeKalb Colbran 0 23 23 0 0
DeKalb "Hendrixville-Hilltop Church" 0 31 36 0 0
DeKalb "Copeland Bridge Ch." 0 37 43 1 0
DeKalb "Collinsville City Hall" 0 123 107 2 0
DeKalb "Collinsville Methodist" 0 64 64 1 0
DeKalb "Lebanon Church" 0 44 45 2 0
DeKalb "Pine Ridge" 0 40 87 8 0
DeKalb "Forest Ave. Sch. Gym 1A" 0 74 66 1 0
DeKalb "Forest Ave. Sch. Gym 1B" 0 62 70 1 0
DeKalb "Forest Ave. Sch. Gym 1C" 0 96 61 2 0
DeKalb "Senior Cit. Ctr. 2A" 0 41 39 0 0
DeKalb "Senior Cit. Ctr. 2B" 0 36 51 1 0
DeKalb "Fort Payne Fire Hall #2 - 3A" 0 78 82 4 0
DeKalb "Fort Payne Fire Hall #2 - 3B" 0 68 103 3 0
DeKalb "Wills Valley" 0 67 95 0 0
DeKalb "Log Cabin Antiq." 0 61 101 0 0
DeKalb "Fort Payne Rec Center 6A" 0 83 70 1 0
DeKalb "Fort Payne Rec Center 6B" 0 95 52 2 0
DeKalb "Ft. Payne VFW Hall 7A" 0 84 113 5 0
DeKalb "Ft. Payne VFW Hall 7B" 0 105 124 1 0
DeKalb "Forrest Ave.\Sch." 0 93 108 3 0
DeKalb "Five Points" 0 93 128 8 0
DeKalb "Ft. Payne Arm." 0 181 281 8 0
DeKalb "Valley Head City Hall" 0 149 94 4 0
DeKalb Hammondville 0 109 99 2 0
DeKalb "Sulpher Spring" 0 48 35 1 0
DeKalb "Cartersville F.D." 0 118 189 8 0
DeKalb "Shiloh @ Ider" 0 80 142 2 0
DeKalb Highpoint 0 106 140 8 0
DeKalb "Sylvania Town Hall 2A" 0 132 145 8 0
DeKalb "Sylvania Town Hall 2B" 0 155 139 7 0
DeKalb "Ruritan Bldg\Henagar-3A" 0 111 203 4 0
DeKalb "Ruritan Bldg\Henagar-3B" 0 137 223 2 0
DeKalb "Blake Comm. Ctr." 0 137 158 6 0
DeKalb "Sand Mountain" 0 43 26 0 0
DeKalb Rainsville-3A 0 142 186 12 0
DeKalb Rainsville-3B 0 118 172 4 0
DeKalb Rainsville-3C 0 126 161 5 0
DeKalb Rainsville-3D 0 226 314 12 0
DeKalb "Powell Town Hall" 0 176 131 6 0
DeKalb "Tenbroeck Comm. Ctr." 0 112 89 4 0
DeKalb "Grove Oak Clubhse" 0 100 98 3 0
DeKalb "Grove Oak Sch. Lobby" 0 77 70 1 0
DeKalb "Crossville City Hall" 0 213 170 5 0
DeKalb "Kilpatrick Fire" 0 129 99 6 0
DeKalb "Aroney Fire" 0 161 125 2 0
DeKalb Rodentown 0 119 121 4 0
DeKalb "Crossville Sch." 0 116 119 0 0
DeKalb "Lathemville Meth. Ch." 0 53 32 1 0
DeKalb "Pea Ridge Ch." 0 39 60 1 0
DeKalb "Ider Town Hall 2A" 0 158 188 10 0
DeKalb "Ider Town Hall 2B" 0 124 172 3 0
DeKalb "Ider - Mountain Home Church" 0 69 77 1 0
DeKalb "Adamsburg VFD" 0 68 112 2 0
DeKalb "East Highland" 0 122 165 6 0
DeKalb "Mentone City Hall" 0 198 230 6 0
DeKalb "Portersville Baptist Church" 0 19 21 2 0
DeKalb "Fairview Cmnty Ctr." 0 82 68 3 0
DeKalb "McKestes Cmnty Ctr." 0 95 71 1 0
DeKalb "Whiton Old Sch.\Building" 0 70 47 4 0
DeKalb "Painter Comm. Ctr." 0 97 119 3 0
DeKalb "Harmony Masonic Ldg." 0 53 42 1 0
DeKalb "Antioch Barrys BBQ" 0 66 75 1 0
DeKalb "Fyffe - Beat 25 Box 2A1" 0 278 222 3 0
DeKalb "Shiloh Town Hall" 0 111 71 4 0
DeKalb "Moores' Crossroads" 0 26 52 0 0
DeKalb "Pleasant Hill" 0 129 135 2 0
DeKalb "Guest McKestes C C" 0 65 59 1 0
DeKalb "Geraldine A to Z Ctr." 0 78 73 1 0
DeKalb "Geraldine Town Hall" 0 215 215 10 0
DeKalb "Oak Hill Meth Ch." 0 55 39 2 0
DeKalb "Fischer Community" 0 126 169 1 0
DeKalb "Loveless McNutt Ch." 0 8 23 0 0
DeKalb "Skirum Comm. Ctr." 0 127 64 1 0
Elmore "ABSENTEE VOTERS" 0 155 270 10 1
Elmore "ASBURY KENT COMMUNITY CENTER" 0 176 266 9 1
Elmore "BLUE RIDGE VOTING HOUSE" 0 268 455 7 1
Elmore "BUYCK FIRE DEPARTMENT" 0 243 384 13 2
Elmore "COOSADA CITY HALL" 0 269 287 13 4
Elmore "CRENSHAW PARK" 0 239 70 6 0
Elmore "DEATSVILLE MASONIC LODGE" 0 78 151 8 0
Elmore "ECLECTIC FIRE STATION" 0 303 334 24 1
Elmore "FAIN PARK - WETUMPKA" 0 498 393 14 1
Elmore "FITZPATRICK COMMUNITY HOUSE" 0 266 356 5 0
Elmore "FRIENDSHIP FIRE DEPARTMENT" 0 210 189 8 1
Elmore "HOLTVILLE FIRE STATION" 0 386 691 19 3
Elmore "KOWALIGA FIRE DEPARTMENT" 0 185 308 4 1
Elmore "LIGHTWOOD FIRE STATION" 0 193 273 15 4
Elmore "MILLBROOK MEMORIAL PARK .1" 0 396 564 11 1
Elmore "MILLBROOK MEMORIAL PARK .2" 0 455 292 6 4
Elmore "MULDER MEM METHODIST CHURCH .1" 0 214 435 10 0
Elmore "MULDER MEM METHODIST CHURCH .2" 0 340 687 13 4
Elmore "PLEASANT HILL COMMUNITY CENTER" 0 212 377 12 0
Elmore "REDHILL VOTING HOUSE" 0 139 221 5 0
Elmore "ROCK SPRINGS VOTING HOUSE" 0 130 184 5 0
Elmore "SANTUCK COMMUNITY CENTER" 0 312 345 15 2
Elmore "SEMAN COMMUNITY CENTER" 0 173 307 15 1
Elmore "SOUTHSIDE SCHOOL TALLASSEE" 0 165 25 4 2
Elmore "TALLASSEE RECREATION CENTER" 0 536 596 11 2
Elmore "TITUS COMMUNITY CENTER" 0 105 158 9 2
Elmore "VICTORY BAPTIST SCHOOL .1" 0 548 995 17 4
Elmore "VICTORY BAPTIST SCHOOL .2" 0 473 861 20 4
Elmore "WALLSBORO FIRE DEPARTMENT" 0 302 387 18 2
Elmore "WEOKA VOTING HOUSE" 0 82 165 12 0
Elmore "WETUMPKA ARMORY" 0 624 1009 31 2
Elmore CHALLENGED 0 0 0 0 0
Escambia "ABSENTEE VOTERS" 0 77 98 1 1
Escambia "ALCO J_D_ JC MUSEUM" 0 152 128 8 0
Escambia "APPLETON VOL_FIRE DEPARTMENT" 0 106 155 2 0
Escambia "ATMORE CITY HALL .1" 0 248 16 3 0
Escambia "ATMORE CITY HALL .2" 0 134 7 1 0
Escambia "BARNETTS C_R_ ROBINSONS STORE" 0 38 49 0 0
Escambia "BETHEL ROBERTS CO VOTING HOUSE" 0 31 20 4 0
Escambia "BRADLEY - ROCK CREEK" 0 25 28 1 0
Escambia "BREWTON CIVIC CENTER .1" 0 563 434 8 5
Escambia "BREWTON CIVIC CENTER .2" 0 322 275 3 1
Escambia "BREWTON CIVIC CENTER .3" 0 0 0 0 0
Escambia "CANOE CIVIC CLUB BUILDING" 0 58 122 1 1
Escambia "COUNTY HWY DEPARTMENT" 0 56 67 3 1
Escambia "DAMASCUS BOYKIN SCHOOL" 0 156 54 2 1
Escambia "DIXIE VOLUNTEER FIRE DEPT_" 0 14 9 0 0
Escambia "EAST BREWTON SAILS SITE" 0 318 288 7 4
Escambia "EAST BREWTON NEAL SCHOOL" 0 0 0 0 0
Escambia "FLOMATON CITY HALL" 0 154 145 3 1
Escambia "FLOMATON COMMUNITY HOUSE" 0 200 137 8 2
Escambia "HUXFORD MASONIC LODGE" 0 57 84 0 0
Escambia "KIRKLAND NORTH BREWTON SCHOOL" 0 148 198 6 1
Escambia "LITTLE ESCAMBIA VOTING HOUSE" 0 67 65 3 1
Escambia "LITTLE ROCK STORE" 0 20 29 0 0
Escambia "MCCALL SCHOOL" 0 131 213 5 0
Escambia "MCCULLOGH VFD" 0 84 95 1 0
Escambia "NEW ORDER BAPTIST CHURCH" 0 331 137 4 0
Escambia "NOKOMIS VOTING HOUSE" 0 50 108 2 1
Escambia "PINEVIEW VOTING HOUSE" 0 56 59 1 0
Escambia "POARCH SAIL CENTER" 0 98 64 3 0
Escambia "POLLARD TOWN HALL" 0 89 83 3 1
Escambia "RACHEL PATTERSON SCHOOL" 0 139 302 4 0
Escambia "RIVERVIEW TOWN HALL" 0 79 107 4 0
Escambia "ROCK HILL RIDGE ROAD FIRE DEPT" 0 108 72 0 2
Escambia "STAFF CHEVROLET .1" 0 161 253 7 2
Escambia "STAFF CHEVROLET .2" 0 173 246 4 0
Escambia "WALLACE METHODIST CHURCH" 0 27 30 1 0
Etowah "ABSENTEE VOTERS" 0 317 283 10 3
Etowah "ALABAMA TECH COLLEGE" 0 383 160 13 2
Etowah "ALTOONA CITY HALL" 0 125 107 2 1
Etowah "ATTALLA CITY HALL" 0 167 58 3 0
Etowah "ATTALLA FIRE DEPARTMENT" 0 217 53 3 0
Etowah "ATTALLA FIRE DEPARTMENT NO_3" 0 229 175 10 3
Etowah "AURORA BAPTIST CHURCH" 0 63 66 4 2
Etowah "BLACK CREEK VOLUNTEER FIRE" 0 82 86 3 0
Etowah "CARNES REC CENTER" 0 386 303 17 3
Etowah "CARVER COMMUNITY CENTER .1" 0 470 24 9 0
Etowah "CARVER COMMUNITY CENTER .2" 0 390 14 4 1
Etowah "CAVE SPRINGS COMMUNITY HOUSE" 0 92 85 8 0
Etowah "CLEAR CREEK METHODIST CHURCH" 0 62 71 2 0
Etowah "COATES BEND FIRE DEPARTMENT" 0 256 146 9 1
Etowah "COLLEGE HEIGHTS BAPTIST CHURCH" 0 831 185 9 1
Etowah "COREY SCHOOL - NEW GYM" 0 549 56 8 1
Etowah "DISTRICT NO_3 MAINTENANCE SHOP" 0 211 258 12 3
Etowah "DUCK SPRINGS SCHOOL" 0 106 90 1 1
Etowah "EAST GADSDEN REC CENTER" 0 404 190 14 2
Etowah "EGYPT VOLUNTEER FIRE" 0 123 98 2 0
Etowah "ELLIOTT COMMUNITY CENTER .1" 0 311 192 5 0
Etowah "ELLIOTT COMMUNITY CENTER .2" 0 300 168 11 0
Etowah "ETOWAH MIDDLE SCHOOL" 0 244 189 8 1
Etowah "GADSDEN CONVENTION HALL .1" 0 213 140 9 0
Etowah "GADSDEN CONVENTION HALL .2" 0 251 155 11 4
Etowah "GADSDEN CONVENTION HALL .3" 0 290 169 1 2
Etowah "GALLANT COMMUNITY CENTER" 0 81 136 5 1
Etowah "GASTON HIGH SCHOOL" 0 127 112 3 0
Etowah "GEORGE WALLACE SENIOR CNTR .1" 0 809 667 18 1
Etowah "GEORGE WALLACE SENIOR CNTR .2" 0 223 169 6 1
