COUNTY AREA TOTAL DEM REP LIB WI
COUNTY AREA TOTAL Baxley Armistead Adams WRITEIN
Etowah "HIGHLAND SCHOOL" 0 370 360 21 1
Etowah "HOKES BLUFF COMMUNITY CNTR .1" 0 509 369 11 2
Etowah "HOKES BLUFF COMMUNITY CNTR .2" 0 527 453 28 4
Etowah "IVALEE VOLUNTEER FIRE" 0 168 152 6 0
Etowah "JESSIE DEAN SMITH REC CENTER" 0 197 114 8 1
Etowah "KEENER COMMUNITY CENTER" 0 57 37 1 1
Etowah "LIBERTY METHODIST CHURCH" 0 114 92 1 0
Etowah "MEADOW BROOK BAPTIST CHURCH" 0 540 917 11 5
Etowah "MORTON CHAPEL CHURCH" 0 190 136 4 0
Etowah "MOUNTAINBORO CITY HALL" 0 278 285 16 0
Etowah "NEW UNION COMMUNITY CENTER" 0 191 254 5 1
Etowah "NOCCALULA KIWANIS PVLN .1" 0 572 541 17 4
Etowah "NOCCALULA KIWANIS PVLN .2" 0 288 318 15 1
Etowah "NORTH GADSDEN REC CENTER" 0 596 252 11 1
Etowah "RAINBOW CITY COMMUNITY CNTR .1" 0 322 401 12 1
Etowah "RAINBOW CITY COMMUNITY CNTR .2" 0 417 526 11 8
Etowah "RAINBOW CITY COMMUNITY CNTR .3" 0 288 380 7 1
Etowah "RAINBOW CITY FIRE DEPT NO_2" 0 208 188 7 0
Etowah "REECE CITY TOWN HALL" 0 131 126 2 1
Etowah "RIDGEVILLE TOWN HALL" 0 67 24 2 0
Etowah "SARDIS CITY HALL" 0 243 262 5 0
Etowah "SOUTHSIDE COMMUNITY CENTER .1" 0 373 461 7 2
Etowah "SOUTHSIDE COMMUNITY CENTER.2" 0 478 559 15 3
Etowah "SOUTHSIDE COMMUNITY CENTER .3" 0 336 388 8 1
Etowah "TIDMORE BEND VOLUNTEER FIRE" 0 203 221 3 0
Etowah "TILLISON BEND WATER AUTHORITY" 0 244 203 4 5
Etowah "12TH STREET BAPTIST CHURCH" 0 180 28 4 0
Etowah "UNION #3 BAPTIST CHURCH" 0 118 93 3 0
Etowah "WALNUT GROVE FIRE DEPARTMENT" 0 135 148 5 1
Etowah "WALNUT PARK REC CENTER" 0 422 199 23 2
Etowah "WEST ETOWAH VOLUNTEER FIRE" 0 67 65 5 1
Etowah "WHORTON BEND FIRE STATION" 0 213 337 5 1
Etowah "FORD VALLEY WATER" 0 156 153 10 0
Etowah CHALLENGED 0 0 0 0 0
Fayette "ABSENTEE VOTERS" 0 105 62 0 0
Fayette "BERRY ARMORY" 0 325 236 12 3
Fayette "BOLEY BOLEY SPRINGS CHURCH" 0 103 78 5 1
Fayette "BROWNS GLEN ALLEN COMM_ CNT_" 0 135 58 2 0
Fayette "BROWNS WHITES CHAPEL VT_ CNT_" 0 134 89 5 0
Fayette "BYLOR VOTING CENTER BANKSTON" 0 186 129 9 0
Fayette "CLEAR CREEK VT_ CNT_ PHILA_ CH" 0 79 57 3 0
Fayette "COLES NEW RIVER CH_ OF CHRIST" 0 60 53 5 0
Fayette "COLES VOTING CNT KILLINGSWORTH" 0 69 63 2 0
Fayette "COLLIN VT_ CNT_ MT_ VERNON" 0 112 123 6 0
Fayette "DS VOTING CENTER DS MT." 0 76 41 2 2
Fayette "FAYETTE CIVIC CENTER" 0 738 553 15 6
Fayette "FAYETTE COVIN VOTING CENTER" 0 137 54 2 0
Fayette "FAYETTE YOUTH CENTER" 0 573 275 17 4
Fayette "GEORGES CREEK VT_ CNT_ PEA RDG" 0 77 64 2 0
Fayette "GILPIN LAWRENCE MILL COMM_ CNT" 0 174 174 2 2
Fayette "HICO VT_ CNT_ N OF NEWTONVILLE" 0 119 38 2 0
Fayette "LEE BELK COMM CTR" 0 107 64 5 0
Fayette "LEE OAKRIDGE VOTING CENTER" 0 40 32 1 0
Fayette "PLEASANT GROVE VOTING CENTER" 0 53 47 3 1
Fayette "RIDGE CONCORD CH_ VT_ CNT_" 0 66 46 1 0
Fayette "RUSSELL VOTING CENTER BOBO SCH" 0 224 192 10 0
Fayette "STONEWALL CANNAN COMM_ CNT_" 0 134 40 2 1
Fayette "STOUGH VOTING CENTER" 0 180 107 7 1
Fayette "STUDDARDS CROSSROADS" 0 26 26 0 1
Fayette "SUGAR CREEK EXP STA NEAR WNFLD" 0 31 39 0 1
Fayette "THOMPSON KIRKLAND SCHOOL BLDG_" 0 79 74 4 0
Fayette "WEBSTER VT_ CNT_ WAYSIDE SCH_" 0 64 73 0 2
Franklin "ABSENTEE VOTERS" 0 96 70 0 1
Franklin BELGREEN 0 260 153 5 1
Franklin "CHUCKIE MULLINS CENTER" 0 266 34 4 0
Franklin "COLLEGE AVENUE ELEMENTARY" 0 274 138 15 0
Franklin COURTHOUSE 0 218 135 4 3
Franklin FRANKFORT 0 68 40 3 0
Franklin HALLTOWN 0 121 163 3 3
Franklin HODGES 0 98 97 1 0
Franklin JONESBORO 0 143 121 2 0
Franklin LAWLERS 0 130 122 2 1
Franklin "MT. STAR HILLS" 0 126 100 3 0
Franklin NEWBURG 0 94 31 1 1
Franklin "PHIL CAMPBELL" 0 430 229 13 1
Franklin "PLEASANT SITE" 0 51 40 1 1
Franklin "RED BAY #1" 0 410 429 5 3
Franklin "RED BAY #2" 0 0 0 0 0
Franklin ROCKWOOD 0 199 101 7 0
Franklin "RUSSELLVILLE ELECTRIC WRHS" 0 330 189 4 2
Franklin "RUSSELLVILLE HIGH SCHOOL" 0 440 362 6 1
Franklin "SPRUCE PINE" 0 225 149 5 1
Franklin "ST. CROSS ROAD" 0 92 68 0 0
Franklin THARPTOWN 0 167 128 2 2
Franklin "TRAPPTOWN-E. FRANKLIN JR. HIGH" 0 228 168 8 0
Franklin UNION 0 154 135 3 0
Franklin "VINA COMMUNITY CENTER" 0 139 115 3 1
Franklin "WACO CHURCH OF CHRIST" 0 134 69 5 2
Franklin CHALLENGED 0 0 0 0 0
Geneva "ABSENTEE VOTERS" 0 87 77 1 1
Geneva "BELLWOOD VOTING HOUSE" 0 120 55 1 0
Geneva BLACK 0 54 80 2 0
Geneva "CHANCELLOR VOTING HOUSE" 0 138 125 3 2
Geneva "COFFEE SPRINGS" 0 138 111 1 1
Geneva "DEVCO VOTING HOUSE" 0 169 120 7 0
Geneva "DUNDEE VOTING HOUSE" 0 80 144 3 2
Geneva "FADETTE VOTING HOUSE" 0 166 219 6 1
Geneva "FARM CENTER" 0 108 107 4 0
Geneva "FLAT CREEK" 0 76 58 3 0
Geneva "GENEVA ARMORY" 0 165 124 4 1
Geneva "GENEVA CITY HALL" 0 123 49 4 1
Geneva "GENEVA COMMUNITY CENTER" 0 174 106 7 0
Geneva "GENEVA COUNTY COURTHOUSE" 0 241 222 6 1
Geneva GILMORE 0 54 66 1 0
Geneva HACODA 0 36 37 1 0
Geneva "HARTFORD NATIONAL GUARD ARMORY" 0 395 358 10 5
Geneva "HUGHES VOTING HOUSE" 0 86 136 1 0
Geneva "HURRICANE VOTING HOUSE" 0 41 49 0 0
Geneva "KELLY CROSS ROADS" 0 40 43 1 0
Geneva LOWERY 0 62 44 0 0
Geneva LYTLE 0 82 82 5 0
Geneva MALVERN 0 243 278 11 3
Geneva "PINEY GROVE" 0 65 64 2 0
Geneva "REVELS GROCERY" 0 62 59 1 1
Geneva "SAMSON AMERICAN LEGION HALL" 0 240 143 7 2
Geneva "SAMSON COMMUNITY CENTER" 0 188 176 8 2
Geneva "SARDIS VOTING HOUSE" 0 25 55 1 0
Geneva "SLOCOMB NATIONAL GUARD ARMORY" 0 448 309 13 3
Geneva "ST. PAUL VOTING HOUSE" 0 49 68 4 0
Geneva "TATE SCHOOL" 0 63 55 0 0
Greene "ABSENTEE VOTERS" 0 204 37 0 0
Greene "BOLIGEE CITY HALL" 0 238 44 5 0
Greene "CARVER SCHOOL" 0 118 8 0 0
Greene "CLINTON RECREATION CENTER" 0 143 13 2 0
Greene "DOLLARHIDE RECREATION CENTER" 0 31 5 0 0
Greene "EATMAN SCHOOL" 0 20 7 0 0
Greene "EUTAW ACTIVITY CENTER" 0 287 8 0 0
Greene "EUTAW PRE-SCHOOL" 0 173 75 3 0
Greene "FORKLAND CITY HALL" 0 486 66 3 0
Greene "GREENE COUNTY COURTHOUSE" 0 124 19 2 0
Greene "JENA CLUBHOUSE" 0 51 28 1 0
Greene "LAW LIBRARY" 0 116 33 2 0
Greene "MANTUA FIRE DEPARTMENT" 0 193 13 0 0
Greene "MONTGOMERY RECREATION CENTER" 0 115 22 1 0
Greene "MORROW BROWN RECREATION CENTER" 0 234 3 1 0
Greene "MT. HEBRON PRE-SCHOOL" 0 184 8 0 0
Greene "NATIONAL GUARD ARMORY" 0 292 181 3 0
Greene "SOUTH FORK REST." 0 62 5 0 0
Greene "TISHABEE RECREATION CENTER" 0 166 7 1 0
Greene "UNION CITY HALL" 0 186 29 0 0
Greene "WEST GREENE FIRE STATION" 0 63 22 0 0
Hale "ABSENTEE VOTERS" 0 328 56 0 0
Hale "AKRON - CITY HALL" 0 235 93 4 0
Hale BUCKSNORT 0 77 55 0 1
Hale CEDARVILLE 0 184 35 0 1
Hale "GALLION VOLUNTEER FIRE" 0 137 77 0 0
Hale "GREENSBORO - ARMORY .1" 0 1326 357 21 3
Hale "GREENSBORO - ARMORY .2" 0 362 178 2 1
Hale HAVANA 0 96 41 1 1
Hale "SUNSHINE HIGH SCHOOL" 0 175 24 0 0
Hale "MOUNDVILLE - CITY HALL" 0 648 351 19 1
Hale "MT_ HERMAN" 0 109 76 1 0
Hale "NEWBERN - OLD BANK BLDG" 0 191 84 4 0
Hale "PHIPPS WORK CENTER" 0 6 17 1 0
Hale "SAWYERVILLE-HEAD START SCHOOL" 0 465 45 9 2
Hale STEWART 0 116 86 2 0
Hale VALLEY 0 93 79 1 1
Henry "ABSENTEE VOTERS" 0 234 60 4 1
Henry "ABBEVILLE ARMORY .1" 0 346 199 6 2
Henry "ABBEVILLE ARMORY .2" 0 400 112 7 0
Henry "BLANKENSHIP STORE" 0 55 34 0 0
Henry "BROWNS CROSSROADS" 0 43 34 1 0
Henry "CAPPS POST OFFICE" 0 132 48 1 0
Henry "EDWIN CLUBHOUSE" 0 94 40 4 1
Henry "ESPY FARMS" 0 72 64 5 0
Henry "HALEBURG CITY HALL" 0 80 47 3 0
Henry "HEADLAND ARMORY .1" 0 395 312 7 0
Henry "HEADLAND ARMORY .2" 0 401 342 7 0
Henry "HEBRON COMMUNITY VOTING HOUSE" 0 27 53 1 0
Henry "JUDSON COMMUNITY" 0 232 185 4 1
Henry "LAWRENCEVILLE HIGH SCHOOL" 0 111 41 9 1
Henry "NEWVILLE VOTING HOUSE" 0 254 86 7 0
Henry "SHORTERVILLE HOUSE" 0 139 39 4 1
Henry "TUMBLETON VOTING HOUSE" 0 95 123 0 0
Henry "UNION VT_ HOUSE" 0 89 82 0 0
Henry "WILLIAMS COMM_ VOTING HOUSE" 0 53 49 0 0
Henry "WILLS CROSS ROADS" 0 78 57 2 1
Houston "ABSENTEE VOTERS" 0 411 291 7 1
Houston ASHFORD 0 531 295 7 1
Houston "BAY SPRINGS" 0 172 231 7 1
Houston COLUMBIA 0 340 191 8 0
Houston COTTONWOOD 0 347 299 7 1
Houston COWARTS 0 375 352 6 1
Houston "DOUG TEW COMMUNITY CENTER .1" 0 643 658 19 7
Houston "DOUG TEW COMMUNITY CENTER .2" 0 454 447 13 2
Houston "DOUG TEW COMMUNITY CENTER .3" 0 0 0 0 0
Houston DUPREE 0 72 61 4 1
Houston ENTERPRISE 0 134 147 5 0
Houston "FARM CENTER .1" 0 473 429 7 1
Houston "FARM CENTER .2" 0 233 197 2 0
Houston GORDON 0 136 22 2 0
Houston HARMON 0 55 47 1 0
Houston HODGESVILLE 0 333 472 6 4
Houston "JOHNSON HOMES .1" 0 344 18 2 1
Houston "JOHNSON HOMES .2" 0 823 49 9 0
Houston KINSEY 0 217 213 10 2
Houston "LIBRARY .1" 0 412 375 12 2
Houston "LIBRARY .2" 0 868 731 18 2
Houston LINCOLN 0 186 68 3 0
Houston LOVETOWN 0 86 98 2 3
Houston LUCY 0 119 36 2 0
Houston MADRID 0 149 178 7 1
Houston PANSEY 0 109 73 0 0
Houston REHOBETH 0 249 447 11 4
Houston TAYLOR 0 305 494 13 3
Houston "VAUGHN BLUMBERG" 0 359 296 16 1
Houston "WATER AND ELECTRIC .1" 0 832 1508 19 2
Houston "WATER AND ELECTRIC .2" 0 261 510 8 5
Houston WEBB 0 241 235 4 0
Houston "WESTGATE .1" 0 361 666 6 4
Houston "WESTGATE .2" 0 720 1208 16 7
Houston WICKSBURG 0 188 407 10 2
Houston "WIREGRASS PARK .1" 0 792 629 18 4
Houston "WIREGRASS PARK .2" 0 182 168 6 1
Jackson "ABSENTEE VOTERS" 0 198 141 3 1
Jackson ASPEL 0 63 37 2 0
Jackson "BISHOP SWAFFORDS STORE" 0 31 12 0 0
Jackson "BRIDGEPORT #1" 0 219 111 4 0
Jackson "BRIDGEPORT #2" 0 234 108 9 1
Jackson BRYANT 0 160 230 10 2
Jackson COLLINS 0 19 19 1 0
Jackson CROW 0 37 35 3 1
Jackson "DEANS CHAPEL" 0 125 86 4 0
Jackson DUTTON 0 341 244 11 1
Jackson FACKLER 0 122 92 3 1
Jackson "FLAT ROCK" 0 108 103 7 0
Jackson GARTH 0 51 25 1 0
Jackson "GROSS SPRINGS <CHRISTIAN HOME>" 0 84 39 1 0
Jackson HAMBRICK 0 9 7 0 0
Jackson "HIGDON <SAND MTN HIGH SCHOOL>" 0 210 104 3 0
Jackson "HOLLY SPRINGS BAPTIST CHURCH" 0 20 25 5 0
Jackson HOLLYTREE 0 48 22 4 0
Jackson HOLLYWOOD 0 290 126 7 2
Jackson HYTOP 0 58 31 2 0
Jackson LANGSTON 0 34 30 0 0
Jackson LARKINSVILLE 0 105 57 3 0
Jackson LIMROCK 0 83 25 4 0
Jackson "LONG ISLAND" 0 27 28 1 0
Jackson MACEDONIA 0 250 144 6 0
Jackson "MINK CREEK" 0 114 80 3 0
Jackson "PAINT ROCK" 0 83 64 4 0
Jackson PISGAH 0 360 185 7 1
Jackson "PLEASANT GROVES FIRE HALL" 0 72 35 2 0
Jackson PRINCETON 0 37 10 0 0
Jackson ROSALIE 0 282 134 8 2
Jackson "SCOTTSBORO NATIONAL GUARD #1" 0 887 743 24 5
Jackson "SCOTTSBORO NATIONAL GUARD #2" 0 446 346 14 1
Jackson "SCOTTSBORO NATIONAL GUARD #3" 0 647 526 27 3
Jackson SECTION 0 354 153 8 0
Jackson SKYLINE 0 190 185 6 3
Jackson "STEVENSON #1" 0 152 49 2 0
Jackson "STEVENSON #2" 0 353 178 8 2
Jackson "TRENTON FIRE HALL" 0 23 13 0 0
Jackson TUPELO 0 72 87 4 1
Jackson WININGER 0 59 62 1 0
Jackson "WOODVILLE CITY HALL" 0 194 116 7 1
Jefferson "1501 MT. OLIVE ELEM 01" 0 332 891 10 0
Jefferson "1501 MT. OLIVE ELEM. 02" 0 231 742 15 0
Jefferson "1502 BAGLEY JR. HIGH 01" 0 96 164 4 0
Jefferson "1502 BAGLEY JR. HIGH 02" 0 414 678 12 0
Jefferson "1503 MASONIC LODGE W.J.01" 0 79 117 1 0
Jefferson "1503 MASONIC LODGE W.J.02" 0 133 152 5 0
Jefferson "1504 ALLIANCE COMM.CNT 01" 0 96 143 6 0
Jefferson "1504 ALLIANCE COMM.CNT 02" 0 180 300 8 0
Jefferson "1505 SYLVAN SPRINGS COMM 01" 0 103 190 8 0
Jefferson "1505 SYLVAN SPRINGS COMM 02" 0 35 83 2 0
Jefferson "1506 PLEASANT GROVE C. HO 01" 0 519 985 22 0
Jefferson "1506 PLEASANT GROVE C. HO 02" 0 275 541 13 0
Jefferson "1506 PLEASANT GROVE C. HO 03" 0 354 718 16 0
Jefferson "1507 CONCORD COMM CNT 01" 0 371 862 22 0
Jefferson "1507 CONCORD COMM CNT 02" 0 63 145 1 0
Jefferson "1508 HUEYTOWN COMM SCH 01" 0 34 39 1 0
Jefferson "1508 HUEYTOWN COMM SCH 02" 0 32 38 2 0
Jefferson "1509 VIRGINIA VOL F.D. 01" 0 62 157 3 0
Jefferson "1509 VIRGINIA VOL F.D. 02" 0 250 643 8 0
Jefferson "1510 OAK GROVE F.B.C. 01" 0 75 118 12 0
Jefferson "1510 OAK GROVE F.B.C. 02" 0 178 294 13 0
Jefferson "1511 PLEAS HILL U.M.C. 01" 0 459 904 23 0
Jefferson "1511 PLEAS HILL U.M.C. 02" 0 424 1056 18 0
Jefferson "3401 CORNER SCHOOL 01" 0 85 223 2 0
Jefferson "3401 CORNER SCHOOL 02" 0 223 512 9 0
Jefferson "4301 ST PETER CAT CHR 01" 0 18 23 0 0
Jefferson "4301 ST PETER CAT CHR 02" 0 73 172 5 0
Jefferson "4401 TRUSS CITY HALL 01" 0 319 953 12 0
Jefferson "4401 TRUSS CITY HALL 02" 0 296 844 13 0
Jefferson "4402 TRUSS 1ST BAPT  01" 0 395 1273 14 0
Jefferson "4402 TRUSS 1ST BAPT 02" 0 417 1446 30 0
Jefferson "4403 MT VIEW BAPT CH 01" 0 292 910 20 0
Jefferson "4403 MT VIEW BAPT CH 02" 0 239 701 9 0
Jefferson "4404 CLVIEW BAPTIST CH 01" 0 294 720 17 0
Jefferson "4404 CVIEW BAPTIST CH 02" 0 232 553 11 0
Jefferson "4405 CENTER POINT CTHS 01" 0 235 379 9 0
Jefferson "4405 CENTER POINT CTHS 02" 0 661 828 21 0
Jefferson "4406 HILLDLE BAPTIST 01" 0 424 423 14 0
Jefferson "4406 HILLDLE BAPTIST 02" 0 385 393 11 0
Jefferson "4407 JEFF STATE COLL 01" 0 54 107 0 0
Jefferson "4407 JEFF STATE COLL 02" 0 47 105 6 0
Jefferson "4501 EASTWOOD MALL 01" 0 294 551 31 0
Jefferson "4501 EASTWOOD MALL 02" 0 294 546 17 0
Jefferson "4502 CHEROKEE BEND SCH 01" 0 195 603 4 0
Jefferson "4502 CHEROKEE BEND SCH 02" 0 154 408 6 0
Jefferson "4503 IRONDALE SR BLD 01" 0 715 615 27 0
Jefferson "4503 IRONDALE SR CT 02" 0 672 475 15 0
Jefferson "4504 FIRE STATION #31 01" 0 75 89 3 0
Jefferson "4504 FIRE STATION #31 02" 0 59 54 2 0
Jefferson "4505 HUFFMAN MIDDLE 01" 0 326 489 15 0
Jefferson "4505 HUFFMAN MIDDLE 02" 0 247 400 6 0
Jefferson "4506 BREWSTER RD BAPT 01" 0 470 534 18 0
Jefferson "4506 BREWSTER RD BAPT 02" 0 476 595 16 0
Jefferson "4507 1ST UMC OF CENTER 01" 0 165 182 3 0
Jefferson "4507 1ST UMC OF CENTER 02" 0 360 381 12 0
Jefferson "4508 LEEDS NATIONAL GUARD 01" 0 403 259 13 0
Jefferson "4508 LEEDS NATIONAL GUARD 02" 0 224 228 8 0
Jefferson "4509 LEEDS HIGH SCHOOL 01" 0 386 720 17 0
Jefferson "4509 LEEDS HIGH SCHOOL 02" 0 275 507 14 0
Jefferson "4510 FIRESTATION #2 01" 0 16 33 1 0
Jefferson "4510 FIRESTATION #2 02" 0 13 37 0 0
Jefferson "4601 HUNTER STREET BAP 01" 0 373 932 12 0
Jefferson "4601 HUNTER STREET BAP 02" 0 422 1136 13 0
Jefferson "4602 PRNCE O PEACE CHR 01" 0 506 1026 18 0
Jefferson "4602 PRNCE O PEACE CHR 02" 0 391 887 13 0
Jefferson "4603 SHADES CREST BAP 01" 0 51 97 5 0
Jefferson "4603 SHADES CREST BAP 02" 0 365 965 31 0
Jefferson "4604 SHADES MNT CHURCH 02" 0 467 920 25 0
Jefferson "4604 SHADES MTN CHURCH 01" 0 183 431 11 0
Jefferson "4605 EDGEWOOD ELEMENTARY 01" 0 324 629 19 0
Jefferson "4605 EDGEWOOD ELEMENTARY 02" 0 219 446 18 0
Jefferson "4606 HOMEWOOD PUB LIB 01" 0 285 555 10 0
Jefferson "4606 HOMEWOOD PUB LIB 02" 0 503 937 28 0
Jefferson "4607 MT BROOK GRAM SCH 01" 0 52 126 2 0
Jefferson "4607 MT BROOK GRAM SCH 02" 0 122 335 4 0
Jefferson "4608 ST. LUKES EPIS CH. 01" 0 212 630 4 0
Jefferson "4608 ST. LUKES EPIS CH. 02" 0 164 396 2 0
Jefferson "4609 MT BRK CITY HALL 01" 0 256 778 10 0
Jefferson "4609 MT BRK CITY HALL 02" 0 283 883 21 0
Jefferson "4701 HOOVER PRK & REC 01" 0 276 375 14 0
Jefferson "4701 HOOVER PRK & REC 02" 0 265 300 6 0
Jefferson "4702 OAKMONT PRES CHR 01" 0 224 600 12 0
Jefferson "4702 OAKMONT PRES CHR 02" 0 220 607 8 0
Jefferson "4703 ST PETER CAT CHR 01" 0 533 1124 35 0
Jefferson "4703 ST PETER CAT CHR 02" 0 197 461 7 0
Jefferson "4704 ST MARK UMC 01" 0 292 787 18 0
Jefferson "4704 ST MARK UMC 02" 0 342 874 16 0
Jefferson "4705 VEST. HILLS C. C. 01" 0 697 1459 27 0
Jefferson "4705 VEST. HILLS C. C. 02" 0 343 769 21 0
Jefferson "4706 MT.TOP COM CHR 01" 0 297 580 7 0
Jefferson "4706 MT.TOP COM CHR 02" 0 88 172 7 0
Jefferson "4707 VESTAVIA HILLS 01" 0 240 697 8 0
Jefferson "4707 VESTAVIA HILLS 02" 0 182 454 5 0
Jefferson "4708 VEST HILLS UMC 01" 0 242 544 11 0
Jefferson "4708 VEST HILLS UMC 02" 0 278 669 11 0
Jefferson "4801 HOOVER PUB. LIB 01" 0 118 252 8 0
Jefferson "4801 HOOVER PUB. LIB 02" 0 105 243 9 0
Jefferson "4802 MTN CHAPEL UMC 01" 0 273 836 5 0
Jefferson "4802 MTN CHAPEL UMC 02" 0 361 1027 12 0
Jefferson "4803 FIRE STATION #32 01" 0 151 447 14 0
Jefferson "4803 FIRE STATION #32 02" 0 190 562 11 0
Jefferson "4804 FIRE STATION #2 01" 0 357 885 14 0
Jefferson "4804 FIRE STATION #2 02" 0 229 621 10 0
Jefferson "4805 CAHABA HTS COMM 01" 0 285 695 19 0
Jefferson "4805 CAHABA HTS COMM 02" 0 350 769 20 0
Jefferson "4806 BROOKWOOD BAP CHR 01" 0 477 1150 16 0
Jefferson "4806 BROOKWOOD BAP CHR 02" 0 313 711 6 0
Jefferson "4807 LIBERTY PARK BAP 01" 0 133 447 7 0
Jefferson "4807 LIBERTY PARK BAP 02" 0 63 240 3 0
Jefferson "4808 OVERTON ROAD UMC 01" 0 285 512 17 0
Jefferson "4808 OVERTON ROAD UMC 02" 0 46 75 0 0
Jefferson "5101 GARDENDALE CIVIC 01" 0 631 1709 32 0
Jefferson "5101 GARDENDALE CIVIC 02" 0 649 1716 32 0
Jefferson "5101 GARDENDALE CIVIC 03" 0 17 34 4 0
Jefferson "5102 MORRIS TOWN HALL 01" 0 131 419 8 0
Jefferson "5102 MORRIS TOWN HALL 02" 0 89 306 4 0
Jefferson "5103 KIMBERLY TOWN HALL 01" 0 22 75 2 0
Jefferson "5103 KIMBERLY TOWN HALL 02" 0 206 424 8 0
Jefferson "5104 WARRIOR CITY HALL 01" 0 397 462 12 0
Jefferson "5104 WARRIOR CITY HALL 02" 0 33 57 1 0
Jefferson "5105 TRAFFORD TOWN HALL 01" 0 93 138 4 0
Jefferson "5105 TRAFFORD TOWN HALL 02" 0 59 87 4 0
Jefferson "5106 KERMIT JOHNSON SCHOOL 01" 0 108 228 10 0
Jefferson "5106 KERMIT JOHNSON SCHOOL 02" 0 249 450 14 0
Jefferson "5107 FIRST BAPTIST CHURCH 01" 0 204 625 7 0
Jefferson "5107 FIRST BAPTIST CHURCH 02" 0 144 406 8 0
Jefferson "5108 PINSON UMC 01" 0 199 358 8 0
Jefferson "5108 PINSON UMC 02" 0 359 614 13 0
Jefferson "5109 CLAY COMM CENTER 01" 0 319 1131 19 0
Jefferson "5109 CLAY COMM CENTER 02" 0 299 973 12 0
Jefferson "5201 CENTRAL PARK REC CNT 01" 0 879 121 7 0
Jefferson "5201 CENTRAL PARK REC CNT 02" 0 275 51 0 0
Jefferson "5202 LEE ELEM SCHOOL 01" 0 266 9 3 0
Jefferson "5202 LEE ELEM SCHOOL 02" 0 575 14 5 0
Jefferson "5203 WIGGINS LIBRARY 01" 0 521 9 2 0
Jefferson "5203 WIGGINS LIBRARY 02" 0 411 14 1 0
Jefferson "5204 HARRISON PARK  REC 01" 0 791 16 7 0
Jefferson "5204 HARRISON PARK RECREA 02" 0 881 22 5 0
Jefferson "5205 HEMPHILL SCHOOL REC 01" 0 190 6 0 0
Jefferson "5205 HEMPHILL SCHOOL REC 02" 0 286 17 2 0
Jefferson "5206 JACKSON ELEM SCH 01" 0 634 13 5 0
Jefferson "5206 JACKSON ELEM SCH 02" 0 358 10 2 0
Jefferson "5207 HENRY CRUMPTON REC 01" 0 399 9 2 0
Jefferson "5207 HENRY CRUMPTON REC 02" 0 357 5 3 0
Jefferson "5208 SHADY GROVE BAPTIST 01" 0 10 0 1 0
Jefferson "5208 SHADY GROVE BAPTIST 02" 0 83 3 1 0
Jefferson "5209 MACEDNIA  CHURCH 02" 0 43 1 0 0
Jefferson "5209 MACEDNIA CHURCH 01" 0 94 2 1 0
Jefferson "5210 PINE HAVEN BAPT 01" 0 64 131 4 0
Jefferson "5210 PINE HAVEN BAPT 02" 0 32 67 1 0
Jefferson "5211 E. S. & S. 01" 0 74 126 2 0
Jefferson "5211 E. S. & S. 02" 0 19 35 0 0
Jefferson "5212 HOMEWOOD COURTHOUSE 01" 0 268 233 6 0
Jefferson "5212 HOMEWOOD COURTHOUSE 02" 0 559 459 24 0
Jefferson "5213 HOMEWOOD PARK 01" 0 269 264 14 0
Jefferson "5213 HOMEWOOD PARK 02" 0 267 264 11 0
Jefferson "5214 SHADES CAHABA SCH 01" 0 267 475 11 0
Jefferson "5214 SHADES CAHABA SCH 02" 0 217 420 13 0
Jefferson "5215 AFTON LEE COMM CNTR 01" 0 51 1 1 0
Jefferson "5215 AFTON LEE COMM CNTR 02" 0 68 2 2 0
Jefferson "5216 BHM BOTANIC GARDENS 01" 0 81 165 5 0
Jefferson "5216 BHM BOTANIC GARDENS 02" 0 72 104 5 0
Jefferson "5301 LEGION FIELD LOBBY 01" 0 967 21 3 0
Jefferson "5301 LEGION FIELD LOBBY 02" 0 958 24 7 0
Jefferson "5302 ELYTON ELEM SCHOOL 01" 0 361 14 2 0
Jefferson "5302 ELYTON ELEM SCHOOL 02" 0 640 16 7 0
Jefferson "5303 HILL ELEM SCHOOL 01" 0 412 8 5 0
Jefferson "5303 HILL ELEM SCHOOL 02" 0 275 6 0 0
Jefferson "5304 WASHINGTON ELEM SCH 01" 0 431 7 1 0
Jefferson "5304 WASHINGTON ELEM SCH 02" 0 436 4 5 0
Jefferson "5305 CENTER STR  SCHOOL 01" 0 833 13 7 0
Jefferson "5305 CENTER STR SCHOOL 02" 0 840 15 3 0
Jefferson "5306 GLEN IRIS ELEM SCH 01" 0 302 137 26 0
Jefferson "5306 GLEN IRIS ELEM SCH 02" 0 273 122 23 0
Jefferson "5307 GREEN SPR BAP CHR 01" 0 143 77 4 0
Jefferson "5307 GREEN SPR BAP CHR 02" 0 363 186 16 0
Jefferson "5308 RAMSAY ALT HS 01" 0 194 119 13 0
Jefferson "5308 RAMSAY ALT HS 02" 0 488 210 38 0
Jefferson "5309 SOUTHSIDE LIBRARY 01" 0 44 31 4 0
Jefferson "5309 SOUTHSIDE LIBRARY 02" 0 87 62 3 0
Jefferson "5310 FIRE STATION #22 01" 0 275 185 18 0
Jefferson "5310 FIRE STATION #22 02" 0 605 378 46 0
Jefferson "5401 WILKERSON MIDDLE SCH 01" 0 329 8 3 0
Jefferson "5401 WILKERSON MIDDLE SCH 02" 0 255 6 3 0
