COUNTY AREA TOTAL DEM REP CST GRE LIB
COUNTY AREA TOTAL DEM REP CST GRE LIB
HAYWOOD ABSENTEE 0 237 234 0 0 8
HAYWOOD AC 0 431 645 0 0 29
HAYWOOD BC 0 7 9 0 0 1
HAYWOOD BE-1 0 166 410 0 0 19
HAYWOOD BE-2 0 222 333 0 0 16
HAYWOOD BE-3 0 346 629 0 0 22
HAYWOOD BE-4 0 286 555 0 0 37
HAYWOOD BE-7 0 170 468 0 0 11
HAYWOOD BE56 0 444 501 0 0 25
HAYWOOD CE 0 43 178 0 0 2
HAYWOOD CL-N 0 393 663 0 0 32
HAYWOOD CL-S 0 511 747 0 0 23
HAYWOOD CR 0 369 544 0 0 23
HAYWOOD CURBSIDE 0 157 153 0 0 3
HAYWOOD EF 0 159 481 0 0 11
HAYWOOD FC-1 0 151 237 0 0 6
HAYWOOD FC-2 0 30 59 0 0 1
HAYWOOD HA 0 220 268 0 0 9
HAYWOOD ID 0 250 307 0 0 9
HAYWOOD IH 0 854 1277 0 0 41
HAYWOOD JC 0 682 975 0 0 43
HAYWOOD LJ 0 592 556 0 0 23
HAYWOOD P 0 396 1026 0 0 23
HAYWOOD PC 0 154 427 0 0 4
HAYWOOD PROVISIONAL 0 3 6 0 0 0
HAYWOOD SA 0 525 639 0 0 21
HAYWOOD WC 0 196 151 0 0 8
HAYWOOD WE 0 434 477 0 0 18
HAYWOOD WO 0 70 97 0 0 2
HAYWOOD WS-1 0 611 648 0 0 30
HAYWOOD WS-2 0 482 506 0 0 17
HAYWOOD WW 0 377 506 0 0 25
HENDERSON ABSENTEE 0 972 856 0 0 17
HENDERSON AR 0 108 179 0 0 8
HENDERSON AT 0 207 496 0 0 22
HENDERSON BC 0 136 203 0 0 11
HENDERSON BK 0 203 241 0 0 13
HENDERSON CB 0 115 335 0 0 16
HENDERSON CC 0 243 650 0 0 28
HENDERSON CURBSIDE 0 3242 4529 0 0 149
HENDERSON CV 0 144 166 0 0 4
HENDERSON ED 0 196 553 0 0 19
HENDERSON EF 0 143 322 0 0 15
HENDERSON ES 0 197 455 0 0 19
HENDERSON EV 0 218 637 0 0 21
HENDERSON FL 0 489 612 0 0 31
HENDERSON FR 0 234 428 0 0 14
HENDERSON GM 0 120 248 0 0 16
HENDERSON GR 0 137 596 0 0 14
HENDERSON HC 0 342 734 0 0 20
HENDERSON HS 0 210 422 0 0 15
HENDERSON HV-1 0 250 229 0 0 13
HENDERSON HV-2 0 218 218 0 0 19
HENDERSON HV-3 0 321 243 0 0 26
HENDERSON LJ 0 186 346 0 0 11
HENDERSON LP 0 274 284 0 0 14
HENDERSON MG 0 78 201 0 0 11
HENDERSON NB 0 248 637 0 0 20
HENDERSON NE 0 180 291 0 0 11
HENDERSON NM 0 277 638 0 0 23
HENDERSON NW 0 174 281 0 0 17
HENDERSON "ONE STOP" 0 7665 9694 0 0 171
HENDERSON PR 0 217 491 0 0 23
HENDERSON PROVISIONAL 0 36 61 0 0 5
HENDERSON PV 0 202 355 0 0 13
HENDERSON RG 0 148 390 0 0 9
HENDERSON RR 0 87 170 0 0 3
HENDERSON SB 0 156 502 0 0 9
HENDERSON SE 0 68 195 0 0 8
HENDERSON SM 0 299 790 0 0 21
HENDERSON SW 0 201 330 0 0 20
HENDERSON TRANSFER 0 0 0 0 0 0
HERTFORD A1 0 803 286 0 0 0
HERTFORD A2 0 636 407 0 0 0
HERTFORD A3 0 600 47 0 0 0
HERTFORD BR 0 198 42 0 0 0
HERTFORD CM 0 147 125 0 0 0
HERTFORD CO 0 241 68 0 0 0
HERTFORD HV 0 249 185 0 0 0
HERTFORD M1 0 925 329 0 0 0
HERTFORD M2 0 463 162 0 0 0
HERTFORD ML 0 93 213 0 0 0
HERTFORD SJ 0 288 114 0 0 0
HERTFORD UN 0 341 162 0 0 0
HERTFORD WN 0 525 156 0 0 0
HOKE 01 0 79 77 0 0 0
HOKE 02 0 542 248 0 0 0
HOKE 03 0 252 122 0 0 0
HOKE 04 0 212 273 0 0 0
HOKE 05 0 392 345 0 0 0
HOKE 06B 0 956 773 0 0 0
HOKE 12 0 693 945 0 0 0
HOKE 13 0 232 391 0 0 0
HOKE 14 0 1158 526 0 0 0
HOKE 15 0 633 304 0 0 0
HOKE 61 0 483 247 0 0 0
HOKE 62 0 309 190 0 0 0
HOKE 63 0 1013 342 0 0 0
HOKE 64 0 540 355 0 0 0
HOKE 65 0 380 14 0 0 0
IREDELL BA 0 686 1654 0 20 70
IREDELL BE 0 868 2046 0 33 52
IREDELL CC1 0 1291 1796 0 37 90
IREDELL CC2 0 1348 1607 0 30 73
IREDELL CC3 0 1689 2581 0 40 93
IREDELL CC4 0 1261 2001 0 33 82
IREDELL CD 0 607 1839 0 31 46
IREDELL CH-A 0 538 856 0 12 22
IREDELL CH-B 0 370 886 0 20 27
IREDELL CS 0 451 974 0 15 27
IREDELL DV1-A 0 1590 3146 0 29 94
IREDELL DV1-B 0 1794 3932 0 31 120
IREDELL DV2-A 0 702 1727 0 17 49
IREDELL DV2-B 0 1096 1701 0 15 56
IREDELL EM 0 112 532 0 9 5
IREDELL FT 0 1198 2915 0 11 30
IREDELL NH 0 119 550 0 3 12
IREDELL OL 0 129 555 0 6 10
IREDELL SB 0 196 832 0 13 24
IREDELL SH-A 0 381 1270 0 26 31
IREDELL SH-B 0 356 1287 0 25 32
IREDELL ST1 0 885 1242 0 30 38
IREDELL ST2 0 766 789 0 20 34
IREDELL ST3 0 871 657 0 19 41
IREDELL ST4 0 794 877 0 19 37
IREDELL ST5 0 833 751 0 16 44
IREDELL ST6 0 937 695 0 15 26
IREDELL TB 0 371 798 0 9 28
IREDELL UG 0 155 643 0 15 20
JACKSON "ABSENTEE MAIL" 0 168 107 0 0 3
JACKSON BCK 0 278 465 0 0 24
JACKSON CAN 0 86 167 0 0 7
JACKSON CAS 0 389 727 0 0 22
JACKSON CFK 0 161 205 0 0 8
JACKSON CUL 0 1639 827 0 0 119
JACKSON CURBSIDE 0 66 56 0 0 2
JACKSON GCK 0 283 371 0 0 9
JACKSON GLV 0 288 682 0 0 13
JACKSON PROVISIONAL 0 49 57 0 0 10
JACKSON QUA 0 714 761 0 0 54
JACKSON RIV 0 213 263 0 0 9
JACKSON SAV 0 233 358 0 0 14
JACKSON SCC 0 412 514 0 0 17
JACKSON SND 0 819 728 0 0 42
JACKSON SSW 0 823 661 0 0 36
JACKSON WEB 0 647 545 0 0 34
JOHNSTON ABSENTEE 0 739 569 4 0 28
JOHNSTON CLAYTON 0 6392 7311 7 0 342
JOHNSTON CLEVELAND 0 3315 4933 40 0 123
JOHNSTON PR04 0 96 353 3 0 0
JOHNSTON PR07 0 198 872 7 0 0
JOHNSTON PR08 0 101 558 2 0 0
JOHNSTON PR09 0 344 675 0 0 36
JOHNSTON PR10A 0 316 256 0 0 28
JOHNSTON PR10B 0 130 361 0 0 24
JOHNSTON PR11A 0 213 399 0 0 30
JOHNSTON PR11B 0 363 541 0 0 42
JOHNSTON PR12A 0 300 576 0 0 47
JOHNSTON PR12B 0 327 645 0 0 30
JOHNSTON PR13 0 164 604 17 0 0
JOHNSTON PR14 0 163 761 17 0 0
JOHNSTON PR19 0 129 521 0 0 10
JOHNSTON PR20 0 360 755 0 0 37
JOHNSTON PR21 0 120 753 0 0 19
JOHNSTON PR22 0 214 840 17 0 0
JOHNSTON PR23A 0 292 787 36 0 0
JOHNSTON PR23B 0 291 756 31 0 0
JOHNSTON PR24 0 325 222 0 0 14
JOHNSTON PR25 0 274 280 0 0 23
JOHNSTON PR26 0 221 170 6 0 1
JOHNSTON PR27A 0 157 140 0 0 18
JOHNSTON PR27B 0 265 413 0 0 25
JOHNSTON PR28 0 261 566 0 0 20
JOHNSTON PR29A 0 456 1051 0 0 57
JOHNSTON PR29B 0 664 1295 0 0 104
JOHNSTON PR30 0 359 571 0 0 35
JOHNSTON PR31A 0 165 434 0 0 19
JOHNSTON PR31B 0 363 742 0 0 60
JOHNSTON PR32 0 242 686 0 0 44
JOHNSTON PR33 0 263 976 16 0 0
JOHNSTON PR34 0 592 577 0 0 51
JOHNSTON PR35 0 401 1365 22 0 0
JOHNSTON PR36 0 225 810 12 0 12
JOHNSTON PR37 0 264 988 28 0 0
JOHNSTON PR38 0 99 730 13 0 0
JOHNSTON PROVISIONAL 0 136 164 0 0 10
JOHNSTON SMITHFIELD 0 3518 4954 44 0 111
JOHNSTON TRANSFER 0 105 63 1 0 13
LEE A1 0 406 317 0 0 0
LEE A2 0 487 261 0 0 0
LEE "ABSENTEE MAIL" 0 213 150 0 0 0
LEE B1 0 134 459 0 0 0
LEE B2 0 214 222 0 0 0
LEE C1 0 261 493 0 0 0
LEE C2 0 181 444 0 0 0
LEE D1 0 224 552 0 0 0
LEE D2 0 282 515 0 0 0
LEE E1 0 218 499 0 0 0
LEE E2 0 254 291 0 0 0
LEE "ONE STOP BOE" 0 3644 2753 0 0 0
LEE "ONE STOP MCSWAIN" 0 2261 3741 0 0 0
LEE PROVISIONAL 0 33 18 0 0 0
LEE TRANSFER 0 0 0 0 0 0
LINCOLN "ABSENTEE MAIL" 0 269 308 0 0 0
LINCOLN AS25 0 160 597 0 0 0
LINCOLN BC13 0 126 198 0 0 0
LINCOLN BS26 0 110 432 0 0 0
LINCOLN CF19 0 99 302 0 0 0
LINCOLN DN29 0 174 641 0 0 0
LINCOLN DV08 0 164 654 0 0 0
LINCOLN DW28 0 137 519 0 0 0
LINCOLN HC33 0 213 641 0 0 0
LINCOLN IS20 0 95 479 0 0 0
LINCOLN IS23 0 165 557 0 0 0
LINCOLN LB34 0 159 611 0 0 0
LINCOLN LI14 0 100 306 0 0 0
LINCOLN LN11 0 159 201 0 0 0
LINCOLN LS12 0 137 196 0 0 0
LINCOLN LW18 0 82 231 0 0 0
LINCOLN LW31 0 248 670 0 0 0
LINCOLN NB35 0 151 710 0 0 0
LINCOLN OB21 0 113 570 0 0 0
LINCOLN "OS EAST" 0 2398 5626 0 0 0
LINCOLN "OS LINCOLN" 0 2367 4195 0 0 0
LINCOLN "OS WEST" 0 303 963 0 0 0
LINCOLN PC22 0 139 533 0 0 0
LINCOLN PROVISIONAL 0 16 76 0 0 0
LINCOLN SL24 0 113 440 0 0 0
LINCOLN ST36 0 201 575 0 0 0
LINCOLN TA37 0 148 521 0 0 0
LINCOLN WP32 0 326 902 0 0 0
MACON 01 0 138 285 0 0 16
MACON 02 0 82 125 0 0 10
MACON 03 0 129 270 0 0 14
MACON 04 0 82 271 0 0 8
MACON 05 0 132 391 0 0 22
MACON 06 0 134 334 0 0 11
MACON 07 0 111 358 0 0 12
MACON 08 0 38 109 0 0 0
MACON 09 0 156 299 0 0 12
MACON 10 0 56 119 0 0 3
MACON 11 0 177 508 0 0 18
MACON 12 0 154 367 0 0 20
MACON 13 0 59 203 0 0 3
MACON 14 0 51 197 0 0 5
MACON 15 0 133 376 0 0 8
MACON ABSENTEE 0 204 252 0 0 8
MACON CURBSIDE 0 0 0 0 0 0
MACON "OS BOE" 0 2595 4960 0 0 151
MACON "OS HOS" 0 446 646 0 0 17
MACON PROVISIONAL 0 10 26 0 0 2
MACON TRANSFER 0 4 20 0 0 2
MADISON BEECH 0 543 856 0 0 37
MADISON "EBBS C" 0 225 369 0 0 11
MADISON GRAPEV 0 213 358 0 0 18
MADISON "HOT SP" 0 195 219 0 0 18
MADISON LAUREL 0 171 249 0 0 11
MADISON "MARS H" 0 1080 1136 0 0 58
MADISON NORTH 0 568 703 0 0 21
MADISON REVERE 0 89 61 0 0 3
MADISON SANDY 0 123 163 0 0 2
MADISON SOUTH 0 296 272 0 0 10
MADISON SPRING 0 212 216 0 0 7
MADISON WALNUT 0 321 379 0 0 27
MARTIN ABSENTEE 0 56 57 0 0 0
MARTIN BG 0 154 434 0 0 0
MARTIN CR 0 133 192 0 0 0
MARTIN GN 0 213 160 0 0 0
MARTIN GR 0 114 370 0 0 0
MARTIN HM 0 196 107 0 0 0
MARTIN HS 0 60 34 0 0 0
MARTIN J 0 224 397 0 0 0
MARTIN "ONE STOP" 0 2246 1543 0 0 0
MARTIN PP 0 36 55 0 0 0
MARTIN PROVISIONAL 0 8 6 0 0 0
MARTIN R1 0 243 112 0 0 0
MARTIN R2 0 280 160 0 0 0
MARTIN W 0 108 192 0 0 0
MARTIN W1 0 330 275 0 0 0
MARTIN W2 0 365 233 0 0 0
MCDOWELL CCREEK 0 340 698 0 0 23
MCDOWELL DYSART 0 269 771 0 0 13
MCDOWELL "FORT 1" 0 200 510 0 0 13
MCDOWELL "FORT 2" 0 296 602 0 0 12
MCDOWELL GLENWD 0 205 731 0 0 12
MCDOWELL HIGGIN 0 142 540 0 0 13
MCDOWELL M.COVE 0 169 663 0 0 17
MCDOWELL "MAR 1" 0 480 1007 0 0 26
MCDOWELL "MAR 2" 0 364 288 0 0 14
MCDOWELL "MAR 3" 0 133 295 0 0 8
MCDOWELL "MAR 4" 0 154 297 0 0 11
MCDOWELL "MAR 5" 0 163 333 0 0 7
MCDOWELL N.COVE 0 119 328 0 0 12
MCDOWELL NEBO 0 378 962 0 0 11
MCDOWELL PLEASA 0 306 768 0 0 12
MCDOWELL T.COVE 0 69 325 0 0 7
MCDOWELL "WEST M" 0 457 1158 0 0 18
MECKLENBURG 001 0 680 363 0 0 11
MECKLENBURG 002 0 1438 389 0 0 5
MECKLENBURG 003 0 853 76 0 0 0
MECKLENBURG 004 0 831 219 0 0 0
MECKLENBURG 005 0 603 128 0 0 0
MECKLENBURG 006 0 877 108 0 0 0
MECKLENBURG 007 0 750 246 0 0 0
MECKLENBURG 008 0 951 643 0 0 19
MECKLENBURG 009 0 1601 627 0 0 0
MECKLENBURG 010 0 1223 527 0 0 0
MECKLENBURG 011 0 3097 1006 0 0 0
MECKLENBURG 012 0 1076 92 0 0 0
MECKLENBURG 013 0 1341 300 0 0 0
MECKLENBURG 014 0 1129 119 0 0 0
MECKLENBURG 015 0 1855 379 0 0 0
MECKLENBURG 016 0 1489 32 0 0 0
MECKLENBURG 017 0 732 67 0 0 0
MECKLENBURG 018 0 636 496 0 0 18
MECKLENBURG 019 0 731 446 0 0 14
MECKLENBURG 020 0 1049 550 0 0 0
MECKLENBURG 021 0 957 328 0 0 0
MECKLENBURG 022 0 2510 806 0 0 0
MECKLENBURG 023 0 781 112 0 0 0
MECKLENBURG 024 0 1038 140 0 0 0
MECKLENBURG 025 0 918 18 0 0 0
MECKLENBURG 026 0 1506 168 0 0 0
MECKLENBURG 027 0 963 70 0 0 0
MECKLENBURG 028 0 867 127 0 0 0
MECKLENBURG 029 0 817 205 0 0 0
MECKLENBURG 030 0 1645 279 0 0 0
MECKLENBURG 031 0 949 50 0 0 0
MECKLENBURG 032 0 775 646 0 0 12
MECKLENBURG 033 0 779 204 0 0 0
MECKLENBURG 034 0 948 284 0 0 0
MECKLENBURG 035 0 724 403 0 0 0
MECKLENBURG 036 0 920 675 0 0 0
MECKLENBURG 037 0 791 504 0 0 0
MECKLENBURG 038 0 807 333 0 0 0
MECKLENBURG 039 0 883 48 0 0 0
MECKLENBURG 040 0 903 104 0 0 0
MECKLENBURG 041 0 914 83 0 0 0
MECKLENBURG 042 0 1146 36 0 0 0
MECKLENBURG 043 0 1144 96 0 0 0
MECKLENBURG 044 0 790 229 0 0 0
MECKLENBURG 045 0 684 229 0 0 0
MECKLENBURG 046 0 1200 262 0 0 0
MECKLENBURG 047 0 968 746 0 0 0
MECKLENBURG 048 0 735 611 0 0 22
MECKLENBURG 049 0 939 527 0 0 0
MECKLENBURG 050 0 750 328 0 0 0
MECKLENBURG 051 0 1118 515 0 0 0
MECKLENBURG 052 0 1074 46 0 0 0
MECKLENBURG 053 0 1206 107 0 0 0
MECKLENBURG 054 0 1315 89 0 0 0
MECKLENBURG 055 0 690 17 0 0 0
MECKLENBURG 056 0 619 24 0 0 0
MECKLENBURG 057 0 838 530 0 0 30
MECKLENBURG 058 0 812 439 0 0 0
MECKLENBURG 059 0 508 264 0 0 0
MECKLENBURG 060 0 933 48 0 0 0
MECKLENBURG 061 0 864 264 0 0 0
MECKLENBURG 062 0 736 164 0 0 0
MECKLENBURG 063 0 859 191 0 0 0
MECKLENBURG 064 0 496 169 0 0 0
MECKLENBURG 065 0 576 385 0 0 0
MECKLENBURG 066 0 657 357 0 0 0
MECKLENBURG 067 0 542 453 0 0 0
MECKLENBURG 068 0 688 288 0 0 0
MECKLENBURG 069 0 1386 1211 0 0 47
MECKLENBURG 070 0 844 658 0 0 12
MECKLENBURG 071 0 600 527 0 0 17
MECKLENBURG 072 0 619 380 0 0 15
MECKLENBURG 073 0 689 424 0 0 25
MECKLENBURG 074 0 1151 802 0 0 38
MECKLENBURG 075 0 1167 890 0 0 28
MECKLENBURG 076 0 1144 739 0 0 34
MECKLENBURG 077 0 938 53 0 0 0
MECKLENBURG 078.1 0 812 197 0 0 0
MECKLENBURG 079 0 692 266 0 0 0
MECKLENBURG 080 0 1301 335 0 0 0
MECKLENBURG 081 0 1661 300 0 0 0
MECKLENBURG 082 0 1272 63 0 0 0
MECKLENBURG 083 0 1164 436 0 0 0
MECKLENBURG 084 0 800 146 0 0 0
MECKLENBURG 085 0 925 501 0 0 0
MECKLENBURG 086 0 741 701 0 0 9
MECKLENBURG 087 0 937 562 0 0 0
MECKLENBURG 088 0 870 602 0 0 0
MECKLENBURG 089 0 2218 815 0 0 0
MECKLENBURG 090 0 563 415 0 0 20
MECKLENBURG 091 0 1480 1269 0 0 42
MECKLENBURG 092 0 1016 759 0 0 31
MECKLENBURG 093 0 564 609 0 0 24
MECKLENBURG 094 0 710 254 0 0 0
MECKLENBURG 095 0 692 175 0 0 0
MECKLENBURG 096 0 775 480 0 0 17
MECKLENBURG 097 0 607 131 0 0 0
MECKLENBURG 098 0 857 128 0 0 0
MECKLENBURG 099 0 747 84 0 0 0
MECKLENBURG 100 0 1032 728 0 0 31
MECKLENBURG 101 0 792 633 0 0 33
MECKLENBURG 102 0 1630 550 0 0 0
MECKLENBURG 103 0 1162 991 0 0 23
MECKLENBURG 104 0 1367 106 0 0 0
MECKLENBURG 105 0 1599 231 0 0 0
MECKLENBURG 106 0 702 498 0 0 0
MECKLENBURG 107.1 0 1735 264 0 0 0
MECKLENBURG 108 0 840 103 0 0 0
MECKLENBURG 109 0 1400 305 0 0 0
MECKLENBURG 110 0 546 377 0 0 19
MECKLENBURG 111 0 1075 705 0 0 34
MECKLENBURG 112 0 693 695 0 0 34
MECKLENBURG 113 0 1163 1028 0 0 24
MECKLENBURG 114 0 1011 811 0 0 38
MECKLENBURG 115 0 655 192 0 0 0
MECKLENBURG 116 0 631 137 0 0 0
MECKLENBURG 117 0 778 221 0 0 0
MECKLENBURG 118 0 999 673 0 0 26
MECKLENBURG 119 0 579 370 0 0 17
MECKLENBURG 120 0 837 140 0 0 0
MECKLENBURG 121 0 1285 1271 0 0 43
MECKLENBURG 122 0 2007 921 0 0 0
MECKLENBURG 123 0 1100 245 0 0 0
MECKLENBURG 124 0 1088 137 0 0 0
MECKLENBURG 125 0 522 145 0 0 0
MECKLENBURG 126 0 1464 211 0 0 0
MECKLENBURG 127 0 1522 1535 0 0 0
MECKLENBURG 128 0 1231 500 0 0 0
MECKLENBURG 129 0 448 148 0 0 0
MECKLENBURG 130 0 588 217 0 0 0
MECKLENBURG 131 0 625 556 0 0 20
MECKLENBURG 132 0 723 219 0 0 0
MECKLENBURG 133 0 1325 1470 0 0 0
MECKLENBURG 134 0 2048 1528 0 0 0
MECKLENBURG 135 0 2989 310 0 0 0
MECKLENBURG 136 0 702 715 0 0 23
MECKLENBURG 137 0 1674 1579 0 0 52
MECKLENBURG 138 0 1285 234 0 0 0
MECKLENBURG 139.1 0 1120 829 0 0 41
MECKLENBURG 140 0 1627 1414 0 0 0
MECKLENBURG 141 0 1166 170 0 0 0
MECKLENBURG 142 0 1716 1856 0 0 0
MECKLENBURG 143 0 1653 1633 0 0 0
MECKLENBURG 144 0 1201 906 0 0 31
MECKLENBURG 145 0 3655 1722 0 0 0
MECKLENBURG 146 0 1801 223 0 0 0
MECKLENBURG 147 0 1395 223 0 0 0
MECKLENBURG 148 0 3540 2184 0 0 0
MECKLENBURG 149 0 2508 369 0 0 0
MECKLENBURG 150 0 1317 527 0 0 0
MECKLENBURG 151 0 2102 475 0 0 0
MECKLENBURG 200 0 608 589 0 0 0
MECKLENBURG 201 0 2635 904 0 0 0
MECKLENBURG 202 0 2410 2278 0 0 0
MECKLENBURG 203 0 2486 524 0 0 0
MECKLENBURG 204.1 0 2476 317 0 0 0
MECKLENBURG 205 0 1429 614 0 0 0
MECKLENBURG 206 0 2374 1095 0 0 0
MECKLENBURG 207 0 1354 1592 0 0 0
MECKLENBURG 208 0 1106 1749 0 0 0
MECKLENBURG 209 0 1336 1264 0 0 0
MECKLENBURG 210 0 2788 267 0 0 0
MECKLENBURG 211 0 3870 841 0 0 0
MECKLENBURG 212 0 4210 670 0 0 0
MECKLENBURG 213 0 1952 215 0 0 0
MECKLENBURG 214 0 1548 467 0 0 0
MECKLENBURG 215 0 1103 876 0 0 52
MECKLENBURG 216 0 1524 1193 0 0 59
MECKLENBURG 217 0 847 623 0 0 21
MECKLENBURG 218 0 685 900 0 0 33
MECKLENBURG 219 0 645 790 0 0 41
MECKLENBURG 220 0 888 1130 0 0 38
MECKLENBURG 221 0 1040 1616 0 0 68
MECKLENBURG 222 0 2783 630 0 0 0
MECKLENBURG 223.1 0 2591 1177 0 0 0
MECKLENBURG 224 0 899 503 0 0 0
MECKLENBURG 225 0 678 581 0 0 0
MECKLENBURG 226 0 1201 862 0 0 45
MECKLENBURG 227 0 2127 1603 0 0 59
MECKLENBURG 228 0 1516 486 0 0 0
MECKLENBURG 229 0 3077 1840 0 0 0
MECKLENBURG 230 0 3513 1079 0 0 0
MECKLENBURG 231 0 1506 863 0 0 0
MECKLENBURG 232 0 1590 1346 0 0 58
MECKLENBURG 233 0 1333 1355 0 0 34
MECKLENBURG 234 0 971 750 0 0 0
MECKLENBURG 235 0 981 729 0 0 0
MECKLENBURG 236 0 1095 1624 0 0 65
MECKLENBURG 237 0 1557 304 0 0 0
MECKLENBURG 238.1 0 1258 482 0 0 0
MECKLENBURG 239 0 1422 443 0 0 0
MECKLENBURG 240 0 1540 1794 0 0 0
MECKLENBURG 241 0 2192 1711 0 0 0
MECKLENBURG 242 0 647 1366 0 0 0
MECKLENBURG 243 0 3491 1516 0 0 0
MECKLENBURG "ABSENTEE BY MAIL 1-35" 0 2737 979 0 0 8
MECKLENBURG "ABSENTEE BY MAIL 36-70" 0 4520 2312 0 0 41
MECKLENBURG "ABSENTEE BY MAIL 71-106" 0 1521 997 0 0 9
MECKLENBURG "CURBSIDE 1-35" 0 1830 206 0 0 0
MECKLENBURG "CURBSIDE 36-70" 0 955 371 0 0 8
MECKLENBURG "CURBSIDE 71-106" 0 355 178 0 0 2
MECKLENBURG "PROVISIONAL 1-35" 0 350 79 0 0 1
MECKLENBURG "PROVISIONAL 36-70" 0 322 128 0 0 5
MECKLENBURG "PROVISIONAL 71-106" 0 139 68 0 0 0
MITCHELL 01 0 198 561 0 0 6
MITCHELL 02 0 14 162 0 0 3
MITCHELL 03 0 61 268 0 0 8
MITCHELL 04 0 754 2438 0 0 65
MITCHELL 05 0 61 351 0 0 6
MITCHELL 06 0 58 262 0 0 7
MITCHELL 07 0 12 84 0 0 4
MITCHELL 08 0 35 149 0 0 2
MITCHELL 09 0 231 524 0 0 7
MONTGOMERY BIS 0 440 363 0 0 0
MONTGOMERY CAN 0 363 398 0 0 0
MONTGOMERY CHE 0 101 281 0 0 0
MONTGOMERY ELD 0 180 659 0 0 0
MONTGOMERY LIT 0 66 237 0 0 0
MONTGOMERY MTG 0 696 340 0 0 0
MONTGOMERY OPH 0 25 161 0 0 0
MONTGOMERY PEE 0 165 465 0 0 0
MONTGOMERY ROC 0 245 124 0 0 0
MONTGOMERY STA 0 183 599 0 0 0
MONTGOMERY T1 0 491 660 0 0 0
MONTGOMERY T2 0 312 518 0 0 0
MONTGOMERY UWH 0 180 585 0 0 0
MONTGOMERY WAD 0 165 115 0 0 0
MOORE ABSENTEE 0 734 671 0 0 0
MOORE BEN 0 188 474 0 0 0
MOORE CAM 0 178 452 0 0 0
MOORE CAR 0 321 717 0 0 0
MOORE DHR 0 87 494 0 0 0
MOORE EAB 0 342 410 0 0 0
MOORE EKWD 0 115 224 0 0 0
MOORE EUR-WP 0 302 957 0 0 0
MOORE EWD 0 156 357 0 0 0
MOORE LTR 0 206 618 0 0 0
MOORE NSP 0 292 345 0 0 0
MOORE "OS DCC" 0 5666 5642 0 0 0
MOORE "OS LOB" 0 2550 5167 0 0 0
MOORE PBF 0 293 404 0 0 0
MOORE PDN 0 344 525 0 0 0
MOORE PHA1 0 327 681 0 0 0
MOORE PHA2 0 172 505 0 0 0
MOORE PHB1 0 282 586 0 0 0
MOORE PHB2 0 183 496 0 0 0
MOORE PHC 0 466 934 0 0 0
MOORE PROVISIONAL 0 69 81 0 0 0
MOORE RBN 0 112 318 0 0 0
MOORE SLS 0 405 996 0 0 0
MOORE SSP 0 305 224 0 0 0
MOORE TLT 0 158 48 0 0 0
MOORE VSS 0 203 414 0 0 0
MOORE WAB 0 409 583 0 0 0
MOORE WEM 0 131 733 0 0 0
MOORE WKWD 0 140 334 0 0 0
MOORE WND 0 266 493 0 0 0
NASH ABSENTEE 0 392 284 0 0 16
NASH "NASHVILLE OS" 0 5741 7301 0 0 192
NASH P01A 0 319 719 0 0 22
NASH P02A 0 307 585 0 0 24
NASH P03A 0 178 486 0 0 20
NASH P04A 0 190 404 0 0 13
NASH P05A 0 107 746 0 0 19
NASH P06A 0 475 485 0 0 27
NASH P07A 0 67 228 0 0 12
NASH P08A 0 468 628 0 0 27
NASH P09A 0 147 245 0 0 8
NASH P10A 0 277 137 0 0 2
NASH P11A 0 134 621 0 0 30
NASH P12A 0 179 177 0 0 9
NASH P13A 0 230 80 0 0 4
NASH P14A 0 112 276 0 0 7
NASH P15A 0 226 526 0 0 16
NASH P16A 0 271 251 0 0 8
NASH P17A 0 541 340 0 0 20
NASH P18A 0 388 224 0 0 12
NASH P19A 0 485 756 0 0 30
NASH P20A 0 257 294 0 0 19
NASH P21A 0 338 176 0 0 11
NASH P22A 0 303 26 0 0 2
NASH P23A 0 416 101 0 0 9
NASH P24A 0 221 515 0 0 25
NASH PROVISIONAL 0 182 143 0 0 12
NASH "ROCKY MOUNT OS" 0 5277 1630 0 0 73
NASH TRANSFER 0 0 0 0 0 0
"NEW HANOVER" "ABSENTEE MAIL" 0 0 0 0 0 0
"NEW HANOVER" CF01 0 451 532 21 0 0
"NEW HANOVER" CF02 0 288 528 18 0 0
"NEW HANOVER" CF05 0 254 353 15 0 0
"NEW HANOVER" CF06 0 276 391 30 0 0
"NEW HANOVER" FP03 0 207 325 7 0 0
"NEW HANOVER" FP04 0 423 748 28 0 0
"NEW HANOVER" FP06 0 363 524 23 0 0
"NEW HANOVER" FP07 0 383 627 17 0 0
"NEW HANOVER" FP08 0 449 618 33 0 0
"NEW HANOVER" H01 0 149 209 9 0 0
"NEW HANOVER" H02 0 259 443 6 0 0
"NEW HANOVER" H03 0 472 724 20 0 0
"NEW HANOVER" H04 0 313 375 18 0 0
"NEW HANOVER" H05 0 289 483 28 0 0
"NEW HANOVER" H06 0 316 411 34 0 0
"NEW HANOVER" H08 0 531 901 25 0 0
"NEW HANOVER" H10 0 417 365 20 0 0
"NEW HANOVER" H11 0 489 679 25 0 0
"NEW HANOVER" H12 0 282 507 20 0 0
"NEW HANOVER" H13 0 399 615 19 0 0
"NEW HANOVER" M02 0 671 960 37 0 0
"NEW HANOVER" M03 0 434 649 30 0 0
