COUNTY AREA TOTAL DEM REP CST GRE LIB
COUNTY AREA TOTAL DEM REP CST GRE LIB
CUMBERLAND G5C 0 285 216 0 0 0
CUMBERLAND G6A 0 323 946 0 0 18
CUMBERLAND G6B 0 104 356 0 0 4
CUMBERLAND G6C 0 271 450 0 0 16
CUMBERLAND G7A 0 139 417 0 0 0
CUMBERLAND G7B 0 106 398 0 0 0
CUMBERLAND G8A 0 420 307 0 0 0
CUMBERLAND G8B 0 266 293 0 0 0
CUMBERLAND G8C 0 295 211 0 0 0
CUMBERLAND G8D 0 262 383 0 0 0
CUMBERLAND G9A 0 358 328 0 0 9
CUMBERLAND G9B-1 0 401 361 0 0 20
CUMBERLAND G9B-2 0 333 379 0 0 19
CUMBERLAND LI65 0 206 559 0 0 0
CUMBERLAND LR63 0 568 183 0 0 0
CUMBERLAND MB62 0 441 106 0 0 0
CUMBERLAND MR02 0 406 272 0 0 0
CUMBERLAND "ONE STOP A 1-20" 0 5407 3809 0 0 32
CUMBERLAND "ONE STOP A 21-45" 0 1752 854 0 0 10
CUMBERLAND "ONE STOP B 1-20" 0 7465 2592 0 0 5
CUMBERLAND "ONE STOP B 21-45" 0 4237 1179 0 0 5
CUMBERLAND "ONE STOP C 1-20" 0 2707 972 0 0 7
CUMBERLAND "ONE STOP C 21-45" 0 4862 2756 0 0 4
CUMBERLAND "ONE STOP D 1-20" 0 2213 2923 0 0 49
CUMBERLAND "ONE STOP D 21-45" 0 1426 1200 0 0 21
CUMBERLAND "PROVISIONAL 1-20" 0 185 83 0 0 2
CUMBERLAND "PROVISIONAL 21-45" 0 107 40 0 0 3
CUMBERLAND SH77 0 266 364 0 0 19
CUMBERLAND "TRANSFER 1-20" 0 1 0 0 0 0
CUMBERLAND "TRANSFER 21-45" 0 0 0 0 0 0
DAVIDSON 04 0 739 2346 0 20 61
DAVIDSON 06 0 204 1096 0 19 35
DAVIDSON 08 0 153 384 0 11 15
DAVIDSON 10 0 303 903 0 13 42
DAVIDSON 12 0 84 325 0 8 11
DAVIDSON 14 0 138 809 0 6 22
DAVIDSON 16 0 256 1276 0 10 33
DAVIDSON 18 0 176 841 0 9 25
DAVIDSON 20 0 223 1134 0 14 25
DAVIDSON 22 0 87 327 0 4 25
DAVIDSON 24 0 166 502 0 5 11
DAVIDSON 26 0 155 421 0 4 12
DAVIDSON 28 0 328 893 0 9 28
DAVIDSON 30 0 662 120 0 4 17
DAVIDSON 32 0 278 195 0 6 16
DAVIDSON 34 0 395 357 0 9 15
DAVIDSON 36 0 359 203 0 5 19
DAVIDSON 38 0 318 70 0 7 9
DAVIDSON 40 0 484 508 0 5 28
DAVIDSON 42 0 114 1008 0 14 19
DAVIDSON 44 0 546 1574 0 18 42
DAVIDSON 46 0 279 1067 0 8 24
DAVIDSON 48 0 241 962 0 14 26
DAVIDSON 50 0 250 1419 0 8 35
DAVIDSON 52 0 418 1795 0 20 49
DAVIDSON 54 0 90 777 0 7 19
DAVIDSON 56 0 88 549 0 9 19
DAVIDSON 58 0 377 1233 0 18 31
DAVIDSON 60 0 690 1210 0 15 40
DAVIDSON 62 0 380 174 0 4 8
DAVIDSON 64 0 455 124 0 2 10
DAVIDSON 66 0 292 389 0 9 18
DAVIDSON 68 0 381 498 0 9 19
DAVIDSON 70 0 245 950 0 6 22
DAVIDSON 72 0 271 1203 0 8 23
DAVIDSON 74 0 316 1468 0 11 46
DAVIDSON 76 0 260 1337 0 11 32
DAVIDSON 78 0 301 1268 0 20 49
DAVIDSON 80A 0 531 2245 0 8 48
DAVIDSON 82 0 261 1103 0 10 30
DAVIDSON 84 0 685 2026 0 19 60
DAVIDSON 86A 0 605 954 0 15 35
DAVIDSON 88 0 346 1015 0 2 29
DAVIDSON ABSENTEE 0 644 754 0 4 29
DAVIDSON CURBSIDE 0 303 605 0 11 14
DAVIDSON PROVISIONAL 0 21 51 0 0 2
DAVIDSON TRANSFER 0 0 0 0 0 0
DAVIE 01 0 124 466 0 5 16
DAVIE 02 0 112 415 0 9 20
DAVIE 03 0 233 1114 0 17 22
DAVIE 04 0 191 572 0 9 15
DAVIE 05 0 289 1108 0 22 26
DAVIE 06 0 215 667 0 8 19
DAVIE 07 0 215 673 0 9 20
DAVIE 08 0 468 598 0 15 24
DAVIE 09 0 351 796 0 8 27
DAVIE 10 0 386 1111 0 4 23
DAVIE 11 0 150 794 0 6 15
DAVIE 12 0 498 1593 0 8 48
DAVIE 13 0 579 1339 0 7 30
DAVIE 14 0 306 921 0 10 23
DAVIE ABSENTEE 0 202 195 0 3 9
DAVIE CURBSIDE 0 62 182 0 0 3
DAVIE PROVISIONAL 0 15 69 0 1 3
DUPLIN "ABSENTEE MAIL" 0 71 66 1 0 0
DUPLIN ALBE 0 84 405 9 0 0
DUPLIN BEUL 0 162 647 6 0 0
DUPLIN CALY 0 88 253 3 0 0
DUPLIN CFRK 0 38 254 5 0 0
DUPLIN CHAR 0 234 154 4 0 0
DUPLIN CHIN 0 69 250 6 0 0
DUPLIN CYCK 0 76 495 5 0 0
DUPLIN FAIS 0 182 257 9 0 0
DUPLIN GLIS 0 36 237 5 0 0
DUPLIN HALL 0 135 232 9 0 0
DUPLIN KENA 0 241 290 10 0 0
DUPLIN LOCK 0 27 112 1 0 0
DUPLIN MAGN 0 193 147 13 0 0
DUPLIN "ONE STOP" 0 2969 3030 67 0 0
DUPLIN PROVISIONAL 0 17 17 1 0 0
DUPLIN ROCK 0 118 182 3 0 0
DUPLIN ROSE 0 207 295 11 0 0
DUPLIN SMCA 0 77 271 6 0 0
DUPLIN WALL 0 599 688 22 0 0
DUPLIN WARS 0 499 227 3 0 0
DUPLIN WOLF 0 99 411 9 0 0
DURHAM 01 0 253 30 0 0 0
DURHAM 02 0 620 46 0 0 0
DURHAM 03 0 506 53 0 0 0
DURHAM 04 0 468 72 0 0 0
DURHAM 05 0 534 50 0 0 0
DURHAM 06 0 381 47 0 0 0
DURHAM 07 0 402 58 0 0 0
DURHAM 08 0 570 37 0 0 0
DURHAM 09 0 611 125 0 0 0
DURHAM 10 0 341 11 0 0 0
DURHAM 12 0 173 10 0 0 0
DURHAM 13 0 228 12 0 0 0
DURHAM 14 0 414 42 0 0 0
DURHAM 15 0 282 18 0 0 0
DURHAM 16 0 438 143 0 0 0
DURHAM 17 0 507 36 0 0 0
DURHAM 18 0 391 29 0 0 0
DURHAM 19 0 665 100 0 0 0
DURHAM 20 0 359 41 0 0 0
DURHAM 21 0 418 83 0 0 0
DURHAM 22 0 896 41 0 0 0
DURHAM 23 0 979 137 0 0 0
DURHAM 24 0 658 338 0 0 0
DURHAM 25 0 270 303 0 0 0
DURHAM 26 0 167 322 0 0 0
DURHAM 27 0 617 253 0 0 0
DURHAM 28 0 357 643 0 0 0
DURHAM 29 0 612 326 0 0 0
DURHAM 30-1 0 1114 374 0 0 0
DURHAM 30-2 0 1093 177 0 0 0
DURHAM 31 0 788 371 0 0 0
DURHAM 32 0 314 452 0 0 0
DURHAM 33 0 1033 337 0 0 70
DURHAM 34-1 0 597 117 0 0 0
DURHAM 34-2 0 1094 133 0 0 0
DURHAM 35.3 0 1144 385 0 0 82
DURHAM 36 0 606 101 0 0 0
DURHAM 37 0 746 525 0 0 0
DURHAM 38 0 1055 340 0 0 0
DURHAM 39 0 728 404 0 0 0
DURHAM 40 0 401 59 0 0 0
DURHAM 41 0 417 8 0 0 0
DURHAM 42 0 294 8 0 0 0
DURHAM 43 0 1018 423 0 0 0
DURHAM 44 0 532 432 0 0 0
DURHAM 45 0 626 438 0 0 0
DURHAM 46 0 580 122 0 0 0
DURHAM 47 0 428 12 0 0 0
DURHAM 48 0 443 136 0 0 0
DURHAM 50 0 753 298 0 0 0
DURHAM 51 0 941 273 0 0 0
DURHAM 52 0 592 60 0 0 0
DURHAM 53-1 0 541 176 0 0 41
DURHAM 53-2 0 822 239 0 0 64
DURHAM 54 0 909 227 0 0 0
DURHAM 55-11 0 458 11 0 0 0
DURHAM 55-49 0 505 6 0 0 0
DURHAM ABSENTEE 0 2385 459 0 0 12
DURHAM "OS BOE" 0 14267 979 0 0 12
DURHAM "OS DUKE" 0 8975 974 0 0 13
DURHAM "OS ERL" 0 8334 2769 0 0 13
DURHAM "OS NCCU" 0 4436 145 0 0 1
DURHAM "OS NRL" 0 10818 4982 0 0 0
DURHAM "OS SRL" 0 20955 2860 0 0 220
DURHAM PROVISIONAL 0 484 90 0 0 0
DURHAM TRANSFER 0 0 0 0 0 0
EDGECOMBE 0101 0 367 51 0 0 0
EDGECOMBE 0102 0 326 317 0 0 0
EDGECOMBE 0103 0 248 344 0 0 0
EDGECOMBE 0104 0 272 216 0 0 0
EDGECOMBE 0201 0 164 186 0 0 0
EDGECOMBE 0301 0 77 52 0 0 0
EDGECOMBE 0401 0 82 68 0 0 0
EDGECOMBE 0501 0 98 88 0 0 0
EDGECOMBE 0601 0 234 99 0 0 0
EDGECOMBE 0701 0 306 116 0 0 0
EDGECOMBE 0801 0 100 214 0 0 0
EDGECOMBE 0901 0 87 290 0 0 0
EDGECOMBE 1001 0 211 245 0 0 0
EDGECOMBE 1101 0 99 206 0 0 0
EDGECOMBE 1201 0 576 31 0 0 0
EDGECOMBE 1202 0 261 5 0 0 0
EDGECOMBE 1203 0 279 379 0 0 0
EDGECOMBE 1204 0 276 11 0 0 0
EDGECOMBE 1205 0 182 2 0 0 0
EDGECOMBE 1301 0 87 263 0 0 0
EDGECOMBE 1401 0 51 256 0 0 0
EDGECOMBE "ABSENTEE MAIL" 0 85 42 0 0 0
EDGECOMBE "ONE STOP #1" 0 2678 1340 0 0 0
EDGECOMBE "ONE STOP #2" 0 3679 500 0 0 0
EDGECOMBE "ONE STOP #3" 0 654 578 0 0 0
EDGECOMBE PROVISIONAL 0 25 9 0 0 0
EDGECOMBE TRANSFER 0 0 0 0 0 0
FORSYTH 011 0 1143 1406 0 0 0
FORSYTH 012 0 350 1022 0 0 0
FORSYTH 013 0 888 1168 0 0 0
FORSYTH 014 0 372 780 0 0 0
FORSYTH 015 0 481 807 0 0 0
FORSYTH 021 0 421 1495 0 0 0
FORSYTH 031 0 469 648 0 0 0
FORSYTH 032 0 591 922 0 0 0
FORSYTH 033 0 742 485 0 0 0
FORSYTH 034 0 410 734 0 0 0
FORSYTH 042 0 937 737 0 0 0
FORSYTH 043 0 615 715 0 0 0
FORSYTH 051 0 672 937 0 0 0
FORSYTH 052 0 319 443 0 0 0
FORSYTH 053 0 551 980 0 0 0
FORSYTH 054 0 673 1023 0 0 0
FORSYTH 055 0 856 1261 0 0 0
FORSYTH 061 0 459 645 0 0 0
FORSYTH 062 0 413 744 0 0 0
FORSYTH 063 0 685 1358 0 0 0
FORSYTH 064 0 250 372 0 0 0
FORSYTH 065 0 786 1449 0 0 0
FORSYTH 066 0 358 779 0 0 0
FORSYTH 067 0 374 478 0 0 0
FORSYTH 068 0 519 975 0 0 0
FORSYTH 071 0 903 1196 0 0 0
FORSYTH 072 0 1279 1747 0 0 0
FORSYTH 073 0 591 1280 0 0 0
FORSYTH 074 0 910 817 0 0 0
FORSYTH 075 0 118 306 0 0 0
FORSYTH 081 0 1043 578 0 0 0
FORSYTH 082 0 1418 946 0 0 0
FORSYTH 083 0 645 315 0 0 0
FORSYTH 091 0 330 856 0 0 0
FORSYTH 092 0 293 737 0 0 0
FORSYTH 101 0 680 538 0 0 0
FORSYTH 111 0 247 741 0 0 0
FORSYTH 112 0 500 991 0 0 0
FORSYTH 122 0 1911 1044 0 0 0
FORSYTH 123 0 826 713 0 0 0
FORSYTH 131 0 850 1029 0 0 0
FORSYTH 132 0 1102 1241 0 0 0
FORSYTH 133 0 1403 1984 0 0 0
FORSYTH 201 0 1577 226 0 0 0
FORSYTH 203 0 618 11 0 0 0
FORSYTH 204 0 577 34 0 0 0
FORSYTH 205 0 324 14 0 0 0
FORSYTH 206 0 696 71 0 0 0
FORSYTH 207 0 826 159 0 0 0
FORSYTH 301 0 297 7 0 0 0
FORSYTH 302 0 369 19 0 0 0
FORSYTH 303 0 240 8 0 0 0
FORSYTH 304 0 1225 40 0 0 0
FORSYTH 305 0 665 18 0 0 0
FORSYTH 306 0 507 90 0 0 0
FORSYTH 401 0 640 58 0 0 0
FORSYTH 402 0 486 13 0 0 0
FORSYTH 403 0 549 39 0 0 0
FORSYTH 404 0 878 168 0 0 0
FORSYTH 405 0 679 22 0 0 0
FORSYTH 501 0 949 76 0 0 0
FORSYTH 502 0 534 36 0 0 0
FORSYTH 503 0 558 106 0 0 0
FORSYTH 504 0 409 61 0 0 0
FORSYTH 505 0 559 149 0 0 0
FORSYTH 506 0 474 259 0 0 0
FORSYTH 507 0 1601 801 0 0 0
FORSYTH 601 0 807 195 0 0 0
FORSYTH 602 0 1442 764 0 0 0
FORSYTH 603 0 911 193 0 0 0
FORSYTH 604 0 625 138 0 0 0
FORSYTH 605 0 1122 507 0 0 0
FORSYTH 606 0 531 240 0 0 0
FORSYTH 607 0 818 464 0 0 0
FORSYTH 701 0 450 399 0 0 0
FORSYTH 702 0 789 296 0 0 0
FORSYTH 703 0 546 230 0 0 0
FORSYTH 704 0 803 273 0 0 0
FORSYTH 705 0 796 346 0 0 0
FORSYTH 706 0 405 243 0 0 0
FORSYTH 707 0 472 293 0 0 0
FORSYTH 708 0 1337 894 0 0 0
FORSYTH 709 0 1008 613 0 0 0
FORSYTH 801 0 515 330 0 0 0
FORSYTH 802 0 548 516 0 0 0
FORSYTH 803 0 517 659 0 0 0
FORSYTH 804 0 451 426 0 0 0
FORSYTH 805 0 853 753 0 0 0
FORSYTH 806 0 533 600 0 0 0
FORSYTH 807 0 603 580 0 0 0
FORSYTH 808 0 1129 503 0 0 0
FORSYTH 809 0 885 844 0 0 0
FORSYTH 901 0 802 409 0 0 0
FORSYTH 902 0 824 131 0 0 0
FORSYTH 903 0 942 353 0 0 0
FORSYTH 904 0 825 205 0 0 0
FORSYTH 905 0 752 258 0 0 0
FORSYTH 906 0 1145 718 0 0 0
FORSYTH 907 0 698 376 0 0 0
FORSYTH 908 0 902 894 0 0 0
FORSYTH 909 0 456 321 0 0 0
FORSYTH ABSENTEE 0 2589 1945 0 0 0
FORSYTH "ONE STOP" 0 2250 1309 0 0 0
FORSYTH PROVISIONAL 0 353 178 0 0 0
FRANKLIN 01 0 715 340 0 0 33
FRANKLIN 02 0 469 348 0 0 18
FRANKLIN 03 0 917 964 0 0 47
FRANKLIN 05 0 450 797 0 0 43
FRANKLIN 06 0 591 424 0 0 25
FRANKLIN 07 0 251 704 0 0 37
FRANKLIN 08 0 686 939 0 0 60
FRANKLIN 09 0 360 571 0 0 24
FRANKLIN 10 0 212 400 0 0 13
FRANKLIN 11 0 556 387 0 0 17
FRANKLIN 12 0 347 424 0 0 24
FRANKLIN 13 0 370 777 0 0 37
FRANKLIN 14 0 860 1529 0 0 91
FRANKLIN 15 0 1083 491 0 0 36
FRANKLIN 16 0 707 475 0 0 35
FRANKLIN 17 0 697 1270 0 0 71
FRANKLIN 18 0 594 976 0 0 60
FRANKLIN 19 0 1253 1794 0 0 101
GASTON 01 0 393 317 0 0 0
GASTON 02 0 606 399 0 0 0
GASTON 03 0 542 274 0 0 0
GASTON 04 0 913 1310 0 0 0
GASTON 05 0 551 332 0 0 0
GASTON 06 0 561 155 0 0 0
GASTON 07 0 473 36 0 0 0
GASTON 08 0 526 251 0 0 0
GASTON 09 0 432 457 0 0 0
GASTON 10 0 694 735 0 0 0
GASTON 11 0 413 270 0 0 0
GASTON 12 0 442 872 0 0 0
GASTON 13 0 475 814 0 0 0
GASTON 14 0 289 429 0 0 0
GASTON 15 0 1371 2097 0 0 0
GASTON 16 0 907 1743 0 0 0
GASTON 17 0 954 1299 0 0 0
GASTON 18 0 1429 1602 0 0 0
GASTON 19 0 647 1410 0 0 0
GASTON 20 0 341 1197 0 0 0
GASTON 21 0 385 608 0 0 0
GASTON 22 0 612 1460 0 0 0
GASTON 23 0 829 1236 0 0 0
GASTON 24 0 559 796 0 0 0
GASTON 25 0 385 777 0 0 0
GASTON 26 0 518 900 0 0 0
GASTON 27 0 885 1757 0 0 0
GASTON 28 0 717 1288 0 0 0
GASTON 29 0 667 1717 0 0 0
GASTON 30 0 314 653 0 0 0
GASTON 31 0 416 1306 0 0 0
GASTON 32 0 395 845 0 0 0
GASTON 33 0 176 821 0 0 0
GASTON 34 0 191 836 0 0 0
GASTON 35 0 181 608 0 0 0
GASTON 36 0 315 1171 0 0 0
GASTON 37 0 230 540 0 0 0
GASTON 38 0 230 1248 0 0 0
GASTON 39 0 249 1510 0 0 0
GASTON 40 0 726 1512 0 0 0
GASTON 41 0 405 1155 0 0 0
GASTON 42 0 401 957 0 0 0
GASTON 43 0 732 1464 0 0 0
GASTON 44 0 737 1862 0 0 0
GASTON 45 0 854 895 0 0 0
GASTON 46 0 670 1780 0 0 0
GATES 1 0 506 301 0 0 0
GATES 2 0 216 360 0 0 0
GATES 3 0 555 432 0 0 0
GATES 4N 0 301 432 0 0 0
GATES 4S 0 324 222 0 0 0
GATES 5 0 247 303 0 0 0
GRAHAM EAST 0 350 1081 0 0 31
GRAHAM STEC 0 163 519 0 0 12
GRAHAM TAPO 0 34 229 0 0 5
GRAHAM WEST 0 291 883 0 0 36
GRANVILLE ANTI 0 503 228 0 0 0
GRANVILLE BERE 0 446 481 0 0 0
GRANVILLE BTNR 0 863 594 0 0 0
GRANVILLE CORI 0 588 622 0 0 0
GRANVILLE CRDL 0 734 315 0 0 0
GRANVILLE CRDM 0 1439 1177 0 0 0
GRANVILLE EAOX 0 725 378 0 0 0
GRANVILLE MTEN 0 1099 1377 0 0 0
GRANVILLE OKHL 0 331 325 0 0 0
GRANVILLE SALM 0 507 494 0 0 0
GRANVILLE SASS 0 453 528 0 0 0
GRANVILLE SOOX 0 601 169 0 0 0
GRANVILLE TYHO 0 717 1255 0 0 0
GRANVILLE WILT 0 1126 2070 0 0 0
GRANVILLE WOEL 0 529 245 0 0 0
GUILFORD "ABSENTEE 1" 0 0 0 0 0 0
GUILFORD "ABSENTEE 2" 0 0 0 0 0 0
GUILFORD "ABSENTEE 3" 0 0 0 0 0 0
GUILFORD CG1 0 929 615 0 0 0
GUILFORD CG2 0 725 758 0 0 0
GUILFORD CG3A 0 687 583 0 0 0
GUILFORD CG3B 0 1069 887 0 0 0
GUILFORD "CURBSIDE 1" 0 0 0 0 0 0
GUILFORD "CURBSIDE 2" 0 0 0 0 0 0
GUILFORD "CURBSIDE 3" 0 0 0 0 0 0
GUILFORD FEN1 0 1601 573 0 45 38
GUILFORD FEN2 0 466 785 0 13 28
GUILFORD FR1 0 1510 708 0 26 38
GUILFORD FR2 0 736 716 0 9 29
GUILFORD FR3 0 515 458 0 8 16
GUILFORD FR4 0 470 550 0 4 27
GUILFORD FR5A 0 633 586 0 14 31
GUILFORD FR5B 0 370 408 0 7 16
GUILFORD G01 0 497 42 0 15 13
GUILFORD G02 0 408 168 0 0 0
GUILFORD G03 0 884 60 0 0 0
GUILFORD G04 0 719 49 0 0 0
GUILFORD G05 0 732 25 0 0 0
GUILFORD G06 0 817 39 0 0 0
GUILFORD G07 0 670 260 0 0 0
GUILFORD G08 0 856 259 0 0 0
GUILFORD G09 0 1232 218 0 0 0
GUILFORD G10 0 1145 251 0 0 0
GUILFORD G11 0 771 197 0 20 20
GUILFORD G12 0 587 121 0 10 11
GUILFORD G13 0 714 239 0 17 22
GUILFORD G14 0 681 221 0 12 14
GUILFORD G15 0 700 234 0 11 21
GUILFORD G16 0 703 433 0 11 16
GUILFORD G17 0 709 465 0 13 22
GUILFORD G18 0 494 474 0 6 11
GUILFORD G19 0 535 475 0 6 12
GUILFORD G20 0 880 716 0 16 28
GUILFORD G21 0 1141 842 0 20 25
GUILFORD G22 0 606 658 0 9 18
GUILFORD G23 0 562 309 0 7 26
GUILFORD G24 0 519 217 0 0 0
GUILFORD G25 0 648 460 0 0 0
GUILFORD G26 0 1421 406 0 0 0
GUILFORD G27 0 1079 914 0 0 0
GUILFORD G28 0 460 287 0 0 0
GUILFORD G29 0 588 290 0 0 0
GUILFORD G30 0 571 619 0 8 18
GUILFORD G31 0 577 380 0 14 27
GUILFORD G32 0 1005 802 0 8 19
GUILFORD G33 0 715 522 0 5 17
GUILFORD G34 0 776 596 0 4 25
GUILFORD G35 0 565 335 0 7 14
GUILFORD G36 0 814 395 0 10 22
GUILFORD G37 0 980 300 0 16 21
GUILFORD G38 0 974 538 0 11 25
GUILFORD G39 0 570 312 0 10 19
GUILFORD G40A1 0 615 495 0 11 20
GUILFORD G40A2 0 491 343 0 0 0
GUILFORD G40B 0 538 451 0 6 16
GUILFORD G41A 0 516 351 0 12 26
GUILFORD G41B 0 612 499 0 12 18
GUILFORD G42A 0 742 609 0 16 27
GUILFORD G42B 0 231 151 0 6 2
GUILFORD G43 0 938 347 0 23 27
GUILFORD G44 0 932 132 0 38 36
GUILFORD G45 0 1130 90 0 68 32
GUILFORD G46 0 1014 18 0 20 13
GUILFORD G47 0 1075 162 0 39 32
GUILFORD G48 0 1213 291 0 36 38
GUILFORD G49 0 481 72 0 5 9
GUILFORD G50 0 983 196 0 18 29
GUILFORD G51 0 584 244 0 29 25
GUILFORD G52 0 844 78 0 15 12
GUILFORD G53 0 1424 85 0 20 16
GUILFORD G54 0 1038 86 0 10 16
GUILFORD G55 0 1124 161 0 10 13
GUILFORD G56 0 715 178 0 13 9
GUILFORD G57 0 804 165 0 12 13
GUILFORD G58 0 662 132 0 10 16
GUILFORD G59 0 586 145 0 8 21
GUILFORD G60 0 604 189 0 12 19
GUILFORD G61 0 789 181 0 15 15
GUILFORD G62 0 547 262 0 13 17
GUILFORD G63 0 719 331 0 11 16
GUILFORD G64 0 1012 260 0 22 34
GUILFORD G65 0 887 412 0 17 17
GUILFORD G66 0 874 523 0 12 18
GUILFORD G67 0 478 5 0 6 5
GUILFORD G68 0 706 12 0 0 0
GUILFORD G69 0 1056 61 0 15 12
GUILFORD G70 0 985 15 0 9 15
GUILFORD G71 0 947 27 0 0 1
GUILFORD G72 0 1030 63 0 0 0
GUILFORD G73 0 783 15 0 8 12
GUILFORD G74 0 1133 21 0 11 7
GUILFORD G75 0 935 51 0 9 12
GUILFORD GIB 0 621 770 0 0 0
GUILFORD GR 0 271 1147 0 0 0
GUILFORD H01 0 510 176 0 7 9
GUILFORD H02 0 399 428 0 6 21
GUILFORD H03 0 455 104 0 6 10
GUILFORD H04 0 635 362 0 10 26
GUILFORD H05 0 776 131 0 12 11
GUILFORD H06 0 1012 539 0 21 36
GUILFORD H07 0 504 51 0 4 7
GUILFORD H08 0 376 23 0 1 6
GUILFORD H09 0 553 16 0 10 6
GUILFORD H10 0 971 105 0 10 9
GUILFORD H11 0 774 79 0 9 19
GUILFORD H12 0 449 175 0 7 20
GUILFORD H13 0 507 558 0 8 21
GUILFORD H14 0 365 619 0 9 17
GUILFORD H15 0 568 429 0 7 15
GUILFORD H16 0 350 367 0 5 20
GUILFORD H17 0 395 164 0 6 4
GUILFORD H18 0 794 182 0 18 17
GUILFORD H19A 0 552 71 0 3 8
GUILFORD H19B 0 322 260 0 5 13
GUILFORD H20A 0 372 318 0 13 15
GUILFORD H20B 0 370 393 0 11 13
GUILFORD H21 0 379 434 0 11 19
GUILFORD H22 0 374 285 0 7 13
GUILFORD H23 0 331 485 0 7 16
GUILFORD H24 0 686 755 0 13 35
GUILFORD H25 0 973 1254 0 14 40
GUILFORD H26 0 662 616 0 7 14
GUILFORD H27-A 0 821 698 0 12 31
GUILFORD H27-B 0 464 453 0 11 25
GUILFORD H28 0 1138 679 0 11 34
GUILFORD H29A 0 772 416 0 8 22
GUILFORD H29B 0 957 480 0 15 35
GUILFORD JAM1 0 823 988 0 17 37
GUILFORD JAM2 0 603 596 0 17 22
GUILFORD JAM3 0 607 666 0 11 27
GUILFORD JAM4 0 590 1053 0 8 22
GUILFORD JAM5 0 171 570 0 6 13
GUILFORD JEF1 0 876 893 0 0 0
GUILFORD JEF2 0 937 536 0 0 0
GUILFORD JEF3 0 2078 383 0 0 0
GUILFORD JEF4 0 590 587 0 0 0
GUILFORD MON1 0 1038 437 0 0 0
GUILFORD MON2A 0 1259 409 0 0 0
GUILFORD MON2B 0 726 317 0 0 0
GUILFORD MON3 0 929 1654 0 0 0
GUILFORD NCGR1 0 736 1361 0 0 0
GUILFORD NCGR2 0 487 1030 0 0 0
GUILFORD NCLAY1 0 675 980 0 8 18
GUILFORD NCLAY2 0 235 678 0 0 0
GUILFORD NDRI 0 422 1113 0 6 28
GUILFORD NMAD 0 709 722 0 0 0
GUILFORD NWASH 0 131 612 0 0 0
GUILFORD OR1 0 703 1486 0 0 0
GUILFORD OR2 0 497 1082 0 0 0
GUILFORD PG1 0 375 610 0 10 16
GUILFORD PG2 0 426 1226 0 11 30
GUILFORD "PROVISIONAL 1" 0 0 0 0 0 0
GUILFORD "PROVISIONAL 2" 0 0 0 0 0 0
GUILFORD "PROVISIONAL 3" 0 0 0 0 0 0
GUILFORD RC1 0 1057 927 0 0 0
GUILFORD RC2 0 1339 1222 0 0 0
GUILFORD SCLAY 0 256 963 0 0 0
GUILFORD SDRI 0 1353 1841 0 26 60
GUILFORD SF1 0 733 1346 0 0 0
GUILFORD SF2 0 346 766 0 0 0
GUILFORD SF3 0 808 1010 0 0 0
GUILFORD SF4 0 877 1449 0 0 0
GUILFORD SMAD 0 664 809 0 0 0
GUILFORD STOK 0 632 1728 0 0 0
GUILFORD SUM1 0 854 393 0 8 25
GUILFORD SUM2 0 821 386 0 8 28
GUILFORD SUM3 0 201 571 0 7 20
GUILFORD SUM4 0 244 1001 0 3 26
GUILFORD SWASH 0 125 442 0 0 0
HALIFAX ABSENTEE 0 157 68 0 0 0
HALIFAX BUTWD 0 59 85 0 0 0
HALIFAX CONC 0 101 35 0 0 0
HALIFAX "ENF 2" 0 426 48 0 0 0
HALIFAX ENF1 0 612 131 0 0 0
HALIFAX FAUCT 0 131 253 0 0 0
HALIFAX HAL 0 190 81 0 0 0
HALIFAX HOL 0 672 45 0 0 0
HALIFAX HPR 0 227 190 0 0 0
HALIFAX "LIT 1" 0 384 163 0 0 0
HALIFAX "LIT 2" 0 218 379 0 0 0
HALIFAX "ONE STOP" 0 3796 1603 0 0 0
HALIFAX PROVISIONAL 0 45 17 0 0 0
HALIFAX RINGW 0 449 47 0 0 0
HALIFAX "RR 10" 0 327 624 0 0 0
HALIFAX "RR 11" 0 335 578 0 0 0
HALIFAX "RR 3" 0 126 278 0 0 0
HALIFAX "RR 4" 0 98 262 0 0 0
HALIFAX "RR 5" 0 98 211 0 0 0
HALIFAX "RR 7" 0 231 63 0 0 0
HALIFAX "RR 9" 0 415 218 0 0 0
HALIFAX RR1-2 0 178 258 0 0 0
HALIFAX RRC 0 226 426 0 0 0
HALIFAX SN 0 645 256 0 0 0
HALIFAX "WEL 3" 0 387 171 0 0 0
HALIFAX WEL1-2 0 288 94 0 0 0
HARNETT ABSENTEE 0 488 672 0 0 34
HARNETT "OS ERWIN" 0 1747 2980 0 0 85
HARNETT "OS LOBBY" 0 3558 5369 0 0 212
HARNETT "OS WESTERN" 0 2451 2671 0 0 149
HARNETT PR01 0 629 902 0 0 57
HARNETT PR07 0 605 867 0 0 80
HARNETT PR08 0 553 1169 0 0 71
HARNETT PR16 0 443 584 0 0 37
HARNETT PR20 0 372 306 0 0 21
HARNETT PR23 0 320 641 0 0 33
HARNETT PR24 0 309 1031 0 0 32
HARNETT PR25 0 409 487 0 0 28
HARNETT PR26 0 186 475 0 0 24
HARNETT PR28 0 387 1347 0 0 60
HARNETT PR29 0 363 617 0 0 21
HARNETT PR31 0 187 207 0 0 19
HARNETT PR32 0 260 557 0 0 34
HARNETT PROVISIONAL 0 141 175 0 0 13
