DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
2 Harris 523 0 1066 1397 0 71 0
2 Harris 54 0 827 717 0 19 0
2 Harris 546 0 334 1706 0 18 0
2 Harris 548 0 801 719 0 47 0
2 Harris 551 0 1151 3131 0 53 0
2 Harris 56 0 512 685 0 30 0
2 Harris 563 0 660 1879 0 21 0
2 Harris 577 0 634 943 0 17 0
2 Harris 58 0 1710 1338 0 63 0
2 Harris 586 0 1276 1545 0 85 0
2 Harris 588 0 1181 1763 0 58 0
2 Harris 590 0 423 1298 0 17 0
2 Harris 593 0 1478 1479 0 68 0
2 Harris 597 0 1373 920 0 66 0
2 Harris 599 0 1556 784 0 57 0
2 Harris 60 0 1736 561 0 32 0
2 Harris 601 0 976 2264 0 40 0
2 Harris 604 0 363 2257 0 29 0
2 Harris 609 0 1324 1890 0 48 0
2 Harris 610 0 733 618 0 21 0
2 Harris 612 0 676 1924 0 30 0
2 Harris 621 0 521 429 0 22 0
2 Harris 622 0 1485 1820 0 68 0
2 Harris 623 0 1297 1675 0 59 0
2 Harris 628 0 784 587 0 47 0
2 Harris 631 0 871 1413 0 32 0
2 Harris 633 0 1128 2096 0 47 0
2 Harris 634 0 996 1179 0 63 0
2 Harris 635 0 672 1743 0 46 0
2 Harris 636 0 405 3499 0 43 0
2 Harris 648 0 952 1768 0 39 0
2 Harris 658 0 793 1175 0 43 0
2 Harris 659 0 1277 2703 0 47 0
2 Harris 661 0 1600 1639 0 64 0
2 Harris 666 0 0 0 0 0 0
2 Harris 668 0 1273 1724 0 62 0
2 Harris 669 0 1007 1735 0 41 0
2 Harris 670 0 601 2058 0 21 0
2 Harris 671 0 1123 1159 0 56 0
2 Harris 674 0 1056 2460 0 41 0
2 Harris 684 0 1233 1877 0 54 0
2 Harris 687 0 811 1440 0 24 0
2 Harris 689 0 844 818 0 28 0
2 Harris 694 0 1046 702 0 40 0
2 Harris 70 0 1663 1921 0 43 0
2 Harris 700 0 169 998 0 13 0
2 Harris 701 0 179 158 0 11 0
2 Harris 707 0 254 353 0 8 0
2 Harris 71 0 2748 2518 0 121 0
2 Harris 710 0 970 1009 0 16 0
2 Harris 730 0 748 1139 0 24 0
2 Harris 758 0 885 2719 0 30 0
2 Harris 759 0 919 1146 0 35 0
2 Harris 760 0 332 1359 0 4 0
2 Harris 761 0 469 1006 0 18 0
2 Harris 764 0 1581 2189 0 53 0
2 Harris 771 0 505 398 0 21 0
2 Harris 776 0 971 1174 0 48 0
2 Harris 802 0 11 3 0 0 0
2 Harris 809 0 15 31 0 0 0
2 Harris 82 0 816 1787 0 37 0
2 Harris 823 0 978 1175 0 52 0
2 Harris 841 0 1780 690 0 51 0
2 Harris 853 0 675 1679 0 27 0
2 Harris 874 0 725 1736 0 30 0
2 Harris 876 0 1380 2680 0 48 0
2 Harris 880 0 636 1655 0 25 0
2 Harris 885 0 1075 1372 0 33 0
2 Harris 888 0 1070 543 0 29 0
2 Harris 895 0 447 266 0 12 0
