COUNTY AREA TOTAL DEM REP DEM IND DEM REP IND LBT IRP IND DEM UPA IND IND REP REP None DEM REP
COUNTY AREA TOTAL Kelly McSally Arif Beckett Chilton Davida Decker Dorchester Glenn Haupt Kapadia Rodriguez Rodriguez1 Saenz Schiess Simmons Stevens Stewart Thomas
Coconino "FLAGSTAFF 12" 0 900 166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 13" 0 246 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 14" 0 915 287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 15" 0 1676 632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 16" 0 1203 540 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 17" 0 381 225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 18" 0 393 277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 19" 0 1011 637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 2" 0 1076 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 20" 0 432 126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 21" 0 1300 729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 22" 0 1652 1034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 23" 0 1014 478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 24" 0 1500 1064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 25" 0 1145 650 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 26" 0 571 404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 3" 0 806 136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 4" 0 1128 377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 5" 0 1347 652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 6" 0 1099 672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Coconino "FLAGSTAFF 7" 0 868 439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
