DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
NA Alachua "1-First Baptist Church of Waldo" 0 424 725 1 6 4
NA Alachua "10-Micanopy Town Hall" 0 698 589 1 17 4
NA Alachua "11-Archer Community Center" 0 1204 1116 1 23 9
NA Alachua "12-Parkview Baptist Church" 0 1549 375 10 24 16
NA Alachua "13-Mt. Carmel Baptist Church" 0 1583 91 4 10 7
NA Alachua "14-Melrose United Methodist" 0 346 659 0 9 8
NA Alachua "15-Windsor Baptist Church" 0 286 387 0 2 4
NA Alachua "16-BestWestern Gateway Grand Hotel" 0 1222 1057 1 19 6
NA Alachua "17-Elks Lodge #990" 0 1732 627 3 29 18
NA Alachua "18-Kanapaha Presbyterian Church" 0 1472 948 1 18 14
NA Alachua "19-Springhill Baptist Church" 0 1078 118 3 10 7
NA Alachua "2-LaCrosse Town Hall" 0 752 969 3 18 9
NA Alachua "20-High Springs Civic Center" 0 1243 1838 4 31 14
NA Alachua "21-North Central Florida YMCA" 0 1580 814 4 23 10
NA Alachua "22-Northwest Baptist Church" 0 1868 949 6 29 20
NA Alachua "23-Precinct 23" 0 1161 352 2 15 9
NA Alachua "24-Gainesville Baptist Church" 0 1288 501 4 21 7
NA Alachua "25-SFC Blount Center" 0 1573 299 5 23 13
NA Alachua "26-Westside Recreation Center" 0 1026 352 2 15 8
NA Alachua "27-Thelma Boltin Activity Center" 0 2387 344 6 25 13
NA Alachua "28-McPherson Recreation Center" 0 2035 220 5 5 8
NA Alachua "29-Haile Meeting Hall" 0 1435 999 2 19 5
NA Alachua "3-Legacy Park" 0 1431 2036 5 32 14
NA Alachua "30-Greater Bethel A.M.E. Church" 0 1705 278 5 12 14
NA Alachua "31-J. Wayne Reitz Union" 0 1297 418 8 24 5
NA Alachua "32-LifeSouth Community Blood Centers" 0 1873 712 8 41 22
NA Alachua "33-Ironwood Clubhouse" 0 1640 324 5 15 15
NA Alachua "34-Fairbanks Baptist Church" 0 462 562 1 5 2
NA Alachua "35-Southwest United Methodist Church" 0 829 562 3 12 5
NA Alachua "36-Doyle Conner Building" 0 1858 491 8 29 9
NA Alachua "37-Unitarian Universalist Fellowship" 0 1203 716 4 18 10
