COUNTY AREA TOTAL DEM REP LIB GRN IND
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins Other
Arapahoe 6293603559 0 430 277 9 1 5
Arapahoe 6293603560 0 263 113 9 3 1
Arapahoe 6294203503 0 1040 219 11 4 6
Arapahoe 6294203504 0 578 173 9 2 11
Arapahoe 6294203505 0 534 141 14 0 10
Arapahoe 6294203506 0 803 239 9 1 13
Arapahoe 6294203507 0 481 153 11 0 5
Arapahoe 6294203508 0 376 137 7 1 5
Arapahoe 6294203509 0 367 164 5 0 4
Arapahoe 6294203510 0 377 190 11 5 5
Arapahoe 6294203511 0 580 130 12 7 9
Arapahoe 6294203512 0 622 156 4 2 6
Arapahoe 6294203513 0 607 155 7 5 9
Arapahoe 6294203514 0 456 131 10 3 5
Arapahoe 6294203515 0 575 220 13 3 9
Arapahoe 6294203516 0 420 187 11 3 5
Arapahoe 6294203517 0 449 174 7 2 10
Arapahoe 6294203518 0 408 139 11 3 6
Arapahoe 6294203519 0 443 133 11 3 3
Arapahoe 6294203520 0 523 263 13 0 2
Arapahoe 6294203521 0 445 192 6 4 8
Arapahoe 6294203522 0 540 273 14 5 5
Arapahoe 6294203523 0 736 326 8 6 15
Arapahoe 6294203524 0 490 193 14 4 8
Arapahoe 6294203525 0 497 173 6 0 5
Arapahoe 6294203526 0 471 179 11 2 11
Arapahoe 6294203527 0 611 204 13 1 8
Arapahoe 6294203528 0 249 88 1 0 5
Arapahoe 6294203529 0 328 81 4 3 7
Arapahoe 6294203530 0 546 159 6 4 9
Arapahoe 6294203531 0 442 192 2 1 4
Arapahoe 6294203532 0 656 139 11 5 12
Arapahoe 6294203533 0 780 240 11 2 6
Arapahoe 6294203534 0 608 123 16 4 7
Arapahoe 6294203535 0 556 215 2 0 7
Arapahoe 6294203536 0 434 113 4 5 7
Arapahoe 6295603326 0 520 770 9 2 5
Arapahoe 6295603327 0 579 471 16 3 4
Arapahoe 6295603329 0 659 452 17 4 14
Arapahoe 6295603330 0 869 682 17 2 8
Arapahoe 6295603353 0 557 438 16 3 8
Arapahoe 6295603354 0 783 727 21 1 8
Arapahoe 6295603355 0 1711 1317 40 3 20
Arapahoe 6295603356 0 719 624 23 5 10
Arapahoe 6295603375 0 662 571 14 4 8
Arapahoe 6295603376 0 606 659 8 1 3
Arapahoe 6295603377 0 934 1054 25 8 16
Arapahoe 6295603379 0 436 422 10 2 4
Arapahoe 6295603380 0 466 394 22 2 8
Archuleta 3065904001 0 464 535 17 1 4
Archuleta 3065904002 0 374 497 11 3 10
Archuleta 3065904003 0 274 455 13 1 8
Archuleta 3065904004 0 147 233 8 1 2
Archuleta 3065904005 0 335 652 11 3 12
Archuleta 3065904006 0 754 897 12 4 5
Archuleta 3065904007 0 705 879 16 5 20
Archuleta 3065904008 0 685 1041 32 1 17
Baca 4356405001 0 27 231 0 0 2
Baca 4356405002 0 44 240 2 0 0
Baca 4356405003 0 15 160 1 0 0
Baca 4356405004 0 42 302 4 2 4
Baca 4356405005 0 19 105 1 0 1
Baca 4356405006 0 21 129 0 0 0
Baca 4356405007 0 69 325 11 1 3
Baca 4356405008 0 75 298 7 0 2
Baca 4356405009 0 5 77 0 0 0
Bent 4356406001 0 95 313 1 0 1
Bent 4356406002 0 75 418 4 0 2
Bent 4356406003 0 224 255 3 2 11
Bent 4356406004 0 195 194 4 2 2
Bent 4356406005 0 143 323 3 2 2
Boulder 2161307900 0 409 60 2 2 1
Boulder 2161307901 0 434 195 12 3 4
Boulder 2161307902 0 223 53 4 0 0
Boulder 2163307100 0 997 355 19 1 4
Boulder 2163307101 0 964 290 28 2 3
Boulder 2163307102 0 753 217 19 2 3
Boulder 2163307103 0 810 260 14 2 5
Boulder 2163307104 0 765 266 12 4 8
Boulder 2163307105 0 335 86 7 3 3
Boulder 2163307106 0 789 189 11 2 9
Boulder 2163307107 0 728 206 15 0 7
Boulder 2171207200 0 458 143 7 2 0
Boulder 2171207201 0 530 116 4 1 7
Boulder 2171207202 0 783 255 6 6 1
Boulder 2171207203 0 784 176 8 1 3
Boulder 2171207204 0 743 182 11 1 7
Boulder 2171207205 0 737 154 9 1 4
Boulder 2171207206 0 464 79 2 0 1
Boulder 2171207207 0 763 147 12 3 1
Boulder 2171207208 0 896 132 8 0 4
Boulder 2171207209 0 496 96 3 2 0
Boulder 2171207210 0 733 141 7 3 6
Boulder 2171207211 0 758 207 12 4 8
Boulder 2171207212 0 1094 225 13 2 13
Boulder 2171207213 0 1089 214 11 5 5
Boulder 2171207214 0 949 208 15 1 2
Boulder 2171207215 0 600 199 11 6 8
Boulder 2171207300 0 1140 403 30 4 11
Boulder 2171207301 0 1164 253 22 4 10
Boulder 2171207302 0 1367 350 33 3 6
Boulder 2171207303 0 692 139 12 5 2
Boulder 2171207304 0 722 158 8 2 7
Boulder 2171207305 0 807 182 10 8 10
Boulder 2171207306 0 881 192 16 6 10
Boulder 2171207307 0 808 219 16 4 9
Boulder 2171207308 0 772 179 15 1 8
Boulder 2171207309 0 840 195 16 1 9
Boulder 2171207310 0 1087 246 9 6 11
Boulder 2171207311 0 619 139 5 5 5
Boulder 2171207312 0 731 209 7 3 1
Boulder 2171207313 0 967 253 14 5 6
Boulder 2171207314 0 1167 214 10 3 6
Boulder 2171207315 0 610 168 6 5 1
Boulder 2171207316 0 844 296 7 3 4
Boulder 2171207407 0 238 185 5 2 0
Boulder 2173307400 0 69 48 0 0 0
Boulder 2173307408 0 788 430 35 4 7
Boulder 2173307409 0 1092 496 27 6 14
Boulder 2173307410 0 711 382 26 3 7
Boulder 2173307411 0 933 352 16 4 7
Boulder 2173307412 0 866 323 20 3 8
Boulder 2173307413 0 881 380 13 7 13
Boulder 2173307414 0 752 363 19 2 9
Boulder 2181007500 0 739 93 11 4 5
Boulder 2181007501 0 672 186 7 1 3
Boulder 2181007502 0 709 257 7 1 4
Boulder 2181007503 0 1083 283 20 2 12
Boulder 2181007504 0 552 138 5 1 2
Boulder 2181007800 0 650 171 11 3 4
Boulder 2181007801 0 675 90 9 3 4
Boulder 2181007802 0 768 115 17 5 6
Boulder 2181007803 0 827 92 10 3 4
Boulder 2181007804 0 975 186 7 6 7
Boulder 2181007805 0 381 66 3 0 4
Boulder 2181007806 0 994 166 15 4 3
Boulder 2181007807 0 956 107 7 9 6
Boulder 2181007808 0 1421 140 11 7 8
Boulder 2181007809 0 1057 87 4 4 7
Boulder 2181007810 0 857 108 8 0 2
Boulder 2181007811 0 1082 156 11 0 3
Boulder 2181007812 0 1036 126 11 4 9
Boulder 2181007813 0 657 176 9 5 8
Boulder 2181007814 0 973 79 13 1 3
Boulder 2181007815 0 674 69 13 1 1
Boulder 2181007816 0 969 100 13 4 7
Boulder 2181007817 0 667 97 4 2 1
Boulder 2181007818 0 901 80 4 5 4
Boulder 2181007819 0 752 68 6 5 5
Boulder 2181007820 0 592 65 3 2 4
Boulder 2181007821 0 895 66 16 5 7
Boulder 2181007822 0 1344 198 17 11 19
Boulder 2181007823 0 982 135 5 3 8
Boulder 2181007824 0 893 103 7 5 5
Boulder 2181007825 0 536 57 4 1 4
Boulder 2181007826 0 739 61 3 1 4
Boulder 2181007827 0 742 65 11 6 5
Boulder 2181007828 0 583 59 2 5 6
Boulder 2181007829 0 559 55 8 3 3
Boulder 2181007830 0 491 54 8 8 3
Boulder 2181007831 0 588 50 8 6 4
Boulder 2181007832 0 262 26 4 1 3
Boulder 2181007833 0 429 60 5 4 5
Boulder 2181007834 0 231 69 7 3 2
Boulder 2181007835 0 166 21 5 1 3
Boulder 2181007836 0 380 57 3 1 2
Boulder 2181007837 0 538 74 17 5 4
Boulder 2181007838 0 335 36 3 4 6
Boulder 2181007839 0 504 64 6 1 2
Boulder 2181007840 0 456 62 6 3 0
Boulder 2181007841 0 572 89 5 2 1
Boulder 2181007842 0 900 143 15 2 8
Boulder 2181007843 0 1087 118 13 3 6
Boulder 2181007844 0 561 63 9 0 1
Boulder 2181007845 0 635 62 12 7 9
Boulder 2181007846 0 714 131 4 5 4
Boulder 2181007847 0 409 69 7 2 4
Boulder 2181007848 0 519 37 6 4 4
Boulder 2181007849 0 256 58 4 1 3
Boulder 2181007850 0 531 113 5 1 1
Boulder 2181007851 0 856 114 12 5 1
Boulder 2181007852 0 882 121 13 3 3
Boulder 2181007853 0 643 85 5 4 4
Boulder 2181107505 0 651 167 5 6 4
Boulder 2181107506 0 397 167 4 1 3
Boulder 2181107507 0 764 385 17 2 3
Boulder 2181107508 0 580 125 4 1 5
Boulder 2181107700 0 660 196 8 3 1
Boulder 2181107701 0 348 169 4 2 3
Boulder 2181107702 0 224 153 4 0 1
Boulder 2181107703 0 303 133 10 0 0
Boulder 2181107704 0 238 96 8 0 0
Boulder 2181107705 0 374 236 6 0 4
Boulder 2181107912 0 896 186 11 2 8
Boulder 2181107913 0 505 129 8 0 3
Boulder 2181107916 0 280 156 8 1 2
Boulder 2181107917 0 983 285 17 3 6
Boulder 2181107918 0 841 258 20 2 5
Boulder 2181207401 0 494 184 6 2 4
Boulder 2181207402 0 462 132 11 2 1
Boulder 2181207403 0 726 137 12 2 10
Boulder 2181207404 0 673 215 8 2 5
Boulder 2181207405 0 311 134 3 1 2
Boulder 2181207406 0 420 262 6 2 3
Boulder 2181307854 0 756 62 12 7 5
Boulder 2181307855 0 650 72 5 10 9
Boulder 2181307856 0 534 46 4 0 3
Boulder 2181307857 0 691 119 10 5 2
Boulder 2181307858 0 836 80 6 3 7
Boulder 2181307859 0 747 63 4 0 3
Boulder 2181307860 0 563 62 8 4 3
Boulder 2181307861 0 522 52 4 4 4
Boulder 2181307862 0 599 46 2 1 0
Boulder 2181307863 0 649 73 10 2 3
Boulder 2181307864 0 526 60 3 1 3
Boulder 2181307865 0 534 50 9 0 1
Boulder 2181307866 0 700 53 6 0 5
Boulder 2181307867 0 653 51 6 8 7
Boulder 2181307868 0 757 77 7 3 3
Boulder 2181307869 0 491 48 6 3 4
Boulder 2181307870 0 547 44 4 4 7
Boulder 2181307871 0 618 58 8 1 7
Boulder 2181307872 0 462 85 9 1 1
Boulder 2181307873 0 376 49 2 2 0
Boulder 2181307874 0 802 87 2 2 2
Boulder 2181307875 0 257 56 3 1 0
Boulder 2181307876 0 325 87 4 0 0
Boulder 2181307877 0 535 50 7 2 4
Boulder 2181307878 0 492 67 2 2 3
Boulder 2181307879 0 480 48 4 3 5
Boulder 2181307880 0 518 113 2 5 2
Boulder 2181307881 0 499 94 3 5 0
Boulder 2181307882 0 571 62 4 0 3
Boulder 2181307883 0 733 40 6 4 3
Boulder 2181307884 0 695 56 7 1 2
Boulder 2181307885 0 544 46 2 2 4
Boulder 2181307886 0 672 75 7 2 0
Boulder 2181307887 0 830 107 9 0 5
Boulder 2181307888 0 701 105 4 4 4
Boulder 2181307903 0 537 111 11 5 1
Boulder 2181307904 0 429 47 6 1 2
Boulder 2181307905 0 206 49 4 0 1
Boulder 2181307906 0 400 117 1 1 4
Boulder 2181307908 0 756 146 11 3 2
Boulder 2181307909 0 480 39 7 2 2
Boulder 2181307910 0 605 125 7 4 2
Boulder 2181307911 0 739 125 8 1 1
Boulder 2181307914 0 469 88 10 3 5
Boulder 2181307915 0 260 94 3 3 4
Boulder 2181307919 0 887 152 27 9 2
Boulder 4171107616 0 732 311 20 4 5
Boulder 4171107617 0 1218 402 30 6 14
Boulder 4171107618 0 1005 364 14 4 5
Boulder 4171107619 0 1087 321 35 11 14
Boulder 4171107620 0 1125 419 21 4 9
Boulder 4171107621 0 768 238 9 0 4
Boulder 4171107622 0 493 149 4 0 9
Boulder 4171107623 0 861 258 18 10 15
Boulder 4171107624 0 635 193 8 2 7
Boulder 4171107625 0 662 135 16 2 4
Boulder 4171107626 0 697 317 20 6 8
Boulder 4171107627 0 453 226 13 10 11
Boulder 4171107628 0 658 245 8 4 16
Boulder 4171107629 0 444 110 6 1 5
Boulder 4171107630 0 571 232 8 4 9
Boulder 4171107631 0 416 168 8 2 12
Boulder 4171107632 0 710 395 21 2 4
Boulder 4171107633 0 532 217 24 4 16
Boulder 4171107634 0 482 220 14 3 10
Boulder 4171107635 0 444 302 16 2 7
Boulder 4171107636 0 658 383 16 5 9
Boulder 4171107637 0 903 322 13 5 8
Boulder 4171107638 0 529 359 10 1 7
Boulder 4171107639 0 559 311 8 4 3
Boulder 4171107640 0 505 290 10 5 6
Boulder 4171107641 0 483 254 13 0 7
Boulder 4171107642 0 807 360 16 4 5
Boulder 4171107643 0 455 266 17 3 7
Boulder 4171107644 0 554 186 14 7 8
Boulder 4171107645 0 491 291 8 4 6
Boulder 4171107646 0 495 385 11 2 13
Boulder 4171107647 0 969 565 27 1 12
Boulder 4171107648 0 535 407 12 1 14
Boulder 4171107649 0 450 212 13 3 6
Boulder 4171107650 0 464 269 17 6 8
Boulder 4171107651 0 611 279 25 4 10
Boulder 4171107652 0 608 270 10 1 10
Boulder 4171107653 0 408 260 9 1 7
Boulder 4171107654 0 816 359 28 3 17
Boulder 4171107655 0 887 272 15 0 11
Boulder 4171207600 0 785 484 24 1 12
Boulder 4171207601 0 718 392 11 4 8
Boulder 4171207602 0 474 296 11 3 6
Boulder 4171207603 0 812 454 15 3 11
Boulder 4171207604 0 510 354 17 1 10
Boulder 4171207605 0 669 304 17 2 12
Boulder 4171207606 0 593 269 9 3 6
Boulder 4171207607 0 651 271 25 1 4
Boulder 4171207608 0 580 240 6 5 4
Boulder 4171207609 0 334 121 9 0 6
Boulder 4171207610 0 874 355 25 1 13
Boulder 4171207611 0 744 260 20 2 3
Boulder 4171207612 0 699 283 26 1 7
Boulder 4171207613 0 519 231 11 5 8
Boulder 4171207614 0 979 381 16 4 6
Boulder 4171207615 0 592 193 7 0 3
Boulder 4171207656 0 722 157 10 2 11
Boulder 4171207657 0 736 419 15 3 5
Boulder 4181107706 0 119 60 2 0 1
Boulder 4181107707 0 305 288 13 0 7
Boulder 4181107708 0 262 345 6 1 3
Broomfield 2233364001 0 1030 483 17 5 16
Broomfield 2233364002 0 1496 506 51 3 18
Broomfield 2233364003 0 1181 386 36 2 6
Broomfield 2233364004 0 983 510 23 5 14
Broomfield 2233364005 0 53 20 0 0 1
Broomfield 2233364006 0 1468 441 54 9 19
Broomfield 2233364007 0 538 222 19 7 6
Broomfield 2233364008 0 383 214 8 3 5
Broomfield 2233364009 0 490 275 13 1 6
Broomfield 2233364010 0 626 407 15 2 12
Broomfield 2233364011 0 638 376 27 1 15
Broomfield 2233364012 0 660 441 11 1 9
Broomfield 2233364013 0 574 259 17 3 10
Broomfield 2233364014 0 570 339 13 2 16
Broomfield 2233364015 0 623 419 10 6 11
Broomfield 2233364016 0 577 464 15 0 4
Broomfield 2233364017 0 812 626 25 2 13
Broomfield 2233364018 0 498 265 16 1 11
Broomfield 2233364019 0 728 393 24 6 13
Broomfield 2233364020 0 502 344 14 4 4
Broomfield 2233364021 0 1080 549 30 6 16
Broomfield 2233364022 0 774 449 13 2 11
Broomfield 2233364023 0 648 365 10 1 7
Broomfield 2233364024 0 1166 719 39 1 13
Broomfield 2233364025 0 1135 653 35 2 9
Broomfield 2233364026 0 673 440 16 1 4
Broomfield 2233364027 0 881 480 26 2 9
Broomfield 2233364028 0 244 186 6 1 4
Broomfield 2233364029 0 688 445 17 5 12
Broomfield 2233364030 0 570 402 18 3 15
Broomfield 2233364031 0 537 373 21 3 7
Broomfield 2233364032 0 1294 753 38 1 12
Broomfield 2233364033 0 1023 540 22 3 7
Broomfield 2233364034 0 230 368 7 0 5
Broomfield 2233364035 0 1401 703 13 2 5
Broomfield 2233364036 0 1649 1017 38 4 29
Broomfield 2233364037 0 654 463 15 4 10
Chaffee 5056008001 0 630 678 24 2 9
Chaffee 5056008002 0 731 995 27 5 13
Chaffee 5056008003 0 945 1068 45 13 19
Chaffee 5056008004 0 418 596 8 1 5
Chaffee 5056008005 0 827 846 18 1 10
Chaffee 5056008006 0 937 817 19 7 13
Chaffee 5056008007 0 901 472 17 6 6
Chaffee 5056008008 0 984 337 17 5 14
Chaffee 5056008009 0 787 413 14 6 12
Cheyenne 4016509001 0 8 110 0 0 2
Cheyenne 4016509002 0 39 280 3 0 1
Cheyenne 4016509003 0 32 336 3 0 1
Cheyenne 4016509004 0 41 215 0 0 2
Cheyenne 4016509005 0 11 52 0 0 0
"Clear Creek" 2021310001 0 563 326 17 8 9
"Clear Creek" 2021310002 0 167 140 11 2 7
"Clear Creek" 2021310003 0 200 187 3 0 4
"Clear Creek" 2021310004 0 443 356 15 3 4
"Clear Creek" 2021310005 0 391 305 9 5 11
"Clear Creek" 2021310006 0 263 163 14 0 6
"Clear Creek" 2021310007 0 623 514 19 5 6
"Clear Creek" 2021310008 0 402 293 5 0 3
"Clear Creek" 2021310009 0 552 470 20 0 4
Conejos 3356211001 0 281 83 6 0 7
Conejos 3356211002 0 205 238 2 1 4
Conejos 3356211003 0 196 165 5 3 3
Conejos 3356211004 0 271 116 4 0 8
Conejos 3356211005 0 204 225 7 0 5
Conejos 3356211006 0 212 378 1 1 7
Conejos 3356211007 0 129 168 0 1 1
Conejos 3356211008 0 150 485 3 2 6
Conejos 3356211009 0 140 237 4 1 1
Conejos 3356211010 0 171 191 2 0 3
Costilla 3356212001 0 157 33 0 2 3
Costilla 3356212002 0 161 48 1 0 2
Costilla 3356212003 0 114 38 0 0 1
Costilla 3356212004 0 183 54 0 0 2
Costilla 3356212005 0 85 80 2 0 3
Costilla 3356212006 0 70 28 1 0 1
Costilla 3356212007 0 342 269 8 2 3
Costilla 3356212008 0 199 191 3 0 8
Crowley 4356413001 0 101 272 6 0 0
Crowley 4356413002 0 67 217 5 0 8
Crowley 4356413003 0 71 174 2 0 3
Crowley 4356413004 0 56 211 5 0 3
Crowley 4356413005 0 74 202 1 0 4
Crowley 4356413006 0 68 195 3 0 2
Custer 3356014001 0 556 1273 17 1 9
Custer 3356014002 0 117 294 2 2 1
Custer 3356014003 0 439 907 10 2 5
Delta 3055415001 0 170 947 7 1 7
Delta 3055415002 0 140 524 10 2 4
Delta 3055415003 0 202 424 9 0 6
Delta 3055415004 0 294 672 24 1 9
Delta 3055415005 0 235 479 13 0 5
Delta 3055415006 0 247 698 10 1 6
Delta 3055415007 0 237 772 4 1 3
Delta 3056115008 0 187 949 15 1 8
Delta 3056115009 0 275 868 14 1 15
Delta 3056115010 0 225 758 9 1 9
Delta 3056115011 0 347 615 9 3 7
Delta 3056115012 0 204 555 6 0 5
Delta 3056115013 0 216 681 9 0 8
Delta 3056115014 0 350 739 9 3 7
Delta 3056115015 0 391 828 21 3 8
Delta 3056115016 0 304 672 13 5 15
Delta 3056115017 0 304 612 6 3 4
Delta 3056115018 0 513 566 8 7 6
Delta 3056115019 0 479 269 13 8 3
Delta 3056115020 0 567 453 9 4 4
Denver 1160116112 0 669 346 16 3 14
Denver 1160116113 0 619 294 12 0 8
Denver 1160116114 0 751 346 15 4 17
Denver 1160116120 0 867 392 22 3 14
Denver 1160116122 0 696 420 10 3 11
Denver 1160116123 0 625 528 11 2 9
Denver 1160116124 0 594 469 24 2 11
Denver 1160116125 0 686 483 20 3 4
Denver 1160116126 0 836 490 27 4 5
Denver 1160116127 0 924 528 16 2 18
Denver 1160116128 0 505 390 11 0 6
Denver 1160116129 0 440 330 6 2 4
Denver 1160116130 0 648 374 9 5 9
Denver 1160116131 0 668 405 21 5 14
Denver 1160116132 0 672 534 16 0 4
Denver 1310216204 0 1245 109 15 11 25
Denver 1310216205 0 1109 100 14 8 14
Denver 1310216206 0 1379 141 16 4 10
Denver 1310216207 0 1049 139 15 6 13
Denver 1310216208 0 1078 73 16 14 6
Denver 1310216209 0 943 111 17 5 12
Denver 1310216210 0 1064 87 15 7 5
Denver 1310216211 0 908 74 12 2 5
Denver 1310516530 0 73 16 1 2 2
Denver 1310616605 0 720 110 5 0 3
Denver 1310616606 0 832 107 8 1 8
Denver 1310616607 0 597 102 6 0 3
Denver 1310616609 0 241 59 3 0 2
Denver 1310616610 0 319 42 5 0 1
Denver 1310616611 0 635 97 8 2 4
Denver 1310616612 0 908 160 12 0 3
Denver 1310616613 0 912 181 15 2 1
Denver 1310616614 0 570 108 10 3 3
Denver 1310616615 0 761 161 8 0 5
Denver 1310616617 0 658 298 7 1 4
Denver 1310616618 0 582 283 8 4 5
Denver 1310616619 0 767 365 16 1 3
Denver 1310616622 0 877 239 8 0 3
Denver 1310616623 0 916 292 9 4 3
Denver 1310616624 0 933 268 8 2 8
Denver 1310616625 0 648 149 6 1 4
Denver 1310616626 0 711 154 9 4 8
Denver 1310616627 0 816 256 12 5 5
Denver 1310616628 0 1057 250 22 7 5
Denver 1310616629 0 997 294 12 2 6
Denver 1310616630 0 594 154 9 2 8
Denver 1310616631 0 1335 253 20 2 9
Denver 1310616641 0 995 302 17 5 12
Denver 1310616642 0 705 282 9 3 4
Denver 1310616643 0 612 124 12 4 14
Denver 1310616644 0 721 279 4 0 9
Denver 1310616645 0 696 250 4 1 7
Denver 1310616646 0 965 254 12 1 16
Denver 1310616647 0 848 249 15 2 11
Denver 1310616648 0 924 215 22 4 10
Denver 1310616649 0 1155 325 12 2 17
Denver 1310616650 0 731 246 7 5 4
Denver 1310616651 0 975 266 28 5 10
Denver 1310616652 0 713 293 4 1 3
Denver 1310816841 0 1008 79 18 6 7
Denver 1310816842 0 761 98 11 4 7
Denver 1310816843 0 954 75 17 1 5
Denver 1310816844 0 1047 114 20 5 10
Denver 1310816845 0 934 88 6 5 12
Denver 1310816846 0 893 92 18 6 8
Denver 1310816848 0 1023 108 6 5 8
Denver 1310816849 0 1093 103 15 9 6
Denver 1310816850 0 902 120 7 2 3
Denver 1310816851 0 1072 114 17 11 7
Denver 1310816852 0 830 92 6 0 2
Denver 1310816853 0 779 126 5 2 2
Denver 1310816854 0 870 138 12 2 4
Denver 1310816855 0 536 78 10 1 3
Denver 1310816856 0 1453 209 21 7 7
Denver 1310916901 0 1127 223 24 13 11
Denver 1310916903 0 985 229 23 1 7
Denver 1310916904 0 930 215 12 2 5
Denver 1310916905 0 241 45 5 0 0
Denver 1310916906 0 839 266 12 0 4
Denver 1310916908 0 895 276 14 6 10
Denver 1310916909 0 932 266 14 0 9
Denver 1310916910 0 1131 289 27 4 9
Denver 1310916911 0 1060 313 39 8 21
Denver 1310916912 0 816 314 7 4 19
Denver 1310916916 0 1188 429 29 6 5
Denver 1310916917 0 967 364 14 1 14
Denver 1310916918 0 906 303 13 5 8
Denver 1310916919 0 898 344 10 0 7
Denver 1310916920 0 825 342 12 5 5
Denver 1310916921 0 1071 293 8 7 14
Denver 1310916922 0 1091 355 33 6 12
Denver 1310916923 0 892 340 20 3 10
Denver 1310916924 0 797 173 21 9 11
Denver 1310916927 0 704 295 10 11 7
Denver 1310916928 0 598 207 8 2 3
Denver 1310916929 0 634 238 13 8 5
Denver 1310916930 0 627 231 16 2 10
Denver 1310916931 0 491 272 10 1 3
Denver 1310916932 0 758 267 6 6 8
Denver 1310916933 0 502 222 10 1 2
Denver 1310916934 0 639 208 18 5 10
Denver 1310916935 0 1065 340 30 6 10
Denver 1310916936 0 703 248 22 2 9
Denver 1310916937 0 733 369 9 0 5
Denver 1310916938 0 831 429 15 5 7
Denver 1310916940 0 632 311 20 3 0
Denver 1320116103 0 886 274 14 7 12
Denver 1320116104 0 685 212 13 3 8
Denver 1320116105 0 937 338 17 5 19
Denver 1320116106 0 1021 284 16 4 20
Denver 1320116107 0 967 391 26 4 17
Denver 1320116108 0 1061 357 25 1 10
Denver 1320116109 0 550 235 13 0 12
Denver 1320116110 0 895 330 18 2 19
Denver 1320116111 0 1099 346 17 6 12
Denver 1320116115 0 268 124 7 0 4
Denver 1320116116 0 697 365 13 3 4
Denver 1320116117 0 714 307 18 0 10
Denver 1320116118 0 777 236 22 6 9
Denver 1320116119 0 787 285 13 8 19
Denver 1320116121 0 748 326 21 3 12
Denver 1320216212 0 1117 154 15 5 4
Denver 1320216213 0 831 78 12 9 3
Denver 1320216214 0 867 121 11 10 3
Denver 1320216215 0 1292 148 16 6 11
Denver 1320216216 0 1205 125 29 5 5
Denver 1320216217 0 986 139 16 1 9
Denver 1320216218 0 774 89 10 9 7
Denver 1320216219 0 1691 363 34 7 10
Denver 1320216220 0 1638 171 34 13 13
Denver 1320216221 0 1433 169 20 4 8
Denver 1320216222 0 825 112 12 6 3
Denver 1320216223 0 665 144 8 2 1
Denver 1320216224 0 1336 225 18 2 9
Denver 1320216225 0 679 126 11 2 4
Denver 1320216226 0 717 128 9 0 5
Denver 1320216227 0 702 182 16 2 6
Denver 1320216228 0 455 149 2 0 3
Denver 1320216229 0 605 171 22 3 5
Denver 1320216230 0 627 189 15 2 10
Denver 1320216231 0 663 216 15 3 4
Denver 1320216232 0 850 181 19 9 5
Denver 1320216233 0 1602 311 31 2 10
Denver 1320216234 0 1389 269 33 4 7
Denver 1320216235 0 1107 242 18 2 4
Denver 1320216236 0 871 195 8 7 9
Denver 1320216237 0 785 111 10 1 6
Denver 1320216238 0 1389 295 24 8 12
Denver 1320216239 0 898 245 12 4 2
Denver 1320216240 0 721 185 16 2 15
Denver 1320216241 0 751 207 14 2 3
Denver 1320216242 0 682 197 16 2 15
Denver 1320216243 0 887 223 17 5 9
Denver 1320216244 0 865 204 15 11 8
Denver 1320216245 0 878 293 14 3 9
Denver 1320216246 0 828 252 16 3 7
Denver 1320216247 0 664 232 12 1 10
Denver 1320216248 0 714 209 10 3 3
Denver 1320216249 0 920 333 16 1 3
Denver 1320216250 0 906 264 20 4 4
Denver 1320216251 0 913 97 12 7 6
Denver 1320516532 0 541 57 8 3 3
Denver 1320516533 0 922 207 17 3 14
Denver 1320516534 0 890 226 11 8 11
Denver 1320516535 0 1001 240 22 5 23
Denver 1320516536 0 703 267 16 1 6
Denver 1320516537 0 808 262 9 2 13
Denver 1320516538 0 662 254 13 7 5
Denver 1320516539 0 643 194 18 3 7
Denver 1320616608 0 1064 163 12 2 6
Denver 1320616616 0 856 309 12 1 6
Denver 1320616620 0 880 355 8 5 4
Denver 1320616621 0 808 295 17 0 4
Denver 1320616632 0 798 221 7 1 6
Denver 1320616633 0 849 225 9 0 6
Denver 1320616634 0 533 281 8 1 2
Denver 1320616635 0 921 451 11 2 2
Denver 1320616636 0 883 214 10 2 5
Denver 1320616637 0 780 335 17 4 5
Denver 1320616638 0 462 183 15 0 4
Denver 1320616639 0 814 222 17 2 4
Denver 1320616640 0 983 369 14 2 9
Denver 1320916902 0 887 143 25 6 6
Denver 1320916907 0 939 307 18 11 14
Denver 1320916913 0 1099 323 17 7 7
Denver 1320916914 0 707 260 28 5 11
Denver 1320916915 0 737 279 10 2 2
Denver 1320916925 0 489 205 10 0 7
Denver 1320916926 0 489 202 19 0 4
Denver 1320916939 0 552 150 12 1 10
Denver 1330516516 0 601 51 6 2 6
Denver 1330516520 0 723 163 16 4 20
Denver 1330516521 0 869 99 9 2 7
Denver 1330616601 0 491 67 8 2 5
Denver 1330616602 0 740 94 9 6 6
Denver 1330616603 0 748 138 14 2 3
Denver 1330616604 0 1021 186 17 7 10
Denver 1330716701 0 876 93 9 6 10
Denver 1330716702 0 1094 180 14 2 4
Denver 1330716703 0 563 96 5 1 4
Denver 1330716704 0 633 62 11 4 3
Denver 1330716705 0 1298 248 14 2 3
Denver 1330716706 0 914 113 6 3 5
Denver 1330716707 0 722 124 2 0 5
Denver 1330716708 0 1265 185 17 0 6
Denver 1330716709 0 660 45 12 0 4
Denver 1330716710 0 742 117 4 3 2
Denver 1330716711 0 345 40 6 2 4
Denver 1330716712 0 226 29 2 0 3
Denver 1330716713 0 927 122 12 2 5
Denver 1330716714 0 765 100 2 3 7
Denver 1330716715 0 664 120 13 7 14
Denver 1330716716 0 583 105 5 2 8
Denver 1330716717 0 696 119 3 2 2
