COUNTY AREA TOTAL DEM REP LIB GRN IND
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins Other
Denver 1330716718 0 664 121 2 3 10
Denver 1330716719 0 704 84 6 2 8
Denver 1330716720 0 621 75 5 4 5
Denver 1330716721 0 636 86 1 2 3
Denver 1330716722 0 756 108 7 1 11
Denver 1330716723 0 707 116 8 3 4
Denver 1330716724 0 682 106 5 0 5
Denver 1330716725 0 722 113 4 1 7
Denver 1330716726 0 771 92 4 0 12
Denver 1330716727 0 802 200 2 3 9
Denver 1330716728 0 1432 393 20 6 13
Denver 1330716729 0 1604 427 19 11 18
Denver 1330716730 0 1297 428 17 2 9
Denver 1330716731 0 1104 260 12 3 9
Denver 1330716732 0 667 123 4 4 8
Denver 1330716733 0 1688 518 40 9 13
Denver 1330716734 0 740 198 5 0 14
Denver 1330716735 0 643 167 3 2 7
Denver 1330716736 0 548 171 8 0 7
Denver 1330716737 0 631 152 6 2 12
Denver 1330716738 0 712 160 7 0 7
Denver 1330716739 0 722 179 3 2 6
Denver 1330716740 0 669 160 2 0 8
Denver 1330716741 0 698 144 9 5 6
Denver 1330716742 0 759 179 20 2 11
Denver 1330716743 0 755 125 5 1 4
Denver 1330716744 0 1474 317 19 1 10
Denver 1330716745 0 1374 285 24 0 8
Denver 1330716746 0 1768 386 28 2 4
Denver 1330816801 0 799 63 15 3 8
Denver 1330816802 0 768 53 8 4 5
Denver 1330816803 0 707 90 6 4 8
Denver 1330816804 0 680 52 5 4 5
Denver 1330816805 0 667 63 9 5 13
Denver 1330816806 0 916 113 14 5 16
Denver 1330816807 0 1161 88 15 1 18
Denver 1330816808 0 1129 91 12 4 15
Denver 1330816810 0 1253 142 12 7 11
Denver 1330816811 0 851 68 11 6 5
Denver 1330816812 0 847 93 11 4 10
Denver 1330816813 0 818 52 14 5 12
Denver 1330816814 0 713 61 5 1 8
Denver 1330816815 0 724 49 9 4 5
Denver 1330816816 0 686 59 7 3 4
Denver 1330816817 0 790 60 14 3 3
Denver 1330816818 0 631 41 9 4 4
Denver 1330816819 0 794 76 7 0 9
Denver 1330816820 0 822 77 5 2 10
Denver 1330816821 0 759 79 8 2 7
Denver 1330816822 0 860 62 6 3 10
Denver 1330816823 0 916 78 4 2 5
Denver 1330816824 0 890 76 11 4 4
Denver 1330816825 0 845 88 8 2 6
Denver 1330816826 0 929 116 10 10 14
Denver 1330816827 0 1115 89 16 5 4
Denver 1330816828 0 1305 122 14 5 12
Denver 1330816829 0 1325 149 14 5 13
Denver 1330816830 0 921 103 18 2 8
Denver 1330816831 0 869 78 8 0 7
Denver 1330816832 0 850 86 10 2 4
Denver 1330816833 0 930 106 8 5 6
Denver 1330816834 0 844 113 3 2 5
Denver 1330816835 0 887 117 16 1 4
Denver 1330816836 0 926 111 5 0 1
Denver 1330816837 0 867 139 9 6 11
Denver 1330816838 0 810 157 12 7 9
Denver 1330816839 0 483 51 6 2 1
Denver 1330816840 0 487 78 6 0 1
Denver 1330816847 0 468 72 2 1 4
Denver 1340116101 0 962 219 10 6 14
Denver 1340116102 0 909 285 12 4 10
Denver 1340216201 0 1482 201 26 6 11
Denver 1340216202 0 981 139 14 7 10
Denver 1340216203 0 800 92 3 6 4
Denver 1340416401 0 966 311 8 3 3
Denver 1340416402 0 1133 183 13 2 12
Denver 1340416403 0 996 215 12 7 7
Denver 1340416404 0 1207 205 23 3 10
Denver 1340416405 0 956 197 14 2 8
Denver 1340416406 0 747 147 14 0 2
Denver 1340416407 0 1180 213 27 3 7
Denver 1340416408 0 1272 243 14 5 5
Denver 1340416409 0 1000 157 8 4 4
Denver 1340416410 0 864 138 11 1 11
Denver 1340416411 0 857 135 13 1 2
Denver 1340416412 0 1252 147 14 3 7
Denver 1340416413 0 1220 195 13 8 4
Denver 1340416414 0 1084 201 14 4 6
Denver 1340416415 0 1594 245 20 9 3
Denver 1340416416 0 1033 156 6 3 1
Denver 1340416417 0 934 107 14 1 5
Denver 1340416418 0 1275 211 19 2 13
Denver 1340416419 0 1094 215 17 5 7
Denver 1340416420 0 924 216 9 3 5
Denver 1340416421 0 1181 201 25 2 14
Denver 1340416422 0 1179 271 24 5 12
Denver 1340416423 0 944 302 10 4 13
Denver 1340416424 0 1298 330 18 3 10
Denver 1340416425 0 841 178 17 3 15
Denver 1340416426 0 1743 356 39 9 15
Denver 1340416427 0 173 37 1 3 4
Denver 1340416428 0 852 208 17 4 10
Denver 1340416429 0 946 187 15 2 9
Denver 1340416430 0 818 140 9 5 9
Denver 1340416431 0 1018 244 13 10 6
Denver 1340416432 0 881 161 7 6 22
Denver 1340416433 0 872 230 13 5 15
Denver 1340416434 0 940 192 10 5 10
Denver 1340416435 0 718 177 14 4 8
Denver 1340416436 0 759 166 9 3 7
Denver 1340516501 0 862 162 20 5 7
Denver 1340516502 0 649 110 8 4 10
Denver 1340516503 0 754 130 8 3 13
Denver 1340516504 0 755 132 6 0 7
Denver 1340516505 0 782 151 6 3 10
Denver 1340516506 0 970 94 10 1 9
Denver 1340516507 0 1037 161 18 4 10
Denver 1340516508 0 822 140 17 1 14
Denver 1340516509 0 1140 222 22 1 6
Denver 1340516510 0 592 99 12 4 9
Denver 1340516511 0 1140 184 29 2 6
Denver 1340516512 0 1391 311 30 0 6
Denver 1340516513 0 1335 353 31 3 5
Denver 1340516514 0 1268 257 26 2 7
Denver 1340516515 0 1513 280 34 5 14
Denver 1340516517 0 568 200 11 3 1
Denver 1340516518 0 552 180 3 3 9
Denver 1340516519 0 984 197 19 6 6
Denver 1340516522 0 1605 312 38 3 14
Denver 1340516523 0 1155 303 26 4 7
Denver 1340516524 0 829 265 17 3 7
Denver 1340516525 0 990 214 21 8 8
Denver 1340516526 0 688 180 12 4 7
Denver 1340516527 0 972 158 11 4 15
Denver 1340516528 0 1107 159 22 1 5
Denver 1340516529 0 1851 378 32 6 18
Denver 1340516531 0 1007 247 14 6 15
Denver 1340516540 0 1558 416 32 2 12
Denver 1340516541 0 1554 246 39 6 9
Denver 1340516542 0 881 200 18 4 10
Denver 1340516543 0 837 93 15 3 9
Denver 1340816809 0 1045 252 18 4 9
Dolores 3065817001 0 188 59 2 0 0
Dolores 3065817002 0 45 254 1 0 4
Dolores 3065817003 0 47 301 1 0 0
Dolores 3065817004 0 61 475 1 1 9
Douglas 4043918106 0 86 196 5 1 2
Douglas 4043918107 0 267 484 7 3 5
Douglas 4043918306 0 319 676 25 1 13
Douglas 4043918317 0 366 547 11 2 4
Douglas 4043918332 0 435 923 17 2 8
Douglas 4043918345 0 358 786 14 1 9
Douglas 4043918346 0 309 614 14 2 5
Douglas 4043918358 0 246 406 5 0 1
Douglas 4043918401 0 335 681 13 3 3
Douglas 4043918402 0 285 525 11 2 5
Douglas 4043918403 0 88 157 5 0 1
Douglas 4043918404 0 656 895 15 0 4
Douglas 4043918405 0 547 987 22 0 3
Douglas 4043918406 0 249 533 15 4 3
Douglas 4043918508 0 528 1178 22 1 10
Douglas 4043918511 0 332 708 9 0 9
Douglas 4043918512 0 334 1040 15 1 6
Douglas 4044418302 0 1011 984 50 3 13
Douglas 4044418303 0 507 458 28 6 7
Douglas 4044418304 0 803 813 32 5 12
Douglas 4044418309 0 841 859 55 10 12
Douglas 4044418315 0 764 847 30 2 11
Douglas 4044418316 0 514 568 28 1 7
Douglas 4044418318 0 506 666 32 3 12
Douglas 4044418319 0 454 520 28 2 10
Douglas 4044418320 0 523 530 18 4 7
Douglas 4044418321 0 817 880 42 3 12
Douglas 4044418322 0 638 676 33 6 10
Douglas 4044418323 0 425 558 21 1 4
Douglas 4044418324 0 662 761 38 6 17
Douglas 4044418325 0 470 599 20 1 13
Douglas 4044418326 0 738 913 30 4 9
Douglas 4044418327 0 615 801 19 2 14
Douglas 4044418328 0 566 764 11 5 5
Douglas 4044418329 0 758 1085 45 6 15
Douglas 4044418330 0 975 1179 32 3 10
Douglas 4044418331 0 694 1038 20 1 11
Douglas 4044418334 0 770 850 32 2 17
Douglas 4044418350 0 671 649 48 3 8
Douglas 4044418352 0 596 645 18 2 7
Douglas 4044418353 0 586 726 20 4 10
Douglas 4044418356 0 509 445 17 4 5
Douglas 4044418357 0 640 792 25 1 8
Douglas 4044518108 0 493 761 16 2 6
Douglas 4044518109 0 626 795 28 4 13
Douglas 4044518110 0 696 849 29 4 14
Douglas 4044518111 0 505 636 17 1 8
Douglas 4044518112 0 1387 1579 57 4 18
Douglas 4044518113 0 716 914 26 2 8
Douglas 4044518114 0 805 1082 30 1 12
Douglas 4044518116 0 431 630 31 4 9
Douglas 4044518117 0 635 930 25 3 6
Douglas 4044518118 0 553 677 43 3 12
Douglas 4044518261 0 747 758 13 2 6
Douglas 4044518262 0 890 965 31 4 9
Douglas 4044518263 0 650 1079 25 1 4
Douglas 4044518264 0 510 594 21 3 6
Douglas 4044518269 0 489 829 14 1 1
Douglas 4044518333 0 603 1097 38 3 12
Douglas 4044518335 0 283 370 7 3 5
Douglas 4044518336 0 543 726 11 3 6
Douglas 4044518337 0 475 591 16 2 8
Douglas 4044518338 0 401 628 12 2 4
Douglas 4044518339 0 598 884 32 0 12
Douglas 4044518340 0 524 831 13 1 9
Douglas 4044518341 0 488 721 17 0 4
Douglas 4044518342 0 655 946 26 2 9
Douglas 4044518343 0 681 888 33 3 12
Douglas 4044518344 0 966 1597 51 1 10
Douglas 4044518347 0 319 431 20 2 7
Douglas 4044518348 0 693 904 28 4 11
Douglas 4044518349 0 806 912 31 2 7
Douglas 4044518354 0 1028 1364 45 3 16
Douglas 4044518359 0 346 593 8 2 2
Douglas 4044518360 0 495 495 11 1 7
Douglas 4044518501 0 365 415 19 2 5
Douglas 4044518502 0 481 738 20 4 6
Douglas 4044518503 0 573 832 29 2 10
Douglas 4044518504 0 567 965 29 4 16
Douglas 4044518505 0 562 825 44 6 14
Douglas 4044518506 0 399 520 21 1 7
Douglas 4044518507 0 621 940 24 3 5
Douglas 4044518509 0 647 1018 16 1 8
Douglas 4044518510 0 1094 1856 61 4 31
Douglas 4044518513 0 621 902 25 5 8
Douglas 4044518514 0 477 728 31 4 17
Douglas 4303918101 0 1117 1328 35 5 17
Douglas 4303918102 0 849 1008 35 4 15
Douglas 4303918103 0 736 868 45 7 18
Douglas 4303918104 0 188 374 3 1 3
Douglas 4303918105 0 867 793 21 1 9
Douglas 4303918115 0 595 671 38 4 9
Douglas 4304418206 0 432 521 11 1 21
Douglas 4304418207 0 611 566 26 2 19
Douglas 4304418208 0 853 477 35 6 10
Douglas 4304418232 0 501 508 8 0 3
Douglas 4304418233 0 928 1012 21 1 8
Douglas 4304418245 0 909 969 23 5 15
Douglas 4304418257 0 725 531 23 2 11
Douglas 4304418266 0 704 892 12 0 8
Douglas 4304418267 0 482 501 11 2 6
Douglas 4304418301 0 1099 640 37 11 20
Douglas 4304418307 0 718 776 32 2 10
Douglas 4304418308 0 711 674 24 4 3
Douglas 4304418311 0 580 612 23 4 14
Douglas 4304418312 0 506 590 15 3 5
Douglas 4304418313 0 448 547 11 4 6
Douglas 4304418314 0 420 527 19 1 4
Douglas 4304418351 0 727 858 24 4 11
Douglas 4304418355 0 769 742 19 2 11
Douglas 4304518258 0 655 927 21 5 13
Douglas 4304518259 0 620 915 30 3 11
Douglas 4304518260 0 452 605 17 0 6
Douglas 4304518268 0 341 533 5 1 4
Douglas 6043918305 0 1172 1323 21 5 17
Douglas 6043918310 0 282 424 12 1 6
Douglas 6303918243 0 816 819 26 2 16
Douglas 6303918247 0 671 886 18 0 11
Douglas 6303918249 0 665 731 20 2 11
Douglas 6303918250 0 636 517 12 3 6
Douglas 6303918251 0 851 709 16 1 7
Douglas 6303918252 0 770 684 24 5 14
Douglas 6303918253 0 522 371 12 1 4
Douglas 6303918254 0 787 688 13 1 10
Douglas 6303918255 0 510 509 15 3 8
Douglas 6303918256 0 451 442 12 1 1
Douglas 6303918265 0 767 897 17 0 7
Douglas 6304318201 0 864 752 8 2 6
Douglas 6304318202 0 964 958 28 3 9
Douglas 6304318203 0 656 577 20 1 9
Douglas 6304318204 0 620 445 27 5 8
Douglas 6304318205 0 858 718 22 4 12
Douglas 6304318209 0 718 674 22 2 12
Douglas 6304318210 0 898 622 11 2 10
Douglas 6304318211 0 956 750 27 7 12
Douglas 6304318212 0 646 577 31 7 4
Douglas 6304318213 0 565 535 4 4 3
Douglas 6304318214 0 312 349 5 0 3
Douglas 6304318215 0 519 530 18 3 2
Douglas 6304318216 0 419 402 11 0 3
Douglas 6304318217 0 642 563 17 0 12
Douglas 6304318218 0 517 511 7 0 6
Douglas 6304318219 0 495 411 13 3 3
Douglas 6304318220 0 599 385 18 4 5
Douglas 6304318221 0 486 430 16 1 3
Douglas 6304318222 0 745 637 25 4 8
Douglas 6304318223 0 877 769 29 3 15
Douglas 6304318224 0 824 709 17 2 11
Douglas 6304318225 0 1009 753 28 3 22
Douglas 6304318226 0 586 548 16 1 8
Douglas 6304318227 0 934 866 20 1 10
Douglas 6304318228 0 463 461 14 0 5
Douglas 6304318229 0 633 486 16 1 8
Douglas 6304318230 0 510 491 15 3 8
Douglas 6304318231 0 778 664 18 2 13
Douglas 6304318234 0 482 453 10 1 9
Douglas 6304318235 0 841 773 20 4 8
Douglas 6304318236 0 963 855 29 2 12
Douglas 6304318237 0 613 674 21 3 12
Douglas 6304318238 0 586 610 13 2 15
Douglas 6304318239 0 1017 822 23 2 17
Douglas 6304318240 0 639 528 23 1 20
Douglas 6304318241 0 714 579 28 4 8
Douglas 6304318242 0 518 428 21 6 8
Douglas 6304318244 0 687 655 19 2 8
Douglas 6304318246 0 800 738 19 2 10
Douglas 6304318248 0 524 522 15 0 3
Douglas 6304318270 0 496 358 8 3 10
Eagle 2052619001 0 124 51 1 0 1
Eagle 2052619002 0 497 184 16 3 4
Eagle 2052619003 0 490 164 11 3 8
Eagle 2052619011 0 399 151 11 0 7
Eagle 2052619012 0 918 335 14 5 10
Eagle 2052619013 0 595 291 11 4 2
Eagle 2052619014 0 466 174 4 1 5
Eagle 2052619015 0 828 351 15 4 10
Eagle 2052619019 0 901 360 16 6 8
Eagle 3052619004 0 611 314 5 3 4
Eagle 3052619005 0 1106 609 28 4 17
Eagle 3052619006 0 412 352 13 2 11
Eagle 3052619007 0 855 274 7 8 5
Eagle 3052619008 0 396 169 7 1 1
Eagle 3052619009 0 507 448 20 2 17
Eagle 3052619010 0 39 105 1 1 1
Eagle 3052619016 0 371 257 6 1 3
Eagle 3052619017 0 522 230 12 1 4
Eagle 3052619018 0 512 241 7 0 3
Eagle 3052619020 0 760 507 10 3 11
Eagle 3052619021 0 140 131 7 0 1
Eagle 3052619022 0 791 427 12 4 4
Eagle 3052619023 0 729 586 23 1 16
Eagle 3052619024 0 1135 374 12 1 6
Eagle 3052619025 0 899 396 14 8 6
Eagle 3052619026 0 541 642 17 0 6
Eagle 3052619027 0 1025 743 25 5 14
Eagle 3052619028 0 564 292 11 1 5
Eagle 3052619029 0 802 367 21 3 9
Eagle 3052619030 0 653 367 20 3 6
"El Paso" 5021821745 0 116 137 7 0 1
"El Paso" 5021921452 0 357 1050 34 4 6
"El Paso" 5021921500 0 60 302 13 0 1
"El Paso" 5021921501 0 166 799 16 0 8
"El Paso" 5021921502 0 137 689 15 4 7
"El Paso" 5021921521 0 268 797 28 2 15
"El Paso" 5021921522 0 250 1007 41 1 10
"El Paso" 5021921523 0 218 879 21 0 12
"El Paso" 5021921524 0 265 1213 34 2 9
"El Paso" 5021921554 0 37 118 0 1 2
"El Paso" 5021921560 0 193 944 28 1 15
"El Paso" 5021921653 0 51 156 3 0 0
"El Paso" 5021921828 0 98 333 8 1 1
"El Paso" 5022021740 0 863 938 30 6 11
"El Paso" 5022121632 0 770 876 55 3 17
"El Paso" 5022121639 0 425 450 37 2 9
"El Paso" 5022121645 0 367 497 14 1 9
"El Paso" 5022121652 0 531 816 28 4 14
"El Paso" 5022121801 0 341 679 26 6 14
"El Paso" 5022121802 0 460 635 41 3 18
"El Paso" 5022121803 0 541 599 42 0 20
"El Paso" 5022121804 0 391 539 40 1 16
"El Paso" 5022121805 0 635 610 43 5 15
"El Paso" 5022121806 0 360 541 34 4 7
"El Paso" 5022121807 0 517 556 43 0 17
"El Paso" 5022121808 0 597 665 37 3 23
"El Paso" 5022121839 0 303 552 15 2 4
"El Paso" 5091421215 0 306 741 10 2 11
"El Paso" 5091421216 0 601 870 34 5 11
"El Paso" 5091421217 0 399 790 15 2 5
"El Paso" 5091421220 0 803 1096 43 7 11
"El Paso" 5091421221 0 557 1055 40 2 7
"El Paso" 5091421222 0 314 508 16 3 9
"El Paso" 5091421223 0 753 1037 38 3 12
"El Paso" 5091421224 0 639 968 46 3 14
"El Paso" 5091421225 0 516 648 29 1 10
"El Paso" 5091421227 0 512 982 38 1 12
"El Paso" 5091421228 0 285 569 13 0 6
"El Paso" 5091421229 0 726 1051 30 7 12
"El Paso" 5091421230 0 574 975 24 5 17
"El Paso" 5091421231 0 609 914 63 4 18
"El Paso" 5091421232 0 538 869 24 0 17
"El Paso" 5091421233 0 593 871 31 4 16
"El Paso" 5091421234 0 653 880 21 4 9
"El Paso" 5091421236 0 435 591 20 4 22
"El Paso" 5091421237 0 459 634 19 4 10
"El Paso" 5091421238 0 464 672 28 4 7
"El Paso" 5091421246 0 554 563 33 5 17
"El Paso" 5091421247 0 428 562 24 2 16
"El Paso" 5091421249 0 397 680 26 1 13
"El Paso" 5091421250 0 489 746 23 2 14
"El Paso" 5091521445 0 702 919 36 5 18
"El Paso" 5091521454 0 631 1028 53 5 12
"El Paso" 5091821107 0 818 564 47 6 15
"El Paso" 5091821108 0 632 520 22 0 9
"El Paso" 5091821109 0 103 86 2 0 2
"El Paso" 5091921209 0 469 950 36 5 10
"El Paso" 5091921210 0 494 992 39 0 12
"El Paso" 5091921211 0 438 807 18 2 16
"El Paso" 5091921212 0 511 1081 28 0 30
"El Paso" 5091921213 0 371 972 24 2 10
"El Paso" 5091921214 0 414 1187 35 4 8
"El Paso" 5091921218 0 267 730 15 6 9
"El Paso" 5091921219 0 387 1071 39 2 5
"El Paso" 5091921303 0 532 1031 32 5 14
"El Paso" 5091921304 0 478 905 19 2 8
"El Paso" 5091921310 0 559 1110 36 6 10
"El Paso" 5091921311 0 600 1176 25 1 6
"El Paso" 5091921312 0 622 1086 33 4 21
"El Paso" 5091921313 0 492 962 37 4 15
"El Paso" 5091921314 0 465 923 19 3 10
"El Paso" 5091921315 0 477 814 29 1 9
"El Paso" 5091921316 0 379 899 15 1 1
"El Paso" 5091921317 0 635 1180 14 4 11
"El Paso" 5091921318 0 584 1143 28 1 6
"El Paso" 5091921319 0 539 866 29 3 10
"El Paso" 5091921320 0 410 1088 23 3 9
"El Paso" 5091921321 0 454 1145 36 3 5
"El Paso" 5091921322 0 344 1050 19 1 16
"El Paso" 5091921440 0 382 1213 26 2 16
"El Paso" 5091921441 0 314 937 25 5 12
"El Paso" 5091921442 0 496 1525 41 6 14
"El Paso" 5091921443 0 310 889 57 1 11
"El Paso" 5091921444 0 437 1293 46 6 14
"El Paso" 5091921446 0 719 1386 63 4 14
"El Paso" 5091921447 0 442 830 46 1 14
"El Paso" 5091921448 0 379 898 29 5 15
"El Paso" 5091921449 0 379 767 22 0 8
"El Paso" 5091921450 0 423 971 31 3 13
"El Paso" 5091921525 0 41 165 1 1 1
"El Paso" 5092021101 0 658 729 44 7 28
"El Paso" 5092021102 0 882 735 33 7 16
"El Paso" 5092021103 0 746 790 34 6 13
"El Paso" 5092021104 0 952 843 49 6 16
"El Paso" 5092021105 0 551 881 13 1 5
"El Paso" 5092021106 0 769 701 39 4 11
"El Paso" 5092021116 0 641 912 30 3 10
"El Paso" 5092021117 0 630 662 31 1 21
"El Paso" 5092021200 0 221 326 24 3 2
"El Paso" 5092021201 0 647 1010 17 1 11
"El Paso" 5092021202 0 571 925 25 4 7
"El Paso" 5092021203 0 581 767 27 1 12
"El Paso" 5092021204 0 660 844 26 1 7
"El Paso" 5092021205 0 746 857 46 1 16
"El Paso" 5092021206 0 546 538 19 5 19
"El Paso" 5092021207 0 330 409 17 2 2
"El Paso" 5092021208 0 722 769 24 5 10
"El Paso" 5092021226 0 384 489 28 4 9
"El Paso" 5092021248 0 490 596 22 0 10
"El Paso" 5092021301 0 356 525 18 3 6
"El Paso" 5092021302 0 757 1036 38 6 18
"El Paso" 5092021741 0 193 292 5 1 2
"El Paso" 5101421134 0 488 515 26 9 11
"El Paso" 5101421135 0 271 283 25 1 3
"El Paso" 5101421141 0 578 722 37 4 20
"El Paso" 5101421142 0 692 997 44 5 23
"El Paso" 5101421143 0 341 538 23 5 9
"El Paso" 5101421144 0 534 782 30 5 11
"El Paso" 5101421145 0 657 933 42 3 13
"El Paso" 5101421146 0 337 545 13 2 8
"El Paso" 5101421163 0 561 642 40 2 11
"El Paso" 5101421164 0 640 741 57 7 19
"El Paso" 5101421235 0 600 937 38 2 14
"El Paso" 5101421239 0 601 797 42 6 12
"El Paso" 5101421240 0 553 889 27 2 14
"El Paso" 5101421241 0 708 1054 36 9 25
"El Paso" 5101421242 0 701 925 46 2 18
"El Paso" 5101421243 0 753 843 53 5 15
"El Paso" 5101421244 0 638 973 50 3 17
"El Paso" 5101421245 0 569 912 30 1 11
"El Paso" 5101521159 0 114 204 3 1 8
"El Paso" 5101521401 0 592 892 41 7 16
"El Paso" 5101521402 0 734 946 54 3 16
"El Paso" 5101521403 0 543 962 33 1 9
"El Paso" 5101521404 0 537 726 47 7 16
"El Paso" 5101521405 0 472 752 30 1 11
"El Paso" 5101521406 0 567 805 46 2 15
"El Paso" 5101521407 0 630 870 39 1 11
"El Paso" 5101521408 0 707 999 47 2 18
"El Paso" 5101521417 0 596 678 51 2 12
"El Paso" 5101521423 0 531 739 39 1 5
"El Paso" 5101621099 0 422 385 22 2 7
"El Paso" 5101621120 0 423 567 19 1 5
"El Paso" 5101621121 0 783 948 38 7 23
"El Paso" 5101621122 0 757 787 23 9 26
"El Paso" 5101621123 0 492 481 33 1 10
"El Paso" 5101621124 0 360 313 15 6 12
"El Paso" 5101621125 0 733 833 44 8 13
"El Paso" 5101621126 0 859 806 36 7 15
"El Paso" 5101621127 0 791 876 29 5 21
"El Paso" 5101621128 0 742 859 34 5 18
"El Paso" 5101621129 0 890 682 53 6 13
"El Paso" 5101621130 0 688 634 43 3 17
"El Paso" 5101621131 0 708 731 28 5 9
"El Paso" 5101621132 0 651 705 24 4 19
"El Paso" 5101621136 0 500 625 36 4 6
"El Paso" 5101621138 0 385 436 20 3 8
"El Paso" 5101621140 0 542 779 40 8 12
"El Paso" 5101621147 0 614 726 35 10 15
"El Paso" 5101621148 0 774 880 52 4 22
"El Paso" 5101621149 0 651 940 37 2 15
"El Paso" 5101621150 0 479 885 27 4 18
"El Paso" 5101621151 0 730 984 40 2 22
"El Paso" 5101621152 0 663 834 42 8 17
"El Paso" 5101621153 0 629 952 47 7 13
"El Paso" 5101621154 0 783 779 52 5 17
"El Paso" 5101621157 0 566 722 34 3 13
"El Paso" 5101621160 0 738 761 34 6 18
"El Paso" 5101621165 0 596 1041 25 5 18
"El Paso" 5101621166 0 659 720 57 10 23
"El Paso" 5101621175 0 409 491 32 3 8
"El Paso" 5101621198 0 410 399 23 6 4
"El Paso" 5101821171 0 793 464 15 1 7
"El Paso" 5101821174 0 418 345 23 2 10
"El Paso" 5101821181 0 76 99 4 2 1
"El Paso" 5101821197 0 483 415 24 7 8
"El Paso" 5111721137 0 361 269 15 6 10
"El Paso" 5111721182 0 698 480 34 9 19
"El Paso" 5111721183 0 442 337 31 4 17
"El Paso" 5111721184 0 437 343 21 4 12
"El Paso" 5111721187 0 625 569 31 5 15
"El Paso" 5111721190 0 374 336 27 10 13
"El Paso" 5111721193 0 432 453 14 2 13
"El Paso" 5111721194 0 495 294 14 4 11
"El Paso" 5111721199 0 425 287 12 2 14
"El Paso" 5111721610 0 877 624 52 9 25
"El Paso" 5111721611 0 745 570 40 14 18
"El Paso" 5111721612 0 761 453 43 5 24
"El Paso" 5111721613 0 669 691 41 2 18
"El Paso" 5111721614 0 861 371 39 7 12
"El Paso" 5111721615 0 399 373 24 3 12
"El Paso" 5111721616 0 730 403 20 5 15
"El Paso" 5111721619 0 470 339 29 3 13
"El Paso" 5111721620 0 384 318 20 1 8
"El Paso" 5111721621 0 836 569 60 9 38
"El Paso" 5111721622 0 835 520 43 6 23
"El Paso" 5111721623 0 927 644 51 12 24
"El Paso" 5111721624 0 794 503 36 9 19
"El Paso" 5111721625 0 805 575 54 1 22
"El Paso" 5111721626 0 400 228 34 7 8
"El Paso" 5111721627 0 510 425 42 1 7
"El Paso" 5111721901 0 258 285 20 3 7
"El Paso" 5111821110 0 826 440 22 7 16
"El Paso" 5111821111 0 654 384 31 9 8
"El Paso" 5111821112 0 882 501 45 5 21
"El Paso" 5111821113 0 811 501 31 11 17
"El Paso" 5111821114 0 991 705 36 6 9
"El Paso" 5111821118 0 801 700 43 7 12
"El Paso" 5111821119 0 882 446 27 5 13
"El Paso" 5111821133 0 488 379 15 4 10
"El Paso" 5111821168 0 933 363 19 1 9
"El Paso" 5111821169 0 706 427 34 12 14
"El Paso" 5111821170 0 805 534 35 2 14
"El Paso" 5111821172 0 930 363 26 4 14
"El Paso" 5111821173 0 892 494 36 4 15
"El Paso" 5111821176 0 964 190 20 5 6
"El Paso" 5111821177 0 794 344 27 6 14
"El Paso" 5111821178 0 825 439 37 7 26
"El Paso" 5111821179 0 982 401 27 7 9
"El Paso" 5111821180 0 727 623 30 4 21
"El Paso" 5111821185 0 818 369 28 8 17
"El Paso" 5111821186 0 761 551 35 6 26
"El Paso" 5111821188 0 832 561 41 8 24
"El Paso" 5111821189 0 767 411 32 9 16
"El Paso" 5111821742 0 771 288 27 6 6
"El Paso" 5111821743 0 784 374 38 9 9
"El Paso" 5111821744 0 667 446 19 1 7
"El Paso" 5112021601 0 572 407 18 4 12
"El Paso" 5112021605 0 606 441 36 4 20
"El Paso" 5121521139 0 489 514 28 3 8
"El Paso" 5121521158 0 553 899 22 2 10
"El Paso" 5121521161 0 583 952 36 3 12
"El Paso" 5121521162 0 438 776 37 6 13
"El Paso" 5121521167 0 557 687 36 4 17
"El Paso" 5121521191 0 672 870 36 1 14
"El Paso" 5121521192 0 667 803 38 8 9
"El Paso" 5121521195 0 551 625 37 6 14
"El Paso" 5121521196 0 142 148 5 10 2
"El Paso" 5121521409 0 562 824 27 1 20
"El Paso" 5121521410 0 667 832 39 4 21
"El Paso" 5121521411 0 756 923 44 2 19
"El Paso" 5121521412 0 491 662 30 3 10
"El Paso" 5121521413 0 613 716 45 4 8
"El Paso" 5121521414 0 494 649 41 5 14
"El Paso" 5121521415 0 548 627 47 4 9
"El Paso" 5121521416 0 619 743 35 4 13
"El Paso" 5121521418 0 442 693 31 6 12
"El Paso" 5121521419 0 569 635 46 3 9
"El Paso" 5121521420 0 789 1453 46 2 22
"El Paso" 5121521421 0 454 541 44 3 6
"El Paso" 5121521422 0 432 509 30 4 21
"El Paso" 5121521424 0 810 1136 58 6 24
"El Paso" 5121521650 0 590 811 66 4 19
"El Paso" 5121621155 0 515 603 30 4 10
"El Paso" 5121621156 0 349 540 20 3 9
"El Paso" 5121721631 0 206 234 15 1 4
"El Paso" 5121821115 0 413 404 5 1 13
"El Paso" 5121821720 0 586 406 25 6 9
"El Paso" 5121821721 0 736 735 21 9 6
"El Paso" 5121821722 0 845 725 22 2 6
"El Paso" 5121821723 0 847 725 27 1 6
"El Paso" 5121821724 0 425 281 27 4 3
"El Paso" 5121921451 0 358 952 25 1 14
"El Paso" 5121921453 0 269 1034 17 5 18
"El Paso" 5121921520 0 34 97 4 1 1
"El Paso" 5121921651 0 969 1300 82 5 15
