COUNTY AREA TOTAL DEM REP LIB
COUNTY AREA TOTAL Tester Rosendale Breckenridge
"Silver Bow" PREC_8W 0 820 330 28
"Silver Bow" PREC_9E 0 348 241 10
"Silver Bow" PREC_9N 0 530 265 13
"Silver Bow" PREC_9W 0 58 18 1
Stillwater "ABSAROKEE PRECINCT 13" 0 293 559 30
Stillwater "COLUMBUS PRECINCT 1" 0 594 1444 72
Stillwater "FISHTAIL PRECINCT 11" 0 71 112 8
Stillwater "MOLT PRECINCT 7" 0 10 56 0
Stillwater "NYE PRECINCT 10" 0 48 82 4
Stillwater "PARK CITY PRECINCT 2" 0 386 721 32
Stillwater "RAPELJE PRECINCT 9" 0 37 120 4
Stillwater "REED POINT PRECINCT 4" 0 62 112 7
"Sweet Grass" "PRECINCT 1" 0 161 258 18
"Sweet Grass" "PRECINCT 2" 0 151 227 19
"Sweet Grass" "PRECINCT 3" 0 122 311 15
"Sweet Grass" "PRECINCT 4" 0 159 354 13
"Sweet Grass" "PRECINCT 5" 0 59 222 9
Teton "PRECINCT #1" 0 613 749 47
Teton "PRECINCT #11" 0 57 95 4
Teton "PRECINCT #17" 0 137 162 7
Teton "PRECINCT #6" 0 134 185 6
Teton "PRECINCT #7" 0 349 593 19
Toole DEVON-GALATA 0 37 89 5
Toole KEVIN 0 40 81 6
Toole "SHELBY CITY" 0 393 660 39
Toole "SHELBY RURAL" 0 35 123 5
Toole SUNBURST 0 121 255 14
Treasure "PRECINCT # 3" 0 3 29 0
Treasure "PRECINCT # 4" 0 116 212 6
Treasure "PRECINCT # 6" 0 10 38 0
Valley "31 FTP FRZ" 0 353 379 24
Valley "33 GLS HIN" 0 657 824 89
Valley "34 LUS OPH NAS GNE" 0 535 934 87
Wheatland "PRECINCT 1" 0 18 55 4
Wheatland "PRECINCT 2" 0 145 230 14
Wheatland "PRECINCT 3" 0 21 65 4
Wheatland "PRECINCT 4" 0 42 76 4
Wheatland "PRECINCT 9" 0 89 160 6
Wibaux "PRECINCT #1" 0 140 390 12
Yellowstone 39.1 0 37 115 5
Yellowstone 39.200000000000003 0 505 1044 57
Yellowstone 40-45 0 308 569 28
Yellowstone 40.1 0 490 1171 72
Yellowstone 40.299999999999997 0 100 243 6
Yellowstone 40.4 0 86 177 14
Yellowstone 40.5 0 43 134 4
Yellowstone 42.1 0 30 82 2
Yellowstone 42.2 0 90 137 10
Yellowstone 43.1 0 163 352 11
Yellowstone 43.2 0 264 450 27
Yellowstone 43.3 0 1488 1586 136
Yellowstone 44.1 0 419 429 47
Yellowstone 44.2 0 944 890 74
Yellowstone 44.3 0 688 747 49
Yellowstone 45.2 0 1748 2178 111
Yellowstone 46.1 0 108 177 5
Yellowstone 46.2 0 2636 2729 131
Yellowstone 47.1 0 938 429 64
Yellowstone 47.2 0 1476 1080 48
Yellowstone 48.1 0 1532 872 73
Yellowstone 48.2 0 1118 968 69
Yellowstone 49.1 0 1053 406 52
Yellowstone 49.2 0 1068 666 65
Yellowstone 50.1 0 1047 559 96
Yellowstone 50.2 0 1066 831 71
Yellowstone 51.1 0 625 411 66
Yellowstone 51.2 0 554 444 30
Yellowstone 51.3 0 836 731 85
Yellowstone 52.1 0 899 584 94
Yellowstone 52.2 0 1045 955 64
Yellowstone 53.1 0 1873 3042 81
Yellowstone 53.2 0 469 954 65
Yellowstone 53.3 0 342 707 38
Yellowstone 54.1 0 2234 2440 121
Yellowstone 54.2 0 340 548 19
Yellowstone 55.1 0 154 285 23
Yellowstone 55.2 0 32 70 4
Yellowstone 55.3 0 358 693 44
Yellowstone 55.4 0 501 490 76
Yellowstone 55.5 0 765 853 46
Yellowstone 56.1 0 118 203 13
Yellowstone 56.2 0 1306 1779 126
Yellowstone 56.3 0 329 472 29
