COUNTY AREA TOTAL DEM REP LMN GLC Writein
COUNTY AREA TOTAL Smith Lewis OConnor Steinberg Writein
Carlton "MOOSE LAKE" 836 442 296 60 38 0
Carlton "MOOSE LAKE TWP" 594 242 308 31 13 0
Carlton "PROGRESS UNORG" 14 7 7 0 0 0
Carlton "PERCH LAKE TWP" 570 311 206 38 15 0
Carlton "RED CLOVER UNORG" 185 73 103 7 1 1
Carlton "SAWYER UNORG" 207 101 94 9 3 0
Carlton SCANLON 579 306 219 40 13 1
Carlton "SILVER BROOK TWP" 405 155 228 16 5 1
Carlton "SILVER TWP" 264 99 152 11 2 0
Carlton "SKELTON TWP" 272 109 141 18 3 1
Carlton "SPLIT ROCK TWP" 93 46 43 4 0 0
Carlton "THOMSON TWP" 3244 1504 1589 113 37 1
Carlton "TWIN LAKES TWP" 1368 617 665 60 26 0
Carlton WRENSHALL 268 134 116 14 4 0
Carlton "WRENSHALL TWP" 296 139 150 6 1 0
Carlton WRIGHT 60 23 29 6 2 0
Carver "BENTON TWP" 507 142 340 20 3 2
Carver "CAMDEN TWP" 610 146 442 12 10 0
Carver CARVER 3105 1396 1476 188 44 1
Carver "CHANHASSEN P-1A" 1944 1047 826 59 12 0
Carver "CHANHASSEN P-1B" 2258 1077 1015 122 41 3
Carver "CHANHASSEN P-2A" 1684 843 766 64 11 0
Carver "CHANHASSEN P-2B" 2511 1190 1169 122 28 2
Carver "CHANHASSEN P-3" 2934 1382 1405 113 32 2
Carver "CHANHASSEN P-4" 2846 1455 1243 112 33 3
Carver "CHANHASSEN P-5" 2928 1384 1404 111 29 0
Carver "CHASKA W-1" 4083 1871 1944 203 63 2
Carver "CHASKA W-2" 4749 2288 2167 218 72 4
Carver "CHASKA W-3" 3198 1544 1301 275 74 4
Carver "CHASKA W-4" 3629 1760 1556 245 64 4
Carver COLOGNE 1249 431 703 91 23 1
Carver "DAHLGREN TWP P-1" 849 259 552 27 11 0
Carver "DAHLGREN TWP P-2" 39 14 22 2 1 0
Carver HAMBURG 325 68 233 19 5 0
Carver "HANCOCK TWP" 214 48 156 8 0 2
Carver "HOLLYWOOD TWP" 696 171 499 22 3 1
Carver "LAKETOWN TWP" 1189 378 751 43 17 0
Carver MAYER 1386 351 937 79 18 1
Carver "NEW GERMANY" 237 41 174 16 6 0
Carver "NORWOOD YOUNG AMERICA" 2188 658 1329 150 49 2
Carver "SAN FRANCISCO TWP" 632 191 417 19 5 0
Carver SHOREWOOD 0 0 0 0 0 0
Carver "VICTORIA P-1" 1282 547 665 50 19 1
Carver "VICTORIA P-2" 2393 1028 1232 107 26 0
Carver "VICTORIA P-3" 3287 1305 1832 123 27 0
Carver "WACONIA W-1" 3330 1373 1731 173 52 1
Carver "WACONIA W-2" 4440 1839 2273 255 72 1
Carver "WACONIA TWP" 793 228 537 20 8 0
Carver WATERTOWN 2666 806 1614 193 52 1
Carver "WATERTOWN TWP" 850 254 564 21 11 0
Carver "YOUNG AMERICA TWP" 466 101 348 10 7 0
Cass "ANSEL TWP" 40 9 28 3 0 0
Cass BACKUS 112 35 69 6 2 0
Cass "BARCLAY TWP" 319 106 193 17 2 1
Cass "BECKER TWP" 278 57 196 17 8 0
Cass BENA 49 26 8 10 5 0
Cass "BEULAH TWP" 58 27 28 2 1 0
Cass "BIRCH LAKE TWP" 441 129 296 10 6 0
Cass "BLIND LAKE TWP" 52 17 30 3 2 0
Cass "BOY LAKE TWP" 106 33 57 12 4 0
Cass "BOY RIVER CITY" 7 1 5 1 0 0
Cass "BOY RIVER TWP" 43 16 26 1 0 0
Cass "BULL MOOSE TWP" 72 17 50 3 2 0
Cass "BUNGO TWP" 94 15 73 4 2 0
Cass "BYRON TWP" 86 24 58 2 2 0
Cass "CASS LAKE" 306 184 52 54 16 0
Cass "CHICKAMAW BEACH" 94 40 48 4 2 0
Cass "CROOKED LAKE TWP" 394 160 210 16 8 0
Cass "DEERFIELD TWP" 80 21 55 3 1 0
Cass "EAST GULL LAKE" 761 212 527 19 3 0
Cass "FAIRVIEW TWP" 633 144 454 28 7 0
Cass "FEDERAL DAM" 61 27 24 7 3 0
Cass "GOULD TWP" 102 40 49 12 1 0
Cass HACKENSACK 173 72 82 14 3 2
Cass "HARDWOOD SOUTH" 30 10 19 0 1 0
Cass "HIRAM TWP" 283 122 152 5 4 0
Cass "HOME BROOK TWP" 177 47 114 12 4 0
Cass "INGUADONA TWP" 122 33 85 4 0 0
Cass "KEGO TWP" 382 128 233 14 7 0
Cass "LAKE SHORE" 824 226 553 35 10 0
Cass "LEECH LAKE TWP" 296 98 184 10 4 0
Cass "LIMA TWP" 51 14 33 3 1 0
Cass LONGVILLE 108 30 75 2 1 0
Cass "LOON LAKE TWP" 382 109 256 10 7 0
Cass "MCKINLEY TWP" 69 25 38 5 0 1
Cass "MAPLE TWP" 263 45 192 16 9 1
Cass "MAY TWP" 562 86 440 26 9 1
Cass "MEADOW BROOK TWP" 113 16 85 7 5 0
Cass "MOOSE LAKE TWP" 72 15 51 5 1 0
Cass MOTLEY 11 2 9 0 0 0
Cass "OTTER TAIL PENINSULA TWP" 48 23 24 1 0 0
Cass "PIKE BAY TWP" 693 405 151 104 31 2
Cass PILLAGER 236 68 151 12 5 0
Cass "PINE LAKE TWP" 145 60 80 5 0 0
Cass "PINE RIVER" 398 118 237 29 14 0
Cass "PINE RIVER TWP" 665 171 450 30 14 0
Cass "PONTO LAKE TWP" 413 159 236 12 6 0
Cass "POPLAR TWP" 87 10 69 7 1 0
Cass "POWERS TWP" 526 160 331 24 10 1
Cass REMER 163 58 86 13 6 0
Cass "REMER TWP" 98 25 68 3 2 0
Cass "ROGERS POINT" 1 0 1 0 0 0
Cass "ROGERS TWP" 61 21 39 1 0 0
Cass "SALEM TWP P-1" 73 15 55 2 1 0
Cass "SALEM TWP P-2" 0 0 0 0 0 0
Cass "SHINGOBEE TWP P-1" 1033 385 567 64 16 1
Cass "SHINGOBEE TWP P-2" 59 41 10 5 3 0
Cass "SLATER TWP" 128 44 80 1 2 1
Cass "SMOKY HOLLOW TWP" 38 12 25 1 0 0
Cass "SUCKER LAKES" 9 6 3 0 0 0
Cass "SYLVAN TWP" 1668 481 1063 98 26 0
Cass "THUNDER LAKE TWP" 194 58 130 6 0 0
Cass "TORREY TWP" 108 28 77 3 0 0
Cass "TRELIPE TWP" 126 43 80 2 1 0
Cass "TURTLE LAKE TWP" 433 153 252 20 8 0
Cass "WABEDO TWP" 332 131 195 5 1 0
Cass WAHNENA 92 21 68 2 1 0
Cass "WALDEN TWP" 257 73 166 14 4 0
Cass WALKER 576 230 294 33 17 2
Cass "WILKINSON TWP" 242 125 85 26 5 1
Cass "WILLOW RIVER" 24 10 14 0 0 0
Cass "WILSON TWP" 361 70 259 20 10 2
Cass "WINNIE PORTAGE LAKES" 134 49 78 6 1 0
Cass "WOODROW TWP" 578 242 316 15 5 0
Chippewa "BIG BEND TWP" 156 77 73 3 3 0
Chippewa "CLARA CITY" 761 216 502 31 12 0
Chippewa "CRATE TWP" 110 34 70 5 0 1
Chippewa "GRACE TWP" 67 12 54 1 0 0
Chippewa "GRANITE FALLS W-2" 525 222 256 37 10 0
Chippewa "GRANITE FALLS TWP P-1" 141 33 102 5 1 0
Chippewa "GRANITE FALLS TWP P-2" 0 0 0 0 0 0
Chippewa "HAVELOCK TWP" 97 42 54 1 0 0
Chippewa "KRAGERO TWP" 96 44 48 4 0 0
Chippewa "LEENTHROP TWP" 160 53 102 5 0 0
Chippewa "LONE TREE TWP" 134 28 102 2 2 0
Chippewa "LOURISTON TWP" 86 28 55 3 0 0
Chippewa "MANDT TWP" 91 33 52 6 0 0
Chippewa MAYNARD 177 54 104 15 4 0
Chippewa MILAN 116 62 46 4 4 0
Chippewa "MONTEVIDEO P-1" 1259 492 644 99 22 2
Chippewa "MONTEVIDEO P-2" 1230 485 636 91 18 0
Chippewa RAYMOND 0 0 0 0 0 0
Chippewa "RHEIDERLAND TWP" 161 24 136 0 1 0
Chippewa "ROSEWOOD TWP" 204 41 155 6 2 0
Chippewa "SPARTA TWP" 467 163 277 22 5 0
Chippewa "STONEHAM TWP" 149 37 105 5 2 0
Chippewa "TUNSBERG TWP" 130 44 81 4 1 0
Chippewa WATSON 89 23 57 7 2 0
Chippewa "WOODS TWP" 122 23 96 2 1 0
Chisago "AMADOR TWP" 586 188 358 27 12 1
Chisago "CENTER CITY" 421 212 175 26 8 0
Chisago "CHISAGO CITY" 3441 1258 1912 209 61 1
Chisago "CHISAGO LAKE TWP (N)" 1554 578 866 87 23 0
Chisago "CHISAGO LAKE TWP (S)" 1736 588 1043 83 21 1
Chisago "FISH LAKE TWP" 1412 417 890 85 20 0
Chisago "FRANCONIA TWP" 1151 430 635 59 26 1
Chisago HARRIS 699 209 405 61 24 0
Chisago "LENT TWP" 2010 557 1315 102 32 4
Chisago LINDSTROM 3017 1124 1626 213 53 1
Chisago "NESSEL TWP" 1298 337 862 78 19 2
Chisago "NORTH BRANCH P-B" 1596 473 930 142 50 1
Chisago "NORTH BRANCH P-C" 2449 742 1438 212 56 1
Chisago "NORTH BRANCH P-A" 1723 534 1033 122 33 1
Chisago "RUSH CITY" 1113 367 585 129 32 0
Chisago "RUSHSEBA TWP" 499 123 347 24 5 0
Chisago SHAFER 556 147 320 68 21 0
Chisago "SHAFER TWP P-A" 686 206 433 37 10 0
Chisago "SHAFER TWP P-B" 25 7 15 1 2 0
Chisago STACY 862 251 486 98 26 1
Chisago "SUNRISE TWP" 1330 357 865 75 32 1
Chisago "TAYLORS FALLS" 648 271 305 53 19 0
Chisago WYOMING 4954 1638 2856 349 107 4
Clay "ALLIANCE TWP" 140 60 71 5 4 0
Clay "BARNESVILLE CITY W-1" 564 233 291 27 13 0
Clay "BARNESVILLE CITY W-2" 405 158 206 34 7 0
Clay "BARNESVILLE CITY W-3" 474 194 232 36 12 0
Clay "BARNESVILLE TWP" 105 42 59 4 0 0
Clay "COMSTOCK CITY" 58 16 36 6 0 0
Clay "CROMWELL TWP" 240 82 148 6 4 0
Clay "DILWORTH CITY" 2244 1043 951 187 62 1
Clay "EGLON TWP" 434 162 247 15 10 0
Clay "ELKTON TWP" 196 85 92 15 4 0
Clay "ELMWOOD TWP" 250 89 147 8 6 0
Clay "FELTON CITY" 86 29 47 10 0 0
Clay "FELTON TWP" 48 17 29 2 0 0
Clay "FLOWING TWP" 53 22 29 2 0 0
Clay "GEORGETOWN CITY" 39 14 21 4 0 0
Clay "GEORGETOWN TWP" 76 38 34 4 0 0
Clay "GLYNDON CITY" 636 269 301 48 17 1
Clay "GLYNDON TWP" 197 53 135 7 2 0
Clay "GOOSE PRAIRIE TWP" 108 45 55 7 1 0
Clay "HAGEN TWP" 76 32 41 3 0 0
Clay "HAWLEY CITY" 1134 465 574 73 22 0
Clay "HAWLEY TWP" 308 125 169 6 7 1
Clay "HIGHLAND GROVE TWP" 156 70 79 4 3 0
Clay "HITTERDAL CITY" 113 60 50 2 1 0
Clay "HOLY CROSS TWP" 76 25 48 3 0 0
Clay "HUMBOLDT TWP" 158 66 86 5 1 0
Clay "KEENE TWP" 78 37 37 4 0 0
Clay "KRAGNES TWP" 178 48 118 12 0 0
Clay "KURTZ TWP" 141 51 79 8 3 0
Clay "MOLAND TWP" 166 55 93 17 1 0
Clay "MOORHEAD CITY W-1 P-1A" 2213 1056 900 199 56 2
Clay "MOORHEAD CITY W-1 P-1B" 824 342 414 55 12 1
Clay "MOORHEAD CITY W-1 P-2" 1961 1134 536 224 64 3
Clay "MOORHEAD CITY W-2 P-3" 1470 770 555 111 32 2
Clay "MOORHEAD CITY W-2 P-4" 2475 1293 906 210 61 5
Clay "MOORHEAD CITY W-2 P-5A" 205 110 44 33 18 0
Clay "MOORHEAD CITY W-2 P-5B" 551 314 155 60 20 2
Clay "MOORHEAD CITY W-3 P-6A" 188 104 50 24 10 0
Clay "MOORHEAD CITY W-3 P-6B" 1444 899 418 101 23 3
Clay "MOORHEAD CITY W-3 P-7" 1183 676 393 80 33 1
Clay "MOORHEAD CITY W-3 P-8" 2173 1052 982 104 34 1
Clay "MOORHEAD CITY W-4 P-9" 888 471 324 68 22 3
Clay "MOORHEAD CITY W-4 P-10" 867 446 303 89 28 1
Clay "MOORHEAD CITY W-4 P-11" 1915 958 735 165 56 1
Clay "MOORHEAD CITY W-4 P-12" 1991 981 831 147 32 0
Clay "MOORHEAD TWP P-1" 105 49 47 7 2 0
Clay "MOORHEAD TWP P-2" 2 0 2 0 0 0
Clay "MORKEN TWP" 113 48 58 6 1 0
Clay "OAKPORT TWP" 277 85 185 5 2 0
Clay "PARKE TWP" 363 133 219 10 1 0
Clay "RIVERTON TWP" 275 96 154 20 5 0
Clay "SABIN CITY" 308 91 176 26 14 1
Clay "SKREE TWP" 109 42 62 4 1 0
Clay "SPRING PRAIRIE TWP" 141 52 78 8 3 0
Clay "TANSEM TWP" 174 77 94 1 2 0
Clay "ULEN CITY" 234 117 99 17 1 0
Clay "ULEN TWP" 87 22 54 9 2 0
Clay "VIDING TWP" 64 33 29 1 1 0
Clearwater "BAGLEY CITY" 591 200 343 35 12 1
Clearwater "BEAR CREEK TWP" 77 20 49 6 1 1
Clearwater "CLEARBROOK CITY" 266 73 169 18 6 0
Clearwater "CLOVER TWP" 57 13 41 3 0 0
Clearwater "COPLEY TWP" 501 119 350 23 9 0
Clearwater "DUDLEY TWP" 216 49 159 6 2 0
Clearwater "EDDY TWP" 183 39 137 6 1 0
Clearwater "FALK TWP" 125 24 88 11 2 0
Clearwater "GONVICK CITY" 131 36 87 6 2 0
Clearwater "GREENWOOD TWP" 45 10 28 5 2 0
Clearwater "HANGAARD TWP" 3 0 3 0 0 0
Clearwater "RED LAKE RESERVATION" 7 4 3 0 0 0
Clearwater "HOLST TWP" 212 52 154 6 0 0
Clearwater "ITASCA TWP" 95 38 52 4 1 0
Clearwater "LA PRAIRIE TWP" 149 76 34 33 6 0
Clearwater "LEON TWP" 204 34 166 3 1 0
Clearwater "LEONARD CITY" 15 6 7 2 0 0
Clearwater "MINERVA TWP" 150 28 113 5 4 0
Clearwater "MOOSE CREEK TWP" 164 46 106 10 2 0
Clearwater "NORA TWP" 286 69 203 12 2 0
Clearwater "PINE LAKE TWP" 202 60 135 4 1 2
Clearwater "POPPLE TWP" 289 82 192 10 4 1
Clearwater "RICE TWP" 91 26 58 6 1 0
Clearwater "SHEVLIN CITY" 74 9 52 8 5 0
Clearwater "SHEVLIN TWP" 277 56 204 15 2 0
Clearwater "SINCLAIR TWP" 108 20 84 2 2 0
Clearwater "WINSOR TWP" 59 17 39 2 1 0
Clearwater "S. CLEARWATER 143-36" 3 0 3 0 0 0
Clearwater "LONG LOST LAKE TWP" 38 18 19 1 0 0
Cook "COLVILL PREC 3" 224 138 68 5 12 1
Cook "GRAND MARAIS EAST PREC 5" 458 306 120 22 10 0
Cook "GRAND MARAIS WEST PREC 6" 409 270 108 18 11 2
Cook "GRAND PORTAGE PREC 1" 196 128 44 19 5 0
Cook "HOVLAND PREC 2" 233 147 77 5 3 1
Cook "CASCADE PREC 7" 381 241 126 9 5 0
Cook "LUTSEN PREC 10" 377 241 111 15 10 0
Cook "GUNFLINT TRAIL PREC 8" 372 223 129 15 5 0
Cook "SCHROEDER TWP PREC 12" 117 67 42 6 2 0
Cook "TOFTE TWP PREC 11" 172 109 58 3 2 0
Cook "CROFTVILLE PREC 4" 153 105 46 2 0 0
Cook "PIKE LAKE PREC 9" 121 80 37 2 2 0
Cook "MAPLE HILL PREC 8A" 503 289 196 12 6 0
Cottonwood "AMBOY TWP" 95 22 71 2 0 0
Cottonwood "AMO TWP" 77 15 62 0 0 0
Cottonwood "ANN TWP" 104 40 59 4 1 0
Cottonwood "BINGHAM LAKE" 70 16 46 6 2 0
Cottonwood "CARSON TWP" 177 32 138 6 1 0
Cottonwood COMFREY 7 2 4 1 0 0
Cottonwood "DALE TWP" 98 34 62 2 0 0
Cottonwood "DELTON TWP" 79 13 65 0 1 0
Cottonwood "GERMANTOWN TWP P-1" 69 9 55 3 1 1
Cottonwood "GERMANTOWN TWP P-2" 52 7 41 4 0 0
Cottonwood "GREAT BEND TWP" 199 71 117 7 4 0
Cottonwood "HIGHWATER TWP" 97 23 67 5 2 0
Cottonwood JEFFERS 158 46 95 14 3 0
Cottonwood "LAKESIDE TWP" 170 44 124 2 0 0
Cottonwood "MIDWAY TWP" 170 39 126 4 1 0
Cottonwood "MOUNTAIN LAKE P-1" 951 278 595 64 14 0
Cottonwood "MOUNTAIN LAKE TWP" 137 26 106 4 1 0
Cottonwood "ROSEHILL TWP" 86 24 60 2 0 0
Cottonwood "SELMA TWP" 116 32 81 3 0 0
Cottonwood "SOUTHBROOK TWP" 48 10 36 2 0 0
Cottonwood "SPRINGFIELD TWP" 71 26 36 6 3 0
Cottonwood STORDEN 124 41 73 8 2 0
Cottonwood "STORDEN TWP" 117 19 95 3 0 0
Cottonwood WESTBROOK 397 149 225 21 2 0
Cottonwood "WESTBROOK TWP" 140 42 95 1 2 0
Cottonwood "WINDOM W-1 P-1" 527 180 312 28 7 0
Cottonwood "WINDOM W-1 P-2" 728 245 434 40 9 0
Cottonwood "WINDOM W-2 P-1" 444 140 263 32 9 0
Cottonwood "WINDOM W-2 P-2" 484 169 253 47 15 0
"Crow Wing" "BAXTER P1E" 2013 745 1096 121 50 1
"Crow Wing" "BAXTER P1W" 1173 463 651 39 20 0
"Crow Wing" "BAXTER P2E" 1123 433 606 66 17 1
"Crow Wing" "BAXTER P2W" 982 372 557 39 14 0
"Crow Wing" "BAY LAKE TWP" 708 255 420 22 10 1
"Crow Wing" "BRAINERD W-1 P-1" 673 235 314 91 31 2
"Crow Wing" "BRAINERD W-1 P-2" 1033 408 540 58 27 0
"Crow Wing" "BRAINERD W-2 P-1" 886 335 471 61 19 0
"Crow Wing" "BRAINERD W-2 P-2" 684 318 287 58 21 0
"Crow Wing" "BRAINERD W-3 P-1" 654 224 313 88 28 1
"Crow Wing" "BRAINERD W-3 P-2" 861 296 444 87 34 0
"Crow Wing" "BRAINERD W-3 P-3" 8 4 4 0 0 0
"Crow Wing" "BRAINERD W-4 P-1" 842 305 397 99 41 0
"Crow Wing" "BRAINERD W-4 P-2" 631 219 312 69 31 0
"Crow Wing" "BREEZY POINT CITY" 1787 546 1134 90 17 0
"Crow Wing" "CENTER TWP" 672 213 426 17 16 0
"Crow Wing" "CROSBY CITY" 1130 412 601 88 28 1
"Crow Wing" "CROSSLAKE CITY" 1808 579 1152 57 20 0
"Crow Wing" "CROW WING TWP P-1" 1212 287 834 63 27 1
"Crow Wing" "CROW WING TWP P-2" 7 0 6 1 0 0
"Crow Wing" "CUYUNA CITY" 170 65 96 6 3 0
"Crow Wing" "DAGGETT BROOK TWP" 336 63 248 15 10 0
"Crow Wing" "WHITE PRECINCT" 993 305 632 41 15 0
"Crow Wing" "DEAN LAKE PREC" 76 22 52 2 0 0
"Crow Wing" "DEERWOOD CITY" 252 95 140 14 3 0
"Crow Wing" "DEERWOOD TWP" 934 328 572 27 7 0
"Crow Wing" "EMILY CITY" 607 181 395 25 6 0
"Crow Wing" "FAIRFIELD TWP" 249 91 146 11 1 0
"Crow Wing" "FIFTY LAKES CITY" 369 92 266 7 3 1
"Crow Wing" "FORT RIPLEY CITY" 47 11 35 1 0 0
"Crow Wing" "FORT RIPLEY TWP" 633 147 448 29 9 0
"Crow Wing" "GAIL LAKE TWP" 53 9 42 2 0 0
"Crow Wing" "GARRISON CITY" 100 38 55 6 1 0
"Crow Wing" "GARRISON TWP" 590 196 361 24 9 0
"Crow Wing" "IDEAL TWP" 912 251 628 27 6 0
"Crow Wing" "IRONDALE TWP." 740 215 494 19 11 1
"Crow Wing" "RIVERTON CITY" 60 21 35 2 2 0
"Crow Wing" "IRONTON CITY" 297 96 160 30 11 0
"Crow Wing" "JENKINS CITY" 234 54 160 15 5 0
"Crow Wing" "JENKINS TWP" 303 85 207 8 3 0
"Crow Wing" "BLUE PRECINCT" 1455 454 921 60 20 0
"Crow Wing" "LAKE EDWARD TWP" 1491 474 947 50 18 2
"Crow Wing" "LITTLE PINE TWP" 55 18 34 3 0 0
"Crow Wing" "LONG LAKE TWP" 702 211 447 29 15 0
"Crow Wing" "MANHATTAN BEACH CITY" 45 8 34 1 2 0
"Crow Wing" "MAPLE GROVE TWP" 482 112 342 18 10 0
"Crow Wing" "MISSION TWP" 607 187 394 17 9 0
"Crow Wing" "NISSWA CITY" 1486 494 921 43 26 2
"Crow Wing" "NOKAY LAKE TWP" 536 165 340 21 10 0
"Crow Wing" "OAK LAWN TWP" 1015 326 623 50 16 0
"Crow Wing" "PELICAN TWP" 363 105 246 9 3 0
"Crow Wing" "PEQUOT LAKES CITY" 1401 438 843 82 37 1
"Crow Wing" "PERRY LAKE TWP" 199 49 144 3 3 0
"Crow Wing" "PLATTE LAKE TWP" 188 39 135 11 3 0
"Crow Wing" "RABBIT LAKE TWP" 223 71 149 3 0 0
"Crow Wing" "ROOSEVELT TWP" 363 111 225 20 6 1
"Crow Wing" "ROSS LAKE TWP" 147 68 71 6 2 0
"Crow Wing" "ST MATHIAS TWP" 361 91 253 13 4 0
"Crow Wing" "TIMOTHY TWP" 118 33 79 4 2 0
"Crow Wing" "TROMMALD CITY" 51 10 30 6 5 0
"Crow Wing" "WOLFORD TWP" 267 97 156 12 2 0
"Crow Wing" "RED PRECINCT" 1181 389 721 46 25 0
Dakota "APPLE VALLEY P-01" 1676 860 681 101 34 0
Dakota "APPLE VALLEY P-02" 1755 981 627 113 32 2
Dakota "APPLE VALLEY P-03" 1537 854 560 95 28 0
Dakota "APPLE VALLEY P-04" 1975 1098 743 99 32 3
Dakota "APPLE VALLEY P-5A" 1813 970 745 82 16 0
Dakota "APPLE VALLEY P-5B" 2688 1463 1075 107 41 2
Dakota "APPLE VALLEY P-06" 1371 768 515 68 19 1
Dakota "APPLE VALLEY P-07" 2305 1340 765 154 44 2
Dakota "APPLE VALLEY P-08" 2254 1241 882 102 29 0
Dakota "APPLE VALLEY P-09" 2085 1081 913 73 18 0
Dakota "APPLE VALLEY P-10" 1985 1133 743 88 19 2
Dakota "APPLE VALLEY P-11" 2145 1112 871 128 34 0
Dakota "APPLE VALLEY P-12" 2540 1318 1004 157 59 2
Dakota "APPLE VALLEY P-13" 2858 1583 1101 120 53 1
Dakota "APPLE VALLEY P-14" 2485 1405 809 214 55 2
Dakota "APPLE VALLEY P-15" 1770 1005 591 136 37 1
Dakota "BURNSVILLE P-01" 2302 1232 914 125 30 1
Dakota "BURNSVILLE P-02" 1848 981 656 173 37 1
Dakota "BURNSVILLE P-03" 1751 934 663 124 28 2
Dakota "BURNSVILLE P-04" 2455 1380 834 181 60 0
Dakota "BURNSVILLE P-05" 1421 894 362 137 25 3
Dakota "BURNSVILLE P-06" 2114 1168 725 179 41 1
Dakota "BURNSVILLE P-07" 1847 958 751 118 16 4
Dakota "BURNSVILLE P-08" 2913 1573 1106 169 60 5
Dakota "BURNSVILLE P-09" 1527 827 601 78 20 1
Dakota "BURNSVILLE P-10" 2156 1164 842 118 29 3
Dakota "BURNSVILLE P-11" 2119 1020 882 172 41 4
Dakota "BURNSVILLE P-12" 1643 951 559 99 34 0
Dakota "BURNSVILLE P-13" 2326 1345 763 163 53 2
Dakota "BURNSVILLE P-14" 2128 1183 767 134 43 1
Dakota "BURNSVILLE P-15" 2357 1280 932 110 35 0
Dakota "BURNSVILLE P-16" 2118 1026 899 149 42 2
Dakota "BURNSVILLE P-17" 1597 865 584 123 25 0
Dakota "CASTLE ROCK TWP" 894 273 575 33 13 0
Dakota COATES 87 26 49 7 4 1
Dakota "DOUGLAS TWP" 496 123 343 20 9 1
Dakota "EAGAN P-01" 796 455 292 36 13 0
Dakota "EAGAN P-02" 3129 1826 985 237 78 3
Dakota "EAGAN P-03" 2122 1246 746 97 33 0
Dakota "EAGAN P-04" 2597 1495 842 197 60 3
Dakota "EAGAN P-5A" 2747 1524 998 179 44 2
Dakota "EAGAN P-5B" 2102 1182 731 144 45 0
Dakota "EAGAN P-6A" 2032 1226 613 134 53 6
Dakota "EAGAN P-6B" 2683 1625 925 83 47 3
Dakota "EAGAN P-07" 2868 1666 1032 125 41 4
Dakota "EAGAN P-08" 2697 1570 988 102 37 0
Dakota "EAGAN P-9A" 2618 1502 887 176 48 5
Dakota "EAGAN P-9B" 1149 665 418 54 12 0
Dakota "EAGAN P-10" 1607 922 536 111 36 2
Dakota "EAGAN P-11" 1402 837 478 70 16 1
Dakota "EAGAN P-12" 1316 771 458 67 19 1
Dakota "EAGAN P-13" 2378 1420 810 105 42 1
Dakota "EAGAN P-14" 1842 1048 704 75 14 1
Dakota "EAGAN P-15" 1771 1003 675 69 23 1
Dakota "EAGAN P-16" 2765 1570 1068 95 29 3
Dakota "EAGAN P-17" 1891 1107 694 70 20 0
Dakota "EMPIRE TWP" 1839 614 1094 108 21 2
Dakota "EUREKA TWP" 1000 293 646 43 18 0
Dakota "FARMINGTON P-1" 975 400 464 83 27 1
Dakota "FARMINGTON P-2" 2481 1017 1217 205 41 1
Dakota "FARMINGTON P-3" 1810 760 922 103 25 0
Dakota "FARMINGTON P-4" 2673 1099 1401 138 33 2
Dakota "FARMINGTON P-5" 2223 914 1098 165 43 3
Dakota "FARMINGTON P-6" 1885 781 975 107 22 0
Dakota "GREENVALE TWP" 543 205 314 17 7 0
Dakota "HAMPTON CITY" 375 95 234 38 8 0
Dakota "HAMPTON TWP" 593 170 394 21 8 0
Dakota "HASTINGS W-1 P-2" 1673 705 766 151 51 0
Dakota "HASTINGS W-1 P-3" 1583 610 789 149 34 1
Dakota "HASTINGS W-2 P-1" 1352 643 598 95 16 0
Dakota "HASTINGS W-2 P-2" 1623 719 740 143 20 1
Dakota "HASTINGS W-3 P-1" 1713 792 787 108 25 1
Dakota "HASTINGS W-3 P-2" 1639 715 781 110 30 3
Dakota "HASTINGS W-4 P-1" 1922 791 1006 94 28 3
Dakota "HASTINGS W-4 P-2" 1610 710 743 121 36 0
Dakota "INVER GROVE HTS P-01" 2483 1242 1130 97 14 0
Dakota "INVER GROVE HTS P-02" 2093 1002 967 102 19 3
Dakota "INVER GROVE HTS P-03" 2517 1122 1225 130 38 2
Dakota "INVER GROVE HTS P-04" 2475 1301 1004 132 36 2
Dakota "INVER GROVE HTS P-05" 2213 1193 877 107 34 2
Dakota "INVER GROVE HTS P-06" 1942 1007 726 159 45 5
Dakota "INVER GROVE HTS P-07" 1850 840 785 181 41 3
Dakota "INVER GROVE HTS P-08" 2167 1166 842 129 28 2
Dakota "INVER GROVE HTS P-09" 1483 883 377 174 48 1
Dakota "INVER GROVE HTS P-10" 1804 968 637 159 39 1
Dakota "LAKEVILLE P-01" 2465 1045 1188 177 53 2
Dakota "LAKEVILLE P-02" 3762 1557 2008 152 43 2
Dakota "LAKEVILLE P-03" 2070 865 1077 106 20 2
Dakota "LAKEVILLE P-04" 2138 909 1110 98 20 1
Dakota "LAKEVILLE P-05" 2073 876 1044 130 23 0
Dakota "LAKEVILLE P-06" 1852 774 987 73 18 0
Dakota "LAKEVILLE P-07" 2097 856 1115 101 24 1
Dakota "LAKEVILLE P-08" 1846 795 930 101 18 2
Dakota "LAKEVILLE P-09" 1952 843 997 81 28 3
Dakota "LAKEVILLE P-10" 2170 933 1110 96 31 0
Dakota "LAKEVILLE P-11" 2405 1122 1179 81 23 0
Dakota "LAKEVILLE P-12" 2241 1032 1046 124 36 3
Dakota "LAKEVILLE P-13" 2780 1334 1322 100 23 1
Dakota "LAKEVILLE P-14" 2242 1029 1049 127 35 2
Dakota "LAKEVILLE P-15" 2131 909 996 179 46 1
Dakota "LAKEVILLE P-16" 2400 1088 1119 158 33 2
