DIST COUNTY AREA TOTAL DEM REP LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Lib Other
4 Montgomery "Precinct 53" 0 0 0 0 3187
4 Montgomery "Precinct 54" 0 0 0 0 880
4 Montgomery "Precinct 55" 0 0 0 0 852
4 Montgomery "Precinct 56" 0 0 0 0 2304
4 Montgomery "Precinct 58" 0 0 0 0 1983
4 Montgomery "Precinct 59" 0 0 0 0 1291
4 Montgomery "Precinct 60" 0 0 0 0 1265
4 Montgomery "Precinct 61" 0 0 0 0 3732
4 Montgomery "Precinct 62" 0 0 0 0 2062
4 Montgomery "Precinct 64" 0 0 0 0 1221
4 Montgomery "Precinct 65" 0 0 0 0 3949
4 Montgomery "Precinct 66" 0 0 0 0 2808
4 Montgomery "Precinct 67" 0 0 0 0 2063
4 Montgomery "Precinct 68" 0 0 0 0 3572
4 Montgomery "Precinct 69" 0 0 0 0 3254
4 Montgomery "Precinct 70" 0 0 0 0 2210
4 Montgomery "Precinct 71" 0 0 0 0 3499
4 Montgomery "Precinct 73" 0 0 0 0 1336
4 Montgomery "Precinct 74" 0 0 0 0 1752
4 Montgomery "Precinct 75" 0 0 0 0 3083
4 Montgomery "Precinct 76" 0 0 0 0 4113
4 Montgomery "Precinct 78" 0 0 0 0 3964
4 Montgomery "Precinct 79" 0 0 0 0 1571
4 Montgomery "Precinct 80" 0 0 0 0 4050
4 Montgomery "Precinct 81" 0 0 0 0 3209
4 Montgomery "Precinct 82" 0 0 0 0 4289
4 Montgomery "Precinct 84" 0 0 0 0 2852
4 Montgomery "Precinct 86" 0 0 0 0 1806
4 Montgomery "Precinct 87" 0 0 0 0 3003
4 Montgomery "Precinct 88" 0 0 0 0 3209
4 Montgomery "Precinct 89" 0 0 0 0 3575
4 Montgomery "Precinct 90" 0 0 0 0 5087
4 Montgomery "Precinct 91" 0 0 0 0 1497
4 Montgomery "Precinct 92" 0 0 0 0 3565
4 Montgomery "Precinct 93" 0 0 0 0 2771
4 Montgomery "Precinct 94" 0 0 0 0 1167
4 Montgomery "Precinct 95" 0 0 0 0 2752
4 Montgomery "Precinct 96" 0 0 0 0 4152
4 Montgomery "Precinct 97" 0 0 0 0 2686
4 Montgomery "Precinct 98" 0 0 0 0 3738
4 Montgomery "Precinct 99" 0 0 0 0 3011
6 Harris 1 0 1930 0 529 0
6 Harris 10 0 818 0 127 0
6 Harris 100 0 572 0 175 0
6 Harris 101 0 285 0 51 0
6 Harris 102 0 632 0 120 0
6 Harris 105 0 996 0 186 0
6 Harris 106 0 84 0 31 0
6 Harris 107 0 897 0 104 0
6 Harris 11 0 839 0 132 0
6 Harris 115 0 795 0 76 0
6 Harris 118 0 2027 0 795 0
6 Harris 12 0 245 0 82 0
6 Harris 13 0 871 0 510 0
6 Harris 134 0 753 0 166 0
6 Harris 141 0 237 0 109 0
6 Harris 142 0 390 0 61 0
6 Harris 150 0 789 0 41 0
6 Harris 152 0 1166 0 163 0
6 Harris 153 0 771 0 133 0
6 Harris 154 0 1088 0 144 0
6 Harris 162 0 531 0 96 0
6 Harris 163 0 1206 0 209 0
6 Harris 166 0 754 0 233 0
6 Harris 167 0 7 0 2 0
6 Harris 170 0 661 0 225 0
6 Harris 171 0 645 0 53 0
6 Harris 172 0 323 0 48 0
6 Harris 181 0 975 0 159 0
6 Harris 184 0 466 0 76 0
6 Harris 185 0 928 0 156 0
6 Harris 187 0 112 0 13 0
6 Harris 188 0 636 0 137 0
6 Harris 190 0 684 0 156 0
6 Harris 191 0 494 0 118 0
6 Harris 196 0 210 0 24 0
6 Harris 2 0 1081 0 343 0
6 Harris 203 0 413 0 51 0
6 Harris 206 0 1761 0 413 0
6 Harris 207 0 654 0 142 0
6 Harris 208 0 988 0 158 0
6 Harris 211 0 1310 0 273 0
6 Harris 212 0 548 0 58 0
6 Harris 218 0 1486 0 223 0
6 Harris 221 0 1237 0 267 0
6 Harris 226 0 1124 0 144 0
6 Harris 23 0 213 0 26 0
6 Harris 231 0 1036 0 162 0
6 Harris 241 0 887 0 190 0
6 Harris 248 0 672 0 137 0
6 Harris 249 0 862 0 499 0
6 Harris 254 0 650 0 90 0
6 Harris 257 0 1530 0 225 0
6 Harris 26 0 1119 0 192 0
6 Harris 261 0 557 0 107 0
6 Harris 266 0 873 0 214 0
6 Harris 267 0 581 0 138 0
6 Harris 27 0 1775 0 296 0
6 Harris 275 0 739 0 110 0
6 Harris 277 0 723 0 184 0
6 Harris 278 0 1184 0 267 0
6 Harris 279 0 729 0 378 0
6 Harris 280 0 687 0 97 0
6 Harris 285 0 1393 0 130 0
6 Harris 289 0 683 0 159 0
6 Harris 29 0 937 0 190 0
6 Harris 301 0 878 0 215 0
6 Harris 302 0 1161 0 457 0
6 Harris 308 0 704 0 120 0
6 Harris 320 0 613 0 134 0
6 Harris 321 0 974 0 167 0
6 Harris 325 0 1004 0 146 0
6 Harris 326 0 344 0 68 0
6 Harris 328 0 611 0 127 0
6 Harris 329 0 748 0 139 0
6 Harris 339 0 977 0 141 0
6 Harris 341 0 596 0 83 0
6 Harris 343 0 1075 0 118 0
6 Harris 344 0 558 0 43 0
6 Harris 358 0 1198 0 121 0
6 Harris 36 0 1257 0 175 0
6 Harris 371 0 253 0 10 0
6 Harris 373 0 58 0 12 0
6 Harris 374 0 299 0 49 0
6 Harris 375 0 994 0 204 0
6 Harris 379 0 1087 0 99 0
6 Harris 381 0 1820 0 348 0
6 Harris 394 0 294 0 93 0
6 Harris 397 0 311 0 67 0
6 Harris 404 0 993 0 328 0
6 Harris 408 0 633 0 107 0
6 Harris 409 0 642 0 140 0
6 Harris 411 0 914 0 165 0
6 Harris 417 0 1104 0 316 0
6 Harris 418 0 1629 0 342 0
6 Harris 423 0 546 0 71 0
6 Harris 44 0 951 0 157 0
6 Harris 45 0 4049 0 548 0
6 Harris 46 0 1171 0 116 0
6 Harris 475 0 919 0 279 0
6 Harris 497 0 1094 0 82 0
6 Harris 526 0 358 0 53 0
6 Harris 527 0 166 0 50 0
6 Harris 530 0 476 0 66 0
6 Harris 533 0 346 0 130 0
6 Harris 535 0 156 0 31 0
6 Harris 536 0 2844 0 616 0
6 Harris 543 0 741 0 137 0
6 Harris 544 0 117 0 13 0
6 Harris 560 0 454 0 52 0
6 Harris 571 0 687 0 111 0
6 Harris 579 0 464 0 62 0
6 Harris 591 0 909 0 130 0
6 Harris 595 0 905 0 101 0
6 Harris 605 0 2119 0 320 0
6 Harris 608 0 219 0 47 0
6 Harris 61 0 770 0 127 0
6 Harris 62 0 894 0 126 0
6 Harris 637 0 1413 0 232 0
6 Harris 64 0 962 0 118 0
6 Harris 65 0 833 0 118 0
6 Harris 653 0 277 0 36 0
6 Harris 66 0 480 0 62 0
6 Harris 664 0 1210 0 148 0
6 Harris 67 0 1345 0 157 0
6 Harris 677 0 575 0 79 0
6 Harris 681 0 69 0 23 0
6 Harris 683 0 121 0 16 0
6 Harris 69 0 524 0 71 0
6 Harris 702 0 236 0 30 0
6 Harris 708 0 205 0 53 0
6 Harris 714 0 106 0 24 0
6 Harris 719 0 583 0 200 0
6 Harris 72 0 1071 0 189 0
6 Harris 733 0 131 0 21 0
6 Harris 736 0 13 0 1 0
6 Harris 740 0 324 0 127 0
6 Harris 741 0 1115 0 167 0
6 Harris 743 0 74 0 14 0
6 Harris 749 0 147 0 25 0
6 Harris 755 0 2573 0 603 0
6 Harris 763 0 535 0 82 0
6 Harris 766 0 193 0 25 0
6 Harris 77 0 4 0 0 0
6 Harris 770 0 152 0 30 0
6 Harris 774 0 288 0 48 0
6 Harris 775 0 55 0 5 0
6 Harris 777 0 232 0 47 0
6 Harris 778 0 0 0 0 0
6 Harris 779 0 309 0 57 0
6 Harris 78 0 750 0 139 0
6 Harris 780 0 232 0 57 0
6 Harris 786 0 505 0 88 0
6 Harris 787 0 217 0 43 0
6 Harris 79 0 1180 0 142 0
6 Harris 791 0 14 0 0 0
6 Harris 792 0 880 0 127 0
6 Harris 794 0 995 0 110 0
6 Harris 795 0 504 0 97 0
6 Harris 797 0 0 0 0 0
6 Harris 798 0 315 0 67 0
6 Harris 801 0 146 0 22 0
6 Harris 81 0 862 0 138 0
6 Harris 810 0 53 0 8 0
6 Harris 811 0 128 0 7 0
6 Harris 812 0 1 0 0 0
6 Harris 816 0 19 0 2 0
6 Harris 821 0 495 0 51 0
6 Harris 824 0 1395 0 196 0
6 Harris 827 0 354 0 73 0
6 Harris 83 0 2057 0 506 0
6 Harris 831 0 9 0 0 0
6 Harris 832 0 151 0 25 0
6 Harris 833 0 11 0 1 0
6 Harris 835 0 135 0 22 0
6 Harris 838 0 0 0 0 0
6 Harris 842 0 1459 0 337 0
6 Harris 843 0 851 0 100 0
6 Harris 844 0 4 0 0 0
6 Harris 846 0 111 0 18 0
6 Harris 849 0 1119 0 206 0
6 Harris 850 0 123 0 24 0
6 Harris 852 0 0 0 0 0
6 Harris 857 0 0 0 0 0
6 Harris 860 0 0 0 0 0
6 Harris 864 0 1133 0 157 0
6 Harris 871 0 4 0 1 0
6 Harris 872 0 14 0 7 0
6 Harris 889 0 120 0 22 0
6 Harris 9 0 1182 0 257 0
6 Harris 908 0 1 0 0 0
6 Harris 909 0 12 0 3 0
6 Harris 910 0 84 0 20 0
6 Harris 914 0 41 0 8 0
6 Harris 917 0 28 0 1 0
6 Harris 921 0 39 0 5 0
6 Harris 924 0 0 0 0 0
6 Harris 925 0 0 0 0 0
6 Harris 928 0 6 0 0 0
6 Harris 93 0 1400 0 251 0
6 Harris 930 0 286 0 28 0
6 Harris 934 0 21 0 3 0
6 Harris 936 0 44 0 6 0
6 Harris 937 0 0 0 0 0
6 Harris 94 0 255 0 31 0
6 Harris 940 0 12 0 0 0
6 Harris 945 0 10 0 1 0
6 Harris 946 0 6 0 3 0
6 Harris 950 0 0 0 0 0
6 Harris 953 0 4 0 0 0
6 Harris 954 0 0 0 0 0
6 Harris 957 0 339 0 40 0
6 Harris 958 0 605 0 80 0
6 Harris 959 0 0 0 0 0
6 Harris 96 0 1350 0 159 0
6 Harris 970 0 341 0 24 0
6 Harris 972 0 0 0 0 0
6 Harris 978 0 0 0 0 0
6 Harris 989 0 0 0 0 0
6 Harris 99 0 672 0 247 0
6 Harris 996 0 323 0 136 0
6 Harris 999 0 0 0 0 0
11 Galveston 105 0 68 75 14 0
11 Galveston 105.1 0 222 216 17 0
11 Galveston 142 0 720 821 34 0
11 Galveston 144 0 521 1138 50 0
11 Galveston 146 0 809 1213 51 0
11 Galveston 148 0 992 1451 67 0
11 Galveston 150 0 616 931 38 0
11 Galveston 151 0 536 1650 70 0
11 Galveston 152 0 1053 2503 103 0
11 Galveston 159 0 895 1742 60 0
11 Galveston 165 0 1151 2887 107 0
11 Galveston 165.1 0 0 0 0 0
11 Galveston 166 0 621 1517 77 0
11 Galveston "166 - BS9" 0 3 6 0 0
11 Galveston 167 0 1163 3022 114 0
11 Galveston "167 - BS5" 0 0 0 0 0
11 Galveston 168 0 0 2 0 0
11 Galveston 169 0 0 1 0 0
11 Galveston 170 0 636 1503 60 0
11 Galveston 172 0 90 280 3 0
11 Galveston 192 0 162 286 8 0
11 Galveston 193 0 605 1355 52 0
11 Galveston 197 0 188 400 23 0
11 Galveston 218 0 1203 1017 52 0
11 Galveston 219 0 932 1038 56 0
11 Galveston 220 0 1627 2834 133 0
11 Galveston 221 0 460 1215 29 0
11 Galveston 223 0 1102 998 62 0
11 Galveston 224 0 1121 1123 58 0
11 Galveston 225 0 489 1860 37 0
11 Galveston 226 0 538 1242 31 0
11 Galveston 227 0 426 1840 46 0
11 Galveston 228 0 386 2040 46 0
11 Galveston 232 0 645 647 35 0
11 Galveston 232.1 0 0 0 0 0
11 Galveston 232.2 0 0 0 0 0
11 Galveston 232.3 0 52 280 7 0
11 Galveston 258 0 282 1426 31 0
11 Galveston 263 0 1790 4162 158 0
11 Galveston 274 0 158 458 7 0
11 Galveston 275 0 89 197 2 0
11 Galveston 276 0 702 969 44 0
11 Galveston 277 0 321 1510 37 0
11 Galveston 278 0 344 1719 26 0
11 Galveston 279 0 143 760 19 0
11 Galveston 280 0 391 532 18 0
11 Galveston 280.1 0 0 0 0 0
11 Galveston 281 0 39 101 5 0
11 Galveston 283 0 900 1537 66 0
11 Galveston 301 0 498 381 35 0
11 Galveston 306 0 1888 1321 114 0
11 Galveston 306.1 0 0 0 0 0
11 Galveston 309 0 31 51 1 0
11 Galveston 311 0 488 123 15 0
11 Galveston 312 0 6 1 0 0
11 Galveston 314 0 1690 636 59 0
11 Galveston 315 0 1541 834 86 0
11 Galveston 316 0 926 459 46 0
11 Galveston 330 0 999 526 41 0
11 Galveston 330.1 0 1 2 0 0
11 Galveston 331 0 1211 305 26 0
11 Galveston 331.1 0 131 104 4 0
11 Galveston 334 0 636 178 14 0
11 Galveston 336 0 2350 327 46 0
11 Galveston 338 0 1491 888 60 0
11 Galveston 340 0 315 54 11 0
11 Galveston 341 0 374 441 38 0
11 Galveston 343 0 677 487 36 0
11 Galveston 345 0 395 76 10 0
11 Galveston 347 0 606 239 28 0
11 Galveston 389 0 254 154 7 0
11 Galveston 391 0 47 41 3 0
11 Galveston 394 0 10 8 0 0
11 Galveston 398 0 166 124 7 0
11 Galveston 399 0 87 80 3 0
11 Galveston 401 0 0 0 0 0
11 Galveston 439 0 764 1630 70 0
11 Galveston 439.1 0 5 15 0 0
11 Galveston 453 0 1262 2457 108 0
11 Galveston 454 0 1175 2008 91 0
11 Galveston 455 0 489 907 31 0
11 Galveston 456 0 546 2139 60 0
11 Galveston 457 0 813 2660 100 0
11 Galveston 460 0 786 3130 96 0
11 Galveston 461 0 630 2279 78 0
11 Galveston 462 0 956 3208 89 0
11 Galveston 464 0 656 1642 57 0
11 Galveston 471 0 725 1107 52 0
11 Galveston 482 0 21 131 0 0
11 Galveston 487 0 1540 3409 134 0
11 Galveston 488 0 964 2013 75 0
11 Galveston 490 0 1124 2384 111 0
11 Harris 174 0 1057 1680 54 0
11 Harris 242 0 489 421 21 0
11 Harris 290 0 337 888 34 0
11 Harris 306 0 552 934 19 0
11 Harris 307 0 848 1475 59 0
11 Harris 333 0 845 1837 79 0
11 Harris 346 0 0 1 0 0
11 Harris 347 0 1052 1332 46 0
11 Harris 348 0 434 730 20 0
11 Harris 349 0 383 520 31 0
11 Harris 352 0 886 2234 76 0
11 Harris 377 0 564 1673 62 0
11 Harris 378 0 470 725 48 0
11 Harris 391 0 667 796 40 0
11 Harris 393 0 476 375 41 0
11 Harris 415 0 580 1167 41 0
11 Harris 416 0 1504 1216 99 0
11 Harris 419 0 780 957 33 0
11 Harris 420 0 692 3010 70 0
11 Harris 470 0 242 661 20 0
11 Harris 471 0 404 1333 39 0
11 Harris 473 0 513 840 34 0
11 Harris 474 0 852 1346 67 0
11 Harris 476 0 817 751 42 0
11 Harris 51 0 310 892 31 0
11 Harris 534 0 803 1879 53 0
11 Harris 537 0 773 1947 33 0
11 Harris 545 0 1676 1685 55 0
11 Harris 561 0 727 1188 49 0
11 Harris 568 0 1152 1565 64 0
11 Harris 654 0 1799 1904 77 0
11 Harris 655 0 1484 1672 88 0
11 Harris 662 0 708 2406 49 0
11 Harris 665 0 421 1573 39 0
11 Harris 673 0 431 1658 51 0
11 Harris 679 0 896 1769 50 0
11 Harris 682 0 888 2291 72 0
11 Harris 692 0 696 1564 60 0
11 Harris 695 0 395 646 35 0
11 Harris 696 0 498 759 34 0
11 Harris 699 0 729 1046 46 0
11 Harris 703 0 475 1037 36 0
11 Harris 704 0 522 1908 42 0
11 Harris 715 0 521 420 29 0
11 Harris 716 0 550 1249 51 0
11 Harris 718 0 1510 2417 78 0
11 Harris 721 0 921 1257 52 0
11 Harris 724 0 388 574 21 0
11 Harris 728 0 265 315 15 0
11 Harris 732 0 626 799 50 0
11 Harris 742 0 1053 1661 50 0
11 Harris 744 0 705 848 41 0
11 Harris 745 0 798 988 55 0
11 Harris 746 0 259 209 10 0
11 Harris 748 0 543 404 52 0
11 Harris 750 0 242 251 19 0
11 Harris 752 0 335 655 17 0
11 Harris 76 0 777 742 22 0
11 Harris 762 0 1293 1128 40 0
11 Harris 782 0 685 950 47 0
11 Harris 793 0 734 769 32 0
11 Harris 84 0 239 652 31 0
11 Harris 845 0 83 123 1 0
11 Harris 88 0 221 483 19 0
11 Harris 90 0 874 2185 72 0
11 Harris 907 0 106 14 2 0
11 Harris 91 0 619 794 53 0
11 Harris 92 0 693 1097 37 0
11 Harris 920 0 26 39 0 0
11 Harris 941 0 360 253 22 0
12 Denton 1006 0 1667 2562 0 0
12 Denton 1007 0 1404 2161 0 0
12 Denton 1013 0 833 1188 0 0
12 Denton 1014 0 144 52 0 0
12 Denton 1015 0 817 1266 0 0
12 Denton 1016 0 952 1682 0 0
12 Denton 1017 0 374 652 0 0
12 Denton 1018 0 1512 2259 0 0
12 Denton 1019 0 867 1155 0 0
12 Denton 1020 0 980 2362 0 0
12 Denton 1021 0 796 1804 0 0
12 Denton 1022 0 931 1762 0 0
12 Denton 1023 0 938 2011 0 0
12 Denton 1024 0 389 1332 0 0
12 Denton 1025 0 1370 2643 0 0
12 Denton 1026 0 1363 1266 0 0
12 Denton 1027 0 736 702 0 0
12 Denton 1028 0 1081 993 0 0
12 Denton 1029 0 1170 1589 0 0
12 Denton 1030 0 1205 2348 0 0
12 Denton 1031 0 778 1394 0 0
12 Denton 1032 0 1584 2577 0 0
12 Denton 1033 0 1780 2055 0 0
12 Denton 1034 0 1562 2256 0 0
12 Denton 1035 0 759 1633 0 0
12 Denton 1036 0 1168 3082 0 0
12 Denton 1037 0 156 541 0 0
12 Denton 1038 0 132 113 0 0
12 Denton 1039 0 50 73 0 0
12 Denton 1040 0 704 1522 0 0
12 Denton 1045 0 173 1056 0 0
12 Denton 1046 0 1310 1965 0 0
12 Denton 1047 0 164 323 0 0
12 Denton 1048 0 154 458 0 0
12 Denton 1049 0 300 350 0 0
12 Denton 1050 0 774 1357 0 0
12 Denton 1051 0 583 1122 0 0
12 Denton 1052 0 1299 1783 0 0
12 Denton 1054 0 1276 910 0 0
12 Denton 1055 0 549 627 0 0
12 Denton 1056 0 581 805 0 0
12 Denton 1057 0 378 386 0 0
12 Denton 2000 0 1735 627 0 0
12 Denton 2001 0 1572 711 0 0
12 Denton 2002 0 1967 1118 0 0
12 Denton 2003 0 788 699 0 0
12 Denton 2004 0 1393 1137 0 0
12 Denton 2005 0 1352 1822 0 0
12 Denton 2006 0 1211 1399 0 0
12 Denton 2007 0 1876 1383 0 0
12 Denton 2008 0 1395 1292 0 0
12 Denton 2009 0 803 947 0 0
12 Denton 2010 0 1445 1688 0 0
12 Denton 2011 0 1160 1252 0 0
12 Denton 2012 0 547 1099 0 0
12 Denton 2013 0 523 844 0 0
12 Denton 2014 0 843 1311 0 0
12 Denton 2015 0 1461 1734 0 0
12 Denton 2016 0 1352 1415 0 0
12 Denton 2017 0 1289 2698 0 0
12 Denton 2018 0 1852 1525 0 0
12 Denton 2019 0 0 0 0 0
12 Denton 2020 0 1091 2356 0 0
12 Denton 2021 0 1367 1611 0 0
12 Denton 2022 0 808 1442 0 0
12 Denton 2023 0 1251 1595 0 0
12 Denton 2024 0 664 908 0 0
12 Denton 2025 0 640 951 0 0
12 Denton 2026 0 996 1755 0 0
12 Denton 2027 0 1257 2375 0 0
12 Denton 2028 0 1405 1430 0 0
12 Denton 2029 0 950 953 0 0
12 Denton 2030 0 1855 1943 0 0
12 Denton 2031 0 1372 1560 0 0
12 Denton 2032 0 848 1080 0 0
12 Denton 2033 0 1410 1083 0 0
12 Denton 2034 0 1238 997 0 0
12 Denton 2035 0 1333 1413 0 0
12 Denton 2036 0 287 354 0 0
12 Denton 2096 0 0 0 0 0
12 Denton 2097 0 0 0 0 0
12 Denton 2098 0 0 0 0 0
12 Denton 2099 0 0 0 0 0
12 Denton 3000 0 981 1955 0 0
12 Denton 3001 0 792 2031 0 0
12 Denton 3002 0 1054 2528 0 0
12 Denton 3003 0 709 1525 0 0
12 Denton 3004 0 659 1819 0 0
12 Denton 3005 0 419 1215 0 0
12 Denton 3006 0 1180 1836 0 0
12 Denton 3007 0 1497 1610 0 0
12 Denton 3008 0 796 1422 0 0
12 Denton 3009 0 721 1166 0 0
12 Denton 3010 0 1437 1690 0 0
12 Denton 3011 0 1547 1408 0 0
12 Denton 3012 0 557 792 0 0
12 Denton 3013 0 838 1042 0 0
12 Denton 3014 0 713 858 0 0
12 Denton 3015 0 872 776 0 0
12 Denton 3016 0 830 563 0 0
12 Denton 3017 0 1573 752 0 0
12 Denton 3018 0 459 454 0 0
12 Denton 3019 0 1939 1399 0 0
12 Denton 3020 0 378 217 0 0
12 Denton 3021 0 1619 1876 0 0
12 Denton 3022 0 49 117 0 0
12 Denton 3023 0 163 193 0 0
12 Denton 3024 0 1059 1790 0 0
12 Denton 3025 0 1134 2164 0 0
12 Denton 3026 0 698 1327 0 0
12 Denton 3027 0 1207 2226 0 0
12 Denton 3028 0 1147 2177 0 0
12 Denton 3029 0 674 1216 0 0
12 Denton 3030 0 664 1324 0 0
12 Denton 3031 0 815 1870 0 0
12 Denton 3032 0 922 460 0 0
12 Denton 3033 0 740 1344 0 0
12 Denton 3098 0 0 0 0 0
12 Denton 3099 0 0 0 0 0
12 Denton 4002 0 493 2491 0 0
12 Denton 4003 0 795 3226 0 0
12 Denton 4014 0 891 197 0 0
12 Denton 4015 0 329 181 0 0
12 Denton 4016 0 0 1 0 0
12 Denton 4017 0 579 2987 0 0
12 Denton 4018 0 443 1402 0 0
12 Denton 4019 0 40 147 0 0
12 Denton 4020 0 145 651 0 0
12 Denton 4021 0 256 1195 0 0
12 Denton 4022 0 423 1635 0 0
12 Denton 4023 0 739 2222 0 0
12 Denton 4024 0 742 1730 0 0
12 Denton 4025 0 1095 1713 0 0
12 Denton 4026 0 481 834 0 0
12 Denton 4027 0 1179 2116 0 0
12 Denton 4028 0 870 2746 0 0
12 Denton 4029 0 282 849 0 0
12 Denton 4030 0 104 289 0 0
12 Denton 4031 0 804 2676 0 0
12 Denton 4032 0 1038 3118 0 0
12 Denton 4033 0 691 1739 0 0
12 Denton 4034 0 1142 2504 0 0
12 Denton 4035 0 1461 4237 0 0
12 Denton 4036 0 461 2263 0 0
12 Denton 4043 0 635 1958 0 0
12 Denton 4044 0 729 2333 0 0
12 Denton 4046 0 770 2167 0 0
12 Denton 4047 0 483 1172 0 0
12 Denton 4048 0 1173 2762 0 0
12 Denton 4049 0 264 1295 0 0
12 Tarrant "1009 - 004" 0 366 635 0 0
12 Tarrant "1009 - L05" 0 0 0 0 0
12 Tarrant "1009 - L06" 0 0 0 0 0
12 Tarrant "1015 - 009" 0 444 263 0 0
12 Tarrant "1015 - L05" 0 0 0 0 0
12 Tarrant "1015 - L06" 0 0 0 0 0
12 Tarrant "1094 - 025" 0 683 417 0 0
12 Tarrant "1094 - L05" 0 0 0 0 0
12 Tarrant "1094 - L06" 0 0 0 0 0
12 Tarrant "1120 - 009" 0 1418 149 0 0
12 Tarrant "1120 - L05" 0 0 0 0 0
12 Tarrant "1120 - L06" 0 0 0 0 0
12 Tarrant "1472 - 009" 0 40 109 0 0
12 Tarrant "1472 - L05" 0 0 0 0 0
12 Tarrant "1472 - L06" 0 0 0 0 0
12 Tarrant "1674 - 009" 0 0 0 0 0
12 Tarrant "1674 - L05" 0 0 0 0 0
12 Tarrant "1674 - L06" 0 0 0 0 0
12 Tarrant "1676 - 025" 0 104 81 0 0
12 Tarrant "1676 - L05" 0 0 0 0 0
12 Tarrant "1676 - L06" 0 0 0 0 0
12 Tarrant "1684 - 009" 0 165 164 0 0
12 Tarrant "1684 - L05" 0 0 0 0 0
12 Tarrant "1684 - L06" 0 0 0 0 0
12 Tarrant "3035 - 146" 0 457 1016 0 0
12 Tarrant "3035 - 147" 0 478 1017 0 0
12 Tarrant "3035 - 148" 0 2 4 0 0
12 Tarrant "3035 - 149" 0 0 0 0 0
12 Tarrant "3035 - L05" 0 0 0 0 0
12 Tarrant "3035 - L06" 0 0 0 0 0
12 Tarrant "3035 - L15" 0 0 0 0 0
12 Tarrant "3038 - 146" 0 1013 1398 0 0
12 Tarrant "3038 - 147" 0 0 0 0 0
12 Tarrant "3038 - L05" 0 0 0 0 0
12 Tarrant "3038 - L06" 0 0 0 0 0
12 Tarrant "3043 - 157" 0 629 1943 0 0
12 Tarrant "3043 - L05" 0 0 0 0 0
12 Tarrant "3043 - L06" 0 0 0 0 0
12 Tarrant "3114 - 146" 0 691 1478 0 0
12 Tarrant "3114 - L05" 0 0 0 0 0
12 Tarrant "3114 - L06" 0 0 0 0 0
12 Tarrant "3152 - 162" 0 0 0 0 0
12 Tarrant "3152 - 163" 0 5 26 0 0
12 Tarrant "3152 - L05" 0 0 0 0 0
12 Tarrant "3152 - L06" 0 0 0 0 0
12 Tarrant "3152 - L07" 0 0 0 0 0
12 Tarrant "3152 - L15" 0 0 0 0 0
12 Tarrant "3185 - 165" 0 1 1 0 0
12 Tarrant "3185 - 166" 0 0 0 0 0
12 Tarrant "3185 - L05" 0 1 0 0 0
12 Tarrant "3185 - L06" 0 0 0 0 0
12 Tarrant "3185 - L07" 0 0 0 0 0
12 Tarrant "3185 - L15" 0 0 0 0 0
12 Tarrant "3192 - 168" 0 150 532 0 0
12 Tarrant "3192 - 169" 0 45 92 0 0
12 Tarrant "3192 - L05" 0 0 0 0 0
12 Tarrant "3192 - L06" 0 0 0 0 0
12 Tarrant "3192 - L07" 0 0 0 0 0
12 Tarrant "3192 - L15" 0 0 0 0 0
12 Tarrant "3321 - 146" 0 663 1445 0 0
12 Tarrant "3321 - L05" 0 0 0 0 0
12 Tarrant "3321 - L06" 0 0 0 0 0
12 Tarrant "3361 - 146" 0 783 1539 0 0
12 Tarrant "3361 - L05" 0 0 0 0 0
12 Tarrant "3361 - L06" 0 0 0 0 0
12 Tarrant "3363 - 157" 0 580 1257 0 0
12 Tarrant "3363 - 183" 0 98 486 0 0
12 Tarrant "3363 - L05" 0 0 0 0 0
12 Tarrant "3363 - L06" 0 0 0 0 0
12 Tarrant "3363 - L07" 0 0 0 0 0
12 Tarrant "3363 - L15" 0 0 0 0 0
12 Tarrant "3384 - 146" 0 508 775 0 0
12 Tarrant "3384 - 147" 0 0 0 0 0
12 Tarrant "3384 - L05" 0 0 0 0 0
12 Tarrant "3384 - L06" 0 0 0 0 0
12 Tarrant "3396 - 146" 0 1016 1713 0 0
12 Tarrant "3396 - L05" 0 0 0 0 0
12 Tarrant "3396 - L06" 0 0 0 0 0
12 Tarrant "3417 - 165" 0 275 440 0 0
12 Tarrant "3417 - 185" 0 379 689 0 0
12 Tarrant "3417 - L05" 0 0 0 0 0
12 Tarrant "3417 - L06" 0 0 0 0 0
12 Tarrant "3542 - 146" 0 463 708 0 0
12 Tarrant "3542 - 147" 0 213 434 0 0
12 Tarrant "3542 - 194" 0 0 0 0 0
12 Tarrant "3542 - L05" 0 0 0 0 0
12 Tarrant "3542 - L06" 0 0 0 0 0
12 Tarrant "3542 - L15" 0 0 0 0 0
12 Tarrant "3566 - 196" 0 0 0 0 0
12 Tarrant "3566 - L05" 0 0 0 0 0
12 Tarrant "3566 - L06" 0 0 0 0 0
12 Tarrant "3567 - 157" 0 859 2679 0 0
12 Tarrant "3567 - 197" 0 22 83 0 0
12 Tarrant "3567 - L05" 0 0 0 0 0
12 Tarrant "3567 - L06" 0 0 0 0 0
12 Tarrant "3646 - 165" 0 916 1499 0 0
12 Tarrant "3646 - 185" 0 0 0 0 0
12 Tarrant "3646 - L05" 0 0 0 0 0
12 Tarrant "3646 - L06" 0 0 0 0 0
12 Tarrant "3700 - 157" 0 495 1026 0 0
12 Tarrant "3700 - L05" 0 0 0 0 0
