DIST COUNTY AREA TOTAL DEM REP LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Lib Other
2 Dallas 1045-5162 0 638 137 0 0
2 Dallas 1046-5164 0 136 55 0 0
2 Dallas 1047-5165 0 526 224 0 0
2 Dallas 1048-5166 0 1009 879 0 0
2 Dallas 1050-5170 0 58 46 0 0
2 Dallas 1051-5171 0 91 61 0 0
2 Dallas 1052-5172 0 1474 782 0 0
2 Dallas 1054-5173 0 566 168 0 0
2 Dallas 1055-5174 0 263 94 0 0
2 Dallas 1056-5175 0 344 218 0 0
2 Dallas 1057-5176 0 759 266 0 0
2 Dallas 1058-5177 0 838 350 0 0
2 Dallas 1059-5178 0 619 484 0 0
2 Dallas 1060-5179 0 1910 1175 0 0
2 Dallas 1061-5180 0 631 320 0 0
2 Dallas 1062-5181 0 9 3 0 0
2 Dallas 1062-5182 0 1 4 0 0
2 Dallas 1063-5183 0 626 207 0 0
2 Dallas 1067-5188 0 3 2 0 0
2 Dallas 1068-5189 0 16 13 0 0
2 Dallas 1071-5196 0 1251 500 0 0
2 Dallas 1075-5202 0 804 257 0 0
2 Dallas 1076-5204 0 951 453 0 0
2 Dallas 1079-5211 0 717 282 0 0
2 Dallas 1081-5214 0 1260 532 0 0
2 Dallas 1099-5245 0 17 3 0 0
2 Dallas 1105-5257 0 19 3 0 0
2 Dallas 1106-5258 0 90 19 0 0
2 Dallas 1107-5259 0 259 59 0 0
2 Dallas 1108-5260 0 848 151 0 0
2 Dallas 1109-5262 0 148 39 0 0
2 Dallas 1110-5264 0 12 0 0 0
2 Dallas 1111-5265 0 453 86 0 0
2 Dallas 1115-5270 0 551 165 0 0
2 Dallas 1116-5271 0 474 208 0 0
2 Dallas 1121-5288 0 767 231 0 0
2 Dallas 1121-5289 0 3 0 0 0
2 Dallas 1125-5294 0 30 98 0 0
2 Dallas 1125-5295 0 541 214 0 0
2 Dallas 1129-5301 0 48 5 0 0
2 Dallas 1133-5309 0 133 102 0 0
2 Dallas 1136-5312 0 2 0 0 0
2 Dallas 1137-5313 0 12 7 0 0
2 Dallas 1139-5315 0 3 2 0 0
2 Dallas 1300-5318 0 709 564 0 0
