DIST COUNTY AREA TOTAL DEM REP LIB OTHER
2 Dallas 1300-5319 0 3 9 0 0
2 Dallas 1301-5320 0 760 544 0 0
2 Dallas 1302-5321 0 773 444 0 0
2 Dallas 1304-5325 0 442 342 0 0
2 Dallas 1305-5326 0 436 292 0 0
2 Dallas 1308-5331 0 538 315 0 0
2 Dallas 1309-5334 0 113 9 0 0
2 Dallas 1310-5335 0 811 566 0 0
2 Dallas 1311-5336 0 677 621 0 0
2 Dallas 1312-5337 0 253 223 0 0
2 Dallas 1313-5338 0 147 29 0 0
2 Dallas 1314-5339 0 714 307 0 0
2 Dallas 1314-5340 0 14 13 0 0
2 Dallas 1315-5341 0 3 5 0 0
2 Dallas 1316-5344 0 250 86 0 0
2 Dallas 1709-5370 0 1314 372 0 0
2 Dallas 1713-5378 0 253 315 0 0
2 Dallas 1714-5379 0 544 451 0 0
2 Dallas 1715-5380 0 511 193 0 0
2 Dallas 1716-5382 0 552 839 0 0
2 Dallas 1717-5383 0 1045 655 0 0
2 Dallas 1718-5384 0 396 466 0 0
2 Dallas 1719-5385 0 867 482 0 0
2 Dallas 1720-5387 0 876 661 0 0
2 Dallas 1721-5389 0 643 639 0 0
2 Dallas 1722-5392 0 957 474 0 0
2 Dallas 1723-5396 0 61 25 0 0
2 Dallas 1724-5397 0 43 10 0 0
2 Dallas 1725-5399 0 127 207 0 0
2 Dallas 1726-5400 0 551 454 0 0
2 Dallas 1729-5404 0 503 230 0 0
2 Dallas 2065-5504 0 1073 651 0 0
2 Dallas 2073-5517 0 464 285 0 0
2 Dallas 2713-5660 0 417 801 0 0
2 Dallas 2714-5662 0 1455 1119 0 0
2 Dallas 3013-5765 0 228 65 0 0
2 Dallas 3014-5767 0 268 77 0 0
2 Dallas 3014-5768 0 240 196 0 0
2 Dallas 3014-5769 0 0 0 0 0
2 Dallas 3015-5771 0 65 41 0 0
2 Dallas 3030-5793 0 6 3 0 0
2 Dallas 3031-5794 0 196 68 0 0
2 Dallas 3079-5871 0 53 35 0 0
2 Dallas 3079-5872 0 111 49 0 0
2 Dallas 3080-5873 0 384 151 0 0
2 Dallas 3083-5878 0 462 165 0 0
2 Dallas 3093-5891 0 9 0 0 0
2 Dallas 3300-5956 0 798 772 0 0
2 Dallas 3301-5958 0 778 784 0 0
2 Dallas 3302-5960 0 450 375 0 0
2 Dallas 3303-5961 0 942 433 0 0
2 Dallas 3304-5962 0 797 713 0 0
2 Dallas 3305-5965 0 1229 976 0 0
2 Dallas 3306-5967 0 452 310 0 0
2 Dallas 3307-5968 0 577 315 0 0
2 Dallas 3308-5969 0 567 374 0 0
2 Dallas 3309-5970 0 676 524 0 0
2 Dallas 3310-5971 0 655 614 0 0
2 Dallas 3311-5972 0 598 592 0 0
2 Dallas 3312-5973 0 1082 764 0 0
2 Dallas 3313-5974 0 2024 891 0 0
2 Dallas 3314-5976 0 1476 668 0 0
2 Dallas 3315-5979 0 437 240 0 0
2 Dallas 3316-5980 0 878 631 0 0
2 Dallas 3317-5981 0 651 277 0 0
2 Dallas 3317-5983 0 42 10 0 0
2 Dallas 3318-5985 0 559 334 0 0
2 Dallas 3400-5986 0 255 53 0 0
2 Dallas 3401-5987 0 1 1 0 0
2 Dallas 3402-5989 0 131 47 0 0
2 Dallas 3404-5991 0 677 269 0 0
2 Dallas 3405-5994 0 967 403 0 0
2 Dallas 3406-5999 0 3 14 0 0
2 Dallas 3407-6000 0 87 90 0 0
2 Dallas 3408-6002 0 381 126 0 0
2 Dallas 3408-6004 0 279 85 0 0
2 Dallas 3409-6006 0 192 85 0 0
2 Dallas 3410-6009 0 96 41 0 0
2 Dallas 3411-6010 0 1 1 0 0
2 Dallas 3500-6011 0 1073 2104 0 0
2 Dallas 3501-6013 0 1 5 0 0
2 Dallas 3700-6045 0 1389 864 0 0
2 Dallas 3701-6048 0 1291 950 0 0
2 Dallas 3702-6049 0 750 578 0 0
2 Dallas 3703-6053 0 10 24 0 0
2 Dallas 3920-6104 0 36 199 0 0
2 Dallas 3920-6105 0 455 500 0 0
2 Dallas 3921-6107 0 789 897 0 0
2 Dallas 3921-6108 0 294 66 0 0
2 Dallas 3922-6111 0 34 5 0 0
2 Delta "Precinct 1" 0 0 0 0 454
2 Delta "Precinct 10" 0 0 0 0 231
2 Delta "Precinct 3" 0 0 0 0 218
2 Delta "Precinct 4" 0 0 0 0 282
2 Delta "Precinct 5" 0 0 0 0 423
2 Delta "Precinct 7" 0 0 0 0 145
2 Delta "Precinct 9" 0 0 0 0 168
2 Fannin "1 W BON-ARMORY" 0 143 498 0 0
2 Fannin "1 W Bon - Sam" 0 4 30 0 0
2 Fannin "10 TRENTON FBC" 0 236 1072 0 0
2 Fannin "11 LEONARD" 0 209 1112 0 0
2 Fannin "12 Tele - Sam" 0 91 566 0 0
2 Fannin "12 TELE FBC" 0 0 8 0 0
2 Fannin "13 RANDOLPH FBC" 0 80 349 0 0
2 Fannin "15 ECTOR CoC" 0 56 415 0 0
2 Fannin "16 WINDOM BC" 0 31 163 0 0
2 Fannin "18 E Bon - Sam" 0 7 19 0 0
2 Fannin "18 E BONHAM" 0 320 1122 0 0
2 Fannin "19 HG - Sam" 0 0 3 0 0
2 Fannin "19 HONEY GROVE" 0 239 674 0 0
2 Fannin "2 SAVOY CHURCH" 0 83 597 0 0
2 Fannin "3 LADONIA" 0 92 231 0 0
2 Fannin "4 N BON 1ST PRE" 0 182 494 0 0
2 Fannin "4 No Bon - Sam" 0 0 4 0 0
2 Fannin "5 Ivan - Sam" 0 33 197 0 0
2 Fannin "5 IVANHOE" 0 20 63 0 0
2 Fannin "6 DODD CITY" 0 65 330 0 0
2 Fannin "7 BAILEY" 0 53 232 0 0
2 Fannin "9 RAVENNA" 0 91 436 0 0
2 Hopkins 1 0 310 883 0 0
2 Hopkins "1 - MGISD" 0 0 2 0 0
2 Hopkins 11 0 0 0 0 0
2 Hopkins "11 - CISD" 0 57 161 0 0
2 Hopkins "11 - CITY" 0 0 0 0 0
2 Hopkins "11 - CITY CISD" 0 36 171 0 0
2 Hopkins 12 0 25 153 0 0
2 Hopkins 13 0 99 359 0 0
2 Hopkins 14 0 92 443 0 0
2 Hopkins 16 0 17 54 0 0
2 Hopkins "16 - CISD" 0 3 15 0 0
2 Hopkins "16 - MGISD" 0 83 448 0 0
2 Hopkins 17 0 11 45 0 0
2 Hopkins "17 - NHISD" 0 133 465 0 0
2 Hopkins 1A 0 255 690 0 0
2 Hopkins 2 0 230 504 0 0
2 Hopkins 20 0 12 57 0 0
2 Hopkins "20 - CISD" 0 32 233 0 0
2 Hopkins 23 0 20 131 0 0
2 Hopkins 24 0 67 323 0 0
2 Hopkins "24 - NHISD" 0 2 18 0 0
2 Hopkins 25 0 27 112 0 0
2 Hopkins "25 - CISD" 0 1 44 0 0
2 Hopkins "25 - MGISD" 0 1 15 0 0
2 Hopkins 2A 0 297 295 0 0
2 Hopkins 3 0 296 610 0 0
2 Hopkins 36 0 67 417 0 0
2 Hopkins "36 - MGISD" 0 1 11 0 0
2 Hopkins 3A 0 208 602 0 0
2 Hopkins "3A - NHISD" 0 9 34 0 0
2 Hopkins 4 0 124 505 0 0
2 Hopkins "4 - NHISD" 0 20 78 0 0
2 Hopkins 4A 0 266 697 0 0
2 Hopkins 5 0 42 227 0 0
2 Hopkins 8 0 29 125 0 0
2 Hunt 101 0 80 482 0 0
2 Hunt 102 0 131 545 0 0
2 Hunt 103 0 50 293 0 0
2 Hunt "103 SBL" 0 6 62 0 0
2 Hunt 104 0 12 85 0 0
2 Hunt "104 GISD" 0 64 219 0 0
2 Hunt "104 SBL" 0 23 153 0 0
2 Hunt 105 0 0 1 0 0
2 Hunt "105 GISD" 0 134 226 0 0
2 Hunt 106 0 1 3 0 0
2 Hunt "106 GISD" 0 305 523 0 0
2 Hunt 107 0 0 5 0 0
2 Hunt "107 GISD" 0 482 1024 0 0
2 Hunt 108 0 2 8 0 0
2 Hunt "108 GISD" 0 278 448 0 0
2 Hunt 109 0 1 18 0 0
2 Hunt "109 SBL" 0 130 527 0 0
2 Hunt 210 0 15 88 0 0
2 Hunt "210 GISD" 0 11 23 0 0
2 Hunt "210 SBL" 0 64 174 0 0
2 Hunt 211 0 20 54 0 0
2 Hunt "211 GISD" 0 60 238 0 0
2 Hunt 212 0 8 4 0 0
2 Hunt "212 GISD" 0 194 420 0 0
2 Hunt 213 0 56 337 0 0
2 Hunt "213 GISD" 0 9 118 0 0
2 Hunt 214 0 262 1265 0 0
2 Hunt 215 0 550 2264 0 0
2 Hunt "215 GISD" 0 2 12 0 0
2 Hunt 216 0 229 976 0 0
2 Hunt 217 0 150 766 0 0
2 Hunt 318 0 45 301 0 0
2 Hunt "318 GISD" 0 0 12 0 0
2 Hunt "318 SCU" 0 6 30 0 0
2 Hunt 319 0 141 789 0 0
2 Hunt 320 0 118 495 0 0
2 Hunt "320 CWT" 0 76 343 0 0
2 Hunt 321 0 133 536 0 0
2 Hunt 322 0 89 364 0 0
2 Hunt 323 0 231 1074 0 0
2 Hunt "323 GISD" 0 42 162 0 0
2 Hunt 324 0 5 23 0 0
2 Hunt "324 GISD" 0 286 909 0 0
2 Hunt 325 0 18 95 0 0
2 Hunt "325 GISD" 0 338 1108 0 0
2 Hunt 426 0 77 185 0 0
2 Hunt 427 0 708 591 0 0
2 Hunt 428 0 487 573 0 0
2 Hunt 429 0 75 173 0 0
2 Hunt "429 SCU" 0 3 11 0 0
2 Hunt 430 0 12 45 0 0
2 Hunt "430 GISD" 0 77 144 0 0
2 Hunt 431 0 40 71 0 0
2 Hunt "431 GISD" 0 43 117 0 0
2 Hunt 432 0 44 348 0 0
2 Hunt "432 GISD" 0 1 1 0 0
2 Hunt 433 0 7 2 0 0
2 Hunt "433 GISD" 0 591 225 0 0
2 Hunt 434 0 93 428 0 0
2 Hunt "434 GISD" 0 36 167 0 0
2 Hunt "434 SCU" 0 5 14 0 0
2 Kaufman 1 0 477 864 0 0
2 Kaufman 10 0 223 1107 0 0
2 Kaufman 11 0 325 802 0 0
2 Kaufman 12 0 148 794 0 0
2 Kaufman 13 0 702 912 0 0
2 Kaufman 14 0 744 1165 0 0
2 Kaufman 15 0 225 1143 0 0
2 Kaufman 16 0 228 1244 0 0
2 Kaufman 17 0 167 924 0 0
2 Kaufman 18 0 243 959 0 0
2 Kaufman 19 0 417 943 0 0
2 Kaufman 2 0 153 519 0 0
2 Kaufman 20 0 185 578 0 0
2 Kaufman 21 0 195 952 0 0
2 Kaufman 22 0 115 561 0 0
2 Kaufman 23 0 137 455 0 0
2 Kaufman 24 0 217 541 0 0
2 Kaufman 25 0 178 278 0 0
2 Kaufman 26 0 469 137 0 0
2 Kaufman 27 0 657 1447 0 0
2 Kaufman 28 0 165 629 0 0
2 Kaufman 29 0 958 810 0 0
2 Kaufman 3 0 785 1758 0 0
2 Kaufman 30 0 185 723 0 0
2 Kaufman 4 0 634 1851 0 0
2 Kaufman 5 0 687 290 0 0
2 Kaufman 6 0 210 917 0 0
2 Kaufman 7 0 1254 1731 0 0
2 Kaufman 8 0 388 549 0 0
2 Kaufman 9 0 203 731 0 0
2 Rains 101 0 77 609 0 586
2 Rains 102 0 0 316 0 391
2 Rains 203 0 105 732 0 837
2 Rains 204 0 43 306 0 349
2 Rains 305 0 85 441 0 526
2 Rains 306 0 139 414 0 553
2 Rains 407 0 79 472 0 551
2 Rains 408 0 80 393 0 473
2 Rains Total 0 608 3683 0 4266
2 Rockwall 1 0 1001 2304 0 0
2 Rockwall 1A 0 743 1382 0 0
2 Rockwall 1B 0 934 2699 0 0
2 Rockwall 1C 0 525 1571 0 0
2 Rockwall 2 0 739 1881 0 0
2 Rockwall 2A 0 887 1818 0 0
2 Rockwall 2B 0 405 763 0 0
2 Rockwall 2C 0 754 2660 0 0
2 Rockwall 3 0 135 139 0 0
2 Rockwall 3A 0 383 350 0 0
2 Rockwall 3B 0 712 984 0 0
2 Rockwall 3C 0 339 1496 0 0
2 Rockwall 3D 0 912 3116 0 0
2 Rockwall 4 0 332 1186 0 0
2 Rockwall 4A 0 1525 2969 0 0
2 Rockwall 4B 0 269 539 0 0
2 Rockwall 4C 0 478 1295 0 0
2 "Van Zandt" 1A 0 133 705 0 0
2 "Van Zandt" 1B 0 221 1153 0 0
2 "Van Zandt" 1C 0 96 690 0 0
2 "Van Zandt" 1D 0 116 509 0 0
2 "Van Zandt" 1E 0 117 272 0 0
2 "Van Zandt" 2A 0 264 1411 0 0
2 "Van Zandt" 2B 0 105 710 0 0
2 "Van Zandt" 2C 0 130 1019 0 0
2 "Van Zandt" 2D 0 145 823 0 0
2 "Van Zandt" 3A 0 100 443 0 0
2 "Van Zandt" 3B 0 197 534 0 0
2 "Van Zandt" 3C 0 276 1176 0 0
2 "Van Zandt" 3D 0 227 1213 0 0
2 "Van Zandt" 4A 0 127 597 0 0
2 "Van Zandt" 4B 0 141 768 0 0
2 "Van Zandt" 4C 0 137 730 0 0
2 "Van Zandt" 4D 0 272 1438 0 0
2 "Van Zandt" 4E 0 104 537 0 0
3 Anderson 1 0 230 663 16 0
3 Anderson 10 0 23 230 3 0
3 Anderson 11 0 136 484 15 0
3 Anderson 13-14 0 236 619 17 0
3 Anderson 15 0 51 486 5 0
3 Anderson 16 0 86 348 11 0
3 Anderson 17 0 94 341 4 0
3 Anderson 18 0 178 920 15 0
3 Anderson 19 0 215 794 18 0
3 Anderson 2 0 151 1056 16 0
3 Anderson 20 0 128 413 13 0
3 Anderson 21 0 120 858 9 0
3 Anderson 22 0 84 538 6 0
3 Anderson 23 0 77 697 6 0
3 Anderson 24 0 34 446 8 0
3 Anderson 3 0 90 568 8 0
3 Anderson 4 0 97 744 6 0
3 Anderson 5 0 10 178 3 0
3 Anderson 6 0 366 270 10 0
3 Anderson 7 0 443 84 6 0
3 Anderson 8 0 96 50 2 0
3 Anderson 9 0 127 564 12 0
3 Angelina 1 0 87 128 1 0
3 Angelina 10 0 221 256 3 0
3 Angelina 11 0 99 1094 7 0
3 Angelina 11B 0 97 458 5 0
3 Angelina 12 0 83 382 5 0
3 Angelina 13 0 135 188 9 0
3 Angelina 14 0 295 763 13 0
3 Angelina 15 0 56 297 2 0
3 Angelina 16 0 450 437 17 0
3 Angelina 17 0 108 822 10 0
3 Angelina 17B 0 16 174 1 0
3 Angelina 18 0 103 230 2 0
3 Angelina 19 0 259 664 12 0
3 Angelina 2 0 734 253 11 0
3 Angelina 20 0 893 141 13 0
3 Angelina 21 0 145 517 5 0
3 Angelina 22 0 83 524 5 0
3 Angelina 23 0 49 300 2 0
3 Angelina 24 0 248 974 18 0
3 Angelina 25 0 190 977 13 0
3 Angelina 26 0 111 874 6 0
3 Angelina 27 0 21 198 3 0
3 Angelina 28 0 119 537 10 0
3 Angelina 29 0 125 689 4 0
3 Angelina 3 0 166 749 8 0
3 Angelina 30 0 45 502 8 0
3 Angelina 31 0 52 148 0 0
3 Angelina 32 0 6 53 0 0
3 Angelina 33 0 58 667 5 0
3 Angelina 34 0 285 955 18 0
3 Angelina 35 0 226 823 8 0
3 Angelina 36 0 0 0 0 0
3 Angelina 37 0 47 219 3 0
3 Angelina 38 0 35 172 1 0
3 Angelina 39 0 83 189 0 0
3 Angelina 4 0 263 354 4 0
3 Angelina 40 0 158 276 7 0
3 Angelina 5 0 382 514 11 0
3 Angelina 6 0 37 196 5 0
3 Angelina 7 0 75 637 8 0
3 Angelina 8 0 77 656 11 0
3 Angelina 9 0 39 152 2 0
3 Cherokee 12 0 119 596 10 0
3 Cherokee 13 0 54 571 8 0
3 Cherokee 14 0 49 758 10 0
3 Cherokee 15 0 388 1197 16 0
3 Cherokee 22 0 78 231 8 0
3 Cherokee 23 0 58 531 14 0
3 Cherokee 24 0 214 669 8 0
3 Cherokee 25 0 84 417 6 0
3 Cherokee 26 0 154 392 4 0
3 Cherokee 27 0 142 501 7 0
3 Cherokee 28 0 26 304 4 0
3 Cherokee 32 0 48 404 8 0
3 Cherokee 33 0 184 705 12 0
3 Cherokee 34 0 80 707 9 0
3 Cherokee 35 0 121 470 8 0
3 Cherokee 36 0 124 849 16 0
3 Cherokee 37 0 75 133 2 0
3 Cherokee 38 0 113 122 3 0
3 Cherokee 42 0 353 121 5 0
3 Cherokee 43 0 180 319 5 0
3 Cherokee 44 0 82 689 16 0
3 Cherokee 45 0 106 281 7 0
3 Cherokee 46 0 66 361 3 0
3 Cherokee 47 0 12 168 6 0
3 Cherokee 48 0 34 318 2 0
3 Hardin "Precinct 1 - ISD" 0 235 552 13 0
3 Hardin "Precinct 10" 0 451 1026 8 0
3 Hardin "Precinct 11" 0 59 415 4 0
3 Hardin "Precinct 12 - ISD" 0 66 448 5 0
3 Hardin "Precinct 13" 0 94 1159 14 0
3 Hardin "Precinct 14" 0 60 703 5 0
3 Hardin "Precinct 15" 0 118 883 16 0
3 Hardin "Precinct 16" 0 115 1036 13 0
3 Hardin "Precinct 17" 0 40 595 6 0
3 Hardin "Precinct 18" 0 357 2890 42 0
3 Hardin "Precinct 19" 0 69 508 6 0
3 Hardin "Precinct 2" 0 291 2061 31 0
3 Hardin "Precinct 3" 0 18 287 1 0
3 Hardin "Precinct 4" 0 32 393 4 0
3 Hardin "Precinct 5" 0 24 260 2 0
3 Hardin "Precinct 6" 0 164 1350 20 0
3 Hardin "Precinct 6 - ISD" 0 102 731 8 0
3 Hardin "Precinct 7 - ISD" 0 28 400 1 0
3 Hardin "Precinct 8 - ISD" 0 42 389 2 0
3 Hardin "Precinct 9" 0 252 1027 11 0
3 Henderson 1A 0 147 684 14 0
3 Henderson 1CR 0 94 471 8 0
3 Henderson "1CR CRISD" 0 80 717 6 0
3 Henderson "1CR MALISD" 0 3 6 0 0
3 Henderson 1M 0 2 7 1 0
3 Henderson "1M CITY-MALISD" 0 189 311 6 0
3 Henderson "1M CRISD" 0 2 8 0 0
3 Henderson "1M MALISD" 0 65 407 3 0
3 Henderson "1MN EISD" 0 100 383 10 0
3 Henderson "1MN MALISD" 0 51 157 1 0
3 Henderson 1T 0 0 9 0 0
3 Henderson "1T CITY" 0 68 169 3 0
3 Henderson "1T CITY-MALISD" 0 7 17 0 0
3 Henderson "1T MALISD" 0 100 493 10 0
3 Henderson 1TC 0 47 252 3 0
3 Henderson "1TC CITY" 0 26 101 3 0
3 Henderson "1TC CITY-MALISD" 0 119 521 14 0
3 Henderson "1TC MALISD" 0 68 225 3 0
3 Henderson 2 0 55 208 3 0
3 Henderson "2 EISD" 0 9 76 1 0
3 Henderson "2 MALISD" 0 0 0 0 0
3 Henderson 2E 0 0 15 1 0
3 Henderson "2E EISD" 0 159 912 23 0
3 Henderson 2GBN 0 65 311 4 0
3 Henderson "2GBN CITY" 0 254 924 16 0
3 Henderson 2GBS 0 168 727 18 0
3 Henderson "2GBS EISD" 0 5 59 0 0
3 Henderson 2PSN 0 131 523 7 0
3 Henderson "2PSN EISD" 0 156 692 12 0
3 Henderson 2PSS 0 5 15 0 0
3 Henderson "2PSS EISD" 0 32 162 0 0
3 Henderson "2PSS MALISD" 0 76 465 8 0
3 Henderson 3 0 359 174 7 0
3 Henderson 3B 0 2 52 1 0
3 Henderson "3B BISD" 0 172 1196 20 0
3 Henderson "3B BISD-ESD6" 0 13 11 0 0
3 Henderson 3C 0 8 28 1 0
3 Henderson "3C BISD" 0 85 731 11 0
3 Henderson "3C BISD-ESD6" 0 56 163 2 0
3 Henderson "3C CITY-BISD" 0 217 1070 12 0
3 Henderson 3M 0 72 302 3 0
3 Henderson "3M BISD" 0 53 321 2 0
3 Henderson 3N 0 135 809 9 0
3 Henderson "3N BISD" 0 5 15 1 0
3 Henderson "3N EISD" 0 4 13 0 0
3 Henderson 3WS 0 118 629 13 0
3 Henderson 4 0 373 1410 26 0
3 Henderson 4A 0 123 228 7 0
3 Henderson 4BV 0 79 392 3 0
3 Henderson 4CC 0 18 88 1 0
3 Henderson "4CC BISD" 0 61 185 4 0
3 Henderson "4CC BISD-ESD6" 0 50 279 3 0
3 Henderson "4CC CITY" 0 22 14 0 0
3 Henderson "4CC CITY-BISD" 0 41 120 1 0
3 Henderson "4CC III" 0 7 3 0 0
3 Henderson 4MS 0 16 12 0 0
3 Henderson "4MS BISD" 0 80 13 2 0
3 Henderson "4MS BISD-ESD6" 0 45 85 5 0
3 Henderson 4NYL 0 56 491 4 0
3 Henderson "4NYL BISD" 0 1 6 0 0
3 Henderson 4PF 0 49 234 3 0
3 Henderson 4SE 0 286 1466 20 0
3 Henderson "4SE BISD" 0 12 54 0 0
3 Henderson 4W 0 51 272 3 0
3 Henderson "4W CRISD" 0 43 217 4 0
3 Houston 1 0 204 381 6 0
3 Houston 10 0 30 150 2 0
3 Houston 11 0 15 69 2 0
3 Houston 12 0 12 73 2 0
3 Houston 14 0 31 233 0 0
3 Houston 15 0 31 128 0 0
3 Houston 16 0 9 158 0 0
3 Houston 17 0 9 174 0 0
3 Houston 18 0 33 60 1 0
3 Houston 19 0 75 273 1 0
3 Houston 2 0 223 564 3 0
3 Houston 20 0 8 132 2 0
3 Houston 21 0 41 155 2 0
3 Houston 22 0 35 126 1 0
3 Houston 3 0 415 238 5 0
3 Houston 4 0 233 709 7 0
3 Houston 5 0 92 542 3 0
3 Houston 6 0 145 436 4 0
3 Houston 7 0 58 485 5 0
3 Houston 8 0 38 198 1 0
3 Houston 9 0 18 245 1 0
3 Jasper "Box 1 Three Corners" 0 8 25 0 0
3 Jasper "Box 10 Call Junction" 0 81 803 12 0
3 Jasper "Box 11 Erin" 0 29 243 1 0
3 Jasper "Box 12 Roganville" 0 46 256 4 0
3 Jasper "Box 13 Magnolia Springs" 0 58 224 0 0
3 Jasper "Box 14 Kirbyville" 0 223 974 9 0
3 Jasper "Box 15 Buna West" 0 133 1213 16 0
3 Jasper "Box 16 Cherry Grove-Gist" 0 8 124 3 0
3 Jasper "Box 17 Evadale" 0 56 682 10 0
3 Jasper "Box 19 Pickleville" 0 221 997 9 0
3 Jasper "Box 2 Ebenezer" 0 33 378 3 0
3 Jasper "Box 20 Bevil Box" 0 291 280 5 0
3 Jasper "Box 21 West Jasper #1" 0 270 517 14 0
3 Jasper "Box 3 Browndell" 0 85 480 4 0
3 Jasper "Box 4 Rayburn" 0 53 365 1 0
3 Jasper "Box 5 Harrisburg" 0 14 79 1 0
3 Jasper "Box 6 Jasper" 0 186 397 1 0
3 Jasper "Box 7 Holly Springs" 0 141 202 3 0
3 Jasper "Box 8 West Jasper #2" 0 196 253 2 0
3 Jasper "Box 9 Buna East" 0 111 895 6 0
3 Jasper "Brookeland ISD" 0 0 0 0 0
3 Jasper "Buna ISD" 0 0 0 0 0
3 Jasper "City of Kirbyville" 0 0 0 0 0
3 Jasper "Evadale ISD" 0 0 0 0 0
3 Liberty 1 0 44 274 2 0
3 Liberty 10 0 316 1137 18 0
3 Liberty 11 0 186 206 6 0
3 Liberty 12 0 159 466 12 0
3 Liberty 13 0 23 238 2 0
3 Liberty 14 0 10 109 1 0
3 Liberty "14 WCID" 0 30 96 1 0
3 Liberty 15 0 51 171 3 0
3 Liberty "16 TISD" 0 24 186 2 0
3 Liberty 17 0 29 239 1 0
3 Liberty 18 0 394 131 7 0
3 Liberty 19 0 239 600 17 0
3 Liberty 2 0 58 450 8 0
3 Liberty 20 0 345 22 1 0
3 Liberty 21 0 190 1471 22 0
3 Liberty 22 0 294 946 19 0
3 Liberty "22 WCID" 0 80 238 5 0
3 Liberty 23 0 224 595 14 0
3 Liberty 24 0 51 313 6 0
3 Liberty "25 TISD" 0 44 424 9 0
3 Liberty 26 0 192 807 20 0
3 Liberty 27 0 18 143 1 0
3 Liberty 28 0 24 198 1 0
3 Liberty "28 TISD" 0 4 114 0 0
3 Liberty 29 0 75 521 6 0
3 Liberty 3 0 87 783 6 0
3 Liberty "3 City" 0 16 254 3 0
3 Liberty 30 0 231 569 8 0
3 Liberty "30 WCID" 0 0 0 0 0
3 Liberty 4 0 56 238 0 0
3 Liberty 5 0 189 894 18 0
3 Liberty 6 0 43 428 4 0
3 Liberty 7 0 260 535 7 0
3 Liberty "8 TISD" 0 109 911 19 0
3 Liberty "9 TISD" 0 137 1089 8 0
3 Montgomery 01 0 321 525 10 0
3 Montgomery 05 0 23 172 0 0
3 Montgomery 08 0 197 1413 18 0
3 Montgomery 17 0 281 1468 28 0
3 Montgomery 19 0 313 1633 25 0
3 Montgomery 22 0 458 2161 48 0
3 Montgomery 23 0 465 1199 17 0
3 Montgomery 38 0 433 2696 53 0
3 Montgomery 50 0 329 2016 30 0
3 Montgomery 57 0 256 1284 19 0
3 Montgomery 63 0 520 2806 48 0
3 Montgomery 72 0 339 2537 18 0
3 Montgomery 77 0 402 2345 35 0
3 Montgomery 83 0 108 606 11 0
3 Montgomery 85 0 304 1453 27 0
3 Nacogdoches 12 0 170 940 16 0
3 Nacogdoches 13 0 110 690 11 0
3 Nacogdoches "14 CHISD" 0 220 1065 10 0
3 Nacogdoches "14 NISD" 0 97 236 8 0
3 Nacogdoches 15 0 131 734 12 0
3 Nacogdoches 16 0 326 1329 23 0
3 Nacogdoches 17 0 91 109 3 0
3 Nacogdoches "21 DISD" 0 16 120 3 0
3 Nacogdoches "21 NISD" 0 206 704 6 0
3 Nacogdoches 22 0 27 26 2 0
3 Nacogdoches 23 0 90 89 11 0
3 Nacogdoches 24 0 459 164 13 0
3 Nacogdoches 25 0 25 30 1 0
3 Nacogdoches 26 0 815 761 23 0
3 Nacogdoches "27 NISD" 0 547 32 3 0
3 Nacogdoches "27 WISD" 0 12 7 0 0
3 Nacogdoches 30 0 133 56 6 0
