COUNTY AREA TOTAL DEM REP DEM IND DEM REP IND LBT IRP IND DEM UPA IND IND REP REP None DEM REP
COUNTY AREA TOTAL Kelly McSally Arif Beckett Chilton Davida Decker Dorchester Glenn Haupt Kapadia Rodriguez Rodriguez1 Saenz Schiess Simmons Stevens Stewart Thomas
Apache "02 ALPINE" 0 85 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "03 CANYON DE CHELLY" 0 1649 206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "05 CHINLE" 0 823 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "09 CONCHO" 0 343 1001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "10 CORNFIELDS" 0 271 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "11 COTTONWOOD" 0 524 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "12 CORONADO" 0 106 480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "13 DENNEHOTSO" 0 279 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "16 EAGAR" 0 147 603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "17 FLAT TOP" 0 116 410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "19 FT. DEFIANCE" 0 1585 282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "22 GANADO NORTH" 0 306 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "23 GANADO SOUTH" 0 447 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "25 GREER" 0 35 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "27 HOUCK" 0 430 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "29 KINLICHEE" 0 264 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "31 KLAGETOH" 0 301 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "33 LUKACHUKAI" 0 540 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "35 LUPTON" 0 215 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "37 MCNARY" 0 30 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "39 MANY FARMS" 0 805 79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "41 MEXICAN WATER" 0 97 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "43 NAZLINI" 0 410 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "45 NUTRIOSO" 0 74 184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "46 OAK SPRINGS" 0 216 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "48 PUERCO" 0 561 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "51 RED MESA" 0 123 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "52 RED VALLEY" 0 167 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "54 ROCK POINT" 0 464 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "56 ROUGH ROCK" 0 308 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "58 ROUND ROCK" 0 288 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "59 ROUND VALLEY" 0 87 314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "61 ST. JOHNS" 0 200 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "65 ST. MICHAELS" 0 975 156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "67 SAWMILL" 0 317 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "70 SPRINGERVILLE" 0 161 383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "74 STEAMBOAT" 0 531 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "76 SWEETWATER" 0 182 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "78 TACHEE" 0 192 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "80 TEEC NOS POS" 0 306 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "82 VERNON" 0 229 822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "84 WHEATFIELDS" 0 625 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "86 WIDE RUINS" 0 299 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Apache "88 WINDOW ROCK" 0 909 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "01 BE BENSON" 0 411 610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "02 BE J-SIX" 0 440 823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "03 BE SAN PEDRO" 0 488 683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "04 BI BISBEE" 0 879 187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "05 BI DON LUIS" 0 678 350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "06 BI WARREN" 0 759 308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "07 BOWIE" 0 56 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "08 COCHISE STRONGHOLD" 0 378 652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "09 DO CALVARY" 0 702 180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "10 DO CARLSON" 0 896 311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "11 DO CASTRO PARK" 0 806 162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "12 DO GADSDEN" 0 608 159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "13 DO SUNNYSIDE" 0 613 266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "14 GREATER SAN PEDRO" 0 384 773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "15 HEREFORD" 0 543 945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "16 HUACHUCA" 0 257 276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "17 MCNEAL" 0 217 329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "18 NACO" 0 309 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "19 PALOMINAS" 0 319 611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "20 PIRTLEVILLE" 0 531 254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "21 POMERENE" 0 269 469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "22 PORTAL" 0 131 143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "23 SAN SIMON" 0 26 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "24 ST DAVID" 0 327 814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "25 SUNIZONA" 0 114 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "26 SV AVENIDA DEL SOL" 0 685 885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "27 SV BUFFALO SOLDIER" 0 832 1100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "28 SV BUSBY" 0 528 578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "29 SV CARMELITA" 0 348 394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "30 SV CLOUD" 0 292 277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "31 SV COLLEGE" 0 565 659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "32 SV COUNTRY CLUB" 0 667 1101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cochise "33 SV ESTATES" 0 563 679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
