COUNTY AREA TOTAL DEM REP LIB GRN AIP PAF
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente LaRiva
Orange 52043 1651 949 610 35 10 6 7
Orange 52044 789 456 314 11 3 0 1
Orange 52045 1176 504 614 16 3 6 2
Orange 52047 82 29 51 1 0 0 0
Orange 52048 122 58 59 1 0 0 0
Orange 52049 76 39 34 0 0 0 0
Orange 52051 1756 770 928 21 5 6 1
Orange 52052 368 187 160 6 0 1 1
Orange 52053 1380 776 544 21 2 2 8
Orange 52057 135 106 21 4 3 1 0
Orange 52058 478 298 166 5 2 1 0
Orange 52059 1000 544 410 20 11 2 0
Orange 52062 794 495 280 8 3 2 2
Orange 52063 257 127 115 5 1 1 0
Orange 52064 55 26 29 0 0 0 0
Orange 52065 1578 741 760 28 2 5 1
Orange 52066 24 14 10 0 0 0 0
Orange 52067 0 0 0 0 0 0 0
Orange 52068 0 0 0 0 0 0 0
Orange 52069 0 0 0 0 0 0 0
Orange 52131 2331 1166 1084 20 11 2 4
Orange 52164 913 541 326 12 9 4 3
Orange 52167 1742 908 770 20 8 5 1
Orange 52179 686 340 315 12 2 0 2
Orange 52180 233 151 66 5 1 1 0
Orange 52184 1756 850 839 28 7 4 3
Orange 52186 2066 1084 897 31 10 3 4
Orange 52188 218 129 78 2 2 0 0
Orange 52194 262 161 89 5 0 0 1
Orange 52195 577 410 147 7 2 2 1
Orange 52196 208 123 78 2 1 1 0
Orange 52197 1497 767 677 10 7 5 3
Orange 52198 0 0 0 0 0 0 0
Orange 52200 2024 1146 795 32 11 6 3
Orange 52202 2 0 2 0 0 0 0
Orange 52204 0 0 0 0 0 0 0
Orange 52205 0 0 0 0 0 0 0
Orange 52206 0 0 0 0 0 0 0
Orange 52207 495 309 167 9 1 2 1
Orange 52210 729 516 184 10 2 2 5
Orange 52211 232 184 36 1 2 2 1
Orange 52212 373 280 82 2 1 2 0
Orange 52213 361 173 170 6 3 2 0
Orange 52216 50 42 8 0 0 0 0
Orange 52224 1406 918 440 20 3 3 3
Orange 52226 0 0 0 0 0 0 0
Orange 52231 0 0 0 0 0 0 0
Orange 52232 0 0 0 0 0 0 0
Orange 52233 1 0 1 0 0 0 0
Orange 52234 177 91 76 3 2 5 0
Orange 52235 2 1 1 0 0 0 0
Orange 52236 0 0 0 0 0 0 0
Orange 52237 302 206 77 4 1 2 2
Orange 5302 687 302 361 10 2 2 0
Orange 5303 1499 840 608 12 4 5 3
Orange 53046 0 0 0 0 0 0 0
Orange 53048 0 0 0 0 0 0 0
Orange 53049 12 1 11 0 0 0 0
Orange 53052 804 413 358 12 5 2 1
Orange 53055 41 14 25 0 0 0 1
Orange 53056 6 2 3 0 0 0 0
Orange 53057 607 237 345 9 4 2 1
Orange 53058 1 1 0 0 0 0 0
Orange 53059 1221 545 640 11 4 0 1
Orange 53062 1428 609 745 18 6 5 3
Orange 53064 1509 683 765 15 1 5 1
Orange 53065 83 35 46 1 0 0 0
Orange 53066 731 357 339 19 0 0 2
Orange 53067 6 4 2 0 0 0 0
Orange 53068 733 285 421 10 1 1 0
Orange 53069 1436 522 873 13 1 3 0
Orange 5307 1188 543 588 16 6 5 3
Orange 53071 409 178 217 6 2 1 0
Orange 53073 1980 792 1106 27 8 5 1
Orange 53074 1559 746 762 13 2 3 1
Orange 53075 1408 449 901 18 2 2 0
Orange 5308 1760 998 695 15 5 5 5
Orange 53080 271 77 185 2 0 0 0
Orange 53081 969 473 467 11 1 3 0
Orange 53082 1899 697 1132 18 5 4 2
Orange 53083 2028 783 1152 27 5 5 1
Orange 53084 1682 724 898 13 4 2 0
Orange 53085 1175 401 729 15 4 2 0
Orange 53087 0 0 0 0 0 0 0
Orange 53089 1719 699 943 21 9 4 1
Orange 53090 317 134 167 6 0 0 1
Orange 53091 504 192 291 3 1 1 0
Orange 53097 1220 530 646 17 2 2 1
Orange 53098 960 343 579 12 1 2 3
Orange 53100 1379 605 727 15 6 3 1
Orange 53101 1866 995 800 22 12 3 7
Orange 53107 0 0 0 0 0 0 0
Orange 53108 719 298 400 10 2 2 0
Orange 5311 2151 1038 1033 28 7 9 6
Orange 53140 0 0 0 0 0 0 0
Orange 53142 1104 524 537 13 1 0 0
Orange 53143 6 4 2 0 0 0 0
Orange 53144 0 0 0 0 0 0 0
Orange 53145 1047 491 518 12 3 2 1
Orange 53146 1806 904 812 25 2 5 1
Orange 53148 1775 809 896 19 5 7 6
Orange 53150 0 0 0 0 0 0 0
Orange 53151 0 0 0 0 0 0 0
Orange 53152 0 0 0 0 0 0 0
Orange 53153 2 0 2 0 0 0 0
Orange 53154 2312 741 1466 25 3 7 1
Orange 53155 281 128 142 4 0 0 0
Orange 53156 40 14 26 0 0 0 0
Orange 53158 155 70 84 0 0 0 0
Orange 53159 2 1 1 0 0 0 0
Orange 53160 813 339 446 6 0 3 0
Orange 53162 198 98 96 2 0 0 0
Orange 53164 0 0 0 0 0 0 0
Orange 53165 0 0 0 0 0 0 0
Orange 53166 0 0 0 0 0 0 0
Orange 53167 0 0 0 0 0 0 0
Orange 53168 0 0 0 0 0 0 0
Orange 53169 0 0 0 0 0 0 0
Orange 53170 63 18 42 0 1 1 0
Orange 53171 1234 516 650 24 4 2 0
Orange 53172 0 0 0 0 0 0 0
Orange 53173 0 0 0 0 0 0 0
Orange 53174 582 274 288 11 2 0 1
Orange 5319 995 528 415 16 6 6 2
Orange 5320 0 0 0 0 0 0 0
Orange 53305 1249 499 706 17 5 0 1
Orange 53308 1054 430 580 8 2 1 0
Orange 53313 0 0 0 0 0 0 0
Orange 53322 0 0 0 0 0 0 0
Orange 5333 96 30 63 2 0 0 0
Orange 5334 413 195 202 5 3 1 1
Orange 53343 0 0 0 0 0 0 0
Orange 53344 0 0 0 0 0 0 0
Orange 53345 0 0 0 0 0 0 0
Orange 53346 133 63 66 1 2 0 0
Orange 53347 158 83 63 6 0 1 0
Orange 53348 281 120 147 7 0 2 0
Orange 53349 1 0 1 0 0 0 0
Orange 5335 0 0 0 0 0 0 0
Orange 53350 1043 425 573 9 1 7 1
Orange 53353 1251 554 653 13 1 4 0
Orange 53356 0 0 0 0 0 0 0
Orange 5336 0 0 0 0 0 0 0
Orange 53363 166 67 90 6 0 0 0
Orange 53366 1207 584 564 26 4 3 0
Orange 5337 0 0 0 0 0 0 0
Orange 53373 9 2 7 0 0 0 0
Orange 53375 366 165 182 6 0 0 1
Orange 53376 333 189 129 9 1 0 0
Orange 53380 2585 1275 1209 40 4 4 2
Orange 53381 408 203 182 7 4 2 1
Orange 53384 955 450 470 8 0 4 1
Orange 53389 1694 777 858 15 1 3 1
Orange 5339 2223 1175 976 15 5 3 7
Orange 53390 0 0 0 0 0 0 0
Orange 53393 830 470 313 20 4 5 4
Orange 5340 2976 1462 1391 34 5 8 4
Orange 53404 1 0 1 0 0 0 0
Orange 53405 0 0 0 0 0 0 0
Orange 5379 1479 826 620 8 3 0 2
Orange 5380 2082 1023 974 29 3 1 6
Orange 5381 2386 1108 1201 26 7 7 4
Orange 5384 713 316 366 14 1 2 3
Orange 5386 2936 1332 1504 28 13 4 6
Orange 5389 375 138 219 7 0 0 1
Orange 5391 0 0 0 0 0 0 0
Orange 5392 146 52 87 1 1 1 0
Orange 5396 178 105 68 0 0 2 0
Orange 5397 1530 790 675 25 2 8 1
Orange 5398 0 0 0 0 0 0 0
Orange 54101 1055 523 490 12 2 6 1
Orange 54102 1527 701 773 22 4 5 0
Orange 54103 955 468 469 5 2 1 1
Orange 54104 888 459 395 6 0 4 2
Orange 54107 876 407 444 8 4 1 0
Orange 54108 933 466 421 16 4 4 6
Orange 54109 1595 712 832 21 3 5 3
Orange 54111 1056 535 483 20 4 1 5
Orange 54112 1818 832 914 25 9 5 3
Orange 54113 697 322 347 7 1 3 4
Orange 54114 1082 539 507 9 7 1 1
Orange 54116 2 0 2 0 0 0 0
Orange 54117 0 0 0 0 0 0 0
Orange 54120 511 212 276 8 2 1 0
Orange 54121 1292 654 575 27 5 5 2
Orange 54122 1178 599 540 11 2 3 1
Orange 54123 1737 892 789 21 8 7 2
Orange 54141 1843 795 973 30 4 4 3
Orange 54142 1011 434 544 9 3 2 2
Orange 54144 1625 709 845 23 6 4 1
Orange 54161 763 334 397 10 2 1 1
Orange 54180 1842 919 846 35 3 8 3
Orange 54181 1055 534 481 22 2 3 1
Orange 54183 929 390 497 14 1 5 0
Orange 54184 1163 473 640 19 2 2 4
Orange 54185 811 401 377 13 4 3 2
Orange 54186 0 0 0 0 0 0 0
Orange 56064 0 0 0 0 0 0 0
Orange 56065 3235 1818 1298 39 9 6 5
Orange 56066 1388 668 666 11 9 5 0
Orange 56069 991 504 452 12 1 6 1
Orange 56070 1346 694 591 21 7 5 3
Orange 56071 1881 986 814 28 11 5 2
Orange 56072 723 410 282 11 9 2 0
Orange 56073 1468 870 542 24 5 3 1
Orange 56078 854 525 300 7 6 5 0
Orange 56079 1131 527 556 19 1 5 4
Orange 56081 57 37 19 0 0 0 1
Orange 56082 1 0 1 0 0 0 0
Orange 56083 484 270 187 14 2 0 3
Orange 56084 193 80 98 10 0 0 1
Orange 56090 722 331 366 11 3 0 0
Orange 56091 831 360 443 7 2 1 1
Orange 56093 246 139 101 2 1 0 0
Orange 56094 807 401 379 5 4 2 1
Orange 56095 768 437 308 8 1 3 1
Orange 56096 1351 732 575 11 8 3 3
Orange 56101 2542 1235 1199 46 6 3 5
Orange 56102 425 245 167 6 3 0 0
Orange 56104 0 0 0 0 0 0 0
Orange 56105 0 0 0 0 0 0 0
Orange 56107 0 0 0 0 0 0 0
Orange 56108 271 134 129 0 2 0 0
Orange 56109 1307 578 682 13 2 3 3
Orange 56277 1275 695 521 20 1 10 1
Orange 56278 1133 556 541 14 1 2 1
Orange 56279 1990 964 952 33 4 4 2
Orange 56282 2680 1364 1190 51 6 5 3
Orange 56286 890 432 424 13 1 1 0
Orange 56287 2430 1266 1062 32 13 3 5
Orange 56288 669 308 340 11 1 2 1
Orange 56290 1423 740 630 21 4 8 4
Orange 56292 1223 608 572 19 3 4 2
Orange 56293 739 357 348 7 2 4 2
Orange 56294 834 398 406 10 3 5 2
Orange 56295 520 300 197 7 2 2 2
Orange 56296 437 268 151 5 3 2 0
Orange 56298 1 0 1 0 0 0 0
Orange 56301 1386 731 582 25 7 4 2
Orange 56302 0 0 0 0 0 0 0
Orange 56303 250 126 111 4 0 3 0
Orange 56304 0 0 0 0 0 0 0
Orange 56305 0 0 0 0 0 0 0
Orange 56306 0 0 0 0 0 0 0
Orange 56307 451 216 219 5 1 1 3
Orange 56308 2042 1123 855 24 4 4 3
Orange 56315 1478 668 773 10 3 2 2
Orange 56316 0 0 0 0 0 0 0
Orange 56381 209 118 79 4 0 2 3
Orange 56382 1152 591 529 12 6 0 2
Orange 57002 275 194 72 4 4 0 0
Orange 57004 0 0 0 0 0 0 0
Orange 58106 0 0 0 0 0 0 0
Orange 58107 2259 1070 1099 29 6 7 2
Orange 58108 2145 1094 974 23 9 4 2
Orange 58109 844 482 335 11 3 2 0
Orange 58111 950 466 456 11 2 1 1
Orange 58114 2475 1299 1100 13 8 5 5
Orange 58118 1107 577 498 7 3 4 1
Orange 58121 1463 802 609 19 6 10 1
Orange 58127 1503 755 682 18 12 3 3
Orange 58299 1022 406 573 14 4 1 1
Orange 58314 1236 605 595 13 1 0 1
Orange 58317 984 517 426 11 6 0 2
Orange 58319 1774 932 791 15 8 5 2
Orange 58324 1473 732 686 20 4 2 1
Orange 58325 874 491 356 7 2 0 3
Orange 58327 583 287 263 9 8 2 4
Orange 58330 1480 767 665 20 4 1 2
Orange 58332 1581 805 723 17 3 6 1
Orange 58334 0 0 0 0 0 0 0
Orange 58335 1 0 0 0 0 0 0
Orange 58336 0 0 0 0 0 0 0
Orange 58350 1918 925 916 32 4 3 3
Orange 58354 2014 984 954 22 1 3 5
Orange 58355 1724 760 907 15 4 2 1
Orange 58356 7 2 5 0 0 0 0
Orange 58357 1298 679 578 12 6 3 4
Orange 58371 2303 1170 1049 21 4 8 6
Orange 58372 859 436 391 16 3 3 1
Orange 58373 2133 1107 948 20 13 2 9
Orange 58374 1839 930 847 18 6 2 5
Orange 58376 1649 878 711 22 6 4 4
Orange 58378 1006 511 459 9 2 5 1
Orange 59002 0 0 0 0 0 0 0
Orange 59006 564 342 203 6 6 0 2
Orange 59007 64 36 26 0 0 0 0
Orange 59009 2060 1405 593 23 7 3 5
Orange 59015 1555 1022 464 15 10 4 7
Orange 59016 2353 1454 800 32 15 4 7
Orange 59018 2166 1317 742 35 6 8 0
Orange 59019 221 195 17 2 3 1 1
Orange 59020 1802 1139 574 21 9 3 10
Orange 59021 2237 1464 691 24 12 2 6
Orange 59022 1549 771 704 18 7 4 1
Orange 59026 1958 1160 708 26 8 5 4
Orange 59027 1671 1061 551 12 6 6 1
Orange 59033 1720 1033 621 15 7 6 6
Orange 59034 1081 630 404 12 3 4 1
Orange 59036 1689 1035 576 27 7 3 2
Orange 59037 560 340 199 5 0 2 0
Orange 59038 1751 1058 621 23 4 8 2
Orange 59039 1671 1054 555 13 10 3 4
Orange 59041 1738 1045 636 11 3 4 4
Orange 59042 723 463 225 5 4 3 1
Orange 59043 2333 1199 1075 17 4 5 7
Orange 59044 1542 848 640 18 6 2 1
Orange 59045 1979 1188 720 18 8 5 4
Orange 59047 1542 889 588 28 2 4 1
Orange 59054 1095 671 373 14 4 6 3
Orange 59057 947 699 190 12 14 5 1
Orange 59058 2399 2072 238 21 13 7 4
Orange 59062 1500 972 473 7 9 4 6
Orange 59072 2369 1383 879 12 13 10 9
Orange 59074 1324 923 338 13 8 8 2
Orange 59075 511 308 189 6 0 0 0
Orange 59079 1661 1047 550 25 7 6 8
Orange 59081 1126 691 404 7 1 1 2
Orange 59082 2226 1365 757 23 16 6 4
Orange 59084 0 0 0 0 0 0 0
Orange 59088 2262 1468 712 17 10 8 3
Orange 59090 2190 1404 688 27 12 5 7
Orange 59092 1899 1144 670 25 5 2 9
Orange 59097 2304 1499 710 24 12 9 6
Orange 59099 1216 838 315 21 10 7 2
Orange 59100 1679 1088 530 18 7 5 3
Orange 59101 1481 989 437 16 11 2 3
Orange 59103 1415 946 426 18 7 5 4
Orange 59106 2467 1493 875 38 8 4 1
Orange 59108 722 551 156 5 5 0 0
Orange 59111 1168 705 428 8 8 1 0
Orange 59113 672 609 37 9 5 2 1
Orange 59118 2402 1338 972 23 9 4 7
Orange 59124 1833 1079 673 14 6 8 3
Orange 59127 2130 1209 832 9 17 10 7
Orange 59129 3241 2064 1037 42 14 8 9
Orange 59130 426 245 163 7 1 2 0
Orange 59131 2764 1852 829 25 11 13 3
Orange 59132 2361 1416 843 27 10 11 2
Orange 59133 1428 1269 63 25 16 2 23
Orange 59134 0 0 0 0 0 0 0
Orange 59136 1941 1068 798 17 7 2 2
Orange 59137 640 284 323 7 1 4 1
Orange 59138 0 0 0 0 0 0 0
Orange 59141 1906 1154 676 25 9 6 2
Orange 59144 2691 1684 895 36 16 9 3
Orange 59146 2050 1308 660 27 9 8 4
Orange 59148 676 442 210 9 4 2 1
Orange 59149 3498 2285 1091 32 16 6 13
Orange 59150 3 1 2 0 0 0 0
Orange 59151 3172 1981 1078 43 12 9 7
Orange 59152 1019 662 312 18 6 1 5
Orange 59153 2500 1550 854 41 9 8 3
Orange 59158 120 112 5 1 0 1 0
Orange 59162 0 0 0 0 0 0 0
Orange 59163 866 512 326 6 4 3 0
Orange 59164 884 537 314 7 3 6 1
Orange 59165 0 0 0 0 0 0 0
Orange 59168 2473 1635 749 24 11 8 3
Orange 59169 4145 2733 1294 24 17 6 4
Orange 59170 2 1 1 0 0 0 0
Orange 59171 1 1 0 0 0 0 0
Orange 59172 1159 763 359 7 8 2 0
Orange 59173 276 180 88 3 0 0 0
Orange 59174 3704 2425 1154 49 13 9 7
Orange 59175 1524 970 503 17 3 3 0
Orange 59176 2119 1387 654 18 9 7 3
Orange 59177 0 0 0 0 0 0 0
Orange 59178 85 40 43 1 0 0 0
Orange 59179 0 0 0 0 0 0 0
Orange 59201 0 0 0 0 0 0 0
Orange 59202 0 0 0 0 0 0 0
Orange 59204 0 0 0 0 0 0 0
Orange 59205 221 121 94 1 1 0 1
Orange 59206 410 255 143 3 0 0 0
Orange 59207 27 9 17 0 0 0 1
Orange 59208 1411 909 463 17 2 2 3
Orange 59209 0 0 0 0 0 0 0
Orange 59210 0 0 0 0 0 0 0
Orange 59211 1410 847 514 14 7 4 4
Orange 59212 0 0 0 0 0 0 0
Orange 59214 1274 726 492 17 11 3 1
Orange 59215 0 0 0 0 0 0 0
Orange 59216 0 0 0 0 0 0 0
Orange 59217 0 0 0 0 0 0 0
Orange 6200 0 0 0 0 0 0 0
Orange 6204 6 0 5 0 0 0 0
Orange 6205 2 0 1 1 0 0 0
Orange 6206 0 0 0 0 0 0 0
Orange 62081 160 81 69 7 1 0 0
Orange 62083 0 0 0 0 0 0 0
Orange 63001 1337 618 652 22 5 6 5
Orange 63002 1196 705 437 11 6 4 9
Orange 63005 979 665 271 5 5 7 3
Orange 63009 2017 1025 918 24 7 8 5
Orange 63010 65 24 38 1 0 0 1
Orange 63011 1578 713 795 21 4 9 4
Orange 63014 1556 803 689 26 8 6 3
Orange 63018 96 37 56 1 2 0 0
Orange 63019 1540 768 699 25 8 7 4
Orange 63023 72 48 22 0 0 1 0
Orange 63024 1591 691 844 23 2 1 3
Orange 63026 899 450 417 6 2 2 0
Orange 63027 1666 837 762 16 7 3 5
Orange 63028 2072 933 1051 37 9 9 2
Orange 63029 1065 678 351 9 7 6 3
Orange 63031 2080 957 1046 22 7 5 2
Orange 63032 813 448 347 5 0 2 3
Orange 63034 1001 639 314 12 9 4 6
Orange 63036 1818 897 842 26 4 7 2
Orange 63037 0 0 0 0 0 0 0
Orange 63038 1628 938 614 33 8 5 3
Orange 63039 1289 769 462 13 8 7 10
Orange 63041 1434 751 626 16 5 9 3
Orange 63043 1902 1215 618 22 4 7 4
Orange 63044 0 0 0 0 0 0 0
Orange 63046 1548 919 572 15 6 4 4
Orange 63049 353 246 95 4 1 0 3
Orange 63051 488 343 126 6 1 0 3
Orange 63052 22 14 6 2 0 0 0
Orange 63053 381 202 163 5 2 2 1
Orange 63055 1363 793 501 16 9 9 5
Orange 63056 177 120 48 3 0 1 2
Orange 63061 685 283 375 7 1 0 2
Orange 63066 190 63 122 2 0 0 1
Orange 63068 1197 528 632 14 1 2 0
Orange 63069 812 445 337 10 2 2 1
Orange 63071 1824 845 908 16 7 9 6
Orange 63077 659 289 341 10 4 2 3
Orange 63079 360 151 193 6 2 0 0
Orange 63080 471 200 256 9 2 0 0
Orange 63083 0 0 0 0 0 0 0
Orange 63087 0 0 0 0 0 0 0
Orange 63088 575 211 342 8 3 3 1
Orange 63097 349 151 180 5 1 1 3
Orange 63098 0 0 0 0 0 0 0
Orange 63099 0 0 0 0 0 0 0
Orange 63101 0 0 0 0 0 0 0
Orange 63102 0 0 0 0 0 0 0
Orange 63103 0 0 0 0 0 0 0
Orange 63104 0 0 0 0 0 0 0
Orange 63120 109 71 31 3 1 0 0
Orange 63121 0 0 0 0 0 0 0
Orange 63122 168 81 77 2 1 1 0
Orange 63123 1298 672 580 20 1 2 3
Orange 63124 0 0 0 0 0 0 0
Orange 63150 1680 804 814 27 5 4 1
Orange 63151 0 0 0 0 0 0 0
Orange 63152 0 0 0 0 0 0 0
Orange 63153 0 0 0 0 0 0 0
Orange 63154 0 0 0 0 0 0 0
Orange 63155 0 0 0 0 0 0 0
Orange 63170 361 212 140 1 5 0 1
Orange 63171 68 20 46 0 0 0 0
Orange 63172 29 6 21 1 0 0 0
Orange 63173 78 38 36 1 0 2 0
Orange 63174 0 0 0 0 0 0 0
Orange 63175 0 0 0 0 0 0 0
Orange 63201 0 0 0 0 0 0 0
Orange 63202 16 6 10 0 0 0 0
Orange 63203 0 0 0 0 0 0 0
Orange 63204 4 0 4 0 0 0 0
Orange 63205 3 1 2 0 0 0 0
Orange 63206 14 0 14 0 0 0 0
Orange 63207 9 3 5 0 1 0 0
Orange 63208 35 12 21 1 1 0 0
Orange 63210 109 59 48 0 0 0 0
Orange 63211 11 6 5 0 0 0 0
Orange 63212 3 1 2 0 0 0 0
Orange 63213 6 2 3 1 0 0 0
Orange 63214 35 10 23 2 0 0 0
Orange 63215 363 145 203 7 1 1 0
Orange 63216 2260 1110 1038 34 8 7 4
Orange 63217 0 0 0 0 0 0 0
Orange 63219 83 43 37 0 2 0 1
Orange 63220 42 23 15 1 1 0 0
Orange 63221 414 259 132 12 2 2 3
Orange 63222 3 3 0 0 0 0 0
Orange 63223 9 0 9 0 0 0 0
Orange 63224 2 0 2 0 0 0 0
Orange 63225 0 0 0 0 0 0 0
Orange 63226 2 2 0 0 0 0 0
Orange 63227 19 5 13 0 0 0 0
Orange 63228 1 1 0 0 0 0 0
Orange 63229 0 0 0 0 0 0 0
Orange 63231 821 253 528 15 1 4 1
Orange 63235 3 0 3 0 0 0 0
Orange 63236 334 144 179 4 2 0 1
Orange 63237 0 0 0 0 0 0 0
Orange 63238 0 0 0 0 0 0 0
Orange 63251 137 86 43 4 0 0 3
Orange 63252 131 64 57 2 3 2 2
Orange 63255 2 2 0 0 0 0 0
Orange 63256 0 0 0 0 0 0 0
Orange 63259 0 0 0 0 0 0 0
Orange 63260 0 0 0 0 0 0 0
Orange 63261 0 0 0 0 0 0 0
Orange 63262 2465 1356 1002 28 17 11 6
Orange 63347 1515 638 819 14 1 5 1
Orange 63348 179 117 46 4 3 2 3
Orange 63351 145 59 82 0 0 1 0
Orange 63352 1215 620 547 15 3 4 3
Orange 63353 48 20 25 0 1 0 0
Orange 63358 76 22 52 0 0 0 0
Orange 63361 63 30 31 2 0 0 0
Orange 63362 1023 493 499 17 3 3 0
Orange 63369 1508 892 536 31 4 6 2
Orange 63371 0 0 0 0 0 0 0
Orange 63372 147 106 33 0 4 0 0
Orange 63373 558 351 182 9 2 4 3
Orange 63374 1128 743 346 12 2 7 1
Orange 63375 1042 723 272 11 2 5 6
Orange 63377 1664 739 853 22 4 6 3
Orange 63383 230 76 142 4 1 0 0
Orange 63384 2047 828 1129 29 9 4 3
Orange 63386 10 6 4 0 0 0 0
Orange 63389 0 0 0 0 0 0 0
Orange 63390 2595 1396 1099 26 11 9 6
Orange 63391 203 80 117 1 1 0 0
Orange 65051 0 0 0 0 0 0 0
Orange 65052 0 0 0 0 0 0 0
Orange 65053 0 0 0 0 0 0 0
Orange 65055 1 0 1 0 0 0 0
Orange 65056 0 0 0 0 0 0 0
Orange 65057 0 0 0 0 0 0 0
Orange 65058 0 0 0 0 0 0 0
Orange 65060 0 0 0 0 0 0 0
Orange 65061 0 0 0 0 0 0 0
Orange 65062 0 0 0 0 0 0 0
Orange 65064 0 0 0 0 0 0 0
Orange 65065 0 0 0 0 0 0 0
Orange 65066 0 0 0 0 0 0 0
Orange 65067 0 0 0 0 0 0 0
Orange 65068 0 0 0 0 0 0 0
Orange 65069 0 0 0 0 0 0 0
Orange 65071 0 0 0 0 0 0 0
Orange 65081 760 254 479 5 0 5 1
Orange 65083 0 0 0 0 0 0 0
Orange 65087 707 490 184 5 6 6 3
Orange 65091 238 142 86 2 0 1 2
Orange 65093 0 0 0 0 0 0 0
Orange 65097 0 0 0 0 0 0 0
Orange 65107 0 0 0 0 0 0 0
Orange 67113 1392 661 666 19 3 7 3
Orange 67114 2228 1040 1120 23 4 7 1
Orange 67115 1135 525 560 13 2 10 0
Orange 67116 1960 943 926 29 6 4 3
Orange 67117 1830 861 897 24 7 6 3
Orange 67118 2096 1011 1016 32 3 5 1
Orange 67120 725 353 345 12 3 1 3
Orange 67121 2017 796 1144 17 3 4 0
Orange 67122 0 0 0 0 0 0 0
Orange 68007 119 75 39 3 0 0 1
Orange 68043 24 12 11 0 1 0 0
Orange 68044 48 38 9 0 0 0 1
Orange 68050 1311 610 674 6 3 1 6
Orange 68052 711 554 124 12 3 4 9
Orange 68053 1510 940 520 11 12 3 2
Orange 68057 2035 1267 707 12 7 5 9
Orange 68058 1201 599 574 6 4 4 3
Orange 68059 1384 679 677 11 3 3 5
Orange 68061 1795 1330 400 7 14 9 10
Orange 68070 1597 1030 527 11 4 8 6
Orange 68073 1602 1074 479 14 2 3 5
Orange 68074 1135 704 388 12 4 2 2
Orange 68076 1047 627 377 20 6 3 3
Orange 68077 1266 887 333 13 7 3 2
Orange 68078 917 688 204 7 3 5 3
Orange 68083 1070 800 236 5 4 7 10
Orange 68086 1051 742 275 8 4 9 9
Orange 68091 603 357 226 8 3 1 5
Orange 68094 1103 875 182 12 5 13 8
Orange 68098 1404 1087 272 13 2 6 8
Orange 68099 830 664 147 2 5 4 5
Orange 68100 672 515 128 6 5 6 3
Orange 68103 3090 2448 555 16 12 13 15
Orange 68106 913 692 196 2 0 5 5
Orange 68107 350 287 54 3 0 4 1
Orange 68115 1176 902 230 7 7 6 6
Orange 68119 1624 1233 353 10 4 6 7
Orange 68123 1266 875 352 9 3 7 6
Orange 68128 1819 1403 349 14 9 9 10
Orange 68130 1641 1263 332 14 8 9 5
Orange 68131 700 532 142 8 5 1 2
Orange 68133 870 618 227 6 4 2 4
Orange 68135 2400 1712 612 9 6 13 15
Orange 68137 2649 1843 725 24 14 9 6
Orange 68138 1140 744 365 8 1 6 5
Orange 68145 616 376 211 14 3 1 6
Orange 68146 599 329 246 3 3 2 0
Orange 68156 0 0 0 0 0 0 0
Orange 68158 2020 1315 624 22 13 6 6
Orange 68162 1128 866 225 4 8 3 10
Orange 68163 0 0 0 0 0 0 0
Orange 68166 865 683 167 2 4 0 5
Orange 68167 327 237 79 3 3 1 0
Orange 68177 1168 907 212 8 5 3 19
Orange 68179 755 550 192 2 2 1 3
Orange 68180 269 217 45 2 2 0 2
Orange 68181 689 455 212 4 3 4 3
Orange 68183 1059 652 372 7 6 4 6
Orange 68185 2403 1285 1061 17 7 8 5
Orange 68188 674 430 221 3 4 2 6
Orange 68194 2402 1478 859 24 4 9 9
Orange 68195 1040 601 397 6 7 6 5
Orange 68196 1820 1022 751 15 8 4 7
Orange 68197 1364 569 771 10 1 2 1
Orange 68212 286 145 139 0 0 0 1
Orange 68213 406 328 64 1 4 0 5
Orange 68214 70 47 20 0 0 0 3
Orange 68215 261 214 39 3 1 1 2
Orange 68216 798 635 140 3 1 5 3
Orange 68217 206 166 35 1 0 0 2
Orange 68273 1288 771 480 5 4 5 6
Orange 68279 780 540 221 5 0 1 3
Orange 68283 2554 1660 804 16 14 7 9
Orange 68287 1541 1016 483 15 4 6 3
Orange 68296 1817 1417 334 17 5 4 11
Orange 68297 1206 945 210 10 8 6 11
Orange 68302 442 336 83 2 4 1 7
Orange 68305 141 113 25 1 0 1 1
Orange 68306 2399 1769 539 22 13 11 13
Orange 68311 51 33 16 0 1 0 0
Orange 68315 1621 995 563 13 11 6 5
Orange 68316 798 496 280 5 4 4 3
Orange 68318 1106 715 351 12 8 4 2
Orange 68319 649 387 243 6 4 2 0
Orange 68324 1920 1150 704 17 3 8 8
Orange 68330 1826 1396 376 12 13 8 8
Orange 68334 1919 1519 331 14 8 9 9
Orange 68335 158 105 48 1 0 1 1
Orange 68336 1972 1302 607 19 9 10 3
Orange 68339 1441 1040 340 16 12 6 13
Orange 68350 681 355 301 5 1 0 2
Orange 68364 744 511 204 5 6 3 4
Orange 68365 1763 1032 684 19 6 5 0
Orange 68367 858 456 372 3 5 1 3
Orange 68369 598 373 205 6 3 2 2
Orange 69106 1984 816 1079 21 9 9 0
Orange 69110 2356 1154 1112 33 4 7 7
Orange 69111 1062 524 484 18 4 1 1
Orange 69112 6339 2997 3145 59 12 10 7
Orange 69122 2 0 1 0 0 0 0
Orange 69123 2 1 1 0 0 0 0
