COUNTY AREA TOTAL DEM REP LIB GRN AIP PAF
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente LaRiva
"Los Angeles" 9000176 437 193 229 4 2 2 3
"Los Angeles" 9000176A 1854 1362 436 10 10 4 3
"Los Angeles" 9000177 290 148 129 1 1 3 1
"Los Angeles" 9000177A 1274 1020 220 7 3 5 3
"Los Angeles" 9000181 366 159 201 1 0 0 3
"Los Angeles" 9000181A 1524 1051 405 14 12 9 3
"Los Angeles" 9000182 347 154 180 2 0 2 2
"Los Angeles" 9000182A 1645 1227 349 15 9 8 6
"Los Angeles" 9000184 300 171 118 1 0 2 6
"Los Angeles" 9000184A 1178 912 228 3 6 3 4
"Los Angeles" 9000187 366 153 199 1 0 2 4
"Los Angeles" 9000187A 1490 1074 361 11 3 6 11
"Los Angeles" 9000189B 1915 1142 701 19 5 2 7
"Los Angeles" 9000191 361 139 214 0 1 0 4
"Los Angeles" 9000191A 1483 985 444 15 6 4 2
"Los Angeles" 9000193 197 120 68 2 1 0 1
"Los Angeles" 9000193A 726 563 139 1 5 3 2
"Los Angeles" 9000197 348 183 150 1 1 3 1
"Los Angeles" 9000197A 1286 1009 223 10 6 3 1
"Los Angeles" 9000197D 2 0 2 0 0 0 0
"Los Angeles" 90002 1 1 0 0 0 0 0
"Los Angeles" 9000201 334 180 135 3 3 1 6
"Los Angeles" 9000201A 1515 1207 257 13 10 4 4
"Los Angeles" 9000206 393 190 177 5 4 1 4
"Los Angeles" 9000206A 1453 1025 379 5 6 6 8
"Los Angeles" 9000207 357 133 216 1 0 1 0
"Los Angeles" 9000207A 1512 1034 423 18 9 3 1
"Los Angeles" 900021 438 176 256 3 0 1 1
"Los Angeles" 9000214 329 234 85 2 3 1 0
"Los Angeles" 9000214A 1449 1232 155 18 15 6 5
"Los Angeles" 9000215B 2007 1550 389 19 10 4 3
"Los Angeles" 900021A 1749 1280 410 9 4 4 0
"Los Angeles" 9000223 353 143 190 6 2 2 2
"Los Angeles" 9000223A 1180 837 301 9 6 4 5
"Los Angeles" 9000225 488 154 316 3 3 2 0
"Los Angeles" 9000225A 1412 935 415 18 3 6 9
"Los Angeles" 9000226 390 188 191 1 2 2 3
"Los Angeles" 9000226A 1495 1124 329 11 3 2 3
"Los Angeles" 9000227 389 156 209 0 1 4 6
"Los Angeles" 9000227A 1420 1043 332 7 7 3 7
"Los Angeles" 9000230 343 116 218 1 2 2 0
"Los Angeles" 9000230A 1508 1054 414 10 4 0 1
"Los Angeles" 9000232 304 201 87 2 1 3 6
"Los Angeles" 9000232A 1106 913 161 3 2 2 7
"Los Angeles" 9000234 444 178 248 3 2 3 1
"Los Angeles" 9000234A 1591 1103 433 9 13 5 1
"Los Angeles" 9000238 484 229 236 5 0 2 2
"Los Angeles" 9000238A 1739 1262 409 19 13 3 6
"Los Angeles" 9000239B 945 771 129 9 5 3 3
"Los Angeles" 9000240 312 180 119 3 4 2 0
"Los Angeles" 9000240A 1229 940 241 11 16 5 3
"Los Angeles" 9000243 314 207 89 2 1 5 4
"Los Angeles" 9000243A 1166 993 133 6 4 5 10
"Los Angeles" 9000244 293 195 76 1 2 7 5
"Los Angeles" 9000244A 965 803 120 6 8 3 9
"Los Angeles" 9000249 354 239 90 1 2 4 9
"Los Angeles" 9000249A 1050 913 101 3 4 8 5
"Los Angeles" 900025 484 154 317 2 0 5 1
"Los Angeles" 9000251 338 164 165 3 1 1 0
"Los Angeles" 9000251A 1708 1337 311 17 8 3 6
"Los Angeles" 9000252 276 165 93 3 3 4 3
"Los Angeles" 9000252A 1653 1390 210 12 7 5 3
"Los Angeles" 9000253 340 150 180 3 0 1 1
"Los Angeles" 9000253A 1720 1238 417 19 4 4 3
"Los Angeles" 9000255 349 161 168 2 2 2 3
"Los Angeles" 9000255A 1370 986 331 14 6 8 5
"Los Angeles" 900025A 1563 1012 506 4 3 4 3
"Los Angeles" 9000260 227 121 103 0 0 1 0
"Los Angeles" 9000260A 1241 919 279 14 3 1 4
"Los Angeles" 9000262 207 145 55 4 1 0 0
"Los Angeles" 9000262A 1288 1151 87 8 12 2 5
"Los Angeles" 9000262F 190 159 26 3 2 0 0
"Los Angeles" 9000263 242 176 59 1 2 0 1
"Los Angeles" 9000263A 1430 1261 133 6 8 3 1
"Los Angeles" 9000264 313 135 165 1 1 2 1
"Los Angeles" 9000264A 2142 1588 473 11 6 5 1
"Los Angeles" 9000267 341 185 146 0 1 4 0
"Los Angeles" 9000267A 1960 1464 431 11 6 4 2
"Los Angeles" 9000268 330 156 165 3 0 3 1
"Los Angeles" 9000268A 1615 1339 229 18 6 3 2
"Los Angeles" 9000269 337 202 115 6 5 1 0
"Los Angeles" 9000269A 1690 1385 243 8 15 9 3
"Los Angeles" 9000270 372 160 195 3 2 2 4
"Los Angeles" 9000270A 1519 1039 428 9 6 5 10
"Los Angeles" 9000273 264 203 53 0 3 1 2
"Los Angeles" 9000273A 784 661 87 6 8 4 6
"Los Angeles" 9000275 303 232 60 2 3 1 4
"Los Angeles" 9000275A 966 821 116 5 2 4 5
"Los Angeles" 9000282B 1042 909 96 3 8 5 8
"Los Angeles" 9000283 265 226 27 0 1 3 1
"Los Angeles" 9000283A 1285 1153 93 2 5 3 4
"Los Angeles" 9000285 255 214 28 2 4 1 2
"Los Angeles" 9000285A 848 765 51 2 5 3 4
"Los Angeles" 9000286 263 185 67 1 6 2 0
"Los Angeles" 9000286A 1677 1468 153 12 10 3 4
"Los Angeles" 9000288 224 182 32 0 2 5 0
"Los Angeles" 9000288A 1154 1052 56 6 6 6 3
"Los Angeles" 9000289 178 150 23 0 0 3 0
"Los Angeles" 9000289A 535 475 44 3 2 0 4
"Los Angeles" 9000290 173 129 34 1 2 1 3
"Los Angeles" 9000290A 590 521 43 3 3 4 5
"Los Angeles" 9000294 208 162 34 1 1 1 6
"Los Angeles" 9000294A 681 599 55 2 3 5 2
"Los Angeles" 9000295B 914 771 109 2 8 7 4
"Los Angeles" 9000296B 1069 949 81 2 5 10 5
"Los Angeles" 90002A 0 0 0 0 0 0 0
"Los Angeles" 90003 737 104 622 2 1 2 0
"Los Angeles" 900030 489 161 315 3 2 2 1
"Los Angeles" 9000300 250 157 76 5 0 2 6
"Los Angeles" 9000300A 1010 823 155 3 3 3 6
"Los Angeles" 9000301 184 121 53 2 1 2 2
"Los Angeles" 9000301A 932 754 150 3 3 6 3
"Los Angeles" 9000305 414 190 199 6 3 3 4
"Los Angeles" 9000305A 1539 1112 377 10 7 5 4
"Los Angeles" 9000308B 1344 883 415 12 4 5 4
"Los Angeles" 9000309 0 0 0 0 0 0 0
"Los Angeles" 9000309A 0 0 0 0 0 0 0
"Los Angeles" 900030A 1442 906 487 12 2 1 2
"Los Angeles" 9000314 251 195 46 1 1 0 6
"Los Angeles" 9000314A 794 649 98 7 7 3 8
"Los Angeles" 9000316 326 145 171 3 1 1 3
"Los Angeles" 9000316A 1265 932 287 12 10 5 7
"Los Angeles" 9000317 249 170 67 1 1 4 0
"Los Angeles" 9000317A 1187 1015 132 8 6 3 2
"Los Angeles" 9000319 363 227 119 1 5 1 4
"Los Angeles" 9000319A 1490 1203 234 8 13 4 10
"Los Angeles" 9000321 190 130 53 3 0 1 3
"Los Angeles" 9000321A 878 728 114 5 8 1 6
"Los Angeles" 9000323 347 243 85 4 1 4 3
"Los Angeles" 9000323A 1845 1520 270 13 11 3 2
"Los Angeles" 9000324 262 167 81 1 2 3 5
"Los Angeles" 9000324A 728 643 59 2 2 7 2
"Los Angeles" 9000325 333 195 126 3 1 1 5
"Los Angeles" 9000325A 1303 976 287 12 10 5 1
"Los Angeles" 9000327 313 222 79 0 1 2 4
"Los Angeles" 9000327A 1003 814 150 6 8 3 6
"Los Angeles" 900033 406 160 231 3 0 2 0
"Los Angeles" 9000331 332 175 140 2 4 1 5
"Los Angeles" 9000331A 1033 783 194 1 11 5 12
"Los Angeles" 9000334 447 174 259 3 0 4 2
"Los Angeles" 9000334A 1560 1059 451 11 4 5 3
"Los Angeles" 900033A 1801 1273 466 20 5 1 0
"Los Angeles" 900033B 10 7 2 0 0 0 0
"Los Angeles" 9000340 323 134 173 2 0 2 6
"Los Angeles" 9000340A 1386 950 393 7 8 3 2
"Los Angeles" 9000341 360 169 185 2 1 1 0
"Los Angeles" 9000341A 1480 1009 411 16 3 11 4
"Los Angeles" 9000342B 1655 1036 553 13 8 11 11
"Los Angeles" 9000343C 1572 986 522 21 4 6 3
"Los Angeles" 9000349D 0 0 0 0 0 0 0
"Los Angeles" 9000350 460 143 312 1 1 2 0
"Los Angeles" 9000350A 1991 1291 618 15 7 6 8
"Los Angeles" 9000352 383 171 199 4 2 1 2
"Los Angeles" 9000352A 1443 1053 325 7 10 7 3
"Los Angeles" 9000357 383 241 128 1 2 0 4
"Los Angeles" 9000357A 1449 1187 220 5 9 3 1
"Los Angeles" 9000359 343 206 120 3 2 4 4
"Los Angeles" 9000359A 1401 1082 261 16 5 7 6
"Los Angeles" 9000364 422 177 228 7 3 0 1
"Los Angeles" 9000364A 1522 1040 421 12 9 5 3
"Los Angeles" 9000368 386 287 73 6 4 3 4
"Los Angeles" 9000368A 1413 1221 128 5 12 2 13
"Los Angeles" 9000369 279 185 85 3 1 1 2
"Los Angeles" 9000369A 1212 1048 131 6 7 3 3
"Los Angeles" 9000374 416 218 179 3 1 4 6
"Los Angeles" 9000374A 1376 1031 290 8 8 4 3
"Los Angeles" 9000377 322 157 154 2 1 0 1
"Los Angeles" 9000377A 1611 1262 272 18 24 6 4
"Los Angeles" 9000379 306 187 102 5 1 2 2
"Los Angeles" 9000379A 1148 873 234 12 13 1 6
"Los Angeles" 9000382 232 155 57 1 1 7 4
"Los Angeles" 9000382A 1116 922 155 7 4 7 4
"Los Angeles" 9000383B 1517 1134 327 10 6 6 12
"Los Angeles" 9000384 274 171 89 2 3 0 3
"Los Angeles" 9000384A 1165 914 219 4 2 3 4
"Los Angeles" 9000385 312 135 168 4 0 1 0
"Los Angeles" 9000385A 1070 723 308 6 3 6 7
"Los Angeles" 9000386B 1600 1081 445 17 11 10 3
"Los Angeles" 9000390 247 185 45 1 0 3 7
"Los Angeles" 9000390A 973 827 107 2 11 6 11
"Los Angeles" 9000391 237 152 66 4 4 3 5
"Los Angeles" 9000391A 887 768 81 8 6 3 8
"Los Angeles" 9000393C 1232 917 259 9 19 8 8
"Los Angeles" 9000395B 1060 871 144 5 6 6 6
"Los Angeles" 9000396 218 132 72 1 3 4 5
"Los Angeles" 9000396A 819 654 140 1 3 3 5
"Los Angeles" 9000399 261 132 126 0 1 0 1
"Los Angeles" 9000399A 1217 900 275 9 9 4 3
"Los Angeles" 90003A 1392 570 776 15 2 4 4
"Los Angeles" 9000402 372 178 183 1 2 2 1
"Los Angeles" 9000402A 1706 1386 267 11 11 9 2
"Los Angeles" 9000404 319 235 77 1 0 3 1
"Los Angeles" 9000404A 1138 941 155 2 7 6 7
"Los Angeles" 9000405 318 194 111 1 1 3 1
"Los Angeles" 9000405A 1064 823 192 9 10 5 8
"Los Angeles" 9000406B 1192 907 240 9 8 5 4
"Los Angeles" 9000408 333 226 96 0 3 2 2
"Los Angeles" 9000408A 1078 810 232 7 5 10 5
"Los Angeles" 900041 538 148 372 2 1 3 2
"Los Angeles" 9000410 266 145 113 4 1 1 0
"Los Angeles" 9000410A 1360 1142 179 12 5 4 1
"Los Angeles" 9000415 282 178 87 1 1 7 1
"Los Angeles" 9000415A 1095 868 190 4 8 4 4
"Los Angeles" 9000416 222 47 167 1 1 1 0
"Los Angeles" 9000416A 699 390 277 6 4 2 0
"Los Angeles" 9000417 344 173 159 4 1 0 4
"Los Angeles" 9000417A 1355 970 343 9 6 2 4
"Los Angeles" 9000419 328 179 138 0 2 1 2
"Los Angeles" 9000419A 1520 1143 325 11 4 11 7
"Los Angeles" 900041A 1701 1088 552 12 5 1 2
"Los Angeles" 9000422 299 176 111 2 3 1 1
"Los Angeles" 9000422A 1828 1511 270 16 4 5 6
"Los Angeles" 9000423 448 196 236 1 1 1 3
"Los Angeles" 9000423A 1554 1072 440 6 6 2 6
"Los Angeles" 9000424 331 142 179 4 1 4 0
"Los Angeles" 9000424A 1457 1065 339 15 8 3 3
"Los Angeles" 9000427 308 181 110 0 0 6 2
"Los Angeles" 9000427A 925 714 176 10 8 3 2
"Los Angeles" 9000428 237 133 99 1 0 0 1
"Los Angeles" 9000428A 1410 1051 322 12 5 1 2
"Los Angeles" 9000429 515 286 203 3 0 5 4
"Los Angeles" 9000429A 1734 1327 356 12 2 3 4
"Los Angeles" 9000436 317 175 135 1 1 2 1
"Los Angeles" 9000436A 1525 1153 319 18 7 5 6
"Los Angeles" 9000437 300 194 89 1 2 4 5
"Los Angeles" 9000437A 1465 1251 163 4 15 3 5
"Los Angeles" 9000438 302 190 102 3 0 1 1
"Los Angeles" 9000438A 1379 1121 203 6 17 4 2
"Los Angeles" 9000447 17 14 1 0 1 0 0
"Los Angeles" 9000447A 71 61 10 0 0 0 0
"Los Angeles" 9000449 348 216 121 3 2 1 1
"Los Angeles" 9000449A 1530 1240 231 17 7 4 4
"Los Angeles" 9000451 282 199 74 1 1 2 1
"Los Angeles" 9000451A 996 839 118 8 1 3 4
"Los Angeles" 9000452B 1841 1334 431 23 10 3 5
"Los Angeles" 9000454 168 116 41 4 3 1 1
"Los Angeles" 9000454A 664 558 78 2 8 2 5
"Los Angeles" 9000455 13 8 3 0 2 0 0
"Los Angeles" 9000455A 13 12 1 0 0 0 0
"Los Angeles" 9000457B 1469 1109 304 13 9 5 11
"Los Angeles" 900046 532 129 396 1 0 0 0
"Los Angeles" 9000460 292 140 138 2 3 0 3
"Los Angeles" 9000460A 1164 875 252 3 7 2 4
"Los Angeles" 9000461 304 134 157 2 2 3 3
"Los Angeles" 9000461A 1155 794 312 14 11 5 3
"Los Angeles" 9000466 375 249 116 0 3 2 0
"Los Angeles" 9000466A 1567 1301 209 8 12 2 7
"Los Angeles" 9000467C 1267 941 273 6 5 7 18
"Los Angeles" 9000469 265 155 101 0 1 3 1
"Los Angeles" 9000469A 1225 901 288 4 5 3 6
"Los Angeles" 900046A 1640 1012 584 6 4 2 0
"Los Angeles" 9000471 345 244 72 4 2 2 11
"Los Angeles" 9000471A 1274 989 225 6 13 3 5
"Los Angeles" 9000472 290 171 100 3 1 4 6
"Los Angeles" 9000472A 1283 1005 227 4 7 0 10
"Los Angeles" 9000474 339 183 124 5 2 2 11
"Los Angeles" 9000474A 1199 953 199 12 5 2 7
"Los Angeles" 9000476 328 242 71 3 2 0 3
"Los Angeles" 9000476A 1265 1015 211 4 9 2 7
"Los Angeles" 9000483 345 213 112 2 2 4 8
"Los Angeles" 9000483A 1249 1021 185 8 8 2 7
"Los Angeles" 9000484 301 196 99 1 0 3 1
"Los Angeles" 9000484A 1573 1351 183 11 6 3 1
"Los Angeles" 9000490 276 151 114 1 0 6 2
"Los Angeles" 9000490A 1055 792 220 10 4 7 8
"Los Angeles" 9000491 243 177 54 1 0 3 5
"Los Angeles" 9000491A 1271 1078 142 8 7 6 7
"Los Angeles" 9000495 261 154 98 3 2 0 2
"Los Angeles" 9000495A 977 781 165 9 5 1 2
"Los Angeles" 9000496 308 107 186 1 3 4 2
"Los Angeles" 9000496A 1157 777 336 10 7 4 4
"Los Angeles" 9000498 305 100 195 3 1 1 2
"Los Angeles" 9000498A 974 622 309 8 5 8 4
"Los Angeles" 9000500B 1717 994 651 17 9 9 4
"Los Angeles" 9000503 198 117 68 2 1 3 1
"Los Angeles" 9000503A 921 704 187 7 3 7 2
"Los Angeles" 9000504B 1891 1451 354 18 16 9 5
"Los Angeles" 9000506 254 120 127 2 1 1 1
"Los Angeles" 9000506A 957 704 223 7 6 5 2
"Los Angeles" 9000508 239 136 95 1 1 1 1
"Los Angeles" 9000508A 1234 891 312 6 5 4 4
"Los Angeles" 9000509 354 139 201 2 0 0 8
"Los Angeles" 9000509A 1424 975 400 13 4 5 3
"Los Angeles" 9000510B 1467 1063 339 8 9 5 9
"Los Angeles" 9000511 157 89 61 2 0 2 0
"Los Angeles" 9000511A 878 732 119 5 9 2 3
"Los Angeles" 9000512B 1286 923 315 5 3 5 3
"Los Angeles" 9000513 328 234 78 0 5 2 2
"Los Angeles" 9000513A 1418 1193 178 5 15 3 2
"Los Angeles" 9000515 292 214 63 7 1 2 0
"Los Angeles" 9000515A 1296 1147 96 6 17 2 2
"Los Angeles" 9000516 264 165 86 2 1 3 6
"Los Angeles" 9000516A 1199 936 217 8 6 4 6
"Los Angeles" 9000517 329 201 113 0 5 2 1
"Los Angeles" 9000517A 1133 852 245 2 4 4 9
"Los Angeles" 9000519B 1424 1130 239 8 9 7 12
"Los Angeles" 9000520 287 176 97 1 1 1 5
"Los Angeles" 9000520A 1228 1017 164 9 12 2 12
"Los Angeles" 9000523 322 172 134 2 1 2 8
"Los Angeles" 9000523A 1186 891 244 8 6 7 8
"Los Angeles" 9000524 321 245 55 5 2 3 9
"Los Angeles" 9000524A 1124 956 111 3 12 4 6
"Los Angeles" 9000525B 1872 1325 488 10 7 4 7
"Los Angeles" 9000527 467 219 232 2 0 6 0
"Los Angeles" 9000527A 1489 1116 338 9 3 3 1
"Los Angeles" 9000531 273 164 92 4 1 2 5
"Los Angeles" 9000531A 1400 1071 276 14 10 2 3
"Los Angeles" 9000532 335 203 115 5 1 3 3
"Los Angeles" 9000532A 1284 998 255 6 6 0 6
"Los Angeles" 9000534 256 160 85 1 1 2 4
"Los Angeles" 9000534A 1124 877 207 5 5 2 3
"Los Angeles" 9000536 322 232 82 1 1 0 3
"Los Angeles" 9000536A 1178 971 178 3 10 1 4
"Los Angeles" 9000537 349 209 125 4 4 0 2
"Los Angeles" 9000537A 1234 969 211 6 11 12 3
"Los Angeles" 9000544 329 223 89 4 3 1 4
"Los Angeles" 9000544A 1364 1166 155 10 11 3 2
"Los Angeles" 9000545 250 202 33 0 1 4 5
"Los Angeles" 9000545A 753 687 44 2 4 5 1
"Los Angeles" 9000551 271 156 104 1 3 2 1
"Los Angeles" 9000551A 1134 858 248 4 7 2 1
"Los Angeles" 9000552 359 248 100 2 2 3 1
"Los Angeles" 9000552A 1843 1545 239 19 7 6 1
"Los Angeles" 9000553D 1628 1116 459 7 4 12 7
"Los Angeles" 9000556 287 188 87 2 1 4 4
"Los Angeles" 9000556A 1094 886 177 7 5 2 3
"Los Angeles" 9000559 338 147 174 2 1 3 1
"Los Angeles" 9000559A 1442 1027 343 18 8 6 0
"Los Angeles" 9000562 361 110 233 5 3 2 1
"Los Angeles" 9000562A 1274 823 411 3 10 4 3
"Los Angeles" 9000563 354 151 193 1 3 3 0
"Los Angeles" 9000563A 1243 865 335 3 12 6 5
"Los Angeles" 9000566 380 182 184 2 3 2 0
"Los Angeles" 9000566A 1421 1105 268 11 11 4 3
"Los Angeles" 9000567 396 191 197 5 0 0 1
"Los Angeles" 9000567A 1758 1293 405 11 5 3 1
"Los Angeles" 9000569C 1646 1082 496 17 5 7 5
"Los Angeles" 9000571 376 195 169 3 4 1 0
"Los Angeles" 9000571A 1428 1062 313 10 8 4 6
"Los Angeles" 9000574 346 241 86 1 1 4 3
"Los Angeles" 9000574A 956 811 119 4 5 3 6
"Los Angeles" 9000575 270 129 129 2 4 1 0
"Los Angeles" 9000575A 1209 892 275 14 4 4 3
"Los Angeles" 9000576 318 212 98 0 2 3 1
"Los Angeles" 9000576A 1097 870 188 8 5 4 4
"Los Angeles" 9000578 281 139 131 1 0 2 0
"Los Angeles" 9000578A 1118 843 228 13 10 8 1
"Los Angeles" 9000584 321 241 69 2 5 1 1
"Los Angeles" 9000584A 984 834 114 3 11 0 7
"Los Angeles" 9000585 317 220 84 2 1 5 0
"Los Angeles" 9000585A 1092 916 138 7 2 3 4
"Los Angeles" 9000587B 1566 1377 141 12 10 6 2
"Los Angeles" 9000589 335 200 118 4 1 1 2
"Los Angeles" 9000589A 1427 1140 240 15 5 1 5
"Los Angeles" 9000592 385 210 160 1 2 4 2
"Los Angeles" 9000592A 1320 1029 238 14 4 0 6
"Los Angeles" 9000593C 1655 1369 213 9 17 5 7
"Los Angeles" 9000595 324 198 99 3 4 7 3
"Los Angeles" 9000595A 1214 987 186 6 5 3 10
"Los Angeles" 9000597 270 180 74 3 4 1 2
"Los Angeles" 9000597A 1328 1131 174 4 6 3 3
"Los Angeles" 90005B 116 46 67 0 2 0 0
"Los Angeles" 90005E 0 0 0 0 0 0 0
"Los Angeles" 90006 10 2 8 0 0 0 0
"Los Angeles" 9000600 220 135 75 2 1 1 1
"Los Angeles" 9000600A 1246 1030 183 7 5 3 4
"Los Angeles" 9000601 275 193 64 4 2 2 4
"Los Angeles" 9000601A 1139 949 152 6 6 3 3
"Los Angeles" 9000602 377 280 72 2 1 2 11
"Los Angeles" 9000602A 1340 1106 172 11 9 3 12
"Los Angeles" 9000605 360 247 87 6 5 1 7
"Los Angeles" 9000605A 1325 971 290 7 13 2 6
"Los Angeles" 9000606 390 199 181 2 1 2 0
"Los Angeles" 9000606A 1462 1125 266 15 13 5 5
"Los Angeles" 9000607 376 193 167 3 3 6 0
"Los Angeles" 9000607A 1418 1144 226 13 11 4 3
"Los Angeles" 9000608 129 97 26 1 2 0 0
"Los Angeles" 9000608A 649 544 90 1 4 0 2
"Los Angeles" 9000610 287 220 51 4 4 0 0
"Los Angeles" 9000610A 972 861 79 7 5 3 6
"Los Angeles" 9000611 361 118 238 0 0 0 0
"Los Angeles" 9000611A 1280 886 345 14 7 5 2
"Los Angeles" 9000618 407 292 90 5 3 8 2
"Los Angeles" 9000618A 1180 1016 122 4 9 5 3
"Los Angeles" 9000619 294 191 92 5 0 2 2
"Los Angeles" 9000619A 1487 1261 166 17 8 7 6
"Los Angeles" 9000622 5 5 0 0 0 0 0
"Los Angeles" 9000622A 38 36 1 0 0 1 0
"Los Angeles" 9000623 333 274 47 0 2 6 1
"Los Angeles" 9000623A 870 757 83 2 3 4 6
"Los Angeles" 9000624C 193 142 47 1 1 0 0
"Los Angeles" 9000628 299 97 184 4 2 4 0
"Los Angeles" 9000628A 1246 803 397 11 4 3 4
"Los Angeles" 9000632 452 149 283 7 0 1 7
"Los Angeles" 9000632A 1069 679 336 18 8 4 6
"Los Angeles" 9000636 453 136 293 5 2 2 6
"Los Angeles" 9000636A 1382 814 509 9 7 7 1
"Los Angeles" 9000639 496 134 341 6 5 2 3
"Los Angeles" 9000639A 1537 888 573 22 12 5 2
"Los Angeles" 9000640 478 129 328 5 4 2 2
"Los Angeles" 9000640A 1415 869 498 10 2 3 1
"Los Angeles" 9000645B 1541 805 667 16 5 6 4
"Los Angeles" 9000650C 1536 1201 293 7 8 2 5
"Los Angeles" 9000655 483 184 279 3 2 4 5
"Los Angeles" 9000655A 1153 708 385 11 6 13 2
"Los Angeles" 9000656B 2047 1051 901 21 6 14 3
"Los Angeles" 9000664B 1269 945 269 4 9 4 6
"Los Angeles" 9000679 229 164 59 0 1 2 1
"Los Angeles" 9000679A 1498 1311 138 12 15 3 7
"Los Angeles" 9000682 224 150 59 2 6 3 1
"Los Angeles" 9000682A 960 768 161 8 8 7 0
"Los Angeles" 9000697 259 162 90 3 2 0 0
"Los Angeles" 9000697A 1404 1213 157 10 4 2 2
"Los Angeles" 9000699B 1897 1667 187 10 7 1 5
"Los Angeles" 90006A 42 20 13 3 4 0 1
"Los Angeles" 9000701 15 13 2 0 0 0 0
"Los Angeles" 9000701A 62 59 1 1 0 0 1
"Los Angeles" 9000711 368 179 169 6 2 4 4
"Los Angeles" 9000711A 1439 1051 332 10 4 7 5
"Los Angeles" 9000712 245 181 58 2 1 1 0
"Los Angeles" 9000712A 1604 1426 137 9 4 4 3
"Los Angeles" 9000718 402 281 103 3 2 5 4
"Los Angeles" 9000718A 1599 1398 146 15 5 4 3
"Los Angeles" 9000723 309 179 124 1 1 0 0
"Los Angeles" 9000723A 1217 882 280 5 9 2 9
"Los Angeles" 9000727 302 193 98 0 3 2 0
"Los Angeles" 9000727A 1176 966 175 4 7 2 4
"Los Angeles" 9000728 328 141 175 2 3 0 1
"Los Angeles" 9000728A 1827 1238 534 9 4 1 4
"Los Angeles" 9000731 343 253 77 2 0 2 2
"Los Angeles" 9000731A 1253 982 226 7 9 2 9
"Los Angeles" 9000732 88 49 35 1 0 1 1
"Los Angeles" 9000732A 467 379 72 5 0 0 1
"Los Angeles" 9000734 267 163 90 3 4 0 1
"Los Angeles" 9000734A 1463 1260 156 8 16 2 4
"Los Angeles" 9000737B 1740 1271 399 12 12 7 3
"Los Angeles" 9000742 337 157 171 4 0 0 2
"Los Angeles" 9000742A 1630 1267 303 20 6 7 2
"Los Angeles" 9000745B 2232 1680 478 17 8 4 3
"Los Angeles" 9000750 353 228 116 2 1 0 1
"Los Angeles" 9000750A 1354 1034 263 10 12 6 3
"Los Angeles" 9000753 326 260 57 1 1 1 0
"Los Angeles" 9000753A 1582 1427 118 7 10 1 0
"Los Angeles" 9000759 217 136 75 1 1 1 0
"Los Angeles" 9000759A 1141 923 185 5 9 4 3
"Los Angeles" 9000760 348 172 164 2 2 3 2
"Los Angeles" 9000760A 1724 1337 341 15 2 2 6
"Los Angeles" 9000761 0 0 0 0 0 0 0
"Los Angeles" 9000761A 0 0 0 0 0 0 0
"Los Angeles" 9000766 335 185 134 2 2 2 3
"Los Angeles" 9000766A 1745 1355 318 9 9 5 5
"Los Angeles" 9000773B 1418 1067 304 9 9 7 2
"Los Angeles" 9000774B 1874 1522 277 16 8 9 10
"Los Angeles" 9000777B 1742 1215 463 16 17 5 2
"Los Angeles" 9000779 309 216 76 2 3 3 4
"Los Angeles" 9000779A 1483 1279 164 7 10 1 2
"Los Angeles" 9000782 411 263 129 2 3 6 2
"Los Angeles" 9000782A 1236 916 277 16 8 3 4
"Los Angeles" 9000784 106 64 38 2 0 1 0
"Los Angeles" 9000784A 865 359 481 4 2 2 3
"Los Angeles" 9000790 284 205 61 5 1 3 4
"Los Angeles" 9000790A 1384 1208 141 6 9 1 3
"Los Angeles" 9000795 263 192 52 1 2 5 5
"Los Angeles" 9000795A 1368 1240 80 3 8 0 4
"Los Angeles" 90007B 4 1 3 0 0 0 0
"Los Angeles" 90007C 2 0 2 0 0 0 0
"Los Angeles" 9000801 418 118 280 2 0 2 2
"Los Angeles" 9000801A 1538 1065 422 13 9 2 3
"Los Angeles" 9000805B 1663 1200 407 7 14 5 3
"Los Angeles" 9000810 0 0 0 0 0 0 0
"Los Angeles" 9000810A 0 0 0 0 0 0 0
"Los Angeles" 9000816 347 246 84 5 1 0 5
"Los Angeles" 9000816A 1504 1273 163 11 9 3 8
"Los Angeles" 9000818 350 248 71 2 5 0 8
"Los Angeles" 9000818A 1395 1217 123 6 11 4 10
"Los Angeles" 9000819 324 216 100 0 1 2 2
"Los Angeles" 9000819A 1371 1163 169 7 6 8 3
"Los Angeles" 9000824 250 191 53 2 1 0 0
"Los Angeles" 9000824A 798 697 74 4 1 4 4
"Los Angeles" 9000829 303 222 69 2 2 3 1
"Los Angeles" 9000829A 1293 1120 138 9 6 2 2
"Los Angeles" 9000833D 1628 1360 203 9 6 11 16
"Los Angeles" 9000835 252 182 59 4 3 1 1
"Los Angeles" 9000835A 1767 1545 161 15 6 2 9
"Los Angeles" 9000836 13 6 5 0 0 1 0
"Los Angeles" 9000836A 8 3 5 0 0 0 0
"Los Angeles" 9000837 364 164 186 2 2 3 2
"Los Angeles" 9000837A 1222 876 308 9 4 3 5
"Los Angeles" 9000841 73 46 25 0 1 0 0
"Los Angeles" 9000841A 373 307 52 3 0 1 1
"Los Angeles" 9000844 322 183 125 1 2 2 3
"Los Angeles" 9000844A 1170 846 276 8 8 2 6
"Los Angeles" 9000848 0 0 0 0 0 0 0
