COUNTY AREA TOTAL DEM REP LIB CST
COUNTY AREA TOTAL Cunningham Tillis Bray Hayes
CUMBERLAND G10B 0 1087 932 83 41
CUMBERLAND G10C 0 1244 1640 108 41
CUMBERLAND G11B 0 767 835 161 47
CUMBERLAND G1A 0 960 479 50 29
CUMBERLAND G1B 0 1220 1813 106 48
CUMBERLAND G2A 0 2228 951 108 48
CUMBERLAND G2B 0 1887 1028 134 37
CUMBERLAND G2C-1 0 1278 787 94 34
CUMBERLAND G2C-2 0 1049 898 60 17
CUMBERLAND G2D 0 1700 1372 119 44
CUMBERLAND G2E-1 0 1122 302 65 25
CUMBERLAND G2E-2 0 1412 273 59 22
CUMBERLAND G3A-1 0 1818 736 89 46
CUMBERLAND G3A-2 0 978 719 71 39
CUMBERLAND G3B 0 438 345 39 19
CUMBERLAND G3C 0 421 539 27 17
CUMBERLAND G4A 0 592 417 48 32
CUMBERLAND G4B 0 606 629 44 33
CUMBERLAND G4C 0 909 352 63 19
CUMBERLAND G5A-1 0 1374 423 68 21
CUMBERLAND G5A-2 0 1045 666 65 27
CUMBERLAND G5B-1 0 1756 292 74 38
CUMBERLAND G5B-2 0 1296 343 56 21
CUMBERLAND G5C 0 967 443 65 43
CUMBERLAND G6A 0 988 2509 93 55
CUMBERLAND G6B 0 218 662 14 20
CUMBERLAND G6C 0 541 863 50 22
CUMBERLAND G7A 0 269 693 21 14
CUMBERLAND G7B 0 229 688 35 15
CUMBERLAND G8A 0 1661 941 114 38
CUMBERLAND G8B 0 992 855 76 21
CUMBERLAND G8C 0 931 640 64 33
CUMBERLAND G8D 0 964 1035 93 53
CUMBERLAND G9A 0 1045 954 89 24
CUMBERLAND G9B-1 0 1532 1545 116 55
CUMBERLAND G9B-2 0 1661 1699 107 48
CUMBERLAND LI65 0 870 1698 89 44
CUMBERLAND LR63 0 2342 702 136 53
CUMBERLAND MB62 0 1456 378 89 33
CUMBERLAND MR02 0 1288 651 86 21
CUMBERLAND SH77 0 882 1199 65 34
CUMBERLAND SL78-3 0 2286 760 160 56
CURRITUCK ABSENTEE 0 725 673 58 13
CURRITUCK CB 0 27 73 10 1
CURRITUCK CH 0 80 584 35 20
CURRITUCK CI 0 12 97 5 2
CURRITUCK CJ 0 31 112 14 3
CURRITUCK GW 0 18 181 7 1
CURRITUCK IR 0 46 272 7 2
CURRITUCK KI 0 66 515 13 19
CURRITUCK MY 0 161 1153 72 16
CURRITUCK "ONE STOP" 0 2214 6173 244 75
CURRITUCK PB 0 178 758 40 17
CURRITUCK PP 0 140 477 36 4
CURRITUCK PROVISIONAL 0 7 30 1 0
CURRITUCK TRANSFER 0 0 0 0 0
CURRITUCK WH 0 144 270 12 2
DARE ABSENTEE 0 2453 1254 110 20
DARE AVON 0 39 160 9 7
DARE BUX 0 32 122 11 2
DARE CHCA 0 105 132 18 5
DARE COL 0 104 333 18 9
DARE DUCK 0 65 139 3 1
DARE EL 0 9 34 2 0
DARE FRCO 0 33 91 2 4
DARE HAT 0 43 142 7 4
DARE KDH 0 169 403 58 9
DARE KTHK 0 96 426 23 11
DARE MATO 0 122 315 29 7
DARE MH 0 43 151 10 1
DARE NGHD 0 115 294 11 6
DARE "ONE STOP ONE" 0 3214 4959 247 62
DARE "ONE STOP THREE" 0 1852 2801 121 35
DARE "ONE STOP TWO" 0 645 1083 51 14
DARE PROVISIONAL 0 4 12 1 1
DARE SOSH 0 87 356 20 3
DARE STPT 0 8 63 4 1
DARE TRANSFER 0 0 0 0 0
DARE WAN 0 46 311 11 2
DAVIDSON 04 0 863 2957 130 41
DAVIDSON 06 0 293 1632 70 42
DAVIDSON 08 0 167 488 26 10
DAVIDSON 10 0 354 1279 54 28
DAVIDSON 12 0 100 461 19 9
DAVIDSON 14 0 153 1187 26 20
DAVIDSON 16 0 301 1727 63 31
DAVIDSON 18 0 192 1190 34 22
DAVIDSON 20 0 249 1566 39 32
DAVIDSON 22 0 147 462 17 14
DAVIDSON 24 0 212 702 22 14
DAVIDSON 26 0 216 579 26 9
DAVIDSON 28 0 457 1237 46 22
DAVIDSON 30 0 785 172 34 15
DAVIDSON 32 0 372 285 28 12
DAVIDSON 34 0 486 514 33 16
DAVIDSON 36 0 373 277 23 11
DAVIDSON 38 0 457 140 20 24
DAVIDSON 40 0 498 589 27 22
DAVIDSON 42 0 190 1448 39 35
DAVIDSON 44 0 616 1983 86 39
DAVIDSON 46 0 344 1436 40 30
DAVIDSON 48 0 274 1391 51 32
DAVIDSON 50 0 328 2101 57 33
DAVIDSON 52 0 489 2477 87 43
DAVIDSON 54 0 117 1150 27 24
DAVIDSON 56 0 112 809 24 27
DAVIDSON 58 0 400 1719 52 51
DAVIDSON 60 0 861 1666 89 25
DAVIDSON 62 0 508 239 31 11
DAVIDSON 64 0 511 200 26 15
DAVIDSON 66 0 375 521 26 18
DAVIDSON 68 0 493 636 38 23
DAVIDSON 70 0 285 1299 37 20
DAVIDSON 72 0 309 1643 54 22
DAVIDSON 74 0 334 2022 71 43
DAVIDSON 76 0 290 1768 58 26
DAVIDSON 78 0 400 1795 54 43
DAVIDSON 80A 0 486 3000 83 42
DAVIDSON 82 0 331 1582 61 42
DAVIDSON 84 0 812 2741 119 42
DAVIDSON 86A 0 738 1302 90 33
DAVIDSON 88 0 335 1204 39 10
DAVIDSON ABSENTEE 0 6241 5454 357 175
DAVIDSON "OS ARCADIA COMM BLDG" 0 0 0 0 0
DAVIDSON "OS BOE" 0 0 0 0 0
DAVIDSON "OS DENTON LIBRARY" 0 0 0 0 0
DAVIDSON "OS MIDWAY FIRE DEPT" 0 0 0 0 0
DAVIDSON "OS TLIB" 0 0 0 0 0
DAVIDSON PROVISIONAL 0 51 119 4 4
DAVIDSON TRANSFER 0 755 1537 59 44
DAVIE 01 0 167 627 23 12
DAVIE 02 0 167 593 18 13
DAVIE 03 0 308 1515 59 30
DAVIE 04 0 256 796 39 33
DAVIE 05 0 329 1417 56 31
DAVIE 06 0 239 909 33 16
DAVIE 07 0 290 1031 47 36
DAVIE 08 0 629 845 62 33
DAVIE 09 0 465 1070 51 30
DAVIE 10 0 395 1364 53 18
DAVIE 11 0 212 985 40 18
DAVIE 12 0 583 2065 83 33
DAVIE 13 0 539 1588 59 25
DAVIE 14 0 396 1190 41 26
DAVIE ABSENTEE 0 1578 1378 116 39
DAVIE PROVISIONAL 0 17 42 1 3
DAVIE TRANSFER 0 0 0 0 0
DUPLIN ABSENTEE 0 1176 595 45 21
DUPLIN ALBE 0 91 355 8 7
DUPLIN BEUL 0 96 426 22 11
DUPLIN CALY 0 82 227 10 5
DUPLIN CFRK 0 26 237 6 6
DUPLIN CHAR 0 123 70 3 1
DUPLIN CHIN 0 42 185 5 4
DUPLIN CYCK 0 48 340 10 5
DUPLIN FAIS 0 96 185 6 1
DUPLIN GLIS 0 33 223 5 4
DUPLIN HALL 0 72 147 7 2
DUPLIN KENA 0 94 159 9 5
DUPLIN LOCK 0 11 51 0 0
DUPLIN MAGN 0 129 111 6 5
DUPLIN "OS KENANSVILLE" 0 2478 4632 131 99
DUPLIN "OS WALLACE" 0 2201 2921 108 77
DUPLIN "OS WARSAW" 0 1273 903 48 25
DUPLIN PROVISIONAL 0 32 38 1 3
DUPLIN ROCK 0 32 76 6 0
DUPLIN ROSE 0 100 187 4 3
DUPLIN SMCA 0 39 201 7 8
DUPLIN TRANSFER 0 0 0 0 0
DUPLIN WALL 0 127 157 9 8
DUPLIN WARS 0 199 127 10 4
DUPLIN WOLF 0 89 401 11 8
DURHAM 01 0 103 26 4 0
DURHAM 02 0 138 44 6 1
DURHAM 03 0 109 47 3 4
DURHAM 04 0 92 44 6 4
DURHAM 05 0 165 36 13 0
DURHAM 06 0 97 24 2 3
DURHAM 07 0 80 31 7 0
DURHAM 08 0 154 35 12 3
DURHAM 09 0 118 48 9 1
DURHAM 10 0 150 25 15 2
DURHAM 12 0 89 11 9 4
DURHAM 13 0 148 8 13 1
DURHAM 14 0 178 21 7 3
DURHAM 15 0 145 18 5 5
DURHAM 16 0 89 50 6 2
DURHAM 17 0 170 24 13 4
DURHAM 18 0 192 25 11 6
DURHAM 19 0 205 52 18 2
DURHAM 20 0 76 26 4 1
DURHAM 21 0 89 38 10 1
DURHAM 22 0 363 53 20 5
DURHAM 23 0 336 68 15 8
DURHAM 24 0 163 142 22 3
DURHAM 25 0 69 123 15 3
DURHAM 26 0 69 211 9 6
DURHAM 27 0 82 90 12 2
DURHAM 28 0 90 398 25 4
DURHAM 29 0 174 169 7 4
DURHAM 30-1 0 221 148 25 11
DURHAM 30-2 0 227 95 19 3
DURHAM 31 0 218 195 36 7
DURHAM 32 0 53 144 10 5
DURHAM 33 0 283 192 38 9
DURHAM 34-1 0 130 46 9 3
DURHAM 34-2 0 281 60 20 1
DURHAM 35.3 0 177 186 23 9
DURHAM 36 0 180 47 21 2
DURHAM 37 0 137 222 21 3
DURHAM 38 0 247 109 22 1
DURHAM 39 0 98 150 9 0
DURHAM 40 0 91 29 6 1
DURHAM 41 0 152 10 2 1
DURHAM 42 0 123 7 6 2
DURHAM 43 0 135 143 13 3
DURHAM 44 0 117 160 9 1
DURHAM 45 0 131 158 23 7
DURHAM 46 0 204 77 16 5
DURHAM 47 0 127 18 12 2
DURHAM 48 0 53 29 5 1
DURHAM 50 0 175 134 21 5
DURHAM 51 0 121 91 16 5
DURHAM 52 0 215 36 8 6
DURHAM 53-1 0 100 91 11 2
DURHAM 53-2 0 97 120 11 2
DURHAM 54 0 289 106 23 1
DURHAM 55-11 0 181 13 8 1
DURHAM 55-49 0 96 1 3 1
DURHAM ABSENTEE 0 39559 6367 1227 219
DURHAM "OS CJRC" 0 5014 370 143 53
DURHAM "OS DTM" 0 2289 245 86 26
DURHAM "OS DUKE" 0 10651 1599 272 34
DURHAM "OS ENO" 0 6595 1415 181 40
DURHAM "OS ERL" 0 6425 3337 292 84
DURHAM "OS GETG" 0 2560 215 70 28
DURHAM "OS HVBC" 0 8105 2820 324 54
DURHAM "OS ML" 0 7729 630 237 56
DURHAM "OS MSUMC" 0 4175 4240 215 78
DURHAM "OS NCCU" 0 6976 210 172 43
DURHAM "OS NRL" 0 8175 3271 353 100
DURHAM "OS SHS" 0 6316 1245 213 84
DURHAM "OS SRL" 0 10430 2152 342 87
DURHAM "OS TRC" 0 4561 1238 155 49
DURHAM PROVISIONAL 0 277 94 15 7
DURHAM TRANSFER 0 0 0 0 0
EDGECOMBE 0101 0 145 39 6 2
EDGECOMBE 0102 0 165 152 13 3
EDGECOMBE 0103 0 118 178 8 8
EDGECOMBE 0104 0 85 115 8 4
EDGECOMBE 0201 0 118 132 5 4
EDGECOMBE 0301 0 57 54 3 0
EDGECOMBE 0401 0 53 54 1 4
EDGECOMBE 0501 0 63 91 2 5
EDGECOMBE 0601 0 154 80 4 3
EDGECOMBE 0701 0 176 93 4 1
EDGECOMBE 0801 0 65 176 11 4
EDGECOMBE 0901 0 62 236 8 6
EDGECOMBE 1001 0 104 124 10 6
EDGECOMBE 1101 0 44 189 7 4
EDGECOMBE 1201 0 325 17 1 4
EDGECOMBE 1202 0 179 7 7 3
EDGECOMBE 1203 0 159 260 11 2
EDGECOMBE 1204 0 165 8 4 2
EDGECOMBE 1205 0 103 6 4 1
EDGECOMBE 1301 0 51 176 3 4
EDGECOMBE 1401 0 25 186 3 4
EDGECOMBE ABSENTEE 0 1761 491 79 32
EDGECOMBE "DET OF SOCIAL SERVICES" 0 5966 1075 81 66
EDGECOMBE "PINES CHAP FELLSHIP HALL" 0 1176 1512 61 29
EDGECOMBE PROVISIONAL 0 49 35 2 2
EDGECOMBE "TARBORO 1" 0 4584 3096 160 75
EDGECOMBE TRANSFER 0 0 0 0 0
FORSYTH 011 0 1683 2099 145 45
FORSYTH 012 0 564 1519 64 26
FORSYTH 013 0 1340 1792 113 44
FORSYTH 014 0 629 1165 72 34
FORSYTH 015 0 1005 1385 78 33
FORSYTH 021 0 700 2200 101 36
FORSYTH 031 0 639 941 50 27
FORSYTH 032 0 966 1388 80 45
FORSYTH 033 0 1113 715 60 28
FORSYTH 034 0 658 1032 72 28
FORSYTH 042 0 1508 1153 116 41
FORSYTH 043 0 999 1053 75 38
FORSYTH 051 0 1029 1352 85 49
FORSYTH 052 0 472 538 39 10
FORSYTH 053 0 802 1370 59 23
FORSYTH 054 0 927 1247 52 16
FORSYTH 055 0 1337 1755 95 29
FORSYTH 061 0 729 944 54 28
FORSYTH 062 0 571 1002 55 13
FORSYTH 063 0 1071 2024 106 35
FORSYTH 064 0 404 580 35 14
FORSYTH 065 0 1257 1946 102 37
FORSYTH 066 0 596 1255 80 31
FORSYTH 067 0 662 748 51 19
FORSYTH 068 0 758 1425 79 35
FORSYTH 071 0 1309 1688 99 30
FORSYTH 072 0 2054 2553 160 61
FORSYTH 073 0 849 1757 83 26
FORSYTH 074 0 1423 1323 104 31
FORSYTH 075 0 196 386 20 10
FORSYTH 081 0 1626 856 101 40
FORSYTH 082 0 2028 1581 118 50
FORSYTH 083 0 1052 575 54 29
FORSYTH 091 0 462 1168 67 32
FORSYTH 092 0 369 1020 49 21
FORSYTH 101 0 927 700 62 27
FORSYTH 111 0 351 1049 53 27
FORSYTH 112 0 836 1604 73 36
FORSYTH 122 0 3011 1803 177 73
FORSYTH 123 0 1277 1097 88 26
FORSYTH 131 0 1266 1442 96 45
FORSYTH 132 0 1611 1813 133 43
FORSYTH 133 0 2103 2868 135 41
FORSYTH 201 0 2403 449 107 37
FORSYTH 203 0 1023 42 33 22
FORSYTH 204 0 945 74 36 12
FORSYTH 205 0 513 25 22 12
FORSYTH 206 0 1009 119 33 16
FORSYTH 207 0 1381 277 40 24
FORSYTH 301 0 504 19 19 12
FORSYTH 302 0 603 45 15 10
FORSYTH 303 0 420 19 11 4
FORSYTH 304 0 1344 38 25 13
FORSYTH 305 0 969 44 21 19
FORSYTH 306 0 826 138 32 15
FORSYTH 401 0 1092 118 29 19
FORSYTH 402 0 770 25 22 7
FORSYTH 403 0 928 85 30 15
FORSYTH 404 0 1487 299 58 27
FORSYTH 405 0 1039 41 30 10
FORSYTH 501 0 1367 127 33 17
FORSYTH 502 0 859 61 29 13
FORSYTH 503 0 760 153 33 14
FORSYTH 504 0 646 133 35 11
FORSYTH 505 0 970 279 30 28
FORSYTH 506 0 770 406 52 16
FORSYTH 507 0 2333 1392 165 61
FORSYTH 601 0 956 274 53 10
FORSYTH 602 0 2084 1141 113 53
FORSYTH 603 0 1208 317 56 14
FORSYTH 604 0 954 229 52 10
FORSYTH 605 0 1776 790 100 42
FORSYTH 606 0 829 376 45 20
FORSYTH 607 0 1186 634 62 26
FORSYTH 701 0 664 525 28 8
FORSYTH 702 0 858 348 39 10
FORSYTH 703 0 743 277 38 7
FORSYTH 704 0 1089 424 78 11
FORSYTH 705 0 1146 583 59 32
FORSYTH 706 0 598 328 42 30
FORSYTH 707 0 673 409 39 23
FORSYTH 708 0 1976 1322 115 49
FORSYTH 709 0 1552 850 92 28
FORSYTH 801 0 685 391 44 11
FORSYTH 802 0 687 661 28 8
FORSYTH 803 0 652 841 26 10
FORSYTH 804 0 561 496 30 5
FORSYTH 805 0 1118 900 48 11
FORSYTH 806 0 793 749 62 17
FORSYTH 807 0 830 759 48 12
FORSYTH 808 0 1721 782 110 41
FORSYTH 809 0 1218 1080 64 11
FORSYTH 901 0 977 537 44 3
FORSYTH 902 0 1195 260 61 10
FORSYTH 903 0 1304 636 39 9
FORSYTH 904 0 1283 352 62 20
FORSYTH 905 0 1440 546 60 12
FORSYTH 906 0 1600 967 82 31
FORSYTH 907 0 950 512 72 14
FORSYTH 908 0 1186 1158 67 12
FORSYTH 909 0 655 455 45 15
FRANKLIN 01 0 878 425 49 15
FRANKLIN 02 0 651 491 30 16
FRANKLIN 03 0 1400 1454 102 34
FRANKLIN 05 0 672 1139 67 29
FRANKLIN 06 0 667 552 50 20
FRANKLIN 07 0 387 987 49 24
FRANKLIN 08 0 961 1331 88 40
FRANKLIN 09 0 444 710 32 29
FRANKLIN 10 0 262 514 19 15
FRANKLIN 11 0 710 499 25 20
FRANKLIN 12 0 438 607 26 20
FRANKLIN 13 0 554 997 45 29
FRANKLIN 14 0 1222 2214 139 82
FRANKLIN 15 0 1612 888 71 19
FRANKLIN 16 0 853 587 44 14
FRANKLIN 17 0 936 1898 111 48
FRANKLIN 18 0 938 1483 116 29
FRANKLIN 19 0 2074 2878 183 82
GASTON 01 0 530 405 43 16
GASTON 02 0 899 617 62 31
GASTON 03 0 777 421 48 23
GASTON 04 0 1479 2048 90 68
GASTON 05 0 894 552 40 37
GASTON 06 0 852 273 24 20
GASTON 07 0 644 53 11 7
GASTON 08 0 810 378 64 20
GASTON 09 0 687 618 46 16
GASTON 10 0 988 926 52 27
GASTON 11 0 661 446 39 25
GASTON 12 0 724 1354 78 41
GASTON 13 0 854 1302 66 31
GASTON 14 0 343 561 26 9
GASTON 15 0 2100 3013 170 41
GASTON 16 0 1259 2383 98 30
GASTON 17 0 1374 1765 80 33
GASTON 18 0 2177 2219 173 29
GASTON 19 0 1080 2216 108 58
GASTON 20 0 605 2015 61 51
GASTON 21 0 576 1028 45 25
GASTON 22 0 954 2213 85 50
GASTON 23 0 1115 1695 96 32
GASTON 24 0 910 1330 113 34
GASTON 25 0 640 1178 74 43
GASTON 26 0 830 1376 95 33
GASTON 27 0 1336 2581 128 40
GASTON 28 0 1071 1987 117 35
GASTON 29 0 1187 2635 107 34
GASTON 30 0 495 1169 50 28
GASTON 31 0 608 1926 68 43
GASTON 32 0 555 1160 78 34
GASTON 33 0 259 1359 49 45
GASTON 34 0 309 1379 42 36
GASTON 35 0 297 1012 30 32
GASTON 36 0 451 1826 73 36
GASTON 37 0 332 799 31 24
GASTON 38 0 361 1859 62 42
GASTON 39 0 369 2370 88 53
GASTON 40 0 1207 2366 111 59
GASTON 41 0 786 1872 93 48
GASTON 42 0 681 1529 68 27
GASTON 43 0 1079 2246 124 48
GASTON 44 0 1031 2759 112 43
GASTON 45 0 1308 1486 110 52
GASTON 46 0 1111 2693 120 71
GATES 1 0 595 472 23 18
GATES 2 0 207 504 17 6
GATES 3 0 699 708 33 20
GATES 4N 0 347 665 26 10
GATES 4S 0 369 330 20 12
GATES 5 0 257 526 13 8
GRAHAM EAST 0 390 1361 30 31
GRAHAM STEC 0 220 623 18 7
GRAHAM TAPO 0 47 273 8 5
GRAHAM WEST 0 356 1098 38 44
GRANVILLE ANTI 0 591 329 14 5
GRANVILLE BERE 0 504 711 35 20
GRANVILLE BTNR 0 1178 876 81 34
GRANVILLE CORI 0 820 955 39 21
GRANVILLE CRDL 0 970 421 32 10
GRANVILLE CRDM 0 1987 1760 126 50
GRANVILLE EAOX 0 984 446 30 10
GRANVILLE MTEN 0 1558 2180 135 61
GRANVILLE OKHL 0 413 506 19 9
GRANVILLE SALM 0 697 719 31 20
GRANVILLE SASS 0 590 829 36 19
GRANVILLE SOOX 0 763 227 17 11
GRANVILLE TYHO 0 1030 2134 108 42
GRANVILLE WILT 0 1592 3185 172 70
GRANVILLE WOEL 0 691 409 33 14
GREENE ARBA 0 376 340 15 9
GREENE BEAR 0 255 414 20 6
GREENE BULL 0 296 335 11 3
GREENE CAST 0 218 443 10 5
GREENE HOOK 0 279 323 6 3
GREENE MAUR 0 577 651 22 7
GREENE SH#1 0 669 555 50 13
GREENE SHIN 0 458 726 28 12
GREENE SUGG 0 340 404 13 9
GREENE WALS 0 374 400 14 10
GUILFORD ABSENTEE 0 35048 12470 1421 360
GUILFORD CG1 0 131 109 17 6
GUILFORD CG2 0 110 151 9 2
GUILFORD CG3A 0 59 122 9 1
GUILFORD CG3B 0 91 171 8 1
GUILFORD FEN1 0 172 86 8 2
GUILFORD FEN2 0 81 208 13 2
GUILFORD FR1 0 223 187 28 10
GUILFORD FR2 0 76 142 15 2
GUILFORD FR3 0 70 127 7 1
GUILFORD FR4 0 79 143 7 3
GUILFORD FR5A 0 113 165 18 8
GUILFORD FR5B 0 62 93 3 3
GUILFORD G01 0 99 19 6 1
GUILFORD G02 0 132 58 10 8
GUILFORD G03 0 192 19 5 2
GUILFORD G04 0 207 21 16 9
GUILFORD G05 0 176 4 6 3
GUILFORD G06 0 141 8 8 7
GUILFORD G07 0 195 80 9 4
GUILFORD G08 0 175 72 10 4
GUILFORD G09 0 254 60 17 7
GUILFORD G10 0 239 61 9 5
GUILFORD G11 0 106 85 15 3
GUILFORD G12 0 94 52 3 2
GUILFORD G13 0 95 95 9 2
GUILFORD G14 0 86 80 7 2
GUILFORD G15 0 81 97 9 0
GUILFORD G16 0 80 119 2 1
GUILFORD G17 0 64 115 9 2
GUILFORD G18 0 59 143 5 0
GUILFORD G19 0 92 157 4 5
GUILFORD G20 0 97 166 9 3
GUILFORD G21 0 169 158 22 2
GUILFORD G22 0 64 224 7 2
GUILFORD G23 0 79 87 13 2
GUILFORD G24 0 77 48 11 2
GUILFORD G25 0 120 147 13 4
GUILFORD G26 0 167 100 16 3
GUILFORD G27 0 100 188 18 6
GUILFORD G28 0 69 75 10 2
GUILFORD G29 0 98 60 2 2
GUILFORD G30 0 63 150 4 4
GUILFORD G31 0 99 110 9 7
GUILFORD G32 0 89 175 6 1
GUILFORD G33 0 70 132 7 3
GUILFORD G34 0 60 139 11 2
GUILFORD G35 0 40 92 3 0
GUILFORD G36 0 118 122 9 3
GUILFORD G37 0 242 112 24 9
GUILFORD G38 0 135 115 9 3
GUILFORD G39 0 51 63 7 0
GUILFORD G40A1 0 72 120 12 1
GUILFORD G40A2 0 125 102 1 0
GUILFORD G40B 0 83 108 10 4
GUILFORD G41A 0 71 73 9 3
GUILFORD G41B 0 84 122 6 3
GUILFORD G42A 0 81 146 13 1
GUILFORD G42B 0 59 66 1 0
GUILFORD G43 0 210 104 18 10
GUILFORD G44 0 123 50 14 2
GUILFORD G45 0 108 26 10 2
GUILFORD G46 0 378 19 15 4
GUILFORD G47 0 230 66 20 10
GUILFORD G48 0 227 98 23 2
GUILFORD G49 0 100 43 6 3
GUILFORD G50 0 342 108 23 4
GUILFORD G51 0 168 81 14 6
GUILFORD G52 0 192 35 6 4
GUILFORD G53 0 256 32 20 3
GUILFORD G54 0 249 35 17 2
GUILFORD G55 0 161 42 12 2
GUILFORD G56 0 143 76 4 3
GUILFORD G57 0 121 38 7 3
GUILFORD G58 0 188 63 17 3
GUILFORD G59 0 136 44 11 0
GUILFORD G60 0 128 53 14 4
GUILFORD G61 0 209 72 10 7
GUILFORD G62 0 86 85 8 1
GUILFORD G63 0 116 86 10 5
GUILFORD G64 0 194 101 17 5
GUILFORD G65 0 127 113 32 6
GUILFORD G66 0 121 116 13 1
GUILFORD G67 0 69 6 3 2
GUILFORD G68 0 50 0 1 2
GUILFORD G69 0 217 34 9 6
GUILFORD G70 0 230 13 8 2
GUILFORD G71 0 232 29 17 5
GUILFORD G72 0 246 19 6 9
GUILFORD G73 0 172 6 3 4
GUILFORD G74 0 181 15 12 3
GUILFORD G75 0 153 18 8 3
GUILFORD GIB 0 127 213 23 10
GUILFORD GR 0 110 564 23 6
GUILFORD H01 0 216 93 8 4
GUILFORD H02 0 81 83 6 3
GUILFORD H03 0 148 53 12 6
GUILFORD H04 0 188 100 11 1
GUILFORD H05 0 191 37 15 7
GUILFORD H06 0 178 148 17 2
GUILFORD H07 0 159 29 10 5
GUILFORD H08 0 124 13 3 3
GUILFORD H09 0 163 23 5 1
GUILFORD H10 0 155 37 13 3
GUILFORD H11 0 147 80 8 2
GUILFORD H12 0 108 35 4 1
GUILFORD H13 0 85 158 16 3
GUILFORD H14 0 50 177 16 1
GUILFORD H15 0 108 126 13 7
GUILFORD H16 0 69 111 5 1
GUILFORD H17 0 85 42 6 1
GUILFORD H18 0 128 42 11 2
GUILFORD H19A 0 127 29 9 8
GUILFORD H19B 0 104 124 6 3
GUILFORD H20A 0 74 60 11 6
GUILFORD H20B 0 48 82 12 1
GUILFORD H21 0 61 113 8 6
GUILFORD H22 0 85 53 8 5
GUILFORD H23 0 54 99 7 5
GUILFORD H24 0 88 161 12 7
GUILFORD H25 0 86 243 20 6
GUILFORD H26 0 62 122 11 3
GUILFORD H27-A 0 62 85 9 3
GUILFORD H27-B 0 67 109 11 1
GUILFORD H28 0 111 148 17 3
GUILFORD H29A 0 103 100 10 3
GUILFORD H29B 0 136 125 14 1
GUILFORD JAM1 0 62 98 8 1
GUILFORD JAM2 0 63 116 7 2
GUILFORD JAM3 0 71 142 9 0
GUILFORD JAM4 0 58 151 10 3
GUILFORD JAM5 0 41 197 11 4
GUILFORD JEF1 0 116 195 14 7
GUILFORD JEF2 0 174 132 15 5
GUILFORD JEF3 0 199 115 12 9
GUILFORD JEF4 0 61 167 6 1
GUILFORD MON1 0 240 130 17 9
GUILFORD MON2A 0 204 113 14 7
GUILFORD MON2B 0 122 101 11 2
GUILFORD MON3 0 165 466 20 12
GUILFORD NCGR1 0 85 322 16 2
GUILFORD NCGR2 0 57 266 14 4
GUILFORD NCLAY1 0 90 221 14 6
GUILFORD NCLAY2 0 35 182 7 4
GUILFORD NDRI 0 67 291 7 4
GUILFORD NMAD 0 122 194 13 5
GUILFORD NWASH 0 25 198 2 7
GUILFORD ONE-STOP 0 110645 71697 5271 1784
GUILFORD OR1 0 57 191 15 3
GUILFORD OR2 0 54 219 15 4
GUILFORD PG1 0 55 113 9 3
GUILFORD PG2 0 55 279 12 12
GUILFORD PROVISIONAL 0 224 141 22 14
GUILFORD RC1 0 83 186 11 6
GUILFORD RC2 0 182 345 21 9
GUILFORD SCLAY 0 51 327 20 4
GUILFORD SDRI 0 164 524 36 8
GUILFORD SF1 0 69 353 27 7
GUILFORD SF2 0 75 222 5 6
GUILFORD SF3 0 101 257 21 4
GUILFORD SF4 0 119 342 16 5
GUILFORD SMAD 0 93 175 14 6
GUILFORD STOK 0 89 503 20 10
GUILFORD SUM1 0 158 76 8 3
GUILFORD SUM2 0 138 102 11 10
GUILFORD SUM3 0 58 221 6 7
GUILFORD SUM4 0 46 409 12 13
GUILFORD SWASH 0 35 167 6 9
HALIFAX ABSENTEE 0 1550 491 36 19
HALIFAX BUTWD 0 29 56 0 2
HALIFAX CONC 0 55 36 1 2
HALIFAX "ENF 2" 0 223 22 2 4
HALIFAX ENF1 0 340 80 5 3
HALIFAX FAUCT 0 64 163 3 3
HALIFAX HAL 0 84 46 3 1
HALIFAX HOL 0 274 47 4 4
HALIFAX HPR 0 97 131 5 3
HALIFAX LIT 0 223 296 17 9
HALIFAX "OS HALIFAX" 0 3193 901 50 37
HALIFAX "OS LITTLETON" 0 4607 4986 192 89
HALIFAX "OS RINGWOOD" 0 2028 266 26 18
HALIFAX "OS SCOTLAND NECK" 0 1317 452 21 9
HALIFAX PROVISIONAL 0 90 47 7 4
HALIFAX RINGW 0 127 16 0 0
HALIFAX "RR 10" 0 99 187 9 3
HALIFAX "RR 11" 0 106 223 8 0
HALIFAX RR1-2 0 66 115 6 3
HALIFAX RR3-4 0 69 238 13 6
HALIFAX RR7-9 0 244 154 14 6
HALIFAX RRCE 0 106 268 17 5
HALIFAX SN 0 192 97 2 1
HALIFAX TRANSFER 0 0 0 0 0
HALIFAX "WEL 3" 0 121 84 7 3
HALIFAX WEL1-2 0 134 44 8 3
HARNETT ABSENTEE 0 4944 3346 411 137
HARNETT "OS ANGIER" 0 1892 3993 223 84
HARNETT "OS ERWIN" 0 3002 6418 220 128
HARNETT "OS LOBBY" 0 3626 5954 292 132
HARNETT "OS WESTERN" 0 5303 8024 542 247
HARNETT PR01 0 304 585 60 26
HARNETT PR07 0 339 605 90 30
HARNETT PR08 0 237 428 37 19
HARNETT PR16 0 256 454 45 13
HARNETT PR20 0 219 241 17 5
HARNETT PR23 0 168 428 32 16
