COUNTY AREA TOTAL DEM REP GRN IND1 IND2 WI1
COUNTY AREA TOTAL Strickland Portman DeMare Connors Rupert Stahl
Ottawa "CATAWBA ISLAND 1" 475 91 340 8 6 6 0
Ottawa "CATAWBA ISLAND 2" 672 154 485 2 6 3 0
Ottawa "CATAWBA ISLAND 4" 655 155 464 5 8 2 0
Ottawa "CATAWBA ISLAND 3" 801 167 565 5 18 9 0
Ottawa "CLAY 3" 687 209 421 8 13 11 0
Ottawa "CLAY 4" 761 250 442 8 19 9 0
Ottawa "CLAY 1 (GENOA)" 597 219 320 14 9 7 0
Ottawa "CLAY 2 (GENOA)" 479 142 291 6 6 13 0
Ottawa "DANBURY 5" 740 175 498 8 10 4 0
Ottawa "DANBURY 2" 631 209 389 7 6 9 0
Ottawa "DANBURY 4" 510 133 343 1 11 8 0
Ottawa "DANBURY 3" 594 170 383 5 5 8 0
Ottawa "DANBURY 1 (MARBLEHEAD)" 572 160 382 7 7 8 0
Ottawa "ERIE 1" 542 166 313 14 16 12 0
Ottawa "HARRIS 3 (WOODMORE)" 504 128 333 4 9 6 0
Ottawa "HARRIS 4 (WOODMORE)" 475 113 322 4 4 9 0
Ottawa "HARRIS 1 (ELMORE)" 755 233 452 15 15 11 0
Ottawa "PORTAGE 1" 689 207 427 12 13 10 0
Ottawa "PUT-IN-BAY 1 (PUT-IN-BAY)" 572 157 362 12 14 5 0
Ottawa "SALEM 5" 718 162 492 11 13 9 0
Ottawa "SALEM 4" 710 213 437 12 20 7 0
Ottawa "SALEM 1 (OAK HARBOR)" 458 103 302 8 7 11 0
Ottawa "SALEM 2 (OAK HARBOR)" 494 147 298 14 2 9 0
Ottawa "SALEM 3 (OAK HARBOR)" 437 123 269 9 9 5 0
Paulding "AUGLAIZE TWP" 700 214 429 7 22 8 0
Paulding "BENTON TWP" 554 119 384 11 7 10 0
Paulding "BLUE CREEK TWP" 342 54 261 3 7 9 0
Paulding "BROWN TWP" 892 237 548 12 28 20 0
Paulding "CARRYALL TWP" 701 214 412 14 25 14 0
Paulding "ANTWERP VILLAGE" 745 276 378 12 20 26 0
Paulding "CRANE TWP &amp; CECIL" 633 168 394 14 4 21 0
Paulding "EMERALD TWP" 421 106 282 5 7 9 0
Paulding "HARRISON TWP" 762 220 486 7 12 16 0
Paulding "JACKSON TWP &amp; BROUGHTON" 550 158 335 4 12 12 0
Paulding "PAULDING VILLAGE 3" 392 157 190 10 16 7 0
Paulding "LATTY TWP &amp; GROVER HILL" 437 77 322 5 8 6 0
Paulding "PAULDING TWP &amp; LATTY VILLAGE" 657 151 446 9 14 11 0
Paulding "PAULDING VILLAGE 1" 600 186 366 6 8 16 0
Paulding "PAULDING VILLAGE 2" 483 167 264 5 11 18 0
Paulding "WASHINGTON TWP" 351 72 246 8 6 5 0
Perry "BEARFIELD EAST/WEST" 647 160 442 3 17 8 0
Perry REDFIELD/REHOBOTH 660 160 438 11 23 7 0
Perry "NEW STRAITSVILLE/COAL" 338 111 197 5 6 9 0
Perry MCLUNEY 371 98 242 3 12 7 0
Perry ROSEVILLE 301 87 184 8 14 3 0
Perry HARRISON 330 82 224 1 8 7 0
Perry "CROOKSVILLE A/B/C/D" 514 157 316 6 13 14 0
Perry "CROOKSVILLE E/F" 288 108 155 1 10 8 0
Perry "HOPEWELL EAST/GLENFORD" 518 104 381 4 11 9 0
Perry "HOPEWELL WEST" 701 167 481 12 11 11 0
Perry "JACKSON EAST" 442 116 294 5 11 3 0
Perry "JUNCTION CITY" 316 91 197 3 9 10 0
Perry "JACKSON WEST" 444 95 314 4 15 6 0
Perry MADISON 535 103 394 8 11 9 0
Perry "MONDAY CREEK" 315 55 243 3 3 4 0
Perry CORNING/RENDVILLE/MONROE 568 192 330 3 15 6 0
Perry "PIKE SOUTH" 377 106 238 4 11 4 0
Perry "PIKE WEST" 671 202 417 10 16 9 0
Perry PLEASANT 452 102 306 7 11 5 0
Perry "READING EAST" 448 126 280 5 19 6 0
Perry "READING NORTH" 473 97 340 6 12 4 0
Perry "READING SOUTH" 560 102 410 5 10 9 0
Perry "SOMERSET NORTH/SOUTH" 657 183 412 7 20 14 0
Perry HEMLOCK/SHAWNEE/SALTLICK 501 197 265 7 10 12 0
Perry "THORN EAST" 513 114 352 4 19 13 0
Perry THORNVILLE 545 129 376 4 11 9 0
Perry "THORN WEST" 347 88 228 5 9 2 0
Perry "NEW LEXINGTON A/B" 269 99 135 5 10 10 0
Perry "NEW LEXINGTON C/E/F" 419 142 238 6 13 3 0
Perry "NEW LEXINGTON D" 288 88 172 7 6 1 0
Perry "NEW LEXINGTON G/H/I" 639 230 360 13 14 10 0
Perry "BUCKEYE LAKE" 580 111 430 6 13 9 0
Perry "THORN SOUTH" 310 64 220 6 8 7 0
Pickaway "CIRCLEVILLE 1-A" 792 198 547 6 7 6 0
Pickaway "CIRCLEVILLE 1-B" 470 152 283 5 4 6 0
Pickaway "CIRCLEVILLE 1-C" 486 123 338 3 7 4 0
Pickaway "CIRCLEVILLE 1-D" 629 175 425 4 2 8 0
Pickaway "CIRCLEVILLE 2-A" 821 274 479 8 20 13 0
Pickaway "CIRCLEVILLE 2-B" 544 120 377 7 17 2 0
Pickaway "CIRCLEVILLE 3-A" 588 168 369 8 12 10 0
Pickaway "CIRCLEVILLE 3-B" 460 159 252 8 10 15 0
Pickaway "CIRCLEVILLE 4-A" 481 175 254 6 10 13 0
Pickaway "CIRCLEVILLE 4-B" 327 111 173 6 16 4 0
Pickaway CIRCLEVILLE-NORTH 350 86 248 4 4 1 0
Pickaway CIRCLEVILLE-NORTHWEST 270 51 198 3 7 3 0
Pickaway CIRCLEVILLE-SOUTH 692 177 458 7 15 12 0
Pickaway "DARBY CLARKS LAKE" 522 105 369 4 15 16 0
Pickaway DARBY-NORTH 609 138 418 16 13 7 0
Pickaway DARBY-SOUTH 449 82 327 5 15 9 0
Pickaway "DEERCREEK / WILLIAMSPORT" 707 202 450 10 12 12 0
Pickaway "HARRISON TOWNSHIP" 628 142 444 3 13 7 0
Pickaway "SOUTH BLOOMFIELD" 820 212 541 9 25 7 0
Pickaway ASHVILLE-EAST 526 101 380 9 9 7 0
Pickaway ASHVILLE-NORTH 817 198 560 6 11 14 0
Pickaway ASHVILLE-WEST 490 113 331 6 15 8 0
Pickaway "JACKSON TOWNSHIP" 636 112 488 1 7 11 0
Pickaway "MONROE TOWNSHIP" 630 125 442 11 18 7 0
Pickaway "DARBYVILLE MUHLENBERG" 464 102 330 4 10 2 0
Pickaway "PERRY/NEW HOLLAND" 548 126 377 12 8 9 0
Pickaway PICKAWAY-EAST 734 171 529 5 7 6 0
Pickaway PICKAWAY-WEST 456 102 324 4 5 4 0
Pickaway SALTCREEK-NORTH/TARLTON 610 143 412 3 14 9 0
Pickaway SALTCREEK-SOUTH 750 145 546 8 18 8 0
Pickaway "COMMERCIAL POINT" 1066 254 736 13 12 11 0
Pickaway SCIOTO-SOUTH 797 154 587 5 18 4 0
Pickaway WALNUT-EAST 870 161 653 6 20 7 0
Pickaway WALNUT-WEST 799 135 600 3 17 13 0
Pickaway WASHINGTON-CENTRAL 440 95 313 6 11 5 0
Pickaway WASHINGTON-NORTH 683 124 514 3 14 4 0
Pickaway WASHINGTON-SOUTH 614 113 448 4 13 6 0
Pickaway "WAYNE TOWNSHIP" 245 45 182 2 5 1 0
Pickaway "MADISON TOWNSHIP" 712 142 528 10 7 7 0
Pickaway SCIOTO-NORTHEAST 293 77 187 2 7 9 0
Pickaway SCIOTO-NORTH 587 130 415 5 11 9 0
Pickaway "SOUTHERN POINT" 845 225 555 7 5 23 0
Pike "WARD 1" 386 144 224 2 5 0 0
Pike "WARD 2" 592 205 352 4 6 6 0
Pike "WARD 3" 376 126 228 3 3 4 0
Pike "WARD 4" 280 96 162 1 9 4 0
Pike "WARD 5" 403 140 232 0 9 4 0
Pike "BEAVER TWP" 560 180 337 6 10 7 0
Pike "BEAVER VILLAGE" 169 55 103 1 1 1 0
Pike "BENTON TWP" 724 193 420 9 7 17 0
Pike "CAMP CREEK TWP" 437 148 241 7 4 9 0
Pike "JACKSON TWP" 544 189 297 5 19 8 0
Pike "MARION TWP" 525 178 300 4 10 8 0
Pike "MIFFLIN TWP" 442 136 281 2 5 4 0
Pike "NEWTON TWP" 875 243 563 3 13 15 0
Pike "PEBBLE TWP" 1031 302 646 7 13 28 0
Pike "PEE PEE TWP A" 908 257 586 7 24 9 0
Pike "PERRY TWP" 246 76 154 2 4 3 0
Pike "SCIOTO TWP" 494 190 264 3 4 6 0
Pike "SEAL TWP" 535 178 305 6 7 14 0
Pike "SUNFISH TWP" 533 141 324 5 20 11 0
Pike "UNION TWP" 578 155 372 3 11 6 0
Pike "PIKETON VILLAGE" 878 302 514 7 10 9 0
Pike "PEE PEE TWP B" 702 205 449 9 11 8 0
Portage "AURORA 1-A" 534 181 269 24 10 14 0
Portage "AURORA 1-B" 783 206 493 15 9 10 0
Portage "AURORA 2-A" 785 213 518 8 7 5 0
Portage "AURORA 2-B" 837 255 502 18 12 10 0
Portage "AURORA 3-A" 760 190 519 5 5 7 0
Portage "AURORA 3-B" 880 264 551 6 15 10 0
Portage "AURORA 4-A" 668 177 438 8 8 7 0
Portage "AURORA 4-B" 952 280 581 13 5 11 0
Portage "AURORA 5-A" 639 186 405 8 5 5 0
Portage "AURORA 5-B" 564 153 373 4 6 5 0
Portage "AURORA 5-C" 735 183 506 10 8 11 0
Portage "AURORA 6-A" 746 185 507 9 4 11 0
Portage "AURORA 6-B" 702 200 444 7 10 9 0
Portage "KENT 1-A" 780 356 335 20 11 15 0
Portage "KENT 1-B" 588 375 159 19 4 5 0
Portage "KENT 1-C" 499 233 205 14 3 11 0
Portage "KENT 2-A" 827 424 321 12 17 10 0
Portage "KENT 2-B" 578 316 186 21 9 9 0
Portage "KENT 2-C" 511 267 172 24 10 12 0
Portage "KENT 2-D" 543 304 174 24 6 11 0
Portage "KENT 3-A" 630 346 200 32 10 9 0
Portage "KENT 3-B" 476 270 137 23 10 6 0
Portage "KENT 3-C" 458 247 143 19 13 7 0
Portage "KENT 3-D" 343 225 71 15 7 2 0
Portage "KENT 4-A" 1110 706 289 23 5 14 0
Portage "KENT 5-A" 375 228 95 17 12 2 0
Portage "KENT 5-B" 446 271 110 22 12 7 0
Portage "KENT 6-A" 363 232 92 16 3 8 0
Portage "KENT 6-B" 538 341 143 21 5 8 0
Portage "KENT 6-C" 209 123 40 17 4 3 0
Portage "RAVENNA 1-A" 403 168 169 13 14 17 0
Portage "RAVENNA 1-B" 437 179 188 19 15 13 0
Portage "RAVENNA 2-A" 380 159 170 7 5 15 0
Portage "RAVENNA 2-B" 586 223 300 9 17 10 0
Portage "RAVENNA 2-C" 503 204 225 8 23 12 0
Portage "RAVENNA 3-A" 409 164 194 12 12 6 0
Portage "RAVENNA 3-B" 477 180 231 18 13 3 0
Portage "RAVENNA 3-C" 672 249 354 8 12 15 0
Portage "RAVENNA 4-A" 380 163 142 13 13 19 0
Portage "RAVENNA 4-B" 593 217 319 9 15 6 0
Portage "STREETSBORO 1-A" 449 176 218 8 15 7 0
Portage "STREETSBORO 1-B" 509 156 266 11 27 13 0
Portage "STREETSBORO 2-A" 815 361 384 8 11 11 0
Portage "STREETSBORO 2-B" 428 222 167 7 8 5 0
Portage "STREETSBORO 2-C" 801 350 371 15 18 8 0
Portage "STREETSBORO 3-A" 421 147 214 10 6 16 0
Portage "STREETSBORO 3-B" 848 306 475 5 10 11 0
Portage "STREETSBORO 4-A" 567 174 337 9 11 8 0
Portage "STREETSBORO 4-B" 610 197 346 8 15 7 0
Portage "STREETSBORO 4-C" 724 300 329 25 13 11 0
Portage "ATWATER A" 674 142 454 14 18 18 0
Portage "ATWATER B" 661 156 435 5 18 19 0
Portage "BRIMFIELD A" 728 292 362 17 15 3 0
Portage "BRIMFIELD B" 886 353 434 20 10 18 0
Portage "BRIMFIELD C" 1107 385 591 16 21 26 0
Portage "BRIMFIELD D" 728 201 443 11 14 22 0
Portage "BRIMFIELD E" 813 244 477 10 21 15 0
Portage "BRIMFIELD F" 763 238 438 14 22 15 0
Portage "BRIMFIELD G" 587 175 339 18 17 9 0
Portage "CHARLESTOWN A" 399 108 254 8 9 9 0
Portage "CHARLESTOWN B" 347 112 187 8 14 15 0
Portage "DEERFIELD A" 532 119 335 13 17 11 0
Portage "DEERFIELD B" 740 177 478 16 20 9 0
Portage "EDINBURG A" 690 169 423 20 11 14 0
Portage "EDINBURG B" 675 166 440 9 18 12 0
Portage "BRADY LAKE VILLAGE" 245 111 102 7 10 2 0
Portage "FRANKLIN A" 531 192 300 7 11 6 0
Portage "FRANKLIN B" 728 363 300 18 15 3 0
Portage "FRANKLIN C" 560 232 273 15 16 4 0
Portage "FRANKLIN D" 541 296 186 20 10 9 0
Portage "FRANKLIN E" 531 264 217 8 9 9 0
Portage "FREEDOM A" 667 172 416 9 21 22 0
Portage "FREEDOM B" 667 195 404 3 25 13 0
Portage "GARRETTSVILLE A" 684 202 409 14 23 9 0
Portage "GARRETTSVILLE B" 443 144 247 8 11 11 0
Portage "HIRAM VILLAGE" 454 283 117 23 11 3 0
Portage "HIRAM TWP A" 694 205 409 11 14 11 0
Portage "HIRAM TWP B" 688 160 457 16 15 10 0
Portage "MANTUA TWP A" 660 138 429 19 21 7 0
Portage "MANTUA TWP B" 682 153 442 15 15 10 0
Portage "MANTUA TWP C" 603 154 391 5 12 8 0
Portage "MANTUA TWP D" 595 135 403 7 13 9 0
Portage "MANTUA VILLAGE" 480 158 284 11 9 4 0
Portage "MOGADORE VILLAGE" 524 159 292 9 19 11 0
Portage "NELSON A" 574 138 367 12 11 11 0
Portage "NELSON B" 658 136 437 11 27 20 0
Portage "PALMYRA A" 450 100 301 9 7 14 0
Portage "PALMYRA B" 488 131 313 5 18 5 0
Portage "PARIS A" 406 124 236 9 6 7 0
Portage "PARIS B" 403 115 251 8 5 7 0
Portage "RANDOLPH A" 691 204 408 18 17 13 0
Portage "RANDOLPH B" 671 178 407 12 21 6 0
Portage "RANDOLPH C" 743 218 435 16 12 18 0
Portage "RANDOLPH D" 743 202 453 12 19 21 0
Portage "RAVENNA TWP A" 545 179 304 13 12 20 0
Portage "RAVENNA TWP B" 520 243 207 14 17 18 0
Portage "RAVENNA TWP C" 446 162 218 11 15 3 0
Portage "RAVENNA TWP D" 447 138 251 13 14 14 0
Portage "RAVENNA TWP E" 737 249 386 26 28 11 0
Portage "RAVENNA TWP F" 587 220 292 13 10 18 0
Portage "RAVENNA TWP G" 710 189 444 10 16 20 0
Portage "ROOTSTOWN A" 871 278 516 12 18 9 0
Portage "ROOTSTOWN B" 644 185 390 8 22 6 0
Portage "ROOTSTOWN C" 543 164 307 18 19 7 0
Portage "ROOTSTOWN D" 507 179 266 7 8 14 0
Portage "ROOTSTOWN E" 525 127 328 18 10 13 0
Portage "ROOTSTOWN F" 663 181 387 12 25 9 0
Portage "ROOTSTOWN G" 739 203 444 15 16 14 0
Portage "SHALERSVILLE A" 670 179 388 20 21 18 0
Portage "SHALERSVILLE B" 533 126 334 11 7 20 0
Portage "SHALERSVILLE C" 498 126 293 10 14 19 0
Portage "SHALERSVILLE D" 693 164 450 10 28 11 0
Portage "SUFFIELD A" 752 201 455 15 18 12 0
Portage "SUFFIELD B" 674 186 408 11 7 12 0
Portage "SUFFIELD C" 703 139 495 3 15 18 0
Portage "SUFFIELD D" 631 201 354 10 11 12 0
Portage "SUFFIELD E" 705 200 421 15 21 14 0
Portage "SUGAR BUSH KNOLLS" 145 64 74 3 1 0 0
Portage "WINDHAM TWP A" 341 94 215 6 3 7 0
Portage "WINDHAM TWP B" 482 134 290 11 8 17 0
Portage "WINDHAM VIL A" 215 70 115 5 5 12 0
Portage "WINDHAM VIL B" 393 150 197 5 14 7 0
Portage "KENT 1-D" 606 336 213 11 7 13 0
Portage "KENT 4-B" 497 319 118 20 1 5 0
Portage "KENT 5-C" 808 523 200 19 6 12 0
Portage "KENT 6-D" 475 298 119 19 7 4 0
Portage "PALMYRA C" 512 126 329 7 20 9 0
Portage "STREETSBORO 1-C" 562 216 278 15 10 12 0
Portage "STREETSBORO 3-C" 625 230 333 8 11 10 0
Portage "STREETSBORO 1-D" 593 182 341 8 18 17 0
Preble "EATON 1" 445 86 329 5 6 4 0
Preble "EATON 2" 562 88 424 10 11 14 0
Preble "EATON 3" 339 63 260 3 6 1 0
Preble "EATON 4" 639 117 469 12 10 12 0
Preble "EATON 5" 385 86 272 6 12 3 0
Preble "EATON 6" 361 69 267 2 4 8 0
Preble "EATON 7" 615 104 455 9 11 14 0
Preble "EATON 8" 522 107 374 5 6 9 0
Preble DIXON 309 41 247 3 5 3 0
Preble "GASPER 1" 290 41 224 2 4 5 0
Preble "GASPER 2" 920 153 704 8 20 14 0
Preble "GASPER 3" 874 164 657 6 13 14 0
Preble "GRATIS VILLAGE" 426 75 312 9 5 13 0
Preble "GRATIS NORTH" 761 111 570 11 12 17 0
Preble "WEST ELKTON-GRATIS SOUTH" 1055 160 812 8 21 21 0
Preble "HARRISON SOUTHEAST" 592 82 472 5 6 12 0
Preble "VERONA; HARRISON-NORTHEAST" 393 32 330 9 6 4 0
Preble "HARRISON WEST" 487 78 369 8 8 11 0
Preble "LEWISBURG NORTH" 538 94 406 7 8 10 0
Preble "LEWISBURG SOUTH" 339 57 256 5 7 4 0
Preble "COLLEGE CORNER-ISRAEL 1" 238 33 184 5 7 5 0
Preble "ISRAEL II" 441 68 349 2 10 3 0
Preble JACKSON 585 68 476 6 11 10 0
Preble "JEFFERSON NORTH" 544 90 406 4 12 10 0
Preble "JEFFERSON SOUTH" 380 67 286 10 2 7 0
Preble "NEW PARIS NORTH" 278 74 179 7 9 8 0
Preble "NEW PARIS SOUTH" 333 96 213 6 4 3 0
Preble "LANIER SOUTHEAST" 796 114 620 12 16 15 0
Preble "LANIER NORTHWEST" 690 113 536 11 9 11 0
Preble "WEST ALEXANDRIA SOUTH" 430 91 319 3 7 5 0
Preble MONROE 582 82 472 6 3 7 0
Preble ELDORADO 265 35 209 8 5 5 0
Preble "WEST MANCHESTER" 175 30 132 1 0 6 0
Preble "SOMERS EAST" 515 79 385 8 12 14 0
Preble "SOMERS WEST" 495 78 385 6 7 6 0
Preble "CAMDEN 1" 449 80 325 6 13 11 0
Preble "CAMDEN 2" 324 63 226 5 10 7 0
Preble "TWIN EAST" 581 89 455 5 3 15 0
Preble "TWIN WEST" 632 79 501 10 11 9 0
Preble "WEST ALEXANDRIA NORTH" 243 44 183 1 5 2 0
Preble "WASHINGTON EAST" 458 59 373 6 7 3 0
Preble "WASHINGTON WEST" 601 84 477 13 12 7 0
Putnam "BLANCHARD TWP" 715 84 570 2 10 8 0
Putnam "GREENSBURG TWP" 828 92 701 4 7 7 0
Putnam "JACKSON TWP" 561 61 459 2 8 9 0
Putnam "JENNINGS TWP" 1163 145 955 8 15 15 0
Putnam "LIBERTY TWP" 932 139 731 8 17 9 0
Putnam "MONROE TWP/CONTINENTAL" 1035 148 801 11 21 18 0
Putnam "MONTEREY TWP" 709 94 571 3 9 8 0
Putnam "OTTOVILLE CORP" 544 69 422 7 9 11 0
Putnam "OTTAWA TWP EAST" 879 110 716 9 13 14 0
Putnam "OTTAWA TWP WEST/GLANDORF" 1261 142 1054 8 12 7 0
Putnam "OTTAWA CORP 1" 977 136 780 3 6 14 0
Putnam "OTTAWA CORP 2" 567 116 410 8 6 9 0
Putnam "OTTAWA CORP 3" 738 171 516 9 13 9 0
Putnam "PALMER TWP" 650 92 514 3 11 6 0
Putnam "PERRY TWP" 534 51 424 6 18 10 0
Putnam "PLEASANT TWP" 1003 75 874 7 7 12 0
Putnam "COL GROVE CORP" 1025 146 824 6 10 20 0
Putnam "RILEY TWP" 626 41 536 6 14 8 0
Putnam "PANDORA CORP" 640 101 483 5 16 9 0
Putnam "SUGAR CREEK TWP" 647 61 539 3 11 11 0
Putnam "UNION TWP" 1006 103 857 4 11 4 0
Putnam "KALIDA CORP" 818 88 678 4 8 9 0
Putnam "VAN BUREN TWP" 400 57 310 6 7 5 0
Putnam "LEIPSIC CORP" 903 216 601 3 24 19 0
Richland "MAN 1 - A" 785 186 552 8 9 4 0
Richland "MAN 1 - B" 725 144 548 7 10 7 0
Richland "MAN 1 - C" 519 183 288 8 14 14 0
Richland "MAN 1 - D" 955 276 621 4 12 16 0
Richland "MAN 1 - E" 989 308 609 18 22 7 0
Richland "MAN 1 - F" 487 131 320 8 6 5 0
Richland "MAN 2 - A" 600 212 332 12 12 9 0
Richland "MAN 2 - B" 516 194 277 13 7 14 0
Richland "MAN 2 - C" 377 176 173 4 6 8 0
Richland "MAN 2 - D" 826 223 563 9 9 4 0
Richland "MAN 2 - E" 876 288 537 10 12 11 0
Richland "MAN 2 - F" 797 217 503 16 13 20 0
Richland "MAN 3 - A" 443 202 177 21 13 10 0
Richland "MAN 3 - B" 616 237 311 19 17 17 0
Richland "MAN 3 - C" 698 272 372 16 14 8 0
Richland "MAN 3 - D" 729 275 383 13 23 12 0
Richland "MAN 3 - E" 819 281 489 4 8 13 0
Richland "MAN 4 - A" 513 160 284 16 14 21 0
Richland "MAN 4 - B" 512 251 210 10 12 11 0
Richland "MAN 4 - C" 428 278 107 11 13 8 0
Richland "MAN 4 - D" 402 234 129 7 10 11 0
Richland "MAN 4 - E" 486 322 122 15 9 5 0
Richland "MAN 5 - A" 463 169 235 9 15 19 0
Richland "MAN 5 - B" 357 225 96 8 7 11 0
Richland "MAN 6 - A" 432 288 104 10 7 6 0
Richland "MAN 6 - B" 289 134 119 8 9 9 0
Richland "MAN 6 - C" 503 173 286 8 11 18 0
Richland "MAN 6 - D" 529 309 174 7 9 14 0
Richland "MAN 6 - E" 638 203 378 10 16 15 0
Richland "SHL 1 - A" 517 122 346 5 19 12 0
Richland "SHL 1 - B" 546 137 364 4 22 8 0
Richland "SHL 2 - A" 509 105 354 8 9 10 0
Richland "SHL 2 - B" 493 119 334 2 10 8 0
Richland "SHL 3 - A" 466 109 316 6 9 14 0
Richland "SHL 3 - B" 345 100 204 8 12 7 0
Richland "SHL 4 - A" 666 155 454 11 17 11 0
Richland "SHL 4 - B" 631 129 459 8 12 4 0
Richland BLMG 396 67 292 4 10 10 0
Richland BUTLER 293 48 219 3 7 11 0
Richland CASS 510 95 358 1 28 7 0
Richland FRANK 848 149 618 5 27 14 0
Richland "JACK A" 663 122 483 9 14 9 0
Richland "JACK B" 743 130 547 4 21 13 0
Richland "JEFF A" 1147 205 868 14 24 13 0
Richland "JEFF C" 651 131 481 5 12 10 0
Richland "JEFF D" 951 157 719 8 23 20 0
Richland "MAD A" 863 200 562 15 27 21 0
Richland "MAD D" 665 165 422 12 20 24 0
Richland "MAD E" 930 231 623 7 15 22 0
Richland "MAD G" 778 205 489 14 36 12 0
Richland "MAD I" 825 221 530 8 23 18 0
Richland "MAD O" 699 191 447 10 13 20 0
Richland "MIFF A" 500 135 314 7 11 17 0
Richland "MIFF B" 663 164 453 6 5 15 0
Richland "MIFF C" 555 140 362 4 17 10 0
Richland "MIFF D" 713 204 458 4 13 12 0
Richland "MIFF E" 738 205 472 14 13 14 0
Richland "MON A" 794 119 624 2 7 19 0
Richland "MON B" 779 169 541 12 21 15 0
Richland PERRY 640 97 485 6 17 11 0
Richland PLY 797 158 575 6 16 21 0
Richland SAND 551 142 355 12 12 14 0
Richland SHARON 527 96 389 6 9 14 0
Richland "ONT 1 - A" 800 261 456 8 30 23 0
Richland "ONT 2 - A" 768 212 497 6 9 9 0
Richland "ONT 3 - A" 918 200 648 11 21 16 0
Richland "ONT 4 - A" 931 192 685 7 16 10 0
Richland "SPFLD A" 488 106 347 4 11 10 0
Richland "SPFLD B" 930 169 680 5 24 20 0
Richland "SPFLD C" 662 175 431 8 23 13 0
Richland "SPFLD D" 566 143 391 6 7 6 0
Richland "LEX B" 763 207 501 14 15 8 0
Richland "LEX C" 786 154 590 6 6 9 0
Richland "LEX E" 1012 216 719 18 21 20 0
Richland "TROY A" 714 149 525 9 10 5 0
Richland "TROY B" 832 163 595 11 22 13 0
Richland "WASH A" 659 141 473 7 14 6 0
Richland "WASH B" 710 169 501 9 8 7 0
Richland "WASH C" 856 206 592 16 15 12 0
Richland "WASH D" 606 122 431 3 23 8 0
Richland "WASH F" 953 165 697 11 37 15 0
Richland WELLER 969 167 713 12 19 20 0
Richland "WORTH A" 429 62 329 7 8 11 0
Richland "WORTH B" 583 134 402 9 13 13 0
Richland "WORTH C" 470 92 338 2 13 5 0
Ross "CHILLICOTHE 1-A" 723 244 425 6 14 8 0
Ross "CHILLICOTHE 1-B" 466 138 299 3 1 5 0
Ross "CHILLICOTHE 1-C" 590 171 389 4 1 10 0
Ross "CHILLICOTHE 1-D" 490 138 324 5 2 2 0
Ross "CHILLICOTHE 2-A" 619 236 342 2 5 9 0
Ross "CHILLICOTHE 2-B" 381 151 202 8 6 3 0
Ross "CHILLICOTHE 2-C" 502 166 300 5 4 6 0
Ross "CHILLICOTHE 2-D" 540 201 304 4 8 8 0
Ross "CHILLICOTHE 3-A" 357 163 172 3 5 4 0
Ross "CHILLICOTHE 3-B" 322 140 163 7 5 0 0
Ross "CHILLICOTHE 3-C" 277 116 128 6 8 3 0
Ross "CHILLICOTHE 3-D" 575 207 321 10 9 9 0
Ross "CHILLICOTHE 4-A" 312 124 143 6 10 9 0
Ross "CHILLICOTHE 4-B" 290 136 119 8 7 8 0
Ross "CHILLICOTHE 4-C" 473 195 240 4 10 10 0
Ross "CHILLICOTHE 5-A" 260 115 124 6 4 5 0
Ross "CHILLICOTHE 5-B" 478 179 266 7 3 7 0
Ross "CHILLICOTHE 5-C" 503 164 309 5 1 8 0
Ross "CHILLICOTHE 5-D" 304 126 156 4 6 1 0
Ross "CHILLICOTHE 6-A" 361 153 166 7 11 2 0
Ross "CHILLICOTHE 6-B" 259 84 144 5 5 11 0
Ross "CHILLICOTHE 6-C" 430 175 196 17 10 7 0
Ross "BUCKSKIN NORTH" 360 102 236 0 4 10 0
Ross "BUCKSKIN SOUTH SALEM" 421 154 240 2 10 8 0
Ross "COLERAIN ADELPHI" 404 114 237 4 17 13 0
Ross "COLERAIN WEST" 478 104 334 2 12 10 0
Ross "CONCORD AUSTIN" 321 82 213 5 4 4 0
Ross "CONCORD FRANK CORP." 471 142 290 4 10 9 0
Ross "CONCORD FRANK PREC." 601 134 433 2 4 7 0
Ross "CONCORD ROXABELL" 569 122 394 5 13 13 0
Ross "DEER CLARK" 430 96 280 4 13 7 0
Ross "FRANKLIN NORTH" 249 52 172 3 3 5 0
Ross "FRANKLIN SOUTH" 338 91 217 1 7 5 0
Ross "GREEN KINGSTON" 465 130 294 6 10 13 0
Ross "GREEN NORTH" 548 144 376 5 11 5 0
Ross "GREEN SOUTH" 738 197 489 9 9 10 0
Ross "HARRISON TWP." 529 153 331 9 9 13 0
Ross "HUNTINGTON EAST" 635 158 431 2 9 12 0
Ross "HUNTINGTON NORTH" 724 202 448 4 19 12 0
Ross "HUNTINGTON SOUTH" 390 107 237 5 9 13 0
Ross "HUNTINGTON WEST" 527 148 327 3 10 8 0
Ross "JEFFERSON TWP." 520 138 329 4 4 14 0
Ross "LIBERTY EAST" 510 136 328 4 8 16 0
Ross "LIBERTY WEST" 687 206 415 9 21 6 0
Ross "PAINT TWP." 496 105 347 15 6 7 0
Ross "PAXTON BAINBRIDGE" 312 94 183 8 2 6 0
Ross "PAXTON PAXTON" 427 106 292 4 5 9 0
Ross "SCIOTO CENTRAL" 451 155 259 7 11 6 0
Ross "SCIOTO NORTH" 107 37 64 0 1 2 0
Ross "SCIOTO SIX" 646 188 398 8 14 6 0
Ross "SCIOTO SOUTH" 442 142 262 3 7 7 0
