COUNTY AREA TOTAL DEM REP GRN IND1 IND2 WI1
COUNTY AREA TOTAL Strickland Portman DeMare Connors Rupert Stahl
Erie "VER 1-A" 484 133 312 3 5 11 0
Erie "VER 2-A" 409 162 210 8 5 15 0
Erie "VER 2-B" 594 209 320 14 21 12 0
Erie "VER 3-A" 492 154 284 11 20 10 0
Erie "VER 3-B" 471 159 271 7 13 14 0
Erie "BER VILL" 347 108 196 9 9 11 0
Erie "BER TWP #2" 871 224 545 22 23 13 0
Erie "BER TWP #1" 617 159 396 20 14 7 0
Erie "FLO TWP #1" 615 179 382 9 18 10 0
Erie "FLO TWP #2" 821 210 534 15 25 9 0
Erie "GRO TWP" 729 163 493 19 13 10 0
Erie "HUR TWP #1" 781 160 570 7 8 17 0
Erie "HUR TWP #2" 726 198 479 7 11 6 0
Erie "HUR TWP #3" 725 169 500 9 11 8 0
Erie "KI VILL" 286 80 176 4 5 8 0
Erie "BV VILL" 331 107 184 9 10 7 0
Erie "CAST VILL" 379 111 230 8 11 5 0
Erie "MAR TWP #1" 718 196 457 12 12 14 0
Erie "MAR TWP #2" 449 131 269 14 7 12 0
Erie "MAR TWP #3" 691 225 411 7 12 12 0
Erie "MAR TWP #4" 438 150 241 6 6 7 0
Erie "MIL TWP #1" 545 153 350 11 5 9 0
Erie "MIL TWP #2" 926 222 621 28 19 8 0
Erie "OX TWP" 652 163 413 9 20 5 0
Erie "PER TWP #2" 996 288 620 19 17 15 0
Erie "PER TWP #6" 708 240 416 9 7 14 0
Erie "PER TWP #7" 672 208 397 9 11 13 0
Erie "PER TWP #4" 580 236 292 17 9 9 0
Erie "PER TWP #1" 770 307 396 15 16 11 0
Erie "PER TWP #8" 801 286 455 3 18 8 0
Erie "PER TWP #9" 586 209 328 10 9 3 0
Erie "PER TWP #3" 701 202 445 11 9 4 0
Erie "PER TWP #5" 182 72 93 3 4 3 0
Erie "PER TWP #10" 923 263 564 17 18 17 0
Erie "VER TWP #5" 461 129 295 14 8 3 0
Erie "VER TWP #1" 800 255 478 11 22 15 0
Erie "VER TWP #2" 514 153 308 10 21 10 0
Erie "VER TWP #4" 368 100 223 10 9 13 0
Erie "VER TWP #3" 471 172 265 9 6 7 0
Erie "SAN A" 339 84 243 4 1 1 0
Erie "SAN B" 751 427 265 11 14 13 0
Erie "SAN C" 599 384 178 7 8 9 0
Erie "SAN D" 592 274 266 15 11 7 0
Erie "SAN E" 710 380 248 21 16 18 0
Erie "SAN F" 688 343 266 12 20 17 0
Erie "SAN G" 815 434 301 11 21 12 0
Erie "SAN H" 668 355 229 20 17 17 0
Erie "SAN I" 708 345 291 11 19 7 0
Erie "SAN J" 595 337 200 15 7 6 0
Erie "SAN K" 719 369 253 22 24 17 0
Erie "SAN L" 469 250 173 5 14 11 0
Erie "SAN M" 524 262 191 14 7 20 0
Erie "SAN N" 568 335 175 9 12 8 0
Erie "SAN O" 602 268 262 22 24 7 0
Erie "SAN P" 931 339 487 20 17 20 0
Erie "MIL VILL" 529 144 340 7 9 7 0
Fairfield "LANCASTER CITY 1-A" 931 255 594 15 16 19 0
Fairfield "LANCASTER CITY 1-B" 1116 298 733 15 24 19 0
Fairfield "LANCASTER CITY 1-C" 957 280 595 15 20 10 0
Fairfield "LANCASTER CITY 2-A" 1111 243 798 13 15 9 0
Fairfield "LANCASTER CITY 2-B" 908 266 579 14 19 8 0
Fairfield "LANCASTER CITY 2-C" 1119 253 789 11 18 17 0
Fairfield "LANCASTER CITY 3-A" 686 193 452 8 7 7 0
Fairfield "LANCASTER CITY 3-B" 503 169 301 7 11 5 0
Fairfield "LANCASTER CITY 3-C" 548 186 305 15 13 6 0
Fairfield "LANCASTER CITY 3-D" 543 162 336 6 13 8 0
Fairfield "LANCASTER CITY 4-A" 857 216 594 10 9 11 0
Fairfield "LANCASTER CITY 4-B" 853 266 515 11 14 13 0
Fairfield "LANCASTER CITY 4-C" 655 135 485 4 8 4 0
Fairfield "LANCASTER CITY 4-D" 718 182 466 10 16 14 0
Fairfield "LANCASTER CITY 5-A" 428 149 250 6 7 9 0
Fairfield "LANCASTER CITY 5-B" 470 146 279 9 7 19 0
Fairfield "LANCASTER CITY 5-C" 543 186 299 17 23 2 0
Fairfield "LANCASTER CITY 5-D" 510 149 306 8 18 11 0
Fairfield "LANCASTER CITY 6-A" 874 244 538 20 33 16 0
Fairfield "LANCASTER CITY 6-B" 562 198 306 13 13 15 0
Fairfield "LANCASTER CITY 6-C" 839 263 486 25 20 20 0
Fairfield "PICKERINGTON CITY A" 600 193 366 12 11 6 0
Fairfield "PICKERINGTON CITY B" 763 254 462 10 8 6 0
Fairfield "PICKERINGTON CITY C" 922 279 581 11 6 13 0
Fairfield "PICKERINGTON CITY D" 492 133 303 10 13 9 0
Fairfield "PICKERINGTON CITY E" 533 165 335 9 3 5 0
Fairfield "PICKERINGTON CITY F" 1335 478 746 15 31 13 0
Fairfield "PICKERINGTON CITY G" 829 282 484 10 9 4 0
Fairfield "PICKERINGTON CITY H" 672 206 413 11 13 14 0
Fairfield "PICKERINGTON CITY I" 511 186 286 14 5 3 0
Fairfield "AMANDA A" 469 82 355 2 12 3 0
Fairfield "AMANDA B" 844 180 598 8 15 7 0
Fairfield "BERNE A" 653 137 470 9 18 8 0
Fairfield "BERNE B" 622 136 433 8 17 8 0
Fairfield "BERNE C" 592 152 389 8 14 7 0
Fairfield "BERNE D" 615 160 405 3 13 8 0
Fairfield "BLOOM A" 793 180 555 7 13 10 0
Fairfield "BLOOM B" 1136 254 810 14 19 8 0
Fairfield "BLOOM C" 981 238 672 12 20 9 0
Fairfield "BLOOM D" 935 203 669 14 11 4 0
Fairfield "BLOOM E" 863 152 660 10 9 10 0
Fairfield "LITHOPOLIS VILLAGE" 796 212 506 6 18 17 0
Fairfield "CLEARCREEK A" 905 200 635 3 19 17 0
Fairfield "CLEARCREEK B" 936 194 655 8 25 11 0
Fairfield "GREENFIELD A" 866 161 637 17 14 8 0
Fairfield "GREENFIELD B" 1029 195 758 12 17 6 0
Fairfield "GREENFIELD C" 571 91 434 3 7 13 0
Fairfield "GREENFIELD D" 574 142 394 7 7 7 0
Fairfield "HOCKING A" 593 113 418 9 16 7 0
Fairfield "HOCKING B" 596 136 419 3 15 5 0
Fairfield "HOCKING C" 619 131 430 4 23 10 0
Fairfield "LIBERTY A" 791 165 577 7 10 11 0
Fairfield "LIBERTY B" 1059 187 781 13 22 10 0
Fairfield "LIBERTY C" 616 132 449 7 6 2 0
Fairfield "LIBERTY D" 706 158 516 2 9 10 0
Fairfield "BALTIMORE VILLAGE A" 729 201 458 9 11 16 0
Fairfield "BALTIMORE VILLAGE B" 636 179 398 15 12 13 0
Fairfield "MADISON A" 763 143 570 7 13 6 0
Fairfield "PLEASANT A" 1008 220 709 7 17 20 0
Fairfield "PLEASANT B" 703 181 478 8 11 9 0
Fairfield "PLEASANT C" 589 124 422 7 13 8 0
Fairfield "PLEASANT D" 571 128 420 6 8 1 0
Fairfield "PLEASANT E" 771 178 553 9 10 6 0
Fairfield "RICHLAND EAST" 438 84 314 4 7 9 0
Fairfield "RICHLAND WEST" 683 133 491 12 21 7 0
Fairfield "RUSHCREEK A" 508 103 361 6 15 9 0
Fairfield "RUSHCREEK B" 755 141 540 16 16 10 0
Fairfield "BREMEN VILLAGE" 601 151 381 12 16 16 0
Fairfield "VIOLET A" 690 264 385 7 8 8 0
Fairfield "VIOLET B" 600 160 408 8 3 7 0
Fairfield "VIOLET C" 1029 295 676 11 11 6 0
Fairfield "VIOLET D" 709 190 468 13 9 8 0
Fairfield "VIOLET E" 631 185 408 11 9 6 0
Fairfield "VIOLET F" 907 275 594 2 4 3 0
Fairfield "VIOLET G" 733 257 439 5 4 9 0
Fairfield "VIOLET H" 385 125 237 2 9 2 0
Fairfield "VIOLET I" 997 245 702 11 8 8 0
Fairfield "VIOLET J" 559 140 384 3 7 5 0
Fairfield "VIOLET K" 600 200 356 8 9 8 0
Fairfield "VIOLET L" 658 186 424 11 9 5 0
Fairfield "VIOLET M" 642 178 424 5 7 6 0
Fairfield "VIOLET N" 620 187 395 3 11 6 0
Fairfield "VIOLET O" 691 230 433 5 1 3 0
Fairfield "VIOLET P" 636 191 403 4 6 10 0
Fairfield "WALNUT A" 903 197 637 11 16 11 0
Fairfield "WALNUT B" 766 190 503 13 22 10 0
Fairfield "WALNUT C" 859 168 619 14 11 17 0
Fairfield "WALNUT D" 712 157 491 13 14 14 0
Fairfield "COLUMBUS CITY A" 1044 515 444 14 19 10 0
Fairfield "COLUMBUS CITY B" 932 565 299 16 15 10 0
Fairfield "COLUMBUS CITY C" 996 536 378 14 15 16 0
Fairfield "PICKERINGTON CITY J" 471 197 242 8 5 3 0
Fairfield "VIOLET Q" 876 246 576 7 6 7 0
Fairfield "VIOLET R" 606 223 355 5 6 3 0
Fairfield "COLUMBUS CITY D" 1021 660 286 15 22 11 0
Fairfield "PICKERINGTON CITY K" 1204 542 584 19 22 7 0
Fairfield "PICKERINGTON CITY L" 1116 459 590 9 16 11 0
Fairfield "PICKERINGTON CITY M" 757 268 444 9 3 10 0
Fairfield "LANCASTER CITY 3-E" 572 170 363 9 3 6 0
Fayette "WASHINGTON 1B" 479 140 298 6 13 7 0
Fayette "WASHINGTON 1C" 478 136 309 6 8 8 0
Fayette "WASHINGTON 2A" 236 68 142 4 8 3 0
Fayette "WASHINGTON 2D" 390 78 276 6 5 11 0
Fayette "WASHINGTON 3A" 377 81 269 7 6 4 0
Fayette "WASHINGTON 3D" 590 126 438 3 3 7 0
Fayette "WASHINGTON 3F" 734 140 549 6 9 3 0
Fayette "WASHINGTON 4A" 659 135 471 8 12 7 0
Fayette "WASHINGTON 4B" 441 109 300 6 8 5 0
Fayette "WASHINGTON 4C" 354 102 230 4 4 5 0
Fayette "WASHINGTON 4D" 264 87 153 3 8 7 0
Fayette CONCORD/GREEN 611 85 493 8 9 4 0
Fayette JASPER 343 66 257 3 4 5 0
Fayette "JEFFERSON NO" 278 43 213 4 8 1 0
Fayette "JEFFERSON SO" 400 87 291 3 9 3 0
Fayette JEFFERSONVILLE 381 137 209 5 12 7 0
Fayette MADISON 530 103 393 5 9 5 0
Fayette MARION 370 73 279 0 2 2 0
Fayette BLOOMINGBURG 263 74 170 5 6 5 0
Fayette PAINT 458 70 348 4 17 9 0
Fayette PERRY 507 71 386 3 11 8 0
Fayette "UNION EAST" 311 48 247 4 7 4 0
Fayette "UNION NO" 469 121 312 2 5 8 0
Fayette "UNION S/W" 736 133 569 5 5 9 0
Fayette WAYNE 666 129 495 6 14 9 0
Franklin "BEXLEY 1-A" 746 418 277 11 2 6 0
Franklin "BEXLEY 1-B" 1207 567 594 8 3 1 0
Franklin "BEXLEY 2-A" 919 493 387 6 1 3 0
Franklin "BEXLEY 2-B" 1033 539 432 21 13 2 0
Franklin "BEXLEY 3-A" 826 481 305 12 6 1 0
Franklin "BEXLEY 3-B" 651 398 218 17 3 3 0
Franklin "BEXLEY 3-C" 605 314 265 4 2 4 0
Franklin "BEXLEY 4-A" 491 275 192 10 1 1 0
Franklin "BEXLEY 4-B" 663 355 289 7 1 2 0
Franklin "BEXLEY 4-C" 935 575 288 34 6 10 0
Franklin "COLS 01-A" 796 481 222 28 20 11 0
Franklin "COLS 01-B" 685 416 196 29 8 11 0
Franklin "COLS 01-C" 980 654 254 19 15 10 0
Franklin "COLS 02-A" 462 303 102 26 9 7 0
Franklin "COLS 02-B" 825 512 261 22 5 2 0
Franklin "COLS 02-C" 827 488 297 10 2 2 0
Franklin "COLS 02-D" 941 528 357 15 7 4 0
Franklin "COLS 02-E" 806 492 250 21 8 7 0
Franklin "COLS 02-F" 748 444 254 18 4 1 0
Franklin "COLS 03-A" 483 392 42 6 6 9 0
Franklin "COLS 03-B" 570 450 58 10 13 10 0
Franklin "COLS 03-C" 765 553 131 18 19 4 0
Franklin "COLS 03-D" 635 410 146 14 22 4 0
Franklin "COLS 04-A" 445 343 44 16 9 4 0
Franklin "COLS 04-B" 542 400 73 13 10 13 0
Franklin "COLS 04-C" 509 426 39 13 5 3 0
Franklin "COLS 04-D" 505 420 36 16 5 2 0
Franklin "COLS 05-A" 456 366 48 16 4 4 0
Franklin "COLS 05-B" 886 721 67 18 9 14 0
Franklin "COLS 05-C" 409 348 25 10 2 5 0
Franklin "COLS 06-A" 511 410 45 7 14 8 0
Franklin "COLS 06-B" 671 575 52 8 8 1 0
Franklin "COLS 06-C" 569 451 51 11 11 6 0
Franklin "COLS 06-D" 569 454 72 20 0 1 0
Franklin "COLS 06-E" 473 394 39 12 4 7 0
Franklin "COLS 06-F" 445 382 34 8 1 4 0
Franklin "COLS 07-A" 286 228 30 7 4 3 0
Franklin "COLS 07-B" 597 472 62 23 9 4 0
Franklin "COLS 07-C" 664 537 46 13 9 15 0
Franklin "COLS 07-D" 595 504 56 13 5 4 0
Franklin "COLS 07-E" 476 397 45 6 8 4 0
Franklin "COLS 08-A" 787 453 278 17 2 3 0
Franklin "COLS 08-B" 1051 632 324 29 12 7 0
Franklin "COLS 08-C" 934 525 352 15 4 4 0
Franklin "COLS 08-D" 842 501 293 17 3 3 0
Franklin "COLS 09-A" 650 353 189 18 25 13 0
Franklin "COLS 09-B" 563 311 167 22 13 11 0
Franklin "COLS 10-A" 339 177 131 8 4 3 0
Franklin "COLS 10-B" 252 163 61 8 3 2 0
Franklin "COLS 10-C" 783 463 178 23 15 24 0
Franklin "COLS 10-D" 671 354 264 22 8 5 0
Franklin "COLS 10-E" 1080 407 607 13 5 7 0
Franklin "COLS 11-A" 514 328 112 5 6 6 0
Franklin "COLS 11-B" 496 231 228 6 11 4 0
Franklin "COLS 11-C" 753 362 316 23 13 13 0
Franklin "COLS 11-D" 588 242 293 13 9 8 0
Franklin "COLS 11-E" 658 250 353 9 11 4 0
Franklin "COLS 12-A" 718 515 130 29 5 2 0
Franklin "COLS 12-B" 864 614 141 42 19 10 0
Franklin "COLS 12-C" 952 656 234 20 5 5 0
Franklin "COLS 12-D" 1063 671 320 14 8 8 0
Franklin "COLS 13-A" 298 242 25 11 1 3 0
Franklin "COLS 13-B" 417 348 28 4 11 3 0
Franklin "COLS 13-C" 412 357 13 4 6 3 0
Franklin "COLS 13-D" 509 398 39 10 12 6 0
Franklin "COLS 14-A" 1039 573 419 13 5 3 0
Franklin "COLS 14-B" 794 492 253 11 3 8 0
Franklin "COLS 14-C" 776 511 216 15 4 2 0
Franklin "COLS 14-D" 1239 814 331 32 7 11 0
Franklin "COLS 15-A" 724 463 190 25 4 6 0
Franklin "COLS 15-B" 666 351 275 14 4 2 0
Franklin "COLS 16-A" 777 529 144 46 7 10 0
Franklin "COLS 16-B" 614 383 147 43 7 7 0
Franklin "COLS 16-C" 1226 741 334 66 3 15 0
Franklin "COLS 16-D" 636 405 154 33 5 5 0
Franklin "COLS 16-E" 741 398 271 28 5 6 0
Franklin "COLS 17-A" 613 465 94 10 12 3 0
Franklin "COLS 17-B" 784 642 44 10 6 14 0
Franklin "COLS 17-C" 403 335 26 9 8 6 0
Franklin "COLS 17-D" 411 361 21 8 6 3 0
Franklin "COLS 18-A" 854 579 152 70 6 5 0
Franklin "COLS 18-B" 755 530 159 37 4 4 0
Franklin "COLS 18-C" 909 631 171 54 6 8 0
Franklin "COLS 18-D" 589 440 113 17 1 1 0
Franklin "COLS 18-E" 742 558 117 30 7 4 0
Franklin "COLS 18-F" 786 558 124 59 10 4 0
Franklin "COLS 19-A" 694 416 233 18 1 6 0
Franklin "COLS 19-B" 841 511 279 20 2 5 0
Franklin "COLS 19-C" 819 473 294 19 6 5 0
Franklin "COLS 19-D" 924 546 308 29 10 5 0
Franklin "COLS 19-E" 693 420 234 13 1 1 0
Franklin "COLS 19-F" 877 600 205 36 4 8 0
Franklin "COLS 19-G" 727 427 263 18 4 2 0
Franklin "COLS 19-H" 936 659 204 28 3 6 0
Franklin "COLS 20-A" 1237 743 429 26 5 2 0
Franklin "COLS 20-B" 811 590 139 44 3 4 0
Franklin "COLS 20-C" 862 589 202 29 9 6 0
Franklin "COLS 21-A" 812 431 302 30 7 5 0
Franklin "COLS 21-B" 1207 708 379 42 16 9 0
Franklin "COLS 21-C" 800 426 272 28 11 10 0
Franklin "COLS 21-D" 597 391 127 28 8 12 0
Franklin "COLS 21-E" 948 534 364 21 2 1 0
Franklin "COLS 21-F" 775 445 289 10 6 2 0
Franklin "COLS 22-A" 863 477 319 22 6 7 0
Franklin "COLS 22-B" 678 419 221 11 7 4 0
Franklin "COLS 22-C" 887 540 270 20 6 5 0
Franklin "COLS 22-D" 957 509 373 22 12 6 0
Franklin "COLS 22-E" 575 272 256 12 7 6 0
Franklin "COLS 22-F" 657 333 262 18 12 5 0
Franklin "COLS 22-G" 763 449 260 14 4 5 0
Franklin "COLS 23-A" 579 390 128 14 13 5 0
Franklin "COLS 23-B" 704 495 132 14 15 8 0
Franklin "COLS 23-C" 805 508 225 24 9 11 0
Franklin "COLS 23-D" 844 523 239 23 9 10 0
Franklin "COLS 24-A" 477 293 132 16 16 4 0
Franklin "COLS 24-B" 608 359 181 17 11 8 0
Franklin "COLS 24-C" 547 296 181 20 10 10 0
Franklin "COLS 24-D" 538 381 93 15 8 9 0
Franklin "COLS 24-E" 535 285 183 21 9 11 0
Franklin "COLS 25-A" 617 526 51 3 10 5 0
Franklin "COLS 25-B" 642 499 61 9 10 12 0
Franklin "COLS 25-C" 722 626 42 8 8 3 0
Franklin "COLS 25-D" 612 538 40 3 4 8 0
Franklin "COLS 25-E" 635 542 34 6 7 13 0
Franklin "COLS 25-F" 587 484 46 7 17 2 0
Franklin "COLS 25-G" 366 313 24 6 7 2 0
Franklin "COLS 26-A" 639 501 74 9 8 7 0
Franklin "COLS 26-B" 789 627 84 6 8 13 0
Franklin "COLS 26-C" 498 330 109 13 8 5 0
Franklin "COLS 27-A" 580 438 69 10 11 11 0
Franklin "COLS 27-B" 459 342 73 5 5 6 0
Franklin "COLS 27-C" 741 364 321 16 14 3 0
Franklin "COLS 27-D" 640 417 164 20 11 6 0
Franklin "COLS 27-E" 652 465 127 12 7 12 0
Franklin "COLS 27-F" 836 384 407 14 3 7 0
Franklin "COLS 28-A" 669 577 41 12 10 5 0
Franklin "COLS 28-B" 573 494 43 5 9 1 0
Franklin "COLS 28-C" 642 515 94 11 3 2 0
Franklin "COLS 28-D" 740 471 215 5 7 1 0
Franklin "COLS 28-E" 1113 889 173 11 4 5 0
Franklin "COLS 28-F" 589 408 150 8 2 3 0
Franklin "COLS 29-A" 450 287 117 13 8 4 0
Franklin "COLS 29-B" 278 143 101 2 6 3 0
Franklin "COLS 29-C" 457 163 233 9 16 9 0
Franklin "COLS 29-D" 559 195 306 7 10 10 0
Franklin "COLS 30-A" 1086 602 387 23 21 10 0
Franklin "COLS 30-B" 561 352 153 16 11 7 0
Franklin "COLS 30-C" 1034 520 405 40 15 16 0
Franklin "COLS 30-D" 500 293 169 8 9 2 0
Franklin "COLS 31-A" 537 364 105 11 16 5 0
Franklin "COLS 31-B" 449 243 171 7 4 8 0
Franklin "COLS 31-C" 412 210 135 15 13 13 0
Franklin "COLS 31-D" 231 134 71 6 5 1 0
Franklin "COLS 31-E" 334 165 120 12 9 6 0
Franklin "COLS 32-A" 923 476 358 32 10 6 0
Franklin "COLS 32-B" 626 320 258 11 9 2 0
Franklin "COLS 32-C" 739 432 233 11 15 13 0
Franklin "COLS 32-D" 612 319 242 8 15 11 0
Franklin "COLS 33-A" 454 270 150 12 3 1 0
Franklin "COLS 33-B" 755 448 252 16 2 9 0
Franklin "COLS 33-C" 986 605 304 28 9 8 0
Franklin "COLS 33-D" 910 517 311 23 6 10 0
Franklin "COLS 33-E" 719 507 168 14 6 4 0
Franklin "COLS 33-F" 1236 666 453 34 10 17 0
Franklin "COLS 33-G" 786 443 280 12 7 7 0
Franklin "COLS 33-H" 454 302 124 9 1 3 0
Franklin "COLS 34-A" 680 494 129 7 11 1 0
Franklin "COLS 34-B" 663 480 140 6 9 8 0
Franklin "COLS 34-C" 367 252 88 10 2 3 0
Franklin "COLS 34-D" 643 404 171 7 18 6 0
Franklin "COLS 34-E" 500 336 115 11 10 1 0
Franklin "COLS 34-F" 868 584 201 21 10 3 0
Franklin "COLS 35-A" 536 439 49 10 5 9 0
Franklin "COLS 35-B" 651 569 29 9 6 7 0
Franklin "COLS 35-C" 638 545 39 11 13 2 0
Franklin "COLS 35-D" 556 454 56 9 7 0 0
Franklin "COLS 36-A" 657 242 366 7 11 6 0
Franklin "COLS 36-B" 788 369 346 14 14 12 0
Franklin "COLS 36-C" 962 556 278 17 10 6 0
Franklin "COLS 36-D" 512 181 267 13 13 10 0
Franklin "COLS 36-E" 667 317 249 16 12 9 0
Franklin "COLS 37-A" 372 188 121 15 16 8 0
Franklin "COLS 37-B" 432 243 110 15 4 12 0
Franklin "COLS 37-C" 568 287 209 14 12 11 0
Franklin "COLS 37-D" 538 197 272 14 11 21 0
Franklin "COLS 38-A" 563 288 216 9 16 11 0
Franklin "COLS 38-B" 312 199 71 7 9 3 0
Franklin "COLS 38-C" 504 244 194 13 8 8 0
Franklin "COLS 39-A" 749 420 258 28 2 3 0
Franklin "COLS 39-B" 776 530 150 48 8 7 0
Franklin "COLS 40-A" 1016 629 297 35 2 8 0
Franklin "COLS 40-B" 965 576 289 37 6 12 0
Franklin "COLS 40-C" 1029 695 247 39 7 6 0
Franklin "COLS 41-A" 721 410 243 14 6 3 0
Franklin "COLS 41-B" 804 422 311 15 4 4 0
Franklin "COLS 41-C" 813 389 355 15 3 7 0
Franklin "COLS 41-D" 2434 1331 881 71 9 15 0
Franklin "COLS 41-E" 929 502 349 15 10 6 0
Franklin "COLS 42-A" 1008 652 246 20 11 14 0
Franklin "COLS 42-B" 217 157 29 2 5 4 0
Franklin "COLS 42-C" 511 273 179 12 17 5 0
Franklin "COLS 42-D" 612 421 121 8 15 9 0
Franklin "COLS 43-A" 1174 676 382 32 18 13 0
Franklin "COLS 43-B" 635 316 247 21 9 10 0
Franklin "COLS 43-C" 567 319 199 9 11 3 0
Franklin "COLS 43-D" 625 336 227 14 12 13 0
Franklin "COLS 44-A" 850 684 79 14 9 14 0
Franklin "COLS 44-B" 470 401 39 8 7 5 0
Franklin "COLS 44-C" 576 478 42 9 15 6 0
Franklin "COLS 44-D" 691 513 103 17 14 3 0
Franklin "COLS 44-E" 906 711 108 18 12 13 0
Franklin "COLS 44-F" 563 343 180 11 7 4 0
Franklin "COLS 44-G" 602 486 42 7 14 7 0
Franklin "COLS 45-A" 632 444 136 10 4 7 0
Franklin "COLS 45-B" 522 349 125 12 4 6 0
Franklin "COLS 45-C" 1111 832 193 19 15 13 0
Franklin "COLS 45-D" 580 379 144 14 9 10 0
Franklin "COLS 45-E" 593 378 160 7 11 5 0
Franklin "COLS 45-F" 565 355 161 12 7 2 0
Franklin "COLS 45-G" 467 282 148 5 7 6 0
Franklin "COLS 45-H" 1159 951 113 13 14 14 0
Franklin "COLS 45-I" 686 411 217 15 9 6 0
Franklin "COLS 45-J" 732 444 215 23 10 10 0
Franklin "COLS 45-K" 1065 646 316 20 20 9 0
Franklin "COLS 46-A" 927 621 209 17 13 13 0
Franklin "COLS 46-B" 748 451 219 14 13 7 0
Franklin "COLS 46-C" 647 347 251 17 6 6 0
Franklin "COLS 46-D" 870 417 375 14 9 9 0
Franklin "COLS 46-E" 1174 574 502 12 16 8 0
Franklin "COLS 46-F" 983 394 490 20 14 12 0
Franklin "COLS 46-G" 1042 544 413 9 13 13 0
Franklin "COLS 47-A" 703 505 142 5 8 1 0
Franklin "COLS 47-B" 647 505 70 12 10 6 0
Franklin "COLS 47-C" 572 406 120 7 3 10 0
Franklin "COLS 47-D" 676 455 151 18 9 10 0
Franklin "COLS 47-E" 575 375 138 11 6 7 0
Franklin "COLS 47-F" 426 327 65 3 13 4 0
Franklin "COLS 48-A" 742 510 114 11 22 8 0
Franklin "COLS 48-B" 458 350 53 10 8 3 0
Franklin "COLS 48-C" 726 573 85 16 9 13 0
Franklin "COLS 48-D" 643 520 57 8 16 4 0
Franklin "COLS 48-E" 675 554 64 10 10 3 0
Franklin "COLS 49-A" 573 243 273 7 13 14 0
Franklin "COLS 49-B" 641 225 347 18 13 14 0
Franklin "COLS 49-C" 499 342 107 11 14 4 0
Franklin "COLS 49-D" 741 238 429 21 11 11 0
Franklin "COLS 49-E" 482 208 208 20 8 15 0
Franklin "COLS 50-A" 545 441 51 10 7 8 0
Franklin "COLS 50-B" 571 487 39 5 8 8 0
Franklin "COLS 50-C" 724 466 202 10 11 9 0
Franklin "COLS 51-A" 635 513 68 6 9 6 0
Franklin "COLS 51-B" 555 389 122 8 9 5 0
Franklin "COLS 51-C" 653 526 82 6 6 12 0
Franklin "COLS 51-D" 516 420 48 7 11 4 0
Franklin "COLS 52-A" 799 453 263 17 13 8 0
Franklin "COLS 52-B" 699 440 218 10 6 5 0
Franklin "COLS 52-C" 1103 631 358 28 13 12 0
Franklin "COLS 52-D" 522 381 74 10 12 6 0
Franklin "COLS 52-E" 589 443 65 11 17 4 0
Franklin "COLS 52-F" 1095 782 206 23 18 10 0
Franklin "COLS 53-A" 1080 512 480 19 14 14 0
Franklin "COLS 53-B" 526 198 300 7 2 3 0
Franklin "COLS 53-C" 640 299 299 6 8 7 0
Franklin "COLS 53-D" 778 451 244 22 11 5 0
Franklin "COLS 53-E" 697 393 257 12 3 4 0
Franklin "COLS 53-F" 508 352 106 17 8 3 0
Franklin "COLS 53-G" 729 495 166 15 14 5 0
Franklin "COLS 53-H" 347 224 88 12 6 1 0
Franklin "COLS 54-A" 745 517 151 10 7 15 0
Franklin "COLS 54-B" 635 409 176 11 13 8 0
Franklin "COLS 54-C" 691 423 183 19 10 11 0
Franklin "COLS 54-D" 617 372 190 9 8 6 0
Franklin "COLS 54-E" 592 376 159 7 8 10 0
Franklin "COLS 54-F" 592 400 151 4 8 4 0
Franklin "COLS 55-A" 546 382 102 28 11 2 0
Franklin "COLS 55-B" 729 577 93 25 5 12 0
Franklin "COLS 55-C" 734 595 65 32 8 4 0
Franklin "COLS 55-D" 607 455 108 24 3 3 0
Franklin "COLS 56-A" 664 513 72 17 13 5 0
Franklin "COLS 56-B" 454 380 37 5 4 2 0
Franklin "COLS 56-C" 601 479 69 10 5 4 0
Franklin "COLS 56-D" 782 687 15 3 8 5 0
Franklin "COLS 56-E" 632 543 46 5 6 3 0
Franklin "COLS 57-A" 449 234 154 18 14 10 0
Franklin "COLS 57-B" 602 292 232 11 14 15 0
Franklin "COLS 57-C" 552 282 205 17 8 5 0
Franklin "COLS 57-D" 986 405 514 21 10 8 0
Franklin "COLS 57-E" 659 336 276 9 14 5 0
Franklin "COLS 57-F" 946 341 496 30 12 13 0
Franklin "COLS 58-A" 1016 490 415 29 21 7 0
Franklin "COLS 58-B" 918 374 450 19 12 17 0
Franklin "COLS 58-C" 625 202 368 10 13 10 0
Franklin "COLS 58-D" 534 225 263 11 7 4 0
Franklin "COLS 58-E" 741 276 371 15 20 18 0
Franklin "COLS 58-F" 666 306 296 9 20 11 0
Franklin "COLS 58-G" 625 294 261 15 12 13 0
Franklin "COLS 58-H" 723 274 385 14 16 1 0
Franklin "COLS 59-A" 628 300 280 11 3 1 0
Franklin "COLS 59-B" 801 367 387 12 7 11 0
Franklin "COLS 59-C" 1332 626 591 32 13 6 0
Franklin "COLS 59-D" 837 463 276 36 12 7 0
Franklin "COLS 59-E" 636 338 245 14 2 5 0
Franklin "COLS 60-A" 734 383 288 24 12 7 0
Franklin "COLS 60-B" 928 404 440 27 11 11 0
Franklin "COLS 60-C" 1038 356 607 15 6 6 0
Franklin "COLS 60-D" 822 339 432 5 7 7 0
Franklin "COLS 60-E" 739 353 323 20 11 7 0
