COUNTY AREA TOTAL DEM REP DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
COUNTY AREA TOTAL Biden Trump DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
Crawford Southeast 1051 267 769 0 2 1 0 11 0 0 1
Crawford SRK 885 196 683 0 1 0 0 3 0 1 1
Dallas Adams 901 310 580 0 0 0 1 7 1 1 1
Dallas "ADEL 1" 1059 431 598 0 1 0 1 21 1 2 4
Dallas "ADEL 2" 2324 947 1314 1 3 2 3 40 1 7 6
Dallas "BEAVER / DES MOINES" 1269 546 686 0 0 0 5 26 0 2 4
Dallas "CLIVE 5" 1806 902 872 0 0 0 2 20 0 6 4
Dallas "CLIVE 6" 2803 1343 1400 4 0 0 2 40 0 6 8
Dallas "COLFAX / ADEL" 856 260 580 0 0 0 0 10 1 2 3
Dallas DESOTO 469 210 246 0 0 0 0 8 0 2 3
Dallas "LINCOLN /WASHINGTON /LINN" 654 194 449 0 0 0 1 8 0 1 1
Dallas "PERRY 1" 986 540 426 3 1 2 0 10 0 1 3
Dallas "PERRY 2" 875 499 359 1 1 1 1 9 0 2 2
Dallas "PERRY 3" 945 505 425 3 1 1 0 6 0 1 3
Dallas "SPRING VALLEY / DALLAS" 548 239 301 0 0 0 0 8 0 0 0
Dallas "SUGAR GROVE / DALLAS CENTER" 1550 569 944 1 1 1 3 20 1 1 9
Dallas UNION 1178 371 788 1 1 1 2 13 0 1 0
Dallas "URBANDALE 13" 2858 1408 1384 2 0 0 2 42 1 7 12
Dallas "URBANDALE 14" 2308 1051 1221 1 2 1 1 22 0 0 9
Dallas "URBANDALE 15" 2006 918 1053 1 2 0 1 16 1 0 14
Dallas "VAN METER" 2040 758 1235 1 1 0 2 31 1 4 7
Dallas "WALNUT / GRIMES /  GRANT" 1462 553 885 0 3 0 2 13 0 3 3
Dallas "WAUKEE 1" 2226 1095 1081 1 1 1 5 29 0 2 11
Dallas "WAUKEE 2" 3039 1622 1368 2 2 2 4 31 0 4 4
Dallas "WAUKEE 3" 2350 1326 965 3 0 2 4 33 0 7 10
Dallas "WAUKEE 4" 1932 900 1001 0 1 0 1 23 0 1 5
Dallas "WAUKEE 5" 2094 1028 1022 2 1 0 1 34 0 1 5
Dallas "WAUKEE 6" 2139 1092 998 2 0 1 3 33 0 3 7
Dallas "WEST DES MOINES 221" 2724 1491 1182 1 0 0 3 37 0 3 7
Dallas "WEST DES MOINES 222" 1838 1040 765 1 1 1 1 19 0 4 6
Dallas "WEST DES MOINES 223" 1565 817 717 0 0 0 2 26 0 1 2
Dallas "WEST DES MOINES 224" 441 222 215 0 0 0 0 4 0 0 0
Dallas "WEST DES MOINES 225" 2604 1469 1069 4 0 0 1 42 1 8 10
Dallas "WEST DES MOINES 226" 1137 660 456 0 1 2 0 17 0 0 1
Dallas "WEST DES MOINES 321" 2068 1133 881 2 3 0 2 39 0 2 6
Dallas "WEST DES MOINES 322" 968 430 521 1 0 1 1 7 0 2 5
Davis Bloomfield 1410 469 920 1 2 3 1 11 0 2 1
Davis Central 666 158 503 0 0 0 0 2 0 2 1
Davis Northeast 651 123 517 0 0 0 3 8 0 0 0
Davis Northwest 545 115 420 1 1 0 1 2 1 3 1
Davis Southeast 550 89 453 0 1 1 0 5 0 1 0
Davis Southwest 280 59 219 0 0 0 0 2 0 0 0
Decatur BL/FA/Lamoni 1122 507 590 2 1 1 3 11 0 6 1
Decatur "BU/HA/Mo/NB/Davis City/Pleasanton" 395 66 323 2 0 0 1 2 1 0 0
Decatur CE/ED/Leon 1135 285 832 1 0 1 4 6 1 4 1
Decatur "DE/Decatur City" 193 39 152 0 0 0 0 2 0 0 0
Decatur "GG/HP/WO/Garden Grove/LeRoy" 356 71 278 1 1 0 1 3 0 0 1
Decatur "GR/RL/Grand River" 248 61 183 0 0 1 0 1 1 1 0
Decatur "FR/LC/Van Wert/Weldon" 355 91 257 0 1 0 2 4 0 0 0
Delaware "Adams/Hazel Green" 608 203 396 0 1 1 1 4 1 0 1
Delaware Colony 432 105 321 0 1 0 1 4 0 0 0
Delaware Delaware 673 188 478 0 0 1 1 3 1 1 0
Delaware "Delhi/Delaware Corp" 671 176 484 0 3 0 2 3 0 3 0
Delaware "Honey Creek/Elk" 805 202 591 2 0 0 0 6 2 1 1
Delaware "Manchester Ward 1" 785 329 439 0 0 0 0 10 0 1 6
Delaware "Manchester Ward 2" 958 394 546 2 2 1 1 10 0 1 1
Delaware "Manchester Ward 3" 945 417 506 1 4 0 1 9 0 2 5
Delaware Milo/Prairie 1114 329 767 0 2 1 4 8 1 0 2
Delaware "Oneida/N Fork/Bremen" 1584 341 1216 1 3 1 1 15 0 2 4
Delaware "Richland/Coffins Grove" 680 216 454 1 0 1 1 2 0 3 2
Delaware "South Fork/Union" 748 257 468 0 1 1 2 13 3 3 0
"Des Moines" "Pct 1T" 1755 727 1002 0 0 1 2 16 1 2 4
"Des Moines" "Pct 2" 1498 756 706 1 2 0 2 24 1 4 2
"Des Moines" "Pct 3" 1236 649 540 1 1 3 6 28 1 2 5
"Des Moines" "Pct 4" 1092 599 456 1 1 0 4 20 0 6 5
"Des Moines" "Pct 5" 1304 670 601 1 0 0 5 19 2 2 4
"Des Moines" "Pct 6" 670 395 242 2 2 0 4 18 1 4 2
"Des Moines" "Pct 7" 1539 784 707 1 0 1 8 29 1 3 5
"Des Moines" "Pct 8C" 1855 909 910 1 2 1 7 9 1 5 10
"Des Moines" "Pct 9" 1603 818 749 1 1 0 5 20 1 5 3
"Des Moines" "Pct DM" 1035 274 746 1 0 0 1 11 1 1 0
"Des Moines" "Pct FM" 1501 582 893 0 1 2 2 17 0 2 2
"Des Moines" "Pct HJ" 780 223 542 1 2 0 0 12 0 0 0
"Des Moines" "Pct MY" 1641 479 1132 1 1 0 2 19 0 4 3
"Des Moines" "Pct PW" 448 95 344 0 1 0 1 7 0 0 0
"Des Moines" "Pct UNION" 488 172 306 0 1 0 1 4 0 1 3
"Des Moines" "Pct WB" 1511 761 716 2 1 0 2 22 2 3 2
Dickinson "Precinct No. 1" 812 217 583 0 2 0 0 8 0 1 1
Dickinson "Precinct No. 2" 713 217 493 0 1 0 0 2 0 0 0
Dickinson "Precinct No. 3" 657 224 431 0 0 0 0 1 0 0 1
Dickinson "Precinct No. 4 - NS Ballot #1" 260 80 174 0 0 2 0 3 1 0 0
Dickinson "Precinct No. 5" 1038 357 677 0 0 1 0 3 0 0 0
Dickinson "Precinct No. 6 - NS Ballot #1" 292 95 188 0 0 1 1 6 0 0 1
Dickinson "Precinct No. 7" 123 41 82 0 0 0 0 0 0 0 0
Dickinson "Precinct No. 8" 2140 644 1453 3 4 4 3 21 0 3 5
Dickinson "Precinct No. 9 - NS Ballot #1" 110 31 78 0 0 0 0 0 1 0 0
Dickinson "Precinct No. 10 - S Ballot #1" 536 185 349 0 0 0 0 2 0 0 0
Dickinson "Precinct No. 11" 685 260 419 0 0 0 0 6 0 0 0
Dickinson "Precinct No. 12" 604 178 419 0 0 0 0 6 0 0 1
Dickinson "Precinct No. 13 - S Ballot #1" 887 289 588 0 0 0 2 6 0 1 1
Dickinson "Precinct No. 14 - S Ballot #1" 635 232 391 0 1 0 2 8 0 1 0
Dickinson "Precinct No. 15" 1752 611 1113 4 0 0 0 20 0 0 4
Dubuque "1 Rockdale" 2176 1030 1099 0 2 0 4 31 1 4 5
Dubuque "2 Theisens" 2009 1102 878 1 0 1 2 15 0 2 8
Dubuque "3 ARC" 1152 609 518 0 0 0 3 14 1 3 4
Dubuque "4 EMA" 2299 1188 1064 1 1 1 8 24 0 4 8
Dubuque "5 Arbor Oaks" 1992 1099 861 0 2 1 7 20 0 0 2
Dubuque "6 Summit" 1711 848 830 1 3 0 4 18 0 4 3
Dubuque "7 St. Peter Lutheran" 2017 1126 844 0 2 0 5 28 2 3 7
Dubuque "8 Emmaus" 1168 608 529 1 2 0 0 16 0 3 9
Dubuque "9 Westminster" 1338 763 546 0 1 0 4 17 0 6 1
Dubuque "10 Westminster" 1744 978 718 2 1 0 6 23 2 5 9
Dubuque "11 UAW" 1482 754 700 0 1 0 2 19 0 3 3
Dubuque "12 Windsor" 1787 954 792 0 4 0 3 25 0 5 4
Dubuque "13 Moose Lodge" 1134 567 541 0 1 2 3 12 1 4 3
Dubuque "14 Sacred Heart" 894 499 355 1 5 1 5 12 1 11 4
Dubuque "15 Holy Trinity" 1458 785 638 0 3 1 2 20 0 5 4
Dubuque "16 Election Annex" 795 515 249 0 2 0 7 15 0 1 6
Dubuque "17 St. Johns" 766 471 259 1 0 1 8 20 0 4 2
Dubuque "18 Federal Building" 1116 761 322 3 0 0 5 15 0 3 7
Dubuque "19 YMCA" 1459 917 517 0 1 0 3 11 0 4 6
Dubuque "20 Fogarty Hall" 1769 1031 712 1 1 0 3 13 1 1 6
Dubuque "31 Asbury City Hall" 2055 1101 924 1 1 0 4 16 0 3 5
Dubuque "32 Meadows" 2561 1068 1438 3 4 1 7 31 0 6 3
Dubuque "33 Cascade" 1574 629 922 2 4 0 4 7 0 2 4
Dubuque "34 Peosta" 2671 1032 1604 3 1 0 3 22 0 6 0
Dubuque "35 Luxemburg" 1513 412 1084 0 1 0 2 11 0 0 3
Dubuque "36 Hope Church" 1810 718 1057 1 1 0 2 19 2 5 5
Dubuque "37 DYV Social Center" 704 244 445 0 1 1 1 6 0 3 3
Dubuque "38 DYV Social Center" 743 252 480 1 0 0 2 7 0 0 1
Dubuque "39 Beckman/Theisens" 1617 469 1122 1 2 1 1 17 0 2 2
Dubuque "40 Farley" 912 336 569 1 0 0 1 4 0 0 1
Dubuque "41 Epworth" 1682 639 1023 2 1 0 3 8 2 3 1
Dubuque "42 Sherrill" 1888 650 1205 2 3 1 2 11 1 5 8
Dubuque "43 Key West" 2136 828 1276 1 2 1 6 14 0 3 5
Dubuque "44 Bernard" 379 107 267 0 2 0 1 2 0 0 0
Dubuque "45 Swiss Valley" 1415 567 826 0 3 0 2 13 0 2 2
Emmet AG-IL-Armstrong 684 165 516 0 0 0 0 2 0 0 1
Emmet CN-SL-Gruver 234 51 179 0 0 0 2 0 1 0 1
Emmet DM-JC-Ringsted 321 76 238 1 0 0 0 6 0 0 0
Emmet EL-LN-Dolliver 209 49 157 0 1 0 1 1 0 0 0
Emmet Emmet-Estherville 344 67 275 2 0 0 0 0 0 0 0
Emmet "Estherville Ward 1" 684 220 453 0 1 0 2 8 0 0 0
Emmet "Estherville Ward 2" 574 204 361 0 0 0 1 4 0 3 1
Emmet "Estherville Ward 3" 586 250 330 0 0 0 1 5 0 0 0
Emmet "Estherville Ward 4" 471 182 275 0 3 1 4 4 0 2 0
Emmet "Estherville Ward 5" 405 160 239 0 0 0 0 5 0 1 0
Emmet HL-TM-Wallingford 341 96 242 0 0 0 1 1 1 0 0
Fayette "AUBURN TWP." 294 88 200 1 0 0 1 4 0 0 0
Fayette "BANKS-FREMONT TWP." 482 121 351 0 0 1 1 5 0 1 2
Fayette "BETHEL-WINDSOR TWP." 551 170 367 1 0 0 2 9 0 0 2
Fayette "CENTER TWP." 175 36 133 1 0 0 2 3 0 0 0
Fayette "CLERMONT TWP." 479 158 312 1 0 0 1 7 0 0 0
Fayette "DOVER TWP." 316 65 248 0 0 1 0 2 0 0 0
Fayette "EDEN TWP." 295 97 197 0 0 0 0 1 0 0 0
Fayette "FAIRBANK, INC." 226 91 134 0 0 0 0 0 0 1 0
Fayette "FAIRFIELD-PUTNAM TWP." 511 153 352 0 2 0 1 0 0 2 1
Fayette "HARLAN TWP." 423 152 264 0 3 0 0 2 0 2 0
Fayette "ILLYRIA TWP." 293 105 177 1 2 0 1 2 0 0 5
Fayette "JEFFERSON TWP." 318 126 188 0 0 0 0 3 0 0 1
Fayette "OELWEIN-WARD 1" 680 337 333 0 1 1 1 3 0 0 4
Fayette "OELWEIN-WARD 2" 583 304 261 1 0 1 0 12 0 2 2
Fayette "OELWEIN-WARD 3" 553 289 244 0 2 0 2 9 1 3 3
Fayette "OELWEIN-WARD 4" 852 418 419 0 1 0 1 8 0 2 3
Fayette "ORAN TWP." 279 89 185 0 1 0 0 3 0 0 1
Fayette "PLEASANT VALLEY TWP." 540 187 342 1 0 0 5 5 0 0 0
Fayette "SCOTT TWP." 133 36 95 0 0 0 0 2 0 0 0
Fayette "SMITHFIELD TWP." 135 30 105 0 0 0 0 0 0 0 0
Fayette "UNION TWP." 244 57 182 0 0 0 0 4 0 0 1
Fayette "WEST UNION-WARD 1" 455 195 251 2 0 0 2 4 0 1 0
Fayette "WEST UNION-WARD 2" 331 121 205 0 1 0 0 4 0 0 0
Fayette "WEST UNION-WARD 3" 418 151 257 0 0 0 5 5 0 0 0
Fayette "WESTFIELD TWP." 620 259 343 1 3 1 2 5 0 2 4
Floyd "CC1 - Courthouse" 1125 512 595 2 3 0 2 6 2 2 1
Floyd "CC2 - Messiah" 1284 608 656 1 1 3 3 10 0 1 1
Floyd "CC3 - Trinity" 1101 529 547 2 3 0 1 13 1 2 3
Floyd "Floyd - Cedar - Niles" 889 290 591 0 1 0 0 4 0 1 2
Floyd "Rock Grove - Rudd" 1207 458 727 0 1 0 1 11 2 5 2
Floyd "Rockford - Ulster" 855 270 572 0 0 0 2 6 0 1 4
Floyd "Scott - Union - Pleasant Grove" 549 178 360 2 1 0 1 6 0 0 1
Floyd "St. Charles - Riverton" 1022 327 684 0 2 0 0 7 1 0 1
Franklin "Geneva/Ingham/East Mott" 371 91 276 0 1 1 1 0 0 0 1
Franklin Grant/Osceola 330 75 254 0 0 0 0 1 0 0 0
Franklin Hamilton/Lee/Reeve 356 109 244 1 1 0 0 1 0 0 0
Franklin "Hampton 1" 357 149 201 0 0 0 0 6 0 1 0
Franklin "Hampton 2" 477 200 270 1 0 1 0 3 0 0 2
Franklin "Hampton 3" 556 225 319 1 2 0 1 5 0 0 3
Franklin "Hampton 4" 410 183 219 1 0 0 1 4 1 0 1
Franklin Marion 354 98 249 1 0 1 1 1 0 1 2
Franklin Oakland/Morgan 360 91 259 0 1 0 0 8 0 0 1
Franklin "Richland/Ross/West Fork" 1023 284 727 3 0 0 1 6 0 1 1
Franklin "West Mott Township" 254 66 184 0 1 0 0 3 0 0 0
Franklin Wisner/Scott 282 55 220 0 0 0 0 7 0 0 0
Fremont Farragut 745 231 492 0 1 0 4 11 0 1 5
Fremont Green/Riverside/Scott 1054 271 770 0 1 0 2 9 0 1 0
Fremont Hamburg/Washington 639 179 441 0 3 1 0 8 0 7 0
Fremont Riverton 274 61 211 0 0 0 0 2 0 0 0
Fremont Sidney 1145 338 797 0 0 1 0 7 0 1 1
Greene "Central Precinct" 703 213 481 0 2 3 0 3 0 1 0
Greene "East Precinct" 751 235 504 0 1 0 1 7 0 2 1
Greene "Jefferson 1 Precinct" 728 283 442 0 0 0 0 2 0 0 1
Greene "Jefferson 2 Precinct" 749 302 436 0 0 1 1 5 0 1 3
Greene "Jefferson 3 Precinct" 895 401 476 1 2 0 1 12 1 1 0
Greene "North Precinct" 645 186 450 2 0 0 1 6 0 0 0
Greene "West Precinct" 586 149 434 1 0 0 0 1 0 0 1
Grundy "PRECINCT 1" 972 301 653 0 2 1 2 7 4 0 2
Grundy "PRECINCT 2" 473 126 335 0 1 1 0 7 1 0 2
Grundy "PRECINCT 3" 907 173 716 0 1 0 2 11 0 2 2
Grundy "PRECINCT 4" 576 133 433 0 0 0 0 6 2 1 1
Grundy "PRECINCT 5" 1484 525 935 0 1 0 2 18 1 0 2
Grundy "PRECINCT 6" 1443 434 982 0 2 0 2 16 2 2 3
Grundy "PRECINCT 7" 1421 514 875 0 0 0 4 22 0 2 4
Guthrie Black 475 138 324 0 0 0 0 11 0 2 0
Guthrie Blue 1377 448 911 0 1 0 0 14 0 2 1
Guthrie Brown 583 180 393 0 0 0 0 5 0 2 3
Guthrie Gold 1217 400 791 0 1 0 3 18 0 3 1
Guthrie Green 686 207 468 1 1 0 0 7 1 1 0
Guthrie Purple 1353 463 863 0 2 0 4 16 0 2 3
Guthrie Red 384 88 290 0 0 0 0 6 0 0 0
Guthrie White 296 61 232 0 1 0 0 2 0 0 0
Hamilton "Precinct 1" 745 224 510 1 2 0 0 5 1 1 1
Hamilton "Precinct 2" 581 166 408 0 0 0 2 4 0 1 0
Hamilton "Precinct 3" 1153 332 795 0 1 0 1 13 2 2 7
Hamilton "Precinct 4" 1143 396 724 1 0 1 1 15 2 1 2
Hamilton "Precinct 5" 687 187 485 2 0 2 1 6 1 0 3
Hamilton "Webster City 1st" 1295 557 711 0 3 2 1 11 3 2 5
Hamilton "Webster City 2nd" 1511 635 854 3 0 0 1 11 0 1 6
Hamilton "Webster City 3rd" 828 346 469 0 0 0 0 6 2 3 2
Hancock "Precinct #1" 712 222 480 1 1 1 0 3 0 1 3
Hancock "Precinct #2" 227 74 148 0 1 0 1 2 0 1 0
Hancock "Precinct #3" 227 60 164 1 1 0 0 1 0 0 0
Hancock "Precinct #4" 1410 354 1034 2 2 1 2 13 0 1 1
Hancock "Precinct #5 - Garfield Twp" 188 42 142 1 0 0 0 2 0 0 1
Hancock "Precinct #6" 1926 572 1322 1 3 1 3 16 0 5 3
Hancock "Precinct #7" 527 118 398 1 1 1 1 3 0 2 2
Hancock "Precinct #8" 261 61 198 1 0 0 0 0 0 0 1
Hancock "Precinct #9" 501 128 368 0 0 0 0 5 0 0 0
Hancock "Precinct #10" 193 52 136 0 0 0 0 4 0 1 0
Hardin Alden/Buckeye 754 245 496 1 0 0 0 11 0 0 1
Hardin Eldora/Pleasant/Providence/Union 963 252 690 0 2 1 2 13 0 2 1
Hardin Concord/Sherman/Grant/Tipton 1396 386 989 0 0 0 3 12 1 2 3
Hardin "Eldora City" 1258 434 793 2 2 1 0 20 1 1 4
Hardin Etna/Clay 1255 387 850 1 3 0 3 9 0 1 1
Hardin Hardin/Ellis/Jackson 884 267 608 0 1 1 1 5 0 0 1
Hardin "Iowa Falls #1" 1012 448 543 0 0 0 1 14 0 4 2
Hardin "Iowa Falls #2" 1467 557 881 1 2 0 1 21 1 2 1
Harrison "Precinct 1 - Little Sioux" 157 62 93 0 1 0 0 1 0 0 0
Harrison "Precinct 2 - Pisgah" 356 76 273 0 1 0 1 2 0 1 2
Harrison "Precinct 3 - Dunlap" 802 259 526 0 1 2 1 7 0 3 3
Harrison "Precinct 4 - Mondamin" 397 122 258 0 2 0 1 11 0 3 0
Harrison "Precinct 5 - Magnolia" 676 161 507 0 0 0 0 7 0 1 0
Harrison "Precinct 6 - Boyer/Lincoln" 330 95 229 1 1 0 0 4 0 0 0
Harrison "Precinct 7 - Woodbine" 785 251 520 0 1 0 1 9 0 1 2
Harrison "Precinct 8 - Modale" 468 159 301 0 1 0 0 6 0 1 0
Harrison "Precinct 9 - Jefferson/LaGrange" 631 138 482 2 0 1 1 5 0 1 1
Harrison "Precinct 10 - Logan" 764 251 508 0 1 1 0 3 0 0 0
Harrison "Precinct 11 - St John" 786 248 519 1 0 1 1 13 1 2 0
Harrison "Precinct 12 - Missouri Valley" 1329 460 844 2 1 0 2 12 0 5 3
Harrison "Precinct 13 - Persia" 674 158 509 0 0 0 1 5 0 1 0
Henry "Central Precinct" 1630 462 1144 0 1 1 1 19 0 1 1
Henry "Venterans Hall Precinct" 3671 1428 2163 4 3 1 9 54 2 1 6
Henry "Northeast Precinct" 1000 310 672 1 0 2 2 9 0 1 3
Henry "Northwest Precinct" 1003 271 716 0 1 2 1 7 0 3 2
Henry "Southeast Precinct" 1848 613 1186 2 2 1 1 31 1 7 4
Henry "Southwest Precinct" 830 191 626 0 1 1 1 8 0 0 2
Howard Afton/Howard/Paris 801 260 532 0 3 0 1 3 0 2 0
Howard "Albion/Forest City" 515 177 334 0 1 1 0 1 0 1 0
Howard Cresco 2377 962 1384 1 0 1 5 13 0 6 5
Howard "New Oregon" 470 124 341 0 1 0 1 2 0 1 0
Howard Jamestown/Oakdale 380 115 258 0 0 0 2 3 0 1 1
Howard Saratoga/Howard/Ctr/Chest 415 134 278 0 1 0 1 1 0 0 0
Humboldt "Avery-North Weaver" 294 81 207 0 1 0 1 3 0 1 0
Humboldt "Dakota City-Grove" 604 168 427 0 1 0 0 4 0 3 1
Humboldt "Delana-Wacousta-North Rutland" 376 85 288 0 0 0 1 1 0 1 0
Humboldt "Humboldt-West Vernon" 340 58 274 0 0 0 0 8 0 0 0
Humboldt "Humboldt 1-Corinth-South Weaver" 1221 334 879 0 1 1 0 4 0 0 2
Humboldt "Humboldt 2-Beaver-South Norway" 989 307 672 1 0 0 0 5 0 2 2
Humboldt "Humboldt 3-South Rutland" 1106 316 775 1 1 0 2 10 0 0 1
Humboldt "North Lake-East Vernon" 226 56 168 0 2 0 0 0 0 0 0
Humboldt "South Lake-North Norway" 171 37 129 1 0 0 0 4 0 0 0
Ida "Ida Grove Ward 1" 354 107 245 0 0 0 0 2 0 0 0
Ida "Ida Grove Ward 2" 439 95 337 0 2 0 0 5 0 0 0
Ida "Ida Grove Ward 3" 447 123 323 0 0 0 0 1 0 0 0
Ida "City of Arthur" 439 72 366 0 0 0 0 1 0 0 0
Ida "City of Galva" 274 38 231 0 1 0 0 3 0 0 1
Ida "City of Holstein" 1009 299 694 0 3 0 1 9 1 1 1
Ida "City of Battle Creek & Grant Twp" 887 183 684 0 4 0 5 6 0 2 3
Iowa "Dayton/English I" 364 104 254 1 0 0 0 3 0 0 2
Iowa "English II" 612 234 369 0 0 0 0 4 2 2 1
Iowa Fillmore/Greene 814 299 499 0 1 0 0 11 0 4 0
Iowa "Hartford I/Sumner" 402 97 303 0 0 0 0 1 0 0 1
Iowa "Hartford II/Lincoln" 658 170 479 0 2 0 3 2 0 1 1
Iowa Hilton/Washington 798 281 499 0 1 0 0 9 0 2 6
Iowa "Honey Creek/Marengo Rural" 439 119 312 0 0 0 0 4 0 2 2
Iowa Lenox/Iowa 1680 694 959 2 2 0 2 15 1 0 5
Iowa "Marengo City" 1235 473 729 2 1 0 4 21 0 3 2
Iowa Pilot/Troy/York 822 225 586 2 1 0 0 6 0 0 2
Iowa Williamsburg 1918 851 1020 2 3 1 6 26 0 5 4
Jackson "Pct 1- Bellevue Community Center" 1835 746 1059 1 0 0 4 10 0 6 9
Jackson "Pct 2- St Donatus Parish Center" 695 218 472 0 1 0 0 4 0 0 0
Jackson "Pct 3- LaMotte Recreation Center" 633 197 426 0 0 1 2 5 0 2 0
Jackson "Pct 4- St Lawrence Community Center" 644 242 397 1 0 0 0 3 0 1 0
Jackson "Pct 5- Baldwin Fire Station" 429 134 291 0 0 1 0 3 0 0 0
Jackson "Pct 6- Andrew City Hall" 693 195 489 1 0 0 1 4 0 1 2
Jackson "Pct 7-Jackson County Fairgrounds" 990 339 639 1 0 1 2 3 3 1 1
Jackson "Pct 8- Springbrook City Hall" 427 142 281 0 0 0 0 3 0 1 0
Jackson "Pct 9- Preston Community Hall" 1068 267 790 4 1 0 0 4 0 2 0
Jackson "Pct 10- Miles City Hall" 436 125 307 0 0 0 1 3 0 0 0
Jackson "Pct 11- Sabula City Hall" 409 125 278 0 0 1 0 3 0 2 0
Jackson "Pct 12-Maquoketa 1st Ward" 522 236 277 2 0 0 1 3 0 3 0
Jackson "Pct 13-Maquoketa 2nd Ward" 462 205 239 1 2 1 2 6 1 4 1
Jackson "Pct 14-Maquoketa 3rd Ward" 502 213 278 1 3 0 0 5 0 1 1
Jackson "Pct 15-Maquoketa 4th Ward" 630 294 320 0 1 1 0 11 0 0 3
Jackson "Pct 16-Maquoketa 5th Ward" 760 351 397 0 1 0 0 9 0 2 0
Jasper CC/POW 1034 350 667 0 2 0 3 10 0 1 1
Jasper "CF 1" 339 160 169 2 0 0 0 7 0 1 0
Jasper "CF 2" 430 189 232 0 1 0 0 6 1 0 1
Jasper "CF 3" 343 135 202 0 0 2 0 2 0 2 0
Jasper DM 1376 448 890 0 2 2 1 26 0 6 1
Jasper EC/LG 1381 173 1193 1 3 0 1 8 0 1 1
Jasper FV 1430 470 936 1 1 0 2 17 0 3 0
Jasper HR 2105 676 1395 0 5 0 1 18 3 0 7
Jasper IMM 1286 440 831 0 0 0 1 11 0 1 2
Jasper MP/WS 775 240 524 1 2 0 0 3 2 1 2
Jasper "NT 1-1" 1019 497 509 0 1 0 4 4 0 2 2
Jasper "NT 1-2" 722 347 359 0 1 0 2 9 0 3 1
Jasper "NT 2-1" 1071 500 539 0 2 0 6 17 1 3 3
Jasper "NT 2-2" 939 453 470 1 1 0 1 9 0 0 4
Jasper "NT 3-1" 1136 559 552 1 2 1 2 12 0 2 5
Jasper "NT 3-2" 772 392 365 0 2 0 0 11 0 1 1
Jasper "NT 4-1" 1411 671 714 1 2 0 0 17 0 1 5
Jasper "NT 4-2" 748 390 345 2 2 0 3 3 0 1 2
Jasper NT/SH 1287 463 803 1 0 2 3 10 0 2 3
Jasper PA 580 184 389 0 0 0 0 7 0 0 0
Jefferson Blackhawk-Polk-Packwood 457 113 337 0 0 0 0 3 1 2 1
Jefferson Buchanan 376 133 235 0 0 0 1 7 0 0 0
Jefferson "Center-Cedar-Maharishi Vedic City" 1214 618 585 1 0 0 2 5 0 0 3
Jefferson "Des Moines-Liberty-Libertyville" 563 122 431 0 0 0 0 6 0 0 4
Jefferson "Fairfield 1st Ward" 1182 653 503 1 1 0 3 17 0 1 3
Jefferson "Fairfield 2nd Ward" 1160 882 239 0 0 0 13 12 1 4 9
Jefferson "Fairfield 3rd Ward." 645 295 335 1 0 0 2 4 0 5 3
Jefferson "Fairfield 4th Ward" 1035 671 336 0 0 0 8 13 1 4 2
Jefferson "Fairfield 5th Ward." 1075 542 510 1 3 1 1 10 0 4 3
Jefferson "Lockridge-R. Prairie-Walnut-Lockridge City-Coppock" 633 128 491 0 1 0 2 8 1 0 2
Jefferson "Locust Grove-Batavia" 386 100 274 1 1 0 0 9 0 0 1
Jefferson "Penn-Pleasant Plain" 233 62 167 0 1 0 0 1 0 0 2
Johnson BG 1331 637 671 0 2 1 1 13 0 2 4
Johnson CE 402 191 208 0 0 0 0 2 0 0 1
Johnson CC/TF 2780 1663 1050 0 2 0 5 48 0 4 8
Johnson CV01 2225 1737 418 1 2 1 12 37 0 4 13
Johnson CV02 1859 1306 515 0 1 0 3 22 0 1 11
Johnson CV03 1205 849 335 0 0 0 1 14 1 1 4
Johnson CV04 1256 959 269 1 3 0 2 13 0 3 6
Johnson CV05 1333 1037 267 2 0 0 6 14 0 3 4
Johnson CV06 2120 1526 557 0 2 0 1 18 1 3 12
Johnson CV07 1757 1320 409 0 1 0 2 22 0 0 3
Johnson FR/LN/LT 1118 503 579 1 1 0 5 22 1 3 3
Johnson GR 330 208 118 0 0 0 0 4 0 0 0
Johnson HD 370 178 185 0 1 0 0 5 0 0 1
Johnson HS 516 296 203 0 0 1 2 11 0 2 1
Johnson IC01 2088 1622 432 0 3 0 5 17 0 6 3
Johnson IC02 1775 1397 342 0 1 0 4 20 0 7 4
Johnson IC03 824 588 216 1 0 0 5 8 0 6 0
Johnson IC04 1690 1409 243 0 0 0 5 20 0 6 7
Johnson IC05 954 721 216 0 0 1 4 6 0 4 2
Johnson IC06 1936 1506 384 0 3 0 9 19 1 8 6
Johnson IC07 1660 1312 330 0 0 0 1 14 0 1 2
Johnson IC08 1991 1466 485 0 2 0 4 22 0 1 11
Johnson IC09 1625 1290 293 0 1 0 9 20 1 5 6
Johnson IC10/ELSW 1464 1063 370 1 4 2 2 11 0 3 8
Johnson IC11 1975 1439 494 0 0 0 5 26 0 4 7
Johnson IC12/ELSE 1716 1302 373 0 0 1 10 25 2 2 1
Johnson IC13 1328 1052 239 0 0 0 3 21 0 10 3
Johnson IC14 1446 1224 184 0 2 0 7 23 0 4 2
Johnson IC15 1335 1049 266 0 0 0 0 14 1 2 3
