COUNTY AREA TOTAL DEM REP DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
COUNTY AREA TOTAL Biden Trump DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
Johnson IC16 1754 1458 277 0 2 0 4 6 0 3 4
Johnson IC17 1908 1664 209 3 1 1 8 12 0 4 6
Johnson IC18 1782 1598 154 0 0 0 11 13 0 2 4
Johnson IC19 1137 894 205 0 0 0 11 20 0 3 4
Johnson IC20 1451 1130 291 0 1 0 6 12 0 4 7
Johnson IC21 1505 1251 221 0 0 0 7 19 0 1 6
Johnson IC22 1332 1087 224 1 1 0 3 11 0 3 2
Johnson IC23 2178 1751 391 0 0 0 10 16 0 1 9
Johnson IC24 2730 1987 683 3 4 0 4 23 1 5 20
Johnson JE/SH 1774 813 940 0 1 0 2 9 0 5 4
Johnson JW/MN/SW 1612 791 786 1 1 1 5 19 0 4 4
Johnson LB/PV 428 226 195 1 1 0 0 1 0 3 1
Johnson NP 1692 1009 665 0 3 1 2 9 0 0 3
Johnson NL01 1702 1124 540 0 2 0 5 20 0 5 6
Johnson NL02 1601 1027 534 1 3 0 1 25 0 5 5
Johnson NL03 2426 1569 795 0 2 3 3 37 2 5 10
Johnson NL04 1433 993 407 0 2 0 4 18 1 1 7
Johnson NL05 1378 964 386 0 1 1 3 19 0 1 3
Johnson NL06/MD/CCN 2934 1806 1055 2 0 0 1 57 1 1 11
Johnson OX 919 455 437 0 1 1 1 14 2 4 4
Johnson PN/ELN 2146 1440 673 0 0 1 2 20 1 3 6
Johnson SC/WB 1028 670 335 1 0 0 3 18 0 1 0
Johnson SN 385 147 233 0 0 0 0 3 0 1 1
Johnson SO 1670 858 772 0 0 2 1 29 0 3 5
Johnson UN 486 274 209 0 0 0 0 2 0 0 1
Johnson UH 803 650 133 0 1 0 0 9 0 5 5
Johnson WS 551 220 312 2 1 0 1 9 0 0 6
Johnson WL 697 471 212 0 3 1 2 3 2 2 1
Jones "ANN-ANAMOSA NORTH/CASS" 1198 490 674 1 1 0 3 23 1 5 0
Jones "ANS-ANAMOSA SOUTH/JACKSON" 1715 798 878 1 3 2 3 22 0 2 6
Jones "CGLW-CASTLE GRV/LOV/WAYN" 1306 438 847 0 3 0 2 9 0 1 6
Jones FV-FAIRVIEW 1322 491 806 3 2 1 1 14 0 3 1
Jones GF-GREENFIELD 429 161 260 0 0 0 0 8 0 0 0
Jones "MN1-MONTICELLO 1" 492 192 290 0 0 0 3 5 0 1 1
Jones "MN2-MONTICELLO 2" 595 252 339 0 1 0 0 2 0 0 1
Jones "MN3-MONTICELLO 3" 429 185 232 0 0 0 2 6 0 1 3
Jones "MN4-MONTICELLO 4" 495 232 258 0 0 0 1 4 0 0 0
Jones OX-OXFORD 361 125 230 0 0 1 0 3 0 1 1
Jones RLWS-RICHLAND/WASHINGTON 739 229 501 0 1 0 0 6 0 2 0
Jones ROHA-ROME/HALE 766 281 465 1 1 1 0 12 0 2 3
Jones "SGMC-SC GRV/MADISON/CLAY" 700 205 489 0 0 0 0 1 1 2 2
Jones WY-WYOMING 442 134 303 1 0 0 0 3 1 0 0
Keokuk ADAMS 238 59 173 0 0 0 0 6 0 0 0
Keokuk "BENTON/STEADY RUN" 661 140 512 0 1 0 0 7 0 1 0
Keokuk "ENGLISH RIVER/LIBERTY" 468 147 309 0 1 0 0 8 0 1 2
Keokuk JACKSON 253 49 203 0 1 0 0 0 0 0 0
Keokuk "LAFAYETTE/CLEAR CREEK" 806 237 557 1 1 1 0 4 1 0 4
Keokuk "EAST/WEST LANCASTER" 184 42 140 1 0 0 0 1 0 0 0
Keokuk PRAIRIE 178 38 139 0 0 0 0 1 0 0 0
Keokuk RICHLAND 446 99 340 3 1 0 0 3 0 0 0
Keokuk "SIGOURNEY/PLANK/VAN BUREN" 439 87 347 1 0 0 0 3 0 1 0
Keokuk "SIGOURNEY 1ST WARD" 260 88 168 0 0 0 0 3 1 0 0
Keokuk "SIGOURNEY 2ND WARD" 274 84 180 0 1 0 2 5 0 0 2
Keokuk "SIGOURNEY 3RD WARD" 228 82 140 0 1 0 0 2 0 1 2
Keokuk "SIGOURNEY 4TH WARD" 277 99 170 1 2 1 0 2 0 2 0
Keokuk WARREN 202 51 149 0 0 0 0 2 0 0 0
Keokuk "WHAT CHEER/WASHINGTON" 389 112 270 0 1 0 0 4 0 0 2
Kossuth "EG, GT, HS, SW" 641 135 498 1 2 0 0 4 0 1 0
Kossuth "HB, LY, LN, SF" 489 111 370 1 1 1 0 4 0 0 1
Kossuth "GW, SN" 193 34 158 0 0 0 1 0 0 0 0
Kossuth "GM, RM" 609 159 445 1 0 0 1 3 0 0 0
Kossuth "BT, FT, UN" 794 248 533 0 0 1 1 7 0 2 2
Kossuth "BF, PT" 526 135 380 0 0 0 0 9 0 2 0
Kossuth LC 115 25 89 0 0 0 0 1 0 0 0
Kossuth UN 83 31 52 0 0 0 0 0 0 0 0
Kossuth PC 188 46 141 0 0 0 0 1 0 0 0
Kossuth "IV, PC" 101 30 71 0 0 0 0 0 0 0 0
Kossuth "PR, WL" 451 107 337 0 1 0 0 2 2 1 1
Kossuth "GF, WM" 579 127 445 0 0 0 1 6 0 0 0
Kossuth "CR, IV, RV" 646 176 466 0 0 0 0 2 0 1 1
Kossuth "LV, SM" 294 59 230 0 1 0 0 2 0 0 2
Kossuth "CR 1" 36 4 31 0 0 0 0 0 0 1 0
Kossuth "CR 2" 210 68 139 0 0 0 1 0 0 1 1
Kossuth AL1 870 304 554 0 1 0 2 7 0 1 1
Kossuth AL2 823 330 486 1 1 0 1 3 0 1 0
Kossuth AL3 770 322 439 0 1 0 1 4 0 2 1
Kossuth AL4 672 245 411 0 2 0 1 6 2 2 3
Lee "MCALEER HALL- FM1" 552 257 277 0 0 0 2 13 1 1 1
Lee "MCALEER HALL-FM2" 888 401 453 0 2 1 2 24 3 1 1
Lee "FT MADISON PUBLIC LIBRARY" 952 475 441 1 1 2 3 20 2 5 2
Lee "ROLING HALL" 1038 479 521 1 4 2 7 15 4 4 1
Lee "FM CHRISTIAN CHURCH" 1118 583 511 0 0 0 4 16 1 1 2
Lee "HERITAGE CENTER-KE1" 533 230 282 0 1 1 3 14 0 1 1
Lee "HERITAGE CENTER" 434 210 215 0 2 0 1 4 0 1 1
Lee "HERITAGE CENTER-KE3" 609 290 302 0 3 0 2 7 0 4 1
Lee "EVANGELICAL FREE CHURCH" 523 211 295 0 3 0 2 8 3 1 0
Lee "FIRST CHRISTIAN CHURCH-KE5" 785 319 450 0 2 0 1 5 1 5 2
Lee "FIRST CHRISTIAN CHURCH-KE6" 602 281 303 1 2 2 2 8 1 1 1
Lee "FIRST CHRISTIAN CHURCH-KE7" 820 350 454 0 1 0 0 8 1 2 4
Lee "DO FIRE STATION -CH/DM/VB" 998 254 722 0 2 0 0 18 0 2 0
Lee "DO FIRE STATION" 1440 417 999 1 2 0 0 17 0 2 2
Lee "JACKSON TWP FIRE STATION-JK" 908 281 611 0 1 0 0 6 3 2 4
Lee "LEE COUNTY CONSERVATION CTR-JF" 547 187 354 0 1 0 1 4 0 0 0
Lee "MO FIRE STATION" 955 321 606 0 2 0 1 21 1 1 2
Lee "WP LEGION HALL" 1718 579 1107 2 2 0 2 19 2 1 4
Lee "GRACE BIBLE CHURCH" 1314 416 870 2 0 1 1 13 2 3 6
Linn "Cedar Rapids 01" 1782 933 814 0 0 1 5 22 0 1 6
Linn "Cedar Rapids 02" 1380 799 529 0 7 0 4 27 0 5 9
Linn "Cedar Rapids 03" 1656 969 647 1 3 0 3 27 1 2 3
Linn "Cedar Rapids 04" 1414 767 615 1 0 0 4 21 0 3 3
Linn "Cedar Rapids 05" 1772 1093 631 0 1 0 4 33 2 2 6
Linn "Cedar Rapids 06" 1858 1054 747 0 3 1 4 37 0 3 9
Linn "Cedar Rapids 07" 1066 677 358 1 1 0 3 20 0 2 4
Linn "Cedar Rapids 08" 1318 744 528 0 4 0 6 26 0 3 7
Linn "Cedar Rapids 09" 1221 740 441 0 0 0 3 27 1 3 6
Linn "Cedar Rapids 10" 1914 1112 763 0 2 1 4 29 0 3 0
Linn "Cedar Rapids 11" 2173 1053 1074 0 0 0 4 31 2 0 9
Linn "Cedar Rapids 12" 2327 1328 953 4 2 0 6 24 0 2 8
Linn "Cedar Rapids 13" 1656 1008 597 2 2 1 6 33 0 1 6
Linn "Cedar Rapids 14" 1616 1003 570 1 3 1 4 26 1 4 3
Linn "Cedar Rapids 15" 1175 790 358 0 1 0 3 14 0 5 4
Linn "Cedar Rapids 16" 1537 1077 424 0 3 0 9 18 0 3 3
Linn "Cedar Rapids 17" 1342 954 334 3 4 0 5 30 2 8 2
Linn "Cedar Rapids 18" 1207 710 463 1 0 0 3 19 1 4 6
Linn "Cedar Rapids 19" 1933 1137 746 0 0 1 6 37 0 3 3
Linn "Cedar Rapids 20" 2086 1136 895 0 0 0 5 39 2 5 4
Linn "Cedar Rapids 21" 1746 1081 598 1 0 0 13 37 1 10 5
Linn "Cedar Rapids 22" 723 530 166 0 0 2 9 7 1 4 4
Linn "Cedar Rapids 23" 1247 909 304 0 0 0 8 14 1 3 8
Linn "Cedar Rapids 24" 1873 1226 614 0 0 1 4 18 0 2 8
Linn "Cedar Rapids 25" 2426 1486 879 0 2 1 5 40 0 7 6
Linn "Cedar Rapids 26" 1980 1418 518 0 2 0 3 28 0 3 8
Linn "Cedar Rapids 27" 1334 835 459 0 0 0 4 33 0 2 1
Linn "Cedar Rapids 28" 1776 1056 658 0 2 2 6 36 3 6 7
Linn "Cedar Rapids 29" 1565 996 544 0 0 0 1 16 0 7 1
Linn "Cedar Rapids 30" 1697 1009 639 1 1 0 4 28 0 4 11
Linn "Cedar Rapids 31" 2312 1270 988 3 0 0 4 33 0 4 10
Linn "Cedar Rapids 32" 1360 866 461 1 1 0 1 22 1 2 5
Linn "Cedar Rapids 33" 1623 1026 529 0 4 0 14 37 0 7 6
Linn "Cedar Rapids 34" 1672 1127 492 1 1 0 8 29 0 11 3
Linn "Cedar Rapids 35" 1347 970 336 1 1 0 3 29 0 4 3
Linn "Cedar Rapids 36" 1907 1162 700 0 0 1 10 26 0 7 1
Linn "Cedar Rapids 37" 1729 1031 649 1 3 0 5 31 0 5 4
Linn "Cedar Rapids 38" 1390 826 530 2 0 0 5 18 0 8 1
Linn "Cedar Rapids 39" 2233 1332 841 3 1 1 9 37 0 3 6
Linn "Cedar Rapids 40" 1324 763 543 0 1 0 3 11 0 1 2
Linn "Cedar Rapids 41" 2196 1279 878 1 1 2 3 22 0 7 3
Linn "Cedar Rapids 42" 1698 884 785 0 1 2 1 18 0 1 6
Linn "Cedar Rapids 43" 1263 751 482 0 0 0 2 22 2 1 3
Linn "Cedar Rapids 44" 872 502 338 1 1 1 4 19 0 3 3
Linn Fairfax 1836 902 892 1 1 1 1 28 0 4 6
Linn "Hiawatha 01" 1890 990 847 3 3 0 5 27 0 3 12
Linn "Hiawatha 02" 1149 654 455 1 1 1 2 25 3 5 2
Linn "Hiawatha 03" 737 384 341 0 0 0 2 6 0 2 2
Linn "Hiawatha 04" 223 102 118 0 1 0 1 1 0 0 0
Linn Robins 2398 1042 1306 1 2 0 4 36 0 5 2
Linn "Marion 01" 1277 769 481 0 1 0 1 21 1 2 1
Linn "Marion 02" 998 539 429 0 1 0 3 18 0 1 7
Linn "Marion 03" 1472 838 601 0 2 0 6 20 0 2 3
Linn "Marion 04" 1135 641 469 1 0 1 2 16 0 1 4
Linn "Marion 05" 2491 1366 1079 0 0 0 5 33 0 3 5
Linn "Marion 06" 2096 1112 923 1 5 0 4 36 0 5 10
Linn "Marion 07" 1949 1029 873 1 2 0 4 27 0 6 7
Linn "Marion 08" 1934 1054 823 2 2 0 9 31 1 4 8
Linn "Marion 09" 1771 903 815 0 0 0 3 40 1 2 7
Linn "Marion 10" 1344 772 539 2 3 0 6 15 1 3 3
Linn "Marion 11" 2301 1099 1148 0 6 0 4 30 1 2 11
Linn "Marion 12" 1221 634 563 1 0 1 1 20 0 0 1
Linn "Marion 13" 2129 1154 925 1 1 2 2 35 0 6 3
Linn "Marion 14" 1785 884 859 0 2 2 2 25 0 2 9
Linn "Mount Vernon North" 1002 672 311 0 1 0 1 15 0 0 2
Linn "Mount Vernon South" 1441 974 422 0 2 1 5 26 1 4 6
Linn "Bertram Township" 2346 1098 1190 2 3 0 4 32 2 3 12
Linn "Boulder Township" 304 123 177 0 1 0 1 2 0 0 0
Linn "Brown Township" 1278 485 757 0 3 1 4 26 0 1 1
Linn "Buffalo Township" 332 129 193 0 0 0 0 9 0 1 0
Linn "Clinton Township" 480 213 254 0 1 0 0 12 0 0 0
Linn "College Township" 406 196 205 0 0 0 0 4 0 1 0
Linn "Fairfax Township" 925 386 523 0 0 1 0 13 0 1 1
Linn "Fayette Township" 998 397 573 0 2 0 1 24 0 1 0
Linn "Franklin Township" 1838 927 872 0 1 0 1 24 0 5 8
Linn "Grant Township" 753 306 436 0 1 0 1 9 0 0 0
Linn "Jackson Township" 829 348 462 0 1 0 3 14 0 1 0
Linn "Linn Township" 550 215 318 0 2 0 1 9 0 1 4
Linn "Maine Township" 1093 433 639 1 0 0 0 14 0 3 3
Linn "Marion Township" 938 352 564 0 1 1 1 16 0 1 2
Linn "Monroe TWP 01" 1350 485 840 0 2 0 3 16 2 1 1
Linn "Monroe TWP 02" 1333 525 780 0 1 0 2 16 1 3 5
Linn "Otter Creek Township" 977 333 628 0 0 1 2 11 0 1 1
Linn "Putnam Township" 1862 940 879 0 2 0 3 30 1 2 5
Linn "Spring Grove Township" 475 172 288 0 1 0 2 9 0 1 2
Linn "Washington Township" 2086 878 1149 0 1 2 3 43 0 2 8
Louisa "Columbus Junction" 668 337 311 0 0 0 1 10 1 6 2
Louisa "Grandview Port Louisa" 1054 321 717 3 1 0 0 12 0 0 0
Louisa "Morning Sun Marshall" 727 178 529 0 2 1 2 15 0 0 0
Louisa "Southeast Louisa" 1680 502 1153 0 0 1 2 16 2 3 1
Louisa "West Louisa" 1203 388 790 0 2 1 0 14 2 3 3
Lucas "Chariton City Hall" 1027 330 676 0 1 0 3 13 1 1 2
Lucas "Chariton Community Center" 1072 315 745 0 0 1 2 8 0 0 1
Lucas "L.C. Extension Office" 351 96 252 1 0 0 0 1 0 1 0
Lucas Lucas 575 138 433 0 1 0 0 2 0 0 1
Lucas "Pin Oak Marsh" 513 127 383 0 0 0 0 2 0 0 1
Lucas "Russell-City of Russell-Cedar and Washington Townships" 503 124 371 0 3 1 0 1 1 1 1
Lucas Williamson 589 154 427 0 0 1 1 3 0 1 2
Lyon "George Community Center" 1343 162 1163 0 1 0 2 12 0 3 0
Lyon "Doon City Hall" 952 54 887 0 2 0 0 6 0 1 2
Lyon "Inwood Community Center" 638 108 523 0 0 0 0 6 0 0 1
Lyon "Larchwood City Hall" 790 232 544 0 1 0 1 8 0 2 2
Lyon "Lester Community Center" 500 87 409 0 0 0 0 1 0 2 1
Lyon "Little Rock Town and Country Building" 407 43 360 0 0 0 0 1 0 2 1
Lyon "Forster Community Building N" 910 142 755 0 0 0 1 10 0 0 2
Lyon "Forster Community Building S" 1323 239 1066 1 0 0 2 12 0 1 2
Madison "Grand River - Monroe - Webster - City of Macksburg" 495 116 375 0 1 0 1 1 0 0 1
Madison "Jackson - Douglas - Lincoln" 870 258 591 1 0 2 2 10 2 3 1
Madison "Jefferson - Lee" 1068 337 715 1 1 0 0 12 0 1 1
Madison "Penn - Madison" 1296 420 849 1 0 0 4 18 0 0 4
Madison Union-Crawford-Scott 1450 434 988 2 2 0 3 18 0 2 1
Madison South 929 276 637 0 2 0 1 9 0 1 3
Madison "Walnut - Ohio" 795 183 582 1 0 0 0 28 1 0 0
Madison "Winterset 1" 1533 569 935 0 0 0 1 19 1 2 6
Madison "Winterset 2" 1388 541 835 1 0 0 0 9 1 0 1
Mahaska "AD / MN / PG / UN" 594 91 493 0 1 0 1 7 0 0 1
Mahaska "BO / ST" 719 101 605 0 0 0 0 8 0 0 5
Mahaska "CE / HA / WO" 1096 207 875 2 1 1 0 4 2 1 3
Mahaska "E-W DM / JF" 413 76 331 0 1 0 0 4 0 0 1
Mahaska "GF / LN / MD" 1119 186 917 1 0 0 0 13 1 1 0
Mahaska "Oskaloosa 1st Ward" 1057 356 673 1 1 1 1 18 0 5 1
Mahaska "Oskaloosa 2nd Ward" 1342 424 885 0 0 0 2 27 0 2 2
Mahaska "Oskaloosa 3rd Ward/ Univ Park" 1681 507 1140 2 3 0 3 19 0 3 4
Mahaska "OS4 / LN" 1441 527 875 1 2 0 4 23 0 6 3
Mahaska "PR / RL" 1218 243 963 1 0 0 2 7 0 0 2
Mahaska "SP / KE" 724 176 540 0 1 0 0 4 1 1 1
Marion Clay 550 127 415 0 0 0 0 4 0 4 0
Marion Dallas 838 311 519 0 1 0 1 6 0 0 0
Marion "Indiana Twp" 398 124 268 0 1 0 1 4 0 0 0
Marion "Knoxville One" 868 326 528 1 1 0 1 10 0 1 0
Marion "Knoxville Two" 909 378 505 0 1 0 1 18 0 2 4
Marion "Knoxville Three" 1193 498 671 1 2 1 2 13 1 0 4
Marion "Knoxville Four" 772 331 426 0 0 0 1 8 0 4 2
Marion "Knoxville Twp" 1805 555 1211 1 2 3 0 20 0 2 11
Marion Liberty 472 122 344 0 0 0 0 6 0 0 0
Marion "Lake Prairie Twp" 1520 330 1164 2 2 0 0 12 1 3 6
Marion Otley 1350 363 957 0 1 0 3 20 1 1 4
Marion "Pella One" 1547 480 1024 0 2 1 5 21 1 3 10
Marion "Pella Two" 1626 498 1087 1 1 0 5 22 0 6 6
Marion "Pella Three" 1852 537 1280 1 5 0 0 20 0 1 8
Marion "Pella Four" 1159 401 731 0 1 1 1 17 1 3 3
Marion Pleasantville 2073 711 1320 2 4 0 3 32 0 0 1
Marion "Washington Twp" 300 86 213 1 0 0 0 0 0 0 0
Marshall BANGOR/LISCOMB 447 137 301 2 1 0 0 5 0 1 0
Marshall EDEN/LOGAN 984 321 644 0 2 0 2 14 0 1 0
Marshall "GREEN CASTLE" 556 171 365 0 0 1 2 14 1 2 0
Marshall JEFFERSON 481 161 311 0 0 0 1 5 0 1 2
Marshall LEGRAND 867 300 545 1 0 0 1 17 0 1 2
Marshall LIBERTY/MINERVA 402 110 290 0 0 0 0 1 0 1 0
Marshall MARIETTA/WASHINGTON 464 125 330 0 0 0 0 8 0 0 1
Marshall MARION/VIENNA 717 247 455 0 1 0 1 11 0 1 1
Marshall "1-1 PUBLIC LIBRARY" 627 438 181 0 0 0 1 5 1 1 0
Marshall "1-2 PUBLIC LIBRARY" 827 500 302 2 1 1 3 8 1 5 4
Marshall "2-1 IVH MALLOY HALL" 1226 697 491 4 2 1 4 21 0 4 2
Marshall "2-2 IVH MALLOY HALL" 1733 862 824 2 2 0 4 26 1 8 4
Marshall "3-1 FISHER COMMUNITY CENTER" 1537 760 753 2 0 3 1 12 0 4 2
Marshall "3-2 FISHER COMMUNITY CENTER" 1999 1002 954 1 2 0 4 23 1 5 7
Marshall "4-1 REDEEMER LUTHERAN CHURCH" 1269 706 535 0 5 1 0 14 1 5 2
Marshall "4-2 REDEEMER LUTHERAN CHURCH" 1554 776 743 2 2 0 6 14 0 4 7
Marshall "STATE CENTER" 1109 383 707 0 3 1 1 7 0 4 3
Marshall TAYLOR 657 266 385 0 1 0 0 5 0 0 0
Marshall "Timber Creek Township" 680 214 455 1 0 0 0 6 1 1 2
Mills "Deer Creek/White Cloud/Indian Creek" 192 48 142 0 0 0 0 2 0 0 0
Mills "Emerson/Hastings/Indian Creek" 455 95 351 0 0 0 0 8 0 1 0
Mills "Glenwood Ward 1" 698 256 419 1 2 0 1 11 0 3 5
Mills "Glenwood Ward 2" 785 285 477 1 0 0 2 15 0 2 3
Mills "Glenwood Ward 3" 989 360 609 0 0 0 3 11 0 0 6
Mills "Glenwood Township" 871 269 585 1 0 0 0 13 0 1 2
Mills Henderson/Anderson 256 71 181 0 0 0 0 2 0 2 0
Mills M/T/C/R/SC 1513 439 1043 1 4 1 2 15 0 4 4
Mills "Oak/St. Mary" 1813 514 1266 0 1 0 4 16 0 2 10
Mills "Pacific Junction/Lyons/Plattville" 377 81 286 3 0 1 0 5 0 1 0
Mills "Silver City/Ingraham" 319 90 226 0 0 0 0 2 0 0 1
Mitchell "Our Savior's Lutheran Church" 701 246 444 0 0 0 3 7 1 0 0
Mitchell "Osage Public Library" 448 186 253 0 1 1 1 6 0 0 0
Mitchell "Mitchell County Courthouse" 1207 418 768 1 1 1 2 15 0 0 1
Mitchell "Osage City Hall" 470 213 247 1 1 2 0 4 0 1 1
Mitchell "Riceville City Hall" 901 299 592 0 0 0 0 8 0 2 0
Mitchell "Stacyville Public Library" 576 183 386 0 0 0 2 3 0 0 2
Mitchell "South Square" 1519 508 987 1 3 0 1 13 0 3 3
Monona Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin 439 131 304 1 1 0 0 1 0 0 1
Monona Castana-Center-Jordan 216 61 150 0 0 0 0 2 1 2 0
Monona Cooper-Maple-Mapleton 856 256 584 1 0 0 1 6 1 1 6
Monona "Fairview-Grant-Lake-Rodney-Whiting-W Fork" 738 173 552 0 1 0 0 9 0 1 2
Monona "Moorhead-Soldier-Solider City-Spring Valley-Willow" 441 135 300 1 1 0 1 3 0 0 0
Monona "Onawa Ward 1" 305 101 199 0 0 0 0 3 0 1 1
Monona "Onawa Ward 2- NE Franklin" 421 146 268 0 0 0 0 4 1 0 2
Monona "Onawa Ward 3" 406 138 261 0 1 0 0 6 0 0 0
Monona "Onawa Ward 4" 322 95 225 0 0 0 0 1 0 0 1
Monona "Sherman-SE Franklin-Blencoe-Sioux" 302 91 207 0 0 0 0 0 0 3 1
Monona "St. Clair-Ute" 282 80 198 0 1 0 1 1 0 1 0
Monroe "No. 1 - Albia First Ward" 518 169 343 0 0 0 0 6 0 0 0
Monroe "No. 2 - Albia Second Ward" 436 119 314 0 0 0 0 1 0 1 1
Monroe "No. 3 - Albia Third Ward" 373 133 236 1 0 0 0 3 0 0 0
Monroe "No. 4 - Albia Fourth Ward" 447 146 293 0 0 0 1 2 0 3 2
Monroe "No. 5 - Courthouse (PL,GL,TR,MT,UR,MN)" 1319 276 1037 1 0 1 0 3 0 1 0
Monroe "No. 6 - Lovilia Comm Center (LV Cty,BC,CE,UN Twps)" 643 138 499 0 0 0 2 4 0 0 0
Monroe "No. 7 - St. Patrick's Church (ML Cty,FR,JK,WY)" 352 97 253 0 0 0 0 2 0 0 0
Montgomery "#1 Gold Fair Building" 982 327 635 0 3 0 1 14 0 0 2
Montgomery "#2 Red Oak Fire Station" 932 333 581 0 1 0 1 11 0 3 2
Montgomery "#3 First Christian Church" 1096 364 711 2 1 1 2 10 1 2 2
Montgomery "#4 Elliott Community Building" 534 107 420 0 0 0 1 5 0 1 0
Montgomery "#5 Grant Fire Station" 306 83 217 0 1 0 0 5 0 0 0
Montgomery "#6 Stanton Fire Station" 692 152 534 0 1 0 0 3 1 0 1
Montgomery "#7 Villisca Community Building" 785 217 561 1 2 0 1 2 0 1 0
Muscatine "Muscatine First" 1441 719 695 0 1 0 3 14 1 1 7
Muscatine "Muscatine Second" 1035 510 500 0 1 1 2 16 0 4 1
Muscatine "Muscatine Third" 886 495 366 2 0 0 2 16 0 2 3
Muscatine "Muscatine Fourth" 779 439 318 0 0 0 1 16 0 3 2
Muscatine "Muscatine Fifth" 755 387 344 0 0 0 3 18 0 2 1
Muscatine "Muscatine Sixth" 1452 704 708 0 0 0 5 29 0 2 4
Muscatine "Muscatine Seventh" 904 429 456 0 0 0 1 16 0 1 1
Muscatine "Muscatine Eighth" 792 310 454 2 1 1 1 19 1 3 0
Muscatine "Muscatine Ninth" 1062 551 478 0 3 1 7 20 0 2 0
Muscatine "Muscatine Tenth" 1211 596 579 1 3 0 5 22 1 1 3
Muscatine Bloomington 1589 598 969 0 2 0 2 8 1 2 7
Muscatine "Fruitland One" 775 237 523 0 1 0 2 8 1 3 0
Muscatine "Fruitland Two/Lake" 584 227 344 0 0 1 1 10 0 0 1
Muscatine Fulton/Montpelier 974 302 658 0 1 0 2 7 0 2 2
Muscatine Goshen 292 114 167 0 0 0 0 11 0 0 0
Muscatine Orono 215 79 130 0 0 0 3 2 0 1 0
Muscatine Pike 450 157 279 0 1 1 2 6 1 2 1
Muscatine Seventy-Six/Cedar 380 147 227 0 1 0 0 4 1 0 0
Muscatine Sweetland 1018 347 652 2 1 3 1 9 0 1 2
Muscatine "West Liberty1/Wapsie" 1253 745 492 1 1 0 3 7 1 1 2
Muscatine "West Liberty 2" 641 459 166 0 2 1 1 8 0 1 3
Muscatine "Wilton City" 1495 623 838 0 2 0 4 23 1 2 2
Muscatine Wilton/Moscow 688 197 480 0 0 0 6 4 0 1 0
O'Brien Carroll-Floyd 419 66 344 2 0 0 0 4 0 0 3
O'Brien Franklin 838 128 700 0 0 0 1 9 0 0 0
O'Brien Hartley-Lincoln-Omega 1162 279 858 0 2 1 1 18 0 1 2
O'Brien "Sheldon 1st Ward" 1064 205 848 0 0 1 0 6 1 1 2
O'Brien "Sheldon 2nd Ward" 799 174 612 2 0 1 1 7 1 0 1
O'Brien "Sheldon 3rd Ward" 716 135 571 0 1 0 2 7 0 0 0
O'Brien Summit-Center-Dale-Highland 882 211 653 1 3 0 0 9 0 5 0
O'Brien Union-Baker-Caledonia 949 206 737 1 0 0 0 4 0 1 0
O'Brien Waterman-Grant-Liberty 722 165 538 0 1 1 1 13 0 1 2
Osceola "Ashton Precinct" 427 49 375 0 0 0 0 1 0 2 0
Osceola "Harris Precinct" 182 29 149 0 0 0 0 2 0 0 2
Osceola "May City Precinct" 183 39 144 0 0 0 0 0 0 0 0
Osceola "Melvin Precinct" 268 44 222 0 0 0 0 2 0 0 0
Osceola "Ocheyedan Precinct" 324 66 257 0 0 0 0 1 0 0 0
Osceola "Osceola 1 Precinct" 555 99 445 1 1 1 1 5 0 0 2
Osceola "Osceola 2 Precinct" 650 130 511 0 0 1 2 5 0 1 0
Osceola "Osceola 3 Precinct" 739 145 587 0 1 0 1 2 0 2 1
Page "Clarinda 1" 795 236 548 3 1 0 0 6 0 1 0
Page "Clarinda 2" 1381 416 943 2 2 0 5 11 1 1 0
Page "Page County Courthouse" 1477 276 1176 1 0 0 1 20 0 1 2
Page "Essex City Hall" 632 141 487 1 0 0 0 2 0 1 0
Page "Shenandoah 1" 573 174 377 1 0 0 3 15 0 1 2
Page "Shenandoah 2" 850 296 537 0 2 0 0 9 0 3 3
Page "Shenandoah 3" 955 328 612 0 1 0 1 8 0 3 2
Page "Shenandoah Fire Station" 865 219 639 0 1 0 0 5 0 1 0
"Palo Alto" "Emmetsburg Ward 1" 505 181 315 0 0 0 2 6 0 1 0
"Palo Alto" "Emmetsburg Ward 2" 454 198 249 0 0 0 2 4 0 1 0
"Palo Alto" "EM Ward 3/SL/pt.HL&WL&EM" 972 336 620 0 1 0 0 12 0 0 3
"Palo Alto" EMWard4/FV/FF/FR/IN/VN/ptEM 996 297 686 0 1 0 1 6 1 2 2
"Palo Alto" "GR/RV/LI/pt. HL&WL" 965 312 642 0 0 1 1 8 0 0 1
"Palo Alto" WB/EL/RL/BO/GO/NV 1066 195 858 0 1 0 2 7 0 1 2
Plymouth "Akron Public Library" 907 228 665 2 0 0 0 7 0 2 3
Plymouth "American Bank" 515 75 436 0 1 1 0 2 0 0 0
Plymouth "Courthouse Annex" 558 93 458 0 0 0 0 4 0 0 3
Plymouth "Brunsville Legion Club" 858 141 708 0 1 0 0 5 0 3 0
Plymouth "Remsen Public Library" 1321 252 1058 2 0 1 0 2 0 5 1
Plymouth "Westfield Community Center" 419 105 305 0 1 2 1 4 1 0 0
