COUNTY AREA TOTAL DEM REP LMN IND Writein
COUNTY AREA TOTAL Smith Housley Wellington Trooien Writein
Carver Hamburg 247 69 161 10 7 0
Carver "Hancock Twp" 176 50 123 2 1 0
Carver "Hollywood Twp" 544 155 376 10 3 0
Carver "Laketown Twp" 983 329 624 25 5 0
Carver Mayer 932 266 616 39 10 1
Carver "New Germany" 171 39 127 5 0 0
Carver "Norwood Young America" 1594 550 954 71 18 1
Carver "San Francisco Twp" 498 171 313 9 5 0
Carver Shorewood 0 0 0 0 0 0
Carver "Victoria P-1" 994 395 568 22 8 1
Carver "Victoria P-2" 1794 790 944 48 11 1
Carver "Victoria P-3" 2445 948 1442 48 6 1
Carver "Waconia W-1" 2630 1106 1408 101 13 2
Carver "Waconia W-2" 3429 1478 1779 136 35 1
Carver "Waconia Twp" 682 203 454 19 6 0
Carver Watertown 1935 692 1159 67 17 0
Carver "Watertown Twp" 699 225 458 13 1 2
Carver "Young America Twp" 392 102 284 4 2 0
Cass "Ansel Twp" 32 7 23 2 0 0
Cass Backus 69 37 28 4 0 0
Cass "Barclay Twp" 240 77 153 6 4 0
Cass "Becker Twp" 192 45 138 7 2 0
Cass Bena 31 24 5 1 1 0
Cass "Beulah Twp" 41 16 24 1 0 0
Cass "Birch Lake Twp" 341 117 215 9 0 0
Cass "Blind Lake Twp" 37 13 20 3 1 0
Cass "Boy Lake Twp" 65 28 35 0 2 0
Cass "Boy River" 4 4 0 0 0 0
Cass "Boy River Twp" 31 12 18 1 0 0
Cass "Bull Moose Twp" 42 15 26 0 1 0
Cass "Bungo Twp" 82 16 62 2 2 0
Cass "Byron Twp" 62 23 37 2 0 0
Cass "Cass Lake" 239 160 37 39 3 0
Cass "Chickamaw Beach" 63 31 31 1 0 0
Cass "Crooked Lake Twp" 344 151 176 13 3 1
Cass "Deerfield Twp" 63 22 38 2 1 0
Cass "East Gull Lake" 625 199 416 9 1 0
Cass "Fairview Twp" 480 136 331 9 4 0
Cass "Federal Dam" 43 24 15 4 0 0
Cass "Gould Twp" 84 38 44 0 2 0
Cass Hackensack 149 68 69 10 2 0
Cass "Hardwood South" 26 7 19 0 0 0
Cass "Hiram Twp" 228 100 125 2 1 0
Cass "Home Brook Twp" 103 29 69 5 0 0
Cass "Inguadona Twp" 97 32 62 2 1 0
Cass "Kego Twp" 312 118 180 11 3 0
Cass "Lake Shore" 701 211 461 23 6 0
Cass "Leech Lake Twp" 225 78 135 9 3 0
Cass "Lima Twp" 37 17 19 1 0 0
Cass Longville 98 27 69 1 1 0
Cass "Loon Lake Twp" 272 95 162 12 2 1
Cass "McKinley Twp" 51 19 31 0 1 0
Cass "Maple Twp" 169 48 115 3 3 0
Cass "May Twp" 399 74 314 8 3 0
Cass "Meadow Brook Twp" 79 17 58 4 0 0
Cass "Moose Lake Twp" 60 13 42 3 2 0
Cass Motley 3 0 3 0 0 0
Cass "Otter Tail Peninsula Twp" 43 15 25 3 0 0
Cass "Pike Bay Twp" 551 370 115 63 3 0
Cass Pillager 171 56 102 10 3 0
Cass "Pine Lake Twp" 140 57 74 5 4 0
Cass "Pine River" 282 103 164 12 3 0
Cass "Pine River Twp" 504 145 342 12 5 0
Cass "Ponto Lake Twp" 335 141 185 5 4 0
Cass "Poplar Twp" 50 7 40 2 1 0
Cass "Powers Twp" 405 149 239 13 4 0
Cass Remer 112 46 60 6 0 0
Cass "Remer Twp" 83 31 46 4 2 0
Cass "Rogers Point" 0 0 0 0 0 0
Cass "Rogers Twp" 54 19 33 1 1 0
Cass "Salem Twp P-1" 51 10 40 1 0 0
Cass "Salem Twp P-2" 0 0 0 0 0 0
Cass "Shingobee Twp P-1" 812 339 448 22 3 0
Cass "Shingobee Twp P-2" 51 38 8 5 0 0
Cass "Slater Twp" 101 43 55 3 0 0
Cass "Smoky Hollow Twp" 40 13 27 0 0 0
Cass "Sucker Lakes" 9 7 2 0 0 0
Cass "Sylvan Twp" 1242 448 741 44 9 0
Cass "Thunder Lake Twp" 175 58 112 4 1 0
Cass "Torrey Twp" 68 25 41 1 1 0
Cass "Trelipe Twp" 108 37 66 4 1 0
Cass "Turtle Lake Twp" 376 152 215 9 0 0
Cass "Wabedo Twp" 265 111 150 4 0 0
Cass Wahnena 81 18 60 3 0 0
Cass "Walden Twp" 171 58 105 6 2 0
Cass Walker 469 212 236 13 7 1
Cass "Wilkinson Twp" 173 102 54 15 2 0
Cass "Willow River" 21 13 8 0 0 0
Cass "Wilson Twp" 253 64 174 13 2 0
Cass "Winnie Portage Lakes" 104 36 61 6 1 0
Cass "Woodrow Twp" 471 209 248 7 6 1
Chippewa "Big Bend Twp" 149 87 55 5 2 0
Chippewa "Clara City" 610 219 357 30 4 0
Chippewa "Crate Twp" 104 50 46 5 3 0
Chippewa "Grace Twp" 59 18 40 1 0 0
Chippewa "Granite Falls W-2" 412 211 183 13 4 1
Chippewa "Granite Falls Twp P-1" 116 40 72 2 2 0
Chippewa "Granite Falls Twp P-2" 0 0 0 0 0 0
Chippewa "Havelock Twp" 89 41 43 3 2 0
Chippewa "Kragero Twp" 78 44 32 2 0 0
Chippewa "Leenthrop Twp" 144 46 93 5 0 0
Chippewa "Lone Tree Twp" 100 29 65 2 4 0
Chippewa "Louriston Twp" 72 21 51 0 0 0
Chippewa "Mandt Twp" 74 34 36 4 0 0
Chippewa Maynard 146 65 65 13 3 0
Chippewa Milan 120 66 47 7 0 0
Chippewa "Montevideo P-1" 1069 486 504 58 20 1
Chippewa "Montevideo P-2" 1028 466 497 56 9 0
Chippewa Raymond 0 0 0 0 0 0
Chippewa "Rheiderland Twp" 130 23 102 1 4 0
Chippewa "Rosewood Twp" 177 36 133 6 2 0
Chippewa "Sparta Twp" 405 165 225 10 5 0
Chippewa "Stoneham Twp" 124 40 76 4 4 0
Chippewa "Tunsberg Twp" 116 49 61 6 0 0
Chippewa Watson 84 36 42 4 2 0
Chippewa "Woods Twp" 97 17 75 1 4 0
Chisago "Amador Twp" 433 169 257 7 0 0
Chisago "Center City" 347 189 142 13 3 0
Chisago "Chisago City" 2621 1069 1449 79 24 0
Chisago "Chisago Lake Twp P-N" 1211 505 649 43 14 0
Chisago "Chisago Lake Twp P-S" 1345 529 751 53 12 0
Chisago "Fish Lake Twp" 1108 384 666 44 14 0
Chisago "Franconia Twp" 885 375 470 31 9 0
Chisago Harris 524 201 289 30 4 0
Chisago "Lent Twp" 1559 498 974 78 9 0
Chisago Lindstrom 2311 989 1207 96 17 2
Chisago "Nessel Twp" 1035 343 652 32 8 0
Chisago "North Branch P-B" 1156 414 644 85 13 0
Chisago "North Branch P-C" 1721 673 932 102 14 0
Chisago "North Branch P-A" 1242 427 747 52 16 0
Chisago "Rush City" 800 321 399 71 8 1
Chisago "Rushseba Twp" 407 130 250 23 4 0
Chisago Shafer 411 152 227 32 0 0
Chisago "Shafer Twp P-A" 535 182 313 27 13 0
Chisago "Shafer Twp P-B" 31 10 21 0 0 0
Chisago Stacy 608 208 348 42 10 0
Chisago "Sunrise Twp" 975 334 592 35 14 0
Chisago "Taylors Falls" 485 236 216 28 5 0
Chisago Wyoming 4006 1498 2292 182 31 3
Clay "Alliance Twp" 102 48 51 3 0 0
Clay "Barnesville W-1" 452 235 196 17 3 1
Clay "Barnesville W-2" 343 164 155 21 3 0
Clay "Barnesville W-3" 387 174 185 24 4 0
Clay "Barnesville Twp" 85 33 43 5 4 0
Clay Comstock 42 20 20 2 0 0
Clay "Cromwell Twp" 185 85 94 4 2 0
Clay Dilworth 1672 900 664 97 11 0
Clay "Eglon Twp" 308 131 173 4 0 0
Clay "Elkton Twp" 152 79 71 2 0 0
Clay "Elmwood Twp" 195 80 106 8 1 0
Clay Felton 73 37 33 3 0 0
Clay "Felton Twp" 41 14 27 0 0 0
Clay "Flowing Twp" 40 20 20 0 0 0
Clay Georgetown 22 12 9 1 0 0
Clay "Georgetown Twp" 61 36 23 2 0 0
Clay Glyndon 446 231 191 21 3 0
Clay "Glyndon Twp" 151 56 90 5 0 0
Clay "Goose Prairie Twp" 87 44 36 6 1 0
Clay "Hagen Twp" 61 25 33 3 0 0
Clay Hawley 829 396 385 41 6 1
Clay "Hawley Twp" 206 100 100 5 1 0
Clay "Highland Grove Twp" 113 54 55 3 1 0
Clay Hitterdal 88 54 27 5 2 0
Clay "Holy Cross Twp" 65 23 39 2 1 0
Clay "Humboldt Twp" 145 62 78 2 3 0
Clay "Keene Twp" 47 29 18 0 0 0
Clay "Kragnes Twp" 136 50 85 1 0 0
Clay "Kurtz Twp" 123 51 68 2 2 0
Clay "Moland Twp" 138 55 77 6 0 0
Clay "Moorhead W-1 P-1A" 1670 922 637 92 18 1
Clay "Moorhead W-1 P-1B" 680 305 353 19 3 0
Clay "Moorhead W-1 P-2" 1461 959 373 112 15 2
Clay "Moorhead W-2 P-3" 1145 642 451 46 5 1
Clay "Moorhead W-2 P-4" 1818 1045 652 104 16 1
Clay "Moorhead W-2 P-5A" 220 154 39 22 5 0
Clay "Moorhead W-2 P-5B" 463 310 119 29 4 1
Clay "Moorhead W-3 P-6A" 211 152 47 10 2 0
Clay "Moorhead W-3 P-6B" 1225 828 333 51 13 0
Clay "Moorhead W-3 P-7" 970 599 321 45 5 0
Clay "Moorhead W-3 P-8" 1698 856 790 48 4 0
Clay "Moorhead W-4 P-9" 751 457 264 26 4 0
Clay "Moorhead W-4 P-10" 608 353 218 32 5 0
Clay "Moorhead W-4 P-11" 1298 742 481 70 5 0
Clay "Moorhead W-4 P-12" 1468 815 588 52 13 0
Clay "Moorhead Twp P-1" 84 40 37 5 0 2
Clay "Moorhead Twp P-2" 2 0 2 0 0 0
Clay "Morken Twp" 93 40 50 1 2 0
Clay "Oakport Twp" 218 69 140 8 1 0
Clay "Parke Twp" 281 131 145 3 2 0
Clay "Riverton Twp" 206 86 112 7 1 0
Clay Sabin 212 92 108 11 1 0
Clay "Skree Twp" 102 47 48 5 1 1
Clay "Spring Prairie Twp" 111 54 55 2 0 0
Clay "Tansem Twp" 133 67 63 3 0 0
Clay Ulen 171 103 61 3 4 0
Clay "Ulen Twp" 65 25 39 1 0 0
Clay "Viding Twp" 52 28 24 0 0 0
Clearwater Bagley 421 164 235 18 4 0
Clearwater "Bear Creek Twp" 66 21 41 4 0 0
Clearwater Clearbrook 205 69 128 6 2 0
Clearwater "Clover Twp" 45 12 31 2 0 0
Clearwater "Copley Twp" 378 110 256 12 0 0
Clearwater "Dudley Twp" 138 44 89 5 0 0
Clearwater "Eddy Twp" 148 39 105 2 2 0
Clearwater "Falk Twp" 88 25 57 6 0 0
Clearwater Gonvick 123 45 70 7 1 0
Clearwater "Greenwood Twp" 28 9 18 1 0 0
Clearwater "Hangaard Twp" 2 0 2 0 0 0
Clearwater "Red Lake Reservation" 6 3 3 0 0 0
Clearwater "Holst Twp" 166 52 113 0 1 0
Clearwater "Itasca Twp" 71 31 37 3 0 0
Clearwater "La Prairie Twp" 101 60 24 16 1 0
Clearwater "Leon Twp" 168 42 124 2 0 0
Clearwater Leonard 17 8 8 1 0 0
Clearwater "Minerva Twp" 117 29 79 9 0 0
Clearwater "Moose Creek Twp" 123 49 73 1 0 0
Clearwater "Nora Twp" 195 55 131 7 2 0
Clearwater "Pine Lake Twp" 165 59 99 5 2 0
Clearwater "Popple Twp" 237 88 138 7 3 1
Clearwater "Rice Twp" 63 19 41 2 1 0
Clearwater Shevlin 47 14 28 5 0 0
Clearwater "Shevlin Twp" 189 54 133 1 1 0
Clearwater "Sinclair Twp" 85 23 62 0 0 0
Clearwater "Winsor Twp" 43 20 22 1 0 0
Clearwater "South Clearwater 143-36" 2 0 2 0 0 0
Clearwater "Long Lost Lake Twp" 34 15 19 0 0 0
Cook "Colvill P-3" 180 122 50 7 1 0
Cook "Grand Marais East P-5" 392 258 108 24 1 1
Cook "Grand Marais West P-6" 358 250 91 15 0 2
Cook "Grand Portage P-1" 148 103 35 6 4 0
Cook "Hovland P-2" 232 126 93 8 5 0
Cook "Cascade P-7" 349 219 119 11 0 0
Cook "Lutsen Twp P-10" 321 205 102 11 3 0
Cook "Gunflint Trail P-8" 315 190 112 8 5 0
Cook "Schroeder Twp P-12" 109 63 44 2 0 0
Cook "Tofte Twp P-11" 136 94 42 0 0 0
Cook "Croftville P-4" 139 88 45 4 2 0
Cook "Pike Lake P-9" 103 68 28 5 2 0
Cook "Maple Hill P-8A" 422 238 165 16 2 1
Cottonwood "Amboy Twp" 79 21 56 0 1 1
Cottonwood "Amo Twp" 68 21 46 1 0 0
Cottonwood "Ann Twp" 94 47 46 1 0 0
Cottonwood "Bingham Lake" 58 25 30 3 0 0
Cottonwood "Carson Twp" 143 36 104 2 1 0
Cottonwood Comfrey 7 3 3 1 0 0
Cottonwood "Dale Twp" 82 45 36 1 0 0
Cottonwood "Delton Twp" 53 9 42 1 1 0
Cottonwood "Germantown Twp P-1" 55 12 42 1 0 0
Cottonwood "Germantown Twp P-2" 42 8 33 0 1 0
Cottonwood "Great Bend Twp" 186 87 87 8 4 0
Cottonwood "Highwater Twp" 91 25 64 2 0 0
Cottonwood Jeffers 118 52 57 6 2 1
Cottonwood "Lakeside Twp" 138 41 96 0 1 0
Cottonwood "Midway Twp" 139 34 104 1 0 0
Cottonwood "Mountain Lake" 773 253 471 38 10 1
Cottonwood "Mountain Lake Twp" 106 17 88 0 1 0
Cottonwood "Rosehill Twp" 71 25 46 0 0 0
Cottonwood "Selma Twp" 93 30 62 0 1 0
Cottonwood "Southbrook Twp" 37 11 25 0 1 0
Cottonwood "Springfield Twp" 67 29 32 3 3 0
Cottonwood Storden 111 40 63 6 2 0
Cottonwood "Storden Twp" 99 20 76 2 1 0
Cottonwood Westbrook 321 144 158 12 7 0
Cottonwood "Westbrook Twp" 124 48 75 1 0 0
Cottonwood "Windom W-1 P-1" 452 183 246 16 7 0
Cottonwood "Windom W-1 P-2" 612 278 311 16 7 0
Cottonwood "Windom W-2 P-1" 376 166 186 21 3 0
Cottonwood "Windom W-2 P-2" 398 177 197 21 3 0
"Crow Wing" "Baxter P-1 East" 1558 645 850 48 15 0
"Crow Wing" "Baxter P-1 West" 937 399 497 28 13 0
"Crow Wing" "Baxter P-2 East" 918 376 504 27 10 1
"Crow Wing" "Baxter P-2 West" 806 337 445 17 7 0
"Crow Wing" "Bay Lake Twp" 592 227 346 16 2 1
"Crow Wing" "Brainerd W-1 P-1" 505 221 215 58 11 0
"Crow Wing" "Brainerd W-1 P-2" 908 381 494 28 5 0
"Crow Wing" "Brainerd W-2 P-1" 631 275 324 25 5 2
"Crow Wing" "Brainerd W-2 P-2" 534 284 203 35 11 1
"Crow Wing" "Brainerd W-3 P-1" 483 226 201 47 9 0
"Crow Wing" "Brainerd W-3 P-2" 652 282 313 48 9 0
"Crow Wing" "Brainerd W-3 P-3" 6 4 2 0 0 0
"Crow Wing" "Brainerd W-4 P-1" 601 256 270 69 6 0
"Crow Wing" "Brainerd W-4 P-2" 440 179 215 38 8 0
"Crow Wing" "Breezy Point" 1407 451 891 57 7 1
"Crow Wing" "Center Twp" 528 190 326 11 1 0
"Crow Wing" "Crosby P-1" 589 271 275 38 5 0
"Crow Wing" "Crosby P-2" 380 169 171 36 4 0
"Crow Wing" "Crosslake P-1" 816 259 529 21 7 0
"Crow Wing" "Crosslake P-2" 634 241 369 18 6 0
"Crow Wing" "Crow Wing Twp P-1" 911 270 573 51 17 0
"Crow Wing" "Crow Wing Twp P-2" 3 0 3 0 0 0
"Crow Wing" Cuyuna 140 61 71 8 0 0
"Crow Wing" "Daggett Brook Twp" 254 69 168 9 8 0
"Crow Wing" "White Precinct" 798 262 502 26 8 0
"Crow Wing" "Dean Lake Prec" 54 16 37 1 0 0
"Crow Wing" Deerwood 184 72 101 6 4 1
"Crow Wing" "Deerwood Twp" 800 320 458 15 7 0
"Crow Wing" Emily 496 150 329 12 4 1
"Crow Wing" "Fairfield Twp" 192 79 109 3 1 0
"Crow Wing" "Fifty Lakes" 324 103 208 10 3 0
"Crow Wing" "Fort Ripley" 35 11 24 0 0 0
"Crow Wing" "Fort Ripley Twp" 481 145 313 16 7 0
"Crow Wing" "Gail Lake Twp" 40 7 30 1 2 0
"Crow Wing" Garrison 79 33 37 9 0 0
"Crow Wing" "Garrison Twp" 470 189 269 9 3 0
"Crow Wing" "Ideal Twp" 732 230 493 7 2 0
"Crow Wing" "Irondale Twp" 595 185 385 21 4 0
"Crow Wing" Riverton 41 15 25 1 0 0
"Crow Wing" Ironton 237 104 113 18 2 0
"Crow Wing" Jenkins 148 48 91 8 1 0
"Crow Wing" "Jenkins Twp" 244 62 174 4 4 0
"Crow Wing" "Blue Precinct" 1185 410 728 31 14 2
"Crow Wing" "Lake Edward Twp" 1246 416 783 37 10 0
"Crow Wing" "Little Pine Twp" 31 16 14 1 0 0
"Crow Wing" "Long Lake Twp" 544 207 317 17 3 0
"Crow Wing" "Manhattan Beach" 47 8 36 3 0 0
"Crow Wing" "Maple Grove Twp" 374 119 233 18 4 0
"Crow Wing" "Mission Twp" 487 163 307 13 4 0
"Crow Wing" Nisswa 1214 440 741 24 9 0
"Crow Wing" "Nokay Lake Twp" 416 158 230 23 4 1
"Crow Wing" "Oak Lawn Twp" 811 297 471 30 12 1
"Crow Wing" "Pelican Twp" 285 79 200 5 1 0
"Crow Wing" "Pequot Lakes" 1058 365 623 56 13 1
"Crow Wing" "Perry Lake Twp" 137 42 90 4 1 0
"Crow Wing" "Platte Lake Twp" 120 25 93 2 0 0
"Crow Wing" "Rabbit Lake Twp" 186 71 104 9 2 0
"Crow Wing" "Roosevelt Twp" 279 107 166 5 1 0
"Crow Wing" "Ross Lake Twp" 123 61 58 0 4 0
"Crow Wing" "Saint Mathias Twp" 284 91 181 9 3 0
"Crow Wing" "Timothy Twp" 87 26 57 4 0 0
"Crow Wing" Trommald 42 17 16 8 1 0
"Crow Wing" "Wolford Twp" 210 87 116 5 2 0
"Crow Wing" "Red Precinct" 940 339 577 20 4 0
Dakota "Apple Valley P-1" 1406 723 618 47 17 1
Dakota "Apple Valley P-2" 1403 783 557 51 12 0
Dakota "Apple Valley P-3" 1299 724 507 57 9 2
Dakota "Apple Valley P-4" 1625 939 628 42 16 0
Dakota "Apple Valley P-5A" 1583 857 689 27 10 0
Dakota "Apple Valley P-5B" 2319 1210 1010 78 19 2
Dakota "Apple Valley P-6" 1018 566 403 37 12 0
Dakota "Apple Valley P-7" 1868 1060 703 93 12 0
Dakota "Apple Valley P-8" 1894 1063 765 46 19 1
Dakota "Apple Valley P-9" 1828 940 843 33 11 1
Dakota "Apple Valley P-10" 1690 954 669 45 22 0
Dakota "Apple Valley P-11" 1797 968 766 53 9 1
Dakota "Apple Valley P-12" 2073 1168 827 56 21 1
Dakota "Apple Valley P-13" 2085 1200 817 59 9 0
Dakota "Apple Valley P-14" 1860 1129 645 64 21 1
Dakota "Apple Valley P-15" 1272 788 410 62 10 2
Dakota "Burnsville P-1" 1968 1072 820 61 14 1
Dakota "Burnsville P-2" 1444 841 509 76 17 1
Dakota "Burnsville P-3" 1408 809 529 62 8 0
Dakota "Burnsville P-4" 1880 1061 725 85 9 0
Dakota "Burnsville P-5" 1125 780 284 48 13 0
Dakota "Burnsville P-6" 1729 1002 621 81 24 1
Dakota "Burnsville P-7" 1549 829 654 48 15 3
Dakota "Burnsville P-8" 2446 1327 1014 85 19 1
Dakota "Burnsville P-9" 1250 636 563 43 7 1
Dakota "Burnsville P-10" 1811 1004 737 60 10 0
Dakota "Burnsville P-11" 1666 860 720 68 17 1
Dakota "Burnsville P-12" 1359 825 485 42 6 1
Dakota "Burnsville P-13" 1808 1086 623 75 23 1
Dakota "Burnsville P-14" 1739 981 663 74 20 1
Dakota "Burnsville P-15" 1987 1086 831 51 18 1
Dakota "Burnsville P-16" 1695 867 746 63 19 0
Dakota "Burnsville P-17" 1318 715 526 60 17 0
Dakota "Castle Rock Twp" 699 235 426 27 11 0
Dakota Coates 69 25 41 2 1 0
Dakota "Douglas Twp" 382 120 249 9 4 0
Dakota "Eagan P-1" 675 382 266 22 5 0
Dakota "Eagan P-2" 2140 1308 711 100 21 0
Dakota "Eagan P-3" 1745 1015 666 45 19 0
Dakota "Eagan P-4" 2022 1241 689 71 21 0
Dakota "Eagan P-5A" 2263 1333 833 74 23 0
Dakota "Eagan P-5B" 1792 1044 668 61 19 0
Dakota "Eagan P-6A" 1588 1006 512 57 12 1
Dakota "Eagan P-6B" 2316 1371 887 39 19 0
Dakota "Eagan P-7" 2380 1415 906 40 18 1
Dakota "Eagan P-8" 2228 1270 892 37 28 1
Dakota "Eagan P-9A" 2129 1257 769 84 19 0
Dakota "Eagan P-9B" 974 552 395 21 6 0
Dakota "Eagan P-10" 1281 790 426 46 18 1
Dakota "Eagan P-11" 1208 693 461 37 17 0
Dakota "Eagan P-12" 1102 668 391 32 11 0
Dakota "Eagan P-13" 2108 1265 766 53 24 0
Dakota "Eagan P-14" 1561 869 636 36 19 1
Dakota "Eagan P-15" 1499 881 579 28 11 0
Dakota "Eagan P-16" 2227 1235 929 43 20 0
Dakota "Eagan P-17" 1645 937 662 33 12 1
Dakota "Empire Twp" 1401 556 777 47 21 0
Dakota "Eureka Twp" 814 283 503 18 10 0
Dakota "Farmington P-1" 790 357 368 52 13 0
Dakota "Farmington P-2" 1874 861 872 111 27 3
Dakota "Farmington P-3" 1487 646 772 52 17 0
Dakota "Farmington P-4" 2225 919 1216 68 21 1
Dakota "Farmington P-5" 1797 796 901 76 23 1
Dakota "Farmington P-6" 1447 633 752 51 10 1
Dakota "Greenvale Twp" 451 172 259 10 10 0
Dakota Hampton 259 100 144 11 4 0
Dakota "Hampton Twp" 485 177 293 8 7 0
Dakota "Hastings W-1 P-2" 1173 547 526 77 22 1
Dakota "Hastings W-1 P-3" 1185 519 584 64 18 0
Dakota "Hastings W-2 P-1" 1089 532 489 52 15 1
Dakota "Hastings W-2 P-2" 1304 633 599 59 13 0
Dakota "Hastings W-3 P-1" 1360 690 616 44 10 0
Dakota "Hastings W-3 P-2" 1306 650 585 47 22 2
Dakota "Hastings W-4 P-1" 1574 665 857 38 14 0
Dakota "Hastings W-4 P-2" 1238 606 558 59 14 1
Dakota "Inver Grove Heights P-1" 1897 935 895 46 20 1
Dakota "Inver Grove Heights P-2" 1680 799 818 48 15 0
Dakota "Inver Grove Heights P-3" 2040 924 1037 57 21 1
Dakota "Inver Grove Heights P-4" 2102 1133 862 79 27 1
Dakota "Inver Grove Heights P-5" 1870 1026 774 46 23 1
Dakota "Inver Grove Heights P-6" 1587 856 620 89 22 0
Dakota "Inver Grove Heights P-7" 1495 726 651 88 27 3
Dakota "Inver Grove Heights P-8" 1741 959 694 66 22 0
Dakota "Inver Grove Heights P-9" 1131 746 295 75 15 0
Dakota "Inver Grove Heights P-10" 1487 875 528 67 15 2
Dakota "Lakeville P-1" 1689 789 790 89 20 1
Dakota "Lakeville P-2" 2636 1151 1420 55 9 1
Dakota "Lakeville P-3" 1552 659 829 47 16 1
Dakota "Lakeville P-4" 1671 773 848 33 17 0
Dakota "Lakeville P-5" 1645 730 848 51 16 0
Dakota "Lakeville P-6" 1523 608 864 44 5 2
Dakota "Lakeville P-7" 1620 652 914 40 14 0
Dakota "Lakeville P-8" 1478 629 800 38 11 0
Dakota "Lakeville P-9" 1631 723 865 33 8 2
Dakota "Lakeville P-10" 1718 739 931 38 10 0
Dakota "Lakeville P-11" 1985 889 1029 53 14 0
Dakota "Lakeville P-12" 1766 803 895 53 15 0
Dakota "Lakeville P-13" 1808 836 902 56 14 0
Dakota "Lakeville P-14" 1664 821 769 54 20 0
Dakota "Lakeville P-15" 1655 781 747 100 27 0
Dakota "Lakeville P-16" 2891 1390 1410 73 18 0
Dakota "Lakeville P-17" 1908 925 884 81 17 1
Dakota Lilydale 709 415 275 3 16 0
Dakota "Marshan Twp" 618 234 362 17 5 0
Dakota Mendota 102 58 33 9 2 0
Dakota "Mendota Heights P-1" 1722 1030 650 27 14 1
Dakota "Mendota Heights P-2" 1526 792 707 15 12 0
Dakota "Mendota Heights P-3" 1708 1008 654 26 18 2
Dakota "Mendota Heights P-4" 1266 749 477 25 14 1
Dakota "Mendota Heights P-5" 1429 809 591 24 5 0
Dakota Miesville 66 29 33 4 0 0
Dakota "New Trier" 31 10 18 3 0 0
Dakota "Nininger Twp" 486 189 271 12 14 0
Dakota "Northfield W-3 P-2" 763 523 232 7 1 0
Dakota Randolph 225 82 127 14 0 2
Dakota "Randolph Twp" 401 144 245 7 5 0
Dakota "Ravenna Twp" 1212 533 626 32 20 1
Dakota "Rosemount P-1" 2381 1237 1075 41 28 0
Dakota "Rosemount P-2" 1907 924 913 52 18 0
Dakota "Rosemount P-3" 2026 962 1000 51 13 0
Dakota "Rosemount P-4" 1235 657 509 56 12 1
Dakota "Rosemount P-5" 1187 588 553 43 3 0
Dakota "Rosemount P-6" 1263 658 553 40 11 1
Dakota "Rosemount P-7" 2065 1119 868 64 14 0
Dakota "Sciota Twp" 256 92 150 10 4 0
Dakota "South Saint Paul P-1" 2055 1205 687 134 24 5
Dakota "South Saint Paul P-2" 1283 733 476 55 19 0
Dakota "South Saint Paul P-3" 2340 1260 906 137 32 5
Dakota "South Saint Paul P-4" 533 338 152 36 7 0
Dakota "South Saint Paul P-5" 2613 1473 936 175 26 3
Dakota "Sunfish Lake" 356 137 209 3 7 0
Dakota Vermillion 225 100 108 13 4 0
Dakota "Vermillion Twp" 599 223 358 10 8 0
Dakota "Waterford Twp" 295 153 129 11 2 0
Dakota "West Saint Paul W-1 P-1" 1747 1107 511 109 19 1
Dakota "West Saint Paul W-1 P-2" 898 563 276 39 20 0
Dakota "West Saint Paul W-2 P-1" 2167 1383 650 107 24 3
Dakota "West Saint Paul W-2 P-2" 1068 711 303 35 18 1
Dakota "West Saint Paul W-3 P-1" 1535 957 499 61 18 0
Dakota "West Saint Paul W-3 P-2" 2058 1222 771 44 21 0
Dodge "Ashland Twp" 176 59 112 5 0 0
Dodge "Byron P-2" 0 0 0 0 0 0
Dodge "Canisteo Twp" 352 116 222 8 6 0
Dodge Claremont 147 45 79 17 6 0
Dodge "Claremont Twp" 208 63 136 6 3 0
Dodge "Concord Twp" 289 94 185 8 2 0
Dodge "Dodge Center P-1" 762 327 383 43 9 0
Dodge "Dodge Center P-2" 228 98 112 15 3 0
Dodge "Ellington Twp" 133 30 99 3 1 0
Dodge Hayfield 515 250 240 18 7 0
Dodge "Hayfield Twp" 236 77 153 4 2 0
Dodge "Kasson P-1" 207 89 114 3 1 0
Dodge "Kasson P-2" 2022 846 1087 73 16 0
Dodge "Kasson P-3" 490 206 240 36 8 0
Dodge Mantorville 571 217 328 21 5 0
Dodge "Mantorville Twp" 982 365 587 17 13 0
Dodge "Milton Twp" 387 135 243 6 3 0
Dodge "Ripley Twp" 82 15 64 3 0 0
Dodge "Vernon Twp" 350 124 209 10 7 0
Dodge "Wasioja Twp" 439 125 290 17 6 1
Dodge "West Concord" 310 119 168 20 3 0
Dodge "Westfield Twp" 212 72 132 3 5 0
Douglas "Alexandria W-1 P-1" 222 75 134 10 3 0
Douglas "Alexandria W-1 P-2" 1252 487 728 29 6 2
Douglas "Alexandria W-2" 1152 401 708 37 6 0
Douglas "Alexandria W-3" 1232 514 662 44 11 1
Douglas "Alexandria W-4" 935 408 471 49 7 0
Douglas "Alexandria W-5 P-1" 97 31 63 3 0 0
Douglas "Alexandria W-5 P-2" 769 373 357 32 6 1
Douglas "Alexandria Twp" 1489 495 961 20 13 0
Douglas "Belle River Twp" 187 62 121 3 1 0
Douglas Brandon 227 86 129 9 3 0
Douglas "Brandon Twp" 415 128 279 5 3 0
Douglas Carlos 210 79 102 27 2 0
Douglas "Carlos Twp" 1208 398 771 29 10 0
Douglas Evansville 234 101 120 11 2 0
