COUNTY AREA TOTAL DEM REP LMN IND Writein
COUNTY AREA TOTAL Smith Housley Wellington Trooien Writein
Hennepin "Minneapolis W-10 P-7" 1606 1424 96 76 10 0
Hennepin "Minneapolis W-10 P-8" 1233 1096 68 59 8 2
Hennepin "Minneapolis W-10 P-9" 1938 1712 127 96 3 0
Hennepin "Minneapolis W-10 P-10" 1692 1488 123 70 10 1
Hennepin "Minneapolis W-11 P-1" 1540 1338 164 34 4 0
Hennepin "Minneapolis W-11 P-2" 2052 1689 304 45 14 0
Hennepin "Minneapolis W-11 P-3" 1756 1434 238 77 7 0
Hennepin "Minneapolis W-11 P-4" 2436 2090 277 54 13 2
Hennepin "Minneapolis W-11 P-5" 1327 1113 177 26 11 0
Hennepin "Minneapolis W-11 P-6" 2197 1796 354 33 14 0
Hennepin "Minneapolis W-11 P-7" 2064 1633 352 61 17 1
Hennepin "Minneapolis W-11 P-8" 1893 1459 353 69 10 2
Hennepin "Minneapolis W-11 P-9" 972 768 160 41 3 0
Hennepin "Minneapolis W-11 P-10" 1465 1126 289 43 7 0
Hennepin "Minneapolis W-12 P-1" 2221 1905 241 63 11 1
Hennepin "Minneapolis W-12 P-2" 2047 1754 226 61 6 0
Hennepin "Minneapolis W-12 P-3" 2438 2050 293 79 15 1
Hennepin "Minneapolis W-12 P-4" 1125 947 142 27 9 0
Hennepin "Minneapolis W-12 P-5" 1561 1325 188 37 9 2
Hennepin "Minneapolis W-12 P-6" 1353 1098 201 42 12 0
Hennepin "Minneapolis W-12 P-7" 85 44 30 7 4 0
Hennepin "Minneapolis W-12 P-8" 1039 913 100 24 2 0
Hennepin "Minneapolis W-12 P-9" 1564 1294 214 47 8 1
Hennepin "Minneapolis W-12 P-10" 1666 1280 305 64 17 0
Hennepin "Minneapolis W-12 P-11" 1372 1121 183 56 11 1
Hennepin "Minneapolis W-12 P-12" 2341 1987 273 65 16 0
Hennepin "Minneapolis W-12 P-13" 1042 855 160 22 4 1
Hennepin "Minneapolis W-13 P-1" 1900 1462 364 59 15 0
Hennepin "Minneapolis W-13 P-2" 1118 943 160 10 4 1
Hennepin "Minneapolis W-13 P-3" 1508 1307 178 17 6 0
Hennepin "Minneapolis W-13 P-4" 1600 1331 224 36 9 0
Hennepin "Minneapolis W-13 P-5" 1437 1216 195 20 5 1
Hennepin "Minneapolis W-13 P-6" 1823 1566 225 21 9 2
Hennepin "Minneapolis W-13 P-7" 2523 2094 381 27 17 4
Hennepin "Minneapolis W-13 P-8" 1864 1525 286 44 7 2
Hennepin "Minneapolis W-13 P-9" 2387 1893 417 61 15 1
Hennepin "Minneapolis W-13 P-10" 1007 886 106 14 0 1
Hennepin "Minneapolis W-13 P-11" 1616 1305 263 33 15 0
Hennepin "Minneapolis W-13 P-12" 1004 858 126 12 8 0
Hennepin "Minneapolis W-13 P-13" 1496 1272 201 16 6 1
Hennepin "Minnetonka W-1 P-A" 1458 912 502 25 19 0
Hennepin "Minnetonka W-1 P-B" 1158 714 415 22 7 0
Hennepin "Minnetonka W-1 P-C" 1277 837 396 35 8 1
Hennepin "Minnetonka W-1 P-D" 1776 1093 618 45 20 0
Hennepin "Minnetonka W-1 P-E" 1007 596 374 29 8 0
Hennepin "Minnetonka W-1 P-F" 1407 918 464 16 9 0
Hennepin "Minnetonka W-2 P-A" 1186 719 442 18 5 2
Hennepin "Minnetonka W-2 P-B" 1801 1216 548 27 10 0
Hennepin "Minnetonka W-2 P-C" 1727 1116 564 33 12 2
Hennepin "Minnetonka W-2 P-D" 1711 1143 504 42 22 0
Hennepin "Minnetonka W-2 P-E" 1361 924 362 65 10 0
Hennepin "Minnetonka W-3 P-A" 1072 709 328 25 10 0
Hennepin "Minnetonka W-3 P-B" 1225 685 513 19 7 1
Hennepin "Minnetonka W-3 P-C" 1351 806 507 31 7 0
Hennepin "Minnetonka W-3 P-D" 1558 812 709 28 9 0
Hennepin "Minnetonka W-3 P-E" 1155 732 393 25 5 0
Hennepin "Minnetonka W-3 P-F" 1938 1114 777 39 7 1
Hennepin "Minnetonka W-4 P-A" 999 557 404 31 7 0
Hennepin "Minnetonka W-4 P-B" 1128 613 470 34 11 0
Hennepin "Minnetonka W-4 P-C" 1450 826 579 27 16 2
Hennepin "Minnetonka W-4 P-D" 1505 912 551 33 8 1
Hennepin "Minnetonka W-4 P-E" 1239 821 388 20 10 0
Hennepin "Minnetonka W-4 P-F" 1349 823 493 26 7 0
Hennepin "Minnetonka Beach P-1" 373 156 214 1 2 0
Hennepin "Minnetrista P-1A" 1396 572 774 41 8 1
Hennepin "Minnetrista P-2A" 422 147 266 8 1 0
Hennepin "Minnetrista P-3A" 1004 378 582 29 15 0
Hennepin "Minnetrista P-4A" 1305 516 762 15 12 0
Hennepin "Mound P-1" 1249 528 649 51 20 1
Hennepin "Mound P-2" 1260 540 658 49 13 0
Hennepin "Mound P-3" 1247 562 616 57 11 1
Hennepin "Mound P-4" 1180 587 532 53 7 1
Hennepin "New Hope P-1" 921 580 293 39 9 0
Hennepin "New Hope P-2" 1455 943 435 63 13 1
Hennepin "New Hope P-3" 1477 897 512 50 17 1
Hennepin "New Hope P-4" 1421 821 528 61 10 1
Hennepin "New Hope P-5" 949 611 258 64 16 0
Hennepin "New Hope P-6" 469 322 122 18 6 1
Hennepin "New Hope P-7" 1741 1058 598 69 16 0
Hennepin "New Hope P-8" 1305 860 343 81 21 0
Hennepin "Orono P-1" 1462 623 813 21 5 0
Hennepin "Orono P-2" 677 289 378 6 4 0
Hennepin "Orono P-3A" 1087 470 594 21 2 0
Hennepin "Orono P-4A" 1704 768 898 28 10 0
Hennepin "Osseo P-1" 1234 618 537 62 17 0
Hennepin "Plymouth W-1 P-1" 2023 1156 819 35 13 0
Hennepin "Plymouth W-1 P-2" 3288 1847 1346 74 21 0
Hennepin "Plymouth W-1 P-3" 1244 638 576 23 7 0
Hennepin "Plymouth W-1 P-4" 1787 985 748 37 17 0
Hennepin "Plymouth W-1 P-5" 1983 1035 915 25 7 1
Hennepin "Plymouth W-1 P-6" 1157 639 493 13 12 0
Hennepin "Plymouth W-2 P-7" 2684 1472 1153 38 21 0
Hennepin "Plymouth W-2 P-8" 1415 815 557 33 9 1
Hennepin "Plymouth W-2 P-9" 2225 1351 798 54 22 0
Hennepin "Plymouth W-2 P-10" 1258 656 565 30 6 1
Hennepin "Plymouth W-2 P-11" 1332 714 580 28 9 1
Hennepin "Plymouth W-2 P-12" 1325 675 610 34 6 0
Hennepin "Plymouth W-3 P-13" 1852 1069 683 86 14 0
Hennepin "Plymouth W-3 P-14" 2851 1695 1064 72 19 1
Hennepin "Plymouth W-3 P-15" 1398 803 547 34 14 0
Hennepin "Plymouth W-3 P-16" 2267 1326 859 56 26 0
Hennepin "Plymouth W-3 P-17" 1128 708 337 67 16 0
Hennepin "Plymouth W-4 P-18" 1822 990 773 45 14 0
Hennepin "Plymouth W-4 P-19" 1293 731 529 29 3 1
Hennepin "Plymouth W-4 P-20" 1797 922 834 32 9 0
Hennepin "Plymouth W-4 P-21" 1798 1012 746 26 12 2
Hennepin "Plymouth W-4 P-22" 1768 1080 611 63 14 0
Hennepin "Plymouth W-4 P-23" 1536 900 566 53 15 2
Hennepin "Richfield W-1 P-3" 2219 1534 580 78 26 1
Hennepin "Richfield W-1 P-4" 1899 1289 493 97 19 1
Hennepin "Richfield W-1 P-5" 2093 1417 598 63 15 0
Hennepin "Richfield W-2 P-2" 2352 1684 541 98 29 0
Hennepin "Richfield W-2 P-6" 2125 1441 572 91 21 0
Hennepin "Richfield W-2 P-7" 1496 1007 419 61 9 0
Hennepin "Richfield W-3 P-1" 1255 836 328 72 17 2
Hennepin "Richfield W-3 P-8" 1412 956 362 83 11 0
Hennepin "Richfield W-3 P-9" 1989 1379 497 85 24 4
Hennepin "Robbinsdale W-1" 1782 1158 513 93 18 0
Hennepin "Robbinsdale W-2" 2088 1480 525 72 10 1
Hennepin "Robbinsdale W-3" 1637 1112 436 70 18 1
Hennepin "Robbinsdale W-4" 1784 1295 376 92 20 1
Hennepin "Rockford P-1" 145 70 65 10 0 0
Hennepin "Rogers P-1" 2298 875 1345 64 14 0
Hennepin "Rogers P-2" 3745 1375 2249 104 17 0
Hennepin "Shorewood P-1" 134 57 77 0 0 0
Hennepin "Shorewood P-2" 1428 704 689 22 13 0
Hennepin "Shorewood P-3" 1282 681 567 25 9 0
Hennepin "Shorewood P-4" 1806 883 879 22 21 1
Hennepin "Spring Park P-1" 916 417 458 29 12 0
Hennepin "Saint Anthony P-1" 1299 867 374 39 19 0
Hennepin "Saint Anthony P-2" 2069 1373 616 55 22 3
Hennepin "Saint Bonifacius P-1" 1173 466 636 51 20 0
Hennepin "Saint Louis Park W-1 P-1" 2250 1618 582 37 11 2
Hennepin "Saint Louis Park W-1 P-2" 2584 1875 589 89 31 0
Hennepin "Saint Louis Park W-1 P-3" 1040 795 196 35 13 1
Hennepin "Saint Louis Park W-1 P-4" 908 667 200 37 4 0
Hennepin "Saint Louis Park W-2 P-5" 1237 874 322 31 10 0
Hennepin "Saint Louis Park W-2 P-6" 2162 1626 456 62 18 0
Hennepin "Saint Louis Park W-2 P-7" 2326 1757 516 35 17 1
Hennepin "Saint Louis Park W-2 P-8" 1779 1259 437 70 13 0
Hennepin "Saint Louis Park W-3 P-9" 1481 1093 330 43 15 0
Hennepin "Saint Louis Park W-3 P-10" 1430 1015 334 66 15 0
Hennepin "Saint Louis Park W-3 P-11" 1340 980 301 53 6 0
Hennepin "Saint Louis Park W-3 P-12" 2094 1476 489 112 16 1
Hennepin "Saint Louis Park W-4 P-13" 1449 969 414 50 16 0
Hennepin "Saint Louis Park W-4 P-14" 2391 1807 502 65 16 1
Hennepin "Saint Louis Park W-4 P-15" 1544 1108 355 65 16 0
Hennepin "Saint Louis Park W-4 P-16" 1338 927 353 51 6 1
Hennepin "Tonka Bay P-1" 957 456 469 24 7 1
Hennepin "Wayzata P-1" 2740 1360 1299 65 16 0
Hennepin "Woodland P-1" 303 133 166 3 1 0
Houston "Black Hammer Twp" 140 71 67 1 1 0
Houston Brownsville 263 132 113 12 6 0
Houston "Brownsville Twp" 232 100 120 10 2 0
Houston "Caledonia P-1" 470 213 232 23 2 0
Houston "Caledonia P-2" 608 279 294 29 6 0
Houston "Caledonia Twp" 307 117 178 11 1 0
Houston "Crooked Creek Twp" 110 48 55 7 0 0
Houston Eitzen 128 33 90 4 1 0
Houston Hokah 261 122 107 28 4 0
Houston "Hokah Twp" 242 110 125 7 0 0
Houston Houston 422 176 215 26 4 1
Houston "Houston Twp" 230 82 139 9 0 0
Houston "Jefferson Twp" 50 28 21 1 0 0
Houston "La Crescent P-1" 1180 576 551 44 9 0
Houston "La Crescent P-2" 839 484 316 34 4 1
Houston "La Crescent P-3" 462 243 194 20 5 0
Houston "La Crescent Twp" 654 283 349 21 1 0
Houston "Mayville Twp" 155 58 91 6 0 0
Houston "Money Creek Twp" 308 111 182 13 2 0
Houston "Mound Prairie Twp" 294 129 153 10 2 0
Houston "Sheldon Twp" 150 41 100 5 4 0
Houston "Spring Grove" 518 275 226 14 3 0
Houston "Spring Grove Twp" 200 77 118 3 1 1
Houston "Union Twp" 178 66 103 7 2 0
Houston "Wilmington Twp" 198 81 107 8 2 0
Houston "Winnebago Twp" 105 32 71 1 1 0
Houston "Yucatan Twp" 196 75 113 1 7 0
Hubbard Akeley 165 54 91 16 4 0
Hubbard "Akeley Twp" 289 117 162 5 5 0
Hubbard "Arago Twp" 318 109 197 8 4 0
Hubbard "Badoura Twp" 62 30 29 2 1 0
Hubbard "Clay Twp" 57 16 39 2 0 0
Hubbard "Clover Twp" 95 25 63 3 4 0
Hubbard "Crow Wing Lake Twp" 204 74 126 0 4 0
Hubbard "Farden Twp P-1" 476 213 231 23 9 0
Hubbard "Farden Twp P-2" 45 17 26 2 0 0
Hubbard "Fern Twp" 133 45 79 6 3 0
Hubbard "Guthrie Twp" 252 79 159 11 3 0
Hubbard "Hart Lake Twp P-1" 191 73 112 6 0 0
Hubbard "Hart Lake Twp P-2" 48 18 29 1 0 0
Hubbard "Helga Twp" 731 276 433 19 2 1
Hubbard "Hendrickson Twp" 135 47 79 7 2 0
Hubbard "Henrietta Twp" 787 262 493 20 11 1
Hubbard "Hubbard Twp" 401 137 246 11 7 0
Hubbard "Lake Alice Twp" 47 16 28 2 1 0
Hubbard "Lake Emma Twp" 596 257 328 6 5 0
Hubbard "Lake George Twp" 221 74 137 8 2 0
Hubbard "Lake Hattie Twp" 90 28 56 4 2 0
Hubbard "Lakeport Twp P-1" 388 177 186 20 5 0
Hubbard "Lakeport Twp P-2" 39 17 20 2 0 0
Hubbard Laporte 51 23 24 2 2 0
Hubbard "Mantrap Twp" 327 145 172 6 4 0
Hubbard Nevis 173 60 103 8 2 0
Hubbard "Nevis Twp" 575 209 343 15 8 0
Hubbard "Park Rapids P-1" 612 243 316 43 10 0
Hubbard "Park Rapids P-2" 949 361 530 46 11 1
Hubbard "Rockwood Twp" 227 100 124 2 1 0
Hubbard "Schoolcraft Twp" 63 16 40 5 2 0
Hubbard "Steamboat River Twp P-1" 74 24 48 2 0 0
Hubbard "Steamboat River Twp P-2" 4 0 2 2 0 0
Hubbard "Straight River Twp" 370 121 235 13 1 0
Hubbard "Thorpe Twp" 29 17 12 0 0 0
Hubbard "Todd Twp P-1" 630 184 424 17 5 0
Hubbard "Todd Twp P-2" 41 14 25 0 2 0
Hubbard "White Oak Twp" 232 91 123 14 4 0
Isanti "Athens Twp" 924 305 567 42 10 0
Isanti "Bradford Twp" 1526 488 963 57 18 0
Isanti Braham 619 234 345 35 5 0
Isanti "Cambridge P-1" 2018 894 1020 81 23 0
Isanti "Cambridge P-2" 1496 588 809 88 10 1
Isanti "Cambridge Twp" 1198 414 720 47 17 0
Isanti "Dalbo Twp" 325 72 235 16 2 0
Isanti "Isanti P-1" 1232 394 697 117 24 0
Isanti "Isanti P-2" 1023 381 562 68 12 0
Isanti "Isanti Twp" 1106 363 691 39 13 0
Isanti "Maple Ridge Twp" 365 134 221 10 0 0
Isanti "North Branch Twp" 900 314 546 30 9 1
Isanti "Oxford Twp" 474 139 314 14 7 0
Isanti "Saint Francis P-3" 0 0 0 0 0 0
Isanti "Spencer Brook Twp" 817 228 554 26 9 0
Isanti "Springvale Twp" 742 227 482 24 9 0
Isanti "Stanchfield Twp" 543 193 322 20 8 0
Isanti "Stanford Twp" 1114 310 757 40 7 0
Isanti "Wyanett Twp" 925 325 559 26 14 1
Itasca "Alvwood Twp" 15 2 12 1 0 0
Itasca "Arbo Twp" 475 198 249 18 10 0
Itasca "Ardenhurst Twp" 105 32 66 5 2 0
Itasca "Ball Club Prec" 135 60 67 8 0 0
Itasca "Balsam Twp" 358 169 177 11 0 1
Itasca Cohasset 1497 571 866 50 8 2
Itasca "Bass Lake Prec" 665 269 365 26 5 0
Itasca "Bearville Twp" 93 52 36 4 1 0
Itasca Bigfork 126 67 43 15 1 0
Itasca "Bigfork Twp" 119 47 70 2 0 0
Itasca "Blackberry Twp" 438 171 242 18 7 0
Itasca Bovey 296 169 94 29 4 0
Itasca "Bowstring Twp" 116 61 52 2 1 0
Itasca "North Unorganized Prec" 273 124 131 13 5 0
Itasca Calumet 130 73 40 16 1 0
Itasca "Carpenter Twp" 78 32 40 4 2 0
Itasca Coleraine 916 468 387 51 10 0
Itasca "Deer Lake Prec" 383 185 185 9 4 0
Itasca "Deer River P-1" 1 0 1 0 0 0
Itasca "Deer River P-2" 315 127 150 31 7 0
Itasca "Deer River Twp P-1" 0 0 0 0 0 0
Itasca "Deer River Twp P-2" 327 138 163 22 4 0
Itasca Effie 45 21 19 5 0 0
Itasca "Feeley Twp" 176 87 81 4 4 0
Itasca "Good Hope Twp" 67 20 45 2 0 0
Itasca "Goodland Twp" 245 113 123 5 4 0
Itasca "Gran Prec" 179 93 66 16 4 0
Itasca "Grand Rapids P-1" 964 494 404 52 14 0
Itasca "Grand Rapids P-2" 1160 626 455 65 14 0
Itasca "Grand Rapids P-3" 848 404 395 44 5 0
Itasca "Grand Rapids P-4" 1635 848 726 52 9 0
Itasca "Grattan Twp" 25 5 17 1 2 0
Itasca "Greenway Twp P-1" 125 74 43 7 1 0
Itasca "Greenway Twp P-2" 15 9 5 1 0 0
Itasca "Greenway Twp P-3" 329 182 131 14 2 0
Itasca "Harris Twp" 1817 782 972 49 12 2
Itasca "Inger Prec" 109 68 35 6 0 0
Itasca Keewatin 448 273 127 40 8 0
Itasca "Kinghurst Twp" 57 16 39 1 1 0
Itasca "Lake Jessie Twp" 131 64 59 5 3 0
Itasca "La Prairie P-6" 304 131 162 7 4 0
Itasca "Lawrence Twp" 260 157 96 7 0 0
Itasca "Liberty Prec" 24 9 15 0 0 0
Itasca "Lone Pine Twp" 271 162 101 5 3 0
Itasca "Grave Lake Prec" 96 55 39 2 0 0
Itasca "Long Lake Prec" 151 66 80 4 1 0
Itasca Marble 262 145 89 26 2 0
Itasca "Marcell Twp" 261 109 144 5 2 1
Itasca "Max Twp" 67 30 28 8 1 0
Itasca "McLeod Prec" 329 154 158 10 7 0
Itasca "Moose Park Twp" 23 4 19 0 0 0
Itasca "Morse Twp P-1" 265 97 161 6 1 0
Itasca "Morse Twp P-2" 0 0 0 0 0 0
Itasca Nashwauk 416 258 122 33 2 1
Itasca "Nashwauk Twp" 355 198 142 12 2 1
Itasca "Nore Twp" 16 7 7 2 0 0
Itasca "Oteneagen Twp" 143 44 89 8 0 2
Itasca "Pomroy Twp" 12 3 9 0 0 0
Itasca "Sago Twp" 93 39 49 4 1 0
Itasca "Sand Lake Twp" 118 44 69 1 4 0
Itasca "Spang Twp" 125 38 82 4 1 0
Itasca "Splithand Twp" 139 55 71 13 0 0
Itasca "Squaw Lake" 29 14 13 2 0 0
Itasca "Stokes Twp" 124 58 59 5 2 0
Itasca "Taconite P-2" 105 50 46 8 1 0
Itasca "Taconite P-1" 203 112 71 19 1 0
Itasca "Sugar Lake Prec" 655 260 367 21 7 0
Itasca "Third River Twp" 29 8 21 0 0 0
Itasca "Trout Lake Twp" 584 277 274 30 3 0
Itasca "Wabana Twp" 308 139 152 14 3 0
Itasca Warba 69 40 23 6 0 0
Itasca "Wawina Twp" 34 15 19 0 0 0
Itasca "Wellers-McCormick P-1" 14 4 9 1 0 0
Itasca "Wellers-McCormick P-2" 179 58 114 6 1 0
Itasca "Wildwood Twp" 75 32 38 4 1 0
Itasca "Winnibigoshish Prec" 101 45 48 8 0 0
Itasca "Wirt Twp" 44 19 24 0 1 0
Itasca Zemple 26 11 13 2 0 0
Jackson "Alba Twp" 71 20 50 1 0 0
Jackson Alpha 44 19 20 3 2 0
Jackson "Belmont Twp" 107 28 74 5 0 0
Jackson "Christiania Twp" 173 60 109 3 1 0
Jackson "Delafield Twp" 134 41 88 5 0 0
Jackson "Des Moines Twp" 130 55 73 1 1 0
Jackson "Enterprise Twp" 86 31 50 4 1 0
Jackson "Ewington Twp" 122 21 99 0 2 0
Jackson "Heron Lake" 231 109 111 8 3 0
Jackson "Heron Lake Twp" 141 41 91 7 2 0
Jackson "Hunter Twp" 128 38 86 4 0 0
Jackson "Jackson W-1" 754 356 351 42 5 0
Jackson "Jackson W-2" 741 297 388 47 9 0
Jackson "Kimball Twp" 51 30 21 0 0 0
Jackson "La Crosse Twp" 65 19 45 0 1 0
Jackson "Lakefield P-1" 340 120 194 21 4 1
Jackson "Lakefield P-2" 362 138 194 23 7 0
Jackson "Middletown Twp" 108 44 60 0 4 0
Jackson "Minneota Twp" 135 42 90 2 1 0
Jackson Okabena 73 36 34 2 1 0
Jackson "Petersburg Twp" 113 21 85 6 1 0
Jackson "Rost Twp" 88 25 58 3 2 0
Jackson "Round Lake Twp" 72 23 48 0 1 0
Jackson "Sioux Valley Twp" 98 35 63 0 0 0
Jackson "Weimer Twp" 76 29 45 0 2 0
Jackson "West Heron Lake Twp" 78 23 53 0 2 0
Jackson Wilder 33 20 9 3 1 0
Jackson "Wisconsin Twp" 104 31 68 4 1 0
Kanabec "Ann Lake Twp" 181 70 101 9 1 0
Kanabec "Arthur Twp" 797 324 443 24 5 1
Kanabec Braham 0 0 0 0 0 0
Kanabec "Brunswick Twp" 559 203 318 28 10 0
Kanabec "Comfort Twp" 475 166 292 13 4 0
Kanabec "Ford Twp" 92 24 62 6 0 0
Kanabec "Grass Lake Twp" 424 131 272 19 2 0
Kanabec Grasston 48 18 29 1 0 0
Kanabec "Hay Brook Twp" 118 36 77 5 0 0
Kanabec "Hillman Twp" 199 56 131 6 6 0
Kanabec "Kanabec Twp" 338 98 220 16 4 0
Kanabec "Knife Lake Twp" 565 231 308 15 10 1
Kanabec "Kroschel Twp" 108 32 69 6 1 0
Kanabec Mora 1259 581 609 52 17 0
Kanabec Ogilvie 126 54 61 10 1 0
Kanabec "Peace Twp" 426 170 232 21 3 0
Kanabec "Pomroy Twp" 183 62 117 4 0 0
Kanabec Quamba 45 20 21 4 0 0
Kanabec "South Fork Twp" 333 119 201 11 2 0
Kanabec "Whited Twp" 410 155 238 11 6 0
Kandiyohi "Arctander Twp" 197 77 111 6 3 0
Kandiyohi Atwater 441 198 205 30 8 0
Kandiyohi Blomkest 87 29 54 3 1 0
Kandiyohi "Burbank Twp" 221 74 138 4 5 0
Kandiyohi "Colfax Twp" 281 122 140 14 5 0
Kandiyohi "Dovre Twp" 1202 422 746 26 8 0
Kandiyohi "East Lake Lillian Twp" 86 44 40 2 0 0
Kandiyohi "Edwards Twp" 133 32 93 4 4 0
Kandiyohi "Fahlun Twp" 191 79 105 2 4 1
Kandiyohi "Gennessee Twp" 212 80 118 8 6 0
Kandiyohi "Green Lake Twp" 873 318 529 18 8 0
Kandiyohi "Harrison Twp" 319 116 188 5 9 1
Kandiyohi "Holland Twp" 192 31 159 1 1 0
Kandiyohi "Irving Twp" 540 213 308 16 3 0
Kandiyohi Kandiyohi 222 69 141 11 1 0
Kandiyohi "Kandiyohi Twp" 306 109 182 7 8 0
Kandiyohi "Lake Andrew Twp" 635 245 367 19 4 0
Kandiyohi "Lake Elizabeth Twp" 96 46 46 2 2 0
Kandiyohi "Lake Lillian" 83 38 43 2 0 0
Kandiyohi "Lake Lillian Twp" 93 35 58 0 0 0
Kandiyohi "Mamre Twp" 200 36 158 4 2 0
Kandiyohi "New London" 586 283 259 37 6 1
Kandiyohi "New London Twp" 1594 627 896 47 24 0
Kandiyohi "Norway Lake Twp" 158 68 81 6 3 0
Kandiyohi Pennock 181 60 100 19 2 0
Kandiyohi Prinsburg 304 15 284 2 3 0
Kandiyohi Raymond 326 116 194 16 0 0
Kandiyohi Regal 22 8 13 0 1 0
Kandiyohi "Roseland Twp" 170 52 111 4 3 0
Kandiyohi "Roseville Twp" 250 82 154 12 2 0
Kandiyohi "Saint Johns Twp" 184 47 131 5 1 0
Kandiyohi Spicer 552 228 299 16 8 1
Kandiyohi Sunburg 57 24 29 2 2 0
Kandiyohi "Whitefield Twp" 249 67 173 5 4 0
Kandiyohi "Willmar W-1 P-1" 685 290 379 13 3 0
Kandiyohi "Willmar W-1 P-2" 366 176 156 29 4 1
Kandiyohi "Willmar W-1 P-3" 501 250 225 23 3 0
Kandiyohi "Willmar W-2 P-1" 657 332 270 47 8 0
Kandiyohi "Willmar W-2 P-2" 782 334 403 30 15 0
Kandiyohi "Willmar W-2 P-3" 859 357 471 26 5 0
Kandiyohi "Willmar W-2 P-4" 0 0 0 0 0 0
Kandiyohi "Willmar W-3 P-1" 793 416 347 24 6 0
Kandiyohi "Willmar W-3 P-2" 407 200 161 36 10 0
Kandiyohi "Willmar W-3 P-3" 492 255 187 45 5 0
Kandiyohi "Willmar W-4 P-1" 500 254 212 27 7 0
Kandiyohi "Willmar W-4 P-2" 398 191 167 32 8 0
Kandiyohi "Willmar W-4 P-3" 666 318 309 34 4 1
Kandiyohi "Willmar Twp" 235 76 155 1 3 0
Kittson "Arveson Twp" 51 15 36 0 0 0
Kittson "Cannon Twp" 10 9 1 0 0 0
Kittson "Caribou Twp" 22 8 14 0 0 0
Kittson "Clow Twp" 17 9 7 0 1 0
Kittson "Davis Twp" 20 10 10 0 0 0
Kittson "Deerwood Twp" 91 30 57 3 1 0
Kittson Donaldson 10 3 6 1 0 0
Kittson "Granville Twp" 44 23 19 2 0 0
Kittson Hallock 492 263 201 26 2 0
Kittson "Hallock Twp" 63 29 33 1 0 0
Kittson Halma 18 5 12 1 0 0
Kittson "Hampden Twp" 25 15 8 1 1 0
Kittson "Hazelton Twp" 44 15 28 1 0 0
Kittson "Hill Twp" 13 9 3 1 0 0
Kittson Humboldt 16 8 7 1 0 0
Kittson "Jupiter Twp" 59 24 30 4 1 0
Kittson Karlstad 358 151 187 16 4 0
Kittson Kennedy 113 80 28 5 0 0
Kittson "Klondike Unorg" 0 0 0 0 0 0
Kittson "Lake Bronson" 94 42 36 16 0 0
Kittson Lancaster 179 86 76 16 1 0
Kittson McKinley 17 6 11 0 0 0
Kittson "North Red River" 0 0 0 0 0 0
Kittson "Norway Twp" 40 21 18 1 0 0
Kittson "Peatland Unorg" 1 0 1 0 0 0
Kittson "Pelan Twp" 26 3 22 0 1 0
Kittson "Percy Twp" 30 22 8 0 0 0
Kittson "Poppleton Twp" 78 38 30 9 1 0
Kittson "Richardville Twp" 64 28 36 0 0 0
Kittson "Saint Joseph Twp" 22 12 8 2 0 0
Kittson "Saint Vincent" 17 5 10 1 1 0
Kittson "Saint Vincent Twp" 41 14 25 2 0 0
Kittson "Skane Twp" 30 23 7 0 0 0
Kittson "South Red River Twp" 9 5 3 1 0 0
Kittson "Spring Brook Twp" 31 7 24 0 0 0
Kittson "Svea Twp" 23 17 6 0 0 0
Kittson "Tegner Twp" 28 14 13 0 1 0
Kittson "Teien Twp" 33 17 15 1 0 0
Kittson "Thompson Twp" 107 62 44 1 0 0
Koochiching "Big Falls" 90 36 47 6 1 0
Koochiching "Dinner Creek Unorg" 30 15 13 2 0 0
Koochiching "International Falls East Ward" 668 338 296 29 5 0
Koochiching "International Falls Center Ward" 630 359 226 35 10 0
Koochiching "International Falls West Ward" 971 529 407 28 7 0
Koochiching "Jameson Precinct" 76 31 43 1 1 0
Koochiching "Koochiching Poll 1" 563 291 261 9 2 0
Koochiching "Koochiching Poll 2" 261 130 126 3 2 0
Koochiching "Koochiching Poll 4" 241 115 118 4 4 0
Koochiching "Koochiching Poll 5" 217 92 118 7 0 0
Koochiching Littlefork 235 119 108 7 1 0
Koochiching Mizpah 23 4 19 0 0 0
Koochiching Northome 61 33 27 1 0 0
Koochiching "Ranier East Precinct" 103 66 30 6 1 0
Koochiching "Ranier West Precinct" 169 88 73 6 2 0
Koochiching "Scarlett Precinct" 55 26 28 1 0 0
Koochiching "Meadowbrook Precinct" 55 17 38 0 0 0
Koochiching "West Koochiching" 0 0 0 0 0 0
Koochiching "Central Koochiching" 282 108 164 7 3 0
Koochiching "Northwest Koochiching" 252 105 141 5 1 0
Koochiching "Southeast Koochiching" 41 26 11 3 1 0
Koochiching "Southwest Koochiching" 212 53 156 3 0 0
"Lac qui Parle" "Agassiz Twp" 41 12 26 3 0 0
"Lac qui Parle" "Arena Twp" 64 25 37 2 0 0
"Lac qui Parle" "Augusta Twp" 59 25 28 4 2 0
"Lac qui Parle" "Baxter Twp" 102 57 44 1 0 0
"Lac qui Parle" Bellingham 65 27 33 5 0 0
"Lac qui Parle" Boyd 53 24 24 4 1 0
"Lac qui Parle" "Camp Release Twp" 130 31 98 0 1 0
"Lac qui Parle" "Cerro Gordo Twp" 105 48 53 3 1 0
"Lac qui Parle" Dawson 682 366 275 27 14 0
"Lac qui Parle" "Freeland Twp" 35 16 18 0 1 0
"Lac qui Parle" "Garfield Twp" 65 22 38 4 1 0
