DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
1 Bowie 10 0 0 952 0 0 0
1 Bowie 11 0 0 1181 0 0 0
1 Bowie 12 0 0 1108 0 0 0
1 Bowie 13/30 0 0 653 0 0 0
1 Bowie 14 0 0 1173 0 0 0
1 Bowie 15 0 0 266 0 0 0
1 Bowie 16 0 0 649 0 0 0
1 Bowie 17 0 0 768 0 0 0
1 Bowie 18 0 0 1055 0 0 0
1 Bowie 19 0 0 393 0 0 0
1 Bowie 1A/4E 0 0 110 0 0 0
1 Bowie 20 0 0 216 0 0 0
1 Bowie 22/21 0 0 277 0 0 0
1 Bowie 25/24 0 0 806 0 0 0
1 Bowie 27 0 0 316 0 0 0
1 Bowie 28 0 0 398 0 0 0
1 Bowie 29 0 0 154 0 0 0
1 Bowie 2A/1B 0 0 337 0 0 0
1 Bowie 2B/4D/5A 0 0 156 0 0 0
1 Bowie 2C 0 0 133 0 0 0
1 Bowie 3A 0 0 532 0 0 0
1 Bowie 3B 0 0 184 0 0 0
1 Bowie 4B 0 0 591 0 0 0
1 Bowie 4C/4A/2D/5B 0 0 363 0 0 0
1 Bowie 5C 0 0 2045 0 0 0
1 Bowie 6A 0 0 914 0 0 0
1 Bowie 6B 0 0 1020 0 0 0
1 Bowie 7 0 0 1358 0 0 0
1 Bowie 8A 0 0 162 0 0 0
1 Bowie 8B 0 0 1217 0 0 0
1 Bowie 8C 0 0 540 0 0 0
1 Bowie 9 0 0 915 0 0 0
1 Bowie MAIL 0 0 1503 0 0 0
1 Franklin 101 0 0 567 0 0 0
1 Franklin 102 0 0 270 0 0 0
1 Franklin 201 0 0 325 0 0 0
1 Franklin 202 0 0 421 0 0 0
1 Franklin 301 0 0 415 0 0 0
1 Franklin 302 0 0 364 0 0 0
1 Franklin 401 0 0 648 0 0 0
1 Franklin 402 0 0 416 0 0 0
1 Lamar 1A3B 0 0 302 0 0 0
1 Lamar 1A5A 0 0 437 0 0 0
1 Lamar 1B 0 0 135 0 0 0
1 Lamar 1C 0 0 152 0 0 0
1 Lamar 1D 0 0 290 0 0 0
1 Lamar 1E 0 0 396 0 0 0
1 Lamar 1E7C 0 0 501 0 0 0
1 Lamar 1F 0 0 455 0 0 0
1 Lamar 1G 0 0 247 0 0 0
1 Lamar 1H 0 0 299 0 0 0
1 Lamar 1I 0 0 57 0 0 0
1 Lamar 2A1A 0 0 206 0 0 0
1 Lamar 2B2A 0 0 237 0 0 0
1 Lamar 2C3A 0 0 440 0 0 0
1 Lamar 2D 0 0 294 0 0 0
1 Lamar 2E 0 0 301 0 0 0
1 Lamar 2F 0 0 106 0 0 0
1 Lamar 2G 0 0 313 0 0 0
1 Lamar 3C7G 0 0 1209 0 0 0
1 Lamar 3D 0 0 418 0 0 0
1 Lamar 3E 0 0 672 0 0 0
1 Lamar 3F 0 0 288 0 0 0
1 Lamar 3G 0 0 296 0 0 0
1 Lamar 3H3C 0 0 276 0 0 0
1 Lamar 3I 0 0 681 0 0 0
1 Lamar 4A6E 0 0 673 0 0 0
1 Lamar 4B 0 0 864 0 0 0
1 Lamar 4C 0 0 157 0 0 0
1 Lamar 4D 0 0 802 0 0 0
1 Lamar 4E 0 0 361 0 0 0
1 Lamar 4F 0 0 850 0 0 0
1 Lamar 4G 0 0 1040 0 0 0
1 "Red River" 10 0 0 116 0 0 0
1 "Red River" 11 0 0 118 0 0 0
1 "Red River" 13 0 0 309 0 0 0
1 "Red River" 14 0 0 106 0 0 0
1 "Red River" 17 0 0 213 0 0 0
1 "Red River" 19 0 0 213 0 0 0
1 "Red River" 2 0 0 280 0 0 0
1 "Red River" 20 0 0 54 0 0 0
1 "Red River" 21 0 0 72 0 0 0
1 "Red River" 24 0 0 86 0 0 0
1 "Red River" 27 0 0 277 0 0 0
1 "Red River" 28 0 0 115 0 0 0
1 "Red River" 29 0 0 81 0 0 0
1 "Red River" 3 0 0 368 0 0 0
1 "Red River" 31 0 0 83 0 0 0
1 "Red River" 4 0 0 362 0 0 0
1 "Red River" 5 0 0 504 0 0 0
1 "Red River" 7 0 0 128 0 0 0
1 "Red River" 9 0 0 169 0 0 0
2 Hopkins 1 0 267 928 0 0 0
2 Hopkins "1 - MGISD" 0 0 2 0 0 0
2 Hopkins 11 0 0 0 0 0 0
2 Hopkins "11 - CISD" 0 51 167 0 0 0
2 Hopkins "11 - CITY" 0 0 0 0 0 0
2 Hopkins "11 - CITY CISD" 0 33 173 0 0 0
2 Hopkins 12 0 21 157 0 0 0
2 Hopkins 13 0 86 368 0 0 0
2 Hopkins 14 0 78 459 0 0 0
2 Hopkins 16 0 15 56 0 0 0
2 Hopkins "16 - CISD" 0 0 18 0 0 0
2 Hopkins "16 - MGISD" 0 70 459 0 0 0
2 Hopkins 17 0 9 47 0 0 0
2 Hopkins "17 - NHISD" 0 104 496 0 0 0
2 Hopkins 1A 0 187 756 0 0 0
2 Hopkins 2 0 213 521 0 0 0
2 Hopkins 20 0 10 58 0 0 0
2 Hopkins "20 - CISD" 0 32 234 0 0 0
2 Hopkins 23 0 20 131 0 0 0
2 Hopkins 24 0 51 341 0 0 0
2 Hopkins "24 - NHISD" 0 2 17 0 0 0
2 Hopkins 25 0 23 117 0 0 0
2 Hopkins "25 - CISD" 0 2 42 0 0 0
2 Hopkins "25 - MGISD" 0 1 14 0 0 0
2 Hopkins 2A 0 278 317 0 0 0
2 Hopkins 3 0 257 649 0 0 0
2 Hopkins 36 0 53 429 0 0 0
2 Hopkins "36 - MGISD" 0 1 11 0 0 0
2 Hopkins 3A 0 174 635 0 0 0
2 Hopkins "3A - NHISD" 0 5 38 0 0 0
2 Hopkins 4 0 86 543 0 0 0
2 Hopkins "4 - NHISD" 0 18 80 0 0 0
2 Hopkins 4A 0 213 748 0 0 0
2 Hopkins 5 0 36 233 0 0 0
2 Hopkins 8 0 27 128 0 0 0
2 Hunt 101 0 70 496 0 0 0
2 Hunt 102 0 104 575 0 0 0
2 Hunt 103 0 48 297 0 0 0
2 Hunt "103 SBL" 0 5 63 0 0 0
2 Hunt 104 0 11 87 0 0 0
2 Hunt "104 GISD" 0 53 229 0 0 0
2 Hunt "104 SBL" 0 19 158 0 0 0
2 Hunt 105 0 0 1 0 0 0
2 Hunt "105 GISD" 0 123 235 0 0 0
2 Hunt 106 0 1 3 0 0 0
2 Hunt "106 GISD" 0 296 531 0 0 0
2 Hunt 107 0 0 5 0 0 0
2 Hunt "107 GISD" 0 421 1091 0 0 0
2 Hunt 108 0 2 7 0 0 0
2 Hunt "108 GISD" 0 262 470 0 0 0
2 Hunt 109 0 1 18 0 0 0
2 Hunt "109 SBL" 0 111 540 0 0 0
2 Hunt 210 0 14 87 0 0 0
2 Hunt "210 GISD" 0 13 21 0 0 0
2 Hunt "210 SBL" 0 63 174 0 0 0
2 Hunt 211 0 21 54 0 0 0
2 Hunt "211 GISD" 0 50 247 0 0 0
2 Hunt 212 0 8 4 0 0 0
2 Hunt "212 GISD" 0 188 431 0 0 0
2 Hunt 213 0 49 344 0 0 0
2 Hunt "213 GISD" 0 11 117 0 0 0
2 Hunt 214 0 250 1272 0 0 0
2 Hunt 215 0 511 2282 0 0 0
2 Hunt "215 GISD" 0 2 12 0 0 0
2 Hunt 216 0 218 981 0 0 0
2 Hunt 217 0 150 764 0 0 0
2 Hunt 318 0 42 304 0 0 0
2 Hunt "318 GISD" 0 0 13 0 0 0
2 Hunt "318 SCU" 0 6 30 0 0 0
2 Hunt 319 0 128 799 0 0 0
2 Hunt 320 0 117 496 0 0 0
2 Hunt "320 CWT" 0 75 347 0 0 0
2 Hunt 321 0 121 547 0 0 0
2 Hunt 322 0 86 365 0 0 0
2 Hunt 323 0 199 1111 0 0 0
2 Hunt "323 GISD" 0 31 173 0 0 0
2 Hunt 324 0 5 22 0 0 0
2 Hunt "324 GISD" 0 241 956 0 0 0
2 Hunt 325 0 14 98 0 0 0
2 Hunt "325 GISD" 0 277 1189 0 0 0
2 Hunt 426 0 70 194 0 0 0
2 Hunt 427 0 624 670 0 0 0
2 Hunt 428 0 442 618 0 0 0
2 Hunt 429 0 56 193 0 0 0
2 Hunt "429 SCU" 0 5 9 0 0 0
2 Hunt 430 0 9 46 0 0 0
2 Hunt "430 GISD" 0 73 150 0 0 0
2 Hunt 431 0 37 74 0 0 0
2 Hunt "431 GISD" 0 40 120 0 0 0
2 Hunt 432 0 30 361 0 0 0
2 Hunt "432 GISD" 0 1 1 0 0 0
2 Hunt 433 0 6 3 0 0 0
2 Hunt "433 GISD" 0 579 233 0 0 0
2 Hunt 434 0 79 440 0 0 0
2 Hunt "434 GISD" 0 27 175 0 0 0
2 Hunt "434 SCU" 0 3 16 0 0 0
2 "Van Zandt" 1A 0 112 723 0 0 0
2 "Van Zandt" 1B 0 217 1151 0 0 0
2 "Van Zandt" 1C 0 90 699 0 0 0
2 "Van Zandt" 1D 0 101 526 0 0 0
2 "Van Zandt" 1E 0 97 293 0 0 0
2 "Van Zandt" 2A 0 188 1483 0 0 0
2 "Van Zandt" 2B 0 95 721 0 0 0
2 "Van Zandt" 2C 0 107 1035 0 0 0
2 "Van Zandt" 2D 0 125 847 0 0 0
2 "Van Zandt" 3A 0 73 469 0 0 0
2 "Van Zandt" 3B 0 184 543 0 0 0
