COUNTY AREA TOTAL DEM REP LIB GRN Writein
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins Writein
Harris 2010662 0 792 2415 32 7 0
Harris 2010663 0 1238 776 37 2 0
Harris 2010664 0 1106 422 16 7 0
Harris 2010665 0 470 1587 22 4 0
Harris 2010666 0 0 0 0 0 0
Harris 2010667 0 624 1030 20 7 0
Harris 2010668 0 1446 1591 53 8 0
Harris 2010669 0 1175 1574 28 9 0
Harris 2010670 0 772 1867 41 4 0
Harris 2010671 0 1236 1078 37 11 0
Harris 2010672 0 1065 1671 39 7 0
Harris 2010673 0 479 1688 31 3 0
Harris 2010674 0 1260 2289 29 2 0
Harris 2010675 0 0 0 0 0 0
Harris 2010676 0 1171 756 22 6 0
Harris 2010677 0 524 208 7 4 0
Harris 2010678 0 1359 184 4 7 0
Harris 2010679 0 993 1773 34 6 0
Harris 2010680 0 121 24 3 0 0
Harris 2010681 0 71 30 3 1 0
Harris 2010682 0 996 2307 38 7 0
Harris 2010683 0 110 52 1 0 0
Harris 2010684 0 1408 1767 26 8 1
Harris 2010685 0 69 63 0 0 0
Harris 2010686 0 75 27 1 0 0
Harris 2010687 0 945 1327 28 5 0
Harris 2010688 0 1049 2499 47 10 0
Harris 2010689 0 945 789 20 6 0
Harris 2010690 0 1112 2095 35 8 0
Harris 2010691 0 1082 2402 39 10 0
Harris 2010692 0 789 1560 25 7 0
Harris 2010693 0 386 119 2 0 0
Harris 2010694 0 1129 659 19 12 0
Harris 2010695 0 426 671 15 9 0
Harris 2010696 0 536 784 20 8 0
Harris 2010697 0 1464 621 20 7 0
Harris 2010698 0 1726 343 12 10 0
Harris 2010699 0 848 1000 24 4 0
Harris 2010700 0 201 992 7 1 0
Harris 2010701 0 193 161 5 2 1
Harris 2010702 0 236 51 3 0 0
Harris 2010703 0 566 997 23 1 0
Harris 2010704 0 580 1928 29 6 0
Harris 2010705 0 519 86 2 2 0
Harris 2010706 0 1357 753 16 8 0
Harris 2010707 0 298 323 7 1 0
Harris 2010708 0 189 112 4 2 0
Harris 2010709 0 1776 1680 36 12 1
Harris 2010710 0 1147 823 24 4 0
Harris 2010711 0 2084 1393 25 10 0
Harris 2010712 0 1915 1070 39 14 0
Harris 2010713 0 820 616 10 6 0
Harris 2010714 0 89 77 2 0 0
Harris 2010715 0 564 435 7 1 0
Harris 2010716 0 592 1289 26 11 0
Harris 2010717 0 1094 231 7 7 0
Harris 2010718 0 1788 2258 52 7 0
Harris 2010719 0 454 499 12 3 0
Harris 2010720 0 1673 2231 58 13 0
Harris 2010721 0 1089 1195 28 5 0
Harris 2010722 0 2459 245 10 15 0
Harris 2010723 0 1028 307 10 6 0
Harris 2010724 0 468 527 13 1 0
Harris 2010725 0 843 538 9 3 0
Harris 2010726 0 281 1458 16 2 0
Harris 2010727 0 1262 364 14 10 1
Harris 2010728 0 292 295 13 2 0
Harris 2010729 0 184 157 4 3 0
Harris 2010730 0 878 1034 25 3 0
Harris 2010731 0 1996 1286 42 20 1
Harris 2010732 0 700 777 31 4 0
Harris 2010733 0 110 53 1 0 0
Harris 2010734 0 1534 2171 33 7 0
Harris 2010735 0 264 294 9 3 0
Harris 2010736 0 13 3 0 0 0
Harris 2010737 0 9 15 0 0 0
Harris 2010738 0 619 157 6 3 0
Harris 2010739 0 938 679 13 10 0
Harris 2010740 0 269 300 3 2 0
Harris 2010741 0 947 497 8 4 0
Harris 2010742 0 1196 1605 38 4 0
Harris 2010743 0 74 41 1 1 0
Harris 2010744 0 768 837 33 8 0
Harris 2010745 0 897 967 23 13 0
Harris 2010746 0 282 213 7 3 0
Harris 2010747 0 2136 1230 35 12 0
Harris 2010748 0 598 407 18 6 0
Harris 2010749 0 140 49 5 1 0
Harris 2010750 0 270 257 8 0 0
Harris 2010751 0 2368 2730 65 17 0
Harris 2010752 0 367 653 12 4 0
Harris 2010753 0 243 126 6 0 0
Harris 2010754 0 614 56 11 3 0
Harris 2010755 0 2210 1476 32 13 0
Harris 2010756 0 812 380 11 9 0
Harris 2010757 0 2945 667 29 13 0
Harris 2010758 0 1133 2461 46 10 0
Harris 2010759 0 1040 1064 19 11 0
Harris 2010760 0 473 1201 16 1 0
Harris 2010761 0 560 904 21 3 0
Harris 2010762 0 1383 1148 13 7 1
Harris 2010763 0 421 280 7 7 0
Harris 2010764 0 1811 2014 37 10 0
Harris 2010765 0 2421 1019 33 16 0
Harris 2010766 0 177 67 3 0 0
Harris 2010767 0 25 29 0 0 0
Harris 2010768 0 705 1428 18 5 0
Harris 2010769 0 97 14 1 0 0
Harris 2010770 0 139 70 1 0 0
Harris 2010771 0 563 365 15 6 0
Harris 2010772 0 1425 2227 39 4 0
Harris 2010773 0 1855 1168 10 6 0
Harris 2010774 0 278 83 3 2 0
Harris 2010775 0 57 8 0 0 0
Harris 2010776 0 1095 1095 31 8 0
Harris 2010777 0 192 101 6 2 0
Harris 2010778 0 0 0 0 0 0
Harris 2010779 0 298 139 2 2 1
Harris 2010780 0 214 124 1 1 0
Harris 2010781 0 1342 951 25 10 0
Harris 2010782 0 744 960 24 8 0
Harris 2010783 0 458 73 4 0 0
Harris 2010784 0 520 26 2 3 0
Harris 2010785 0 1990 1759 47 16 0
Harris 2010786 0 413 253 2 2 0
Harris 2010787 0 208 97 5 1 0
Harris 2010788 0 3 1 0 0 0
Harris 2010789 0 1056 1085 19 10 0
Harris 2010790 0 1268 629 18 9 0
Harris 2010791 0 13 2 0 0 0
Harris 2010792 0 804 327 11 5 0
Harris 2010793 0 785 806 15 4 1
Harris 2010794 0 1001 175 13 5 0
Harris 2010795 0 433 249 5 4 0
Harris 2010796 0 1352 868 19 10 0
Harris 2010797 0 0 0 0 0 0
Harris 2010798 0 268 148 8 2 0
Harris 2010799 0 85 26 0 0 0
Harris 2010800 0 1336 1536 40 7 0
Harris 2010801 0 120 58 1 2 0
Harris 2010802 0 11 3 0 0 0
Harris 2010803 0 1495 2140 58 12 0
Harris 2010804 0 2613 2110 36 23 0
Harris 2010805 0 659 1564 23 2 0
Harris 2010806 0 940 1317 35 7 0
Harris 2010807 0 922 216 19 2 0
Harris 2010808 0 393 99 4 3 0
Harris 2010809 0 20 33 0 0 0
Harris 2010810 0 52 25 0 0 0
Harris 2010811 0 104 46 1 0 0
Harris 2010812 0 1 0 0 0 0
Harris 2010813 0 1812 1185 32 13 0
Harris 2010814 0 2556 868 18 15 0
Harris 2010815 0 0 0 0 0 0
Harris 2010816 0 14 10 0 1 0
Harris 2010817 0 1502 2736 49 8 1
Harris 2010818 0 260 94 3 1 0
Harris 2010819 0 82 65 1 1 0
Harris 2010820 0 1 0 0 0 0
Harris 2010821 0 466 117 3 2 0
Harris 2010822 0 772 69 6 1 0
Harris 2010823 0 1084 1128 17 11 0
Harris 2010824 0 1283 428 11 5 0
Harris 2010825 0 10 6 0 0 0
Harris 2010826 0 202 106 6 0 0
Harris 2010827 0 288 194 4 2 0
Harris 2010828 0 470 1126 26 4 0
Harris 2010829 0 34 28 0 1 0
Harris 2010830 0 62 19 1 1 0
Harris 2010831 0 9 3 0 0 0
Harris 2010832 0 149 58 1 1 0
Harris 2010833 0 11 1 0 0 0
Harris 2010834 0 221 22 0 1 0
Harris 2010835 0 112 68 3 0 0
Harris 2010836 0 160 18 1 1 0
Harris 2010837 0 50 24 2 0 0
Harris 2010838 0 0 0 0 0 0
Harris 2010839 0 539 174 7 4 0
Harris 2010840 0 806 432 11 7 0
Harris 2010841 0 1923 611 15 9 0
Harris 2010842 0 1253 820 17 7 0
Harris 2010843 0 802 214 10 1 0
Harris 2010844 0 4 0 0 0 0
Harris 2010845 0 88 130 0 0 0
Harris 2010846 0 108 24 1 0 0
Harris 2010847 0 1288 423 9 8 0
Harris 2010848 0 902 364 14 3 0
Harris 2010849 0 963 560 14 4 0
Harris 2010850 0 108 55 1 0 0
Harris 2010851 0 1293 1779 37 9 0
Harris 2010852 0 0 0 0 0 0
Harris 2010853 0 815 1532 37 3 0
Harris 2010854 0 64 16 1 0 0
Harris 2010855 0 2 7 0 0 0
Harris 2010856 0 0 0 0 0 0
Harris 2010857 0 0 0 0 0 0
Harris 2010858 0 195 9 1 1 0
Harris 2010859 0 452 161 5 1 0
Harris 2010860 0 1 0 0 0 0
Harris 2010861 0 951 237 5 11 0
Harris 2010862 0 1412 1643 28 6 0
Harris 2010863 0 287 30 1 1 0
Harris 2010864 0 1048 425 12 9 0
Harris 2010865 0 10 0 0 0 0
Harris 2010866 0 0 0 0 0 0
Harris 2010867 0 0 0 0 0 0
Harris 2010868 0 983 463 13 3 0
Harris 2010869 0 175 55 0 1 0
Harris 2010870 0 0 0 0 0 0
Harris 2010871 0 4 1 0 0 0
Harris 2010872 0 11 14 0 0 0
Harris 2010873 0 388 170 10 1 0
Harris 2010874 0 857 1642 17 6 0
Harris 2010875 0 1811 1502 30 7 1
Harris 2010876 0 1640 2441 49 9 0
Harris 2010877 0 2554 1352 43 20 0
Harris 2010878 0 403 857 10 2 0
Harris 2010879 0 1155 903 15 8 0
Harris 2010880 0 794 1506 24 3 0
Harris 2010881 0 4018 1460 58 19 0
Harris 2010882 0 2233 1224 19 14 0
Harris 2010883 0 2810 751 31 13 0
Harris 2010884 0 183 51 1 2 0
Harris 2010885 0 1225 1256 27 3 0
Harris 2010886 0 455 258 12 1 0
Harris 2010887 0 236 133 10 1 0
Harris 2010888 0 1157 493 12 8 0
Harris 2010889 0 115 26 3 1 0
Harris 2010890 0 867 481 26 3 0
Harris 2010891 0 703 334 13 2 0
Harris 2010892 0 782 223 16 1 0
Harris 2010893 0 2 0 0 0 0
Harris 2010894 0 1336 234 8 6 0
Harris 2010895 0 514 198 17 4 0
Harris 2010896 0 1018 388 16 2 0
Harris 2010897 0 869 679 18 1 0
Harris 2010898 0 927 506 27 8 0
Harris 2010899 0 525 561 12 1 0
Harris 2010900 0 4 5 1 0 0
Harris 2010901 0 0 0 0 0 0
Harris 2010902 0 1521 1082 34 6 0
Harris 2010903 0 653 1467 28 1 0
Harris 2010904 0 2 1 0 0 0
Harris 2010905 0 315 267 2 2 0
Harris 2010906 0 13 15 1 0 0
Harris 2010907 0 110 14 0 1 0
Harris 2010908 0 1 0 0 0 0
Harris 2010909 0 14 1 0 0 0
Harris 2010910 0 69 49 1 0 0
Harris 2010911 0 142 212 5 2 0
Harris 2010912 0 535 544 7 5 0
Harris 2010913 0 143 45 0 2 0
Harris 2010914 0 43 24 1 0 0
Harris 2010915 0 0 0 0 0 0
Harris 2010916 0 891 2109 45 4 0
Harris 2010917 0 25 4 0 0 0
Harris 2010918 0 4 1 0 0 0
Harris 2010919 0 0 0 0 0 0
Harris 2010920 0 30 38 3 0 0
Harris 2010921 0 41 4 0 0 0
Harris 2010922 0 0 0 0 0 0
Harris 2010923 0 1163 2228 40 10 0
Harris 2010924 0 0 0 0 0 0
Harris 2010925 0 0 0 0 0 0
Harris 2010926 0 378 602 12 2 0
Harris 2010927 0 897 651 25 5 0
Harris 2010928 0 6 0 0 0 0
Harris 2010929 0 0 0 0 0 0
Harris 2010930 0 271 57 2 1 0
Harris 2010931 0 59 39 2 0 0
Harris 2010932 0 0 0 0 0 0
Harris 2010933 0 428 129 8 1 0
Harris 2010934 0 22 3 0 0 0
Harris 2010935 0 16 11 0 0 0
Harris 2010936 0 40 16 0 0 0
Harris 2010937 0 0 0 0 0 0
Harris 2010938 0 102 30 1 2 0
Harris 2010939 0 1 0 0 0 0
Harris 2010940 0 13 0 0 0 0
Harris 2010941 0 376 267 14 3 0
Harris 2010942 0 57 89 1 0 0
Harris 2010943 0 213 115 0 4 0
Harris 2010944 0 0 0 0 0 0
Harris 2010945 0 7 3 1 2 0
Harris 2010946 0 5 5 0 0 0
Harris 2010947 0 424 242 13 3 0
Harris 2010948 0 0 0 0 0 0
Harris 2010949 0 79 75 0 0 0
Harris 2010950 0 0 0 0 0 0
Harris 2010951 0 165 65 1 3 0
Harris 2010952 0 33 28 0 0 0
Harris 2010953 0 4 1 0 0 0
Harris 2010954 0 0 0 0 0 0
Harris 2010955 0 2549 3937 77 6 0
Harris 2010956 0 0 0 0 0 0
Harris 2010957 0 343 61 2 2 0
Harris 2010958 0 594 173 5 0 0
Harris 2010959 0 0 0 0 0 0
Harris 2010960 0 1097 269 10 4 0
Harris 2010961 0 1090 316 9 4 0
Harris 2010962 0 59 7 2 1 0
Harris 2010963 0 331 227 3 0 0
Harris 2010964 0 2257 2062 50 8 0
Harris 2010965 0 65 128 0 0 0
Harris 2010966 0 512 187 7 1 0
Harris 2010967 0 89 34 0 0 0
Harris 2010968 0 1477 338 19 3 0
Harris 2010969 0 405 8 5 3 0
Harris 2010970 0 346 47 3 3 0
Harris 2010971 0 0 0 0 0 0
Harris 2010972 0 0 0 0 0 0
Harris 2010973 0 419 456 16 3 0
Harris 2010974 0 0 0 0 0 0
Harris 2010975 0 85 60 2 0 0
Harris 2010976 0 202 200 6 0 0
Harris 2010977 0 251 209 1 4 0
Harris 2010978 0 0 0 0 0 0
Harris 2010979 0 0 0 0 0 0
Harris 2010980 0 409 695 8 2 0
Harris 2010981 0 11 3 0 0 0
Harris 2010982 0 1530 3418 81 4 0
Harris 2010983 0 96 46 1 1 0
Harris 2010984 0 104 15 0 0 0
Harris 2010985 0 141 101 4 0 0
Harris 2010986 0 220 49 2 0 0
Harris 2010987 0 618 82 3 0 0
Harris 2010988 0 8 74 2 0 0
Harris 2010989 0 0 0 0 0 0
Harris 2010990 0 16 23 0 0 0
Harris 2010991 0 1 2 1 0 0
Harris 2010992 0 386 315 7 5 0
Harris 2010993 0 0 0 0 0 0
Harris 2010994 0 172 48 0 1 0
Harris 2010995 0 1249 146 8 3 0
Harris 2010996 0 276 261 7 0 0
Harris 2010997 0 766 116 10 3 0
Harris 2010998 0 26 37 3 0 0
Harris 2010999 0 0 0 0 0 0
Harris 2011000 0 179 46 1 0 0
Harris 2011001 0 694 264 6 2 0
Harris 2011002 0 638 188 4 2 0
Harris 2011003 0 1 0 0 0 0
Harris 2011004 0 336 237 15 1 0
Harris 2011005 0 0 0 0 0 0
Harris 2011006 0 0 0 0 0 0
Harris 2011007 0 1007 320 12 5 0
Harris 2011008 0 220 763 6 4 0
Harris 2011009 0 0 0 0 0 0
Harris 2011010 0 615 180 8 2 0
Harris 2011011 0 6 12 0 0 0
Harris 2011012 0 720 409 5 5 0
Maverick 323001A 0 224 139 3 2 0
Maverick 323001B 0 759 550 3 3 2
Maverick 323001C 0 1310 1027 6 7 4
Maverick 323002A 0 219 143 1 5 2
Maverick 323002B 0 829 765 12 6 2
Maverick 323002C 0 576 541 2 5 1
Maverick 323002D 0 28 57 0 0 0
Maverick 323003A 0 968 766 14 3 2
Maverick 323003B 0 1102 981 16 16 3
Maverick 323003C 0 127 210 3 1 0
Maverick 323004A 0 260 182 1 2 0
Maverick 323004B 0 1003 769 7 4 1
Maverick 323004C 0 356 235 2 0 2
Maverick 323004D 0 565 516 3 6 0
