COUNTY AREA TOTAL DEM REP GRN ALN LIB
COUNTY AREA TOTAL Biden Trump Hawkins DeLaFuente Jorgensen
Lexington "RED BANK SOUTH 2" 1349 455 877 2 0 15
Lexington "Carolina Springs" 1530 518 988 3 0 21
Lexington "Platt Springs 1" 995 266 714 3 0 12
Lexington "Platt Springs 2" 2331 1133 1138 5 0 55
Lexington "RIVER BLUFF" 2483 821 1604 9 3 46
Lexington Failsafe 114 26 86 0 0 2
Lexington Provisional 78 24 52 1 1 0
Lexington "Failsafe Provisional" 249 70 168 3 1 7
Marion "BRITTON'S NECK" 1028 666 353 0 2 7
Marion FRIENDSHIP 241 169 70 0 0 2
Marion CENTENARY 951 659 283 4 2 3
Marion RAINS 545 363 179 0 1 2
Marion "MARION NO. 1" 898 660 226 6 0 6
Marion "MARION NO. 2" 998 488 503 4 0 3
Marion "MARION NORTH" 1031 520 505 3 0 3
Marion "MARION SOUTH" 1850 1374 464 3 4 5
Marion "MARION WEST" 865 383 474 4 2 2
Marion SELLERS 174 127 47 0 0 0
Marion TEMPERANCE 715 476 232 2 1 4
Marion ZION 408 242 164 0 1 1
Marion "N WEST MULLINS" 986 698 278 2 2 6
Marion "S WEST MULLINS" 1169 704 451 4 0 10
Marion "N EAST MULLINS" 1333 822 495 5 2 9
Marion "S EAST MULLINS" 994 323 669 1 1 0
Marion NICHOLS 471 168 301 2 0 0
Marion Failsafe 4 4 0 0 0 0
Marion Provisional 39 24 15 0 0 0
Marion "Failsafe Provisional" 4 2 2 0 0 0
Marlboro ADAMSVILLE 318 129 186 1 0 2
Marlboro BLENHEIM 214 100 111 1 0 2
Marlboro BRIGHTSVILLE 526 270 255 0 0 1
Marlboro BROWNSVILLE 229 72 155 0 0 2
Marlboro "RED HILL" 889 393 490 3 0 3
Marlboro TATUM 294 137 147 3 0 7
Marlboro WALLACE 842 348 485 2 1 6
Marlboro "QUICKS X ROADS" 662 378 281 1 0 2
Marlboro CLIO 1012 670 336 1 1 4
Marlboro MCCOLL 840 316 517 2 0 5
Marlboro "EAST MCCOLL" 556 108 447 1 0 0
Marlboro "E BENNETTSVILLE" 1121 762 347 5 2 5
Marlboro "W BENNETTSVILLE" 1344 964 363 5 3 9
Marlboro "S BENNETTSVILLE" 610 532 71 0 1 6
Marlboro "N BENNETTSVILLE" 1938 1093 822 8 2 13
Marlboro Failsafe 20 5 14 0 0 1
Marlboro Provisional 31 13 17 0 0 1
Marlboro "Failsafe Provisional" 0 0 0 0 0 0
Mccormick "Mt. Carmel" 188 156 31 0 0 1
Mccormick Monticello 494 154 336 1 0 3
Mccormick Savannah 1654 463 1183 2 0 6
Mccormick Willington 157 90 62 3 0 2
Mccormick "McCormick No. 1" 865 554 303 3 1 4
Mccormick Bethany 287 207 73 3 0 4
Mccormick "McCormick No. 2" 664 463 195 3 1 2
Mccormick "Plum Branch" 610 354 250 2 1 3
Mccormick Parksville 159 30 125 2 0 2
Mccormick Modoc 223 24 198 1 0 0
Mccormick "Clark's Hill" 390 186 202 0 1 1
Mccormick Failsafe 4 4 0 0 0 0
Mccormick Provisional 2 2 0 0 0 0
Mccormick "Failsafe Provisional" 0 0 0 0 0 0
Newberry "Newberry Ward 1" 295 156 137 1 1 0
Newberry "Newberry Ward 2" 755 289 450 5 2 9
Newberry "Newberry Ward 3" 600 316 274 4 0 6
Newberry "Newberry Ward 4" 347 289 58 0 0 0
Newberry "Newberry Ward 5" 384 330 49 3 0 2
Newberry "Newberry Ward 6" 842 401 429 2 3 7
Newberry "Beth - Eden" 464 153 293 1 2 15
Newberry "Bush River" 259 68 191 0 0 0
Newberry Chappells 554 183 364 1 3 3
Newberry Fairview 1501 306 1180 4 0 11
Newberry Hartford 803 333 464 2 1 3
Newberry Helena 619 483 129 1 1 5
Newberry Kinards-Jalapa 382 98 283 1 0 0
Newberry Johnstone 410 138 267 1 0 4
Newberry "Little Mountain" 1139 292 834 4 0 9
Newberry Maybinton 56 38 18 0 0 0
Newberry "Mt. Bethel-Garmany" 869 466 398 3 0 2
Newberry "Consolidated Number 5" 900 266 621 6 0 7
Newberry O'Neal 1232 258 962 3 1 8
Newberry Oakland 449 330 116 1 1 1
Newberry Peak 112 32 79 0 0 1
Newberry Pomaria 493 128 357 0 0 8
Newberry "Prosperity City" 643 283 347 3 0 10
Newberry Silverstreet 587 198 386 0 0 3
Newberry "Stoney Hill" 671 111 549 1 2 8
Newberry "St. Phillips-Jolly Street" 840 285 547 3 1 4
Newberry Wheeland 408 60 342 0 0 6
Newberry "Whitmire City" 632 200 421 5 0 6
Newberry "Whitmire Outside" 601 173 419 1 0 8
Newberry "Prosperity Outside" 740 269 461 4 0 6
Newberry Failsafe 1 0 1 0 0 0
Newberry Provisional 7 3 4 0 0 0
Newberry "Failsafe Provisional" 36 23 13 0 0 0
Oconee Newry-Corinth 186 37 145 1 1 2
Oconee "Earles Grove" 677 87 582 1 0 7
Oconee Ravenel 1962 767 1148 4 1 42
Oconee "Fair Play" 857 136 711 3 0 7
Oconee Friendship 1495 348 1121 6 1 19
Oconee "Holly Springs" 283 18 263 0 0 2
Oconee Keowee 1738 350 1376 3 1 8
Oconee "Long Creek" 328 119 203 0 0 6
Oconee "Mountain Rest" 796 181 610 0 0 5
Oconee Madison 501 49 448 0 0 4
Oconee Bountyland 1396 360 1021 0 1 14
Oconee Oakway 1076 171 893 0 1 11
Oconee Return 641 95 541 0 0 5
Oconee Richland 876 178 689 3 3 3
Oconee Salem 1690 299 1371 3 1 16
Oconee "Stamp Creek" 2366 825 1512 4 4 21
Oconee "New Hope" 2206 471 1709 2 2 22
Oconee Shiloh 987 392 570 5 0 20
Oconee "South Union" 1250 250 986 1 2 11
Oconee Tamassee 1068 152 904 3 1 8
Oconee Tokeena-Providence 987 181 792 1 0 13
Oconee Utica 444 186 245 3 0 10
Oconee "Walhalla 1" 2814 619 2158 6 1 30
Oconee "Walhalla 2" 1974 415 1528 7 0 24
Oconee "Westminster 1" 2289 417 1846 8 0 18
Oconee "Westminster 2" 1417 219 1178 5 0 15
Oconee "West Union" 1586 339 1232 1 0 14
Oconee "Seneca 1" 2142 964 1142 4 2 30
Oconee "Seneca 2" 1595 599 971 3 2 20
Oconee "Seneca 3" 1048 291 739 2 0 16
Oconee "Seneca 4" 1908 881 998 9 1 19
Oconee Failsafe 9 0 9 0 0 0
Oconee Provisional 51 15 36 0 0 0
Oconee "Failsafe Provisional" 25 3 21 0 0 1
Orangeburg "ORANGEBURG WD 1" 442 288 152 1 0 1
Orangeburg "ORANGEBURG WD 2" 318 290 24 1 3 0
Orangeburg "ORANGEBURG WD 3" 578 540 31 0 2 5
Orangeburg "ORANGEBURG WD 4" 336 322 10 3 0 1
Orangeburg "ORANGEBURG WD 5" 324 298 22 4 0 0
Orangeburg "ORANGEBURG WD 6" 449 352 93 2 1 1
Orangeburg "ORNAGEBURG WD 7" 618 401 210 2 0 5
Orangeburg "ORANGEBURG WD 8" 479 291 184 2 0 2
Orangeburg "ORANGEBURG WD 9" 383 298 83 0 0 2
Orangeburg "ORANGEBURG WD 10" 636 439 192 0 0 5
Orangeburg "SUBURBAN 1" 343 319 18 2 1 3
Orangeburg "SUBURBAN 2" 424 406 11 5 0 2
Orangeburg "SUBURBAN 3" 933 828 100 2 0 3
Orangeburg "SUBURBAN 4" 287 185 100 0 1 1
Orangeburg "SUBURBAN 5" 806 630 169 3 1 3
Orangeburg "SUBURBAN 6" 555 326 222 3 0 4
Orangeburg "SUBURBAN 7" 1473 807 656 3 1 6
Orangeburg "SUBURBAN 8" 655 402 247 2 0 4
Orangeburg "SUBURBAN 9" 1059 896 154 5 1 3
Orangeburg BETHEL 470 332 134 0 0 4
Orangeburg "BOWMAN 1" 979 693 277 5 1 3
Orangeburg "BOWMAN 2" 587 329 253 1 1 3
Orangeburg "BRANCHVILLE 1" 739 322 408 3 1 5
Orangeburg "BRANCHVILLE 2" 365 138 221 2 0 4
Orangeburg BROOKDALE 1052 1004 40 3 2 3
Orangeburg COPE 483 188 293 1 0 1
Orangeburg "CORDOVA 1" 1047 514 528 2 1 2
Orangeburg EDISTO 766 203 556 3 0 4
Orangeburg "ELLOREE 1" 676 361 312 0 0 3
Orangeburg "EUTAWVILLE 1" 1070 487 577 1 0 5
Orangeburg "EUTAWVILLE 2" 1316 1062 249 2 0 3
Orangeburg "FOUR HOLES" 419 124 290 1 0 4
Orangeburg "HOLLY HILL 2" 1327 1105 220 1 0 1
Orangeburg "HOLLY HILL 1" 1386 842 537 3 0 4
Orangeburg JAMISON 1362 996 356 2 2 6
Orangeburg "LIMESTONE 1" 1200 853 340 2 0 5
Orangeburg NEESES-LIVINGSTON 778 253 522 1 0 2
Orangeburg NIX 735 720 10 2 1 2
Orangeburg "NORTH 2" 908 412 493 1 1 1
Orangeburg "NORTH 1" 919 516 400 2 0 1
Orangeburg NORWAY 936 567 360 2 1 6
Orangeburg "PINE HILL" 767 442 318 3 0 4
Orangeburg PROVIDENCE 796 587 203 2 0 4
Orangeburg ROWESVILLE 405 215 184 2 0 4
Orangeburg "SANTEE 1" 1145 489 649 0 0 7
Orangeburg SPRINGFIELD 902 505 392 1 0 4
Orangeburg VANCE 1149 847 298 2 0 2
Orangeburg WHITTAKER 795 697 93 2 0 3
Orangeburg BOLENTOWN 894 412 470 2 4 6
Orangeburg "CORDOVA 2" 1010 626 379 3 0 2
Orangeburg "ELLOREE 2" 505 378 125 1 0 1
Orangeburg "LIMESTONE 2" 1274 912 349 1 3 9
Orangeburg "SANTEE 2" 857 785 62 7 0 3
Orangeburg Failsafe 29 19 10 0 0 0
Orangeburg Provisional 44 33 11 0 0 0
Orangeburg "Failsafe Provisional" 15 9 6 0 0 0
Pckens "Stone Church" 905 490 382 3 3 27
Pckens University 466 245 203 5 0 13
Pckens Morrison 898 446 424 1 1 26
Pckens Abel 618 374 229 4 0 11
Pckens Calhoun 725 440 264 1 2 18
Pckens Clemson 1513 717 756 6 2 32
Pckens Issaqueena 596 315 257 6 0 18
Pckens "West Central" 606 297 287 4 0 18
Pckens "North Central" 878 270 587 4 1 16
Pckens Pike 777 326 430 3 0 18
Pckens "Lawrence Chapel" 993 271 704 3 0 15
Pckens Norris 930 140 777 3 1 9
Pckens "Six Mile" 1191 138 1038 1 0 14
Pckens "Six Mile Mountain" 1177 199 960 5 0 13
Pckens "Praters Creek" 795 75 715 1 0 4
Pckens "Mountain View" 1422 317 1080 2 1 22
Pckens "Albert R. Lewis" 1069 133 932 2 0 2
Pckens "Holly Springs" 1251 244 991 4 0 12
Pckens Pumpkintown 1322 245 1062 2 2 11
Pckens Griffin 1248 156 1063 2 0 27
Pckens "North Pickens" 1015 137 864 2 0 12
Pckens "West Pickens" 1129 162 948 3 1 15
Pckens "South Pickens" 859 228 616 0 0 15
Pckens "East Pickens" 963 104 847 4 0 8
Pckens "Glassy Mountain" 994 122 861 2 0 9
Pckens "Cedar Rock" 1013 138 863 0 0 12
Pckens Skelton 920 121 782 2 4 11
Pckens "Rices Creek" 933 143 778 3 0 9
Pckens "West Liberty" 1034 143 876 2 0 13
Pckens "East Liberty" 820 141 666 0 0 13
Pckens "Flat Rock" 978 160 800 3 1 14
Pckens Zion 820 165 645 1 0 9
Pckens "Smith Grove" 693 143 541 2 1 6
Pckens "Arial Mill" 792 148 627 4 1 12
Pckens Simpson 714 343 355 3 1 12
Pckens Woodside 1218 409 787 4 4 14
Pckens "Brushy Creek" 1309 320 970 4 0 15
Pckens Pickensville 821 228 576 5 0 12
Pckens Easley 931 276 634 5 0 16
Pckens "Forest Acres" 815 208 596 3 0 8
Pckens Crestview 1161 229 910 3 2 17
Pckens Sitton 1120 263 842 0 0 15
Pckens "Rock Springs" 1123 292 811 3 1 16
Pckens Saluda 843 187 642 2 2 10
Pckens Crosswell 1145 181 948 3 1 12
Pckens "Georges Creek" 852 193 647 2 0 10
Pckens McKissick 904 239 650 6 0 9
Pckens Vinland 820 102 713 1 0 4
Pckens Crossroads 1081 148 918 1 0 14
Pckens Dacusville 831 111 713 1 0 6
Pckens "Nine Forks" 1026 123 891 2 0 10
Pckens "South Central" 829 354 450 7 1 17
Pckens "Crescent Hill" 994 125 860 2 3 4
Pckens "North Liberty" 816 154 649 3 1 9
Pckens Pendleton 833 112 706 4 0 11
Pckens "Fruit Mountain" 668 138 516 2 0 12
Pckens "Pope Field" 719 212 496 3 0 8
Pckens Sheffield 1107 234 866 1 0 6
Pckens "Tri County" 480 115 353 0 1 11
Pckens McAllister 845 186 649 1 0 9
Pckens Lenhart 905 234 653 1 1 16
Pckens Failsafe 122 16 103 0 0 3
Pckens Provisional 109 13 94 0 0 2
Pckens "Failsafe Provisional" 62 7 54 0 0 1
Richland "Ward 1" 793 567 201 10 1 14
Richland "Ward 2" 470 378 73 5 1 13
Richland "Ward 3" 1067 789 249 8 1 20
Richland "Ward 4" 1122 836 256 7 1 22
Richland "Ward 5" 611 378 214 2 0 17
Richland "Ward 6" 1061 667 367 2 1 24
Richland "Ward 7" 647 625 15 4 1 2
Richland "Ward 8" 192 184 5 0 0 3
Richland "Ward 9" 509 485 20 2 0 2
Richland "Ward 10" 1128 765 342 6 1 14
Richland "Ward 11" 955 732 208 4 0 11
Richland "Ward 12" 1121 778 325 9 0 9
Richland "Ward 13" 1587 1080 474 5 1 27
Richland "Ward 14" 1285 828 425 7 0 25
Richland "Ward 15" 877 492 372 2 1 10
Richland "Ward 16" 1126 516 588 3 0 19
Richland "Ward 17" 1335 698 619 5 2 11
Richland "Ward 18" 807 691 99 5 4 8
Richland "Ward 19" 749 717 19 6 0 7
Richland "Ward 20" 1244 997 213 11 1 22
Richland "Ward 21" 1022 969 43 5 0 5
Richland "Ward 22" 1009 945 52 5 3 4
Richland "Ward 23" 731 508 213 3 0 7
Richland "Ward 24" 837 369 448 2 0 18
Richland "Ward 25" 1354 482 840 5 1 26
Richland "Ward 26" 1003 686 302 5 0 10
Richland "Ward 29" 887 824 53 3 2 5
Richland "Ward 30" 714 500 195 5 0 14
Richland "Ward 31" 621 596 18 2 1 4
Richland "Ward 32" 590 566 11 3 3 7
Richland "Ward 33" 632 502 119 3 1 7
Richland "Ward 34" 890 572 303 2 0 13
Richland Arcadia 1223 741 449 6 2 25
Richland Ardincaple 327 312 12 2 0 1
Richland "Ballentine 1" 1264 502 734 1 1 26
Richland "Ballentine 2" 1609 494 1090 4 5 16
Richland "Beatty Road" 535 470 59 4 1 1
Richland Bluff 1349 1277 58 6 2 6
Richland "Blythewood 1" 1849 770 1057 6 0 16
Richland "Blythewood 2" 1935 986 921 5 5 18
Richland "Blythewood 3" 2276 1457 790 5 1 23
Richland Bookman 2388 1596 754 6 2 30
Richland "Brandon 1" 1511 1149 344 3 1 14
Richland "Brandon 2" 1410 1200 188 6 1 15
Richland Briarwood 1862 1463 384 2 2 11
Richland "Bridge Creek" 1720 1386 318 3 1 12
Richland "Caughman Road" 1518 1148 359 1 1 9
Richland "College Place" 963 921 38 3 0 1
Richland Cooper 1005 483 505 2 1 14
Richland Dennyside 737 454 258 5 3 17
Richland Dentsville 1542 1402 121 8 1 10
Richland "Dutch Fork 1" 1095 352 720 4 1 18
Richland "Dutch Fork 2" 1175 595 563 3 0 14
Richland "Dutch Fork 3" 2041 774 1234 2 1 30
Richland "Dutch Fork 4" 1473 644 799 0 2 28
Richland Eastover 938 848 84 2 1 3
Richland Edgewood 1040 986 43 8 1 2
Richland Estates 1649 1030 589 6 0 24
Richland Fairlawn 2198 1828 337 8 3 22
Richland Fairwold 599 585 11 1 0 2
Richland "East Forest Acres" 1160 493 648 2 1 16
Richland "North Forest Acres" 1026 609 392 3 0 22
Richland "South Forest Acres" 1287 607 658 6 4 12
Richland "Friarsgate 1" 1320 771 512 9 1 27
Richland "Friarsgate 2" 1128 623 479 10 0 16
Richland "Old Friarsgate" 1036 626 400 1 0 9
Richland Gadsden 1079 1006 67 2 0 4
Richland Garners 637 388 237 0 2 10
Richland Greenview 1206 1167 28 7 2 2
Richland "Gregg Park" 1390 834 537 3 4 12
Richland Hampton 1178 805 332 11 3 27
Richland "Harbison 1" 1584 1169 387 3 0 25
Richland "Harbison 2" 998 710 276 4 1 7
Richland "Hopkins 1" 1064 943 110 2 0 9
Richland "Hopkins 2" 1281 1116 152 6 1 6
Richland "Horrell Hill" 1707 983 710 4 1 9
Richland "Hunting Creek" 391 220 167 1 1 2
Richland "Keels 1" 1316 1147 159 3 0 7
Richland "Keels 2" 953 881 55 6 2 9
Richland Keenan 1333 959 346 6 4 18
Richland "Kelly Mill" 1785 1156 612 4 2 11
Richland Killian 2172 1666 480 3 4 19
Richland Kingswood 2016 1714 282 8 0 12
Richland "Lake Carolina" 2510 1630 849 4 2 25
Richland Lincolnshire 1390 1336 41 10 0 3
Richland Longcreek 4131 2328 1740 16 3 44
Richland Longleaf 1388 1235 141 7 0 5
Richland Lykesland 1460 1072 368 4 6 10
Richland "Mallet Hill" 1945 1358 566 7 1 13
Richland Meadowfield 1387 704 646 14 2 21
Richland Meadowlake 1508 1422 68 11 0 7
Richland McEntire 660 411 243 2 1 3
Richland Midway 1820 1571 234 7 1 7
Richland "Mill Creek" 963 749 197 7 0 10
Richland Monticello 1374 831 529 3 0 11
Richland "North Springs 1" 1076 698 360 4 2 12
Richland "North Springs 2" 2306 1528 752 6 1 19
Richland "North Springs 3" 1557 1267 262 6 4 18
Richland "Oak Pointe 1" 1089 580 484 6 2 17
Richland "Oak Pointe 2" 626 303 311 0 1 11
Richland "Oak Pointe 3" 852 502 337 4 0 9
Richland Oakwood 804 463 330 2 0 9
Richland Olympia 1149 841 274 8 2 24
Richland "Parkridge 1" 733 424 292 4 1 12
Richland "Parkridge 2" 641 424 212 0 1 4
Richland "Parkway 1" 1735 1442 266 11 1 15
Richland "Parkway 2" 1819 1386 389 16 5 23
Richland "Parkway 3" 1509 1348 146 3 4 8
Richland "Pennington 1" 920 294 615 3 0 8
Richland "Pennington 2" 1228 651 553 2 0 22
Richland "Pine Grove" 1093 955 126 5 0 7
Richland "Pine Lakes 1" 882 813 64 1 0 4
Richland "Pine Lakes 2" 1181 1073 95 7 0 6
Richland Pinewood 1469 1257 198 7 1 6
Richland "Polo Road" 1847 1398 426 9 0 14
Richland "Pontiac 1" 2011 1175 816 3 1 16
Richland "Pontiac 2" 2002 1227 743 7 2 23
Richland "Rice Creek 1" 1332 1117 199 8 2 6
Richland "Rice Creek 2" 2239 1836 378 7 4 14
Richland "Ridge View 1" 2099 1662 409 8 1 19
Richland "Ridge View 2" 2361 1865 469 6 1 20
Richland Ridgewood 465 442 19 1 0 3
Richland Riverside 739 586 141 4 1 7
Richland "Riversprings 1" 988 354 616 2 0 16
Richland "Riversprings 2" 1142 624 494 3 1 20
Richland "Riversprings 3" 1302 621 660 0 1 20
Richland Riverwalk 2306 1425 845 6 1 29
Richland "Round Top" 554 362 187 0 1 4
Richland "St. Andrews" 843 622 204 1 1 15
Richland Sandlapper 2350 1937 391 6 1 15
Richland Satchelford 1149 522 608 3 2 14
Richland Skyland 684 518 149 8 0 9
Richland "South Beltline" 928 679 228 4 0 17
Richland "Spring Hill" 2197 455 1704 3 3 32
Richland "Spring Valley" 2233 1417 797 5 1 13
Richland "Spring Valley West" 2061 1640 389 14 4 14
Richland "Springville 1" 1798 519 1255 2 0 22
Richland "Springville 2" 1587 440 1124 2 2 19
Richland "Trenholm Road" 835 382 442 2 2 7
Richland Trinity 1049 722 303 6 2 16
Richland Valhalla 1775 1029 720 6 1 19
Richland "Valley State Park" 2447 2172 245 13 1 16
Richland Walden 740 618 113 4 0 5
Richland Webber 848 607 230 3 0 8
Richland Westminster 1019 871 131 10 0 7
Richland Whitewell 973 846 107 6 1 13
Richland Wildewood 2385 1311 1045 5 3 21
Richland Woodfield 1778 1351 415 3 0 9
Richland Woodlands 1957 912 1008 9 0 28
Richland Failsafe 69 53 16 0 0 0
Richland Provisional 155 103 49 1 0 2
Richland "Failsafe Provisional" 116 86 24 3 0 3
Saluda Centennial 380 83 295 1 1 0
Saluda Clyde 191 22 168 0 0 1
Saluda Delmar 319 37 279 0 0 3
Saluda "Fruit Hill" 556 334 213 3 0 6
Saluda Higgins/Zoar 461 222 235 1 0 3
Saluda Holly 839 128 706 1 0 4
Saluda Hollywood 1009 136 864 2 0 7
Saluda Holstons 688 250 430 0 0 8
Saluda Mayson 338 88 250 0 0 0
Saluda "Mt. Willing" 199 50 145 0 0 4
Saluda "Pleasant Cross" 152 66 84 0 0 2
Saluda "Pleasant Grove" 645 116 525 0 1 3
Saluda Richland 438 70 365 2 1 0
Saluda "Ridge Spring/Monetta" 560 296 259 3 1 1
Saluda "Saluda No. 1" 836 500 325 1 1 9
Saluda "Saluda No. 2" 854 350 485 6 0 13
Saluda Sardis 456 48 400 0 0 8
Saluda Ward 310 153 153 1 0 3
Saluda Failsafe 0 0 0 0 0 0
Saluda Provisional 43 14 29 0 0 0
Saluda "Failsafe Provisional" 0 0 0 0 0 0
Spartanburg "Woodruff Leisure Center" 900 251 642 3 0 4
Spartanburg "Arcadia Elementary" 631 322 300 4 0 5
Spartanburg "Morningside Baptist" 1559 554 983 3 3 16
Spartanburg "Boiling Springs 9th Grade" 2934 1071 1808 9 2 44
Spartanburg "Gable Middle School" 2510 713 1764 5 2 26
Spartanburg "Lake Bowen Baptist" 3543 706 2802 4 2 29
Spartanburg "Cooley Springs Baptist" 1909 415 1477 5 0 12
Spartanburg "Landrum High School" 2130 385 1720 4 0 21
Spartanburg "Hendrix Elementary" 1666 692 956 4 0 14
Spartanburg "Cannons Elementary" 864 274 582 2 1 5
Spartanburg "Cavins Hobbysville" 740 106 624 1 0 9
Spartanburg "E.P. Todd Elementary" 1764 960 767 9 1 27
Spartanburg "Cherokee Springs Fire Station" 1250 289 941 1 1 18
Spartanburg "Converse Fire Station" 896 298 590 1 0 7
Spartanburg "Cowpens Fire Station" 1288 274 1002 1 1 10
Spartanburg "Woodruff Fire Station" 975 166 797 2 0 10
Spartanburg "Cross Anchor Fire Station" 532 109 420 0 0 3
Spartanburg "Fairforest Elementary" 2364 576 1768 3 1 16
Spartanburg "Abner Creek Baptist" 1708 486 1203 6 0 13
Spartanburg "Dayton Fire Station" 914 458 448 1 0 7
Spartanburg "Cedar Grove Baptist" 785 617 150 5 0 13
Spartanburg "Enoree First Baptist" 992 197 786 3 1 5
Spartanburg "Fairforest Middle School" 1924 771 1116 4 3 30
Spartanburg "Travelers Rest Baptist" 2606 1166 1396 5 1 38
Spartanburg "Glendale Fire Station" 1099 211 877 1 0 10
Spartanburg "Gramling Methodist" 1308 196 1096 2 1 13
Spartanburg "Hayne Baptist" 792 409 373 2 1 7
Spartanburg "Holly Springs Baptist" 2635 407 2197 3 1 27
Spartanburg "Chapman High School" 2580 824 1716 9 4 27
Spartanburg "Landrum United Methodist" 2305 579 1702 4 0 20
Spartanburg "Lyman Town Hall" 3060 913 2088 7 2 50
Spartanburg "Mayo Elementary" 1381 164 1209 2 0 6
Spartanburg "Motlow Creek Baptist" 895 161 717 4 0 13
Spartanburg "R.D. Anderson Vocational" 1327 245 1065 2 1 14
Spartanburg "Swofford Career Center" 2677 479 2169 8 0 21
Spartanburg "Pauline Glenn Springs Elementary" 817 127 680 1 0 9
Spartanburg "Pelham Fire Station" 1790 623 1125 5 6 31
Spartanburg "Poplar Springs Fire Station" 2047 611 1407 2 2 25
Spartanburg "Reidville Elementary" 2615 665 1906 8 2 34
Spartanburg "Roebuck Elementary" 2190 1164 1000 11 1 14
Spartanburg "Mt. Moriah Baptist" 1072 888 171 2 0 11
Spartanburg "C.C. Woodson Recreation" 894 837 54 0 0 3
Spartanburg "St. John's Lutheran" 1137 435 689 0 1 12
Spartanburg "Trinity Methodist" 1330 620 668 10 1 31
Spartanburg "Southside Baptist" 716 584 118 2 2 10
Spartanburg "Spartanburg High School" 1853 866 940 7 1 39
Spartanburg "Cornerstone Baptist" 1159 743 391 5 1 19
Spartanburg "Woodland Heights Recreation Center" 1398 824 554 5 2 13
Spartanburg "Holy Communion" 1484 970 499 4 1 10
Spartanburg "Beaumont Methodist" 443 212 219 3 0 9
Spartanburg "Cleveland Elementary" 874 758 100 8 0 8
Spartanburg "Ebenezer Baptist" 575 545 23 5 0 2
Spartanburg "Startex Fire Station" 688 345 335 1 2 5
Spartanburg "Victor Mill Methodist" 1111 407 681 6 0 17
Spartanburg "Mt. Calvary Presbyterian" 2222 294 1912 1 1 14
Spartanburg "Wellford Fire Station" 1974 864 1083 5 3 19
Spartanburg "West View Elementary" 1664 604 1039 3 1 17
Spartanburg "Croft Baptist" 830 449 367 4 1 9
Spartanburg "Whitlock Jr. High" 1217 429 765 3 1 19
Spartanburg "Bethany Baptist" 963 649 297 6 1 10
Spartanburg "Eastside Baptist" 1207 542 653 0 1 11
Spartanburg "Mt. Zion Gospel Baptist" 571 337 231 0 0 3
Spartanburg "Jesse Bobo Elementary" 1196 875 297 3 0 21
Spartanburg "White Stone Methodist" 699 311 379 2 0 7
Spartanburg "Cudd Memorial" 991 504 465 3 0 19
Spartanburg "Oakland Elementary" 1879 414 1443 3 0 19
Spartanburg "Boiling Springs Intermediate" 2751 962 1755 2 1 31
Spartanburg "Carlisle Fosters Grove" 1928 357 1543 3 1 24
Spartanburg "Cowpens Depot Museum" 821 269 543 0 0 9
Spartanburg "Beech Springs Intermediate" 1420 452 942 2 2 22
Spartanburg "Greater St. James" 1752 506 1212 11 0 23
Spartanburg "Bethany Wesleyan" 2343 752 1558 3 1 29
Spartanburg "Reidville Fire Station" 2805 939 1819 5 3 39
Spartanburg "Roebuck Bethlehem" 1208 596 600 2 0 10
Spartanburg "Jesse Boyd Elementary" 1056 648 382 9 0 17
Spartanburg "Anderson Mill Elementary" 1686 862 799 3 1 21
Spartanburg "Daniel Morgan Technology Center" 1002 374 598 7 1 22
Spartanburg "Boiling Springs Elementary" 3687 1237 2390 5 2 53
Spartanburg "Boling Springs Jr. High" 979 204 764 1 0 10
Spartanburg "Chapman Elementary" 1354 519 818 3 1 13
Spartanburg "Carlisle Wesleyan" 1221 223 986 3 0 9
Spartanburg "Boiling Springs High School" 1243 330 899 3 0 11
Spartanburg "Ben Avon Methodist" 1140 388 733 2 1 16
Spartanburg "Pacolet Elementary" 1602 436 1149 4 1 12
Spartanburg "Chesnee Elementary" 2029 509 1493 4 0 23
Spartanburg "Park Hills Elementary" 1038 801 212 5 2 18
Spartanburg Canaan 920 319 588 5 0 8
Spartanburg "Powell Saxon Una" 1008 726 271 3 0 8
Spartanburg "Woodruff Elementary" 1827 617 1181 7 2 20
Spartanburg "Duncan United Methodist" 1073 471 579 5 0 18
Spartanburg "River Ridge Elementary" 2365 896 1432 7 1 29
Spartanburg "D. R. Hill Middle School" 1966 499 1444 1 0 22
Spartanburg "Lyman Elementary" 1498 321 1145 7 2 23
Spartanburg "Anderson Mill Baptist" 1544 513 1011 1 2 17
Spartanburg Hope 886 447 421 7 0 11
Spartanburg "Trinity Presbyterian" 1683 629 1025 3 3 23
Spartanburg "Rebirth Missionary Baptist" 2479 716 1718 4 2 39
Spartanburg "Clifdale Elementary" 627 208 412 1 1 5
Spartanburg Failsafe 233 113 117 2 0 1
Spartanburg Provisional 235 72 161 0 0 2
Spartanburg "Failsafe Provisional" 197 75 118 0 0 4
Sumter REMBERT 1364 1148 206 5 0 5
Sumter HORATIO 391 324 66 1 0 0
Sumter HILLCREST 730 445 275 3 0 7
Sumter "OAKLAND PLANTATION 1" 895 434 444 3 0 14
Sumter "DALZELL 1" 1105 527 558 3 1 16
Sumter "DALZELL 2" 815 452 352 1 0 10
Sumter OSWEGO 927 399 523 2 0 3
Sumter MAYESVILLE 370 291 74 2 0 3
Sumter SALEM 271 223 47 1 0 0
