COUNTY AREA TOTAL DEM REP GRN ALN LIB
COUNTY AREA TOTAL Biden Trump Hawkins DeLaFuente Jorgensen
Charleston "Mt. Pleasant 22" 1505 726 757 3 0 19
Charleston "Mt. Pleasant 23" 1546 824 692 7 2 21
Charleston "Mt. Pleasant 24" 673 317 340 4 0 12
Charleston "Mt. Pleasant 25" 928 376 542 0 0 10
Charleston "Mt. Pleasant 26" 488 463 21 2 1 1
Charleston "Mt. Pleasant 27" 2451 1048 1362 5 1 35
Charleston "Mt. Pleasant 28" 1026 449 556 1 0 20
Charleston "Mt. Pleasant 29" 291 120 169 2 0 0
Charleston "Mt. Pleasant 30" 1760 746 984 7 6 17
Charleston "Mt. Pleasant 31" 1287 628 645 3 1 10
Charleston "Mt. Pleasant 32" 2395 837 1520 5 1 32
Charleston "Mt. Pleasant 33" 3781 1381 2342 15 1 42
Charleston "Mt. Pleasant 34" 1484 629 841 3 2 9
Charleston "Mt. Pleasant 35" 4356 1703 2587 9 4 53
Charleston "Mt. Pleasant 36" 1378 696 645 10 3 24
Charleston "Mt. Pleasant 37" 2962 1524 1399 5 2 32
Charleston "Mt. Pleasant 38" 1542 610 919 4 0 9
Charleston "Mt. Pleasant 39" 3439 1269 2122 3 0 45
Charleston "James Island 1A" 1693 968 685 6 0 34
Charleston "James Island 1B" 826 670 140 8 0 8
Charleston "James Island 3" 694 608 81 3 0 2
Charleston "James Island 5A" 1199 542 637 4 0 16
Charleston "James Island 5B" 678 245 418 2 1 12
Charleston "James Island 6" 1342 773 541 3 0 25
Charleston "James Island 7" 1675 907 736 2 2 28
Charleston "James Island 8A" 1242 770 450 3 1 18
Charleston "James Island 8B" 1503 855 617 6 1 24
Charleston "James Island 9" 1208 631 557 4 1 15
Charleston "James Island 10" 1231 642 563 5 1 20
Charleston "James Island 11" 1532 735 760 6 0 31
Charleston "James Island 12" 1129 515 593 5 1 15
Charleston "James Island 13" 1384 647 711 1 0 25
Charleston "James Island 14" 726 326 390 1 0 9
Charleston "James Island 15" 1284 729 518 8 0 29
Charleston "James Island 17" 1369 757 585 0 1 26
Charleston "James Island 19" 1238 726 488 4 0 20
Charleston "James Island 20" 1238 744 464 4 0 26
Charleston "James Island 22" 1241 700 513 5 0 23
Charleston "Johns Island 1A" 1514 609 883 3 2 17
Charleston "Johns Island 1B" 1741 1019 692 5 1 24
Charleston "Johns Island 2" 4357 2087 2167 10 2 91
Charleston "Johns Island 3A" 3505 1628 1813 10 0 54
Charleston "Johns Island 3B" 1361 720 626 3 2 10
Charleston "Johns Island 4" 940 532 393 0 1 14
Charleston "St. Pauls 1" 635 449 174 2 0 10
Charleston "St. Pauls 2A" 667 381 279 2 0 5
Charleston "St. Pauls 2B" 1086 652 423 4 0 7
Charleston "St. Pauls 3" 1727 600 1116 2 2 7
Charleston "St. Pauls 4" 1257 948 288 7 1 13
Charleston "St. Pauls 5" 849 411 427 1 1 9
Charleston "St. Pauls 6" 1746 727 1006 3 1 9
Charleston "St. Andrews 1" 534 355 173 0 1 5
Charleston "St. Andrews 2" 868 573 277 0 1 17
Charleston "St. Andrews 3" 1106 895 186 5 2 18
Charleston "St. Andrews 4" 1259 652 580 3 0 24
Charleston "St. Andrews 5" 1129 676 432 4 0 17
Charleston "St. Andrews 6" 1013 434 564 2 1 12
Charleston "St. Andrews 7" 1431 690 705 4 1 31
Charleston "St. Andrews 8" 650 532 108 2 0 8
Charleston "St. Andrews 9" 872 793 63 6 1 9
Charleston "St. Andrews 10" 847 539 289 3 1 15
Charleston "St. Andrews 11" 786 358 413 2 0 13
Charleston "St. Andrews 12" 895 434 428 2 0 31
Charleston "St. Andrews 13" 859 471 372 2 1 13
Charleston "St. Andrews 14" 1085 626 437 3 1 18
Charleston "St. Andrews 15" 956 773 162 8 0 13
Charleston "St. Andrews 16" 868 442 399 4 2 21
Charleston "St. Andrews 17" 1331 601 705 5 0 20
Charleston "St. Andrews 18" 1285 958 304 3 1 19
Charleston "ST. ANDREWS 19" 261 235 22 0 0 4
Charleston "St. Andrews 20" 1737 1085 611 8 2 31
Charleston "St. Andrews 21" 612 344 256 1 2 9
Charleston "St. Andrews 22" 963 416 528 3 0 16
Charleston "St. Andrews 23" 700 407 271 3 3 16
Charleston "St. Andrews 24" 919 604 300 2 1 12
Charleston "St. Andrews 25" 988 666 300 5 0 17
Charleston "St. Andrews 26" 1080 608 443 5 0 24
Charleston "St. Andrews 27" 3375 1923 1355 12 6 79
Charleston "St. Andrews 28" 2500 1336 1109 6 2 47
Charleston "St. Andrews 29" 2631 1387 1170 13 3 58
Charleston "St. Andrews 30" 1372 719 616 3 1 33
Charleston "St. Andrews 31" 926 447 447 4 2 26
Charleston "St. Andrews 32" 924 399 503 5 0 17
Charleston "St. Andrews 33" 635 253 365 3 1 13
Charleston "St. Andrews 34" 1897 822 1043 5 0 27
Charleston "St. Andrews 35" 1431 580 822 4 0 25
Charleston "St. Andrews 36" 1326 585 713 6 0 22
Charleston "St. Andrews 37" 3513 1751 1684 14 2 62
Charleston "North Charleston 1" 545 510 31 1 0 3
Charleston "North Charleston 2" 312 292 19 0 1 0
Charleston "North Charleston 3" 950 412 518 3 1 16
Charleston "North Charleston 4" 783 683 92 3 0 5
Charleston "North Charleston 5" 1135 1038 88 4 0 5
Charleston "North Charleston 6" 813 767 35 4 2 5
Charleston "North Charleston 7" 688 635 37 7 2 7
Charleston "North Charleston 8" 747 526 195 3 1 22
Charleston "North Charleston 9" 1104 753 322 8 0 21
Charleston "North Charleston 10" 742 600 130 2 1 9
Charleston "North Charleston 11" 715 422 273 4 2 14
Charleston "North Charleston 12" 825 492 302 2 3 26
Charleston "North Charleston 13" 530 459 68 1 1 1
Charleston "North Charleston 14" 527 356 153 3 0 15
Charleston "North Charleston 15" 797 689 95 5 0 8
Charleston "North Charleston 16" 705 545 140 5 1 14
Charleston "North Charleston 17" 496 434 54 3 0 5
Charleston "North Charleston 18" 1112 867 232 2 1 10
Charleston "North Charleston 19" 755 634 113 2 0 6
Charleston "North Charleston 20" 570 314 244 5 1 6
Charleston "North Charleston 21" 886 631 237 4 1 13
Charleston "North Charleston 22" 848 638 196 3 3 8
Charleston "North Charleston 23" 1479 953 494 8 2 22
Charleston "North Charleston 24" 1685 1334 321 5 2 23
Charleston "North Charleston 25" 415 353 56 1 0 5
Charleston "North Charleston 26" 234 195 37 2 0 0
Charleston "North Charleston 27" 619 454 157 2 2 4
Charleston "North Charleston 28" 462 370 84 3 0 5
Charleston "North Charleston 29" 467 301 156 4 0 6
Charleston "North Charleston 30" 1269 978 277 6 0 8
Charleston Failsafe 127 92 33 2 0 0
Charleston Provisional 451 229 210 4 1 7
Charleston "Failsafe Provisional" 298 164 127 2 1 4
Chesterfield ANGELUS-CARARRH 488 146 333 1 3 5
Chesterfield "BAY SPRINGS" 284 33 250 0 0 1
Chesterfield "BLACK CREEK" 293 90 200 1 0 2
Chesterfield "BROCKS MILL" 1155 655 491 3 0 6
Chesterfield CASH 771 414 342 4 1 10
Chesterfield "Center Grove-Winzo" 731 389 339 0 0 3
Chesterfield "Cheraw No. 1" 1004 410 587 2 0 5
Chesterfield "Cheraw No. 2" 719 364 349 1 0 5
Chesterfield "CHERAW NO. 3" 1064 736 319 1 1 7
Chesterfield "CHERAW NO. 4" 979 518 455 1 0 5
Chesterfield COURTHOUSE 1436 480 945 1 0 10
Chesterfield Dudley-Mangum 654 152 500 0 0 2
Chesterfield "GRANTS MILL" 910 309 598 0 1 2
Chesterfield JEFFERSON 1252 477 770 1 2 2
Chesterfield McBee 1071 389 674 2 2 4
Chesterfield MIDDENDORF 520 79 435 0 0 6
Chesterfield "MT. GROGHAN" 288 63 220 1 0 4
Chesterfield OUSLEYDALE 550 62 483 0 0 5
Chesterfield "Pageland No. 1" 1255 527 720 2 0 6
Chesterfield "Pageland No. 2" 1050 421 623 1 1 4
Chesterfield PATRICK 483 161 318 1 0 3
Chesterfield "PEE DEE" 222 33 188 0 0 1
Chesterfield RUBY 755 281 467 2 0 5
Chesterfield SHILOH 505 150 351 0 0 4
Chesterfield "Snow Hill-Vaughn" 415 88 322 3 0 2
Chesterfield Failsafe 0 0 0 0 0 0
Chesterfield Provisional 20 4 16 0 0 0
Chesterfield "Failsafe Provisional" 2 0 2 0 0 0
Darlington ANTIOCH 1264 491 764 3 0 6
Darlington AUBURN 477 382 93 0 0 2
Darlington BETHEL 513 224 285 0 0 4
Darlington "BLACK CREEK-CLYDE" 877 214 653 1 2 7
Darlington "BURNT BRANCH" 555 175 371 1 1 7
Darlington "Darlington No. 1" 229 124 103 1 0 1
Darlington "Darlington No. 2" 1034 695 326 3 1 9
Darlington "Darlington No. 4" 1047 664 376 2 1 4
Darlington "Darlington No. 5" 1199 1045 142 7 1 4
Darlington DOVESVILLE 1129 699 423 2 1 4
Darlington "Hartsville No. 1" 975 321 636 0 0 18
Darlington "Hartsville No. 4" 583 402 173 3 1 4
Darlington "Hartsville No. 5" 1731 729 966 6 2 28
Darlington "Hartsville No. 6" 1027 986 31 4 4 2
Darlington "Hartsville No. 7" 680 319 354 2 0 5
Darlington "Hartsville No. 8" 2054 460 1565 2 3 24
Darlington "HIGH HILL" 1855 915 915 7 2 16
Darlington "INDIAN BRANCH" 469 137 324 2 2 4
Darlington KELLEYTOWN 1471 321 1125 3 0 22
Darlington "LAKE SWAMP" 991 432 553 1 0 5
Darlington "Lamar No. 1" 616 410 206 0 0 0
Darlington "Lamar No. 2" 1137 444 680 3 1 9
Darlington LYDIA 495 317 173 0 1 4
Darlington MECHANICSVILLE 1258 667 579 0 1 11
Darlington "NEW MARKET" 774 122 642 0 0 10
Darlington OATES 752 265 481 3 1 2
Darlington PALMETTO 1425 769 647 2 1 6
Darlington "SOCIETY HILL" 549 354 192 1 0 2
Darlington "SWIFT CREEK" 670 236 429 0 1 4
Darlington "Darlington No. 3" 2133 848 1264 8 0 13
Darlington "Darlington No. 6" 1185 518 650 5 1 11
Darlington "Hartsville No. 9" 1217 514 687 5 0 11
Darlington Failsafe 0 0 0 0 0 0
Darlington Provisional 39 19 19 0 0 1
Darlington "Failsafe Provisional" 7 2 5 0 0 0
Dillon "East Dillon" 1614 371 1238 3 0 2
Dillon "West Dillon" 1314 992 310 6 2 4
Dillon "South Dillon" 1106 882 217 3 1 3
Dillon Latta 1859 929 920 0 1 9
Dillon "New Holly" 275 89 186 0 0 0
Dillon "Lake View" 893 356 534 2 0 1
Dillon Kemper 386 173 209 0 2 2
Dillon "Pleasant Hill" 297 94 202 0 0 1
Dillon "Mt. Calvary" 1360 849 495 12 0 4
Dillon Bermuda 201 71 129 0 1 0
Dillon Hamer 630 253 376 0 0 1
Dillon Oakland 669 403 259 4 1 2
Dillon Carolina 190 110 79 0 0 1
Dillon "Little Rock" 496 312 183 0 1 0
Dillon Minturn 143 80 61 1 0 1
Dillon "Oak Grove" 661 201 454 3 0 3
Dillon Manning 263 114 147 1 0 1
Dillon Floydale 454 86 365 1 0 2
Dillon Fork 285 70 214 0 0 1
Dillon Failsafe 0 0 0 0 0 0
Dillon Provisional 5 1 4 0 0 0
Dillon "Failsafe Provisional" 0 0 0 0 0 0
Dorchester Rosinville 998 469 524 0 1 4
Dorchester "St. George No. 2" 531 230 295 0 1 5
Dorchester "St. George No. 1" 861 426 427 1 2 5
Dorchester Grover 642 295 343 2 0 2
Dorchester Reevesville 755 336 409 4 0 6
Dorchester Harleyville 474 168 304 0 0 2
Dorchester "Four Hole" 812 347 455 2 0 8
Dorchester Rosses 768 277 483 1 0 7
Dorchester Ridgeville 618 251 357 0 0 10
Dorchester Givhans 780 250 516 3 1 10
Dorchester Delemars 596 377 208 2 2 7
Dorchester "Saul Dam" 414 112 297 1 0 4
Dorchester Coastal 833 504 304 5 1 19
Dorchester Trolley 754 409 325 4 1 15
Dorchester Tranquil 522 208 301 0 1 12
Dorchester "Beech Hill" 1104 361 721 5 2 15
Dorchester Flowertown 1954 672 1253 6 3 20
Dorchester Knightsville 966 329 617 2 1 17
Dorchester Clemson 1471 412 1025 5 2 27
Dorchester Germantown 1030 410 607 1 1 11
Dorchester Greenwave 796 361 420 2 0 13
Dorchester Newington 916 311 587 0 0 18
Dorchester Carolina 1336 747 569 3 1 16
Dorchester Dorchester 821 354 448 3 2 14
Dorchester Archdale 821 413 383 4 1 20
Dorchester Stallsville 791 269 506 3 0 13
Dorchester "Indian Field" 453 305 144 1 0 3
Dorchester Spann 1047 336 685 3 4 19
Dorchester "North Summerville" 349 141 201 3 0 4
Dorchester Tupperway 630 200 414 2 2 12
Dorchester Irongate 530 161 350 4 0 15
Dorchester Greenhurst 870 414 438 4 3 11
Dorchester "Ashborough East" 706 362 327 3 3 11
Dorchester "Ashborough West" 390 141 239 3 2 5
Dorchester "Ashley River" 1716 846 820 14 1 35
Dorchester Windsor 730 408 308 0 0 14
Dorchester "Bacons Bridge" 1907 767 1106 2 3 29
Dorchester Brandymill 530 213 299 2 1 15
Dorchester Briarwood 838 384 442 3 0 9
Dorchester Butternut 1690 630 1021 3 1 35
Dorchester Central 1092 388 694 1 0 9
Dorchester Coosaw 2217 1040 1124 7 1 45
Dorchester Cypress 2133 878 1210 4 2 39
Dorchester "King's Grant" 1274 602 658 2 1 11
Dorchester Lincoln 963 648 304 4 2 5
Dorchester Miles/Jamison 1524 638 860 4 1 21
Dorchester Oakbrook 2450 1316 1072 8 0 54
Dorchester Patriot 1031 768 246 2 2 13
Dorchester "Sawmill Branch" 1134 389 721 1 1 22
Dorchester "Coastal 2" 1163 502 639 1 2 19
Dorchester "Coastal 3" 515 239 264 2 3 7
Dorchester "Archdale 2" 1113 555 543 2 0 13
Dorchester "Ashborough East 2" 730 201 520 0 1 8
Dorchester "Ashborough West 2" 902 275 600 5 2 20
Dorchester "Beech Hill 2" 1346 461 860 4 1 20
Dorchester "Brandymill 2" 917 429 471 4 1 12
Dorchester "Briarwood 2" 701 288 389 1 1 22
Dorchester "Briarwood 3" 531 179 342 1 0 9
Dorchester "Central 2" 1101 448 625 6 1 21
Dorchester "Clemson 2" 1816 692 1090 6 1 27
Dorchester "Clemson 3" 1049 433 600 1 1 14
Dorchester "Coosaw 2" 1674 881 748 14 1 30
Dorchester "Dorchester 2" 873 293 561 2 0 17
Dorchester "Flowertown 2" 995 414 560 4 0 17
Dorchester "Givhans 2" 903 356 537 2 1 7
Dorchester "Indian Field 2" 656 363 284 3 0 6
Dorchester "Irongate 2" 294 126 158 2 1 7
Dorchester "Irongate 3" 470 151 307 2 0 10
Dorchester "King's Grant 2" 1467 671 772 2 0 22
Dorchester "Newington 2" 564 176 375 1 1 11
Dorchester "North Summerville 2" 1003 674 317 4 1 7
Dorchester "Ridgeville 2" 480 263 212 1 0 4
Dorchester "Tranquil 2" 966 504 427 5 3 27
Dorchester "Tupperway 2" 698 304 374 5 0 15
Dorchester "Tranquil 3" 773 439 318 3 0 13
Dorchester "Bacons Bridge 2" 599 267 322 1 0 9
Dorchester "Coosaw 3" 1059 453 589 2 1 14
Dorchester "Cypress 2" 654 205 429 2 3 15
Dorchester "Flowertown 3" 1036 440 566 5 0 25
Dorchester "Oakbrook 2" 928 431 473 2 0 22
Dorchester "Windsor 2" 548 358 176 4 3 7
Dorchester Failsafe 3 1 2 0 0 0
Dorchester Provisional 118 56 56 1 1 4
Dorchester "Failsafe Provisional" 65 23 40 0 0 2
Edgefield "Edgefield No.1" 727 271 448 2 0 6
Edgefield "Edgefield No.2" 1315 647 648 5 2 13
Edgefield "Johnston No.1" 945 553 379 3 1 9
Edgefield "Johnston No.2" 907 485 410 3 1 8
Edgefield "Trenton No.1" 870 404 459 4 0 3
Edgefield "Merriweather No.1" 2176 426 1718 4 0 28
Edgefield Westside 792 58 727 0 0 7
Edgefield Harmony 694 171 510 1 0 12
Edgefield "North Side" 361 201 155 2 1 2
Edgefield Brunson 445 266 177 2 0 0
Edgefield "Merriweather No.2" 2553 561 1967 4 2 19
Edgefield "Trenton No.2" 1517 910 584 9 1 13
Edgefield Failsafe 1 0 1 0 0 0
Edgefield Provisional 1 0 1 0 0 0
Edgefield "Failsafe Provisional" 0 0 0 0 0 0
Fairfield BLACKSTOCK 60 48 12 0 0 0
Fairfield BLAIRS 319 260 59 0 0 0
Fairfield CENTERVILLE 221 73 141 3 0 4
Fairfield FEASTERVILLE 233 167 64 0 0 2
Fairfield GREENBRIER 1457 930 517 2 0 8
Fairfield "GLADDEN GROVE" 50 23 27 0 0 0
Fairfield JENKINSVILLE 433 340 88 1 0 4
Fairfield Horeb-Glenn 271 221 48 2 0 0
Fairfield "HICKORY RIDGE" 691 448 239 1 0 3
Fairfield LEBANON 581 302 278 0 0 1
Fairfield MITFORD 571 269 297 2 1 2
Fairfield MONTICELLO 437 317 118 1 0 1
Fairfield "NEW HOPE" 55 19 35 0 0 1
Fairfield RIDGEWAY 1699 1118 567 6 0 8
Fairfield SIMPSON 722 382 328 3 0 9
Fairfield "SOUTH WINNSBORO" 518 429 84 3 1 1
Fairfield "WINNSBORO MILLS" 488 259 210 7 3 9
Fairfield "WINNSBORO NO. 1" 1023 772 244 2 0 5
Fairfield "WINNSBORO NO. 2" 834 453 372 2 0 7
Fairfield "WHITE OAK" 193 140 47 4 2 0
Fairfield WOODARD 99 77 22 0 0 0
Fairfield "DUTCHMANS CREEK" 1154 317 820 2 3 12
Fairfield Failsafe 8 5 3 0 0 0
Fairfield Provisional 12 8 3 0 0 1
Fairfield "Failsafe Provisional" 7 5 2 0 0 0
Florence "Back Swamp" 372 128 236 1 1 6
Florence Brookgreen 467 357 102 2 0 6
Florence Cartersville 574 258 309 3 0 4
Florence Claussen 1601 559 1032 3 1 6
Florence "Coles Crossroads" 2077 964 1077 7 3 26
Florence "Cowards No. 1" 609 180 424 3 0 2
Florence "Cowards No. 2" 655 152 498 3 0 2
Florence "Delmae No. 1" 1548 848 678 1 0 21
Florence "Delmae No. 2" 1515 435 1064 5 1 10
Florence "Ebenezer No. 1" 2844 976 1831 4 2 31
Florence "Ebenezer No. 2" 2166 976 1163 5 1 21
Florence "Ebenezer No. 3" 1098 344 745 3 1 5
Florence Effingham 611 137 471 0 2 1
Florence Elim-Glenwood 1255 346 900 3 0 6
Florence Evergreen 792 228 558 1 1 4
Florence "Florence Ward 1" 811 776 27 4 0 4
Florence "Florence Ward 2" 706 649 50 4 1 2
Florence "Florence Ward 3" 779 753 18 3 0 5
Florence "Florence Ward 4" 466 252 200 2 1 11
Florence "Florence Ward 5" 650 450 187 4 1 8
Florence "Florence Ward 6" 567 200 352 2 0 13
Florence "Florence Ward 7" 1405 549 842 2 0 12
Florence "Florence Ward 8" 1500 450 1026 5 1 18
Florence "Florence Ward 9" 1037 1001 25 1 2 8
Florence "Florence Ward 10" 408 393 14 1 0 0
Florence "Florence Ward 11" 628 289 323 2 1 13
Florence "Florence Ward 12" 1886 650 1214 4 1 17
Florence "Florence Ward 14" 1651 638 993 5 1 14
Florence "Florence Ward 15" 280 223 56 0 0 1
Florence Friendfield 389 61 327 0 0 1
Florence Gilbert 1212 1029 174 4 1 4
Florence Greenwood 1625 833 766 7 0 19
Florence Hannah 483 62 418 1 0 2
Florence "High Hill" 370 89 279 0 0 2
Florence Johnsonville 1437 406 1017 4 1 9
Florence Kingsburg-Stone 734 385 346 1 0 2
Florence "Lake City No. 1" 992 777 196 6 1 12
Florence "Lake City No. 2" 898 343 549 2 0 4
Florence "Lake City No. 3" 1076 663 401 6 2 4
Florence "Lake City No. 4" 1186 1106 68 5 0 7
Florence Leo 251 95 155 0 0 1
Florence "Mars Bluff No. 1" 1543 747 783 1 2 10
Florence "Mars Bluff No. 2" 1097 405 687 3 0 2
Florence "McAllister Mill" 507 151 349 4 0 3
Florence "Mill Branch" 449 277 166 3 0 3
Florence "Oak Grove-Sardis" 766 131 631 1 0 3
Florence Olanta 960 393 562 2 1 2
Florence "Pamplico No. 1" 802 210 589 2 0 1
Florence "Pamplico No. 2" 451 306 142 1 1 1
Florence Prospect 244 10 234 0 0 0
Florence Quinby 725 545 174 2 0 4
Florence Salem 376 33 340 1 0 2
Florence "Savannah Grove" 3032 1625 1367 17 2 21
Florence Scranton 560 237 316 0 0 7
Florence "South Florence 1" 2077 985 1051 8 1 32
Florence "South Florence 2" 1332 1056 256 10 1 9
Florence Spaulding 857 820 27 3 1 6
Florence "Tans Bay" 1317 613 694 1 0 9
Florence "Timmonsville 1" 995 778 207 4 3 3
Florence "Timmonsville 2" 851 401 446 2 1 1
Florence Vox 436 86 347 0 0 3
Florence "West Florence 1" 2272 907 1331 8 3 23
Florence "West Florence 2" 1204 410 777 1 2 14
Florence Failsafe 0 0 0 0 0 0
Florence Provisional 31 13 18 0 0 0
Florence "Failsafe Provisional" 15 4 10 1 0 0
Georgetown ANDREWS 1065 705 335 9 5 11
Georgetown "ANDREWS OUTSIDE" 714 384 324 2 0 4
Georgetown BETHEL 732 91 636 0 0 5
Georgetown "BLACK RIVER" 1163 302 848 5 0 8
Georgetown "BROWN'S FERRY" 1314 1046 260 5 1 2
Georgetown "CARVER'S BAY" 165 45 120 0 0 0
Georgetown "LAMBERT TOWN" 388 66 321 0 0 1
Georgetown CHOPPEE 732 494 234 2 0 2
Georgetown "DREAM KEEPERS" 626 600 18 2 1 5
Georgetown "FOLLY GROVE" 630 174 454 1 0 1
Georgetown "GEORGETOWN NO. 1" 714 347 358 2 0 7
Georgetown "GEORGETOWN NO. 3" 860 751 102 1 4 2
Georgetown "GEORGETOWN NO. 4" 377 138 236 0 1 2
Georgetown "GEORGETOWN NO. 5" 1182 450 715 5 2 10
Georgetown "PEE DEE" 452 333 115 0 0 4
Georgetown KENSINGTON 867 227 634 2 1 3
Georgetown "MURRELL'S INLET NO. 1" 2714 812 1872 9 1 20
Georgetown "MURRELL'S INLET NO. 2" 1759 582 1159 8 1 9
Georgetown "MURRELL'S INLET NO. 3" 672 199 465 2 1 5
Georgetown "MURRELL'S INLET NO. 4" 1244 252 983 1 0 8
Georgetown MYERSVILLE 312 277 32 2 0 1
Georgetown "PAWLEY'S ISLAND NO. 1" 2653 908 1720 6 3 16
Georgetown "PAWLEY'S ISLAND NO. 2" 2760 1279 1448 5 2 26
Georgetown "PAWLEY'S ISLAND NO. 3" 2080 742 1314 5 3 16
Georgetown "PAWLEY'S ISLAND NO. 4" 2272 663 1591 2 0 16
Georgetown "PAWLEY'S ISLAND NO. 5" 2521 824 1665 6 1 25
Georgetown "PENNY ROYAL" 399 173 223 0 1 2
Georgetown PLANTERSVILLE 500 350 147 1 0 2
Georgetown "PLEASANT HILL" 688 239 445 1 0 3
Georgetown "POTATO BED FERRY" 511 191 317 0 0 3
Georgetown SAMPIT 708 565 140 0 1 2
Georgetown SANTEE 836 681 146 2 0 7
Georgetown "SPRING GULLY" 1255 680 566 4 0 5
Georgetown "WINYAH BAY" 710 219 488 1 0 2
Georgetown Failsafe 0 0 0 0 0 0
Georgetown Provisional 59 20 35 2 0 2
Georgetown "Failsafe Provisional" 34 13 21 0 0 0
Greenville "GREENVILLE 1" 1471 615 813 3 0 40
Greenville "GREENVILLE 3" 2072 1118 899 6 2 47
Greenville "GREENVILLE 4" 1651 1138 472 4 0 37
Greenville "GREENVILLE 5" 2083 1334 688 11 4 46
Greenville "GREENVILLE 6" 301 246 49 1 1 4
Greenville "GREENVILLE 7" 1555 1133 388 3 1 30
Greenville "GREENVILLE 8" 2278 1590 640 4 1 43
Greenville "GREENVILLE 10" 1975 1192 735 5 1 42
Greenville "GREENVILLE 14" 1144 1021 108 1 0 14
Greenville "GREENVILLE 16" 1631 747 844 4 1 35
Greenville "GREENVILLE 17" 1398 592 777 2 2 25
Greenville "GREENVILLE 18" 1289 512 755 2 1 19
Greenville "GREENVILLE 19" 1497 1189 277 6 3 22
Greenville "GREENVILLE 20" 1076 478 581 3 1 13
Greenville "GREENVILLE 21" 1140 581 525 4 1 29
Greenville "GREENVILLE 22" 1860 691 1115 7 2 45
Greenville "GREENVILLE 23" 1726 548 1156 0 0 22
Greenville "GREENVILLE 24" 3100 1613 1429 9 3 46
Greenville "GREENVILLE 25" 1107 578 495 5 3 26
Greenville "GREENVILLE 26" 1345 899 407 5 4 30
Greenville "GREENVILLE 27" 832 227 575 3 1 26
Greenville "GREENVILLE 28" 684 392 271 5 0 16
Greenville "GREENVILLE 29" 1324 1013 285 5 1 20
Greenville AIKEN 723 424 286 6 2 5
Greenville "ALTAMONT FOREST" 1100 318 764 2 0 16
Greenville "ASHETON LAKES" 2656 873 1741 4 3 35
Greenville AVON 1284 404 848 3 0 29
Greenville "BELLE MEADE" 1129 1036 81 4 0 8
Greenville "BELLS CROSSING" 2343 795 1518 2 2 26
Greenville BELMONT 632 410 211 4 1 6
Greenville BEREA 942 463 466 3 1 9
Greenville "BOILING SPRINGS" 1694 612 1041 7 1 33
Greenville "BOTANY WOODS" 1276 486 762 7 1 20
Greenville BROOKGLENN 873 318 542 3 1 9
Greenville CANEBRAKE 2299 839 1410 5 3 42
Greenville CAROLINA 935 713 209 4 0 9
Greenville "CHESTNUT HILLS" 1180 631 528 7 1 13
Greenville "CIRCLE CREEK" 2492 882 1558 3 0 49
Greenville "CLEAR CREEK" 1407 296 1076 3 0 32
Greenville CONESTEE 1731 841 852 12 3 23
Greenville "DARBY RIDGE" 2170 465 1660 3 0 42
Greenville "DEL NORTE" 1711 728 948 4 3 28
Greenville DEVENGER 1553 507 1009 3 4 30
Greenville DONALDSON 870 639 220 4 1 6
Greenville "DOVE TREE" 1503 583 875 4 4 37
Greenville DUNKLIN 1809 268 1517 4 2 18
Greenville EASTSIDE 1879 676 1167 1 2 33
Greenville EBENEZER 1757 362 1370 1 2 22
Greenville "EDWARDS FOREST" 1757 581 1143 4 3 26
Greenville ENOREE 2436 1012 1377 6 1 40
Greenville FEASTER 905 429 462 6 1 7
Greenville "FORK SHOALS" 1574 289 1256 2 1 26
Greenville "FOUNTAIN INN 1" 2598 1191 1364 8 0 35
Greenville "FOUNTAIN INN 2" 1072 367 685 4 0 16
Greenville FURMAN 2207 820 1349 3 3 32
Greenville GOWENSVILLE 1651 321 1301 2 1 26
Greenville GROVE 1164 667 482 5 0 10
Greenville "JENNINGS MILL" 1463 429 1012 6 1 15
Greenville LAKEVIEW 1715 877 789 15 1 33
Greenville "LAUREL RIDGE" 1902 576 1292 10 0 24
Greenville LEAWOOD 1608 693 872 7 4 32
Greenville "MAPLE CREEK" 1561 538 992 8 2 21
Greenville MARIDELL 1498 300 1173 5 0 20
Greenville "MAULDIN 1" 1510 746 726 5 3 30
Greenville "MAULDIN 2" 2909 1334 1519 7 1 48
Greenville "MAULDIN 3" 1783 1043 712 6 0 22
Greenville "MAULDIN 4" 2377 993 1349 6 2 27
Greenville "MAULDIN 5" 2094 1043 1002 5 2 42
Greenville "MAULDIN 6" 1667 801 840 2 1 23
Greenville "MAULDIN 7" 1510 619 848 6 4 33
Greenville MISSION 2020 777 1214 2 2 25
Greenville MONAVIEW 1246 610 591 4 4 37
Greenville "MOUNTAIN CREEK" 1819 476 1302 4 3 34
Greenville "MOUNTAIN VIEW" 1822 270 1518 3 4 27
Greenville "NEELY FARMS" 2791 1086 1644 7 3 51
Greenville NORTHWOOD 1580 541 999 1 3 36
Greenville OAKVIEW 2458 862 1560 8 1 27
Greenville PALMETTO 1434 632 759 9 3 31
Greenville "PARIS MOUNTAIN" 1140 357 758 1 0 24
Greenville "PEBBLE CREEK" 1707 502 1169 5 3 28
Greenville "PELHAM FALLS" 923 304 599 1 4 15
Greenville PIEDMONT 2014 761 1210 3 1 39
Greenville PINEVIEW 967 199 753 3 0 12
Greenville POINSETT 2195 840 1306 5 1 43
Greenville RAINTREE 2523 1031 1439 6 2 45
Greenville "REEDY FORK" 1841 865 943 12 0 21
