COUNTY AREA TOTAL DEM REP
Chouteau "BIG SANDY 9" 0 80 276
Chouteau "CARTER 4" 0 81 207
Chouteau "FORT BENTON 1" 0 222 327
Chouteau "FORT BENTON 2" 0 222 294
Chouteau "GERALDINE 3" 0 123 215
Chouteau "HIGHWOOD 6" 0 86 208
Chouteau "LOMA 7" 0 44 86
Chouteau "ROCKY BOY 5" 0 230 4
Custer CCDHS 0 361 702
Custer "HIGHLAND PARK SCH" 0 466 924
Custer "ISMAY CHURCH" 0 1 25
Custer "JEFFERSON SCH" 0 437 823
Custer KINSEY 0 38 155
Custer KIRCHER 0 73 150
Custer "KNOWLTON SCH" 0 4 38
Custer "NAT'L GUARD" 0 30 150
Custer "RIVERVIEW SCHOOL" 0 2 24
Custer "S-H SCHOOL" 0 7 87
Custer "SHEFFIELD MOON" 0 61 272
Custer "SPRING CREEK SCH" 0 1 48
Custer "SY SCHOOL" 0 4 28
Custer "WASHINGTON SCH" 0 380 569
Daniels "PRECINCT #2" 0 33 114
Daniels "PRECINCT #3" 0 57 253
Daniels "PRECINCT #5" 0 88 222
Daniels "PRECINCT #6" 0 65 198
Dawson "PRECINCT 01" 0 217 427
Dawson "PRECINCT 02" 0 178 383
Dawson "PRECINCT 03" 0 186 456
Dawson "PRECINCT 04" 0 131 319
Dawson "PRECINCT 05" 0 49 265
Dawson "PRECINCT 06" 0 157 810
Dawson "PRECINCT 07" 0 271 974
"Deer Lodge" "PRECINCT 1-77E" 0 374 187
"Deer Lodge" "PRECINCT 1-77W" 0 409 185
"Deer Lodge" "PRECINCT 1-78" 0 63 45
"Deer Lodge" "PRECINCT 2-77E" 0 228 107
"Deer Lodge" "PRECINCT 2-77W" 0 240 123
"Deer Lodge" "PRECINCT 2-78" 0 65 24
"Deer Lodge" "PRECINCT 3-77E" 0 222 135
"Deer Lodge" "PRECINCT 3-77W" 0 219 126
"Deer Lodge" "PRECINCT 3-78" 0 94 48
"Deer Lodge" "PRECINCT 4-77" 0 46 72
"Deer Lodge" "PRECINCT 4-78E" 0 174 148
"Deer Lodge" "PRECINCT 4-78W" 0 141 213
"Deer Lodge" "PRECINCT 5-77N" 0 393 277
"Deer Lodge" "PRECINCT 5-77S" 0 293 231
Fallon "PRECINCT 1" 0 235 1341
Fergus "PREC 10" 0 150 229
Fergus "PREC 11" 0 176 299
Fergus "PREC 12" 0 18 87
Fergus "PREC 13" 0 184 410
Fergus "PREC 14" 0 76 266
Fergus "PREC 16" 0 30 234
Fergus "PREC 17" 0 123 342
Fergus "PREC 18" 0 18 173
Fergus "PREC 2" 0 246 715
Fergus "PREC 3" 0 77 355
Fergus "PREC 4" 0 72 297
Fergus "PREC 5" 0 48 297
Fergus "PREC 6" 0 166 262
Fergus "PREC 7" 0 135 226
Fergus "PREC 8" 0 116 284
Fergus "PREC 9" 0 153 270
Flathead "PRECINCT 1" 0 310 372
Flathead "PRECINCT 11" 0 336 956
Flathead "PRECINCT 13" 0 606 1221
Flathead "PRECINCT 14" 0 224 545
Flathead "PRECINCT 15" 0 288 952
Flathead "PRECINCT 16" 0 610 656
Flathead "PRECINCT 17" 0 197 153
Flathead "PRECINCT 18" 0 723 1129
Flathead "PRECINCT 19" 0 325 1038
Flathead "PRECINCT 2" 0 455 564
Flathead "PRECINCT 20" 0 1414 665
Flathead "PRECINCT 21" 0 334 862
Flathead "PRECINCT 23" 0 382 634
Flathead "PRECINCT 24" 0 184 716
Flathead "PRECINCT 25" 0 379 981
Flathead "PRECINCT 26" 0 176 652
Flathead "PRECINCT 29" 0 475 1404
Flathead "PRECINCT 3" 0 489 549
Flathead "PRECINCT 31" 0 1048 1685
Flathead "PRECINCT 32" 0 448 587
Flathead "PRECINCT 33" 0 165 355
Flathead "PRECINCT 34" 0 540 1267
Flathead "PRECINCT 35" 0 664 950
Flathead "PRECINCT 36" 0 524 1430
Flathead "PRECINCT 37" 0 774 1485
Flathead "PRECINCT 38" 0 755 1492
Flathead "PRECINCT 39" 0 377 440
Flathead "PRECINCT 4" 0 518 629
Flathead "PRECINCT 41" 0 711 1009
Flathead "PRECINCT 42" 0 521 1315
Flathead "PRECINCT 43" 0 579 1447
Flathead "PRECINCT 44" 0 715 954
Flathead "PRECINCT 45" 0 946 733
Flathead "PRECINCT 47" 0 1002 451
Flathead "PRECINCT 48" 0 495 654
Flathead "PRECINCT 49" 0 719 594
Flathead "PRECINCT 5" 0 464 935
Flathead "PRECINCT 50" 0 346 1033
Flathead "PRECINCT 6" 0 1119 2141
Flathead "PRECINCT 7" 0 424 918
Flathead "PRECINCT 8" 0 273 862
Flathead "PRECINCT 89" 0 146 446
Gallatin "PCT 59A" 0 238 184
Gallatin "PCT 61A" 0 1282 899
Gallatin "PCT 61B" 0 1260 943
Gallatin "PCT 61C" 0 1637 457
Gallatin "PCT 61D" 0 1319 826
Gallatin "PCT 62A" 0 1409 280
Gallatin "PCT 62B" 0 1334 384
Gallatin "PCT 62C" 0 1411 601
Gallatin "PCT 62D" 0 1978 1352
Gallatin "PCT 63A" 0 1519 1158
Gallatin "PCT 63B" 0 1091 412
Gallatin "PCT 63C" 0 1335 799
Gallatin "PCT 64A" 0 498 500
Gallatin "PCT 64B" 0 1343 716
Gallatin "PCT 64C" 0 1021 1282
Gallatin "PCT 64D" 0 1466 2070
Gallatin "PCT 65A" 0 1627 655
Gallatin "PCT 65B" 0 2187 1285
Gallatin "PCT 65C" 0 2718 1791
Gallatin "PCT 66A" 0 1755 913
Gallatin "PCT 66B" 0 1587 617
Gallatin "PCT 66C" 0 1755 371
Gallatin "PCT 67A" 0 744 871
Gallatin "PCT 67B" 0 1336 1731
Gallatin "PCT 67C" 0 1044 1497
Gallatin "PCT 68A" 0 1118 1788
Gallatin "PCT 68B" 0 756 990
Gallatin "PCT 68C" 0 595 1432
Gallatin "PCT 69A" 0 660 1298
Gallatin "PCT 69B" 0 351 1358
Gallatin "PCT 69C" 0 605 1392
Gallatin "PCT 69D" 0 561 977
Garfield "PRECINCT 01" 0 52 457
Garfield "PRECINCT 07" 0 10 91
Garfield "PRECINCT 14" 0 6 94
Garfield "PRECINCT 19" 0 5 94
Glacier "PCT 01" 0 140 332
Glacier "PCT 02" 0 150 212
Glacier "PCT 03" 0 163 175
Glacier "PCT 04" 0 90 132
Glacier "PCT 05" 0 216 329
Glacier "PCT 06" 0 19 53
Glacier "PCT 07" 0 48 7
Glacier "PCT 08" 0 468 23
Glacier "PCT 09" 0 1295 139
Glacier "PCT 10" 0 276 48
Glacier "PCT 11" 0 156 50
Glacier "PCT 12" 0 207 22
Glacier "PCT 13" 0 193 23
Glacier "PCT 15" 0 183 79
Glacier "PCT 19" 0 166 33
Glacier "PCT 21C" 0 262 30
"Golden Valley" LAVINA 0 44 208
"Golden Valley" RYEGATE 0 55 197
Granite "PRECINCT #1" 0 221 303
Granite "PRECINCT #10" 0 150 395
Granite "PRECINCT #2" 0 266 362
Granite "PRECINCT #9" 0 104 300
Hill "PRECINCT #01" 0 392 289
Hill "PRECINCT #02" 0 216 160
Hill "PRECINCT #03" 0 287 341
Hill "PRECINCT #07" 0 339 378
Hill "PRECINCT #08" 0 295 342
Hill "PRECINCT #09" 0 245 279
Hill "PRECINCT #10" 0 190 167
Hill "PRECINCT #13" 0 134 176
Hill "PRECINCT #14" 0 101 275
Hill "PRECINCT #15" 0 87 211
Hill "PRECINCT #16" 0 84 199
Hill "PRECINCT #18" 0 144 41
Hill "PRECINCT #20" 0 80 209
Hill "PRECINCT #21" 0 48 102
Hill "PRECINCT #22" 0 97 197
Hill "PRECINCT #25" 0 263 356
Hill "PRECINCT #28" 0 475 24
Jefferson 01-71 0 277 760
Jefferson 02-75 0 334 834
Jefferson 03-75 0 28 42
Jefferson 04-75 0 430 712
Jefferson 05-75 0 48 111
Jefferson 06-75 0 179 402
Jefferson 07-75 0 442 634
Jefferson 08-75 0 223 343
Jefferson 09-75 0 475 661
Jefferson 10-75 0 531 707
"Judith Basin" "PRECINCT 1" 0 26 104
"Judith Basin" "PRECINCT 2" 0 39 123
"Judith Basin" "PRECINCT 3" 0 130 411
"Judith Basin" "PRECINCT 4" 0 127 388
Lake "ARL 1 HD93" 0 576 406
Lake "BEA 1 HD10" 0 281 336
Lake "BEA 2 HD12" 0 78 92
Lake "CHA 1 HD93" 0 282 459
Lake "DAY 1 HD12" 0 226 430
Lake "FER 1 HD10" 0 305 608
Lake "PAB 1_HD93" 0 165 312
Lake "PAB 2_HD15" 0 593 506
Lake "POL 1 HD12" 0 451 611
Lake "POL 2 HD12" 0 405 607
Lake "POL 3 HD12" 0 299 286
Lake "POL 4 HD12" 0 733 730
Lake "POL 5 HD12" 0 854 922
Lake "POL 6 HD93" 0 79 208
Lake "POL 7 HD93" 0 261 335
Lake "POL 8 HD15" 0 15 19
Lake "RON 1 HD93" 0 742 734
Lake "RON 2 HD15" 0 414 381
Lake "STI 1 HD93" 0 360 413
Lake "STI 2 HD15" 0 486 402
Lake "SWA 1 HD10" 0 29 73
Lake "SWA 2 HD15" 0 30 94
"Lewis & Clark" "PCT 01" 0 486 868
"Lewis & Clark" "PCT 02" 0 569 874
"Lewis & Clark" "PCT 03" 0 570 692
"Lewis & Clark" "PCT 04" 0 675 783
"Lewis & Clark" "PCT 05" 0 757 416
"Lewis & Clark" "PCT 06" 0 784 706
"Lewis & Clark" "PCT 07" 0 798 414
"Lewis & Clark" "PCT 08" 0 1232 362
"Lewis & Clark" "PCT 09" 0 993 490
"Lewis & Clark" "PCT 10" 0 667 1259
"Lewis & Clark" "PCT 11" 0 636 886
"Lewis & Clark" "PCT 12" 0 392 554
"Lewis & Clark" "PCT 13" 0 1519 575
"Lewis & Clark" "PCT 14" 0 1037 193
"Lewis & Clark" "PCT 15" 0 534 478
"Lewis & Clark" "PCT 16" 0 1054 713
"Lewis & Clark" "PCT 17" 0 1051 281
"Lewis & Clark" "PCT 18" 0 707 593
"Lewis & Clark" "PCT 19" 0 393 544
"Lewis & Clark" "PCT 20" 0 625 788
"Lewis & Clark" "PCT 21" 0 573 1146
"Lewis & Clark" "PCT 22" 0 603 193
"Lewis & Clark" "PCT 23" 0 588 703
"Lewis & Clark" "PCT 24" 0 917 680
"Lewis & Clark" "PCT 25" 0 780 496
"Lewis & Clark" "PCT 26" 0 1063 1059
"Lewis & Clark" "PCT 27" 0 734 1205
"Lewis & Clark" "PCT 28" 0 530 951
"Lewis & Clark" "PCT 29" 0 244 338
"Lewis & Clark" "PCT 30" 0 59 147
"Lewis & Clark" "PCT 31" 0 201 537
"Lewis & Clark" "PCT 32" 0 10 69
"Lewis & Clark" "PCT 33" 0 174 561
Liberty "#1 Precinct - West" 0 57 275
Liberty "#2 Precinct - North" 0 106 153
Liberty "#3 Precinct - South" 0 82 184
Liberty "#4 Precinct - Joplin" 0 54 177
Lincoln "CITY OF LIBBY" 0 522 858
Lincoln "CITY OF TROY" 0 173 293
Lincoln "EUREKA RURAL" 0 567 1743
Lincoln FORTINE 0 134 445
Lincoln "LIBBY EAST" 0 172 666
Lincoln "LIBBY NORTH" 0 242 651
Lincoln "LIBBY WEST" 0 295 977
Lincoln LIBBY/PLUMMER 0 374 834
Lincoln "MC CORMICK" 0 94 208
Lincoln "TOWN OF EUREKA" 0 167 428
Lincoln TREGO 0 85 323
Lincoln "TROY NORTH" 0 79 226
Lincoln "TROY RURAL" 0 274 679
Lincoln YAAK 0 50 159
Madison ALDER 0 44 157
Madison "ENNIS - RURAL" 0 866 1515
Madison "ENNIS - TOWN" 0 267 352
Madison HARRISON 0 123 279
Madison "JEFF ISLAND" 0 52 202
Madison SHERIDAN 0 322 837
Madison "TWIN BRIDGES" 0 232 644
Madison "VIRGINIA CITY" 0 109 117
McCone "PRECINCT 27" 0 52 251
McCone "PRECINCT 4" 0 74 381
McCone "PRECINCT 8" 0 51 314
Meagher "Precinct 5" 0 306 812
Mineral ALBERTON 0 199 259
Mineral "ST. REGIS" 0 129 332
Mineral SUPERIOR_24 0 75 116
Mineral SUPERIOR_25 0 153 375
Mineral SUPERIOR_30 0 223 506
Mineral "WEST END" 0 37 147
Missoula "BONNER 89" 0 109 105
Missoula "BONNER 92" 0 894 653
Missoula "CHIEF CHARLO 90" 0 964 542
Missoula "CLINTON 89" 0 229 306
Missoula "CLINTON 92" 0 313 419
Missoula "COLD SPRINGS 89" 0 1076 964
Missoula "COLD SPRINGS 99" 0 952 835
Missoula "CSPORTER 98" 0 1342 677
Missoula "EAST MSLA 92" 0 755 377
Missoula "EVARO 94" 0 351 245
Missoula "FRANKLIN 100N" 0 1281 300
Missoula "FRANKLIN 100S" 0 832 210
Missoula "FRENCHTWN 14N" 0 84 157
Missoula "FRENCHTWN 14S" 0 97 155
Missoula "FRENCHTWN 94" 0 537 953
Missoula "FRENCHTWN 96" 0 292 503
Missoula "HAWTHORNE 95" 0 1162 475
Missoula "HAWTHORNE 98N" 0 471 269
Missoula "HAWTHORNE 98S" 0 1083 598
Missoula "HELLGATE 94" 0 1112 711
Missoula "HELLGATE 95" 0 603 320
Missoula "HELLGATE 96E" 0 3202 2228
Missoula "HELLGATE 96W" 0 441 566
Missoula "HELLGATE 97" 0 639 647
Missoula "LEWIS CLK 89" 0 175 97
Missoula "LEWIS CLK 90E" 0 1128 464
Missoula "LEWIS CLK 90W" 0 1852 626
Missoula "LIBRARY 91" 0 1895 344
Missoula "LOLO 89" 0 337 437
Missoula "LOLO 97" 0 1657 1889
Missoula "LOWELL 94" 0 1367 271
Missoula "LOWELL 95" 0 1776 345
Missoula "MEADOW HILL 99" 0 1316 699
Missoula "PAXSON 89" 0 1404 250
Missoula "PETTY CRK 97" 0 152 263
Missoula "POTOMAC 92" 0 363 529
Missoula "RATTLSNK 91E" 0 1239 325
Missoula "RATTLSNK 91W" 0 1785 360
Missoula "RUSSELL 90" 0 415 152
Missoula "RUSSELL 99N" 0 850 333
Missoula "RUSSELL 99S" 0 1030 568
Missoula "SEELEY LK 92" 0 520 859
Missoula "SENIOR CIT 91" 0 1013 108
Missoula "SENIOR CIT 95" 0 1002 209
Missoula "SPRING MDW 94" 0 309 612
Missoula "SPRING MDW 96" 0 152 203
Missoula "ST JOSEPH 100E" 0 1570 261
Missoula "ST JOSEPH 100W" 0 2011 317
Missoula "SWAN 92" 0 122 283
Missoula "TARGET RNG 97" 0 648 585
Missoula "TARGET RNG 98" 0 1051 843
Missoula "UC CENTR 89" 0 308 82
Musselshell "PRECINCT 1" 0 132 359
Musselshell "PRECINCT 3" 0 95 339
Musselshell "PRECINCT 5" 0 97 637
Musselshell "PRECINCT 6" 0 176 797
Musselshell "PRECINCT 7" 0 23 122
Musselshell "PRECINCT 8" 0 15 87
Park "59A NORTH PC" 0 300 711
Park "59B N CENTRAL PC" 0 615 896
Park "59C S CENTRAL PC" 0 487 754
Park "59D SOUTH PC" 0 539 448
Park "60A NW OF LIVINGSTON" 0 348 456
Park "60B SW OF LIVINGSTON" 0 401 562
Park "60CL NW COL" 0 638 641
Park "60DL NE COL" 0 533 386
Park "60EL SE COL" 0 693 342
Park "60FL SC COL" 0 575 266
Park "60GL SW COL" 0 637 379
Petroleum "PRECNCT 1" 0 51 300
Phillips "PCT 11N - PHILLIPS - 33/17" 0 366 1318
Phillips "PCT 11S - PHILLIPS - 32/16" 0 117 577
Pondera BRADY_19 0 132 224
Pondera "CONRAD RURAL 29" 0 34 131
Pondera CONRAD_24 0 216 436
Pondera CONRAD_27 0 211 448
Pondera DUPUYER_23 0 28 116
Pondera "HEART BUTTE_20" 0 248 16
Pondera "VALIER (RURAL)_35" 0 118 357
Pondera VALIER_34 0 85 205
"Powder River" PRECINCT03 0 12 45
"Powder River" PRECINCT04 0 6 46
"Powder River" PRECINCT05 0 29 116
"Powder River" PRECINCT08 0 5 18
"Powder River" PRECINCT09 0 13 42
"Powder River" PRECINCT11 0 72 383
"Powder River" PRECINCT12 0 43 307
Powell "PRECINCT #1.80" 0 20 163
Powell "PRECINCT #10.80" 0 20 72
Powell "PRECINCT #11.80" 0 19 102
Powell "PRECINCT #12.80" 0 50 127
Powell "PRECINCT #14.80" 0 48 156
Powell "PRECINCT #16.78" 0 49 102
Powell "PRECINCT #2.80" 0 38 90
Powell "PRECINCT #3.78" 0 100 306
Powell "PRECINCT #4.78" 0 100 216
Powell "PRECINCT #5.78" 0 140 229
Powell "PRECINCT #6.78" 0 153 239
Powell "PRECINCT #7.78" 0 142 268
Powell "PRECINCT #8.80" 0 57 170
Prairie "PRECINCT NO. 1" 0 66 151
Prairie "PRECINCT NO. 2" 0 41 123
Prairie "PRECINCT NO. 3" 0 32 124
Prairie "PRECINCT NO. 4" 0 22 188
Ravalli "PCT 01" 0 176 532
Ravalli "PCT 02" 0 304 900
Ravalli "PCT 03" 0 232 566
Ravalli "PCT 04" 0 236 604
Ravalli "PCT 05" 0 566 929
Ravalli "PCT 06" 0 417 740
Ravalli "PCT 07" 0 627 924
Ravalli "PCT 08" 0 716 668
Ravalli "PCT 09" 0 548 658
Ravalli "PCT 10" 0 402 936
Ravalli "PCT 11" 0 410 944
Ravalli "PCT 12" 0 340 769
Ravalli "PCT 13" 0 344 814
Ravalli "PCT 14" 0 17 372
Ravalli "PCT 15" 0 441 942
Ravalli "PCT 16" 0 307 675
Ravalli "PCT 17" 0 403 772
Ravalli "PCT 18" 0 420 905
Ravalli "PCT 19" 0 508 1011
Ravalli "PCT 20" 0 491 663
Ravalli "PCT 21" 0 218 518
Ravalli "PCT 22" 0 572 994
Ravalli "PCT 23" 0 579 1008
Ravalli "PCT 24" 0 594 862
Richland "PRECINCT 01" 0 79 222
Richland "PRECINCT 02" 0 92 351
Richland "PRECINCT 03" 0 135 451
Richland "PRECINCT 04" 0 70 264
Richland "PRECINCT 05" 0 73 331
Richland "PRECINCT 07" 0 57 182
Richland "PRECINCT 08" 0 150 562
Richland "PRECINCT 09" 0 52 271
Richland "PRECINCT 12" 0 143 565
Richland "PRECINCT 17" 0 18 134
Richland "PRECINCT 19" 0 16 112
Richland "PRECINCT 22" 0 90 470
Richland "PRECINCT 23" 0 147 754
Roosevelt "02 BAINVILLE" 0 54 237
Roosevelt "10 FROID" 0 59 137
Roosevelt "12 CULBERTSON" 0 128 409
Roosevelt "15 BROCKTON" 0 183 23
Roosevelt "16 EAST POPLAR RURAL" 0 224 53
Roosevelt "17 NORTH POPLAR MINERAL BENCH" 0 42 73
Roosevelt "18 POPLAR" 0 529 174
Roosevelt "22 EAST & NE WOLF POINT RURAL" 0 127 108
Roosevelt "24 WOLF POINT SOUTHSIDE" 0 283 117
Roosevelt "26 WOLF POINT NORTHSIDE" 0 253 326
Roosevelt "27 WEST WOLF POINT RURAL" 0 245 114
Roosevelt "28 NORTH WOLF POINT RURAL (VICTORY)" 0 15 120
Rosebud "PRECINCT 10" 0 30 133
Rosebud "PRECINCT 11" 0 7 98
Rosebud "PRECINCT 15" 0 430 70
Rosebud "PRECINCT 17" 0 194 117
Rosebud "PRECINCT 20" 0 37 177
Rosebud "PRECINCT 21" 0 21 120
Rosebud "PRECINCT 26" 0 9 67
Rosebud "PRECINCT 3" 0 175 357
Rosebud "PRECINCT 30" 0 119 274
Rosebud "PRECINCT 32" 0 197 620
Rosebud "PRECINCT 6" 0 96 355
Rosebud "PRECINCT 7" 0 23 48
Sanders 1-HERON-HD13 0 90 326
Sanders 2-NOXON-HD13 0 137 379
Sanders "3-TROUT CREEK-HD13" 0 277 836
Sanders "4-T FALLS-HD13" 0 346 849
Sanders "5-T FALLS-HD13" 0 338 952
Sanders 6-PLAINS-HD14 0 262 922
Sanders 7-PLAINS-HD14 0 238 593
Sanders "8-HOT SPRINGS-HD14" 0 377 446
Sanders 9-Dixon-HD14 0 126 92
Sheridan "1 WESTBY" 0 40 157
Sheridan "2 MEDICINE LAKE" 0 152 278
Sheridan "3 PLENTYWOOD WEST" 0 157 261
Sheridan "4 PLENTYWOOD EAST" 0 162 357
Sheridan "5 PLENTYWOOD RURAL WEST" 0 57 155
Sheridan "6 PLENTYWOOD RURAL EAST" 0 100 148
"Silver Bow" PREC_1 0 143 75
"Silver Bow" PREC_10N 0 115 51
"Silver Bow" PREC_10S 0 142 55
"Silver Bow" PREC_11 0 133 67
"Silver Bow" PREC_12E 0 156 108
"Silver Bow" PREC_12W 0 129 51
"Silver Bow" PREC_14 0 813 364
"Silver Bow" PREC_16 0 864 377
"Silver Bow" PREC_17 0 662 322
"Silver Bow" PREC_18 0 454 210
"Silver Bow" PREC_19N 0 262 118
"Silver Bow" PREC_19S 0 172 100
"Silver Bow" PREC_19W 0 73 52
"Silver Bow" PREC_21 0 417 172
"Silver Bow" PREC_22 0 901 494
"Silver Bow" PREC_26E 0 85 94
"Silver Bow" PREC_26W 0 102 106
"Silver Bow" PREC_27N 0 46 80
"Silver Bow" PREC_27S 0 201 217
"Silver Bow" PREC_28 0 59 87
"Silver Bow" PREC_29 0 32 48
"Silver Bow" PREC_2E 0 400 185
"Silver Bow" PREC_2W 0 393 185
"Silver Bow" PREC_3 0 320 154
"Silver Bow" PREC_4 0 785 384
"Silver Bow" PREC_6 0 1257 547
"Silver Bow" PREC_8E 0 1261 673
"Silver Bow" PREC_8W 0 874 519
"Silver Bow" PREC_9E 0 362 316
"Silver Bow" PREC_9N 0 518 404
"Silver Bow" PREC_9W 0 52 26
Stillwater "ABSAROKEE PRECINCT 13" 0 284 762
Stillwater "COLUMBUS PRECINCT 1" 0 542 1994
Stillwater "FISHTAIL PRECINCT 11" 0 70 121
Stillwater "MOLT PRECINCT 7" 0 8 64
Stillwater "NYE PRECINCT 10" 0 54 89
Stillwater "PARK CITY PRECINCT 2" 0 336 1014
Stillwater "RAPELJE PRECINCT 9" 0 26 152
Stillwater "REED POINT PRECINCT 4" 0 54 174
"Sweet Grass" "PRECINCT 1" 0 151 378
"Sweet Grass" "PRECINCT 2" 0 147 315
"Sweet Grass" "PRECINCT 3" 0 126 403
"Sweet Grass" "PRECINCT 4" 0 152 462
"Sweet Grass" "PRECINCT 5" 0 49 276
Teton "PRECINCT #1" 0 561 1080
Teton "PRECINCT #11" 0 38 144
Teton "PRECINCT #17" 0 127 228
Teton "PRECINCT #6" 0 114 253
Teton "PRECINCT #7" 0 325 836
Toole DEVON-GALATA 0 32 102
Toole KEVIN 0 32 108
Toole "SHELBY CITY" 0 378 866
Toole "SHELBY RURAL" 0 36 129
Toole SUNBURST 0 117 323
Treasure "Precinct 1" 0 88 376
Valley "31 FTP FRZ" 0 357 527
Valley "33 GLS HIN" 0 553 1198
Valley "34 LUS OPH NAS GNE" 0 396 1228
Wheatland "PRECINCT 1" 0 16 70
Wheatland "PRECINCT 2" 0 129 309
Wheatland "PRECINCT 3" 0 19 94
Wheatland "PRECINCT 4" 0 31 105
Wheatland "PRECINCT 9" 0 75 211
Wibaux "PRECINCT #1" 0 105 491
Yellowstone 39.1 0 33 155
Yellowstone 39.200000000000003 0 462 1447
Yellowstone 40-45 0 341 809
Yellowstone 40.1 0 464 1668
Yellowstone 40.299999999999997 0 91 340
Yellowstone 40.4 0 79 258
Yellowstone 40.5 0 36 200
Yellowstone 42.1 0 37 92
Yellowstone 42.2 0 81 204
Yellowstone 43.1 0 167 469
Yellowstone 43.2 0 281 628
Yellowstone 43.3 0 1619 2260
Yellowstone 44.1 0 433 655
Yellowstone 44.2 0 1029 1364
Yellowstone 44.3 0 791 1016
Yellowstone 45.2 0 1994 3158
Yellowstone 46.1 0 90 216
Yellowstone 46.2 0 2715 3512
Yellowstone 47.1 0 1025 663
Yellowstone 47.2 0 1557 1372
Yellowstone 48.1 0 1678 1231
Yellowstone 48.2 0 1158 1231
Yellowstone 49.1 0 1140 642
Yellowstone 49.2 0 1184 958
Yellowstone 50.1 0 1145 896
Yellowstone 50.2 0 1087 1212
Yellowstone 51.1 0 713 700
Yellowstone 51.2 0 846 799
Yellowstone 51.3 0 969 1076
Yellowstone 52.1 0 963 954
Yellowstone 52.2 0 1107 1295
Yellowstone 53.1 0 2256 4310
Yellowstone 53.2 0 501 1396
Yellowstone 53.3 0 334 943
Yellowstone 54.1 0 2433 3429
Yellowstone 54.2 0 324 710
