COUNTY AREA TOTAL DEM REP LIB GRN IA IND1 IND2 SAL SWP Writein
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente West Pierce Riva Kennedy Writein
Mahnomen "ISLAND LAKE TWP" 140 38 101 1 0 0 0 0 0 0 0
Mahnomen "LA GARDE TWP" 84 25 58 0 0 0 1 0 0 0 0
Mahnomen "LAKE GROVE TWP" 90 25 61 0 1 2 0 1 0 0 0
Mahnomen MAHNOMEN 480 266 203 2 1 2 3 0 3 0 0
Mahnomen "MARSH CREEK TWP" 73 22 49 0 1 0 1 0 0 0 0
Mahnomen "OAKLAND TWP" 141 54 84 1 0 0 1 0 0 1 0
Mahnomen "PEMBINA TWP" 257 129 123 0 0 0 1 2 1 0 1
Mahnomen "POPPLE GROVE TWP" 66 29 37 0 0 0 0 0 0 0 0
Mahnomen "ROSEDALE TWP" 90 38 51 0 0 0 1 0 0 0 0
Mahnomen "TWIN LAKES TWP" 236 179 51 1 0 3 2 0 0 0 0
Mahnomen "LITTLE ELBOW TWP" 112 75 36 0 0 0 0 1 0 0 0
Mahnomen WAUBUN 170 99 67 2 1 0 0 0 0 0 1
Marshall "AGDER TWP." 58 9 48 1 0 0 0 0 0 0 0
Marshall "ALMA TWP." 51 7 44 0 0 0 0 0 0 0 0
Marshall ALVARADO 152 42 109 0 0 0 1 0 0 0 0
Marshall ARGYLE 350 76 266 1 3 1 0 2 0 0 1
Marshall "AUGSBURG TWP." 42 7 34 0 0 0 0 0 0 0 1
Marshall "BIG WOODS TWP." 19 0 19 0 0 0 0 0 0 0 0
Marshall "BLOOMER TWP." 51 5 46 0 0 0 0 0 0 0 0
Marshall "BOXVILLE TWP." 27 7 20 0 0 0 0 0 0 0 0
Marshall "CEDAR TWP." 49 12 35 2 0 0 0 0 0 0 0
Marshall "COMO TWP." 27 10 17 0 0 0 0 0 0 0 0
Marshall "COMSTOCK TWP." 75 11 64 0 0 0 0 0 0 0 0
Marshall "DONNELLY TWP." 13 0 13 0 0 0 0 0 0 0 0
Marshall "EAGLE POINT TWP." 6 0 6 0 0 0 0 0 0 0 0
Marshall "EAST PARK TWP." 9 0 9 0 0 0 0 0 0 0 0
Marshall "EAST VALLEY TWP." 25 2 22 0 0 0 0 1 0 0 0
Marshall "ECKVOLL TWP." 44 16 27 1 0 0 0 0 0 0 0
Marshall "ESPELIE TWP." 24 10 14 0 0 0 0 0 0 0 0
Marshall "EXCEL TWP." 172 51 118 0 0 1 0 1 0 0 1
Marshall "FOLDAHL TWP." 44 14 29 1 0 0 0 0 0 0 0
Marshall "FORK TWP." 8 2 6 0 0 0 0 0 0 0 0
Marshall "GRAND PLAIN TWP." 31 6 24 1 0 0 0 0 0 0 0
Marshall GRYGLA 102 33 68 1 0 0 0 0 0 0 0
Marshall HOLT 49 15 34 0 0 0 0 0 0 0 0
Marshall "HOLT TWP." 64 8 56 0 0 0 0 0 0 0 0
Marshall "HUNTLY TWP." 43 18 25 0 0 0 0 0 0 0 0
Marshall "LINCOLN TWP." 63 22 39 1 0 0 1 0 0 0 0
Marshall "LINSELL TWP." 15 9 6 0 0 0 0 0 0 0 0
Marshall "MCCREA TWP." 158 25 133 0 0 0 0 0 0 0 0
Marshall "MARSH GROVE TWP." 74 18 55 0 0 0 0 1 0 0 0
Marshall "MIDDLE RIVER" 154 58 91 3 1 0 1 0 0 0 0
Marshall "MIDDLE RIVER TWP." 47 7 40 0 0 0 0 0 0 0 0
Marshall "MOOSE RIVER TWP." 19 6 13 0 0 0 0 0 0 0 0
Marshall "MOYLAN TWP." 73 30 43 0 0 0 0 0 0 0 0
Marshall "MUD LAKE UNORG" 0 0 0 0 0 0 0 0 0 0 0
Marshall "NELSON PARK TWP." 85 24 59 0 0 1 0 0 0 0 1
Marshall NEWFOLDEN 194 58 133 2 0 0 1 0 0 0 0
Marshall "NEW FOLDEN TWP." 120 20 98 1 0 0 0 0 0 0 1
Marshall "NEW MAINE TWP." 107 25 79 1 0 1 0 0 1 0 0
Marshall "NEW SOLUM TWP." 171 42 121 6 0 1 0 1 0 0 0
Marshall "OAK PARK TWP." 74 18 55 0 0 0 0 0 0 0 1
Marshall OSLO 104 30 73 0 1 0 0 0 0 0 0
Marshall "PARKER TWP." 26 5 18 2 0 1 0 0 0 0 0
Marshall "ROLLIS TWP." 69 16 50 1 0 0 0 2 0 0 0
Marshall "SINNOTT TWP." 18 3 15 0 0 0 0 0 0 0 0
Marshall "SPRUCE VALLEY TWP." 130 32 95 0 0 1 0 1 0 0 1
Marshall STEPHEN 337 106 227 1 1 0 1 1 0 0 0
Marshall STRANDQUIST 45 14 30 0 0 0 0 0 0 0 1
Marshall "TAMARAC TWP." 55 12 43 0 0 0 0 0 0 0 0
Marshall "THIEF LAKE TWP." 24 12 12 0 0 0 0 0 0 0 0
Marshall "VALLEY TWP." 77 27 47 1 0 0 0 2 0 0 0
Marshall "VEGA TWP." 81 15 63 1 0 1 1 0 0 0 0
Marshall "VELDT TWP." 27 5 22 0 0 0 0 0 0 0 0
Marshall VIKING 40 12 26 2 0 0 0 0 0 0 0
Marshall "VIKING TWP." 99 24 73 2 0 0 0 0 0 0 0
Marshall "WANGER TWP." 44 15 29 0 0 0 0 0 0 0 0
Marshall WARREN 821 203 602 2 2 2 4 3 0 0 3
Marshall "WARRENTON TWP." 62 6 56 0 0 0 0 0 0 0 0
Marshall "WEST VALLEY TWP." 77 13 60 1 0 2 0 0 0 0 1
Marshall "WHITEFORD TWP." 30 8 21 0 0 0 1 0 0 0 0
Marshall "WRIGHT TWP." 58 14 41 2 0 1 0 0 0 0 0
Martin "CEDAR TWP." 130 34 90 6 0 0 0 0 0 0 0
Martin "CENTER CREEK TWP." 124 22 102 0 0 0 0 0 0 0 0
Martin CEYLON 173 51 116 3 0 2 0 0 0 0 1
Martin DUNNELL 80 19 59 0 0 0 2 0 0 0 0
Martin "EAST CHAIN TWP." 180 35 143 0 0 0 1 0 0 0 1
Martin "ELM CREEK TWP." 110 44 62 2 2 0 0 0 0 0 0
Martin "FAIRMONT W-1 P-1" 664 216 445 2 0 0 0 0 0 0 1
Martin "FAIRMONT W-1 P-2" 892 326 550 3 1 1 5 2 0 0 4
Martin "FAIRMONT W-2 P-1" 689 269 400 2 3 0 6 1 0 0 8
Martin "FAIRMONT W-2 P-2" 853 268 574 2 0 2 3 1 0 0 3
Martin "FAIRMONT W-3 P-1" 499 209 276 8 0 3 2 1 0 0 0
Martin "FAIRMONT W-3 P-2" 565 213 340 5 2 0 2 2 0 1 0
Martin "FAIRMONT W-4 P-1" 590 179 400 4 1 3 2 1 0 0 0
Martin "FAIRMONT W-4 P-2" 509 168 330 3 5 1 1 1 0 0 0
Martin "FAIRMONT TWP." 193 50 141 2 0 0 0 0 0 0 0
Martin "FOX LAKE TWP." 169 47 116 5 0 0 0 0 0 0 1
Martin "FRASER TWP." 167 30 136 1 0 0 0 0 0 0 0
Martin "GALENA TWP." 133 40 91 2 0 0 0 0 0 0 0
Martin GRANADA 146 41 100 3 1 0 0 1 0 0 0
Martin "JAY TWP." 166 35 125 2 0 0 0 1 0 0 3
Martin "LAKE BELT TWP." 112 26 85 0 0 0 0 1 0 0 0
Martin "LAKE FREMONT TWP." 104 21 77 4 1 0 0 0 0 0 1
Martin "MANYASKA TWP." 227 61 159 4 0 0 0 1 0 0 2
Martin "NASHVILLE TWP." 122 27 94 0 0 1 0 0 0 0 0
Martin NORTHROP 123 34 85 3 0 1 0 0 0 0 0
Martin ORMSBY 32 8 22 1 0 0 0 1 0 0 0
Martin "PLEASANT PRAIRIE TWP." 141 28 108 3 0 0 0 1 1 0 0
Martin "ROLLING GREEN TWP." 161 50 106 2 0 1 0 1 0 0 1
Martin "RUTLAND TWP." 260 60 196 1 1 0 1 0 0 0 1
Martin SHERBURN 571 144 417 3 2 1 1 2 0 1 0
Martin "SILVER LAKE TWP." 315 71 243 1 0 0 0 0 0 0 0
Martin "TENHASSEN TWP." 151 34 113 4 0 0 0 0 0 0 0
Martin TRIMONT 394 112 267 6 4 2 1 0 0 1 1
Martin TRUMAN 591 158 421 7 1 0 0 1 1 0 2
Martin "WAVERLY TWP." 116 38 76 2 0 0 0 0 0 0 0
Martin WELCOME 387 106 277 2 0 0 1 1 0 0 0
Martin "WESTFORD TWP." 170 31 138 0 0 0 1 0 0 0 0
Meeker "ACTON TWP." 237 78 156 0 1 1 1 0 0 0 0
Meeker "CEDAR MILLS" 34 9 23 1 1 0 0 0 0 0 0
Meeker "CEDAR MILLS TWP." 267 61 197 6 1 0 0 1 0 0 1
Meeker "COLLINWOOD TWP." 782 196 572 6 1 1 1 1 1 0 3
Meeker COSMOS 229 73 148 4 0 0 1 1 0 0 2
Meeker "COSMOS TWP." 121 30 87 2 1 0 0 1 0 0 0
Meeker "DANIELSON TWP." 171 44 117 4 0 1 3 1 0 0 1
Meeker DARWIN 202 53 140 4 1 1 1 0 0 0 2
Meeker "DARWIN TWP." 443 129 310 1 0 2 0 1 0 0 0
Meeker DASSEL 834 227 575 19 3 1 4 2 0 0 3
Meeker "DASSEL TWP." 1043 270 754 4 3 5 4 1 0 0 2
Meeker "EDEN VALLEY" 249 55 191 2 1 0 0 0 0 0 0
Meeker "ELLSWORTH TWP." 631 169 453 1 1 2 2 1 0 0 2
Meeker "FOREST CITY TWP." 423 106 310 3 1 0 1 2 0 0 0
Meeker "FOREST PRAIRIE TWP." 569 127 435 3 1 0 1 2 0 0 0
Meeker "GREENLEAF TWP." 491 160 319 4 1 0 2 2 0 0 3
Meeker "GROVE CITY" 276 74 196 4 0 0 1 0 0 0 1
Meeker "HARVEY TWP." 226 64 157 2 2 0 1 0 0 0 0
Meeker KINGSTON 85 15 69 1 0 0 0 0 0 0 0
Meeker "KINGSTON TWP." 809 168 634 2 1 1 2 1 0 0 0
Meeker "LITCHFIELD W-1" 781 334 423 12 2 3 4 2 0 0 1
Meeker "LITCHFIELD W-2" 753 258 466 7 3 7 2 6 0 0 4
Meeker "LITCHFIELD W-3" 619 237 373 5 0 0 3 0 1 0 0
Meeker "LITCHFIELD W-4" 716 254 446 3 5 2 3 2 0 0 1
Meeker "LITCHFIELD W-5" 565 202 345 5 6 0 4 2 0 0 1
Meeker "LITCHFIELD TWP." 572 169 390 6 2 1 2 0 0 0 2
Meeker "MANANNAH TWP." 304 63 238 2 0 0 0 1 0 0 0
Meeker "SWEDE GROVE TWP." 202 37 161 1 0 1 0 0 0 0 2
Meeker "UNION GROVE TWP." 408 92 309 3 1 1 1 0 0 0 1
Meeker WATKINS 487 113 365 5 2 0 1 1 0 0 0
"Mille Lacs" BOCK 39 12 27 0 0 0 0 0 0 0 0
"Mille Lacs" "BOGUS BROOK TWP." 864 190 653 11 1 3 4 1 0 0 1
"Mille Lacs" "BORGHOLM TWP." 1034 231 788 6 0 2 2 2 0 0 3
"Mille Lacs" "BRADBURY TWP." 100 22 76 1 0 1 0 0 0 0 0
"Mille Lacs" "DAILEY TWP." 128 31 95 1 0 0 0 1 0 0 0
"Mille Lacs" "EAST SIDE TWP." 455 165 284 1 3 1 1 0 0 0 0
"Mille Lacs" FORESTON 287 62 216 6 1 1 1 0 0 0 0
"Mille Lacs" "GREENBUSH TWP." 764 169 568 19 1 3 0 0 0 1 3
"Mille Lacs" "HAYLAND TWP." 305 58 244 1 0 0 0 0 0 0 2
"Mille Lacs" ISLE 462 189 263 6 0 1 2 1 0 0 0
"Mille Lacs" "ISLE HARBOR TWP." 348 96 248 3 0 1 0 0 0 0 0
"Mille Lacs" "KATHIO TWP." 659 398 246 0 0 1 9 2 2 1 0
"Mille Lacs" "LEWIS TWP." 24 8 16 0 0 0 0 0 0 0 0
"Mille Lacs" MILACA 1582 536 1006 25 3 3 1 6 0 1 1
"Mille Lacs" "MILACA TWP." 986 226 742 11 0 3 0 2 0 0 2
"Mille Lacs" "MILO TWP." 927 210 696 11 4 2 1 2 0 0 1
"Mille Lacs" "MUDGETT TWP." 59 7 49 2 0 0 0 0 1 0 0
"Mille Lacs" ONAMIA 358 157 192 6 2 0 0 0 0 0 1
"Mille Lacs" "ONAMIA TWP." 300 103 192 2 1 0 2 0 0 0 0
"Mille Lacs" "PAGE TWP." 477 99 369 6 1 0 1 0 1 0 0
"Mille Lacs" PEASE 123 30 85 3 0 0 1 0 0 0 4
"Mille Lacs" PRINCETON 2423 843 1518 35 9 5 5 4 0 1 3
"Mille Lacs" "PRINCETON TWP." 1306 316 962 18 3 0 3 1 0 1 2
"Mille Lacs" "SOUTH HARBOR TWP." 508 175 320 6 2 1 1 3 0 0 0
"Mille Lacs" WAHKON 171 71 97 1 0 0 2 0 0 0 0
Morrison "AGRAM TOWNSHIP" 377 71 304 2 0 0 0 0 0 0 0
Morrison "BELLE PRAIRIE TOWNSHIP" 441 75 362 1 2 0 0 1 0 0 0
Morrison "BELLEVUE TOWNSHIP" 785 155 621 7 1 0 1 0 0 0 0
Morrison BOWLUS 145 21 121 0 0 0 0 0 0 0 3
Morrison BUCKMAN 157 15 133 8 0 0 1 0 0 0 0
Morrison "BUCKMAN TOWNSHIP" 403 36 356 7 1 1 1 1 0 0 0
Morrison "BUH TOWNSHIP" 324 30 292 0 0 0 0 1 0 1 0
Morrison "CULDRUM TOWNSHIP" 274 36 235 0 1 1 0 0 0 0 1
Morrison "CUSHING TOWNSHIP" 450 90 353 2 1 0 0 4 0 0 0
Morrison "DARLING TOWNSHIP" 348 70 276 0 0 1 0 0 0 0 1
Morrison ELMDALE 73 8 61 3 1 0 0 0 0 0 0
Morrison "ELMDALE TOWNSHIP" 658 78 575 3 0 1 0 1 0 0 0
Morrison FLENSBURG 135 23 110 2 0 0 0 0 0 0 0
Morrison GENOLA 34 3 31 0 0 0 0 0 0 0 0
Morrison "GRANITE TOWNSHIP" 294 38 250 3 1 1 0 1 0 0 0
Morrison "GREEN PRAIRIE TOWNSHIP" 470 117 345 4 0 0 0 2 0 1 1
Morrison HARDING 62 19 42 0 0 0 0 1 0 0 0
Morrison HILLMAN 17 6 11 0 0 0 0 0 0 0 0
Morrison "HILLMAN TOWNSHIP" 114 13 101 0 0 0 0 0 0 0 0
Morrison "LAKIN TOWNSHIP" 255 56 196 1 0 1 0 1 0 0 0
Morrison LASTRUP 51 16 34 1 0 0 0 0 0 0 0
Morrison "LEIGH TOWNSHIP" 127 14 110 1 1 0 0 1 0 0 0
Morrison "LITTLE FALLS W-1" 1354 503 817 13 5 5 6 1 1 0 3
Morrison "LITTLE FALLS W-2" 2069 670 1358 16 4 4 3 7 1 1 5
Morrison "LITTLE FALLS W-3" 1179 317 828 17 7 1 5 2 1 0 1
Morrison "LITTLE FALLS TOWNSHIP" 1058 288 756 3 3 1 1 2 0 0 4
Morrison "MORRILL TOWNSHIP" 424 57 360 3 2 0 1 1 0 0 0
Morrison MOTLEY 311 79 222 4 3 1 2 0 0 0 0
Morrison "MOTLEY TOWNSHIP" 138 32 100 2 1 1 0 2 0 0 0
Morrison "MOUNT MORRIS TOWNSHIP" 56 9 46 0 1 0 0 0 0 0 0
Morrison "PARKER TOWNSHIP" 261 60 196 3 1 1 0 0 0 0 0
Morrison PIERZ 731 148 566 10 1 3 0 2 0 0 1
Morrison "PIERZ TOWNSHIP" 332 35 293 3 0 0 1 0 0 0 0
Morrison "PIKE CREEK TOWNSHIP" 600 122 472 3 0 0 0 1 0 0 2
Morrison "PLATTE TOWNSHIP" 197 23 173 1 0 0 0 0 0 0 0
Morrison "PULASKI TOWNSHIP" 180 38 139 0 0 1 0 2 0 0 0
Morrison RANDALL 345 74 267 2 1 0 0 1 0 0 0
Morrison "RICHARDSON TOWNSHIP" 334 60 269 3 0 0 1 1 0 0 0
Morrison "RIPLEY TOWNSHIP" 460 91 356 8 4 1 0 0 0 0 0
Morrison "ROSING TOWNSHIP" 152 17 132 1 1 0 1 0 0 0 0
Morrison ROYALTON 632 155 465 4 2 3 0 2 0 0 1
Morrison "SCANDIA VALLEY TOWNSHIP" 967 287 649 12 5 2 2 3 0 0 7
Morrison SOBIESKI 110 20 87 1 0 0 1 1 0 0 0
Morrison "SWAN RIVER TOWNSHIP" 468 106 352 5 2 2 1 0 0 0 0
Morrison SWANVILLE 168 39 126 3 0 0 0 0 0 0 0
Morrison "SWANVILLE TOWNSHIP" 309 37 264 5 0 1 0 0 0 0 2
Morrison "TWO RIVERS TOWNSHIP" 489 65 419 4 0 0 0 0 0 0 1
Morrison UPSALA 240 45 190 2 0 1 0 2 0 0 0
Mower ADAMS 391 158 223 2 1 3 1 2 0 0 1
Mower "ADAMS TWP." 277 121 151 0 0 2 0 0 0 0 3
Mower "AUSTIN W-1 P-1" 1876 1126 716 16 3 0 7 1 0 0 7
Mower "AUSTIN W-1 P-2" 1764 1004 726 15 5 4 4 5 0 0 1
Mower "AUSTIN W-1 P-3" 70 32 37 1 0 0 0 0 0 0 0
Mower "AUSTIN W-2 P-1" 1760 947 772 11 4 3 6 7 2 0 8
Mower "AUSTIN W-2 P-2" 2461 1304 1096 24 4 6 12 5 2 0 8
Mower "AUSTIN W-3 P-1" 1329 714 579 11 7 6 9 1 0 0 2
Mower "AUSTIN W-3 P-2" 1894 961 897 19 3 5 3 4 0 0 2
Mower "AUSTIN TWP." 548 239 300 4 1 1 2 0 0 0 1
Mower "BENNINGTON TWP." 95 24 70 1 0 0 0 0 0 0 0
Mower BROWNSDALE 394 160 225 2 2 2 2 1 0 0 0
Mower "CLAYTON TWP." 104 35 67 0 0 0 1 0 0 0 1
Mower DEXTER 196 68 125 2 0 0 0 1 0 0 0
Mower "DEXTER TWP." 169 50 114 2 0 0 0 1 1 0 1
Mower ELKTON 63 23 38 2 0 0 0 0 0 0 0
Mower "FRANKFORD TWP." 235 61 166 6 0 1 0 1 0 0 0
Mower "GRAND MEADOW" 609 201 394 6 4 1 1 1 0 0 1
Mower "GRAND MEADOW TWP." 177 49 123 4 0 0 0 0 0 0 1
Mower "LANSING TWP." 523 198 316 2 0 0 2 5 0 0 0
Mower "LE ROY" 514 158 344 6 3 1 1 0 0 0 1
Mower "LE ROY TWP." 209 51 156 0 0 1 1 0 0 0 0
Mower "LODI TWP." 131 27 103 0 0 1 0 0 0 0 0
Mower LYLE 264 106 152 2 2 0 0 0 0 0 2
Mower "LYLE TWP." 226 59 165 2 0 0 0 0 0 0 0
Mower MAPLEVIEW 64 29 32 0 1 0 0 1 0 0 1
Mower "MARSHALL TWP." 194 74 115 1 1 0 1 2 0 0 0
Mower "NEVADA TWP." 221 72 143 3 3 0 0 0 0 0 0
Mower "PLEASANT VALLEY" 201 58 142 0 0 1 0 0 0 0 0
Mower RACINE 248 64 177 5 0 1 0 1 0 0 0
Mower "RACINE TWP." 302 93 206 3 0 0 0 0 0 0 0
Mower "RED ROCK TWP." 478 159 311 3 0 0 1 3 0 0 1
Mower "ROSE CREEK" 231 95 125 7 0 0 2 1 0 0 1
Mower SARGEANT 40 8 32 0 0 0 0 0 0 0 0
Mower "SARGEANT TWP." 197 47 146 1 0 0 2 1 0 0 0
Mower TAOPI 28 20 7 0 0 0 0 0 0 1 0
Mower "UDOLPHO TWP." 274 102 163 7 0 0 1 0 0 1 0
Mower WALTHAM 83 27 53 1 1 0 0 0 0 0 1
Mower "WALTHAM TWP." 222 55 159 3 1 1 3 0 0 0 0
Mower "WINDOM TWP." 283 120 159 3 1 0 0 0 0 0 0
Murray AVOCA 71 20 51 0 0 0 0 0 0 0 0
Murray "BELFAST TWP" 107 32 72 1 1 0 0 0 0 0 1
Murray "BONDIN TWP" 159 37 117 2 2 0 1 0 0 0 0
Murray "CAMERON TWP" 71 19 51 0 0 1 0 0 0 0 0
Murray "CHANARAMBIE TWP" 120 20 98 0 0 0 0 1 0 0 1
Murray CHANDLER 105 12 92 0 0 0 1 0 0 0 0
Murray CURRIE 103 39 61 0 0 0 0 0 1 2 0
Murray "DES MOINES RIVER" 77 19 58 0 0 0 0 0 0 0 0
Murray "DOVRAY TWP" 101 24 77 0 0 0 0 0 0 0 0
Murray "DOVRAY CITY" 47 18 29 0 0 0 0 0 0 0 0
Murray "ELLSBOROUGH TWP" 93 20 70 0 0 0 0 0 0 0 3
Murray "FENTON TWP" 93 18 74 0 0 0 0 1 0 0 0
Murray FULDA 705 253 438 5 1 2 3 0 1 0 2
Murray HADLEY 40 22 16 2 0 0 0 0 0 0 0
Murray "HOLLY TWP" 64 16 47 0 0 1 0 0 0 0 0
Murray IONA 85 19 66 0 0 0 0 0 0 0 0
Murray "IONA TWP" 95 28 67 0 0 0 0 0 0 0 0
Murray "LAKE SARAH TWP" 265 74 190 0 1 0 0 0 0 0 0
Murray "LAKE WILSON" 152 47 100 2 1 0 0 0 0 0 2
Murray "LEEDS TWP" 133 23 108 0 0 0 1 1 0 0 0
Murray "LIME LAKE TWP" 115 20 95 0 0 0 0 0 0 0 0
Murray "LOWVILLE TWP" 96 21 74 1 0 0 0 0 0 0 0
Murray "MASON TWP" 188 59 122 1 1 1 1 1 0 0 2
Murray "MOULTON TWP" 128 7 121 0 0 0 0 0 0 0 0
Murray "MURRAY TWP" 106 26 78 2 0 0 0 0 0 0 0
Murray "SHETEK TWP" 207 58 148 0 0 1 0 0 0 0 0
Murray "SKANDIA TWP" 72 21 49 1 0 0 0 1 0 0 0
Murray "SLAYTON CITY" 1100 411 664 15 3 1 2 2 0 0 2
Murray "SLAYTON TWP" 198 66 130 0 0 1 0 1 0 0 0
Nicollet "BELGRADE TOWNSHIP" 714 308 394 3 0 1 3 1 0 0 4
Nicollet "BERNADOTTE TOWNSHIP" 151 50 99 1 1 0 0 0 0 0 0
Nicollet "BRIGHTON TOWNSHIP" 85 16 66 1 0 1 0 1 0 0 0
Nicollet "CITY OF COURTLAND" 465 120 334 6 0 2 1 2 0 0 0
Nicollet "COURTLAND TOWNSHIP" 379 99 273 5 0 0 1 1 0 0 0
Nicollet "GRANBY TOWNSHIP" 165 41 120 3 0 0 0 1 0 0 0
Nicollet "CITY OF LAFAYETTE" 259 71 177 3 3 3 1 1 0 0 0
Nicollet "LAFAYETTE TOWNSHIP" 429 125 294 4 0 2 0 4 0 0 0
Nicollet "LAKE PRAIRIE TOWNSHIP" 439 165 268 1 1 0 2 1 0 0 1
Nicollet "MANKATO W-2 P-30" 0 0 0 0 0 0 0 0 0 0 0
Nicollet "NEW SWEDEN TOWNSHIP" 184 55 124 1 0 0 1 3 0 0 0
Nicollet "CITY OF NICOLLET" 681 221 446 8 1 1 1 1 0 0 2
Nicollet "NICOLLET TOWNSHIP" 335 104 225 3 2 0 1 0 0 0 0
Nicollet "NORTH MANKATO P-1" 1171 721 420 18 3 1 2 2 1 1 2
Nicollet "NORTH MANKATO P-2" 1156 662 454 17 10 0 6 3 0 1 3
Nicollet "NORTH MANKATO P-3" 1159 689 441 12 7 2 1 2 0 0 5
Nicollet "NORTH MANKATO P-4" 1361 731 584 20 4 6 4 3 0 1 8
Nicollet "NORTH MANKATO P-5" 1545 731 780 20 4 1 0 4 0 0 5
Nicollet "NORTH MANKATO P-6" 1469 734 706 11 7 5 0 2 1 0 3
Nicollet "NORTH MANKATO P-7" 440 200 229 6 1 0 2 0 0 1 1
Nicollet "OSHAWA TOWNSHIP" 328 154 169 3 1 0 0 0 0 0 1
Nicollet "RIDGELY TOWNSHIP" 63 18 43 0 1 0 0 0 0 0 1
Nicollet "ST PETER W-1 P-1" 1620 897 671 29 7 4 3 3 1 0 5
Nicollet "ST PETER W-1 P-2" 1781 1044 686 18 15 4 5 1 1 2 5
Nicollet "ST PETER W-2 P-1" 863 610 232 8 4 2 3 0 0 0 4
Nicollet "ST PETER W-2 P-2" 1411 925 450 16 5 2 5 3 0 1 4
Nicollet "TRAVERSE TOWNSHIP" 215 75 137 1 0 0 1 1 0 0 0
Nicollet "WEST NEWTON TOWNSHIP" 257 56 196 4 1 0 0 0 0 0 0
Nobles ADRIAN 589 170 408 2 0 4 3 1 0 0 1
Nobles BIGELOW 86 23 59 1 1 0 1 1 0 0 0
Nobles "BIGELOW TWP." 237 71 164 0 0 0 2 0 0 0 0
Nobles "BLOOM TWP." 90 26 64 0 0 0 0 0 0 0 0
Nobles BREWSTER 223 73 142 3 3 1 1 0 0 0 0
Nobles "DEWALD TWP." 141 31 108 1 0 0 1 0 0 0 0
Nobles DUNDEE 39 14 24 0 0 0 1 0 0 0 0
Nobles "ELK TWP." 145 32 109 2 0 0 1 0 0 0 1
Nobles ELLSWORTH 230 39 186 1 0 0 0 1 0 0 3
Nobles "GRAHAM LAKES TWP." 133 38 94 1 0 0 0 0 0 0 0
Nobles "GRAND PRAIRIE TWP." 123 11 111 0 0 0 1 0 0 0 0
Nobles "HERSEY TWP." 109 34 70 2 1 0 0 2 0 0 0
Nobles "INDIAN LAKE TWP." 113 27 85 0 0 0 1 0 0 0 0
Nobles KINBRAE 9 4 5 0 0 0 0 0 0 0 0
Nobles "LARKIN TWP." 106 19 87 0 0 0 0 0 0 0 0
Nobles "LEOTA TWP." 226 20 202 1 1 0 0 0 0 0 2
Nobles LISMORE 116 29 87 0 0 0 0 0 0 0 0
Nobles "LISMORE TWP." 88 16 70 2 0 0 0 0 0 0 0
Nobles "LITTLE ROCK TWP." 109 11 96 1 0 0 0 0 0 0 1
Nobles "LORAIN TWP." 175 39 135 0 0 1 0 0 0 0 0
Nobles "OLNEY TWP." 91 13 76 0 1 0 0 0 0 1 0
Nobles "RANSOM TWP." 115 34 79 1 0 1 0 0 0 0 0
Nobles "ROUND LAKE" 176 32 139 3 0 1 0 0 1 0 0
Nobles RUSHMORE 177 38 138 0 1 0 0 0 0 0 0
Nobles "SEWARD TWP." 122 27 94 0 0 0 0 1 0 0 0
Nobles "SUMMIT LAKE TWP." 195 56 135 3 0 0 1 0 0 0 0
Nobles "WESTSIDE TWP." 115 20 93 0 0 0 0 1 0 0 1
Nobles WILMONT 186 46 138 2 0 0 0 0 0 0 0
Nobles "WILMONT TWP." 111 9 100 0 0 1 0 0 0 0 1
Nobles "WORTHINGTON W-1 P-1" 473 181 275 4 2 4 3 1 2 0 1
Nobles "WORTHINGTON W-1 P-2" 326 163 156 3 2 0 0 0 1 1 0
Nobles "WORTHINGTON W-1 P-3" 250 125 117 3 1 2 0 2 0 0 0
Nobles "WORTHINGTON W-1 P-4" 201 99 96 1 2 1 1 1 0 0 0
Nobles "WORTHINGTON W-1 P-5" 433 246 177 6 1 0 1 2 0 0 0
Nobles "WORTHINGTON W-2 P-1" 917 373 533 3 0 3 3 0 0 0 2
Nobles "WORTHINGTON W-2 P-2" 298 143 149 4 1 0 1 0 0 0 0
Nobles "WORTHINGTON W-2 P-3" 307 138 155 2 0 5 3 1 0 0 3
Nobles "WORTHINGTON W-2 P-4" 330 152 161 6 2 3 2 1 1 1 1
Nobles "WORTHINGTON W-2 P-5" 622 272 341 1 0 0 1 2 0 1 4
Nobles "WORTHINGTON TWP." 183 39 142 0 0 0 0 0 0 0 2
Norman "ADA W-1" 441 159 273 4 1 1 0 1 0 0 2
Norman "ADA W-2" 458 173 275 4 1 2 0 2 0 0 1
Norman "ANTHONY TWP." 38 8 27 2 0 0 0 0 0 0 1
Norman "BEAR PARK TWP." 99 47 51 1 0 0 0 0 0 0 0
Norman BORUP 36 19 17 0 0 0 0 0 0 0 0
Norman "FLOM TWP." 113 58 51 1 1 0 1 1 0 0 0
Norman "FOSSUM TWP." 83 38 42 1 0 0 0 2 0 0 0
Norman GARY 93 49 41 1 0 0 0 1 0 1 0
Norman "GOOD HOPE TWP." 21 11 10 0 0 0 0 0 0 0 0
Norman "GREEN MEADOW TWP." 51 21 27 0 0 0 2 0 0 0 1
Norman HALSTAD 246 113 125 2 2 1 0 2 0 0 1
Norman "HALSTAD TWP." 59 18 38 2 0 0 0 1 0 0 0
