COUNTY AREA TOTAL DEM REP LIB GRN IA IND1 IND2 SAL SWP Writein
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente West Pierce Riva Kennedy Writein
Dakota "LAKEVILLE P-01" 2506 1179 1267 31 8 6 5 2 0 2 6
Dakota "LAKEVILLE P-02" 3826 1744 2010 32 8 9 7 3 0 1 12
Dakota "LAKEVILLE P-03" 2107 944 1106 35 5 5 4 1 2 0 5
Dakota "LAKEVILLE P-04" 2180 1011 1132 20 4 5 2 0 0 0 6
Dakota "LAKEVILLE P-05" 2101 1010 1046 20 5 2 1 6 1 0 10
Dakota "LAKEVILLE P-06" 1885 867 992 11 1 3 1 2 0 0 8
Dakota "LAKEVILLE P-07" 2130 948 1127 21 9 8 10 3 0 0 4
Dakota "LAKEVILLE P-08" 1870 886 937 30 5 1 3 1 1 0 6
Dakota "LAKEVILLE P-09" 1988 938 1007 21 3 2 3 3 0 0 11
Dakota "LAKEVILLE P-10" 2208 1070 1092 20 6 4 6 2 0 0 8
Dakota "LAKEVILLE P-11" 2437 1258 1123 23 5 6 3 4 1 0 14
Dakota "LAKEVILLE P-12" 2290 1177 1051 31 9 2 2 10 1 0 7
Dakota "LAKEVILLE P-13" 2832 1450 1314 31 9 6 3 2 0 0 17
Dakota "LAKEVILLE P-14" 2284 1147 1081 28 2 3 7 7 2 0 7
Dakota "LAKEVILLE P-15" 2167 1050 1064 25 5 8 6 2 0 1 6
Dakota "LAKEVILLE P-16" 2450 1243 1151 27 8 4 7 2 1 0 7
Dakota "LAKEVILLE P-17" 2876 1421 1399 30 7 4 6 5 0 1 3
Dakota "LAKEVILLE P-18" 1701 909 754 11 11 1 1 4 0 0 10
Dakota LILYDALE 761 521 236 0 1 0 0 0 0 0 3
Dakota "MARSHAN TWP" 822 245 557 13 0 0 2 2 0 0 3
Dakota "MENDOTA CITY" 126 82 39 1 3 0 0 0 1 0 0
Dakota "MENDOTA HTS P-1" 1912 1213 663 11 3 4 2 5 0 0 11
Dakota "MENDOTA HTS P-2" 1729 1029 664 16 1 1 2 4 0 0 12
Dakota "MENDOTA HTS P-3" 1858 1208 608 21 4 2 2 3 2 0 8
Dakota "MENDOTA HTS P-4" 1634 1008 584 14 3 2 7 3 0 0 13
Dakota "MENDOTA HTS P-5" 1616 990 595 16 4 3 4 1 0 0 3
Dakota MIESVILLE 79 27 51 0 0 0 1 0 0 0 0
Dakota "NEW TRIER" 44 13 28 2 0 0 1 0 0 0 0
Dakota "NININGER TWP" 596 211 371 9 0 1 0 2 0 0 2
Dakota "NORTHFIELD W-3 P-2" 936 635 289 4 0 0 0 3 1 0 4
Dakota "RANDOLPH CITY" 282 81 193 5 1 0 0 2 0 0 0
Dakota "RANDOLPH TWP" 526 162 360 2 0 0 0 1 0 0 1
Dakota "RAVENNA TWP" 1614 602 988 13 2 2 2 1 0 0 4
Dakota "ROSEMOUNT P-1" 2868 1588 1217 26 7 5 3 8 1 1 12
Dakota "ROSEMOUNT P-2" 2831 1491 1284 34 3 4 6 6 0 0 3
Dakota "ROSEMOUNT P-3" 2480 1281 1132 24 10 5 8 9 3 0 8
Dakota "ROSEMOUNT P-4" 1615 839 724 20 10 5 5 5 1 0 6
Dakota "ROSEMOUNT P-5" 1449 728 687 15 5 5 1 3 0 0 5
Dakota "ROSEMOUNT P-6" 1651 857 750 15 7 4 3 4 3 0 8
Dakota "ROSEMOUNT P-7" 2938 1598 1269 37 5 2 6 5 0 0 16
Dakota "SCIOTA TWP" 306 102 200 3 0 0 0 0 0 0 1
Dakota "SOUTH ST PAUL P-1" 2554 1533 949 24 7 10 10 6 0 1 14
Dakota "SOUTH ST PAUL P-2" 1613 956 616 19 8 2 5 2 0 0 5
Dakota "SOUTH ST PAUL P-3" 2945 1734 1129 29 11 7 15 10 0 0 10
Dakota "SOUTH ST PAUL P-4" 767 512 230 7 6 4 0 0 1 0 7
Dakota "SOUTH ST PAUL P-5" 3382 1970 1293 57 20 8 9 9 0 1 15
Dakota "SUNFISH LAKE" 413 206 190 6 1 1 2 0 0 0 7
Dakota "VERMILLION CITY" 294 104 185 4 0 0 1 0 0 0 0
Dakota "VERMILLION TWP" 849 257 577 8 0 3 0 1 0 0 3
Dakota "WATERFORD TWP" 355 162 185 1 3 0 3 0 0 0 1
Dakota "WEST ST PAUL W-1 P-1" 2198 1427 705 35 14 2 6 0 2 1 6
Dakota "WEST ST PAUL W-1 P-2" 1226 868 333 8 6 4 4 1 0 0 2
Dakota "WEST ST PAUL W-2 P-1" 2581 1721 780 29 7 8 6 7 3 0 20
Dakota "WEST ST PAUL W-2 P-2" 1319 914 377 10 1 1 3 4 2 0 7
Dakota "WEST ST PAUL W-3 P-1" 1779 1149 591 15 5 4 3 3 2 0 7
Dakota "WEST ST PAUL W-3 P-2" 2516 1591 869 18 9 2 3 7 1 0 16
Dodge "ASHLAND TWP." 217 59 154 3 0 0 0 1 0 0 0
Dodge "BYRON P-2" 0 0 0 0 0 0 0 0 0 0 0
Dodge "CANISTEO TWP." 439 126 297 8 3 2 1 1 0 0 1
Dodge CLAREMONT 233 65 154 10 2 1 0 0 0 1 0
Dodge "CLAREMONT TWP." 256 75 177 1 1 1 0 1 0 0 0
Dodge "CONCORD TWP." 355 98 254 2 0 1 0 0 0 0 0
Dodge "DODGE CENTER P-1" 1069 378 661 21 0 0 6 1 0 0 2
Dodge "DODGE CENTER P-2" 314 110 195 4 2 1 1 0 0 0 1
Dodge "ELLINGTON TWP." 151 29 120 1 0 0 0 1 0 0 0
Dodge HAYFIELD 731 275 435 12 1 0 4 1 0 1 2
Dodge "HAYFIELD TWP." 306 84 217 2 1 1 0 1 0 0 0
Dodge "KASSON P-1" 321 128 182 4 1 2 2 1 0 0 1
Dodge "KASSON P-2" 2706 1029 1614 32 7 3 4 4 0 1 12
Dodge "KASSON P-3" 750 292 428 16 6 0 2 3 1 0 2
Dodge MANTORVILLE 750 266 464 9 1 4 2 3 0 0 1
Dodge "MANTORVILLE TWP." 1276 455 789 17 7 3 1 2 0 0 2
Dodge "MILTON TWP." 484 128 347 1 1 2 1 4 0 0 0
Dodge "RIPLEY TWP." 110 17 88 4 1 0 0 0 0 0 0
Dodge "VERNON TWP." 441 127 302 4 1 5 0 0 1 0 1
Dodge "WASIOJA TWP." 560 136 404 8 2 0 4 0 1 0 5
Dodge "WEST CONCORD" 434 134 291 8 0 0 0 1 0 0 0
Dodge "WESTFIELD TWP." 284 68 210 0 2 1 2 1 0 0 0
Douglas "ALEXANDRIA W-1 P-1" 298 101 188 5 0 1 2 1 0 0 0
Douglas "ALEXANDRIA W-1 P-2" 1574 582 973 9 4 3 2 1 0 0 0
Douglas "ALEXANDRIA W-2" 1493 494 972 10 2 3 4 4 0 0 4
Douglas "ALEXANDRIA W-3" 1750 680 1011 38 3 2 6 5 0 0 5
Douglas "ALEXANDRIA W-4" 1352 503 810 19 5 5 2 3 1 0 4
Douglas "ALEXANDRIA W-5 P-1" 146 42 100 3 0 0 1 0 0 0 0
Douglas "ALEXANDRIA W-5 P-2" 1107 488 586 22 4 2 1 1 0 1 2
Douglas "ALEXANDRIA TWP." 1986 645 1316 10 2 2 3 3 0 0 5
Douglas "BELLE RIVER TWP." 228 54 168 4 0 1 1 0 0 0 0
Douglas "BRANDON CITY" 285 88 191 4 0 0 1 1 0 0 0
Douglas "BRANDON TWP." 545 133 400 4 3 1 1 2 0 0 1
Douglas "CARLOS CITY" 287 79 203 3 0 0 0 1 0 0 1
Douglas "CARLOS TWP." 1612 483 1104 14 2 0 2 5 0 1 1
Douglas "EVANSVILLE CITY" 319 87 222 6 1 0 0 1 0 1 1
Douglas "EVANSVILLE TWP." 147 36 108 1 0 1 0 1 0 0 0
Douglas FORADA 125 39 85 0 0 1 0 0 0 0 0
Douglas GARFIELD 173 52 118 0 0 0 0 2 0 1 0
Douglas "HOLMES CITY TWP." 593 183 398 4 2 3 1 1 0 0 1
Douglas "HUDSON TWP." 650 152 491 3 1 0 1 1 0 0 1
Douglas "IDA TWP." 1010 311 676 3 4 0 9 5 0 0 2
Douglas KENSINGTON 158 46 105 3 2 0 1 0 0 0 1
Douglas "LA GRAND TWP." 2940 1079 1798 29 7 8 5 5 0 0 9
Douglas "LAKE MARY TWP." 827 236 576 8 0 2 1 2 0 0 2
Douglas "LEAF VALLEY TWP" 335 101 229 2 1 0 0 2 0 0 0
Douglas "LUND TWP." 212 62 146 2 1 0 0 1 0 0 0
Douglas "MILLERVILLE CITY" 51 19 30 1 1 0 0 0 0 0 0
Douglas "MILLERVILLE TWP." 238 47 190 0 0 0 1 0 0 0 0
Douglas "MILTONA CITY" 246 73 161 3 3 0 2 3 0 0 1
Douglas "MILTONA TWP." 648 228 410 1 0 3 4 0 0 0 2
Douglas "MOE TWP." 599 191 398 8 1 0 0 0 0 0 1
Douglas NELSON 100 20 80 0 0 0 0 0 0 0 0
Douglas "ORANGE TWP." 229 44 184 1 0 0 0 0 0 0 0
Douglas "OSAKIS CITY" 857 257 577 8 4 2 3 4 1 1 0
Douglas "OSAKIS TWP." 423 98 321 2 0 0 1 1 0 0 0
Douglas "SOLEM TWP." 161 38 118 2 3 0 0 0 0 0 0
Douglas "SPRUCE HILL TWP." 264 49 210 4 0 0 0 1 0 0 0
Douglas "URNESS TWP." 197 48 146 2 0 0 0 0 0 0 1
Faribault "BARBER TWP." 152 37 111 3 1 0 0 0 0 0 0
Faribault "BLUE EARTH W-1" 584 231 335 5 2 1 5 2 0 0 3
Faribault "BLUE EARTH W-2" 662 233 416 5 2 3 1 1 0 0 1
Faribault "BLUE EARTH W-3" 537 183 341 4 1 1 2 3 1 0 1
Faribault "BLUE EARTH TWP." 255 67 184 1 0 2 1 0 0 0 0
Faribault BRICELYN 182 75 103 0 0 1 0 2 0 0 1
Faribault "BRUSH CREEK TWP." 119 31 86 2 0 0 0 0 0 0 0
Faribault "CLARK TWP." 151 36 111 0 0 0 2 0 0 0 2
Faribault DELAVAN 103 33 68 2 0 0 0 0 0 0 0
Faribault "DELAVAN TWP." 200 46 153 0 0 0 1 0 0 0 0
Faribault "DUNBAR TWP." 161 21 135 4 0 0 0 1 0 0 0
Faribault EASTON 112 45 63 1 0 1 0 1 0 1 0
Faribault ELMORE 236 69 156 0 2 0 3 1 1 0 4
Faribault "ELMORE TWP." 108 33 73 1 0 0 1 0 0 0 0
Faribault "EMERALD TWP." 146 33 109 2 0 0 0 2 0 0 0
Faribault "FOSTER TWP." 172 51 119 2 0 0 0 0 0 0 0
Faribault FROST 107 30 75 2 0 0 0 0 0 0 0
Faribault "JO DAVIESS TWP." 146 42 99 2 0 0 0 1 0 0 2
Faribault KIESTER 284 135 141 2 2 2 1 1 0 0 0
Faribault "KIESTER TWP." 147 52 93 1 0 0 1 0 0 0 0
Faribault "LURA TWP." 96 36 57 0 0 0 0 1 0 0 2
Faribault "MINNESOTA LAKE" 374 132 234 3 0 2 2 1 0 0 0
Faribault "MINNESOTA LAKE TWP." 123 24 90 6 1 1 0 1 0 0 0
Faribault "PILOT GROVE TWP." 85 13 69 3 0 0 0 0 0 0 0
Faribault "PRESCOTT TWP." 122 26 91 3 0 1 1 0 0 0 0
Faribault "ROME TWP." 81 14 66 0 0 0 0 1 0 0 0
Faribault "SEELY TWP." 111 38 73 0 0 0 0 0 0 0 0
Faribault "VERONA TWP." 220 54 163 2 0 0 0 0 0 0 1
Faribault "WALNUT LAKE TWP." 123 24 94 3 0 0 1 0 0 0 1
Faribault WALTERS 32 14 17 0 0 0 0 1 0 0 0
Faribault WELLS 1202 439 733 10 5 4 4 3 0 0 4
Faribault WINNEBAGO 680 209 459 3 2 1 5 1 0 0 0
Faribault "WINNEBAGO TWP." 101 25 74 0 1 1 0 0 0 0 0
Fillmore "AMHERST TWP." 177 71 100 2 0 0 2 1 0 0 1
Fillmore "ARENDAHL TWP." 217 85 128 2 0 1 0 1 0 0 0
Fillmore "BEAVER TWP." 148 48 96 2 0 1 0 0 0 0 1
Fillmore "BLOOMFIELD TWP." 208 50 156 2 0 0 0 0 0 0 0
Fillmore "BRISTOL TWP." 163 52 109 0 0 1 1 0 0 0 0
Fillmore CANTON 150 45 101 0 0 1 1 1 0 0 1
Fillmore "CANTON TWP." 175 59 114 1 1 0 0 0 0 0 0
Fillmore "CARIMONA TWP." 200 76 122 1 0 0 0 0 0 0 1
Fillmore "CARROLTON TWP." 247 100 144 3 0 0 0 0 0 0 0
Fillmore CHATFIELD 963 393 538 16 1 3 5 2 0 0 5
Fillmore "CHATFIELD TWP." 357 126 220 4 1 1 2 1 0 0 2
Fillmore "FILLMORE TWP." 297 83 206 5 0 0 2 0 0 0 1
Fillmore "FORESTVILLE TWP." 239 69 168 2 0 0 0 0 0 0 0
Fillmore FOUNTAIN 235 77 154 1 0 0 2 0 0 0 1
Fillmore "FOUNTAIN TWP." 204 58 140 1 0 2 0 1 0 0 2
Fillmore HARMONY 611 251 341 10 4 1 2 1 0 0 1
Fillmore "HARMONY TWP." 185 69 112 2 1 1 0 0 0 0 0
Fillmore "HOLT TWP." 181 72 103 3 0 0 1 0 0 0 2
Fillmore "JORDAN TWP." 247 67 175 3 1 1 0 0 0 0 0
Fillmore LANESBORO 542 325 207 2 2 4 1 0 0 0 1
Fillmore MABEL 386 185 195 3 0 0 1 2 0 0 0
Fillmore "NEWBURG TWP." 243 77 159 5 1 1 0 0 0 0 0
Fillmore "NORWAY TWP." 218 81 129 4 1 0 2 0 0 0 1
Fillmore OSTRANDER 128 37 90 0 1 0 0 0 0 0 0
Fillmore PETERSON 116 53 59 0 1 0 1 0 0 0 2
Fillmore "PILOT MOUND TWP." 226 89 130 5 1 0 0 0 0 0 1
Fillmore "PREBLE TWP." 132 63 67 2 0 0 0 0 0 0 0
Fillmore PRESTON 755 330 406 7 2 2 3 0 0 2 3
Fillmore "PRESTON TWP." 155 49 104 1 0 0 1 0 0 0 0
Fillmore RUSHFORD 1046 405 613 15 3 5 2 1 0 0 2
Fillmore "RUSHFORD VILLAGE" 542 189 340 5 1 2 3 0 0 0 2
Fillmore "SPRING VALLEY" 1299 436 831 21 2 0 2 3 0 1 3
Fillmore "SPRING VALLEY TWP." 360 126 226 2 0 1 2 1 0 1 1
Fillmore "SUMNER TWP." 300 88 206 1 0 3 0 2 0 0 0
Fillmore WHALAN 46 25 21 0 0 0 0 0 0 0 0
Fillmore WYKOFF 265 83 173 2 0 3 0 1 0 0 3
Fillmore "YORK TWP." 178 59 118 0 0 0 0 1 0 0 0
Freeborn "ALBERT LEA W-1 P-1" 2128 996 1107 15 2 2 2 1 1 1 1
Freeborn "ALBERT LEA W-1 P-2" 68 21 46 1 0 0 0 0 0 0 0
Freeborn "ALBERT LEA W-2 P-1" 1308 648 625 17 5 2 6 1 1 0 3
Freeborn "ALBERT LEA W-3 P-1" 1823 829 946 19 8 4 10 6 0 0 1
Freeborn "ALBERT LEA W-4 P-1" 1659 748 882 13 5 3 4 1 0 1 2
Freeborn "ALBERT LEA W-5 P-1" 1056 533 499 12 2 1 3 3 3 0 0
Freeborn "ALBERT LEA W-6 P-1" 1188 521 637 11 3 5 5 4 0 0 2
Freeborn "ALBERT LEA TWP. P-1" 402 161 236 1 1 1 2 0 0 0 0
Freeborn "ALBERT LEA TWP. P-2" 0 0 0 0 0 0 0 0 0 0 0
Freeborn ALDEN 354 128 223 1 1 0 0 1 0 0 0
Freeborn "ALDEN TWP." 174 55 114 5 0 0 0 0 0 0 0
Freeborn "BANCROFT TWP." 541 211 318 7 1 1 1 0 1 0 1
Freeborn "BATH TWP." 263 97 161 0 4 0 1 0 0 0 0
Freeborn "CARLSTON TWP." 195 58 134 1 0 1 0 0 0 1 0
Freeborn "CLARKS GROVE" 349 102 237 3 0 2 3 0 0 0 2
Freeborn CONGER 85 34 48 0 0 0 0 1 0 0 2
Freeborn EMMONS 184 87 94 1 0 1 1 0 0 0 0
Freeborn FREEBORN 130 35 90 2 1 1 1 0 0 0 0
Freeborn "FREEBORN TWP." 142 40 101 1 0 0 0 0 0 0 0
Freeborn "FREEMAN TWP." 305 96 203 1 1 1 2 1 0 0 0
Freeborn GENEVA 315 109 196 3 0 2 1 2 1 0 1
Freeborn "GENEVA TWP." 280 87 188 2 0 2 0 0 0 0 1
Freeborn GLENVILLE 365 148 211 1 4 1 0 0 0 0 0
Freeborn HARTLAND 174 44 120 7 2 0 0 1 0 0 0
Freeborn "HARTLAND TWP." 172 48 119 3 0 0 0 0 0 1 1
Freeborn HAYWARD 160 69 86 1 2 0 1 1 0 0 0
Freeborn "HAYWARD TWP." 237 75 156 4 1 0 0 0 0 0 1
Freeborn HOLLANDALE 158 36 118 1 2 0 0 0 0 0 1
Freeborn "LONDON TWP." 161 50 108 1 0 0 0 2 0 0 0
Freeborn MANCHESTER 27 7 18 0 0 1 1 0 0 0 0
Freeborn "MANCHESTER TWP." 252 88 159 1 1 0 2 0 0 0 1
Freeborn "MANSFIELD TWP." 145 50 93 0 0 1 1 0 0 0 0
Freeborn "MOSCOW TWP." 336 120 208 5 0 1 0 0 0 0 2
Freeborn MYRTLE 26 11 13 0 1 0 0 0 0 0 1
Freeborn "NEWRY TWP." 259 65 188 1 0 0 0 1 1 0 3
Freeborn "NUNDA TWP." 206 72 132 0 0 1 0 0 1 0 0
Freeborn "OAKLAND TWP." 220 88 128 0 1 2 0 0 0 0 1
Freeborn "PICKEREL LAKE TWP." 418 141 274 1 2 0 0 0 0 0 0
Freeborn "RICELAND TWP." 271 82 184 3 0 1 0 0 1 0 0
Freeborn "SHELL ROCK TWP." 218 70 145 0 0 1 2 0 0 0 0
Freeborn "TWIN LAKES" 64 29 33 1 1 0 0 0 0 0 0
Goodhue BELLECHESTER 66 14 49 1 1 0 0 0 0 0 1
Goodhue "BELLE CREEK TWP." 317 90 223 3 0 0 0 0 0 0 1
Goodhue "BELVIDERE TWP." 291 58 227 4 0 1 0 1 0 0 0
Goodhue "CANNON FALLS P-1" 1244 533 676 23 4 1 1 4 1 0 1
Goodhue "CANNON FALLS P-2" 1257 518 701 23 1 0 4 2 1 1 6
Goodhue "CANNON FALLS TWP." 733 252 466 7 1 3 0 1 0 0 3
Goodhue "CHERRY GROVE TWP." 244 56 183 3 0 1 1 0 0 0 0
Goodhue DENNISON 112 36 75 0 1 0 0 0 0 0 0
Goodhue "FEATHERSTONE TWP." 521 207 300 10 2 2 0 0 0 0 0
Goodhue "FLORENCE TWP." 1089 431 629 11 2 8 1 2 0 0 5
Goodhue GOODHUE 618 169 437 5 2 1 1 1 1 0 1
Goodhue "GOODHUE TWP." 315 66 242 5 2 0 0 0 0 0 0
Goodhue "HAY CREEK TWP." 604 234 357 5 1 3 0 4 0 0 0
Goodhue "HOLDEN TWP." 300 93 201 2 2 0 0 1 0 0 1
Goodhue KENYON 1050 392 631 9 4 3 5 3 0 1 2
Goodhue "KENYON TWP." 253 64 187 2 0 0 0 0 0 0 0
Goodhue "LAKE CITY" 523 267 249 2 1 1 1 1 0 1 0
Goodhue "LEON TWP." 632 224 392 8 2 2 2 2 0 0 0
Goodhue "MINNEOLA TWP." 442 147 285 7 1 1 1 0 0 0 0
Goodhue "PINE ISLAND" 1615 633 938 25 5 3 4 4 2 0 1
Goodhue "PINE ISLAND TWP." 408 121 278 6 0 0 0 1 0 0 2
Goodhue "RED WING W-1 P-1" 1259 587 639 19 5 0 5 1 0 0 3
Goodhue "RED WING W-1 P-2" 1278 590 651 18 7 4 1 5 0 0 2
Goodhue "RED WING W-2 P-1" 1205 687 475 12 6 6 7 5 0 0 7
Goodhue "RED WING W-2 P-2" 1109 516 564 12 9 2 4 0 0 1 1
Goodhue "RED WING W-3 P-1" 1311 735 537 18 10 2 3 3 0 0 3
Goodhue "RED WING W-3 P-2" 1072 556 486 14 4 1 3 2 0 1 5
Goodhue "RED WING W-4 P-1" 1112 639 421 33 4 2 2 3 1 1 6
Goodhue "RED WING W-4 P-2" 989 510 447 20 6 1 1 1 0 0 3
Goodhue "ROSCOE TWP." 518 151 355 4 2 2 0 1 0 0 3
Goodhue "STANTON TWP." 772 292 466 8 3 0 0 1 0 1 1
Goodhue "VASA TWP." 604 213 374 8 2 1 2 3 0 0 1
Goodhue "WACOUTA TWP." 283 145 132 4 1 0 0 1 0 0 0
Goodhue WANAMINGO 659 180 465 5 0 1 3 4 0 0 1
Goodhue "WANAMINGO TWP." 303 52 247 1 2 0 0 0 1 0 0
Goodhue "WARSAW TWP." 440 161 263 7 2 3 2 0 1 1 0
Goodhue "WELCH TWP." 525 223 279 19 0 1 1 2 0 0 0
Goodhue "ZUMBROTA P-1" 962 384 538 17 4 1 7 3 0 1 7
Goodhue "ZUMBROTA P-2" 1195 462 704 15 3 6 2 1 0 0 2
Goodhue "ZUMBROTA TWP." 406 118 283 2 0 1 0 2 0 0 0
Grant ASHBY 235 109 116 7 0 0 0 2 0 0 1
Grant BARRETT 228 82 132 5 4 2 1 2 0 0 0
Grant "DELAWARE TWP" 58 25 32 0 0 0 1 0 0 0 0
Grant "ELBOW LAKE" 672 244 412 8 0 1 1 1 1 1 3
Grant "ELBOW LAKE TWP" 100 23 75 1 0 0 1 0 0 0 0
Grant "ELK LAKE TWP" 210 64 145 0 0 0 1 0 0 0 0
Grant "ERDAHL TWP" 275 111 160 1 1 1 1 0 0 0 0
Grant "GORTON TWP" 36 8 26 2 0 0 0 0 0 0 0
Grant HERMAN 209 78 128 2 0 1 0 0 0 0 0
Grant HOFFMAN 345 141 198 2 0 2 0 2 0 0 0
Grant "LAND TWP" 156 49 103 3 0 0 0 0 0 1 0
Grant "LAWRENCE TWP" 60 8 52 0 0 0 0 0 0 0 0
Grant "LIEN TWP" 87 29 55 2 0 0 1 0 0 0 0
Grant "LOGAN TWP" 44 17 27 0 0 0 0 0 0 0 0
Grant "MACSVILLE TWP" 75 29 46 0 0 0 0 0 0 0 0
Grant NORCROSS 32 11 21 0 0 0 0 0 0 0 0
Grant "NORTH OTTAWA TWP" 31 7 24 0 0 0 0 0 0 0 0
Grant "PELICAN LAKE TWP" 348 121 221 4 1 0 1 0 0 0 0
Grant "POMME DE TERRE TWP" 92 25 66 0 1 0 0 0 0 0 0
Grant "ROSEVILLE TWP" 76 23 53 0 0 0 0 0 0 0 0
Grant "SANFORD TWP" 105 37 62 2 0 0 2 2 0 0 0
Grant "STONY BROOK TWP" 96 27 65 3 1 0 0 0 0 0 0
Grant WENDELL 84 32 50 1 0 0 0 1 0 0 0
Hennepin "BLOOMINGTON W-1 P-07" 1473 855 586 17 6 1 2 3 1 0 2
Hennepin "BLOOMINGTON W-1 P-08" 1652 963 645 21 2 2 8 4 1 1 5
Hennepin "BLOOMINGTON W-1 P-09" 1337 865 445 14 1 4 4 3 0 0 1
Hennepin "BLOOMINGTON W-1 P-10" 2085 1420 615 24 12 3 4 2 0 1 4
Hennepin "BLOOMINGTON W-1 P-12" 2029 1408 587 13 8 2 5 1 2 0 3
Hennepin "BLOOMINGTON W-1 P-14" 1863 1106 713 21 7 4 6 4 0 0 2
Hennepin "BLOOMINGTON W-1 P-15" 1274 730 514 13 1 6 3 2 0 1 4
Hennepin "BLOOMINGTON W-1 P-30" 1906 1262 608 21 5 0 2 3 0 0 5
Hennepin "BLOOMINGTON W-2 P-13" 1994 1250 698 20 5 5 5 1 1 0 9
Hennepin "BLOOMINGTON W-2 P-16" 2838 1900 879 25 9 4 4 7 1 0 9
Hennepin "BLOOMINGTON W-2 P-21" 1455 937 491 12 1 1 3 2 0 0 8
Hennepin "BLOOMINGTON W-2 P-23" 1995 1292 644 24 13 5 8 1 0 0 8
Hennepin "BLOOMINGTON W-2 P-24" 1804 1044 708 22 9 1 4 5 0 0 11
Hennepin "BLOOMINGTON W-2 P-25" 1484 819 625 20 5 1 0 2 1 0 11
Hennepin "BLOOMINGTON W-2 P-26" 1850 1149 651 26 3 4 2 6 0 0 9
Hennepin "BLOOMINGTON W-2 P-27" 1337 874 440 11 0 1 3 1 0 0 7
Hennepin "BLOOMINGTON W-3 P-05" 2241 1431 754 30 3 8 3 2 1 1 8
Hennepin "BLOOMINGTON W-3 P-11" 1371 871 459 21 4 2 4 1 0 0 9
Hennepin "BLOOMINGTON W-3 P-17" 1282 862 410 5 1 0 1 2 0 0 1
Hennepin "BLOOMINGTON W-3 P-18" 1468 961 482 10 5 1 2 1 1 1 4
Hennepin "BLOOMINGTON W-3 P-19" 2268 1510 728 13 5 3 2 2 1 0 4
Hennepin "BLOOMINGTON W-3 P-20" 1773 1149 575 24 10 2 2 5 0 0 6
Hennepin "BLOOMINGTON W-3 P-22" 1830 1121 662 29 1 1 4 3 0 0 9
Hennepin "BLOOMINGTON W-3 P-28" 1614 1069 508 9 5 1 10 1 0 0 11
Hennepin "BLOOMINGTON W-3 P-29" 1358 904 410 19 4 1 7 2 0 0 11
Hennepin "BLOOMINGTON W-4 P-01" 1674 1145 493 12 5 1 6 3 0 1 8
Hennepin "BLOOMINGTON W-4 P-02" 1985 1403 531 27 8 4 4 3 0 2 3
Hennepin "BLOOMINGTON W-4 P-03" 1839 1141 644 18 11 7 8 5 1 0 4
Hennepin "BLOOMINGTON W-4 P-04" 1642 1049 547 19 8 3 7 2 0 0 7
Hennepin "BLOOMINGTON W-4 P-06" 2021 1223 737 18 12 11 7 6 2 1 4
Hennepin "BLOOMINGTON W-4 P-31" 918 575 323 12 3 0 0 1 0 0 4
Hennepin "BLOOMINGTON W-4 P-32" 1370 932 405 11 9 5 3 2 0 0 3
Hennepin "BROOKLYN CENTER P-01" 1965 1412 502 16 8 5 11 6 0 0 5
Hennepin "BROOKLYN CENTER P-02" 1797 1357 384 15 7 3 15 4 1 3 8
Hennepin "BROOKLYN CENTER P-03" 2187 1525 614 21 9 1 9 3 1 0 4
Hennepin "BROOKLYN CENTER P-04" 2496 1789 653 18 10 4 12 3 2 1 4
Hennepin "BROOKLYN CENTER P-05" 2526 1782 675 30 7 8 11 6 0 0 7
Hennepin "BROOKLYN CENTER P-06" 1611 1128 437 15 11 3 10 3 0 0 4
Hennepin "BROOKLYN CENTER P-07" 1352 980 344 5 3 5 5 5 1 1 3
Hennepin "BROOKLYN PARK W-C P-1" 1183 927 234 4 7 0 5 1 0 1 4
Hennepin "BROOKLYN PARK W-C P-2" 1378 952 389 10 9 4 5 2 0 0 7
Hennepin "BROOKLYN PARK W-C P-3" 1611 1150 417 18 9 2 9 1 0 1 4
Hennepin "BROOKLYN PARK W-C P-4" 1334 1024 288 8 4 1 3 2 0 0 4
Hennepin "BROOKLYN PARK W-C P-5" 2318 1490 776 23 2 5 5 5 0 0 12
Hennepin "BROOKLYN PARK W-C P-6" 2335 1496 780 27 7 5 7 5 3 0 5
Hennepin "BROOKLYN PARK W-C P-7" 2568 1656 838 40 8 2 11 6 0 0 7
Hennepin "BROOKLYN PARK W-C P-8" 2726 1566 1088 43 7 4 2 3 2 0 11
Hennepin "BROOKLYN PARK W-E P-1A" 1480 1004 446 13 3 3 4 4 2 0 1
Hennepin "BROOKLYN PARK W-E P-1O" 1610 1130 447 12 4 3 4 2 1 0 7
Hennepin "BROOKLYN PARK W-E P-2" 1921 1232 653 12 6 3 6 4 0 1 4
Hennepin "BROOKLYN PARK W-E P-3" 1119 807 289 8 4 2 3 3 0 0 3
Hennepin "BROOKLYN PARK W-E P-4A" 2123 1318 764 19 3 1 7 3 0 1 7
Hennepin "BROOKLYN PARK W-E P-4O" 1319 823 474 9 4 3 2 1 0 0 3
Hennepin "BROOKLYN PARK W-E P-5" 781 443 312 13 3 2 1 4 0 0 3
Hennepin "BROOKLYN PARK W-E P-6A" 2044 1205 790 25 5 1 7 4 2 1 4
Hennepin "BROOKLYN PARK W-E P-6O" 2417 1521 841 16 9 6 11 5 0 0 8
