DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
NA Bexar 3028 0 687 736 14 29 0
NA Bexar 3029 0 504 414 6 22 0
NA Bexar 3030 0 749 1027 7 23 2
NA Bexar 3031 0 12 6 0 0 0
NA Bexar 3032 0 906 547 12 28 1
NA Bexar 3033 0 548 1069 10 30 0
NA Bexar 3034 0 460 1648 1 14 0
NA Bexar 3035 0 321 271 5 10 0
NA Bexar 3036 0 1735 1020 26 57 2
NA Bexar 3037 0 1145 907 10 50 0
NA Bexar 3038 0 455 446 5 12 0
NA Bexar 3039 0 1132 2018 14 54 2
NA Bexar 3040 0 751 807 9 34 0
NA Bexar 3041 0 200 232 1 6 0
NA Bexar 3042 0 753 1057 10 29 1
NA Bexar 3043 0 747 1533 10 37 2
NA Bexar 3044 0 539 562 8 16 0
NA Bexar 3045 0 460 766 6 18 0
NA Bexar 3046 0 576 588 14 11 2
NA Bexar 3047 0 704 759 10 11 1
NA Bexar 3048 0 657 599 5 19 0
NA Bexar 3049 0 732 997 3 21 0
NA Bexar 3050 0 416 453 7 10 0
NA Bexar 3051 0 105 191 1 6 0
NA Bexar 3052 0 1564 1940 14 51 2
NA Bexar 3053 0 676 766 5 11 0
NA Bexar 3054 0 721 522 8 23 0
NA Bexar 3055 0 707 1854 9 43 0
NA Bexar 3056 0 839 505 10 24 2
NA Bexar 3057 0 201 228 2 5 0
NA Bexar 3058 0 1404 930 24 67 1
NA Bexar 3059 0 631 754 14 19 1
NA Bexar 3060 0 726 671 14 23 1
NA Bexar 3061 0 711 581 7 36 1
NA Bexar 3062 0 10 10 1 0 0
NA Bexar 3063 0 743 675 10 22 0
NA Bexar 3064 0 173 157 3 6 0
NA Bexar 3065 0 18 8 0 3 0
NA Bexar 3066 0 715 694 7 17 0
NA Bexar 3067 0 594 634 3 11 0
NA Bexar 3068 0 1067 515 20 62 3
NA Bexar 3069 0 1260 1188 10 43 0
NA Bexar 3070 0 894 1026 13 27 0
NA Bexar 3071 0 994 728 18 27 3
NA Bexar 3072 0 1324 1842 22 52 2
NA Bexar 3073 0 627 576 7 25 0
NA Bexar 3074 0 915 1076 10 33 0
NA Bexar 3075 0 868 1668 8 20 1
NA Bexar 3076 0 415 695 2 11 0
NA Bexar 3077 0 941 1016 9 29 2
NA Bexar 3078 0 1022 1175 14 42 1
NA Bexar 3079 0 1116 1301 10 29 4
NA Bexar 3080 0 370 498 7 12 0
NA Bexar 3081 0 826 822 9 30 2
NA Bexar 3082 0 851 888 10 41 0
NA Bexar 3083 0 504 643 4 23 3
NA Bexar 3084 0 1120 1276 23 49 1
NA Bexar 3085 0 441 483 2 24 0
NA Bexar 3086 0 649 761 8 19 0
NA Bexar 3087 0 484 661 6 29 0
NA Bexar 3088 0 1189 1569 15 49 3
NA Bexar 3089 0 1179 2501 19 53 1
NA Bexar 3090 0 1034 1265 15 51 2
NA Bexar 3091 0 188 498 3 8 0
NA Bexar 3092 0 680 1486 6 27 1
NA Bexar 3093 0 1446 2078 12 41 0
NA Bexar 3094 0 1219 1770 6 49 3
NA Bexar 3095 0 1148 651 18 40 1
NA Bexar 3096 0 977 1525 9 48 1
NA Bexar 3097 0 1 10 0 0 0
NA Bexar 3098 0 449 536 7 17 0
NA Bexar 3099 0 1267 1360 10 38 2
NA Bexar 3100 0 1182 1168 27 60 3
NA Bexar 3101 0 950 1123 4 34 1
NA Bexar 3102 0 1039 1319 6 39 0
NA Bexar 3103 0 295 216 5 11 0
