COUNTY AREA TOTAL DEM REP
COUNTY AREA TOTAL DEM REP
Chesterfield PATRICK 726 1 725
Chesterfield "PEE DEE" 258 1 257
Chesterfield RUBY 1102 1 1101
Chesterfield SHILOH 654 1 653
Chesterfield "Snow Hill-Vaughn" 573 1 572
Darlington ANTIOCH 1851 1 1850
Darlington AUBURN 729 1 728
Darlington BETHEL 756 1 755
Darlington "BLACK CREEK-CLYDE" 1271 1 1270
Darlington "BURNT BRANCH" 772 1 771
Darlington "Darlington No. 1" 407 1 406
Darlington "Darlington No. 2" 1679 1 1678
Darlington "Darlington No. 4" 1623 1 1622
Darlington "Darlington No. 5" 1949 1 1948
Darlington DOVESVILLE 1630 1 1629
Darlington "Hartsville No. 1" 1346 1 1345
Darlington "Hartsville No. 4" 1051 1 1050
Darlington "Hartsville No. 5" 2554 1 2553
Darlington "Hartsville No. 6" 1755 1 1754
Darlington "Hartsville No. 7" 1197 1 1196
Darlington "Hartsville No. 8" 2831 1 2830
Darlington "HIGH HILL" 2844 1 2843
Darlington "INDIAN BRANCH" 661 1 660
Darlington KELLEYTOWN 1972 1 1971
Darlington "LAKE SWAMP" 1405 1 1404
Darlington "Lamar No. 1" 892 1 891
Darlington "Lamar No. 2" 1625 1 1624
Darlington LYDIA 750 1 749
Darlington MECHANICSVILLE 1858 1 1857
Darlington "NEW MARKET" 1097 1 1096
Darlington OATES 1023 1 1022
Darlington PALMETTO 2051 1 2050
Darlington "SOCIETY HILL" 816 1 815
Darlington "SWIFT CREEK" 994 1 993
Darlington "Darlington No. 3" 2975 1 2974
Darlington "Darlington No. 6" 1811 1 1810
Darlington "Hartsville No. 9" 1859 1 1858
Dillon "East Dillon" 2070 1 2069
Dillon "West Dillon" 2458 1 2457
Dillon "South Dillon" 1905 1 1904
Dillon Latta 2734 1 2733
Dillon "New Holly" 374 1 373
Dillon "Lake View" 1220 1 1219
Dillon Kemper 553 1 552
Dillon "Pleasant Hill" 421 1 420
Dillon "Mt. Calvary" 2131 1 2130
Dillon Bermuda 283 1 282
Dillon Hamer 950 1 949
Dillon Oakland 990 1 989
Dillon Carolina 360 1 359
Dillon "Little Rock" 712 1 711
Dillon Minturn 194 1 193
Dillon "Oak Grove" 993 1 992
Dillon Manning 389 1 388
Dillon Floydale 635 1 634
Dillon Fork 366 1 365
Dorchester Rosinville 1435 1 1434
Dorchester "St. George No. 2" 874 1 873
Dorchester "St. George No. 1" 1305 1 1304
Dorchester Grover 927 1 926
Dorchester Reevesville 1059 1 1058
Dorchester Harleyville 741 1 740
Dorchester "Four Hole" 1149 1 1148
Dorchester Rosses 1063 1 1062
Dorchester Ridgeville 935 1 934
Dorchester Givhans 1108 1 1107
Dorchester Delemars 809 1 808
Dorchester "Saul Dam" 573 1 572
Dorchester Coastal 1479 1 1478
Dorchester Trolley 1676 1 1675
Dorchester Tranquil 911 1 910
Dorchester "Beech Hill" 1537 1 1536
Dorchester Flowertown 2519 1 2518
Dorchester Knightsville 1607 1 1606
Dorchester Clemson 1985 1 1984
Dorchester Germantown 1636 1 1635
Dorchester Greenwave 1514 1 1513
Dorchester Newington 1306 1 1305
Dorchester Carolina 2249 1 2248
Dorchester Dorchester 1337 1 1336
Dorchester Archdale 1368 1 1367
Dorchester Stallsville 1172 1 1171
Dorchester "Indian Field" 676 1 675
Dorchester Spann 1458 1 1457
Dorchester "North Summerville" 522 1 521
Dorchester Tupperway 1055 1 1054
Dorchester Irongate 786 1 785
Dorchester Greenhurst 1389 1 1388
Dorchester "Ashborough East" 1242 1 1241
Dorchester "Ashborough West" 630 1 629
Dorchester "Ashley River" 2693 1 2692
Dorchester Windsor 1112 1 1111
Dorchester "Bacons Bridge" 2695 1 2694
Dorchester Brandymill 789 1 788
Dorchester Briarwood 1582 1 1581
Dorchester Butternut 2405 1 2404
Dorchester Central 1697 1 1696
Dorchester Coosaw 3296 1 3295
Dorchester Cypress 3168 1 3167
Dorchester "King's Grant" 1928 1 1927
Dorchester Lincoln 1929 1 1928
Dorchester Miles/Jamison 2396 1 2395
Dorchester Oakbrook 4098 1 4097
Dorchester Patriot 1835 1 1834
Dorchester "Sawmill Branch" 1672 1 1671
Dorchester "Coastal 2" 1871 1 1870
Dorchester "Coastal 3" 852 1 851
Dorchester "Archdale 2" 1788 1 1787
Dorchester "Ashborough East 2" 971 1 970
Dorchester "Ashborough West 2" 1320 1 1319
Dorchester "Beech Hill 2" 1962 1 1961
Dorchester "Brandymill 2" 1519 1 1518
Dorchester "Briarwood 2" 1077 1 1076
Dorchester "Briarwood 3" 843 1 842
Dorchester "Central 2" 1726 1 1725
Dorchester "Clemson 2" 2807 1 2806
Dorchester "Clemson 3" 1847 1 1846
Dorchester "Coosaw 2" 2784 1 2783
Dorchester "Dorchester 2" 1142 1 1141
Dorchester "Flowertown 2" 1710 1 1709
Dorchester "Givhans 2" 1259 1 1258
Dorchester "Indian Field 2" 964 1 963
Dorchester "Irongate 2" 552 1 551
Dorchester "Irongate 3" 745 1 744
Dorchester "King's Grant 2" 2182 1 2181
Dorchester "Newington 2" 854 1 853
Dorchester "North Summerville 2" 1586 1 1585
Dorchester "Ridgeville 2" 704 1 703
Dorchester "Tranquil 2" 1656 1 1655
Dorchester "Tupperway 2" 1232 1 1231
Dorchester "Tranquil 3" 1463 1 1462
Dorchester "Bacons Bridge 2" 906 1 905
Dorchester "Coosaw 3" 1776 1 1775
Dorchester "Cypress 2" 965 1 964
Dorchester "Flowertown 3" 1662 1 1661
Dorchester "Oakbrook 2" 1449 1 1448
Dorchester "Windsor 2" 885 1 884
Edgefield "Edgefield No.1" 973 1 972
Edgefield "Edgefield No.2" 2032 1 2031
Edgefield "Johnston No.1" 1489 1 1488
Edgefield "Johnston No.2" 1364 1 1363
Edgefield "Trenton No.1" 1272 1 1271
Edgefield "Merriweather No.1" 2974 1 2973
Edgefield Westside 1025 1 1024
Edgefield Harmony 918 1 917
Edgefield "North Side" 469 1 468
Edgefield Brunson 602 1 601
Edgefield "Merriweather No.2" 3674 1 3673
Edgefield "Trenton No.2" 2323 1 2322
Fairfield BLACKSTOCK 71 1 70
Fairfield BLAIRS 450 1 449
Fairfield CENTERVILLE 316 1 315
Fairfield FEASTERVILLE 312 1 311
Fairfield GREENBRIER 1965 1 1964
Fairfield "GLADDEN GROVE" 74 1 73
Fairfield JENKINSVILLE 578 1 577
Fairfield Horeb-Glenn 373 1 372
Fairfield "HICKORY RIDGE" 948 1 947
Fairfield LEBANON 749 1 748
Fairfield MITFORD 805 1 804
Fairfield MONTICELLO 622 1 621
Fairfield "NEW HOPE" 70 1 69
Fairfield RIDGEWAY 2344 1 2343
Fairfield SIMPSON 960 1 959
Fairfield "SOUTH WINNSBORO" 788 1 787
Fairfield "WINNSBORO MILLS" 891 1 890
Fairfield "WINNSBORO NO. 1" 1606 1 1605
Fairfield "WINNSBORO NO. 2" 1135 1 1134
Fairfield "WHITE OAK" 268 1 267
Fairfield WOODARD 147 1 146
Fairfield "DUTCHMANS CREEK" 1490 1 1489
Florence "Back Swamp" 631 1 630
Florence Brookgreen 655 1 654
Florence Cartersville 825 1 824
Florence Claussen 2089 1 2088
Florence "Coles Crossroads" 2897 1 2896
Florence "Cowards No. 1" 840 1 839
Florence "Cowards No. 2" 900 1 899
Florence "Delmae No. 1" 2612 1 2611
Florence "Delmae No. 2" 1978 1 1977
Florence "Ebenezer No. 1" 3846 1 3845
Florence "Ebenezer No. 2" 2685 1 2684
Florence "Ebenezer No. 3" 1460 1 1459
Florence Effingham 824 1 823
Florence Elim-Glenwood 1691 1 1690
Florence Evergreen 1048 1 1047
Florence "Florence Ward 1" 1316 1 1315
Florence "Florence Ward 2" 1318 1 1317
Florence "Florence Ward 3" 1226 1 1225
Florence "Florence Ward 4" 839 1 838
Florence "Florence Ward 5" 978 1 977
Florence "Florence Ward 6" 780 1 779
Florence "Florence Ward 7" 1908 1 1907
Florence "Florence Ward 8" 1971 1 1970
Florence "Florence Ward 9" 1667 1 1666
Florence "Florence Ward 10" 740 1 739
Florence "Florence Ward 11" 905 1 904
Florence "Florence Ward 12" 2595 1 2594
Florence "Florence Ward 14" 2226 1 2225
Florence "Florence Ward 15" 456 1 455
Florence Friendfield 500 1 499
Florence Gilbert 1859 1 1858
Florence Greenwood 2308 1 2307
Florence Hannah 612 1 611
Florence "High Hill" 492 1 491
Florence Johnsonville 2062 1 2061
Florence Kingsburg-Stone 984 1 983
Florence "Lake City No. 1" 1483 1 1482
Florence "Lake City No. 2" 1186 1 1185
Florence "Lake City No. 3" 1566 1 1565
Florence "Lake City No. 4" 1958 1 1957
Florence Leo 363 1 362
Florence "Mars Bluff No. 1" 2426 1 2425
Florence "Mars Bluff No. 2" 1543 1 1542
Florence "McAllister Mill" 708 1 707
Florence "Mill Branch" 641 1 640
Florence "Oak Grove-Sardis" 1031 1 1030
Florence Olanta 1368 1 1367
Florence "Pamplico No. 1" 1056 1 1055
Florence "Pamplico No. 2" 654 1 653
Florence Prospect 332 1 331
Florence Quinby 1018 1 1017
Florence Salem 490 1 489
Florence "Savannah Grove" 4177 1 4176
Florence Scranton 867 1 866
Florence "South Florence 1" 3155 1 3154
Florence "South Florence 2" 2105 1 2104
Florence Spaulding 1223 1 1222
Florence "Tans Bay" 1814 1 1813
Florence "Timmonsville 1" 1546 1 1545
Florence "Timmonsville 2" 1277 1 1276
Florence Vox 593 1 592
Florence "West Florence 1" 3292 1 3291
Florence "West Florence 2" 1599 1 1598
Georgetown ANDREWS 1709 1 1708
Georgetown "ANDREWS OUTSIDE" 1072 1 1071
Georgetown BETHEL 996 1 995
Georgetown "BLACK RIVER" 1530 1 1529
Georgetown "BROWN'S FERRY" 1792 1 1791
Georgetown "CARVER'S BAY" 214 1 213
Georgetown "LAMBERT TOWN" 485 1 484
Georgetown CHOPPEE 1020 1 1019
Georgetown "DREAM KEEPERS" 1009 1 1008
Georgetown "FOLLY GROVE" 833 1 832
Georgetown "GEORGETOWN NO. 1" 950 1 949
Georgetown "GEORGETOWN NO. 3" 1480 1 1479
Georgetown "GEORGETOWN NO. 4" 539 1 538
Georgetown "GEORGETOWN NO. 5" 1745 1 1744
Georgetown "PEE DEE" 603 1 602
Georgetown KENSINGTON 1157 1 1156
Georgetown "MURRELL'S INLET NO. 1" 3381 1 3380
Georgetown "MURRELL'S INLET NO. 2" 2464 1 2463
Georgetown "MURRELL'S INLET NO. 3" 946 1 945
Georgetown "MURRELL'S INLET NO. 4" 1623 1 1622
Georgetown MYERSVILLE 464 1 463
Georgetown "PAWLEY'S ISLAND NO. 1" 3263 1 3262
Georgetown "PAWLEY'S ISLAND NO. 2" 3617 1 3616
Georgetown "PAWLEY'S ISLAND NO. 3" 2746 1 2745
Georgetown "PAWLEY'S ISLAND NO. 4" 2850 1 2849
Georgetown "PAWLEY'S ISLAND NO. 5" 3181 1 3180
Georgetown "PENNY ROYAL" 529 1 528
Georgetown PLANTERSVILLE 705 1 704
Georgetown "PLEASANT HILL" 939 1 938
Georgetown "POTATO BED FERRY" 663 1 662
Georgetown SAMPIT 983 1 982
Georgetown SANTEE 1203 1 1202
Georgetown "SPRING GULLY" 1832 1 1831
Georgetown "WINYAH BAY" 929 1 928
Greenville "GREENVILLE 1" 1824 1 1823
Greenville "GREENVILLE 3" 2553 1 2552
Greenville "GREENVILLE 4" 2910 1 2909
Greenville "GREENVILLE 5" 3230 1 3229
Greenville "GREENVILLE 6" 669 1 668
Greenville "GREENVILLE 7" 2619 1 2618
Greenville "GREENVILLE 8" 3505 1 3504
Greenville "GREENVILLE 10" 3010 1 3009
Greenville "GREENVILLE 14" 1950 1 1949
Greenville "GREENVILLE 16" 2179 1 2178
Greenville "GREENVILLE 17" 1870 1 1869
Greenville "GREENVILLE 18" 1544 1 1543
Greenville "GREENVILLE 19" 2449 1 2448
Greenville "GREENVILLE 20" 1319 1 1318
Greenville "GREENVILLE 21" 1652 1 1651
Greenville "GREENVILLE 22" 2477 1 2476
Greenville "GREENVILLE 23" 2142 1 2141
Greenville "GREENVILLE 24" 5009 1 5008
Greenville "GREENVILLE 25" 2240 1 2239
Greenville "GREENVILLE 26" 2082 1 2081
Greenville "GREENVILLE 27" 1277 1 1276
Greenville "GREENVILLE 28" 1294 1 1293
Greenville "GREENVILLE 29" 2213 1 2212
Greenville AIKEN 1224 1 1223
Greenville "ALTAMONT FOREST" 1356 1 1355
Greenville "ASHETON LAKES" 3384 1 3383
Greenville AVON 1723 1 1722
Greenville "BELLE MEADE" 1892 1 1891
Greenville "BELLS CROSSING" 3211 1 3210
Greenville BELMONT 1009 1 1008
Greenville BEREA 1489 1 1488
Greenville "BOILING SPRINGS" 2279 1 2278
Greenville "BOTANY WOODS" 1868 1 1867
Greenville BROOKGLENN 1333 1 1332
Greenville CANEBRAKE 3033 1 3032
Greenville CAROLINA 1555 1 1554
Greenville "CHESTNUT HILLS" 1946 1 1945
Greenville "CIRCLE CREEK" 3146 1 3145
Greenville "CLEAR CREEK" 1805 1 1804
Greenville CONESTEE 2528 1 2527
Greenville "DARBY RIDGE" 2881 1 2880
Greenville "DEL NORTE" 2615 1 2614
Greenville DEVENGER 1959 1 1958
Greenville DONALDSON 1216 1 1215
Greenville "DOVE TREE" 2057 1 2056
Greenville DUNKLIN 2443 1 2442
Greenville EASTSIDE 2618 1 2617
Greenville EBENEZER 2309 1 2308
Greenville "EDWARDS FOREST" 2469 1 2468
Greenville ENOREE 3307 1 3306
Greenville FEASTER 1430 1 1429
Greenville "FORK SHOALS" 2002 1 2001
Greenville "FOUNTAIN INN 1" 3527 1 3526
Greenville "FOUNTAIN INN 2" 1538 1 1537
Greenville FURMAN 2953 1 2952
Greenville GOWENSVILLE 2133 1 2132
Greenville GROVE 1912 1 1911
Greenville "JENNINGS MILL" 1917 1 1916
Greenville LAKEVIEW 2770 1 2769
Greenville "LAUREL RIDGE" 2570 1 2569
Greenville LEAWOOD 2587 1 2586
Greenville "MAPLE CREEK" 2284 1 2283
Greenville MARIDELL 2015 1 2014
Greenville "MAULDIN 1" 2215 1 2214
Greenville "MAULDIN 2" 4332 1 4331
Greenville "MAULDIN 3" 2631 1 2630
Greenville "MAULDIN 4" 3501 1 3500
Greenville "MAULDIN 5" 3471 1 3470
Greenville "MAULDIN 6" 2308 1 2307
Greenville "MAULDIN 7" 2016 1 2015
Greenville MISSION 2611 1 2610
Greenville MONAVIEW 2379 1 2378
Greenville "MOUNTAIN CREEK" 2366 1 2365
Greenville "MOUNTAIN VIEW" 2360 1 2359
Greenville "NEELY FARMS" 3835 1 3834
Greenville NORTHWOOD 2169 1 2168
Greenville OAKVIEW 3144 1 3143
Greenville PALMETTO 2190 1 2189
Greenville "PARIS MOUNTAIN" 1459 1 1458
Greenville "PEBBLE CREEK" 2290 1 2289
Greenville "PELHAM FALLS" 1163 1 1162
Greenville PIEDMONT 3051 1 3050
Greenville PINEVIEW 1301 1 1300
Greenville POINSETT 3133 1 3132
Greenville RAINTREE 3442 1 3441
Greenville "REEDY FORK" 2404 1 2403
Greenville RIVERWALK 2687 1 2686
Greenville "ROCK HILL" 2947 1 2946
Greenville "ROCKY CREEK" 2411 1 2410
Greenville "ROLLING GREEN" 2015 1 2014
Greenville "ROYAL OAKS" 1611 1 1610
Greenville SALUDA 1563 1 1562
Greenville "SANDY FLAT" 3661 1 3660
Greenville SEVIER 2722 1 2721
Greenville SILVERLEAF 2429 1 2428
Greenville "SIMPSONVILLE 1" 2801 1 2800
Greenville "SIMPSONVILLE 2" 2086 1 2085
Greenville "SIMPSONVILLE 3" 2582 1 2581
Greenville "SIMPSONVILLE 4" 2147 1 2146
Greenville "SIMPSONVILLE 5" 2510 1 2509
Greenville "SIMPSONVILLE 6" 2876 1 2875
Greenville SKYLAND 2740 1 2739
Greenville "SLATER MARIETTA" 3066 1 3065
Greenville SOUTHSIDE 2358 1 2357
Greenville "SPRING FOREST" 2585 1 2584
Greenville "STONE VALLEY" 2616 1 2615
Greenville STONEHAVEN 2136 1 2135
Greenville "SUBER MILL" 3318 1 3317
Greenville "SUGAR CREEK" 2383 1 2382
Greenville "SULPHUR SPRINGS" 2397 1 2396
Greenville SYCAMORE 3063 1 3062
Greenville TANGLEWOOD 2562 1 2561
Greenville TAYLORS 2435 1 2434
Greenville THORNBLADE 3629 1 3628
Greenville TIGERVILLE 2876 1 2875
Greenville TIMBERLAKE 2717 1 2716
Greenville TRADE 2645 1 2644
Greenville "TUBBS MOUNTAIN" 2605 1 2604
Greenville "WADE HAMPTON" 2567 1 2566
Greenville "WALNUT SPRINGS" 5776 1 5775
Greenville WELCOME 2330 1 2329
Greenville WELLINGTON 1709 1 1708
Greenville WESTCLIFFE 1894 1 1893
Greenville WESTSIDE 2261 1 2260
Greenville WOODMONT 2982 1 2981
Greenville "WOODRUFF LAKES" 2822 1 2821
Greenville "MT. PLEASANT" 1834 1 1833
Greenville "BAKER CREEK" 1498 1 1497
Greenville "BRIDGE FORK" 1790 1 1789
Greenville "CASTLE ROCK" 2926 1 2925
Greenville "FOX CHASE" 2071 1 2070
Greenville FROHAWK 1717 1 1716
Greenville "GRANITE CREEK" 3028 1 3027
Greenville "GRAZE BRANCH" 1815 1 1814
Greenville GREENBRIAR 1866 1 1865
Greenville HILLCREST 2753 1 2752
Greenville "HOLLY TREE" 1446 1 1445
Greenville "KILGORE FARMS" 2831 1 2830
Greenville "LOCUST HILL" 1653 1 1652
Greenville "LONG CREEK" 1888 1 1887
Greenville "MOORE CREEK" 4095 1 4094
Greenville ONEAL 3231 1 3230
Greenville "RANCH CREEK" 2960 1 2959
Greenville RIVERSIDE 2690 1 2689
Greenville "SPARROWS POINT" 2657 1 2656
Greenville "STANDING SPRINGS" 1889 1 1888
Greenville "TRAVELERS REST 1" 2640 1 2639
Greenville "TRAVELERS REST 2" 1716 1 1715
Greenville "TYGER RIVER" 1577 1 1576
Greenville VERDMONT 2440 1 2439
Greenville "WARE PLACE" 2041 1 2040
Greenwood "Loblolly Pines" 812 1 811
Greenwood "Bee's Ferry" 1139 1 1138
Greenwood "Levi's Knoll" 1315 1 1314
Greenwood "Grandiflora Glen" 1094 1 1093
Greenwood "Ashley River Run" 663 1 662
Greenwood "Hope's Ferry" 909 1 908
Greenwood "Fairhope Ferry" 1086 1 1085
Greenwood "Pebble Stone Way" 868 1 867
Greenwood Glendale 710 1 709
Greenwood Harris 770 1 769
Greenwood Laco 1127 1 1126
Greenwood "Ninety Six" 899 1 898
Greenwood "Ninety Six Mill" 743 1 742
Greenwood "Ware Shoals" 666 1 665
Greenwood Hodges 1260 1 1259
Greenwood Cokesbury 1050 1 1049
Greenwood Coronaca 1220 1 1219
Greenwood "Greenwood High" 938 1 937
Greenwood Georgetown 1017 1 1016
Greenwood Sandridge 629 1 628
Greenwood Callison 916 1 915
Greenwood Bradley 207 1 206
Greenwood Troy 142 1 141
Greenwood Epworth 640 1 639
Greenwood Verdery 973 1 972
Greenwood "New Market" 896 1 895
Greenwood Emerald 648 1 647
Greenwood Airport 949 1 948
Greenwood "Emerald High" 564 1 563
Greenwood "Civic Center" 1241 1 1240
Greenwood Riley 219 1 218
Greenwood "Shoals Junction" 311 1 310
Greenwood "Greenwood Mill" 823 1 822
Greenwood Stonewood 930 1 929
Greenwood "Mimosa Crest" 842 1 841
Greenwood "Lower Lake" 1243 1 1242
Greenwood Pinecrest 945 1 944
Greenwood "Maxwellton Pike" 796 1 795
Greenwood "New Castle" 975 1 974
Greenwood "Rutherford Shoals" 791 1 790
Greenwood Liberty 831 1 830
Greenwood "Biltmore Pines" 1089 1 1088
Greenwood "Marshall Oaks" 597 1 596
Greenwood "Sparrows Grace" 1283 1 1282
Greenwood "Mountain Laurel" 902 1 901
Greenwood "Allie's Crossing" 825 1 824
Greenwood "Gideon's Way" 814 1 813
Greenwood "Parson's Mill" 904 1 903
Greenwood "Angel Oak's Crossing" 1259 1 1258
Greenwood "Graham's Glen" 860 1 859
Greenwood "Hall's Store (Abbeville County" 296 1 295
Hampton BRUNSON 699 1 698
Hampton "HAMPTON COURTHOUSE NO.1" 1177 1 1176
Hampton "HAMPTON COURTHOUSE NO.2" 1522 1 1521
Hampton VARNVILLE 2062 1 2061
Hampton "EARLY BRANCH" 482 1 481
Hampton GARNETT 159 1 158
Hampton ESTILL 2520 1 2519
Hampton BONNETT 765 1 764
Hampton FURMAN 396 1 395
Hampton SCOTIA 402 1 401
Hampton YEMASSEE 1276 1 1275
Hampton "HORSE GALL" 97 1 96
Hampton "RIVERS MILL" 74 1 73
Hampton HOPEWELL 315 1 314
Hampton CROCKET-MILEY 582 1 581
Hampton CUMMINGS 817 1 816
Hampton "BLACK CREEK" 252 1 251
Hampton GIFFORD 340 1 339
Horry ADRIAN 2323 1 2322
Horry ALLSBROOK 806 1 805
Horry "ATLANTIC BEACH" 430 1 429
Horry AYNOR 2000 1 1999
Horry BAYBORO-GURLEY 1555 1 1554
Horry "BROOKSVILLE #1" 3834 1 3833
Horry BROWNWAY 1907 1 1906
Horry "BURGESS #1" 2748 1 2747
Horry "BURGESS #2" 4121 1 4120
Horry "CAROLINA FOREST #1" 3530 1 3529
Horry "CAROLINA FOREST #2" 2688 1 2687
Horry "CEDAR GROVE" 980 1 979
Horry "CHERRY GROVE #1" 2256 1 2255
Horry "CHERRY GROVE #2" 2371 1 2370
Horry "COASTAL CAROLINA" 1946 1 1945
Horry "COASTAL LANE #1" 1242 1 1241
Horry "COASTAL LANE #2" 1742 1 1741
Horry "COOL SPRINGS" 470 1 469
Horry CRESENT 2253 1 2252
Horry DAISY 1546 1 1545
Horry DEERFIELD 3169 1 3168
Horry DOGBLUFF 1208 1 1207
Horry DOGWOOD 1689 1 1688
Horry "DUNES #1" 3543 1 3542
Horry "DUNES #2" 2497 1 2496
Horry "DUNES #3" 1223 1 1222
Horry "EAST CONWAY" 1549 1 1548
Horry "EAST LORIS" 3079 1 3078
Horry EBENEZER 2474 1 2473
Horry "EMERALD FOREST #1" 3264 1 3263
Horry "EMERALD FOREST #2" 5351 1 5350
Horry "EMERALD FOREST #3" 3548 1 3547
Horry ENTERPRISE 4332 1 4331
Horry FORESTBROOK 3793 1 3792
Horry "FOUR MILE" 2240 1 2239
Horry "GALLIVANTS FERRY" 181 1 180
Horry "GARDEN CITY #1" 2370 1 2369
Horry "GARDEN CITY #2" 1589 1 1588
Horry "GARDEN CITY #3" 2242 1 2241
Horry "GARDEN CITY #4" 1448 1 1447
Horry "GLENNS BAY" 2534 1 2533
Horry "GREEN SEA" 1145 1 1144
Horry "HICKORY GROVE" 1805 1 1804
Horry "HICKORY HILL" 176 1 175
Horry HOMEWOOD 1790 1 1789
Horry HORRY 1477 1 1476
Horry INLAND 385 1 384
Horry "JACKSON BLUFF" 767 1 766
Horry JAMESTOWN 3872 1 3871
Horry "JERIGANS CROSSROADS" 775 1 774
Horry "JET PORT #1" 2774 1 2773
Horry "JET PORT #2" 6283 1 6282
Horry JORDANVILLE 615 1 614
Horry "JOYNER SWAMP" 501 1 500
Horry "JUNIPER BAY" 2148 1 2147
Horry "LAKE PARK #1" 2569 1 2568
Horry LEON 2067 1 2066
Horry "LITTLE RIVER #1" 2106 1 2105
Horry "LITTLE RIVER #2" 3685 1 3684
Horry "LITTLE RIVER #3" 2366 1 2365
Horry "LIVE OAK" 801 1 800
Horry MAPLE 1642 1 1641
Horry "MARLOWE #1" 2672 1 2671
Horry "METHODIST-MILL SWAMP" 804 1 803
Horry "MT. OLIVE" 923 1 922
Horry "MT. VERNON" 652 1 651
Horry "MYRTLE TRACE" 1661 1 1660
Horry "MYRTLEWOOD #1" 1788 1 1787
Horry "MYRTLEWOOD #2" 2017 1 2016
Horry "MYRTLEWOOD #3" 2118 1 2117
Horry "NIXONS XROADS #1" 2664 1 2663
Horry "NIXONS XROADS #2" 3445 1 3444
Horry "NORTH CONWAY #1" 1973 1 1972
Horry "NORTH CONWAY #2" 1255 1 1254
Horry "OCEAN DRIVE #1" 2639 1 2638
Horry "OCEAN DRIVE #2" 4165 1 4164
Horry "OCEAN FOREST #1" 1929 1 1928
Horry "OCEAN FOREST #2" 2414 1 2413
Horry "OCEAN FOREST #3" 1690 1 1689
Horry "PALMETTO BAYS" 4551 1 4550
Horry "PAWLEYS SWAMP" 630 1 629
Horry "PLEASANT VIEW" 272 1 271
Horry "POPLAR HILL" 932 1 931
Horry "PORT HARRELSON" 743 1 742
Horry "RACEPATH #1" 1573 1 1572
Horry "RACEPATH #2" 2001 1 2000
Horry "RED BLUFF" 1277 1 1276
Horry "RED HILL #1" 1555 1 1554
Horry "RED HILL #2" 2735 1 2734
Horry SALEM 2741 1 2740
Horry "SEA OATS #1" 2615 1 2614
Horry "SEA OATS #2" 1894 1 1893
Horry "SEA WINDS" 4733 1 4732
Horry SHELL 1533 1 1532
Horry "SOCASTEE #1" 3896 1 3895
Horry "SOCASTEE #2" 1873 1 1872
Horry "SOCASTEE #3" 4264 1 4263
Horry "SOCASTEE #4" 5264 1 5263
Horry "SPRING BRANCH" 378 1 377
Horry "SURFSIDE #1" 2820 1 2819
Horry "SURFSIDE #2" 1266 1 1265
Horry "SURFSIDE #3" 3017 1 3016
Horry "SURFSIDE #4" 3508 1 3507
Horry "SWEET HOME" 1373 1 1372
Horry TAYLORSVILLE 332 1 331
Horry "TILLY SWAMP" 2136 1 2135
Horry TODDVILLE 1656 1 1655
Horry WAMPEE 2254 1 2253
Horry "WEST CONWAY" 893 1 892
Horry "WEST LORIS" 1003 1 1002
Horry "WHITE OAK" 789 1 788
Horry "WILD WING" 4393 1 4392
Horry "WINDY HILL #1" 1716 1 1715
Horry "WINDY HILL #2" 3126 1 3125
Horry "BURGESS #3" 3896 1 3895
Horry "MARLOWE #2" 5140 1 5139
Horry "BURGESS #4" 2102 1 2101
Horry "MARLOWE #3" 2308 1 2307
Horry "BROOKSVILLE #2" 1365 1 1364
Horry "CAROLINA BAYS" 2729 1 2728
Horry "NIXONS XROADS #3" 2192 1 2191
Horry "RIVER OAKS" 3788 1 3787
Horry "LAKE PARK #2" 2218 1 2217
Horry "LAKE PARK #3" 2414 1 2413
Jasper COOSAWHATCHIE 645 1 644
Jasper GILLISONVILLE 798 1 797
Jasper "GRAHAMVILLE 1" 1460 1 1459
Jasper "GRAHAMVILLE 2" 2662 1 2661
Jasper GRAYS 832 1 831
Jasper "HARDEEVILLE 1" 2526 1 2525
Jasper "HARDEEVILLE 2" 1049 1 1048
Jasper LEVY 2211 1 2210
Jasper OAKATIE 2306 1 2305
Jasper PINELAND 941 1 940
Jasper "RIDGELAND 1" 1256 1 1255
Jasper "RIDGELAND 2" 1266 1 1265
Jasper TILLMAN 871 1 870
Jasper "RIDGELAND 3" 1059 1 1058
Jasper "SUN CITY" 3031 1 3030
Kershaw Airport 1304 1 1303
Kershaw Antioch 894 1 893
Kershaw Bethune 1263 1 1262
Kershaw Buffalo 1078 1 1077
Kershaw "Camden No. 1" 1671 1 1670
Kershaw "Camden No. 2 & 3" 416 1 415
Kershaw "Hobkirk's Hill" 1835 1 1834
Kershaw "Camden No. 5" 972 1 971
Kershaw "Camden No. 5-A" 616 1 615
Kershaw "Camden No. 6" 418 1 417
Kershaw Cassatt 1691 1 1690
Kershaw "Charlotte Thompson" 1678 1 1677
Kershaw "Doby's Mill" 2099 1 2098
Kershaw "E. Camden-Hermitage" 592 1 591
Kershaw "Elgin No. 1" 2478 1 2477
Kershaw "Elgin No. 2" 1905 1 1904
Kershaw "Elgin No. 3" 1489 1 1488
Kershaw "Elgin No. 4" 2189 1 2188
Kershaw "Elgin No. 5" 1516 1 1515
Kershaw "Elgin No. 6" 1411 1 1410
Kershaw "Gates Ford" 374 1 373
Kershaw "Liberty Hill" 600 1 599
Kershaw "Lugoff No. 1" 1398 1 1397
