COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Northam Gillespie Hyra Other
"Chesapeake City" "51 - Coopers Way" 1424 412 1003 9 0
"Chesapeake City" "52 - Shipyard Road" 1236 794 429 13 0
"Chesapeake City" "53 - Fairways" 813 489 315 9 0
"Chesapeake City" "54 - Pughsville" 1135 826 293 15 1
"Chesapeake City" "55 - Georgetown East" 936 758 172 6 0
"Chesapeake City" "56 - Green Tree" 982 643 335 4 0
"Chesapeake City" "57 - Cypress" 1113 680 418 14 1
"Chesapeake City" "58 - Expressway" 482 356 123 3 0
"Chesapeake City" "59 - Clearfield" 900 470 419 10 1
"Chesapeake City" "60 - Parker Road" 1524 549 961 14 0
"Chesapeake City" "61 - Centerville" 1048 343 694 11 0
"Chesapeake City" "62 - Fentress" 1279 476 784 19 0
"Chesapeake City" "63 - Poplar Branch" 818 222 584 12 0
"Chesapeake City" "Ab - Central Absentee Precinct" 1240 768 456 15 1
"Chesapeake City" "Ab - Central Absentee Precinct" 2060 912 1131 15 2
"Chesapeake City" Provisional 21 13 8 0 0
"Chesapeake City" Provisional 48 21 27 0 0
"Chesterfield County" "101 - Bellwood" 830 434 385 11 0
"Chesterfield County" "102 - South Chester" 1390 658 713 17 2
"Chesterfield County" "103 - Enon" 1818 760 1038 17 3
"Chesterfield County" "104 - North Chester" 1644 640 987 17 0
"Chesterfield County" "105 - Drewrys Bluff" 897 497 383 17 0
"Chesterfield County" "106 - Harrowgate" 2123 1165 940 17 1
"Chesterfield County" "107 - Wells" 1460 735 705 20 0
"Chesterfield County" "108 - Ecoff" 2172 793 1352 25 2
"Chesterfield County" "109 - Elizabeth Scott" 2281 1158 1100 22 1
"Chesterfield County" "110 - Dutch Gap" 1057 509 539 8 1
"Chesterfield County" "111 - Iron Bridge" 2454 1177 1248 26 3
"Chesterfield County" "112 - Carver" 1340 711 617 12 0
"Chesterfield County" "201 - Gates" 1188 533 644 10 1
"Chesterfield County" "202 - Beulah" 1674 1095 561 17 1
"Chesterfield County" "203 - Bird" 417 198 214 5 0
"Chesterfield County" "204 - Jacobs" 1047 581 449 16 1
"Chesterfield County" "205 - Falling Creek" 1264 818 440 6 0
"Chesterfield County" "206 - Belmont" 847 708 133 6 0
"Chesterfield County" "207 - Chippenham" 508 380 127 1 0
"Chesterfield County" "208 - Meadowbrook" 1392 987 389 15 1
"Chesterfield County" "209 - Salem Church" 1710 831 856 23 0
"Chesterfield County" "210 - Five Forks" 2042 1350 661 30 1
"Chesterfield County" "211 - Nash" 2371 841 1513 17 0
"Chesterfield County" "212 - St. Luke's" 896 399 484 13 0
"Chesterfield County" "213 - Southside" 2295 1810 465 19 1
"Chesterfield County" "214 - Hopkins" 163 142 21 0 0
"Chesterfield County" "215 - North Bird" 542 390 148 4 0
"Chesterfield County" "301 - Ettrick" 1555 1250 296 8 1
"Chesterfield County" "302 - Deer Run" 659 265 379 15 0
"Chesterfield County" "303 - Matoaca" 1875 975 886 13 1
"Chesterfield County" "304 - Winfrees Store" 1899 516 1370 13 0
"Chesterfield County" "305 - Beach" 695 158 534 3 0
"Chesterfield County" "306 - Winterpock" 1929 501 1406 21 1
"Chesterfield County" "307 - Cosby" 2030 954 1054 21 1
"Chesterfield County" "308 - South Manchester" 527 301 217 8 1
"Chesterfield County" "309 - Skinquarter" 2723 1025 1664 33 1
"Chesterfield County" "310 - Tomahawk" 1745 770 952 21 2
"Chesterfield County" "313 - Woolridge" 2322 1015 1286 20 1
"Chesterfield County" "315 - Bailey Bridge" 1784 574 1190 20 0
"Chesterfield County" "316 - Spring Run" 1475 654 799 22 0
"Chesterfield County" "317 - Birkdale" 2148 905 1226 16 1
"Chesterfield County" "318 - West Beach" 572 240 329 2 1
"Chesterfield County" "401 - Harbour Pointe" 1124 502 605 17 0
"Chesterfield County" "402 - Genito" 2401 1277 1091 33 0
"Chesterfield County" "403 - Brandermill" 1822 869 920 31 2
"Chesterfield County" "404 - Providence" 1540 869 642 26 3
"Chesterfield County" "405 - La Prade" 1778 852 904 21 1
"Chesterfield County" "406 - Smoketree" 1626 688 920 18 0
"Chesterfield County" "407 - Monacan" 1024 454 556 14 0
"Chesterfield County" "408 - Reams" 2047 1289 732 26 0
"Chesterfield County" "409 - Manchester" 923 515 399 8 1
"Chesterfield County" "410 - Wagstaff" 962 490 462 9 1
"Chesterfield County" "411 - Swift Creek" 1723 834 867 22 0
"Chesterfield County" "413 - Shenandoah" 1439 777 642 19 1
"Chesterfield County" "414 - Crenshaw" 2033 1014 985 34 0
"Chesterfield County" "415 - Evergreen" 1715 842 839 31 3
"Chesterfield County" "416 - Evergreen West" 804 423 373 8 0
"Chesterfield County" "417 - Edgewater" 815 405 393 16 1
"Chesterfield County" "501 - Huguenot" 1236 692 525 18 1
"Chesterfield County" "502 - Crestwood" 1010 516 484 10 0
"Chesterfield County" "503 - Midlothian" 1678 753 911 13 1
"Chesterfield County" "504 - Robious" 2720 1205 1497 18 0
"Chesterfield County" "505 - Bon Air" 1978 1054 896 27 1
"Chesterfield County" "506 - Greenfield" 1711 964 722 25 0
"Chesterfield County" "507 - Salisbury" 2474 972 1473 29 0
"Chesterfield County" "508 - Belgrade" 1584 776 789 18 1
"Chesterfield County" "509 - Cranbeck" 1063 619 425 18 1
"Chesterfield County" "510 - Sycamore" 1862 827 1011 24 0
"Chesterfield County" "511 - Black Heath" 1295 537 736 19 3
"Chesterfield County" "513 - Beaufont" 676 492 170 13 1
"Chesterfield County" "514 - Watkins" 2071 901 1136 34 0
"Chesterfield County" "515 - Davis" 1241 993 236 12 0
"Chesterfield County" "516 - Pocoshock" 855 660 184 11 0
"Chesterfield County" "517 - Roseland" 712 290 416 6 0
"Chesterfield County" "518 - Midlothian North" 2025 776 1235 13 1
"Chesterfield County" "Ab - Central Absentee Precinct" 2057 906 1135 15 1
"Chesterfield County" "Ab - Central Absentee Precinct" 4417 2211 2171 32 3
"Chesterfield County" Provisional 23 14 9 0 0
"Chesterfield County" Provisional 445 330 106 8 1
"Clarke County" "101 - Russell" 1064 374 681 9 0
"Clarke County" "201 - Berryville" 922 451 458 13 0
"Clarke County" "301 - Millwood" 778 336 435 6 1
"Clarke County" "302 - Pine Grove" 344 129 208 7 0
"Clarke County" "401 - White Post" 1016 462 543 10 1
"Clarke County" "501 - Buckmarsh" 735 310 416 7 2
"Clarke County" "502 - Blue Ridge" 281 124 148 9 0
"Clarke County" "Ab - Central Absentee Precinct" 428 213 210 4 1
"Clarke County" Provisional 4 1 3 0 0
"Colonial Heights City" "1 - First" 628 225 392 10 1
"Colonial Heights City" "2 - Second" 748 196 541 11 0
"Colonial Heights City" "3 - Third" 933 273 648 12 0
"Colonial Heights City" "4 - Fourth" 1113 346 758 9 0
"Colonial Heights City" "5 - Fifth" 1238 249 972 16 1
"Colonial Heights City" "Ab - Central Absentee Precinct" 503 100 398 5 0
"Colonial Heights City" Provisional 1 0 1 0 0
"Covington City" "101 - Precinct 1-1" 196 78 116 2 0
"Covington City" "201 - Precinct 2-1" 243 114 127 1 1
"Covington City" "301 - Precinct 3-1" 204 121 82 1 0
"Covington City" "401 - Precinct 4-1" 352 113 236 3 0
"Covington City" "501 - Precinct 5-1" 295 89 201 5 0
"Covington City" "Ab - Central Absentee Precinct" 52 30 22 0 0
"Covington City" Provisional 0 0 0 0 0
"Craig County" "101 - Court House" 324 54 267 3 0
"Craig County" "201 - Ammendale Precinct" 396 71 317 7 1
"Craig County" "301 - Givens & Reynolds Store" 235 73 158 4 0
"Craig County" "303 - Marshalls Store" 196 75 117 4 0
"Craig County" "401 - Barbours Creek" 159 31 121 7 0
"Craig County" "402 - Paint Bank" 36 11 25 0 0
"Craig County" "403 - Craig Springs" 178 40 137 0 1
"Craig County" "501 - Craig City" 317 58 256 3 0
"Craig County" Provisional 0 0 0 0 0
"Culpeper County" "101 - West Fairfax" 1544 773 753 17 1
"Culpeper County" "201 - East Fairfax" 1214 655 542 16 1
"Culpeper County" "302 - Eggbornsville" 803 227 569 7 0
"Culpeper County" "303 - Cardova" 594 171 417 5 1
"Culpeper County" "304 - Willow Shade" 284 136 144 4 0
"Culpeper County" "401 - Eldorado" 802 266 528 6 2
"Culpeper County" "402 - Browns Store" 1454 489 944 20 1
"Culpeper County" "501 - Jeffersonton" 1207 381 811 15 0
"Culpeper County" "502 - Rixeyville" 1154 359 778 17 0
"Culpeper County" "601 - Mitchells" 200 56 144 0 0
"Culpeper County" "602 - Pearl Sample" 1207 452 739 15 1
"Culpeper County" "603 - South Ridge" 355 156 189 8 2
"Culpeper County" "702 - Brandy Station" 1082 318 755 8 1
"Culpeper County" "703 - Lignum" 576 159 407 10 0
"Culpeper County" "704 - Richardsville" 319 67 244 7 1
"Culpeper County" "Ab - Central Absentee Precinct" 780 320 452 7 1
"Culpeper County" Provisional 12 5 7 0 0
"Cumberland County" "101 - Precinct 1" 680 266 409 5 0
"Cumberland County" "201 - Precinct 2" 622 201 410 11 0
"Cumberland County" "301 - Precinct 3" 564 329 233 2 0
"Cumberland County" "401 - Precinct 4" 566 186 376 4 0
"Cumberland County" "501 - Precinct 5" 573 260 302 11 0
"Cumberland County" "Ab - Central Absentee Precinct" 127 48 79 0 0
"Cumberland County" Provisional 3 2 1 0 0
"Danville City" "1 - Ward One" 246 209 35 1 1
"Danville City" "2 - Ward Two" 335 210 123 1 1
"Danville City" "3 - Ward Three" 665 468 189 8 0
"Danville City" "4 - Ward Four" 1181 596 578 6 1
"Danville City" "6 - Ward Six" 282 244 37 1 0
"Danville City" "7 - Ward Seven" 527 447 78 1 1
"Danville City" "8 - Ward Eight" 509 339 167 3 0
"Danville City" "9 - Ward Nine" 473 268 203 2 0
"Danville City" "10 - Ward Ten" 666 356 301 9 0
"Danville City" "11 - Ward Eleven" 965 653 309 3 0
"Danville City" "12 - Ward Twelve" 1100 644 452 4 0
"Danville City" "13 - Ward Thirteen" 866 539 324 3 0
"Danville City" "14 - Ward Fourteen" 123 118 5 0 0
"Danville City" "15 - Ward Fifteen" 770 369 399 2 0
"Danville City" "16 - Ward Sixteen" 934 363 568 1 2
"Danville City" "17 - Ward Seventeen" 858 241 614 3 0
"Danville City" "Ab - Central Absentee Precinct" 526 239 281 5 1
"Danville City" Provisional 2 1 1 0 0
"Dickenson County" "101 - South Clintwood" 679 192 482 4 1
"Dickenson County" "201 - Nora" 222 52 165 4 1
"Dickenson County" "202 - Frying Pan" 97 20 77 0 0
"Dickenson County" "203 - Clinchco" 257 75 180 2 0
"Dickenson County" "301 - West Dante" 128 13 115 0 0
"Dickenson County" "302 - Herald" 213 29 182 2 0
"Dickenson County" "303 - Ridge" 356 65 291 0 0
"Dickenson County" "401 - Haysi-Colley" 503 184 314 5 0
"Dickenson County" "501 - Tarpon" 162 52 108 2 0
"Dickenson County" "502 - North Clintwood" 507 131 372 3 1
"Dickenson County" "Ab - Central Absentee Precinct" 320 145 172 3 0
"Dickenson County" Provisional 1 1 0 0 0
"Dinwiddie County" "101 - White Oak" 339 90 243 6 0
"Dinwiddie County" "102 - Rocky Run" 515 143 370 2 0
"Dinwiddie County" "103 - Church Road" 809 166 639 3 1
"Dinwiddie County" "201 - Rohoic" 409 248 160 1 0
"Dinwiddie County" "202 - Sutherland" 1128 454 669 5 0
"Dinwiddie County" "301 - Reams" 321 114 203 4 0
"Dinwiddie County" "302 - New Hope" 586 210 371 5 0
"Dinwiddie County" "303 - Little Zion" 806 459 342 5 0
"Dinwiddie County" "401 - Dinwiddie" 825 334 485 6 0
"Dinwiddie County" "402 - Mckenney" 441 197 241 3 0
"Dinwiddie County" "403 - Cherry Hill" 347 188 158 1 0
"Dinwiddie County" "501 - Edgehill" 133 91 39 3 0
"Dinwiddie County" "502 - Chesdin" 1105 758 337 9 1
"Dinwiddie County" "Ab - Central Absentee Precinct" 571 260 308 3 0
"Dinwiddie County" Provisional 0 0 0 0 0
"Emporia City" "101 - Precinct 1-1" 249 162 85 2 0
"Emporia City" "201 - Precinct 2-1" 154 135 14 5 0
"Emporia City" "301 - Precinct 3-1" 237 98 136 3 0
"Emporia City" "401 - Precinct 4-1" 290 127 160 3 0
"Emporia City" "501 - Precinct 5-1" 136 129 7 0 0
"Emporia City" "601 - District 6" 306 111 191 4 0
"Emporia City" "701 - District 7" 174 109 61 4 0
"Emporia City" "Ab - Central Absentee Precinct" 87 38 48 1 0
"Emporia City" Provisional 0 0 0 0 0
"Essex County" "101 - Greater Tappahannock" 768 356 405 6 1
"Essex County" "201 - North" 806 502 299 5 0
"Essex County" "301 - South" 956 345 604 5 2
"Essex County" "401 - Central" 893 381 503 9 0
"Essex County" "Ab - Central Absentee Precinct" 298 146 150 1 1
"Essex County" Provisional 2 0 2 0 0
"Fairfax County" "104 - Chapel" 1370 831 532 6 1
"Fairfax County" "105 - Fairview" 2383 1580 787 15 1
"Fairfax County" "106 - Heritage" 1420 1066 332 21 1
"Fairfax County" "108 - Kings Park" 1274 806 450 16 2
"Fairfax County" "109 - Little Run" 794 504 280 10 0
"Fairfax County" "110 - North Springfield" 1900 1271 618 11 0
"Fairfax County" "113 - Canterbury" 2150 1430 701 18 1
"Fairfax County" "114 - Olde Creek" 1034 646 383 4 1
"Fairfax County" "115 - Ravensworth" 888 521 359 8 0
"Fairfax County" "116 - Wakefield" 1327 913 404 10 0
"Fairfax County" "117 - Woodson" 1413 892 507 12 2
"Fairfax County" "118 - Lake Braddock" 1907 1340 548 19 0
"Fairfax County" "119 - Laurel" 2116 1369 730 16 1
"Fairfax County" "120 - Sideburn" 1735 985 731 13 6
"Fairfax County" "121 - Villa" 973 614 342 16 1
"Fairfax County" "123 - Robinson" 2045 1292 723 29 1
"Fairfax County" "125 - Signal Hill" 1630 1057 556 16 1
"Fairfax County" "126 - Bonnie Brae" 1224 852 356 14 2
"Fairfax County" "127 - Burke Centre" 2136 1460 647 29 0
"Fairfax County" "128 - Cardinal" 1125 768 347 9 1
"Fairfax County" "129 - Keene Mill" 932 612 306 14 0
"Fairfax County" "130 - Terra Centre" 1237 783 437 17 0
"Fairfax County" "131 - Eagle View" 1503 1001 484 18 0
"Fairfax County" "132 - Monument" 1608 1199 389 18 2
"Fairfax County" "133 - Danbury" 365 248 115 2 0
"Fairfax County" "134 - University" 1288 1108 158 22 0
"Fairfax County" "201 - Armstrong" 1848 1296 531 20 1
"Fairfax County" "202 - Flint Hill" 1673 1016 642 14 1
"Fairfax County" "203 - Floris" 1973 1278 676 19 0
"Fairfax County" "204 - Madison" 391 293 94 4 0
"Fairfax County" "208 - Reston #1" 1620 1246 350 23 1
"Fairfax County" "209 - Reston #2" 1590 1289 279 17 5
"Fairfax County" "213 - Vienna #1" 2137 1437 687 12 1
"Fairfax County" "214 - Vienna #2" 1677 1117 535 25 0
"Fairfax County" "216 - Vienna #4" 822 576 236 8 2
"Fairfax County" "218 - Vienna #6" 1147 813 327 6 1
"Fairfax County" "219 - Westbriar" 1858 1237 604 17 0
"Fairfax County" "220 - Dogwood" 1900 1442 436 19 3
"Fairfax County" "221 - Hunters Woods" 1603 1138 450 14 1
"Fairfax County" "222 - Reston #3" 1221 1011 190 19 1
"Fairfax County" "223 - Glade" 2033 1567 439 27 0
"Fairfax County" "224 - South Lakes" 2437 1890 507 37 3
"Fairfax County" "225 - Hughes" 1771 1422 319 30 0
"Fairfax County" "226 - Wolftrap" 2003 1267 723 11 2
"Fairfax County" "227 - Sunrise Valley" 987 666 313 8 0
"Fairfax County" "229 - Fox Mill" 2511 1592 894 23 2
"Fairfax County" "233 - North Point" 1772 1152 614 6 0
"Fairfax County" "234 - Aldrin" 1531 1090 430 11 0
"Fairfax County" "235 - Frying Pan" 1342 1033 293 16 0
"Fairfax County" "236 - Stuart" 742 515 220 7 0
"Fairfax County" "237 - Mcnair" 1354 1042 283 27 2
"Fairfax County" "238 - Cameron Glen" 1501 1034 449 18 0
"Fairfax County" "240 - Colvin" 1256 742 506 8 0
"Fairfax County" "301 - Chain Bridge" 1594 952 632 8 2
"Fairfax County" "302 - Chesterbrook" 1439 925 502 10 2
"Fairfax County" "303 - Churchill" 772 466 302 4 0
"Fairfax County" "304 - Cooper" 993 581 406 6 0
"Fairfax County" "305 - El Nido" 1183 808 368 7 0
"Fairfax County" "306 - Great Falls" 1080 581 495 4 0
"Fairfax County" "307 - Haycock" 1347 933 404 10 0
"Fairfax County" "309 - Kenmore" 1741 1032 695 12 2
"Fairfax County" "310 - Kirby" 1066 753 301 11 1
"Fairfax County" "311 - Langley" 1052 606 437 6 3
"Fairfax County" "312 - Longfellow" 1280 889 384 7 0
"Fairfax County" "314 - Mclean" 1197 763 427 6 1
"Fairfax County" "315 - Pimmit" 1567 1078 465 24 0
"Fairfax County" "316 - Salona #1" 498 297 199 2 0
"Fairfax County" "317 - Westhampton" 1221 849 365 6 1
"Fairfax County" "318 - Westmoreland" 783 532 247 4 0
"Fairfax County" "319 - Herndon #1" 1969 1315 623 29 2
"Fairfax County" "320 - Herndon #2" 1883 1376 484 20 3
"Fairfax County" "321 - Clearview" 2025 1315 682 28 0
"Fairfax County" "322 - Forestville" 1499 756 731 11 1
"Fairfax County" "323 - Shouse" 1204 739 456 9 0
"Fairfax County" "324 - Herndon #3" 1525 1105 394 26 0
"Fairfax County" "325 - Hutchison" 966 792 160 14 0
"Fairfax County" "327 - Sugarland" 1810 1137 661 12 0
"Fairfax County" "328 - Hickory" 1578 901 667 9 1
"Fairfax County" "329 - Seneca" 1714 961 739 14 0
"Fairfax County" "331 - Spring Hill" 1140 686 451 3 0
"Fairfax County" "332 - Coates" 1297 1026 255 16 0
"Fairfax County" "333 - Salona #2" 910 577 327 5 1
"Fairfax County" "401 - Bush Hill" 1742 1136 583 22 1
"Fairfax County" "402 - Cameron" 584 421 159 4 0
"Fairfax County" "403 - Forestdale" 647 470 168 8 1
"Fairfax County" "404 - Franconia" 1626 1214 397 15 0
"Fairfax County" "405 - Groveton" 858 672 176 6 4
"Fairfax County" "406 - Hayfield" 1326 789 526 11 0
"Fairfax County" "408 - Mount Eagle" 1209 957 236 16 0
"Fairfax County" "409 - Pioneer" 1622 1230 383 9 0
"Fairfax County" "410 - Rose Hill" 2075 1386 665 24 0
"Fairfax County" "411 - Virginia Hills" 1112 804 295 12 1
"Fairfax County" "413 - Fairfield" 893 790 100 3 0
"Fairfax County" "415 - Crestwood" 1196 807 371 15 3
"Fairfax County" "417 - Garfield" 1556 1097 450 8 1
"Fairfax County" "418 - Lynbrook" 883 667 212 4 0
"Fairfax County" "419 - Lane" 1620 1248 353 17 2
"Fairfax County" "420 - Villages" 1934 1408 501 23 2
"Fairfax County" "421 - Kingstowne" 1612 1202 399 10 1
"Fairfax County" "422 - Van Dorn" 1692 1239 438 14 1
"Fairfax County" "423 - Clermont" 1409 953 441 14 1
"Fairfax County" "424 - Huntley" 1421 985 419 17 0
"Fairfax County" "426 - Greenspring" 1185 773 410 1 1
"Fairfax County" "427 - Island Creek" 1288 931 343 13 1
"Fairfax County" "428 - Pinewood" 1291 1100 180 10 1
"Fairfax County" "429 - Hybla Valley" 1256 1067 179 9 1
"Fairfax County" "501 - Baileys" 1570 1235 324 10 1
"Fairfax County" "502 - Barcroft" 801 568 232 1 0
"Fairfax County" "503 - Belvedere" 883 646 229 8 0
"Fairfax County" "504 - Bristow" 1082 808 266 7 1
"Fairfax County" "505 - Glen Forest" 1272 987 272 11 2
"Fairfax County" "506 - Holmes #1" 221 183 35 3 0
"Fairfax County" "507 - Lincolnia" 1510 1166 338 6 0
"Fairfax County" "508 - Masonville" 1418 1001 392 24 1
"Fairfax County" "509 - Plaza" 490 413 73 3 1
"Fairfax County" "510 - Parklawn" 1077 772 300 4 1
"Fairfax County" "511 - Ravenwood" 1337 955 368 14 0
"Fairfax County" "512 - Sleepy Hollow" 803 560 235 8 0
"Fairfax County" "513 - Saint Albans" 845 593 247 5 0
"Fairfax County" "513 - Saint Albans" 465 319 144 2 0
"Fairfax County" "514 - Crossroads" 600 513 83 4 0
"Fairfax County" "515 - Westlawn" 809 618 181 10 0
"Fairfax County" "516 - Weyanoke" 1395 1062 318 13 2
"Fairfax County" "517 - Willston" 761 594 161 6 0
"Fairfax County" "518 - Columbia" 1222 844 364 13 1
"Fairfax County" "519 - Hummer" 851 572 272 7 0
"Fairfax County" "520 - Skyline" 1016 831 174 10 1
"Fairfax County" "521 - Brook Hill" 1018 682 325 11 0
"Fairfax County" "522 - Camelot" 834 524 305 5 0
"Fairfax County" "523 - Poe" 1248 869 369 7 3
"Fairfax County" "525 - Walnut Hill" 1545 1085 445 15 0
"Fairfax County" "526 - Bren Mar" 1569 1242 316 10 1
"Fairfax County" "527 - Edsall" 956 694 256 4 2
"Fairfax County" "528 - Ridgelea" 703 453 239 10 1
"Fairfax County" "530 - Holmes #2" 833 678 146 9 0
"Fairfax County" "601 - Belle Haven" 1142 671 467 4 0
"Fairfax County" "602 - Belleview" 1228 854 365 8 1
"Fairfax County" "604 - Bucknell" 1541 1205 313 23 0
"Fairfax County" "605 - Fort Hunt" 1355 807 536 10 2
"Fairfax County" "606 - Hollin Hall" 1515 963 534 15 3
"Fairfax County" "607 - Huntington" 1823 1373 421 27 2
"Fairfax County" "608 - Kirkside" 1128 816 305 7 0
"Fairfax County" "609 - Marlan" 1247 753 482 11 1
"Fairfax County" "610 - Sherwood" 1007 716 281 9 1
"Fairfax County" "611 - Stratford" 1605 992 604 8 1
"Fairfax County" "612 - Waynewood" 791 478 309 3 1
"Fairfax County" "613 - Westgate" 1918 930 971 15 2
"Fairfax County" "614 - Riverside" 1191 694 484 11 2
"Fairfax County" "615 - Woodley" 1428 896 515 17 0
"Fairfax County" "616 - Gunston" 1231 661 555 15 0
"Fairfax County" "617 - Lorton" 936 773 161 2 0
"Fairfax County" "618 - Newington" 2428 1637 763 28 0
"Fairfax County" "619 - Belvoir" 1631 1097 524 10 0
"Fairfax County" "621 - Grosvenor" 989 774 202 11 2
"Fairfax County" "622 - Lorton Station" 1492 1180 294 17 1
"Fairfax County" "623 - Alban" 1391 1010 356 24 1
"Fairfax County" "626 - Saratoga" 1749 1155 580 13 1
"Fairfax County" "627 - Woodlawn" 1608 1237 360 11 0
"Fairfax County" "628 - Laurel Hill" 1761 1337 409 12 3
"Fairfax County" "629 - South County" 1499 879 611 9 0
"Fairfax County" "630- Army" 379 243 134 2 0
"Fairfax County" "701 - Blake" 2083 1528 536 18 1
"Fairfax County" "703 - Fort Buffalo" 904 711 180 13 0
"Fairfax County" "704 - Freedom Hill" 1136 811 318 6 1
"Fairfax County" "705 - Graham - Greenway" 1776 1343 407 24 2
"Fairfax County" "707 - Mantua" 1237 826 404 7 0
"Fairfax County" "708 - Marshall" 2294 1799 467 26 2
"Fairfax County" "709 - Mosby" 1448 1088 340 17 3
"Fairfax County" "710 - Pine Spring" 1118 827 272 19 0
"Fairfax County" "711 - Price" 1116 760 344 11 1
"Fairfax County" "712 - Shreve" 873 611 252 9 1
"Fairfax County" "713 - Timber Lane" 1496 1172 313 10 1
"Fairfax County" "714 - Walker" 1516 1084 413 19 0
"Fairfax County" "717 - Woodburn" 950 689 246 15 0
"Fairfax County" "718 - Pine Ridge" 1106 773 317 14 2
"Fairfax County" "720 - Thoreau" 1621 1124 474 19 4
"Fairfax County" "721 - Merrifield" 1625 1282 312 30 1
"Fairfax County" "723 - Gallows East" 790 604 175 11 0
"Fairfax County" "726 - Magarity" 1632 1208 402 21 1
"Fairfax County" "727 - Oakton" 1328 787 529 12 0
"Fairfax County" "729 - Nottoway" 1744 1258 463 21 2
"Fairfax County" "730 - Penderbrook" 1623 1090 519 14 0
"Fairfax County" "731 - Tysons" 1004 749 238 16 1
"Fairfax County" "732 - Oak Marr" 1815 1107 687 21 0
"Fairfax County" "733 - Kilmer" 1956 1439 501 15 1
"Fairfax County" "734 - Hunters Branch" 1002 741 248 12 1
"Fairfax County" "735 - Rotonda" 617 435 174 6 2
"Fairfax County" "801 - Burke" 2218 1528 668 20 2
"Fairfax County" "802 - Cedar Lake" 512 377 129 6 0
"Fairfax County" "803 - Clifton" 2192 1006 1168 16 2
"Fairfax County" "804 - Colchester" 998 507 486 4 1
"Fairfax County" "805 - Fairfax Station" 884 463 412 9 0
"Fairfax County" "806 - Sydenstricker" 1738 1077 645 15 1
"Fairfax County" "807 - Hunt Valley" 1162 693 459 10 0
"Fairfax County" "811 - Pohick" 999 737 253 5 4
"Fairfax County" "812 - Valley" 1471 939 522 10 0
"Fairfax County" "815 - Woodyard" 1433 691 732 8 2
"Fairfax County" "824 - Orange" 2128 1321 777 28 2
"Fairfax County" "825 - Cherry Run" 1507 925 574 7 1
"Fairfax County" "827 - Irving" 1477 950 516 9 2
"Fairfax County" "833 - White Oaks" 1401 947 437 15 2
"Fairfax County" "838 - Sangster" 1220 685 528 7 0
"Fairfax County" "839 - Silverbrook" 1814 990 808 13 3
"Fairfax County" "840 - West Springfield" 1569 999 553 15 2
"Fairfax County" "841 - Popes Head" 902 438 454 10 0
"Fairfax County" "842 - Parkway" 1251 721 523 7 0
"Fairfax County" "843 - Fair Lakes" 1564 1066 478 19 1
"Fairfax County" "844 - Centerpointe" 1234 846 373 15 0
"Fairfax County" "845 - Fountainhead" 2052 1021 1021 10 0
"Fairfax County" "846 - Greenbriar East" 1590 1110 458 20 2
"Fairfax County" "847 - Greenbriar West" 1157 745 399 13 0
"Fairfax County" "848 - Fair Oaks" 1318 909 394 13 2
"Fairfax County" "849 - Newgate" 2554 1371 1164 19 0
"Fairfax County" "850 - South Run" 1529 851 671 6 1
"Fairfax County" "851 - Willow Springs" 1314 770 537 6 1
"Fairfax County" "901 - Centre Ridge" 1345 969 359 17 0
"Fairfax County" "902 - Brookfield" 1807 1240 545 20 2
"Fairfax County" "903 - Cub Run" 1885 1136 719 27 3
"Fairfax County" "904 - Stonecroft" 721 400 312 9 0
"Fairfax County" "905 - Franklin" 525 331 183 10 1
"Fairfax County" "908 - Hidden Meadow" 1254 757 488 8 1
"Fairfax County" "909 - Oak Hill" 1200 797 391 12 0
"Fairfax County" "910 - London Towne" 1622 1159 442 19 2
"Fairfax County" "911 - Navy" 1743 1118 607 17 1
"Fairfax County" "913 - Rocky Run" 2064 1203 840 20 1
"Fairfax County" "914 - Vale" 1287 780 494 13 0
"Fairfax County" "915 - Virginia Run" 1410 659 739 12 0
"Fairfax County" "916 - Waples Mill" 2336 1365 957 13 1
"Fairfax County" "917 - Stone North" 979 648 312 16 3
"Fairfax County" "918 - Centreville" 1916 1368 522 26 0
"Fairfax County" "919 - Green Trails" 1836 1273 537 24 2
"Fairfax County" "920 - Chantilly" 1351 898 441 11 1
"Fairfax County" "921 - Deer Park" 1674 916 731 25 2
"Fairfax County" "923 - Bull Run" 1157 540 610 7 0
"Fairfax County" "924 - Spindle" 841 626 204 11 0
"Fairfax County" "925 - Old Mill" 852 533 305 13 1
"Fairfax County" "926 - Powell" 1790 1255 507 28 0
"Fairfax County" "927 - Armfield" 869 573 287 9 0
"Fairfax County" "928 - Poplar Tree" 1487 898 576 10 3
"Fairfax County" "929 - Difficult Run" 387 198 187 2 0
"Fairfax County" "930 - Lees Corner" 1170 733 420 17 0
"Fairfax County" "931 - Carson" 1185 810 361 12 2
"Fairfax County" "932 - Stone South" 678 495 171 11 1
"Fairfax County" "933 - Compton" 352 217 131 4 0
"Fairfax County" "Ab - Central Absentee Precinct" 10801 6768 3984 45 4
"Fairfax County" "Ab - Central Absentee Precinct" 21178 15279 5752 134 13
"Fairfax County" "Ab - Central Absentee Precinct" 12950 9433 3439 74 4
"Fairfax County" Provisional 74 55 18 1 0
"Fairfax County" Provisional 189 142 41 6 0
"Fairfax County" Provisional 97 75 22 0 0
"Fairfax City" "1 - One" 1089 708 361 18 2
"Fairfax City" "2 - Two" 1178 704 461 12 1
