COUNTY AREA TOTAL DEM REP LIB GRN CON IND ASC
COUNTY AREA TOTAL Clinton Trump Johnson Stein Castle McMullin Skewes
Mccormick Provisional 1 0 1 0 0 0 0 0
Mccormick "Failsafe Provisional" 0 0 0 0 0 0 0 0
Newberry "NEWBERRY WD 1" 189 99 82 8 0 0 0 0
Newberry "NEWBERRY WD 2" 501 152 306 26 5 0 10 2
Newberry "NEWBERRY WD 3" 424 216 190 17 0 0 0 1
Newberry "NEWBERRY WD 4" 244 204 35 3 0 0 2 0
Newberry "NEWBERRY WD 5" 325 276 36 8 3 0 1 1
Newberry "NEWBERRY WD 6" 500 232 244 11 5 1 5 2
Newberry BETH-EDEN 307 81 199 11 5 2 6 3
Newberry "BUSH RIVER" 191 46 143 0 0 0 0 2
Newberry CHAPPELLS 399 117 268 7 2 2 2 1
Newberry FAIRVIEW 923 154 736 22 2 2 2 5
Newberry HARTFORD 573 225 326 15 1 1 4 1
Newberry HELENA 426 344 76 3 0 1 1 1
Newberry "KINARDS JALAPA" 293 80 207 2 0 0 3 1
Newberry JOHNSTONE 306 95 203 2 0 2 2 2
Newberry "LITTLE MOUNTAIN" 625 162 456 5 0 0 0 2
Newberry MAYBINTON 49 35 14 0 0 0 0 0
Newberry MIDWAY 202 23 173 4 1 0 1 0
Newberry "MT. BETHERL GARMANY" 586 305 267 9 3 1 0 1
Newberry "CONSOLIDATED #5" 671 174 471 10 10 1 4 1
Newberry O'NEAL 806 141 636 12 5 1 9 2
Newberry OAKLAND 331 250 68 5 1 1 5 1
Newberry PEAK 88 19 65 4 0 0 0 0
Newberry PONARIA 405 94 298 6 0 0 4 3
Newberry PROSPERITY 961 371 563 17 5 1 4 0
Newberry SILVERSTREET 418 128 275 12 0 1 2 0
Newberry "STONEY HILL" 494 65 407 14 1 0 4 3
Newberry "ST PHILLIPS JOLLY ST." 639 197 419 11 2 4 4 2
Newberry WHEELAND 315 43 253 12 0 3 2 2
Newberry "WHITMIRE CITY" 453 126 312 8 2 0 5 0
Newberry "WHITMIRE OUTSIDE" 471 135 321 6 1 3 4 1
Newberry Absentee 3611 1586 1934 41 10 7 21 12
Newberry Emergency 0 0 0 0 0 0 0 0
Newberry Failsafe 76 41 30 2 1 0 2 0
Newberry Provisional 5 1 4 0 0 0 0 0
Newberry "Failsafe Provisional" 0 0 0 0 0 0 0 0
Oconee Newry-Corinth 155 45 103 4 2 0 0 1
Oconee "Earles Grove" 505 65 428 8 3 0 0 1
Oconee Ravenel 1287 432 780 36 6 1 26 6
Oconee "Fair Play" 535 62 463 5 0 1 3 1
Oconee Friendship 1059 230 763 33 7 6 16 4
Oconee "Holly Springs" 223 18 199 4 1 0 0 1
Oconee Keowee 842 140 673 13 5 1 9 1
Oconee "Long Creek" 243 61 165 8 6 0 1 2
Oconee "Mountain Rest" 545 108 417 9 5 1 4 1
Oconee Madison 362 33 312 6 7 1 3 0
Oconee Bountyland 797 181 572 18 10 4 11 1
Oconee Oakway 750 103 619 11 3 2 9 3
Oconee Return 443 53 377 11 0 0 2 0
Oconee Richland 604 97 479 14 7 1 4 2
Oconee Salem 1014 137 851 18 3 1 2 2
Oconee "Stamp Creek" 987 247 696 26 5 2 9 2
Oconee "New Hope" 1007 166 782 29 5 4 16 5
Oconee Shiloh 644 215 394 12 1 3 12 7
Oconee "South Union" 814 143 635 17 6 2 9 2
Oconee Tamassee 777 119 631 15 2 1 8 1
Oconee Tokeena-Providence 704 104 562 15 4 6 8 5
Oconee Utica 345 145 180 7 7 1 2 3
Oconee "Walhalla 1" 1448 279 1091 43 17 4 12 2
Oconee "Walhalla 2" 1100 216 843 19 7 5 7 3
Oconee "Westminster 1" 1379 204 1128 20 10 5 10 2
Oconee "Westminster 2" 827 121 680 9 8 1 6 2
Oconee "West Union" 893 165 686 21 6 4 8 3
Oconee "Seneca 1" 1252 529 648 41 10 5 18 1
Oconee "Seneca 2" 955 298 586 37 11 8 11 4
Oconee "Seneca 3" 650 166 452 17 3 1 9 2
Oconee "Seneca 4" 1226 527 637 26 14 4 13 5
Oconee Absentee 9122 2564 6237 168 43 17 67 26
Oconee Emergency 0 0 0 0 0 0 0 0
Oconee Failsafe 36 6 27 2 0 0 1 0
Oconee Provisional 75 16 56 3 0 0 0 0
Oconee "Failsafe Provisional" 30 3 26 0 1 0 0 0
Orangeburg "ORANGEBURG WD 1" 330 192 128 8 1 0 1 0
Orangeburg "ORANGEBURG WD 2" 233 216 15 1 1 0 0 0
Orangeburg "ORANGEBURG WD 3" 440 416 20 2 1 0 1 0
Orangeburg "ORANGEBURG WD 4" 641 625 8 2 6 0 0 0
Orangeburg "ORANGEBURG WD 5" 208 191 16 0 1 0 0 0
Orangeburg "ORANGEBURG WD 6" 334 249 75 4 0 1 5 0
Orangeburg "ORNAGEBURG WD 7" 342 184 150 5 1 0 1 1
Orangeburg "ORANGEBURG WD 8" 290 143 138 6 1 1 1 0
Orangeburg "ORANGEBURG WD 9" 256 183 68 3 1 0 1 0
Orangeburg "ORANGEBURG WD 10" 354 203 137 5 5 4 0 0
Orangeburg "SUBURBAN 1" 270 258 6 2 1 0 1 2
Orangeburg "SUBURBAN 2" 273 263 7 1 1 1 0 0
Orangeburg "SUBURBAN 3" 597 535 59 2 1 0 0 0
Orangeburg "SUBURBAN 4" 229 163 64 1 1 0 0 0
Orangeburg "SUBURBAN 5" 569 450 105 4 5 0 3 2
Orangeburg "SUBURBAN 6" 440 246 187 4 1 2 0 0
Orangeburg "SUBURBAN 7" 646 273 351 15 1 2 4 0
Orangeburg "SUBURBAN 8" 401 217 173 7 1 1 2 0
Orangeburg "SUBURBAN 9" 616 495 110 4 4 1 0 2
Orangeburg BETHEL 340 215 120 5 0 0 0 0
Orangeburg "BOWMAN 1" 688 473 202 5 2 0 4 2
Orangeburg "BOWMAN 2" 455 250 196 4 1 2 0 2
Orangeburg "BRANCHVILLE 1" 578 224 335 8 6 1 4 0
Orangeburg "BRANCHVILLE 2" 283 87 188 3 1 1 2 1
Orangeburg BROOKDALE 501 480 14 2 0 1 4 0
Orangeburg COPE 387 163 213 6 1 1 1 2
Orangeburg "CORDOVA 1" 770 336 420 6 4 2 1 1
Orangeburg EDISTO 593 126 453 10 0 1 2 1
Orangeburg "ELLOREE 1" 469 213 245 6 0 3 2 0
Orangeburg "EUTAWVILLE 1" 765 305 451 6 2 0 0 1
Orangeburg "EUTAWVILLE 2" 767 579 172 9 3 1 3 0
Orangeburg "FOUR HOLES" 342 104 234 1 0 0 1 2
Orangeburg "HOLLY HILL 2" 854 702 140 3 2 2 5 0
Orangeburg "HOLLY HILL 1" 889 470 400 9 1 3 3 3
Orangeburg JAMISON 786 540 224 13 1 3 4 1
Orangeburg "LIMESTONE 1" 998 709 272 10 2 1 2 2
Orangeburg NEESES-LIVINGSTON 539 196 334 5 2 2 0 0
Orangeburg NIX 569 557 4 2 2 2 2 0
Orangeburg "NORTH 2" 655 291 353 2 2 1 6 0
Orangeburg "NORTH 1" 623 334 282 2 2 1 0 2
Orangeburg NORWAY 679 418 243 9 1 3 2 3
Orangeburg "PINE HILL" 574 331 235 5 1 1 1 0
Orangeburg PROVIDENCE 607 420 183 1 3 0 0 0
Orangeburg ROWESVILLE 335 195 137 0 2 0 1 0
Orangeburg "SANTEE 1" 707 257 432 8 3 3 3 1
Orangeburg SPRINGFIELD 618 312 292 8 0 1 4 1
Orangeburg VANCE 652 473 167 6 1 0 4 1
Orangeburg WHITTAKER 487 430 52 4 1 0 0 0
Orangeburg BOLENTOWN 685 302 372 5 1 0 5 0
Orangeburg "CORDOVA 2" 747 432 303 7 1 1 3 0
Orangeburg "ELLOREE 2" 372 287 82 2 0 0 1 0
Orangeburg "LIMESTONE 2" 477 279 184 4 4 3 2 1
Orangeburg "SANTEE 2" 613 575 29 2 2 0 4 1
Orangeburg Absentee 10855 8613 2113 53 36 9 22 9
Orangeburg Emergency 0 0 0 0 0 0 0 0
Orangeburg Failsafe 96 78 16 0 0 1 1 0
Orangeburg Provisional 71 52 17 0 1 0 1 0
Orangeburg "Failsafe Provisional" 15 8 5 1 0 1 0 0
Pickens "Stone Church" 720 347 287 35 14 0 27 10
Pickens University 381 155 175 20 6 0 8 17
Pickens Morrison 663 285 293 41 9 3 17 15
Pickens Abel 503 269 175 31 6 0 13 9
Pickens Calhoun 529 261 211 33 8 2 7 7
Pickens Clemson 993 424 480 37 4 6 23 19
Pickens Issaqueena 450 202 199 15 3 2 11 18
Pickens "West Central" 445 182 196 36 7 1 21 2
Pickens "North Central" 633 161 425 16 7 4 15 5
Pickens Pike 567 202 321 16 7 2 11 8
Pickens "Lawrence Chapel" 762 186 515 28 4 3 14 12
Pickens Norris 697 100 574 9 6 0 4 4
Pickens "Six Mile" 843 97 713 15 3 4 6 5
Pickens "Six Mile Mountain" 884 128 702 21 3 8 19 3
Pickens "Praters Creek" 526 33 473 6 6 3 5 0
Pickens "Mountain View" 748 120 594 18 5 2 7 2
Pickens "Albert R. Lewis" 740 79 632 15 4 4 3 3
Pickens "Holly Springs" 834 131 669 12 12 2 7 1
Pickens Pumpkintown 921 147 738 14 3 4 13 2
Pickens Griffin 921 89 798 19 6 4 4 1
Pickens "North Pickens" 734 66 641 17 3 2 5 0
Pickens "West Pickens" 800 116 660 12 4 1 4 3
Pickens "South Pickens" 604 144 435 15 3 1 6 0
Pickens "East Pickens" 712 58 625 15 7 3 2 2
Pickens "Glassy Mountain" 714 61 627 13 7 1 3 2
Pickens "Cedar Rock" 759 84 650 15 1 3 4 2
Pickens Skelton 691 65 603 7 3 1 10 2
Pickens "Rices Creek" 716 88 602 13 5 1 4 3
Pickens "West Liberty" 744 81 628 15 2 1 15 2
Pickens "East Liberty" 665 99 543 16 2 0 2 3
Pickens "Flat Rock" 741 100 605 22 4 0 7 3
Pickens Zion 602 88 482 13 2 4 12 1
Pickens "Smith Grove" 546 97 419 18 2 4 6 0
Pickens "Arial Mill" 583 78 481 10 2 1 8 3
Pickens Simpson 544 265 254 11 1 3 8 2
Pickens Woodside 803 235 524 22 6 5 8 3
Pickens "Brushy Creek" 977 196 721 41 5 5 8 1
Pickens Pickensville 609 123 453 22 6 2 3 0
Pickens Easley 652 145 473 20 3 2 9 0
Pickens "Forest Acres" 509 122 363 12 7 0 5 0
Pickens Crestview 695 117 539 21 8 3 7 0
Pickens Sitton 856 176 641 24 2 1 10 2
Pickens "Rock Springs" 704 135 533 15 6 1 11 3
Pickens Saluda 681 136 519 10 7 2 7 0
Pickens Crosswell 889 140 713 20 3 3 7 3
Pickens "Georges Creek" 657 122 509 17 4 2 3 0
Pickens McKissick 688 178 480 10 7 5 8 0
Pickens Vinland 648 80 549 11 3 0 4 1
Pickens Crossroads 773 89 656 13 5 4 3 3
Pickens Dacusville 686 95 572 12 3 2 2 0
Pickens "Nine Forks" 791 74 692 8 6 5 5 1
Pickens "South Central" 601 237 308 25 10 0 17 4
Pickens "Crescent Hill" 689 75 581 12 8 6 3 4
Pickens "North Liberty" 623 100 489 25 4 2 3 0
Pickens Pendleton 593 65 503 17 4 1 2 1
Pickens "Fruit Mountain" 551 90 435 19 1 0 6 0
Pickens "Pope Field" 520 117 376 11 5 1 9 1
Pickens Sheffield 795 167 603 13 2 1 8 1
Pickens "Tri County" 331 75 237 11 2 2 4 0
Pickens McAllister 557 118 414 14 3 3 3 2
Pickens Lenhart 629 135 469 8 5 4 8 0
Pickens Absentee 7244 1864 5152 104 29 20 52 23
Pickens "Absentee 2" 84 14 67 1 1 1 0 0
Pickens Emergency 0 0 0 0 0 0 0 0
Pickens "Emergency 2" 0 0 0 0 0 0 0 0
Pickens Failsafe 119 19 98 2 0 0 0 0
Pickens "Failsafe 2" 2 0 2 0 0 0 0 0
Pickens Provisional 134 23 103 4 0 0 3 1
Pickens "Provisional 2" 0 0 0 0 0 0 0 0
Pickens "Failsafe Provisional" 44 4 37 1 2 0 0 0
Richland "Ward 1" 521 317 153 33 6 2 10 0
Richland "Ward 2" 322 254 57 3 3 0 5 0
Richland "Ward 3" 802 518 202 39 7 3 30 3
Richland "Ward 4" 713 458 176 43 13 0 21 2
Richland "Ward 5" 461 246 172 30 8 0 5 0
Richland "Ward 6" 703 375 263 30 8 2 25 0
Richland "Ward 7" 472 459 5 3 2 0 3 0
Richland "Ward 8" 411 395 7 1 6 1 1 0
Richland "Ward 9" 422 395 14 7 5 0 1 0
Richland "Ward 10" 739 445 232 29 10 1 21 1
Richland "Ward 11" 627 411 154 30 16 2 13 1
Richland "Ward 12" 766 461 233 34 10 2 22 4
Richland "Ward 13" 1086 672 322 50 13 5 23 1
Richland "Ward 14" 870 509 286 40 10 1 21 3
Richland "Ward 15" 593 285 243 35 7 1 22 0
Richland "Ward 16" 717 297 376 25 5 0 13 1
Richland "Ward 17" 842 383 392 30 6 3 22 6
Richland "Ward 18" 597 501 75 9 8 1 3 0
Richland "Ward 19" 559 543 7 2 2 3 2 0
Richland "Ward 20" 890 683 142 17 17 0 31 0
Richland "Ward 21" 714 678 20 7 5 2 0 2
Richland "Ward 22" 709 667 24 7 4 3 3 1
Richland "Ward 23" 543 338 158 15 13 4 15 0
Richland "Ward 24" 568 218 296 27 8 2 16 1
Richland "Ward 25" 915 279 565 40 5 3 22 1
Richland "Ward 26" 704 427 213 38 13 1 12 0
Richland "Ward 29" 604 547 31 7 7 6 5 1
Richland "Ward 30" 435 271 123 27 3 2 9 0
Richland "Ward 31" 414 393 11 4 2 0 4 0
Richland "Ward 32" 423 409 6 1 2 3 0 2
Richland "Ward 33" 471 350 80 20 9 4 8 0
Richland "Ward 34" 555 306 208 22 8 0 8 3
Richland Arcadia 712 377 274 28 10 2 18 3
Richland Ardincaple 215 203 7 3 0 1 0 1
Richland "Ballentine 1" 743 230 444 44 2 3 19 1
Richland "Ballentine 2" 849 178 625 32 4 2 7 1
Richland "Beatty Road" 420 363 41 6 6 0 3 1
Richland Bluff 856 811 29 6 5 1 4 0
Richland "Blythewood 1" 852 235 565 30 4 3 14 1
Richland "Blythewood 2" 1138 487 593 27 6 3 19 3
Richland "Blythewood 3" 1092 521 512 32 7 4 14 2
Richland Bookman 1306 721 487 53 18 4 21 2
Richland "Brandon 1" 842 589 209 22 6 8 7 1
Richland "Brandon 2" 901 677 151 32 7 6 27 1
Richland Briarwood 1089 784 250 23 14 4 10 4
Richland "Bridge Creek" 924 686 207 14 6 3 8 0
Richland "Caughman Road" 760 537 194 12 6 1 9 1
Richland "College Place" 654 619 19 3 3 5 4 1
Richland Cooper 586 233 309 22 5 0 16 1
Richland Dennyside 586 303 196 23 2 3 58 1
Richland Dentsville 816 741 61 3 4 1 5 1
Richland "Dutch Fork 1" 647 151 436 32 3 4 20 1
Richland "Dutch Fork 2" 683 267 358 36 5 4 12 1
Richland "Dutch Fork 3" 1126 300 742 46 7 2 26 3
Richland "Dutch Fork 4" 929 306 555 36 5 6 20 1
Richland Eastover 591 539 40 5 2 3 1 1
Richland Edgewood 745 719 14 3 2 3 4 0
Richland Estates 1015 521 422 38 13 1 19 1
Richland Fairlawn 1139 884 205 19 13 5 9 4
Richland Fairwold 368 358 8 0 1 1 0 0
Richland "East Forest Acres" 597 196 345 38 8 1 8 1
Richland "North Forest Acres" 664 336 269 25 11 8 14 1
Richland "South Forest Acres" 785 321 414 32 5 0 13 0
Richland "Friarsgate 1" 851 424 356 49 5 4 11 2
Richland "Friarsgate 2" 732 329 342 35 7 3 16 0
Richland "Old Friarsgate" 660 324 296 19 7 2 11 1
Richland Gadsden 607 559 38 1 1 2 6 0
Richland Garners 409 240 155 4 3 3 2 2
Richland Greenview 755 734 7 3 6 1 2 2
Richland "Gregg Park" 867 491 331 19 10 0 14 2
Richland Hampton 816 494 238 42 22 3 15 2
Richland "Harbison 1" 999 619 294 49 13 6 16 2
Richland "Harbison 2" 626 353 226 19 18 1 9 0
Richland "Hopkins 1" 531 465 55 7 0 1 2 1
Richland "Hopkins 2" 563 465 79 5 5 4 5 0
Richland "Horrell Hill" 985 516 431 19 9 2 8 0
Richland "Hunting Creek" 231 97 129 4 0 0 1 0
Richland "Keels 1" 661 560 81 11 4 1 3 1
Richland "Keels 2" 548 478 52 12 5 0 1 0
Richland Keenan 775 510 214 24 8 2 16 1
Richland "Kelly Mill" 904 470 398 23 3 2 8 0
Richland Killian 944 586 307 22 10 1 16 2
Richland Kingswood 1281 1082 158 9 15 1 14 2
Richland "Lake Carolina" 1339 660 602 33 9 1 30 4
Richland Lincolnshire 939 902 20 3 8 1 3 2
Richland Longcreek 1951 776 1053 59 12 5 41 5
Richland Longleaf 813 692 101 8 7 0 5 0
Richland Lykesland 810 526 245 18 9 0 8 4
Richland "Mallet Hill" 1108 732 327 23 7 2 14 3
Richland Meadowfield 804 342 403 31 3 5 16 4
Richland Meadowlake 828 794 17 3 5 5 4 0
Richland McEntire 366 193 157 10 3 1 2 0
Richland Midway 1057 841 163 24 17 0 12 0
Richland "Mill Creek" 544 400 120 11 5 2 6 0
Richland Monticello 846 490 330 10 2 3 10 1
Richland "North Springs 1" 567 315 220 20 4 1 7 0
Richland "North Springs 2" 1165 635 448 44 10 4 22 2
Richland "North Springs 3" 943 713 186 20 15 0 8 1
Richland "Oak Pointe 1" 705 295 355 31 8 3 13 0
Richland "Oak Pointe 2" 405 145 230 14 5 2 9 0
Richland "Oak Pointe 3" 574 268 253 24 5 6 16 2
Richland Oakwood 496 213 233 23 2 7 16 2
Richland Olympia 844 547 226 39 16 7 8 1
Richland "Parkridge 1" 421 203 181 15 7 3 12 0
Richland "Parkridge 2" 431 245 156 18 5 1 5 1
Richland "Parkway 1" 1089 840 197 19 12 5 13 3
Richland "Parkway 2" 991 675 262 22 10 5 17 0
Richland "Parkway 3" 781 667 84 10 8 4 8 0
Richland "Pennington 1" 633 139 457 21 3 0 12 1
Richland "Pennington 2" 683 293 320 35 10 2 23 0
Richland "Pine Grove" 719 623 78 7 7 1 1 2
Richland "Pine Lakes 1" 443 385 37 10 6 2 1 2
Richland "Pine Lakes 2" 569 496 54 7 7 1 3 1
Richland Pinewood 713 568 107 14 11 4 8 1
Richland "Polo Road" 1014 698 267 19 16 2 12 0
Richland "Pontiac 1" 1025 543 446 20 7 1 6 2
Richland "Pontiac 2" 653 275 329 26 4 5 13 1
Richland "Rice Creek 1" 745 589 126 13 6 4 7 0
Richland "Rice Creek 2" 1083 782 247 19 20 2 13 0
Richland "Ridge View 1" 915 642 227 16 11 0 18 1
Richland "Ridge View 2" 1163 810 287 33 13 5 13 2
Richland Ridgewood 329 311 10 2 3 1 1 1
Richland Riverside 540 382 110 24 10 3 9 2
Richland "Riversprings 1" 600 161 382 27 9 1 20 0
Richland "Riversprings 2" 752 353 360 22 3 3 10 1
Richland "Riversprings 3" 672 258 375 23 5 2 8 1
Richland Riverwalk 1262 733 455 38 15 4 16 1
Richland "Round Top" 372 238 121 4 6 1 2 0
Richland "St. Andrews" 567 410 132 14 1 1 7 2
Richland Sandlapper 1174 884 242 25 4 6 13 0
Richland Satchelford 754 270 425 32 7 0 18 2
Richland Skyland 531 341 139 28 12 1 9 1
Richland "South Beltline" 583 399 148 17 10 1 6 2
Richland "Spring Hill" 1123 194 876 28 3 2 20 0
Richland "Spring Valley" 1133 604 457 26 17 3 25 1
Richland "Spring Valley West" 1127 832 234 28 15 3 14 1
Richland "Springville 1" 985 210 706 35 4 5 24 1
Richland "Springville 2" 853 147 628 43 5 1 27 2
Richland "Trenholm Road" 567 220 313 16 6 1 9 2
Richland Trinity 558 348 194 6 4 0 6 0
Richland Valhalla 1076 529 476 35 5 7 23 1
Richland "Valley State Park" 1200 989 171 16 10 6 8 0
Richland Walden 443 364 57 14 4 1 2 1
Richland Webber 520 339 153 10 6 2 10 0
Richland Westminster 737 577 117 16 7 5 13 2
Richland Whitewell 785 671 79 13 13 1 8 0
Richland Wildewood 1117 504 532 38 15 4 23 1
Richland Woodfield 1078 770 266 19 11 1 10 1
Richland Woodlands 1156 434 625 51 6 0 37 3
Richland Absentee 32040 21024 10006 455 157 73 288 37
Richland "Absentee 2" 22587 16497 5545 247 95 37 141 25
Richland Emergency 1 0 1 0 0 0 0 0
Richland "Emergency 2" 0 0 0 0 0 0 0 0
Richland Failsafe 204 159 33 2 8 1 1 0
Richland "Failsafe 2" 141 124 14 0 2 0 1 0
Richland Provisional 108 72 32 2 2 0 0 0
Richland "Provisional 2" 43 23 18 0 0 0 2 0
Richland "Failsafe Provisional" 286 198 72 4 6 0 6 0
Saluda CENTENNIAL 300 57 229 7 3 2 1 1
Saluda CLYDE 174 18 148 1 1 1 5 0
Saluda DELMAR 256 31 218 1 3 2 1 0
Saluda "FRUIT HILL" 422 259 155 4 2 1 1 0
Saluda HIGGINS-ZOAR 365 172 188 2 2 1 0 0
Saluda HOLLY 597 67 512 10 3 0 4 1
Saluda HOLLYWOOD 778 87 668 10 1 3 6 3
Saluda HOLSTONS 572 209 348 10 2 1 0 2
Saluda MAYSON 266 63 197 2 3 0 0 1
Saluda "MT. WILLING" 150 32 116 2 0 0 0 0
Saluda "PLEASANT CROSS" 133 61 72 0 0 0 0 0
Saluda "PLEASANT GROVE" 451 57 380 4 3 1 6 0
Saluda RICHLAND 393 74 311 5 1 0 1 1
Saluda "RIDGE SPRING - MONETTA" 487 256 219 5 3 2 2 0
Saluda "SALUDA NO. 1" 677 444 218 8 5 0 2 0
Saluda "SALUDA NO. 2" 618 243 355 12 3 1 3 1
Saluda SARDIS 367 32 327 1 3 0 4 0
Saluda WARD 260 126 130 0 0 0 3 1
Saluda Absentee 1247 502 708 20 4 3 9 1
Saluda Emergency 5 4 1 0 0 0 0 0
Saluda Failsafe 46 19 26 1 0 0 0 0
Saluda Provisional 0 0 0 0 0 0 0 0
Saluda "Failsafe Provisional" 0 0 0 0 0 0 0 0
Spartanburg "Woodruff Leisure Center" 602 147 435 7 3 1 6 3
Spartanburg "Arcadia Elementary" 445 217 204 8 7 1 6 2
Spartanburg "Rebirth Missionary Baptist" 1782 394 1267 72 8 11 27 3
Spartanburg "Friendship Baptist" 2107 398 1632 47 8 6 13 3
Spartanburg "Morningside Baptist" 931 302 586 32 6 1 4 0
Spartanburg "Boiling Springs 9th Grade" 1842 500 1235 59 17 3 22 6
Spartanburg "Gable Middle School" 1491 343 1087 32 6 3 19 1
Spartanburg "Lake Bowen Baptist" 2039 281 1682 43 7 6 18 2
Spartanburg "Cooley Springs Baptist" 1229 252 931 19 13 2 10 2
Spartanburg "Landrum High School" 1316 221 1054 13 10 9 8 1
Spartanburg "Hendrix Elementary" 1676 666 908 38 30 7 24 3
Spartanburg "Cannons Elementary" 527 166 347 8 2 1 3 0
Spartanburg "Cavins Hobbysville" 564 86 468 4 1 1 2 2
Spartanburg "E.P. Todd Elementary" 1036 483 516 17 8 4 6 2
Spartanburg "Cherokee Springs Fire Station" 776 159 583 18 6 1 8 1
Spartanburg "Clifdale Elementary" 446 124 300 12 6 0 3 1
Spartanburg "Converse Fire Station" 622 179 430 8 2 1 0 2
Spartanburg "Cowpens Fire Station" 934 172 726 22 6 3 5 0
Spartanburg "Woodruff Fire Station" 721 112 581 18 1 2 6 1
Spartanburg "Cross Anchor Fire Station" 463 94 357 6 0 1 5 0
Spartanburg "Fairforest Elementary" 1255 291 922 17 9 4 11 1
Spartanburg "Abner Creek Baptist" 806 128 647 11 10 1 8 1
Spartanburg "Dayton Fire Station" 550 254 274 12 1 2 6 1
Spartanburg "Cedar Grove Baptist" 616 506 95 6 3 1 5 0
Spartanburg "Enoree First Baptist" 743 145 571 14 4 0 8 1
Spartanburg "Fairforest Middle School" 1284 459 758 29 15 6 16 1
Spartanburg "Travelers Rest Baptist" 1491 608 798 40 12 10 21 2
Spartanburg "Glendale Fire Station" 792 125 634 23 3 2 4 1
Spartanburg "Gramling Methodist" 893 101 760 18 4 2 8 0
Spartanburg "Hayne Baptist" 628 330 269 10 9 0 6 4
Spartanburg "Holly Springs Baptist" 1645 198 1378 43 9 5 12 0
Spartanburg "Chapman High School" 1393 400 940 35 9 0 9 0
Spartanburg "Landrum United Methodist" 1532 329 1150 27 9 4 11 2
Spartanburg "Lyman Town Hall" 1974 453 1451 34 10 4 21 1
Spartanburg "Mayo Elementary" 915 107 789 10 2 1 6 0
Spartanburg "Motlow Creek Baptist" 652 87 540 10 5 1 9 0
Spartanburg "R.D. Anderson Vocational" 959 133 782 25 7 3 8 1
Spartanburg "Swofford Career Center" 1512 235 1219 31 12 5 9 1
Spartanburg "Pauline Glenn Springs Elementary" 634 92 528 5 2 2 3 2
Spartanburg "Pelham Fire Station" 1104 321 696 47 13 1 25 1
Spartanburg "Poplar Springs Fire Station" 1303 321 932 24 7 5 12 2
Spartanburg "Reidville Elementary" 1693 362 1250 46 9 8 16 2
Spartanburg "Roebuck Elementary" 1261 579 643 20 7 2 9 1
Spartanburg "Mt. Moriah Baptist" 543 460 70 8 5 0 0 0
Spartanburg "C.C. Woodson Recreation" 599 572 20 2 3 1 1 0
Spartanburg "St. John's Lutheran" 690 230 409 34 4 0 13 0
Spartanburg "Trinity Methodist" 862 320 467 45 9 3 18 0
Spartanburg "Southside Baptist" 492 392 77 10 5 0 7 1
Spartanburg "Spartanburg High School" 1093 458 558 40 12 4 21 0
Spartanburg "Cornerstone Baptist" 752 459 248 23 12 1 9 0
Spartanburg "Woodland Heights Recreation Center" 883 476 355 18 15 1 15 3
Spartanburg "Holy Communion" 876 539 297 16 8 8 6 2
Spartanburg "Beaumont Methodist" 310 135 163 8 0 1 3 0
Spartanburg "Cleveland Elementary" 571 486 74 4 2 2 2 1
Spartanburg "Ebenezer Baptist" 375 355 11 2 5 0 2 0
Spartanburg "Startex Fire Station" 489 226 246 5 6 2 4 0
Spartanburg "Victor Mill Methodist" 947 337 551 34 9 3 11 2
Spartanburg "Mt. Calvary Presbyterian" 1501 167 1279 20 4 12 17 2
Spartanburg "Wellford Fire Station" 1147 451 645 22 10 3 11 5
Spartanburg "West View Elementary" 2040 645 1283 64 13 7 25 3
Spartanburg "Croft Baptist" 620 328 270 11 3 1 5 2
Spartanburg "Whitlock Jr. High" 733 218 482 17 8 3 4 1
Spartanburg "Bethany Baptist" 637 394 218 12 7 1 3 2
Spartanburg "Eastside Baptist" 736 290 416 22 4 1 3 0
Spartanburg "Mt. Zion Gospel Baptist" 381 212 158 4 5 0 2 0
Spartanburg "Jesse Bobo Elementary" 823 598 189 18 6 3 9 0
Spartanburg "White Stone Methodist" 486 179 293 6 3 0 4 1
Spartanburg "Cudd Memorial" 653 317 304 22 3 1 5 1
Spartanburg "Oakland Elementary" 1079 163 861 29 6 6 11 3
Spartanburg "Boiling Springs Intermediate" 1355 428 874 27 3 6 13 4
Spartanburg "Carlisle Fosters Grove" 1045 152 856 18 4 2 12 1
Spartanburg "Cowpens Depot Museum" 642 209 417 7 2 3 2 2
Spartanburg "Beech Springs Intermediate" 1082 298 720 30 10 3 20 1
Spartanburg "Greater St. James" 1165 291 823 21 13 8 9 0
Spartanburg "Bethany Wesleyan" 1511 343 1112 24 8 6 18 0
Spartanburg "Reidville Fire Station" 1674 431 1158 49 11 6 17 2
Spartanburg "Roebuck Bethlehem" 672 290 355 12 5 2 6 2
Spartanburg "Jesse Boyd Elementary" 675 345 287 16 9 0 16 2
Spartanburg "Anderson Mill Elementary" 1923 704 1096 60 16 14 31 2
Spartanburg "Daniel Morgan Technology Center" 598 173 383 20 9 3 10 0
Spartanburg "Boiling Springs Elementary" 1606 428 1111 41 8 5 13 0
Spartanburg "Boling Springs Jr. High" 549 88 426 16 1 1 16 1
Spartanburg "Chapman Elementary" 796 263 484 21 10 5 11 2
Spartanburg "Mountain View Baptist" 671 79 558 15 3 1 13 2
Spartanburg "Boiling Springs High School" 659 141 484 12 4 4 14 0
