COUNTY AREA TOTAL DEM REP CON IND LIB REF
COUNTY AREA TOTAL Clinton Trump Castle Other Johnson DeLaFuente
Clark 4543 0 236 62 7 10 6 0
Clark 4546 0 427 109 5 17 11 1
Clark 4547 0 262 69 0 3 7 0
Clark 4548 0 284 43 0 3 11 1
Clark 4549 0 342 53 3 5 12 4
Clark 4550 0 264 57 4 4 7 1
Clark 4551 0 374 78 5 8 12 1
Clark 4552 0 592 105 2 7 16 2
Clark 4553 0 716 191 5 23 20 5
Clark 4554 0 162 16 1 1 1 0
Clark 4555 0 509 107 6 12 14 0
Clark 4556 0 509 90 2 14 17 1
Clark 4557 0 616 109 1 10 16 4
Clark 4559 0 595 98 1 21 20 4
Clark 4560 0 341 88 2 10 6 2
Clark 4561 0 451 86 3 11 12 1
Clark 4562 0 244 90 4 6 6 2
Clark 4563 0 290 116 0 6 11 2
Clark 4564 0 122 16 0 1 3 0
Clark 4565 0 822 208 9 19 27 2
Clark 4566 0 625 157 7 13 15 2
Clark 4567 0 944 168 14 31 25 5
Clark 4568 0 73 24 0 0 1 1
Clark 4569 0 489 97 4 8 19 3
Clark 4571 0 38 6 0 2 0 0
Clark 4572 0 1 1 1 1 1 1
Clark 4573 0 141 28 2 6 7 0
Clark 4574 0 0 0 0 0 0 0
Clark 4577 0 772 163 2 16 19 7
Clark 4581 0 838 245 10 20 25 7
Clark 4582 0 563 199 3 11 8 2
Clark 4583 0 594 171 5 18 13 1
Clark 4584 0 619 198 9 23 19 1
Clark 4585 0 473 141 4 9 17 2
Clark 4586 0 914 353 8 27 31 4
Clark 4590 0 293 39 2 6 9 2
Clark 4591 0 162 32 0 4 2 0
Clark 4592 0 86 14 0 2 1 0
Clark 4593 0 333 44 5 4 12 3
Clark 4594 0 1 1 1 1 1 1
Clark 4596 0 106 9 0 3 1 0
Clark 4597 0 762 67 5 11 26 1
Clark 4598 0 510 73 3 4 16 1
Clark 4599 0 544 89 0 13 15 4
Clark 4601 0 45 29 1 1 2 1
Clark 4602 0 519 95 2 11 10 6
Clark 4603 0 225 92 4 8 10 2
Clark 4604 0 165 63 3 2 9 0
Clark 4605 0 821 343 3 37 40 1
Clark 4606 0 47 8 0 2 1 0
Clark 4611 0 326 112 4 16 14 3
Clark 4612 0 670 287 6 37 36 1
Clark 4613 0 1 1 1 1 1 1
Clark 4614 0 50 35 0 2 3 0
Clark 4615 0 0 0 0 0 0 0
Clark 4616 0 826 53 3 12 9 0
Clark 4621 0 376 451 0 23 22 2
Clark 4623 0 648 341 9 31 37 4
Clark 4633 0 547 304 3 20 29 4
Clark 4634 0 799 333 4 21 27 4
Clark 4635 0 359 168 1 14 18 1
Clark 4636 0 1 1 1 1 1 1
Clark 4637 0 1 1 1 1 1 1
Clark 4638 0 0 0 0 0 0 0
Clark 4641 0 65 77 0 2 2 1
Clark 4642 0 378 92 1 9 6 2
Clark 4643 0 276 83 0 13 10 3
Clark 4645 0 0 0 0 0 0 0
Clark 4650 0 142 12 1 1 3 3
Clark 4651 0 1 1 1 1 1 1
Clark 4652 0 655 93 0 14 8 3
Clark 5003 0 103 34 0 3 8 1
Clark 5014 0 1 1 1 1 1 1
Clark 5029 0 549 207 6 11 21 1
Clark 5034 0 583 231 8 25 23 2
Clark 5036 0 308 254 3 10 12 0
Clark 5047 0 502 474 2 29 33 2
Clark 5056 0 317 85 6 17 7 4
Clark 5323 0 637 197 6 20 24 3
Clark 5324 0 453 319 2 21 27 3
Clark 5326 0 333 408 2 19 17 1
Clark 5330 0 472 273 1 21 21 2
Clark 5332 0 257 89 5 10 10 3
Clark 5333 0 532 181 5 22 32 4
Clark 5350 0 573 179 1 22 26 1
Clark 5356 0 234 90 0 7 3 1
Clark 5372 0 415 97 5 11 15 1
Clark 5384 0 347 132 2 8 10 3
Clark 5390 0 272 177 1 6 11 0
Clark 5393 0 361 317 6 14 20 0
Clark 5394 0 332 334 2 16 14 2
Clark 5395 0 178 221 1 3 8 1
Clark 5396 0 521 387 4 11 19 0
Clark 5397 0 577 553 1 24 23 0
Clark 5400 0 346 185 5 7 10 0
Clark 5403 0 287 131 4 14 15 2
Clark 5404 0 647 241 5 17 5 2
Clark 5405 0 782 235 4 23 21 3
Clark 5410 0 557 247 6 25 18 2
Clark 5412 0 650 255 1 27 31 4
Clark 5413 0 637 271 7 23 26 5
Clark 5417 0 471 187 5 25 12 3
Clark 5425 0 442 235 1 13 19 3
Clark 5430 0 541 268 3 25 26 3
Clark 5500 0 0 0 0 0 0 0
Clark 5501 0 151 155 1 5 9 2
Clark 5502 0 0 0 0 0 0 0
Clark 5503 0 0 0 0 0 0 0
Clark 5504 0 430 327 5 24 30 3
Clark 5505 0 532 368 4 20 25 3
Clark 5506 0 0 0 0 0 0 0
Clark 5511 0 301 136 3 9 6 0
Clark 5512 0 551 267 4 21 25 1
Clark 5513 0 741 383 8 31 26 1
Clark 5515 0 294 238 7 14 13 2
Clark 5521 0 254 140 6 7 19 0
Clark 5522 0 598 206 2 13 23 2
Clark 5523 0 487 327 3 19 25 2
Clark 5524 0 118 215 0 14 22 0
Clark 5525 0 107 194 2 7 14 0
Clark 5531 0 191 236 1 10 9 1
Clark 5532 0 303 166 2 14 27 2
Clark 5533 0 366 160 3 9 5 3
Clark 5534 0 314 142 0 10 10 0
Clark 5535 0 300 140 0 5 15 2
Clark 5536 0 578 253 3 19 24 1
Clark 5537 0 613 159 1 14 15 4
Clark 5541 0 75 9 2 1 2 0
Clark 5542 0 387 106 4 11 11 1
Clark 5543 0 262 32 1 4 4 2
Clark 5544 0 494 168 1 16 19 2
Clark 5545 0 728 451 6 19 26 3
Clark 5552 0 510 353 3 17 18 3
Clark 5553 0 348 250 2 17 20 0
Clark 5554 0 390 298 1 19 21 1
Clark 5555 0 241 188 2 12 13 1
Clark 5560 0 394 272 0 23 16 3
Clark 5562 0 400 184 1 10 8 1
Clark 5564 0 438 183 2 17 28 7
Clark 5565 0 528 231 8 17 27 5
Clark 5566 0 367 283 1 19 15 1
Clark 5567 0 459 276 3 26 25 2
Clark 5568 0 408 353 2 14 21 2
Clark 5569 0 390 299 6 19 28 1
Clark 5570 0 444 390 6 11 12 4
Clark 5571 0 505 247 0 11 23 3
Clark 5572 0 509 234 5 33 20 6
Clark 5573 0 350 266 0 14 17 1
Clark 5574 0 155 135 0 9 7 1
Clark 5575 0 235 133 0 10 19 1
Clark 5576 0 324 176 1 10 32 1
Clark 5577 0 372 185 2 17 6 0
Clark 5578 0 370 186 2 15 18 3
Clark 5579 0 262 101 0 4 10 4
Clark 5580 0 538 172 3 19 13 2
Clark 5581 0 623 143 6 16 13 3
Clark 5582 0 495 231 5 19 20 4
Clark 5583 0 399 133 3 7 5 2
Clark 5584 0 409 144 3 20 28 1
Clark 5585 0 481 186 4 20 29 6
Clark 5586 0 529 216 4 18 17 3
Clark 5587 0 435 408 0 24 30 1
Clark 5588 0 135 140 1 6 5 1
Clark 5589 0 144 167 0 5 9 1
Clark 5591 0 297 150 1 5 20 2
Clark 5592 0 337 197 5 12 20 0
Clark 5593 0 437 190 1 20 16 2
Clark 5594 0 371 293 4 23 10 2
Clark 5595 0 347 154 3 14 15 0
Clark 5596 0 702 192 9 19 16 1
Clark 5597 0 216 51 2 7 9 0
Clark 5598 0 623 207 2 25 28 3
Clark 5601 0 507 347 4 20 28 7
Clark 5603 0 552 362 5 21 34 6
Clark 5604 0 614 448 7 24 42 3
Clark 5612 0 302 113 0 11 10 1
Clark 5613 0 458 118 3 9 17 3
Clark 5614 0 371 66 4 11 12 3
Clark 5615 0 227 199 3 9 5 2
Clark 5616 0 398 277 1 18 27 1
Clark 5617 0 904 244 8 18 24 5
Clark 5620 0 666 367 8 18 28 5
Clark 5621 0 358 153 6 12 15 2
Clark 5622 0 229 117 0 5 11 2
Clark 5623 0 581 259 1 12 29 4
Clark 5624 0 352 259 2 11 15 1
Clark 5625 0 354 221 6 11 27 2
Clark 5631 0 308 189 3 12 22 2
Clark 5632 0 471 205 6 14 17 4
Clark 5633 0 396 137 2 12 17 3
Clark 5634 0 259 117 4 5 9 2
Clark 5635 0 858 281 9 27 38 6
Clark 5636 0 378 228 2 10 13 0
Clark 5641 0 43 30 0 2 1 0
Clark 5642 0 218 161 1 7 4 0
Clark 5643 0 0 0 0 0 0 0
Clark 5644 0 0 0 0 0 0 0
Clark 5651 0 787 981 10 37 68 3
Clark 5652 0 601 1008 3 32 43 0
Clark 5653 0 450 439 5 30 51 4
Clark 5654 0 307 258 6 18 22 1
Clark 6040 0 334 249 1 11 19 1
Clark 6057 0 465 397 3 21 19 3
Clark 6062 0 366 250 2 12 23 1
Clark 6066 0 299 260 2 14 20 0
Clark 6109 0 669 350 1 34 32 2
Clark 6362 0 427 169 1 21 21 4
Clark 6424 0 480 304 3 12 22 2
Clark 6431 0 436 305 2 20 13 2
Clark 6434 0 220 177 2 7 5 6
Clark 6440 0 368 302 5 15 20 0
Clark 6463 0 456 276 5 15 11 1
Clark 6469 0 501 447 3 19 45 2
Clark 6470 0 514 414 2 17 18 2
Clark 6471 0 565 358 4 32 22 0
Clark 6475 0 546 326 6 14 28 3
Clark 6477 0 330 297 0 15 21 0
Clark 6484 0 1 1 1 1 1 1
Clark 6486 0 14 13 0 0 1 0
Clark 6487 0 183 440 6 13 21 2
Clark 6488 0 21 50 0 1 6 1
Clark 6490 0 198 300 1 4 12 2
Clark 6492 0 654 540 5 31 36 5
Clark 6493 0 435 435 4 23 25 3
Clark 6494 0 302 333 0 9 20 1
Clark 6496 0 0 0 0 0 0 0
Clark 6497 0 605 605 4 13 41 1
Clark 6498 0 36 106 2 3 6 0
Clark 6499 0 1025 818 3 33 66 4
Clark 6500 0 17 9 0 1 0 0
Clark 6512 0 367 696 0 26 23 1
Clark 6513 0 187 288 0 11 9 0
Clark 6514 0 545 499 4 25 31 2
Clark 6515 0 312 399 2 20 18 2
Clark 6517 0 611 585 1 40 45 0
Clark 6520 0 409 427 2 10 26 3
Clark 6521 0 492 499 1 32 37 2
Clark 6522 0 304 431 1 16 8 0
Clark 6526 0 321 415 0 17 5 0
Clark 6527 0 800 859 12 43 74 2
Clark 6530 0 476 458 1 16 38 0
Clark 6531 0 689 441 11 29 33 3
Clark 6533 0 445 252 4 16 16 2
Clark 6538 0 320 223 3 16 26 1
Clark 6539 0 496 441 1 20 37 3
Clark 6540 0 724 527 4 23 51 4
Clark 6544 0 351 411 3 25 17 2
Clark 6545 0 405 275 0 9 14 0
Clark 6547 0 620 475 7 34 46 2
Clark 6548 0 512 428 4 17 33 2
Clark 6549 0 452 338 2 14 36 1
Clark 6601 0 543 501 17 31 45 8
Clark 6602 0 507 399 3 19 31 1
Clark 6604 0 685 386 5 28 35 2
Clark 6605 0 98 38 0 2 0 0
Clark 6606 0 545 239 2 15 39 3
Clark 6607 0 501 266 5 31 29 5
Clark 6608 0 102 29 0 3 7 1
Clark 6609 0 577 406 6 23 35 2
Clark 6610 0 781 933 2 28 58 0
Clark 6611 0 297 338 2 18 26 1
Clark 6612 0 540 323 3 17 25 3
Clark 6613 0 273 311 2 13 31 0
Clark 6614 0 1 1 1 1 1 1
Clark 6615 0 157 207 1 12 13 1
Clark 6617 0 0 0 0 0 0 0
Clark 6621 0 468 379 2 25 23 2
Clark 6622 0 510 224 7 19 28 4
Clark 6625 0 296 367 0 23 25 0
Clark 6631 0 285 310 0 23 22 1
Clark 6632 0 283 306 3 18 16 1
Clark 6633 0 467 461 4 16 26 4
Clark 6634 0 306 436 1 18 17 2
Clark 6635 0 403 530 3 19 29 1
Clark 6642 0 341 354 2 22 36 1
Clark 6643 0 474 394 4 25 32 1
Clark 6644 0 597 505 2 26 48 1
Clark 6645 0 582 493 2 33 34 5
Clark 6648 0 501 309 4 28 47 1
Clark 6649 0 510 359 4 26 47 2
Clark 6651 0 497 424 10 24 35 0
Clark 6652 0 236 340 0 10 11 1
Clark 6653 0 417 336 0 8 31 1
Clark 6654 0 503 359 2 15 40 1
Clark 6655 0 453 488 2 24 16 3
Clark 6656 0 396 402 3 22 17 1
Clark 6657 0 471 494 3 20 26 1
Clark 6658 0 597 569 1 24 29 1
Clark 6661 0 460 404 1 27 46 1
Clark 6662 0 284 370 3 14 18 0
Clark 6663 0 314 215 1 17 24 1
Clark 6664 0 363 243 2 9 12 1
Clark 6665 0 415 461 0 19 23 2
Clark 6666 0 602 424 3 25 44 2
Clark 6667 0 417 420 3 21 39 1
Clark 6671 0 302 216 2 16 22 2
Clark 6672 0 381 284 0 10 20 3
Clark 6673 0 705 534 4 39 46 2
Clark 6674 0 412 286 4 22 13 0
Clark 6675 0 366 384 2 23 19 1
Clark 6681 0 411 583 2 18 19 0
Clark 6683 0 199 307 3 22 20 2
Clark 6684 0 179 263 1 11 14 0
Clark 6685 0 417 315 5 16 18 0
Clark 6686 0 410 219 4 16 9 1
Clark 6691 0 309 173 3 13 22 3
Clark 6692 0 308 240 0 18 19 2
Clark 6693 0 671 427 2 26 25 3
Clark 6694 0 327 263 2 11 21 0
Clark 6695 0 468 303 1 18 19 2
Clark 6700 0 131 117 0 1 2 0
Clark 6701 0 225 224 4 11 12 1
Clark 6702 0 392 269 1 21 13 2
Clark 6703 0 348 196 5 10 22 0
Clark 6704 0 446 290 1 14 21 4
Clark 6705 0 360 128 3 11 14 2
Clark 6706 0 359 147 6 12 16 2
Clark 6707 0 603 552 2 24 31 2
Clark 6708 0 537 331 1 25 23 3
Clark 6709 0 254 220 3 8 14 2
Clark 6710 0 757 273 2 13 17 3
Clark 6711 0 0 0 0 0 0 0
Clark 6712 0 119 244 2 10 12 0
Clark 6713 0 152 120 1 5 8 0
Clark 6714 0 132 63 0 5 11 0
Clark 6715 0 397 268 2 14 22 2
Clark 6716 0 602 521 0 32 42 1
Clark 6719 0 478 455 5 16 22 1
Clark 6720 0 187 181 2 7 12 1
Clark 6721 0 462 363 3 21 23 1
Clark 6722 0 1 1 1 1 1 1
Clark 6723 0 92 58 2 7 8 2
Clark 6724 0 1215 791 8 38 53 6
Clark 6725 0 738 683 3 36 43 4
Clark 6726 0 306 546 0 17 8 0
Clark 6727 0 337 486 0 12 7 1
Clark 6728 0 538 742 6 39 28 1
Clark 6729 0 201 232 2 12 10 1
Clark 6730 0 518 335 4 24 29 4
Clark 6731 0 405 403 0 13 22 0
Clark 6732 0 419 353 3 14 27 2
Clark 6733 0 621 406 7 24 35 2
Clark 6734 0 436 258 3 21 31 0
Clark 6735 0 846 540 4 35 64 3
Clark 6736 0 309 217 3 14 17 0
Clark 6737 0 341 288 0 14 17 1
Clark 6738 0 490 384 4 26 30 5
Clark 6739 0 451 223 0 15 23 2
Clark 6751 0 992 683 3 35 50 2
Clark 6752 0 981 927 13 49 87 5
Clark 7012 0 515 224 2 14 31 2
Clark 7047 0 431 349 1 15 31 2
Clark 7048 0 503 361 3 21 26 2
Clark 7049 0 371 242 6 26 30 1
Clark 7050 0 347 325 2 11 28 1
Clark 7054 0 390 186 4 18 25 4
Clark 7079 0 612 193 2 20 33 0
Clark 7097 0 498 257 3 18 36 6
Clark 7311 0 327 187 2 17 20 1
Clark 7312 0 627 187 7 16 26 3
Clark 7332 0 496 189 3 11 23 3
Clark 7334 0 192 94 0 5 12 0
Clark 7341 0 394 155 4 9 26 1
Clark 7351 0 282 410 3 18 44 2
Clark 7352 0 306 677 4 23 28 3
Clark 7354 0 350 474 6 22 39 1
Clark 7355 0 474 536 4 31 42 4
Clark 7356 0 223 368 1 23 21 2
Clark 7357 0 402 438 10 31 39 4
Clark 7358 0 126 125 1 10 14 0
Clark 7359 0 462 495 7 22 42 1
Clark 7360 0 235 426 7 12 35 1
Clark 7361 0 157 320 5 11 13 0
Clark 7366 0 302 246 2 9 36 0
Clark 7387 0 371 225 4 12 29 1
Clark 7395 0 448 311 2 25 29 3
Clark 7402 0 436 348 11 23 34 1
Clark 7403 0 504 445 2 20 29 2
Clark 7405 0 521 574 7 22 38 3
Clark 7410 0 413 474 4 31 39 1
Clark 7411 0 577 469 1 26 29 5
Clark 7413 0 596 568 5 26 31 2
Clark 7414 0 464 432 3 17 24 2
Clark 7415 0 522 491 4 24 43 5
Clark 7416 0 337 245 3 24 25 2
Clark 7417 0 375 226 1 14 32 7
Clark 7422 0 664 559 9 25 51 2
Clark 7430 0 440 436 7 28 31 1
Clark 7500 0 695 549 14 46 46 2
Clark 7501 0 78 55 1 1 3 0
Clark 7502 0 467 322 0 11 16 4
Clark 7503 0 217 111 3 9 23 0
Clark 7504 0 58 35 0 3 2 0
Clark 7505 0 0 0 0 0 0 0
Clark 7506 0 273 116 2 15 9 0
Clark 7507 0 644 330 2 18 26 6
Clark 7508 0 228 123 1 7 16 5
Clark 7509 0 476 176 1 20 30 1
Clark 7511 0 0 0 0 0 0 0
Clark 7512 0 287 168 1 9 9 0
Clark 7513 0 792 334 7 26 32 2
Clark 7514 0 0 0 0 0 0 0
Clark 7515 0 522 427 4 18 21 3
Clark 7521 0 12 5 0 0 0 0
Clark 7522 0 1014 415 5 27 52 6
Clark 7523 0 73 38 2 2 3 0
Clark 7524 0 392 230 4 13 24 2
Clark 7525 0 342 149 2 6 14 5
Clark 7526 0 239 133 2 19 13 2
Clark 7527 0 313 216 2 10 26 1
Clark 7528 0 662 281 6 16 47 1
Clark 7529 0 373 213 1 23 35 1
Clark 7530 0 350 270 1 17 32 0
Clark 7531 0 488 208 9 19 20 6
Clark 7532 0 448 215 4 24 18 4
Clark 7533 0 0 0 0 0 0 0
Clark 7534 0 365 936 2 22 28 0
Clark 7535 0 0 0 0 0 0 0
Clark 7536 0 232 593 1 15 17 4
Clark 7541 0 0 0 0 0 0 0
Clark 7542 0 9 14 0 3 1 0
Clark 7543 0 0 0 0 0 0 0
Clark 7545 0 295 639 3 21 22 2
Clark 7550 0 16 24 0 2 4 0
Clark 7551 0 184 616 1 13 15 1
Clark 7552 0 274 592 1 31 22 0
Clark 7553 0 303 429 5 21 35 0
Clark 7554 0 267 341 6 19 21 3
Clark 7555 0 371 658 8 34 60 3
Clark 7561 0 260 583 2 22 44 1
Clark 7562 0 262 557 2 31 47 1
Clark 7563 0 179 433 3 18 20 2
Clark 7564 0 197 457 5 23 20 2
Clark 7569 0 525 494 3 34 38 1
Clark 7570 0 284 308 3 32 33 1
Clark 7571 0 328 249 5 26 26 3
Clark 7572 0 355 318 1 22 28 1
Clark 7573 0 405 555 10 25 27 5
Clark 7574 0 379 507 4 22 25 2
Clark 7575 0 162 319 2 13 11 0
Clark 7581 0 388 709 6 34 42 3
Clark 7582 0 503 604 2 25 51 1
Clark 7583 0 397 687 5 35 51 1
Clark 7584 0 243 482 5 13 23 1
Clark 7585 0 233 616 3 19 27 1
Clark 7590 0 68 90 5 3 7 0
Clark 7591 0 287 404 4 16 28 1
Clark 7592 0 316 356 5 21 30 0
Clark 7593 0 442 827 7 33 52 5
Clark 7594 0 604 1027 13 43 66 3
Clark 7595 0 81 272 3 7 5 0
Clark 7601 0 344 661 6 29 37 3
Clark 7602 0 445 770 4 25 50 1
Clark 7603 0 465 918 8 41 51 3
Clark 7604 0 354 533 2 31 27 0
Clark 7605 0 424 663 10 31 51 2
Clark 7611 0 287 521 5 24 31 2
Clark 7612 0 223 227 1 16 19 1
Clark 7613 0 313 421 6 13 16 0
Clark 7614 0 377 325 7 17 28 1
Clark 7615 0 604 695 5 43 43 3
Clark 7622 0 222 236 4 8 15 2
Clark 7623 0 471 550 7 23 32 3
Clark 7624 0 471 387 2 29 42 4
Clark 7625 0 262 258 3 9 19 1
Clark 7631 0 524 679 3 35 46 2
Clark 7632 0 356 339 2 26 28 2
Clark 7633 0 410 427 1 18 30 1
Clark 7634 0 251 288 2 12 16 1
Clark 7635 0 381 354 1 24 18 0
Clark 7641 0 346 453 0 15 9 2
Clark 7642 0 285 378 3 16 5 0
Clark 7643 0 237 241 1 17 14 0
Clark 7644 0 424 494 1 25 38 0
Clark 7645 0 179 160 1 9 9 1
Clark 7651 0 728 761 2 34 35 4
Clark 7652 0 326 459 1 16 31 1
Clark 7653 0 258 421 4 17 19 3
Clark 7654 0 362 419 0 10 31 1
Clark 7661 0 304 213 5 17 18 1
Clark 7662 0 421 388 5 25 22 2
Clark 7663 0 497 463 4 29 27 2
Clark 7664 0 329 336 1 18 8 1
Clark 7665 0 356 359 6 34 31 3
Clark 7671 0 321 388 1 23 15 0
Clark 7672 0 308 312 2 17 19 1
Clark 7674 0 140 169 1 11 10 0
Clark 7675 0 295 372 2 13 29 1
Clark 7681 0 346 402 2 13 29 1
Clark 7682 0 279 244 4 13 18 2
Clark 7683 0 436 493 2 24 26 0
Clark 7684 0 332 279 6 12 19 0
Clark 7685 0 401 337 4 16 23 2
Clark 7691 0 239 298 0 19 14 0
Clark 7692 0 472 512 1 36 38 5
Clark 7693 0 595 513 3 31 34 3
Clark 7694 0 502 513 5 22 31 1
Clark 7695 0 446 419 6 26 38 2
Clark 7701 0 52 35 0 5 2 0
Clark 7702 0 548 389 6 34 37 2
Clark 7703 0 393 354 0 19 22 2
Clark 7704 0 211 214 1 13 14 0
Clark 7705 0 351 521 1 16 28 1
Clark 7706 0 391 398 5 17 20 1
Clark 7707 0 374 346 1 23 22 0
Clark 7712 0 290 365 5 15 23 0
Clark 7713 0 285 296 3 20 15 4
Clark 7714 0 387 261 6 22 28 3
Clark 7715 0 622 562 2 41 49 2
Clark 7720 0 0 0 0 0 0 0
Clark 7722 0 288 316 0 14 17 1
Clark 7723 0 406 358 4 23 17 2
Clark 7724 0 11 9 0 1 0 0
Clark 7726 0 489 321 4 17 29 0
Clark 7730 0 759 683 4 39 58 4
Clark 7731 0 448 403 4 22 30 2
Clark 7732 0 530 482 8 27 41 3
Clark 7733 0 387 432 3 24 34 4
Clark 7734 0 0 0 0 0 0 0
Clark 7743 0 0 0 0 0 0 0
Clark 7745 0 1 1 1 1 1 1
Clark 9991 0 586 147 9 8 24 7
Clark 9993 0 288 258 4 9 15 0
Clark 9994 0 400 120 2 7 9 1
Clark 9995 0 0 0 0 0 0 0
Clark 9996 0 10 28 0 0 0 0
Douglas 01-Centerville 0 155 467 1 23 9 2
Douglas "02-Fish Springs" 0 297 773 6 43 36 4
Douglas 03-Gardnerville 0 332 536 3 36 35 5
Douglas "04-Carson Valley Estates" 0 207 434 0 19 25 2
Douglas 05-Genoa 0 184 498 0 27 32 0
Douglas "06-Jacks Valley" 0 376 625 6 27 54 0
Douglas 07-Minden 0 256 400 2 22 21 1
Douglas "08-Ranchos I" 0 288 638 8 33 50 4
Douglas "09-Ranchos II" 0 247 502 2 20 37 2
Douglas 10-TRE 0 209 575 10 26 32 0
Douglas "11-Johnson Lane" 0 246 700 1 30 25 2
Douglas 12-Dresslerville 0 65 17 0 15 4 0
Douglas "13-Indian Hills - West" 0 362 523 4 39 38 2
Douglas 14-Pinenut 0 150 525 3 19 23 2
Douglas 15-Valley 0 92 248 1 12 10 1
Douglas 16-Mottsville 0 185 431 0 23 21 1
Douglas 17-Ruhenstroth 0 290 848 3 30 36 5
Douglas "18-Ranchos III" 0 141 300 4 14 29 0
Douglas "19-Ranchos IV" 0 250 500 6 27 37 1
Douglas 20-Birch/Ranchos 0 318 497 5 21 50 2
Douglas 21-Wildhorse 0 237 671 2 30 15 0
Douglas 22-Saratoga 0 296 728 4 23 42 3
Douglas "23-Indian Hills - East" 0 264 428 6 18 20 0
Douglas "24-Topaz Lake" 0 86 287 0 10 7 0
Douglas 25-Pleasantview 0 345 774 5 30 35 1
Douglas 26-Westwood 0 140 336 3 34 15 3
Douglas 27-Winhaven 0 221 398 3 27 24 0
Douglas "28-Orchard Road" 0 104 349 4 25 12 0
Douglas "29-Autumn Hils" 0 162 429 1 8 12 1
Douglas "30-East Fork" 0 1 1 1 1 1 1
Douglas 31-Chichester 0 212 371 4 13 15 1
Douglas "32-East Valley" 0 121 316 0 16 7 1
Douglas "33-Hot Springs" 0 113 314 0 15 18 1
Douglas 34-Sunridge 0 134 237 2 10 23 0
Douglas 35-Glenbrook 0 111 247 0 10 15 0
Douglas 36-Skyland 0 124 246 1 11 13 0
Douglas "37-Zephyr Cove" 0 173 229 2 14 12 0
Douglas "38-Round Hill" 0 224 253 1 12 29 0
Douglas 39-Edgewood 0 103 89 1 2 11 0
Douglas 40-Kingsbury 0 305 385 3 23 34 1
Douglas 41-Daggett 0 325 287 1 17 41 2
Douglas 88 0 1 1 1 1 1 1
Douglas 99 0 1 1 1 1 1 1
Elko 1 0 125 283 4 15 40 8
Elko 10 0 176 549 6 32 36 1
Elko 11 0 142 261 12 13 31 1
Elko 12 0 157 700 10 32 31 2
Elko 13 0 74 351 0 10 13 2
Elko 14 0 207 735 6 34 42 3
Elko 15 0 55 315 9 12 19 5
Elko 16 0 38 308 1 5 10 2
Elko 17 0 3 9 0 1 0 0
Elko 18 0 42 187 2 7 11 2
Elko 19 0 40 162 6 8 9 0
Elko 2 0 126 281 5 9 21 2
Elko 20 0 244 243 3 21 25 5
Elko 21 0 77 55 2 4 14 0
Elko 22 0 147 963 14 24 58 0
Elko 23 0 154 965 9 40 44 1
Elko 24 0 81 610 8 12 30 2
Elko 25 0 92 561 4 8 27 0
Elko 26 0 77 427 4 10 15 2
Elko 27 0 34 256 5 7 7 1
Elko 28 0 12 72 1 2 0 0
Elko 29 0 76 25 0 6 1 0
Elko 3 0 115 315 9 26 31 4
Elko 30 0 0 44 1 3 1 1
Elko 31 0 9 27 1 0 0 0
Elko 32 0 58 592 12 8 19 3
Elko 33 0 14 84 2 3 2 0
Elko 34 0 15 108 1 4 2 0
Elko 35 0 5 90 1 7 2 1
Elko 36 0 18 84 0 5 5 0
Elko 37 0 7 75 2 1 2 1
Elko 38 0 81 77 2 4 4 1
Elko 39 0 12 88 0 4 5 0
Elko 4 0 122 308 3 19 31 2
Elko 40 0 126 861 2 23 31 3
Elko 41 0 134 831 7 27 55 2
Elko 5 0 108 331 6 12 25 1
Elko 6 0 82 338 6 15 33 2
Elko 7 0 71 307 11 15 28 0
Elko 8 0 141 426 6 23 33 3
Elko 88 0 1 1 1 1 1 1
Elko 9 0 104 246 4 17 35 1
Elko 99 0 0 0 0 0 0 0
Esmeralda 1 0 30 135 0 6 8 0
Esmeralda 2 0 3 42 2 1 0 0
Esmeralda 3 0 26 136 1 4 6 0
Esmeralda 4 0 5 10 0 0 1 0
Esmeralda 5 0 1 1 1 1 1 1
Esmeralda 88 0 0 0 0 0 0 0
Esmeralda 99 0 0 0 0 0 0 0
Eureka 1 0 27 272 3 11 7 0
Eureka 2 0 26 223 3 12 3 0
Eureka 3 0 7 114 0 3 5 0
Eureka 4 0 14 114 2 3 4 1
Eureka 88 0 0 0 0 0 0 0
Eureka 99 0 0 0 0 0 0 0
Humboldt 1 0 144 353 10 12 20 1
Humboldt 10 0 43 42 0 15 2 1
Humboldt 11 0 18 177 1 1 8 1
Humboldt 12 0 11 120 1 1 2 0
Humboldt 13 0 28 149 6 3 17 1
Humboldt 14 0 73 421 1 7 19 1
Humboldt 15 0 39 182 3 6 13 1
Humboldt 2 0 176 338 8 23 34 2
Humboldt 3 0 157 330 6 25 34 2
Humboldt 4 0 177 355 7 14 16 3
Humboldt 5 0 191 585 8 22 53 2
Humboldt 6 0 176 672 8 21 31 0
Humboldt 7 0 126 594 13 12 16 0
Humboldt 8 0 7 84 1 3 1 0
Humboldt 88 0 1 1 1 1 1 1
Humboldt 9 0 15 111 1 3 3 0
Humboldt 99 0 1 1 1 1 1 1
Lander 88 0 0 0 0 0 0 0
Lander 99 0 0 0 0 0 0 0
Lander "Argenta 01" 0 81 277 2 18 14 1
Lander "Argenta 02" 0 107 328 3 15 23 2
Lander "Argenta 03" 0 25 107 0 4 0 1
Lander "Argenta 04" 0 66 483 4 14 14 1
