COUNTY AREA TOTAL DEM REP Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
COUNTY AREA TOTAL Clinton Trump Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
Clinton "DEEP CREEK GOOSE LAKE" 0 104 236 1 2 1 16 1 0 1 0 4
Clinton "DEWITT 1" 0 582 641 11 8 4 51 4 0 5 1 9
Clinton "DEWITT 2" 0 665 767 4 15 4 73 3 2 11 0 17
Clinton "DEWITT TWP" 0 255 551 2 6 2 36 3 0 7 0 19
Clinton "EDEN CAMANCHE TWP" 0 98 204 1 2 0 11 2 0 0 0 2
Clinton "ELK RIVER HAMPSHIRE ANDOVER" 0 263 560 2 7 6 39 7 0 3 1 6
Clinton "LIBERTY TORONTO" 0 52 104 1 0 0 5 0 0 1 0 4
Clinton "LOW MOOR" 0 51 85 1 1 2 3 0 0 0 0 2
Clinton "OLIVE GRANT CALAMUS" 0 155 416 5 3 3 21 1 0 6 0 5
Clinton "ORANGE GRAND MOUND" 0 235 357 2 2 7 37 3 0 0 0 12
Clinton "SHARON LOST NATION" 0 98 235 1 4 0 9 2 0 5 0 0
Clinton "SPRING ROCK WHEATLAND" 0 174 340 2 5 4 26 1 0 4 0 1
Clinton "WATERFORD CHARLOTTE" 0 98 216 1 0 1 12 3 0 3 0 1
Clinton "Clinton-WELTON WASHINGTON WELTON Total" 0 187 296 4 4 1 25 2 0 7 0 0
Crawford "Charter Oak" 0 95 379 0 1 3 11 1 0 1 0 5
Crawford "DCAB Precinct" 0 187 515 1 2 0 21 0 0 1 0 1
Crawford "Denison 1st Ward" 0 323 493 1 8 1 22 0 0 3 0 9
Crawford "Denison 2nd Ward - Denison Township" 0 378 569 2 9 1 38 0 2 3 0 10
Crawford "Denison 3rd Ward - Goodrich Township" 0 407 749 5 5 0 27 2 2 2 1 8
Crawford "Northeast Precinct" 0 193 571 8 3 0 20 1 1 5 0 7
Crawford "Southeast Precinct" 0 247 702 7 4 1 17 1 0 3 0 9
Crawford "Crawford-SRK Precinct Total" 0 161 639 1 1 0 16 2 1 1 1 8
Dallas ADAMS 0 201 459 5 4 0 33 1 1 7 0 9
Dallas "ADEL 1" 0 301 409 2 8 0 44 1 1 2 0 11
Dallas "ADEL 2" 0 425 718 4 8 1 85 1 0 16 0 18
Dallas "BEAVER / DES MOINES" 0 395 519 6 8 1 51 2 0 3 0 15
Dallas "CLIVE 5" 0 610 711 4 7 2 59 0 1 22 0 13
Dallas "CLIVE 6" 0 719 882 3 2 0 70 1 0 36 0 33
Dallas "COLFAX / ADEL" 0 189 419 4 1 0 27 0 0 11 0 5
Dallas DESOTO 0 155 222 2 3 2 22 0 0 7 0 4
Dallas "LINCOLN /WASHINGTON /LINN" 0 153 366 2 2 0 21 1 0 5 0 2
Dallas "PERRY 1" 0 486 336 8 10 1 33 2 0 10 0 5
Dallas "PERRY 2" 0 467 322 4 6 0 28 1 2 3 0 17
Dallas "PERRY 3" 0 436 314 2 8 0 37 3 0 4 0 9
Dallas "SPRING VALLEY / DALLAS" 0 176 254 1 2 0 19 0 0 4 1 4
Dallas "SUGAR GROVE / DALLAS CENTER" 0 460 760 7 7 2 43 1 0 15 0 13
Dallas UNION 0 330 606 6 3 2 30 1 0 6 0 12
Dallas "URBANDALE 13" 0 853 1044 7 4 2 103 1 1 19 0 26
Dallas "URBANDALE 14" 0 639 881 4 3 0 36 0 0 17 0 28
Dallas "URBANDALE 15" 0 335 483 1 1 0 39 0 0 21 0 10
Dallas "VAN METER" 0 420 839 7 6 1 82 2 1 20 0 28
Dallas "WALNUT / GRIMES /  GRANT" 0 391 689 5 1 3 67 0 0 15 1 14
Dallas "WAUKEE 1" 0 626 776 6 7 1 78 0 1 28 2 20
Dallas "WAUKEE 2" 0 572 586 3 9 0 86 0 0 21 0 22
Dallas "WAUKEE 3" 0 846 763 9 1 3 64 3 2 28 0 26
Dallas "WAUKEE 4" 0 556 815 3 4 1 55 1 0 22 0 34
Dallas "WAUKEE 5" 0 484 596 4 9 1 73 1 0 22 1 14
Dallas "WAUKEE 6" 0 500 609 3 6 0 69 0 1 23 1 18
Dallas "WEST DES MOINES 221" 0 860 893 3 13 0 76 0 1 14 0 31
Dallas "WEST DES MOINES 222" 0 617 553 4 7 0 44 1 0 17 0 23
Dallas "WEST DES MOINES 223" 0 457 479 0 6 0 49 0 0 23 1 12
Dallas "WEST DES MOINES 224" 0 70 101 1 1 0 12 0 0 10 0 0
Dallas "WEST DES MOINES 225" 0 898 825 10 14 1 102 3 2 44 0 27
Dallas "WEST DES MOINES 226" 0 430 366 8 6 1 65 1 0 15 0 16
Dallas "WEST DES MOINES 321" 0 416 423 3 3 1 40 0 1 7 1 13
Dallas "Dallas-WEST DES MOINES 322 Total" 0 228 321 2 1 0 15 0 0 2 0 3
Davis "BLOOMFIELD WARD 1" 0 161 293 5 5 1 14 0 0 4 0 2
Davis "BLOOMFIELD WARD 2" 0 159 281 1 2 0 9 1 0 3 0 1
Davis "BLOOMFIELD WARD 3" 0 129 241 0 3 0 12 0 0 4 0 2
Davis CENTRAL 0 155 445 1 1 3 7 0 0 0 0 5
Davis NORTHEAST 0 118 481 3 4 0 13 1 1 2 0 6
Davis NORTHWEST 0 98 389 4 6 1 12 2 0 6 0 1
Davis SOUTHEAST 0 91 399 1 2 0 12 2 0 0 0 3
Davis "Davis-SOUTHWEST Total" 0 66 194 2 2 1 6 1 0 2 0 0
Decatur BL/FA/Lamoni 0 539 555 4 14 1 49 0 1 9 0 8
Decatur "BU/HA/MO/NB/Davis City/Pleasanton" 0 59 292 6 6 0 9 0 0 2 0 5
Decatur CE/ED/Leon 0 294 693 11 6 0 31 3 0 4 0 12
Decatur "DE/Decatur City" 0 38 143 1 0 0 6 1 0 1 0 0
Decatur "FR/LC/Van Wert/Weldon" 0 119 234 1 2 0 6 1 0 2 1 2
Decatur "GG/HP/WO/Garden Grove/LeRoy" 0 93 222 3 1 0 18 0 0 2 0 1
Decatur "Decatur-GR/RL/Grand River Total" 0 59 157 0 0 0 4 0 0 0 0 3
Delaware "Adams/Hazel Green" 0 191 363 2 2 0 21 0 0 8 0 3
Delaware Colony 0 110 284 1 4 2 16 3 0 2 0 2
Delaware Delaware 0 151 420 2 2 0 5 1 0 1 0 4
Delaware "Delhi/Delaware Corp" 0 182 416 4 5 1 18 1 0 4 0 3
Delaware "Honey Creek/Elk" 0 232 520 1 3 2 27 3 0 2 0 1
Delaware "Manchester Ward 1" 0 311 373 2 3 1 31 4 0 9 0 9
Delaware "Manchester Ward 2" 0 328 487 4 1 0 35 3 0 3 0 7
Delaware "Manchester Ward 3" 0 387 430 1 3 2 44 2 0 6 0 10
Delaware Milo/Prairie 0 303 668 3 3 0 38 3 0 2 1 3
Delaware "Oneida/N Fork/Bremen" 0 315 986 13 5 6 39 13 0 6 0 14
Delaware "Richland/Coffins Grove" 0 216 362 3 6 4 27 5 0 3 0 4
Delaware "Delaware-South Fork/Union Total" 0 231 385 2 3 0 36 1 0 1 1 9
"Des Moines" DM 0 247 611 3 4 3 31 2 0 12 0 17
"Des Moines" FM 0 567 790 4 7 1 43 1 0 9 1 14
"Des Moines" HJ 0 185 478 1 3 0 20 1 0 5 0 13
"Des Moines" MY 0 443 983 5 3 2 43 4 0 9 0 19
"Des Moines" "Pct 1T" 0 656 901 8 15 5 51 2 1 9 0 29
"Des Moines" "Pct 2" 0 730 619 6 10 2 43 4 1 7 1 29
"Des Moines" "Pct 3" 0 584 491 1 13 4 57 4 1 15 0 25
"Des Moines" "Pct 4" 0 583 417 2 13 1 52 6 0 8 0 19
"Des Moines" "Pct 5" 0 620 571 5 4 2 40 2 0 6 0 18
"Des Moines" "Pct 6" 0 429 231 3 8 4 28 0 0 3 0 15
"Des Moines" "Pct 7" 0 680 656 8 14 5 61 4 2 10 0 24
"Des Moines" "Pct 8" 0 808 823 9 10 3 52 3 2 14 2 18
"Des Moines" "Pct 9" 0 724 707 10 12 1 33 4 0 12 0 27
"Des Moines" PW 0 97 294 1 5 0 11 0 0 2 0 5
"Des Moines" Union 0 164 272 4 1 1 16 0 0 1 0 4
"Des Moines" "Des Moines-WB Total" 0 695 685 5 12 2 54 3 1 8 0 24
Dickinson "Precinct 6 & No. 7" 0 125 272 1 2 0 14 0 0 1 0 5
Dickinson "Precinct No. 1" 0 181 511 2 4 1 25 0 0 7 0 5
Dickinson "Precinct No. 10-City-Wahpeton-W Okoboji-ILCC" 0 164 336 2 0 0 15 0 0 2 0 2
Dickinson "Precinct No. 11" 0 256 390 1 6 0 23 0 0 4 0 5
Dickinson "Precinct No. 12" 0 149 378 2 2 1 12 1 0 4 0 1
Dickinson "Precinct No. 13" 0 247 536 4 3 3 26 2 0 6 0 5
Dickinson "Precinct No. 14" 0 163 288 1 4 0 7 0 0 2 0 7
Dickinson "Precinct No. 15" 0 471 1008 4 10 2 47 2 3 6 0 17
Dickinson "Precinct No. 2" 0 183 443 2 4 0 15 0 0 4 0 11
Dickinson "Precinct No. 3" 0 224 412 2 3 0 13 1 0 3 0 2
Dickinson "Precinct No. 4" 0 79 167 1 2 0 9 0 0 2 0 1
Dickinson "Precinct No. 5" 0 278 648 3 2 4 19 1 1 1 0 10
Dickinson "Precinct No. 8" 0 512 1281 6 12 3 61 1 2 9 0 18
Dickinson "Dickinson-Precinct No. 9 Total" 0 24 83 0 0 0 6 0 0 0 0 0
Dubuque "ARC Building" 0 585 450 1 13 0 52 0 0 10 0 9
Dubuque "Asbury City Hall" 0 878 816 0 13 2 71 3 1 16 2 18
Dubuque "Beckman High School" 0 430 890 4 5 0 44 1 2 7 1 13
Dubuque "Bernard Fire Station" 0 121 216 2 2 0 14 1 0 0 0 4
Dubuque "Cascade City Hall" 0 554 681 0 2 0 57 3 3 5 0 13
Dubuque "Dyersville Social Center" 0 231 414 1 4 0 36 1 0 4 0 5
Dubuque "Election Annex" 0 469 209 2 9 3 22 1 0 8 0 6
Dubuque "Emmaus Bible School" 0 571 514 6 6 0 54 2 0 15 0 13
Dubuque "Epworth Council Chambers" 0 592 801 2 4 1 50 6 0 8 1 10
Dubuque "Farley Community Center" 0 305 442 1 3 1 38 1 0 2 0 3
Dubuque "Federal Building" 0 651 345 0 22 1 66 2 0 5 1 14
Dubuque "Fogarty Hall" 0 936 645 4 22 1 64 2 0 14 1 25
Dubuque "Holy Trinity Church" 0 688 553 1 13 0 55 2 0 7 0 20
Dubuque "Hope Church" 0 598 901 2 9 2 60 2 1 9 0 20
Dubuque "Key West Fire Station" 0 743 1048 3 9 0 53 3 1 14 0 10
Dubuque "Luxemburg City Hall" 0 364 930 0 6 0 54 1 0 7 0 6
Dubuque "Meadow Golf Course" 0 859 1260 2 11 1 84 3 0 20 0 21
Dubuque "Moose Lodge 355" 0 545 467 1 11 1 37 2 0 6 0 10
Dubuque "Operation New View" 0 242 414 2 3 0 13 3 0 5 0 5
Dubuque "Peosta Community Center" 0 805 1276 0 7 3 93 2 1 13 0 18
Dubuque "Rockdale Methodist Church" 0 836 952 3 16 1 86 5 0 6 0 14
Dubuque "Sacred Heart Church" 0 528 317 4 13 0 39 1 0 4 0 13
Dubuque "SS Peter and Paul School" 0 592 979 0 9 1 73 6 0 8 1 19
Dubuque "St John's Church" 0 400 267 2 11 4 45 1 0 5 0 12
Dubuque "Summit Church" 0 809 731 1 15 4 68 3 1 6 0 20
Dubuque "Swiss Valley Nature Center" 0 495 787 2 4 1 57 1 0 5 0 11
Dubuque "The Journey Church" 0 1050 925 0 12 0 73 2 2 8 0 23
Dubuque Theisens 0 970 818 1 9 1 64 2 0 12 2 22
Dubuque "Tri-State Blind Five" 0 923 811 1 10 4 86 2 0 16 0 17
Dubuque "Tri-State Blind Seven" 0 1029 742 3 15 4 57 6 0 7 1 21
Dubuque "U.A.W. Local 94 Hall" 0 716 563 0 14 1 60 2 0 9 0 16
Dubuque "Westminster Church Nine" 0 744 528 1 24 0 77 2 0 11 0 26
Dubuque "Westminster Church Ten" 0 907 667 4 20 0 86 10 0 17 1 17
Dubuque "Windsor Park" 0 857 645 2 15 0 55 3 0 7 1 12
Dubuque "Dubuque-Y Building Total" 0 827 456 2 18 1 70 1 0 9 0 18
Emmet AG-IL-Armstrong 0 158 500 3 1 0 12 3 0 2 0 2
Emmet CN-SL-Gruver 0 44 162 0 0 0 15 1 0 0 0 0
Emmet DM-JC-Ringsted 0 77 218 0 0 3 7 4 0 0 0 3
Emmet EL-LN-Dolliver 0 38 154 1 1 0 2 0 0 0 0 1
Emmet Emmet-Estherville 0 67 251 2 3 0 9 0 0 1 0 0
Emmet "Estherville Ward 1" 0 205 450 3 4 1 23 3 0 3 0 12
Emmet "Estherville Ward 2" 0 170 360 2 3 2 15 2 0 3 0 4
Emmet "Estherville Ward 3" 0 213 329 0 4 3 20 1 0 3 0 3
Emmet "Estherville Ward 4" 0 166 259 3 5 0 17 1 0 3 1 6
Emmet "Estherville Ward 5" 0 147 232 3 3 2 12 1 0 1 0 3
Emmet "Emmet-HL-TM-Wallingford Total" 0 72 209 3 2 2 7 0 0 0 0 7
Fayette "AUBURN TWP AUBURN TWP" 0 77 203 0 3 1 12 0 0 2 0 1
Fayette "BANKS-FREMONT TWP SUMNER-" 0 128 309 3 1 2 18 2 0 2 0 3
Fayette "BETHEL-WINDSOR TWP BETHEL" 0 175 315 1 2 2 16 0 0 0 0 1
Fayette "CENTER TWP RANDALIA- INC." 0 42 118 2 3 0 5 1 0 1 0 1
Fayette "CLERMONT TWP CLERMONT- IN" 0 138 317 1 0 0 14 1 0 5 0 6
Fayette "DOVER TWP." 0 63 204 2 2 0 4 1 0 1 1 2
Fayette "EDEN TWP WAUCOMA- INC." 0 82 179 2 1 1 6 3 0 1 0 3
Fayette "FAIRBANK- INC." 0 99 104 0 0 1 6 0 0 0 0 2
Fayette "FAIRFIELD-PUTNAM TWP ARLI" 0 143 314 2 5 3 12 0 0 1 0 1
Fayette "HARLAN TWP MAYNARD- INC." 0 149 249 3 1 0 10 1 0 2 0 3
Fayette "ILLYRIA TWP WADENA- INC." 0 94 161 1 2 0 10 0 0 1 0 2
Fayette "JEFFERSON TWP." 0 116 158 1 2 1 5 3 0 2 0 2
Fayette "OELWEIN - WARD 1" 0 334 333 8 5 5 40 1 1 4 0 8
Fayette "OELWEIN - WARD 2" 0 283 242 2 6 5 24 1 1 2 0 7
Fayette "OELWEIN - WARD 3" 0 322 222 3 3 5 18 0 0 5 0 8
Fayette "OELWEIN - WARD 4" 0 402 373 3 3 3 20 5 1 10 0 8
Fayette "ORAN TWP." 0 76 148 1 0 0 14 0 0 1 0 2
Fayette "PLEASANT VALLEY TWP ELGIN" 0 160 302 2 6 2 16 2 0 3 0 3
Fayette "SCOTT TWP STANLEY- INC." 0 34 90 0 0 0 7 1 0 0 0 0
Fayette "SMITHFIELD TWP." 0 39 87 0 0 0 1 0 0 3 0 2
Fayette "UNION TWP." 0 54 186 1 2 0 6 0 0 2 0 1
Fayette "WEST UNION - WARD 1" 0 188 246 0 4 1 12 0 0 8 0 4
Fayette "WEST UNION - WARD 2" 0 112 180 0 1 0 11 0 0 2 0 2
Fayette "WEST UNION - WARD 3" 0 127 241 3 2 0 6 1 0 5 0 9
Fayette "Fayette-WESTFIELD TWP FAYETTE- IN Total" 0 252 339 2 8 3 35 1 1 2 0 23
Floyd "CC1 (Courthouse)" 0 505 526 6 6 1 40 2 1 1 1 11
Floyd "CC2 (Messiah)" 0 605 610 5 13 2 30 2 0 15 0 16
Floyd "CC3 (Trinity)" 0 527 536 7 18 0 33 2 1 9 1 9
Floyd Floyd-Cedar-Niles 0 294 562 4 3 0 23 5 0 7 0 5
Floyd "Rock Grove-Rudd" 0 469 598 3 8 2 54 1 1 13 0 7
Floyd Rockford-Ulster 0 254 526 5 6 1 18 2 0 3 1 7
Floyd "Scott-Union-Pleasant Grove" 0 176 335 5 3 2 7 0 0 5 0 4
Floyd "Floyd-St. Charles-Riverton Total" 0 349 682 8 3 0 36 2 0 10 0 10
Franklin "Geneva / Ingham / East Mott" 0 96 268 0 4 0 7 0 0 2 0 1
Franklin "Grant / Osceola" 0 74 206 0 0 0 13 1 0 5 0 3
Franklin "Hamilton / Lee / Reeve" 0 89 241 1 0 1 10 0 0 3 0 0
Franklin "Hampton 1" 0 140 178 1 5 0 22 0 0 2 0 5
Franklin "Hampton 2" 0 168 267 2 1 1 24 1 0 0 0 1
Franklin "Hampton 3" 0 194 291 4 5 0 23 0 0 5 0 9
Franklin "Hampton 4" 0 176 218 1 6 0 15 1 1 3 0 5
Franklin Marion 0 81 234 2 2 0 16 0 0 1 0 1
Franklin "Oakland / Morgan" 0 87 242 0 2 1 18 0 0 1 0 2
Franklin "Richland / Ross / West Fork" 0 266 639 5 6 2 27 0 1 2 0 8
Franklin "West Mott" 0 67 175 0 0 0 6 0 0 4 0 1
Franklin "Franklin-Wisner / Scott Total" 0 55 204 0 0 0 7 1 0 0 0 2
Fremont Farragut 0 184 450 2 3 2 17 1 2 2 0 11
Fremont Green/Riverside/Scott 0 255 672 2 7 6 46 2 0 7 1 6
Fremont Hamburg/Washington 0 189 432 7 2 1 16 3 1 7 0 4
Fremont Riverton 0 63 172 0 1 1 7 0 0 0 1 2
Fremont "Fremont-Sidney Total" 0 272 681 4 8 0 29 3 0 3 0 8
Greene "Central Precinct" 0 172 451 0 8 0 21 0 0 2 0 7
Greene "East Precinct" 0 245 428 3 4 4 29 1 1 4 1 13
Greene "Jefferson 1 Precinct" 0 258 355 3 6 4 24 0 0 9 0 3
Greene "Jefferson 2 Precinct" 0 276 413 2 2 0 17 0 0 3 0 11
Greene "Jefferson 3 Precinct" 0 397 430 8 4 0 29 2 0 7 0 15
Greene "North Precinct" 0 210 384 2 5 1 21 1 0 2 0 4
Greene "Greene-West Precinct Total" 0 133 359 2 2 0 19 0 0 2 0 2
Grundy "PRECINCT 1" 0 271 600 7 3 2 34 3 0 6 0 13
Grundy "PRECINCT 2" 0 114 309 0 5 0 20 1 0 7 0 6
Grundy "PRECINCT 3" 0 138 658 2 4 1 32 3 0 5 0 9
Grundy "PRECINCT 4" 0 84 394 4 4 0 12 0 2 9 0 2
Grundy "PRECINCT 5" 0 442 833 6 5 2 41 2 0 5 0 18
Grundy "PRECINCT 6" 0 385 926 11 7 3 52 6 1 7 0 20
Grundy "Grundy-PRECINCT 7 Total" 0 422 807 7 10 3 42 6 0 11 0 28
Guthrie "BLACK PRECINCT" 0 132 270 1 0 2 13 0 0 3 0 3
Guthrie "BLUE PRECINCT" 0 395 763 2 5 2 46 0 0 3 0 17
Guthrie "BROWN PRECINCT" 0 155 337 4 2 1 15 1 0 1 0 9
Guthrie "GOLD PRECINCT" 0 346 674 3 3 3 79 3 0 5 0 4
Guthrie "GREEN PRECINCT" 0 196 414 3 3 2 30 0 0 2 0 4
Guthrie "PURPLE PRECINCT" 0 379 668 4 6 4 57 2 0 4 0 13
Guthrie "RED PRECINCT - BAYARD/HIGHLAND/ORANGE" 0 86 289 0 0 0 10 0 0 0 0 2
Guthrie "Guthrie-WHITE PRECINCT Total" 0 43 213 3 0 1 8 1 0 0 0 1
Hamilton "Precinct 1" 0 217 453 4 2 2 26 1 1 7 0 11
Hamilton "Precinct 2" 0 149 399 3 0 1 20 1 0 5 0 6
Hamilton "Precinct 3" 0 321 732 5 2 0 46 0 0 11 0 7
Hamilton "Precinct 4" 0 343 648 9 3 0 31 1 0 7 0 12
Hamilton "Precinct 5" 0 177 417 2 5 0 29 2 0 6 0 5
Hamilton "Webster City 1" 0 525 638 13 6 1 43 1 0 15 0 13
Hamilton "Webster City 2" 0 617 761 7 8 0 49 0 1 14 0 19
Hamilton "Hamilton-Webster City 3/Cass Total" 0 377 415 8 5 1 15 2 1 3 0 7
Hancock "Precinct #1" 0 194 427 0 8 0 16 1 0 1 0 6
Hancock "Precinct #10" 0 59 116 1 0 0 6 0 0 1 0 1
Hancock "Precinct #2" 0 69 136 0 1 2 14 1 0 0 0 1
Hancock "Precinct #3" 0 51 129 0 1 2 6 0 0 0 0 1
Hancock "Precinct #4" 0 319 967 6 2 0 30 2 0 7 0 11
Hancock "Precinct #5" 0 34 144 1 0 0 5 0 0 0 0 0
Hancock "Precinct #6" 0 538 1207 7 8 4 54 5 1 7 0 17
Hancock "Precinct #7" 0 130 309 7 3 0 14 1 0 7 0 3
Hancock "Precinct #8" 0 76 196 0 1 0 8 3 0 2 0 1
Hancock "Hancock-Precinct #9 Total" 0 117 346 1 0 0 13 0 0 6 0 0
Hardin Alden/Buckeye 0 208 432 0 3 0 26 0 1 1 0 5
Hardin Concord/Sherman/Grant/Tipton 0 351 875 3 2 0 52 1 0 12 0 8
Hardin "Eldora City" 0 381 745 1 5 0 56 2 0 8 0 9
Hardin Eldora/Pleasant/Providence/Union 0 265 611 2 4 0 23 0 0 10 1 12
Hardin Etna/Clay 0 370 767 0 5 0 32 1 1 10 0 6
Hardin Hardin/Ellis/Jackson 0 287 527 0 2 0 20 0 1 8 1 4
Hardin "Iowa Falls #1" 0 435 486 1 3 2 43 2 0 12 1 12
Hardin "Hardin-Iowa Falls #2 Total" 0 490 811 1 4 1 46 3 1 8 1 13
Harrison "Precinct #1" 0 55 80 2 4 0 4 0 0 0 0 1
Harrison "Precinct #10 - Logan" 0 213 409 5 4 1 29 2 0 3 0 10
Harrison "Precinct #11 - St John" 0 200 501 4 3 1 15 1 0 4 0 7
Harrison "Precinct #12 - Missouri Valley" 0 431 752 6 10 2 34 5 0 6 1 13
Harrison "Precinct #13" 0 122 456 2 4 1 18 0 0 1 0 11
Harrison "Precinct #2" 0 81 225 3 2 0 8 1 0 4 0 3
Harrison "Precinct #3" 0 272 422 2 9 0 17 1 0 1 0 4
Harrison "Precinct #4" 0 109 251 5 2 0 5 1 0 3 0 1
Harrison "Precinct #5" 0 133 456 0 4 1 13 1 1 3 0 4
Harrison "Precinct #6" 0 77 187 3 1 0 11 0 0 1 0 1
Harrison "Precinct #7 - Woodbine" 0 213 466 3 2 1 24 5 2 3 0 7
Harrison "Precinct #8" 0 133 293 1 1 0 14 0 0 6 0 2
Harrison "Harrison-Precinct #9 Total" 0 92 404 1 4 0 18 0 0 4 0 4
Henry "Central Precinct" 0 384 1015 4 12 4 41 2 0 9 1 17
Henry "Mt Pleasant Ward 1" 0 332 515 3 14 2 27 2 1 7 1 10
Henry "Mt Pleasant Ward 2" 0 366 491 3 19 2 52 2 0 12 1 12
Henry "Mt Pleasant Ward 3" 0 335 501 3 16 2 39 0 1 9 0 11
Henry "Mt Pleasant Ward 4" 0 244 427 4 14 1 25 0 0 21 0 7
Henry "Northeast Precinct" 0 242 600 6 8 0 32 0 0 5 0 10
Henry "Northwest Precinct" 0 265 639 7 10 1 35 2 0 6 0 8
Henry "Southeast Precinct" 0 553 1040 7 15 2 58 4 2 23 1 12
Henry "Henry-Southwest Precinct Total" 0 183 551 3 5 1 28 2 0 8 0 7
Howard Afton/Howard/Paris 0 262 442 0 4 1 24 1 0 3 1 6
Howard "Albion/Forest City" 0 160 261 6 5 3 15 0 0 1 0 4
Howard "Cresco 1A" 0 119 141 1 4 0 12 1 0 0 0 3
Howard "Cresco 2" 0 311 346 0 3 2 21 3 0 4 0 11
Howard "Cresco 3" 0 246 334 3 9 4 15 0 0 0 0 6
Howard "New Oregon" 0 130 282 1 4 2 11 0 0 1 0 4
Howard Riceville/Jamestown 0 111 229 0 2 0 9 3 0 3 0 5
Howard "Saratoga/Howard Center" 0 132 228 2 1 0 10 1 0 1 0 2
Howard "Howard-Vernon Springs Total" 0 206 348 2 6 1 14 2 0 2 0 6
Humboldt "Avery-North Weaver" 0 76 189 4 1 0 1 1 0 1 0 1
Humboldt "Dakota City-Grove" 0 142 412 0 5 2 20 1 0 1 0 5
Humboldt "Delana-Wacousta-North Rutland" 0 76 262 2 1 0 12 0 0 2 0 6
Humboldt "Humboldt 1-Corinth-S. Weaver" 0 278 832 2 4 1 21 0 1 10 1 9
Humboldt "Humboldt 2-Beaver-South Norway" 0 262 624 1 2 1 27 1 1 12 0 14
Humboldt "Humboldt 3-South Rutland" 0 271 694 1 4 1 32 4 0 7 0 10
Humboldt "Humboldt-West Vernon" 0 60 267 0 1 0 10 0 0 2 0 3
Humboldt "North Lake-East Vernon" 0 51 151 2 0 0 2 1 0 2 0 1
Humboldt "Humboldt-South Lake-North Norway Total" 0 36 137 1 2 1 2 0 0 3 1 0
Ida "City of Arthur" 0 62 331 0 1 0 14 0 0 1 0 5
Ida "City of Battle Creek and Grant Twp" 0 158 646 5 0 1 22 1 0 3 1 8
Ida "City of Galva" 0 37 212 0 0 0 7 0 0 3 0 0
Ida "City of Holstein" 0 260 627 2 3 0 38 0 0 6 1 5
Ida "Ida Grove Ward 1" 0 98 218 0 1 1 11 1 0 0 0 2
Ida "Ida Grove Ward 2" 0 83 310 1 1 2 6 0 0 2 0 0
Ida "Ida-Ida Grove Ward 3 Total" 0 94 311 0 3 0 5 0 0 1 0 1
Iowa "Dayton / English I" 0 82 223 6 2 0 18 0 1 4 0 1
Iowa "English II" 0 191 319 5 3 0 18 1 1 4 0 5
Iowa "Fillmore / Greene" 0 247 410 7 9 1 20 1 0 4 0 4
Iowa "Hartford I / Sumner" 0 103 263 3 2 1 10 0 0 3 0 2
Iowa "Hartford II / Lincoln" 0 184 410 3 2 0 25 2 1 2 0 2
Iowa "Hilton / Washington" 0 237 478 4 4 0 22 1 0 6 0 10
Iowa "Honey Creek / Marengo Rural" 0 103 272 2 3 0 6 0 0 3 0 1
Iowa "Lenox / Iowa" 0 629 784 5 13 3 55 3 1 11 0 19
Iowa "Marengo City" 0 429 623 5 7 4 51 3 0 9 0 21
Iowa "Pilot / Troy / York" 0 183 470 6 1 0 18 0 0 5 0 7
Iowa "Iowa-Williamsburg Total" 0 696 953 23 15 0 74 3 2 3 0 13
Jackson "Andrew City Hall - Pct 6" 0 188 418 6 5 1 30 0 1 5 0 7
Jackson "Bellevue Community Center - Pct 1" 0 714 830 3 13 2 62 1 0 11 0 25
Jackson "Courthouse Courtroom - Pct 7" 0 297 557 3 5 2 19 3 0 3 0 9
Jackson "Courthouse North Lobby - Pct 15" 0 268 300 4 9 0 17 1 0 4 0 7
Jackson "LaMotte Recreation Center - Pct 3" 0 191 356 4 4 1 10 1 0 1 0 3
Jackson "Maquoketa City Hall - Pct 14" 0 223 238 3 5 3 14 1 0 4 0 1
Jackson "Maquoketa Fire Station - Pct 16" 0 332 354 3 8 1 25 0 0 12 0 9
Jackson "Miles City Hall - Pct 10" 0 121 254 1 3 0 13 1 1 0 0 3
Jackson "Monmouth City Hall - Pct 5" 0 138 244 2 0 1 12 0 1 2 0 5
Jackson "Preston Community Hall - Pct 9" 0 259 628 8 6 0 27 1 1 2 1 9
Jackson "Sabula City Hall - Pct 11" 0 136 242 0 2 0 8 0 0 1 0 2
Jackson "Senior Citizens Building - Pct 12" 0 218 234 2 7 1 23 1 1 5 0 6
Jackson "Skilled Unit Hospital Lobby - Pct 13" 0 181 213 2 7 2 14 1 1 0 1 9
Jackson "Springbrook City Hall - Pct 8" 0 136 257 3 4 0 12 1 0 0 0 1
Jackson "St. Donatus City Hall - Pct 2" 0 194 394 6 2 0 19 0 0 2 0 1
Jackson "Jackson-St. Lawrence Community Hall - Pct 4 Total" 0 241 305 3 5 0 14 0 1 3 0 5
Jasper "CLEAR CREEK/POWESHIEK" 0 310 544 9 6 5 44 1 0 7 0 12
Jasper "COLFAX WARD 1" 0 129 147 0 3 0 6 1 0 4 0 5
Jasper "COLFAX WARD 2" 0 159 196 3 1 1 15 1 0 2 0 9
Jasper "COLFAX WARD 3" 0 136 150 1 3 4 13 0 0 1 0 2
Jasper "DES MOINES" 0 382 764 5 3 4 56 3 1 5 0 25
