COUNTY AREA TOTAL DEM REP Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
COUNTY AREA TOTAL Clinton Trump Castle Stein Vacek Johnson Kahn DeLaFuente McMullin LaRiva Writein
Mitchell "Osage City Ward 3" 0 174 236 2 1 0 29 0 0 0 0 3
Mitchell "Osage City Ward 4" 0 219 225 1 8 1 26 4 0 2 1 3
Mitchell "Osage Methodist Church" 0 133 255 1 2 2 18 0 0 1 0 2
Mitchell "Riceville City Hall" 0 166 246 2 1 0 9 0 0 7 0 3
Mitchell "St. Ansgar Lutheran Parish Center" 0 275 591 2 3 1 26 2 0 4 0 3
Mitchell "Mitchell-Stacyville Library Total" 0 139 221 1 4 2 14 3 0 1 0 6
Monona "AS-BV-KB-LN-NW FR-TU" 0 136 302 1 0 1 8 0 0 2 1 1
Monona "Castana - Center - Jordan" 0 58 143 1 0 0 5 2 0 0 0 1
Monona "Cooper - Maple - Mapleton" 0 225 558 1 3 0 19 0 0 3 1 8
Monona "Fairview-Grant-Lake- Rodney-Whiting-West Fork" 0 162 511 2 3 1 21 1 0 2 0 2
Monona "Moorhead-Soldier-Soldier City-Spring Valley-Willow" 0 103 288 0 5 1 14 0 0 1 0 5
Monona "Onawa Ward 1" 0 99 189 1 3 0 8 0 0 0 0 6
Monona "Onawa Ward 2 - NE Franklin" 0 100 269 2 5 0 9 0 0 3 0 7
Monona "Onawa Ward 3" 0 112 245 0 0 1 14 0 0 0 0 0
Monona "Onawa Ward 4" 0 89 196 0 3 0 5 1 0 1 0 5
Monona "Sherman-SE Franklin-Blencoe-Sioux" 0 87 198 1 0 0 5 0 0 0 0 3
Monona "Monona-St. Clair - Ute Total" 0 76 221 1 0 0 4 0 0 0 0 1
Monroe "No. 1 - Albia First Ward" 0 171 317 0 3 2 22 0 1 2 0 2
Monroe "No. 2 - Albia Second Ward" 0 95 290 4 3 0 20 0 0 0 0 3
Monroe "No. 3 - Albia Third Ward" 0 124 197 0 0 1 10 0 0 0 0 3
Monroe "No. 4 - Albia Fourth Ward" 0 151 258 3 2 0 10 0 0 2 0 3
Monroe "No. 5 - Courthouse" 0 266 943 8 1 0 31 0 0 9 0 2
Monroe "No. 6 - Lovilia City and BC/CE/UN Twps" 0 144 418 4 4 0 10 1 0 2 0 1
Monroe "Monroe-No. 7 - Melrose City and FR/JK/WY/ Twps Total" 0 105 215 1 0 0 1 0 0 0 0 0
Montgomery "#1 Gold Fair Building" 0 255 614 4 8 3 29 1 0 5 0 5
Montgomery "#2 Red Oak Fire Station" 0 275 542 2 9 0 30 2 0 7 1 10
Montgomery "#3 First Christian Church" 0 314 681 3 6 0 36 1 0 5 0 12
Montgomery "#4 Elliott Community Building" 0 88 376 2 3 1 9 0 0 0 1 4
Montgomery "#5 Grant Fire Station" 0 68 205 0 2 1 10 0 1 4 0 0
Montgomery "#6 Stanton Fire Station" 0 130 510 5 5 0 19 0 0 4 1 3
Montgomery "Montgomery-#7 Villisca Community Building Total" 0 184 508 5 5 0 19 4 0 2 0 5
Muscatine Bloomington 0 478 823 7 5 1 54 3 0 17 0 20
Muscatine "Fruitland One-City" 0 235 409 4 9 2 34 1 0 5 0 5
Muscatine "Fruitland Two/Lake-Fruitl" 0 192 305 2 1 0 12 1 0 15 1 5
Muscatine Fulton/Montpelier-City 0 287 552 3 6 3 28 2 0 3 0 6
Muscatine Goshen-City 0 86 131 1 3 2 30 0 0 2 0 3
Muscatine "Muscatine Eighth" 0 337 407 2 12 6 23 3 0 4 1 8
Muscatine "Muscatine Fifth" 0 397 313 3 7 4 28 1 0 2 1 9
Muscatine "Muscatine First" 0 603 675 6 15 1 49 4 2 15 0 23
Muscatine "Muscatine Fourth" 0 412 271 1 10 2 40 1 0 9 1 10
Muscatine "Muscatine Ninth" 0 500 409 5 12 4 41 1 0 10 1 10
Muscatine "Muscatine Second" 0 455 518 9 7 2 38 2 0 5 1 20
Muscatine "Muscatine Seventh" 0 374 374 4 8 4 27 3 0 4 0 14
Muscatine "Muscatine Sixth" 0 628 653 5 12 1 59 4 0 7 0 12
Muscatine "Muscatine Tenth" 0 538 455 2 16 6 38 2 0 2 0 14
Muscatine "Muscatine Third" 0 451 387 2 12 8 39 3 1 8 1 12
Muscatine Orono-City 0 76 108 1 0 0 7 0 0 0 0 0
Muscatine Pike-City 0 109 243 3 2 4 14 1 0 0 0 9
Muscatine Seventy-Six/Cedar-Seventy 0 126 196 4 3 0 14 1 0 1 0 4
Muscatine Sweetland 0 305 593 7 7 1 28 1 0 7 0 4
Muscatine "West Liberty 2" 0 440 146 4 7 3 20 0 0 7 0 6
Muscatine "West Liberty/Wapsie-WL 1" 0 634 423 2 11 4 39 1 0 7 0 7
Muscatine "Wilton City" 0 543 781 5 16 5 66 6 0 3 0 8
Muscatine "Muscatine-Wilton/Moscow-Wilton Total" 0 162 412 5 2 0 20 1 0 3 0 4
O'Brien Carroll-Floyd 0 54 318 0 0 1 9 0 0 1 0 4
O'Brien Franklin 0 103 707 2 4 0 20 1 0 7 0 2
O'Brien Hartley-Lincoln-Omega 0 250 841 4 3 1 38 5 0 6 0 7
O'Brien "Sheldon 1st Ward" 0 155 887 1 3 1 23 2 0 4 0 6
O'Brien "Sheldon 2nd Ward" 0 141 573 5 5 0 17 2 0 5 0 6
O'Brien "Sheldon 3rd Ward" 0 124 540 3 5 1 21 1 1 1 0 4
O'Brien Summit-Center-Dale-Highland 0 209 652 2 3 0 23 2 0 1 1 2
O'Brien Union-Baker-Caledonia 0 159 718 3 2 0 20 1 0 5 0 4
O'Brien "O'Brien-Waterman-Grant-Liberty Total" 0 120 516 2 3 0 26 2 2 1 1 1
Osceola Ashton 0 51 340 3 0 0 5 0 0 2 0 2
Osceola Harris 0 32 142 0 0 0 5 0 0 2 0 0
Osceola "May City" 0 38 126 0 0 0 1 0 0 0 0 0
Osceola Melvin 0 35 228 0 0 0 3 0 0 0 0 1
Osceola Ocheyedan 0 59 235 3 3 0 6 0 0 5 0 1
Osceola "Osceola 1" 0 75 416 1 3 0 17 0 0 2 0 1
Osceola "Osceola 2" 0 120 490 2 3 0 23 2 0 7 1 3
Osceola "Osceola-Osceola 3 Total" 0 142 554 1 1 0 13 1 0 2 0 5
Page "Clarinda Ward 1" 0 191 518 3 7 0 20 0 1 7 0 6
Page "Clarinda Ward 2" 0 402 870 6 12 1 29 0 1 9 0 9
Page "Essex City Hall" 0 117 459 0 0 0 17 0 0 4 0 3
Page "Page County Courthouse" 0 240 1058 11 4 0 41 3 0 6 0 6
Page "Shenandoah Fire Station" 0 169 581 2 1 0 21 0 1 1 0 7
Page "Shenandoah Ward 1" 0 158 319 2 7 1 9 1 0 2 0 5
Page "Shenandoah Ward 2" 0 260 519 0 5 2 18 2 0 1 0 8
Page "Page-Shenandoah Ward 3 Total" 0 270 569 6 1 3 21 1 0 5 0 5
"Palo Alto" "EM Ward 3/SL/pt.HL&WL&EM" 0 291 581 3 2 2 33 1 0 1 1 9
"Palo Alto" "Emmetsburg Ward 1" 0 192 293 1 5 0 14 4 0 1 0 1
"Palo Alto" "Emmetsburg Ward 2" 0 200 231 0 2 1 11 2 0 1 0 3
"Palo Alto" EMWard4/FV/FF/FR/IN/VN/ptEM 0 259 631 4 4 1 24 4 0 6 0 7
"Palo Alto" "GR/RV/LI/pt. HL&WL" 0 259 558 4 4 2 23 3 0 1 0 2
"Palo Alto" "Palo Alto-WB/EL/RL/BO/GO/NV Total" 0 197 787 0 3 3 26 0 0 3 0 2
Plymouth "Akron Library" 0 214 631 4 3 0 22 1 0 2 0 6
Plymouth "American Bank" 0 76 372 1 0 0 16 0 0 0 0 0
Plymouth "Brunsville Legion" 0 143 613 1 1 0 18 1 0 13 0 5
Plymouth "Courthouse Annex" 0 78 413 2 1 1 6 0 0 0 0 3
Plymouth "Hinton Community Center" 0 229 905 5 4 1 21 1 0 8 1 11
Plymouth "Kingsley Community Center" 0 224 786 4 2 1 27 2 0 4 0 8
Plymouth "Kissinger Community Center" 0 205 649 3 4 0 37 0 0 3 1 4
Plymouth "Le Mars Convention Center-11" 0 449 1134 2 7 1 54 3 0 8 1 15
Plymouth "Le Mars Convention Center-12" 0 448 1282 3 7 1 54 0 0 11 0 22
Plymouth "Le Mars Convention Center-13" 0 308 828 5 9 0 46 2 1 11 0 13
Plymouth "Perry Township Hall" 0 201 743 0 7 0 7 1 0 6 0 9
Plymouth "Remsen Library" 0 202 1021 3 4 0 24 3 0 5 0 5
Plymouth "Plymouth-Westfield Community Center Total" 0 108 303 0 3 0 11 0 0 1 0 1
Pocahontas "Bellville-Lizard-S Lake-S Lincoln" 0 57 334 1 2 1 9 0 0 3 0 2
Pocahontas Cedar-Colfax-Dover 0 149 376 1 2 0 21 3 0 2 0 1
Pocahontas "Des Moines-Cummins-Powhatan- N Garfield-N Sherman-N Roosevelt" 0 166 519 2 1 2 17 1 0 0 0 6
Pocahontas "Grant-S Marshall-S Sherman" 0 40 166 2 0 0 4 0 0 2 0 1
Pocahontas "Pocahontas #1" 0 272 537 9 3 1 22 1 1 4 0 8
Pocahontas "Pocahontas #2" 0 88 251 3 2 1 14 1 0 0 0 2
Pocahontas "Pocahontas-Swan Lake-N Marshall Total" 0 191 519 3 4 1 28 0 0 3 0 3
Polk ALLEMAN 0 172 374 2 6 0 12 1 0 3 0 5
Polk ALLEN 0 85 126 2 0 0 11 0 0 0 0 3
Polk "ALTOONA 1" 0 448 489 4 4 4 58 1 0 1 0 13
Polk "ALTOONA 2" 0 716 698 6 6 1 76 3 0 20 1 20
Polk "ALTOONA 3" 0 1012 1125 13 18 2 109 4 0 24 0 22
Polk "ALTOONA 4" 0 846 1052 8 12 0 98 0 0 21 0 33
Polk "ALTOONA 5" 0 849 1068 2 7 1 93 1 1 27 0 26
Polk "ANKENY 1" 0 1644 1894 10 18 1 162 3 1 52 1 48
Polk "ANKENY 10" 0 745 809 17 7 0 73 1 1 48 0 15
Polk "ANKENY 11" 0 794 905 16 18 2 81 3 1 40 0 35
Polk "ANKENY 12" 0 1324 1523 10 24 2 172 2 0 56 0 33
Polk "ANKENY 13" 0 1167 1576 7 10 4 160 1 0 61 0 47
Polk "ANKENY 14" 0 745 846 7 8 0 93 3 0 13 0 24
Polk "ANKENY 15" 0 687 814 3 10 2 91 2 1 20 1 25
Polk "ANKENY 2" 0 822 1005 5 7 2 68 0 0 19 0 22
Polk "ANKENY 3" 0 728 760 5 8 0 78 1 0 34 0 24
Polk "ANKENY 4" 0 778 907 8 9 0 86 2 1 27 0 24
Polk "ANKENY 5" 0 858 920 3 14 1 94 0 0 36 0 21
Polk "ANKENY 6" 0 868 836 7 12 0 106 2 2 21 0 26
Polk "ANKENY 7" 0 636 640 3 12 0 79 2 1 27 0 14
Polk "ANKENY 8" 0 850 924 7 12 0 97 2 1 35 0 29
Polk "ANKENY 9" 0 775 804 3 13 2 96 3 1 20 1 20
Polk "BONDURANT 1" 0 493 720 8 7 1 92 2 0 8 0 18
Polk "BONDURANT 2" 0 508 759 7 9 0 69 1 1 14 0 17
Polk CLAY 0 227 383 4 3 1 30 0 0 3 0 6
Polk "CLIVE 1" 0 521 361 4 9 3 29 0 1 8 0 17
Polk "CLIVE 2" 0 715 582 2 9 1 72 2 0 13 0 16
Polk "CLIVE 3" 0 1011 997 5 7 1 60 2 0 19 0 32
Polk "CLIVE 4" 0 845 891 3 10 0 50 0 0 21 0 31
Polk "CROCKER 1" 0 584 815 2 5 0 64 1 0 8 1 15
Polk "CROCKER 2" 0 326 540 3 4 0 41 0 0 14 0 12
Polk "DELAWARE 1" 0 447 562 3 13 2 58 3 0 8 3 12
Polk "DELAWARE 2" 0 156 162 0 2 0 16 0 1 1 0 1
Polk "DES MOINES 1" 0 383 334 4 2 0 34 1 0 9 0 6
Polk "DES MOINES 10" 0 877 501 3 13 3 68 1 0 17 0 19
Polk "DES MOINES 11" 0 926 466 3 12 1 80 2 0 13 1 21
Polk "DES MOINES 12" 0 480 247 2 11 0 39 0 0 10 0 12
Polk "DES MOINES 13" 0 568 313 6 14 2 51 1 0 3 0 12
Polk "DES MOINES 14" 0 562 298 3 7 2 42 1 0 2 1 14
Polk "DES MOINES 15" 0 1366 610 6 23 1 110 0 0 30 0 29
Polk "DES MOINES 16" 0 1259 504 3 29 3 93 0 1 26 1 17
Polk "DES MOINES 17" 0 548 248 2 11 2 38 1 0 6 0 17
Polk "DES MOINES 18" 0 468 77 0 12 0 22 0 0 3 0 4
Polk "DES MOINES 19" 0 377 158 4 7 1 12 1 0 3 2 8
Polk "DES MOINES 2" 0 634 345 0 15 1 41 0 0 2 1 20
Polk "DES MOINES 20" 0 737 362 5 16 1 35 2 2 4 3 17
Polk "DES MOINES 21" 0 777 389 7 13 1 80 4 1 17 0 11
Polk "DES MOINES 22" 0 682 244 3 7 1 38 4 0 2 0 16
Polk "DES MOINES 23" 0 640 141 1 11 3 9 2 0 2 1 4
Polk "DES MOINES 24" 0 386 271 6 2 4 20 1 0 8 0 5
Polk "DES MOINES 25" 0 552 347 4 13 3 33 1 0 2 0 7
Polk "DES MOINES 26" 0 717 584 3 16 1 57 1 1 2 1 14
Polk "DES MOINES 27" 0 480 439 4 12 1 41 0 1 9 1 17
Polk "DES MOINES 28" 0 847 636 6 11 1 64 2 2 11 0 29
Polk "DES MOINES 29" 0 628 633 5 7 0 43 1 1 12 0 17
Polk "DES MOINES 3" 0 814 655 10 7 2 59 3 0 6 0 15
Polk "DES MOINES 30" 0 485 409 3 9 0 42 2 0 3 1 7
Polk "DES MOINES 31" 0 670 459 4 13 0 53 2 0 8 0 13
Polk "DES MOINES 32" 0 616 249 2 6 2 31 1 0 3 0 7
Polk "DES MOINES 33" 0 592 148 1 12 1 22 2 0 10 0 9
Polk "DES MOINES 34" 0 315 68 2 6 1 5 1 0 3 0 4
Polk "DES MOINES 35" 0 362 72 0 8 1 8 0 0 1 0 5
Polk "DES MOINES 36" 0 777 86 0 11 4 11 1 0 3 0 11
Polk "DES MOINES 37" 0 668 105 4 8 0 22 2 0 7 0 4
Polk "DES MOINES 38" 0 635 197 0 11 0 53 0 4 9 0 10
Polk "DES MOINES 39" 0 1209 325 1 20 1 59 1 0 24 3 27
Polk "DES MOINES 4" 0 533 268 3 10 4 38 1 1 1 0 17
Polk "DES MOINES 40" 0 654 177 2 18 1 58 1 0 19 0 12
Polk "DES MOINES 41" 0 1404 483 7 18 1 78 1 0 24 2 25
Polk "DES MOINES 42" 0 1147 598 6 18 7 114 3 1 21 0 33
Polk "DES MOINES 43" 0 892 306 2 6 1 51 1 1 17 2 11
Polk "DES MOINES 44" 0 1003 262 7 24 0 56 0 1 18 0 17
Polk "DES MOINES 45" 0 527 102 2 15 1 27 0 0 15 1 12
Polk "DES MOINES 46" 0 587 105 0 11 0 13 1 0 9 0 9
Polk "DES MOINES 47" 0 640 152 0 3 0 24 3 0 4 2 9
Polk "DES MOINES 48" 0 134 35 0 2 0 4 0 0 1 0 2
Polk "DES MOINES 49" 0 274 137 0 5 1 19 1 0 0 0 4
Polk "DES MOINES 5" 0 350 209 2 4 0 19 0 0 3 0 3
Polk "DES MOINES 50" 0 719 321 3 16 2 44 2 1 6 0 17
Polk "DES MOINES 51" 0 507 204 1 7 1 39 3 0 6 0 7
Polk "DES MOINES 52" 0 422 197 0 4 1 24 0 1 6 0 12
Polk "DES MOINES 53" 0 355 209 0 3 1 15 0 1 1 0 7
Polk "DES MOINES 54" 0 253 135 0 1 1 17 0 0 2 0 8
Polk "DES MOINES 55" 0 1151 355 1 22 0 66 4 0 12 0 20
Polk "DES MOINES 56" 0 1025 168 5 24 0 47 1 1 9 0 18
Polk "DES MOINES 57" 0 670 103 0 10 2 36 0 1 24 1 7
Polk "DES MOINES 58" 0 926 221 1 23 1 42 1 0 12 2 8
Polk "DES MOINES 59" 0 1024 272 1 19 2 66 0 2 15 2 10
Polk "DES MOINES 6" 0 409 253 0 7 1 43 1 0 4 0 9
Polk "DES MOINES 60" 0 867 218 1 19 2 42 3 0 7 0 15
Polk "DES MOINES 61" 0 862 325 0 13 2 36 1 0 8 0 19
Polk "DES MOINES 62" 0 1575 524 5 16 0 65 1 0 21 1 31
Polk "DES MOINES 63" 0 888 326 0 8 0 56 0 0 10 0 25
Polk "DES MOINES 64" 0 750 328 3 22 3 60 2 0 11 0 13
Polk "DES MOINES 65" 0 939 634 0 16 2 58 2 0 11 1 15
Polk "DES MOINES 66" 0 1038 605 6 6 1 64 1 0 6 0 21
Polk "DES MOINES 67" 0 160 80 0 7 0 8 1 1 2 0 4
Polk "DES MOINES 68" 0 456 272 4 12 4 39 1 0 2 1 5
Polk "DES MOINES 69" 0 726 437 6 8 2 56 1 1 4 0 8
Polk "DES MOINES 7" 0 808 442 5 16 2 71 1 1 8 0 26
Polk "DES MOINES 70" 0 538 253 1 6 1 37 0 0 4 0 9
Polk "DES MOINES 71" 0 817 626 8 9 0 56 2 0 9 0 20
Polk "DES MOINES 72" 0 35 43 0 0 1 2 0 0 0 0 0
Polk "DES MOINES 73" 0 746 511 6 3 2 64 0 1 17 0 16
Polk "DES MOINES 74" 0 297 246 1 1 0 33 0 1 3 0 6
Polk "DES MOINES 75" 0 675 450 5 3 2 43 3 0 3 0 4
Polk "DES MOINES 76" 0 693 407 4 12 1 42 0 3 6 0 19
Polk "DES MOINES 77" 0 577 369 3 6 3 36 0 2 3 0 10
Polk "DES MOINES 78" 0 607 387 5 6 2 53 0 0 4 1 12
Polk "DES MOINES 79" 0 662 461 5 15 2 63 0 1 2 0 11
Polk "DES MOINES 8" 0 566 269 2 8 1 36 2 1 14 0 17
Polk "DES MOINES 80" 0 868 638 2 16 1 61 5 1 14 0 13
Polk "DES MOINES 81" 0 593 423 2 8 0 53 1 2 8 0 13
Polk "DES MOINES 82" 0 544 420 4 3 0 35 0 0 4 0 8
Polk "DES MOINES 83" 0 740 550 3 18 3 67 2 1 5 1 21
Polk "DES MOINES 84" 0 405 232 2 9 0 16 1 0 4 0 7
Polk "DES MOINES 9" 0 783 510 8 11 2 50 2 0 14 0 18
Polk DOUGLAS 0 227 433 1 0 0 27 0 0 4 0 10
Polk ELKHART 0 281 575 6 3 1 44 1 0 7 0 15
Polk "FOUR MILE" 0 465 858 7 6 1 54 3 0 12 0 15
Polk FRANKLIN 0 295 574 2 1 0 38 0 0 7 0 6
Polk GRANGER 0 59 104 1 0 0 9 0 0 1 0 0
Polk "GRIMES 1" 0 1074 1463 9 15 2 177 3 2 55 0 27
Polk "GRIMES 2" 0 943 1237 4 14 2 129 4 0 26 0 24
Polk "GRIMES 3" 0 578 584 4 6 1 56 1 0 24 0 6
Polk JEFFERSON 0 441 756 4 9 1 52 0 1 17 0 21
Polk "JOHNSTON 1" 0 988 984 5 12 1 126 1 2 24 0 28
Polk "JOHNSTON 2" 0 1013 754 4 11 0 55 1 0 15 0 11
Polk "JOHNSTON 3" 0 708 832 5 4 1 62 2 0 20 0 23
Polk "JOHNSTON 4" 0 887 949 3 11 2 107 0 1 18 0 25
Polk "JOHNSTON 5" 0 1353 1342 5 18 3 161 2 1 29 0 47
Polk "JOHNSTON 6" 0 461 635 2 6 1 47 0 0 11 0 11
Polk MADISON 0 33 63 0 0 0 2 0 0 0 0 1
Polk MITCHELLVILLE 0 506 802 9 4 1 59 0 0 19 0 11
Polk "PLEASANT HILL 1" 0 734 788 13 18 2 72 0 0 34 0 21
Polk "PLEASANT HILL 2" 0 742 781 3 9 2 58 0 0 15 1 36
Polk "PLEASANT HILL 3" 0 686 839 5 7 2 74 0 0 14 0 18
Polk "POLK CITY" 0 879 1428 11 12 5 120 3 1 30 0 41
Polk RUNNELLS 0 399 828 5 6 3 28 2 0 9 0 11
Polk "SAYLOR 1" 0 642 871 7 7 0 70 1 0 3 1 24
Polk "SAYLOR 2" 0 490 661 4 4 1 57 3 0 6 0 14
Polk SHELDAHL 0 79 186 4 1 0 7 1 0 8 0 2
Polk "URBANDALE 1" 0 811 704 4 7 0 80 3 0 16 0 24
Polk "URBANDALE 10" 0 832 845 9 5 0 66 0 0 13 0 24
Polk "URBANDALE 11" 0 757 836 3 7 0 46 0 0 29 0 26
Polk "URBANDALE 2" 0 937 740 3 12 0 80 4 2 20 1 20
Polk "URBANDALE 3" 0 915 703 8 13 1 81 2 1 19 0 23
Polk "URBANDALE 4" 0 820 797 7 7 0 59 2 0 20 0 19
Polk "URBANDALE 5" 0 810 666 5 9 1 84 4 0 16 0 28
Polk "URBANDALE 6" 0 964 657 3 10 0 70 1 0 18 0 22
Polk "URBANDALE 7" 0 935 864 5 8 1 75 2 1 21 0 25
Polk "URBANDALE 8" 0 917 786 5 8 1 78 1 0 21 0 28
Polk "URBANDALE 9" 0 911 777 9 21 0 89 0 0 22 1 26
Polk WASHINGTON 0 60 199 0 2 0 12 0 0 1 0 3
Polk WEBSTER 0 158 157 1 3 0 19 0 0 1 0 4
Polk "WEST DES MOINES 111" 0 680 440 2 15 0 76 1 0 17 0 12
Polk "WEST DES MOINES 112" 0 447 334 0 5 0 22 1 0 6 2 5
Polk "WEST DES MOINES 113" 0 744 417 2 19 2 70 2 0 12 0 18
Polk "WEST DES MOINES 114" 0 1029 713 8 13 0 83 2 0 15 0 20
Polk "WEST DES MOINES 115" 0 576 526 2 7 1 51 2 1 24 0 14
Polk "WEST DES MOINES 116" 0 765 640 0 8 1 72 0 0 22 0 27
Polk "WEST DES MOINES 117" 0 750 613 5 11 1 65 0 0 13 0 17
Polk "WEST DES MOINES 118" 0 743 427 4 19 1 67 1 1 14 0 18
Polk "WEST DES MOINES 211" 0 640 450 3 11 2 53 1 0 12 1 18
Polk "WEST DES MOINES 212" 0 926 579 0 17 2 76 4 0 12 0 17
Polk "WEST DES MOINES 213" 0 473 573 2 4 2 43 1 1 14 0 15
Polk "WEST DES MOINES 311" 0 815 763 1 6 0 82 4 1 23 0 23
Polk "WEST DES MOINES 312" 0 826 595 2 9 1 75 2 0 21 0 18
Polk "WEST DES MOINES 313" 0 319 338 4 1 1 34 1 0 16 0 10
Polk "WEST DES MOINES 314" 0 510 296 0 8 0 43 0 0 16 1 5
Polk "WEST DES MOINES 315" 0 709 568 1 11 1 66 1 1 17 0 26
Polk "WEST DES MOINES 316" 0 927 787 5 12 0 75 3 0 14 0 31
Polk "WEST DES MOINES 317" 0 808 854 3 3 2 55 0 1 15 1 32
Polk "WEST DES MOINES 318" 0 270 384 0 0 0 19 0 0 0 0 9
Polk "WINDSOR HEIGHTS 1" 0 525 299 2 5 1 57 1 0 9 0 9
Polk "WINDSOR HEIGHTS 2" 0 557 381 6 8 1 26 0 1 23 0 14
Polk "Polk-WINDSOR HEIGHTS 3 Total" 0 735 412 5 14 1 58 2 0 15 1 21
Pottawattamie Avoca 0 315 671 3 7 3 42 2 0 3 0 7
Pottawattamie Carson 0 116 335 3 3 0 22 7 0 1 0 4
Pottawattamie "Carter Lake 1" 0 277 424 1 4 4 26 2 0 4 0 10
Pottawattamie "Carter Lake 2" 0 266 452 0 6 6 26 3 0 6 0 7
Pottawattamie "CB 01" 0 318 383 1 12 3 30 5 0 0 0 16
Pottawattamie "CB 02" 0 463 654 3 8 4 38 9 1 10 0 19
Pottawattamie "CB 03" 0 403 457 2 15 6 29 8 0 2 0 13
Pottawattamie "CB 04" 0 417 496 1 8 6 36 8 0 4 0 9
Pottawattamie "CB 05" 0 400 545 3 11 5 38 6 0 6 0 3
Pottawattamie "CB 06" 0 561 779 2 15 7 48 6 1 5 0 13
Pottawattamie "CB 07" 0 555 720 3 15 8 62 5 0 16 0 12
Pottawattamie "CB 08" 0 692 842 3 15 6 77 7 0 11 0 12
Pottawattamie "CB 09" 0 500 685 4 9 2 56 3 0 9 1 15
Pottawattamie "CB 10A" 0 741 973 4 13 5 51 10 0 14 0 19
Pottawattamie "CB 10B" 0 558 931 1 6 2 43 1 0 8 0 16
Pottawattamie "CB 11" 0 646 653 5 23 6 64 1 1 14 0 20
Pottawattamie "CB 12" 0 520 775 2 12 4 53 3 0 12 0 19
Pottawattamie "CB 13" 0 376 298 6 9 2 22 2 1 5 0 15
Pottawattamie "CB 14" 0 394 399 2 5 7 40 2 0 2 0 9
Pottawattamie "CB 15" 0 421 425 1 12 2 39 3 0 2 0 9
Pottawattamie "CB 16" 0 452 485 5 13 8 39 8 0 9 0 10
Pottawattamie "CB 17" 0 628 612 1 12 5 48 4 0 3 0 13
Pottawattamie "CB 18" 0 490 580 3 5 7 42 1 0 4 0 7
Pottawattamie "CB 19" 0 329 384 2 5 1 28 3 0 5 1 6
Pottawattamie "CB 20" 0 349 544 0 5 6 25 2 0 5 0 6
Pottawattamie "CB 21" 0 341 491 2 7 4 24 5 1 9 1 14
Pottawattamie Crescent 0 493 1033 6 16 3 32 6 0 7 0 14
Pottawattamie Garner 0 524 1237 5 6 2 63 5 2 10 0 11
Pottawattamie GLWCW 0 105 371 3 3 0 18 1 0 1 0 3
Pottawattamie Hancock 0 57 159 1 2 2 11 0 0 2 0 2
Pottawattamie "Lewis 1" 0 431 849 1 3 1 33 3 0 7 0 17
Pottawattamie "Lewis 2" 0 441 1034 1 7 1 48 3 0 9 0 14
Pottawattamie Macedonia 0 47 166 2 0 0 6 0 0 0 0 0
Pottawattamie McClelland 0 132 480 2 1 2 22 0 0 13 0 6
Pottawattamie Minden 0 168 504 3 2 0 25 1 0 1 0 6
Pottawattamie Neola 0 292 729 1 8 0 33 4 0 10 0 10
Pottawattamie Oakland 0 285 802 1 4 2 30 5 1 5 1 12
Pottawattamie Treynor 0 228 799 1 4 2 35 2 0 7 0 14
Pottawattamie Underwood 0 464 994 3 11 3 48 6 0 8 2 17
Pottawattamie "Pottawattamie-Walnut Total" 0 160 297 0 5 0 17 2 0 4 0 2
Poweshiek "1st Ward- GR-06GR" 0 1099 220 4 14 3 31 1 1 4 3 11
Poweshiek "2nd Ward- GR-07GR" 0 744 558 5 10 1 43 1 1 11 1 10
Poweshiek "3rd Ward- GR-08GR" 0 528 409 6 10 5 50 1 0 1 0 10
Poweshiek "4th Ward- GR-09GR" 0 677 437 6 16 4 26 3 0 4 0 16
Poweshiek BMWJ 0 431 1022 7 6 1 46 1 0 4 1 12
Poweshiek CGWS 0 248 609 4 4 3 26 0 0 7 1 14
Poweshiek DRL 0 70 279 3 1 1 7 0 0 3 0 1
Poweshiek JUPS 0 214 706 4 7 2 20 1 1 3 0 5
Poweshiek Montezuma-11MO 0 164 467 3 3 0 23 1 0 3 1 12
Poweshiek "Poweshiek-MS Total" 0 129 239 2 2 0 11 2 0 6 1 4
Ringgold "ATHENS PRECINCT" 0 79 226 2 0 0 11 2 0 2 0 2
Ringgold CLINTON 0 54 125 0 2 0 0 0 0 1 0 0
Ringgold "MOUNT AYR 1" 0 218 410 3 1 0 16 1 0 0 0 6
Ringgold "MOUNT AYR 2" 0 195 435 8 3 0 15 2 1 2 0 6
Ringgold TINGLEY 0 30 129 2 0 1 5 0 0 0 0 1
Ringgold UNION 0 88 156 0 1 0 7 0 0 1 0 1
Ringgold "Ringgold-WASHINGTON Total" 0 89 343 0 1 1 18 0 1 1 0 3
Sac Auburn 0 69 181 3 1 0 6 0 0 2 0 3
Sac "Early- Inc and Boyer Valley Twp" 0 98 284 2 0 1 13 0 0 0 0 6
Sac "Lake View- Inc and Clinton and Wall Lake Twps." 0 233 675 6 8 0 16 3 0 5 0 9
Sac "Lytton- Inc and Cedar and Pt of Coon Valley Twps." 0 67 211 1 2 1 9 1 0 2 0 2
Sac "Nemaha- Inc and Douglas and Delaware Twps" 0 43 142 1 1 0 11 0 0 0 0 2
Sac "Odebolt- Inc and Wheeler and Richland Twps." 0 133 540 0 4 0 17 0 1 0 0 1
Sac "Sac City" 0 381 744 2 7 1 36 0 0 3 0 13
