COUNTY AREA TOTAL DEM REP Herzog Writein
COUNTY AREA TOTAL Greenfield Ernst Herzog Writein
Floyd "CC2 - Messiah" 1277 643 594 16 0
Floyd "CC3 - Trinity" 1106 589 470 15 1
Floyd "Floyd - Cedar - Niles" 874 335 518 8 0
Floyd "Rock Grove - Rudd" 1192 522 608 22 2
Floyd "Rockford - Ulster" 847 329 486 10 2
Floyd "Scott - Union - Pleasant Grove" 547 203 324 10 0
Floyd "St. Charles - Riverton" 1015 346 647 4 1
Franklin "Geneva/Ingham/East Mott" 364 101 254 4 1
Franklin Grant/Osceola 328 80 242 3 1
Franklin Hamilton/Lee/Reeve 354 104 247 0 0
Franklin "Hampton 1" 351 148 185 4 1
Franklin "Hampton 2" 465 197 252 7 0
Franklin "Hampton 3" 544 223 308 6 0
Franklin "Hampton 4" 393 177 207 3 1
Franklin Marion 356 93 254 4 0
Franklin Oakland/Morgan 357 89 251 1 0
Franklin "Richland/Ross/West Fork" 1019 303 678 13 2
Franklin "West Mott Township" 254 65 182 1 1
Franklin Wisner/Scott 281 59 210 4 0
Fremont Farragut 739 229 472 14 0
Fremont Green/Riverside/Scott 1040 279 723 16 0
Fremont Hamburg/Washington 642 191 419 14 1
Fremont Riverton 268 63 193 3 0
Fremont Sidney 1119 337 756 9 0
Greene "Central Precinct" 698 214 467 5 0
Greene "East Precinct" 737 243 457 6 1
Greene "Jefferson 1 Precinct" 720 298 408 4 0
Greene "Jefferson 2 Precinct" 738 292 420 6 0
Greene "Jefferson 3 Precinct" 881 378 482 7 0
Greene "North Precinct" 641 198 424 6 0
Greene "West Precinct" 577 161 405 5 1
Grundy "PRECINCT 1" 964 304 640 1 0
Grundy "PRECINCT 2" 474 118 350 0 0
Grundy "PRECINCT 3" 899 168 709 7 2
Grundy "PRECINCT 4" 573 119 437 4 0
Grundy "PRECINCT 5" 1475 488 947 7 1
Grundy "PRECINCT 6" 1419 410 964 11 1
Grundy "PRECINCT 7" 1413 513 853 8 1
Guthrie Black 471 148 305 3 0
Guthrie Blue 1371 430 904 9 0
Guthrie Brown 579 178 393 1 1
Guthrie Gold 1208 402 759 11 1
Guthrie Green 678 212 432 5 1
Guthrie Purple 1345 472 819 20 2
Guthrie Red 381 98 263 6 0
Guthrie White 293 60 228 1 0
Hamilton "Precinct 1" 741 228 482 7 0
Hamilton "Precinct 2" 576 171 386 2 0
Hamilton "Precinct 3" 1145 350 757 14 1
Hamilton "Precinct 4" 1134 404 692 10 1
Hamilton "Precinct 5" 678 180 473 9 6
Hamilton "Webster City 1st" 1280 566 660 15 1
Hamilton "Webster City 2nd" 1491 636 818 9 0
Hamilton "Webster City 3rd" 830 378 411 18 0
Hancock "Precinct #1" 703 241 443 8 0
Hancock "Precinct #2" 227 83 132 5 0
Hancock "Precinct #3" 226 72 145 4 1
Hancock "Precinct #4" 1384 397 946 13 0
Hancock "Precinct #5 - Garfield Twp" 183 45 134 1 0
Hancock "Precinct #6" 1901 639 1210 19 1
Hancock "Precinct #7" 515 145 345 4 3
Hancock "Precinct #8" 257 66 183 1 0
Hancock "Precinct #9" 495 128 354 2 0
Hancock "Precinct #10" 189 65 112 3 0
Hardin Alden/Buckeye 738 245 466 8 0
Hardin Eldora/Pleasant/Providence/Union 951 248 668 5 0
Hardin Concord/Sherman/Grant/Tipton 1385 382 961 13 0
Hardin "Eldora City" 1236 429 755 15 1
Hardin Etna/Clay 1227 389 803 10 0
Hardin Hardin/Ellis/Jackson 870 254 599 6 0
Hardin "Iowa Falls #1" 985 429 529 12 0
Hardin "Iowa Falls #2" 1447 544 858 15 0
Harrison "Precinct 1 - Little Sioux" 153 63 78 5 1
Harrison "Precinct 2 - Pisgah" 354 87 248 9 0
Harrison "Precinct 3 - Dunlap" 781 271 468 18 1
Harrison "Precinct 4 - Mondamin" 394 130 245 6 0
Harrison "Precinct 5 - Magnolia" 660 157 467 8 2
Harrison "Precinct 6 - Boyer/Lincoln" 330 95 221 3 3
Harrison "Precinct 7 - Woodbine" 767 265 474 6 2
Harrison "Precinct 8 - Modale" 462 168 269 7 0
Harrison "Precinct 9 - Jefferson/LaGrange" 616 147 448 7 0
Harrison "Precinct 10 - Logan" 749 269 446 8 0
Harrison "Precinct 11 - St John" 776 271 475 5 2
Harrison "Precinct 12 - Missouri Valley" 1306 484 739 28 2
Harrison "Precinct 13 - Persia" 670 167 481 8 1
Henry "Central Precinct" 1598 502 1041 18 0
Henry "Venterans Hall Precinct" 3584 1474 1949 46 9
Henry "Northeast Precinct" 986 311 623 10 4
Henry "Northwest Precinct" 990 290 659 13 0
Henry "Southeast Precinct" 1813 664 1054 22 1
Henry "Southwest Precinct" 801 216 549 7 0
Howard Afton/Howard/Paris 793 298 472 8 0
Howard "Albion/Forest City" 508 199 288 8 0
Howard Cresco 2356 1072 1194 32 0
Howard "New Oregon" 467 147 300 7 0
Howard Jamestown/Oakdale 372 139 219 1 0
Howard Saratoga/Howard/Ctr/Chest 410 159 243 2 0
Humboldt "Avery-North Weaver" 292 91 189 4 0
Humboldt "Dakota City-Grove" 593 169 402 8 0
Humboldt "Delana-Wacousta-North Rutland" 369 84 281 0 0
Humboldt "Humboldt-West Vernon" 337 66 266 1 0
Humboldt "Humboldt 1-Corinth-South Weaver" 1216 321 867 5 1
Humboldt "Humboldt 2-Beaver-South Norway" 976 309 642 10 0
Humboldt "Humboldt 3-South Rutland" 1088 310 741 10 1
Humboldt "North Lake-East Vernon" 225 57 160 1 0
Humboldt "South Lake-North Norway" 168 36 123 1 0
Ida "Ida Grove Ward 1" 349 106 237 1 0
Ida "Ida Grove Ward 2" 434 112 309 3 0
Ida "Ida Grove Ward 3" 441 122 316 1 0
Ida "City of Arthur" 436 68 355 4 0
Ida "City of Galva" 271 43 223 0 0
Ida "City of Holstein" 1004 322 651 12 0
Ida "City of Battle Creek & Grant Twp" 882 191 666 7 2
Iowa "Dayton/English I" 354 113 232 5 0
Iowa "English II" 599 214 353 9 3
Iowa Fillmore/Greene 811 304 485 3 1
Iowa "Hartford I/Sumner" 398 100 278 7 0
Iowa "Hartford II/Lincoln" 658 183 459 6 1
Iowa Hilton/Washington 795 271 496 11 0
Iowa "Honey Creek/Marengo Rural" 434 114 304 6 2
Iowa Lenox/Iowa 1663 696 937 9 2
Iowa "Marengo City" 1209 492 665 12 1
Iowa Pilot/Troy/York 817 219 583 1 1
Iowa Williamsburg 1897 835 1002 15 0
Jackson "Pct 1- Bellevue Community Center" 1776 806 915 13 0
Jackson "Pct 2- St Donatus Parish Center" 681 227 441 4 0
Jackson "Pct 3- LaMotte Recreation Center" 624 230 376 7 0
Jackson "Pct 4- St Lawrence Community Center" 641 243 370 9 0
Jackson "Pct 5- Baldwin Fire Station" 419 148 251 5 1
Jackson "Pct 6- Andrew City Hall" 683 219 436 8 0
Jackson "Pct 7-Jackson County Fairgrounds" 981 348 587 7 1
Jackson "Pct 8- Springbrook City Hall" 422 147 258 4 0
Jackson "Pct 9- Preston Community Hall" 1041 293 704 8 1
Jackson "Pct 10- Miles City Hall" 421 140 268 4 0
Jackson "Pct 11- Sabula City Hall" 397 127 245 7 0
Jackson "Pct 12-Maquoketa 1st Ward" 516 246 237 12 0
Jackson "Pct 13-Maquoketa 2nd Ward" 446 221 186 9 1
Jackson "Pct 14-Maquoketa 3rd Ward" 496 226 238 9 0
Jackson "Pct 15-Maquoketa 4th Ward" 618 294 275 6 1
Jackson "Pct 16-Maquoketa 5th Ward" 751 334 388 6 0
Jasper CC/POW 1028 368 625 5 0
Jasper "CF 1" 338 163 160 4 0
Jasper "CF 2" 429 198 208 3 0
Jasper "CF 3" 339 149 176 3 0
Jasper DM 1366 433 878 12 3
Jasper EC/LG 1376 187 1168 9 0
Jasper FV 1425 478 909 9 0
Jasper HR 2088 709 1312 21 0
Jasper IMM 1273 485 749 12 2
Jasper MP/WS 771 246 505 5 2
Jasper "NT 1-1" 1017 517 452 14 0
Jasper "NT 1-2" 708 348 326 4 2
Jasper "NT 2-1" 1070 524 486 17 0
Jasper "NT 2-2" 932 458 459 2 1
Jasper "NT 3-1" 1119 562 520 11 3
Jasper "NT 3-2" 758 377 342 3 1
Jasper "NT 4-1" 1403 653 701 8 2
Jasper "NT 4-2" 737 398 303 8 0
Jasper NT/SH 1274 471 755 11 1
Jasper PA 575 181 371 6 1
Jefferson Blackhawk-Polk-Packwood 449 127 318 1 0
Jefferson Buchanan 366 140 215 0 0
Jefferson "Center-Cedar-Maharishi Vedic City" 1197 640 531 10 1
Jefferson "Des Moines-Liberty-Libertyville" 560 136 407 4 0
Jefferson "Fairfield 1st Ward" 1164 679 458 9 1
Jefferson "Fairfield 2nd Ward" 1139 900 202 13 0
Jefferson "Fairfield 3rd Ward." 624 314 281 12 2
Jefferson "Fairfield 4th Ward" 1019 708 274 11 1
Jefferson "Fairfield 5th Ward." 1057 548 479 5 2
Jefferson "Lockridge-R. Prairie-Walnut-Lockridge City-Coppock" 620 154 446 7 3
Jefferson "Locust Grove-Batavia" 381 127 244 7 0
Jefferson "Penn-Pleasant Plain" 232 74 153 1 0
Johnson BG 1315 589 698 5 0
Johnson CE 396 182 207 4 0
Johnson CC/TF 2725 1620 1037 16 2
Johnson CV01 2176 1682 438 7 0
Johnson CV02 1845 1254 563 8 2
Johnson CV03 1192 810 364 3 0
Johnson CV04 1237 928 265 15 1
Johnson CV05 1314 1016 259 8 1
Johnson CV06 2110 1433 645 7 0
Johnson CV07 1724 1276 415 4 0
Johnson FR/LN/LT 1103 519 546 7 1
Johnson GR 329 200 123 0 0
Johnson HD 359 167 182 1 1
Johnson HS 513 292 199 3 0
Johnson IC01 2075 1579 469 7 1
Johnson IC02 1753 1333 395 6 0
Johnson IC03 799 563 219 2 0
Johnson IC04 1681 1367 289 5 1
Johnson IC05 918 683 223 2 0
Johnson IC06 1910 1471 397 7 2
Johnson IC07 1623 1243 365 4 0
Johnson IC08 1969 1391 540 8 1
Johnson IC09 1599 1252 315 9 1
Johnson IC10/ELSW 1448 1028 386 12 2
Johnson IC11 1911 1364 501 2 2
Johnson IC12/ELSE 1688 1278 355 17 0
Johnson IC13 1300 1016 254 8 2
Johnson IC14 1420 1189 192 13 1
Johnson IC15 1317 1018 256 7 0
Johnson IC16 1739 1421 286 7 0
Johnson IC17 1885 1627 224 6 5
Johnson IC18 1768 1585 159 5 1
Johnson IC19 1110 840 239 2 1
Johnson IC20 1420 1100 287 5 1
Johnson IC21 1494 1236 224 5 1
Johnson IC22 1316 1055 238 4 0
Johnson IC23 2155 1690 432 7 1
Johnson IC24 2709 1908 765 13 1
Johnson JE/SH 1760 807 922 5 2
Johnson JW/MN/SW 1583 765 785 7 2
Johnson LB/PV 426 217 198 5 0
Johnson NP 1684 959 706 3 0
Johnson NL01 1680 1077 560 9 0
Johnson NL02 1576 977 562 7 0
Johnson NL03 2383 1465 862 11 1
Johnson NL04 1394 944 404 10 0
Johnson NL05 1367 931 408 2 0
Johnson NL06/MD/CCN 2888 1734 1064 14 2
Johnson OX 902 472 395 8 0
Johnson PN/ELN 2133 1380 726 4 1
Johnson SC/WB 1001 631 334 12 0
Johnson SN 379 131 242 0 1
Johnson SO 1647 838 759 9 0
Johnson UN 475 250 216 2 0
Johnson UH 796 629 159 2 0
Johnson WS 545 211 321 3 0
Johnson WL 669 440 199 9 1
Jones "ANN-ANAMOSA NORTH/CASS" 1190 495 643 10 0
Jones "ANS-ANAMOSA SOUTH/JACKSON" 1699 777 860 14 0
Jones "CGLW-CASTLE GRV/LOV/WAYN" 1300 439 829 3 1
Jones FV-FAIRVIEW 1314 484 788 10 1
Jones GF-GREENFIELD 427 159 256 2 0
Jones "MN1-MONTICELLO 1" 490 196 282 2 0
Jones "MN2-MONTICELLO 2" 588 248 321 3 0
Jones "MN3-MONTICELLO 3" 422 202 207 4 0
Jones "MN4-MONTICELLO 4" 494 227 254 2 0
Jones OX-OXFORD 353 135 201 5 1
Jones RLWS-RICHLAND/WASHINGTON 734 228 490 3 0
Jones ROHA-ROME/HALE 758 295 437 2 1
Jones "SGMC-SC GRV/MADISON/CLAY" 699 213 472 3 0
Jones WY-WYOMING 434 139 280 5 0
Keokuk ADAMS 236 63 159 4 0
Keokuk "BENTON/STEADY RUN" 655 165 477 3 0
Keokuk "ENGLISH RIVER/LIBERTY" 457 149 288 5 0
Keokuk JACKSON 249 57 186 3 1
Keokuk "LAFAYETTE/CLEAR CREEK" 784 239 527 6 0
Keokuk "EAST/WEST LANCASTER" 181 44 133 0 0
Keokuk PRAIRIE 175 43 128 1 0
Keokuk RICHLAND 442 104 328 3 0
Keokuk "SIGOURNEY/PLANK/VAN BUREN" 434 96 332 2 0
Keokuk "SIGOURNEY 1ST WARD" 252 84 153 4 1
Keokuk "SIGOURNEY 2ND WARD" 271 91 171 3 0
Keokuk "SIGOURNEY 3RD WARD" 226 83 137 3 0
Keokuk "SIGOURNEY 4TH WARD" 272 98 159 7 1
Keokuk WARREN 197 53 138 2 0
Keokuk "WHAT CHEER/WASHINGTON" 382 120 249 7 2
Kossuth "EG, GT, HS, SW" 637 142 481 6 0
Kossuth "HB, LY, LN, SF" 482 132 338 1 0
Kossuth "GW, SN" 193 39 148 1 0
Kossuth "GM, RM" 602 160 429 0 0
Kossuth "BT, FT, UN" 789 260 500 6 0
Kossuth "BF, PT" 521 154 352 2 0
Kossuth LC 115 26 85 1 0
Kossuth UN 83 30 53 0 0
Kossuth PC 189 44 142 0 0
Kossuth "IV, PC" 99 28 67 1 0
Kossuth "PR, WL" 448 118 325 3 0
Kossuth "GF, WM" 572 146 405 5 0
Kossuth "CR, IV, RV" 643 182 446 3 0
Kossuth "LV, SM" 290 61 219 3 0
Kossuth "CR 1" 36 6 29 0 0
Kossuth "CR 2" 209 68 136 2 0
Kossuth AL1 860 300 538 5 0
Kossuth AL2 810 338 457 3 0
Kossuth AL3 763 321 410 7 0
Kossuth AL4 665 244 397 8 0
Lee "MCALEER HALL- FM1" 555 282 245 7 0
Lee "MCALEER HALL-FM2" 879 440 389 8 0
Lee "FT MADISON PUBLIC LIBRARY" 939 532 369 9 3
Lee "ROLING HALL" 1024 540 431 12 1
Lee "FM CHRISTIAN CHURCH" 1102 631 438 8 0
Lee "HERITAGE CENTER-KE1" 534 252 261 3 0
Lee "HERITAGE CENTER" 428 246 158 6 0
Lee "HERITAGE CENTER-KE3" 601 325 256 4 0
Lee "EVANGELICAL FREE CHURCH" 515 268 220 3 0
Lee "FIRST CHRISTIAN CHURCH-KE5" 775 366 390 7 1
Lee "FIRST CHRISTIAN CHURCH-KE6" 590 314 244 2 1
Lee "FIRST CHRISTIAN CHURCH-KE7" 814 362 430 4 0
Lee "DO FIRE STATION -CH/DM/VB" 996 334 629 9 2
Lee "DO FIRE STATION" 1434 509 886 8 0
Lee "JACKSON TWP FIRE STATION-JK" 889 319 541 9 0
Lee "LEE COUNTY CONSERVATION CTR-JF" 531 205 307 2 0
Lee "MO FIRE STATION" 942 378 502 4 2
Lee "WP LEGION HALL" 1698 662 996 7 0
Lee "GRACE BIBLE CHURCH" 1306 480 797 10 1
Linn "Cedar Rapids 01" 1760 883 834 11 0
Linn "Cedar Rapids 02" 1377 791 543 6 1
Linn "Cedar Rapids 03" 1643 918 683 11 1
Linn "Cedar Rapids 04" 1405 719 660 4 0
Linn "Cedar Rapids 05" 1761 1045 662 11 3
Linn "Cedar Rapids 06" 1848 1015 770 16 1
Linn "Cedar Rapids 07" 1060 663 358 5 1
Linn "Cedar Rapids 08" 1311 747 515 11 1
Linn "Cedar Rapids 09" 1212 741 418 10 2
Linn "Cedar Rapids 10" 1902 1058 788 9 0
Linn "Cedar Rapids 11" 2165 948 1179 8 2
Linn "Cedar Rapids 12" 2315 1260 1013 12 0
Linn "Cedar Rapids 13" 1647 1001 584 11 2
Linn "Cedar Rapids 14" 1610 999 539 18 3
Linn "Cedar Rapids 15" 1172 746 396 6 0
Linn "Cedar Rapids 16" 1517 1035 427 18 0
Linn "Cedar Rapids 17" 1328 937 311 15 0
Linn "Cedar Rapids 18" 1200 701 442 13 0
Linn "Cedar Rapids 19" 1914 1110 727 14 0
Linn "Cedar Rapids 20" 2077 1128 884 8 0
Linn "Cedar Rapids 21" 1721 1065 589 13 2
Linn "Cedar Rapids 22" 708 501 154 13 3
Linn "Cedar Rapids 23" 1227 884 277 14 3
Linn "Cedar Rapids 24" 1866 1172 654 9 0
Linn "Cedar Rapids 25" 2415 1424 937 9 2
Linn "Cedar Rapids 26" 1970 1395 533 3 1
Linn "Cedar Rapids 27" 1326 848 413 4 1
Linn "Cedar Rapids 28" 1748 1017 654 18 3
Linn "Cedar Rapids 29" 1555 980 522 4 2
Linn "Cedar Rapids 30" 1685 1006 617 8 3
Linn "Cedar Rapids 31" 2288 1222 1005 13 0
Linn "Cedar Rapids 32" 1353 861 438 15 2
Linn "Cedar Rapids 33" 1591 1023 476 17 0
Linn "Cedar Rapids 34" 1650 1120 445 17 5
Linn "Cedar Rapids 35" 1329 953 307 11 2
Linn "Cedar Rapids 36" 1899 1157 692 10 1
Linn "Cedar Rapids 37" 1710 1047 603 9 2
Linn "Cedar Rapids 38" 1371 841 467 16 2
Linn "Cedar Rapids 39" 2207 1309 820 19 1
Linn "Cedar Rapids 40" 1315 752 518 13 1
Linn "Cedar Rapids 41" 2174 1238 870 11 1
Linn "Cedar Rapids 42" 1679 870 753 11 2
Linn "Cedar Rapids 43" 1241 733 458 7 3
Linn "Cedar Rapids 44" 849 483 316 5 2
Linn Fairfax 1824 881 898 10 1
Linn "Hiawatha 01" 1868 968 859 9 0
Linn "Hiawatha 02" 1137 665 429 8 1
Linn "Hiawatha 03" 731 367 354 2 0
Linn "Hiawatha 04" 221 87 127 1 1
Linn Robins 2385 972 1363 4 0
Linn "Marion 01" 1270 761 451 7 0
Linn "Marion 02" 995 524 431 5 3
Linn "Marion 03" 1465 826 598 10 1
Linn "Marion 04" 1128 631 459 8 4
Linn "Marion 05" 2467 1303 1115 13 1
Linn "Marion 06" 2085 1089 925 17 0
Linn "Marion 07" 1939 967 923 14 2
Linn "Marion 08" 1922 1038 818 11 0
Linn "Marion 09" 1754 883 796 20 0
Linn "Marion 10" 1333 771 507 12 2
Linn "Marion 11" 2288 1038 1196 13 1
Linn "Marion 12" 1217 603 578 7 1
Linn "Marion 13" 2116 1092 970 6 0
Linn "Marion 14" 1769 822 915 9 0
Linn "Mount Vernon North" 996 672 292 4 0
Linn "Mount Vernon South" 1429 956 439 5 0
Linn "Bertram Township" 2345 1039 1260 7 0
Linn "Boulder Township" 302 122 170 1 0
Linn "Brown Township" 1266 486 734 13 1
Linn "Buffalo Township" 330 136 182 3 0
Linn "Clinton Township" 478 204 259 2 0
Linn "College Township" 402 198 194 1 1
Linn "Fairfax Township" 925 388 510 7 0
Linn "Fayette Township" 994 416 546 5 0
Linn "Franklin Township" 1819 915 857 10 1
Linn "Grant Township" 752 310 414 7 1
Linn "Jackson Township" 825 358 446 4 0
Linn "Linn Township" 547 210 322 3 0
Linn "Maine Township" 1083 445 600 10 1
Linn "Marion Township" 936 337 578 3 1
Linn "Monroe TWP 01" 1352 481 830 8 0
Linn "Monroe TWP 02" 1328 485 813 10 0
Linn "Otter Creek Township" 966 330 598 4 2
Linn "Putnam Township" 1838 927 870 12 1
Linn "Spring Grove Township" 469 170 279 5 1
Linn "Washington Township" 2069 906 1092 19 1
Louisa "Columbus Junction" 656 340 282 9 0
Louisa "Grandview Port Louisa" 1036 337 645 13 1
Louisa "Morning Sun Marshall" 714 203 492 4 0
Louisa "Southeast Louisa" 1653 517 1085 12 2
Louisa "West Louisa" 1200 407 755 13 1
Lucas "Chariton City Hall" 1002 343 624 16 2
Lucas "Chariton Community Center" 1052 309 705 4 0
Lucas "L.C. Extension Office" 340 93 234 2 0
Lucas Lucas 574 144 420 4 0
Lucas "Pin Oak Marsh" 502 128 369 1 0
Lucas "Russell-City of Russell-Cedar and Washington Townships" 496 129 346 5 0
Lucas Williamson 579 156 407 4 1
Lyon "George Community Center" 1326 177 1125 7 1
Lyon "Doon City Hall" 942 52 878 3 0
Lyon "Inwood Community Center" 627 97 509 7 0
Lyon "Larchwood City Hall" 759 230 502 13 0
Lyon "Lester Community Center" 493 80 406 2 1
Lyon "Little Rock Town and Country Building" 399 49 343 2 0
Lyon "Forster Community Building N" 901 159 714 9 0
Lyon "Forster Community Building S" 1304 229 1045 7 0
Madison "Grand River - Monroe - Webster - City of Macksburg" 487 125 351 5 1
Madison "Jackson - Douglas - Lincoln" 863 258 573 9 0
Madison "Jefferson - Lee" 1064 336 705 5 0
Madison "Penn - Madison" 1295 411 842 10 2
Madison Union-Crawford-Scott 1435 438 954 15 0
Madison South 916 285 599 10 0
Madison "Walnut - Ohio" 781 200 544 9 0
Madison "Winterset 1" 1511 582 875 14 0
Madison "Winterset 2" 1368 533 802 9 0
Mahaska "AD / MN / PG / UN" 588 103 472 4 0
Mahaska "BO / ST" 716 98 607 3 0
Mahaska "CE / HA / WO" 1082 229 818 9 0
Mahaska "E-W DM / JF" 410 77 318 6 0
Mahaska "GF / LN / MD" 1103 193 880 5 1
Mahaska "Oskaloosa 1st Ward" 1040 367 602 22 1
Mahaska "Oskaloosa 2nd Ward" 1308 444 812 15 1
Mahaska "Oskaloosa 3rd Ward/ Univ Park" 1649 514 1067 19 1
Mahaska "OS4 / LN" 1416 517 837 19 3
Mahaska "PR / RL" 1199 254 917 10 1
Mahaska "SP / KE" 717 173 530 6 0
Marion Clay 539 133 385 6 0
Marion Dallas 832 342 463 8 1
Marion "Indiana Twp" 393 133 244 5 2
Marion "Knoxville One" 855 346 458 8 2
Marion "Knoxville Two" 892 386 468 12 3
Marion "Knoxville Three" 1183 533 590 20 1
Marion "Knoxville Four" 764 333 400 12 0
Marion "Knoxville Twp" 1792 592 1153 8 3
Marion Liberty 464 130 317 3 0
Marion "Lake Prairie Twp" 1515 302 1189 7 0
Marion Otley 1337 365 933 6 0
Marion "Pella One" 1534 452 1040 5 2
Marion "Pella Two" 1610 492 1085 15 0
Marion "Pella Three" 1853 508 1314 3 0
Marion "Pella Four" 1152 369 745 7 1
Marion Pleasantville 2048 758 1229 16 0
Marion "Washington Twp" 299 95 198 3 0
Marshall BANGOR/LISCOMB 441 142 285 4 1
Marshall EDEN/LOGAN 971 362 574 4 2
Marshall "GREEN CASTLE" 552 189 348 3 0
Marshall JEFFERSON 477 170 296 4 1
Marshall LEGRAND 860 325 505 6 1
Marshall LIBERTY/MINERVA 397 115 267 2 0
Marshall MARIETTA/WASHINGTON 462 122 321 3 1
Marshall MARION/VIENNA 710 255 438 2 1
Marshall "1-1 PUBLIC LIBRARY" 615 432 151 10 0
Marshall "1-2 PUBLIC LIBRARY" 807 487 274 7 5
Marshall "2-1 IVH MALLOY HALL" 1196 678 472 12 0
Marshall "2-2 IVH MALLOY HALL" 1712 864 794 14 1
Marshall "3-1 FISHER COMMUNITY CENTER" 1526 736 735 20 1
Marshall "3-2 FISHER COMMUNITY CENTER" 1967 965 948 21 0
Marshall "4-1 REDEEMER LUTHERAN CHURCH" 1233 699 477 19 1
Marshall "4-2 REDEEMER LUTHERAN CHURCH" 1527 764 717 11 3
Marshall "STATE CENTER" 1094 385 674 7 2
Marshall TAYLOR 654 278 352 9 0
Marshall "Timber Creek Township" 671 219 429 7 1
Mills "Deer Creek/White Cloud/Indian Creek" 192 47 141 1 0
Mills "Emerson/Hastings/Indian Creek" 451 110 324 6 0
Mills "Glenwood Ward 1" 683 254 406 8 0
Mills "Glenwood Ward 2" 778 292 451 13 3
Mills "Glenwood Ward 3" 975 373 567 10 1
Mills "Glenwood Township" 851 261 565 7 0
Mills Henderson/Anderson 252 72 174 2 0
Mills M/T/C/R/SC 1504 468 991 17 2
Mills "Oak/St. Mary" 1787 499 1234 9 1
Mills "Pacific Junction/Lyons/Plattville" 371 83 273 6 0
Mills "Silver City/Ingraham" 314 85 221 3 1
Mitchell "Our Savior's Lutheran Church" 701 280 393 7 0
Mitchell "Osage Public Library" 448 205 228 5 0
Mitchell "Mitchell County Courthouse" 1205 470 700 10 0
Mitchell "Osage City Hall" 473 231 228 2 0
Mitchell "Riceville City Hall" 892 330 536 7 0
Mitchell "Stacyville Public Library" 571 223 326 8 0
Mitchell "South Square" 1512 543 936 10 0
Monona Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin 436 125 296 5 0
Monona Castana-Center-Jordan 214 67 144 1 0
Monona Cooper-Maple-Mapleton 847 259 559 6 5
Monona "Fairview-Grant-Lake-Rodney-Whiting-W Fork" 732 185 522 5 0
Monona "Moorhead-Soldier-Solider City-Spring Valley-Willow" 434 143 273 8 0
Monona "Onawa Ward 1" 297 102 184 4 1
Monona "Onawa Ward 2- NE Franklin" 418 153 252 4 0
Monona "Onawa Ward 3" 399 140 247 2 1
Monona "Onawa Ward 4" 315 103 199 1 2
Monona "Sherman-SE Franklin-Blencoe-Sioux" 297 92 194 2 0
Monona "St. Clair-Ute" 276 86 184 1 0
Monroe "No. 1 - Albia First Ward" 500 179 307 3 0
Monroe "No. 2 - Albia Second Ward" 428 127 293 2 0
Monroe "No. 3 - Albia Third Ward" 358 132 209 5 0
Monroe "No. 4 - Albia Fourth Ward" 436 160 264 4 0
Monroe "No. 5 - Courthouse (PL,GL,TR,MT,UR,MN)" 1311 284 990 11 0
Monroe "No. 6 - Lovilia Comm Center (LV Cty,BC,CE,UN Twps)" 627 163 447 5 0
Monroe "No. 7 - St. Patrick's Church (ML Cty,FR,JK,WY)" 349 103 232 4 1
Montgomery "#1 Gold Fair Building" 973 315 633 8 0
Montgomery "#2 Red Oak Fire Station" 928 330 564 10 2
Montgomery "#3 First Christian Church" 1093 334 731 4 0
Montgomery "#4 Elliott Community Building" 531 96 417 10 0
Montgomery "#5 Grant Fire Station" 305 77 224 2 0
Montgomery "#6 Stanton Fire Station" 688 142 527 7 0
Montgomery "#7 Villisca Community Building" 783 226 537 5 2
Muscatine "Muscatine First" 1436 685 704 13 1
Muscatine "Muscatine Second" 1018 516 467 13 0
Muscatine "Muscatine Third" 882 490 348 4 0
Muscatine "Muscatine Fourth" 768 438 280 11 1
Muscatine "Muscatine Fifth" 741 391 312 12 0
Muscatine "Muscatine Sixth" 1440 693 697 11 0
Muscatine "Muscatine Seventh" 883 423 413 8 3
Muscatine "Muscatine Eighth" 778 344 402 9 0
Muscatine "Muscatine Ninth" 1054 552 450 13 1
Muscatine "Muscatine Tenth" 1191 599 532 16 2
Muscatine Bloomington 1583 579 978 8 1
Muscatine "Fruitland One" 764 269 462 7 1
Muscatine "Fruitland Two/Lake" 566 218 333 5 1
Muscatine Fulton/Montpelier 969 319 629 3 0
Muscatine Goshen 285 118 153 2 0
Muscatine Orono 214 83 119 4 1
Muscatine Pike 441 167 257 4 0
Muscatine Seventy-Six/Cedar 373 139 222 2 0
Muscatine Sweetland 1010 346 629 8 0
Muscatine "West Liberty1/Wapsie" 1245 740 477 11 1
Muscatine "West Liberty 2" 637 453 155 9 0
Muscatine "Wilton City" 1479 632 790 18 0
Muscatine Wilton/Moscow 684 187 469 8 0
O'Brien Carroll-Floyd 418 72 339 2 0
O'Brien Franklin 835 140 680 4 0
O'Brien Hartley-Lincoln-Omega 1143 301 817 7 0
O'Brien "Sheldon 1st Ward" 1055 204 837 6 0
O'Brien "Sheldon 2nd Ward" 787 180 583 4 0
O'Brien "Sheldon 3rd Ward" 702 137 555 4 0
O'Brien Summit-Center-Dale-Highland 873 223 632 2 1
O'Brien Union-Baker-Caledonia 943 209 724 5 0
O'Brien Waterman-Grant-Liberty 706 174 508 4 3
Osceola "Ashton Precinct" 420 62 349 3 0
Osceola "Harris Precinct" 178 33 141 0 0
Osceola "May City Precinct" 183 37 142 2 0
