COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Kaine Stewart Waters Other
"Page County" Provisional 0 0 0 0 0
"Patrick County" "101 - Ararat" 385 111 272 2 0
"Patrick County" "102 - Claudville" 367 71 293 3 0
"Patrick County" "103 - Willis Gap" 394 85 308 1 0
"Patrick County" "201 - Dry Pond" 238 55 180 3 0
"Patrick County" "202 - Patrick Springs" 669 143 517 9 0
"Patrick County" "203 - Russell Creek" 480 114 365 1 0
"Patrick County" "301 - Critz/Stella" 737 204 530 2 1
"Patrick County" "302 - Liberty" 507 75 427 5 0
"Patrick County" "401 - Meadows Of Dan" 531 176 349 6 0
"Patrick County" "402 - Stuart Fairgrounds" 640 174 459 7 0
"Patrick County" "501 - Stuart Community" 277 60 212 5 0
"Patrick County" "502 - Elamsville" 437 101 333 3 0
"Patrick County" "503 - Woolwine" 568 131 431 6 0
"Patrick County" "Ab - Central Absentee Precinct" 457 133 321 3 0
"Patrick County" Provisional 2 0 2 0 0
"Petersburg City" "101 - First Ward First Precinct" 923 833 81 5 4
"Petersburg City" "201 - Second Ward First Precinct" 1680 1560 106 12 2
"Petersburg City" "301 - Third Ward First Precinct" 1741 1434 288 18 1
"Petersburg City" "401 - Fourth Ward First Precinct" 1212 1027 173 12 0
"Petersburg City" "501 - Fifth Ward First Precinct" 1034 953 70 9 2
"Petersburg City" "601 - Sixth Ward First Precinct" 977 940 33 4 0
"Petersburg City" "701 - Seventh Ward First Precinct" 1343 1231 108 4 0
"Petersburg City" "Ab - Central Absentee Precinct" 1324 1183 130 11 0
"Petersburg City" Provisional 9 9 0 0 0
"Pittsylvania County" "103 - Twin Springs" 1944 372 1545 27 0
"Pittsylvania County" "105 - Chatham" 728 228 486 14 0
"Pittsylvania County" "106 - Tunstall" 805 187 608 9 1
"Pittsylvania County" "108 - West Blairs" 491 167 321 3 0
"Pittsylvania County" "201 - Callands" 689 165 515 9 0
"Pittsylvania County" "202- Bearskin" 216 69 145 2 0
"Pittsylvania County" "204 - Sandy Level" 480 129 345 5 1
"Pittsylvania County" "206 - Climax" 533 115 411 7 0
"Pittsylvania County" "207 - Gretna" 1271 349 908 13 1
"Pittsylvania County" "301 - Central" 623 378 233 12 0
"Pittsylvania County" "305 - Riceville" 630 344 281 5 0
"Pittsylvania County" "307 - East Blairs" 821 630 188 3 0
"Pittsylvania County" "308 - Mt Airy" 348 203 139 6 0
"Pittsylvania County" "309 - East Gretna" 395 183 210 2 0
"Pittsylvania County" "402 - Keeling" 755 136 610 9 0
"Pittsylvania County" "404 - Kentuck" 1382 339 1028 15 0
"Pittsylvania County" "405 - Ringgold" 1470 443 1012 13 2
"Pittsylvania County" "501 - Hurt" 1147 389 740 18 0
"Pittsylvania County" "502 - Motley Sycamore" 1208 378 816 14 0
"Pittsylvania County" "503 - Renan" 669 198 466 5 0
"Pittsylvania County" "603 - Stony Mill" 922 233 682 7 0
"Pittsylvania County" "604 - Swansonville" 759 272 481 6 0
"Pittsylvania County" "605 - Whitmell" 765 217 542 6 0
"Pittsylvania County" "606 - Brosville" 738 368 364 6 0
"Pittsylvania County" "607 - Dry Fork" 348 79 269 0 0
"Pittsylvania County" "702 - Bachelors Hall" 1104 187 903 13 1
"Pittsylvania County" "703 - Ferry Road" 234 80 154 0 0
"Pittsylvania County" "704 - Mt Hermon" 1685 488 1183 11 3
"Pittsylvania County" "705 - Mt Cross" 744 154 583 7 0
"Pittsylvania County" "Ab - Central Absentee Precinct" 1398 622 754 20 2
"Pittsylvania County" Provisional 4 3 1 0 0
"Poquoson City" "1 - Central" 1685 455 1194 31 5
"Poquoson City" "2 - Eastern" 1809 490 1261 56 2
"Poquoson City" "3 - Western" 1897 565 1286 43 3
"Poquoson City" "Ab - Central Absentee Precinct" 601 225 363 10 3
"Poquoson City" Provisional 3 2 1 0 0
"Portsmouth City" "1 - Emanuel A. M. E. Church" 1201 892 281 27 1
"Portsmouth City" "5 - Hampton Roads Community Health Center" 659 637 17 3 2
"Portsmouth City" "7- Park View Elementary School" 735 582 136 15 2
"Portsmouth City" "9 - Third Baptist Church" 1019 871 133 14 1
"Portsmouth City" "10 - Port Norfolk Recreation Center" 587 390 185 9 3
"Portsmouth City" "11 - Mt. Hermon Village" 732 709 17 6 0
"Portsmouth City" "13 - St. Mark Missionary Baptist Church" 480 464 8 8 0
"Portsmouth City" "14 - Brighton Elementary School" 828 800 20 7 1
"Portsmouth City" "16 - Cradock Middle School" 824 609 200 14 1
"Portsmouth City" "17 - Victory Life Fellowship" 967 685 262 19 1
"Portsmouth City" "19 - Fairview Heights Baptist Church" 568 358 200 9 1
"Portsmouth City" "20 - Noble Street Baptist Church" 828 641 176 10 1
"Portsmouth City" "21 - John F. Kennedy Community Center" 596 577 16 3 0
"Portsmouth City" "22 - St. Mark Deliverance Center" 836 516 298 16 6
"Portsmouth City" "23 - Westhaven Baptist Church" 878 390 467 20 1
"Portsmouth City" "24 - The Senior Station" 765 518 226 18 3
"Portsmouth City" "25 - John Tyler Elementary School" 1010 605 382 22 1
"Portsmouth City" "26 - William E. Waters Middle School" 1062 1038 19 3 2
"Portsmouth City" "27 - Cavalier Manor Recreation Center" 1017 983 23 9 2
"Portsmouth City" "28 - Lakeview Elementary School" 1481 1436 35 10 0
"Portsmouth City" "29 - Saint Andrew's United Methodist Church" 704 260 423 20 1
"Portsmouth City" "30 - The Rescue Church" 814 314 485 15 0
"Portsmouth City" "31 - West Park Church Of Christ" 1351 881 452 18 0
"Portsmouth City" "32 - Hodges Manor Elementary School" 854 399 442 12 1
"Portsmouth City" "33- Pinecrest Baptist Church" 698 235 442 21 0
"Portsmouth City" "34- Churchland Branch Library" 1050 526 487 29 8
"Portsmouth City" "35 - Churchland Elementary School" 1228 604 591 33 0
"Portsmouth City" "36 - Scottish Rite Temple" 2193 1339 817 34 3
"Portsmouth City" "37 - Churchland Middle School" 1643 1176 439 23 5
"Portsmouth City" "38 - Grove Baptist Church" 1668 1479 155 33 1
"Portsmouth City" "39 - Churchland Primary And Intermediate School" 1947 1507 410 28 2
"Portsmouth City" "Ab - Central Absentee Precinct" 1919 1541 352 20 6
"Portsmouth City" Provisional 28 23 5 0 0
"Powhatan County" "101 - Subletts" 1560 441 1081 34 4
"Powhatan County" "102 - Manakin" 1194 404 762 25 3
"Powhatan County" "103 - Flat Rock" 868 223 624 21 0
"Powhatan County" "201 - Powhatan Station" 1192 255 906 28 3
"Powhatan County" "202 - Graceland" 1593 432 1134 27 0
"Powhatan County" "301 - Bethesda" 1299 379 889 28 3
"Powhatan County" "302 - Lee's Landing" 1083 300 753 30 0
"Powhatan County" "401 - Powhatan Courthouse" 1990 485 1468 32 5
"Powhatan County" "402 - Mt Zion" 738 193 530 14 1
"Powhatan County" "501 - Smith Cross Roads" 1131 449 663 19 0
"Powhatan County" "502 - Pineville" 665 273 372 17 3
"Powhatan County" "503 - Tobaccoville" 528 121 394 13 0
"Powhatan County" "Ab - Central Absentee Precinct" 1129 428 678 22 1
"Powhatan County" Provisional 2 1 0 0 1
"Prince Edward County" "101 - Farmville" 868 486 366 16 0
"Prince Edward County" "201 - Lockett" 1065 527 520 18 0
"Prince Edward County" "301 - Leigh" 650 343 300 7 0
"Prince Edward County" "302 - Mt Pleasant" 346 214 127 4 1
"Prince Edward County" "401 - Hampden" 700 371 310 18 1
"Prince Edward County" "501 - Darlington Hts" 518 206 304 8 0
"Prince Edward County" "502 - Buffalo Hts" 310 143 165 2 0
"Prince Edward County" "601 - Prospect" 966 550 405 11 0
"Prince Edward County" "701 - West End" 767 467 290 7 3
"Prince Edward County" "801 - Center" 436 347 75 14 0
"Prince Edward County" "Ab - Central Absentee Precinct" 446 238 202 6 0
"Prince Edward County" Provisional 1 1 0 0 0
"Prince George County" "101 - Richard Bland" 824 328 484 11 1
"Prince George County" "102 - Templeton" 1984 521 1442 19 2
"Prince George County" "103 - Union Branch" 1268 560 692 16 0
"Prince George County" "104 - Rives" 863 499 356 8 0
"Prince George County" "105 - Harrison" 452 108 337 6 1
"Prince George County" "201 - Bland" 1807 705 1084 15 3
"Prince George County" "202 - Black Water" 1269 434 819 15 1
"Prince George County" "203 - Brandon" 523 165 355 3 0
"Prince George County" "204 - Courts Bldg" 1602 880 700 22 0
"Prince George County" "205 - Jefferson Park" 1057 756 283 17 1
"Prince George County" "Ab - Central Absentee Precinct" 983 519 452 11 1
"Prince George County" Provisional 0 0 0 0 0
"Prince William County" "101 - Brentsville" 1540 520 977 34 9
"Prince William County" "102 - Cedar Point" 2260 1304 871 76 9
"Prince William County" "103 - Glenkirk" 1656 888 734 28 6
"Prince William County" "104 - Nokesville" 1817 818 932 57 10
"Prince William County" "105 - Limestone" 2314 1329 925 49 11
"Prince William County" "106 - Westgate" 1082 830 227 23 2
"Prince William County" "107 - Marsteller" 2358 1361 926 62 9
"Prince William County" "108 - Victory" 2269 1438 781 47 3
"Prince William County" "109 - Piney Branch" 1792 1159 592 33 8
"Prince William County" "110 - Buckland Mills" 479 241 230 7 1
"Prince William County" "110 - Buckland Mills" 984 591 371 20 2
"Prince William County" "111 - Bristow Run" 2368 1342 972 50 4
"Prince William County" "112 - Burke-Nickens" 64 34 28 2 0
"Prince William County" "112 - Burke-Nickens" 2005 1147 810 40 8
"Prince William County" "201 - Saunders" 1339 987 326 21 5
"Prince William County" "202 - Marshall" 1820 895 879 41 5
"Prince William County" "203 - Bennett" 1919 1045 825 44 5
"Prince William County" "204 - Ellis" 1414 885 494 29 6
"Prince William County" "205 - Buckhall" 1888 1031 821 33 3
"Prince William County" "206 - Coles" 1440 686 712 41 1
"Prince William County" "207 - Spriggs" 2083 1399 643 35 6
"Prince William County" "208 - Hylton" 1330 611 693 25 1
"Prince William County" "209 - Independent Hill" 1228 479 712 35 2
"Prince William County" "210 - Penn" 1470 705 723 38 4
"Prince William County" "210 - Penn" 140 95 40 4 1
"Prince William County" "211 - Signal Hill" 1597 888 672 31 6
"Prince William County" "212 - Yorkshire" 2136 1406 679 41 10
"Prince William County" "213 - Saratoga" 1041 748 271 19 3
"Prince William County" "214 - Lucasville" 1061 434 596 29 2
"Prince William County" "215 - Rosa Parks" 1365 953 384 26 2
"Prince William County" "301 - Dumfries" 1186 904 260 18 4
"Prince William County" "302 - Potomac" 2244 1934 288 20 2
"Prince William County" "303 - Graham Park" 906 696 194 16 0
"Prince William County" "304 - Quantico" 256 138 112 6 0
"Prince William County" "305 - Pattie" 1595 965 597 28 5
"Prince William County" "306 - Washington-Reid" 1733 1061 637 29 6
"Prince William County" "307 - Henderson" 1494 863 593 34 4
"Prince William County" "308 - Montclair" 1033 599 397 35 2
"Prince William County" "309 - Ashland" 1218 717 472 27 2
"Prince William County" "310 - Forest Park" 1433 1048 354 30 1
"Prince William County" "311 - Swans Creek" 2254 1759 461 29 5
"Prince William County" "312 - Triangle" 307 247 54 5 1
"Prince William County" "312 - Triangle" 1294 944 328 21 1
"Prince William County" "313 - Cardinal" 1253 897 326 27 3
"Prince William County" "314 - Cabin Branch" 1272 816 422 32 2
"Prince William County" "401 - Evergreen" 1713 722 948 38 5
"Prince William County" "402 - Battlefield" 1834 789 1015 29 1
"Prince William County" "403 - Bull Run" 1443 824 587 26 6
"Prince William County" "404 - Ben Lomond" 1356 984 331 40 1
"Prince William County" "405 - Stonewall" 1758 1263 453 40 2
"Prince William County" "406 - Alvey" 780 399 369 10 2
"Prince William County" "407 - Heritage Hunt" 1965 915 1019 29 2
"Prince William County" "408 - Sudley" 1068 627 400 39 2
"Prince William County" "409 - Tyler" 1815 1097 662 53 3
"Prince William County" "410 - Mountain View" 1919 1006 869 36 8
"Prince William County" "411 - Mullen" 1421 1134 251 35 1
"Prince William County" "412 - Catharpin" 1187 493 671 21 2
"Prince William County" "413 - Reagan" 2167 1106 1012 47 2
"Prince William County" "501 - Lake Ridge" 1511 1000 478 29 4
"Prince William County" "502 - Occoquan" 1079 735 318 25 1
"Prince William County" "503 - Old Bridge" 1269 940 305 23 1
"Prince William County" "504 - Rockledge" 1157 753 381 22 1
"Prince William County" "505 - Mohican" 1626 1030 541 48 7
"Prince William County" "506 - Bethel" 1951 1308 597 43 3
"Prince William County" "507 - Chinn" 1443 981 436 22 4
"Prince William County" "508 - Springwoods" 1109 827 259 22 1
"Prince William County" "509 - Mc Coart" 1807 924 842 37 4
"Prince William County" "510 - Yates Ford" 1173 568 576 28 1
"Prince William County" "511 - Westridge" 1775 1180 559 34 2
"Prince William County" "512 - York" 1571 1311 233 26 1
"Prince William County" "513 - Lynnwood" 1589 991 549 44 5
"Prince William County" "514 - Antietam" 1764 1201 509 46 8
"Prince William County" "601 - Dale" 1281 1058 206 14 3
"Prince William County" "602 - Beville" 2017 1564 419 31 3
"Prince William County" "603 - Hampton" 1104 910 179 13 2
"Prince William County" "604 - Gideon" 1284 1011 257 14 2
"Prince William County" "605 - Minnieville" 1339 959 355 21 4
"Prince William County" "606 - Bel Air" 1329 954 356 18 1
"Prince William County" "607 - Kerrydale" 1614 1229 360 18 7
"Prince William County" "608 - Enterprise" 1388 1054 313 20 1
"Prince William County" "609 - King" 43 39 4 0 0
"Prince William County" "609 - King" 1787 1328 427 31 1
"Prince William County" "610 - Fitzgerald" 1622 1268 330 22 2
"Prince William County" "611 - Neabsco" 1124 871 241 11 1
"Prince William County" "701 - Belmont" 1540 1022 492 25 1
"Prince William County" "702 - Library" 1570 1271 271 26 2
"Prince William County" "703 - Lynn" 867 734 113 18 2
"Prince William County" "704 - Porter" 1371 1189 162 16 4
"Prince William County" "705 - Potomac View" 984 661 303 16 4
"Prince William County" "706 - Rippon" 1609 1176 413 17 3
"Prince William County" "707 - Kilby" 1217 945 261 10 1
"Prince William County" "708 - River Oaks" 1619 1375 222 22 0
"Prince William County" "709 - Freedom" 1633 1419 199 12 3
"Prince William County" "710 - Powells Creek" 1362 1165 174 20 3
"Prince William County" "711 - Grayson" 1537 1257 263 17 0
"Prince William County" "712 - Leesylvania" 1578 1088 460 25 5
"Prince William County" "Ab - Central Absentee Precinct" 9640 6106 3334 173 27
"Prince William County" "Ab - Central Absentee Precinct" 6484 3717 2658 94 15
"Prince William County" "Ab - Central Absentee Precinct" 7862 6037 1721 89 15
"Prince William County" Provisional 58 35 22 1 0
"Prince William County" Provisional 28 21 7 0 0
"Prince William County" Provisional 48 41 7 0 0
"Pulaski County" "101 - Belspring" 489 161 322 5 1
"Pulaski County" "102 - New River" 1495 671 798 25 1
"Pulaski County" "103 - West Cloyd" 764 241 512 10 1
"Pulaski County" "201 - Draper" 878 215 653 9 1
"Pulaski County" "202 - South Pulaski" 170 57 109 4 0
"Pulaski County" "203 - Newbern" 1351 473 860 18 0
"Pulaski County" "301 - Dublin" 1240 352 872 15 1
"Pulaski County" "302 - Hiwassee" 279 68 209 2 0
"Pulaski County" "304 - Snowville" 735 204 521 9 1
"Pulaski County" "401 - Massie" 1655 546 1080 25 4
"Pulaski County" "402 - Walker" 560 123 434 3 0
"Pulaski County" "501 - Robinson" 1765 668 1066 28 3
"Pulaski County" "Ab - Central Absentee Precinct" 694 281 396 16 1
"Pulaski County" Provisional 6 3 3 0 0
"Radford City" "1 - East Precinct" 2093 1442 591 60 0
"Radford City" "2 - Central Precinct" 1320 711 566 39 4
"Radford City" "3 - West Precinct" 1373 629 714 26 4
"Radford City" "Ab - Central Absentee Precinct" 291 196 87 5 3
"Radford City" Provisional 1 1 0 0 0
"Rappahannock County" "101 - Washington" 729 358 365 3 3
"Rappahannock County" "201 - Amissville" 712 263 438 9 2
"Rappahannock County" "301 - Sperryville" 658 352 302 3 1
"Rappahannock County" "401 - Scrabble" 616 287 316 9 4
"Rappahannock County" "501 - Chester Gap" 327 87 232 8 0
"Rappahannock County" "502 - Flint Hill" 399 204 187 7 1
"Rappahannock County" "Ab - Central Absentee Precinct" 438 292 142 3 1
"Rappahannock County" Provisional 4 2 2 0 0
"Richmond County" "101 - Precinct 1-1" 578 371 204 3 0
"Richmond County" "201 - Precinct 2-1" 544 190 349 5 0
"Richmond County" "301 - Precinct 3-1" 505 203 297 3 2
"Richmond County" "401 - Precinct 4-1" 562 185 371 4 2
"Richmond County" "501 - Precinct 5-1" 543 169 368 5 1
"Richmond County" "Ab - Central Absentee Precinct" 167 73 94 0 0
"Richmond County" Provisional 0 0 0 0 0
"Richmond City" "101 - One Hundred One" 821 616 184 19 2
"Richmond City" "102 - One Hundred Two" 900 547 322 25 6
"Richmond City" "104 - One Hundred Four" 1362 814 518 24 6
"Richmond City" "105 - One Hundred Five" 1309 899 371 34 5
"Richmond City" "106 - One Hundred Six" 1398 631 714 48 5
"Richmond City" "111 - One Hundred Eleven" 1191 804 352 34 1
"Richmond City" "112 - One Hundred Twelve" 1067 790 244 27 6
"Richmond City" "113 - One Hundred Thirteen" 1561 1332 195 31 3
"Richmond City" "114 - One Hundred Fourteen" 2005 1660 287 57 1
"Richmond City" "115 - One Hundred Fifteen" 1037 617 384 31 5
"Richmond City" "203 - Two Hundred Three" 2027 1646 310 63 8
"Richmond City" "204 - Two Hundred Four" 1657 1388 224 42 3
"Richmond City" "206 - Two Hundred Six" 980 870 87 22 1
"Richmond City" "207 - Two Hundred Seven" 1772 1435 280 52 5
"Richmond City" "208 - Two Hundred Eight" 1544 1294 210 35 5
"Richmond City" "213 - Two Hundred Thirteen" 2158 2048 73 35 2
"Richmond City" "214 - Two Hundred Fourteen" 1864 1734 94 32 4
"Richmond City" "301 - Three Hundred One" 640 613 22 2 3
"Richmond City" "302 - Three Hundred Two" 849 753 76 14 6
"Richmond City" "303 - Three Hundred Three" 756 718 24 12 2
"Richmond City" "304 - Three Hundred Four" 1071 1030 29 11 1
"Richmond City" "305 - Three Hundred Five" 1112 1035 57 19 1
"Richmond City" "306 - Three Hundred Six" 869 834 27 8 0
"Richmond City" "307 - Three Hundred Seven" 1179 977 169 30 3
"Richmond City" "308 - Three Hundred Eight" 1240 1002 203 32 3
"Richmond City" "309 - Three Hundred Nine" 865 602 247 15 1
"Richmond City" "310 - Three Hundred Ten" 317 309 4 4 0
"Richmond City" "402 - Four Hundred Two" 2140 1654 424 61 1
"Richmond City" "404 - Four Hundred Four" 1785 1436 304 41 4
"Richmond City" "409 - Four Hundred Nine" 2632 1716 859 53 4
"Richmond City" "410 - Four Hundred Ten" 1368 976 358 32 2
"Richmond City" "412 - Four Hundred Twelve" 1292 1040 220 31 1
"Richmond City" "413 - Four Hundred Thirteen" 1373 1007 335 31 0
"Richmond City" "414 - Four Hundred Fourteen" 1494 984 476 31 3
"Richmond City" "501 - Five Hundred One" 1752 1564 150 35 3
"Richmond City" "503 - Five Hundred Three" 1653 1503 117 32 1
"Richmond City" "504 - Five Hundred Four" 2161 1945 171 43 2
"Richmond City" "505 - Five Hundred Five" 1425 1298 106 21 0
"Richmond City" "508 - Five Hundred Eight" 882 769 97 16 0
"Richmond City" "509 - Five Hundred Nine" 1003 943 48 12 0
"Richmond City" "510 - Five Hundred Ten" 1300 1188 84 24 4
"Richmond City" "602 - Six Hundred Two" 569 554 11 2 2
"Richmond City" "603 - Six Hundred Three" 1028 990 28 10 0
"Richmond City" "604 - Six Hundred Four" 729 689 25 12 3
"Richmond City" "606 - Six Hundred Six" 1176 1135 30 10 1
"Richmond City" "607 - Six Hundred Seven" 1378 1198 155 23 2
"Richmond City" "609 - Six Hundred Nine" 1700 1529 131 34 6
"Richmond City" "610 - Six Hundred Ten" 663 636 19 7 1
"Richmond City" "701 - Seven Hundred One" 744 717 20 6 1
"Richmond City" "702 - Seven Hundred Two" 843 792 35 13 3
"Richmond City" "703 - Seven Hundred Three" 1054 1000 36 17 1
"Richmond City" "705 - Seven Hundred Five" 1008 922 67 19 0
"Richmond City" "706 - Seven Hundred Six" 1557 1448 90 18 1
"Richmond City" "707 - Seven Hundred Seven" 2205 1951 204 43 7
"Richmond City" "708 - Seven Hundred Eight" 1883 1623 198 55 7
"Richmond City" "802 - Eight Hundred Two" 809 781 18 8 2
"Richmond City" "806 - Eight Hundred Six" 1041 955 79 6 1
"Richmond City" "810 - Eight Hundred Ten" 890 825 60 2 3
"Richmond City" "811 - Eight Hundred Eleven" 968 894 70 4 0
"Richmond City" "812 - Eight Hundred Twelve" 1472 1300 153 18 1
"Richmond City" "814 - Eight Hundred Fourteen" 805 760 39 6 0
"Richmond City" "902 - Nine Hundred Two" 429 400 24 4 1
"Richmond City" "903 - Nine Hundred Three" 1132 1020 97 13 2
"Richmond City" "908 - Nine Hundred Eight" 1093 1024 65 4 0
"Richmond City" "909 - Nine Hundred Nine" 1249 1132 99 16 2
"Richmond City" "910 - Nine Hundred Ten" 1043 951 85 7 0
"Richmond City" "911 - Nine Hundred Eleven" 1057 1011 43 3 0
"Richmond City" "Ab - Central Absentee Precinct" 4894 4179 621 80 14
"Richmond City" Provisional 53 48 4 1 0
"Roanoke County" "101 - Catawba" 455 136 310 9 0
"Roanoke County" "102 - Mason Valley" 456 119 331 6 0
"Roanoke County" "103 - Glenvar" 1104 336 750 16 2
"Roanoke County" "104 - Northside" 916 440 456 18 2
"Roanoke County" "105 - Peters Creek" 1874 769 1059 41 5
"Roanoke County" "106 - Green Hill" 1779 629 1120 28 2
"Roanoke County" "107 - Bennett Springs" 617 167 433 16 1
"Roanoke County" "108 - Wildwood" 930 325 577 25 3
"Roanoke County" "201 - Plantation" 1161 489 644 28 0
"Roanoke County" "202 - Burlington" 832 404 416 11 1
"Roanoke County" "203 - Mountain View" 1864 679 1152 31 2
"Roanoke County" "204 - Botetourt Springs" 1510 648 837 23 2
"Roanoke County" "205 - Orchards" 2073 720 1318 29 6
"Roanoke County" "206 - Hollins" 640 297 331 11 1
"Roanoke County" "301 - Bent Mountain" 456 170 268 18 0
"Roanoke County" "302 - Poages Mill" 1968 722 1218 26 2
"Roanoke County" "303 - Windsor Hills" 1089 478 581 27 3
"Roanoke County" "304 - Oak Grove" 1994 862 1103 29 0
"Roanoke County" "305 - Castle Rock" 2189 1010 1152 27 0
"Roanoke County" "306 - Garst Mill" 935 474 441 19 1
"Roanoke County" "402 - Bonsack" 389 128 251 10 0
"Roanoke County" "403 - North Vinton" 1084 373 679 31 1
"Roanoke County" "404 - South Vinton" 1323 562 734 21 6
"Roanoke County" "405 - Lindenwood" 1962 679 1256 25 2
"Roanoke County" "406 - Mount Pleasant" 1536 457 1058 18 3
"Roanoke County" "501 - Cotton Hill" 1109 463 629 17 0
"Roanoke County" "502 - Penn Forest" 933 417 496 18 2
"Roanoke County" "503 - Cave Spring" 1242 555 659 26 2
"Roanoke County" "504 - Ogden" 1036 563 455 17 1
"Roanoke County" "505 - Clearbrook" 857 291 556 10 0
"Roanoke County" "506 - Mount Vernon" 920 440 459 21 0
"Roanoke County" "507 - Hunting Hills" 1711 750 922 32 7
"Roanoke County" "Ab - Central Absentee Precinct" 2322 1119 1168 31 4
"Roanoke County" "Ab - Central Absentee Precinct" 697 332 356 9 0
"Roanoke County" Provisional 24 7 17 0 0
"Roanoke County" Provisional 4 2 2 0 0
"Roanoke City" "1 -Peters Creek" 1333 1079 237 16 1
"Roanoke City" "2 - Grandview" 1360 950 382 27 1
"Roanoke City" "3 -Preston Park" 1406 669 717 19 1
"Roanoke City" "4 - Williamson Road" 1228 738 467 22 1
"Roanoke City" "5 - East Gate" 1301 555 718 28 0
"Roanoke City" "6 - Hollins Road" 1216 696 502 17 1
"Roanoke City" "7 - Southeast" 910 444 440 24 2
"Roanoke City" "8 - Lincoln Terrace" 918 850 62 6 0
"Roanoke City" "9 - Highland" 1260 978 255 25 2
"Roanoke City" "10 - Old Southwest-Wasena" 1809 1282 472 53 2
"Roanoke City" "11 - Raleigh Court" 2152 1424 677 48 3
"Roanoke City" "12 - South Roanoke" 1583 865 690 26 2
"Roanoke City" "13 - Garden City" 1353 534 789 29 1
"Roanoke City" "14 - Crystal Spring" 1739 996 713 29 1
"Roanoke City" "15 - Grandin Court" 1590 935 606 49 0
"Roanoke City" "16 - Deyerle" 1764 905 825 26 8
"Roanoke City" "17 - Lee-Hi" 1782 1140 580 60 2
"Roanoke City" "18 - Summit Hills" 1508 968 509 31 0
"Roanoke City" "19 - Forest Park" 1151 1014 127 8 2
"Roanoke City" "20 - Eureka Park" 1647 1555 86 4 2
"Roanoke City" "Ab - Central Absentee Precinct" 2216 1528 643 40 5
"Roanoke City" Provisional 56 44 12 0 0
"Rockbridge County" "101 - Airport" 810 383 413 14 0
"Rockbridge County" "102 - Ben Salem" 568 208 353 7 0
"Rockbridge County" "103 - Plank Road" 317 92 222 3 0
"Rockbridge County" "104 - Effinger" 334 113 214 7 0
"Rockbridge County" "201 - Collierstown" 566 249 312 5 0
"Rockbridge County" "202 - Highland Belle" 1040 421 603 16 0
"Rockbridge County" "203 - Vo-Tech" 281 153 123 5 0
"Rockbridge County" "301 - Maury River" 482 180 294 8 0
"Rockbridge County" "302 - Natural Bridge" 488 146 335 7 0
"Rockbridge County" "303 - Falling Spring" 264 68 191 5 0
"Rockbridge County" "401 - Fairfield" 585 201 374 10 0
"Rockbridge County" "402 - Mountain View" 772 223 537 12 0
"Rockbridge County" "403 - Vesuvius" 282 62 219 1 0
"Rockbridge County" "501 - Goshen" 277 50 222 5 0
"Rockbridge County" "502 - Meadowview" 537 254 274 9 0
"Rockbridge County" "503 - Rockbridge Baths" 379 162 209 8 0
"Rockbridge County" "504 - Rockbridge" 616 239 368 9 0
"Rockbridge County" "Ab - Central Absentee Precinct" 744 375 357 12 0
"Rockbridge County" Provisional 7 5 2 0 0
"Rockingham County" "101 - Broadway" 1480 454 988 38 0
"Rockingham County" "102 - Timberville" 698 213 472 13 0
"Rockingham County" "103 - Fulks Run" 740 119 613 8 0
"Rockingham County" "104 - Bergton" 286 46 235 5 0
"Rockingham County" "105 - Lacey Spring" 651 124 510 17 0
"Rockingham County" "106 - Tenth Legion" 577 140 428 9 0
"Rockingham County" "107 - Plains" 650 144 492 13 1
"Rockingham County" "108 - Little North Mountain" 448 109 324 13 2
"Rockingham County" "201 - Singers Glen" 951 246 685 19 1
"Rockingham County" "202 - Edom" 1502 530 951 19 2
"Rockingham County" "203 - Dayton" 720 255 448 17 0
"Rockingham County" "204 - Mt Clinton" 1040 281 733 25 1
"Rockingham County" "205 - Silver Lake" 1355 485 840 29 1
"Rockingham County" "301 - Keezletown" 722 207 490 23 2
"Rockingham County" "302 - Port Republic" 1071 288 760 23 0
"Rockingham County" "303 - Melrose" 621 159 453 9 0
"Rockingham County" "304 - Grottoes" 1034 290 720 23 1
"Rockingham County" "305 - Massanetta Springs" 1410 637 722 48 3
"Rockingham County" "306 - Cross Keys" 408 121 283 4 0
"Rockingham County" "307 - Crossroads" 1761 764 956 39 2
"Rockingham County" "401 - West Bridgewater" 897 326 550 20 1
"Rockingham County" "402 - Montezuma" 1049 245 782 20 2
"Rockingham County" "403 - Mt Crawford" 172 59 109 4 0
"Rockingham County" "404 - North River" 1090 345 726 19 0
"Rockingham County" "405 - Ottobine" 1174 197 959 18 0
"Rockingham County" "406 - East Bridgewater" 1320 584 703 33 0
"Rockingham County" "501 - Elkton" 1115 304 782 28 1
"Rockingham County" "502 - Swift Run" 1465 246 1203 15 1
"Rockingham County" "503 - Mcgaheysville" 1405 392 978 30 5
"Rockingham County" "504 - South Fork" 667 123 531 13 0
"Rockingham County" "505 - Stony Run" 1267 546 690 30 1
"Rockingham County" "Ab - Central Absentee Precinct" 1885 823 1030 30 2
"Rockingham County" Provisional 14 9 5 0 0
"Russell County" "101 - Moccasin" 610 122 482 5 1
"Russell County" "102 - Copper Creek" 474 124 347 3 0
"Russell County" "103 - South Castlewood" 381 114 263 4 0
"Russell County" "201 - North Castlewood" 966 259 699 8 0
"Russell County" "202 - Dante" 206 65 136 5 0
"Russell County" "301 - Cooks Mill" 193 54 135 4 0
