COUNTY AREA TOTAL DEM REP LMN GRN Writein
COUNTY AREA TOTAL Klobuchar Newberger Schuller Overby Writein
Hennepin "Minneapolis W-10 P-3B" 0 0 0 0 0 0
Hennepin "Minneapolis W-10 P-4" 1680 1499 116 38 25 2
Hennepin "Minneapolis W-10 P-5A" 1321 1187 107 17 9 1
Hennepin "Minneapolis W-10 P-5B" 0 0 0 0 0 0
Hennepin "Minneapolis W-10 P-6" 2120 1914 137 51 18 0
Hennepin "Minneapolis W-10 P-7" 1611 1446 70 58 36 1
Hennepin "Minneapolis W-10 P-8" 1239 1118 54 39 27 1
Hennepin "Minneapolis W-10 P-9" 1941 1710 107 78 45 1
Hennepin "Minneapolis W-10 P-10" 1705 1494 110 73 28 0
Hennepin "Minneapolis W-11 P-1" 1540 1384 128 18 10 0
Hennepin "Minneapolis W-11 P-2" 2062 1783 231 30 17 1
Hennepin "Minneapolis W-11 P-3" 1759 1510 176 58 14 1
Hennepin "Minneapolis W-11 P-4" 2436 2171 214 28 21 2
Hennepin "Minneapolis W-11 P-5" 1330 1181 128 14 7 0
Hennepin "Minneapolis W-11 P-6" 2198 1892 264 22 19 1
Hennepin "Minneapolis W-11 P-7" 2066 1748 272 30 15 1
Hennepin "Minneapolis W-11 P-8" 1899 1544 289 44 20 2
Hennepin "Minneapolis W-11 P-9" 974 796 126 39 12 1
Hennepin "Minneapolis W-11 P-10" 1466 1192 234 30 9 1
Hennepin "Minneapolis W-12 P-1" 2229 1970 187 39 32 1
Hennepin "Minneapolis W-12 P-2" 2054 1827 173 33 21 0
Hennepin "Minneapolis W-12 P-3" 2441 2128 241 39 33 0
Hennepin "Minneapolis W-12 P-4" 1125 973 115 23 14 0
Hennepin "Minneapolis W-12 P-5" 1566 1366 160 16 23 1
Hennepin "Minneapolis W-12 P-6" 1359 1161 159 24 15 0
Hennepin "Minneapolis W-12 P-7" 88 52 29 5 2 0
Hennepin "Minneapolis W-12 P-8" 1040 925 83 19 12 1
Hennepin "Minneapolis W-12 P-9" 1569 1346 175 26 21 1
Hennepin "Minneapolis W-12 P-10" 1671 1352 253 47 18 1
Hennepin "Minneapolis W-12 P-11" 1378 1173 147 33 23 2
Hennepin "Minneapolis W-12 P-12" 2345 2057 219 47 22 0
Hennepin "Minneapolis W-12 P-13" 1046 896 128 14 8 0
Hennepin "Minneapolis W-13 P-1" 1900 1541 288 44 25 2
Hennepin "Minneapolis W-13 P-2" 1117 985 117 5 10 0
Hennepin "Minneapolis W-13 P-3" 1510 1356 132 6 15 1
Hennepin "Minneapolis W-13 P-4" 1598 1380 179 26 13 0
Hennepin "Minneapolis W-13 P-5" 1439 1292 128 10 8 1
Hennepin "Minneapolis W-13 P-6" 1825 1644 159 17 5 0
Hennepin "Minneapolis W-13 P-7" 2531 2213 278 17 23 0
Hennepin "Minneapolis W-13 P-8" 1866 1597 218 35 15 1
Hennepin "Minneapolis W-13 P-9" 2388 2025 306 36 20 1
Hennepin "Minneapolis W-13 P-10" 1013 914 76 13 10 0
Hennepin "Minneapolis W-13 P-11" 1618 1377 206 18 17 0
Hennepin "Minneapolis W-13 P-12" 1005 887 103 8 7 0
Hennepin "Minneapolis W-13 P-13" 1499 1337 154 4 3 1
Hennepin "Minnetonka W-1 P-A" 1462 1022 416 15 9 0
Hennepin "Minnetonka W-1 P-B" 1159 808 326 14 10 1
Hennepin "Minnetonka W-1 P-C" 1276 901 337 22 15 1
Hennepin "Minnetonka W-1 P-D" 1780 1231 511 25 13 0
Hennepin "Minnetonka W-1 P-E" 1012 660 325 23 4 0
Hennepin "Minnetonka W-1 P-F" 1410 1020 376 8 5 1
Hennepin "Minnetonka W-2 P-A" 1191 824 351 12 3 1
Hennepin "Minnetonka W-2 P-B" 1798 1365 411 15 6 1
Hennepin "Minnetonka W-2 P-C" 1734 1248 460 19 6 1
Hennepin "Minnetonka W-2 P-D" 1709 1252 415 31 10 1
Hennepin "Minnetonka W-2 P-E" 1366 1003 306 42 14 1
Hennepin "Minnetonka W-3 P-A" 1072 759 283 19 11 0
Hennepin "Minnetonka W-3 P-B" 1224 791 407 14 12 0
Hennepin "Minnetonka W-3 P-C" 1354 922 401 22 8 1
Hennepin "Minnetonka W-3 P-D" 1562 962 574 19 7 0
Hennepin "Minnetonka W-3 P-E" 1155 834 300 14 7 0
Hennepin "Minnetonka W-3 P-F" 1937 1286 622 23 6 0
Hennepin "Minnetonka W-4 P-A" 997 649 324 19 5 0
Hennepin "Minnetonka W-4 P-B" 1129 685 402 32 10 0
Hennepin "Minnetonka W-4 P-C" 1453 953 479 14 6 1
Hennepin "Minnetonka W-4 P-D" 1510 1024 453 22 9 2
Hennepin "Minnetonka W-4 P-E" 1237 911 308 11 7 0
Hennepin "Minnetonka W-4 P-F" 1347 911 406 21 8 1
Hennepin "Minnetonka Beach P-1" 377 199 171 2 5 0
Hennepin "Minnetrista P-1A" 1398 702 666 24 6 0
Hennepin "Minnetrista P-2A" 425 184 233 6 1 1
Hennepin "Minnetrista P-3A" 1011 499 488 19 4 1
Hennepin "Minnetrista P-4A" 1307 633 646 20 8 0
Hennepin "Mound P-1" 1253 652 567 24 9 1
Hennepin "Mound P-2" 1265 645 565 39 16 0
Hennepin "Mound P-3" 1246 667 528 37 13 1
Hennepin "Mound P-4" 1187 695 447 35 10 0
Hennepin "New Hope P-1" 919 653 230 30 6 0
Hennepin "New Hope P-2" 1455 1059 344 37 14 1
Hennepin "New Hope P-3" 1485 1027 415 34 9 0
Hennepin "New Hope P-4" 1423 925 447 38 13 0
Hennepin "New Hope P-5" 949 676 215 45 13 0
Hennepin "New Hope P-6" 474 352 103 15 4 0
Hennepin "New Hope P-7" 1743 1176 507 44 16 0
Hennepin "New Hope P-8" 1307 935 303 53 16 0
Hennepin "Orono P-1" 1463 776 668 15 4 0
Hennepin "Orono P-2" 682 354 316 9 3 0
Hennepin "Orono P-3A" 1089 566 493 23 7 0
Hennepin "Orono P-4A" 1709 945 740 19 5 0
Hennepin "Osseo P-1" 1242 744 447 43 8 0
Hennepin "Plymouth W-1 P-1" 2023 1322 671 21 9 0
Hennepin "Plymouth W-1 P-2" 3295 2125 1118 38 12 2
Hennepin "Plymouth W-1 P-3" 1249 780 450 17 2 0
Hennepin "Plymouth W-1 P-4" 1796 1169 596 18 13 0
Hennepin "Plymouth W-1 P-5" 1988 1243 722 18 5 0
Hennepin "Plymouth W-1 P-6" 1161 761 386 9 5 0
Hennepin "Plymouth W-2 P-7" 2690 1725 926 22 17 0
Hennepin "Plymouth W-2 P-8" 1417 945 444 24 3 1
Hennepin "Plymouth W-2 P-9" 2227 1527 653 37 10 0
Hennepin "Plymouth W-2 P-10" 1267 791 449 21 6 0
Hennepin "Plymouth W-2 P-11" 1337 854 459 14 10 0
Hennepin "Plymouth W-2 P-12" 1329 783 508 30 8 0
Hennepin "Plymouth W-3 P-13" 1854 1214 563 66 11 0
Hennepin "Plymouth W-3 P-14" 2849 1914 877 36 21 1
Hennepin "Plymouth W-3 P-15" 1400 907 455 28 10 0
Hennepin "Plymouth W-3 P-16" 2270 1473 739 38 20 0
Hennepin "Plymouth W-3 P-17" 1130 805 278 34 12 1
Hennepin "Plymouth W-4 P-18" 1824 1132 648 30 14 0
Hennepin "Plymouth W-4 P-19" 1292 869 402 15 6 0
Hennepin "Plymouth W-4 P-20" 1809 1106 673 25 5 0
Hennepin "Plymouth W-4 P-21" 1805 1185 591 21 8 0
Hennepin "Plymouth W-4 P-22" 1771 1226 487 39 17 2
Hennepin "Plymouth W-4 P-23" 1541 1004 486 39 12 0
Hennepin "Richfield W-1 P-3" 2229 1694 453 54 28 0
Hennepin "Richfield W-1 P-4" 1903 1415 404 57 25 2
Hennepin "Richfield W-1 P-5" 2099 1575 475 30 19 0
Hennepin "Richfield W-2 P-2" 2353 1812 450 64 26 1
Hennepin "Richfield W-2 P-6" 2137 1598 473 53 13 0
Hennepin "Richfield W-2 P-7" 1500 1116 330 38 16 0
Hennepin "Richfield W-3 P-1" 1258 921 281 41 12 3
Hennepin "Richfield W-3 P-8" 1416 1054 286 55 21 0
Hennepin "Richfield W-3 P-9" 1990 1508 408 53 19 2
Hennepin "Robbinsdale W-1" 1785 1260 432 66 26 1
Hennepin "Robbinsdale W-2" 2090 1634 394 46 14 2
Hennepin "Robbinsdale W-3" 1641 1208 369 45 17 2
Hennepin "Robbinsdale W-4" 1790 1370 314 78 28 0
Hennepin "Rockford P-1" 147 89 51 6 1 0
Hennepin "Rogers P-1" 2306 1143 1110 37 16 0
Hennepin "Rogers P-2" 3769 1810 1869 67 21 2
Hennepin "Shorewood P-1" 134 67 66 1 0 0
Hennepin "Shorewood P-2" 1428 834 568 16 9 1
Hennepin "Shorewood P-3" 1285 796 459 19 11 0
Hennepin "Shorewood P-4" 1809 1081 704 18 6 0
Hennepin "Spring Park P-1" 918 493 397 18 10 0
Hennepin "Saint Anthony P-1" 1300 959 312 17 12 0
Hennepin "Saint Anthony P-2" 2075 1511 511 30 21 2
Hennepin "Saint Bonifacius P-1" 1177 587 549 33 7 1
Hennepin "Saint Louis Park W-1 P-1" 2252 1740 467 27 15 3
Hennepin "Saint Louis Park W-1 P-2" 2591 2035 469 63 21 3
Hennepin "Saint Louis Park W-1 P-3" 1045 834 165 26 20 0
Hennepin "Saint Louis Park W-1 P-4" 913 712 165 30 6 0
Hennepin "Saint Louis Park W-2 P-5" 1240 947 258 23 12 0
Hennepin "Saint Louis Park W-2 P-6" 2162 1741 350 45 26 0
Hennepin "Saint Louis Park W-2 P-7" 2327 1925 359 22 19 2
Hennepin "Saint Louis Park W-2 P-8" 1787 1377 353 36 21 0
Hennepin "Saint Louis Park W-3 P-9" 1480 1170 270 24 16 0
Hennepin "Saint Louis Park W-3 P-10" 1432 1080 294 39 17 2
Hennepin "Saint Louis Park W-3 P-11" 1342 1057 241 35 9 0
Hennepin "Saint Louis Park W-3 P-12" 2099 1597 400 77 25 0
Hennepin "Saint Louis Park W-4 P-13" 1450 1061 341 38 10 0
Hennepin "Saint Louis Park W-4 P-14" 2403 1942 398 47 14 2
Hennepin "Saint Louis Park W-4 P-15" 1545 1198 286 46 15 0
Hennepin "Saint Louis Park W-4 P-16" 1343 1002 281 38 20 2
Hennepin "Tonka Bay P-1" 960 555 385 14 4 2
Hennepin "Wayzata P-1" 2745 1631 1055 52 7 0
Hennepin "Woodland P-1" 304 167 132 4 1 0
Houston "Black Hammer Twp" 141 75 62 3 1 0
Houston Brownsville 265 141 110 10 4 0
Houston "Brownsville Twp" 232 109 105 13 5 0
Houston "Caledonia P-1" 475 237 216 20 2 0
Houston "Caledonia P-2" 619 311 274 26 8 0
Houston "Caledonia Twp" 310 144 153 12 1 0
Houston "Crooked Creek Twp" 111 51 55 5 0 0
Houston Eitzen 127 38 86 3 0 0
Houston Hokah 262 131 105 22 4 0
Houston "Hokah Twp" 243 115 117 9 2 0
Houston Houston 423 201 193 22 6 1
Houston "Houston Twp" 230 97 126 3 4 0
Houston "Jefferson Twp" 52 30 22 0 0 0
Houston "La Crescent P-1" 1184 611 525 35 13 0
Houston "La Crescent P-2" 839 510 301 22 5 1
Houston "La Crescent P-3" 463 261 181 13 8 0
Houston "La Crescent Twp" 661 297 345 17 2 0
Houston "Mayville Twp" 158 69 84 5 0 0
Houston "Money Creek Twp" 309 131 166 8 4 0
Houston "Mound Prairie Twp" 294 143 145 5 1 0
Houston "Sheldon Twp" 151 52 95 2 2 0
Houston "Spring Grove" 519 299 200 17 3 0
Houston "Spring Grove Twp" 200 82 116 1 1 0
Houston "Union Twp" 180 72 98 6 4 0
Houston "Wilmington Twp" 202 97 98 4 3 0
Houston "Winnebago Twp" 105 38 64 3 0 0
Houston "Yucatan Twp" 194 83 107 1 3 0
Hubbard Akeley 166 71 80 12 3 0
Hubbard "Akeley Twp" 289 141 143 5 0 0
Hubbard "Arago Twp" 318 132 180 6 0 0
Hubbard "Badoura Twp" 62 33 26 1 2 0
Hubbard "Clay Twp" 58 24 33 1 0 0
Hubbard "Clover Twp" 95 36 57 1 1 0
Hubbard "Crow Wing Lake Twp" 204 85 116 2 1 0
Hubbard "Farden Twp P-1" 476 243 214 13 6 0
Hubbard "Farden Twp P-2" 45 22 22 1 0 0
Hubbard "Fern Twp" 135 53 77 4 1 0
Hubbard "Guthrie Twp" 253 89 153 8 3 0
Hubbard "Hart Lake Twp P-1" 190 86 99 5 0 0
Hubbard "Hart Lake Twp P-2" 48 20 26 1 1 0
Hubbard "Helga Twp" 733 320 399 12 2 0
Hubbard "Hendrickson Twp" 135 55 74 4 2 0
Hubbard "Henrietta Twp" 791 316 450 16 9 0
Hubbard "Hubbard Twp" 400 173 213 10 4 0
Hubbard "Lake Alice Twp" 47 21 25 0 1 0
Hubbard "Lake Emma Twp" 596 299 286 7 4 0
Hubbard "Lake George Twp" 221 86 127 4 4 0
Hubbard "Lake Hattie Twp" 91 34 52 4 1 0
Hubbard "Lakeport Twp P-1" 390 213 165 11 1 0
Hubbard "Lakeport Twp P-2" 39 18 19 2 0 0
Hubbard Laporte 51 25 23 2 1 0
Hubbard "Mantrap Twp" 328 172 149 3 3 1
Hubbard Nevis 174 73 90 9 2 0
Hubbard "Nevis Twp" 573 245 309 18 1 0
Hubbard "Park Rapids P-1" 613 289 286 32 6 0
Hubbard "Park Rapids P-2" 953 431 483 31 8 0
Hubbard "Rockwood Twp" 226 111 108 6 1 0
Hubbard "Schoolcraft Twp" 63 18 38 5 2 0
Hubbard "Steamboat River Twp P-1" 75 36 37 2 0 0
Hubbard "Steamboat River Twp P-2" 4 0 2 2 0 0
Hubbard "Straight River Twp" 370 140 220 10 0 0
Hubbard "Thorpe Twp" 29 19 10 0 0 0
Hubbard "Todd Twp P-1" 631 244 377 10 0 0
Hubbard "Todd Twp P-2" 41 19 22 0 0 0
Hubbard "White Oak Twp" 232 102 122 5 3 0
Isanti "Athens Twp" 929 378 505 34 12 0
Isanti "Bradford Twp" 1534 623 860 45 6 0
Isanti Braham 623 283 294 36 10 0
Isanti "Cambridge P-1" 2030 1093 859 56 21 1
Isanti "Cambridge P-2" 1507 703 726 65 12 1
Isanti "Cambridge Twp" 1199 513 639 34 12 1
Isanti "Dalbo Twp" 326 117 195 9 4 1
Isanti "Isanti P-1" 1240 514 628 84 14 0
Isanti "Isanti P-2" 1028 459 509 52 7 1
Isanti "Isanti Twp" 1107 463 608 28 8 0
Isanti "Maple Ridge Twp" 365 154 200 8 3 0
Isanti "North Branch Twp" 902 391 479 25 7 0
Isanti "Oxford Twp" 475 178 282 11 4 0
Isanti "Saint Francis P-3" 0 0 0 0 0 0
Isanti "Spencer Brook Twp" 821 280 518 13 10 0
Isanti "Springvale Twp" 746 290 433 19 4 0
Isanti "Stanchfield Twp" 546 230 291 19 6 0
Isanti "Stanford Twp" 1116 382 694 34 6 0
Isanti "Wyanett Twp" 926 389 506 22 8 1
Itasca "Alvwood Twp" 15 2 12 1 0 0
Itasca "Arbo Twp" 476 239 222 13 2 0
Itasca "Ardenhurst Twp" 103 37 62 4 0 0
Itasca "Ball Club Prec" 136 67 62 6 1 0
Itasca "Balsam Twp" 362 197 158 5 2 0
Itasca Cohasset 1503 700 747 43 12 1
Itasca "Bass Lake Prec" 670 306 336 19 8 1
Itasca "Bearville Twp" 94 57 34 2 1 0
Itasca Bigfork 128 76 37 11 4 0
Itasca "Bigfork Twp" 120 47 69 3 1 0
Itasca "Blackberry Twp" 437 184 235 15 3 0
Itasca Bovey 302 191 87 21 3 0
Itasca "Bowstring Twp" 117 68 46 2 1 0
Itasca "North Unorganized Prec" 273 139 119 9 6 0
Itasca Calumet 131 83 38 10 0 0
Itasca "Carpenter Twp" 78 36 37 4 1 0
Itasca Coleraine 924 523 357 34 10 0
Itasca "Deer Lake Prec" 383 204 172 6 1 0
Itasca "Deer River P-1" 1 0 1 0 0 0
Itasca "Deer River P-2" 317 146 143 26 2 0
Itasca "Deer River Twp P-1" 0 0 0 0 0 0
Itasca "Deer River Twp P-2" 325 158 153 11 3 0
Itasca Effie 45 24 17 4 0 0
Itasca "Feeley Twp" 177 103 69 3 2 0
Itasca "Good Hope Twp" 67 24 41 1 1 0
Itasca "Goodland Twp" 247 128 111 8 0 0
Itasca "Gran Prec" 182 106 61 15 0 0
Itasca "Grand Rapids P-1" 967 561 359 38 9 0
Itasca "Grand Rapids P-2" 1172 697 419 46 10 0
Itasca "Grand Rapids P-3" 849 472 340 32 5 0
Itasca "Grand Rapids P-4" 1641 967 634 31 9 0
Itasca "Grattan Twp" 25 7 18 0 0 0
Itasca "Greenway Twp P-1" 127 84 41 0 2 0
Itasca "Greenway Twp P-2" 15 9 5 1 0 0
Itasca "Greenway Twp P-3" 332 203 114 12 3 0
Itasca "Harris Twp" 1821 906 870 37 8 0
Itasca "Inger Prec" 109 74 33 1 1 0
Itasca Keewatin 450 298 117 27 7 1
Itasca "Kinghurst Twp" 57 22 34 1 0 0
Itasca "Lake Jessie Twp" 132 72 56 3 1 0
Itasca "La Prairie P-6" 307 144 154 7 2 0
Itasca "Lawrence Twp" 262 166 93 3 0 0
Itasca "Liberty Prec" 24 8 16 0 0 0
Itasca "Lone Pine Twp" 271 181 85 4 1 0
Itasca "Grave Lake Prec" 96 66 29 1 0 0
Itasca "Long Lake Prec" 152 75 74 3 0 0
Itasca Marble 263 152 92 17 2 0
Itasca "Marcell Twp" 264 129 128 6 1 0
Itasca "Max Twp" 67 36 27 3 1 0
Itasca "McLeod Prec" 331 180 140 5 6 0
Itasca "Moose Park Twp" 23 4 19 0 0 0
Itasca "Morse Twp P-1" 266 110 150 6 0 0
Itasca "Morse Twp P-2" 0 0 0 0 0 0
Itasca Nashwauk 420 291 103 23 2 1
Itasca "Nashwauk Twp" 357 221 126 9 0 1
Itasca "Nore Twp" 15 9 5 0 1 0
Itasca "Oteneagen Twp" 145 55 84 4 1 1
Itasca "Pomroy Twp" 12 3 9 0 0 0
Itasca "Sago Twp" 94 47 43 4 0 0
Itasca "Sand Lake Twp" 118 57 59 1 1 0
Itasca "Spang Twp" 126 46 74 4 2 0
Itasca "Splithand Twp" 139 58 67 12 2 0
Itasca "Squaw Lake" 30 16 12 1 1 0
Itasca "Stokes Twp" 125 72 51 2 0 0
Itasca "Taconite P-2" 105 57 41 6 1 0
Itasca "Taconite P-1" 205 126 68 9 2 0
Itasca "Sugar Lake Prec" 659 302 335 13 9 0
Itasca "Third River Twp" 30 11 19 0 0 0
Itasca "Trout Lake Twp" 586 330 228 22 6 0
Itasca "Wabana Twp" 307 155 145 6 1 0
Itasca Warba 69 42 20 6 1 0
Itasca "Wawina Twp" 34 16 18 0 0 0
Itasca "Wellers-McCormick P-1" 13 5 7 1 0 0
Itasca "Wellers-McCormick P-2" 180 71 103 5 1 0
Itasca "Wildwood Twp" 75 40 33 1 1 0
Itasca "Winnibigoshish Prec" 104 53 47 4 0 0
Itasca "Wirt Twp" 44 22 21 1 0 0
Itasca Zemple 27 12 12 2 1 0
Jackson "Alba Twp" 71 23 47 1 0 0
Jackson Alpha 43 18 21 3 1 0
Jackson "Belmont Twp" 109 37 69 3 0 0
Jackson "Christiania Twp" 175 84 90 1 0 0
Jackson "Delafield Twp" 133 51 79 3 0 0
Jackson "Des Moines Twp" 131 64 67 0 0 0
Jackson "Enterprise Twp" 86 42 40 4 0 0
Jackson "Ewington Twp" 122 33 88 1 0 0
Jackson "Heron Lake" 231 125 98 6 2 0
Jackson "Heron Lake Twp" 141 48 90 3 0 0
Jackson "Hunter Twp" 128 45 81 2 0 0
Jackson "Jackson W-1" 761 443 286 27 5 0
Jackson "Jackson W-2" 748 376 328 41 3 0
Jackson "Kimball Twp" 51 30 21 0 0 0
Jackson "La Crosse Twp" 65 23 40 2 0 0
Jackson "Lakefield P-1" 341 145 178 14 4 0
Jackson "Lakefield P-2" 365 174 170 16 5 0
Jackson "Middletown Twp" 108 58 50 0 0 0
Jackson "Minneota Twp" 135 48 83 2 2 0
Jackson Okabena 74 42 31 1 0 0
Jackson "Petersburg Twp" 114 35 70 8 1 0
Jackson "Rost Twp" 88 35 50 2 1 0
Jackson "Round Lake Twp" 72 23 48 0 1 0
Jackson "Sioux Valley Twp" 97 40 57 0 0 0
Jackson "Weimer Twp" 78 38 40 0 0 0
Jackson "West Heron Lake Twp" 79 32 47 0 0 0
Jackson Wilder 33 22 9 1 1 0
Jackson "Wisconsin Twp" 104 40 63 1 0 0
Kanabec "Ann Lake Twp" 181 79 96 5 1 0
Kanabec "Arthur Twp" 804 407 375 17 5 0
Kanabec Braham 0 0 0 0 0 0
Kanabec "Brunswick Twp" 561 250 292 13 6 0
Kanabec "Comfort Twp" 480 209 260 9 2 0
Kanabec "Ford Twp" 93 33 55 3 2 0
Kanabec "Grass Lake Twp" 426 171 238 16 1 0
Kanabec Grasston 47 20 26 1 0 0
Kanabec "Hay Brook Twp" 118 42 73 2 1 0
Kanabec "Hillman Twp" 197 78 115 3 1 0
Kanabec "Kanabec Twp" 341 130 197 10 4 0
Kanabec "Knife Lake Twp" 570 308 254 5 3 0
Kanabec "Kroschel Twp" 109 42 59 7 1 0
Kanabec Mora 1266 688 531 36 11 0
Kanabec Ogilvie 128 61 63 4 0 0
Kanabec "Peace Twp" 427 212 191 20 4 0
Kanabec "Pomroy Twp" 183 61 118 4 0 0
Kanabec Quamba 45 22 19 4 0 0
Kanabec "South Fork Twp" 333 143 182 6 2 0
Kanabec "Whited Twp" 410 182 219 6 3 0
Kandiyohi "Arctander Twp" 196 112 76 6 2 0
Kandiyohi Atwater 445 244 172 23 6 0
Kandiyohi Blomkest 88 34 51 3 0 0
Kandiyohi "Burbank Twp" 222 106 112 4 0 0
Kandiyohi "Colfax Twp" 283 154 124 5 0 0
Kandiyohi "Dovre Twp" 1212 559 629 21 3 0
Kandiyohi "East Lake Lillian Twp" 86 49 35 1 1 0
Kandiyohi "Edwards Twp" 133 45 83 2 3 0
Kandiyohi "Fahlun Twp" 192 95 93 2 2 0
Kandiyohi "Gennessee Twp" 213 101 101 9 2 0
Kandiyohi "Green Lake Twp" 882 435 433 10 4 0
Kandiyohi "Harrison Twp" 322 179 138 4 0 1
Kandiyohi "Holland Twp" 192 43 149 0 0 0
Kandiyohi "Irving Twp" 538 261 262 13 2 0
Kandiyohi Kandiyohi 224 94 119 8 3 0
Kandiyohi "Kandiyohi Twp" 309 141 156 9 3 0
Kandiyohi "Lake Andrew Twp" 638 315 311 12 0 0
Kandiyohi "Lake Elizabeth Twp" 98 58 37 2 1 0
Kandiyohi "Lake Lillian" 83 47 34 2 0 0
Kandiyohi "Lake Lillian Twp" 93 43 49 1 0 0
Kandiyohi "Mamre Twp" 201 56 139 4 2 0
Kandiyohi "New London" 586 330 221 30 5 0
Kandiyohi "New London Twp" 1601 798 765 30 7 1
Kandiyohi "Norway Lake Twp" 160 81 74 5 0 0
Kandiyohi Pennock 183 81 88 7 7 0
Kandiyohi Prinsburg 304 31 271 1 1 0
Kandiyohi Raymond 328 151 162 13 2 0
Kandiyohi Regal 22 9 13 0 0 0
Kandiyohi "Roseland Twp" 170 61 103 5 1 0
Kandiyohi "Roseville Twp" 251 112 126 9 4 0
Kandiyohi "Saint Johns Twp" 185 66 109 8 2 0
Kandiyohi Spicer 554 279 257 13 4 1
Kandiyohi Sunburg 57 29 28 0 0 0
Kandiyohi "Whitefield Twp" 249 90 152 5 2 0
Kandiyohi "Willmar W-1 P-1" 685 364 307 13 1 0
Kandiyohi "Willmar W-1 P-2" 368 196 144 24 4 0
Kandiyohi "Willmar W-1 P-3" 505 302 185 16 2 0
Kandiyohi "Willmar W-2 P-1" 658 385 224 40 8 1
Kandiyohi "Willmar W-2 P-2" 783 411 349 20 3 0
Kandiyohi "Willmar W-2 P-3" 864 454 382 23 5 0
Kandiyohi "Willmar W-2 P-4" 0 0 0 0 0 0
Kandiyohi "Willmar W-3 P-1" 796 481 289 21 5 0
Kandiyohi "Willmar W-3 P-2" 404 219 144 27 13 1
Kandiyohi "Willmar W-3 P-3" 497 288 173 29 7 0
Kandiyohi "Willmar W-4 P-1" 506 294 183 28 1 0
Kandiyohi "Willmar W-4 P-2" 399 225 149 17 8 0
Kandiyohi "Willmar W-4 P-3" 669 372 261 28 7 1
Kandiyohi "Willmar Twp" 235 98 134 2 1 0
Kittson "Arveson Twp" 51 17 33 1 0 0
Kittson "Cannon Twp" 10 9 1 0 0 0
Kittson "Caribou Twp" 23 10 13 0 0 0
Kittson "Clow Twp" 17 9 8 0 0 0
Kittson "Davis Twp" 20 13 7 0 0 0
Kittson "Deerwood Twp" 91 38 50 3 0 0
Kittson Donaldson 8 1 6 1 0 0
Kittson "Granville Twp" 46 28 16 2 0 0
Kittson Hallock 499 313 167 16 3 0
Kittson "Hallock Twp" 63 32 31 0 0 0
Kittson Halma 18 8 10 0 0 0
Kittson "Hampden Twp" 26 16 8 2 0 0
Kittson "Hazelton Twp" 45 17 27 1 0 0
Kittson "Hill Twp" 12 9 2 1 0 0
Kittson Humboldt 16 8 8 0 0 0
Kittson "Jupiter Twp" 61 34 24 2 1 0
Kittson Karlstad 358 178 166 9 5 0
Kittson Kennedy 117 91 16 8 2 0
Kittson "Klondike Unorg" 0 0 0 0 0 0
Kittson "Lake Bronson" 95 47 32 15 1 0
Kittson Lancaster 184 105 72 5 2 0
Kittson McKinley 19 8 10 1 0 0
Kittson "North Red River" 0 0 0 0 0 0
Kittson "Norway Twp" 41 25 16 0 0 0
Kittson "Peatland Unorg" 1 0 1 0 0 0
Kittson "Pelan Twp" 26 7 18 0 1 0
Kittson "Percy Twp" 30 24 6 0 0 0
Kittson "Poppleton Twp" 78 47 24 3 4 0
Kittson "Richardville Twp" 66 36 30 0 0 0
Kittson "Saint Joseph Twp" 22 13 7 2 0 0
Kittson "Saint Vincent" 17 6 11 0 0 0
Kittson "Saint Vincent Twp" 41 15 23 2 1 0
Kittson "Skane Twp" 30 24 6 0 0 0
Kittson "South Red River Twp" 9 7 1 1 0 0
Kittson "Spring Brook Twp" 31 9 22 0 0 0
Kittson "Svea Twp" 23 17 6 0 0 0
Kittson "Tegner Twp" 29 15 13 0 1 0
Kittson "Teien Twp" 33 17 16 0 0 0
Kittson "Thompson Twp" 109 72 36 1 0 0
Koochiching "Big Falls" 92 44 42 5 1 0
Koochiching "Dinner Creek Unorg" 30 17 12 1 0 0
Koochiching "International Falls East Ward" 671 376 274 13 8 0
Koochiching "International Falls Center Ward" 630 375 224 28 3 0
Koochiching "International Falls West Ward" 981 602 354 19 6 0
Koochiching "Jameson Precinct" 75 36 37 1 1 0
Koochiching "Koochiching Poll 1" 566 332 227 6 1 0
Koochiching "Koochiching Poll 2" 263 142 118 3 0 0
Koochiching "Koochiching Poll 4" 243 131 107 3 2 0
Koochiching "Koochiching Poll 5" 216 105 108 3 0 0
Koochiching Littlefork 234 127 99 6 2 0
Koochiching Mizpah 24 4 20 0 0 0
Koochiching Northome 62 38 24 0 0 0
Koochiching "Ranier East Precinct" 104 77 25 2 0 0
Koochiching "Ranier West Precinct" 167 109 55 3 0 0
Koochiching "Scarlett Precinct" 55 26 28 0 1 0
Koochiching "Meadowbrook Precinct" 55 21 34 0 0 0
Koochiching "West Koochiching" 0 0 0 0 0 0
Koochiching "Central Koochiching" 281 112 162 5 2 0
Koochiching "Northwest Koochiching" 252 118 131 1 2 0
Koochiching "Southeast Koochiching" 41 28 11 2 0 0
Koochiching "Southwest Koochiching" 214 66 146 1 1 0
"Lac qui Parle" "Agassiz Twp" 41 14 23 4 0 0
"Lac qui Parle" "Arena Twp" 64 29 34 1 0 0
"Lac qui Parle" "Augusta Twp" 59 36 20 3 0 0
"Lac qui Parle" "Baxter Twp" 102 60 39 3 0 0
"Lac qui Parle" Bellingham 66 39 18 7 2 0
