COUNTY AREA TOTAL DEM REP LMN GRN Writein
COUNTY AREA TOTAL Klobuchar Newberger Schuller Overby Writein
Carver Cologne 858 404 425 20 9 0
Carver "Dahlgren Twp P-1" 697 307 368 18 4 0
Carver "Dahlgren Twp P-2" 31 17 13 0 1 0
Carver Hamburg 250 98 140 8 4 0
Carver "Hancock Twp" 177 73 103 0 1 0
Carver "Hollywood Twp" 546 213 326 5 2 0
Carver "Laketown Twp" 986 435 531 14 6 0
Carver Mayer 937 345 553 28 10 1
Carver "New Germany" 172 50 117 4 1 0
Carver "Norwood Young America" 1591 688 845 45 13 0
Carver "San Francisco Twp" 501 217 271 9 4 0
Carver Shorewood 0 0 0 0 0 0
Carver "Victoria P-1" 990 504 469 11 5 1
Carver "Victoria P-2" 1797 1000 758 32 7 0
Carver "Victoria P-3" 2459 1211 1206 32 9 1
Carver "Waconia W-1" 2663 1373 1198 75 16 1
Carver "Waconia W-2" 3455 1841 1488 95 30 1
Carver "Waconia Twp" 687 296 374 15 2 0
Carver Watertown 1944 893 993 46 12 0
Carver "Watertown Twp" 703 280 409 13 1 0
Carver "Young America Twp" 393 148 244 1 0 0
Cass "Ansel Twp" 33 12 19 2 0 0
Cass Backus 69 40 28 1 0 0
Cass "Barclay Twp" 241 90 139 11 1 0
Cass "Becker Twp" 191 64 123 4 0 0
Cass Bena 31 23 6 1 1 0
Cass "Beulah Twp" 42 18 22 2 0 0
Cass "Birch Lake Twp" 341 144 189 6 2 0
Cass "Blind Lake Twp" 37 18 17 2 0 0
Cass "Boy Lake Twp" 64 31 31 0 2 0
Cass "Boy River" 4 3 0 0 1 0
Cass "Boy River Twp" 31 12 17 1 1 0
Cass "Bull Moose Twp" 42 18 24 0 0 0
Cass "Bungo Twp" 83 20 61 1 1 0
Cass "Byron Twp" 62 25 33 2 2 0
Cass "Cass Lake" 240 180 32 23 5 0
Cass "Chickamaw Beach" 64 39 25 0 0 0
Cass "Crooked Lake Twp" 344 180 150 12 2 0
Cass "Deerfield Twp" 65 28 36 1 0 0
Cass "East Gull Lake" 629 242 381 4 2 0
Cass "Fairview Twp" 481 171 300 7 3 0
Cass "Federal Dam" 44 28 14 2 0 0
Cass "Gould Twp" 83 43 40 0 0 0
Cass Hackensack 149 79 59 8 3 0
Cass "Hardwood South" 26 13 13 0 0 0
Cass "Hiram Twp" 227 117 106 3 1 0
Cass "Home Brook Twp" 103 39 59 2 3 0
Cass "Inguadona Twp" 98 40 56 2 0 0
Cass "Kego Twp" 314 139 164 5 6 0
Cass "Lake Shore" 701 281 402 16 2 0
Cass "Leech Lake Twp" 225 94 124 6 1 0
Cass "Lima Twp" 37 16 20 1 0 0
Cass Longville 99 33 63 1 2 0
Cass "Loon Lake Twp" 274 114 150 8 2 0
Cass "McKinley Twp" 50 23 27 0 0 0
Cass "Maple Twp" 169 48 117 3 1 0
Cass "May Twp" 401 110 282 7 2 0
Cass "Meadow Brook Twp" 80 22 55 2 1 0
Cass "Moose Lake Twp" 60 13 42 3 2 0
Cass Motley 3 0 3 0 0 0
Cass "Otter Tail Peninsula Twp" 43 19 21 0 3 0
Cass "Pike Bay Twp" 557 399 104 42 11 1
Cass Pillager 171 67 94 10 0 0
Cass "Pine Lake Twp" 140 71 64 5 0 0
Cass "Pine River" 283 120 154 7 2 0
Cass "Pine River Twp" 504 163 323 12 6 0
Cass "Ponto Lake Twp" 336 159 173 1 3 0
Cass "Poplar Twp" 50 14 35 0 1 0
Cass "Powers Twp" 406 177 216 11 2 0
Cass Remer 112 49 59 4 0 0
Cass "Remer Twp" 83 32 47 4 0 0
Cass "Rogers Point" 0 0 0 0 0 0
Cass "Rogers Twp" 55 24 30 0 1 0
Cass "Salem Twp P-1" 51 14 36 0 1 0
Cass "Salem Twp P-2" 0 0 0 0 0 0
Cass "Shingobee Twp P-1" 814 393 400 15 6 0
Cass "Shingobee Twp P-2" 50 39 9 2 0 0
Cass "Slater Twp" 101 47 52 2 0 0
Cass "Smoky Hollow Twp" 40 12 27 1 0 0
Cass "Sucker Lakes" 9 9 0 0 0 0
Cass "Sylvan Twp" 1244 532 681 23 8 0
Cass "Thunder Lake Twp" 173 65 106 2 0 0
Cass "Torrey Twp" 69 36 33 0 0 0
Cass "Trelipe Twp" 108 51 56 1 0 0
Cass "Turtle Lake Twp" 376 172 193 9 2 0
Cass "Wabedo Twp" 267 132 132 3 0 0
Cass Wahnena 81 21 57 2 1 0
Cass "Walden Twp" 171 70 99 2 0 0
Cass Walker 469 253 204 8 4 0
Cass "Wilkinson Twp" 174 114 48 11 1 0
Cass "Willow River" 20 13 7 0 0 0
Cass "Wilson Twp" 256 82 164 9 1 0
Cass "Winnie Portage Lakes" 104 43 56 4 1 0
Cass "Woodrow Twp" 470 241 223 4 2 0
Chippewa "Big Bend Twp" 151 104 41 4 2 0
Chippewa "Clara City" 614 298 291 24 1 0
Chippewa "Crate Twp" 104 60 40 4 0 0
Chippewa "Grace Twp" 60 29 30 0 1 0
Chippewa "Granite Falls W-2" 411 241 158 11 0 1
Chippewa "Granite Falls Twp P-1" 115 46 66 3 0 0
Chippewa "Granite Falls Twp P-2" 0 0 0 0 0 0
Chippewa "Havelock Twp" 91 55 34 0 2 0
Chippewa "Kragero Twp" 79 55 23 1 0 0
Chippewa "Leenthrop Twp" 146 75 66 3 2 0
Chippewa "Lone Tree Twp" 104 43 59 1 1 0
Chippewa "Louriston Twp" 71 35 36 0 0 0
Chippewa "Mandt Twp" 76 45 29 2 0 0
Chippewa Maynard 148 84 56 7 1 0
Chippewa Milan 119 85 30 3 1 0
Chippewa "Montevideo P-1" 1073 587 438 41 7 0
Chippewa "Montevideo P-2" 1035 572 425 37 1 0
Chippewa Raymond 0 0 0 0 0 0
Chippewa "Rheiderland Twp" 130 40 89 1 0 0
Chippewa "Rosewood Twp" 179 70 105 3 1 0
Chippewa "Sparta Twp" 405 202 192 5 6 0
Chippewa "Stoneham Twp" 124 63 59 2 0 0
Chippewa "Tunsberg Twp" 116 65 47 3 1 0
Chippewa Watson 84 40 42 1 1 0
Chippewa "Woods Twp" 97 31 66 0 0 0
Chisago "Amador Twp" 438 202 223 9 4 0
Chisago "Center City" 346 208 128 8 2 0
Chisago "Chisago City" 2622 1302 1256 55 9 0
Chisago "Chisago Lake Twp P-N" 1213 615 557 31 9 1
Chisago "Chisago Lake Twp P-S" 1347 650 656 29 12 0
Chisago "Fish Lake Twp" 1111 499 579 26 7 0
Chisago "Franconia Twp" 884 450 409 23 2 0
Chisago Harris 525 255 248 19 2 1
Chisago "Lent Twp" 1561 630 881 42 7 1
Chisago Lindstrom 2322 1192 1035 82 12 1
Chisago "Nessel Twp" 1044 427 587 24 6 0
Chisago "North Branch P-B" 1163 531 563 57 12 0
Chisago "North Branch P-C" 1729 817 822 79 11 0
Chisago "North Branch P-A" 1245 535 663 37 10 0
Chisago "Rush City" 802 412 336 43 10 1
Chisago "Rushseba Twp" 408 148 240 18 2 0
Chisago Shafer 408 185 190 27 6 0
Chisago "Shafer Twp P-A" 536 228 285 16 6 1
Chisago "Shafer Twp P-B" 31 11 20 0 0 0
Chisago Stacy 610 263 311 28 8 0
Chisago "Sunrise Twp" 984 395 545 31 13 0
Chisago "Taylors Falls" 484 264 194 18 7 1
Chisago Wyoming 4026 1919 1935 132 36 4
Clay "Alliance Twp" 102 51 44 3 4 0
Clay "Barnesville W-1" 461 274 168 16 3 0
Clay "Barnesville W-2" 349 195 134 19 1 0
Clay "Barnesville W-3" 397 214 154 23 6 0
Clay "Barnesville Twp" 89 41 41 2 5 0
Clay Comstock 42 23 18 0 1 0
Clay "Cromwell Twp" 184 90 91 2 1 0
Clay Dilworth 1686 1036 576 56 18 0
Clay "Eglon Twp" 309 156 150 3 0 0
Clay "Elkton Twp" 154 92 60 1 1 0
Clay "Elmwood Twp" 200 96 99 4 1 0
Clay Felton 74 38 33 3 0 0
Clay "Felton Twp" 42 17 25 0 0 0
Clay "Flowing Twp" 40 24 16 0 0 0
Clay Georgetown 23 16 7 0 0 0
Clay "Georgetown Twp" 62 44 17 1 0 0
Clay Glyndon 454 262 167 21 4 0
Clay "Glyndon Twp" 151 65 82 3 1 0
Clay "Goose Prairie Twp" 88 49 33 5 1 0
Clay "Hagen Twp" 61 32 28 1 0 0
Clay Hawley 833 469 333 26 5 0
Clay "Hawley Twp" 205 107 92 2 4 0
Clay "Highland Grove Twp" 114 61 51 1 1 0
Clay Hitterdal 92 63 25 4 0 0
Clay "Holy Cross Twp" 69 32 34 2 1 0
Clay "Humboldt Twp" 148 79 65 3 1 0
Clay "Keene Twp" 47 31 15 1 0 0
Clay "Kragnes Twp" 136 56 77 0 3 0
Clay "Kurtz Twp" 124 62 60 2 0 0
Clay "Moland Twp" 139 72 63 4 0 0
Clay "Moorhead W-1 P-1A" 1679 1026 581 57 14 1
Clay "Moorhead W-1 P-1B" 682 358 308 12 4 0
Clay "Moorhead W-1 P-2" 1466 1036 333 71 26 0
Clay "Moorhead W-2 P-3" 1155 725 385 36 8 1
Clay "Moorhead W-2 P-4" 1830 1172 568 72 17 1
Clay "Moorhead W-2 P-5A" 221 162 35 14 10 0
Clay "Moorhead W-2 P-5B" 462 332 103 22 3 2
Clay "Moorhead W-3 P-6A" 211 156 41 9 5 0
Clay "Moorhead W-3 P-6B" 1236 880 307 37 12 0
Clay "Moorhead W-3 P-7" 973 668 277 24 4 0
Clay "Moorhead W-3 P-8" 1705 1020 652 26 6 1
Clay "Moorhead W-4 P-9" 751 481 241 21 8 0
Clay "Moorhead W-4 P-10" 619 398 189 23 9 0
Clay "Moorhead W-4 P-11" 1308 822 433 43 10 0
Clay "Moorhead W-4 P-12" 1484 942 487 41 14 0
Clay "Moorhead Twp P-1" 86 54 28 2 2 0
Clay "Moorhead Twp P-2" 2 0 2 0 0 0
Clay "Morken Twp" 95 49 44 2 0 0
Clay "Oakport Twp" 219 96 115 7 1 0
Clay "Parke Twp" 284 148 131 4 1 0
Clay "Riverton Twp" 207 98 104 5 0 0
Clay Sabin 214 112 95 5 2 0
Clay "Skree Twp" 103 55 46 2 0 0
Clay "Spring Prairie Twp" 111 57 53 0 1 0
Clay "Tansem Twp" 134 81 51 2 0 0
Clay Ulen 173 116 54 3 0 0
Clay "Ulen Twp" 66 28 38 0 0 0
Clay "Viding Twp" 52 31 21 0 0 0
Clearwater Bagley 421 184 224 10 3 0
Clearwater "Bear Creek Twp" 66 27 37 2 0 0
Clearwater Clearbrook 203 72 124 5 2 0
Clearwater "Clover Twp" 45 13 30 2 0 0
Clearwater "Copley Twp" 379 137 232 5 5 0
Clearwater "Dudley Twp" 139 43 91 4 1 0
Clearwater "Eddy Twp" 148 48 98 2 0 0
Clearwater "Falk Twp" 89 31 54 4 0 0
Clearwater Gonvick 123 49 67 5 2 0
Clearwater "Greenwood Twp" 29 10 19 0 0 0
Clearwater "Hangaard Twp" 2 0 2 0 0 0
Clearwater "Red Lake Reservation" 6 3 3 0 0 0
Clearwater "Holst Twp" 166 60 105 1 0 0
Clearwater "Itasca Twp" 72 34 35 1 2 0
Clearwater "La Prairie Twp" 101 74 23 4 0 0
Clearwater "Leon Twp" 168 49 115 1 3 0
Clearwater Leonard 17 8 8 1 0 0
Clearwater "Minerva Twp" 118 29 81 8 0 0
Clearwater "Moose Creek Twp" 123 54 67 0 2 0
Clearwater "Nora Twp" 198 62 130 2 4 0
Clearwater "Pine Lake Twp" 164 65 96 3 0 0
Clearwater "Popple Twp" 240 93 139 5 3 0
Clearwater "Rice Twp" 63 21 42 0 0 0
Clearwater Shevlin 49 17 25 5 2 0
Clearwater "Shevlin Twp" 190 61 124 4 1 0
Clearwater "Sinclair Twp" 87 23 64 0 0 0
Clearwater "Winsor Twp" 45 21 23 1 0 0
Clearwater "South Clearwater 143-36" 2 0 2 0 0 0
Clearwater "Long Lost Lake Twp" 34 14 20 0 0 0
Cook "Colvill P-3" 181 125 45 7 4 0
Cook "Grand Marais East P-5" 394 292 87 10 4 1
Cook "Grand Marais West P-6" 358 263 78 7 9 1
Cook "Grand Portage P-1" 147 107 32 7 1 0
Cook "Hovland P-2" 231 133 85 6 7 0
Cook "Cascade P-7" 352 240 101 9 2 0
Cook "Lutsen Twp P-10" 322 229 87 3 3 0
Cook "Gunflint Trail P-8" 316 201 104 7 4 0
Cook "Schroeder Twp P-12" 111 69 39 2 1 0
Cook "Tofte Twp P-11" 135 100 32 0 3 0
Cook "Croftville P-4" 139 94 41 1 3 0
Cook "Pike Lake P-9" 104 71 24 6 3 0
Cook "Maple Hill P-8A" 425 254 156 13 1 1
Cottonwood "Amboy Twp" 79 24 54 0 1 0
Cottonwood "Amo Twp" 68 28 40 0 0 0
Cottonwood "Ann Twp" 94 56 37 1 0 0
Cottonwood "Bingham Lake" 61 34 25 1 1 0
Cottonwood "Carson Twp" 144 53 89 1 1 0
Cottonwood Comfrey 7 3 3 1 0 0
Cottonwood "Dale Twp" 83 48 34 0 1 0
Cottonwood "Delton Twp" 53 19 34 0 0 0
Cottonwood "Germantown Twp P-1" 55 15 39 1 0 0
Cottonwood "Germantown Twp P-2" 42 12 30 0 0 0
Cottonwood "Great Bend Twp" 187 103 79 4 1 0
Cottonwood "Highwater Twp" 91 37 52 1 1 0
Cottonwood Jeffers 121 66 49 4 1 1
Cottonwood "Lakeside Twp" 141 65 76 0 0 0
Cottonwood "Midway Twp" 140 42 97 1 0 0
Cottonwood "Mountain Lake" 787 323 426 24 14 0
Cottonwood "Mountain Lake Twp" 108 27 79 1 1 0
Cottonwood "Rosehill Twp" 72 31 40 1 0 0
Cottonwood "Selma Twp" 93 37 55 1 0 0
Cottonwood "Southbrook Twp" 38 17 20 0 1 0
Cottonwood "Springfield Twp" 67 38 26 3 0 0
Cottonwood Storden 111 61 47 2 1 0
Cottonwood "Storden Twp" 99 27 71 1 0 0
Cottonwood Westbrook 326 180 132 11 3 0
Cottonwood "Westbrook Twp" 125 57 66 1 1 0
Cottonwood "Windom W-1 P-1" 454 236 205 9 4 0
Cottonwood "Windom W-1 P-2" 619 361 246 8 4 0
Cottonwood "Windom W-2 P-1" 379 200 162 14 3 0
Cottonwood "Windom W-2 P-2" 403 213 175 11 4 0
"Crow Wing" "Baxter P-1 East" 1569 759 759 40 10 1
"Crow Wing" "Baxter P-1 West" 944 475 449 18 2 0
"Crow Wing" "Baxter P-2 East" 923 433 459 23 8 0
"Crow Wing" "Baxter P-2 West" 813 420 380 9 4 0
"Crow Wing" "Bay Lake Twp" 594 268 313 9 4 0
"Crow Wing" "Brainerd W-1 P-1" 504 249 201 43 11 0
"Crow Wing" "Brainerd W-1 P-2" 916 447 434 26 9 0
"Crow Wing" "Brainerd W-2 P-1" 634 335 273 18 7 1
"Crow Wing" "Brainerd W-2 P-2" 539 321 186 25 7 0
"Crow Wing" "Brainerd W-3 P-1" 483 255 182 35 11 0
"Crow Wing" "Brainerd W-3 P-2" 652 319 290 34 9 0
"Crow Wing" "Brainerd W-3 P-3" 6 4 2 0 0 0
"Crow Wing" "Brainerd W-4 P-1" 604 304 239 52 9 0
"Crow Wing" "Brainerd W-4 P-2" 443 212 192 35 4 0
"Crow Wing" "Breezy Point" 1407 570 794 37 6 0
"Crow Wing" "Center Twp" 530 219 300 9 2 0
"Crow Wing" "Crosby P-1" 597 330 242 22 3 0
"Crow Wing" "Crosby P-2" 382 215 134 27 5 1
"Crow Wing" "Crosslake P-1" 816 332 467 17 0 0
"Crow Wing" "Crosslake P-2" 633 292 326 10 5 0
"Crow Wing" "Crow Wing Twp P-1" 916 342 526 38 10 0
"Crow Wing" "Crow Wing Twp P-2" 3 0 3 0 0 0
"Crow Wing" Cuyuna 142 72 65 5 0 0
"Crow Wing" "Daggett Brook Twp" 256 94 151 8 3 0
"Crow Wing" "White Precinct" 801 323 453 20 5 0
"Crow Wing" "Dean Lake Prec" 54 23 29 2 0 0
"Crow Wing" Deerwood 183 88 89 5 1 0
"Crow Wing" "Deerwood Twp" 804 377 414 12 1 0
"Crow Wing" Emily 500 196 293 9 2 0
"Crow Wing" "Fairfield Twp" 192 89 99 2 2 0
"Crow Wing" "Fifty Lakes" 326 142 176 8 0 0
"Crow Wing" "Fort Ripley" 35 13 22 0 0 0
"Crow Wing" "Fort Ripley Twp" 482 183 286 13 0 0
"Crow Wing" "Gail Lake Twp" 40 9 29 2 0 0
"Crow Wing" Garrison 81 41 37 3 0 0
"Crow Wing" "Garrison Twp" 474 220 249 4 1 0
"Crow Wing" "Ideal Twp" 735 286 439 10 0 0
"Crow Wing" "Irondale Twp" 597 231 344 20 2 0
"Crow Wing" Riverton 41 19 21 1 0 0
"Crow Wing" Ironton 238 121 99 15 3 0
"Crow Wing" Jenkins 152 61 84 5 2 0
"Crow Wing" "Jenkins Twp" 246 80 159 3 4 0
"Crow Wing" "Blue Precinct" 1193 515 645 24 9 0
"Crow Wing" "Lake Edward Twp" 1247 526 689 23 9 0
"Crow Wing" "Little Pine Twp" 31 19 12 0 0 0
"Crow Wing" "Long Lake Twp" 549 246 291 9 3 0
"Crow Wing" "Manhattan Beach" 47 14 32 0 1 0
"Crow Wing" "Maple Grove Twp" 374 162 202 9 1 0
"Crow Wing" "Mission Twp" 488 219 253 14 2 0
"Crow Wing" Nisswa 1217 553 647 14 3 0
"Crow Wing" "Nokay Lake Twp" 417 188 211 16 2 0
"Crow Wing" "Oak Lawn Twp" 818 352 441 21 4 0
"Crow Wing" "Pelican Twp" 285 111 170 3 0 1
"Crow Wing" "Pequot Lakes" 1067 473 553 32 8 1
"Crow Wing" "Perry Lake Twp" 137 49 85 2 1 0
"Crow Wing" "Platte Lake Twp" 120 32 86 1 1 0
"Crow Wing" "Rabbit Lake Twp" 190 93 88 9 0 0
"Crow Wing" "Roosevelt Twp" 280 121 157 2 0 0
"Crow Wing" "Ross Lake Twp" 123 74 47 2 0 0
"Crow Wing" "Saint Mathias Twp" 288 111 169 6 2 0
"Crow Wing" "Timothy Twp" 87 36 48 3 0 0
"Crow Wing" Trommald 41 23 14 4 0 0
"Crow Wing" "Wolford Twp" 210 106 102 2 0 0
"Crow Wing" "Red Precinct" 940 414 501 22 3 0
Dakota "Apple Valley P-1" 1415 843 529 34 9 0
Dakota "Apple Valley P-2" 1403 885 471 36 11 0
Dakota "Apple Valley P-3" 1307 816 438 36 15 2
Dakota "Apple Valley P-4" 1625 1065 523 21 16 0
Dakota "Apple Valley P-5A" 1585 967 587 24 7 0
Dakota "Apple Valley P-5B" 2331 1419 834 57 20 1
Dakota "Apple Valley P-6" 1023 640 346 26 11 0
Dakota "Apple Valley P-7" 1876 1215 568 65 27 1
Dakota "Apple Valley P-8" 1897 1231 611 37 18 0
Dakota "Apple Valley P-9" 1832 1103 699 22 8 0
Dakota "Apple Valley P-10" 1692 1133 520 22 17 0
Dakota "Apple Valley P-11" 1807 1126 635 37 9 0
Dakota "Apple Valley P-12" 2081 1346 689 32 13 1
Dakota "Apple Valley P-13" 2090 1348 682 42 18 0
Dakota "Apple Valley P-14" 1866 1243 555 47 21 0
Dakota "Apple Valley P-15" 1274 857 364 41 11 1
Dakota "Burnsville P-1" 1975 1240 680 37 18 0
Dakota "Burnsville P-2" 1451 950 430 50 19 2
Dakota "Burnsville P-3" 1414 891 460 48 15 0
Dakota "Burnsville P-4" 1882 1184 625 53 19 1
Dakota "Burnsville P-5" 1131 838 252 23 16 2
Dakota "Burnsville P-6" 1735 1124 533 67 10 1
Dakota "Burnsville P-7" 1553 965 536 33 17 2
Dakota "Burnsville P-8" 2450 1499 878 49 22 2
Dakota "Burnsville P-9" 1254 729 491 25 8 1
Dakota "Burnsville P-10" 1815 1125 632 40 18 0
Dakota "Burnsville P-11" 1666 994 602 51 19 0
Dakota "Burnsville P-12" 1364 905 420 31 8 0
Dakota "Burnsville P-13" 1819 1200 545 57 17 0
Dakota "Burnsville P-14" 1743 1114 559 55 15 0
Dakota "Burnsville P-15" 1990 1254 691 37 7 1
Dakota "Burnsville P-16" 1698 1011 635 40 11 1
Dakota "Burnsville P-17" 1320 822 440 49 9 0
Dakota "Castle Rock Twp" 705 308 374 16 7 0
Dakota Coates 69 28 38 2 1 0
Dakota "Douglas Twp" 384 166 211 4 3 0
Dakota "Eagan P-1" 675 424 224 18 9 0
Dakota "Eagan P-2" 2153 1452 604 67 29 1
Dakota "Eagan P-3" 1746 1190 510 28 18 0
Dakota "Eagan P-4" 2035 1373 584 51 27 0
Dakota "Eagan P-5A" 2271 1507 685 48 30 1
Dakota "Eagan P-5B" 1792 1159 558 47 27 1
Dakota "Eagan P-6A" 1588 1099 430 36 20 3
Dakota "Eagan P-6B" 2320 1577 699 29 13 2
Dakota "Eagan P-7" 2384 1613 732 25 14 0
Dakota "Eagan P-8" 2232 1506 673 28 25 0
Dakota "Eagan P-9A" 2130 1427 639 43 19 2
Dakota "Eagan P-9B" 973 634 322 12 5 0
Dakota "Eagan P-10" 1281 862 368 38 13 0
Dakota "Eagan P-11" 1211 802 372 19 18 0
Dakota "Eagan P-12" 1104 753 317 20 13 1
Dakota "Eagan P-13" 2116 1431 631 34 19 1
Dakota "Eagan P-14" 1558 1008 526 19 4 1
Dakota "Eagan P-15" 1506 1013 462 18 13 0
Dakota "Eagan P-16" 2233 1472 704 31 26 0
Dakota "Eagan P-17" 1649 1105 510 22 12 0
Dakota "Empire Twp" 1404 692 661 42 9 0
Dakota "Eureka Twp" 813 346 446 12 9 0
Dakota "Farmington P-1" 793 431 319 33 9 1
Dakota "Farmington P-2" 1885 1017 776 69 21 2
Dakota "Farmington P-3" 1492 792 651 34 15 0
Dakota "Farmington P-4" 2241 1144 1030 50 17 0
Dakota "Farmington P-5" 1805 941 787 56 21 0
Dakota "Farmington P-6" 1455 783 628 32 10 2
Dakota "Greenvale Twp" 453 222 220 8 3 0
Dakota Hampton 262 119 126 14 3 0
Dakota "Hampton Twp" 484 218 256 9 1 0
Dakota "Hastings W-1 P-2" 1176 651 451 53 21 0
Dakota "Hastings W-1 P-3" 1186 638 485 49 14 0
Dakota "Hastings W-2 P-1" 1097 652 400 33 12 0
Dakota "Hastings W-2 P-2" 1311 760 494 44 13 0
Dakota "Hastings W-3 P-1" 1368 815 512 36 5 0
Dakota "Hastings W-3 P-2" 1309 784 485 29 11 0
Dakota "Hastings W-4 P-1" 1581 848 690 32 11 0
Dakota "Hastings W-4 P-2" 1244 740 452 40 12 0
Dakota "Inver Grove Heights P-1" 1901 1107 737 38 18 1
Dakota "Inver Grove Heights P-2" 1680 971 667 26 16 0
Dakota "Inver Grove Heights P-3" 2045 1129 852 48 15 1
Dakota "Inver Grove Heights P-4" 2112 1333 702 62 14 1
Dakota "Inver Grove Heights P-5" 1872 1206 619 31 14 2
Dakota "Inver Grove Heights P-6" 1590 995 509 61 25 0
Dakota "Inver Grove Heights P-7" 1499 887 515 79 16 2
Dakota "Inver Grove Heights P-8" 1741 1143 538 48 12 0
Dakota "Inver Grove Heights P-9" 1135 808 258 51 17 1
Dakota "Inver Grove Heights P-10" 1487 987 442 48 8 2
Dakota "Lakeville P-1" 1697 948 680 55 11 3
Dakota "Lakeville P-2" 2647 1389 1209 36 13 0
Dakota "Lakeville P-3" 1556 812 692 32 19 1
Dakota "Lakeville P-4" 1676 906 728 28 14 0
Dakota "Lakeville P-5" 1651 888 709 44 10 0
Dakota "Lakeville P-6" 1527 760 722 33 10 2
Dakota "Lakeville P-7" 1630 805 783 29 13 0
Dakota "Lakeville P-8" 1489 769 682 25 10 3
Dakota "Lakeville P-9" 1645 860 755 19 10 1
Dakota "Lakeville P-10" 1721 912 773 29 7 0
Dakota "Lakeville P-11" 1989 1104 844 31 10 0
Dakota "Lakeville P-12" 1770 977 740 38 15 0
Dakota "Lakeville P-13" 1815 995 765 41 14 0
Dakota "Lakeville P-14" 1672 934 669 48 21 0
Dakota "Lakeville P-15" 1657 908 659 60 30 0
Dakota "Lakeville P-16" 2897 1651 1173 48 25 0
Dakota "Lakeville P-17" 1914 1059 765 70 18 2
Dakota Lilydale 710 495 212 2 1 0
Dakota "Marshan Twp" 620 273 332 13 2 0
Dakota Mendota 101 65 31 5 0 0
Dakota "Mendota Heights P-1" 1724 1166 523 22 12 1
Dakota "Mendota Heights P-2" 1527 940 560 15 12 0
Dakota "Mendota Heights P-3" 1708 1154 522 21 11 0
Dakota "Mendota Heights P-4" 1269 872 371 19 7 0
Dakota "Mendota Heights P-5" 1436 941 468 15 12 0
Dakota Miesville 66 34 28 2 2 0
Dakota "New Trier" 31 9 19 3 0 0
Dakota "Nininger Twp" 489 249 225 11 3 1
Dakota "Northfield W-3 P-2" 764 580 179 5 0 0
Dakota Randolph 229 106 116 4 2 1
Dakota "Randolph Twp" 403 176 218 7 2 0
Dakota "Ravenna Twp" 1217 648 541 18 9 1
Dakota "Rosemount P-1" 2393 1471 872 29 21 0
Dakota "Rosemount P-2" 1915 1077 785 40 12 1
Dakota "Rosemount P-3" 2027 1136 832 39 20 0
Dakota "Rosemount P-4" 1241 754 436 37 14 0
Dakota "Rosemount P-5" 1188 675 487 20 6 0
Dakota "Rosemount P-6" 1266 752 477 25 12 0
Dakota "Rosemount P-7" 2072 1279 733 42 17 1
Dakota "Sciota Twp" 254 125 120 8 1 0
Dakota "South Saint Paul P-1" 2061 1381 565 84 31 0
Dakota "South Saint Paul P-2" 1281 849 375 42 15 0
Dakota "South Saint Paul P-3" 2345 1489 721 105 29 1
Dakota "South Saint Paul P-4" 537 378 127 23 9 0
Dakota "South Saint Paul P-5" 2620 1705 749 115 49 2
Dakota "Sunfish Lake" 356 186 164 5 1 0
Dakota Vermillion 226 112 102 10 2 0
Dakota "Vermillion Twp" 603 286 307 6 4 0
Dakota "Waterford Twp" 293 174 114 4 1 0
Dakota "West Saint Paul W-1 P-1" 1754 1228 437 67 22 0
Dakota "West Saint Paul W-1 P-2" 906 640 228 28 10 0
Dakota "West Saint Paul W-2 P-1" 2164 1523 530 74 32 5
Dakota "West Saint Paul W-2 P-2" 1067 781 243 25 17 1
Dakota "West Saint Paul W-3 P-1" 1544 1074 408 42 20 0
Dakota "West Saint Paul W-3 P-2" 2064 1406 616 34 8 0
Dodge "Ashland Twp" 179 77 99 3 0 0
Dodge "Byron P-2" 0 0 0 0 0 0
Dodge "Canisteo Twp" 353 162 186 3 2 0
Dodge Claremont 148 57 75 12 3 1
Dodge "Claremont Twp" 210 78 126 5 1 0
Dodge "Concord Twp" 289 119 162 5 3 0
Dodge "Dodge Center P-1" 768 407 325 28 8 0
Dodge "Dodge Center P-2" 228 109 98 17 4 0
Dodge "Ellington Twp" 135 46 87 2 0 0
Dodge Hayfield 517 294 205 15 3 0
Dodge "Hayfield Twp" 237 98 133 4 2 0
Dodge "Kasson P-1" 209 109 93 3 4 0
Dodge "Kasson P-2" 2025 1011 952 45 16 1
Dodge "Kasson P-3" 494 240 217 25 12 0
Dodge Mantorville 572 269 281 15 7 0
Dodge "Mantorville Twp" 983 464 504 8 7 0
Dodge "Milton Twp" 387 163 213 7 4 0
Dodge "Ripley Twp" 82 21 56 5 0 0
Dodge "Vernon Twp" 349 145 196 5 2 1
Dodge "Wasioja Twp" 441 170 249 19 2 1
Dodge "West Concord" 316 147 155 12 2 0
Dodge "Westfield Twp" 211 92 115 2 2 0
Douglas "Alexandria W-1 P-1" 222 97 115 7 3 0
Douglas "Alexandria W-1 P-2" 1256 641 593 17 5 0
Douglas "Alexandria W-2" 1153 532 579 39 2 1
Douglas "Alexandria W-3" 1236 630 559 33 14 0
Douglas "Alexandria W-4" 941 487 416 31 7 0
Douglas "Alexandria W-5 P-1" 97 35 59 2 1 0
Douglas "Alexandria W-5 P-2" 767 427 311 24 4 1
Douglas "Alexandria Twp" 1494 656 813 22 3 0
Douglas "Belle River Twp" 187 73 111 2 1 0
