DIST COUNTY AREA TOTAL DEM REP CON IND OTHER
DIST COUNTY AREA TOTAL Dem Rep Con Ind Other
29 "St. Croix" "Town Of Baldwin Wards 1-2" 0 165 436 0 0 0
29 "St. Croix" "Town Of Cady Ward 1" 0 133 363 0 0 0
29 "St. Croix" "Town Of Cylon Ward 1" 0 97 305 0 0 0
29 "St. Croix" "Town Of Eau Galle Wards 1-2" 0 228 517 0 0 0
29 "St. Croix" "Town Of Emerald Ward 1" 0 160 348 0 0 0
29 "St. Croix" "Town Of Erin Prairie Ward 1" 0 142 292 0 0 0
29 "St. Croix" "Town Of Glenwood Ward 1" 0 115 339 0 0 0
29 "St. Croix" "Town Of Hammond Wards 1-3" 0 428 1068 0 0 3
29 "St. Croix" "Town Of Pleasant Valley Ward 1" 0 125 215 0 0 0
29 "St. Croix" "Town Of Richmond Wards 1-2" 0 426 812 0 0 0
29 "St. Croix" "Town Of Rush River Ward 1" 0 106 213 0 0 0
29 "St. Croix" "Town Of Springfield Ward 1" 0 184 393 0 0 0
29 "St. Croix" "Town Of Stanton Ward 1" 0 204 349 0 0 1
29 "St. Croix" "Town Of Star Prairie Wards 1-6" 0 688 1492 0 0 1
29 "St. Croix" "Village Of Baldwin Wards 1-6" 0 863 1299 0 0 1
29 "St. Croix" "Village Of Deer Park Ward 1" 0 28 96 0 0 0
29 "St. Croix" "Village Of Hammond Wards 1-4" 0 417 583 0 0 3
29 "St. Croix" "Village Of Star Prairie Ward 1" 0 127 226 0 0 0
29 "St. Croix" "Village Of Wilson Ward 1" 0 30 83 0 0 0
29 "St. Croix" "Village Of Woodville Wards 1-2" 0 252 436 0 0 0
30 Pierce "City Of River Falls Ward 5" 0 162 169 0 0 0
30 Pierce "City Of River Falls Wards 12-14" 0 863 816 0 0 0
30 Pierce "City Of River Falls Wards 6-8" 0 1185 877 0 0 0
30 Pierce "City Of River Falls Wards 9-11" 0 660 584 0 0 0
30 Pierce "Town Of River Falls Wards 1-3" 0 673 837 0 0 2
30 "St. Croix" "City Of Hudson Wards 1-2" 0 513 586 0 0 1
30 "St. Croix" "City Of Hudson Wards 11-12" 0 648 662 0 0 1
30 "St. Croix" "City Of Hudson Wards 3-4" 0 883 1119 0 0 1
30 "St. Croix" "City Of Hudson Wards 5-6" 0 667 659 0 0 1
30 "St. Croix" "City Of Hudson Wards 7-8" 0 748 840 0 0 0
30 "St. Croix" "City Of Hudson Wards 9-10" 0 763 575 0 0 1
30 "St. Croix" "City Of River Falls Wards 1-4,15" 0 1112 1173 0 0 1
30 "St. Croix" "Town Of Hudson Wards 1-14" 0 2130 3499 0 0 8
30 "St. Croix" "Town Of Kinnickinnic Wards 1-3" 0 441 752 0 0 2
30 "St. Croix" "Town Of Richmond Wards 3-5" 0 378 706 0 0 2
30 "St. Croix" "Town Of St. Joseph Wards 1-6" 0 1114 1712 0 0 0
30 "St. Croix" "Town Of Troy Wards 1-7" 0 1464 2322 0 0 2
30 "St. Croix" "Town Of Warren Wards 1-3" 0 376 748 0 0 2
30 "St. Croix" "Village Of North Hudson Wards 1-6" 0 1114 1405 0 0 3
30 "St. Croix" "Village Of Roberts Wards 1-4" 0 428 670 0 0 2
31 Rock "City Of Beloit Ward 20" 0 289 234 0 0 2
31 Rock "City Of Beloit Ward 21" 0 404 293 0 0 3
31 Rock "City Of Beloit Ward 22" 0 355 351 0 0 0
31 Rock "City Of Beloit Ward 23" 0 641 665 0 0 0
31 Rock "City Of Beloit Ward 24" 0 379 335 0 0 1
31 Rock "City Of Beloit Ward 25" 0 0 0 0 0 0
31 Rock "City Of Janesville Ward 20" 0 301 358 0 0 0
31 Rock "City Of Janesville Ward 21" 0 687 666 0 0 1
31 Rock "City Of Janesville Ward 22" 0 695 818 0 0 2
31 Rock "City Of Janesville Ward 23" 0 393 360 0 0 1
31 Rock "City Of Janesville Ward 26" 0 0 0 0 0 0
31 Rock "City Of Janesville Ward 29" 0 19 12 0 0 0
31 Rock "City Of Janesville Ward 34" 0 0 0 0 0 0
31 Rock "Town Of Beloit Wards 7-10" 0 767 976 0 0 0
31 Rock "Town Of Bradford Wards 1-2" 0 180 420 0 0 0
31 Rock "Town Of Clinton Ward 1" 0 128 401 0 0 0
31 Rock "Town Of Harmony Ward 1" 0 261 286 0 0 0
31 Rock "Town Of Harmony Wards 2-5" 0 529 638 0 0 3
31 Rock "Town Of Johnstown Ward 1" 0 183 304 0 0 1
31 Rock "Town Of La Prairie Ward 1" 0 121 226 0 0 0
31 Rock "Town Of La Prairie Ward 2" 0 46 94 0 0 0
31 Rock "Town Of Turtle Wards 1,4" 0 281 371 0 0 1
31 Rock "Town Of Turtle Wards 2-3" 0 264 637 0 0 0
31 Rock "Village Of Clinton Wards 1-3" 0 375 695 0 0 1
31 Walworth "City Of Delavan Ward 15" 0 0 0 0 0 0
31 Walworth "City Of Elkhorn Wards 1-7" 0 1943 3041 0 0 4
31 Walworth "Town Of Darien Wards 1-3" 0 258 654 0 0 1
31 Walworth "Town Of Richmond Wards 1-3" 0 438 742 0 0 0
31 Walworth "Town Of Sharon Ward 1" 0 159 388 0 0 0
31 Walworth "Town Of Sugar Creek Wards 1-5" 0 791 1639 0 0 0
31 Walworth "Town Of Walworth Wards 1-3" 0 289 741 0 0 1
31 Walworth "Village Of Darien Wards 1-2" 0 273 474 0 0 2
31 Walworth "Village Of Fontana Wards 1-3" 0 514 770 0 0 2
31 Walworth "Village Of Sharon Wards 1-2" 0 259 478 0 0 0
31 Walworth "Village Of Walworth Wards 1-3" 0 566 836 0 0 1
31 Walworth "Village Of Williams Bay Wards 1-4" 0 763 1059 0 0 3
32 Kenosha "Town Of Wheatland Wards 1-6" 0 693 1371 0 0 1
32 Kenosha "Village Of Genoa City Ward 5" 0 0 0 0 0 0
32 Racine "Town Of Burlington Wards 8-10" 0 376 781 0 0 0
32 Walworth "City Of Burlington Ward 10" 0 1 0 0 0 0
32 Walworth "City Of Delavan Wards 1-14,16" 0 1871 1894 0 0 6
32 Walworth "City Of Elkhorn Ward 8" 0 0 0 0 0 0
32 Walworth "City Of Lake Geneva Wards 1-14" 0 1958 2241 0 0 6
32 Walworth "Town Of Bloomfield Wards 1-2" 0 327 472 0 0 0
32 Walworth "Town Of Delavan Wards 1-11" 0 1195 1867 0 0 3
32 Walworth "Town Of East Troy Wards 4-6" 0 372 850 0 0 1
32 Walworth "Town Of Geneva Wards 1-8" 0 1303 2079 0 0 2
32 Walworth "Town Of Lafayette Wards 1-3" 0 441 907 0 0 2
32 Walworth "Town Of Linn Ward 5" 0 102 171 0 0 0
32 Walworth "Town Of Linn Wards 1-4,6" 0 479 824 0 0 3
32 Walworth "Town Of Lyons Wards 1-7" 0 700 1434 0 0 3
32 Walworth "Town Of Spring Prairie Wards 1-4" 0 382 1090 0 1 1
32 Walworth "Village Of Bloomfield Wards 1-5" 0 768 1522 0 0 0
32 Walworth "Village Of East Troy Wards 1-5" 0 959 1737 0 0 1
32 Walworth "Village Of Genoa City Wards 1-4" 0 533 924 0 0 3
33 Jefferson "City Of Fort Atkinson Wards 1-9" 0 3585 2731 0 0 9
33 Jefferson "City Of Jefferson Wards 1-10" 0 1875 2049 0 0 5
33 Jefferson "Town Of Hebron Wards 1-2" 0 224 439 0 0 0
33 Jefferson "Town Of Jefferson Wards 1-3" 0 478 812 0 0 2
33 Jefferson "Town Of Koshkonong Wards 1,6" 0 119 152 0 0 0
33 Jefferson "Town Of Oakland Wards 1-4" 0 1151 969 0 0 2
33 Jefferson "Town Of Palmyra Wards 1-2" 0 272 559 0 0 0
33 Jefferson "Town Of Sullivan Wards 1-3" 0 451 1024 0 0 0
33 Jefferson "Village Of Palmyra Wards 1-2" 0 322 625 0 0 0
33 Jefferson "Village Of Sullivan Ward 1" 0 116 269 0 0 0
33 Walworth "Town Of East Troy Wards 2-3" 0 257 749 0 0 2
33 Walworth "Town Of La Grange Wards 1-3" 0 513 1084 0 0 1
33 Walworth "Town Of Troy Wards 1-3" 0 432 1171 0 0 0
33 Walworth "Village Of Mukwonago Ward 11" 0 39 64 0 0 0
33 Waukesha "Town Of Eagle Wards 1-4" 0 654 1820 0 0 0
33 Waukesha "Town Of Mukwonago Wards 1,7-8" 0 365 939 0 0 3
33 Waukesha "Town Of Mukwonago Wards 2-3,9-11" 0 558 1755 0 0 3
33 Waukesha "Village Of Eagle Wards 1-2" 0 332 1015 0 0 0
33 Waukesha "Village Of Mukwonago Wards 1-10" 0 1485 3270 0 0 4
34 Florence "Town Of Aurora Wards 1-3" 0 135 440 0 0 0
34 Florence "Town Of Commonwealth Wards 1-3" 0 65 197 0 0 0
34 Florence "Town Of Fence Ward 1" 0 20 102 0 0 0
34 Florence "Town Of Fern Ward 1" 0 25 102 0 0 0
34 Florence "Town Of Florence Wards 1-7" 0 386 895 0 0 0
34 Florence "Town Of Homestead Ward 1" 0 62 183 0 0 0
34 Florence "Town Of Long Lake Ward 1" 0 25 95 0 0 0
34 Florence "Town Of Tipler Ward 1" 0 16 83 0 0 0
34 Forest "Town Of Alvin Ward 1" 0 26 74 0 0 0
34 Forest "Town Of Argonne Wards 1-3" 0 67 219 0 0 0
34 Forest "Town Of Armstrong Creek Ward 1" 0 72 179 0 0 0
34 Forest "Town Of Caswell Ward 1" 0 10 39 0 0 0
34 Forest "Town Of Crandon Wards 1-3" 0 113 239 0 0 1
34 Forest "Town Of Hiles Ward 1" 0 78 183 0 0 0
34 Forest "Town Of Popple River Ward 1" 0 9 15 0 0 0
34 Forest "Town Of Ross Ward 1" 0 10 70 0 0 0
34 Oneida "City Of Rhinelander Ward 1" 0 240 230 0 0 0
34 Oneida "City Of Rhinelander Ward 10" 0 227 240 0 0 2
34 Oneida "City Of Rhinelander Wards 11-12" 0 251 195 0 0 2
34 Oneida "City Of Rhinelander Wards 13-14" 0 223 238 0 0 0
34 Oneida "City Of Rhinelander Wards 2-3" 0 243 219 0 0 0
34 Oneida "City Of Rhinelander Wards 4-5" 0 226 206 0 0 2
34 Oneida "City Of Rhinelander Wards 6-7" 0 192 211 0 0 2
34 Oneida "City Of Rhinelander Wards 8-9" 0 329 298 0 0 1
34 Oneida "Town Of Cassian Wards 1-2" 0 285 461 0 0 2
34 Oneida "Town Of Crescent Wards 1-3" 0 605 781 0 0 0
34 Oneida "Town Of Hazelhurst Wards 1-2" 0 354 556 0 0 3
34 Oneida "Town Of Lake Tomahawk Wards 1-2" 0 249 490 0 0 5
34 Oneida "Town Of Minocqua Wards 1-7" 0 1262 2221 0 0 7
34 Oneida "Town Of Monico Ward 1" 0 42 135 0 0 0
34 Oneida "Town Of Newbold Ward 1" 0 98 160 0 0 0
34 Oneida "Town Of Newbold Wards 2-4" 0 703 957 0 0 3
34 Oneida "Town Of Pelican Wards 1-4" 0 735 974 0 0 2
34 Oneida "Town Of Piehl Ward 1" 0 19 27 0 0 0
34 Oneida "Town Of Pine Lake Wards 1-4" 0 718 960 0 0 1
34 Oneida "Town Of Stella Wards 1-2" 0 174 214 0 0 0
34 Oneida "Town Of Sugar Camp Wards 1-2" 0 391 838 0 0 1
34 Oneida "Town Of Three Lakes Wards 1-4" 0 534 1165 0 0 1
34 Oneida "Town Of Woodruff Wards 1-3" 0 536 798 0 0 2
34 Vilas "City Of Eagle River Wards 1-5" 0 353 552 0 0 1
34 Vilas "Town Of Arbor Vitae Wards 1-7" 0 809 1451 0 0 4
34 Vilas "Town Of Boulder Junction Wards 1-2" 0 289 516 0 0 0
34 Vilas "Town Of Cloverland Wards 1-2" 0 248 557 0 0 0
34 Vilas "Town Of Conover Wards 1-2" 0 301 640 0 0 0
34 Vilas "Town Of Land O-Lakes Ward 1" 0 217 458 0 0 0
34 Vilas "Town Of Lincoln Wards 1-5" 0 521 1210 0 0 1
34 Vilas "Town Of Manitowish Waters Ward 1" 0 154 396 0 0 0
34 Vilas "Town Of Phelps Wards 1-2" 0 245 631 0 0 0
34 Vilas "Town Of Plum Lake Wards 1-2" 0 148 269 0 0 0
34 Vilas "Town Of Presque Isle Ward 1" 0 243 336 0 0 0
34 Vilas "Town Of St. Germain Wards 1-2" 0 483 923 0 0 1
34 Vilas "Town Of Washington Wards 1-3" 0 379 793 0 0 0
34 Vilas "Town Of Winchester Ward 1" 0 122 231 0 0 1
35 Langlade "City Of Antigo Ward 1" 0 166 217 0 0 0
35 Langlade "City Of Antigo Ward 2" 0 194 299 0 0 0
35 Langlade "City Of Antigo Ward 3" 0 129 229 0 0 0
35 Langlade "City Of Antigo Ward 4" 0 188 211 0 0 0
35 Langlade "City Of Antigo Ward 5" 0 121 177 0 0 0
35 Langlade "City Of Antigo Ward 6" 0 113 236 0 0 0
35 Langlade "City Of Antigo Ward 7" 0 219 329 0 0 0
35 Langlade "City Of Antigo Ward 8" 0 136 237 0 0 0
35 Langlade "City Of Antigo Ward 9" 0 165 302 0 0 0
35 Langlade "Town Of Ackley Ward 1" 0 92 206 0 0 0
35 Langlade "Town Of Antigo Wards 1-2" 0 221 608 0 0 0
35 Langlade "Town Of Elcho Wards 1-2" 0 263 518 0 0 0
35 Langlade "Town Of Neva Ward 1" 0 147 375 0 0 0
35 Langlade "Town Of Norwood Ward 1" 0 146 408 0 0 0
35 Langlade "Town Of Parrish Ward 1" 0 18 54 0 0 0
35 Langlade "Town Of Peck Ward 1" 0 41 152 0 0 0
35 Langlade "Town Of Polar Wards 1-2" 0 184 456 0 0 0
35 Langlade "Town Of Price Wards 1-2" 0 45 87 0 0 0
35 Langlade "Town Of Rolling Wards 1-2" 0 245 588 0 0 0
35 Langlade "Town Of Summit Ward 1" 0 30 61 0 0 0
35 Langlade "Town Of Upham Ward 1" 0 161 358 0 0 0
35 Langlade "Town Of Vilas Ward 1" 0 23 102 0 0 0
35 Lincoln "City Of Merrill Wards 1-2" 0 273 320 0 0 0
35 Lincoln "City Of Merrill Wards 10-12" 0 277 310 0 0 0
35 Lincoln "City Of Merrill Wards 13-14" 0 264 360 0 0 0
35 Lincoln "City Of Merrill Wards 15-17" 0 308 317 0 0 0
35 Lincoln "City Of Merrill Wards 18-19" 0 191 283 0 0 0
35 Lincoln "City Of Merrill Wards 3-4" 0 257 332 0 0 0
35 Lincoln "City Of Merrill Wards 5-7" 0 231 246 0 0 0
35 Lincoln "City Of Merrill Wards 8-9" 0 207 321 0 0 0
35 Lincoln "City Of Tomahawk Wards 1-2" 0 231 287 0 0 0
35 Lincoln "City Of Tomahawk Wards 3-4" 0 252 364 0 0 0
35 Lincoln "City Of Tomahawk Wards 5-6" 0 226 344 0 0 0
35 Lincoln "Town Of Birch Ward 1" 0 99 165 0 0 0
35 Lincoln "Town Of Bradley Wards 1-5" 0 575 1006 0 0 0
35 Lincoln "Town Of Corning Wards 1-2" 0 136 364 0 0 0
35 Lincoln "Town Of Harding Ward 1" 0 86 171 0 0 0
35 Lincoln "Town Of Harrison Wards 1-3" 0 215 383 0 0 0
35 Lincoln "Town Of King Wards 1-2" 0 253 415 0 0 0
35 Lincoln "Town Of Merrill Wards 1-7" 0 579 1151 0 0 0
35 Lincoln "Town Of Pine River Wards 1-3" 0 362 808 0 0 0
35 Lincoln "Town Of Rock Falls Wards 1-2" 0 136 300 0 0 0
35 Lincoln "Town Of Russell Ward 1" 0 121 243 0 0 0
35 Lincoln "Town Of Schley Wards 1-2" 0 132 395 0 0 0
35 Lincoln "Town Of Scott Wards 1-2" 0 292 590 0 0 0
35 Lincoln "Town Of Skanawan Ward 1" 0 120 170 0 0 0
35 Lincoln "Town Of Somo Ward 1" 0 24 59 0 0 0
35 Lincoln "Town Of Tomahawk Ward 1" 0 95 213 0 0 0
35 Lincoln "Town Of Wilson Ward 1" 0 63 157 0 0 0
35 Marathon "Town Of Berlin Wards 1-2" 0 154 438 0 0 0
35 Marathon "Town Of Hamburg Ward 1" 0 129 348 0 0 0
35 Marathon "Town Of Harrison Ward 1" 0 50 145 0 0 0
35 Marathon "Town Of Hewitt Ward 1" 0 88 288 0 0 0
35 Marathon "Town Of Plover Ward 1" 0 106 300 0 0 0
35 Marathon "Village Of Birnamwood Ward 2" 0 5 7 0 0 0
35 Oneida "Town Of Enterprise Ward 1" 0 65 182 0 0 0
35 Oneida "Town Of Little Rice Ward 1" 0 79 171 0 0 0
35 Oneida "Town Of Lynne Ward 1" 0 25 59 0 0 0
35 Oneida "Town Of Nokomis Wards 1-2" 0 383 611 0 0 2
35 Oneida "Town Of Schoepke Ward 1" 0 104 180 0 0 0
35 Oneida "Town Of Woodboro Ward 1" 0 216 345 0 0 0
35 Shawano "Town Of Almon Ward 1" 0 72 248 0 0 0
35 Shawano "Town Of Aniwa Ward 1" 0 70 241 0 0 0
35 Shawano "Town Of Birnamwood Ward 1" 0 128 259 0 0 0
35 Shawano "Town Of Hutchins Ward 1" 0 69 222 0 0 0
35 Shawano "Village Of Aniwa Ward 1" 0 29 81 0 0 0
35 Shawano "Village Of Birnamwood Ward 1" 0 121 235 0 0 0
35 Shawano "Village Of Bowler Ward 1" 0 49 89 0 0 0
35 Shawano "Village Of Eland Ward 1" 0 64 61 0 0 0
35 Shawano "Village Of Mattoon Ward 1" 0 47 119 0 0 0
36 Forest "City Of Crandon Wards 1-4" 0 0 633 0 0 10
36 Forest "Town Of Blackwell Ward 1" 0 0 51 0 0 0
36 Forest "Town Of Freedom Ward 1" 0 0 196 0 0 0
36 Forest "Town Of Laona Wards 1-3" 0 0 529 0 0 3
36 Forest "Town Of Lincoln Wards 1-3" 0 0 428 0 0 1
36 Forest "Town Of Nashville Ward 1" 0 0 187 0 0 1
36 Forest "Town Of Nashville Ward 2" 0 0 114 0 0 4
36 Forest "Town Of Nashville Ward 3" 0 0 199 0 0 0
36 Forest "Town Of Wabeno Wards 1-5" 0 0 385 0 0 3
36 Langlade "Town Of Ainsworth Ward 1" 0 0 264 0 0 0
36 Langlade "Town Of Evergreen Ward 1" 0 0 270 0 0 0
36 Langlade "Town Of Langlade Wards 1-2" 0 0 242 0 0 0
36 Langlade "Town Of Wolf River Wards 1-2" 0 0 419 0 0 0
36 Langlade "Village Of White Lake Ward 1" 0 0 133 0 0 0
36 Marinette "City Of Niagara Wards 1-3" 0 0 625 0 0 0
36 Marinette "Town Of Amberg Ward 1" 0 0 384 0 0 0
36 Marinette "Town Of Athelstane Wards 1-2" 0 0 298 0 0 0
36 Marinette "Town Of Beaver Wards 1-2" 0 0 559 0 0 0
36 Marinette "Town Of Beecher Ward 1" 0 0 396 0 0 0
36 Marinette "Town Of Dunbar Wards 1-2" 0 0 307 0 0 0
36 Marinette "Town Of Goodman Ward 1" 0 0 289 0 0 0
36 Marinette "Town Of Lake Wards 1-2" 0 0 625 0 0 0
36 Marinette "Town Of Middle Inlet Wards 1-2" 0 0 417 0 0 0
36 Marinette "Town Of Niagara Ward 1" 0 0 463 0 0 0
36 Marinette "Town Of Pembine Wards 1-2" 0 0 429 0 0 0
36 Marinette "Town Of Porterfield Wards 1-3" 0 0 988 0 0 0
36 Marinette "Town Of Silver Cliff Ward 1" 0 0 304 0 0 0
36 Marinette "Town Of Stephenson Wards 1-3" 0 0 1125 0 0 0
36 Marinette "Town Of Stephenson Wards 4-5" 0 0 757 0 0 0
36 Marinette "Town Of Wagner Ward 1" 0 0 349 0 0 0
36 Marinette "Town Of Wausaukee Wards 1-2" 0 0 620 0 0 0
36 Marinette "Village Of Crivitz Ward 1" 0 0 454 0 0 0
36 Marinette "Village Of Wausaukee Ward 1" 0 0 200 0 0 0
36 Menominee "Town Of Menominee Ward 2" 0 0 65 0 0 0
36 Menominee "Town Of Menominee Wards 1,3-5" 0 0 564 0 0 0
36 Oconto "City Of Gillett Wards 1-3" 0 0 502 0 0 0
36 Oconto "City Of Oconto Falls Wards 1-5" 0 0 1140 0 0 0
36 Oconto "Town Of Bagley Ward 1" 0 0 179 0 0 0
36 Oconto "Town Of Brazeau Wards 1-3" 0 0 766 0 0 0
36 Oconto "Town Of Breed Ward 1" 0 0 364 0 0 0
36 Oconto "Town Of Chase Wards 1-5" 0 0 1616 0 0 0
36 Oconto "Town Of Doty Ward 1" 0 0 197 0 0 0
36 Oconto "Town Of Gillett Wards 1-2" 0 0 560 0 0 0
36 Oconto "Town Of How Wards 1-2" 0 0 297 0 0 0
36 Oconto "Town Of Lakewood Ward 1" 0 0 515 0 0 0
36 Oconto "Town Of Lena Ward 1" 0 0 391 0 0 0
36 Oconto "Town Of Maple Valley Ward 1" 0 0 337 0 0 0
36 Oconto "Town Of Morgan Wards 1-2" 0 0 594 0 0 0
36 Oconto "Town Of Mountain Ward 1" 0 0 460 0 0 0
36 Oconto "Town Of Oconto Falls Wards 1-2" 0 0 653 0 0 0
36 Oconto "Town Of Riverview Wards 1-2" 0 0 451 0 0 0
36 Oconto "Town Of Spruce Wards 1-2" 0 0 463 0 0 0
36 Oconto "Town Of Townsend Ward 1" 0 0 597 0 0 0
36 Oconto "Town Of Underhill Ward 1" 0 0 409 0 0 0
36 Oconto "Village Of Lena Ward 1" 0 0 250 0 0 0
36 Oconto "Village Of Suring Ward 1" 0 0 210 0 0 0
36 Shawano "Town Of Green Valley Wards 1-2" 0 0 526 0 0 0
36 Shawano "Town Of Washington Wards 1-3" 0 0 887 0 0 0
36 Shawano "Village Of Cecil Ward 1" 0 0 300 0 0 0
37 Columbia "City Of Columbus Wards 1-8" 0 1623 1329 0 101 0
37 Dane "City Of Sun Prairie Wards 23,27" 0 0 0 0 0 0
37 Dane "Town Of Bristol Wards 1-4" 0 1317 1336 0 101 1
37 Dane "Town Of York Ward 1" 0 228 207 0 8 0
37 Dane "Village Of Deforest Wards 1,3-6,15" 0 1794 1105 0 101 1
37 Dane "Village Of Deforest Wards 7-10,12" 0 1482 854 0 101 1
37 Dane "Village Of Windsor Wards 3-5" 0 910 796 0 50 0
37 Dodge "City Of Columbus Ward 9" 0 0 0 0 0 0
37 Dodge "City Of Watertown Ward 7" 0 130 286 0 7 0
37 Dodge "City Of Watertown Wards 1-2" 0 537 928 0 31 0
37 Dodge "City Of Watertown Wards 3-4" 0 448 915 0 43 0
37 Dodge "City Of Watertown Wards 5-6" 0 450 894 0 39 0
37 Dodge "Town Of Elba Ward 1" 0 244 403 0 30 0
37 Dodge "Town Of Emmet Wards 1-2" 0 180 645 0 21 0
37 Dodge "Town Of Lebanon Wards 1-2" 0 211 767 0 32 0
37 Dodge "Town Of Lowell Wards 3-4" 0 80 262 0 12 0
37 Dodge "Town Of Portland Wards 1-2" 0 229 401 0 18 0
37 Dodge "Town Of Shields Ward 1" 0 77 280 0 7 0
37 Dodge "Village Of Lowell Ward 1" 0 38 111 0 4 0
37 Dodge "Village Of Reeseville Ward 1" 0 134 204 0 8 0
37 Jefferson "City Of Waterloo Wards 1-5" 0 817 901 0 49 0
37 Jefferson "City Of Watertown Ward 8" 0 159 264 0 8 0
37 Jefferson "City Of Watertown Wards 11-12" 0 417 713 0 35 3
37 Jefferson "City Of Watertown Wards 13-14" 0 430 819 0 34 3
37 Jefferson "City Of Watertown Wards 15-16" 0 542 852 0 36 0
37 Jefferson "City Of Watertown Wards 17-18" 0 516 1146 0 41 2
37 Jefferson "City Of Watertown Wards 9-10" 0 396 740 0 29 2
37 Jefferson "Town Of Ixonia Wards 1-6" 0 753 2248 0 95 0
38 Dane "Town Of Christiana Wards 1-2" 0 417 364 0 0 1
38 Dane "Town Of Deerfield Wards 1-2" 0 563 444 0 0 0
38 Dane "Town Of Medina Wards 1-2" 0 452 418 0 0 0
38 Dane "Village Of Cambridge Wards 2-3" 0 660 384 0 0 1
38 Dane "Village Of Deerfield Wards 1-3" 0 918 555 0 0 0
38 Dane "Village Of Marshall Wards 1-5" 0 1104 826 0 0 1
38 Dane "Village Of Rockdale Ward 1" 0 83 44 0 0 0
38 Jefferson "City Of Jefferson Ward 11" 0 0 0 0 0 0
38 Jefferson "City Of Lake Mills Wards 1-8" 0 2005 1702 0 0 1
38 Jefferson "City Of Watertown Ward 19" 0 0 0 0 0 0
38 Jefferson "Town Of Aztalan Wards 1-2" 0 335 534 0 0 0
38 Jefferson "Town Of Concord Wards 1-3" 0 415 914 0 0 0
38 Jefferson "Town Of Farmington Wards 1-2" 0 304 664 0 0 1
38 Jefferson "Town Of Lake Mills Wards 1-3" 0 738 723 0 0 1
38 Jefferson "Town Of Milford Wards 1-2" 0 263 441 0 0 1
38 Jefferson "Town Of Waterloo Ward 1" 0 221 342 0 0 0
38 Jefferson "Town Of Watertown Wards 1-2" 0 350 942 0 0 0
38 Jefferson "Village Of Cambridge Ward 1" 0 43 20 0 0 0
38 Jefferson "Village Of Johnson Creek Wards 1-3" 0 723 1026 0 0 2
38 Jefferson "Village Of Lac La Belle Ward 2" 0 0 0 0 0 0
38 Waukesha "City Of Oconomowoc Wards 1-3,13-15" 0 1514 2252 0 0 3
38 Waukesha "City Of Oconomowoc Wards 10-12" 0 927 1621 0 0 2
38 Waukesha "City Of Oconomowoc Wards 4-6" 0 991 1628 0 0 1
38 Waukesha "City Of Oconomowoc Wards 7-9,16" 0 957 1592 0 0 3
38 Waukesha "Town Of Oconomowoc Wards 1-2,4" 0 654 1685 0 0 2
38 Waukesha "Town Of Oconomowoc Wards 3,6-7" 0 589 1260 0 0 0
38 Waukesha "Town Of Oconomowoc Wards 5,8-9" 0 557 1466 0 0 2
38 Waukesha "Village Of Dousman Ward 5" 0 0 3 0 0 0
38 Waukesha "Village Of Lac La Belle Ward 1" 0 80 166 0 0 0
38 Waukesha "Village Of Summit Wards 1,6" 0 300 770 0 0 1
39 Dodge "City Of Beaver Dam Ward 15" 0 0 0 0 0 0
39 Dodge "City Of Beaver Dam Ward 16" 0 0 0 0 0 0
39 Dodge "City Of Beaver Dam Wards 1,3,5" 0 773 862 0 0 0
39 Dodge "City Of Beaver Dam Wards 2,6" 0 535 677 0 0 0
39 Dodge "City Of Beaver Dam Wards 4,8,10,14" 0 909 1025 0 0 0
39 Dodge "City Of Beaver Dam Wards 7,12-13" 0 812 895 0 0 0
39 Dodge "City Of Beaver Dam Wards 9,11" 0 700 787 0 0 0
39 Dodge "City Of Hartford Wards 18-19" 0 1 4 0 0 0
39 Dodge "City Of Horicon Ward 7" 0 0 0 0 0 0
39 Dodge "City Of Horicon Wards 1-6" 0 693 1297 0 0 0
39 Dodge "City Of Juneau Wards 1-3" 0 369 678 0 0 0
39 Dodge "City Of Mayville Wards 1-8" 0 875 1981 0 0 0
39 Dodge "Town Of Ashippun Wards 1-4" 0 373 1420 0 0 0
39 Dodge "Town Of Beaver Dam Wards 1-4,7-11" 0 525 783 0 0 0
39 Dodge "Town Of Beaver Dam Wards 5-6" 0 399 675 0 0 0
39 Dodge "Town Of Clyman Ward 1" 0 78 391 0 0 0
39 Dodge "Town Of Herman Wards 1-2" 0 113 675 0 0 0
39 Dodge "Town Of Hubbard Wards 1-4" 0 339 805 0 0 0
39 Dodge "Town Of Hubbard Wards 5-6" 0 0 0 0 0 0
39 Dodge "Town Of Hustisford Wards 1-2" 0 189 700 0 0 0
39 Dodge "Town Of Leroy Wards 1-2" 0 95 506 0 0 0
39 Dodge "Town Of Lomira Ward 3" 0 1 2 0 0 0
39 Dodge "Town Of Lomira Wards 1-2" 0 106 580 0 0 0
39 Dodge "Town Of Lowell Wards 1-2" 0 76 229 0 0 0
39 Dodge "Town Of Oak Grove Wards 1-2" 0 184 469 0 0 0
39 Dodge "Town Of Oak Grove Wards 3-5" 0 0 0 0 0 0
39 Dodge "Town Of Rubicon Wards 1-3" 0 235 1214 0 0 0
39 Dodge "Town Of Theresa Ward 2" 0 78 332 0 0 0
39 Dodge "Town Of Theresa Wards 1,3-7" 0 37 209 0 0 0
39 Dodge "Town Of Westford Ward 3" 0 0 9 0 0 0
39 Dodge "Village Of Brownsville Ward 1" 0 82 297 0 0 0
