COUNTY AREA TOTAL DEM REP LIB CST
COUNTY AREA TOTAL Cooper Forest DiFiore Pisano
CUMBERLAND G1B 0 1379 1782 36 14
CUMBERLAND G2A 0 2381 910 44 20
CUMBERLAND G2B 0 2039 996 47 22
CUMBERLAND G2C-1 0 1396 762 30 14
CUMBERLAND G2C-2 0 1152 851 20 15
CUMBERLAND G2D 0 1886 1303 48 13
CUMBERLAND G2E-1 0 1212 283 24 8
CUMBERLAND G2E-2 0 1503 250 26 10
CUMBERLAND G3A-1 0 1933 723 35 14
CUMBERLAND G3A-2 0 1083 692 27 14
CUMBERLAND G3B 0 484 346 8 6
CUMBERLAND G3C 0 462 530 11 5
CUMBERLAND G4A 0 651 416 22 6
CUMBERLAND G4B 0 674 627 16 6
CUMBERLAND G4C 0 976 333 31 9
CUMBERLAND G5A-1 0 1457 398 22 16
CUMBERLAND G5A-2 0 1159 622 18 2
CUMBERLAND G5B-1 0 1879 259 30 9
CUMBERLAND G5B-2 0 1382 317 22 8
CUMBERLAND G5C 0 1062 427 27 7
CUMBERLAND G6A 0 1118 2514 25 12
CUMBERLAND G6B 0 240 664 5 6
CUMBERLAND G6C 0 587 873 23 7
CUMBERLAND G7A 0 307 682 7 4
CUMBERLAND G7B 0 275 689 5 3
CUMBERLAND G8A 0 1792 918 43 13
CUMBERLAND G8B 0 1114 788 31 15
CUMBERLAND G8C 0 1031 612 23 15
CUMBERLAND G8D 0 1079 1021 43 13
CUMBERLAND G9A 0 1167 919 27 14
CUMBERLAND G9B-1 0 1690 1515 42 21
CUMBERLAND G9B-2 0 1775 1701 34 18
CUMBERLAND LI65 0 983 1687 33 11
CUMBERLAND LR63 0 2488 667 62 23
CUMBERLAND MB62 0 1563 346 46 17
CUMBERLAND MR02 0 1419 608 35 11
CUMBERLAND SH77 0 964 1193 20 11
CUMBERLAND SL78-3 0 2493 694 74 24
CURRITUCK ABSENTEE 0 801 637 29 11
CURRITUCK CB 0 32 74 5 1
CURRITUCK CH 0 104 595 20 4
CURRITUCK CI 0 23 93 0 0
CURRITUCK CJ 0 36 113 9 2
CURRITUCK GW 0 33 169 3 3
CURRITUCK IR 0 51 270 3 3
CURRITUCK KI 0 87 507 9 12
CURRITUCK MY 0 194 1168 41 9
CURRITUCK "ONE STOP" 0 2479 6137 96 37
CURRITUCK PB 0 213 761 18 8
CURRITUCK PP 0 167 478 15 1
CURRITUCK PROVISIONAL 0 7 29 2 0
CURRITUCK TRANSFER 0 0 0 0 0
CURRITUCK WH 0 155 262 5 4
DARE ABSENTEE 0 2698 1105 39 13
DARE AVON 0 53 157 4 3
DARE BUX 0 38 124 5 1
DARE CHCA 0 126 123 9 3
DARE COL 0 125 334 10 1
DARE DUCK 0 83 124 2 0
DARE EL 0 12 34 0 0
DARE FRCO 0 41 85 1 3
DARE HAT 0 60 133 2 3
DARE KDH 0 196 404 38 5
DARE KTHK 0 136 411 5 3
DARE MATO 0 150 306 14 4
DARE MH 0 55 151 3 0
DARE NGHD 0 133 279 10 6
DARE "ONE STOP ONE" 0 3566 4872 79 29
DARE "ONE STOP THREE" 0 2089 2723 40 10
DARE "ONE STOP TWO" 0 721 1062 14 6
DARE PROVISIONAL 0 7 10 0 1
DARE SOSH 0 124 337 11 1
DARE STPT 0 13 64 1 1
DARE TRANSFER 0 0 0 0 0
DARE WAN 0 59 313 3 1
DAVIDSON 04 0 1014 2946 33 7
DAVIDSON 06 0 309 1705 22 3
DAVIDSON 08 0 194 491 6 2
DAVIDSON 10 0 401 1299 19 1
DAVIDSON 12 0 111 472 4 1
DAVIDSON 14 0 171 1212 7 2
DAVIDSON 16 0 366 1727 22 8
DAVIDSON 18 0 223 1208 6 4
DAVIDSON 20 0 288 1586 14 3
DAVIDSON 22 0 157 480 5 1
DAVIDSON 24 0 233 710 8 2
DAVIDSON 26 0 238 582 8 2
DAVIDSON 28 0 490 1253 16 9
DAVIDSON 30 0 807 177 17 5
DAVIDSON 32 0 401 277 14 4
DAVIDSON 34 0 509 525 12 6
DAVIDSON 36 0 391 283 8 3
DAVIDSON 38 0 472 151 9 7
DAVIDSON 40 0 539 592 10 3
DAVIDSON 42 0 223 1474 14 2
DAVIDSON 44 0 707 2005 17 3
DAVIDSON 46 0 390 1447 13 8
DAVIDSON 48 0 306 1431 13 3
DAVIDSON 50 0 382 2122 16 6
DAVIDSON 52 0 571 2506 24 5
DAVIDSON 54 0 130 1177 12 2
DAVIDSON 56 0 127 838 3 3
DAVIDSON 58 0 437 1761 19 7
DAVIDSON 60 0 928 1671 35 12
DAVIDSON 62 0 540 234 12 3
DAVIDSON 64 0 539 198 15 4
DAVIDSON 66 0 406 525 12 3
DAVIDSON 68 0 515 660 10 4
DAVIDSON 70 0 330 1300 9 7
DAVIDSON 72 0 397 1611 14 11
DAVIDSON 74 0 405 2031 26 12
DAVIDSON 76 0 350 1775 15 3
DAVIDSON 78 0 425 1846 17 9
DAVIDSON 80A 0 612 2961 32 9
DAVIDSON 82 0 390 1608 15 5
DAVIDSON 84 0 969 2704 37 10
DAVIDSON 86A 0 823 1303 34 5
DAVIDSON 88 0 427 1136 15 9
DAVIDSON ABSENTEE 0 7021 5141 115 36
DAVIDSON "OS ARCADIA COMM BLDG" 0 0 0 0 0
DAVIDSON "OS BOE" 0 0 0 0 0
DAVIDSON "OS DENTON LIBRARY" 0 0 0 0 0
DAVIDSON "OS MIDWAY FIRE DEPT" 0 0 0 0 0
DAVIDSON "OS TLIB" 0 0 0 0 0
DAVIDSON PROVISIONAL 0 63 113 0 0
DAVIDSON TRANSFER 0 871 1517 12 11
DAVIE 01 0 194 635 4 0
DAVIE 02 0 193 597 9 1
DAVIE 03 0 393 1510 18 2
DAVIE 04 0 297 821 11 3
DAVIE 05 0 418 1401 14 8
DAVIE 06 0 282 907 11 1
DAVIE 07 0 333 1055 9 14
DAVIE 08 0 697 852 15 8
DAVIE 09 0 544 1061 16 3
DAVIE 10 0 478 1342 14 3
DAVIE 11 0 283 971 6 3
DAVIE 12 0 734 2007 23 6
DAVIE 13 0 695 1508 9 2
DAVIE 14 0 471 1184 10 3
DAVIE ABSENTEE 0 1872 1207 31 13
DAVIE PROVISIONAL 0 20 46 0 0
DAVIE TRANSFER 0 0 0 0 0
DUPLIN ABSENTEE 0 1260 563 21 9
DUPLIN ALBE 0 90 367 1 2
DUPLIN BEUL 0 105 451 5 1
DUPLIN CALY 0 88 235 2 1
DUPLIN CFRK 0 24 252 4 1
DUPLIN CHAR 0 124 75 0 0
DUPLIN CHIN 0 42 194 1 1
DUPLIN CYCK 0 46 356 2 3
DUPLIN FAIS 0 101 187 1 1
DUPLIN GLIS 0 34 230 1 1
DUPLIN HALL 0 67 160 2 1
DUPLIN KENA 0 101 161 5 1
DUPLIN LOCK 0 11 50 0 0
DUPLIN MAGN 0 134 116 3 0
DUPLIN "OS KENANSVILLE" 0 2596 4786 25 11
DUPLIN "OS WALLACE" 0 2330 2981 27 14
DUPLIN "OS WARSAW" 0 1343 914 8 5
DUPLIN PROVISIONAL 0 39 35 0 0
DUPLIN ROCK 0 38 79 0 0
DUPLIN ROSE 0 98 198 4 0
DUPLIN SMCA 0 42 209 4 3
DUPLIN TRANSFER 0 0 0 0 0
DUPLIN WALL 0 135 165 3 2
DUPLIN WARS 0 216 121 0 2
DUPLIN WOLF 0 100 410 0 3
DURHAM 01 0 115 19 1 0
DURHAM 02 0 145 40 3 0
DURHAM 03 0 117 42 3 2
DURHAM 04 0 108 34 4 0
DURHAM 05 0 175 30 6 3
DURHAM 06 0 103 19 2 1
DURHAM 07 0 89 26 3 1
DURHAM 08 0 169 27 7 4
DURHAM 09 0 127 43 7 0
DURHAM 10 0 165 15 10 2
DURHAM 12 0 98 10 5 1
DURHAM 13 0 162 5 2 1
DURHAM 14 0 186 17 3 4
DURHAM 15 0 152 20 2 2
DURHAM 16 0 93 46 4 4
DURHAM 17 0 185 21 6 1
DURHAM 18 0 203 21 6 4
DURHAM 19 0 216 50 9 4
DURHAM 20 0 82 19 4 1
DURHAM 21 0 102 37 2 0
DURHAM 22 0 387 37 10 4
DURHAM 23 0 345 70 7 7
DURHAM 24 0 195 123 10 4
DURHAM 25 0 83 118 5 4
DURHAM 26 0 84 208 3 2
DURHAM 27 0 99 79 7 1
DURHAM 28 0 120 388 9 2
DURHAM 29 0 187 160 6 1
DURHAM 30-1 0 250 142 9 6
DURHAM 30-2 0 255 81 9 2
DURHAM 31 0 249 190 17 4
DURHAM 32 0 67 137 8 1
DURHAM 33 0 325 188 19 4
DURHAM 34-1 0 138 41 6 3
DURHAM 34-2 0 287 63 12 1
DURHAM 35.3 0 223 167 7 4
DURHAM 36 0 193 46 11 2
DURHAM 37 0 168 207 8 1
DURHAM 38 0 273 96 9 3
DURHAM 39 0 120 135 4 0
DURHAM 40 0 100 24 2 0
DURHAM 41 0 156 5 3 0
DURHAM 42 0 135 5 0 0
DURHAM 43 0 157 130 10 2
DURHAM 44 0 136 149 2 2
DURHAM 45 0 164 142 10 3
DURHAM 46 0 231 63 11 0
DURHAM 47 0 140 18 2 1
DURHAM 48 0 54 32 4 1
DURHAM 50 0 206 114 15 3
DURHAM 51 0 140 79 10 3
DURHAM 52 0 231 35 1 3
DURHAM 53-1 0 120 72 10 1
DURHAM 53-2 0 121 103 9 0
DURHAM 54 0 311 95 12 2
DURHAM 55-11 0 188 9 4 0
DURHAM 55-49 0 96 1 4 1
DURHAM ABSENTEE 0 42074 4918 458 130
DURHAM "OS CJRC" 0 5175 322 77 15
DURHAM "OS DTM" 0 2404 221 28 6
DURHAM "OS DUKE" 0 11078 1317 134 30
DURHAM "OS ENO" 0 6989 1194 68 11
DURHAM "OS ERL" 0 6930 3134 103 28
DURHAM "OS GETG" 0 2661 189 35 7
DURHAM "OS HVBC" 0 8766 2458 108 18
DURHAM "OS ML" 0 8067 534 75 25
DURHAM "OS MSUMC" 0 4720 3962 64 20
DURHAM "OS NCCU" 0 7207 139 59 21
DURHAM "OS NRL" 0 8750 3068 103 33
DURHAM "OS SHS" 0 6648 1135 69 24
DURHAM "OS SRL" 0 10971 1919 136 39
DURHAM "OS TRC" 0 4846 1103 53 17
DURHAM PROVISIONAL 0 298 83 11 4
DURHAM TRANSFER 0 0 0 0 0
EDGECOMBE 0101 0 147 45 0 0
EDGECOMBE 0102 0 187 140 5 1
EDGECOMBE 0103 0 130 178 1 2
EDGECOMBE 0104 0 102 110 3 1
EDGECOMBE 0201 0 122 141 1 1
EDGECOMBE 0301 0 56 57 0 1
EDGECOMBE 0401 0 58 52 0 0
EDGECOMBE 0501 0 72 90 0 0
EDGECOMBE 0601 0 165 78 2 0
EDGECOMBE 0701 0 186 85 1 2
EDGECOMBE 0801 0 66 187 3 1
EDGECOMBE 0901 0 63 244 5 1
EDGECOMBE 1001 0 114 131 2 0
EDGECOMBE 1101 0 45 199 1 0
EDGECOMBE 1201 0 333 12 1 1
EDGECOMBE 1202 0 193 3 4 0
EDGECOMBE 1203 0 173 254 5 0
EDGECOMBE 1204 0 171 4 1 1
EDGECOMBE 1205 0 108 3 1 1
EDGECOMBE 1301 0 58 176 2 0
EDGECOMBE 1401 0 31 189 0 0
EDGECOMBE ABSENTEE 0 1897 461 18 9
EDGECOMBE "DET OF SOCIAL SERVICES" 0 6148 1038 15 23
EDGECOMBE "PINES CHAP FELLSHIP HALL" 0 1258 1516 5 9
EDGECOMBE PROVISIONAL 0 53 35 0 0
EDGECOMBE "TARBORO 1" 0 4850 3059 32 14
EDGECOMBE TRANSFER 0 0 0 0 0
FORSYTH 011 0 1923 2003 45 18
FORSYTH 012 0 645 1503 25 5
FORSYTH 013 0 1524 1722 37 10
FORSYTH 014 0 750 1136 18 13
FORSYTH 015 0 1126 1348 20 16
FORSYTH 021 0 838 2165 28 14
FORSYTH 031 0 709 940 16 8
FORSYTH 032 0 1070 1373 33 13
FORSYTH 033 0 1183 702 28 15
FORSYTH 034 0 747 1030 15 4
FORSYTH 042 0 1632 1143 47 8
FORSYTH 043 0 1057 1066 37 8
FORSYTH 051 0 1188 1302 24 18
FORSYTH 052 0 551 509 7 2
FORSYTH 053 0 968 1261 23 11
FORSYTH 054 0 1105 1128 15 2
FORSYTH 055 0 1570 1610 38 7
FORSYTH 061 0 811 923 22 5
FORSYTH 062 0 660 963 15 5
FORSYTH 063 0 1237 1959 35 13
FORSYTH 064 0 455 570 12 5
FORSYTH 065 0 1472 1848 26 10
FORSYTH 066 0 703 1236 26 5
FORSYTH 067 0 699 752 25 6
FORSYTH 068 0 906 1349 32 14
FORSYTH 071 0 1501 1599 27 10
FORSYTH 072 0 2363 2406 60 16
FORSYTH 073 0 1040 1660 23 7
FORSYTH 074 0 1621 1234 36 7
FORSYTH 075 0 225 378 9 0
FORSYTH 081 0 1731 851 39 19
FORSYTH 082 0 2185 1546 40 14
FORSYTH 083 0 1123 567 20 8
FORSYTH 091 0 538 1164 21 11
FORSYTH 092 0 447 995 15 8
FORSYTH 101 0 1031 667 18 16
FORSYTH 111 0 413 1054 14 4
FORSYTH 112 0 954 1580 20 8
FORSYTH 122 0 3267 1729 65 18
FORSYTH 123 0 1432 1035 28 4
FORSYTH 131 0 1452 1359 33 17
FORSYTH 132 0 1843 1723 38 14
FORSYTH 133 0 2493 2624 41 12
FORSYTH 201 0 2562 387 49 21
FORSYTH 203 0 1084 23 15 3
FORSYTH 204 0 969 83 16 8
FORSYTH 205 0 542 20 10 4
FORSYTH 206 0 1060 108 15 7
FORSYTH 207 0 1441 258 20 12
FORSYTH 301 0 534 15 10 5
FORSYTH 302 0 627 40 8 3
FORSYTH 303 0 432 15 4 3
FORSYTH 304 0 1372 37 14 6
FORSYTH 305 0 1005 37 8 6
FORSYTH 306 0 876 118 9 10
FORSYTH 401 0 1139 102 15 1
FORSYTH 402 0 793 21 6 6
FORSYTH 403 0 981 73 14 5
FORSYTH 404 0 1568 271 30 14
FORSYTH 405 0 1075 29 12 3
FORSYTH 501 0 1439 112 8 2
FORSYTH 502 0 902 48 10 7
FORSYTH 503 0 814 131 14 5
FORSYTH 504 0 694 119 17 5
FORSYTH 505 0 1015 274 13 12
FORSYTH 506 0 829 395 21 7
FORSYTH 507 0 2527 1337 57 32
FORSYTH 601 0 1008 271 24 3
FORSYTH 602 0 2270 1079 49 15
FORSYTH 603 0 1272 285 32 5
FORSYTH 604 0 1019 204 21 5
FORSYTH 605 0 1895 771 42 18
FORSYTH 606 0 905 351 13 7
FORSYTH 607 0 1278 599 27 11
FORSYTH 701 0 761 463 6 3
FORSYTH 702 0 930 304 19 4
FORSYTH 703 0 800 241 17 3
FORSYTH 704 0 1173 392 28 5
FORSYTH 705 0 1256 545 29 5
FORSYTH 706 0 679 304 19 11
FORSYTH 707 0 762 369 17 5
FORSYTH 708 0 2178 1235 38 15
FORSYTH 709 0 1705 789 31 9
FORSYTH 801 0 772 356 7 2
FORSYTH 802 0 855 526 6 1
FORSYTH 803 0 848 679 6 2
FORSYTH 804 0 660 419 12 2
FORSYTH 805 0 1292 775 13 4
FORSYTH 806 0 947 648 23 10
FORSYTH 807 0 953 689 18 1
FORSYTH 808 0 1889 722 31 21
FORSYTH 809 0 1458 900 25 3
FORSYTH 901 0 1102 446 12 3
FORSYTH 902 0 1257 239 31 2
FORSYTH 903 0 1435 513 19 6
FORSYTH 904 0 1372 321 24 9
FORSYTH 905 0 1534 487 27 3
FORSYTH 906 0 1769 879 26 13
FORSYTH 907 0 1054 467 28 6
FORSYTH 908 0 1400 1000 19 10
FORSYTH 909 0 707 442 15 4
FRANKLIN 01 0 970 397 12 3
FRANKLIN 02 0 699 482 13 8
FRANKLIN 03 0 1532 1434 30 9
FRANKLIN 05 0 747 1148 19 6
FRANKLIN 06 0 708 576 12 4
FRANKLIN 07 0 439 995 14 3
FRANKLIN 08 0 1108 1288 28 8
FRANKLIN 09 0 491 719 6 4
FRANKLIN 10 0 283 520 9 3
FRANKLIN 11 0 744 505 8 7
FRANKLIN 12 0 494 589 11 3
FRANKLIN 13 0 601 1018 10 6
FRANKLIN 14 0 1405 2202 46 15
FRANKLIN 15 0 1716 862 25 7
FRANKLIN 16 0 927 577 6 3
FRANKLIN 17 0 1100 1854 38 11
FRANKLIN 18 0 1075 1451 48 9
FRANKLIN 19 0 2388 2783 50 24
GASTON 01 0 574 408 15 7
GASTON 02 0 981 614 23 11
GASTON 03 0 837 412 17 8
GASTON 04 0 1604 2060 31 15
GASTON 05 0 947 559 15 13
GASTON 06 0 896 272 10 4
GASTON 07 0 664 51 3 4
GASTON 08 0 864 399 15 6
GASTON 09 0 743 609 17 7
GASTON 10 0 1087 889 26 8
GASTON 11 0 712 454 18 4
GASTON 12 0 807 1370 21 16
GASTON 13 0 955 1294 16 9
GASTON 14 0 391 536 10 8
GASTON 15 0 2379 2911 53 16
GASTON 16 0 1425 2323 35 7
GASTON 17 0 1522 1717 31 11
GASTON 18 0 2400 2152 67 14
GASTON 19 0 1174 2240 50 18
GASTON 20 0 652 2049 25 7
GASTON 21 0 625 1031 20 6
GASTON 22 0 1055 2217 35 14
GASTON 23 0 1276 1628 31 16
GASTON 24 0 1000 1351 33 17
GASTON 25 0 724 1197 21 10
GASTON 26 0 933 1375 36 7
GASTON 27 0 1553 2494 48 12
GASTON 28 0 1224 1954 40 6
GASTON 29 0 1347 2583 32 14
GASTON 30 0 568 1156 20 5
GASTON 31 0 684 1924 30 10
GASTON 32 0 617 1186 24 13
GASTON 33 0 325 1372 17 6
GASTON 34 0 365 1395 10 8
GASTON 35 0 350 1019 11 3
GASTON 36 0 547 1839 17 5
GASTON 37 0 358 816 11 6
GASTON 38 0 424 1888 10 13
GASTON 39 0 453 2409 21 11
GASTON 40 0 1330 2372 40 15
GASTON 41 0 874 1891 26 15
GASTON 42 0 781 1508 19 6
GASTON 43 0 1187 2269 48 11
GASTON 44 0 1172 2761 27 15
GASTON 45 0 1442 1486 37 20
GASTON 46 0 1246 2718 51 17
GATES 1 0 630 478 9 6
GATES 2 0 222 507 6 5
GATES 3 0 741 691 19 15
GATES 4N 0 390 646 9 8
GATES 4S 0 409 323 7 4
GATES 5 0 287 518 2 1
GRAHAM EAST 0 447 1396 10 5
GRAHAM STEC 0 227 636 11 4
GRAHAM TAPO 0 55 280 4 0
GRAHAM WEST 0 375 1177 11 6
GRANVILLE ANTI 0 631 309 1 2
GRANVILLE BERE 0 562 711 4 4
GRANVILLE BTNR 0 1307 854 24 9
GRANVILLE CORI 0 890 942 14 5
GRANVILLE CRDL 0 1032 397 12 4
GRANVILLE CRDM 0 2155 1713 62 14
GRANVILLE EAOX 0 1061 405 8 4
GRANVILLE MTEN 0 1745 2159 38 15
GRANVILLE OKHL 0 445 497 2 3
GRANVILLE SALM 0 749 711 9 4
GRANVILLE SASS 0 644 830 8 3
GRANVILLE SOOX 0 789 216 11 2
GRANVILLE TYHO 0 1159 2136 25 12
GRANVILLE WILT 0 1862 3119 48 18
GRANVILLE WOEL 0 725 412 15 1
GREENE ARBA 0 382 352 5 1
GREENE BEAR 0 262 432 7 1
GREENE BULL 0 322 322 2 4
GREENE CAST 0 219 456 0 1
GREENE HOOK 0 288 322 2 2
GREENE MAUR 0 580 673 3 2
GREENE SH#1 0 712 570 5 3
GREENE SHIN 0 497 719 10 5
GREENE SUGG 0 340 429 4 0
GREENE WALS 0 389 403 6 3
GUILFORD ABSENTEE 0 38192 10536 549 175
GUILFORD CG1 0 152 105 4 3
GUILFORD CG2 0 129 136 5 2
GUILFORD CG3A 0 80 107 3 3
GUILFORD CG3B 0 114 157 2 0
GUILFORD FEN1 0 178 82 6 0
GUILFORD FEN2 0 98 204 3 0
GUILFORD FR1 0 244 186 11 5
GUILFORD FR2 0 93 130 11 3
GUILFORD FR3 0 76 125 3 1
GUILFORD FR4 0 92 137 3 3
GUILFORD FR5A 0 122 165 12 5
GUILFORD FR5B 0 73 84 1 0
GUILFORD G01 0 107 16 2 0
GUILFORD G02 0 155 51 2 1
GUILFORD G03 0 199 15 4 3
GUILFORD G04 0 221 24 8 2
GUILFORD G05 0 178 8 3 3
GUILFORD G06 0 151 8 7 0
GUILFORD G07 0 207 68 6 5
GUILFORD G08 0 196 58 4 2
GUILFORD G09 0 269 60 6 3
GUILFORD G10 0 240 61 5 5
GUILFORD G11 0 122 80 7 1
GUILFORD G12 0 97 50 2 1
GUILFORD G13 0 105 86 7 2
GUILFORD G14 0 99 71 4 0
GUILFORD G15 0 102 81 3 0
GUILFORD G16 0 96 104 4 0
GUILFORD G17 0 83 102 2 2
GUILFORD G18 0 80 125 2 1
GUILFORD G19 0 107 141 6 1
GUILFORD G20 0 131 139 3 0
GUILFORD G21 0 175 156 12 3
GUILFORD G22 0 98 195 6 0
GUILFORD G23 0 87 90 4 0
GUILFORD G24 0 76 52 8 0
GUILFORD G25 0 137 141 5 1
GUILFORD G26 0 180 100 4 2
GUILFORD G27 0 135 171 5 2
GUILFORD G28 0 73 77 5 0
GUILFORD G29 0 103 57 1 1
GUILFORD G30 0 79 138 5 0
GUILFORD G31 0 112 100 13 3
GUILFORD G32 0 111 154 3 2
GUILFORD G33 0 80 126 3 2
GUILFORD G34 0 90 117 4 1
GUILFORD G35 0 49 84 1 0
GUILFORD G36 0 137 115 5 0
GUILFORD G37 0 265 100 15 5
GUILFORD G38 0 151 108 4 0
GUILFORD G39 0 62 59 1 0
GUILFORD G40A1 0 92 109 5 2
GUILFORD G40A2 0 155 70 1 0
GUILFORD G40B 0 96 104 4 1
GUILFORD G41A 0 80 66 3 3
GUILFORD G41B 0 94 116 5 0
GUILFORD G42A 0 99 138 3 1
GUILFORD G42B 0 72 51 0 1
GUILFORD G43 0 207 118 14 3
GUILFORD G44 0 132 49 5 1
GUILFORD G45 0 119 21 5 0
GUILFORD G46 0 401 15 4 2
GUILFORD G47 0 253 62 9 5
GUILFORD G48 0 235 91 19 1
GUILFORD G49 0 112 38 2 0
GUILFORD G50 0 359 104 12 4
GUILFORD G51 0 180 76 11 3
GUILFORD G52 0 205 30 3 2
GUILFORD G53 0 270 31 8 3
GUILFORD G54 0 258 36 3 3
GUILFORD G55 0 169 41 4 4
GUILFORD G56 0 167 53 4 3
GUILFORD G57 0 125 38 5 1
GUILFORD G58 0 202 63 9 0
GUILFORD G59 0 140 40 9 2
GUILFORD G60 0 144 46 7 0
GUILFORD G61 0 223 63 8 7
GUILFORD G62 0 93 81 3 4
GUILFORD G63 0 127 82 7 1
GUILFORD G64 0 210 100 3 2
GUILFORD G65 0 145 113 14 6
GUILFORD G66 0 135 102 9 3
GUILFORD G67 0 70 7 3 0
GUILFORD G68 0 52 2 0 0
GUILFORD G69 0 231 23 6 5
GUILFORD G70 0 238 8 5 1
GUILFORD G71 0 265 15 6 1
GUILFORD G72 0 254 19 7 4
GUILFORD G73 0 169 6 2 5
GUILFORD G74 0 189 14 6 3
GUILFORD G75 0 158 17 5 0
GUILFORD GIB 0 141 221 9 6
GUILFORD GR 0 142 555 7 2
GUILFORD H01 0 237 78 2 6
GUILFORD H02 0 92 76 3 2
GUILFORD H03 0 161 51 7 4
GUILFORD H04 0 207 92 1 4
GUILFORD H05 0 209 35 7 2
GUILFORD H06 0 192 141 10 1
GUILFORD H07 0 173 17 8 4
GUILFORD H08 0 134 9 2 0
GUILFORD H09 0 169 17 4 1
GUILFORD H10 0 177 23 5 2
GUILFORD H11 0 152 78 3 0
GUILFORD H12 0 109 34 2 2
GUILFORD H13 0 110 148 3 0
GUILFORD H14 0 65 169 10 0
GUILFORD H15 0 120 122 8 3
GUILFORD H16 0 78 106 2 1
GUILFORD H17 0 91 40 4 0
GUILFORD H18 0 133 40 7 2
GUILFORD H19A 0 131 38 4 2
GUILFORD H19B 0 126 111 3 1
GUILFORD H20A 0 79 68 3 1
GUILFORD H20B 0 54 82 4 2
GUILFORD H21 0 68 111 7 3
GUILFORD H22 0 97 49 6 2
GUILFORD H23 0 68 99 0 0
GUILFORD H24 0 105 156 4 4
GUILFORD H25 0 120 226 5 3
GUILFORD H26 0 75 114 4 3
GUILFORD H27-A 0 75 78 7 1
GUILFORD H27-B 0 85 99 4 1
GUILFORD H28 0 124 145 8 0
GUILFORD H29A 0 116 91 3 4
GUILFORD H29B 0 141 115 13 5
GUILFORD JAM1 0 77 84 7 0
GUILFORD JAM2 0 68 112 6 2
GUILFORD JAM3 0 95 124 4 0
GUILFORD JAM4 0 72 147 6 0
GUILFORD JAM5 0 48 198 8 1
GUILFORD JEF1 0 124 202 4 3
GUILFORD JEF2 0 187 136 6 0
GUILFORD JEF3 0 208 111 12 3
GUILFORD JEF4 0 68 166 2 1
GUILFORD MON1 0 261 126 6 2
GUILFORD MON2A 0 225 107 8 2
GUILFORD MON2B 0 134 94 6 0
GUILFORD MON3 0 189 458 9 4
GUILFORD NCGR1 0 120 299 8 1
GUILFORD NCGR2 0 80 257 5 1
GUILFORD NCLAY1 0 105 215 6 3
GUILFORD NCLAY2 0 41 181 3 1
GUILFORD NDRI 0 83 286 1 0
GUILFORD NMAD 0 137 190 5 1
GUILFORD NWASH 0 25 202 1 2
GUILFORD ONE-STOP 0 119398 67745 1852 660
GUILFORD OR1 0 79 176 9 2
GUILFORD OR2 0 72 214 7 1
GUILFORD PG1 0 60 113 3 4
GUILFORD PG2 0 74 276 5 2
GUILFORD PROVISIONAL 0 247 139 9 8
GUILFORD RC1 0 106 174 4 1
GUILFORD RC2 0 198 349 10 3
GUILFORD SCLAY 0 76 318 7 2
GUILFORD SDRI 0 213 504 14 3
GUILFORD SF1 0 113 329 7 6
GUILFORD SF2 0 91 212 3 1
GUILFORD SF3 0 143 231 5 4
GUILFORD SF4 0 159 318 8 3
GUILFORD SMAD 0 102 177 4 2
GUILFORD STOK 0 124 495 2 6
GUILFORD SUM1 0 158 74 9 1
GUILFORD SUM2 0 151 103 4 1
GUILFORD SUM3 0 66 218 4 1
GUILFORD SUM4 0 63 416 4 0
GUILFORD SWASH 0 51 163 1 1
HALIFAX ABSENTEE 0 1628 449 11 7
HALIFAX BUTWD 0 33 54 0 0
HALIFAX CONC 0 55 36 2 1
HALIFAX "ENF 2" 0 227 23 1 0
HALIFAX ENF1 0 346 80 0 3
HALIFAX FAUCT 0 62 170 2 1
HALIFAX HAL 0 87 46 2 0
HALIFAX HOL 0 285 44 1 1
HALIFAX HPR 0 104 131 2 0
HALIFAX LIT 0 246 301 0 1
HALIFAX "OS HALIFAX" 0 3278 907 12 8
HALIFAX "OS LITTLETON" 0 4856 5005 53 22
HALIFAX "OS RINGWOOD" 0 2074 256 6 7
HALIFAX "OS SCOTLAND NECK" 0 1377 420 6 2
HALIFAX PROVISIONAL 0 92 53 3 1
HALIFAX RINGW 0 125 18 0 0
HALIFAX "RR 10" 0 107 183 7 1
HALIFAX "RR 11" 0 116 218 6 1
HALIFAX RR1-2 0 69 118 1 1
HALIFAX RR3-4 0 77 248 3 1
HALIFAX RR7-9 0 265 152 3 2
HALIFAX RRCE 0 126 267 4 1
HALIFAX SN 0 191 99 0 2
HALIFAX TRANSFER 0 0 0 0 0
HALIFAX "WEL 3" 0 130 79 5 1
HALIFAX WEL1-2 0 142 46 2 1
HARNETT ABSENTEE 0 5498 3082 189 69
HARNETT "OS ANGIER" 0 2135 4019 52 15
HARNETT "OS ERWIN" 0 3371 6372 63 28
HARNETT "OS LOBBY" 0 4013 5897 90 40
HARNETT "OS WESTERN" 0 5872 8004 209 68
HARNETT PR01 0 350 597 30 4
HARNETT PR07 0 393 632 32 9
HARNETT PR08 0 264 447 11 3
HARNETT PR16 0 282 465 17 3
HARNETT PR20 0 236 240 5 3
HARNETT PR23 0 199 434 14 3
HARNETT PR24 0 207 573 6 7
HARNETT PR25 0 253 273 5 5
HARNETT PR26 0 130 294 2 1
HARNETT PR28 0 182 852 18 7
