COUNTY AREA TOTAL DEM REP LIB GRN WI1 WI2 WI3 WI4 WI5 WI6
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins Boddie Carroll Hoefling Hunter Simmons Wells
Cuyahoga "CLEVELAND HEIGHTS-03-F" 578 515 48 6 4 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-A" 815 656 140 7 6 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-B" 773 353 416 0 2 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-D" 637 442 179 4 4 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-E" 763 688 61 5 5 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-F" 775 592 167 4 1 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-G" 844 530 304 2 3 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-H" 1006 863 121 4 3 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-I" 731 651 73 1 2 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-04-C" 709 635 64 3 3 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-B" 933 834 74 8 7 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-A" 847 760 65 3 8 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-D" 773 732 28 7 4 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-E" 866 786 64 7 1 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-C" 795 728 55 1 2 0 0 0 0 0 0
Cuyahoga "CLEVELAND HEIGHTS-05-F" 876 817 51 2 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-02-A" 440 421 9 2 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-02-B" 368 354 5 2 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-02-C" 322 296 19 0 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-02-D" 296 282 7 1 3 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-03-A" 392 366 14 3 0 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-03-B" 337 325 4 0 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-03-E" 338 316 12 4 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-03-C" 364 338 20 2 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-03-D" 355 334 11 1 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-A" 263 250 9 0 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-B" 396 381 8 0 2 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-D" 533 475 55 0 0 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-E" 353 331 14 1 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-F" 355 337 10 1 1 0 0 0 0 0 0
Cuyahoga "EAST CLEVELAND-04-C" 306 288 9 1 4 0 0 0 0 0 0
Cuyahoga EUCLID-04-A 513 334 167 4 3 0 0 0 0 0 0
Cuyahoga EUCLID-04-C 562 436 116 4 1 0 0 0 0 0 0
Cuyahoga EUCLID-04-D 605 492 104 4 2 0 0 0 0 0 0
Cuyahoga EUCLID-04-E 694 554 134 4 1 0 0 0 0 0 0
Cuyahoga EUCLID-04-B 603 499 88 6 6 0 0 0 0 0 0
Cuyahoga EUCLID-07-D 466 360 94 1 2 0 0 0 0 0 0
Cuyahoga EUCLID-05-E 727 494 223 7 2 0 0 0 0 0 0
Cuyahoga EUCLID-05-D 838 608 210 3 3 0 0 0 0 0 0
Cuyahoga EUCLID-05-C 693 567 111 8 1 0 0 0 0 0 0
Cuyahoga EUCLID-08-E 561 458 94 1 5 0 0 0 0 0 0
Cuyahoga EUCLID-05-A 604 469 126 2 3 0 0 0 0 0 0
Cuyahoga EUCLID-05-B 491 401 80 3 0 0 0 0 0 0 0
Cuyahoga EUCLID-07-C 580 533 41 2 0 0 0 0 0 0 0
Cuyahoga EUCLID-08-D 524 415 101 5 1 0 0 0 0 0 0
Cuyahoga EUCLID-07-B 448 362 79 1 2 0 0 0 0 0 0
Cuyahoga EUCLID-07-E 307 274 27 3 1 0 0 0 0 0 0
Cuyahoga EUCLID-06-A 610 363 228 10 2 0 0 0 0 0 0
Cuyahoga EUCLID-06-B 590 399 182 1 2 0 0 0 0 0 0
Cuyahoga EUCLID-06-C 580 405 172 0 2 0 0 0 0 0 0
Cuyahoga EUCLID-03-B 272 224 44 0 0 0 0 0 0 0 0
Cuyahoga EUCLID-02-B 745 573 159 5 0 0 0 0 0 0 0
Cuyahoga EUCLID-03-E 525 444 65 5 3 0 0 0 0 0 0
Cuyahoga EUCLID-08-A 538 425 106 0 3 0 0 0 0 0 0
Cuyahoga EUCLID-03-D 380 356 15 3 2 0 0 0 0 0 0
Cuyahoga EUCLID-08-C 560 458 95 2 1 0 0 0 0 0 0
Cuyahoga EUCLID-08-B 559 433 115 4 3 0 0 0 0 0 0
Cuyahoga EUCLID-07-A 753 583 157 8 2 0 0 0 0 0 0
Cuyahoga EUCLID-06-E 685 513 162 1 2 0 0 0 0 0 0
Cuyahoga EUCLID-06-D 725 508 199 5 4 0 0 0 0 0 0
Cuyahoga EUCLID-01-A 617 556 52 2 3 0 0 0 0 0 0
Cuyahoga EUCLID-01-B 626 537 81 1 5 0 0 0 0 0 0
Cuyahoga EUCLID-01-C 587 537 42 1 4 0 0 0 0 0 0
Cuyahoga EUCLID-01-D 933 883 34 0 3 0 0 0 0 0 0
Cuyahoga EUCLID-01-E 434 399 28 1 0 0 0 0 0 0 0
Cuyahoga EUCLID-02-D 729 563 152 1 5 0 0 0 0 0 0
Cuyahoga EUCLID-02-C 661 547 106 2 2 0 0 0 0 0 0
Cuyahoga EUCLID-03-A 763 648 98 5 3 0 0 0 0 0 0
Cuyahoga EUCLID-02-A 901 716 164 10 0 0 0 0 0 0 0
Cuyahoga EUCLID-03-C 483 448 24 1 3 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-01-A" 862 482 365 4 3 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-01-B" 707 420 273 3 4 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-01-C" 637 402 214 10 4 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-02-A" 187 99 84 1 1 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-02-B" 812 483 306 8 3 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-02-C" 894 538 336 11 3 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-03-A" 788 453 322 6 1 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-03-B" 892 516 360 5 2 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-03-C" 791 482 292 7 4 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-04-A" 999 590 379 14 4 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-04-B" 968 593 352 12 1 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-05-B" 1000 515 469 5 4 0 0 0 0 0 0
Cuyahoga "FAIRVIEW PARK-05-A" 1001 537 444 8 2 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-01-A" 698 636 51 0 5 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-01-B" 571 543 17 7 0 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-01-C" 451 426 17 0 2 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-02-A" 489 369 104 6 3 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-02-B" 567 387 171 2 0 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-02-C" 514 379 127 3 1 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-03-A" 739 542 190 1 2 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-03-B" 778 587 171 4 5 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-04-A" 474 335 135 1 2 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-04-B" 657 445 197 6 1 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-04-C" 694 487 192 7 1 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-05-A" 793 535 243 5 1 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-05-B" 867 599 249 6 5 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-06-A" 686 466 206 6 1 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-06-B" 594 419 165 4 3 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-06-C" 625 436 173 9 3 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-07-C" 794 532 252 1 5 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-07-A" 610 437 157 7 5 0 0 0 0 0 0
Cuyahoga "GARFIELD HEIGHTS-07-B" 631 447 180 2 2 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-01-A" 803 390 403 4 0 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-01-B" 700 310 376 7 2 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-02-A" 862 418 428 5 0 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-02-B" 753 373 366 2 2 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-03-A" 685 346 333 1 0 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-03-B" 723 340 375 5 0 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-04-A" 652 289 342 7 4 0 0 0 0 0 0
Cuyahoga "HIGHLAND HEIGHTS-04-B" 717 329 371 6 2 0 0 0 0 0 0
Cuyahoga INDEPENDENCE-00-E 1139 458 664 10 2 0 0 0 0 0 0
Cuyahoga INDEPENDENCE-00-D 859 324 517 9 1 0 0 0 0 0 0
Cuyahoga INDEPENDENCE-00-B 1045 373 661 3 2 0 0 0 0 0 0
Cuyahoga INDEPENDENCE-00-C 1066 415 635 7 0 0 0 0 0 0 0
Cuyahoga INDEPENDENCE-00-A 965 367 577 10 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-H 1085 688 368 12 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-B 762 542 203 4 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-D 788 596 174 8 4 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-C 832 584 236 10 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-A 786 548 221 8 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-F 693 494 178 13 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-I 868 635 206 22 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-G 760 562 183 9 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-01-E 987 773 189 12 5 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-A 862 668 174 13 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-H 743 544 180 12 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-C 848 632 197 12 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-B 926 732 179 11 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-D 806 584 201 11 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-G 713 537 164 8 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-F 905 655 229 13 5 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-E 959 712 225 8 5 0 0 0 0 0 0
Cuyahoga LAKEWOOD-02-I 742 533 191 9 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-A 883 577 293 5 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-G 608 456 139 6 0 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-B 768 552 192 13 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-F 779 592 171 8 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-E 555 428 118 3 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-D 934 658 254 14 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-C 951 708 226 13 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-H 772 565 196 5 0 0 0 0 0 0 0
Cuyahoga LAKEWOOD-03-I 870 656 197 8 5 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-A 717 481 231 0 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-B 917 681 222 5 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-F 696 548 137 9 1 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-E 596 458 119 8 4 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-D 906 710 185 3 4 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-I 748 564 172 3 5 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-J 537 389 132 9 3 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-H 710 520 181 3 4 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-C 557 445 98 9 2 0 0 0 0 0 0
Cuyahoga LAKEWOOD-04-G 542 395 135 4 3 0 0 0 0 0 0
Cuyahoga LYNDHURST-01-B 770 511 241 8 3 0 0 0 0 0 0
Cuyahoga LYNDHURST-01-C 864 522 327 8 1 0 0 0 0 0 0
Cuyahoga LYNDHURST-01-A 615 416 190 2 1 0 0 0 0 0 0
Cuyahoga LYNDHURST-02-A 1010 625 357 15 3 0 0 0 0 0 0
Cuyahoga LYNDHURST-02-B 986 575 388 15 2 0 0 0 0 0 0
Cuyahoga LYNDHURST-03-A 878 628 241 3 2 0 0 0 0 0 0
Cuyahoga LYNDHURST-03-B 759 510 238 5 1 0 0 0 0 0 0
Cuyahoga LYNDHURST-03-C 695 465 213 6 4 0 0 0 0 0 0
Cuyahoga LYNDHURST-04-A 702 472 211 9 4 0 0 0 0 0 0
Cuyahoga LYNDHURST-04-C 819 536 270 2 4 0 0 0 0 0 0
Cuyahoga LYNDHURST-04-B 804 544 247 7 3 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-01-B" 856 634 211 4 1 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-01-A" 804 664 128 2 3 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-02-A" 797 667 124 3 0 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-02-B" 775 640 128 3 3 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-03-A" 739 567 160 3 1 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-03-B" 652 520 123 1 3 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-04-A" 531 470 57 0 0 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-04-B" 544 499 42 2 0 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-04-C" 478 425 46 1 3 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-05-A" 689 602 74 3 4 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-05-B" 562 504 50 2 4 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-06-B" 744 672 60 0 4 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-06-A" 760 687 63 1 4 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-07-B" 523 473 36 5 2 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-07-A" 638 586 43 3 2 0 0 0 0 0 0
Cuyahoga "MAPLE HEIGHTS-07-C" 584 551 33 0 0 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-I" 739 411 313 7 2 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-J" 541 449 81 4 1 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-D" 841 449 380 4 2 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-F" 693 384 295 6 3 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-M" 573 349 213 4 1 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-B" 844 480 349 8 1 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-A" 707 401 295 5 2 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-C" 953 540 401 6 4 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-L" 1001 512 471 11 3 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-K" 981 492 469 10 2 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-G" 756 586 164 1 1 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-E" 818 550 260 6 2 0 0 0 0 0 0
Cuyahoga "MAYFIELD HEIGHTS-00-H" 559 348 201 4 1 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-01-A" 1061 546 487 11 4 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-01-B" 418 210 197 9 1 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-01-C" 927 461 443 12 2 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-02-A" 836 403 410 9 6 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-02-B" 709 318 367 17 1 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-02-C" 588 278 306 3 0 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-03-A" 773 351 410 3 1 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-03-C" 843 358 472 8 2 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-03-B" 778 356 404 6 3 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-04-A" 1043 432 593 5 2 0 0 0 0 0 0
Cuyahoga "MIDDLEBURG HEIGHTS-04-B" 949 425 507 6 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-01-A" 1060 547 491 10 1 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-01-C" 1020 517 482 7 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-01-E" 1045 553 460 15 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-01-D" 837 458 363 7 1 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-02-A" 1042 570 448 10 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-02-B" 827 445 358 11 2 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-02-C" 773 416 339 9 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-02-E" 764 426 326 7 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-02-D" 939 501 424 8 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-A" 726 405 312 3 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-B" 180 96 82 0 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-C" 1014 528 472 9 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-D" 861 430 410 12 2 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-F" 913 473 423 3 7 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-03-E" 1035 486 527 8 5 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-04-A" 812 434 358 7 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-04-C" 873 515 346 6 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-04-D" 801 412 379 6 0 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-04-E" 831 484 326 11 3 0 0 0 0 0 0
Cuyahoga "NORTH OLMSTED-04-B" 676 379 281 6 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-01-A" 843 329 500 5 6 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-01-B" 823 306 498 7 3 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-01-C" 856 339 502 6 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-02-A" 884 342 529 3 0 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-02-B" 919 315 587 4 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-02-C" 798 308 478 3 0 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-02-D" 215 80 133 0 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-03-A" 781 285 479 7 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-03-B" 1015 438 562 3 4 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-03-C" 822 373 436 4 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-03-D" 474 217 250 4 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-04-A" 903 339 543 10 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-04-C" 811 317 478 5 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-04-B" 1008 523 456 13 7 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-05-A" 626 315 302 6 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-05-B" 768 311 445 8 0 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-05-D" 932 414 501 10 1 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-05-C" 755 358 384 4 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-06-A" 679 295 365 11 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-06-B" 978 346 615 7 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-06-D" 1052 371 663 5 2 0 0 0 0 0 0
Cuyahoga "NORTH ROYALTON-06-C" 759 286 460 5 2 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-01-A" 475 247 221 4 2 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-01-B" 553 287 249 13 2 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-02-A" 575 291 276 3 1 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-02-B" 778 408 359 6 0 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-03-A" 1050 525 506 8 1 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-03-B" 446 242 196 4 1 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-04-A" 577 308 265 1 0 0 0 0 0 0 0
Cuyahoga "OLMSTED FALLS-04-B" 682 355 309 5 4 0 0 0 0 0 0
Cuyahoga PARMA-01-A 502 260 220 7 2 0 0 0 0 0 0
Cuyahoga PARMA-01-B 635 308 317 2 4 0 0 0 0 0 0
Cuyahoga PARMA-01-D 825 395 407 13 3 0 0 0 0 0 0
Cuyahoga PARMA-01-F 620 360 242 12 2 0 0 0 0 0 0
Cuyahoga PARMA-01-E 722 357 347 9 4 0 0 0 0 0 0
Cuyahoga PARMA-01-C 778 444 323 3 3 0 0 0 0 0 0
Cuyahoga PARMA-02-A 749 379 355 8 3 0 0 0 0 0 0
Cuyahoga PARMA-02-B 882 420 436 12 3 0 0 0 0 0 0
Cuyahoga PARMA-02-C 856 434 398 11 4 0 0 0 0 0 0
Cuyahoga PARMA-02-E 895 429 446 14 2 0 0 0 0 0 0
Cuyahoga PARMA-02-D 795 382 388 11 3 0 0 0 0 0 0
Cuyahoga PARMA-03-A 726 325 383 9 2 0 0 0 0 0 0
Cuyahoga PARMA-03-D 764 355 384 7 8 0 0 0 0 0 0
Cuyahoga PARMA-03-E 684 316 349 7 2 0 0 0 0 0 0
Cuyahoga PARMA-03-B 648 310 316 11 4 0 0 0 0 0 0
Cuyahoga PARMA-03-C 602 265 322 3 4 0 0 0 0 0 0
Cuyahoga PARMA-03-F 629 308 309 7 0 0 0 0 0 0 0
Cuyahoga PARMA-04-A 783 433 328 8 5 0 0 0 0 0 0
Cuyahoga PARMA-04-C 820 427 373 5 2 0 0 0 0 0 0
Cuyahoga PARMA-04-D 800 396 390 8 3 0 0 0 0 0 0
Cuyahoga PARMA-04-B 764 335 411 9 6 0 0 0 0 0 0
Cuyahoga PARMA-04-E 843 424 398 7 3 0 0 0 0 0 0
Cuyahoga PARMA-05-A 966 402 550 5 5 0 0 0 0 0 0
Cuyahoga PARMA-05-F 703 307 384 5 2 0 0 0 0 0 0
Cuyahoga PARMA-05-E 812 332 471 3 0 0 0 0 0 0 0
Cuyahoga PARMA-06-D 701 281 401 5 3 0 0 0 0 0 0
Cuyahoga PARMA-05-C 909 364 528 4 2 0 0 0 0 0 0
Cuyahoga PARMA-05-D 770 298 459 3 1 0 0 0 0 0 0
Cuyahoga PARMA-06-A 837 362 458 10 3 0 0 0 0 0 0
Cuyahoga PARMA-06-E 799 346 436 6 6 0 0 0 0 0 0
Cuyahoga PARMA-06-B 796 337 444 2 2 0 0 0 0 0 0
Cuyahoga PARMA-09-E 840 344 483 7 1 0 0 0 0 0 0
Cuyahoga PARMA-06-C 776 316 444 8 3 0 0 0 0 0 0
Cuyahoga PARMA-06-F 793 311 464 8 4 0 0 0 0 0 0
Cuyahoga PARMA-07-C 635 262 361 3 2 0 0 0 0 0 0
Cuyahoga PARMA-07-B 773 349 407 7 2 0 0 0 0 0 0
Cuyahoga PARMA-07-E 868 350 499 7 4 0 0 0 0 0 0
Cuyahoga PARMA-07-F 536 284 243 5 2 0 0 0 0 0 0
Cuyahoga PARMA-07-D 856 378 458 11 2 0 0 0 0 0 0
Cuyahoga PARMA-07-A 909 358 532 10 2 0 0 0 0 0 0
Cuyahoga PARMA-08-A 872 421 428 18 1 0 0 0 0 0 0
Cuyahoga PARMA-08-D 870 433 418 8 5 0 0 0 0 0 0
Cuyahoga PARMA-08-E 770 402 344 7 6 0 0 0 0 0 0
Cuyahoga PARMA-08-C 924 468 434 10 4 0 0 0 0 0 0
Cuyahoga PARMA-08-B 732 348 365 12 4 0 0 0 0 0 0
Cuyahoga PARMA-09-A 288 151 129 2 3 0 0 0 0 0 0
Cuyahoga PARMA-09-C 764 337 414 5 1 0 0 0 0 0 0
Cuyahoga PARMA-09-D 828 352 452 7 4 0 0 0 0 0 0
Cuyahoga PARMA-09-F 910 385 500 9 6 0 0 0 0 0 0
Cuyahoga PARMA-05-B 937 449 473 5 2 0 0 0 0 0 0
Cuyahoga PARMA-09-B 841 394 432 8 3 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-01-B" 772 394 361 9 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-03-A" 860 406 438 10 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-03-B" 878 401 456 9 4 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-04-B" 674 373 293 6 0 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-04-C" 871 432 420 11 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-02-A" 844 395 434 11 2 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-04-A" 733 381 342 6 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-02-C" 629 407 206 2 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-02-B" 809 352 445 6 1 0 0 0 0 0 0
Cuyahoga "PARMA HEIGHTS-01-A" 756 475 271 3 2 0 0 0 0 0 0
